date,XYL,XYL_EPS,PE Ratio
2012-02-27,27.36,0.0,inf
2012-02-28,26.84,1.51,17.774834437086092
2012-02-29,25.98,1.51,17.205298013245034
2012-03-01,26.69,1.51,17.675496688741724
2012-03-02,26.6,1.51,17.6158940397351
2012-03-05,26.22,1.51,17.364238410596027
2012-03-06,25.85,1.51,17.119205298013245
2012-03-07,26.21,1.51,17.357615894039736
2012-03-08,26.62,1.51,17.629139072847682
2012-03-09,27.25,1.51,18.04635761589404
2012-03-12,27.53,1.51,18.2317880794702
2012-03-13,28.42,1.51,18.821192052980134
2012-03-14,28.36,1.51,18.781456953642383
2012-03-15,28.73,1.51,19.026490066225165
2012-03-16,28.19,1.51,18.668874172185433
2012-03-19,27.94,1.51,18.503311258278146
2012-03-20,27.31,1.51,18.086092715231786
2012-03-21,27.33,1.51,18.099337748344368
2012-03-22,27.22,1.51,18.026490066225165
2012-03-23,27.2,1.51,18.013245033112582
2012-03-26,27.85,1.51,18.443708609271525
2012-03-27,27.99,1.51,18.5364238410596
2012-03-28,27.96,1.51,18.516556291390728
2012-03-29,27.66,1.51,18.31788079470199
2012-03-30,27.75,1.51,18.37748344370861
2012-04-02,28.32,1.51,18.75496688741722
2012-04-03,28.25,1.51,18.70860927152318
2012-04-04,27.8,1.51,18.410596026490065
2012-04-05,27.97,1.51,18.52317880794702
2012-04-09,27.36,1.51,18.119205298013245
2012-04-10,26.94,1.51,17.841059602649008
2012-04-11,27.0,1.51,17.880794701986755
2012-04-12,27.32,1.51,18.09271523178808
2012-04-13,26.83,1.51,17.7682119205298
2012-04-16,26.9,1.51,17.81456953642384
2012-04-17,27.2,1.51,18.013245033112582
2012-04-18,27.65,1.51,18.311258278145694
2012-04-19,27.1,1.51,17.94701986754967
2012-04-20,27.36,1.51,18.119205298013245
2012-04-23,26.89,1.51,17.80794701986755
2012-04-24,27.1,1.51,17.94701986754967
2012-04-25,27.7,1.51,18.344370860927153
2012-04-26,28.1,1.51,18.60927152317881
2012-04-27,28.38,1.51,18.794701986754966
2012-04-30,27.88,1.51,18.463576158940395
2012-05-01,27.66,1.51,18.31788079470199
2012-05-02,27.76,1.51,18.3841059602649
2012-05-03,27.3,0.34,80.29411764705883
2012-05-04,26.45,0.34,77.79411764705881
2012-05-07,26.21,0.34,77.08823529411764
2012-05-08,26.36,0.34,77.52941176470587
2012-05-09,26.13,0.34,76.85294117647058
2012-05-10,26.14,0.34,76.88235294117646
2012-05-11,26.03,0.34,76.55882352941177
2012-05-14,25.43,0.34,74.79411764705881
2012-05-15,25.21,0.34,74.1470588235294
2012-05-16,25.37,0.34,74.61764705882352
2012-05-17,24.42,0.34,71.82352941176471
2012-05-18,24.67,0.34,72.55882352941177
2012-05-21,25.34,0.34,74.52941176470587
2012-05-22,25.59,0.34,75.26470588235294
2012-05-23,25.79,0.34,75.85294117647058
2012-05-24,26.14,0.34,76.88235294117646
2012-05-25,25.65,0.34,75.44117647058823
2012-05-29,25.89,0.34,76.1470588235294
2012-05-30,25.45,0.34,74.85294117647058
2012-05-31,25.33,0.34,74.49999999999999
2012-06-01,24.48,0.34,72.0
2012-06-04,24.51,0.34,72.08823529411765
2012-06-05,24.58,0.34,72.29411764705881
2012-06-06,25.49,0.34,74.9705882352941
2012-06-07,25.74,0.34,75.70588235294116
2012-06-08,25.92,0.34,76.23529411764706
2012-06-11,25.51,0.34,75.02941176470588
2012-06-12,25.58,0.34,75.23529411764704
2012-06-13,25.17,0.34,74.02941176470588
2012-06-14,25.0,0.34,73.52941176470588
2012-06-15,25.32,0.34,74.47058823529412
2012-06-18,25.13,0.34,73.91176470588235
2012-06-19,25.08,0.34,73.76470588235293
2012-06-20,24.72,0.34,72.70588235294117
2012-06-21,24.28,0.34,71.41176470588235
2012-06-22,24.02,0.34,70.6470588235294
2012-06-25,23.61,0.34,69.44117647058823
2012-06-26,23.92,0.34,70.3529411764706
2012-06-27,24.29,0.34,71.44117647058823
2012-06-28,24.59,0.34,72.3235294117647
2012-06-29,25.17,0.34,74.02941176470588
2012-07-02,25.04,0.34,73.6470588235294
2012-07-03,25.68,0.34,75.52941176470587
2012-07-05,25.53,0.34,75.08823529411765
2012-07-06,25.2,0.34,74.11764705882352
2012-07-09,25.0,0.34,73.52941176470588
2012-07-10,24.36,0.34,71.6470588235294
2012-07-11,23.93,0.34,70.38235294117646
2012-07-12,23.18,0.34,68.17647058823529
2012-07-13,23.31,0.34,68.55882352941175
2012-07-16,23.16,0.34,68.11764705882352
2012-07-17,23.65,0.34,69.55882352941175
2012-07-18,23.93,0.34,70.38235294117646
2012-07-19,24.12,0.34,70.94117647058823
2012-07-20,23.79,0.34,69.97058823529412
2012-07-23,23.88,0.34,70.23529411764704
2012-07-24,23.59,0.34,69.38235294117646
2012-07-25,23.91,0.34,70.3235294117647
2012-07-26,23.73,0.34,69.79411764705883
2012-07-27,24.2,0.34,71.17647058823529
2012-07-30,24.2,0.34,71.17647058823529
2012-07-31,23.98,0.34,70.52941176470588
2012-08-01,23.9,0.34,70.29411764705881
2012-08-02,23.57,0.82,28.743902439024392
2012-08-03,24.03,0.82,29.30487804878049
2012-08-06,24.13,0.82,29.426829268292682
2012-08-07,24.24,0.82,29.5609756097561
2012-08-08,24.15,0.82,29.451219512195124
2012-08-09,24.47,0.82,29.84146341463415
2012-08-10,24.46,0.82,29.82926829268293
2012-08-13,24.51,0.82,29.89024390243903
2012-08-14,24.06,0.82,29.341463414634145
2012-08-15,24.29,0.82,29.621951219512194
2012-08-16,24.94,0.82,30.414634146341466
2012-08-17,25.14,0.82,30.658536585365855
2012-08-20,25.29,0.82,30.84146341463415
2012-08-21,25.2,0.82,30.731707317073173
2012-08-22,25.02,0.82,30.51219512195122
2012-08-23,24.63,0.82,30.03658536585366
2012-08-24,24.5,0.82,29.878048780487806
2012-08-27,24.14,0.82,29.439024390243905
2012-08-28,24.05,0.82,29.32926829268293
2012-08-29,24.01,0.82,29.280487804878053
2012-08-30,24.09,0.82,29.378048780487806
2012-08-31,24.29,0.82,29.621951219512194
2012-09-04,24.0,0.82,29.26829268292683
2012-09-05,24.07,0.82,29.353658536585368
2012-09-06,24.97,0.82,30.451219512195124
2012-09-07,25.1,0.82,30.60975609756098
2012-09-10,24.58,0.82,29.975609756097562
2012-09-11,25.38,0.82,30.951219512195124
2012-09-12,25.0,0.82,30.48780487804878
2012-09-13,25.36,0.82,30.926829268292686
2012-09-14,25.57,0.82,31.182926829268293
2012-09-17,25.34,0.82,30.902439024390244
2012-09-18,25.71,0.82,31.353658536585368
2012-09-19,25.98,0.82,31.682926829268297
2012-09-20,25.6,0.82,31.219512195121954
2012-09-21,25.44,0.82,31.02439024390244
2012-09-24,25.5,0.82,31.097560975609756
2012-09-25,25.41,0.82,30.98780487804878
2012-09-26,24.98,0.82,30.463414634146343
2012-09-27,25.3,0.82,30.853658536585368
2012-09-28,25.15,0.82,30.670731707317074
2012-10-01,25.24,0.82,30.78048780487805
2012-10-02,25.25,0.82,30.79268292682927
2012-10-03,25.02,0.82,30.51219512195122
2012-10-04,25.15,0.82,30.670731707317074
2012-10-05,25.14,0.82,30.658536585365855
2012-10-08,25.11,0.82,30.621951219512198
2012-10-09,24.79,0.82,30.231707317073173
2012-10-10,24.56,0.82,29.951219512195124
2012-10-11,24.32,0.82,29.658536585365855
2012-10-12,24.61,0.82,30.01219512195122
2012-10-15,24.73,0.82,30.158536585365855
2012-10-16,25.37,0.82,30.939024390243905
2012-10-17,25.08,0.82,30.585365853658537
2012-10-18,24.64,0.82,30.04878048780488
2012-10-19,24.22,0.82,29.536585365853657
2012-10-22,24.29,0.82,29.621951219512194
2012-10-23,24.2,0.82,29.51219512195122
2012-10-24,23.44,0.82,28.58536585365854
2012-10-25,23.71,0.82,28.914634146341466
2012-10-26,23.59,0.82,28.76829268292683
2012-10-31,24.26,0.82,29.58536585365854
2012-11-01,25.4,1.2,21.166666666666668
2012-11-02,25.63,1.2,21.358333333333334
2012-11-05,26.0,1.2,21.666666666666668
2012-11-06,26.05,1.2,21.708333333333336
2012-11-07,25.31,1.2,21.091666666666665
2012-11-08,24.92,1.2,20.76666666666667
2012-11-09,24.71,1.2,20.59166666666667
2012-11-12,24.76,1.2,20.633333333333336
2012-11-13,24.53,1.2,20.44166666666667
2012-11-14,24.05,1.2,20.041666666666668
2012-11-15,24.03,1.2,20.025000000000002
2012-11-16,24.19,1.2,20.158333333333335
2012-11-19,24.84,1.2,20.7
2012-11-20,25.12,1.2,20.933333333333334
2012-11-21,25.34,1.2,21.116666666666667
2012-11-23,25.52,1.2,21.266666666666666
2012-11-26,25.86,1.2,21.55
2012-11-27,25.63,1.2,21.358333333333334
2012-11-28,25.94,1.2,21.616666666666667
2012-11-29,26.13,1.2,21.775
2012-11-30,26.09,1.2,21.741666666666667
2012-12-03,25.77,1.2,21.475
2012-12-04,25.7,1.2,21.416666666666668
2012-12-05,26.0,1.2,21.666666666666668
2012-12-06,26.09,1.2,21.741666666666667
2012-12-07,26.38,1.2,21.983333333333334
2012-12-10,26.48,1.2,22.066666666666666
2012-12-11,26.63,1.2,22.191666666666666
2012-12-12,26.79,1.2,22.325
2012-12-13,26.69,1.2,22.241666666666667
2012-12-14,26.76,1.2,22.3
2012-12-17,26.55,1.2,22.125
2012-12-18,27.2,1.2,22.666666666666668
2012-12-19,27.57,1.2,22.975
2012-12-20,26.84,1.2,22.366666666666667
2012-12-21,26.76,1.2,22.3
2012-12-24,26.87,1.2,22.39166666666667
2012-12-26,26.78,1.2,22.31666666666667
2012-12-27,26.85,1.2,22.375000000000004
2012-12-28,26.43,1.2,22.025000000000002
2012-12-31,27.1,1.2,22.583333333333336
2013-01-02,27.5,1.2,22.916666666666668
2013-01-03,27.41,1.2,22.84166666666667
2013-01-04,27.37,1.2,22.808333333333334
2013-01-07,27.01,1.2,22.508333333333336
2013-01-08,26.68,1.2,22.233333333333334
2013-01-09,27.1,1.2,22.583333333333336
2013-01-10,27.48,1.2,22.900000000000002
2013-01-11,27.18,1.2,22.650000000000002
2013-01-14,27.21,1.2,22.675
2013-01-15,27.13,1.2,22.608333333333334
2013-01-16,26.95,1.2,22.458333333333332
2013-01-17,27.42,1.2,22.85
2013-01-18,27.51,1.2,22.925
2013-01-22,27.68,1.2,23.066666666666666
2013-01-23,27.9,1.2,23.25
2013-01-24,27.98,1.2,23.316666666666666
2013-01-25,27.7,1.2,23.083333333333332
2013-01-28,27.92,1.2,23.26666666666667
2013-01-29,27.97,1.2,23.308333333333334
2013-01-30,27.94,1.2,23.283333333333335
2013-01-31,27.93,1.2,23.275000000000002
2013-02-01,28.01,1.2,23.34166666666667
2013-02-04,27.55,1.2,22.958333333333336
2013-02-05,27.77,1.2,23.141666666666666
2013-02-06,27.85,1.2,23.208333333333336
2013-02-07,26.91,1.2,22.425
2013-02-08,27.09,1.2,22.575
2013-02-11,27.46,1.2,22.883333333333336
2013-02-12,27.95,1.2,23.291666666666668
2013-02-13,28.26,1.2,23.55
2013-02-14,28.47,1.2,23.725
2013-02-15,28.28,1.2,23.56666666666667
2013-02-19,28.76,1.2,23.96666666666667
2013-02-20,27.96,1.2,23.3
2013-02-21,27.68,1.2,23.066666666666666
2013-02-22,27.79,1.2,23.158333333333335
2013-02-25,27.02,0.4,67.55
2013-02-26,27.0,0.4,67.5
2013-02-27,27.47,0.4,68.675
2013-02-28,27.5,0.4,68.75
2013-03-01,27.49,0.4,68.725
2013-03-04,27.49,0.4,68.725
2013-03-05,28.45,0.4,71.125
2013-03-06,29.34,0.4,73.35
2013-03-07,28.4,0.4,70.99999999999999
2013-03-08,28.43,0.4,71.07499999999999
2013-03-11,28.76,0.4,71.9
2013-03-12,28.53,0.4,71.325
2013-03-13,28.47,0.4,71.175
2013-03-14,28.71,0.4,71.77499999999999
2013-03-15,28.96,0.4,72.39999999999999
2013-03-18,28.78,0.4,71.95
2013-03-19,28.44,0.4,71.1
2013-03-20,28.51,0.4,71.275
2013-03-21,28.56,0.4,71.39999999999999
2013-03-22,28.44,0.4,71.1
2013-03-25,27.73,0.4,69.325
2013-03-26,27.69,0.4,69.225
2013-03-27,27.29,0.4,68.225
2013-03-28,27.56,0.4,68.89999999999999
2013-04-01,27.25,0.4,68.125
2013-04-02,27.22,0.4,68.05
2013-04-03,27.12,0.4,67.8
2013-04-04,27.72,0.4,69.3
2013-04-05,27.6,0.4,69.0
2013-04-08,27.85,0.4,69.625
2013-04-09,27.96,0.4,69.89999999999999
2013-04-10,28.69,0.4,71.725
2013-04-11,28.86,0.4,72.14999999999999
2013-04-12,28.6,0.4,71.5
2013-04-15,27.42,0.4,68.55
2013-04-16,27.66,0.4,69.14999999999999
2013-04-17,27.28,0.4,68.2
2013-04-18,27.04,0.4,67.6
2013-04-19,26.99,0.4,67.475
2013-04-22,26.84,0.4,67.1
2013-04-23,27.39,0.4,68.475
2013-04-24,27.69,0.4,69.225
2013-04-25,27.86,0.4,69.64999999999999
2013-04-26,27.71,0.4,69.27499999999999
2013-04-29,28.25,0.4,70.625
2013-04-30,27.75,0.22,126.13636363636364
2013-05-01,27.5,0.22,125.0
2013-05-02,27.44,0.22,124.72727272727273
2013-05-03,27.36,0.22,124.36363636363636
2013-05-06,27.41,0.22,124.5909090909091
2013-05-07,27.68,0.22,125.81818181818181
2013-05-08,28.11,0.22,127.77272727272727
2013-05-09,27.88,0.22,126.72727272727272
2013-05-10,27.8,0.22,126.36363636363636
2013-05-13,27.54,0.22,125.18181818181817
2013-05-14,28.31,0.22,128.6818181818182
2013-05-15,28.6,0.22,130.0
2013-05-16,28.64,0.22,130.1818181818182
2013-05-17,28.93,0.22,131.5
2013-05-20,28.88,0.22,131.27272727272728
2013-05-21,28.7,0.22,130.45454545454544
2013-05-22,28.51,0.22,129.5909090909091
2013-05-23,28.05,0.22,127.5
2013-05-24,27.85,0.22,126.5909090909091
2013-05-28,28.06,0.22,127.54545454545453
2013-05-29,28.05,0.22,127.5
2013-05-30,28.55,0.22,129.77272727272728
2013-05-31,28.14,0.22,127.9090909090909
2013-06-03,28.25,0.22,128.4090909090909
2013-06-04,27.86,0.22,126.63636363636364
2013-06-05,27.2,0.22,123.63636363636363
2013-06-06,27.3,0.22,124.0909090909091
2013-06-07,27.55,0.22,125.22727272727273
2013-06-10,27.5,0.22,125.0
2013-06-11,27.21,0.22,123.68181818181819
2013-06-12,27.01,0.22,122.77272727272728
2013-06-13,27.27,0.22,123.95454545454545
2013-06-14,27.12,0.22,123.27272727272728
2013-06-17,27.27,0.22,123.95454545454545
2013-06-18,27.66,0.22,125.72727272727273
2013-06-19,27.25,0.22,123.86363636363636
2013-06-20,26.41,0.22,120.04545454545455
2013-06-21,26.1,0.22,118.63636363636364
2013-06-24,25.77,0.22,117.13636363636364
2013-06-25,25.93,0.22,117.86363636363636
2013-06-26,26.08,0.22,118.54545454545453
2013-06-27,26.63,0.22,121.04545454545455
2013-06-28,26.94,0.22,122.45454545454545
2013-07-01,27.65,0.22,125.68181818181817
2013-07-02,27.5,0.22,125.0
2013-07-03,27.63,0.22,125.59090909090908
2013-07-05,27.98,0.22,127.18181818181819
2013-07-08,28.16,0.22,128.0
2013-07-09,28.54,0.22,129.72727272727272
2013-07-10,28.97,0.22,131.6818181818182
2013-07-11,29.03,0.22,131.95454545454547
2013-07-12,29.08,0.22,132.1818181818182
2013-07-15,29.06,0.22,132.0909090909091
2013-07-16,28.58,0.22,129.9090909090909
2013-07-17,28.63,0.22,130.13636363636363
2013-07-18,28.93,0.22,131.5
2013-07-19,28.79,0.22,130.86363636363635
2013-07-22,28.87,0.22,131.22727272727272
2013-07-23,28.71,0.22,130.5
2013-07-24,28.59,0.22,129.95454545454544
2013-07-25,28.83,0.22,131.04545454545453
2013-07-26,28.67,0.22,130.3181818181818
2013-07-29,28.46,0.22,129.36363636363637
2013-07-30,25.54,0.25,102.16
2013-07-31,24.93,0.25,99.72
2013-08-01,25.19,0.25,100.76
2013-08-02,25.27,0.25,101.08
2013-08-05,25.28,0.25,101.12
2013-08-06,25.43,0.25,101.72
2013-08-07,24.9,0.25,99.6
2013-08-08,24.98,0.25,99.92
2013-08-09,24.98,0.25,99.92
2013-08-12,24.83,0.25,99.32
2013-08-13,24.97,0.25,99.88
2013-08-14,24.99,0.25,99.96
2013-08-15,24.72,0.25,98.88
2013-08-16,24.52,0.25,98.08
2013-08-19,24.62,0.25,98.48
2013-08-20,24.3,0.25,97.2
2013-08-21,24.19,0.25,96.76
2013-08-22,24.38,0.25,97.52
2013-08-23,24.3,0.25,97.2
2013-08-26,24.58,0.25,98.32
2013-08-27,24.27,0.25,97.08
2013-08-28,24.51,0.25,98.04
2013-08-29,24.95,0.25,99.8
2013-08-30,24.78,0.25,99.12
2013-09-03,25.08,0.25,100.32
2013-09-04,25.5,0.25,102.0
2013-09-05,25.91,0.25,103.64
2013-09-06,26.17,0.25,104.68
2013-09-09,26.78,0.25,107.12
2013-09-10,27.07,0.25,108.28
2013-09-11,27.11,0.25,108.44
2013-09-12,26.96,0.25,107.84
2013-09-13,26.95,0.25,107.8
2013-09-16,27.16,0.25,108.64
2013-09-17,27.25,0.25,109.0
2013-09-18,27.49,0.25,109.96
2013-09-19,27.51,0.25,110.04
2013-09-20,27.17,0.25,108.68
2013-09-23,27.0,0.25,108.0
2013-09-24,27.36,0.25,109.44
2013-09-25,27.53,0.25,110.12
2013-09-26,28.23,0.25,112.92
2013-09-27,27.99,0.25,111.96
2013-09-30,27.93,0.25,111.72
2013-10-01,28.24,0.25,112.96
2013-10-02,28.12,0.25,112.48
2013-10-03,27.9,0.25,111.6
2013-10-04,28.18,0.25,112.72
2013-10-07,28.0,0.25,112.0
2013-10-08,27.4,0.25,109.6
2013-10-09,27.21,0.25,108.84
2013-10-10,27.93,0.25,111.72
2013-10-11,28.1,0.25,112.4
2013-10-14,28.17,0.25,112.68
2013-10-15,27.92,0.25,111.68
2013-10-16,27.92,0.25,111.68
2013-10-17,27.49,0.25,109.96
2013-10-18,27.83,0.25,111.32
2013-10-21,28.33,0.25,113.32
2013-10-22,28.21,0.25,112.84
2013-10-23,28.34,0.25,113.36
2013-10-24,28.69,0.25,114.76
2013-10-25,28.99,0.25,115.96
2013-10-28,28.93,0.25,115.72
2013-10-29,32.53,0.39,83.41025641025641
2013-10-30,33.48,0.39,85.84615384615384
2013-10-31,34.5,0.39,88.46153846153845
2013-11-01,33.22,0.39,85.17948717948717
2013-11-04,33.91,0.39,86.94871794871794
2013-11-05,33.75,0.39,86.53846153846153
2013-11-06,33.51,0.39,85.92307692307692
2013-11-07,33.11,0.39,84.8974358974359
2013-11-08,33.98,0.39,87.12820512820512
2013-11-11,33.96,0.39,87.07692307692308
2013-11-12,33.94,0.39,87.02564102564102
2013-11-13,34.32,0.39,88.0
2013-11-14,34.38,0.39,88.15384615384616
2013-11-15,34.47,0.39,88.38461538461537
2013-11-18,33.94,0.39,87.02564102564102
2013-11-19,34.15,0.39,87.56410256410255
2013-11-20,34.3,0.39,87.94871794871794
2013-11-21,34.58,0.39,88.66666666666666
2013-11-22,34.58,0.39,88.66666666666666
2013-11-25,34.53,0.39,88.53846153846153
2013-11-26,34.67,0.39,88.8974358974359
2013-11-27,34.77,0.39,89.15384615384616
2013-11-29,34.56,0.39,88.61538461538461
2013-12-02,33.91,0.39,86.94871794871794
2013-12-03,33.58,0.39,86.1025641025641
2013-12-04,33.56,0.39,86.05128205128206
2013-12-05,33.78,0.39,86.61538461538461
2013-12-06,33.51,0.39,85.92307692307692
2013-12-09,33.63,0.39,86.23076923076924
2013-12-10,33.54,0.39,86.0
2013-12-11,32.91,0.39,84.38461538461537
2013-12-12,33.51,0.39,85.92307692307692
2013-12-13,33.81,0.39,86.6923076923077
2013-12-16,33.89,0.39,86.8974358974359
2013-12-17,34.1,0.39,87.43589743589743
2013-12-18,34.7,0.39,88.97435897435898
2013-12-19,34.16,0.39,87.58974358974358
2013-12-20,34.08,0.39,87.38461538461537
2013-12-23,34.19,0.39,87.66666666666666
2013-12-24,34.33,0.39,88.02564102564102
2013-12-26,34.69,0.39,88.94871794871794
2013-12-27,34.55,0.39,88.58974358974358
2013-12-30,34.58,0.39,88.66666666666666
2013-12-31,34.6,0.39,88.71794871794872
2014-01-02,34.16,0.39,87.58974358974358
2014-01-03,34.47,0.39,88.38461538461537
2014-01-06,34.41,0.39,88.23076923076921
2014-01-07,34.51,0.39,88.48717948717947
2014-01-08,34.49,0.39,88.43589743589745
2014-01-09,34.63,0.39,88.7948717948718
2014-01-10,34.91,0.39,89.5128205128205
2014-01-13,35.02,0.39,89.7948717948718
2014-01-14,35.58,0.39,91.23076923076923
2014-01-15,36.37,0.39,93.25641025641025
2014-01-16,36.64,0.39,93.94871794871794
2014-01-17,36.57,0.39,93.76923076923077
2014-01-21,35.92,0.39,92.1025641025641
2014-01-22,36.49,0.39,93.56410256410257
2014-01-23,35.44,0.39,90.87179487179486
2014-01-24,33.68,0.39,86.35897435897435
2014-01-27,33.39,0.39,85.61538461538461
2014-01-28,33.91,0.39,86.94871794871794
2014-01-29,33.24,0.39,85.23076923076923
2014-01-30,33.36,0.39,85.53846153846153
2014-01-31,33.36,0.39,85.53846153846153
2014-02-03,32.8,0.39,84.10256410256409
2014-02-04,36.27,0.39,93.0
2014-02-05,35.52,0.39,91.07692307692308
2014-02-06,36.46,0.39,93.48717948717949
2014-02-07,36.96,0.39,94.76923076923077
2014-02-10,36.88,0.39,94.56410256410257
2014-02-11,37.1,0.39,95.12820512820512
2014-02-12,37.4,0.39,95.89743589743588
2014-02-13,37.84,0.39,97.02564102564104
2014-02-14,38.05,0.39,97.56410256410255
2014-02-18,38.57,0.39,98.8974358974359
2014-02-19,37.62,0.39,96.46153846153845
2014-02-20,38.71,0.39,99.25641025641025
2014-02-21,38.86,0.39,99.64102564102564
2014-02-24,39.4,0.39,101.02564102564102
2014-02-25,38.76,0.39,99.38461538461537
2014-02-26,39.25,0.39,100.64102564102564
2014-02-27,39.37,0.37,106.4054054054054
2014-02-28,39.35,0.37,106.35135135135135
2014-03-03,38.6,0.37,104.32432432432432
2014-03-04,38.79,0.37,104.83783783783784
2014-03-05,38.5,0.37,104.05405405405405
2014-03-06,38.3,0.37,103.5135135135135
2014-03-07,38.64,0.37,104.43243243243244
2014-03-10,38.05,0.37,102.83783783783782
2014-03-11,37.85,0.37,102.2972972972973
2014-03-12,37.4,0.37,101.08108108108108
2014-03-13,36.74,0.37,99.2972972972973
2014-03-14,36.79,0.37,99.43243243243244
2014-03-17,36.81,0.37,99.4864864864865
2014-03-18,36.78,0.37,99.4054054054054
2014-03-19,36.44,0.37,98.48648648648648
2014-03-20,36.34,0.37,98.21621621621622
2014-03-21,36.28,0.37,98.05405405405406
2014-03-24,35.71,0.37,96.51351351351352
2014-03-25,36.62,0.37,98.97297297297297
2014-03-26,35.84,0.37,96.86486486486487
2014-03-27,35.78,0.37,96.70270270270271
2014-03-28,36.0,0.37,97.2972972972973
2014-03-31,36.42,0.37,98.43243243243244
2014-04-01,37.15,0.37,100.4054054054054
2014-04-02,37.77,0.37,102.0810810810811
2014-04-03,37.27,0.37,100.72972972972974
2014-04-04,37.3,0.37,100.8108108108108
2014-04-07,36.38,0.37,98.32432432432434
2014-04-08,36.04,0.37,97.4054054054054
2014-04-09,37.01,0.37,100.02702702702702
2014-04-10,35.91,0.37,97.05405405405405
2014-04-11,35.22,0.37,95.1891891891892
2014-04-14,35.12,0.37,94.91891891891892
2014-04-15,34.89,0.37,94.2972972972973
2014-04-16,35.49,0.37,95.91891891891892
2014-04-17,35.3,0.37,95.4054054054054
2014-04-21,35.52,0.37,96.00000000000001
2014-04-22,35.71,0.37,96.51351351351352
2014-04-23,35.68,0.37,96.43243243243244
2014-04-24,35.8,0.37,96.75675675675674
2014-04-25,35.41,0.37,95.7027027027027
2014-04-28,35.36,0.37,95.56756756756756
2014-04-29,36.44,0.27,134.96296296296293
2014-04-30,37.59,0.27,139.22222222222223
2014-05-01,36.96,0.27,136.88888888888889
2014-05-02,36.86,0.27,136.5185185185185
2014-05-05,36.77,0.27,136.1851851851852
2014-05-06,36.93,0.27,136.77777777777777
2014-05-07,37.22,0.27,137.85185185185185
2014-05-08,37.3,0.27,138.14814814814812
2014-05-09,37.19,0.27,137.74074074074073
2014-05-12,38.03,0.27,140.85185185185185
2014-05-13,37.96,0.27,140.59259259259258
2014-05-14,37.76,0.27,139.85185185185185
