date,TIF,TIF_EPS,PE Ratio
2005-11-29,42.14,0.28,150.5
2005-11-30,40.7,0.28,145.35714285714286
2005-12-01,40.87,0.28,145.9642857142857
2005-12-02,41.06,0.28,146.64285714285714
2005-12-05,40.97,0.28,146.32142857142856
2005-12-06,41.33,0.28,147.60714285714283
2005-12-07,41.0,0.28,146.42857142857142
2005-12-08,40.59,0.28,144.96428571428572
2005-12-09,40.22,0.28,143.64285714285714
2005-12-12,40.0,0.28,142.85714285714283
2005-12-13,39.26,0.28,140.2142857142857
2005-12-14,40.29,0.28,143.89285714285714
2005-12-15,39.78,0.28,142.07142857142856
2005-12-16,39.17,0.28,139.89285714285714
2005-12-19,38.88,0.28,138.85714285714286
2005-12-20,38.89,0.28,138.89285714285714
2005-12-21,38.69,0.28,138.17857142857142
2005-12-22,39.11,0.28,139.67857142857142
2005-12-23,39.16,0.28,139.85714285714283
2005-12-27,38.3,0.28,136.78571428571425
2005-12-28,38.58,0.28,137.78571428571428
2005-12-29,38.63,0.28,137.96428571428572
2005-12-30,38.29,0.28,136.74999999999997
2006-01-03,38.78,0.28,138.5
2006-01-04,38.21,0.28,136.4642857142857
2006-01-05,38.57,0.28,137.75
2006-01-06,38.95,0.28,139.10714285714286
2006-01-09,39.95,0.28,142.67857142857142
2006-01-10,41.09,0.28,146.75
2006-01-11,40.52,0.28,144.71428571428572
2006-01-12,39.88,0.28,142.42857142857142
2006-01-13,39.89,0.28,142.4642857142857
2006-01-17,39.61,0.28,141.4642857142857
2006-01-18,39.51,0.28,141.10714285714283
2006-01-19,39.77,0.28,142.03571428571428
2006-01-20,39.45,0.28,140.89285714285714
2006-01-23,38.28,0.28,136.7142857142857
2006-01-24,37.92,0.28,135.42857142857142
2006-01-25,38.01,0.28,135.74999999999997
2006-01-26,38.36,0.28,136.99999999999997
2006-01-27,38.32,0.28,136.85714285714283
2006-01-30,38.2,0.28,136.42857142857142
2006-01-31,37.7,0.28,134.64285714285714
2006-02-01,37.32,0.28,133.28571428571428
2006-02-02,37.04,0.28,132.28571428571428
2006-02-03,36.37,0.28,129.8928571428571
2006-02-06,36.21,0.28,129.32142857142856
2006-02-07,36.19,0.28,129.24999999999997
2006-02-08,35.53,0.28,126.89285714285714
2006-02-09,35.83,0.28,127.9642857142857
2006-02-10,36.36,0.28,129.85714285714283
2006-02-13,36.31,0.28,129.67857142857142
2006-02-14,36.78,0.28,131.35714285714286
2006-02-15,37.3,0.28,133.2142857142857
2006-02-16,37.44,0.28,133.7142857142857
2006-02-17,37.2,0.28,132.85714285714286
2006-02-21,36.8,0.28,131.42857142857142
2006-02-22,37.25,0.28,133.03571428571428
2006-02-23,37.42,0.28,133.64285714285714
2006-02-24,37.23,0.28,132.9642857142857
2006-02-27,37.35,0.28,133.39285714285714
2006-02-28,37.13,0.28,132.60714285714286
2006-03-01,37.66,0.28,134.49999999999997
2006-03-02,36.87,0.28,131.67857142857142
2006-03-03,36.79,0.28,131.39285714285714
2006-03-06,36.06,0.28,128.78571428571428
2006-03-07,36.06,0.28,128.78571428571428
2006-03-08,36.46,0.28,130.2142857142857
2006-03-09,36.25,0.28,129.4642857142857
2006-03-10,36.45,0.28,130.17857142857142
2006-03-13,36.71,0.28,131.10714285714286
2006-03-14,37.1,0.28,132.5
2006-03-15,38.75,0.28,138.39285714285714
2006-03-16,39.1,0.28,139.64285714285714
2006-03-17,39.15,0.28,139.82142857142856
2006-03-20,39.09,0.28,139.60714285714286
2006-03-21,38.99,0.28,139.25
2006-03-22,38.93,0.28,139.03571428571428
2006-03-23,39.05,0.28,139.4642857142857
2006-03-24,39.0,0.28,139.28571428571428
2006-03-27,38.51,0.28,137.53571428571428
2006-03-28,38.94,0.28,139.07142857142856
2006-03-29,37.82,0.28,135.07142857142856
2006-03-30,37.52,0.28,134.0
2006-03-31,37.54,0.28,134.07142857142856
2006-04-03,36.67,0.28,130.9642857142857
2006-04-04,36.7,0.28,131.07142857142856
2006-04-05,36.37,0.28,129.8928571428571
2006-04-06,36.45,0.28,130.17857142857142
2006-04-07,36.0,0.28,128.57142857142856
2006-04-10,36.11,0.28,128.9642857142857
2006-04-11,35.95,0.28,128.39285714285714
2006-04-12,36.01,0.28,128.60714285714283
2006-04-13,36.14,0.28,129.07142857142856
2006-04-17,36.0,0.28,128.57142857142856
2006-04-18,36.67,0.28,130.9642857142857
2006-04-19,36.75,0.28,131.25
2006-04-20,36.8,0.28,131.42857142857142
2006-04-21,36.49,0.28,130.32142857142856
2006-04-24,36.14,0.28,129.07142857142856
2006-04-25,35.11,0.28,125.39285714285712
2006-04-26,35.15,0.28,125.53571428571426
2006-04-27,35.09,0.28,125.32142857142857
2006-04-28,34.89,0.28,124.60714285714285
2006-05-01,34.34,0.28,122.64285714285714
2006-05-02,34.06,0.28,121.64285714285714
2006-05-03,34.69,0.28,123.89285714285712
2006-05-04,34.32,0.28,122.57142857142856
2006-05-05,34.06,0.28,121.64285714285714
2006-05-08,34.37,0.28,122.74999999999999
2006-05-09,33.97,0.28,121.32142857142856
2006-05-10,33.9,0.28,121.07142857142856
2006-05-11,33.63,0.28,120.10714285714286
2006-05-12,33.0,0.28,117.85714285714285
2006-05-15,32.66,0.28,116.64285714285712
2006-05-16,32.49,0.28,116.03571428571428
2006-05-17,32.28,0.28,115.28571428571428
2006-05-18,32.38,0.28,115.64285714285714
2006-05-19,32.73,0.28,116.89285714285712
2006-05-22,32.4,0.28,115.7142857142857
2006-05-23,32.51,0.28,116.10714285714283
2006-05-24,32.75,0.28,116.96428571428571
2006-05-25,32.63,0.28,116.53571428571428
2006-05-26,32.92,0.28,117.57142857142857
2006-05-30,32.5,0.28,116.07142857142856
2006-05-31,34.19,0.28,122.10714285714283
2006-06-01,35.08,0.28,125.28571428571426
2006-06-02,34.39,0.28,122.82142857142856
2006-06-05,33.68,0.28,120.28571428571428
2006-06-06,33.73,0.28,120.4642857142857
2006-06-07,33.41,0.28,119.32142857142854
2006-06-08,33.65,0.28,120.17857142857142
2006-06-09,34.33,0.28,122.60714285714283
2006-06-12,32.88,0.28,117.42857142857143
2006-06-13,32.54,0.28,116.2142857142857
2006-06-14,32.78,0.28,117.07142857142857
2006-06-15,33.4,0.28,119.28571428571426
2006-06-16,33.25,0.28,118.74999999999999
2006-06-19,33.05,0.28,118.03571428571426
2006-06-20,32.5,0.28,116.07142857142856
2006-06-21,32.15,0.28,114.82142857142856
2006-06-22,32.7,0.28,116.78571428571429
2006-06-23,32.74,0.28,116.92857142857143
2006-06-26,32.95,0.28,117.67857142857143
2006-06-27,32.47,0.28,115.9642857142857
2006-06-28,32.98,0.28,117.78571428571426
2006-06-29,33.27,0.28,118.82142857142857
2006-06-30,33.02,0.28,117.92857142857143
2006-07-03,33.2,0.28,118.57142857142857
2006-07-05,32.58,0.28,116.35714285714285
2006-07-06,33.0,0.28,117.85714285714285
2006-07-07,32.6,0.28,116.42857142857142
2006-07-10,33.14,0.28,118.35714285714285
2006-07-11,32.56,0.28,116.28571428571428
2006-07-12,31.82,0.28,113.64285714285714
2006-07-13,31.49,0.28,112.4642857142857
2006-07-14,30.73,0.28,109.74999999999999
2006-07-17,31.06,0.28,110.92857142857142
2006-07-18,30.92,0.28,110.42857142857143
2006-07-19,31.72,0.28,113.28571428571428
2006-07-20,30.94,0.28,110.5
2006-07-21,30.47,0.28,108.82142857142856
2006-07-24,32.16,0.28,114.85714285714283
2006-07-25,32.58,0.28,116.35714285714285
2006-07-26,31.7,0.28,113.2142857142857
2006-07-27,31.06,0.28,110.92857142857142
2006-07-28,31.31,0.28,111.82142857142856
2006-07-31,31.59,0.28,112.82142857142856
2006-08-01,30.69,0.28,109.60714285714285
2006-08-02,31.22,0.28,111.49999999999999
2006-08-03,31.4,0.28,112.14285714285712
2006-08-04,31.24,0.28,111.57142857142856
2006-08-07,30.92,0.28,110.42857142857143
2006-08-08,30.54,0.28,109.07142857142856
2006-08-09,29.93,0.28,106.89285714285712
2006-08-10,30.68,0.28,109.57142857142856
2006-08-11,30.45,0.28,108.74999999999999
2006-08-14,30.67,0.28,109.53571428571428
2006-08-15,31.17,0.28,111.32142857142857
2006-08-16,32.0,0.28,114.28571428571428
2006-08-17,32.93,0.28,117.60714285714285
2006-08-18,32.9,0.28,117.49999999999999
2006-08-21,32.27,0.28,115.25
2006-08-22,32.33,0.28,115.4642857142857
2006-08-23,31.84,0.28,113.71428571428571
2006-08-24,30.8,0.28,109.99999999999999
2006-08-25,30.8,0.28,109.99999999999999
2006-08-28,31.89,0.28,113.89285714285714
2006-08-29,33.17,0.28,118.46428571428571
2006-08-30,33.0,0.28,117.85714285714285
2006-08-31,31.6,0.28,112.85714285714285
2006-09-01,31.71,0.28,113.24999999999999
2006-09-05,31.66,0.28,113.07142857142856
2006-09-06,31.27,0.28,111.67857142857142
2006-09-07,31.5,0.28,112.49999999999999
2006-09-08,31.53,0.28,112.60714285714285
2006-09-11,32.55,0.28,116.24999999999999
2006-09-12,33.22,0.28,118.64285714285712
2006-09-13,33.83,0.28,120.82142857142856
2006-09-14,33.5,0.28,119.64285714285712
2006-09-15,34.95,0.28,124.82142857142857
2006-09-18,33.5,0.28,119.64285714285712
2006-09-19,33.29,0.28,118.89285714285712
2006-09-20,33.77,0.28,120.60714285714286
2006-09-21,33.01,0.28,117.89285714285712
2006-09-22,32.85,0.28,117.32142857142857
2006-09-25,33.94,0.28,121.2142857142857
2006-09-26,33.66,0.28,120.2142857142857
2006-09-27,33.36,0.28,119.14285714285712
2006-09-28,33.56,0.28,119.85714285714285
2006-09-29,33.2,0.28,118.57142857142857
2006-10-02,33.31,0.28,118.96428571428571
2006-10-03,34.06,0.28,121.64285714285714
2006-10-04,34.85,0.28,124.46428571428571
2006-10-05,35.12,0.28,125.4285714285714
2006-10-06,34.46,0.28,123.07142857142857
2006-10-09,34.88,0.28,124.57142857142857
2006-10-10,34.99,0.28,124.96428571428571
2006-10-11,34.87,0.28,124.53571428571426
2006-10-12,35.41,0.28,126.4642857142857
2006-10-13,35.57,0.28,127.03571428571428
2006-10-16,35.82,0.28,127.92857142857142
2006-10-17,35.84,0.28,128.0
2006-10-18,35.68,0.28,127.42857142857142
2006-10-19,35.55,0.28,126.9642857142857
2006-10-20,35.47,0.28,126.67857142857142
2006-10-23,36.16,0.28,129.1428571428571
2006-10-24,36.74,0.28,131.21428571428572
2006-10-25,36.28,0.28,129.57142857142856
2006-10-26,36.75,0.28,131.25
2006-10-27,35.88,0.28,128.14285714285714
2006-10-30,36.26,0.28,129.49999999999997
2006-10-31,35.72,0.28,127.57142857142856
2006-11-01,35.4,0.28,126.42857142857142
2006-11-02,35.45,0.28,126.60714285714286
2006-11-03,35.13,0.28,125.46428571428571
2006-11-06,35.65,0.28,127.32142857142856
2006-11-07,35.46,0.28,126.64285714285714
2006-11-08,36.25,0.28,129.4642857142857
2006-11-09,35.49,0.28,126.75
2006-11-10,35.99,0.28,128.53571428571428
2006-11-13,35.72,0.28,127.57142857142856
2006-11-14,36.19,0.28,129.24999999999997
2006-11-15,36.17,0.28,129.17857142857142
2006-11-16,37.04,0.28,132.28571428571428
2006-11-17,36.54,0.28,130.49999999999997
2006-11-20,36.46,0.28,130.2142857142857
2006-11-21,37.05,0.28,132.32142857142856
2006-11-22,37.34,0.28,133.35714285714286
2006-11-24,37.32,0.28,133.28571428571428
2006-11-27,36.31,0.28,129.67857142857142
2006-11-28,35.93,0.28,128.32142857142856
2006-11-29,38.22,0.28,136.49999999999997
2006-11-30,38.43,0.28,137.25
2006-12-01,38.43,0.28,137.25
2006-12-04,39.25,0.28,140.17857142857142
2006-12-05,39.23,0.28,140.10714285714283
2006-12-06,39.2,0.28,140.0
2006-12-07,39.16,0.28,139.85714285714283
2006-12-08,39.44,0.28,140.85714285714283
2006-12-11,39.15,0.28,139.82142857142856
2006-12-12,39.04,0.28,139.42857142857142
2006-12-13,38.95,0.28,139.10714285714286
2006-12-14,39.28,0.28,140.28571428571428
2006-12-15,38.64,0.28,138.0
2006-12-18,37.89,0.28,135.32142857142856
2006-12-19,38.92,0.28,139.0
2006-12-20,39.52,0.28,141.14285714285714
2006-12-21,39.58,0.28,141.35714285714283
2006-12-22,40.28,0.28,143.85714285714286
2006-12-26,40.02,0.28,142.92857142857142
2006-12-27,39.88,0.28,142.42857142857142
2006-12-28,39.51,0.28,141.10714285714283
2006-12-29,39.24,0.28,140.14285714285714
2007-01-03,39.4,0.28,140.7142857142857
2007-01-04,39.07,0.28,139.53571428571428
2007-01-05,38.51,0.28,137.53571428571428
2007-01-08,38.7,0.28,138.21428571428572
2007-01-09,39.62,0.28,141.49999999999997
2007-01-10,38.8,0.28,138.57142857142856
2007-01-11,40.14,0.28,143.35714285714283
2007-01-12,39.7,0.28,141.78571428571428
2007-01-16,39.76,0.28,141.99999999999997
2007-01-17,39.97,0.28,142.74999999999997
2007-01-18,40.15,0.28,143.3928571428571
2007-01-19,40.04,0.28,142.99999999999997
2007-01-22,39.89,0.28,142.4642857142857
2007-01-23,39.5,0.28,141.07142857142856
2007-01-24,39.8,0.28,142.1428571428571
2007-01-25,38.76,0.28,138.42857142857142
2007-01-26,38.55,0.28,137.67857142857142
2007-01-29,38.76,0.28,138.42857142857142
2007-01-30,38.84,0.28,138.71428571428572
2007-01-31,39.26,0.28,140.2142857142857
2007-02-01,39.52,0.28,141.14285714285714
2007-02-02,39.75,0.28,141.9642857142857
2007-02-05,39.57,0.28,141.32142857142856
2007-02-06,40.1,0.28,143.2142857142857
2007-02-07,40.38,0.28,144.21428571428572
2007-02-08,41.59,0.28,148.53571428571428
2007-02-09,41.42,0.28,147.92857142857142
2007-02-12,41.37,0.28,147.74999999999997
2007-02-13,41.75,0.28,149.10714285714283
2007-02-14,42.07,0.28,150.25
2007-02-15,42.43,0.28,151.53571428571428
2007-02-16,42.61,0.28,152.17857142857142
2007-02-20,42.94,0.28,153.35714285714283
2007-02-21,42.68,0.28,152.42857142857142
2007-02-22,42.81,0.28,152.89285714285714
2007-02-23,42.86,0.28,153.07142857142856
2007-02-26,45.06,0.28,160.92857142857142
2007-02-27,42.52,0.28,151.85714285714286
2007-02-28,43.53,0.28,155.4642857142857
2007-03-01,43.45,0.28,155.17857142857142
2007-03-02,42.92,0.28,153.28571428571428
2007-03-05,41.71,0.28,148.9642857142857
2007-03-06,42.44,0.28,151.57142857142856
2007-03-07,43.45,0.28,155.17857142857142
2007-03-08,43.1,0.28,153.92857142857142
2007-03-09,43.7,0.28,156.07142857142856
2007-03-12,43.88,0.28,156.71428571428572
2007-03-13,42.4,0.28,151.42857142857142
2007-03-14,42.37,0.28,151.32142857142856
2007-03-15,42.95,0.28,153.39285714285714
2007-03-16,42.71,0.28,152.53571428571428
2007-03-19,42.94,0.28,153.35714285714283
2007-03-20,43.6,0.28,155.7142857142857
2007-03-21,45.5,0.28,162.49999999999997
2007-03-22,45.48,0.28,162.4285714285714
2007-03-23,45.5,0.28,162.49999999999997
2007-03-26,45.63,0.28,162.9642857142857
2007-03-27,45.58,0.28,162.78571428571428
2007-03-28,45.92,0.28,164.0
2007-03-29,45.57,0.28,162.74999999999997
2007-03-30,45.48,1.07,42.50467289719626
2007-04-02,46.08,1.07,43.06542056074766
2007-04-03,47.49,1.07,44.38317757009346
2007-04-04,47.31,1.07,44.21495327102804
2007-04-05,47.19,1.07,44.10280373831775
2007-04-09,48.77,1.07,45.57943925233645
2007-04-10,48.73,1.07,45.54205607476635
2007-04-11,48.39,1.07,45.22429906542056
2007-04-12,49.41,1.07,46.17757009345794
2007-04-13,48.75,1.07,45.560747663551396
2007-04-16,48.63,1.07,45.44859813084112
2007-04-17,48.05,1.07,44.90654205607476
2007-04-18,48.63,1.07,45.44859813084112
2007-04-19,48.63,1.07,45.44859813084112
2007-04-20,48.6,1.07,45.42056074766355
2007-04-23,48.39,1.07,45.22429906542056
2007-04-24,48.1,1.07,44.953271028037385
2007-04-25,48.57,1.07,45.39252336448598
2007-04-26,48.98,1.07,45.77570093457943
2007-04-27,48.45,1.07,45.2803738317757
2007-04-30,47.69,1.07,44.57009345794392
2007-05-01,47.59,1.07,44.47663551401869
2007-05-02,47.82,1.07,44.691588785046726
2007-05-03,48.5,1.07,45.32710280373831
2007-05-04,49.28,1.07,46.05607476635514
2007-05-07,49.39,1.07,46.15887850467289
2007-05-08,49.91,1.07,46.6448598130841
2007-05-09,50.32,1.07,47.02803738317757
2007-05-10,49.99,1.07,46.719626168224295
2007-05-11,50.04,1.07,46.76635514018691
2007-05-14,49.85,1.07,46.58878504672897
2007-05-15,49.78,1.07,46.523364485981304
2007-05-16,49.74,1.07,46.48598130841121
2007-05-17,49.81,1.07,46.55140186915888
2007-05-18,51.27,1.07,47.91588785046729
2007-05-21,52.03,1.07,48.626168224299064
2007-05-22,52.45,1.07,49.018691588785046
2007-05-23,52.42,1.07,48.99065420560748
2007-05-24,52.61,1.07,49.168224299065415
2007-05-25,52.08,1.07,48.67289719626168
2007-05-29,51.69,1.07,48.30841121495327
2007-05-30,52.46,1.07,49.02803738317757
2007-05-31,52.57,1.07,49.13084112149532
2007-06-01,51.93,1.07,48.53271028037383
2007-06-04,52.19,0.39,133.82051282051282
2007-06-05,51.77,0.39,132.74358974358975
2007-06-06,50.89,0.39,130.48717948717947
2007-06-07,49.26,0.39,126.30769230769229
2007-06-08,49.75,0.39,127.56410256410255
2007-06-11,49.91,0.39,127.97435897435896
2007-06-12,48.61,0.39,124.64102564102564
2007-06-13,49.43,0.39,126.74358974358974
2007-06-14,49.27,0.39,126.33333333333334
2007-06-15,49.3,0.39,126.4102564102564
2007-06-18,48.9,0.39,125.38461538461537
2007-06-19,49.82,0.39,127.74358974358974
2007-06-20,50.04,0.39,128.3076923076923
2007-06-21,50.45,0.39,129.35897435897436
2007-06-22,49.98,0.39,128.15384615384613
2007-06-25,51.91,0.39,133.1025641025641
2007-06-26,52.08,0.39,133.53846153846152
2007-06-27,53.08,0.39,136.1025641025641
2007-06-28,52.55,0.39,134.74358974358972
2007-06-29,53.06,0.39,136.05128205128204
2007-07-02,54.13,0.39,138.7948717948718
2007-07-03,53.6,0.39,137.43589743589743
2007-07-05,55.15,0.39,141.4102564102564
2007-07-06,55.76,0.39,142.97435897435898
2007-07-09,54.89,0.39,140.74358974358975
2007-07-10,53.32,0.39,136.7179487179487
2007-07-11,53.38,0.39,136.87179487179486
2007-07-12,56.21,0.39,144.12820512820514
2007-07-13,56.06,0.39,143.74358974358975
2007-07-16,56.22,0.39,144.15384615384613
2007-07-17,55.76,0.39,142.97435897435898
2007-07-18,55.07,0.39,141.2051282051282
2007-07-19,55.83,0.39,143.15384615384613
2007-07-20,54.16,0.39,138.87179487179486
2007-07-23,53.88,0.39,138.15384615384616
2007-07-24,52.17,0.39,133.76923076923077
2007-07-25,51.16,0.39,131.17948717948715
2007-07-26,49.21,0.39,126.17948717948718
2007-07-27,47.96,0.39,122.97435897435898
2007-07-30,48.83,0.39,125.20512820512819
2007-07-31,48.25,0.39,123.71794871794872
2007-08-01,48.69,0.39,124.84615384615384
2007-08-02,49.89,0.39,127.92307692307692
2007-08-03,48.52,0.39,124.41025641025641
2007-08-06,45.82,0.39,117.48717948717949
2007-08-07,44.48,0.39,114.05128205128204
2007-08-08,45.76,0.39,117.33333333333333
2007-08-09,43.73,0.39,112.12820512820511
2007-08-10,44.68,0.39,114.56410256410255
2007-08-13,44.57,0.39,114.28205128205128
2007-08-14,43.23,0.39,110.84615384615384
2007-08-15,42.52,0.39,109.02564102564104
2007-08-16,41.59,0.39,106.64102564102565
2007-08-17,42.4,0.39,108.71794871794872
2007-08-20,43.35,0.39,111.15384615384616
2007-08-21,43.99,0.39,112.7948717948718
2007-08-22,45.53,0.39,116.74358974358974
2007-08-23,45.61,0.39,116.94871794871794
2007-08-24,45.22,0.39,115.94871794871794
2007-08-27,47.42,0.39,121.58974358974359
2007-08-28,46.08,0.39,118.15384615384615
2007-08-29,48.12,0.39,123.38461538461537
2007-08-30,49.4,0.48,102.91666666666667
2007-08-31,51.33,0.48,106.9375
2007-09-04,51.79,0.48,107.89583333333333
2007-09-05,50.47,0.48,105.14583333333333
2007-09-06,50.59,0.48,105.39583333333334
2007-09-07,49.29,0.48,102.6875
2007-09-10,49.13,0.48,102.35416666666667
2007-09-11,49.75,0.48,103.64583333333334
2007-09-12,49.94,0.48,104.04166666666667
2007-09-13,51.07,0.48,106.39583333333334
2007-09-14,52.17,0.48,108.68750000000001
2007-09-17,52.01,0.48,108.35416666666667
2007-09-18,53.95,0.48,112.39583333333334
2007-09-19,52.89,0.48,110.1875
2007-09-20,51.44,0.48,107.16666666666667
2007-09-21,51.9,0.48,108.125
2007-09-24,52.44,0.48,109.25
2007-09-25,52.56,0.48,109.50000000000001
2007-09-26,52.31,0.48,108.97916666666667
2007-09-27,52.8,0.48,110.0
2007-09-28,52.35,0.48,109.0625
2007-10-01,54.4,0.48,113.33333333333333
2007-10-02,54.52,0.48,113.58333333333334
2007-10-03,55.1,0.48,114.79166666666667
2007-10-04,54.77,0.48,114.10416666666667
2007-10-05,56.1,0.48,116.87500000000001
2007-10-08,56.48,0.48,117.66666666666667
2007-10-09,56.0,0.48,116.66666666666667
2007-10-10,56.24,0.48,117.16666666666667
2007-10-11,55.16,0.48,114.91666666666666
2007-10-12,54.24,0.48,113.00000000000001
2007-10-15,54.94,0.48,114.45833333333333
2007-10-16,54.35,0.48,113.22916666666667
2007-10-17,54.81,0.48,114.18750000000001
2007-10-18,56.83,0.48,118.39583333333333
2007-10-19,55.35,0.48,115.31250000000001
2007-10-22,55.79,0.48,116.22916666666667
2007-10-23,53.6,0.48,111.66666666666667
2007-10-24,52.77,0.48,109.93750000000001
2007-10-25,53.38,0.48,111.20833333333334
2007-10-26,54.35,0.48,113.22916666666667
2007-10-29,53.65,0.48,111.77083333333333
2007-10-30,52.63,0.48,109.64583333333334
2007-10-31,54.18,0.48,112.875
2007-11-01,51.33,0.48,106.9375
2007-11-02,49.7,0.48,103.54166666666667
2007-11-05,49.43,0.48,102.97916666666667
2007-11-06,49.62,0.48,103.375
2007-11-07,47.72,0.48,99.41666666666667
2007-11-08,46.73,0.48,97.35416666666666
2007-11-09,43.92,0.48,91.5
2007-11-12,45.36,0.48,94.5
2007-11-13,48.78,0.48,101.625
2007-11-14,47.47,0.48,98.89583333333333
2007-11-15,47.34,0.48,98.62500000000001
2007-11-16,47.12,0.48,98.16666666666667
2007-11-19,44.64,0.48,93.0
2007-11-20,46.24,0.48,96.33333333333334
2007-11-21,46.35,0.48,96.5625
2007-11-23,47.99,0.48,99.97916666666667
2007-11-26,46.23,0.48,96.3125
2007-11-27,47.91,0.48,99.8125
2007-11-28,50.23,0.48,104.64583333333333
2007-11-29,48.75,0.48,101.5625
2007-11-30,46.43,0.74,62.74324324324324
2007-12-03,47.61,0.74,64.33783783783784
2007-12-04,47.65,0.74,64.39189189189189
2007-12-05,47.69,0.74,64.44594594594594
2007-12-06,47.66,0.74,64.4054054054054
2007-12-07,47.3,0.74,63.91891891891892
2007-12-10,46.29,0.74,62.554054054054056
2007-12-11,45.77,0.74,61.851351351351354
2007-12-12,45.93,0.74,62.067567567567565
2007-12-13,45.82,0.74,61.91891891891892
2007-12-14,44.93,0.74,60.71621621621622
2007-12-17,45.35,0.74,61.28378378378379
2007-12-18,46.87,0.74,63.33783783783784
2007-12-19,45.94,0.74,62.08108108108108
2007-12-20,45.14,0.74,61.0
2007-12-21,46.31,0.74,62.58108108108109
2007-12-24,46.48,0.74,62.81081081081081
2007-12-26,46.29,0.74,62.554054054054056
2007-12-27,46.17,0.74,62.391891891891895
2007-12-28,46.12,0.74,62.32432432432432
2007-12-31,46.03,0.74,62.2027027027027
2008-01-02,43.95,0.74,59.391891891891895
2008-01-03,42.24,0.74,57.08108108108109
2008-01-04,41.38,0.74,55.918918918918926
2008-01-07,41.85,0.74,56.554054054054056
2008-01-08,40.83,0.74,55.17567567567568
2008-01-09,40.62,0.74,54.89189189189189
2008-01-10,40.32,0.74,54.486486486486484
2008-01-11,35.8,0.74,48.37837837837837
2008-01-14,34.04,0.74,46.0
2008-01-15,35.66,0.74,48.189189189189186
2008-01-16,36.99,0.74,49.98648648648649
2008-01-17,37.18,0.74,50.24324324324324
2008-01-18,37.49,0.74,50.66216216216217
2008-01-22,37.94,0.74,51.27027027027027
2008-01-23,39.13,0.74,52.87837837837838
2008-01-24,38.67,0.74,52.25675675675676
2008-01-25,37.26,0.74,50.35135135135135
2008-01-28,38.7,0.74,52.2972972972973
2008-01-29,39.2,0.74,52.972972972972975
2008-01-30,37.35,0.74,50.472972972972975
2008-01-31,39.79,0.74,53.77027027027027
2008-02-01,40.86,0.74,55.21621621621622
2008-02-04,38.79,0.74,52.41891891891892
2008-02-05,37.63,0.74,50.851351351351354
2008-02-06,36.73,0.74,49.63513513513513
2008-02-07,38.18,0.74,51.5945945945946
2008-02-08,39.86,0.74,53.86486486486486
2008-02-11,39.7,0.74,53.64864864864865
2008-02-12,40.26,0.74,54.4054054054054
2008-02-13,39.89,0.74,53.9054054054054
2008-02-14,39.15,0.74,52.9054054054054
2008-02-15,38.52,0.74,52.054054054054056
2008-02-19,37.5,0.74,50.67567567567568
2008-02-20,37.86,0.74,51.16216216216216
2008-02-21,36.91,0.74,49.87837837837837
2008-02-22,37.32,0.74,50.432432432432435
2008-02-25,40.46,0.74,54.67567567567568
2008-02-26,40.75,0.74,55.067567567567565
2008-02-27,40.25,0.74,54.391891891891895
2008-02-28,39.12,0.74,52.86486486486486
2008-02-29,37.64,0.74,50.86486486486486
2008-03-03,38.69,0.74,52.28378378378378
2008-03-04,39.08,0.74,52.81081081081081
2008-03-05,38.93,0.74,52.608108108108105
2008-03-06,37.21,0.74,50.28378378378378
2008-03-07,37.48,0.74,50.648648648648646
2008-03-10,35.87,0.74,48.47297297297297
2008-03-11,38.04,0.74,51.4054054054054
2008-03-12,37.25,0.74,50.33783783783784
2008-03-13,38.77,0.74,52.391891891891895
2008-03-14,37.75,0.74,51.013513513513516
2008-03-17,36.4,0.74,49.189189189189186
2008-03-18,36.44,0.74,49.24324324324324
2008-03-19,36.6,0.74,49.45945945945946
2008-03-20,38.6,0.74,52.16216216216216
2008-03-24,42.65,0.74,57.63513513513514
2008-03-25,43.56,0.74,58.86486486486487
2008-03-26,44.39,0.74,59.98648648648649
2008-03-27,43.15,0.74,58.31081081081081
2008-03-28,41.15,0.96,42.864583333333336
2008-03-31,41.84,0.96,43.583333333333336
2008-04-01,43.66,0.96,45.479166666666664
2008-04-02,43.51,0.96,45.322916666666664
2008-04-03,43.62,0.96,45.4375
2008-04-04,43.06,0.96,44.85416666666667
2008-04-07,42.87,0.96,44.65625
2008-04-08,42.11,0.96,43.864583333333336
2008-04-09,41.21,0.96,42.927083333333336
2008-04-10,41.5,0.96,43.22916666666667
2008-04-11,40.86,0.96,42.5625
2008-04-14,40.9,0.96,42.604166666666664
2008-04-15,41.26,0.96,42.979166666666664
2008-04-16,41.64,0.96,43.375
2008-04-17,41.53,0.96,43.26041666666667
2008-04-18,42.01,0.96,43.760416666666664
2008-04-21,42.34,0.96,44.10416666666667
2008-04-22,41.11,0.96,42.822916666666664
2008-04-23,41.92,0.96,43.66666666666667
2008-04-24,43.13,0.96,44.927083333333336
2008-04-25,44.47,0.96,46.322916666666664
2008-04-28,44.89,0.96,46.76041666666667
2008-04-29,44.96,0.96,46.833333333333336
2008-04-30,43.54,0.96,45.354166666666664
2008-05-01,44.27,0.96,46.114583333333336
2008-05-02,44.27,0.96,46.114583333333336
2008-05-05,42.73,0.96,44.510416666666664
2008-05-06,42.73,0.96,44.510416666666664
2008-05-07,42.51,0.96,44.28125
2008-05-08,42.29,0.96,44.052083333333336
2008-05-09,42.43,0.96,44.19791666666667
