date,LH,LH_EPS,PE Ratio
1991-01-10,24.06,0.5,48.12
1991-01-11,25.0,0.5,50.0
1991-01-14,24.38,0.5,48.76
1991-01-15,25.31,0.5,50.62
1991-01-16,28.44,0.5,56.88
1991-01-17,28.44,0.5,56.88
1991-01-18,28.44,0.5,56.88
1991-01-21,27.5,0.5,55.0
1991-01-22,25.31,0.5,50.62
1991-01-23,28.44,0.5,56.88
1991-01-24,32.19,0.5,64.38
1991-01-25,31.88,0.5,63.76
1991-01-28,29.06,0.5,58.12
1991-01-29,28.75,0.5,57.5
1991-01-30,29.69,0.5,59.38
1991-01-31,30.0,0.5,60.0
1991-02-01,30.94,0.5,61.88
1991-02-04,33.75,0.5,67.5
1991-02-05,34.38,0.5,68.76
1991-02-06,35.0,0.5,70.0
1991-02-07,35.94,0.5,71.88
1991-02-08,37.5,0.5,75.0
1991-02-11,40.0,0.5,80.0
1991-02-12,40.0,0.5,80.0
1991-02-13,39.38,0.5,78.76
1991-02-14,38.75,0.5,77.5
1991-02-15,38.13,0.5,76.26
1991-02-19,37.19,0.5,74.38
1991-02-20,35.0,0.5,70.0
1991-02-21,34.38,0.5,68.76
1991-02-22,37.19,0.5,74.38
1991-02-25,37.5,0.5,75.0
1991-02-26,36.56,0.5,73.12
1991-02-27,35.63,0.5,71.26
1991-02-28,38.44,0.5,76.88
1991-03-01,37.81,0.5,75.62
1991-03-04,36.88,0.5,73.76
1991-03-05,37.5,0.5,75.0
1991-03-06,37.81,0.5,75.62
1991-03-07,37.5,0.5,75.0
1991-03-08,35.0,0.5,70.0
1991-03-11,34.06,0.5,68.12
1991-03-12,31.56,0.5,63.12
1991-03-13,34.38,0.5,68.76
1991-03-14,34.38,0.5,68.76
1991-03-15,34.69,0.5,69.38
1991-03-18,36.25,0.5,72.5
1991-03-19,36.25,0.5,72.5
1991-03-20,38.13,0.5,76.26
1991-03-21,39.69,0.5,79.38
1991-03-22,40.63,0.5,81.26
1991-03-25,42.19,0.5,84.38
1991-03-26,43.75,0.5,87.5
1991-03-27,45.0,0.5,90.0
1991-03-28,44.69,0.5,89.38
1991-04-01,44.38,0.5,88.76
1991-04-02,50.31,0.5,100.62
1991-04-03,48.44,0.5,96.88
1991-04-04,47.81,0.5,95.62
1991-04-05,48.13,0.5,96.26
1991-04-08,45.94,0.5,91.88
1991-04-09,45.94,0.5,91.88
1991-04-10,41.56,0.5,83.12
1991-04-11,40.94,0.5,81.88
1991-04-12,43.75,0.5,87.5
1991-04-15,47.5,0.5,95.0
1991-04-16,49.69,0.5,99.38
1991-04-17,49.06,0.5,98.12
1991-04-18,49.69,0.5,99.38
1991-04-19,49.06,0.5,98.12
1991-04-22,47.81,0.5,95.62
1991-04-23,47.81,0.5,95.62
1991-04-24,47.81,0.5,95.62
1991-04-25,45.0,0.5,90.0
1991-04-26,45.0,0.5,90.0
1991-04-29,45.0,0.5,90.0
1991-04-30,44.69,0.5,89.38
1991-05-01,45.0,0.5,90.0
1991-05-02,45.0,0.5,90.0
1991-05-03,45.0,0.5,90.0
1991-05-06,49.69,0.5,99.38
1991-05-07,48.75,0.5,97.5
1991-05-08,49.38,0.5,98.76
1991-05-09,48.75,0.5,97.5
1991-05-10,47.81,0.5,95.62
1991-05-13,46.88,0.5,93.76
1991-05-14,48.13,0.5,96.26
1991-05-15,47.5,0.5,95.0
1991-05-16,47.5,0.5,95.0
1991-05-17,47.19,0.5,94.38
1991-05-20,47.5,0.5,95.0
1991-05-21,48.44,0.5,96.88
1991-05-22,50.0,0.5,100.0
1991-05-23,50.0,0.5,100.0
1991-05-24,50.0,0.5,100.0
1991-05-28,50.94,0.5,101.88
1991-05-29,50.63,0.5,101.26
1991-05-30,54.06,0.5,108.12
1991-05-31,53.13,0.5,106.26
1991-06-03,52.19,0.5,104.38
1991-06-04,51.25,0.5,102.5
1991-06-05,51.25,0.5,102.5
1991-06-06,51.88,0.5,103.76
1991-06-07,49.69,0.5,99.38
1991-06-10,48.13,0.5,96.26
1991-06-11,48.75,0.5,97.5
1991-06-12,48.75,0.5,97.5
1991-06-13,49.69,0.5,99.38
1991-06-14,51.56,0.5,103.12
1991-06-17,50.63,0.5,101.26
1991-06-18,50.63,0.5,101.26
1991-06-19,50.0,0.5,100.0
1991-06-20,50.94,0.5,101.88
1991-06-21,51.25,0.5,102.5
1991-06-24,50.63,0.5,101.26
1991-06-25,50.0,0.5,100.0
1991-06-26,47.5,0.5,95.0
1991-06-27,48.13,0.5,96.26
1991-06-28,47.5,0.5,95.0
1991-07-01,50.63,0.5,101.26
1991-07-02,50.0,0.5,100.0
1991-07-03,50.31,0.5,100.62
1991-07-05,50.31,0.5,100.62
1991-07-08,50.0,0.5,100.0
1991-07-09,50.31,0.5,100.62
1991-07-10,52.19,0.5,104.38
1991-07-11,52.5,0.5,105.0
1991-07-12,53.44,0.5,106.88
1991-07-15,53.13,0.5,106.26
1991-07-16,52.81,0.5,105.62
1991-07-17,52.81,0.5,105.62
1991-07-18,53.44,0.5,106.88
1991-07-19,52.81,0.5,105.62
1991-07-22,52.81,0.5,105.62
1991-07-23,50.63,0.5,101.26
1991-07-24,50.94,0.5,101.88
1991-07-25,50.63,0.5,101.26
1991-07-26,51.25,0.5,102.5
1991-07-29,50.94,0.5,101.88
1991-07-30,51.88,0.5,103.76
1991-07-31,51.56,0.5,103.12
1991-08-01,52.81,0.5,105.62
1991-08-02,54.38,0.5,108.76
1991-08-05,55.0,0.5,110.0
1991-08-06,55.0,0.5,110.0
1991-08-07,54.69,0.5,109.38
1991-08-08,54.69,0.5,109.38
1991-08-09,53.13,0.5,106.26
1991-08-12,53.44,0.5,106.88
1991-08-13,53.13,0.5,106.26
1991-08-14,53.13,0.5,106.26
1991-08-15,52.5,0.5,105.0
1991-08-16,51.88,0.5,103.76
1991-08-19,50.0,0.5,100.0
1991-08-20,50.63,0.5,101.26
1991-08-21,53.13,0.5,106.26
1991-08-22,53.44,0.5,106.88
1991-08-23,53.44,0.5,106.88
1991-08-26,53.44,0.5,106.88
1991-08-27,55.0,0.5,110.0
1991-08-28,55.63,0.5,111.26
1991-08-29,55.94,0.5,111.88
1991-08-30,55.31,0.5,110.62
1991-09-03,54.69,0.5,109.38
1991-09-04,55.0,0.5,110.0
1991-09-05,52.19,0.5,104.38
1991-09-06,52.19,0.5,104.38
1991-09-09,52.81,0.5,105.62
1991-09-10,51.56,0.5,103.12
1991-09-11,51.88,0.5,103.76
1991-09-12,51.88,0.5,103.76
1991-09-13,50.63,0.5,101.26
1991-09-16,49.06,0.5,98.12
1991-09-17,50.0,0.5,100.0
1991-09-18,51.56,0.5,103.12
1991-09-19,51.88,0.5,103.76
1991-09-20,51.88,0.5,103.76
1991-09-23,50.94,0.5,101.88
1991-09-24,53.13,0.5,106.26
1991-09-25,53.44,0.5,106.88
1991-09-26,52.19,0.5,104.38
1991-09-27,52.5,0.5,105.0
1991-09-30,53.44,0.5,106.88
1991-10-01,53.13,0.5,106.26
1991-10-02,52.19,0.5,104.38
1991-10-03,51.25,0.5,102.5
1991-10-04,52.19,0.5,104.38
1991-10-07,50.31,0.5,100.62
1991-10-08,50.63,0.5,101.26
1991-10-09,50.0,0.5,100.0
1991-10-10,51.56,0.5,103.12
1991-10-11,51.56,0.5,103.12
1991-10-14,51.56,0.5,103.12
1991-10-15,55.31,0.5,110.62
1991-10-16,54.06,0.5,108.12
1991-10-17,53.75,0.5,107.5
1991-10-18,53.75,0.5,107.5
1991-10-21,53.44,0.5,106.88
1991-10-22,53.75,0.5,107.5
1991-10-23,55.0,0.5,110.0
1991-10-24,56.25,0.5,112.5
1991-10-25,55.0,0.5,110.0
1991-10-28,56.25,0.5,112.5
1991-10-29,55.94,0.5,111.88
1991-10-30,57.81,0.5,115.62
1991-10-31,60.94,0.5,121.88
1991-11-01,60.0,0.5,120.0
1991-11-04,60.0,0.5,120.0
1991-11-05,60.0,0.5,120.0
1991-11-06,61.25,0.5,122.5
1991-11-07,61.56,0.5,123.12
1991-11-08,62.19,0.5,124.38
1991-11-11,62.19,0.5,124.38
1991-11-12,62.5,0.5,125.0
1991-11-13,62.19,0.5,124.38
1991-11-14,62.19,0.5,124.38
1991-11-15,60.31,0.5,120.62
1991-11-18,59.69,0.5,119.38
1991-11-19,59.06,0.5,118.12
1991-11-20,58.44,0.5,116.88
1991-11-21,59.06,0.5,118.12
1991-11-22,59.06,0.5,118.12
1991-11-25,58.13,0.5,116.26
1991-11-26,58.44,0.5,116.88
1991-11-27,60.0,0.5,120.0
1991-11-29,60.31,0.5,120.62
1991-12-02,60.63,0.5,121.26
1991-12-03,62.19,0.5,124.38
1991-12-04,61.88,0.5,123.76
1991-12-05,61.88,0.5,123.76
1991-12-06,62.19,0.5,124.38
1991-12-09,61.88,0.5,123.76
1991-12-10,62.19,0.5,124.38
1991-12-11,62.19,0.5,124.38
1991-12-12,63.75,0.5,127.5
1991-12-13,64.06,0.5,128.12
1991-12-16,64.38,0.5,128.76
1991-12-17,64.38,0.5,128.76
1991-12-18,64.06,0.5,128.12
1991-12-19,64.38,0.5,128.76
1991-12-20,63.44,0.5,126.88
1991-12-23,67.5,0.5,135.0
1991-12-24,70.63,0.5,141.26
1991-12-26,70.63,0.5,141.26
1991-12-27,70.63,0.5,141.26
1991-12-30,74.38,0.5,148.76
1991-12-31,73.13,0.5,146.26
1992-01-02,69.69,0.5,139.38
1992-01-03,66.25,0.5,132.5
1992-01-06,68.13,0.5,136.26
1992-01-07,68.75,0.5,137.5
1992-01-08,69.69,0.5,139.38
1992-01-09,71.25,0.5,142.5
1992-01-10,71.88,0.5,143.76
1992-01-13,71.25,0.5,142.5
1992-01-14,71.25,0.5,142.5
1992-01-15,71.88,0.5,143.76
1992-01-16,70.63,0.5,141.26
1992-01-17,70.0,0.5,140.0
1992-01-20,67.81,0.5,135.62
1992-01-21,66.56,0.5,133.12
1992-01-22,65.94,0.5,131.88
1992-01-23,65.31,0.5,130.62
1992-01-24,68.44,0.5,136.88
1992-01-27,68.13,0.5,136.26
1992-01-28,70.31,0.5,140.62
1992-01-29,69.69,0.5,139.38
1992-01-30,68.75,0.5,137.5
1992-01-31,66.25,0.5,132.5
1992-02-03,63.75,0.5,127.5
1992-02-04,66.25,0.5,132.5
1992-02-05,67.19,0.5,134.38
1992-02-06,63.75,0.5,127.5
1992-02-07,65.0,0.5,130.0
1992-02-10,65.31,0.5,130.62
1992-02-11,65.0,0.5,130.0
1992-02-12,66.25,0.5,132.5
1992-02-13,65.94,0.5,131.88
1992-02-14,65.63,0.5,131.26
1992-02-18,65.0,0.5,130.0
1992-02-19,65.31,0.5,130.62
1992-02-20,65.63,0.5,131.26
1992-02-21,64.38,0.5,128.76
1992-02-24,63.13,0.5,126.26
1992-02-25,61.88,0.5,123.76
1992-02-26,64.69,0.5,129.38
1992-02-27,65.94,0.5,131.88
1992-02-28,65.0,0.5,130.0
1992-03-02,64.38,0.5,128.76
1992-03-03,63.44,0.5,126.88
1992-03-04,62.5,0.5,125.0
1992-03-05,61.88,0.5,123.76
1992-03-06,62.5,0.5,125.0
1992-03-09,61.56,0.5,123.12
1992-03-10,62.19,0.5,124.38
1992-03-11,62.19,0.5,124.38
1992-03-12,62.5,0.5,125.0
1992-03-13,62.5,0.5,125.0
1992-03-16,62.81,0.5,125.62
1992-03-17,63.13,0.5,126.26
1992-03-18,63.13,0.5,126.26
1992-03-19,62.5,0.5,125.0
1992-03-20,62.19,0.5,124.38
1992-03-23,61.56,0.5,123.12
1992-03-24,62.19,0.5,124.38
1992-03-25,62.19,0.5,124.38
1992-03-26,62.5,0.5,125.0
1992-03-27,61.88,0.5,123.76
1992-03-30,61.25,0.5,122.5
1992-03-31,61.88,0.5,123.76
1992-04-01,63.44,0.5,126.88
1992-04-02,62.81,0.5,125.62
1992-04-03,62.5,0.5,125.0
1992-04-06,62.81,0.5,125.62
1992-04-07,61.88,0.5,123.76
1992-04-08,60.0,0.5,120.0
1992-04-09,60.0,0.5,120.0
1992-04-10,60.94,0.5,121.88
1992-04-13,60.0,0.5,120.0
1992-04-14,60.31,0.5,120.62
1992-04-15,61.25,0.5,122.5
1992-04-16,61.25,0.5,122.5
1992-04-20,59.06,0.5,118.12
1992-04-21,57.5,0.5,115.0
1992-04-22,56.25,0.5,112.5
1992-04-23,53.44,0.5,106.88
1992-04-24,55.0,0.5,110.0
1992-04-27,56.88,0.5,113.76
1992-04-28,56.25,0.5,112.5
1992-04-29,55.94,0.5,111.88
1992-04-30,55.31,0.5,110.62
1992-05-01,55.0,0.5,110.0
1992-05-04,56.88,0.5,113.76
1992-05-05,56.25,0.5,112.5
1992-05-06,58.75,0.5,117.5
1992-05-07,59.69,0.5,119.38
1992-05-08,61.25,0.5,122.5
1992-05-11,61.56,0.5,123.12
1992-05-12,60.31,0.5,120.62
1992-05-13,59.38,0.5,118.76
1992-05-14,59.38,0.5,118.76
1992-05-15,59.38,0.5,118.76
1992-05-18,59.38,0.5,118.76
1992-05-19,58.13,0.5,116.26
1992-05-20,58.13,0.5,116.26
1992-05-21,57.19,0.5,114.38
1992-05-22,57.81,0.5,115.62
1992-05-26,57.19,0.5,114.38
1992-05-27,55.63,0.5,111.26
1992-05-28,55.94,0.5,111.88
1992-05-29,56.25,0.5,112.5
1992-06-01,56.56,0.5,113.12
1992-06-02,56.25,0.5,112.5
1992-06-03,56.88,0.5,113.76
1992-06-04,56.25,0.5,112.5
1992-06-05,57.5,0.5,115.0
1992-06-08,56.56,0.5,113.12
1992-06-09,51.88,0.5,103.76
1992-06-10,52.19,0.5,104.38
1992-06-11,52.81,0.5,105.62
1992-06-12,52.19,0.5,104.38
1992-06-15,50.94,0.5,101.88
1992-06-16,49.69,0.5,99.38
1992-06-17,49.06,0.5,98.12
1992-06-18,48.75,0.5,97.5
1992-06-19,49.38,0.5,98.76
1992-06-22,48.44,0.5,96.88
1992-06-23,49.38,0.5,98.76
1992-06-24,50.0,0.5,100.0
1992-06-25,50.0,0.5,100.0
1992-06-26,49.06,0.5,98.12
1992-06-29,50.31,0.5,100.62
1992-06-30,51.56,0.5,103.12
1992-07-01,53.75,0.5,107.5
1992-07-02,51.88,0.5,103.76
1992-07-06,53.44,0.5,106.88
1992-07-07,53.75,0.5,107.5
1992-07-08,51.25,0.5,102.5
1992-07-09,52.5,0.5,105.0
1992-07-10,52.5,0.5,105.0
1992-07-13,52.81,0.5,105.62
1992-07-14,53.44,0.5,106.88
1992-07-15,55.63,0.5,111.26
1992-07-16,54.06,0.5,108.12
1992-07-17,53.75,0.5,107.5
1992-07-20,51.88,0.5,103.76
1992-07-21,50.31,0.5,100.62
1992-07-22,47.5,0.5,95.0
1992-07-23,50.0,0.5,100.0
1992-07-24,48.75,0.5,97.5
1992-07-27,47.5,0.5,95.0
1992-07-28,48.13,0.5,96.26
1992-07-29,50.0,0.5,100.0
1992-07-30,51.25,0.5,102.5
1992-07-31,51.25,0.5,102.5
1992-08-03,52.19,0.5,104.38
1992-08-04,52.81,0.5,105.62
1992-08-05,53.44,0.5,106.88
1992-08-06,53.44,0.5,106.88
1992-08-07,54.69,0.5,109.38
1992-08-10,54.69,0.5,109.38
1992-08-11,53.44,0.5,106.88
1992-08-12,53.75,0.5,107.5
1992-08-13,56.25,0.5,112.5
1992-08-14,56.25,0.5,112.5
1992-08-17,56.56,0.5,113.12
1992-08-18,56.56,0.5,113.12
1992-08-19,56.88,0.5,113.76
1992-08-20,58.44,0.5,116.88
1992-08-21,56.88,0.5,113.76
1992-08-24,55.94,0.5,111.88
1992-08-25,55.63,0.5,111.26
1992-08-26,56.56,0.5,113.12
1992-08-27,57.5,0.5,115.0
1992-08-28,58.13,0.5,116.26
1992-08-31,56.56,0.5,113.12
1992-09-01,59.06,0.5,118.12
1992-09-02,60.94,0.5,121.88
1992-09-03,59.38,0.5,118.76
1992-09-04,58.13,0.5,116.26
1992-09-08,57.81,0.5,115.62
1992-09-09,57.5,0.5,115.0
1992-09-10,57.19,0.5,114.38
1992-09-11,57.81,0.5,115.62
1992-09-14,59.69,0.5,119.38
1992-09-15,59.38,0.5,118.76
1992-09-16,59.06,0.5,118.12
1992-09-17,59.38,0.5,118.76
1992-09-18,59.38,0.5,118.76
1992-09-21,59.38,0.5,118.76
1992-09-22,58.75,0.5,117.5
1992-09-23,57.81,0.5,115.62
1992-09-24,57.5,0.5,115.0
1992-09-25,52.19,0.5,104.38
1992-09-28,49.69,0.5,99.38
1992-09-29,49.38,0.5,98.76
1992-09-30,53.13,0.5,106.26
1992-10-01,53.44,0.5,106.88
1992-10-02,52.5,0.5,105.0
1992-10-05,50.94,0.5,101.88
1992-10-06,50.31,0.5,100.62
1992-10-07,50.0,0.5,100.0
1992-10-08,50.94,0.5,101.88
1992-10-09,49.38,0.5,98.76
1992-10-12,49.06,0.5,98.12
1992-10-13,49.06,0.5,98.12
1992-10-14,49.69,0.5,99.38
1992-10-15,49.69,0.5,99.38
1992-10-16,49.69,0.5,99.38
1992-10-19,50.0,0.5,100.0
1992-10-20,53.13,0.5,106.26
1992-10-21,53.13,0.5,106.26
1992-10-22,50.63,0.5,101.26
1992-10-23,49.69,0.5,99.38
1992-10-26,50.31,0.5,100.62
1992-10-27,49.38,0.5,98.76
1992-10-28,48.75,0.5,97.5
1992-10-29,48.75,0.5,97.5
1992-10-30,50.31,0.5,100.62
1992-11-02,50.0,0.5,100.0
1992-11-03,51.25,0.5,102.5
1992-11-04,50.94,0.5,101.88
1992-11-05,50.0,0.5,100.0
1992-11-06,51.88,0.5,103.76
1992-11-09,53.13,0.5,106.26
1992-11-10,55.0,0.5,110.0
1992-11-11,56.25,0.5,112.5
1992-11-12,57.19,0.5,114.38
1992-11-13,57.19,0.5,114.38
1992-11-16,56.88,0.5,113.76
1992-11-17,56.25,0.5,112.5
1992-11-18,57.5,0.5,115.0
1992-11-19,58.13,0.5,116.26
1992-11-20,59.38,0.5,118.76
1992-11-23,59.69,0.5,119.38
1992-11-24,59.38,0.5,118.76
1992-11-25,60.63,0.5,121.26
1992-11-27,59.69,0.5,119.38
1992-11-30,60.63,0.5,121.26
1992-12-01,60.63,0.5,121.26
1992-12-02,60.0,0.5,120.0
1992-12-03,60.94,0.5,121.88
1992-12-04,60.0,0.5,120.0
1992-12-07,60.63,0.5,121.26
1992-12-08,62.19,0.5,124.38
1992-12-09,61.88,0.5,123.76
1992-12-10,59.38,0.5,118.76
1992-12-11,59.38,0.5,118.76
1992-12-14,58.75,0.5,117.5
1992-12-15,57.81,0.5,115.62
1992-12-16,55.63,0.5,111.26
1992-12-17,55.94,0.5,111.88
1992-12-18,56.88,0.5,113.76
1992-12-21,41.56,0.5,83.12
1992-12-22,42.81,0.5,85.62
1992-12-23,42.81,0.5,85.62
1992-12-24,43.75,0.5,87.5
1992-12-28,43.13,0.5,86.26
1992-12-29,44.06,0.5,88.12
1992-12-30,44.38,0.5,88.76
1992-12-31,44.69,0.5,89.38
1993-01-04,44.06,0.5,88.12
1993-01-05,42.81,0.5,85.62
1993-01-06,42.19,0.5,84.38
1993-01-07,40.63,0.5,81.26
1993-01-08,40.63,0.5,81.26
1993-01-11,39.06,0.5,78.12
1993-01-12,37.5,0.5,75.0
1993-01-13,39.06,0.5,78.12
1993-01-14,40.31,0.5,80.62
1993-01-15,41.56,0.5,83.12
1993-01-18,42.81,0.5,85.62
1993-01-19,43.44,0.5,86.88
1993-01-20,42.81,0.5,85.62
1993-01-21,42.5,0.5,85.0
1993-01-22,42.81,0.5,85.62
1993-01-25,42.5,0.5,85.0
1993-01-26,42.5,0.5,85.0
1993-01-27,41.56,0.5,83.12
1993-01-28,41.25,0.5,82.5
1993-01-29,41.25,0.5,82.5
1993-02-01,42.81,0.5,85.62
1993-02-02,41.88,0.5,83.76
1993-02-03,41.25,0.5,82.5
1993-02-04,41.25,0.5,82.5
1993-02-05,41.56,0.5,83.12
1993-02-08,40.63,0.5,81.26
1993-02-09,40.31,0.5,80.62
1993-02-10,40.63,0.5,81.26
1993-02-11,41.25,0.5,82.5
1993-02-12,40.94,0.5,81.88
1993-02-16,38.75,0.5,77.5
1993-02-17,38.75,0.5,77.5
1993-02-18,36.88,0.5,73.76
1993-02-19,35.31,0.5,70.62
1993-02-22,32.81,0.5,65.62
