date,SNPS,SNPS_EPS,PE Ratio
2008-02-29,23.21,0.28,82.89285714285714
2008-03-03,22.97,0.28,82.03571428571428
2008-03-04,22.9,0.28,81.78571428571428
2008-03-05,23.13,0.28,82.60714285714285
2008-03-06,22.75,0.28,81.24999999999999
2008-03-07,22.55,0.28,80.53571428571428
2008-03-10,22.82,0.28,81.5
2008-03-11,23.04,0.28,82.28571428571428
2008-03-12,22.42,0.36,62.277777777777786
2008-03-13,22.7,0.36,63.05555555555556
2008-03-14,22.21,0.36,61.69444444444445
2008-03-17,21.33,0.36,59.25
2008-03-18,22.01,0.36,61.13888888888889
2008-03-19,21.99,0.36,61.08333333333333
2008-03-20,21.78,0.36,60.50000000000001
2008-03-24,22.56,0.36,62.666666666666664
2008-03-25,22.56,0.36,62.666666666666664
2008-03-26,23.08,0.36,64.11111111111111
2008-03-27,22.67,0.36,62.97222222222223
2008-03-28,22.78,0.36,63.277777777777786
2008-03-31,22.71,0.36,63.083333333333336
2008-04-01,23.21,0.36,64.47222222222223
2008-04-02,23.23,0.36,64.52777777777779
2008-04-03,23.08,0.36,64.11111111111111
2008-04-04,23.53,0.36,65.36111111111111
2008-04-07,23.62,0.36,65.61111111111111
2008-04-08,23.45,0.36,65.13888888888889
2008-04-09,22.58,0.36,62.72222222222222
2008-04-10,22.99,0.36,63.86111111111111
2008-04-11,22.24,0.36,61.77777777777778
2008-04-14,22.19,0.36,61.63888888888889
2008-04-15,21.94,0.36,60.94444444444445
2008-04-16,22.91,0.36,63.63888888888889
2008-04-17,22.73,0.36,63.13888888888889
2008-04-18,23.13,0.36,64.25
2008-04-21,22.71,0.36,63.083333333333336
2008-04-22,22.03,0.36,61.19444444444445
2008-04-23,22.55,0.36,62.63888888888889
2008-04-24,23.28,0.36,64.66666666666667
2008-04-25,23.02,0.36,63.94444444444444
2008-04-28,22.66,0.36,62.94444444444445
2008-04-29,23.28,0.36,64.66666666666667
2008-04-30,23.11,0.36,64.19444444444444
2008-05-01,23.7,0.36,65.83333333333333
2008-05-02,23.57,0.36,65.47222222222223
2008-05-05,23.61,0.36,65.58333333333333
2008-05-06,23.76,0.36,66.0
2008-05-07,23.64,0.36,65.66666666666667
2008-05-08,23.76,0.36,66.0
2008-05-09,23.56,0.36,65.44444444444444
2008-05-12,23.87,0.36,66.30555555555556
2008-05-13,24.44,0.36,67.8888888888889
2008-05-14,24.96,0.36,69.33333333333334
2008-05-15,24.94,0.36,69.27777777777779
2008-05-16,24.98,0.36,69.38888888888889
2008-05-19,25.08,0.36,69.66666666666667
2008-05-20,24.71,0.36,68.6388888888889
2008-05-21,24.69,0.36,68.58333333333334
2008-05-22,25.86,0.36,71.83333333333333
2008-05-23,25.26,0.36,70.16666666666667
2008-05-27,25.55,0.36,70.97222222222223
2008-05-28,25.86,0.36,71.83333333333333
2008-05-29,26.1,0.36,72.5
2008-05-30,26.35,0.36,73.19444444444446
2008-06-02,26.01,0.36,72.25
2008-06-03,25.9,0.36,71.94444444444444
2008-06-04,26.0,0.36,72.22222222222223
2008-06-05,26.26,0.36,72.94444444444446
2008-06-06,25.4,0.36,70.55555555555556
2008-06-09,25.13,0.36,69.80555555555556
2008-06-10,24.98,0.37,67.51351351351352
2008-06-11,24.82,0.37,67.08108108108108
2008-06-12,24.91,0.37,67.32432432432432
2008-06-13,24.99,0.37,67.54054054054053
2008-06-16,25.12,0.37,67.8918918918919
2008-06-17,25.06,0.37,67.72972972972973
2008-06-18,24.97,0.37,67.48648648648648
2008-06-19,24.76,0.37,66.91891891891892
2008-06-20,24.55,0.37,66.35135135135135
2008-06-23,24.45,0.37,66.08108108108108
2008-06-24,24.13,0.37,65.21621621621621
2008-06-25,24.85,0.37,67.16216216216216
2008-06-26,24.15,0.37,65.27027027027027
2008-06-27,23.86,0.37,64.48648648648648
2008-06-30,23.9,0.37,64.5945945945946
2008-07-01,23.83,0.37,64.4054054054054
2008-07-02,23.75,0.37,64.1891891891892
2008-07-03,23.48,0.37,63.45945945945946
2008-07-07,23.68,0.37,64.0
2008-07-08,24.14,0.37,65.24324324324324
2008-07-09,24.0,0.37,64.86486486486487
2008-07-10,24.18,0.37,65.35135135135135
2008-07-11,24.25,0.37,65.54054054054055
2008-07-14,23.89,0.37,64.56756756756756
2008-07-15,23.93,0.37,64.67567567567568
2008-07-16,24.22,0.37,65.45945945945945
2008-07-17,24.54,0.37,66.32432432432432
2008-07-18,24.51,0.37,66.24324324324324
2008-07-21,24.24,0.37,65.51351351351352
2008-07-22,24.08,0.37,65.08108108108108
2008-07-23,24.44,0.37,66.05405405405406
2008-07-24,23.79,0.37,64.29729729729729
2008-07-25,24.01,0.37,64.8918918918919
2008-07-28,23.81,0.37,64.35135135135135
2008-07-29,24.01,0.37,64.8918918918919
2008-07-30,24.31,0.37,65.7027027027027
2008-07-31,24.02,0.37,64.91891891891892
2008-08-01,23.63,0.37,63.86486486486486
2008-08-04,23.83,0.37,64.4054054054054
2008-08-05,24.45,0.37,66.08108108108108
2008-08-06,24.89,0.37,67.27027027027027
2008-08-07,24.4,0.37,65.94594594594594
2008-08-08,24.5,0.37,66.21621621621621
2008-08-11,24.44,0.37,66.05405405405406
2008-08-12,24.75,0.37,66.89189189189189
2008-08-13,24.65,0.37,66.62162162162161
2008-08-14,24.55,0.37,66.35135135135135
2008-08-15,24.09,0.37,65.10810810810811
2008-08-18,23.88,0.37,64.54054054054053
2008-08-19,23.3,0.37,62.972972972972975
2008-08-20,24.14,0.37,65.24324324324324
2008-08-21,21.32,0.37,57.62162162162162
2008-08-22,21.83,0.37,58.99999999999999
2008-08-25,21.18,0.37,57.24324324324324
2008-08-26,21.25,0.37,57.432432432432435
2008-08-27,21.56,0.37,58.27027027027027
2008-08-28,21.71,0.37,58.67567567567568
2008-08-29,21.53,0.37,58.18918918918919
2008-09-02,21.19,0.37,57.270270270270274
2008-09-03,21.2,0.37,57.2972972972973
2008-09-04,20.55,0.37,55.54054054054054
2008-09-05,20.67,0.37,55.86486486486487
2008-09-08,20.79,0.37,56.189189189189186
2008-09-09,20.24,0.37,54.7027027027027
2008-09-10,20.81,0.37,56.24324324324324
2008-09-11,20.73,0.37,56.02702702702703
2008-09-12,20.62,0.37,55.72972972972973
2008-09-15,20.06,0.37,54.21621621621621
2008-09-16,20.27,0.37,54.78378378378378
2008-09-17,19.65,0.37,53.108108108108105
2008-09-18,20.1,0.37,54.32432432432433
2008-09-19,21.2,0.37,57.2972972972973
2008-09-22,20.25,0.37,54.72972972972973
2008-09-23,20.25,0.37,54.72972972972973
2008-09-24,20.28,0.37,54.810810810810814
2008-09-25,20.76,0.37,56.10810810810811
2008-09-26,20.87,0.37,56.40540540540541
2008-09-29,19.61,0.37,53.0
2008-09-30,19.95,0.37,53.91891891891892
2008-10-01,19.87,0.37,53.70270270270271
2008-10-02,19.1,0.37,51.62162162162163
2008-10-03,18.42,0.37,49.78378378378379
2008-10-06,17.9,0.37,48.37837837837837
2008-10-07,17.26,0.37,46.64864864864865
2008-10-08,17.02,0.37,46.0
2008-10-09,16.7,0.37,45.13513513513514
2008-10-10,16.6,0.37,44.86486486486487
2008-10-13,18.5,0.37,50.0
2008-10-14,18.27,0.37,49.37837837837838
2008-10-15,17.34,0.37,46.86486486486486
2008-10-16,17.61,0.37,47.5945945945946
2008-10-17,18.26,0.37,49.351351351351354
2008-10-20,18.67,0.37,50.45945945945947
2008-10-21,17.66,0.37,47.72972972972973
2008-10-22,17.04,0.37,46.05405405405405
2008-10-23,16.21,0.37,43.810810810810814
2008-10-24,16.17,0.37,43.70270270270271
2008-10-27,16.8,0.37,45.40540540540541
2008-10-28,17.42,0.37,47.08108108108109
2008-10-29,17.5,0.37,47.2972972972973
2008-10-30,17.82,0.37,48.16216216216216
2008-10-31,18.28,0.37,49.40540540540541
2008-11-03,18.48,0.37,49.94594594594595
2008-11-04,18.48,0.37,49.94594594594595
2008-11-05,17.63,0.37,47.648648648648646
2008-11-06,17.5,0.37,47.2972972972973
2008-11-07,17.88,0.37,48.32432432432432
2008-11-10,17.82,0.37,48.16216216216216
2008-11-11,17.17,0.37,46.40540540540541
2008-11-12,16.4,0.37,44.32432432432432
2008-11-13,16.9,0.37,45.67567567567567
2008-11-14,16.19,0.37,43.75675675675676
2008-11-17,16.13,0.37,43.59459459459459
2008-11-18,16.31,0.37,44.08108108108108
2008-11-19,15.18,0.37,41.027027027027025
2008-11-20,14.59,0.37,39.432432432432435
2008-11-21,15.18,0.37,41.027027027027025
2008-11-24,16.04,0.37,43.35135135135135
2008-11-25,15.44,0.37,41.729729729729726
2008-11-26,15.94,0.37,43.08108108108108
2008-11-28,16.03,0.37,43.32432432432433
2008-12-01,14.88,0.37,40.21621621621622
2008-12-02,15.52,0.37,41.945945945945944
2008-12-03,15.09,0.37,40.78378378378378
2008-12-04,16.83,0.37,45.486486486486484
2008-12-05,17.0,0.37,45.945945945945944
2008-12-08,17.16,0.37,46.37837837837838
2008-12-09,17.64,0.37,47.67567567567568
2008-12-10,17.64,0.37,47.67567567567568
2008-12-11,17.18,0.37,46.432432432432435
2008-12-12,17.81,0.37,48.13513513513513
2008-12-15,17.23,0.37,46.56756756756757
2008-12-16,17.78,0.37,48.054054054054056
2008-12-17,18.12,0.37,48.972972972972975
2008-12-18,17.93,0.37,48.45945945945946
2008-12-19,18.53,0.37,50.08108108108109
2008-12-22,18.13,0.41,44.21951219512195
2008-12-23,18.0,0.41,43.90243902439025
2008-12-24,17.85,0.41,43.53658536585367
2008-12-26,18.01,0.41,43.92682926829269
2008-12-29,17.78,0.41,43.365853658536594
2008-12-30,18.19,0.41,44.365853658536594
2008-12-31,18.52,0.41,45.170731707317074
2009-01-02,18.93,0.41,46.170731707317074
2009-01-05,18.84,0.41,45.951219512195124
2009-01-06,19.18,0.41,46.78048780487805
2009-01-07,19.22,0.41,46.8780487804878
2009-01-08,19.54,0.41,47.65853658536585
2009-01-09,19.32,0.41,47.1219512195122
2009-01-12,19.37,0.41,47.243902439024396
2009-01-13,19.43,0.41,47.390243902439025
2009-01-14,18.71,0.41,45.63414634146342
2009-01-15,18.52,0.41,45.170731707317074
2009-01-16,18.89,0.41,46.07317073170732
2009-01-20,18.5,0.41,45.1219512195122
2009-01-21,18.74,0.41,45.70731707317073
2009-01-22,18.44,0.41,44.97560975609757
2009-01-23,18.69,0.41,45.585365853658544
2009-01-26,18.76,0.41,45.75609756097562
2009-01-27,18.92,0.41,46.14634146341464
2009-01-28,19.39,0.41,47.29268292682927
2009-01-29,18.92,0.41,46.14634146341464
2009-01-30,18.5,0.41,45.1219512195122
2009-02-02,18.7,0.41,45.609756097560975
2009-02-03,19.08,0.41,46.536585365853654
2009-02-04,19.33,0.41,47.146341463414636
2009-02-05,19.72,0.41,48.09756097560976
2009-02-06,20.1,0.41,49.024390243902445
2009-02-09,19.95,0.41,48.65853658536585
2009-02-10,19.16,0.41,46.73170731707317
2009-02-11,19.34,0.41,47.170731707317074
2009-02-12,19.56,0.41,47.70731707317073
2009-02-13,19.49,0.41,47.53658536585366
2009-02-17,18.54,0.41,45.21951219512195
2009-02-18,18.4,0.41,44.8780487804878
2009-02-19,19.77,0.41,48.21951219512195
2009-02-20,19.48,0.41,47.51219512195122
2009-02-23,18.96,0.41,46.243902439024396
2009-02-24,19.22,0.41,46.8780487804878
2009-02-25,19.03,0.41,46.41463414634147
2009-02-26,18.43,0.41,44.951219512195124
2009-02-27,18.63,0.41,45.4390243902439
2009-03-02,17.94,0.41,43.75609756097562
2009-03-03,18.03,0.41,43.97560975609757
2009-03-04,18.11,0.41,44.170731707317074
2009-03-05,17.79,0.41,43.390243902439025
2009-03-06,17.53,0.41,42.75609756097562
2009-03-09,17.37,0.45,38.6
2009-03-10,18.28,0.45,40.62222222222223
2009-03-11,18.47,0.45,41.044444444444444
2009-03-12,19.01,0.45,42.24444444444445
2009-03-13,19.09,0.45,42.422222222222224
2009-03-16,18.53,0.45,41.17777777777778
2009-03-17,19.12,0.45,42.48888888888889
2009-03-18,19.35,0.45,43.0
2009-03-19,19.17,0.45,42.6
2009-03-20,19.44,0.45,43.2
2009-03-23,20.51,0.45,45.57777777777778
2009-03-24,20.16,0.45,44.8
2009-03-25,20.44,0.45,45.422222222222224
2009-03-26,21.21,0.45,47.13333333333333
2009-03-27,20.67,0.45,45.93333333333334
2009-03-30,20.65,0.45,45.888888888888886
2009-03-31,20.73,0.45,46.06666666666667
2009-04-01,21.05,0.45,46.77777777777778
2009-04-02,21.3,0.45,47.333333333333336
2009-04-03,21.33,0.45,47.4
2009-04-06,21.31,0.45,47.355555555555554
2009-04-07,20.91,0.45,46.46666666666667
2009-04-08,21.34,0.45,47.422222222222224
2009-04-09,21.83,0.45,48.511111111111106
2009-04-13,21.35,0.45,47.44444444444445
2009-04-14,20.97,0.45,46.599999999999994
2009-04-15,20.74,0.45,46.08888888888888
2009-04-16,21.4,0.45,47.55555555555555
2009-04-17,21.09,0.45,46.86666666666667
2009-04-20,20.53,0.45,45.62222222222223
2009-04-21,20.9,0.45,46.44444444444444
2009-04-22,20.86,0.45,46.355555555555554
2009-04-23,20.92,0.45,46.488888888888894
2009-04-24,21.22,0.45,47.15555555555555
2009-04-27,21.49,0.45,47.75555555555555
2009-04-28,21.19,0.45,47.08888888888889
2009-04-29,21.81,0.45,48.46666666666666
2009-04-30,21.78,0.45,48.4
2009-05-01,21.88,0.45,48.62222222222222
2009-05-04,21.93,0.45,48.733333333333334
2009-05-05,21.56,0.45,47.911111111111104
2009-05-06,21.6,0.45,48.0
2009-05-07,20.88,0.45,46.4
2009-05-08,20.82,0.45,46.266666666666666
2009-05-11,20.81,0.45,46.24444444444444
2009-05-12,20.72,0.45,46.044444444444444
2009-05-13,20.24,0.45,44.977777777777774
2009-05-14,20.56,0.45,45.68888888888888
2009-05-15,20.63,0.45,45.84444444444444
2009-05-18,21.26,0.45,47.24444444444445
2009-05-19,21.37,0.45,47.48888888888889
2009-05-20,21.62,0.45,48.044444444444444
2009-05-21,19.41,0.45,43.13333333333333
2009-05-22,19.28,0.45,42.84444444444445
2009-05-26,19.79,0.45,43.977777777777774
2009-05-27,19.4,0.45,43.11111111111111
2009-05-28,19.39,0.45,43.08888888888889
2009-05-29,19.48,0.45,43.28888888888889
2009-06-01,19.86,0.45,44.13333333333333
2009-06-02,19.85,0.45,44.111111111111114
2009-06-03,19.33,0.45,42.95555555555555
2009-06-04,19.38,0.45,43.06666666666666
2009-06-05,19.43,0.45,43.17777777777778
2009-06-08,19.41,0.45,43.13333333333333
2009-06-09,19.97,0.45,44.37777777777777
2009-06-10,19.83,0.38,52.18421052631579
2009-06-11,19.83,0.38,52.18421052631579
2009-06-12,19.72,0.38,51.89473684210526
2009-06-15,19.37,0.38,50.973684210526315
2009-06-16,18.95,0.38,49.868421052631575
2009-06-17,19.21,0.38,50.55263157894737
2009-06-18,19.36,0.38,50.94736842105263
2009-06-19,19.16,0.38,50.421052631578945
2009-06-22,18.75,0.38,49.3421052631579
2009-06-23,18.88,0.38,49.68421052631579
2009-06-24,18.92,0.38,49.78947368421053
2009-06-25,18.88,0.38,49.68421052631579
2009-06-26,18.78,0.38,49.42105263157895
2009-06-29,19.4,0.38,51.05263157894736
2009-06-30,19.51,0.38,51.3421052631579
2009-07-01,19.66,0.38,51.73684210526316
2009-07-02,19.04,0.38,50.10526315789473
2009-07-06,18.77,0.38,49.39473684210526
2009-07-07,18.2,0.38,47.89473684210526
2009-07-08,18.24,0.38,47.99999999999999
2009-07-09,18.52,0.38,48.73684210526316
2009-07-10,18.53,0.38,48.76315789473684
2009-07-13,18.66,0.38,49.10526315789474
2009-07-14,18.75,0.38,49.3421052631579
2009-07-15,19.46,0.38,51.21052631578947
2009-07-16,19.61,0.38,51.60526315789473
2009-07-17,19.53,0.38,51.39473684210527
2009-07-20,19.44,0.38,51.15789473684211
2009-07-21,19.59,0.38,51.55263157894737
2009-07-22,19.72,0.38,51.89473684210526
2009-07-23,19.84,0.38,52.21052631578947
2009-07-24,19.66,0.38,51.73684210526316
2009-07-27,19.62,0.38,51.631578947368425
2009-07-28,19.84,0.38,52.21052631578947
2009-07-29,19.85,0.38,52.23684210526316
2009-07-30,19.94,0.38,52.473684210526315
2009-07-31,19.98,0.38,52.578947368421055
2009-08-03,20.07,0.38,52.81578947368421
2009-08-04,20.22,0.38,53.21052631578947
2009-08-05,19.7,0.38,51.84210526315789
2009-08-06,19.65,0.38,51.71052631578947
2009-08-07,20.07,0.38,52.81578947368421
2009-08-10,19.93,0.38,52.44736842105263
2009-08-11,19.8,0.38,52.10526315789474
2009-08-12,20.26,0.38,53.31578947368421
2009-08-13,20.38,0.38,53.63157894736842
2009-08-14,20.1,0.38,52.89473684210527
2009-08-17,19.7,0.38,51.84210526315789
2009-08-18,19.97,0.38,52.55263157894736
2009-08-19,20.52,0.38,54.0
2009-08-20,20.81,0.38,54.763157894736835
2009-08-21,21.24,0.38,55.89473684210526
2009-08-24,21.16,0.38,55.68421052631579
2009-08-25,21.48,0.38,56.526315789473685
2009-08-26,21.49,0.38,56.55263157894736
2009-08-27,21.52,0.38,56.63157894736842
2009-08-28,21.48,0.38,56.526315789473685
2009-08-31,21.23,0.38,55.86842105263158
2009-09-01,20.8,0.38,54.73684210526316
2009-09-02,20.76,0.38,54.631578947368425
2009-09-03,20.94,0.38,55.10526315789474
2009-09-04,21.48,0.38,56.526315789473685
2009-09-08,21.74,0.38,57.210526315789465
2009-09-09,22.05,0.34,64.85294117647058
2009-09-10,22.32,0.34,65.6470588235294
2009-09-11,22.38,0.34,65.8235294117647
2009-09-14,22.39,0.34,65.85294117647058
2009-09-15,22.39,0.34,65.85294117647058
2009-09-16,22.64,0.34,66.58823529411764
2009-09-17,22.63,0.34,66.55882352941175
2009-09-18,22.47,0.34,66.08823529411764
2009-09-21,22.61,0.34,66.5
2009-09-22,22.82,0.34,67.11764705882352
2009-09-23,22.61,0.34,66.5
2009-09-24,22.49,0.34,66.1470588235294
2009-09-25,22.57,0.34,66.38235294117646
2009-09-28,22.79,0.34,67.02941176470587
2009-09-29,22.97,0.34,67.55882352941175
2009-09-30,22.42,0.34,65.94117647058823
2009-10-01,21.96,0.34,64.58823529411764
2009-10-02,21.9,0.34,64.41176470588235
2009-10-05,22.14,0.34,65.11764705882352
2009-10-06,22.39,0.34,65.85294117647058
2009-10-07,22.33,0.34,65.67647058823529
2009-10-08,22.63,0.34,66.55882352941175
2009-10-09,23.0,0.34,67.6470588235294
2009-10-12,23.09,0.34,67.91176470588235
2009-10-13,23.25,0.34,68.38235294117646
2009-10-14,23.45,0.34,68.97058823529412
2009-10-15,23.33,0.34,68.61764705882352
2009-10-16,23.21,0.34,68.26470588235294
2009-10-19,23.18,0.34,68.17647058823529
2009-10-20,23.13,0.34,68.02941176470587
2009-10-21,23.01,0.34,67.67647058823529
2009-10-22,23.38,0.34,68.76470588235293
2009-10-23,23.28,0.34,68.47058823529412
2009-10-26,23.05,0.34,67.79411764705883
2009-10-27,22.77,0.34,66.97058823529412
2009-10-28,22.25,0.34,65.44117647058823
2009-10-29,22.57,0.34,66.38235294117646
2009-10-30,22.02,0.34,64.76470588235294
2009-11-02,22.12,0.34,65.05882352941177
2009-11-03,22.04,0.34,64.8235294117647
2009-11-04,22.55,0.34,66.32352941176471
2009-11-05,23.14,0.34,68.05882352941177
2009-11-06,23.09,0.34,67.91176470588235
2009-11-09,23.52,0.34,69.17647058823529
2009-11-10,23.5,0.34,69.11764705882352
2009-11-11,23.52,0.34,69.17647058823529
2009-11-12,23.25,0.34,68.38235294117646
2009-11-13,23.5,0.34,69.11764705882352
2009-11-16,23.57,0.34,69.3235294117647
2009-11-17,23.44,0.34,68.94117647058823
2009-11-18,23.06,0.34,67.8235294117647
2009-11-19,22.82,0.34,67.11764705882352
2009-11-20,22.63,0.34,66.55882352941175
2009-11-23,22.94,0.34,67.47058823529412
2009-11-24,22.65,0.34,66.61764705882352
2009-11-25,22.59,0.34,66.44117647058823
2009-11-27,22.43,0.34,65.97058823529412
2009-11-30,22.47,0.34,66.08823529411764
2009-12-01,22.55,0.34,66.32352941176471
2009-12-02,22.52,0.34,66.23529411764706
2009-12-03,21.12,0.34,62.11764705882353
2009-12-04,21.02,0.34,61.8235294117647
2009-12-07,20.98,0.34,61.705882352941174
2009-12-08,20.74,0.34,60.99999999999999
2009-12-09,20.79,0.34,61.147058823529406
2009-12-10,20.73,0.34,60.970588235294116
2009-12-11,20.49,0.34,60.264705882352935
2009-12-14,20.87,0.34,61.38235294117647
2009-12-15,20.66,0.34,60.764705882352935
2009-12-16,20.66,0.34,60.764705882352935
2009-12-17,20.94,0.34,61.588235294117645
2009-12-18,21.46,0.11,195.0909090909091
2009-12-21,21.7,0.11,197.27272727272725
2009-12-22,22.03,0.11,200.27272727272728
2009-12-23,22.07,0.11,200.63636363636363
2009-12-24,22.2,0.11,201.8181818181818
2009-12-28,22.21,0.11,201.9090909090909
2009-12-29,22.26,0.11,202.36363636363637
2009-12-30,22.36,0.11,203.27272727272728
2009-12-31,22.28,0.11,202.54545454545456
2010-01-04,22.44,0.11,204.0
2010-01-05,22.25,0.11,202.27272727272728
2010-01-06,22.21,0.11,201.9090909090909
2010-01-07,22.15,0.11,201.36363636363635
2010-01-08,22.31,0.11,202.8181818181818
2010-01-11,22.12,0.11,201.0909090909091
2010-01-12,21.8,0.11,198.1818181818182
2010-01-13,22.01,0.11,200.0909090909091
2010-01-14,22.19,0.11,201.72727272727275
2010-01-15,21.97,0.11,199.72727272727272
2010-01-19,21.98,0.11,199.8181818181818
2010-01-20,21.98,0.11,199.8181818181818
2010-01-21,22.22,0.11,202.0
2010-01-22,21.89,0.11,199.0
2010-01-25,21.74,0.11,197.63636363636363
2010-01-26,21.46,0.11,195.0909090909091
2010-01-27,21.53,0.11,195.72727272727275
2010-01-28,21.14,0.11,192.1818181818182
2010-01-29,21.27,0.11,193.36363636363635
2010-02-01,21.36,0.11,194.1818181818182
2010-02-02,21.34,0.11,194.0
2010-02-03,21.4,0.11,194.54545454545453
2010-02-04,21.05,0.11,191.36363636363637
2010-02-05,21.17,0.11,192.45454545454547
2010-02-08,20.95,0.11,190.45454545454544
2010-02-09,21.06,0.11,191.45454545454544
2010-02-10,21.14,0.11,192.1818181818182
2010-02-11,21.07,0.11,191.54545454545456
2010-02-12,21.51,0.11,195.54545454545456
2010-02-16,21.21,0.11,192.8181818181818
2010-02-17,22.1,0.11,200.90909090909093
2010-02-18,21.79,0.11,198.0909090909091
2010-02-19,21.35,0.11,194.0909090909091
2010-02-22,22.04,0.11,200.36363636363635
2010-02-23,21.9,0.11,199.09090909090907
2010-02-24,22.04,0.11,200.36363636363635
2010-02-25,22.02,0.11,200.1818181818182
2010-02-26,21.9,0.11,199.09090909090907
2010-03-01,22.08,0.11,200.72727272727272
2010-03-02,22.21,0.11,201.9090909090909
2010-03-03,22.19,0.11,201.72727272727275
2010-03-04,22.27,0.11,202.45454545454544
2010-03-05,22.44,0.11,204.0
2010-03-08,22.46,0.11,204.1818181818182
2010-03-09,22.54,0.32,70.4375
2010-03-10,22.75,0.32,71.09375
2010-03-11,22.65,0.32,70.78125
2010-03-12,22.75,0.32,71.09375
2010-03-15,22.65,0.32,70.78125
2010-03-16,22.62,0.32,70.6875
2010-03-17,22.66,0.32,70.8125
2010-03-18,22.77,0.32,71.15625
2010-03-19,22.54,0.32,70.4375
2010-03-22,22.8,0.32,71.25
2010-03-23,22.78,0.32,71.1875
2010-03-24,22.81,0.32,71.28125
2010-03-25,22.55,0.32,70.46875
2010-03-26,22.5,0.32,70.3125
2010-03-29,22.44,0.32,70.125
2010-03-30,22.47,0.32,70.21875
2010-03-31,22.37,0.32,69.90625
2010-04-01,22.55,0.32,70.46875
2010-04-05,23.01,0.32,71.90625
2010-04-06,22.91,0.32,71.59375
2010-04-07,22.73,0.32,71.03125
2010-04-08,22.7,0.32,70.9375
2010-04-09,23.04,0.32,72.0
2010-04-12,23.06,0.32,72.0625
2010-04-13,23.28,0.32,72.75
2010-04-14,23.38,0.32,73.0625
2010-04-15,23.16,0.32,72.375
2010-04-16,23.08,0.32,72.125
2010-04-19,23.03,0.32,71.96875
2010-04-20,23.22,0.32,72.5625
2010-04-21,23.24,0.32,72.625
2010-04-22,23.15,0.32,72.34375
2010-04-23,23.14,0.32,72.3125
2010-04-26,23.18,0.32,72.4375
2010-04-27,22.8,0.32,71.25
2010-04-28,22.99,0.32,71.84375
2010-04-29,23.13,0.32,72.28125
2010-04-30,22.66,0.32,70.8125
2010-05-03,22.9,0.32,71.5625
2010-05-04,22.36,0.32,69.875
2010-05-05,22.09,0.32,69.03125
2010-05-06,21.75,0.32,67.96875
2010-05-07,21.33,0.32,66.65625
2010-05-10,21.99,0.32,68.71875
2010-05-11,21.96,0.32,68.625
2010-05-12,22.45,0.32,70.15625
2010-05-13,22.36,0.32,69.875
2010-05-14,21.92,0.32,68.5
2010-05-17,22.27,0.32,69.59375
2010-05-18,21.96,0.32,68.625
2010-05-19,21.8,0.32,68.125
2010-05-20,21.05,0.32,65.78125
2010-05-21,21.25,0.32,66.40625
2010-05-24,21.01,0.32,65.65625
2010-05-25,21.31,0.32,66.59375
2010-05-26,21.52,0.32,67.25
2010-05-27,21.64,0.32,67.625
2010-05-28,21.42,0.32,66.9375
2010-06-01,21.23,0.32,66.34375
2010-06-02,21.7,0.32,67.8125
2010-06-03,22.16,0.32,69.25
2010-06-04,21.59,0.33,65.42424242424242
2010-06-07,20.94,0.33,63.45454545454545
2010-06-08,20.98,0.33,63.57575757575757
2010-06-09,21.06,0.33,63.81818181818181
2010-06-10,21.26,0.33,64.42424242424242
2010-06-11,21.75,0.33,65.9090909090909
2010-06-14,21.89,0.33,66.33333333333333
2010-06-15,22.34,0.33,67.69696969696969
2010-06-16,22.34,0.33,67.69696969696969
2010-06-17,22.39,0.33,67.84848484848484
2010-06-18,22.41,0.33,67.9090909090909
2010-06-21,22.23,0.33,67.36363636363636
2010-06-22,22.07,0.33,66.87878787878788
2010-06-23,22.03,0.33,66.75757575757576
2010-06-24,21.69,0.33,65.72727272727273
2010-06-25,21.82,0.33,66.12121212121212
2010-06-28,21.96,0.33,66.54545454545455
2010-06-29,21.29,0.33,64.51515151515152
2010-06-30,20.87,0.33,63.24242424242424
2010-07-01,20.64,0.33,62.54545454545455
2010-07-02,20.51,0.33,62.151515151515156
2010-07-06,20.46,0.33,62.0
2010-07-07,21.48,0.33,65.0909090909091
2010-07-08,21.41,0.33,64.87878787878788
2010-07-09,21.45,0.33,65.0
2010-07-12,21.56,0.33,65.33333333333333
2010-07-13,21.98,0.33,66.60606060606061
2010-07-14,21.83,0.33,66.15151515151514
2010-07-15,21.76,0.33,65.93939393939394
2010-07-16,21.15,0.33,64.09090909090908
2010-07-19,21.35,0.33,64.6969696969697
2010-07-20,21.54,0.33,65.27272727272727
2010-07-21,21.17,0.33,64.15151515151516
2010-07-22,21.87,0.33,66.27272727272727
2010-07-23,21.96,0.33,66.54545454545455
2010-07-26,22.19,0.33,67.24242424242425
2010-07-27,22.14,0.33,67.0909090909091
2010-07-28,21.74,0.33,65.87878787878788
2010-07-29,21.82,0.33,66.12121212121212
2010-07-30,21.84,0.33,66.18181818181817
2010-08-02,22.39,0.33,67.84848484848484
2010-08-03,22.31,0.33,67.6060606060606
2010-08-04,22.69,0.33,68.75757575757576
2010-08-05,22.77,0.33,69.0
2010-08-06,22.84,0.33,69.2121212121212
2010-08-09,23.01,0.33,69.72727272727273
2010-08-10,22.74,0.33,68.9090909090909
2010-08-11,22.0,0.33,66.66666666666666
2010-08-12,21.6,0.33,65.45454545454545
2010-08-13,21.63,0.33,65.54545454545453
2010-08-16,21.77,0.33,65.96969696969697
