date,SNPS,SNPS_EPS,PE Ratio
1993-01-05,8.63,0.01,863.0000000000001
1993-01-06,9.19,0.01,918.9999999999999
1993-01-07,9.25,0.01,925.0
1993-01-08,9.25,0.01,925.0
1993-01-11,9.13,0.01,913.0000000000001
1993-01-12,8.88,0.01,888.0000000000001
1993-01-13,8.88,0.01,888.0000000000001
1993-01-14,9.13,0.01,913.0000000000001
1993-01-15,9.31,0.01,931.0
1993-01-18,9.38,0.01,938.0000000000001
1993-01-19,9.16,0.01,916.0
1993-01-20,8.5,0.01,850.0
1993-01-21,8.53,0.01,852.9999999999999
1993-01-22,8.38,0.01,838.0000000000001
1993-01-25,8.88,0.01,888.0000000000001
1993-01-26,9.0,0.01,900.0
1993-01-27,8.75,0.01,875.0
1993-01-28,8.63,0.01,863.0000000000001
1993-01-29,8.44,0.01,843.9999999999999
1993-02-01,8.38,0.01,838.0000000000001
1993-02-02,8.72,0.01,872.0
1993-02-03,8.44,0.01,843.9999999999999
1993-02-04,7.94,0.01,794.0
1993-02-05,7.72,0.01,772.0
1993-02-08,7.69,0.01,769.0
1993-02-09,7.53,0.01,753.0
1993-02-10,7.81,0.01,781.0
1993-02-11,7.63,0.01,763.0
1993-02-12,8.19,0.01,818.9999999999999
1993-02-16,7.56,0.01,756.0
1993-02-17,7.25,0.01,725.0
1993-02-18,7.75,0.01,775.0
1993-02-19,8.06,0.01,806.0
1993-02-22,8.0,0.01,800.0
1993-02-23,7.88,0.01,788.0
1993-02-24,8.0,0.01,800.0
1993-02-25,8.0,0.01,800.0
1993-02-26,8.0,0.01,800.0
1993-03-01,8.13,0.01,813.0000000000001
1993-03-02,7.94,0.01,794.0
1993-03-03,7.94,0.01,794.0
1993-03-04,7.81,0.01,781.0
1993-03-05,7.69,0.01,769.0
1993-03-08,7.69,0.01,769.0
1993-03-09,7.41,0.01,741.0
1993-03-10,7.25,0.01,725.0
1993-03-11,7.06,0.01,706.0
1993-03-12,7.22,0.01,722.0
1993-03-15,7.13,0.01,713.0
1993-03-16,7.13,0.01,713.0
1993-03-17,7.06,0.01,706.0
1993-03-18,6.88,0.01,688.0
1993-03-19,6.66,0.01,666.0
1993-03-22,6.5,0.01,650.0
1993-03-23,6.75,0.01,675.0
1993-03-24,7.22,0.01,722.0
1993-03-25,7.56,0.01,756.0
1993-03-26,7.94,0.01,794.0
1993-03-29,8.13,0.01,813.0000000000001
1993-03-30,8.34,0.01,834.0
1993-03-31,8.38,0.01,838.0000000000001
1993-04-01,8.31,0.01,831.0
1993-04-02,8.16,0.01,816.0
1993-04-05,7.81,0.01,781.0
1993-04-06,7.94,0.01,794.0
1993-04-07,7.94,0.01,794.0
1993-04-08,8.13,0.01,813.0000000000001
1993-04-12,8.0,0.01,800.0
1993-04-13,8.19,0.01,818.9999999999999
1993-04-14,7.5,0.01,750.0
1993-04-15,8.0,0.01,800.0
1993-04-16,8.22,0.01,822.0
1993-04-19,8.16,0.01,816.0
1993-04-20,8.63,0.01,863.0000000000001
1993-04-21,8.75,0.01,875.0
1993-04-22,8.75,0.01,875.0
1993-04-23,8.75,0.01,875.0
1993-04-26,8.69,0.01,868.9999999999999
1993-04-27,9.0,0.01,900.0
1993-04-28,8.63,0.01,863.0000000000001
1993-04-29,8.5,0.01,850.0
1993-04-30,8.78,0.01,877.9999999999999
1993-05-03,8.81,0.01,881.0
1993-05-04,9.13,0.01,913.0000000000001
1993-05-05,9.38,0.01,938.0000000000001
1993-05-06,9.28,0.01,927.9999999999999
1993-05-07,9.13,0.01,913.0000000000001
1993-05-10,9.25,0.01,925.0
1993-05-11,9.19,0.01,918.9999999999999
1993-05-12,9.13,0.01,913.0000000000001
1993-05-13,8.97,0.01,897.0
1993-05-14,8.94,0.01,893.9999999999999
1993-05-17,9.0,0.01,900.0
1993-05-18,9.0,0.01,900.0
1993-05-19,9.5,0.01,950.0
1993-05-20,10.31,0.01,1031.0
1993-05-21,10.25,0.01,1025.0
1993-05-24,10.13,0.01,1013.0000000000001
1993-05-25,10.56,0.01,1056.0
1993-05-26,10.44,0.01,1044.0
1993-05-27,10.25,0.01,1025.0
1993-05-28,10.13,0.01,1013.0000000000001
1993-06-01,10.31,0.01,1031.0
1993-06-02,10.31,0.01,1031.0
1993-06-03,10.75,0.01,1075.0
1993-06-04,10.06,0.01,1006.0
1993-06-07,9.78,0.01,977.9999999999999
1993-06-08,9.5,0.01,950.0
1993-06-09,9.81,0.01,981.0
1993-06-10,9.75,0.01,975.0
1993-06-11,9.78,0.01,977.9999999999999
1993-06-14,10.13,0.01,1013.0000000000001
1993-06-15,9.75,0.01,975.0
1993-06-16,10.0,0.01,1000.0
1993-06-17,10.06,0.01,1006.0
1993-06-18,10.06,0.01,1006.0
1993-06-21,9.69,0.01,968.9999999999999
1993-06-22,9.56,0.01,956.0
1993-06-23,9.91,0.01,991.0
1993-06-24,9.75,0.01,975.0
1993-06-25,10.81,0.01,1081.0
1993-06-28,11.5,0.01,1150.0
1993-06-29,11.5,0.01,1150.0
1993-06-30,11.38,0.01,1138.0
1993-07-01,10.88,0.01,1088.0
1993-07-02,11.38,0.01,1138.0
1993-07-06,11.31,0.01,1131.0
1993-07-07,11.19,0.01,1119.0
1993-07-08,11.25,0.01,1125.0
1993-07-09,11.31,0.01,1131.0
1993-07-12,11.31,0.01,1131.0
1993-07-13,11.31,0.01,1131.0
1993-07-14,11.44,0.01,1144.0
1993-07-15,10.97,0.01,1097.0
1993-07-16,10.38,0.01,1038.0
1993-07-19,10.31,0.01,1031.0
1993-07-20,11.22,0.01,1122.0
1993-07-21,11.19,0.01,1119.0
1993-07-22,11.25,0.01,1125.0
1993-07-23,12.0,0.01,1200.0
1993-07-26,12.19,0.01,1219.0
1993-07-27,12.5,0.01,1250.0
1993-07-28,12.38,0.01,1238.0
1993-07-29,12.41,0.01,1241.0
1993-07-30,12.19,0.01,1219.0
1993-08-02,12.5,0.01,1250.0
1993-08-03,12.25,0.01,1225.0
1993-08-04,12.19,0.01,1219.0
1993-08-05,12.47,0.01,1247.0
1993-08-06,12.69,0.01,1269.0
1993-08-09,12.81,0.01,1281.0
1993-08-10,12.75,0.01,1275.0
1993-08-11,12.69,0.01,1269.0
1993-08-12,12.31,0.01,1231.0
1993-08-13,11.97,0.01,1197.0
1993-08-16,12.38,0.01,1238.0
1993-08-17,12.31,0.01,1231.0
1993-08-18,12.63,0.01,1263.0
1993-08-19,12.81,0.01,1281.0
1993-08-20,12.44,0.01,1244.0
1993-08-23,12.44,0.01,1244.0
1993-08-24,12.38,0.01,1238.0
1993-08-25,12.16,0.01,1216.0
1993-08-26,12.13,0.01,1213.0
1993-08-27,11.94,0.01,1194.0
1993-08-30,11.94,0.01,1194.0
1993-08-31,12.06,0.01,1206.0
1993-09-01,12.44,0.01,1244.0
1993-09-02,12.63,0.01,1263.0
1993-09-03,12.5,0.01,1250.0
1993-09-07,12.25,0.01,1225.0
1993-09-08,11.75,0.01,1175.0
1993-09-09,12.5,0.01,1250.0
1993-09-10,12.5,0.01,1250.0
1993-09-13,12.09,0.01,1209.0
1993-09-14,11.75,0.01,1175.0
1993-09-15,11.81,0.01,1181.0
1993-09-16,11.69,0.01,1169.0
1993-09-17,11.19,0.01,1119.0
1993-09-20,11.53,0.01,1153.0
1993-09-21,11.31,0.01,1131.0
1993-09-22,11.63,0.01,1163.0
1993-09-23,12.19,0.01,1219.0
1993-09-24,12.06,0.01,1206.0
1993-09-27,11.94,0.01,1194.0
1993-09-28,11.88,0.01,1188.0
1993-09-29,11.94,0.01,1194.0
1993-09-30,11.88,0.01,1188.0
1993-10-01,11.75,0.01,1175.0
1993-10-04,11.75,0.01,1175.0
1993-10-05,11.31,0.01,1131.0
1993-10-06,11.41,0.01,1141.0
1993-10-07,11.38,0.01,1138.0
1993-10-08,11.25,0.01,1125.0
1993-10-11,11.5,0.01,1150.0
1993-10-12,12.13,0.01,1213.0
1993-10-13,12.31,0.01,1231.0
1993-10-14,12.63,0.01,1263.0
1993-10-15,12.81,0.01,1281.0
1993-10-18,12.63,0.01,1263.0
1993-10-19,12.13,0.01,1213.0
1993-10-20,11.75,0.01,1175.0
1993-10-21,12.25,0.01,1225.0
1993-10-22,12.28,0.01,1228.0
1993-10-25,12.06,0.01,1206.0
1993-10-26,11.94,0.01,1194.0
1993-10-27,12.5,0.01,1250.0
1993-10-28,12.94,0.01,1294.0
1993-10-29,12.88,0.01,1288.0
1993-11-01,12.88,0.01,1288.0
1993-11-02,12.5,0.01,1250.0
1993-11-03,11.94,0.01,1194.0
1993-11-04,11.81,0.01,1181.0
1993-11-05,12.22,0.01,1222.0
1993-11-08,12.5,0.01,1250.0
1993-11-09,12.5,0.01,1250.0
1993-11-10,12.38,0.01,1238.0
1993-11-11,12.13,0.01,1213.0
1993-11-12,12.19,0.01,1219.0
1993-11-15,12.13,0.01,1213.0
1993-11-16,12.03,0.01,1203.0
1993-11-17,11.94,0.01,1194.0
1993-11-18,11.5,0.01,1150.0
1993-11-19,11.38,0.01,1138.0
1993-11-22,11.25,0.01,1125.0
1993-11-23,11.66,0.01,1166.0
1993-11-24,11.81,0.01,1181.0
1993-11-26,11.78,0.01,1178.0
1993-11-29,11.31,0.01,1131.0
1993-11-30,11.31,0.01,1131.0
1993-12-01,11.63,0.01,1163.0
1993-12-02,11.38,0.01,1138.0
1993-12-03,11.88,0.01,1188.0
1993-12-06,12.25,0.01,1225.0
1993-12-07,12.0,0.01,1200.0
1993-12-08,11.91,0.01,1191.0
1993-12-09,11.63,0.01,1163.0
1993-12-10,11.72,0.01,1172.0
1993-12-13,11.75,0.01,1175.0
1993-12-14,10.63,0.01,1063.0
1993-12-15,10.56,0.01,1056.0
1993-12-16,10.5,0.01,1050.0
1993-12-17,10.31,0.01,1031.0
1993-12-20,10.34,0.01,1034.0
1993-12-21,10.31,0.01,1031.0
1993-12-22,10.06,0.01,1006.0
1993-12-23,9.94,0.01,993.9999999999999
1993-12-27,9.78,0.01,977.9999999999999
1993-12-28,9.88,0.01,988.0000000000001
1993-12-29,10.38,0.01,1038.0
1993-12-30,10.75,0.01,1075.0
1993-12-31,11.31,0.01,1131.0
1994-01-03,10.94,0.01,1094.0
1994-01-04,10.78,0.01,1078.0
1994-01-05,10.63,0.01,1063.0
1994-01-06,11.19,0.01,1119.0
1994-01-07,11.5,0.01,1150.0
1994-01-10,11.75,0.01,1175.0
1994-01-11,11.5,0.01,1150.0
1994-01-12,11.94,0.01,1194.0
1994-01-13,11.69,0.01,1169.0
1994-01-14,11.5,0.01,1150.0
1994-01-17,11.31,0.01,1131.0
1994-01-18,11.44,0.01,1144.0
1994-01-19,11.19,0.01,1119.0
1994-01-20,11.22,0.01,1122.0
1994-01-21,11.69,0.01,1169.0
1994-01-24,11.88,0.01,1188.0
1994-01-25,11.44,0.01,1144.0
1994-01-26,11.41,0.01,1141.0
1994-01-27,11.38,0.01,1138.0
1994-01-28,11.31,0.01,1131.0
1994-01-31,11.28,0.01,1128.0
1994-02-01,11.13,0.01,1113.0
1994-02-02,10.94,0.01,1094.0
1994-02-03,11.06,0.01,1106.0
1994-02-04,10.63,0.01,1063.0
1994-02-07,10.19,0.01,1018.9999999999999
1994-02-08,10.5,0.01,1050.0
1994-02-09,10.69,0.01,1069.0
1994-02-10,10.78,0.01,1078.0
1994-02-11,10.75,0.01,1075.0
1994-02-14,10.75,0.01,1075.0
1994-02-15,11.31,0.01,1131.0
1994-02-16,11.63,0.01,1163.0
1994-02-17,11.34,0.01,1134.0
1994-02-18,10.94,0.01,1094.0
1994-02-22,10.81,0.01,1081.0
1994-02-23,11.28,0.01,1128.0
1994-02-24,11.13,0.01,1113.0
1994-02-25,11.22,0.01,1122.0
1994-02-28,11.22,0.01,1122.0
1994-03-01,11.16,0.01,1116.0
1994-03-02,11.0,0.01,1100.0
1994-03-03,11.0,0.01,1100.0
1994-03-04,11.06,0.01,1106.0
1994-03-07,10.88,0.01,1088.0
1994-03-08,10.81,0.01,1081.0
1994-03-09,10.75,0.01,1075.0
1994-03-10,10.63,0.01,1063.0
1994-03-11,10.25,0.01,1025.0
1994-03-14,10.22,0.01,1022.0
1994-03-15,10.19,0.01,1018.9999999999999
1994-03-16,10.09,0.01,1009.0
1994-03-17,10.88,0.01,1088.0
1994-03-18,11.44,0.01,1144.0
1994-03-21,11.19,0.01,1119.0
1994-03-22,11.06,0.01,1106.0
1994-03-23,11.38,0.01,1138.0
1994-03-24,11.19,0.01,1119.0
1994-03-25,11.38,0.01,1138.0
1994-03-28,11.31,0.01,1131.0
1994-03-29,10.97,0.01,1097.0
1994-03-30,10.75,0.01,1075.0
1994-03-31,10.94,0.01,1094.0
1994-04-04,10.66,0.01,1066.0
1994-04-05,11.38,0.01,1138.0
1994-04-06,10.97,0.01,1097.0
1994-04-07,11.0,0.01,1100.0
1994-04-08,11.13,0.01,1113.0
1994-04-11,11.19,0.01,1119.0
1994-04-12,10.38,0.01,1038.0
1994-04-13,10.0,0.01,1000.0
1994-04-14,10.0,0.01,1000.0
1994-04-15,10.13,0.01,1013.0000000000001
1994-04-18,10.19,0.01,1018.9999999999999
1994-04-19,9.69,0.01,968.9999999999999
1994-04-20,8.5,0.01,850.0
1994-04-21,9.08,0.01,908.0
1994-04-22,9.0,0.01,900.0
1994-04-25,9.38,0.01,938.0000000000001
1994-04-26,9.56,0.01,956.0
1994-04-28,9.5,0.01,950.0
1994-04-29,10.0,0.01,1000.0
1994-05-02,10.06,0.01,1006.0
1994-05-03,9.75,0.01,975.0
1994-05-04,9.58,0.01,958.0
1994-05-05,9.56,0.01,956.0
1994-05-06,9.56,0.01,956.0
1994-05-09,9.56,0.01,956.0
1994-05-10,9.25,0.01,925.0
1994-05-11,9.25,0.01,925.0
1994-05-12,9.25,0.01,925.0
1994-05-13,9.25,0.01,925.0
1994-05-16,9.13,0.01,913.0000000000001
1994-05-17,9.03,0.01,902.9999999999999
1994-05-18,9.31,0.01,931.0
1994-05-19,10.06,0.01,1006.0
1994-05-20,9.94,0.01,993.9999999999999
1994-05-23,10.0,0.01,1000.0
1994-05-24,9.94,0.01,993.9999999999999
1994-05-25,9.75,0.01,975.0
1994-05-26,9.63,0.01,963.0000000000001
1994-05-27,9.63,0.01,963.0000000000001
1994-05-31,9.47,0.01,947.0
1994-06-01,10.25,0.01,1025.0
1994-06-02,10.84,0.01,1084.0
1994-06-03,10.5,0.01,1050.0
1994-06-06,10.44,0.01,1044.0
1994-06-07,10.06,0.01,1006.0
1994-06-08,9.75,0.01,975.0
1994-06-09,9.75,0.01,975.0
1994-06-10,10.0,0.01,1000.0
1994-06-13,9.69,0.01,968.9999999999999
1994-06-14,9.69,0.01,968.9999999999999
1994-06-15,9.38,0.01,938.0000000000001
1994-06-16,9.44,0.01,943.9999999999999
1994-06-17,9.31,0.01,931.0
1994-06-20,9.06,0.01,906.0
1994-06-21,8.88,0.01,888.0000000000001
1994-06-22,9.06,0.01,906.0
1994-06-23,8.63,0.01,863.0000000000001
1994-06-24,9.0,0.01,900.0
1994-06-27,9.41,0.01,941.0
1994-06-28,9.38,0.01,938.0000000000001
1994-06-29,9.56,0.01,956.0
1994-06-30,9.38,0.01,938.0000000000001
1994-07-01,9.31,0.01,931.0
1994-07-05,9.06,0.01,906.0
1994-07-06,9.06,0.01,906.0
1994-07-07,9.28,0.01,927.9999999999999
1994-07-08,9.88,0.01,988.0000000000001
1994-07-11,9.78,0.01,977.9999999999999
1994-07-12,9.88,0.01,988.0000000000001
1994-07-13,10.13,0.01,1013.0000000000001
1994-07-14,9.69,0.01,968.9999999999999
1994-07-15,9.13,0.01,913.0000000000001
1994-07-18,9.22,0.01,922.0
1994-07-19,9.22,0.01,922.0
1994-07-20,9.5,0.01,950.0
1994-07-21,9.75,0.01,975.0
1994-07-22,9.75,0.01,975.0
1994-07-25,9.75,0.01,975.0
1994-07-26,9.63,0.01,963.0000000000001
1994-07-27,9.56,0.01,956.0
1994-07-28,9.34,0.01,934.0
1994-07-29,9.63,0.01,963.0000000000001
1994-08-01,9.72,0.01,972.0
1994-08-02,9.72,0.01,972.0
1994-08-03,9.44,0.01,943.9999999999999
1994-08-04,9.31,0.01,931.0
1994-08-05,9.16,0.01,916.0
1994-08-08,9.19,0.01,918.9999999999999
1994-08-09,9.5,0.01,950.0
1994-08-10,9.88,0.01,988.0000000000001
1994-08-11,9.97,0.01,997.0
1994-08-12,10.31,0.01,1031.0
1994-08-15,10.41,0.01,1041.0
1994-08-16,10.38,0.01,1038.0
1994-08-17,10.31,0.01,1031.0
1994-08-18,10.19,0.01,1018.9999999999999
1994-08-19,10.25,0.01,1025.0
1994-08-22,9.94,0.01,993.9999999999999
1994-08-23,10.19,0.01,1018.9999999999999
1994-08-24,10.44,0.01,1044.0
1994-08-25,10.47,0.01,1047.0
1994-08-26,10.81,0.01,1081.0
1994-08-29,10.31,0.01,1031.0
1994-08-30,10.44,0.01,1044.0
1994-08-31,10.38,0.01,1038.0
1994-09-01,10.19,0.01,1018.9999999999999
1994-09-02,10.16,0.01,1016.0
1994-09-06,10.34,0.01,1034.0
1994-09-07,11.28,0.01,1128.0
1994-09-08,11.25,0.01,1125.0
1994-09-09,10.69,0.01,1069.0
1994-09-12,10.81,0.01,1081.0
1994-09-13,10.98,0.01,1098.0
1994-09-14,11.5,0.01,1150.0
1994-09-15,11.94,0.01,1194.0
1994-09-16,11.81,0.01,1181.0
1994-09-19,11.66,0.01,1166.0
1994-09-20,11.38,0.01,1138.0
1994-09-21,11.38,0.01,1138.0
1994-09-22,11.31,0.01,1131.0
1994-09-23,11.72,0.01,1172.0
1994-09-26,11.31,0.01,1131.0
1994-09-27,11.41,0.01,1141.0
1994-09-28,11.39,0.01,1139.0
1994-09-29,11.28,0.01,1128.0
1994-09-30,11.31,0.01,1131.0
1994-10-03,11.38,0.01,1138.0
1994-10-04,11.31,0.01,1131.0
1994-10-05,10.88,0.01,1088.0
1994-10-06,10.63,0.01,1063.0
1994-10-07,10.97,0.01,1097.0
1994-10-10,11.08,0.01,1108.0
1994-10-11,11.56,0.01,1156.0
1994-10-12,11.52,0.01,1152.0
1994-10-13,11.63,0.01,1163.0
1994-10-14,11.34,0.01,1134.0
1994-10-17,11.59,0.01,1159.0
1994-10-18,11.63,0.01,1163.0
1994-10-19,11.31,0.01,1131.0
1994-10-20,10.81,0.01,1081.0
1994-10-21,11.0,0.01,1100.0
1994-10-24,10.84,0.01,1084.0
1994-10-25,10.75,0.01,1075.0
1994-10-26,11.39,0.01,1139.0
1994-10-27,11.81,0.01,1181.0
1994-10-28,11.91,0.01,1191.0
1994-10-31,11.53,0.01,1153.0
1994-11-01,11.2,0.01,1120.0
1994-11-02,11.19,0.01,1119.0
1994-11-03,11.16,0.01,1116.0
1994-11-04,11.13,0.01,1113.0
1994-11-07,11.31,0.01,1131.0
1994-11-08,11.52,0.01,1152.0
1994-11-09,11.44,0.01,1144.0
1994-11-10,11.44,0.01,1144.0
1994-11-11,11.28,0.01,1128.0
1994-11-14,11.41,0.01,1141.0
1994-11-15,11.56,0.01,1156.0
1994-11-16,11.5,0.01,1150.0
1994-11-17,11.31,0.01,1131.0
1994-11-18,11.19,0.01,1119.0
1994-11-21,10.59,0.01,1059.0
1994-11-22,10.56,0.01,1056.0
1994-11-23,10.38,0.01,1038.0
