date,JBHT,JBHT_EPS,PE Ratio
2013-10-23,74.83,0.73,102.5068493150685
2013-10-24,75.19,0.73,103.0
2013-10-25,74.77,0.73,102.42465753424658
2013-10-28,74.35,0.73,101.84931506849314
2013-10-29,74.7,0.73,102.32876712328768
2013-10-30,75.33,0.75,100.44
2013-10-31,75.03,0.75,100.04
2013-11-01,75.0,0.75,100.0
2013-11-04,75.91,0.75,101.21333333333332
2013-11-05,75.05,0.75,100.06666666666666
2013-11-06,73.2,0.75,97.60000000000001
2013-11-07,72.95,0.75,97.26666666666667
2013-11-08,73.2,0.75,97.60000000000001
2013-11-11,73.21,0.75,97.61333333333333
2013-11-12,73.74,0.75,98.32
2013-11-13,72.71,0.75,96.94666666666666
2013-11-14,72.3,0.75,96.39999999999999
2013-11-15,73.96,0.75,98.61333333333333
2013-11-18,73.7,0.75,98.26666666666667
2013-11-19,72.68,0.75,96.90666666666668
2013-11-20,72.37,0.75,96.49333333333334
2013-11-21,72.96,0.75,97.27999999999999
2013-11-22,73.3,0.75,97.73333333333333
2013-11-25,74.43,0.75,99.24000000000001
2013-11-26,74.97,0.75,99.96
2013-11-27,74.99,0.75,99.98666666666666
2013-11-29,75.19,0.75,100.25333333333333
2013-12-02,76.01,0.75,101.34666666666668
2013-12-03,75.83,0.75,101.10666666666667
2013-12-04,75.83,0.75,101.10666666666667
2013-12-05,76.01,0.75,101.34666666666668
2013-12-06,76.73,0.75,102.30666666666667
2013-12-09,76.86,0.75,102.48
2013-12-10,76.26,0.75,101.68
2013-12-11,75.24,0.75,100.32
2013-12-12,74.61,0.75,99.48
2013-12-13,74.22,0.75,98.96
2013-12-16,75.46,0.75,100.61333333333333
2013-12-17,75.28,0.75,100.37333333333333
2013-12-18,76.71,0.75,102.27999999999999
2013-12-19,76.02,0.75,101.36
2013-12-20,76.44,0.75,101.92
2013-12-23,77.16,0.75,102.88
2013-12-24,77.27,0.75,103.02666666666666
2013-12-26,77.43,0.75,103.24000000000001
2013-12-27,77.45,0.75,103.26666666666667
2013-12-30,77.31,0.75,103.08
2013-12-31,77.3,0.75,103.06666666666666
2014-01-02,76.6,0.75,102.13333333333333
2014-01-03,77.29,0.75,103.05333333333334
2014-01-06,76.62,0.75,102.16000000000001
2014-01-07,77.3,0.75,103.06666666666666
2014-01-08,77.15,0.75,102.86666666666667
2014-01-09,77.48,0.75,103.30666666666667
2014-01-10,79.23,0.75,105.64
2014-01-13,77.8,0.75,103.73333333333333
2014-01-14,78.4,0.75,104.53333333333335
2014-01-15,79.18,0.75,105.57333333333334
2014-01-16,78.51,0.75,104.68
2014-01-17,77.59,0.75,103.45333333333333
2014-01-21,79.06,0.75,105.41333333333334
2014-01-22,79.29,0.75,105.72000000000001
2014-01-23,78.49,0.75,104.65333333333332
2014-01-24,76.3,0.75,101.73333333333333
2014-01-27,74.75,0.75,99.66666666666667
2014-01-28,74.73,0.75,99.64
2014-01-29,74.28,0.75,99.04
2014-01-30,75.51,0.75,100.68
2014-01-31,75.05,0.75,100.06666666666666
2014-02-03,72.4,0.75,96.53333333333335
2014-02-04,73.09,0.75,97.45333333333333
2014-02-05,73.48,0.75,97.97333333333334
2014-02-06,74.13,0.75,98.83999999999999
2014-02-07,73.92,0.75,98.56
2014-02-10,73.22,0.75,97.62666666666667
2014-02-11,73.24,0.75,97.65333333333332
2014-02-12,73.25,0.75,97.66666666666667
2014-02-13,73.43,0.75,97.90666666666668
2014-02-14,72.78,0.75,97.04
2014-02-18,72.31,0.75,96.41333333333334
2014-02-19,71.42,0.75,95.22666666666667
2014-02-20,71.65,0.75,95.53333333333335
2014-02-21,72.0,0.77,93.5064935064935
2014-02-24,71.65,0.77,93.05194805194806
2014-02-25,71.83,0.77,93.28571428571428
2014-02-26,71.11,0.77,92.35064935064935
2014-02-27,71.13,0.77,92.37662337662337
2014-02-28,71.87,0.77,93.33766233766234
2014-03-03,71.16,0.77,92.4155844155844
2014-03-04,72.3,0.77,93.8961038961039
2014-03-05,72.71,0.77,94.42857142857142
2014-03-06,73.84,0.77,95.8961038961039
2014-03-07,74.39,0.77,96.6103896103896
2014-03-10,74.18,0.77,96.33766233766235
2014-03-11,73.08,0.77,94.9090909090909
2014-03-12,72.75,0.77,94.48051948051948
2014-03-13,71.9,0.77,93.37662337662339
2014-03-14,71.45,0.77,92.79220779220779
2014-03-17,71.5,0.77,92.85714285714286
2014-03-18,70.98,0.77,92.18181818181819
2014-03-19,70.99,0.77,92.19480519480518
2014-03-20,70.2,0.77,91.16883116883118
2014-03-21,70.11,0.77,91.05194805194805
2014-03-24,69.97,0.77,90.87012987012987
2014-03-25,69.8,0.77,90.64935064935064
2014-03-26,69.75,0.77,90.58441558441558
2014-03-27,69.97,0.77,90.87012987012987
2014-03-28,69.97,0.77,90.87012987012987
2014-03-31,71.92,0.77,93.40259740259741
2014-04-01,73.03,0.77,94.84415584415585
2014-04-02,74.18,0.77,96.33766233766235
2014-04-03,73.8,0.77,95.84415584415584
2014-04-04,73.35,0.77,95.25974025974025
2014-04-07,72.04,0.77,93.55844155844156
2014-04-08,72.3,0.77,93.8961038961039
2014-04-09,72.82,0.77,94.57142857142856
2014-04-10,71.96,0.77,93.45454545454544
2014-04-11,71.51,0.77,92.87012987012987
2014-04-14,74.29,0.77,96.48051948051949
2014-04-15,74.41,0.77,96.63636363636363
2014-04-16,75.8,0.77,98.44155844155844
2014-04-17,75.81,0.77,98.45454545454545
2014-04-21,76.39,0.77,99.20779220779221
2014-04-22,76.79,0.77,99.72727272727273
2014-04-23,76.15,0.77,98.8961038961039
2014-04-24,76.04,0.77,98.75324675324676
2014-04-25,75.48,0.58,130.13793103448276
2014-04-28,75.46,0.58,130.10344827586206
2014-04-29,75.49,0.58,130.1551724137931
2014-04-30,76.1,0.58,131.20689655172413
2014-05-01,77.1,0.58,132.93103448275863
2014-05-02,76.94,0.58,132.6551724137931
2014-05-05,76.57,0.58,132.01724137931035
2014-05-06,76.53,0.58,131.94827586206898
2014-05-07,76.55,0.58,131.98275862068965
2014-05-08,75.8,0.58,130.6896551724138
2014-05-09,75.76,0.58,130.62068965517244
2014-05-12,76.91,0.58,132.60344827586206
2014-05-13,77.46,0.58,133.55172413793105
2014-05-14,77.07,0.58,132.8793103448276
2014-05-15,76.97,0.58,132.70689655172416
2014-05-16,76.89,0.58,132.5689655172414
2014-05-19,77.66,0.58,133.89655172413794
2014-05-20,76.98,0.58,132.7241379310345
2014-05-21,76.59,0.58,132.05172413793105
2014-05-22,77.48,0.58,133.58620689655174
2014-05-23,77.22,0.58,133.13793103448276
2014-05-27,77.0,0.58,132.75862068965517
2014-05-28,77.59,0.58,133.77586206896552
2014-05-29,77.84,0.58,134.20689655172416
2014-05-30,77.66,0.58,133.89655172413794
2014-06-02,77.6,0.58,133.79310344827587
2014-06-03,76.81,0.58,132.43103448275863
2014-06-04,76.88,0.58,132.55172413793105
2014-06-05,76.88,0.58,132.55172413793105
2014-06-06,76.9,0.58,132.58620689655174
2014-06-09,77.41,0.58,133.4655172413793
2014-06-10,77.0,0.58,132.75862068965517
2014-06-11,76.34,0.58,131.62068965517244
2014-06-12,75.35,0.58,129.91379310344828
2014-06-13,75.6,0.58,130.3448275862069
2014-06-16,75.58,0.58,130.31034482758622
2014-06-17,75.84,0.58,130.75862068965517
2014-06-18,76.34,0.58,131.62068965517244
2014-06-19,76.46,0.58,131.82758620689654
2014-06-20,77.0,0.58,132.75862068965517
2014-06-23,76.11,0.58,131.22413793103448
2014-06-24,75.14,0.58,129.55172413793105
2014-06-25,75.45,0.58,130.08620689655174
2014-06-26,73.52,0.58,126.75862068965517
2014-06-27,73.48,0.58,126.68965517241381
2014-06-30,73.78,0.58,127.20689655172414
2014-07-01,73.37,0.58,126.50000000000001
2014-07-02,73.76,0.58,127.17241379310346
2014-07-03,74.21,0.58,127.94827586206897
2014-07-07,74.24,0.58,128.0
2014-07-08,73.88,0.58,127.37931034482759
2014-07-09,74.14,0.58,127.82758620689656
2014-07-10,73.47,0.58,126.67241379310346
2014-07-11,73.89,0.58,127.39655172413794
2014-07-14,74.29,0.58,128.08620689655174
2014-07-15,76.94,0.58,132.6551724137931
2014-07-16,78.41,0.58,135.1896551724138
2014-07-17,77.58,0.58,133.75862068965517
2014-07-18,78.14,0.58,134.7241379310345
2014-07-21,78.08,0.58,134.6206896551724
2014-07-22,78.98,0.58,136.17241379310346
2014-07-23,78.95,0.58,136.12068965517244
2014-07-24,79.72,0.58,137.44827586206898
2014-07-25,79.23,0.58,136.6034482758621
2014-07-28,79.08,0.58,136.3448275862069
2014-07-29,78.26,0.79,99.0632911392405
2014-07-30,78.5,0.79,99.36708860759494
2014-07-31,77.26,0.79,97.79746835443038
2014-08-01,76.24,0.79,96.50632911392404
2014-08-04,76.15,0.79,96.39240506329114
2014-08-05,76.04,0.79,96.25316455696203
2014-08-06,75.46,0.79,95.51898734177215
2014-08-07,75.01,0.79,94.9493670886076
2014-08-08,76.1,0.79,96.32911392405062
2014-08-11,76.31,0.79,96.59493670886076
2014-08-12,76.3,0.79,96.58227848101265
2014-08-13,76.29,0.79,96.56962025316456
2014-08-14,75.6,0.79,95.69620253164555
2014-08-15,75.57,0.79,95.65822784810125
2014-08-18,77.04,0.79,97.51898734177216
2014-08-19,76.92,0.79,97.36708860759494
2014-08-20,76.16,0.79,96.40506329113923
2014-08-21,76.13,0.79,96.36708860759492
2014-08-22,75.83,0.79,95.9873417721519
2014-08-25,76.44,0.79,96.75949367088607
2014-08-26,75.61,0.79,95.70886075949366
2014-08-27,75.04,0.79,94.98734177215191
2014-08-28,75.67,0.79,95.78481012658227
2014-08-29,75.55,0.79,95.63291139240505
2014-09-02,76.02,0.79,96.22784810126582
2014-09-03,76.02,0.79,96.22784810126582
2014-09-04,76.94,0.79,97.39240506329114
2014-09-05,76.93,0.79,97.37974683544304
2014-09-08,76.74,0.79,97.1392405063291
2014-09-09,76.05,0.79,96.26582278481011
2014-09-10,75.02,0.79,94.96202531645568
2014-09-11,75.26,0.79,95.26582278481013
2014-09-12,75.36,0.79,95.39240506329114
2014-09-15,74.72,0.79,94.58227848101265
2014-09-16,74.63,0.79,94.46835443037973
2014-09-17,74.11,0.79,93.81012658227847
2014-09-18,73.95,0.79,93.60759493670886
2014-09-19,74.42,0.79,94.20253164556962
2014-09-22,73.63,0.79,93.20253164556961
2014-09-23,72.93,0.79,92.31645569620254
2014-09-24,72.75,0.79,92.0886075949367
2014-09-25,72.85,0.79,92.21518987341771
2014-09-26,74.21,0.79,93.93670886075948
2014-09-29,74.0,0.79,93.67088607594937
2014-09-30,74.05,0.79,93.73417721518986
2014-10-01,73.32,0.79,92.81012658227847
2014-10-02,74.58,0.79,94.40506329113923
2014-10-03,75.7,0.79,95.82278481012658
2014-10-06,74.69,0.79,94.54430379746834
2014-10-07,73.08,0.79,92.50632911392404
2014-10-08,74.31,0.79,94.0632911392405
2014-10-09,73.05,0.79,92.46835443037973
2014-10-10,72.08,0.79,91.24050632911391
2014-10-13,71.3,0.79,90.25316455696202
2014-10-14,73.47,0.79,93.0
2014-10-15,73.65,0.79,93.22784810126582
2014-10-16,74.72,0.79,94.58227848101265
2014-10-17,74.91,0.79,94.82278481012658
2014-10-20,74.86,0.79,94.75949367088607
2014-10-21,76.94,0.79,97.39240506329114
2014-10-22,76.78,0.79,97.18987341772151
2014-10-23,77.54,0.79,98.15189873417722
2014-10-24,77.34,0.79,97.89873417721519
2014-10-27,78.28,0.79,99.0886075949367
2014-10-28,78.86,0.79,99.82278481012658
2014-10-29,79.17,0.79,100.21518987341771
2014-10-30,78.48,0.87,90.20689655172414
2014-10-31,79.77,0.87,91.6896551724138
2014-11-03,80.05,0.87,92.01149425287356
2014-11-04,82.01,0.87,94.26436781609196
2014-11-05,80.84,0.87,92.91954022988506
2014-11-06,81.11,0.87,93.22988505747126
2014-11-07,79.96,0.87,91.90804597701148
2014-11-10,81.12,0.87,93.24137931034484
2014-11-11,80.25,0.87,92.24137931034483
2014-11-12,81.3,0.87,93.44827586206897
2014-11-13,80.53,0.87,92.5632183908046
2014-11-14,80.36,0.87,92.36781609195403
2014-11-17,79.76,0.87,91.67816091954023
2014-11-18,79.93,0.87,91.87356321839081
2014-11-19,80.12,0.87,92.09195402298852
2014-11-20,81.01,0.87,93.11494252873564
2014-11-21,81.48,0.87,93.65517241379311
2014-11-24,81.84,0.87,94.06896551724138
2014-11-25,81.46,0.87,93.63218390804597
2014-11-26,81.82,0.87,94.04597701149424
2014-11-28,82.53,0.87,94.86206896551724
2014-12-01,80.7,0.87,92.75862068965517
2014-12-02,81.28,0.87,93.42528735632185
2014-12-03,81.15,0.87,93.27586206896552
2014-12-04,81.27,0.87,93.41379310344827
2014-12-05,81.41,0.87,93.57471264367815
2014-12-08,80.61,0.87,92.65517241379311
2014-12-09,80.43,0.87,92.44827586206897
2014-12-10,79.95,0.87,91.89655172413794
2014-12-11,80.52,0.87,92.55172413793103
2014-12-12,82.16,0.87,94.43678160919539
2014-12-15,83.01,0.87,95.41379310344828
2014-12-16,82.31,0.87,94.60919540229885
2014-12-17,83.1,0.87,95.51724137931033
2014-12-18,84.38,0.87,96.98850574712644
2014-12-19,83.83,0.87,96.35632183908046
2014-12-22,84.48,0.87,97.10344827586208
2014-12-23,84.93,0.87,97.62068965517243
2014-12-24,84.91,0.87,97.59770114942529
2014-12-26,84.92,0.87,97.60919540229885
2014-12-29,85.0,0.87,97.70114942528735
2014-12-30,84.68,0.87,97.33333333333334
2014-12-31,84.25,0.87,96.83908045977012
2015-01-02,83.22,0.87,95.6551724137931
2015-01-05,81.85,0.87,94.08045977011494
2015-01-06,80.44,0.87,92.45977011494253
2015-01-07,80.31,0.87,92.3103448275862
2015-01-08,81.26,0.87,93.40229885057472
2015-01-09,80.81,0.87,92.88505747126437
2015-01-12,79.87,0.87,91.80459770114943
2015-01-13,80.08,0.87,92.04597701149424
2015-01-14,78.41,0.87,90.12643678160919
2015-01-15,78.28,0.87,89.97701149425288
2015-01-16,79.82,0.87,91.7471264367816
2015-01-20,81.48,0.87,93.65517241379311
2015-01-21,82.04,0.87,94.29885057471265
2015-01-22,84.23,0.87,96.816091954023
2015-01-23,83.02,0.87,95.42528735632183
2015-01-26,82.74,0.87,95.10344827586206
2015-01-27,81.67,0.87,93.87356321839081
2015-01-28,80.5,0.87,92.52873563218391
2015-01-29,80.15,0.87,92.1264367816092
2015-01-30,79.61,0.87,91.50574712643679
2015-02-02,81.22,0.87,93.35632183908046
2015-02-03,82.0,0.87,94.25287356321839
2015-02-04,82.0,0.87,94.25287356321839
2015-02-05,83.18,0.87,95.60919540229887
2015-02-06,82.03,0.87,94.28735632183908
2015-02-09,81.17,0.87,93.29885057471265
2015-02-10,81.11,0.87,93.22988505747126
2015-02-11,81.0,0.87,93.10344827586206
2015-02-12,81.79,0.87,94.01149425287358
2015-02-13,82.88,0.87,95.26436781609195
2015-02-17,83.24,0.87,95.67816091954022
2015-02-18,83.14,0.87,95.5632183908046
2015-02-19,82.9,0.87,95.28735632183908
2015-02-20,85.15,0.87,97.87356321839081
2015-02-23,85.81,0.87,98.63218390804597
2015-02-24,86.3,0.93,92.79569892473117
2015-02-25,86.03,0.93,92.50537634408602
2015-02-26,86.02,0.93,92.49462365591397
2015-02-27,85.5,0.93,91.93548387096774
2015-03-02,85.57,0.93,92.01075268817203
2015-03-03,84.8,0.93,91.18279569892472
2015-03-04,83.88,0.93,90.19354838709677
2015-03-05,84.41,0.93,90.76344086021504
2015-03-06,84.57,0.93,90.93548387096773
2015-03-09,84.53,0.93,90.89247311827957
2015-03-10,83.77,0.93,90.07526881720429
2015-03-11,86.8,0.93,93.33333333333333
2015-03-12,86.41,0.93,92.91397849462365
2015-03-13,86.76,0.93,93.29032258064517
2015-03-16,89.3,0.93,96.02150537634408
2015-03-17,88.74,0.93,95.41935483870967
2015-03-18,89.26,0.93,95.97849462365592
2015-03-19,88.55,0.93,95.21505376344085
2015-03-20,90.01,0.93,96.78494623655914
2015-03-23,88.86,0.93,95.54838709677419
2015-03-24,87.76,0.93,94.36559139784946
2015-03-25,85.66,0.93,92.10752688172042
2015-03-26,85.39,0.93,91.81720430107526
2015-03-27,84.79,0.93,91.17204301075269
2015-03-30,85.33,0.93,91.75268817204301
2015-03-31,85.4,0.93,91.82795698924731
2015-04-01,85.24,0.93,91.65591397849461
2015-04-02,84.17,0.93,90.50537634408602
2015-04-06,84.77,0.93,91.1505376344086
2015-04-07,84.69,0.93,91.06451612903226
2015-04-08,86.16,0.93,92.64516129032258
2015-04-09,86.45,0.93,92.95698924731182
2015-04-10,87.67,0.93,94.26881720430107
2015-04-13,87.73,0.93,94.33333333333333
2015-04-14,91.82,0.93,98.73118279569891
2015-04-15,91.7,0.93,98.6021505376344
2015-04-16,91.32,0.93,98.19354838709677
2015-04-17,90.18,0.93,96.96774193548387
2015-04-20,91.5,0.93,98.38709677419354
2015-04-21,92.0,0.93,98.9247311827957
2015-04-22,91.78,0.93,98.68817204301075
2015-04-23,91.47,0.93,98.35483870967741
2015-04-24,90.93,0.78,116.57692307692308
2015-04-27,89.26,0.78,114.43589743589745
2015-04-28,89.13,0.78,114.26923076923076
2015-04-29,87.8,0.78,112.56410256410255
2015-04-30,87.2,0.78,111.7948717948718
2015-05-01,88.13,0.78,112.98717948717947
2015-05-04,88.29,0.78,113.1923076923077
2015-05-05,87.11,0.78,111.67948717948717
2015-05-06,87.21,0.78,111.80769230769229
2015-05-07,87.31,0.78,111.93589743589743
2015-05-08,87.43,0.78,112.08974358974359
2015-05-11,87.4,0.78,112.05128205128206
2015-05-12,86.35,0.78,110.70512820512819
2015-05-13,85.82,0.78,110.02564102564101
2015-05-14,87.75,0.78,112.5
2015-05-15,88.63,0.78,113.62820512820512
2015-05-18,88.97,0.78,114.06410256410255
2015-05-19,88.55,0.78,113.52564102564102
2015-05-20,86.77,0.78,111.24358974358974
2015-05-21,86.48,0.78,110.87179487179488
2015-05-22,85.24,0.78,109.28205128205127
2015-05-26,84.73,0.78,108.62820512820512
2015-05-27,85.32,0.78,109.38461538461537
2015-05-28,84.59,0.78,108.44871794871796
2015-05-29,84.02,0.78,107.71794871794872
2015-06-01,83.65,0.78,107.24358974358975
2015-06-02,84.66,0.78,108.53846153846153
2015-06-03,85.52,0.78,109.64102564102564
2015-06-04,85.45,0.78,109.55128205128206
2015-06-05,86.07,0.78,110.34615384615384
2015-06-08,84.8,0.78,108.71794871794872
2015-06-09,84.85,0.78,108.78205128205127
2015-06-10,86.18,0.78,110.48717948717949
2015-06-11,86.93,0.78,111.44871794871796
2015-06-12,86.26,0.78,110.58974358974359
2015-06-15,85.44,0.78,109.53846153846153
2015-06-16,85.32,0.78,109.38461538461537
2015-06-17,85.21,0.78,109.24358974358974
2015-06-18,86.32,0.78,110.66666666666666
2015-06-19,87.06,0.78,111.61538461538461
2015-06-22,87.62,0.78,112.33333333333333
2015-06-23,87.59,0.78,112.2948717948718
2015-06-24,84.97,0.78,108.93589743589743
2015-06-25,83.92,0.78,107.58974358974359
2015-06-26,83.82,0.78,107.46153846153845
2015-06-29,83.05,0.78,106.47435897435896
2015-06-30,82.09,0.78,105.24358974358974
2015-07-01,82.87,0.78,106.24358974358975
2015-07-02,82.11,0.78,105.26923076923076
2015-07-06,82.02,0.78,105.15384615384615
2015-07-07,83.46,0.78,106.99999999999999
2015-07-08,82.25,0.78,105.44871794871794
2015-07-09,84.02,0.78,107.71794871794872
2015-07-10,84.62,0.78,108.48717948717949
2015-07-13,85.75,0.78,109.93589743589743
2015-07-14,85.16,0.78,109.17948717948717
2015-07-15,84.6,0.78,108.46153846153845
2015-07-16,84.79,0.78,108.7051282051282
2015-07-17,84.69,0.78,108.57692307692307
2015-07-20,83.61,0.78,107.1923076923077
2015-07-21,84.31,0.78,108.08974358974359
2015-07-22,83.38,0.78,106.89743589743588
2015-07-23,81.69,0.78,104.73076923076923
2015-07-24,82.22,0.78,105.41025641025641
2015-07-27,81.99,0.78,105.1153846153846
2015-07-28,83.03,0.78,106.44871794871794
2015-07-29,84.15,0.78,107.88461538461539
2015-07-30,84.45,0.88,95.9659090909091
2015-07-31,84.12,0.88,95.5909090909091
2015-08-03,84.41,0.88,95.92045454545455
2015-08-04,84.53,0.88,96.05681818181819
2015-08-05,84.24,0.88,95.72727272727272
2015-08-06,82.15,0.88,93.35227272727273
2015-08-07,80.36,0.88,91.31818181818181
2015-08-10,80.54,0.88,91.52272727272728
2015-08-11,80.46,0.88,91.43181818181817
2015-08-12,80.42,0.88,91.38636363636364
2015-08-13,80.08,0.88,91.0
2015-08-14,80.35,0.88,91.30681818181817
2015-08-17,80.15,0.88,91.07954545454547
2015-08-18,79.95,0.88,90.85227272727273
2015-08-19,79.47,0.88,90.30681818181819
2015-08-20,78.07,0.88,88.71590909090908
2015-08-21,76.18,0.88,86.56818181818183
2015-08-24,74.73,0.88,84.92045454545455
2015-08-25,72.34,0.88,82.20454545454545
2015-08-26,72.87,0.88,82.80681818181819
2015-08-27,73.51,0.88,83.53409090909092
2015-08-28,73.51,0.88,83.53409090909092
2015-08-31,72.78,0.88,82.70454545454545
2015-09-01,71.52,0.88,81.27272727272727
2015-09-02,74.05,0.88,84.14772727272727
2015-09-03,75.35,0.88,85.625
2015-09-04,74.67,0.88,84.85227272727273
2015-09-08,76.64,0.88,87.0909090909091
2015-09-09,75.58,0.88,85.88636363636364
2015-09-10,75.7,0.88,86.02272727272728
2015-09-11,76.56,0.88,87.0
2015-09-14,75.86,0.88,86.20454545454545
2015-09-15,78.03,0.88,88.67045454545455
2015-09-16,78.49,0.88,89.19318181818181
2015-09-17,78.0,0.88,88.63636363636364
2015-09-18,77.32,0.88,87.86363636363636
2015-09-21,77.66,0.88,88.25
2015-09-22,75.66,0.88,85.97727272727272
2015-09-23,75.37,0.88,85.64772727272728
2015-09-24,73.54,0.88,83.56818181818183
2015-09-25,73.77,0.88,83.82954545454545
2015-09-28,71.82,0.88,81.61363636363636
2015-09-29,71.77,0.88,81.55681818181817
2015-09-30,71.4,0.88,81.13636363636364
2015-10-01,71.78,0.88,81.56818181818181
2015-10-02,72.6,0.88,82.5
2015-10-05,73.24,0.88,83.22727272727272
2015-10-06,73.65,0.88,83.69318181818183
2015-10-07,74.41,0.88,84.55681818181817
2015-10-08,75.35,0.88,85.625
2015-10-09,76.1,0.88,86.47727272727272
2015-10-12,75.72,0.88,86.04545454545455
2015-10-13,72.72,0.88,82.63636363636364
2015-10-14,75.09,0.88,85.32954545454545
2015-10-15,74.92,0.88,85.13636363636364
2015-10-16,75.34,0.88,85.61363636363637
2015-10-19,76.1,0.88,86.47727272727272
2015-10-20,76.92,0.88,87.4090909090909
2015-10-21,77.16,0.88,87.68181818181817
2015-10-22,76.98,0.88,87.47727272727273
2015-10-23,78.48,0.99,79.27272727272728
2015-10-26,77.9,0.99,78.68686868686869
2015-10-27,75.7,0.99,76.46464646464646
2015-10-28,75.9,0.99,76.66666666666667
2015-10-29,76.97,0.99,77.74747474747474
2015-10-30,76.37,0.99,77.14141414141415
2015-11-02,76.6,0.99,77.37373737373737
2015-11-03,75.91,0.99,76.67676767676767
2015-11-04,75.43,0.99,76.1919191919192
2015-11-05,74.91,0.99,75.66666666666666
2015-11-06,76.58,0.99,77.35353535353535
2015-11-09,74.91,0.99,75.66666666666666
2015-11-10,75.59,0.99,76.35353535353536
2015-11-11,74.73,0.99,75.48484848484848
2015-11-12,74.09,0.99,74.83838383838385
2015-11-13,74.15,0.99,74.89898989898991
2015-11-16,75.09,0.99,75.84848484848486
2015-11-17,75.89,0.99,76.65656565656566
2015-11-18,77.54,0.99,78.32323232323233
2015-11-19,77.6,0.99,78.38383838383838
2015-11-20,77.47,0.99,78.25252525252525
2015-11-23,77.26,0.99,78.04040404040404
2015-11-24,77.35,0.99,78.13131313131312
2015-11-25,78.07,0.99,78.85858585858585
2015-11-27,79.0,0.99,79.79797979797979
2015-11-30,78.24,0.99,79.03030303030303
2015-12-01,79.23,0.99,80.03030303030303
2015-12-02,78.01,0.99,78.7979797979798
2015-12-03,77.01,0.99,77.7878787878788
2015-12-04,77.63,0.99,78.41414141414141
2015-12-07,75.7,0.99,76.46464646464646
2015-12-08,73.7,0.99,74.44444444444444
2015-12-09,74.21,0.99,74.95959595959596
2015-12-10,73.79,0.99,74.53535353535354
2015-12-11,73.17,0.99,73.9090909090909
2015-12-14,73.56,0.99,74.30303030303031
2015-12-15,72.96,0.99,73.69696969696969
2015-12-16,73.99,0.99,74.73737373737373
2015-12-17,72.58,0.99,73.31313131313131
2015-12-18,70.62,0.99,71.33333333333334
2015-12-21,71.07,0.99,71.78787878787878
2015-12-22,72.17,0.99,72.8989898989899
2015-12-23,72.67,0.99,73.4040404040404
2015-12-24,72.97,0.99,73.70707070707071
2015-12-28,72.88,0.99,73.6161616161616
2015-12-29,73.51,0.99,74.25252525252526
2015-12-30,73.03,0.99,73.76767676767678
2015-12-31,73.36,0.99,74.1010101010101
2016-01-04,71.32,0.99,72.04040404040403
2016-01-05,72.06,0.99,72.7878787878788
2016-01-06,70.92,0.99,71.63636363636364
2016-01-07,68.92,0.99,69.61616161616162
2016-01-08,68.19,0.99,68.87878787878788
2016-01-11,67.35,0.99,68.03030303030303
2016-01-12,67.71,0.99,68.39393939393939
2016-01-13,65.73,0.99,66.3939393939394
2016-01-14,65.56,0.99,66.22222222222223
2016-01-15,65.19,0.99,65.84848484848484
2016-01-19,65.27,0.99,65.92929292929293
2016-01-20,65.72,0.99,66.38383838383838
2016-01-21,66.99,0.99,67.66666666666666
2016-01-22,68.22,0.99,68.9090909090909
2016-01-25,68.83,0.99,69.52525252525253
2016-01-26,71.39,0.99,72.11111111111111
2016-01-27,69.97,0.99,70.67676767676768
2016-01-28,70.25,0.99,70.95959595959596
2016-01-29,72.7,0.99,73.43434343434343
2016-02-01,73.3,0.99,74.04040404040404
2016-02-02,71.66,0.99,72.38383838383838
2016-02-03,72.3,0.99,73.03030303030303
2016-02-04,75.02,0.99,75.77777777777777
2016-02-05,74.76,0.99,75.51515151515152
2016-02-08,75.2,0.99,75.95959595959596
2016-02-09,75.12,0.99,75.87878787878789
2016-02-10,73.29,0.99,74.03030303030303
2016-02-11,72.97,0.99,73.70707070707071
2016-02-12,74.43,0.99,75.18181818181819
2016-02-16,75.55,0.99,76.31313131313131
2016-02-17,77.09,0.99,77.86868686868688
2016-02-18,77.36,0.99,78.14141414141415
2016-02-19,76.76,0.99,77.53535353535354
2016-02-22,77.33,0.99,78.11111111111111
2016-02-23,76.14,1.01,75.38613861386139
2016-02-24,75.8,1.01,75.04950495049505
2016-02-25,77.15,1.01,76.38613861386139
2016-02-26,78.05,1.01,77.27722772277227
2016-02-29,76.29,1.01,75.53465346534654
2016-03-01,77.69,1.01,76.92079207920791
2016-03-02,77.32,1.01,76.55445544554455
2016-03-03,78.52,1.01,77.74257425742574
2016-03-04,79.39,1.01,78.60396039603961
2016-03-07,79.95,1.01,79.15841584158416
2016-03-08,78.29,1.01,77.51485148514853
2016-03-09,79.76,1.01,78.97029702970298
2016-03-10,80.97,1.01,80.16831683168317
2016-03-11,82.36,1.01,81.54455445544555
2016-03-14,82.13,1.01,81.31683168316832
2016-03-15,81.73,1.01,80.92079207920793
2016-03-16,82.42,1.01,81.60396039603961
2016-03-17,84.46,1.01,83.62376237623762
2016-03-18,86.71,1.01,85.85148514851484
2016-03-21,86.37,1.01,85.51485148514851
2016-03-22,85.72,1.01,84.87128712871286
2016-03-23,86.03,1.01,85.17821782178218
2016-03-24,86.01,1.01,85.15841584158416
2016-03-28,84.15,1.01,83.31683168316832
2016-03-29,84.45,1.01,83.61386138613861
2016-03-30,84.14,1.01,83.3069306930693
2016-03-31,84.24,1.01,83.4059405940594
