date,TTWO,TTWO_EPS,PE Ratio
1998-05-01,5.5,,
1998-05-04,5.33,,
1998-05-05,5.33,,
1998-05-06,5.54,,
1998-05-07,5.71,,
1998-05-08,5.71,,
1998-05-11,5.54,,
1998-05-12,5.58,,
1998-05-13,5.63,,
1998-05-14,5.63,,
1998-05-15,5.25,,
1998-05-18,5.25,,
1998-05-19,5.33,,
1998-05-20,5.29,,
1998-05-21,5.17,,
1998-05-22,5.08,,
1998-05-26,5.08,,
1998-05-27,5.13,,
1998-05-28,5.08,,
1998-05-29,5.17,,
1998-06-01,5.17,,
1998-06-02,5.21,,
1998-06-03,5.08,,
1998-06-04,5.0,,
1998-06-05,5.17,,
1998-06-08,5.17,,
1998-06-09,5.17,,
1998-06-10,5.0,,
1998-06-11,4.75,,
1998-06-12,4.75,,
1998-06-15,4.42,,
1998-06-16,4.56,,
1998-06-17,4.71,,
1998-06-18,4.67,,
1998-06-19,4.25,,
1998-06-22,4.0,,
1998-06-23,3.88,,
1998-06-24,3.67,,
1998-06-25,3.79,,
1998-06-26,3.83,,
1998-06-29,3.83,,
1998-06-30,4.0,,
1998-07-01,3.83,,
1998-07-02,3.67,,
1998-07-06,3.75,,
1998-07-07,3.75,,
1998-07-08,3.67,,
1998-07-09,4.0,,
1998-07-10,4.17,,
1998-07-13,3.92,,
1998-07-14,3.92,,
1998-07-15,4.21,,
1998-07-16,4.38,,
1998-07-17,4.67,,
1998-07-20,4.5,,
1998-07-21,4.58,,
1998-07-22,4.5,,
1998-07-23,4.5,,
1998-07-24,4.54,,
1998-07-27,4.42,,
1998-07-28,4.17,,
1998-07-29,4.0,,
1998-07-30,4.0,,
1998-07-31,4.04,,
1998-08-03,3.79,,
1998-08-04,3.58,,
1998-08-05,3.42,,
1998-08-06,3.67,,
1998-08-07,3.58,,
1998-08-10,3.58,,
1998-08-11,3.54,,
1998-08-12,3.67,,
1998-08-13,3.83,,
1998-08-14,3.83,,
1998-08-17,4.08,,
1998-08-18,4.42,,
1998-08-19,4.33,,
1998-08-20,4.0,,
1998-08-21,4.08,,
1998-08-24,4.02,,
1998-08-25,3.96,,
1998-08-26,4.0,,
1998-08-27,3.96,,
1998-08-28,3.75,,
1998-08-31,3.5,,
1998-09-01,3.46,,
1998-09-02,3.42,,
1998-09-03,3.58,,
1998-09-04,3.58,,
1998-09-08,3.54,,
1998-09-09,3.67,,
1998-09-10,3.58,,
1998-09-11,3.67,,
1998-09-14,3.5,,
1998-09-15,3.63,,
1998-09-16,3.67,,
1998-09-17,3.71,,
1998-09-18,3.75,,
1998-09-21,3.63,,
1998-09-22,4.29,,
1998-09-23,4.17,,
1998-09-24,4.25,,
1998-09-25,3.67,,
1998-09-28,3.67,,
1998-09-29,3.75,,
1998-09-30,4.04,,
1998-10-01,3.83,,
1998-10-02,3.67,,
1998-10-05,3.67,,
1998-10-06,3.54,,
1998-10-07,3.58,,
1998-10-08,3.5,,
1998-10-09,3.54,,
1998-10-12,3.83,,
1998-10-13,3.92,,
1998-10-14,3.83,,
1998-10-15,4.17,,
1998-10-16,3.92,,
1998-10-19,3.92,,
1998-10-20,3.83,,
1998-10-21,3.75,,
1998-10-22,3.9,,
1998-10-23,3.88,,
1998-10-26,3.9,,
1998-10-27,4.0,,
1998-10-28,3.96,,
1998-10-29,3.98,,
1998-10-30,4.33,,
1998-11-02,4.25,,
1998-11-03,4.17,,
1998-11-04,4.29,,
1998-11-05,4.1,,
1998-11-06,4.17,,
1998-11-09,4.21,,
1998-11-10,4.17,,
1998-11-11,4.42,,
1998-11-12,4.25,,
1998-11-13,4.5,,
1998-11-16,4.31,,
1998-11-17,4.21,,
1998-11-18,4.33,,
1998-11-19,4.33,,
1998-11-20,4.42,,
1998-11-23,4.5,,
1998-11-24,4.29,,
1998-11-25,4.29,,
1998-11-27,4.42,,
1998-11-30,4.35,,
1998-12-01,4.27,,
1998-12-02,4.33,,
1998-12-03,4.25,,
1998-12-04,4.25,,
1998-12-07,4.21,,
1998-12-08,4.25,,
1998-12-09,4.29,,
1998-12-10,4.17,,
1998-12-11,4.17,,
1998-12-14,4.21,,
1998-12-15,4.21,,
1998-12-16,4.38,,
1998-12-17,4.38,,
1998-12-18,4.83,,
1998-12-21,4.33,,
1998-12-22,4.5,,
1998-12-23,4.31,,
1998-12-24,4.5,,
1998-12-28,4.33,,
1998-12-29,4.29,,
1998-12-30,4.79,,
1998-12-31,5.5,,
1999-01-04,5.75,,
1999-01-05,5.67,,
1999-01-06,5.75,,
1999-01-07,5.5,,
1999-01-08,6.88,,
1999-01-11,7.83,,
1999-01-12,8.04,,
1999-01-13,7.42,,
1999-01-14,7.17,,
1999-01-15,7.42,,
1999-01-19,7.63,,
1999-01-20,7.67,,
1999-01-21,7.17,,
1999-01-22,7.67,,
1999-01-25,7.67,,
1999-01-26,7.79,,
1999-01-27,8.38,,
1999-01-28,8.17,,
1999-01-29,8.71,,
1999-02-01,8.38,,
1999-02-02,7.83,,
1999-02-03,8.08,,
1999-02-04,7.92,,
1999-02-05,8.83,,
1999-02-08,8.58,,
1999-02-09,8.04,,
1999-02-10,7.83,,
1999-02-11,7.58,,
1999-02-12,6.96,,
1999-02-16,7.17,,
1999-02-17,7.29,,
1999-02-18,7.17,,
1999-02-19,7.42,,
1999-02-22,7.33,,
1999-02-23,6.75,,
1999-02-24,7.35,,
1999-02-25,7.21,,
1999-02-26,7.25,,
1999-03-01,7.08,,
1999-03-02,6.75,,
1999-03-03,6.25,,
1999-03-04,5.54,,
1999-03-05,5.67,,
1999-03-08,5.67,,
1999-03-09,5.96,,
1999-03-10,6.19,,
1999-03-11,6.71,,
1999-03-12,6.67,,
1999-03-15,6.46,,
1999-03-16,6.29,,
1999-03-17,6.04,,
1999-03-18,6.0,,
1999-03-19,5.83,,
1999-03-22,5.58,,
1999-03-23,5.67,,
1999-03-24,5.67,,
1999-03-25,5.5,,
1999-03-26,5.25,,
1999-03-29,5.17,,
1999-03-30,5.54,,
1999-03-31,5.42,,
1999-04-01,5.46,,
1999-04-05,5.25,,
1999-04-06,6.58,,
1999-04-07,6.42,,
1999-04-08,6.71,,
1999-04-09,6.92,,
1999-04-12,6.54,,
1999-04-13,6.33,,
1999-04-14,5.75,,
1999-04-15,5.67,,
1999-04-16,6.0,,
1999-04-19,5.5,,
1999-04-20,5.92,,
1999-04-21,6.54,,
1999-04-22,6.33,,
1999-04-23,6.5,,
1999-04-26,6.33,,
1999-04-27,6.08,,
1999-04-28,5.83,,
1999-04-29,5.67,,
1999-04-30,6.38,,
1999-05-03,6.33,,
1999-05-04,6.21,,
1999-05-05,5.77,,
1999-05-06,5.38,,
1999-05-07,5.33,,
1999-05-10,5.29,,
1999-05-11,5.21,,
1999-05-12,5.17,,
1999-05-13,5.21,,
1999-05-14,5.17,,
1999-05-17,5.17,,
1999-05-18,5.21,,
1999-05-19,5.04,,
1999-05-20,5.17,,
1999-05-21,5.96,,
1999-05-24,5.83,,
1999-05-25,5.5,,
1999-05-26,5.75,,
1999-05-27,5.63,,
1999-05-28,5.42,,
1999-06-01,5.25,,
1999-06-02,5.13,,
1999-06-03,4.83,,
1999-06-04,5.13,,
1999-06-07,5.5,,
1999-06-08,5.33,,
1999-06-09,5.29,,
1999-06-10,5.19,,
1999-06-11,5.0,,
1999-06-14,4.92,,
1999-06-15,4.75,,
1999-06-16,4.92,,
1999-06-17,4.92,,
1999-06-18,5.0,,
1999-06-21,4.83,,
1999-06-22,4.79,,
1999-06-23,4.94,,
1999-06-24,4.75,,
1999-06-25,4.67,,
1999-06-28,4.88,,
1999-06-29,5.08,,
1999-06-30,5.08,,
1999-07-01,4.96,,
1999-07-02,5.29,,
1999-07-06,5.27,,
1999-07-07,5.13,,
1999-07-08,5.13,,
1999-07-09,5.1,,
1999-07-12,5.29,,
1999-07-13,5.58,,
1999-07-14,5.75,,
1999-07-15,5.83,,
1999-07-16,6.04,,
1999-07-19,5.83,,
1999-07-20,5.96,,
1999-07-21,5.79,,
1999-07-22,5.73,,
1999-07-23,5.67,,
1999-07-26,5.31,,
1999-07-27,5.29,,
1999-07-28,5.42,,
1999-07-29,5.25,,
1999-07-30,5.29,,
1999-08-02,5.42,,
1999-08-03,5.21,,
1999-08-04,5.13,,
1999-08-05,5.13,,
1999-08-06,5.58,,
1999-08-09,5.29,,
1999-08-10,5.17,,
1999-08-11,5.17,,
1999-08-12,5.21,,
1999-08-13,5.04,,
1999-08-16,5.38,,
1999-08-17,5.65,,
1999-08-18,5.75,,
1999-08-19,5.94,,
1999-08-20,5.88,,
1999-08-23,6.33,,
1999-08-24,6.5,,
1999-08-25,6.35,,
1999-08-26,6.63,,
1999-08-27,6.42,,
1999-08-30,6.29,,
1999-08-31,6.06,,
1999-09-01,5.96,,
1999-09-02,5.75,,
1999-09-03,6.0,,
1999-09-07,5.92,,
1999-09-08,5.92,,
1999-09-09,6.38,,
1999-09-10,6.5,,
1999-09-13,6.42,,
1999-09-14,6.54,,
1999-09-15,6.67,,
1999-09-16,7.0,,
1999-09-17,6.83,,
1999-09-20,6.88,,
1999-09-21,6.88,,
1999-09-22,6.88,,
1999-09-23,6.96,,
1999-09-24,7.33,,
1999-09-27,7.29,,
1999-09-28,7.0,,
1999-09-29,7.17,,
1999-09-30,7.38,,
1999-10-01,7.04,,
1999-10-04,7.21,,
1999-10-05,7.0,,
1999-10-06,6.71,,
1999-10-07,6.67,,
1999-10-08,6.63,,
1999-10-11,6.58,,
1999-10-12,6.71,,
1999-10-13,6.58,,
1999-10-14,6.5,,
1999-10-15,6.17,,
1999-10-18,5.42,,
1999-10-19,5.79,,
1999-10-20,6.25,,
1999-10-21,6.46,,
1999-10-22,6.63,,
1999-10-25,6.92,,
1999-10-26,6.67,,
1999-10-27,6.83,,
1999-10-28,6.83,,
1999-10-29,6.92,,
1999-11-01,6.88,,
1999-11-02,7.04,,
1999-11-03,7.38,,
1999-11-04,7.38,,
1999-11-05,7.58,,
1999-11-08,7.58,,
1999-11-09,7.5,,
1999-11-10,7.38,,
1999-11-11,7.46,,
1999-11-12,7.25,,
1999-11-15,7.29,,
1999-11-16,7.67,,
1999-11-17,7.83,,
1999-11-18,8.42,,
1999-11-19,8.63,,
1999-11-22,8.0,,
1999-11-23,8.0,,
1999-11-24,8.67,,
1999-11-26,8.67,,
1999-11-29,8.92,,
1999-11-30,8.54,,
1999-12-01,8.38,,
1999-12-02,9.04,,
1999-12-03,9.25,,
1999-12-06,9.58,,
1999-12-07,10.5,,
1999-12-08,10.58,,
1999-12-09,10.46,,
1999-12-10,10.88,,
1999-12-13,11.33,,
1999-12-14,10.88,,
1999-12-15,11.29,,
1999-12-16,10.13,,
1999-12-17,9.92,,
1999-12-20,9.13,,
1999-12-21,8.92,,
1999-12-22,9.33,,
1999-12-23,9.67,,
1999-12-27,9.63,,
1999-12-28,9.5,,
1999-12-29,8.96,,
1999-12-30,8.83,,
1999-12-31,8.63,,
2000-01-03,9.13,,
2000-01-04,8.88,,
2000-01-05,8.83,,
2000-01-06,8.75,,
2000-01-07,9.0,,
2000-01-10,9.17,,
2000-01-11,8.96,,
2000-01-12,8.67,,
2000-01-13,9.29,,
2000-01-14,9.54,,
2000-01-18,9.33,,
2000-01-19,8.88,,
2000-01-20,8.88,,
2000-01-21,7.92,,
2000-01-24,7.5,,
2000-01-25,7.58,,
2000-01-26,8.0,,
2000-01-27,8.01,,
2000-01-28,7.88,,
2000-01-31,8.29,,
2000-02-01,8.0,,
2000-02-02,8.0,,
2000-02-03,7.88,,
2000-02-04,8.08,,
2000-02-07,8.0,,
2000-02-08,8.75,,
2000-02-09,9.29,,
2000-02-10,9.42,,
2000-02-11,9.17,,
2000-02-14,8.96,,
2000-02-15,8.79,,
2000-02-16,9.25,,
2000-02-17,8.71,,
2000-02-18,8.75,,
2000-02-22,8.88,,
2000-02-23,9.42,,
2000-02-24,8.67,,
2000-02-25,8.58,,
2000-02-28,8.25,,
2000-02-29,8.29,,
2000-03-01,9.33,,
2000-03-02,9.92,,
2000-03-03,10.5,,
2000-03-06,10.46,,
2000-03-07,10.94,,
2000-03-08,11.96,,
2000-03-09,12.42,,
2000-03-10,10.75,,
2000-03-13,11.08,,
2000-03-14,10.04,,
2000-03-15,9.96,,
2000-03-16,9.92,,
2000-03-17,10.0,,
2000-03-20,9.79,,
2000-03-21,10.33,,
2000-03-22,10.33,,
2000-03-23,9.75,,
2000-03-24,8.92,,
2000-03-27,9.17,,
2000-03-28,9.0,,
2000-03-29,8.96,,
2000-03-30,8.29,,
2000-03-31,8.83,,
2000-04-03,8.63,,
2000-04-04,8.0,,
2000-04-05,8.42,,
2000-04-06,8.63,,
2000-04-07,8.08,,
2000-04-10,7.08,,
2000-04-11,6.83,,
2000-04-12,6.33,,
2000-04-13,6.42,,
2000-04-14,5.5,,
2000-04-17,5.83,,
2000-04-18,6.58,,
2000-04-19,6.67,,
2000-04-20,6.67,,
2000-04-24,6.42,,
2000-04-25,6.0,,
2000-04-26,6.0,,
2000-04-27,6.04,,
2000-04-28,6.42,,
2000-05-01,6.96,,
2000-05-02,7.29,,
2000-05-03,7.04,,
2000-05-04,7.08,,
2000-05-05,7.38,,
2000-05-08,7.33,,
2000-05-09,7.42,,
2000-05-10,7.13,,
2000-05-11,7.58,,
2000-05-12,7.54,,
2000-05-15,7.83,,
2000-05-16,8.0,,
2000-05-17,8.58,,
2000-05-18,8.42,,
2000-05-19,8.33,,
2000-05-22,8.21,,
2000-05-23,7.83,,
2000-05-24,7.58,,
2000-05-25,6.88,,
2000-05-26,6.58,,
2000-05-30,6.67,,
2000-05-31,6.04,,
2000-06-01,6.83,,
2000-06-02,7.79,,
2000-06-05,7.75,,
2000-06-06,7.46,,
2000-06-07,7.25,,
2000-06-08,7.33,,
2000-06-09,7.54,,
2000-06-12,8.21,,
2000-06-13,8.25,,
2000-06-14,8.5,,
2000-06-15,8.46,,
2000-06-16,8.42,,
2000-06-19,7.88,,
2000-06-20,7.29,,
2000-06-21,7.58,,
2000-06-22,7.54,,
2000-06-23,7.63,,
2000-06-26,7.71,,
2000-06-27,7.42,,
2000-06-28,7.75,,
2000-06-29,7.75,,
2000-06-30,8.08,,
2000-07-03,8.08,,
2000-07-05,8.25,,
2000-07-06,8.67,,
2000-07-07,8.65,,
2000-07-10,7.92,,
2000-07-11,8.21,,
2000-07-12,8.58,,
2000-07-13,7.83,,
2000-07-14,7.67,,
2000-07-17,7.5,,
2000-07-18,7.58,,
2000-07-19,7.46,,
2000-07-20,7.25,,
2000-07-21,6.79,,
2000-07-24,6.63,,
2000-07-25,6.67,,
2000-07-26,7.17,,
2000-07-27,6.71,,
2000-07-28,6.33,,
2000-07-31,6.63,,
2000-08-01,6.58,,
2000-08-02,6.66,,
2000-08-03,6.48,,
2000-08-04,6.14,,
2000-08-07,6.08,,
2000-08-08,7.29,,
2000-08-09,7.29,,
2000-08-10,7.25,,
2000-08-11,7.04,,
2000-08-14,7.33,,
2000-08-15,7.5,,
2000-08-16,7.5,,
2000-08-17,7.58,,
2000-08-18,7.5,,
2000-08-21,7.67,,
2000-08-22,7.96,,
2000-08-23,7.83,,
2000-08-24,8.5,,
2000-08-25,9.13,,
2000-08-28,9.08,,
2000-08-29,9.08,,
2000-08-30,9.21,,
2000-08-31,9.24,,
2000-09-01,9.29,,
2000-09-05,9.5,,
2000-09-06,10.83,,
2000-09-07,10.79,,
2000-09-08,10.67,,
2000-09-11,10.67,,
2000-09-12,10.58,,
2000-09-13,10.38,,
2000-09-14,10.58,,
2000-09-15,10.67,,
2000-09-18,10.54,,
2000-09-19,10.0,,
2000-09-20,10.04,,
2000-09-21,9.38,,
2000-09-22,9.55,,
2000-09-25,9.46,,
2000-09-26,8.96,,
2000-09-27,7.5,,
2000-09-28,8.42,,
2000-09-29,8.38,,
2000-10-02,8.17,,
2000-10-03,7.88,,
2000-10-04,8.33,,
2000-10-05,8.67,,
2000-10-06,8.42,,
2000-10-09,8.29,,
2000-10-10,8.13,,
2000-10-11,7.75,,
2000-10-12,7.46,,
2000-10-13,7.83,,
2000-10-16,7.88,,
2000-10-17,7.42,,
2000-10-18,7.13,,
2000-10-19,8.04,,
2000-10-20,8.46,,
2000-10-23,8.63,,
2000-10-24,8.67,,
2000-10-25,8.33,,
2000-10-26,8.29,,
2000-10-27,8.17,,
2000-10-30,8.17,,
2000-10-31,8.29,,
2000-11-01,8.21,,
2000-11-02,8.25,,
2000-11-03,8.25,,
2000-11-06,8.42,,
2000-11-07,8.46,,
2000-11-08,8.46,,
2000-11-09,8.29,,
2000-11-10,7.71,,
2000-11-13,7.35,,
2000-11-14,7.5,,
2000-11-15,7.58,,
2000-11-16,7.33,,
2000-11-17,7.04,,
2000-11-20,6.5,,
2000-11-21,5.88,,
2000-11-22,6.0,,
2000-11-24,6.25,,
2000-11-27,6.04,,
2000-11-28,5.75,,
2000-11-29,6.13,,
2000-11-30,6.46,,
2000-12-01,6.58,,
2000-12-04,6.25,,
2000-12-05,6.54,,
2000-12-06,6.33,,
2000-12-07,6.21,,
2000-12-08,6.67,,
2000-12-11,6.67,,
2000-12-12,6.79,,
2000-12-13,6.58,,
2000-12-14,6.46,,
2000-12-15,6.38,,
2000-12-18,5.88,,
2000-12-19,6.29,,
2000-12-20,6.1,,
2000-12-21,6.13,,
2000-12-22,6.33,,
2000-12-26,6.58,,
2000-12-27,6.71,,
2000-12-28,7.29,,
2000-12-29,7.67,,
2001-01-02,7.25,,
2001-01-03,7.5,,
2001-01-04,7.63,,
2001-01-05,7.46,,
2001-01-08,7.04,,
2001-01-09,6.79,,
2001-01-10,7.0,,
2001-01-11,7.0,,
2001-01-12,7.92,,
2001-01-16,8.33,,
2001-01-17,8.0,,
2001-01-18,7.88,,
2001-01-19,8.33,,
2001-01-22,8.17,,
2001-01-23,8.17,,
2001-01-24,8.04,,
2001-01-25,7.79,,
2001-01-26,7.38,,
2001-01-29,7.33,,
2001-01-30,7.67,,
2001-01-31,8.13,,
2001-02-01,8.67,,
2001-02-02,8.5,,
2001-02-05,8.21,,
2001-02-06,8.21,,
2001-02-07,8.46,,
2001-02-08,8.54,,
2001-02-09,8.54,,
2001-02-12,8.63,,
2001-02-13,8.46,,
2001-02-14,8.13,,
2001-02-15,8.13,,
2001-02-16,7.92,,
2001-02-20,7.63,,
2001-02-21,7.71,,
2001-02-22,7.88,,
2001-02-23,7.75,,
2001-02-26,8.21,,
2001-02-27,7.75,,
2001-02-28,7.67,,
2001-03-01,7.54,,
2001-03-02,7.67,,
2001-03-05,7.71,,
2001-03-06,7.33,,
2001-03-07,7.5,,
2001-03-08,7.38,,
2001-03-09,7.79,,
2001-03-12,7.79,,
2001-03-13,8.04,,
2001-03-14,8.21,,
2001-03-15,8.25,,
2001-03-16,8.29,,
2001-03-19,8.29,,
2001-03-20,8.29,,
2001-03-21,8.17,,
2001-03-22,8.21,,
2001-03-23,8.46,,
2001-03-26,9.25,,
2001-03-27,9.5,,
2001-03-28,9.38,,
2001-03-29,9.0,,
2001-03-30,9.51,,
2001-04-02,8.83,,
2001-04-03,8.17,,
2001-04-04,7.33,,
2001-04-05,8.13,,
2001-04-06,8.17,,
2001-04-09,8.07,,
2001-04-10,8.36,,
2001-04-11,8.53,,
2001-04-12,8.5,,
2001-04-16,8.63,,
2001-04-17,8.58,,
2001-04-18,9.01,,
2001-04-19,8.53,,
2001-04-20,8.27,,
2001-04-23,8.33,,
2001-04-24,9.32,,
2001-04-25,9.33,,
2001-04-26,9.29,,
2001-04-27,9.25,,
2001-04-30,9.29,,
2001-05-01,10.05,,
2001-05-02,10.34,,
2001-05-03,10.28,,
2001-05-04,9.91,,
2001-05-07,9.91,,
2001-05-08,9.93,,
2001-05-09,10.79,,
2001-05-10,10.8,,
2001-05-11,10.82,,
2001-05-14,10.85,,
2001-05-15,11.16,,
2001-05-16,11.39,,
2001-05-17,11.06,,
2001-05-18,10.61,,
2001-05-21,10.69,,
2001-05-22,10.98,,
2001-05-23,11.65,,
2001-05-24,12.93,,
2001-05-25,13.37,,
2001-05-29,14.1,,
2001-05-30,13.58,,
2001-05-31,13.84,,
2001-06-01,13.93,,
2001-06-04,13.7,,
2001-06-05,14.15,,
2001-06-06,14.87,,
2001-06-07,15.97,,
2001-06-08,15.79,,
2001-06-11,14.06,,
2001-06-12,14.34,,
2001-06-13,15.03,,
2001-06-14,14.2,,
2001-06-15,13.81,,
2001-06-18,14.07,,
2001-06-19,14.37,,
2001-06-20,13.73,,
2001-06-21,12.17,,
2001-06-22,11.81,,
2001-06-25,12.86,,
2001-06-26,12.67,,
2001-06-27,12.24,,
2001-06-28,12.44,,
2001-06-29,12.37,,
2001-07-02,12.25,,
2001-07-03,11.7,,
2001-07-05,10.88,,
2001-07-06,12.01,,
2001-07-09,11.81,,
2001-07-10,11.93,,
2001-07-11,11.21,,
2001-07-12,11.28,,
2001-07-13,11.65,,
2001-07-16,11.93,,
