date,WAT,dcf,Deviation
2010-07-15,65.07,6211383580.0,-0.9999999895240732
2010-07-16,63.02,6256325500.0,-0.9999999899269947
2010-07-19,63.5,6302203710.0,-0.9999999899241594
2010-07-20,63.99,6199211810.0,-0.99999998967772
2010-07-21,62.89,6349018209.999999,-0.9999999900945314
2010-07-22,64.49,6358381110.0,-0.9999999898574812
2010-07-23,64.59,6486652839.999999,-0.9999999900426304
2010-07-26,65.96,6185167460.0,-0.9999999893357778
2010-07-27,62.74,6458564140.0,-0.9999999902857665
2010-07-28,65.66,6376170620.0,-0.9999999897022831
2010-07-29,64.78,6318120640.0,-0.999999989746951
2010-07-30,64.16,6449201240.0,-0.9999999900514812
2010-08-02,65.56,6491334290.000001,-0.9999999899003815
2010-08-03,66.01,6569046360.0,-0.9999999899513573
2010-08-04,66.84,6524104440.0,-0.9999999897549157
2010-08-05,66.36,6529722180.0,-0.9999999898372399
2010-08-06,66.42,6569982649.999999,-0.9999999898903843
2010-08-09,66.85,6525040730.0,-0.9999999897548533
2010-08-10,66.37,6366807720.000001,-0.9999999895756236
2010-08-11,64.68,6215128740.0,-0.999999989593136
2010-08-12,63.06,6152397310.0,-0.9999999897503369
2010-08-13,62.39,6111200550.0,-0.9999999897908767
2010-08-16,61.95,6343400470.000001,-0.9999999902339447
2010-08-17,64.43,6351827080.0,-0.9999999898564619
2010-08-18,64.52,6165505370.0,-0.9999999895353266
2010-08-19,62.53,6179549720.0,-0.9999999898811398
2010-08-20,62.68,6178613430.0,-0.9999999898553291
2010-08-23,62.67,6025061870.0,-0.999999989598447
2010-08-24,61.03,6101837650.0,-0.999999989998095
2010-08-25,61.85,6048469120.0,-0.999999989774272
2010-08-26,61.28,6129926350.0,-0.9999999900031425
2010-08-27,62.15,6011017520.0,-0.9999999896606523
2010-08-30,60.88,5977311080.0,-0.9999999898148182
2010-08-31,60.52,6205765840.0,-0.999999990247779
2010-09-01,62.96,6274115010.0,-0.9999999899651186
2010-09-02,63.69,6376170620.0,-0.999999990011246
2010-09-03,64.78,6321865800.0,-0.9999999897530252
2010-09-07,64.2,6342464180.0,-0.9999999898777513
2010-09-08,64.42,6420176250.0,-0.9999999899660076
2010-09-09,65.25,6487589130.0,-0.9999999899423347
2010-09-10,65.97,6588708450.0,-0.9999999899874155
2010-09-13,67.05,6649567300.0,-0.9999999899166371
2010-09-14,67.7,6708553570.0,-0.9999999899084059
2010-09-15,68.33,6723534209.999999,-0.9999999898371901
2010-09-16,68.49,6764730970.000001,-0.9999999898754288
2010-09-17,68.93,6853678520.0,-0.9999999899426272
2010-09-20,69.88,6892066410.000001,-0.9999999898608057
2010-09-21,70.29,6939817200.0,-0.9999999898714912
2010-09-22,70.8,6836825300.0,-0.9999999896443164
2010-09-23,69.7,7004421209.999999,-0.9999999900491421
2010-09-24,71.49,6944498649.999999,-0.9999999897055204
2010-09-27,70.85,6951052680.0,-0.9999999898072992
2010-09-28,70.92,6969778480.0,-0.9999999898246408
2010-09-29,71.12,6937944620.0,-0.9999999897491254
2010-09-30,70.78,6948243810.0,-0.9999999898132532
2010-10-01,70.89,6849506770.0,-0.9999999896503496
2010-10-04,69.87,7005053920.0,-0.9999999900257727
2010-10-05,71.52,6911725630.0,-0.999999989652367
2010-10-06,70.53,6920210020.0,-0.9999999898081128
2010-10-07,70.62,6936236090.000001,-0.9999999898186857
2010-10-08,70.79,6947548610.0,-0.9999999898107945
2010-10-11,70.91,7013538310.0,-0.9999999898895541
2010-10-12,71.61,7093668659.999999,-0.9999999899050824
2010-10-13,72.46,6997512240.0,-0.9999999896448912
2010-10-14,71.44,7055960260.0,-0.9999999898752264
2010-10-15,72.06,7093668659.999999,-0.9999999898416456
2010-10-18,72.46,6948491320.0,-0.999999989571837
2010-10-19,70.92,7068215490.0,-0.9999999899663501
2010-10-20,72.19,7084241560.0,-0.9999999898097772
2010-10-21,72.36,7100267630.0,-0.9999999898088349
2010-10-22,72.53,7169085460.000001,-0.9999999898829495
2010-10-25,73.26,7171913590.000001,-0.999999989785153
2010-10-26,73.29,7242616840.000001,-0.9999999898807294
2010-10-27,74.04,7274668980.0,-0.9999999898222173
2010-10-28,74.38,7251101230.0,-0.9999999897422478
2010-10-29,74.13,7333117000.0,-0.9999999898910654
2010-11-01,75.0,7384966050.0,-0.9999999898442322
2010-11-02,75.55,7419846320.0,-0.9999999898178484
2010-11-03,75.92,7532028810.0,-0.9999999899203784
2010-11-04,77.11,7604617480.0,-0.999999989860108
2010-11-05,77.88,7577278890.0,-0.999999989721904
2010-11-08,77.59,7522601710.000001,-0.9999999896857493
2010-11-09,77.01,7477351630.0,-0.999999989700899
2010-11-10,76.53,7561252820.0,-0.9999999898786615
2010-11-11,77.42,7469809950.0,-0.9999999896356132
2010-11-12,76.45,7461325560.0,-0.9999999897538313
2010-11-15,76.36,7341601390.0,-0.9999999895989995
2010-11-16,75.09,7502804800.0,-0.9999999899917428
2010-11-17,76.8,7626299810.0,-0.9999999899295855
2010-11-18,78.11,7684747830.0,-0.9999999898357107
2010-11-19,78.73,7684747830.0,-0.9999999897550315
2010-11-22,78.73,7543341330.0,-0.9999999895629805
2010-11-23,77.23,7679091570.0,-0.9999999899428208
2010-11-24,78.67,7616872710.000001,-0.9999999896716142
2010-11-26,78.01,7579164310.0,-0.9999999897073085
2010-11-29,77.61,7509403770.0,-0.9999999896649584
2010-11-30,76.87,7682862409.999999,-0.9999999899946145
2010-12-01,78.71,7737539590.000001,-0.9999999898275157
2010-12-02,79.29,7747909400.000001,-0.9999999897662717
2010-12-03,79.4,7652695690.0,-0.9999999896245712
2010-12-06,78.39,7671549890.0,-0.9999999897817259
2010-12-07,78.59,7578221599.999999,-0.999999989629493
2010-12-08,77.6,7714914550.0,-0.9999999899415607
2010-12-09,79.05,7835581430.0,-0.9999999899114059
2010-12-10,80.33,7845008530.000001,-0.9999999897603681
2010-12-13,80.43,7809185550.0,-0.9999999897005905
2010-12-14,80.05,7744138560.0,-0.9999999896631498
2010-12-15,79.36,7848779370.0,-0.9999999898888736
2010-12-16,80.47,7820498070.0,-0.9999999897103741
2010-12-17,80.17,7848779370.0,-0.9999999897856728
2010-12-20,80.47,7809185550.0,-0.9999999896954683
2010-12-21,80.05,7791274060.0,-0.9999999897256855
2010-12-22,79.86,7764878180.0,-0.9999999897152282
2010-12-23,79.58,7743195849.999999,-0.9999999897225899
2010-12-27,79.35,7706430159.999999,-0.9999999897034038
2010-12-28,78.96,7702659320.0,-0.9999999897489948
2010-12-29,78.92,7660237370.0,-0.9999999896974472
2010-12-30,78.47,7588591409.999999,-0.9999999896594776
2010-12-31,77.71,7654349699.999999,-0.9999999898476026
2011-01-03,78.1,7610142910.0,-0.9999999897373807
2011-01-04,77.63,7625192030.000001,-0.9999999898192727
2011-01-05,77.79,7461532850.0,-0.9999999895745283
2011-01-06,76.05,7382524969.999999,-0.9999999896986465
2011-01-07,75.21,7332674760.000001,-0.9999999897431698
2011-01-10,74.68,7485047100.0,-0.9999999900227748
2011-01-11,76.3,7527372750.0,-0.9999999898636612
2011-01-12,76.75,7493512230.0,-0.9999999897578068
2011-01-13,76.39,7498215080.0,-0.9999999898122421
2011-01-14,76.44,7589450370.0,-0.9999999899281244
2011-01-18,77.41,7410742070.000001,-0.9999999895543524
2011-01-19,75.51,7437078030.000001,-0.9999999898468189
2011-01-20,75.79,7480344250.0,-0.9999999898681133
2011-01-21,76.25,7669398820.000001,-0.9999999900578909
2011-01-24,78.26,7644003429.999999,-0.9999999897619094
2011-01-25,77.99,7518907620.0,-0.9999999896274826
2011-01-26,76.66,7614845760.000001,-0.999999989932823
2011-01-27,77.68,7462473420.0,-0.9999999895905827
2011-01-28,76.06,7493512230.0,-0.9999999898498865
2011-01-31,76.39,7616726900.0,-0.9999999899707577
2011-02-01,77.7,7446483730.0,-0.9999999895655449
2011-02-02,75.89,7413563780.000001,-0.9999999897633578
2011-02-03,75.54,7397574090.0,-0.9999999897885443
2011-02-04,75.37,7469057410.0,-0.9999999899090346
2011-02-07,76.13,7536778449.999999,-0.9999999898988672
2011-02-08,76.85,7636478870.0,-0.9999999899364613
2011-02-09,77.91,7782267219.999999,-0.9999999899887786
2011-02-10,79.46,7820830590.0,-0.9999999898399539
2011-02-11,79.87,7851869400.0,-0.9999999898279001
2011-02-14,80.2,7823652300.000001,-0.9999999897490331
2011-02-15,79.9,7865037380.0,-0.9999999898411163
2011-02-16,80.34,7879145929.999999,-0.9999999898034634
2011-02-17,80.49,8150970660.0,-0.9999999901251024
2011-02-18,83.38,8110526150.0,-0.9999999897195325
2011-02-22,82.95,7878205360.0,-0.9999999894709523
2011-02-23,80.48,7983549199.999999,-0.9999999899192705
2011-02-24,81.6,8062557080.0,-0.9999999898791414
2011-02-25,82.44,8119931850.0,-0.9999999898472054
2011-02-28,83.05,8024934280.000001,-0.9999999896510056
2011-03-01,82.04,8061616510.000001,-0.999999989823381
2011-03-02,82.43,8270423050.0,-0.999999990033158
2011-03-03,84.65,8491457000.0,-0.9999999900311572
2011-03-04,87.0,8398340570.0,-0.9999999896408107
2011-03-07,86.01,8502743840.0,-0.9999999898844418
2011-03-08,87.12,8488635290.0,-0.9999999897368662
2011-03-09,86.97,8304283570.0,-0.9999999895270918
2011-03-10,85.01,8338144090.0,-0.9999999898046856
2011-03-11,85.37,8277947610.0,-0.9999999896870573
2011-03-14,84.73,8087011900.0,-0.9999999895227062
2011-03-15,82.7,7886670489.999999,-0.9999999895139526
2011-03-16,80.57,7998598320.000001,-0.9999999899269851
2011-03-17,81.76,8168841490.0,-0.9999999899912368
2011-03-18,83.57,8299580720.0,-0.9999999899308166
2011-03-21,84.96,8247849370.0,-0.999999989699133
2011-03-22,84.41,8215869990.0,-0.9999999897259816
2011-03-23,84.07,8268541910.0,-0.9999999898325483
2011-03-24,84.63,8350371500.0,-0.9999999898651216
2011-03-25,85.5,8353193210.0,-0.9999999897643933
2011-03-28,85.53,8396459430.0,-0.9999999898135636
2011-03-29,85.99,8473586170.0,-0.9999999898519943
2011-03-30,86.81,8482051300.0,-0.9999999897654475
2011-03-31,86.9,8578930010.0,-0.9999999898705316
2011-04-01,87.93,8603583260.0,-0.9999999897798397
2011-04-04,89.02,8668902360.0,-0.9999999897311106
2011-04-05,89.72,8637175940.0,-0.9999999896123455
2011-04-06,89.38,8527066600.0,-0.9999999895180836
2011-04-07,88.2,8475744450.0,-0.9999999895938344
2011-04-08,87.65,8494407050.0,-0.9999999896814458
2011-04-11,87.85,8430021080.0,-0.999999989578911
2011-04-12,87.16,8466413150.0,-0.9999999897052035
2011-04-13,87.55,8433753600.0,-0.9999999896190944
2011-04-14,87.2,8490674530.0,-0.999999989729909
2011-04-15,87.81,8318045480.0,-0.9999999894434335
2011-04-18,85.96,8360036330.0,-0.9999999897177481
2011-04-19,86.41,8663303580.0,-0.9999999900257449
2011-04-20,89.66,8769680400.0,-0.9999999897761382
2011-04-21,90.8,8763148490.0,-0.9999999896384273
2011-04-25,90.73,9471394160.0,-0.9999999904206288
2011-04-26,98.32,9470461030.0,-0.9999999896182457
2011-04-27,98.31,9437801480.0,-0.9999999895833791
2011-04-28,97.96,9441534000.0,-0.9999999896245674
2011-04-29,98.0,9468594770.0,-0.9999999896499954
2011-05-02,98.29,9394877500.0,-0.9999999895379157
2011-05-03,97.5,9336090310.0,-0.9999999895566563
2011-05-04,96.87,9222248450.0,-0.999999989496054
2011-05-05,95.65,9336090310.0,-0.9999999897548121
2011-05-06,96.87,9422871400.0,-0.9999999897196942
2011-05-09,97.8,9443400260.0,-0.9999999896435608
2011-05-10,98.02,9375281770.0,-0.9999999895448476
2011-05-11,97.29,9481658590.0,-0.999999989739137
2011-05-12,98.43,9413540100.0,-0.9999999895437849
2011-05-13,97.7,9364084210.0,-0.9999999895665185
2011-05-16,97.17,9253041740.0,-0.9999999894985884
2011-05-17,95.98,9484457980.0,-0.9999999898802863
2011-05-18,98.46,9587102280.0,-0.9999999897299521
2011-05-19,99.56,9509652490.0,-0.9999999895306374
2011-05-20,98.73,9372482380.0,-0.9999999894659711
2011-05-23,97.26,9359418560.0,-0.9999999896083288
2011-05-24,97.12,9402342540.0,-0.9999999896706593
2011-05-25,97.58,9439667740.0,-0.9999999896627717
2011-05-26,97.98,9422871400.0,-0.9999999896018956
2011-05-27,97.8,9493789280.0,-0.9999999896985284
2011-05-31,98.56,9249309220.0,-0.9999999893440691
2011-06-01,95.94,9264239300.0,-0.9999999896440499
2011-06-02,96.1,9069215130.0,-0.9999999894037137
2011-06-03,94.01,8940443190.0,-0.9999999894848614
2011-06-06,92.63,9058950700.0,-0.9999999897747539
2011-06-07,93.9,8966570830.0,-0.9999999895277691
2011-06-08,92.91,9086011470.0,-0.9999999897743911
2011-06-09,94.19,8904984250.0,-0.9999999894227775
2011-06-10,92.25,8835932630.0,-0.999999989559676
2011-06-13,91.51,8990832210.0,-0.9999999898218543
2011-06-14,93.17,8793008650.0,-0.9999999894040819
2011-06-15,91.05,8830333850.0,-0.9999999896889515
2011-06-16,91.45,8890054170.0,-0.9999999897132236
2011-06-17,92.09,8936710670.0,-0.9999999896953137
2011-06-20,92.59,9096275900.0,-0.999999989821109
2011-06-21,94.3,9072947650.0,-0.9999999896064649
2011-06-22,94.05,8988032820.0,-0.9999999895360863
2011-06-23,93.14,8833133240.0,-0.9999999894556102
2011-06-24,91.48,8947908230.0,-0.9999999897763815
2011-06-27,92.71,9070148260.0,-0.9999999897785574
2011-06-28,94.02,9194254550.0,-0.9999999897740486
2011-06-29,95.35,9230646620.0,-0.9999999896702795
2011-06-30,95.74,9407008190.0,-0.9999999898224815
2011-07-01,97.63,9481978860.0,-0.999999989703626
2011-07-05,97.93,9491309060.0,-0.9999999896821398
2011-07-06,98.03,9541692140.0,-0.999999989726141
2011-07-07,98.57,9539826100.0,-0.9999999896675266
2011-07-08,98.55,9213269100.0,-0.999999989303471
2011-07-11,95.05,9153555820.0,-0.9999999896160572
2011-07-12,94.41,9159153940.0,-0.9999999896922793
2011-07-13,94.47,9063052880.0,-0.99999998957636
2011-07-14,93.44,9086378380.0,-0.999999989716475
2011-07-15,93.69,9027598120.0,-0.9999999896218242
2011-07-18,93.06,9314968280.0,-0.9999999900096278
2011-07-19,96.14,9335494720.0,-0.9999999897016706
2011-07-20,96.36,9596740320.0,-0.9999999899590906
2011-07-21,99.16,9494108120.0,-0.9999999895556276
2011-07-22,98.06,9404538200.0,-0.9999999895731191
2011-07-25,97.1,8672117500.0,-0.999999988803196
2011-07-26,89.25,8429532300.0,-0.999999989412224
2011-07-27,86.65,8506039940.0,-0.999999989813121
2011-07-28,87.47,8545226780.0,-0.9999999897638762
2011-07-29,87.89,8395943580.0,-0.9999999895318497
2011-08-01,86.29,7981682699.999999,-0.9999999891889965
2011-08-02,81.85,8075917720.0,-0.9999999898649289
2011-08-03,82.86,7703642740.0,-0.9999999892440495
2011-08-04,78.87,7623403020.000001,-0.9999999896542267
2011-08-05,78.01,7174620400.0,-0.9999999891269509
2011-08-08,73.2,7512373639.999999,-0.9999999902560757
2011-08-09,76.82,7169955300.000001,-0.9999999892858468
2011-08-10,73.15,7411607479.999999,-0.9999999901303462
2011-08-11,75.74,7705508780.0,-0.9999999901706685
2011-08-12,78.89,7912639220.0,-0.9999999900298753
2011-08-15,81.11,7599144500.0,-0.9999999893264301
2011-08-16,77.75,7649527580.000001,-0.9999999898359736
2011-08-17,78.29,7080385380.0,-0.9999999889426923
2011-08-18,72.19,7098112760.0,-0.999999989829691
2011-08-19,72.38,7140098660.0,-0.9999999898628852
2011-08-22,72.83,7415339560.0,-0.9999999901784673
2011-08-23,75.78,7557158600.0,-0.9999999899724217
2011-08-24,77.3,7493713240.0,-0.9999999896846867
2011-08-25,76.62,7654192680.0,-0.9999999899898
2011-08-26,78.34,7837997620.0,-0.9999999900051003
2011-08-29,80.31,7864122180.0,-0.9999999897877986
2011-08-30,80.59,7796944740.0,-0.9999999896639
2011-08-31,79.87,7699910660.0,-0.9999999896271524
2011-09-01,78.83,7420937680.0,-0.9999999893773532
2011-09-02,75.84,7421870699.999999,-0.999999989781552
2011-09-06,75.85,7693379520.000001,-0.9999999901408737
2011-09-07,78.76,7531034040.0,-0.9999999895419408
2011-09-08,77.02,7307109240.0,-0.99999998945958
2011-09-09,74.62,7384549900.0,-0.9999999898951187
2011-09-12,75.45,7591680340.0,-0.9999999900614888
2011-09-13,77.67,7781083400.0,-0.9999999900180996
2011-09-14,79.7,7977950620.0,-0.9999999900099658
2011-09-15,81.81,8035797860.000001,-0.9999999898193059
2011-09-16,82.43,7867854260.0,-0.9999999895231918
2011-09-19,80.63,7925701500.0,-0.999999989826768
2011-09-20,81.25,7544096320.0,-0.999999989229989
2011-09-21,77.16,7274453540.0,-0.9999999893930177
2011-09-22,74.27,7350961180.0,-0.9999999898965594
2011-09-23,75.09,7506775520.000001,-0.9999999899970367
2011-09-26,76.76,7771753199.999999,-0.9999999901232067
2011-09-27,79.6,7531967060.0,-0.9999999894317116
2011-09-28,77.03,7599144500.0,-0.9999999898633326
2011-09-29,77.75,7388281979.999999,-0.9999999894765792
2011-09-30,75.49,7285372280.0,-0.9999999896381411
2011-10-03,73.86,7431222140.000001,-0.9999999900608543
2011-10-04,75.43,7577072000.0,-0.9999999900449672
2011-10-05,77.0,7772157799.999999,-0.9999999900928414
2011-10-06,79.1,7185042440.0,-0.9999999889910184
2011-10-07,72.78,7475813180.0,-0.9999999902646042
2011-10-10,75.91,7691336540.0,-0.9999999901304539
2011-10-11,78.23,7607728340.0,-0.9999999897170355
2011-10-12,77.33,7480458079.999999,-0.9999999896623978
2011-10-13,75.96,7600296500.0,-0.9999999900056531
2011-10-14,77.25,7411713560.0,-0.9999999895773091
2011-10-17,75.22,7545486680.0,-0.9999999900311268
2011-10-18,76.66,7485102980.0,-0.9999999897583239
2011-10-19,76.01,7643958560.0,-0.9999999900561993
2011-10-20,77.72,7910575820.0,-0.9999999901751779
2011-10-21,80.59,8147465720.0,-0.9999999901085806
2011-10-24,83.14,7753578200.000001,-0.9999999892772088
2011-10-25,78.9,7578929960.0,-0.9999999895895594
2011-10-26,77.02,7944019100.0,-0.9999999903046557
2011-10-27,80.95,8061999560.0,-0.9999999899590667
2011-10-28,82.22,7866913760.0,-0.9999999895486333
2011-10-31,80.12,7563137299.999999,-0.9999999894065126
2011-11-01,76.85,7619805079.999999,-0.9999999899144402
2011-11-02,77.46,7825109660.0,-0.9999999901010972
2011-11-03,79.67,7721063900.0,-0.9999999896814739
2011-11-04,78.55,7800027200.000001,-0.9999999899295223
2011-11-07,79.4,7995113000.0,-0.9999999900689334
2011-11-08,81.5,7621663040.0,-0.9999999893067957
2011-11-09,77.48,7663467140.000001,-0.9999999898896937
2011-11-10,77.93,7858552940.0,-0.999999990083416
2011-11-11,80.03,7805601079.999999,-0.999999989747106
2011-11-14,79.46,7785163520.0,-0.9999999897934064
2011-11-15,79.24,7731282680.0,-0.9999999897507305
2011-11-16,78.66,7499966660.0,-0.9999999895119533
2011-11-17,76.17,7369909460.0,-0.9999999896647306
2011-11-18,74.77,7330892299.999999,-0.9999999898006959
2011-11-21,74.35,7360619660.0,-0.9999999898989482
2011-11-22,74.67,7185042440.0,-0.9999999896075771
2011-11-23,72.78,7163675900.0,-0.9999999898404114
2011-11-25,72.55,7406139680.0,-0.9999999902040735
2011-11-28,75.16,7407997640.000001,-0.9999999898542085
2011-11-29,75.18,7855766000.0,-0.9999999904299594
2011-11-30,80.0,7851121100.0,-0.9999999898103724
2011-12-01,79.95,7844618240.0,-0.9999999898082994
2011-12-02,79.88,7860410900.0,-0.9999999898376813
2011-12-05,80.05,7871558660.0,-0.9999999898304766
2011-12-06,80.17,7776802700.000001,-0.9999999896911361
2011-12-07,79.15,7443298880.0,-0.9999999893662741
2011-12-08,75.56,7374554359.999999,-0.9999999897539571
2011-12-09,74.82,7255644920.000001,-0.999999989688029
2011-12-12,73.54,7154386100.0,-0.9999999897209909
2011-12-13,72.45,7097718320.0,-0.9999999897924944
2011-12-14,71.84,7106079140.000001,-0.9999999898903462
2011-12-15,71.93,7076351780.0,-0.9999999898351577
2011-12-16,71.61,7086570560.0,-0.9999999898949712
2011-12-19,71.72,7308596780.0,-0.9999999901868988
2011-12-20,74.11,7273295540.0,-0.9999999898106712
2011-12-21,73.73,7346684960.0,-0.999999989964181
2011-12-22,74.52,7353187820.0,-0.99999998986562
2011-12-23,74.59,7355974760.0,-0.9999999898599434
2011-12-27,74.62,7229633480.0,-0.9999999896785916
2011-12-28,73.26,7311383720.0,-0.9999999899800088
2011-12-29,74.14,7303022900.0,-0.9999999898480395
2011-12-30,74.05,7395150500.0,-0.9999999899866812
2012-01-03,75.94,7257586250.0,-0.9999999895364661
2012-01-04,74.45,7189265749.999999,-0.9999999896442832
2012-01-05,73.71,7229888750.000001,-0.9999999898048224
2012-01-06,74.15,7240967750.0,-0.9999999897596561
2012-01-09,74.27,7228965500.0,-0.9999999897260542
2012-01-10,74.14,7344371750.0,-0.9999999899051951
2012-01-11,75.39,7466240749.999999,-0.999999989902549
2012-01-12,76.71,7406229500.0,-0.999999989642503
2012-01-13,76.06,7565028500.0,-0.9999999899458409
2012-01-17,77.78,7427464250.000001,-0.9999999895280546
2012-01-18,76.29,7712748500.0,-0.9999999901085845
2012-01-19,79.38,7584416750.0,-0.999999989533803
2012-01-20,77.99,7655507000.0,-0.9999999898125623
2012-01-23,78.76,8235308000.0,-0.9999999904363018
2012-01-24,85.04,8500280750.0,-0.9999999899956246
2012-01-25,87.91,8411648750.0,-0.9999999895490168
2012-01-26,86.95,8399646500.0,-0.9999999896483739
2012-01-27,86.82,8348867750.0,-0.9999999896009851
2012-01-30,86.27,8376565250.0,-0.9999999897010293
2012-01-31,86.57,8539057250.0,-0.9999999898618784
2012-02-01,88.33,8580603500.0,-0.9999999897058522
2012-02-02,88.78,8646154250.0,-0.999999989731851
2012-02-03,89.49,8624919500.0,-0.999999989624251
2012-02-06,89.26,8585219750.0,-0.9999999896030617
2012-02-07,88.83,8560292000.0,-0.9999999896230175
2012-02-08,88.56,8539980500.0,-0.999999989629953
2012-02-09,88.34,8490125000.0,-0.9999999895949706
2012-02-10,87.8,8521515500.0,-0.9999999896966684
2012-02-13,88.14,8555675750.0,-0.9999999896980668
2012-02-14,88.51,8501204000.0,-0.9999999895885335
2012-02-15,87.92,8610147500.0,-0.9999999897887928
2012-02-16,89.1,8566754750.0,-0.9999999895993287
2012-02-17,88.63,8456888000.0,-0.9999999895197855
2012-02-21,87.44,8519669000.0,-0.9999999897366905
2012-02-22,88.12,8518745750.0,-0.9999999896557542
2012-02-23,88.11,8560292000.0,-0.9999999897071268
2012-02-24,88.56,8599068500.0,-0.9999999897012101
2012-02-27,88.98,8684007500.0,-0.9999999897535786
2012-02-28,89.9,8656310000.0,-0.9999999896145124
2012-02-29,89.6,8720937500.0,-0.9999999897258752
2012-03-01,90.3,8632305500.0,-0.9999999895392951
2012-03-02,89.34,8593529000.0,-0.9999999896038054
2012-03-05,88.92,8445809000.0,-0.9999999894717013
2012-03-06,87.32,8497511000.0,-0.9999999897240498
2012-03-07,87.88,8680314500.0,-0.9999999898759429
2012-03-08,89.86,8783718500.0,-0.9999999897697086
2012-03-09,90.98,8740325750.0,-0.999999989590777
2012-03-12,90.51,8902817750.0,-0.9999999898335558
2012-03-13,92.27,8894508500.0,-0.9999999896261834
2012-03-14,92.18,8982217250.0,-0.9999999897375005
2012-03-15,93.13,8966522000.0,-0.999999989613587
2012-03-16,92.96,8931438500.0,-0.9999999895918222
2012-03-19,92.58,8959136000.0,-0.9999999896664142
2012-03-20,92.88,8912973500.0,-0.9999999895792353
2012-03-21,92.38,8804953250.0,-0.9999999895081783
2012-03-22,91.21,8775409250.0,-0.9999999896061827
2012-03-23,90.89,9065309750.0,-0.9999999899738672
2012-03-26,94.03,8980370750.0,-0.9999999895293855
2012-03-27,93.11,8957289500.0,-0.9999999896051144
2012-03-28,92.86,8860348250.0,-0.9999999895195993
2012-03-29,91.81,8938824500.0,-0.9999999897290746
2012-03-30,92.66,8911569310.0,-0.9999999896022803
2012-04-02,93.99,8902542410.0,-0.9999999894423418
2012-04-03,93.89,8710269440.0,-0.9999999892207697
2012-04-04,91.76,8725615170.0,-0.9999999894838361
2012-04-05,91.93,8558617520.0,-0.9999999892587793
2012-04-09,90.08,8320307360.0,-0.9999999891734769
2012-04-10,87.44,8384398350.0,-0.9999999895711063
2012-04-11,88.15,8486402320.0,-0.9999999896127951
2012-04-12,89.28,8331139640.0,-0.999999989283579
2012-04-13,87.56,8276075550.0,-0.9999999894201063
2012-04-16,86.95,8421408640.0,-0.999999989675124
2012-04-17,88.56,8388009110.0,-0.9999999894420716
2012-04-18,88.19,8374468760.0,-0.9999999894691828
2012-04-19,88.04,8438559750.0,-0.99999998956694
2012-04-20,88.75,8401549460.0,-0.9999999894364724
2012-04-23,88.34,7811190200.0,-0.9999999886905839
2012-04-24,81.8,7943885630.0,-0.9999999897027722
2012-04-25,83.27,8036862700.0,-0.9999999896389918
2012-04-26,84.3,7993533580.0,-0.9999999894539756
2012-04-27,83.82,8019711590.0,-0.9999999895482525
2012-04-30,84.11,8002560480.0,-0.999999989489614
2012-05-01,83.92,7993533580.0,-0.999999989501514
2012-05-02,83.82,7966452880.0,-0.9999999894783788
2012-05-03,83.52,7965550190.0,-0.9999999895148486
2012-05-04,83.51,7989922820.0,-0.9999999895480842
2012-05-07,83.78,8054916500.0,-0.999999989598899
2012-05-08,84.5,8041376150.0,-0.9999999894918483
2012-05-09,84.35,8035960010.0,-0.999999989503432
2012-05-10,84.29,8083802580.0,-0.9999999895729764
2012-05-11,84.82,7995338960.0,-0.9999999893913191
2012-05-14,83.84,7930345280.0,-0.9999999894279509
2012-05-15,83.12,7935761420.000001,-0.9999999895258948
2012-05-16,83.18,7876183880.0,-0.999999989439048
2012-05-17,82.52,7721823890.0,-0.9999999893134056
2012-05-18,80.81,7878891950.0,-0.9999999897434816
2012-05-21,82.55,7898751130.0,-0.9999999895489807
2012-05-22,82.77,7837368210.0,-0.9999999894390569
2012-05-23,82.09,7851811250.0,-0.9999999895450874
2012-05-24,82.25,7838270899.999999,-0.9999999895066143
2012-05-25,82.1,7871670430.0,-0.9999999895701934
2012-05-29,82.47,7720921200.0,-0.9999999893186321
2012-05-30,80.8,7628846820.0,-0.999999989408622
2012-05-31,79.78,7384217829.999999,-0.9999999891958767
2012-06-01,77.07,7301170350.000001,-0.9999999894441581
2012-06-04,76.15,7375190930.0,-0.9999999896748436
2012-06-05,76.97,7543091270.0,-0.9999999897959607
2012-06-06,78.83,7499762149.999999,-0.999999989489
2012-06-07,78.35,7538577820.0,-0.9999999896067929
2012-06-08,78.78,7491637940.0,-0.9999999894842756
2012-06-11,78.26,7592739220.0,-0.9999999896927844
2012-06-12,79.38,7603571500.0,-0.9999999895601692
2012-06-13,79.5,7677592079.999999,-0.999999989645191
2012-06-14,80.32,7699256640.0,-0.9999999895678241
2012-06-15,80.56,7764250320.0,-0.9999999896242397
2012-06-18,81.28,7863546220.0,-0.9999999896636965
2012-06-19,82.38,7860838149.999999,-0.9999999895202015
2012-06-20,82.35,7652316760.000001,-0.9999999892385532
2012-06-21,80.04,7747099210.0,-0.999999989668391
2012-06-22,81.09,7605376880.0,-0.9999999893378065
2012-06-25,79.52,7452822270.0,-0.9999999893302165
2012-06-26,77.83,7480805660.0,-0.9999999895960404
2012-06-27,78.14,7367969410.0,-0.9999999893946356
2012-06-28,76.89,7600863430.0,-0.999999989884044
2012-06-29,79.47,7420534500.0,-0.9999999892905289
2012-07-02,78.5,7504069890.000001,-0.99999998953901
2012-07-03,79.43,7539100859.999999,-0.9999999894642608
