date,SPG,dcf,Deviation
2014-07-22,171.33,175.7817858497935,-0.025325637854183403
2014-07-23,170.42,176.6717858497935,-0.03538644169878258
2014-07-24,171.31,174.3317858497935,-0.01733353349799971
2014-07-25,168.97,175.8317858497935,-0.039024717952050314
2014-07-28,170.47,175.4617858497935,-0.02844941891829822
2014-07-29,170.1,175.5217858497935,-0.03088953216572965
2014-07-30,170.16,173.5517858497935,-0.019543364726474444
2014-07-31,168.19,173.0317858497935,-0.027982060209426396
2014-08-01,167.67,173.7417858497935,-0.034947182222719864
2014-08-04,168.38,171.72178584979352,-0.01946046527093892
2014-08-05,166.36,170.66178584979352,-0.025206497332564415
2014-08-06,165.3,170.63178584979352,-0.031247319034022558
2014-08-07,165.27,171.6417858497935,-0.037122579552799295
2014-08-08,166.28,173.4017858497935,-0.04107100636185279
2014-08-11,168.04,172.4917858497935,-0.025808683166340107
2014-08-12,167.13,173.88178584979352,-0.03882974755979329
2014-08-13,168.52,173.6117858497935,-0.029328572509465634
2014-08-14,168.25,174.2117858497935,-0.03422148404433323
2014-08-15,168.85,175.60178584979352,-0.03844941449267991
2014-08-18,170.24,175.2317858497935,-0.028486760125085997
2014-08-19,169.87,175.88178584979352,-0.034180832430981245
2014-08-20,170.52,175.8217858497935,-0.03015431690770609
2014-08-21,170.46,174.7817858497935,-0.02472675186822726
2014-08-22,169.42,174.5717858497935,-0.02951098784213768
2014-08-25,169.21,174.6117858497935,-0.030935975046038844
2014-08-26,169.25,174.8717858497935,-0.03214804390813708
2014-08-27,169.51,174.3417858497935,-0.027714445084074057
2014-08-28,168.98,175.3917858497935,-0.0365569334888044
2014-08-29,170.03,175.4817858497935,-0.031067531159387984
2014-09-02,170.12,176.1517858497935,-0.03424197955584085
2014-09-03,170.79,175.66178584979352,-0.027733896853122886
2014-09-04,170.3,178.5417858497935,-0.046161663559965094
2014-09-05,173.18,177.7517858497935,-0.02572005579542702
2014-09-08,172.39,177.8017858497935,-0.03043718500310999
2014-09-09,172.44,175.7917858497935,-0.019066794467049064
2014-09-10,170.43,175.2817858497935,-0.02767992022828425
2014-09-11,169.92,170.8617858497935,-0.005511974752631099
2014-09-12,165.5,170.9017858497935,-0.03160754478330119
2014-09-15,165.54,172.5817858497935,-0.040802601590427034
2014-09-16,167.22,172.8717858497935,-0.03269351225829453
2014-09-17,167.51,171.38178584979352,-0.022591583058814257
2014-09-18,166.02,171.10178584979352,-0.02970036709175372
2014-09-19,165.74,170.5017858497935,-0.027928070231407753
2014-09-22,165.14,169.7017858497935,-0.02688118941677642
2014-09-23,164.34,168.9617858497935,-0.027354030537427243
2014-09-24,163.6,168.0717858497935,-0.026606404086108593
2014-09-25,162.71,170.0217858497935,-0.04300499382033973
2014-09-26,164.66,169.7817858497935,-0.030166874639454888
2014-09-29,164.42,169.7817858497935,-0.03158045383347008
2014-09-30,164.42,167.54264679637416,-0.018637922081828684
2014-10-01,164.91,167.1226467963742,-0.013239658650632369
2014-10-02,164.49,168.44264679637416,-0.02346583167356897
2014-10-03,165.81,168.73264679637415,-0.017321169624638144
2014-10-06,166.1,167.01264679637416,-0.005464537050819174
2014-10-07,164.38,170.72264679637416,-0.03715175997674891
2014-10-08,168.09,171.29264679637416,-0.018696930990746652
2014-10-09,168.66,171.06264679637417,-0.014045420443156043
2014-10-10,168.43,170.10264679637416,-0.009833161493227327
2014-10-13,167.47,172.31264679637417,-0.028103838495945332
2014-10-14,169.68,168.59264679637417,0.006449588545454965
2014-10-15,165.96,168.90264679637417,-0.01742214732680747
2014-10-16,166.27,171.05264679637415,-0.02796008647599313
2014-10-17,168.42,172.98264679637415,-0.02637632664821621
2014-10-20,170.35,174.66264679637416,-0.02469129419183691
2014-10-21,172.03,174.07264679637416,-0.011734450150365117
2014-10-22,171.44,175.07264679637416,-0.020749368121447676
2014-10-23,172.44,175.49264679637417,-0.017394727654408193
2014-10-24,172.86,176.82264679637416,-0.0224102900175307
2014-10-27,174.19,179.65264679637417,-0.03040671481208823
2014-10-28,177.02,178.61264679637415,-0.008916763873891953
2014-10-29,175.98,179.52264679637415,-0.019733704129220264
2014-10-30,176.89,181.84264679637417,-0.0272358925897076
2014-10-31,179.21,185.05264679637415,-0.031572889648010305
2014-11-03,182.42,185.66264679637416,-0.017465262142527527
2014-11-04,183.03,184.27264679637415,-0.006743522806981206
2014-11-05,181.64,182.7126467963742,-0.005870676251379825
2014-11-06,180.08,182.07264679637416,-0.010944240287793838
2014-11-07,179.44,184.90264679637417,-0.029543367231459783
2014-11-10,182.27,183.24264679637417,-0.0053079717706490115
2014-11-11,180.61,180.95264679637415,-0.0018935716190972007
2014-11-12,178.32,182.19264679637416,-0.02125577988173366
2014-11-13,179.56,180.66264679637416,-0.0061033468507574185
2014-11-14,178.03,181.11264679637415,-0.017020604860575994
2014-11-17,178.48,181.82264679637416,-0.01838410591458195
2014-11-18,179.19,179.00264679637417,0.0010466504656714282
2014-11-19,176.37,181.50264679637417,-0.028278633325564795
2014-11-20,178.87,181.08264679637415,-0.01221898859730186
2014-11-21,178.45,181.2126467963742,-0.01524533108044357
2014-11-24,178.58,181.64264679637415,-0.016860835549304953
2014-11-25,179.01,183.32264679637416,-0.0235248992513426
2014-11-26,180.69,183.43264679637417,-0.014951792084310633
2014-11-28,180.8,183.01264679637416,-0.012090130573522595
2014-12-01,180.38,184.48264679637415,-0.022238659665927973
2014-12-02,181.85,184.23264679637415,-0.012932815316970436
2014-12-03,181.6,184.68264679637417,-0.016691588786752698
2014-12-04,182.05,183.4626467963742,-0.007699915056507911
2014-12-05,180.83,185.49264679637417,-0.025136558655570962
2014-12-08,182.86,184.86264679637415,-0.010833160895830085
2014-12-09,182.23,185.34264679637417,-0.016794012873863173
2014-12-10,182.71,185.49264679637417,-0.015001386008734019
2014-12-11,182.86,183.07264679637416,-0.0011615432457841024
2014-12-12,180.44,182.95264679637415,-0.013733864146664776
2014-12-15,180.32,181.78264679637417,-0.008046129936773228
2014-12-16,179.15,185.61264679637415,-0.0348179227435077
2014-12-17,182.98,188.10264679637416,-0.027233252076030445
2014-12-18,185.47,186.16264679637416,-0.0037206539995737753
2014-12-19,183.53,190.09264679637417,-0.0345234121728234
2014-12-22,187.46,188.97264679637416,-0.00800458067354104
2014-12-23,186.34,187.75264679637417,-0.007523978066238612
2014-12-24,185.12,187.26264679637416,-0.011441933738681076
2014-12-26,184.63,189.14264679637415,-0.023858431045603146
2014-12-29,186.51,188.18264679637417,-0.008888422098686344
2014-12-30,185.55,184.74264679637417,0.0043701506805611245
2014-12-31,182.11,187.31045655871281,-0.027763834727949188
2015-01-02,185.34,188.0704565587128,-0.014518264105241818
2015-01-05,186.1,193.2504565587128,-0.03700098145196562
2015-01-06,191.28,196.77045655871282,-0.027902850126663048
2015-01-07,194.8,196.49045655871282,-0.008603250195042933
2015-01-08,194.52,198.5404565587128,-0.020250062019595783
2015-01-09,196.57,198.7304565587128,-0.01087129067242154
2015-01-12,196.76,198.8604565587128,-0.010562464730601961
2015-01-13,196.89,200.6004565587128,-0.018496750318346522
2015-01-14,198.63,202.0404565587128,-0.016880067570633983
2015-01-15,200.07,202.77045655871282,-0.01331780085000156
2015-01-16,200.8,201.6004565587128,-0.0039705096524901284
2015-01-20,199.63,202.1904565587128,-0.012663587600977078
2015-01-21,200.22,206.0004565587128,-0.028060406541212224
2015-01-22,204.03,205.08045655871283,-0.005122168032681729
2015-01-23,203.11,207.1304565587128,-0.019410262621485375
2015-01-26,205.16,206.65045655871282,-0.0072124522903695976
2015-01-27,204.68,205.4804565587128,-0.003895536208739503
2015-01-28,203.51,206.7304565587128,-0.015578045984715239
2015-01-29,204.76,200.6304565587128,0.02058283429205421
2015-01-30,198.66,201.3804565587128,-0.013509039582098925
2015-02-02,199.41,202.06045655871281,-0.013117146243518785
2015-02-03,200.09,203.80045655871282,-0.018206321130806113
2015-02-04,201.83,205.1904565587128,-0.016377255624221654
2015-02-05,203.22,197.05045655871282,0.031309460272419765
2015-02-06,195.08,196.08045655871283,-0.005102275750838214
2015-02-09,194.11,196.7204565587128,-0.01326987850871364
2015-02-10,194.75,194.3904565587128,0.001849594098662033
2015-02-11,192.42,196.6904565587128,-0.021711559540958603
2015-02-12,194.72,195.08045655871283,-0.00184773280251338
2015-02-13,193.11,194.7804565587128,-0.00857609941071924
2015-02-17,192.81,196.2504565587128,-0.017530948049965578
2015-02-18,194.28,191.7804565587128,0.013033358487818392
2015-02-19,189.81,193.7804565587128,-0.02048945816943004
2015-02-20,191.81,195.58045655871283,-0.019278288971479873
2015-02-23,193.61,192.0304565587128,0.00822548396537437
2015-02-24,190.06,192.4504565587128,-0.012421152962988735
2015-02-25,190.48,189.1104565587128,0.007242029162263686
2015-02-26,187.14,192.33045655871283,-0.026987179522076077
2015-02-27,190.36,192.0104565587128,-0.008595659779643938
2015-03-02,190.04,191.58045655871283,-0.008040781332206204
2015-03-03,189.61,189.5304565587128,0.00041968685524995664
2015-03-04,187.56,189.1004565587128,-0.00814623394753422
2015-03-05,187.13,182.55045655871282,0.02508645296000278
2015-03-06,180.58,182.4104565587128,-0.010034822527422493
2015-03-09,180.44,181.8904565587128,-0.007974341184000533
2015-03-10,179.92,181.3204565587128,-0.007723654491567755
2015-03-11,179.35,185.5704565587128,-0.03352072670438633
2015-03-12,183.6,185.9504565587128,-0.012640230103283745
2015-03-13,183.98,189.0404565587128,-0.02676917232868148
2015-03-16,187.07,188.1004565587128,-0.005478224654873021
2015-03-17,186.13,193.4704565587128,-0.037940968813939824
2015-03-18,191.5,194.0704565587128,-0.01324496579382839
2015-03-19,192.1,199.31045655871281,-0.036177010896509376
2015-03-20,197.34,199.5104565587128,-0.010878911291920534
2015-03-23,197.54,198.80045655871282,-0.006340310181031095
2015-03-24,196.83,196.12045655871282,0.003617896132496412
2015-03-25,194.15,194.62045655871282,-0.002417302718488279
2015-03-26,192.65,196.2304565587128,-0.01824618166569625
2015-03-27,194.26,198.9404565587128,-0.02352692177184934
2015-03-30,196.97,197.6104565587128,-0.0032410054096632113
2015-03-31,195.64,200.66993739672517,-0.025065724652023946
2015-04-01,197.99,202.03993739672518,-0.02004523189280505
2015-04-02,199.36,203.47993739672518,-0.020247388757017926
2015-04-06,200.8,200.96993739672516,-0.0008455861554540478
2015-04-07,198.29,200.13993739672517,-0.009243219623168764
2015-04-08,197.46,195.80993739672516,0.008426858336263665
2015-04-09,193.13,193.94993739672518,-0.004227572371152677
2015-04-10,191.27,193.00993739672518,-0.009014755510483363
2015-04-13,190.33,194.09993739672515,-0.019422661579842182
2015-04-14,191.42,192.71993739672516,-0.00674521491800395
2015-04-15,190.04,192.77993739672516,-0.014212772520444394
2015-04-16,190.1,190.93993739672513,-0.004398961307816696
2015-04-17,188.26,191.27993739672516,-0.015788050946825893
2015-04-20,188.6,191.50993739672518,-0.015194707054271839
2015-04-21,188.83,191.78993739672518,-0.015433225730724476
2015-04-22,189.11,191.73993739672517,-0.013716169059154404
2015-04-23,189.06,191.38993739672517,-0.012173771664366728
2015-04-24,188.71,192.55993739672516,-0.019993449565748667
2015-04-27,189.88,190.92993739672517,-0.00549907160207963
2015-04-28,188.25,185.77993739672516,0.013295636966440094
2015-04-29,183.1,184.16993739672517,-0.005809511649126575
2015-04-30,181.49,186.84993739672515,-0.028685786419851866
2015-05-01,184.17,186.04993739672514,-0.010104477448527494
2015-05-04,183.37,183.13993739672517,0.0012562120886634442
2015-05-05,180.46,184.28993739672518,-0.020782129783246783
2015-05-06,181.61,185.82993739672517,-0.022708598279921333
2015-05-07,183.15,190.32993739672517,-0.03772363662243661
2015-05-08,187.65,186.84993739672515,0.004281845712241994
2015-05-11,184.17,187.10993739672514,-0.01571235305633001
2015-05-12,184.43,184.01993739672517,0.0022283596499155234
2015-05-13,181.34,187.43993739672513,-0.032543424210681016
2015-05-14,184.76,188.28993739672518,-0.018747350206440583
2015-05-15,185.61,187.45993739672517,-0.009868441344937029
2015-05-18,184.78,186.70993739672517,-0.010336554248981389
2015-05-19,184.03,186.26993739672517,-0.012025222255561574
2015-05-20,183.59,186.21993739672516,-0.014122748796345563
2015-05-21,183.54,186.29993739672514,-0.014814483758241237
2015-05-22,183.62,184.75993739672518,-0.006169829957657136
2015-05-26,182.08,186.81993739672515,-0.025371689246740048
2015-05-27,184.14,186.49993739672516,-0.01265382406914739
2015-05-28,183.82,184.07993739672517,-0.0014120897714396952
2015-05-29,181.4,186.06993739672515,-0.02509775336124409
2015-06-01,183.39,184.82993739672517,-0.007790606960140112
2015-06-02,182.15,181.60993739672514,0.0029737502860049947
2015-06-03,178.93,181.70993739672517,-0.015298763714038155
2015-06-04,179.03,179.28993739672518,-0.0014498158708706743
2015-06-05,176.61,178.28993739672518,-0.009422502589066628
2015-06-08,175.61,177.25993739672518,-0.00930801071554277
2015-06-09,174.58,179.02993739672516,-0.024855828368326005
2015-06-10,176.35,179.92993739672517,-0.019896285457109975
2015-06-11,177.25,179.54993739672514,-0.012809458082089442
2015-06-12,176.87,178.47993739672518,-0.009020270962705523
2015-06-15,175.8,179.93993739672513,-0.023007329315656744
2015-06-16,177.26,182.24993739672516,-0.02737963846792979
2015-06-17,179.57,184.56993739672515,-0.027089662960539496
2015-06-18,181.89,182.15993739672516,-0.0014818702761040248
2015-06-19,179.48,179.20993739672517,0.0015069622097851898
2015-06-22,176.53,177.91993739672517,-0.007812150886867153
2015-06-23,175.24,176.57993739672517,-0.007588276541942052
2015-06-24,173.9,175.03993739672518,-0.0065124417528871215
2015-06-25,172.36,176.58993739672513,-0.023953445247688054
2015-06-26,173.91,173.67993739672517,0.00132463545717032
2015-06-29,171.0,175.69993739672518,-0.0267497955113829
2015-06-30,173.02,176.58001016258703,-0.02016089000849597
2015-07-01,174.76,176.54001016258704,-0.010082757789283692
2015-07-02,174.72,177.60001016258704,-0.016216272510066188
2015-07-06,175.78,180.54001016258704,-0.026365403205086624
2015-07-07,178.72,180.16001016258704,-0.007992951162066997
2015-07-08,178.34,179.94001016258704,-0.008891908815284233
2015-07-09,178.12,180.66001016258704,-0.014059614855003733
2015-07-10,178.84,181.13001016258704,-0.012642908596601221
2015-07-13,179.31,181.81001016258705,-0.013750673905971178
2015-07-14,179.99,183.23001016258704,-0.017682748364812317
2015-07-15,181.41,185.25001016258705,-0.020728798660884395
2015-07-16,183.43,184.88001016258704,-0.007842979678072681
2015-07-17,183.06,184.75001016258705,-0.009147551121105546
2015-07-20,182.93,183.58001016258703,-0.003540745868852224
2015-07-21,181.76,184.20001016258703,-0.013246525667579112
2015-07-22,182.38,183.20001016258703,-0.004476037757090157
2015-07-23,181.38,186.47001016258704,-0.027296669089838965
2015-07-24,184.65,187.59001016258705,-0.015672530536348317
2015-07-27,185.77,188.18001016258705,-0.012806940336036798
2015-07-28,186.36,188.29001016258704,-0.01025019947112693
2015-07-29,186.47,187.96001016258705,-0.007927272196347368
2015-07-30,186.14,189.04001016258704,-0.015340721575780925
2015-07-31,187.22,190.21001016258705,-0.015719520544850707
2015-08-03,188.39,190.37001016258705,-0.010400851273244194
2015-08-04,188.55,190.52001016258703,-0.010340174561747295
2015-08-05,188.7,191.72001016258704,-0.015752190707824187
2015-08-06,189.9,193.51001016258704,-0.0186554181851053
2015-08-07,191.69,190.98001016258704,0.0037176133607308426
2015-08-10,189.16,193.37001016258705,-0.021771784358118662
2015-08-11,191.55,193.84001016258705,-0.011813918915224209
2015-08-12,192.02,192.57001016258704,-0.002856156896510753
2015-08-13,190.75,193.50001016258705,-0.014211938078330655
2015-08-14,191.68,195.36001016258703,-0.018837069876912693
2015-08-17,193.54,196.60001016258704,-0.015564649056001745
2015-08-18,194.78,195.01001016258704,-0.001179478747759033
2015-08-19,193.19,194.03001016258705,-0.004329279588673796
2015-08-20,192.21,191.79001016258704,0.0021898420937405128
2015-08-21,189.97,183.89001016258703,0.033063187239140035
2015-08-24,182.07,178.91001016258704,0.017662454071414313
2015-08-25,177.09,183.79001016258704,-0.03645470260684991
2015-08-26,181.97,187.55001016258703,-0.029752118689568285
2015-08-27,185.73,186.14001016258703,-0.002202697648017282
2015-08-28,184.32,181.14001016258703,0.017555424859249324
2015-08-31,179.32,176.83001016258703,0.01408126276260191
2015-09-01,175.01,178.95001016258703,-0.02201737881438115
2015-09-02,177.13,179.74001016258703,-0.01452103046075326
2015-09-03,177.92,176.74001016258703,0.0066764160323826705
2015-09-04,174.92,179.36001016258703,-0.024754738576130975
2015-09-08,177.54,176.42001016258706,0.006348428595944089
2015-09-09,174.6,176.88001016258704,-0.012890151693745855
2015-09-10,175.06,180.96001016258705,-0.03260394469079697
2015-09-11,179.14,180.76001016258704,-0.008962215487429481
2015-09-14,178.94,182.90001016258705,-0.021651229866345267
2015-09-15,181.08,185.24001016258703,-0.02245740625330206
2015-09-16,183.42,186.70001016258703,-0.017568344852957773
2015-09-17,184.88,185.82001016258704,-0.005058713331059228
2015-09-18,184.0,187.61001016258703,-0.019242097793494728
2015-09-21,185.79,185.06001016258705,0.003944611462906478
2015-09-22,183.24,185.32001016258704,-0.01122388327500179
2015-09-23,183.5,183.05001016258703,0.0024582890599857965
2015-09-24,181.23,184.61001016258703,-0.01830892138302931
2015-09-25,182.79,181.98001016258704,0.004450982482577581
2015-09-28,180.16,184.25001016258705,-0.022198154339193366
2015-09-29,182.43,185.54001016258704,-0.01676193808473847
2015-09-30,183.72,188.66109957770303,-0.026190346546071885
2015-10-01,185.9,190.24109957770298,-0.022818936535477063
2015-10-02,187.48,194.571099577703,-0.0364447731091283
2015-10-05,191.81,194.49109957770298,-0.013785204482490099
2015-10-06,191.73,196.981099577703,-0.026657885395911296
2015-10-07,194.22,197.71109957770298,-0.01765758010126761
2015-10-08,194.95,197.841099577703,-0.014613240544427586
2015-10-09,195.08,199.40109957770298,-0.02167038991687764
2015-10-12,196.64,197.721099577703,-0.005467800755771912
2015-10-13,194.96,196.861099577703,-0.009657060647233595
2015-10-14,194.1,200.351099577703,-0.03120072508151428
2015-10-15,197.59,201.361099577703,-0.018728044223098594
2015-10-16,198.6,205.351099577703,-0.03287588715904799
2015-10-19,202.59,204.90109957770298,-0.011279097976858665
2015-10-20,202.14,206.001099577703,-0.01874310178740879
2015-10-21,203.24,207.591099577703,-0.02095995245727933
2015-10-22,204.83,205.80109957770298,-0.004718631628769843
2015-10-23,203.04,206.131099577703,-0.0149957943465866
2015-10-26,203.37,208.95109957770302,-0.02671007517540036
2015-10-27,206.19,208.471099577703,-0.010942042241460781
2015-10-28,205.71,207.15109957770298,-0.006956755627369526
2015-10-29,204.39,204.221099577703,0.0008270468754023597
2015-10-30,201.46,208.53109957770303,-0.03390908882187227
2015-11-02,205.77,206.66109957770303,-0.004311888301784528
2015-11-03,203.9,206.501099577703,-0.012596056791088661
2015-11-04,203.74,205.761099577703,-0.009822554320768173
2015-11-05,203.0,197.66109957770303,0.0270103749989421
2015-11-06,194.9,194.27109957770298,0.003237230981160355
2015-11-09,191.51,197.221099577703,-0.028957852835887365
2015-11-10,194.46,196.321099577703,-0.009479875478011879
2015-11-11,193.56,193.841099577703,-0.0014501546798660891
2015-11-12,191.08,189.101099577703,0.01046477480414576
2015-11-13,186.34,190.40109957770298,-0.021329181326737223
2015-11-16,187.64,189.591099577703,-0.010291092683406111
2015-11-17,186.83,193.001099577703,-0.03197442704319142
2015-11-18,190.24,193.80109957770298,-0.01837502256417889
2015-11-19,191.04,194.99109957770298,-0.020262973983222743
2015-11-20,192.23,193.851099577703,-0.008362601920930635
2015-11-23,191.09,190.001099577703,0.005731021687333415
2015-11-24,187.24,191.251099577703,-0.020972949104919203
2015-11-25,188.49,192.761099577703,-0.02215747672668411
2015-11-27,190.0,189.001099577703,0.005285156671198665
2015-11-30,186.24,191.421099577703,-0.027066502016408256
2015-12-01,188.66,185.78109957770303,0.015496196485223601
2015-12-02,183.02,184.45109957770302,-0.007758693664496885
2015-12-03,181.69,190.121099577703,-0.04434594369814904
2015-12-04,187.36,190.591099577703,-0.01695304547201948
2015-12-07,187.83,190.721099577703,-0.015158782033579343
2015-12-08,187.96,190.011099577703,-0.010794630325604793
2015-12-09,187.25,187.791099577703,-0.002881390965385422
2015-12-10,185.03,187.361099577703,-0.01244174795599029
2015-12-11,184.6,188.731099577703,-0.021888812108585065
2015-12-14,185.97,192.46109957770298,-0.033726813324592375
2015-12-15,189.7,196.101099577703,-0.032641834194135355
2015-12-16,193.34,196.231099577703,-0.01473313651059771
2015-12-17,193.47,193.28109957770303,0.0009773352009569969
2015-12-18,190.52,194.601099577703,-0.020971616227036916
2015-12-21,191.84,195.361099577703,-0.01802354504204917
2015-12-22,192.6,196.791099577703,-0.021297200872888777
2015-12-23,194.03,197.111099577703,-0.015631284003305934
2015-12-24,194.35,196.841099577703,-0.012655383367840112
2015-12-28,194.08,198.55109957770298,-0.022518634181389663
2015-12-29,195.79,197.921099577703,-0.010767419856953286
2015-12-30,195.16,197.20109957770302,-0.010350345825017926
2015-12-31,194.44,194.60097320660296,-0.0008271963081708522
2016-01-04,192.34,198.43097320660294,-0.030695677737069382
2016-01-05,196.17,197.95097320660295,-0.008997041932924166
2016-01-06,195.69,193.82097320660296,0.009643057520946074
2016-01-07,191.56,188.36097320660295,0.016983490470120932
2016-01-08,186.1,188.97097320660296,-0.015192667730319243
2016-01-11,186.71,187.80097320660295,-0.0058091988980416565
2016-01-12,185.54,186.53097320660297,-0.005312646953840594
2016-01-13,184.27,187.92097320660295,-0.019428237009974425
2016-01-14,185.66,186.43097320660294,-0.004135435187309522
2016-01-15,184.17,188.66097320660296,-0.02380446326694663
2016-01-19,186.4,182.90097320660294,0.01913071719659243
2016-01-20,180.64,184.96097320660294,-0.02336154017624248
2016-01-21,182.7,189.58097320660295,-0.03629569513341491
2016-01-22,187.32,187.41097320660296,-0.00048542091771053286
2016-01-25,185.15,192.40097320660294,-0.03768678029926975
2016-01-26,190.14,188.30097320660295,0.009766422138345776
2016-01-27,186.04,189.05097320660295,-0.01592677972259071
2016-01-28,186.79,188.54097320660293,-0.009286963872220055
2016-01-29,186.28,190.19097320660293,-0.02056340077903951
2016-02-01,187.93,188.37097320660297,-0.0023409827910126912
2016-02-02,186.11,190.56097320660297,-0.023357212821207063
2016-02-03,188.3,189.84097320660294,-0.008117179239941485
2016-02-04,187.58,186.24097320660294,0.007189754060786813
2016-02-05,183.98,184.74097320660294,-0.0041191360714113445
2016-02-08,182.48,181.19097320660293,0.007114188806344401
2016-02-09,178.93,183.47097320660296,-0.024750363107789553
2016-02-10,181.21,183.75097320660296,-0.013828352374199326
2016-02-11,181.49,185.79097320660293,-0.023149527301416062
2016-02-12,183.53,188.61097320660295,-0.026938905622618692
2016-02-16,186.35,189.37097320660297,-0.015952672975425353
2016-02-17,187.11,191.52097320660295,-0.02303128024440748
2016-02-18,189.26,191.71097320660294,-0.012784730918670939
2016-02-19,189.45,191.69097320660293,-0.01169055156388421
2016-02-22,189.43,191.94097320660293,-0.013082007268454099
2016-02-23,189.68,191.43097320660294,-0.009146760199109427
2016-02-24,189.17,194.20097320660295,-0.025906014390827514
2016-02-25,191.94,192.66097320660296,-0.003742186051504115
2016-02-26,190.4,191.99097320660294,-0.008286708380247032
2016-02-29,189.73,196.82097320660296,-0.03602752842381063
2016-03-01,194.56,197.55097320660295,-0.015140260551766205
2016-03-02,195.29,199.67097320660295,-0.021940961854630125
2016-03-03,197.41,200.78097320660297,-0.016789306042133023
2016-03-04,198.52,201.91097320660296,-0.016794397811817685
2016-03-07,199.65,199.95097320660295,-0.001505235017245754
2016-03-08,197.69,200.03097320660297,-0.011703053627525328
2016-03-09,197.77,200.28097320660297,-0.012537252872307114
2016-03-10,198.02,203.57097320660296,-0.027267999553989952
2016-03-11,201.31,201.35097320660296,-0.00020349147535991818
2016-03-14,199.09,201.90097320660294,-0.013922534210503823
2016-03-15,199.64,202.80097320660295,-0.015586578094882841
2016-03-16,200.54,207.39097320660292,-0.0330340954607411
2016-03-17,205.13,207.22097320660296,-0.010090548144073397
2016-03-18,204.96,205.26097320660296,-0.0014662953307739146
2016-03-21,203.0,204.63097320660296,-0.00797031446923857
2016-03-22,202.37,203.76097320660296,-0.00682649471443475
2016-03-23,201.5,203.70097320660295,-0.010804922391659977
2016-03-24,201.44,205.33097320660295,-0.018949762648267754
2016-03-28,203.07,209.20097320660295,-0.029306618954148544
2016-03-29,206.94,207.99097320660294,-0.00505297509021696
2016-03-30,205.73,209.95097320660295,-0.020104566042898453
2016-03-31,207.69,211.32769244490433,-0.017213515194430706
2016-04-01,209.1,210.98769244490435,-0.008946931562831772
2016-04-04,208.76,209.27769244490437,-0.0024737105940743076
2016-04-05,207.05,210.88769244490436,-0.01819780187460185
2016-04-06,208.66,209.01769244490436,-0.0017113022381999299
2016-04-07,206.79,209.32769244490433,-0.012123061288569215
2016-04-08,207.1,208.90769244490437,-0.00865306788729725
2016-04-11,206.68,210.33769244490438,-0.017389619532231282
2016-04-12,208.11,209.86769244490432,-0.008375240726324451
2016-04-13,207.64,210.17769244490435,-0.012074033240086046
2016-04-14,207.95,210.09769244490434,-0.010222351420958842
2016-04-15,207.87,211.29769244490436,-0.016222100701824393
2016-04-18,209.07,210.48769244490435,-0.0067352747727776885
2016-04-19,208.26,205.94769244490436,0.011227644882276122
2016-04-20,203.72,201.51769244490436,0.010928606458203483
2016-04-21,199.29,204.36769244490432,-0.024845866703090747
2016-04-22,202.14,205.89769244490435,-0.018250289259117758
2016-04-25,203.67,206.17769244490435,-0.012162772874056094
2016-04-26,203.95,206.79769244490436,-0.013770426600205221
2016-04-27,204.57,205.88769244490436,-0.006400054462978533
2016-04-28,203.66,203.39769244490435,0.0012896289625641266
2016-04-29,201.17,206.74769244490437,-0.026978257309405174
2016-05-02,204.52,207.18769244490437,-0.012875728347685356
2016-05-03,204.96,209.84769244490434,-0.023291618735276742
2016-05-04,207.62,210.66769244490433,-0.014466824075083928
2016-05-05,208.44,213.04769244490436,-0.02162751631818749
2016-05-06,210.82,215.26769244490436,-0.02066121671296639
2016-05-09,213.04,216.14769244490435,-0.014377634152613061
2016-05-10,213.92,205.46769244490434,0.041136917704773124
2016-05-11,203.24,206.26769244490436,-0.014678461803770193
2016-05-12,204.04,198.71769244490434,0.02678325965651651
2016-05-13,196.49,201.60769244490436,-0.025384410598831342
2016-05-16,199.38,197.69769244490436,0.008509495150351709
2016-05-17,195.47,195.71769244490434,-0.0012655598061175333
2016-05-18,193.49,196.07769244490433,-0.013197281203375155
2016-05-19,193.85,197.35769244490436,-0.01777327451213284
2016-05-20,195.13,197.97769244490436,-0.01438390562965497
2016-05-23,195.75,199.85769244490436,-0.020553086521984842
2016-05-24,197.63,198.31769244490437,-0.003467630328017335
2016-05-25,196.09,199.35769244490436,-0.016391102870572327
2016-05-26,197.13,199.99769244490437,-0.014338627660388514
2016-05-27,197.77,199.86769244490432,-0.010495405331617413
2016-05-31,197.64,200.48769244490435,-0.014203826729598079
2016-06-01,198.26,199.62769244490437,-0.006851216021954709
2016-06-02,197.4,201.71769244490434,-0.021404629373715678
2016-06-03,199.49,200.89769244490435,-0.007007011518016304
2016-06-06,198.67,201.73769244490435,-0.015206342492205205
2016-06-07,199.51,203.67769244490435,-0.020462193944148943
2016-06-08,201.45,203.87769244490437,-0.011907592320628435
2016-06-09,201.65,202.48769244490435,-0.0041370042533932505
2016-06-10,200.26,203.95769244490432,-0.01812970327610075
2016-06-13,201.73,205.04769244490436,-0.01618010134786485
2016-06-14,202.82,206.44769244490436,-0.01757196896677593
2016-06-15,204.22,208.43769244490437,-0.02023478765012343
2016-06-16,206.21,208.11769244490432,-0.009166411670691321
2016-06-17,205.89,209.18769244490437,-0.015764275643381453
2016-06-20,206.96,210.65769244490437,-0.017553085301508564
2016-06-21,208.43,210.81769244490437,-0.011325863674977676
