date,ABC,dcf,Deviation
1996-02-27,3.56,,
1996-02-28,3.63,,
1996-02-29,3.63,,
1996-03-01,3.5,,
1996-03-04,3.56,,
1996-03-05,3.66,,
1996-03-06,3.69,,
1996-03-07,3.83,,
1996-03-08,3.69,,
1996-03-11,3.66,,
1996-03-12,3.72,,
1996-03-13,3.77,,
1996-03-14,3.91,,
1996-03-15,3.94,,
1996-03-18,4.0,,
1996-03-19,4.09,,
1996-03-20,4.22,,
1996-03-21,4.22,,
1996-03-22,4.22,,
1996-03-25,4.17,,
1996-03-26,4.16,,
1996-03-27,4.13,,
1996-03-28,4.09,,
1996-03-29,4.13,,
1996-04-01,4.13,,
1996-04-02,4.17,,
1996-04-03,4.16,,
1996-04-04,4.25,,
1996-04-08,4.19,,
1996-04-09,4.2,,
1996-04-10,4.16,,
1996-04-11,4.16,,
1996-04-12,4.25,,
1996-04-15,4.16,,
1996-04-16,4.16,,
1996-04-17,4.28,,
1996-04-18,4.38,,
1996-04-19,4.41,,
1996-04-22,4.53,,
1996-04-23,4.56,,
1996-04-24,4.69,,
1996-04-25,4.69,,
1996-04-26,4.63,,
1996-04-29,4.34,,
1996-04-30,4.5,,
1996-05-01,4.66,,
1996-05-02,4.63,,
1996-05-03,4.66,,
1996-05-06,4.63,,
1996-05-07,4.53,,
1996-05-08,4.56,,
1996-05-09,4.56,,
1996-05-10,4.56,,
1996-05-13,4.53,,
1996-05-14,4.47,,
1996-05-15,4.44,,
1996-05-16,4.53,,
1996-05-17,4.44,,
1996-05-20,4.56,,
1996-05-21,4.44,,
1996-05-22,4.34,,
1996-05-23,4.36,,
1996-05-24,4.33,,
1996-05-28,4.27,,
1996-05-29,4.22,,
1996-05-30,4.28,,
1996-05-31,4.22,,
1996-06-03,4.19,,
1996-06-04,4.47,,
1996-06-05,4.38,,
1996-06-06,4.28,,
1996-06-07,4.2,,
1996-06-10,4.25,,
1996-06-11,4.22,,
1996-06-12,4.09,,
1996-06-13,4.08,,
1996-06-14,4.02,,
1996-06-17,4.02,,
1996-06-18,4.06,,
1996-06-19,4.06,,
1996-06-20,4.03,,
1996-06-21,4.17,,
1996-06-24,4.17,,
1996-06-25,4.09,,
1996-06-26,4.08,,
1996-06-27,4.13,,
1996-06-28,4.16,,
1996-07-01,4.09,,
1996-07-02,4.0,,
1996-07-03,4.0,,
1996-07-05,3.92,,
1996-07-08,3.83,,
1996-07-09,3.98,,
1996-07-10,3.95,,
1996-07-11,3.84,,
1996-07-12,3.86,,
1996-07-15,3.66,,
1996-07-16,3.5,,
1996-07-17,3.59,,
1996-07-18,3.8,,
1996-07-19,3.86,,
1996-07-22,3.84,,
1996-07-23,3.8,,
1996-07-24,3.78,,
1996-07-25,3.81,,
1996-07-26,3.95,,
1996-07-29,4.16,,
1996-07-30,4.19,,
1996-07-31,4.3,,
1996-08-01,4.27,,
1996-08-02,4.31,,
1996-08-05,4.34,,
1996-08-06,4.34,,
1996-08-07,4.42,,
1996-08-08,4.42,,
1996-08-09,4.39,,
1996-08-12,4.33,,
1996-08-13,4.25,,
1996-08-14,4.34,,
1996-08-15,4.3,,
1996-08-16,4.36,,
1996-08-19,4.34,,
1996-08-20,4.34,,
1996-08-21,4.38,,
1996-08-22,4.38,,
1996-08-23,4.45,,
1996-08-26,4.5,,
1996-08-27,4.61,,
1996-08-28,4.77,,
1996-08-29,4.75,,
1996-08-30,4.77,,
1996-09-03,4.78,,
1996-09-04,4.88,,
1996-09-05,4.92,,
1996-09-06,4.77,,
1996-09-09,4.66,,
1996-09-10,4.78,,
1996-09-11,4.84,,
1996-09-12,4.94,,
1996-09-13,4.88,,
1996-09-16,4.84,,
1996-09-17,4.86,,
1996-09-18,4.91,,
1996-09-19,4.89,,
1996-09-20,4.92,,
1996-09-23,5.2,,
1996-09-24,5.19,,
1996-09-25,5.23,,
1996-09-26,5.41,,
1996-09-27,5.38,,
1996-09-30,5.56,,
1996-10-01,5.56,,
1996-10-02,5.5,,
1996-10-03,5.31,,
1996-10-04,5.17,,
1996-10-07,5.13,,
1996-10-08,5.09,,
1996-10-09,5.08,,
1996-10-10,5.11,,
1996-10-11,5.13,,
1996-10-14,5.11,,
1996-10-15,5.06,,
1996-10-16,5.08,,
1996-10-17,5.14,,
1996-10-18,5.28,,
1996-10-21,5.38,,
1996-10-22,5.36,,
1996-10-23,5.45,,
1996-10-24,5.31,,
1996-10-25,5.41,,
1996-10-28,5.42,,
1996-10-29,5.3,,
1996-10-30,5.39,,
1996-10-31,5.3,,
1996-11-01,5.23,,
1996-11-04,5.19,,
1996-11-05,5.23,,
1996-11-06,5.27,,
1996-11-07,5.2,,
1996-11-08,5.16,,
1996-11-11,5.02,,
1996-11-12,4.98,,
1996-11-13,5.02,,
1996-11-14,4.98,,
1996-11-15,5.02,,
1996-11-18,4.98,,
1996-11-19,4.92,,
1996-11-20,4.92,,
1996-11-21,4.8,,
1996-11-22,4.8,,
1996-11-25,4.78,,
1996-11-26,4.73,,
1996-11-27,4.92,,
1996-11-29,4.92,,
1996-12-02,5.03,,
1996-12-03,5.25,,
1996-12-04,5.23,,
1996-12-05,5.34,,
1996-12-06,5.38,,
1996-12-09,5.41,,
1996-12-10,5.64,,
1996-12-11,5.38,,
1996-12-12,5.52,,
1996-12-13,5.42,,
1996-12-16,5.28,,
1996-12-17,5.28,,
1996-12-18,5.41,,
1996-12-19,5.34,,
1996-12-20,5.38,,
1996-12-23,5.42,,
1996-12-24,5.41,,
1996-12-26,5.41,,
1996-12-27,5.47,,
1996-12-30,5.59,,
1996-12-31,6.03,,
1997-01-02,5.69,,
1997-01-03,5.72,,
1997-01-06,5.73,,
1997-01-07,5.73,,
1997-01-08,5.64,,
1997-01-09,5.56,,
1997-01-10,5.78,,
1997-01-13,5.77,,
1997-01-14,5.5,,
1997-01-15,5.56,,
1997-01-16,5.55,,
1997-01-17,5.52,,
1997-01-20,5.56,,
1997-01-21,5.56,,
1997-01-22,5.64,,
1997-01-23,5.5,,
1997-01-24,5.53,,
1997-01-27,5.44,,
1997-01-28,5.56,,
1997-01-29,5.97,,
1997-01-30,6.0,,
1997-01-31,6.13,,
1997-02-03,6.22,,
1997-02-04,6.41,,
1997-02-05,6.34,,
1997-02-06,6.36,,
1997-02-07,6.3,,
1997-02-10,6.25,,
1997-02-11,6.08,,
1997-02-12,5.94,,
1997-02-13,5.88,,
1997-02-14,5.78,,
1997-02-18,6.02,,
1997-02-19,5.92,,
1997-02-20,5.83,,
1997-02-21,6.16,,
1997-02-24,6.19,,
1997-02-25,6.25,,
1997-02-26,6.17,,
1997-02-27,6.27,,
1997-02-28,6.3,,
1997-03-03,6.27,,
1997-03-04,6.34,,
1997-03-05,6.41,,
1997-03-06,6.55,,
1997-03-07,6.63,,
1997-03-10,6.53,,
1997-03-11,6.56,,
1997-03-12,6.52,,
1997-03-13,6.55,,
1997-03-14,6.5,,
1997-03-17,6.42,,
1997-03-18,6.55,,
1997-03-19,6.42,,
1997-03-20,6.36,,
1997-03-21,6.19,,
1997-03-24,5.97,,
1997-03-25,5.88,,
1997-03-26,5.81,,
1997-03-27,5.88,,
1997-03-31,5.47,,
1997-04-01,5.72,,
1997-04-02,5.66,,
1997-04-03,5.59,,
1997-04-04,5.47,,
1997-04-07,5.58,,
1997-04-08,5.5,,
1997-04-09,5.52,,
1997-04-10,5.52,,
1997-04-11,5.44,,
1997-04-14,5.58,,
1997-04-15,5.75,,
1997-04-16,5.69,,
1997-04-17,5.7,,
1997-04-18,5.69,,
1997-04-21,5.72,,
1997-04-22,5.72,,
1997-04-23,5.67,,
1997-04-24,5.66,,
1997-04-25,5.66,,
1997-04-28,5.66,,
1997-04-29,5.77,,
1997-04-30,5.58,,
1997-05-01,5.58,,
1997-05-02,5.63,,
1997-05-05,5.63,,
1997-05-06,5.58,,
1997-05-07,5.47,,
1997-05-08,5.48,,
1997-05-09,5.42,,
1997-05-12,5.52,,
1997-05-13,5.47,,
1997-05-14,5.5,,
1997-05-15,5.44,,
1997-05-16,5.36,,
1997-05-19,5.3,,
1997-05-20,5.39,,
1997-05-21,5.45,,
1997-05-22,5.36,,
1997-05-23,5.3,,
1997-05-27,5.19,,
1997-05-28,5.19,,
1997-05-29,5.31,,
1997-05-30,5.33,,
1997-06-02,5.48,,
1997-06-03,5.5,,
1997-06-04,5.45,,
1997-06-05,5.44,,
1997-06-06,5.45,,
1997-06-09,5.63,,
1997-06-10,5.77,,
1997-06-11,5.86,,
1997-06-12,5.81,,
1997-06-13,5.91,,
1997-06-16,6.09,,
1997-06-17,6.16,,
1997-06-18,6.25,,
1997-06-19,6.34,,
1997-06-20,6.22,,
1997-06-23,6.11,,
1997-06-24,6.2,,
1997-06-25,5.99,,
1997-06-26,5.93,,
1997-06-27,5.8,,
1997-06-30,6.23,,
1997-07-01,6.05,,
1997-07-02,6.08,,
1997-07-03,6.14,,
1997-07-07,6.11,,
1997-07-08,6.03,,
1997-07-09,6.05,,
1997-07-10,6.05,,
1997-07-11,6.06,,
1997-07-14,6.09,,
1997-07-15,6.13,,
1997-07-16,6.04,,
1997-07-17,6.1,,
1997-07-18,6.09,,
1997-07-21,5.9,,
1997-07-22,5.8,,
1997-07-23,5.91,,
1997-07-24,5.88,,
1997-07-25,5.87,,
1997-07-28,5.94,,
1997-07-29,5.98,,
1997-07-30,5.85,,
1997-07-31,5.88,,
1997-08-01,6.08,,
1997-08-04,6.09,,
1997-08-05,6.16,,
1997-08-06,5.98,,
1997-08-07,6.02,,
1997-08-08,5.8,,
1997-08-11,5.88,,
1997-08-12,5.89,,
1997-08-13,5.94,,
1997-08-14,6.06,,
1997-08-15,5.97,,
1997-08-18,6.04,,
1997-08-19,6.16,,
1997-08-20,6.16,,
1997-08-21,6.13,,
1997-08-22,6.17,,
1997-08-25,6.14,,
1997-08-26,5.94,,
1997-08-27,6.09,,
1997-08-28,6.16,,
1997-08-29,6.26,,
1997-09-02,6.35,,
1997-09-03,6.41,,
1997-09-04,6.47,,
1997-09-05,6.57,,
1997-09-08,6.63,,
1997-09-09,6.63,,
1997-09-10,6.65,,
1997-09-11,6.62,,
1997-09-12,6.99,,
1997-09-15,6.9,,
1997-09-16,6.94,,
1997-09-17,6.98,,
1997-09-18,6.89,,
1997-09-19,6.73,,
1997-09-22,6.71,,
1997-09-23,7.53,,
1997-09-24,7.49,,
1997-09-25,7.49,,
1997-09-26,7.44,,
1997-09-29,7.44,,
1997-09-30,7.3,,
1997-10-01,7.25,,
1997-10-02,7.3,,
1997-10-03,7.34,,
1997-10-06,7.24,,
1997-10-07,7.34,,
1997-10-08,7.56,,
1997-10-09,7.72,,
1997-10-10,7.61,,
1997-10-13,7.7,,
1997-10-14,7.75,,
1997-10-15,7.7,,
1997-10-16,7.63,,
1997-10-17,7.51,,
1997-10-20,7.38,,
1997-10-21,7.4,,
1997-10-22,7.42,,
1997-10-23,7.36,,
1997-10-24,7.46,,
1997-10-27,7.2,,
1997-10-28,7.2,,
1997-10-29,7.38,,
1997-10-30,7.31,,
1997-10-31,7.44,,
1997-11-03,7.52,,
1997-11-04,7.38,,
1997-11-05,7.5,,
1997-11-06,7.68,,
1997-11-07,7.52,,
1997-11-10,7.54,,
1997-11-11,7.47,,
1997-11-12,7.41,,
1997-11-13,7.58,,
1997-11-14,7.91,,
1997-11-17,7.78,,
1997-11-18,7.84,,
1997-11-19,7.92,,
1997-11-20,7.93,,
1997-11-21,7.97,,
1997-11-24,7.94,,
1997-11-25,7.9,,
1997-11-26,7.95,,
1997-11-28,8.09,,
1997-12-01,8.08,,
1997-12-02,8.01,,
1997-12-03,8.16,,
1997-12-04,8.2,,
1997-12-05,7.98,,
1997-12-08,7.63,,
1997-12-09,7.4,,
1997-12-10,7.33,,
1997-12-11,7.18,,
1997-12-12,7.18,,
1997-12-15,7.13,,
1997-12-16,7.09,,
1997-12-17,6.96,,
1997-12-18,6.75,,
1997-12-19,6.74,,
1997-12-22,6.88,,
1997-12-23,6.84,,
1997-12-24,6.73,,
1997-12-26,6.7,,
1997-12-29,6.76,,
1997-12-30,7.09,,
1997-12-31,7.28,,
1998-01-02,7.23,,
1998-01-05,7.17,,
1998-01-06,7.04,,
1998-01-07,7.11,,
1998-01-08,7.15,,
1998-01-09,6.92,,
1998-01-12,6.72,,
1998-01-13,6.83,,
1998-01-14,6.96,,
1998-01-15,7.13,,
1998-01-16,7.24,,
1998-01-20,7.09,,
1998-01-21,7.27,,
1998-01-22,7.25,,
1998-01-23,7.09,,
1998-01-26,7.2,,
1998-01-27,7.03,,
1998-01-28,7.2,,
1998-01-29,7.13,,
1998-01-30,7.08,,
1998-02-02,7.3,,
1998-02-03,7.24,,
1998-02-04,7.26,,
1998-02-05,7.34,,
1998-02-06,7.53,,
1998-02-09,7.49,,
1998-02-10,7.27,,
1998-02-11,7.38,,
1998-02-12,7.45,,
1998-02-13,7.5,,
1998-02-17,7.67,,
1998-02-18,7.69,,
1998-02-19,7.77,,
1998-02-20,7.58,,
1998-02-23,7.92,,
1998-02-24,7.52,,
1998-02-25,7.32,,
1998-02-26,7.3,,
1998-02-27,7.31,,
1998-03-02,7.18,,
1998-03-03,7.09,,
1998-03-04,7.21,,
1998-03-05,7.27,,
1998-03-06,7.43,,
1998-03-09,7.46,,
1998-03-10,7.41,,
1998-03-11,7.46,,
1998-03-12,7.58,,
1998-03-13,7.44,,
1998-03-16,7.48,,
1998-03-17,7.47,,
1998-03-18,7.37,,
1998-03-19,7.46,,
1998-03-20,7.38,,
1998-03-23,7.37,,
1998-03-24,7.38,,
1998-03-25,7.43,,
1998-03-26,7.35,,
1998-03-27,7.38,,
1998-03-30,7.31,,
1998-03-31,7.52,,
1998-04-01,7.77,,
1998-04-02,7.88,,
1998-04-03,7.88,,
1998-04-06,7.79,,
1998-04-07,7.77,,
1998-04-08,7.7,,
1998-04-09,7.62,,
1998-04-13,7.67,,
1998-04-14,7.59,,
1998-04-15,7.59,,
1998-04-16,7.62,,
1998-04-17,7.61,,
1998-04-20,7.55,,
1998-04-21,7.36,,
1998-04-22,7.41,,
1998-04-23,7.39,,
1998-04-24,7.32,,
1998-04-27,7.06,,
1998-04-28,7.02,,
1998-04-29,6.84,,
1998-04-30,6.81,,
1998-05-01,6.91,,
1998-05-04,6.95,,
1998-05-05,6.94,,
1998-05-06,6.83,,
1998-05-07,6.8,,
1998-05-08,6.72,,
1998-05-11,6.73,,
1998-05-12,6.69,,
1998-05-13,6.68,,
1998-05-14,6.62,,
1998-05-15,6.59,,
1998-05-18,6.5,,
1998-05-19,6.45,,
1998-05-20,6.42,,
1998-05-21,6.38,,
1998-05-22,6.42,,
1998-05-26,6.52,,
1998-05-27,6.38,,
1998-05-28,6.66,,
1998-05-29,6.8,,
1998-06-01,6.67,,
1998-06-02,6.63,,
1998-06-03,6.57,,
1998-06-04,6.5,,
1998-06-05,6.52,,
1998-06-08,6.63,,
1998-06-09,6.71,,
1998-06-10,6.76,,
1998-06-11,6.81,,
1998-06-12,7.2,,
1998-06-15,7.01,,
1998-06-16,7.31,,
1998-06-17,7.63,,
1998-06-18,7.84,,
1998-06-19,7.63,,
1998-06-22,7.5,,
1998-06-23,7.36,,
1998-06-24,7.47,,
1998-06-25,7.7,,
1998-06-26,7.79,,
1998-06-29,7.85,,
1998-06-30,8.21,,
1998-07-01,8.93,,
1998-07-02,8.88,,
1998-07-06,9.11,,
1998-07-07,9.24,,
1998-07-08,9.0,,
1998-07-09,8.26,,
1998-07-10,8.48,,
1998-07-13,8.66,,
1998-07-14,8.42,,
1998-07-15,9.0,,
1998-07-16,9.38,,
1998-07-17,8.95,,
1998-07-20,8.73,,
1998-07-21,8.46,,
1998-07-22,8.93,,
1998-07-23,8.41,,
1998-07-24,8.44,,
1998-07-27,9.59,,
1998-07-28,9.37,,
1998-07-29,9.09,,
1998-07-30,9.29,,
1998-07-31,9.52,,
1998-08-03,7.0,,
1998-08-04,6.36,,
1998-08-05,6.26,,
1998-08-06,6.34,,
1998-08-07,6.51,,
1998-08-10,6.34,,
1998-08-11,6.09,,
1998-08-12,6.0,,
1998-08-13,6.0,,
1998-08-14,6.16,,
1998-08-17,6.46,,
1998-08-18,6.52,,
1998-08-19,6.57,,
1998-08-20,6.63,,
1998-08-21,6.55,,
1998-08-24,6.57,,
1998-08-25,6.63,,
1998-08-26,6.62,,
1998-08-27,6.41,,
1998-08-28,6.19,,
1998-08-31,5.88,,
1998-09-01,5.77,,
1998-09-02,5.72,,
1998-09-03,5.68,,
1998-09-04,6.03,,
1998-09-08,6.06,,
1998-09-09,6.34,,
1998-09-10,6.5,,
1998-09-11,6.68,,
1998-09-14,6.88,,
1998-09-15,6.97,,
1998-09-16,6.97,,
1998-09-17,6.94,,
1998-09-18,7.0,,
1998-09-21,7.28,,
1998-09-22,7.38,,
1998-09-23,7.67,,
1998-09-24,7.67,,
1998-09-25,7.44,,
1998-09-28,6.99,,
1998-09-29,7.13,,
1998-09-30,6.8,,
1998-10-01,6.88,,
1998-10-02,6.83,,
1998-10-05,6.71,,
1998-10-06,6.54,,
1998-10-07,6.15,,
1998-10-08,6.19,,
1998-10-09,6.6,,
1998-10-12,6.8,,
1998-10-13,6.91,,
1998-10-14,6.96,,
1998-10-15,7.05,,
1998-10-16,7.3,,
1998-10-19,7.23,,
1998-10-20,7.18,,
1998-10-21,7.08,,
1998-10-22,7.16,,
1998-10-23,7.12,,
1998-10-26,6.99,,
1998-10-27,6.88,,
1998-10-28,6.89,,
1998-10-29,6.73,,
1998-10-30,6.55,,
1998-11-02,6.72,,
1998-11-03,7.26,,
1998-11-04,7.63,,
1998-11-05,7.61,,
1998-11-06,7.77,,
1998-11-09,8.05,,
1998-11-10,8.03,,
1998-11-11,7.96,,
1998-11-12,7.91,,
1998-11-13,7.78,,
1998-11-16,7.86,,
1998-11-17,7.83,,
1998-11-18,7.83,,
1998-11-19,7.98,,
1998-11-20,7.95,,
1998-11-23,7.98,,
1998-11-24,8.0,,
1998-11-25,8.13,,
1998-11-27,8.14,,
1998-11-30,8.0,,
1998-12-01,7.99,,
1998-12-02,7.99,,
1998-12-03,7.97,,
1998-12-04,8.02,,
1998-12-07,7.91,,
1998-12-08,7.93,,
1998-12-09,7.92,,
1998-12-10,7.85,,
1998-12-11,7.91,,
1998-12-14,7.65,,
1998-12-15,7.61,,
1998-12-16,7.57,,
1998-12-17,7.56,,
1998-12-18,7.59,,
1998-12-21,7.47,,
1998-12-22,7.52,,
1998-12-23,7.52,,
1998-12-24,7.49,,
1998-12-28,7.5,,
1998-12-29,7.5,,
1998-12-30,7.65,,
1998-12-31,8.13,,
1999-01-04,8.95,,
1999-01-05,8.82,,
1999-01-06,8.87,,
1999-01-07,9.25,,
1999-01-08,8.94,,
1999-01-11,9.17,,
1999-01-12,9.85,,
1999-01-13,9.9,,
1999-01-14,9.84,,
1999-01-15,9.94,,
1999-01-19,9.98,,
1999-01-20,10.11,,
1999-01-21,10.13,,
1999-01-22,10.09,,
1999-01-25,10.0,,
1999-01-26,9.7,,
1999-01-27,9.38,,
1999-01-28,9.44,,
1999-01-29,9.69,,
1999-02-01,9.75,,
1999-02-02,9.72,,
1999-02-03,9.65,,
1999-02-04,9.67,,
1999-02-05,9.56,,
1999-02-08,9.27,,
1999-02-09,9.0,,
1999-02-10,9.2,,
1999-02-11,9.45,,
1999-02-12,9.39,,
1999-02-16,9.36,,
1999-02-17,9.2,,
1999-02-18,9.12,,
1999-02-19,9.02,,
1999-02-22,9.14,,
1999-02-23,9.27,,
1999-02-24,9.2,,
1999-02-25,9.12,,
1999-02-26,9.33,,
1999-03-01,9.34,,
1999-03-02,9.33,,
1999-03-03,9.4,,
1999-03-04,9.41,,
1999-03-05,9.54,,
1999-03-08,9.51,,
1999-03-09,9.5,,
1999-03-10,9.5,,
1999-03-11,9.32,,
1999-03-12,9.27,,
1999-03-15,8.99,,
1999-03-16,9.05,,
1999-03-17,9.08,,
1999-03-18,9.09,,
1999-03-19,9.05,,
1999-03-22,8.89,,
1999-03-23,8.57,,
1999-03-24,8.58,,
1999-03-25,8.77,,
1999-03-26,8.63,,
1999-03-29,8.63,,
1999-03-30,8.44,,
1999-03-31,8.55,,
1999-04-01,8.44,,
1999-04-05,8.06,,
1999-04-06,7.48,,
1999-04-07,7.23,,
1999-04-08,6.56,,
1999-04-09,7.09,,
1999-04-12,7.14,,
1999-04-13,7.36,,
1999-04-14,7.63,,
1999-04-15,8.06,,
1999-04-16,7.81,,
1999-04-19,7.77,,
1999-04-20,7.86,,
1999-04-21,7.64,,
1999-04-22,7.75,,
1999-04-23,7.81,,
1999-04-26,7.56,,
1999-04-27,7.75,,
1999-04-28,7.42,,
1999-04-29,7.17,,
1999-04-30,6.92,,
1999-05-03,7.59,,
1999-05-04,7.63,,
1999-05-05,7.55,,
1999-05-06,7.56,,
1999-05-07,7.88,,
1999-05-10,7.58,,
1999-05-11,7.53,,
1999-05-12,7.5,,
1999-05-13,7.73,,
1999-05-14,7.59,,
1999-05-17,7.5,,
1999-05-18,7.55,,
1999-05-19,7.73,,
1999-05-20,7.53,,
1999-05-21,7.61,,
1999-05-24,7.47,,
1999-05-25,7.75,,
1999-05-26,7.5,,
1999-05-27,7.39,,
1999-05-28,7.39,,
1999-06-01,7.3,,
1999-06-02,7.06,,
1999-06-03,7.13,,
1999-06-04,7.13,,
1999-06-07,7.06,,
1999-06-08,7.25,,
1999-06-09,7.13,,
1999-06-10,7.0,,
1999-06-11,6.98,,
1999-06-14,6.69,,
1999-06-15,6.63,,
1999-06-16,6.75,,
1999-06-17,6.25,,
1999-06-18,6.5,,
1999-06-21,6.53,,
1999-06-22,6.48,,
1999-06-23,6.56,,
1999-06-24,6.38,,
1999-06-25,6.31,,
1999-06-28,6.5,,
1999-06-29,6.47,,
1999-06-30,6.38,,
1999-07-01,6.5,,
1999-07-02,6.5,,
1999-07-06,6.33,,
