COP,dcf,Deviation
40.33,58334328800.0,-0.9999999993086404
40.38,58291466000.0,-0.9999999993072742
40.35,57248471200.0,-0.9999999992951777
39.62,55905436800.0,-0.9999999992913032
38.68,56619816800.0,-0.9999999993168469
39.18,54548114800.0,-0.999999999281735
37.73,56548378800.0,-0.9999999993327837
39.13,55291070000.0,-0.9999999992922908
38.25,55076756000.0,-0.9999999993055146
38.1,55919724400.0,-0.9999999993186661
38.69,56462653200.0,-0.9999999993147684
39.07,57219896000.0,-0.9999999993171955
39.6,57391347200.0,-0.9999999993100005
39.72,58205740400.0,-0.9999999993175931
40.29,58991558400.0,-0.9999999993170209
40.84,58534355200.0,-0.9999999993022901
40.52,57519935600.0,-0.9999999992955486
39.81,58177165200.0,-0.9999999993157109
40.27,59277310400.0,-0.9999999993206506
41.04,59120146800.0,-0.9999999993058204
40.93,58991558400.0,-0.9999999993061719
40.84,57891413200.0,-0.9999999992945413
40.07,57362772000.0,-0.9999999993014633
39.7,57677099200.0,-0.9999999993116853
39.92,58020001600.0,-0.9999999993119614
40.16,58262890800.0,-0.9999999993107105
40.33,57191320800.0,-0.9999999992948231
39.58,57034157200.0,-0.9999999993060299
39.47,57562798400.0,-0.999999999314314
39.84,57105595200.0,-0.9999999993023451
39.52,56376927600.0,-0.999999999299004
39.01,55819711200.0,-0.9999999993011429
38.62,55991162400.0,-0.9999999993102483
38.74,55033893200.0,-0.9999999992960702
38.07,55333932800.0,-0.9999999993119955
38.28,56062600400.0,-0.9999999993171919
38.79,56105463200.0,-0.9999999993086235
38.82,56291202000.0,-0.9999999993103718
38.95,55819711200.0,-0.9999999993022178
38.62,56034025200.0,-0.9999999993107759
38.77,55333932800.0,-0.9999999992993449
38.28,54876729600.0,-0.9999999993024365
37.96,55748273200.0,-0.999999999319082
38.57,56019737600.0,-0.9999999993114926
38.76,55619684800.0,-0.9999999993031244
38.48,56048312800.0,-0.9999999993134494
38.78,56362640000.0,-0.9999999993119556
39.0,55976874800.0,-0.9999999993032838
38.73,56176901200.0,-0.9999999993105707
38.87,56262626800.0,-0.9999999993091329
38.93,57806700800.0,-0.9999999993265487
40.08,57863851200.0,-0.9999999993073395
40.12,58278191600.0,-0.9999999993115778
40.41,58049590000.0,-0.9999999993038711
40.25,58549656000.0,-0.9999999993125493
40.6,58892558400.0,-0.999999999310609
40.84,57649537200.0,-0.9999999992915815
39.97,58006727200.0,-0.999999999310942
40.22,58249616400.0,-0.9999999993095233
40.39,58292479200.0,-0.9999999993071147
40.42,59035434400.0,-0.9999999993153265
40.94,58335342000.0,-0.9999999992981956
40.45,57435223200.0,-0.9999999992957284
39.82,55649273200.0,-0.999999999284447
38.57,55820724400.0,-0.9999999993090379
38.69,55463534400.0,-0.9999999993024246
38.44,54792017200.0,-0.999999999298438
37.97,53206093600.0,-0.99999999928636
36.86,52820328400.0,-0.9999999993021627
36.59,53991911600.0,-0.9999999993223059
37.41,55163494800.0,-0.9999999993218341
38.23,54992043600.0,-0.9999999993048085
38.11,52991779600.0,-0.9999999992808318
36.71,52806040800.0,-0.9999999993048144
36.58,52134523600.0,-0.9999999992983536
36.11,53348969600.0,-0.999999999323136
36.96,53106080400.0,-0.9999999993040345
36.79,53806172800.0,-0.9999999993162495
37.28,53548996000.0,-0.9999999993038151
37.1,54906318000.0,-0.9999999993243036
38.05,54234800800.0,-0.999999999298421
37.58,53763310000.0,-0.9999999993010102
37.25,53806172800.0,-0.9999999993077002
37.28,53577571200.0,-0.9999999993041865
37.12,52663164800.0,-0.999999999295143
36.48,53206093600.0,-0.9999999993143642
36.86,53148943200.0,-0.9999999993064773
36.82,52820328400.0,-0.9999999993029199
36.59,53806172800.0,-0.9999999993199665
37.28,54677716400.0,-0.9999999993181866
37.89,54320526400.0,-0.9999999993024736
37.64,54277663600.0,-0.9999999993065287
37.61,55449246800.0,-0.9999999993217221
38.43,55792149200.0,-0.9999999993111934
38.67,55920737600.0,-0.9999999993084855
38.76,56606542400.0,-0.9999999993152735
39.24,56420803600.0,-0.9999999993045119
39.11,56835144000.0,-0.9999999993118694
39.4,56792281200.0,-0.9999999993062437
39.37,57363785200.0,-0.9999999993136784
39.77,58249616400.0,-0.9999999993172487
40.39,57949576800.0,-0.9999999993030148
40.18,57578099200.0,-0.9999999993021652
39.92,57292347200.0,-0.9999999993032228
39.72,57735262800.0,-0.9999999993120322
40.03,57749550400.0,-0.9999999993068345
40.04,56663692800.0,-0.9999999992933747
39.28,56106476400.0,-0.9999999992999026
38.89,56249352400.0,-0.9999999993086143
38.99,56377940800.0,-0.9999999993084174
39.08,56277927600.0,-0.9999999993055892
39.01,57519621600.0,-0.9999999993217966
39.66,58891231200.0,-0.999999999326555
40.62,58905518800.0,-0.9999999993104212
40.63,58476890800.0,-0.9999999993051956
40.33,59605611200.0,-0.9999999993233859
41.12,61105809200.0,-0.9999999993270688
42.17,61805901600.0,-0.9999999993177027
42.66,61491574400.0,-0.9999999993062464
42.44,62820321200.0,-0.9999999993244224
43.37,63006060000.0,-0.9999999993116535
43.5,61905914800.0,-0.9999999992973208
42.73,62548856800.0,-0.999999999316854
43.18,63377537600.0,-0.9999999993186861
43.76,63177511200.0,-0.9999999993073485
43.62,62920334400.0,-0.9999999993067424
43.44,64120492800.0,-0.9999999993225255
44.28,64349094400.0,-0.9999999993118784
44.44,63520413600.0,-0.9999999993003824
43.86,64620558800.0,-0.9999999993212686
44.63,65220638000.0,-0.9999999993157074
45.05,65320651200.0,-0.9999999993103253
45.12,65877867600.0,-0.9999999993150962
45.51,64034767200.0,-0.9999999992892923
44.22,62677445200.0,-0.999999999294483
43.27,60862920000.0,-0.9999999992890581
42.0,60405716800.0,-0.9999999993047016
41.68,62577432000.0,-0.9999999993339452
43.2,63248949200.0,-0.9999999993169847
43.67,63677577200.0,-0.9999999993142012
43.97,62877471600.0,-0.9999999993007034
43.41,61677313200.0,-0.9999999992961756
42.57,60962933200.0,-0.9999999993017068
42.07,60405716800.0,-0.9999999993035428
41.68,59577036000.0,-0.9999999993004016
41.1,56319463200.0,-0.9999999992702345
38.82,56919542400.0,-0.9999999993179847
39.24,55433632000.0,-0.9999999992921265
38.2,55219318000.0,-0.9999999993082131
38.05,54847840400.0,-0.9999999993062626
37.79,57719648000.0,-0.9999999993452836
39.8,57333882800.0,-0.9999999993058206
39.53,55676521200.0,-0.9999999992900059
38.37,58019687600.0,-0.9999999993386728
40.01,57476758800.0,-0.9999999993038925
39.63,55376481600.0,-0.9999999992843532
38.16,54862128000.0,-0.9999999993044382
37.8,56233737600.0,-0.9999999993278057
38.76,56090861600.0,-0.9999999993089783
38.66,58976956800.0,-0.9999999993444898
40.68,59119832800.0,-0.9999999993119061
40.78,58362590000.0,-0.9999999993012647
40.25,59991376400.0,-0.9999999993290702
41.39,60177115200.0,-0.999999999312197
41.52,60948645600.0,-0.9999999993187707
42.06,61863052000.0,-0.9999999993201112
42.7,61634450400.0,-0.9999999993072056
42.54,60177115200.0,-0.9999999992930868
41.52,59134120400.0,-0.9999999992978673
40.79,58048262800.0,-0.9999999992973089
40.03,57405320800.0,-0.9999999993026779
39.58,56605215200.0,-0.9999999993007711
39.02,55133592400.0,-0.9999999992922645
37.99,54319199200.0,-0.9999999993006156
37.42,57341310000.0,-0.9999999993474163
37.25,57298447200.0,-0.9999999993498951
37.22,57712787600.0,-0.9999999993550822
37.51,59841640000.0,-0.999999999373179
39.0,60270268000.0,-0.9999999993529147
39.3,61084661200.0,-0.9999999993566306
39.87,60870347200.0,-0.9999999993450013
39.72,62084793200.0,-0.9999999993602298
40.57,61627590000.0,-0.9999999993416909
40.25,61699028000.0,-0.9999999993476396
40.3,60598882800.0,-0.9999999993349712
39.53,60584595200.0,-0.9999999993475239
39.52,61470426400.0,-0.9999999993570892
40.14,60884634800.0,-0.9999999993407204
39.73,62141943600.0,-0.9999999993606573
40.61,62713447600.0,-0.9999999993524514
41.01,63399252400.0,-0.999999999353147
41.49,63413540000.0,-0.9999999993457234
41.5,63413540000.0,-0.9999999993455656
41.5,63542128400.0,-0.99999999934689
41.59,64270796000.0,-0.9999999993528943
42.1,66785413600.0,-0.9999999993696228
43.86,66813988800.0,-0.9999999993435507
43.88,66656825200.0,-0.9999999993417028
43.77,66971152400.0,-0.999999999346435
43.99,66128184000.0,-0.9999999993347768
43.4,66542524400.0,-0.9999999993477855
43.69,66056746000.0,-0.999999999338599
43.35,64585123200.0,-0.9999999993287928
42.32,64399384400.0,-0.9999999993428509
42.19,64042194400.0,-0.9999999993412155
41.94,63942181200.0,-0.9999999993440949
41.87,64970888400.0,-0.9999999993555575
42.59,64485110000.0,-0.9999999993395374
42.25,63713579600.0,-0.9999999993368761
41.71,62813460800.0,-0.9999999993359704
41.08,62613434400.0,-0.9999999993439108
40.94,62313394800.0,-0.9999999993429984
40.73,62341970000.0,-0.9999999993466681
40.75,61198962000.0,-0.9999999993341391
39.95,62299107200.0,-0.9999999993587388
40.72,61484714000.0,-0.9999999993377215
40.15,61227537200.0,-0.9999999993442493
39.97,62999199600.0,-0.9999999993655475
41.21,63399252400.0,-0.9999999993499923
41.49,64085057200.0,-0.9999999993525792
41.97,62570571600.0,-0.9999999993292374
40.91,63284951600.0,-0.9999999993535588
41.41,63727867200.0,-0.9999999993502058
41.72,63756442400.0,-0.9999999993456348
41.74,64442247200.0,-0.9999999993522882
42.22,64427959600.0,-0.9999999993446944
42.21,64627986000.0,-0.9999999993468773
42.35,64413672000.0,-0.9999999993425309
42.2,64313658800.0,-0.9999999993438408
42.13,66013883200.0,-0.999999999361801
43.32,65685268400.0,-0.9999999993404914
43.09,65185202400.0,-0.9999999993389604
42.74,64270796000.0,-0.9999999993350013
42.1,65499529600.0,-0.9999999993572473
42.96,65399516400.0,-0.9999999993431145
42.89,66299635200.0,-0.9999999993530885
43.52,66599674800.0,-0.9999999993465434
43.73,66671112800.0,-0.9999999993440938
43.78,71018603600.0,-0.9999999993835418
44.11,70361374000.0,-0.9999999993730936
43.65,72033023200.0,-0.999999999394028
44.82,73018867600.0,-0.999999999386186
45.51,73033155200.0,-0.9999999993768584
45.52,72918854400.0,-0.9999999993757445
45.44,73118880800.0,-0.9999999993785463
45.58,72918854400.0,-0.9999999993749216
45.44,73490358400.0,-0.9999999993816876
45.84,73690384800.0,-0.9999999993779378
45.98,74190450800.0,-0.9999999993802436
46.33,74719092000.0,-0.9999999993799443
46.7,73347482400.0,-0.9999999993633046
45.74,74733379600.0,-0.9999999993879576
46.71,74561928400.0,-0.9999999993735409
46.59,75162007600.0,-0.999999999380139
47.01,74804817600.0,-0.9999999993715646
46.76,74833392800.0,-0.9999999993751453
46.78,73433208000.0,-0.9999999993629585
45.8,72890279200.0,-0.9999999993716583
45.42,72675965200.0,-0.9999999993750341
45.27,72204474400.0,-0.9999999993730305
44.94,72633102400.0,-0.9999999993812738
45.24,72704540400.0,-0.9999999993777555
45.29,74704804400.0,-0.9999999993937472
46.69,75319171200.0,-0.9999999993801048
47.12,75976400800.0,-0.9999999993798074
47.58,75562060400.0,-0.9999999993703189
47.29,76847944400.0,-0.9999999993846289
48.19,76490754400.0,-0.9999999993699892
47.94,75976400800.0,-0.9999999993690146
47.58,75604923200.0,-0.9999999993706759
47.32,74376189600.0,-0.9999999993637749
46.46,74233313600.0,-0.9999999993741354
46.36,75247733200.0,-0.9999999993839017
47.07,75433472000.0,-0.9999999993760065
47.2,74961981200.0,-0.9999999993703474
46.87,73918986400.0,-0.9999999993659274
46.14,74919118400.0,-0.9999999993841359
46.84,74233313600.0,-0.9999999993690164
46.36,74090437600.0,-0.9999999993742782
46.26,73533221200.0,-0.9999999993708966
45.87,76019263600.0,-0.9999999993966003
47.61,77376585600.0,-0.9999999993846976
48.56,77619474800.0,-0.9999999993743838
48.73,77905226800.0,-0.9999999993744964
48.93,78105253200.0,-0.9999999993735377
49.07,78362430000.0,-0.999999999373807
49.25,78433868000.0,-0.9999999993720825
49.3,78333854800.0,-0.9999999993706424
49.23,79305411600.0,-0.9999999993792353
49.91,79505438000.0,-0.9999999993722442
50.05,78919646400.0,-0.9999999993658106
49.64,79519725600.0,-0.9999999993757523
50.06,78862496000.0,-0.9999999993652242
49.6,79876915600.0,-0.9999999993790446
50.31,80562720400.0,-0.9999999993755176
50.79,81005636000.0,-0.9999999993730065
51.1,81062786400.0,-0.9999999993696245
51.14,81134224400.0,-0.9999999993696864
51.19,81562852400.0,-0.9999999993723858
51.49,81977192800.0,-0.9999999993718984
51.78,82062918400.0,-0.9999999993690207
51.84,82162931600.0,-0.9999999993690586
51.91,83778095200.0,-0.999999999380387
52.02,83392330000.0,-0.9999999993762017
51.75,83020852400.0,-0.9999999993766626
51.49,82392198000.0,-0.9999999993750622
51.05,82549361600.0,-0.9999999993815821
51.16,82292184800.0,-0.9999999993783127
50.98,83706657200.0,-0.9999999993909684
51.97,84263873600.0,-0.9999999993832469
52.36,82706525200.0,-0.9999999993669182
51.27,83206591200.0,-0.9999999993838229
51.62,83620931600.0,-0.9999999993826905
51.91,83263741600.0,-0.9999999993765594
51.66,82663662400.0,-0.9999999993750579
51.24,83149440800.0,-0.9999999993837602
51.58,83620931600.0,-0.9999999993831687
51.91,82949414400.0,-0.9999999993741969
51.44,84878240400.0,-0.9999999993939553
52.79,85035404000.0,-0.9999999993791997
52.9,86307000400.0,-0.9999999993870717
53.79,87292844800.0,-0.9999999993837982
54.48,87564309200.0,-0.9999999993778287
54.67,87992937200.0,-0.9999999993787001
54.97,87907211600.0,-0.9999999993746815
54.91,87521446400.0,-0.999999999372611
54.64,88192963600.0,-0.9999999993804495
55.11,87878636400.0,-0.9999999993728851
54.89,86421301200.0,-0.9999999993648556
53.87,85778359200.0,-0.9999999993719861
53.42,87421433200.0,-0.999999999388937
54.57,89807462400.0,-0.9999999993923667
56.24,89507422800.0,-0.9999999993716723
56.03,91093346400.0,-0.9999999993849167
57.14,91707713200.0,-0.9999999993769335
57.57,92907871600.0,-0.9999999993803539
58.41,92893584000.0,-0.999999999371216
58.4,95036724000.0,-0.9999999993855007
59.9,93622251600.0,-0.9999999993601948
58.91,93622251600.0,-0.9999999993707692
58.91,94265193600.0,-0.999999999375061
59.36,94222330800.0,-0.9999999993700007
59.33,94679534000.0,-0.9999999993733598
59.65,96094006400.0,-0.9999999993792537
60.64,96565497200.0,-0.9999999993720324
60.97,95722528800.0,-0.9999999993630548
60.38,94750972000.0,-0.9999999993627506
59.7,94450932400.0,-0.9999999993679258
59.49,91336235600.0,-0.9999999993486703
57.31,92550681600.0,-0.9999999993807717
58.16,92050615600.0,-0.9999999993681737
57.81,91121921600.0,-0.9999999993655753
57.16,89764599600.0,-0.9999999993632234
56.21,93007884800.0,-0.9999999993956427
58.48,91521974400.0,-0.9999999993610278
57.44,93922291200.0,-0.9999999993884305
59.12,93565101200.0,-0.9999999993681404
58.87,94993861200.0,-0.9999999993802757
59.87,96265457600.0,-0.9999999993780739
60.76,96851249200.0,-0.9999999993726462
61.17,96122581600.0,-0.999999999363625
60.66,95293900800.0,-0.999999999363443
60.08,97337027600.0,-0.9999999993827632
61.51,96436908800.0,-0.9999999993621737
60.88,92954882400.0,-0.9999999993450586
60.74,92954882400.0,-0.9999999993465647
60.74,93654974800.0,-0.9999999993514493
61.23,93769275600.0,-0.9999999993470142
61.31,93740700400.0,-0.9999999993459618
61.29,94169328400.0,-0.9999999993491512
61.59,93440660800.0,-0.9999999993408651
61.08,90211663200.0,-0.9999999993229257
58.82,90754592000.0,-0.9999999993518786
59.2,91426109200.0,-0.9999999993524825
59.67,92340515600.0,-0.9999999993538048
60.31,90697441600.0,-0.9999999993350419
59.16,91297520800.0,-0.9999999993520087
59.58,93297784800.0,-0.9999999993613996
60.98,94097890400.0,-0.9999999993519515
61.54,93826426000.0,-0.999999999344108
61.35,94626531600.0,-0.9999999993516617
61.91,93126333600.0,-0.9999999993352041
60.86,90525990400.0,-0.9999999993277069
59.04,92097626400.0,-0.9999999993589411
60.14,90554565600.0,-0.99999999933587
59.06,87354143200.0,-0.9999999993239016
56.82,86382586400.0,-0.9999999993422285
56.14,84553773600.0,-0.9999999993360438
54.86,85611056000.0,-0.9999999993591949
55.6,86468312000.0,-0.9999999993569899
56.2,87425581200.0,-0.9999999993571675
56.87,85153852800.0,-0.99999999933215
55.28,84067995200.0,-0.999999999342437
54.52,83967982000.0,-0.9999999993507049
54.45,83967982000.0,-0.9999999993515385
54.45,84096570400.0,-0.99999999935253
54.54,85468180000.0,-0.9999999993618678
55.5,85353879200.0,-0.9999999993497659
55.42,85253866000.0,-0.9999999993499415
55.35,83867968800.0,-0.9999999993400341
54.38,84496623200.0,-0.999999999356424
54.82,84553773600.0,-0.9999999993516552
54.86,84968114000.0,-0.999999999354346
55.15,85282441200.0,-0.9999999993533253
55.37,85925383200.0,-0.9999999993556037
55.82,84968114000.0,-0.9999999993430477
55.15,84753800000.0,-0.9999999993492917
55.0,85010976800.0,-0.9999999993530247
55.18,83410765600.0,-0.9999999993384547
54.06,83367902800.0,-0.999999999351549
54.03,84010844800.0,-0.9999999993568688
54.48,85153852800.0,-0.9999999993602169
55.28,84039420000.0,-0.9999999993422134
54.5,83225026800.0,-0.9999999993451489
53.93,84453760400.0,-0.9999999993614257
54.79,83039288000.0,-0.9999999993401918
53.8,84182296000.0,-0.9999999993609108
54.6,84510910800.0,-0.9999999993539296
54.83,84882388400.0,-0.9999999993540474
55.09,86482599600.0,-0.9999999993629932
56.21,85996821200.0,-0.9999999993463712
55.87,85682494000.0,-0.9999999993479415
55.65,83967982000.0,-0.9999999993372474
54.45,84353747200.0,-0.9999999993545041
54.72,85968246000.0,-0.9999999993634859
55.85,86796926800.0,-0.999999999356544
56.43,88068523200.0,-0.9999999993592489
57.32,88144478400.0,-0.9999999993497041
57.84,88115903200.0,-0.9999999993435918
57.82,88315929600.0,-0.9999999993453049
57.96,89101747600.0,-0.9999999993495077
58.51,88187341200.0,-0.9999999993365261
57.87,86872882000.0,-0.9999999993338543
56.95,86472829200.0,-0.9999999993414116
56.67,86544267200.0,-0.9999999993451906
56.72,87858726400.0,-0.9999999993544182
57.64,88744557600.0,-0.9999999993504953
58.26,87672987600.0,-0.9999999993354852
57.51,87658700000.0,-0.9999999993439328
57.5,87315797600.0,-0.9999999993414709
57.26,88073040400.0,-0.9999999993498578
57.79,87472961200.0,-0.9999999993393387
57.37,86701430800.0,-0.9999999993383039
56.83,85672723600.0,-0.9999999993366617
56.11,85158370000.0,-0.99999999934111
55.75,84758317200.0,-0.9999999993422475
55.47,83915348800.0,-0.9999999993389768
54.88,83915348800.0,-0.9999999993460076
54.88,82429438400.0,-0.9999999993342185
53.84,82358000400.0,-0.9999999993462687
53.79,78386047600.0,-0.9999999993137809
51.01,79300454000.0,-0.9999999993567502
51.65,72942472000.0,-0.9999999992919077
47.2,75828567200.0,-0.9999999993775432
49.22,73799728000.0,-0.9999999993330598
47.8,76871562000.0,-0.9999999993781836
49.95,77443066000.0,-0.99999999935501
50.35,79000414400.0,-0.9999999993626616
51.44,77971707200.0,-0.9999999993402735
50.72,78286034400.0,-0.9999999993521195
50.94,74985598800.0,-0.9999999993206695
48.63,74771284800.0,-0.9999999993496166
48.48,74485532800.0,-0.9999999993491353
48.28,77071588400.0,-0.9999999993735694
50.09,77514504000.0,-0.9999999993537984
50.4,76057168800.0,-0.9999999993373405
49.38,76857274400.0,-0.9999999993575104
49.94,79329029200.0,-0.99999999937047
51.67,79400467200.0,-0.9999999993492482
51.72,79643356400.0,-0.999999999350605
51.89,79529055600.0,-0.999999999347534
51.81,77871694000.0,-0.9999999993346748
50.65,77057300800.0,-0.9999999993426969
50.08,78814675600.0,-0.9999999993645854
51.31,77257327200.0,-0.9999999993358559
50.22,75457089600.0,-0.9999999993344562
48.96,75471377200.0,-0.9999999993512773
48.97,76042881200.0,-0.9999999993560212
49.37,77357340400.0,-0.999999999361793
50.29,78386047600.0,-0.9999999993584318
51.01,78800388000.0,-0.9999999993526681
51.3,78228884000.0,-0.999999999344232
50.9,78486060800.0,-0.9999999993514772
51.08,76242907600.0,-0.999999999330036
49.51,73985466800.0,-0.9999999993308145
47.93,73585414000.0,-0.9999999993486481
47.65,75357076400.0,-0.9999999993676771
48.89,75499952400.0,-0.9999999993524499
48.99,74371232000.0,-0.9999999993412776
48.2,75614253200.0,-0.999999999362554
49.07,74471245200.0,-0.999999999341088
48.27,68934250540.0,-0.9999999992997676
46.49,70314919620.0,-0.9999999993388317
47.47,72090065580.0,-0.9999999993415182
48.73,72554984760.0,-0.9999999993283715
49.06,72343657860.0,-0.9999999993218479
48.91,75344499840.0,-0.9999999993508485
51.04,75414942140.0,-0.999999999323211
51.09,76302515120.0,-0.9999999993304284
51.72,75443119060.0,-0.9999999993144504
51.11,77528211140.0,-0.9999999993407561
52.59,76837876600.0,-0.9999999993155719
52.1,77767714960.0,-0.9999999993300562
52.76,78148103380.0,-0.9999999993248716
53.03,78908880220.0,-0.999999999327959
53.57,80585406960.0,-0.9999999993352394
54.76,80895353080.0,-0.999999999323076
54.98,79345622480.0,-0.9999999993070822
53.88,80641760800.0,-0.9999999993318598
54.8,81670218380.0,-0.9999999993290087
55.53,80486787740.0,-0.9999999993100731
54.69,78246722600.0,-0.999999999301057
53.1,76387045880.0,-0.999999999304856
51.78,77655007280.0,-0.9999999993332046
52.68,79148384040.0,-0.9999999993344147
53.74,79373799400.0,-0.9999999993229504
53.9,80317726220.0,-0.9999999993289153
54.57,81557510700.0,-0.9999999993309016
55.45,78852526380.0,-0.9999999992967885
53.53,80162753160.0,-0.9999999993322335
54.46,80909441540.0,-0.9999999993269018
54.99,80444522360.0,-0.9999999993164234
54.66,80754468480.0,-0.9999999993231334
54.88,78359430280.0,-0.9999999992996376
53.18,78148103380.0,-0.9999999993194972
53.03,77838157260.0,-0.9999999993187146
52.81,77387326540.0,-0.9999999993175885
52.49,76612461240.0,-0.9999999993148634
51.94,75316322920.0,-0.9999999993103753
51.02,74471015320.0,-0.9999999993149012
50.42,75682622880.0,-0.9999999993337969
51.28,76612461240.0,-0.9999999993306572
51.94,80035957020.0,-0.9999999993510417
54.37,80500876200.0,-0.9999999993246036
54.7,81360272260.0,-0.9999999993276817
55.31,81642041460.0,-0.9999999993225304
55.51,81346183800.0,-0.9999999993176079
55.3,81205299200.0,-0.99999999931901
55.2,79711922440.0,-0.9999999993075064
54.14,80712203100.0,-0.9999999993292217
54.85,79134295580.0,-0.9999999993068744
53.73,78458049500.0,-0.9999999993151755
53.25,77021026580.0,-0.9999999993086304
52.23,76781522760.0,-0.9999999993197582
52.06,76894230440.0,-0.9999999993229661
52.14,76302515120.0,-0.9999999993166674
51.72,78373518740.0,-0.9999999993400832
53.19,79275180180.0,-0.999999999329046
53.83,80486787740.0,-0.9999999993311945
54.69,81219387660.0,-0.9999999993266386
55.21,81768837600.0,-0.9999999993248039
55.6,80571318500.0,-0.9999999993099281
54.75,81698395300.0,-0.9999999993298522
55.55,81698395300.0,-0.9999999993200601
55.55,84206634000.0,-0.9999999993403133
56.54,83832117000.0,-0.9999999993255568
56.27,83207922000.0,-0.9999999993237423
55.82,82611469000.0,-0.9999999993243069
55.39,82902760000.0,-0.9999999993318679
55.6,83263406000.0,-0.9999999993322397
55.86,81917919000.0,-0.9999999993180979
54.89,80600174000.0,-0.9999999993189841
53.94,80156302000.0,-0.9999999993270647
53.62,80641787000.0,-0.9999999993350842
53.97,81390821000.0,-0.9999999993369031
54.51,81141143000.0,-0.9999999993282076
54.33,81071788000.0,-0.9999999993298532
54.28,80392109000.0,-0.9999999993248093
53.79,80447593000.0,-0.999999999331366
53.83,79781785000.0,-0.9999999993252846
53.35,79296300000.0,-0.999999999327207
53.0,79157590000.0,-0.9999999993304496
52.9,78450169000.0,-0.9999999993256866
52.39,77909200000.0,-0.9999999993275506
52.0,79074364000.0,-0.9999999993423911
52.84,79698559000.0,-0.9999999993370018
53.29,80281141000.0,-0.9999999993362078
53.71,81196627000.0,-0.9999999993385194
54.37,81834693000.0,-0.9999999993356119
54.83,82181468000.0,-0.9999999993328179
55.08,81432434000.0,-0.999999999323611
54.54,82181468000.0,-0.9999999993363468
55.08,82764050000.0,-0.9999999993344937
55.5,83610181000.0,-0.9999999993362052
56.11,83443729000.0,-0.9999999993275708
55.99,82736308000.0,-0.9999999993232717
55.48,83346632000.0,-0.9999999993343462
55.92,83845988000.0,-0.9999999993330629
56.28,84165021000.0,-0.9999999993313137
56.51,84886313000.0,-0.9999999993342861
57.03,86093090000.0,-0.9999999993375775
57.9,86592446000.0,-0.9999999993313504
58.26,87480190000.0,-0.9999999993340206
58.9,86731156000.0,-0.9999999993208899
58.36,88492773000.0,-0.9999999993405111
59.63,87882449000.0,-0.99999999932148
59.19,87799223000.0,-0.9999999993258483
59.13,86620188000.0,-0.9999999993173647
58.28,87216641000.0,-0.9999999993317789
58.71,87438577000.0,-0.9999999993285572
58.87,87369222000.0,-0.9999999993261929
58.82,87521803000.0,-0.9999999993279389
58.93,88007288000.0,-0.9999999993303964
59.28,87743739000.0,-0.9999999993243962
59.09,86814382000.0,-0.9999999993193525
58.42,87396964000.0,-0.9999999993315557
58.84,88326321000.0,-0.9999999993338339
59.51,87799223000.0,-0.9999999993222035
59.13,87507932000.0,-0.9999999993242898
58.92,86023735000.0,-0.9999999993150728
57.85,86675672000.0,-0.9999999993325693
58.32,87577287000.0,-0.9999999993340739
58.97,87036318000.0,-0.9999999993224667
58.58,86120832000.0,-0.9999999993197929
57.92,85926638000.0,-0.9999999993259366
57.78,86148574000.0,-0.9999999993292983
57.94,79482894400.0,-0.9999999992710381
58.6,78926859680.0,-0.9999999992575405
58.17,78797549280.0,-0.9999999992617791
58.07,77995824800.0,-0.999999999255473
57.45,77685479840.0,-0.9999999992604796
57.21,76353582720.0,-0.9999999992507228
56.18,76211341280.0,-0.9999999992628393
56.07,77181169280.0,-0.9999999992735275
56.82,76288927520.0,-0.9999999992551999
56.13,76482893120.0,-0.9999999992661104
56.28,76909617440.0,-0.9999999992682319
56.61,75952720480.0,-0.9999999992546679
55.87,75564789280.0,-0.9999999992606344
55.57,75551858240.0,-0.9999999992644787
55.56,75008754560.0,-0.9999999992592865
55.14,74569099200.0,-0.9999999992605516
54.8,73715650560.0,-0.9999999992566029
54.14,74866513120.0,-0.9999999992768462
55.03,74659616480.0,-0.9999999992629215
54.87,74310478400.0,-0.9999999992616115
54.6,76780307040.0,-0.9999999992888802
56.51,74297547360.0,-0.9999999992394096
54.59,73870823040.0,-0.9999999992610072
54.26,72461339680.0,-0.9999999992511869
53.17,72694098400.0,-0.9999999992685789
53.35,73935478240.0,-0.9999999992784249
54.31,72849270880.0,-0.9999999992544881
53.47,73819098880.0,-0.9999999992756617
54.22,72888064000.0,-0.9999999992561196
53.5,72150994720.0,-0.9999999992584995
52.93,71633753120.0,-0.9999999992611025
52.53,71362201280.0,-0.999999999263896
52.32,69900993760.0,-0.9999999992515128
51.19,69422545280.0,-0.9999999992626315
50.82,70650994080.0,-0.9999999992806895
51.77,70521683680.0,-0.9999999992658996
51.67,71064787360.0,-0.9999999992729169
52.09,71129442560.0,-0.9999999992676731
52.14,71090649440.0,-0.9999999992665702
52.11,72590650080.0,-0.999999999282139
53.27,71000132160.0,-0.9999999992497197
52.04,71155304640.0,-0.999999999268642
52.16,69900993760.0,-0.9999999992538018
51.19,70043235200.0,-0.9999999992691657
51.3,70780304480.0,-0.9999999992752221
51.87,72991512320.0,-0.9999999992893694
53.58,73288926240.0,-0.9999999992689209
53.81,73495822880.0,-0.9999999992678495
53.97,73379443520.0,-0.9999999992645079
53.88,74452719840.0,-0.9999999992763192
54.71,73663926400.0,-0.9999999992573027
54.1,74413926720.0,-0.9999999992729856
54.68,75422547840.0,-0.9999999992750178
