COP,dcf,Deviation
10.43,,
10.48,,
10.62,,
10.67,,
10.72,,
10.62,,
10.86,,
11.01,,
10.82,,
10.96,,
11.05,,
10.96,,
10.77,,
10.72,,
10.58,,
10.82,,
10.43,,
10.34,,
10.29,,
10.48,,
10.34,,
10.34,,
10.77,,
10.72,,
10.67,,
10.82,,
11.01,,
11.05,,
11.05,,
10.96,,
10.91,,
10.82,,
10.72,,
10.77,,
10.62,,
10.43,,
10.48,,
10.39,,
10.43,,
10.39,,
10.43,,
10.39,,
10.53,,
10.2,,
10.2,,
9.91,,
9.53,,
9.81,,
9.67,,
9.72,,
9.67,,
9.58,,
9.58,,
9.77,,
9.72,,
9.67,,
10.01,,
10.48,,
10.39,,
10.15,,
10.24,,
10.48,,
10.24,,
10.01,,
10.1,,
10.01,,
10.05,,
10.01,,
9.86,,
9.96,,
9.67,,
9.48,,
9.58,,
9.72,,
9.62,,
9.62,,
9.77,,
9.72,,
9.91,,
9.86,,
9.72,,
9.77,,
9.81,,
9.53,,
9.43,,
9.24,,
9.43,,
9.48,,
9.81,,
10.15,,
10.15,,
10.2,,
10.24,,
9.96,,
10.01,,
10.05,,
10.1,,
10.15,,
10.29,,
10.24,,
10.2,,
10.2,,
10.05,,
10.05,,
9.96,,
9.72,,
9.67,,
9.67,,
9.67,,
9.67,,
9.72,,
9.62,,
9.48,,
9.48,,
9.72,,
9.67,,
9.86,,
9.81,,
9.91,,
10.05,,
10.1,,
10.24,,
10.2,,
10.2,,
10.05,,
10.05,,
10.48,,
9.91,,
9.91,,
9.77,,
9.53,,
9.77,,
9.81,,
9.96,,
10.01,,
10.01,,
9.96,,
10.01,,
10.01,,
9.86,,
9.96,,
10.01,,
10.05,,
10.05,,
9.96,,
9.86,,
9.67,,
9.86,,
10.05,,
10.01,,
10.05,,
10.34,,
10.34,,
10.43,,
10.29,,
10.34,,
10.39,,
10.24,,
10.29,,
10.2,,
10.1,,
10.29,,
10.39,,
10.24,,
10.05,,
10.1,,
10.01,,
10.01,,
9.91,,
9.77,,
9.86,,
9.81,,
9.72,,
9.67,,
9.58,,
9.39,,
9.34,,
9.29,,
9.05,,
8.81,,
8.81,,
8.72,,
8.58,,
8.62,,
8.67,,
8.86,,
8.62,,
8.58,,
8.53,,
8.58,,
8.58,,
8.58,,
8.58,,
8.62,,
8.58,,
8.62,,
8.48,,
8.58,,
8.39,,
8.62,,
8.86,,
8.72,,
8.77,,
8.77,,
8.96,,
9.15,,
9.29,,
9.29,,
9.05,,
8.81,,
8.72,,
8.67,,
8.67,,
8.86,,
9.2,,
9.29,,
9.24,,
9.48,,
9.43,,
9.43,,
9.2,,
9.15,,
9.29,,
9.24,,
9.15,,
9.15,,
9.15,,
9.0,,
8.86,,
8.67,,
8.67,,
8.58,,
8.77,,
8.91,,
8.77,,
9.0,,
9.05,,
8.86,,
8.72,,
8.72,,
8.58,,
8.43,,
8.53,,
8.48,,
8.91,,
8.86,,
8.77,,
8.77,,
8.86,,
8.77,,
8.77,,
8.62,,
8.67,,
8.77,,
8.72,,
8.96,,
9.05,,
8.96,,
8.96,,
8.96,,
8.81,,
9.1,,
9.0,,
8.96,,
8.86,,
8.96,,
8.77,,
8.77,,
8.86,,
8.72,,
8.58,,
9.1,,
9.43,,
9.05,,
9.0,,
9.1,,
9.05,,
9.15,,
9.15,,
9.24,,
9.24,,
8.86,,
9.0,,
8.77,,
8.81,,
8.96,,
9.2,,
9.39,,
9.2,,
9.48,,
9.39,,
9.48,,
9.62,,
9.62,,
9.58,,
9.48,,
9.53,,
9.43,,
9.34,,
9.29,,
9.29,,
9.43,,
9.43,,
9.39,,
9.48,,
9.58,,
10.15,,
9.86,,
9.96,,
9.77,,
9.81,,
9.67,,
9.86,,
9.86,,
10.01,,
10.01,,
10.2,,
10.1,,
10.15,,
10.1,,
9.96,,
9.86,,
9.81,,
9.53,,
9.81,,
9.62,,
9.77,,
9.72,,
9.67,,
9.53,,
9.53,,
9.24,,
9.34,,
9.48,,
9.53,,
9.86,,
10.15,,
10.1,,
10.24,,
10.15,,
10.34,,
10.1,,
10.2,,
10.2,,
10.29,,
10.24,,
10.34,,
10.39,,
10.29,,
10.15,,
10.24,,
10.48,,
10.58,,
10.58,,
10.58,,
10.39,,
10.43,,
10.2,,
10.39,,
10.39,,
10.67,,
10.67,,
10.82,,
10.86,,
10.91,,
10.96,,
10.96,,
10.82,,
10.67,,
10.62,,
10.62,,
10.62,,
10.72,,
10.48,,
10.58,,
10.48,,
10.53,,
10.62,,
10.62,,
10.58,,
10.53,,
10.77,,
10.72,,
10.67,,
10.53,,
10.62,,
10.62,,
10.29,,
10.34,,
10.43,,
10.72,,
10.62,,
10.53,,
10.67,,
10.67,,
10.48,,
10.53,,
10.48,,
10.43,,
10.29,,
10.05,,
9.43,,
9.15,,
9.24,,
9.43,,
9.43,,
9.53,,
9.77,,
9.91,,
9.67,,
9.67,,
9.39,,
9.72,,
9.77,,
9.62,,
9.62,,
9.62,,
9.53,,
9.43,,
9.1,,
9.05,,
9.24,,
9.2,,
9.24,,
9.2,,
9.39,,
9.2,,
9.15,,
9.05,,
9.15,,
9.15,,
9.15,,
9.24,,
9.15,,
8.96,,
9.05,,
9.05,,
9.15,,
9.1,,
8.86,,
8.86,,
8.96,,
9.2,,
9.29,,
9.2,,
9.24,,
9.29,,
9.34,,
9.24,,
9.43,,
9.48,,
9.77,,
9.67,,
9.48,,
9.67,,
9.62,,
9.48,,
9.62,,
9.48,,
9.58,,
9.62,,
9.43,,
9.53,,
9.43,,
9.43,,
9.58,,
9.39,,
9.62,,
9.53,,
9.48,,
9.48,,
9.48,,
9.43,,
9.43,,
9.39,,
9.77,,
9.86,,
9.91,,
10.1,,
10.43,,
10.43,,
10.24,,
10.24,,
10.53,,
10.77,,
10.62,,
10.62,,
10.34,,
10.58,,
10.2,,
10.2,,
10.1,,
10.05,,
10.34,,
10.62,,
10.91,,
10.82,,
10.58,,
10.72,,
10.91,,
11.15,,
11.15,,
11.05,,
11.01,,
11.05,,
10.86,,
10.72,,
10.67,,
10.48,,
10.72,,
10.82,,
10.72,,
10.67,,
10.67,,
10.96,,
10.91,,
10.86,,
11.1,,
10.91,,
11.05,,
10.91,,
10.72,,
10.67,,
10.91,,
11.2,,
11.15,,
11.34,,
11.43,,
11.43,,
11.72,,
11.63,,
11.34,,
11.43,,
11.63,,
11.53,,
10.96,,
11.05,,
11.24,,
10.91,,
10.62,,
10.96,,
11.2,,
11.1,,
11.15,,
11.29,,
11.05,,
11.2,,
11.29,,
10.91,,
10.91,,
11.43,,
11.29,,
11.1,,
11.43,,
11.58,,
11.43,,
11.43,,
11.39,,
11.43,,
11.48,,
11.63,,
11.82,,
11.77,,
12.01,,
12.15,,
12.24,,
12.05,,
12.05,,
12.1,,
12.05,,
12.01,,
11.43,,
11.29,,
11.24,,
11.39,,
11.39,,
11.39,,
11.48,,
11.43,,
11.05,,
11.01,,
10.96,,
10.96,,
11.05,,
10.67,,
11.01,,
10.82,,
10.91,,
11.1,,
11.29,,
11.29,,
11.24,,
11.15,,
11.24,,
10.86,,
10.96,,
10.91,,
10.91,,
10.91,,
10.96,,
10.91,,
11.43,,
11.39,,
11.63,,
11.67,,
11.72,,
11.58,,
11.58,,
11.48,,
11.2,,
11.48,,
11.67,,
11.82,,
11.77,,
11.91,,
12.01,,
12.05,,
11.96,,
12.05,,
12.15,,
12.2,,
12.1,,
12.44,,
12.53,,
12.67,,
12.48,,
12.48,,
12.48,,
12.67,,
12.63,,
12.67,,
12.29,,
12.2,,
12.2,,
12.1,,
11.91,,
12.1,,
12.44,,
12.29,,
12.1,,
11.96,,
12.24,,
12.01,,
11.77,,
11.86,,
12.15,,
12.24,,
12.91,,
12.86,,
13.39,,
14.06,,
13.48,,
13.25,,
13.05,,
13.01,,
13.63,,
13.53,,
13.2,,
13.29,,
12.91,,
12.58,,
12.48,,
12.29,,
12.39,,
12.1,,
12.44,,
11.82,,
12.01,,
12.1,,
12.29,,
12.48,,
12.34,,
12.34,,
12.48,,
12.39,,
12.1,,
11.91,,
11.86,,
11.58,,
11.86,,
11.24,,
11.29,,
11.86,,
11.91,,
11.82,,
11.67,,
11.53,,
11.39,,
10.91,,
10.82,,
10.86,,
10.58,,
10.86,,
10.82,,
10.86,,
10.86,,
10.72,,
10.48,,
10.58,,
10.48,,
10.72,,
10.43,,
10.43,,
10.48,,
10.34,,
10.29,,
10.62,,
11.01,,
11.1,,
10.91,,
11.1,,
11.1,,
11.05,,
11.34,,
11.34,,
11.72,,
11.67,,
11.48,,
11.48,,
11.34,,
11.1,,
11.1,,
11.01,,
11.1,,
11.24,,
11.15,,
11.1,,
11.2,,
11.2,,
11.1,,
10.96,,
10.86,,
11.01,,
11.24,,
11.48,,
11.82,,
11.67,,
11.34,,
11.34,,
11.34,,
11.01,,
10.91,,
11.24,,
11.05,,
10.91,,
10.72,,
11.2,,
11.34,,
11.29,,
10.91,,
10.58,,
10.43,,
10.34,,
10.48,,
10.48,,
10.39,,
10.29,,
10.24,,
10.1,,
10.15,,
10.15,,
10.58,,
10.82,,
10.77,,
10.82,,
11.05,,
11.05,,
10.77,,
11.05,,
11.1,,
10.82,,
11.05,,
10.77,,
10.72,,
10.48,,
10.15,,
10.39,,
10.53,,
10.48,,
10.86,,
10.91,,
10.86,,
11.1,,
11.1,,
11.34,,
12.1,,
12.01,,
11.72,,
11.43,,
11.86,,
12.1,,
12.48,,
12.24,,
11.96,,
11.91,,
11.82,,
11.96,,
11.82,,
12.15,,
12.34,,
12.34,,
12.24,,
12.15,,
12.2,,
12.29,,
12.44,,
12.48,,
12.48,,
12.48,,
12.58,,
12.48,,
12.53,,
12.86,,
12.53,,
12.58,,
12.39,,
12.67,,
12.67,,
12.72,,
12.72,,
12.48,,
12.29,,
12.39,,
12.39,,
12.34,,
12.77,,
12.77,,
12.77,,
12.67,,
12.63,,
12.58,,
12.44,,
12.58,,
12.05,,
12.15,,
11.91,,
11.91,,
11.91,,
12.1,,
12.77,,
12.63,,
12.15,,
12.48,,
12.39,,
12.29,,
12.39,,
12.48,,
12.63,,
12.77,,
12.67,,
12.72,,
12.72,,
12.72,,
12.63,,
12.67,,
12.58,,
12.44,,
12.48,,
12.44,,
12.15,,
12.15,,
11.63,,
11.77,,
12.01,,
12.05,,
12.2,,
12.15,,
12.39,,
12.29,,
12.39,,
12.34,,
12.29,,
12.24,,
12.24,,
12.29,,
12.34,,
12.29,,
12.67,,
12.67,,
12.58,,
12.63,,
12.77,,
12.63,,
12.67,,
13.05,,
13.29,,
13.25,,
13.25,,
13.05,,
13.1,,
12.96,,
12.82,,
12.77,,
12.72,,
12.67,,
12.72,,
12.53,,
12.58,,
12.58,,
12.82,,
12.82,,
13.05,,
12.91,,
12.67,,
12.82,,
12.77,,
13.15,,
13.1,,
13.15,,
13.1,,
13.15,,
13.34,,
13.29,,
13.05,,
13.1,,
13.1,,
13.1,,
12.91,,
13.29,,
13.58,,
13.86,,
14.01,,
14.06,,
13.72,,
13.63,,
13.72,,
13.29,,
13.39,,
13.34,,
13.05,,
13.05,,
13.05,,
13.2,,
13.05,,
12.86,,
12.72,,
12.58,,
12.58,,
12.91,,
12.44,,
12.67,,
12.63,,
12.72,,
12.58,,
12.48,,
12.44,,
12.1,,
12.29,,
12.34,,
12.24,,
12.24,,
12.34,,
12.53,,
12.58,,
12.67,,
12.96,,
13.05,,
13.1,,
12.96,,
12.86,,
12.77,,
12.72,,
12.67,,
12.53,,
12.48,,
12.44,,
12.39,,
12.29,,
12.24,,
11.86,,
11.86,,
11.63,,
11.48,,
11.67,,
11.72,,
11.86,,
12.15,,
12.1,,
12.2,,
12.48,,
12.2,,
12.34,,
12.44,,
12.39,,
12.1,,
12.15,,
11.91,,
11.96,,
12.05,,
12.29,,
12.2,,
12.39,,
12.48,,
12.24,,
12.44,,
12.58,,
12.58,,
12.58,,
12.48,,
12.63,,
12.58,,
12.58,,
12.72,,
12.48,,
12.72,,
12.86,,
13.01,,
12.96,,
13.29,,
13.34,,
13.53,,
13.48,,
13.58,,
13.48,,
13.44,,
13.34,,
13.44,,
13.34,,
13.29,,
13.25,,
13.44,,
13.34,,
13.34,,
13.39,,
13.29,,
13.48,,
13.58,,
13.96,,
13.96,,
13.82,,
13.67,,
13.44,,
13.25,,
13.25,,
13.39,,
13.25,,
13.05,,
13.2,,
13.2,,
13.15,,
13.63,,
13.58,,
13.63,,
13.72,,
13.48,,
13.34,,
13.34,,
13.48,,
13.39,,
13.48,,
13.58,,
13.48,,
13.58,,
13.72,,
13.77,,
13.63,,
13.67,,
13.82,,
13.96,,
14.1,,
13.91,,
13.96,,
14.01,,
14.01,,
14.1,,
14.1,,
13.91,,
13.72,,
13.82,,
13.72,,
13.39,,
13.34,,
13.2,,
13.2,,
13.1,,
12.96,,
12.96,,
13.1,,
13.2,,
13.1,,
13.15,,
13.1,,
13.01,,
12.48,,
12.67,,
12.72,,
12.44,,
12.72,,
12.77,,
12.72,,
12.72,,
12.77,,
12.72,,
13.01,,
13.2,,
13.05,,
13.1,,
13.25,,
13.48,,
13.05,,
13.29,,
13.15,,
13.05,,
13.1,,
13.2,,
13.2,,
13.29,,
13.53,,
13.39,,
13.34,,
13.48,,
13.34,,
13.1,,
13.15,,
13.15,,
13.25,,
13.2,,
12.96,,
12.86,,
12.82,,
12.82,,
12.72,,
12.58,,
12.39,,
12.39,,
12.48,,
12.48,,
12.34,,
12.24,,
12.44,,
12.53,,
12.53,,
12.48,,
12.53,,
12.86,,
13.05,,
12.86,,
12.86,,
12.72,,
12.91,,
13.1,,
13.1,,
12.77,,
13.01,,
12.67,,
12.77,,
12.86,,
12.86,,
12.77,,
12.53,,
12.34,,
12.29,,
12.44,,
12.39,,
11.96,,
11.91,,
12.15,,
11.96,,
11.77,,
11.96,,
11.86,,
11.77,,
11.86,,
12.1,,
11.96,,
11.96,,
11.82,,
11.82,,
12.1,,
12.1,,
12.15,,
12.29,,
12.24,,
11.96,,
12.24,,
12.29,,
12.29,,
12.1,,
12.2,,
12.2,,
12.44,,
12.77,,
12.24,,
12.15,,
12.29,,
12.05,,
12.29,,
12.72,,
12.72,,
12.58,,
12.72,,
12.67,,
12.63,,
12.63,,
12.91,,
12.82,,
12.72,,
13.05,,
12.96,,
12.96,,
12.91,,
12.82,,
12.86,,
13.15,,
12.91,,
12.91,,
12.72,,
12.77,,
12.58,,
12.58,,
12.67,,
12.67,,
12.77,,
12.63,,
13.1,,
12.91,,
13.01,,
12.96,,
13.05,,
13.2,,
13.2,,
13.2,,
13.22,,
12.63,,
12.63,,
12.44,,
12.34,,
12.29,,
12.24,,
12.2,,
12.2,,
12.2,,
12.15,,
12.01,,
12.29,,
12.48,,
12.63,,
12.44,,
12.48,,
12.72,,
12.58,,
12.67,,
12.39,,
12.53,,
12.44,,
12.82,,
13.05,,
13.15,,
13.01,,
13.29,,
13.25,,
13.01,,
13.25,,
13.48,,
13.44,,
13.34,,
13.48,,
13.48,,
13.34,,
13.53,,
13.72,,
13.91,,
14.58,,
14.29,,
13.91,,
14.25,,
14.29,,
14.72,,
15.01,,
14.87,,
15.1,,
15.01,,
14.87,,
15.01,,
14.58,,
14.53,,
14.77,,
15.01,,
15.06,,
15.06,,
15.01,,
15.34,,
14.77,,
15.1,,
14.87,,
15.1,,
14.91,,
14.96,,
14.67,,
14.96,,
15.39,,
15.1,,
14.87,,
14.96,,
14.96,,
15.39,,
15.48,,
15.48,,
15.58,,
15.87,,
15.82,,
15.34,,
15.1,,
15.1,,
14.87,,
14.58,,
14.82,,
14.96,,
14.77,,
14.87,,
15.06,,
15.44,,
15.15,,
15.39,,
15.87,,
15.87,,
15.96,,
16.25,,
16.25,,
16.1,,
15.82,,
15.87,,
15.82,,
15.72,,
15.87,,
16.06,,
15.77,,
15.91,,
15.82,,
15.53,,
15.39,,
15.25,,
15.1,,
15.25,,
15.15,,
15.25,,
15.34,,
15.48,,
15.68,,
15.77,,
15.72,,
15.72,,
15.96,,
16.06,,
16.15,,
16.1,,
16.01,,
16.2,,
16.34,,
16.63,,
16.68,,
16.68,,
16.53,,
16.1,,
15.87,,
15.91,,
15.96,,
15.68,,
15.68,,
15.48,,
15.58,,
15.44,,
15.39,,
15.15,,
15.06,,
14.96,,
14.91,,
15.01,,
15.1,,
15.01,,
15.06,,
15.06,,
15.2,,
15.15,,
15.2,,
15.15,,
15.48,,
15.63,,
15.68,,
15.82,,
16.01,,
15.91,,
15.82,,
15.96,,
15.91,,
15.44,,
15.44,,
15.63,,
15.34,,
15.34,,
15.58,,
15.68,,
15.63,,
16.06,,
16.1,,
16.25,,
16.15,,
16.06,,
16.06,,
16.25,,
16.39,,
16.29,,
16.34,,
16.06,,
16.01,,
16.01,,
16.29,,
15.96,,
16.1,,
16.06,,
16.39,,
16.68,,
16.49,,
16.2,,
16.1,,
16.01,,
16.2,,
16.2,,
15.96,,
16.15,,
16.44,,
16.29,,
16.15,,
16.06,,
16.06,,
16.06,,
15.82,,
15.87,,
15.68,,
15.53,,
15.39,,
15.15,,
14.96,,
15.58,,
15.82,,
15.91,,
15.63,,
15.53,,
15.58,,
16.1,,
16.06,,
16.15,,
16.44,,
16.29,,
16.49,,
17.06,,
17.39,,
17.25,,
17.06,,
17.2,,
17.1,,
17.1,,
17.01,,
17.01,,
16.87,,
16.77,,
16.49,,
16.29,,
15.82,,
15.72,,
16.1,,
16.68,,
16.34,,
16.58,,
17.15,,
17.06,,
17.06,,
17.25,,
17.2,,
17.34,,
16.87,,
16.72,,
17.1,,
16.77,,
16.91,,
16.82,,
17.53,,
17.68,,
17.25,,
17.53,,
17.58,,
17.68,,
17.63,,
17.58,,
17.82,,
17.15,,
17.1,,
16.82,,
16.72,,
16.39,,
16.91,,
16.96,,
16.82,,
16.77,,
16.91,,
16.87,,
16.63,,
16.72,,
16.39,,
16.44,,
16.87,,
16.87,,
16.68,,
16.44,,
16.25,,
16.49,,
16.63,,
16.29,,
16.2,,
16.01,,
15.68,,
15.77,,
15.91,,
15.91,,
16.1,,
15.96,,
16.01,,
16.01,,
15.72,,
15.58,,
15.34,,
15.39,,
15.68,,
15.77,,
15.91,,
15.96,,
16.15,,
15.91,,
15.82,,
16.06,,
15.68,,
15.58,,
15.44,,
15.48,,
15.2,,
14.91,,
14.96,,
15.34,,
15.01,,
14.58,,
14.44,,
14.48,,
14.44,,
14.29,,
14.29,,
14.67,,
14.82,,
14.67,,
14.77,,
15.15,,
14.77,,
14.72,,
14.96,,
15.01,,
14.87,,
15.15,,
15.68,,
15.48,,
15.48,,
15.72,,
15.68,,
16.1,,
15.72,,
16.01,,
16.06,,
16.01,,
16.15,,
16.01,,
15.91,,
15.91,,
15.87,,
15.58,,
15.58,,
15.77,,
16.2,,
16.68,,
16.72,,
16.87,,
16.68,,
16.72,,
16.63,,
16.63,,
16.72,,
16.49,,
16.82,,
16.87,,
16.72,,
16.87,,
16.44,,
16.53,,
16.29,,
16.44,,
16.49,,
16.46,,
16.29,,
16.68,,
16.91,,
17.34,,
17.53,,
17.25,,
17.15,,
16.56,,
16.77,,
16.99,,
16.44,,
16.58,,
16.87,,
17.2,,
16.79,,
16.79,,
17.15,,
17.3,,
17.3,,
17.39,,
17.58,,
17.63,,
17.82,,
17.56,,
17.53,,
17.46,,
17.65,,
17.91,,
18.46,,
18.27,,
18.56,,
18.68,,
18.41,,
18.3,,
17.63,,
18.06,,
18.15,,
18.61,,
18.11,,
18.53,,
18.06,,
18.15,,
18.3,,
18.11,,
18.13,,
18.46,,
18.41,,
18.61,,
18.37,,
18.49,,
18.91,,
18.99,,
18.58,,
18.8,,
18.77,,
19.06,,
18.8,,
19.13,,
19.25,,
18.84,,
18.84,,
19.08,,
19.27,,
19.42,,
19.72,,
19.68,,
19.72,,
19.44,,
19.37,,
19.49,,
19.39,,
19.06,,
19.03,,
19.01,,
18.89,,
18.84,,
18.82,,
18.72,,
18.7,,
19.01,,
18.96,,
18.7,,
18.46,,
18.46,,
17.87,,
18.3,,
18.22,,
18.25,,
18.44,,
18.96,,
18.91,,
19.03,,
19.03,,
19.11,,
18.77,,
18.84,,
18.7,,
18.77,,
19.15,,
19.39,,
18.96,,
18.87,,
19.34,,
19.42,,
19.03,,
18.89,,
18.56,,
18.46,,
18.51,,
18.68,,
18.89,,
18.82,,
19.27,,
19.08,,
18.96,,
18.7,,
18.72,,
18.32,,
18.58,,
18.18,,
18.2,,
18.13,,
18.18,,
18.08,,
17.82,,
18.06,,
17.84,,
18.18,,
18.22,,
18.53,,
18.3,,
17.96,,
17.22,,
17.34,,
16.99,,
16.49,,
16.6,,
17.03,,
17.15,,
16.96,,
17.1,,
17.2,,
17.08,,
16.87,,
16.68,,
16.82,,
17.08,,
16.96,,
16.58,,
16.77,,
17.08,,
17.15,,
17.22,,
16.99,,
17.08,,
16.77,,
17.15,,
17.44,,
17.6,,
17.89,,
17.94,,
18.01,,
17.91,,
17.99,,
17.58,,
17.44,,
17.77,,
18.25,,
18.68,,
18.53,,
19.03,,
19.08,,
19.01,,
18.89,,
18.49,,
18.96,,
18.96,,
18.72,,
18.68,,
18.84,,
18.37,,
18.7,,
18.94,,
19.56,,
19.89,,
19.58,,
19.3,,
19.39,,
19.39,,
19.25,,
19.03,,
19.08,,
19.53,,
19.42,,
19.2,,
19.22,,
18.91,,
19.01,,
18.91,,
18.89,,
19.08,,
19.32,,
19.27,,
19.13,,
19.11,,
18.87,,
18.56,,
18.25,,
18.58,,
18.22,,
18.51,,
18.89,,
19.18,,
19.03,,
18.84,,
18.61,,
18.32,,
18.3,,
18.84,,
18.96,,
18.99,,
19.18,,
19.27,,
18.99,,
19.51,,
19.58,,
19.39,,
19.32,,
19.03,,
19.18,,
19.22,,
19.01,,
18.72,,
19.01,,
18.84,,
19.18,,
19.72,,
19.51,,
19.34,,
19.06,,
18.51,,
18.51,,
18.44,,
18.68,,
19.22,,
19.03,,
18.72,,
18.96,,
19.01,,
18.89,,
18.75,,
18.7,,
18.44,,
18.37,,
18.63,,
18.8,,
18.87,,
18.51,,
18.58,,
18.34,,
18.32,,
17.77,,
18.27,,
18.06,,
18.2,,
17.75,,
17.91,,
17.72,,
17.8,,
17.1,,
17.82,,
17.46,,
17.39,,
17.39,,
17.37,,
16.87,,
16.37,,
16.25,,
16.18,,
15.82,,
16.25,,
15.72,,
16.37,,
16.63,,
17.58,,
17.1,,
17.7,,
17.7,,
17.87,,
18.01,,
17.51,,
17.08,,
17.25,,
16.58,,
15.94,,
16.1,,
15.56,,
16.65,,
16.22,,
16.39,,
16.65,,
17.15,,
16.79,,
17.37,,
18.15,,
18.08,,
18.01,,
17.8,,
17.89,,
17.77,,
17.75,,
17.58,,
18.51,,
18.22,,
18.34,,
17.77,,
18.15,,
17.2,,
16.87,,
18.15,,
18.01,,
18.08,,
17.77,,
17.3,,
17.44,,
17.68,,
17.27,,
16.82,,
16.91,,
16.79,,
16.49,,
16.96,,
16.99,,
16.56,,
16.63,,
16.7,,
16.32,,
16.03,,
16.13,,
16.49,,
16.87,,
17.22,,
17.06,,
17.34,,
17.44,,
17.18,,
16.96,,
16.49,,
16.94,,
17.08,,
16.51,,
16.34,,
16.2,,
16.03,,
16.63,,
16.75,,
16.56,,
16.51,,
16.96,,
16.01,,
15.72,,
16.06,,
15.87,,
15.82,,
15.7,,
15.58,,
15.91,,
15.53,,
15.7,,
15.58,,
15.65,,
15.96,,
15.94,,
15.96,,
15.84,,
16.06,,
16.25,,
16.25,,
16.25,,
16.25,,
16.25,,
16.25,,
16.41,,
16.25,,
16.7,,
16.25,,
16.13,,
15.82,,
15.77,,
15.82,,
15.53,,
15.6,,
15.25,,
15.39,,
15.53,,
15.72,,
15.51,,
15.48,,
14.98,,
14.82,,
14.72,,
14.63,,
14.67,,
15.13,,
14.96,,
15.29,,
15.34,,
15.03,,
15.27,,
14.98,,
15.13,,
15.17,,
15.15,,
15.15,,
14.44,,
14.65,,
14.75,,
14.7,,
14.79,,
14.75,,
14.82,,
14.65,,
14.94,,
15.15,,
15.27,,
15.6,,
15.32,,
16.01,,
16.72,,
16.7,,
16.32,,
16.25,,
16.7,,
16.96,,
16.84,,
17.08,,
16.99,,
17.08,,
17.18,,
17.39,,
18.32,,
18.06,,
18.01,,
18.01,,
18.18,,
18.11,,
18.18,,
18.39,,
18.53,,
18.7,,
18.49,,
18.32,,
18.99,,
19.13,,
18.84,,
18.39,,
18.2,,
18.51,,
18.25,,
17.91,,
18.18,,
18.84,,
19.53,,
19.3,,
19.72,,
19.56,,
19.39,,
19.25,,
19.2,,
19.34,,
19.53,,
19.06,,
19.15,,
18.91,,
19.15,,
19.08,,
19.01,,
19.13,,
19.46,,
19.65,,
19.61,,
19.99,,
19.75,,
19.99,,
20.13,,
20.18,,
20.39,,
20.3,,
20.34,,
20.01,,
19.94,,
19.99,,
20.08,,
20.32,,
20.58,,
20.06,,
19.89,,
19.75,,
19.13,,
18.87,,
19.22,,
18.77,,
18.18,,
18.44,,
18.37,,
19.18,,
19.01,,
19.18,,
19.82,,
19.63,,
19.61,,
19.68,,
19.82,,
19.72,,
19.82,,
19.96,,
20.32,,
20.44,,
20.15,,
20.25,,
20.08,,
20.3,,
19.94,,
19.8,,
19.56,,
19.37,,
19.56,,
19.25,,
19.34,,
19.51,,
19.77,,
19.56,,
19.89,,
20.03,,
20.2,,
19.99,,
19.82,,
19.8,,
20.15,,
19.99,,
19.8,,
20.13,,
20.32,,
20.2,,
20.15,,
19.7,,
19.63,,
19.42,,
19.44,,
19.84,,
19.42,,
19.82,,
20.25,,
20.13,,
20.27,,
20.49,,
20.18,,
20.15,,
19.96,,
19.63,,
20.49,,
21.56,,
20.23,,
20.8,,
20.53,,
18.87,,
18.46,,
17.82,,
18.49,,
18.58,,
18.11,,
17.82,,
17.44,,
17.87,,
17.82,,
17.72,,
17.94,,
17.87,,
17.58,,
17.8,,
17.65,,
18.01,,
18.01,,
18.27,,
18.01,,
18.82,,
18.44,,
17.82,,
17.99,,
17.89,,
17.72,,
17.77,,
17.75,,
17.63,,
17.39,,
17.2,,
17.96,,
18.27,,
18.56,,
18.7,,
18.87,,
18.96,,
19.39,,
19.58,,
19.08,,
19.03,,
18.65,,
18.3,,
18.27,,
18.25,,
18.32,,
18.22,,
18.53,,
18.25,,
18.32,,
18.25,,
18.15,,
18.43,,
18.53,,
18.06,,
18.2,,
17.96,,
18.27,,
18.25,,
17.96,,
17.63,,
17.39,,
17.34,,
17.44,,
17.44,,
17.65,,
17.77,,
17.94,,
17.91,,
17.27,,
16.94,,
16.63,,
17.2,,
17.2,,
17.15,,
17.13,,
16.79,,
16.82,,
16.68,,
16.94,,
16.79,,
16.32,,
16.27,,
15.91,,
16.1,,
15.7,,
15.44,,
15.2,,
15.58,,
15.51,,
15.29,,
15.01,,
14.87,,
15.25,,
14.87,,
14.53,,
14.48,,
14.27,,
14.34,,
14.58,,
15.06,,
15.06,,
14.77,,
14.89,,
14.32,,
13.82,,
14.06,,
14.15,,
14.53,,
14.75,,
14.51,,
14.53,,
14.67,,
15.44,,
15.41,,
15.34,,
15.15,,
15.03,,
15.03,,
15.25,,
16.44,,
15.79,,
15.84,,
16.58,,
16.22,,
16.25,,
16.37,,
16.39,,
16.44,,
16.94,,
17.39,,
17.63,,
17.72,,
17.58,,
17.39,,
17.75,,
17.56,,
17.41,,
17.87,,
18.27,,
18.3,,
18.65,,
17.94,,
17.89,,
18.18,,
18.13,,
18.68,,
18.87,,
18.87,,
18.65,,
18.08,,
18.46,,
18.44,,
18.39,,
18.63,,
18.75,,
18.84,,
18.82,,
18.82,,
19.22,,
19.11,,
19.32,,
19.56,,
19.89,,
20.25,,
20.27,,
20.75,,
20.63,,
20.77,,
20.8,,
20.44,,
21.01,,
