date,FTI,dcf,Deviation
2010-01-04,29.62,,
2010-01-05,30.13,,
2010-01-06,30.26,,
2010-01-07,29.92,,
2010-01-08,30.45,,
2010-01-11,29.82,,
2010-01-12,28.92,,
2010-01-13,29.2,,
2010-01-14,29.05,,
2010-01-15,29.4,,
2010-01-19,29.84,,
2010-01-20,29.22,,
2010-01-21,28.1,,
2010-01-22,27.12,,
2010-01-25,27.31,,
2010-01-26,26.99,,
2010-01-27,27.11,,
2010-01-28,26.74,,
2010-01-29,26.58,,
2010-02-01,27.58,,
2010-02-02,27.81,,
2010-02-03,28.1,,
2010-02-04,27.04,,
2010-02-05,26.81,,
2010-02-08,26.75,,
2010-02-09,27.67,,
2010-02-10,27.7,,
2010-02-11,28.7,,
2010-02-12,28.72,,
2010-02-16,29.29,,
2010-02-17,27.93,,
2010-02-18,27.4,,
2010-02-19,27.55,,
2010-02-22,27.5,,
2010-02-23,26.97,,
2010-02-24,28.03,,
2010-02-25,28.39,,
2010-02-26,28.08,,
2010-03-01,28.45,,
2010-03-02,28.78,,
2010-03-03,30.31,,
2010-03-04,29.86,,
2010-03-05,30.76,,
2010-03-08,30.31,,
2010-03-09,30.38,,
2010-03-10,30.72,,
2010-03-11,30.54,,
2010-03-12,31.08,,
2010-03-15,30.43,,
2010-03-16,31.68,,
2010-03-17,31.8,,
2010-03-18,31.0,,
2010-03-19,30.09,,
2010-03-22,30.48,,
2010-03-23,30.97,,
2010-03-24,30.54,,
2010-03-25,30.65,,
2010-03-26,30.82,,
2010-03-29,31.48,,
2010-03-30,32.68,,
2010-03-31,32.31,,
2010-04-01,33.03,,
2010-04-05,34.01,,
2010-04-06,34.48,,
2010-04-07,33.84,,
2010-04-08,33.95,,
2010-04-09,33.68,,
2010-04-12,33.9,,
2010-04-13,33.51,,
2010-04-14,34.04,,
2010-04-15,33.94,,
2010-04-16,32.99,,
2010-04-19,32.51,,
2010-04-20,33.6,,
2010-04-21,33.46,,
2010-04-22,34.04,,
2010-04-23,34.9,,
2010-04-26,35.12,,
2010-04-27,33.5,,
2010-04-28,33.72,,
2010-04-29,36.66,,
2010-04-30,33.85,,
2010-05-03,34.47,,
2010-05-04,33.17,,
2010-05-05,32.04,,
2010-05-06,30.84,,
2010-05-07,29.64,,
2010-05-10,32.72,,
2010-05-11,31.62,,
2010-05-12,32.49,,
2010-05-13,31.99,,
2010-05-14,30.72,,
2010-05-17,30.14,,
2010-05-18,29.95,,
2010-05-19,29.51,,
2010-05-20,27.71,,
2010-05-21,29.5,,
2010-05-24,28.76,,
2010-05-25,29.57,,
2010-05-26,29.58,,
2010-05-27,31.18,,
2010-05-28,29.08,,
2010-06-01,24.67,,
2010-06-02,25.56,,
2010-06-03,25.26,,
2010-06-04,24.65,,
2010-06-07,23.8,,
2010-06-08,24.26,,
2010-06-09,24.11,,
2010-06-10,26.03,,
2010-06-11,26.28,,
2010-06-14,26.38,,
2010-06-15,27.68,,
2010-06-16,27.67,,
2010-06-17,27.39,,
2010-06-18,27.58,,
2010-06-21,27.5,,
2010-06-22,26.75,,
2010-06-23,27.03,,
2010-06-24,26.74,,
2010-06-25,26.96,,
2010-06-28,26.33,,
2010-06-29,25.83,,
2010-06-30,26.33,,
2010-07-01,26.71,,
2010-07-02,27.26,,
2010-07-06,28.3,,
2010-07-07,30.08,,
2010-07-08,30.83,,
2010-07-09,30.81,,
2010-07-12,30.62,,
2010-07-13,30.85,,
2010-07-14,30.68,,
2010-07-15,30.53,,
2010-07-16,29.65,,
2010-07-19,29.98,,
2010-07-20,30.79,,
2010-07-21,30.34,,
2010-07-22,31.24,,
2010-07-23,31.87,,
2010-07-26,30.91,,
2010-07-27,29.99,,
2010-07-28,30.61,,
2010-07-29,31.56,,
2010-07-30,31.64,,
2010-08-02,32.34,,
2010-08-03,32.22,,
2010-08-04,32.65,,
2010-08-05,32.38,,
2010-08-06,31.96,,
2010-08-09,32.49,,
2010-08-10,31.75,,
2010-08-11,30.74,,
2010-08-12,30.54,,
2010-08-13,30.99,,
2010-08-16,31.41,,
2010-08-17,32.53,,
2010-08-18,31.87,,
2010-08-19,31.15,,
2010-08-20,30.82,,
2010-08-23,30.99,,
2010-08-24,31.0,,
2010-08-25,30.9,,
2010-08-26,30.89,,
2010-08-27,31.97,,
2010-08-30,31.07,,
2010-08-31,30.92,,
2010-09-01,32.4,,
2010-09-02,32.96,,
2010-09-03,33.29,,
2010-09-07,32.61,,
2010-09-08,32.55,,
2010-09-09,32.52,,
2010-09-10,32.95,,
2010-09-13,33.68,,
2010-09-14,33.16,,
2010-09-15,33.22,,
2010-09-16,32.83,,
2010-09-17,32.58,,
2010-09-20,33.79,,
2010-09-21,33.06,,
2010-09-22,32.72,,
2010-09-23,32.53,,
2010-09-24,33.78,,
2010-09-27,33.25,,
2010-09-28,33.49,,
2010-09-29,34.48,,
2010-09-30,34.15,,
2010-10-01,34.7,,
2010-10-04,33.76,,
2010-10-05,34.85,,
2010-10-06,34.85,,
2010-10-07,34.27,,
2010-10-08,35.41,,
2010-10-11,35.6,,
2010-10-12,35.88,,
2010-10-13,36.42,,
2010-10-14,36.02,,
2010-10-15,36.45,,
2010-10-18,35.97,,
2010-10-19,35.17,,
2010-10-20,35.76,,
2010-10-21,36.08,,
2010-10-22,36.15,,
2010-10-25,36.11,,
2010-10-26,36.08,,
2010-10-27,36.63,,
2010-10-28,35.17,,
2010-10-29,36.05,,
2010-11-01,36.15,,
2010-11-02,36.88,,
2010-11-03,37.37,,
2010-11-04,38.71,,
2010-11-05,39.03,,
2010-11-08,39.26,,
2010-11-09,38.63,,
2010-11-10,39.29,,
2010-11-11,39.56,,
2010-11-12,38.36,,
2010-11-15,38.8,,
2010-11-16,38.22,,
2010-11-17,38.72,,
2010-11-18,40.11,,
2010-11-19,41.4,,
2010-11-22,41.54,,
2010-11-23,40.72,,
2010-11-24,42.13,,
2010-11-26,41.75,,
2010-11-29,42.27,,
2010-11-30,42.12,,
2010-12-01,43.58,,
2010-12-02,44.37,,
2010-12-03,44.43,,
2010-12-06,44.56,,
2010-12-07,44.05,,
2010-12-08,43.72,,
2010-12-09,43.61,,
2010-12-10,43.9,,
2010-12-13,43.85,,
2010-12-14,43.67,,
2010-12-15,42.82,,
2010-12-16,44.24,,
2010-12-17,43.22,,
2010-12-20,43.42,,
2010-12-21,43.79,,
2010-12-22,43.64,,
2010-12-23,43.21,,
2010-12-27,43.24,,
2010-12-28,43.32,,
2010-12-29,44.23,,
2010-12-30,44.25,,
2010-12-31,44.46,,
2011-01-03,44.0,,
2011-01-04,43.13,,
2011-01-05,42.96,,
2011-01-06,41.61,,
2011-01-07,43.03,,
2011-01-10,42.98,,
2011-01-11,43.79,,
2011-01-12,44.3,,
2011-01-13,44.42,,
2011-01-14,44.4,,
2011-01-18,44.45,,
2011-01-19,43.42,,
2011-01-20,42.76,,
2011-01-21,43.1,,
2011-01-24,43.7,,
2011-01-25,43.63,,
2011-01-26,46.14,,
2011-01-27,46.01,,
2011-01-28,45.92,,
2011-01-31,47.0,,
2011-02-01,47.27,,
2011-02-02,47.19,,
2011-02-03,47.62,,
2011-02-04,47.53,,
2011-02-07,47.5,,
2011-02-08,45.9,,
2011-02-09,44.86,,
2011-02-10,45.04,,
2011-02-11,44.74,,
2011-02-14,45.78,,
2011-02-15,44.11,,
2011-02-16,45.58,,
2011-02-17,46.12,,
2011-02-18,46.51,,
2011-02-22,45.2,,
2011-02-23,45.58,,
2011-02-24,44.75,,
2011-02-25,46.32,,
2011-02-28,47.03,,
2011-03-01,45.93,,
2011-03-02,47.09,,
2011-03-03,48.42,,
2011-03-04,47.87,,
2011-03-07,47.25,,
2011-03-08,46.72,,
2011-03-09,46.0,,
2011-03-10,44.4,,
2011-03-11,45.58,,
2011-03-14,45.28,,
2011-03-15,45.31,,
2011-03-16,44.06,,
2011-03-17,46.01,,
2011-03-18,45.26,,
2011-03-21,47.17,,
2011-03-22,46.99,,
2011-03-23,46.6,,
2011-03-24,46.63,,
2011-03-25,47.38,,
2011-03-28,46.79,,
2011-03-29,47.74,,
2011-03-30,47.88,,
2011-03-31,47.24,,
2011-04-01,48.9,,
2011-04-04,49.61,,
2011-04-05,49.29,,
2011-04-06,47.8,,
2011-04-07,47.48,,
2011-04-08,48.01,,
2011-04-11,47.13,,
2011-04-12,45.25,,
2011-04-13,46.0,,
2011-04-14,46.15,,
2011-04-15,45.71,,
2011-04-18,45.64,,
2011-04-19,46.05,,
2011-04-20,46.95,,
2011-04-21,47.41,,
2011-04-25,46.89,,
2011-04-26,48.07,,
2011-04-27,46.48,,
2011-04-28,45.96,,
2011-04-29,46.48,,
2011-05-02,46.52,,
2011-05-03,44.82,,
2011-05-04,43.45,,
2011-05-05,42.65,,
2011-05-06,42.04,,
2011-05-09,43.0,,
2011-05-10,43.71,,
2011-05-11,42.07,,
2011-05-12,41.72,,
2011-05-13,42.27,,
2011-05-16,41.76,,
2011-05-17,41.59,,
2011-05-18,42.01,,
2011-05-19,42.07,,
2011-05-20,42.3,,
2011-05-23,41.34,,
2011-05-24,42.21,,
2011-05-25,43.43,,
2011-05-26,44.27,,
2011-05-27,44.07,,
2011-05-31,44.63,,
2011-06-01,43.26,,
2011-06-02,43.66,,
2011-06-03,43.52,,
2011-06-06,42.09,,
2011-06-07,41.91,,
2011-06-08,41.68,,
2011-06-09,42.31,,
2011-06-10,40.89,,
2011-06-13,40.15,,
2011-06-14,41.49,,
2011-06-15,40.24,,
2011-06-16,40.38,,
2011-06-17,40.03,,
2011-06-20,40.12,,
2011-06-21,41.04,,
2011-06-22,40.78,,
2011-06-23,40.39,,
2011-06-24,39.77,,
2011-06-27,40.37,,
2011-06-28,42.52,,
2011-06-29,44.07,,
2011-06-30,44.79,,
2011-07-01,44.49,,
2011-07-05,45.09,,
2011-07-06,44.92,,
2011-07-07,45.87,,
2011-07-08,45.07,,
2011-07-11,43.98,,
2011-07-12,43.51,,
2011-07-13,43.88,,
2011-07-14,43.01,,
2011-07-15,44.19,,
2011-07-18,43.69,,
2011-07-19,45.13,,
2011-07-20,44.57,,
2011-07-21,45.27,,
2011-07-22,46.16,,
2011-07-25,46.23,,
2011-07-26,44.87,,
2011-07-27,44.61,,
2011-07-28,45.95,,
2011-07-29,45.6,,
2011-08-01,45.14,,
2011-08-02,43.73,,
2011-08-03,43.81,,
2011-08-04,39.84,,
2011-08-05,39.96,,
2011-08-08,36.97,,
2011-08-09,39.03,,
2011-08-10,37.84,,
2011-08-11,40.51,,
2011-08-12,40.71,,
2011-08-15,42.53,,
2011-08-16,40.99,,
2011-08-17,41.18,,
2011-08-18,38.61,,
2011-08-19,38.56,,
2011-08-22,39.0,,
2011-08-23,41.7,,
2011-08-24,42.04,,
2011-08-25,40.88,,
2011-08-26,41.64,,
2011-08-29,43.49,,
2011-08-30,44.2,,
2011-08-31,44.46,,
2011-09-01,43.61,,
2011-09-02,42.36,,
2011-09-06,42.37,,
2011-09-07,43.76,,
2011-09-08,43.7,,
2011-09-09,42.01,,
2011-09-12,42.32,,
2011-09-13,42.89,,
2011-09-14,43.27,,
2011-09-15,44.02,,
2011-09-16,43.21,,
2011-09-19,43.15,,
2011-09-20,43.13,,
2011-09-21,41.13,,
2011-09-22,40.3,,
2011-09-23,38.72,,
2011-09-26,39.91,,
2011-09-27,40.47,,
2011-09-28,39.11,,
2011-09-29,38.73,,
2011-09-30,37.6,,
2011-10-03,35.96,,
2011-10-04,37.56,,
2011-10-05,38.78,,
2011-10-06,40.36,,
2011-10-07,40.12,,
2011-10-10,42.41,,
2011-10-11,42.29,,
2011-10-12,42.43,,
2011-10-13,42.14,,
2011-10-14,43.7,,
2011-10-17,41.79,,
2011-10-18,43.45,,
2011-10-19,42.34,,
2011-10-20,42.59,,
2011-10-21,44.13,,
2011-10-24,45.8,,
2011-10-25,44.97,,
2011-10-26,44.41,,
2011-10-27,47.17,,
2011-10-28,47.12,,
2011-10-31,44.82,,
2011-11-01,43.96,,
2011-11-02,45.64,,
2011-11-03,47.47,,
2011-11-04,46.72,,
2011-11-07,46.8,,
2011-11-08,47.73,,
2011-11-09,45.46,,
2011-11-10,46.37,,
2011-11-11,47.74,,
2011-11-14,47.34,,
2011-11-15,48.75,,
2011-11-16,49.54,,
2011-11-17,48.35,,
2011-11-18,48.84,,
2011-11-21,48.03,,
2011-11-22,47.3,,
2011-11-23,45.66,,
2011-11-25,46.37,,
2011-11-28,48.6,,
2011-11-29,49.48,,
2011-11-30,52.36,,
2011-12-01,52.71,,
2011-12-02,53.18,,
2011-12-05,53.77,,
2011-12-06,53.52,,
2011-12-07,51.89,,
2011-12-08,50.28,,
2011-12-09,51.86,,
2011-12-12,49.76,,
2011-12-13,49.23,,
2011-12-14,47.72,,
2011-12-15,47.66,,
2011-12-16,49.41,,
2011-12-19,49.19,,
2011-12-20,50.98,,
2011-12-21,51.65,,
2011-12-22,52.43,,
2011-12-23,51.88,,
2011-12-27,52.48,,
2011-12-28,51.47,,
2011-12-29,52.15,,
2011-12-30,52.23,,
2012-01-03,52.34,,
2012-01-04,52.14,,
2012-01-05,51.72,,
2012-01-06,51.57,,
2012-01-09,51.94,,
2012-01-10,52.63,,
2012-01-11,51.98,,
2012-01-12,52.89,,
2012-01-13,51.37,,
2012-01-17,51.14,,
2012-01-18,52.52,,
2012-01-19,53.7,,
2012-01-20,52.66,,
2012-01-23,52.16,,
2012-01-24,52.22,,
2012-01-25,53.92,,
2012-01-26,53.14,,
2012-01-27,52.78,,
2012-01-30,51.98,,
2012-01-31,51.11,,
2012-02-01,52.5,,
2012-02-02,52.71,,
2012-02-03,53.41,,
2012-02-06,54.32,,
2012-02-07,54.23,,
2012-02-08,54.08,,
2012-02-09,53.15,,
2012-02-10,54.01,,
2012-02-13,54.36,,
2012-02-14,53.77,,
2012-02-15,51.02,,
2012-02-16,51.35,,
2012-02-17,51.38,,
2012-02-21,51.14,,
2012-02-22,51.75,,
2012-02-23,52.1,,
2012-02-24,52.27,,
2012-02-27,51.42,,
2012-02-28,51.31,,
2012-02-29,50.43,,
2012-03-01,51.19,,
2012-03-02,50.62,,
2012-03-05,50.82,,
2012-03-06,50.26,,
2012-03-07,50.77,,
2012-03-08,51.51,,
2012-03-09,51.84,,
2012-03-12,50.79,,
2012-03-13,51.78,,
2012-03-14,51.06,,
2012-03-15,51.7,,
2012-03-16,52.34,,
2012-03-19,52.1,,
2012-03-20,51.02,,
2012-03-21,49.65,,
2012-03-22,48.26,,
2012-03-23,48.45,,
2012-03-26,49.59,,
2012-03-27,49.05,,
2012-03-28,48.45,,
2012-03-29,49.77,,
2012-03-30,50.42,,
2012-04-02,50.52,,
2012-04-03,50.54,,
2012-04-04,49.31,,
2012-04-05,48.75,,
2012-04-09,48.07,,
2012-04-10,46.88,,
2012-04-11,47.49,,
2012-04-12,48.25,,
2012-04-13,47.12,,
2012-04-16,46.38,,
2012-04-17,47.26,,
2012-04-18,47.84,,
2012-04-19,47.35,,
2012-04-20,47.4,,
2012-04-23,47.23,,
2012-04-24,47.62,,
2012-04-25,47.09,,
2012-04-26,46.92,,
2012-04-27,47.01,,
2012-04-30,47.0,,
2012-05-01,47.32,,
2012-05-02,47.23,,
2012-05-03,45.39,,
2012-05-04,44.28,,
2012-05-07,44.16,,
2012-05-08,44.59,,
2012-05-09,44.33,,
2012-05-10,44.73,,
2012-05-11,44.84,,
2012-05-14,43.07,,
2012-05-15,42.33,,
2012-05-16,42.12,,
2012-05-17,41.63,,
2012-05-18,41.35,,
2012-05-21,42.4,,
2012-05-22,41.83,,
2012-05-23,42.52,,
2012-05-24,41.99,,
2012-05-25,41.72,,
2012-05-29,42.04,,
2012-05-30,41.15,,
2012-05-31,40.24,,
2012-06-01,38.71,,
2012-06-04,38.68,,
2012-06-05,39.83,,
2012-06-06,40.81,,
2012-06-07,40.77,,
2012-06-08,40.67,,
2012-06-11,40.24,,
2012-06-12,41.24,,
2012-06-13,40.28,,
2012-06-14,41.48,,
2012-06-15,42.13,,
2012-06-18,41.18,,
2012-06-19,41.27,,
2012-06-20,40.78,,
2012-06-21,38.63,,
2012-06-22,39.0,,
2012-06-25,37.72,,
2012-06-26,37.68,,
2012-06-27,38.15,,
2012-06-28,37.78,,
2012-06-29,39.23,,
2012-07-02,40.16,,
2012-07-03,41.67,,
2012-07-05,41.04,,
2012-07-06,40.83,,
2012-07-09,40.96,,
2012-07-10,39.97,,
2012-07-11,40.4,,
2012-07-12,39.64,,
2012-07-13,40.32,,
2012-07-16,40.5,,
2012-07-17,41.14,,
2012-07-18,41.24,,
2012-07-19,42.45,,
2012-07-20,42.09,,
2012-07-23,40.78,,
2012-07-24,40.27,,
2012-07-25,42.68,,
2012-07-26,45.46,,
2012-07-27,46.85,,
2012-07-30,46.28,,
2012-07-31,45.12,,
2012-08-01,46.06,,
2012-08-02,45.62,,
2012-08-03,47.2,,
2012-08-06,47.04,,
2012-08-07,47.49,,
2012-08-08,47.5,,
2012-08-09,47.72,,
2012-08-10,48.11,,
2012-08-13,47.67,,
2012-08-14,47.59,,
2012-08-15,47.26,,
2012-08-16,47.78,,
2012-08-17,47.97,,
2012-08-20,47.02,,
2012-08-21,47.73,,
2012-08-22,47.3,,
2012-08-23,47.49,,
2012-08-24,47.21,,
2012-08-27,47.42,,
2012-08-28,47.31,,
2012-08-29,47.37,,
2012-08-30,46.23,,
2012-08-31,46.84,,
2012-09-04,47.13,,
2012-09-05,46.96,,
2012-09-06,47.37,,
2012-09-07,48.54,,
2012-09-10,48.14,,
2012-09-11,48.66,,
2012-09-12,49.16,,
2012-09-13,49.04,,
2012-09-14,49.96,,
2012-09-17,48.69,,
2012-09-18,48.55,,
2012-09-19,48.41,,
2012-09-20,48.62,,
2012-09-21,48.76,,
2012-09-24,48.45,,
2012-09-25,48.21,,
2012-09-26,47.0,,
2012-09-27,46.71,,
2012-09-28,46.3,,
2012-10-01,46.93,,
2012-10-02,46.74,,
2012-10-03,44.71,,
2012-10-04,44.5,,
2012-10-05,43.89,,
2012-10-08,43.91,,
2012-10-09,43.85,,
2012-10-10,43.25,,
2012-10-11,44.18,,
2012-10-12,44.02,,
2012-10-15,44.3,,
2012-10-16,44.77,,
2012-10-17,45.87,,
2012-10-18,45.75,,
2012-10-19,44.37,,
2012-10-22,44.01,,
2012-10-23,43.13,,
2012-10-24,39.7,,
2012-10-25,39.9,,
2012-10-26,40.44,,
2012-10-31,40.9,,
2012-11-01,41.01,,
2012-11-02,40.51,,
2012-11-05,41.24,,
2012-11-06,41.43,,
2012-11-07,40.64,,
2012-11-08,40.01,,
2012-11-09,40.85,,
2012-11-12,41.06,,
2012-11-13,40.76,,
2012-11-14,40.65,,
2012-11-15,40.2,,
2012-11-16,40.2,,
2012-11-19,41.37,,
2012-11-20,40.88,,
2012-11-21,41.0,,
2012-11-23,41.75,,
2012-11-26,41.26,,
2012-11-27,40.86,,
2012-11-28,41.28,,
2012-11-29,41.2,,
2012-11-30,40.86,,
2012-12-03,41.14,,
2012-12-04,41.12,,
2012-12-05,41.45,,
2012-12-06,41.45,,
2012-12-07,42.15,,
2012-12-10,41.96,,
2012-12-11,42.12,,
2012-12-12,42.34,,
2012-12-13,41.73,,
2012-12-14,40.6,,
2012-12-17,40.72,,
2012-12-18,42.28,,
2012-12-19,41.97,,
2012-12-20,42.34,,
2012-12-21,41.71,,
2012-12-24,41.48,,
2012-12-26,41.16,,
2012-12-27,41.18,,
2012-12-28,40.81,,
2012-12-31,42.83,,
2013-01-02,43.5,,
2013-01-03,43.11,,
2013-01-04,43.64,,
2013-01-07,43.69,,
2013-01-08,42.97,,
2013-01-09,43.7,,
2013-01-10,44.43,,
2013-01-11,44.3,,
2013-01-14,44.12,,
2013-01-15,46.0,,
2013-01-16,46.1,,
2013-01-17,45.56,,
2013-01-18,45.99,,
2013-01-22,46.76,,
2013-01-23,46.51,,
2013-01-24,46.52,,
2013-01-25,46.8,,
2013-01-28,46.85,,
2013-01-29,47.11,,
2013-01-30,46.35,,
2013-01-31,47.35,,
2013-02-01,47.84,,
2013-02-04,47.49,,
2013-02-05,48.11,,
2013-02-06,48.13,,
2013-02-07,48.01,,
2013-02-08,48.62,,
2013-02-11,48.33,,
2013-02-12,48.06,,
2013-02-13,50.46,,
2013-02-14,51.52,,
2013-02-15,51.8,,
2013-02-19,53.05,,
2013-02-20,51.45,,
2013-02-21,50.96,,
2013-02-22,51.87,,
2013-02-25,50.5,,
2013-02-26,50.93,,
2013-02-27,51.98,,
2013-02-28,51.91,,
2013-03-01,51.5,,
2013-03-04,50.8,,
2013-03-05,51.32,,
2013-03-06,50.96,,
2013-03-07,50.84,,
2013-03-08,51.55,,
2013-03-11,51.72,,
2013-03-12,51.64,,
2013-03-13,51.86,,
2013-03-14,52.4,,
2013-03-15,52.59,,
2013-03-18,51.69,,
2013-03-19,51.0,,
2013-03-20,52.5,,
2013-03-21,51.95,,
2013-03-22,52.39,,
2013-03-25,52.57,,
2013-03-26,53.59,,
2013-03-27,54.08,,
2013-03-28,54.39,,
2013-04-01,53.91,,
2013-04-02,53.82,,
2013-04-03,51.96,,
2013-04-04,51.8,,
2013-04-05,51.68,,
2013-04-08,52.78,,
2013-04-09,53.46,,
2013-04-10,55.27,,
2013-04-11,55.05,,
2013-04-12,52.8,,
2013-04-15,49.45,,
2013-04-16,50.0,,
2013-04-17,48.5,,
2013-04-18,49.48,,
2013-04-19,49.22,,
2013-04-22,50.56,,
2013-04-23,51.7,,
2013-04-24,53.31,,
2013-04-25,53.41,,
2013-04-26,52.89,,
2013-04-29,53.12,,
2013-04-30,54.3,,
2013-05-01,53.76,,
2013-05-02,54.17,,
2013-05-03,55.41,,
2013-05-06,55.68,,
2013-05-07,56.63,,
2013-05-08,56.24,,
2013-05-09,56.28,,
2013-05-10,56.0,,
2013-05-13,56.07,,
2013-05-14,56.55,,
2013-05-15,56.36,,
2013-05-16,56.18,,
2013-05-17,57.54,,
2013-05-20,58.73,,
2013-05-21,58.45,,
2013-05-22,57.46,,
2013-05-23,57.01,,
2013-05-24,56.74,,
2013-05-28,57.51,,
2013-05-29,56.95,,
2013-05-30,57.02,,
2013-05-31,55.66,,
2013-06-03,56.57,,
2013-06-04,55.65,,
2013-06-05,54.87,,
2013-06-06,55.69,,
2013-06-07,56.22,,
2013-06-10,55.86,,
2013-06-11,55.01,,
2013-06-12,54.56,,
2013-06-13,55.97,,
2013-06-14,55.62,,
2013-06-17,57.82,,
2013-06-18,57.98,,
2013-06-19,56.88,,
2013-06-20,54.66,,
2013-06-21,55.01,,
2013-06-24,55.1,,
2013-06-25,55.76,,
2013-06-26,55.84,,
2013-06-27,56.29,,
2013-06-28,55.68,,
2013-07-01,55.82,,
2013-07-02,56.41,,
2013-07-03,55.85,,
2013-07-05,56.34,,
2013-07-08,56.81,,
2013-07-09,58.16,,
2013-07-10,58.01,,
2013-07-11,57.52,,
2013-07-12,58.35,,
2013-07-15,57.77,,
2013-07-16,56.62,,
2013-07-17,56.67,,
2013-07-18,57.18,,
2013-07-19,57.82,,
2013-07-22,57.37,,
2013-07-23,57.1,,
2013-07-24,56.11,,
2013-07-25,55.64,,
2013-07-26,54.55,,
2013-07-29,53.4,,
2013-07-30,53.47,,
2013-07-31,53.3,,
2013-08-01,54.92,,
2013-08-02,55.11,,
2013-08-05,54.64,,
2013-08-06,53.63,,
2013-08-07,53.57,,
2013-08-08,53.93,,
2013-08-09,53.93,,
2013-08-12,54.07,,
2013-08-13,54.36,,
2013-08-14,53.8,,
2013-08-15,53.22,,
2013-08-16,53.25,,
2013-08-19,52.38,,
2013-08-20,52.97,,
2013-08-21,52.65,,
2013-08-22,54.72,,
2013-08-23,55.11,,
2013-08-26,54.74,,
2013-08-27,54.3,,
2013-08-28,54.73,,
2013-08-29,53.79,,
2013-08-30,53.63,,
2013-09-03,54.29,,
2013-09-04,54.91,,
2013-09-05,55.08,,
2013-09-06,54.71,,
2013-09-09,55.14,,
2013-09-10,55.11,,
2013-09-11,55.53,,
2013-09-12,55.16,,
2013-09-13,54.4,,
2013-09-16,55.56,,
2013-09-17,56.22,,
2013-09-18,57.49,,
2013-09-19,57.15,,
2013-09-20,56.37,,
2013-09-23,55.52,,
2013-09-24,55.17,,
2013-09-25,55.4,,
2013-09-26,55.29,,
2013-09-27,55.33,,
2013-09-30,55.42,,
2013-10-01,56.21,,
2013-10-02,56.99,,
2013-10-03,56.34,,
2013-10-04,57.11,,
2013-10-07,56.53,,
2013-10-08,56.09,,
2013-10-09,55.82,,
2013-10-10,57.1,,
2013-10-11,57.35,,
2013-10-14,58.1,,
2013-10-15,57.85,,
2013-10-16,59.03,,
2013-10-17,58.25,,
2013-10-18,59.34,,
2013-10-21,58.03,,
2013-10-22,57.77,,
2013-10-23,52.8,,
2013-10-24,51.89,,
2013-10-25,51.13,,
2013-10-28,51.81,,
2013-10-29,51.51,,
2013-10-30,50.9,,
2013-10-31,50.55,,
2013-11-01,50.41,,
2013-11-04,50.57,,
2013-11-05,50.07,,
2013-11-06,50.26,,
2013-11-07,49.44,,
2013-11-08,49.75,,
2013-11-11,49.74,,
2013-11-12,48.93,,
2013-11-13,49.14,,
2013-11-14,49.57,,
2013-11-15,49.54,,
2013-11-18,48.58,,
2013-11-19,48.54,,
2013-11-20,48.83,,
2013-11-21,49.45,,
2013-11-22,49.04,,
2013-11-25,48.2,,
2013-11-26,48.0,,
2013-11-27,47.78,,
2013-11-29,48.1,,
2013-12-02,48.21,,
2013-12-03,48.5,,
2013-12-04,49.29,,
2013-12-05,50.21,,
2013-12-06,50.72,,
2013-12-09,50.98,,
2013-12-10,50.15,,
2013-12-11,50.56,,
2013-12-12,51.01,,
2013-12-13,51.56,,
2013-12-16,53.1,,
2013-12-17,53.16,,
2013-12-18,52.76,,
2013-12-19,51.92,,
2013-12-20,52.3,,
2013-12-23,51.64,,
2013-12-24,52.21,,
2013-12-26,52.27,,
2013-12-27,51.9,,
2013-12-30,51.54,,
2013-12-31,52.21,,
2014-01-02,51.25,,
2014-01-03,51.9,,
2014-01-06,51.9,,
2014-01-07,51.3,,
2014-01-08,51.4,,
2014-01-09,51.48,,
2014-01-10,52.31,,
2014-01-13,51.05,,
2014-01-14,51.91,,
2014-01-15,51.2,,
2014-01-16,51.08,,
2014-01-17,51.0,,
2014-01-21,51.3,,
2014-01-22,51.59,,
2014-01-23,50.19,,
2014-01-24,49.4,,
2014-01-27,48.93,,
2014-01-28,49.19,,
2014-01-29,48.9,,
2014-01-30,49.91,,
2014-01-31,49.44,,
2014-02-03,48.94,,
2014-02-04,49.72,,
2014-02-05,49.4,,
2014-02-06,49.95,,
2014-02-07,48.37,,
2014-02-10,49.11,,
2014-02-11,50.27,,
2014-02-12,50.66,,
2014-02-13,51.36,,
2014-02-14,51.24,,
2014-02-18,50.95,,
2014-02-19,50.52,,
2014-02-20,50.82,,
2014-02-21,50.02,,
2014-02-24,50.66,,
2014-02-25,50.1,,
2014-02-26,50.2,,
2014-02-27,49.99,,
2014-02-28,50.24,,
2014-03-03,49.7,,
2014-03-04,50.15,,
2014-03-05,50.69,,
2014-03-06,52.57,,
2014-03-07,53.27,,
2014-03-10,52.9,,
2014-03-11,51.95,,
2014-03-12,51.33,,
2014-03-13,50.65,,
2014-03-14,51.35,,
2014-03-17,51.23,,
2014-03-18,51.31,,
2014-03-19,51.21,,
2014-03-20,52.41,,
2014-03-21,52.54,,
2014-03-24,52.06,,
2014-03-25,52.3,,
2014-03-26,51.97,,
2014-03-27,51.71,,
2014-03-28,52.41,,
2014-03-31,52.29,,
2014-04-01,52.88,,
2014-04-02,54.0,,
2014-04-03,53.98,,
2014-04-04,54.69,,
2014-04-07,53.36,,
2014-04-08,53.53,,
2014-04-09,53.38,,
2014-04-10,53.07,,
