date,AEE,dcf,Deviation
1998-08-14,38.69,,
1998-08-17,39.13,,
1998-08-18,39.0,,
1998-08-19,38.81,,
1998-08-20,38.75,,
1998-08-21,39.5,,
1998-08-24,39.94,,
1998-08-25,39.88,,
1998-08-26,40.13,,
1998-08-27,39.63,,
1998-08-28,39.5,,
1998-08-31,39.56,,
1998-09-01,39.88,,
1998-09-02,39.0,,
1998-09-03,38.81,,
1998-09-04,39.0,,
1998-09-08,39.19,,
1998-09-09,39.13,,
1998-09-10,39.0,,
1998-09-11,39.5,,
1998-09-14,39.56,,
1998-09-15,39.94,,
1998-09-16,40.31,,
1998-09-17,40.0,,
1998-09-18,40.31,,
1998-09-21,40.44,,
1998-09-22,41.19,,
1998-09-23,41.38,,
1998-09-24,40.75,,
1998-09-25,40.81,,
1998-09-28,41.31,,
1998-09-29,41.88,,
1998-09-30,41.94,,
1998-10-01,42.56,,
1998-10-02,43.25,,
1998-10-05,43.94,,
1998-10-06,43.81,,
1998-10-07,43.44,,
1998-10-08,43.19,,
1998-10-09,42.0,,
1998-10-12,39.81,,
1998-10-13,40.13,,
1998-10-14,41.06,,
1998-10-15,41.88,,
1998-10-16,40.88,,
1998-10-19,40.69,,
1998-10-20,39.88,,
1998-10-21,39.81,,
1998-10-22,40.06,,
1998-10-23,39.44,,
1998-10-26,39.56,,
1998-10-27,39.63,,
1998-10-28,39.94,,
1998-10-29,39.88,,
1998-10-30,39.94,,
1998-11-02,40.38,,
1998-11-03,40.5,,
1998-11-04,40.38,,
1998-11-05,40.75,,
1998-11-06,40.75,,
1998-11-09,40.69,,
1998-11-10,41.31,,
1998-11-11,40.88,,
1998-11-12,40.94,,
1998-11-13,41.19,,
1998-11-16,41.69,,
1998-11-17,41.63,,
1998-11-18,41.5,,
1998-11-19,41.19,,
1998-11-20,41.44,,
1998-11-23,41.38,,
1998-11-24,41.44,,
1998-11-25,41.69,,
1998-11-27,41.69,,
1998-11-30,41.19,,
1998-12-01,41.19,,
1998-12-02,41.5,,
1998-12-03,41.5,,
1998-12-04,42.0,,
1998-12-07,41.88,,
1998-12-08,41.75,,
1998-12-09,41.94,,
1998-12-10,41.56,,
1998-12-11,42.0,,
1998-12-14,41.75,,
1998-12-15,41.69,,
1998-12-16,42.0,,
1998-12-17,42.81,,
1998-12-18,43.06,,
1998-12-21,43.13,,
1998-12-22,42.56,,
1998-12-23,42.56,,
1998-12-24,42.31,,
1998-12-28,42.38,,
1998-12-29,42.5,,
1998-12-30,42.38,,
1998-12-31,42.69,,
1999-01-04,42.69,,
1999-01-05,42.31,,
1999-01-06,42.25,,
1999-01-07,41.88,,
1999-01-08,41.5,,
1999-01-11,40.63,,
1999-01-12,40.81,,
1999-01-13,40.75,,
1999-01-14,40.19,,
1999-01-15,40.5,,
1999-01-19,40.06,,
1999-01-20,39.5,,
1999-01-21,39.56,,
1999-01-22,39.88,,
1999-01-25,40.19,,
1999-01-26,39.69,,
1999-01-27,39.19,,
1999-01-28,39.56,,
1999-01-29,39.25,,
1999-02-01,38.44,,
1999-02-02,38.31,,
1999-02-03,38.31,,
1999-02-04,37.56,,
1999-02-05,37.63,,
1999-02-08,37.63,,
1999-02-09,37.5,,
1999-02-10,37.56,,
1999-02-11,37.31,,
1999-02-12,36.63,,
1999-02-16,37.06,,
1999-02-17,37.56,,
1999-02-18,38.44,,
1999-02-19,37.63,,
1999-02-22,37.81,,
1999-02-23,37.75,,
1999-02-24,37.31,,
1999-02-25,37.06,,
1999-02-26,37.31,,
1999-03-01,37.31,,
1999-03-02,37.63,,
1999-03-03,38.13,,
1999-03-04,38.69,,
1999-03-05,39.19,,
1999-03-08,38.25,,
1999-03-09,37.5,,
1999-03-10,37.06,,
1999-03-11,37.63,,
1999-03-12,38.13,,
1999-03-15,37.56,,
1999-03-16,37.69,,
1999-03-17,37.69,,
1999-03-18,38.06,,
1999-03-19,37.5,,
1999-03-22,37.63,,
1999-03-23,37.06,,
1999-03-24,38.06,,
1999-03-25,37.88,,
1999-03-26,37.44,,
1999-03-29,37.38,,
1999-03-30,36.56,,
1999-03-31,36.19,,
1999-04-01,36.63,,
1999-04-05,37.0,,
1999-04-06,36.31,,
1999-04-07,36.13,,
1999-04-08,36.81,,
1999-04-09,36.31,,
1999-04-12,36.69,,
1999-04-13,36.38,,
1999-04-14,36.19,,
1999-04-15,36.25,,
1999-04-16,36.5,,
1999-04-19,37.38,,
1999-04-20,38.63,,
1999-04-21,38.94,,
1999-04-22,38.5,,
1999-04-23,38.31,,
1999-04-26,38.31,,
1999-04-27,38.19,,
1999-04-28,38.38,,
1999-04-29,38.75,,
1999-04-30,38.69,,
1999-05-03,39.38,,
1999-05-04,39.13,,
1999-05-05,39.5,,
1999-05-06,39.19,,
1999-05-07,39.25,,
1999-05-10,39.44,,
1999-05-11,39.31,,
1999-05-12,39.38,,
1999-05-13,39.94,,
1999-05-14,39.25,,
1999-05-17,39.69,,
1999-05-18,39.5,,
1999-05-19,39.81,,
1999-05-20,39.88,,
1999-05-21,40.13,,
1999-05-24,40.38,,
1999-05-25,40.69,,
1999-05-26,40.69,,
1999-05-27,40.25,,
1999-05-28,40.94,,
1999-06-01,40.31,,
1999-06-02,40.31,,
1999-06-03,40.5,,
1999-06-04,40.5,,
1999-06-07,40.06,,
1999-06-08,39.75,,
1999-06-09,39.69,,
1999-06-10,38.81,,
1999-06-11,39.0,,
1999-06-14,39.38,,
1999-06-15,39.75,,
1999-06-16,40.13,,
1999-06-17,39.69,,
1999-06-18,39.69,,
1999-06-21,39.13,,
1999-06-22,39.56,,
1999-06-23,39.5,,
1999-06-24,39.44,,
1999-06-25,39.56,,
1999-06-28,39.81,,
1999-06-29,39.38,,
1999-06-30,38.38,,
1999-07-01,38.94,,
1999-07-02,38.94,,
1999-07-06,39.0,,
1999-07-07,39.0,,
1999-07-08,38.81,,
1999-07-09,39.0,,
1999-07-12,38.75,,
1999-07-13,39.06,,
1999-07-14,38.94,,
1999-07-15,39.06,,
1999-07-16,38.88,,
1999-07-19,38.75,,
1999-07-20,39.19,,
1999-07-21,39.38,,
1999-07-22,39.38,,
1999-07-23,39.38,,
1999-07-26,39.56,,
1999-07-27,39.75,,
1999-07-28,39.38,,
1999-07-29,38.94,,
1999-07-30,39.25,,
1999-08-02,39.38,,
1999-08-03,39.63,,
1999-08-04,39.5,,
1999-08-05,39.56,,
1999-08-06,39.19,,
1999-08-09,39.31,,
1999-08-10,39.06,,
1999-08-11,38.81,,
1999-08-12,38.69,,
1999-08-13,38.75,,
1999-08-16,38.88,,
1999-08-17,39.13,,
1999-08-18,39.0,,
1999-08-19,39.5,,
1999-08-20,39.88,,
1999-08-23,39.81,,
1999-08-24,40.0,,
1999-08-25,40.69,,
1999-08-26,40.56,,
1999-08-27,40.44,,
1999-08-30,39.88,,
1999-08-31,40.06,,
1999-09-01,40.13,,
1999-09-02,40.13,,
1999-09-03,40.31,,
1999-09-07,39.63,,
1999-09-08,39.25,,
1999-09-09,39.19,,
1999-09-10,39.5,,
1999-09-13,39.25,,
1999-09-14,38.94,,
1999-09-15,38.88,,
1999-09-16,38.5,,
1999-09-17,38.81,,
1999-09-20,38.38,,
1999-09-21,38.0,,
1999-09-22,38.25,,
1999-09-23,37.81,,
1999-09-24,37.44,,
1999-09-27,37.5,,
1999-09-28,37.06,,
1999-09-29,37.25,,
1999-09-30,37.81,,
1999-10-01,38.38,,
1999-10-04,38.94,,
1999-10-05,38.44,,
1999-10-06,38.38,,
1999-10-07,37.81,,
1999-10-08,38.13,,
1999-10-11,37.38,,
1999-10-12,37.25,,
1999-10-13,37.19,,
1999-10-14,37.38,,
1999-10-15,36.56,,
1999-10-18,36.88,,
1999-10-19,36.5,,
1999-10-20,36.44,,
1999-10-21,36.25,,
1999-10-22,36.25,,
1999-10-25,36.19,,
1999-10-26,36.63,,
1999-10-27,37.5,,
1999-10-28,38.0,,
1999-10-29,37.81,,
1999-11-01,37.88,,
1999-11-02,38.06,,
1999-11-03,37.75,,
1999-11-04,37.38,,
1999-11-05,37.5,,
1999-11-08,37.31,,
1999-11-09,37.06,,
1999-11-10,36.81,,
1999-11-11,36.75,,
1999-11-12,36.81,,
1999-11-15,36.44,,
1999-11-16,36.63,,
1999-11-17,36.38,,
1999-11-18,36.5,,
1999-11-19,35.81,,
1999-11-22,35.19,,
1999-11-23,34.44,,
1999-11-24,34.31,,
1999-11-26,34.13,,
1999-11-29,33.38,,
1999-11-30,34.63,,
1999-12-01,34.31,,
1999-12-02,34.38,,
1999-12-03,34.5,,
1999-12-06,33.75,,
1999-12-07,33.69,,
1999-12-08,33.31,,
1999-12-09,33.0,,
1999-12-10,32.75,,
1999-12-13,32.44,,
1999-12-14,32.5,,
1999-12-15,32.75,,
1999-12-16,32.38,,
1999-12-17,32.38,,
1999-12-20,32.48,,
1999-12-21,33.13,,
1999-12-22,33.06,,
1999-12-23,33.13,,
1999-12-27,33.13,,
1999-12-28,33.19,,
1999-12-29,32.88,,
1999-12-30,32.81,,
1999-12-31,32.75,,
2000-01-03,32.31,,
2000-01-04,32.31,,
2000-01-05,33.56,,
2000-01-06,33.44,,
2000-01-07,33.94,,
2000-01-10,33.69,,
2000-01-11,33.63,,
2000-01-12,33.81,,
2000-01-13,33.94,,
2000-01-14,33.44,,
2000-01-18,32.31,,
2000-01-19,33.13,,
2000-01-20,33.0,,
2000-01-21,33.25,,
2000-01-24,33.44,,
2000-01-25,32.63,,
2000-01-26,33.0,,
2000-01-27,32.94,,
2000-01-28,32.31,,
2000-01-31,32.56,,
2000-02-01,32.56,,
2000-02-02,32.56,,
2000-02-03,32.94,,
2000-02-04,31.94,,
2000-02-07,31.75,,
2000-02-08,31.88,,
2000-02-09,31.56,,
2000-02-10,31.13,,
2000-02-11,31.0,,
2000-02-14,31.25,,
2000-02-15,31.13,,
2000-02-16,30.94,,
2000-02-17,30.5,,
2000-02-18,30.25,,
2000-02-22,30.44,,
2000-02-23,30.25,,
2000-02-24,28.88,,
2000-02-25,28.88,,
2000-02-28,30.06,,
2000-02-29,30.0,,
2000-03-01,29.5,,
2000-03-02,28.94,,
2000-03-03,29.19,,
2000-03-06,28.19,,
2000-03-07,27.88,,
2000-03-08,28.0,,
2000-03-09,28.06,,
2000-03-10,28.13,,
2000-03-13,28.13,,
2000-03-14,27.81,,
2000-03-15,29.06,,
2000-03-16,30.63,,
2000-03-17,30.13,,
2000-03-20,30.25,,
2000-03-21,30.44,,
2000-03-22,30.13,,
2000-03-23,30.19,,
2000-03-24,30.5,,
2000-03-27,30.94,,
2000-03-28,30.31,,
2000-03-29,30.69,,
2000-03-30,30.63,,
2000-03-31,30.94,,
2000-04-03,31.13,,
2000-04-04,31.94,,
2000-04-05,32.56,,
2000-04-06,32.19,,
2000-04-07,31.63,,
2000-04-10,31.81,,
2000-04-11,32.0,,
2000-04-12,32.38,,
2000-04-13,33.25,,
2000-04-14,32.88,,
2000-04-17,33.25,,
2000-04-18,33.25,,
2000-04-19,33.13,,
2000-04-20,33.88,,
2000-04-24,34.94,,
2000-04-25,36.56,,
2000-04-26,37.88,,
2000-04-27,37.25,,
2000-04-28,36.69,,
2000-05-01,36.44,,
2000-05-02,35.56,,
2000-05-03,35.31,,
2000-05-04,36.25,,
2000-05-05,35.5,,
2000-05-08,35.94,,
2000-05-09,35.94,,
2000-05-10,36.13,,
2000-05-11,36.94,,
2000-05-12,36.56,,
2000-05-15,36.94,,
2000-05-16,36.69,,
2000-05-17,35.63,,
2000-05-18,36.06,,
2000-05-19,36.19,,
2000-05-22,36.81,,
2000-05-23,36.56,,
2000-05-24,37.25,,
2000-05-25,36.88,,
2000-05-26,36.81,,
2000-05-30,36.44,,
2000-05-31,36.69,,
2000-06-01,36.75,,
2000-06-02,36.06,,
2000-06-05,35.19,,
2000-06-06,35.25,,
2000-06-07,35.0,,
2000-06-08,34.56,,
2000-06-09,35.44,,
2000-06-12,35.59,,
2000-06-13,35.63,,
2000-06-14,34.94,,
2000-06-15,35.63,,
2000-06-16,35.44,,
2000-06-19,35.38,,
2000-06-20,35.25,,
2000-06-21,35.31,,
2000-06-22,34.94,,
2000-06-23,35.0,,
2000-06-26,35.5,,
2000-06-27,34.69,,
2000-06-28,35.56,,
2000-06-29,34.56,,
2000-06-30,33.75,,
2000-07-03,34.88,,
2000-07-05,34.81,,
2000-07-06,34.56,,
2000-07-07,34.88,,
2000-07-10,35.25,,
2000-07-11,35.81,,
2000-07-12,35.88,,
2000-07-13,35.75,,
2000-07-14,35.13,,
2000-07-17,35.22,,
2000-07-18,35.44,,
2000-07-19,36.0,,
2000-07-20,36.5,,
2000-07-21,36.31,,
2000-07-24,35.88,,
2000-07-25,36.13,,
2000-07-26,35.64,,
2000-07-27,36.56,,
2000-07-28,36.38,,
2000-07-31,36.19,,
2000-08-01,37.38,,
2000-08-02,37.63,,
2000-08-03,38.02,,
2000-08-04,38.38,,
2000-08-07,38.58,,
2000-08-08,38.75,,
2000-08-09,38.69,,
2000-08-10,38.64,,
2000-08-11,38.83,,
2000-08-14,39.13,,
2000-08-15,39.25,,
2000-08-16,39.63,,
2000-08-17,39.81,,
2000-08-18,39.94,,
2000-08-21,39.56,,
2000-08-22,39.5,,
2000-08-23,39.56,,
2000-08-24,39.38,,
2000-08-25,39.13,,
2000-08-28,39.63,,
2000-08-29,39.5,,
2000-08-30,39.75,,
2000-08-31,40.45,,
2000-09-01,40.25,,
2000-09-05,41.19,,
2000-09-06,41.94,,
2000-09-07,41.94,,
2000-09-08,42.72,,
2000-09-11,42.95,,
2000-09-12,43.13,,
2000-09-13,42.75,,
2000-09-14,42.19,,
2000-09-15,42.52,,
2000-09-18,42.44,,
2000-09-19,40.5,,
2000-09-20,39.0,,
2000-09-21,37.94,,
2000-09-22,39.38,,
2000-09-25,39.69,,
2000-09-26,40.56,,
2000-09-27,41.19,,
2000-09-28,41.5,,
2000-09-29,41.89,,
2000-10-02,42.5,,
2000-10-03,41.25,,
2000-10-04,40.13,,
2000-10-05,39.25,,
2000-10-06,39.06,,
2000-10-09,38.69,,
2000-10-10,39.06,,
2000-10-11,39.13,,
2000-10-12,39.44,,
2000-10-13,40.0,,
2000-10-16,40.06,,
2000-10-17,40.13,,
2000-10-18,38.88,,
2000-10-19,38.44,,
2000-10-20,38.06,,
2000-10-23,38.13,,
2000-10-24,38.19,,
2000-10-25,37.88,,
2000-10-26,37.81,,
2000-10-27,38.81,,
2000-10-30,40.44,,
2000-10-31,39.75,,
2000-11-01,40.63,,
2000-11-02,41.06,,
2000-11-03,40.81,,
2000-11-06,40.88,,
2000-11-07,40.75,,
2000-11-08,40.88,,
2000-11-09,41.69,,
2000-11-10,41.88,,
2000-11-13,41.81,,
2000-11-14,41.13,,
2000-11-15,41.38,,
2000-11-16,42.0,,
2000-11-17,42.94,,
2000-11-20,42.81,,
2000-11-21,42.69,,
2000-11-22,42.56,,
2000-11-24,42.19,,
2000-11-27,42.13,,
2000-11-28,42.56,,
2000-11-29,43.19,,
2000-11-30,44.38,,
2000-12-01,44.56,,
2000-12-04,44.69,,
2000-12-05,44.44,,
2000-12-06,44.56,,
2000-12-07,44.31,,
2000-12-08,44.19,,
2000-12-11,43.75,,
2000-12-12,43.88,,
2000-12-13,43.88,,
2000-12-14,43.5,,
2000-12-15,43.19,,
2000-12-18,43.13,,
2000-12-19,43.88,,
2000-12-20,45.25,,
2000-12-21,45.75,,
2000-12-22,45.56,,
2000-12-26,46.81,,
2000-12-27,46.56,,
2000-12-28,46.0,,
2000-12-29,46.31,,
2001-01-02,45.19,,
2001-01-03,43.25,,
2001-01-04,40.06,,
2001-01-05,40.0,,
2001-01-08,41.19,,
2001-01-09,41.13,,
2001-01-10,40.69,,
2001-01-11,39.13,,
2001-01-12,39.63,,
2001-01-16,39.25,,
2001-01-17,39.31,,
2001-01-18,39.69,,
2001-01-19,40.44,,
2001-01-22,41.38,,
2001-01-23,41.13,,
2001-01-24,41.81,,
2001-01-25,41.88,,
2001-01-26,41.38,,
2001-01-29,41.49,,
2001-01-30,41.25,,
2001-01-31,40.78,,
2001-02-01,40.64,,
2001-02-02,40.16,,
2001-02-05,40.2,,
2001-02-06,40.0,,
2001-02-07,40.35,,
2001-02-08,41.0,,
2001-02-09,41.57,,
2001-02-12,41.49,,
2001-02-13,41.57,,
2001-02-14,41.69,,
2001-02-15,41.36,,
2001-02-16,42.0,,
2001-02-20,42.3,,
2001-02-21,42.03,,
2001-02-22,42.25,,
2001-02-23,41.72,,
2001-02-26,41.81,,
2001-02-27,41.97,,
2001-02-28,42.17,,
2001-03-01,42.07,,
2001-03-02,42.45,,
2001-03-05,42.33,,
2001-03-06,41.35,,
2001-03-07,41.14,,
2001-03-08,41.41,,
2001-03-09,41.23,,
2001-03-12,40.5,,
2001-03-13,40.0,,
2001-03-14,39.5,,
2001-03-15,39.91,,
2001-03-16,39.42,,
2001-03-19,39.11,,
2001-03-20,39.43,,
2001-03-21,39.3,,
2001-03-22,38.09,,
2001-03-23,38.0,,
2001-03-26,39.16,,
2001-03-27,39.65,,
2001-03-28,39.75,,
2001-03-29,40.53,,
2001-03-30,40.95,,
2001-04-02,41.44,,
2001-04-03,41.53,,
2001-04-04,41.8,,
2001-04-05,41.65,,
2001-04-06,40.69,,
2001-04-09,41.61,,
2001-04-10,42.45,,
2001-04-11,41.9,,
2001-04-12,41.56,,
2001-04-16,42.1,,
2001-04-17,42.69,,
2001-04-18,42.5,,
2001-04-19,41.82,,
2001-04-20,41.57,,
2001-04-23,41.99,,
2001-04-24,41.75,,
2001-04-25,41.92,,
2001-04-26,42.12,,
2001-04-27,42.08,,
2001-04-30,41.97,,
2001-05-01,41.99,,
2001-05-02,41.67,,
2001-05-03,40.79,,
2001-05-04,41.54,,
2001-05-07,41.54,,
2001-05-08,41.22,,
2001-05-09,41.4,,
2001-05-10,41.29,,
2001-05-11,41.15,,
2001-05-14,41.79,,
2001-05-15,41.77,,
2001-05-16,42.65,,
2001-05-17,42.84,,
2001-05-18,42.92,,
2001-05-21,43.3,,
2001-05-22,43.25,,
2001-05-23,44.08,,
2001-05-24,44.6,,
2001-05-25,44.3,,
2001-05-29,44.36,,
2001-05-30,44.49,,
2001-05-31,44.6,,
2001-06-01,44.18,,
2001-06-04,44.29,,
2001-06-05,43.77,,
2001-06-06,42.78,,
2001-06-07,42.4,,
2001-06-08,42.9,,
2001-06-11,43.21,,
2001-06-12,43.58,,
2001-06-13,43.09,,
2001-06-14,41.75,,
2001-06-15,42.65,,
2001-06-18,42.6,,
2001-06-19,43.15,,
2001-06-20,43.2,,
2001-06-21,41.98,,
2001-06-22,42.19,,
2001-06-25,41.9,,
2001-06-26,42.32,,
2001-06-27,42.73,,
2001-06-28,42.75,,
2001-06-29,42.7,,
2001-07-02,43.45,,
2001-07-03,42.64,,
2001-07-05,42.8,,
2001-07-06,42.48,,
2001-07-09,42.39,,
2001-07-10,42.36,,
2001-07-11,42.0,,
2001-07-12,41.7,,
2001-07-13,41.09,,
2001-07-16,40.85,,
2001-07-17,40.35,,
2001-07-18,40.03,,
2001-07-19,40.44,,
2001-07-20,39.67,,
2001-07-23,38.6,,
2001-07-24,37.7,,
2001-07-25,38.65,,
2001-07-26,39.29,,
2001-07-27,39.13,,
2001-07-30,39.29,,
2001-07-31,39.29,,
2001-08-01,39.73,,
2001-08-02,40.22,,
2001-08-03,40.4,,
2001-08-06,39.52,,
2001-08-07,39.66,,
2001-08-08,39.11,,
2001-08-09,39.58,,
2001-08-10,39.96,,
2001-08-13,39.65,,
2001-08-14,39.7,,
2001-08-15,39.45,,
2001-08-16,39.78,,
2001-08-17,39.9,,
2001-08-20,40.01,,
2001-08-21,40.55,,
2001-08-22,40.88,,
2001-08-23,41.3,,
2001-08-24,41.23,,
2001-08-27,41.52,,
2001-08-28,41.51,,
2001-08-29,41.71,,
2001-08-30,41.66,,
2001-08-31,41.25,,
2001-09-04,41.73,,
2001-09-05,41.5,,
2001-09-06,41.43,,
2001-09-07,41.11,,
2001-09-10,40.25,,
2001-09-17,40.26,,
2001-09-18,40.65,,
2001-09-19,39.75,,
2001-09-20,40.05,,
2001-09-21,38.85,,
2001-09-24,37.95,,
2001-09-25,37.99,,
2001-09-26,37.33,,
2001-09-27,37.1,,
2001-09-28,38.4,,
2001-10-01,38.92,,
2001-10-02,39.71,,
2001-10-03,40.56,,
2001-10-04,40.65,,
2001-10-05,41.25,,
2001-10-08,40.78,,
2001-10-09,39.8,,
2001-10-10,39.9,,
2001-10-11,39.1,,
2001-10-12,39.02,,
2001-10-15,39.03,,
2001-10-16,39.41,,
2001-10-17,39.75,,
2001-10-18,39.4,,
2001-10-19,39.65,,
2001-10-22,39.74,,
2001-10-23,39.8,,
2001-10-24,39.53,,
2001-10-25,40.25,,
2001-10-26,39.7,,
2001-10-29,39.57,,
2001-10-30,40.2,,
2001-10-31,40.1,,
2001-11-01,40.4,,
2001-11-02,40.12,,
2001-11-05,41.15,,
2001-11-06,41.65,,
2001-11-07,41.34,,
2001-11-08,42.0,,
2001-11-09,42.26,,
2001-11-12,42.07,,
2001-11-13,42.15,,
2001-11-14,41.11,,
2001-11-15,40.42,,
2001-11-16,40.61,,
2001-11-19,40.54,,
2001-11-20,41.17,,
2001-11-21,40.43,,
2001-11-23,40.72,,
2001-11-26,41.0,,
2001-11-27,40.99,,
2001-11-28,40.3,,
2001-11-29,40.64,,
2001-11-30,40.88,,
2001-12-03,41.06,,
2001-12-04,41.2,,
2001-12-05,41.28,,
2001-12-06,40.49,,
2001-12-07,40.88,,
2001-12-10,40.1,,
2001-12-11,39.32,,
2001-12-12,39.67,,
2001-12-13,40.0,,
2001-12-14,40.32,,
2001-12-17,40.06,,
2001-12-18,40.94,,
2001-12-19,41.8,,
2001-12-20,41.27,,
2001-12-21,41.13,,
2001-12-24,41.78,,
2001-12-26,42.3,,
2001-12-27,42.3,,
2001-12-28,42.38,,
2001-12-31,42.3,,
2002-01-02,42.75,,
2002-01-03,42.59,,
2002-01-04,42.3,,
2002-01-07,42.48,,
2002-01-08,42.25,,
2002-01-09,42.95,,
2002-01-10,43.09,,
2002-01-11,42.94,,
2002-01-14,43.3,,
2002-01-15,43.53,,
2002-01-16,43.52,,
2002-01-17,43.24,,
2002-01-18,43.47,,
2002-01-22,43.07,,
2002-01-23,42.98,,
2002-01-24,42.73,,
2002-01-25,42.71,,
2002-01-28,42.66,,
2002-01-29,42.32,,
2002-01-30,42.35,,
2002-01-31,42.87,,
2002-02-01,43.0,,
2002-02-04,43.15,,
2002-02-05,42.58,,
2002-02-06,42.45,,
2002-02-07,42.3,,
2002-02-08,42.5,,
2002-02-11,42.33,,
2002-02-12,42.37,,
2002-02-13,42.29,,
2002-02-14,41.79,,
2002-02-15,42.0,,
2002-02-19,41.14,,
2002-02-20,40.97,,
2002-02-21,40.53,,
2002-02-22,40.4,,
2002-02-25,39.92,,
2002-02-26,39.5,,
2002-02-27,40.6,,
2002-02-28,40.74,,
2002-03-01,41.42,,
2002-03-04,42.06,,
2002-03-05,42.45,,
2002-03-06,43.35,,
2002-03-07,42.26,,
2002-03-08,41.54,,
2002-03-11,41.58,,
2002-03-12,41.25,,
2002-03-13,41.37,,
2002-03-14,41.25,,
2002-03-15,40.84,,
2002-03-18,40.9,,
2002-03-19,41.17,,
2002-03-20,41.2,,
2002-03-21,41.69,,
2002-03-22,41.56,,
2002-03-25,41.48,,
2002-03-26,41.6,,
2002-03-27,42.23,,
2002-03-28,42.75,,
2002-04-01,42.16,,
2002-04-02,42.19,,
2002-04-03,42.2,,
2002-04-04,42.35,,
2002-04-05,42.17,,
2002-04-08,42.46,,
2002-04-09,42.15,,
2002-04-10,42.9,,
2002-04-11,42.1,,
2002-04-12,42.19,,
