date,GRMN,dcf,Deviation
2003-04-16,19.45,,
2003-04-17,19.39,,
2003-04-21,19.23,,
2003-04-22,19.71,,
2003-04-23,19.72,,
2003-04-24,19.96,,
2003-04-25,19.5,,
2003-04-28,19.35,,
2003-04-29,19.61,,
2003-04-30,21.19,,
2003-05-01,21.24,,
2003-05-02,22.59,,
2003-05-05,22.91,,
2003-05-06,23.05,,
2003-05-07,23.03,,
2003-05-08,22.88,,
2003-05-09,22.95,,
2003-05-12,23.83,,
2003-05-13,23.92,,
2003-05-14,23.89,,
2003-05-15,23.82,,
2003-05-16,24.2,,
2003-05-19,22.98,,
2003-05-20,21.88,,
2003-05-21,22.49,,
2003-05-22,22.8,,
2003-05-23,23.14,,
2003-05-27,24.15,,
2003-05-28,24.01,,
2003-05-29,23.48,,
2003-05-30,24.13,,
2003-06-02,23.83,,
2003-06-03,24.23,,
2003-06-04,24.56,,
2003-06-05,24.98,,
2003-06-06,25.13,,
2003-06-09,24.24,,
2003-06-10,24.58,,
2003-06-11,24.89,,
2003-06-12,25.1,,
2003-06-13,24.81,,
2003-06-16,23.45,,
2003-06-17,22.25,,
2003-06-18,22.13,,
2003-06-19,22.07,,
2003-06-20,22.05,,
2003-06-23,19.97,,
2003-06-24,19.42,,
2003-06-25,19.14,,
2003-06-26,19.45,,
2003-06-27,19.37,,
2003-06-30,19.95,,
2003-07-01,19.43,,
2003-07-02,20.54,,
2003-07-03,20.33,,
2003-07-07,20.33,,
2003-07-08,21.24,,
2003-07-09,21.72,,
2003-07-10,21.12,,
2003-07-11,21.39,,
2003-07-14,21.63,,
2003-07-15,21.15,,
2003-07-16,20.92,,
2003-07-17,19.88,,
2003-07-18,20.08,,
2003-07-21,20.25,,
2003-07-22,20.54,,
2003-07-23,20.99,,
2003-07-24,21.48,,
2003-07-25,22.62,,
2003-07-28,23.14,,
2003-07-29,23.31,,
2003-07-30,19.25,,
2003-07-31,19.15,,
2003-08-01,19.12,,
2003-08-04,18.58,,
2003-08-05,18.7,,
2003-08-06,18.33,,
2003-08-07,18.13,,
2003-08-08,18.22,,
2003-08-11,18.59,,
2003-08-12,18.86,,
2003-08-13,18.92,,
2003-08-14,19.17,,
2003-08-15,19.15,,
2003-08-18,19.34,,
2003-08-19,19.62,,
2003-08-20,19.5,,
2003-08-21,19.58,,
2003-08-22,19.51,,
2003-08-25,19.42,,
2003-08-26,19.49,,
2003-08-27,20.04,,
2003-08-28,20.0,,
2003-08-29,19.98,,
2003-09-02,20.36,,
2003-09-03,21.35,,
2003-09-04,21.47,,
2003-09-05,21.77,,
2003-09-08,22.0,,
2003-09-09,21.95,,
2003-09-10,21.36,,
2003-09-11,21.0,,
2003-09-12,21.09,,
2003-09-15,21.03,,
2003-09-16,22.2,,
2003-09-17,22.3,,
2003-09-18,22.38,,
2003-09-19,22.6,,
2003-09-22,22.5,,
2003-09-23,22.92,,
2003-09-24,22.57,,
2003-09-25,22.75,,
2003-09-26,21.13,,
2003-09-29,20.98,,
2003-09-30,20.94,,
2003-10-01,20.84,,
2003-10-02,21.32,,
2003-10-03,21.67,,
2003-10-06,21.72,,
2003-10-07,22.45,,
2003-10-08,22.31,,
2003-10-09,22.29,,
2003-10-10,21.86,,
2003-10-13,21.11,,
2003-10-14,21.62,,
2003-10-15,22.09,,
2003-10-16,22.38,,
2003-10-17,22.35,,
2003-10-20,22.37,,
2003-10-21,22.41,,
2003-10-22,21.69,,
2003-10-23,21.15,,
2003-10-24,21.03,,
2003-10-27,21.91,,
2003-10-28,22.49,,
2003-10-29,26.03,,
2003-10-30,25.16,,
2003-10-31,25.0,,
2003-11-03,26.63,,
2003-11-04,26.89,,
2003-11-05,26.17,,
2003-11-06,25.67,,
2003-11-07,25.6,,
2003-11-10,25.09,,
2003-11-11,25.0,,
2003-11-12,25.25,,
2003-11-13,25.54,,
2003-11-14,24.69,,
2003-11-17,25.86,,
2003-11-18,25.92,,
2003-11-19,25.81,,
2003-11-20,26.46,,
2003-11-21,26.12,,
2003-11-24,27.5,,
2003-11-25,27.83,,
2003-11-26,28.0,,
2003-11-28,28.0,,
2003-12-01,27.89,,
2003-12-02,27.91,,
2003-12-03,27.46,,
2003-12-04,27.28,,
2003-12-05,26.78,,
2003-12-08,26.63,,
2003-12-09,26.34,,
2003-12-10,25.66,,
2003-12-11,26.88,,
2003-12-12,27.39,,
2003-12-15,26.67,,
2003-12-16,26.63,,
2003-12-17,27.22,,
2003-12-18,27.21,,
2003-12-19,27.51,,
2003-12-22,27.13,,
2003-12-23,27.58,,
2003-12-24,26.99,,
2003-12-26,27.0,,
2003-12-29,27.49,,
2003-12-30,27.38,,
2003-12-31,27.24,,
2004-01-02,26.84,,
2004-01-05,27.34,,
2004-01-06,28.83,,
2004-01-07,28.67,,
2004-01-08,29.02,,
2004-01-09,28.65,,
2004-01-12,28.7,,
2004-01-13,28.46,,
2004-01-14,28.72,,
2004-01-15,28.75,,
2004-01-16,28.88,,
2004-01-20,28.63,,
2004-01-21,28.81,,
2004-01-22,28.11,,
2004-01-23,27.44,,
2004-01-26,27.01,,
2004-01-27,26.41,,
2004-01-28,26.5,,
2004-01-29,26.55,,
2004-01-30,26.57,,
2004-02-02,26.02,,
2004-02-03,25.25,,
2004-02-04,24.58,,
2004-02-05,24.83,,
2004-02-06,25.75,,
2004-02-09,25.68,,
2004-02-10,26.05,,
2004-02-11,23.41,,
2004-02-12,23.95,,
2004-02-13,24.0,,
2004-02-17,23.83,,
2004-02-18,23.55,,
2004-02-19,23.31,,
2004-02-20,23.11,,
2004-02-23,22.91,,
2004-02-24,23.07,,
2004-02-25,23.05,,
2004-02-26,23.04,,
2004-02-27,22.92,,
2004-03-01,23.17,,
2004-03-02,23.48,,
2004-03-03,23.2,,
2004-03-04,23.26,,
2004-03-05,23.0,,
2004-03-08,22.41,,
2004-03-09,21.18,,
2004-03-10,21.04,,
2004-03-11,20.49,,
2004-03-12,20.67,,
2004-03-15,19.92,,
2004-03-16,19.92,,
2004-03-17,20.33,,
2004-03-18,20.2,,
2004-03-19,20.17,,
2004-03-22,20.04,,
2004-03-23,19.92,,
2004-03-24,21.23,,
2004-03-25,22.18,,
2004-03-26,21.66,,
2004-03-29,21.46,,
2004-03-30,22.15,,
2004-03-31,21.36,,
2004-04-01,21.2,,
2004-04-02,21.5,,
2004-04-05,21.38,,
2004-04-06,21.17,,
2004-04-07,21.23,,
2004-04-08,21.29,,
2004-04-12,21.11,,
2004-04-13,20.33,,
2004-04-14,20.6,,
2004-04-15,20.11,,
2004-04-16,20.08,,
2004-04-19,20.38,,
2004-04-20,19.94,,
2004-04-21,20.09,,
2004-04-22,20.2,,
2004-04-23,20.04,,
2004-04-26,19.33,,
2004-04-27,19.66,,
2004-04-28,16.46,,
2004-04-29,16.52,,
2004-04-30,16.11,,
2004-05-03,15.84,,
2004-05-04,14.95,,
2004-05-05,15.07,,
2004-05-06,14.75,,
2004-05-07,14.74,,
2004-05-10,14.55,,
2004-05-11,14.67,,
2004-05-12,14.56,,
2004-05-13,14.47,,
2004-05-14,14.55,,
2004-05-17,14.22,,
2004-05-18,14.81,,
2004-05-19,15.45,,
2004-05-20,15.77,,
2004-05-21,16.3,,
2004-05-24,16.54,,
2004-05-25,17.17,,
2004-05-26,16.76,,
2004-05-27,17.12,,
2004-05-28,17.36,,
2004-06-01,17.41,,
2004-06-02,17.23,,
2004-06-03,16.9,,
2004-06-04,16.89,,
2004-06-07,17.57,,
2004-06-08,17.49,,
2004-06-09,17.17,,
2004-06-10,17.27,,
2004-06-14,16.51,,
2004-06-15,16.72,,
2004-06-16,15.71,,
2004-06-17,15.41,,
2004-06-18,15.97,,
2004-06-21,15.64,,
2004-06-22,16.4,,
2004-06-23,16.68,,
2004-06-24,17.2,,
2004-06-25,17.33,,
2004-06-28,18.05,,
2004-06-29,17.86,,
2004-06-30,18.53,,
2004-07-01,17.33,,
2004-07-02,17.21,,
2004-07-06,17.42,,
2004-07-07,17.75,,
2004-07-08,17.65,,
2004-07-09,17.92,,
2004-07-12,17.46,,
2004-07-13,17.78,,
2004-07-14,17.58,,
2004-07-15,17.17,,
2004-07-16,17.07,,
2004-07-19,17.45,,
2004-07-20,17.5,,
2004-07-21,16.94,,
2004-07-22,17.0,,
2004-07-23,16.38,,
2004-07-26,16.42,,
2004-07-27,16.83,,
2004-07-28,18.87,,
2004-07-29,19.04,,
2004-07-30,18.75,,
2004-08-02,19.35,,
2004-08-03,18.68,,
2004-08-04,18.9,,
2004-08-05,18.62,,
2004-08-06,18.08,,
2004-08-09,17.96,,
2004-08-10,18.93,,
2004-08-11,18.67,,
2004-08-12,18.09,,
2004-08-13,17.97,,
2004-08-16,18.1,,
2004-08-17,18.55,,
2004-08-18,18.96,,
2004-08-19,18.75,,
2004-08-20,19.05,,
2004-08-23,18.96,,
2004-08-24,18.67,,
2004-08-25,19.34,,
2004-08-26,19.33,,
2004-08-27,19.49,,
2004-08-30,19.91,,
2004-08-31,19.46,,
2004-09-01,19.2,,
2004-09-02,19.91,,
2004-09-03,19.92,,
2004-09-07,20.36,,
2004-09-08,20.0,,
2004-09-09,19.95,,
2004-09-10,19.86,,
2004-09-13,20.0,,
2004-09-14,20.25,,
2004-09-15,19.61,,
2004-09-16,20.14,,
2004-09-17,20.55,,
2004-09-20,20.31,,
2004-09-21,20.39,,
2004-09-22,20.03,,
2004-09-23,19.79,,
2004-09-24,19.76,,
2004-09-27,20.03,,
2004-09-28,20.1,,
2004-09-29,21.23,,
2004-09-30,21.63,,
2004-10-01,22.12,,
2004-10-04,21.67,,
2004-10-05,21.99,,
2004-10-06,22.53,,
2004-10-07,22.61,,
2004-10-08,22.37,,
2004-10-11,22.88,,
2004-10-12,22.85,,
2004-10-13,22.95,,
2004-10-14,23.1,,
2004-10-15,23.17,,
2004-10-18,22.58,,
2004-10-19,22.67,,
2004-10-20,22.98,,
2004-10-21,23.15,,
2004-10-22,23.18,,
2004-10-25,22.88,,
2004-10-26,23.86,,
2004-10-27,25.26,,
2004-10-28,24.75,,
2004-10-29,25.0,,
2004-11-01,25.08,,
2004-11-02,25.32,,
2004-11-03,25.61,,
2004-11-04,25.98,,
2004-11-05,25.88,,
2004-11-08,25.83,,
2004-11-09,26.13,,
2004-11-10,26.37,,
2004-11-11,26.65,,
2004-11-12,26.8,,
2004-11-15,26.98,,
2004-11-16,26.63,,
2004-11-17,26.52,,
2004-11-18,26.02,,
2004-11-19,26.59,,
2004-11-22,27.88,,
2004-11-23,28.43,,
2004-11-24,28.69,,
2004-11-26,29.16,,
2004-11-29,29.08,,
2004-11-30,29.11,,
2004-12-01,29.4,,
2004-12-02,27.68,,
2004-12-03,28.0,,
2004-12-06,27.95,,
2004-12-07,27.42,,
2004-12-08,27.0,,
2004-12-09,28.19,,
2004-12-10,27.49,,
2004-12-13,28.3,,
2004-12-14,28.59,,
2004-12-15,28.42,,
2004-12-16,27.53,,
2004-12-17,28.83,,
2004-12-20,28.77,,
2004-12-21,29.12,,
2004-12-22,29.99,,
2004-12-23,30.43,,
2004-12-27,30.6,,
2004-12-28,31.0,,
2004-12-29,30.61,,
2004-12-30,30.28,,
2004-12-31,30.42,,
2005-01-03,29.46,,
2005-01-04,28.32,,
2005-01-05,26.78,,
2005-01-06,26.67,,
2005-01-07,26.69,,
2005-01-10,25.97,,
2005-01-11,24.63,,
2005-01-12,25.18,,
2005-01-13,25.88,,
2005-01-14,26.29,,
2005-01-18,26.73,,
2005-01-19,26.16,,
2005-01-20,25.62,,
2005-01-21,25.17,,
2005-01-24,25.09,,
2005-01-25,25.22,,
2005-01-26,25.62,,
2005-01-27,25.59,,
2005-01-28,25.49,,
2005-01-31,27.5,,
2005-02-01,27.59,,
2005-02-02,28.89,,
2005-02-03,28.83,,
2005-02-04,28.48,,
2005-02-07,28.12,,
2005-02-08,28.61,,
2005-02-09,27.42,,
2005-02-10,27.28,,
2005-02-11,27.6,,
2005-02-14,27.59,,
2005-02-15,27.49,,
2005-02-16,27.59,,
2005-02-17,27.5,,
2005-02-18,26.6,,
2005-02-22,25.57,,
2005-02-23,25.56,,
2005-02-24,25.61,,
2005-02-25,25.74,,
2005-02-28,25.63,,
2005-03-01,25.7,,
2005-03-02,25.46,,
2005-03-03,25.48,,
2005-03-04,25.97,,
2005-03-07,26.35,,
2005-03-08,25.89,,
2005-03-09,25.61,,
2005-03-10,25.3,,
2005-03-11,25.0,,
2005-03-14,25.09,,
2005-03-15,24.0,,
2005-03-16,23.47,,
2005-03-17,24.19,,
2005-03-18,24.08,,
2005-03-21,23.94,,
2005-03-22,23.5,,
