date,NSC,dcf,Deviation
2011-01-13,65.68,67.62431414739108,-0.028751702282012404
2011-01-14,65.4,67.50431414739107,-0.03117303203461097
2011-01-18,65.28,67.07431414739106,-0.026751136708579426
2011-01-19,64.85,66.40431414739108,-0.023406824802694626
2011-01-20,64.18,65.99431414739107,-0.027491976707856747
2011-01-21,63.77,66.53431414739107,-0.041547195350468025
2011-01-24,64.31,65.14431414739107,-0.012807167568046007
2011-01-25,62.92,64.95431414739107,-0.03131915368661897
2011-01-26,62.73,64.53431414739107,-0.02795898850447487
2011-01-27,62.31,62.60431414739107,-0.004701179964980651
2011-01-28,60.38,63.41431414739107,-0.04784904146938407
2011-01-31,61.19,64.34431414739107,-0.04902242240340937
2011-02-01,62.12,63.12431414739107,-0.015910099950489198
2011-02-02,60.9,63.05431414739107,-0.03416600714037277
2011-02-03,60.83,63.29431414739107,-0.03893421045139245
2011-02-04,61.07,63.72431414739107,-0.04165308301713189
2011-02-07,61.5,63.82431414739107,-0.03641737758471597
2011-02-08,61.6,64.34431414739107,-0.04265045301601589
2011-02-09,62.12,65.26431414739108,-0.04817815353563737
2011-02-10,63.04,66.32431414739106,-0.04951900656058661
2011-02-11,64.1,66.65431414739108,-0.03832181277483093
2011-02-14,64.43,66.68431414739106,-0.03380576341249286
2011-02-15,64.46,67.13431414739107,-0.03983527919149821
2011-02-16,64.91,67.42431414739107,-0.037290911730962883
2011-02-17,65.2,67.22431414739107,-0.030112827078498827
2011-02-18,65.0,66.62431414739108,-0.02438020065463864
2011-02-22,64.4,65.92431414739107,-0.02312218438834368
2011-02-23,63.7,66.33431414739107,-0.039712691406407985
2011-02-24,64.11,66.88431414739107,-0.04147929425242203
2011-02-25,64.66,67.80431414739107,-0.04637336409827919
2011-02-28,65.58,67.02431414739107,-0.02154910745099048
2011-03-01,64.8,67.38431414739107,-0.038351865416903164
2011-03-02,65.16,67.95431414739107,-0.04112048193629447
2011-03-03,65.73,67.52431414739107,-0.026572860014164146
2011-03-04,65.3,67.06431414739107,-0.026307793791994105
2011-03-07,64.84,67.88431414739107,-0.04484561987002211
2011-03-08,65.66,67.62431414739108,-0.029047453895203135
2011-03-09,65.4,67.17431414739107,-0.02641358039767905
2011-03-10,64.95,68.75431414739107,-0.055332006355784835
2011-03-11,66.53,68.15431414739108,-0.023832888170194466
2011-03-14,65.93,67.78431414739107,-0.02735609514848847
2011-03-15,65.56,66.55431414739107,-0.01493989022543396
2011-03-16,64.33,68.06431414739107,-0.05486449388595227
2011-03-17,65.84,68.50431414739107,-0.03889264757338695
2011-03-18,66.28,70.03431414739107,-0.053606781091479094
2011-03-21,67.81,69.52431414739107,-0.024657764242833502
2011-03-22,67.3,68.90431414739108,-0.023283217709116788
2011-03-23,66.68,69.97431414739107,-0.04707890584610874
2011-03-24,67.75,70.90431414739108,-0.04448691430586438
2011-03-25,68.68,70.99431414739107,-0.03259858448081232
2011-03-28,68.77,71.78431414739107,-0.041991264849336574
2011-03-29,69.56,71.21431414739106,-0.023230079053589647
2011-03-30,68.99,71.49431414739107,-0.03502815821448724
2011-03-31,69.27,69.32,-0.0007212925562607442
2011-04-01,69.32,69.58,-0.0037367059499856525
2011-04-04,69.58,68.75,0.012072727272727235
2011-04-05,68.75,68.64,0.0016025641025640969
2011-04-06,68.64,68.13,0.007485689123734041
2011-04-07,68.13,67.69,0.006500221598463529
2011-04-08,67.69,67.66,0.0004433934377772175
2011-04-11,67.66,67.77,-0.0016231370813043489
2011-04-12,67.77,67.83,-0.0008845643520566382
2011-04-13,67.83,66.98,0.01269035532994911
2011-04-14,66.98,67.74,-0.01121936817242386
2011-04-15,67.74,66.9,0.01255605381165914
2011-04-18,66.9,67.25,-0.005204460966542701
2011-04-19,67.25,66.68,0.008548290341931608
2011-04-20,66.68,66.27,0.006186811528595237
2011-04-21,66.27,67.04,-0.011485680190930991
2011-04-25,67.04,68.42,-0.020169541069862573
2011-04-26,68.42,68.41,0.0001461774594357923
2011-04-27,68.41,73.87,-0.07391363205631529
2011-04-28,73.87,74.68,-0.0108462774504553
2011-04-29,74.68,74.61,0.0009382120359202606
2011-05-02,74.61,74.65,-0.0005358338914936978
2011-05-03,74.65,72.31,0.03236066934034021
2011-05-04,72.31,72.22,0.0012461921905289053
2011-05-05,72.22,72.95,-0.010006854009595667
2011-05-06,72.95,73.14,-0.0025977577249111095
2011-05-09,73.14,74.22,-0.014551333872271588
2011-05-10,74.22,73.03,0.0162946734218814
2011-05-11,73.03,72.98,0.0006851192107426574
2011-05-12,72.98,71.57,0.01970099203576936
2011-05-13,71.57,71.37,0.0028022978842650037
2011-05-16,71.37,70.85,0.007339449541284626
2011-05-17,70.85,72.11,-0.01747330467341568
2011-05-18,72.11,72.71,-0.008251959840462009
2011-05-19,72.71,72.26,0.0062275117630776755
2011-05-20,72.26,71.78,0.0066870994706047515
2011-05-23,71.78,71.18,0.008429334082607376
2011-05-24,71.18,72.14,-0.01330745772109776
2011-05-25,72.14,72.01,0.0018053048187751664
2011-05-26,72.01,72.57,-0.007716687336364769
2011-05-27,72.57,73.31,-0.010094120856636302
2011-05-31,73.31,70.79,0.0355982483401609
2011-06-01,70.79,71.62,-0.01158894163641433
2011-06-02,71.62,70.72,0.01272624434389158
2011-06-03,70.72,70.37,0.004973710387949248
2011-06-06,70.37,71.28,-0.012766554433221056
2011-06-07,71.28,70.53,0.010633772862611579
2011-06-08,70.53,71.44,-0.012737961926091779
2011-06-09,71.44,70.37,0.015205343186016629
2011-06-10,70.37,70.59,-0.0031165887519478686
2011-06-13,70.59,72.11,-0.021078907225072774
2011-06-14,72.11,71.01,0.015490775947049729
2011-06-15,71.01,70.21,0.011394388263780142
2011-06-16,70.21,70.97,-0.010708750176130821
2011-06-17,70.97,71.61,-0.00893729925987996
2011-06-20,71.61,73.18,-0.021453949166439057
2011-06-21,73.18,73.2,-0.0002732240437157696
2011-06-22,73.2,72.37,0.011468840679839776
2011-06-23,72.37,71.67,0.00976698758197303
2011-06-24,71.67,72.12,-0.006239600665557399
2011-06-27,72.12,73.03,-0.012460632616732803
2011-06-28,73.03,74.21,-0.01590082199164522
2011-06-29,74.21,74.93,-0.00960896837047931
2011-06-30,74.93,78.81910560044581,-0.04934216863815577
2011-07-01,76.93,77.8491056004458,-0.011806244829105972
2011-07-05,75.96,78.31910560044581,-0.030121712733557904
2011-07-06,76.43,78.87910560044581,-0.03104885104620103
2011-07-07,76.99,77.56910560044582,-0.0074656732981912555
2011-07-08,75.68,76.5591056004458,-0.011482704683539069
2011-07-11,74.67,75.8091056004458,-0.015025973350081379
2011-07-12,73.92,76.4991056004458,-0.03371419286803756
2011-07-13,74.61,75.92910560044582,-0.01737285840540803
2011-07-14,74.04,75.79910560044581,-0.023207471730846696
2011-07-15,73.91,75.3291056004458,-0.018838742198439284
2011-07-18,73.44,76.51910560044581,-0.040239696691225735
2011-07-19,74.63,76.9791056004458,-0.030516145675148043
2011-07-20,75.09,78.53910560044581,-0.04391577385656176
2011-07-21,76.65,78.0991056004458,-0.018554701610277058
2011-07-22,76.21,78.3391056004458,-0.027178068783487608
2011-07-25,76.45,77.43910560044581,-0.01277268884727556
2011-07-26,75.55,78.0091056004458,-0.03152331489404692
2011-07-27,76.12,78.39910560044581,-0.029070556136967518
2011-07-28,76.51,77.5891056004458,-0.013907952567500659
2011-07-29,75.7,77.12910560044581,-0.018528745916607026
2011-08-01,75.24,74.8491056004458,0.005222432471549521
2011-08-02,72.96,73.7491056004458,-0.010699866717312934
2011-08-03,71.86,70.7491056004458,0.015701886124581677
2011-08-04,68.86,71.0791056004458,-0.031220224026452637
2011-08-05,69.19,66.79910560044581,0.03579231155960616
2011-08-08,64.91,69.76910560044581,-0.06964551944055264
2011-08-09,67.88,68.5991056004458,-0.010482725600450493
2011-08-10,66.71,69.8891056004458,-0.045487856413854666
2011-08-11,68.0,70.0591056004458,-0.029390977558136355
2011-08-12,68.17,71.1991056004458,-0.04254415241456122
2011-08-15,69.31,70.1091056004458,-0.011398028738234478
2011-08-16,68.22,70.18910560044581,-0.028054291098322692
2011-08-17,68.3,66.12910560044581,0.03282812280375902
2011-08-18,64.24,64.9491056004458,-0.010917865517780734
2011-08-19,63.06,64.4491056004458,-0.021553527973803166
2011-08-22,62.56,66.3891056004458,-0.05767671616922776
2011-08-23,64.5,67.31910560044582,-0.04187675363926924
2011-08-24,65.43,66.1191056004458,-0.010422185753842905
2011-08-25,64.23,67.06910560044582,-0.042331049072867666
2011-08-26,65.18,68.3491056004458,-0.0463664531174951
2011-08-29,66.46,69.4991056004458,-0.043728700883113425
2011-08-30,67.61,69.56910560044582,-0.028160569027543603
2011-08-31,67.68,68.7391056004458,-0.015407613922153285
2011-09-01,66.85,67.0091056004458,-0.0023743877644705202
2011-09-02,65.12,66.9191056004458,-0.026884782519176587
2011-09-06,65.03,68.7491056004458,-0.054096785230347555
2011-09-07,66.86,68.3691056004458,-0.022072917104768552
2011-09-08,66.48,66.7191056004458,-0.0035837650743957283
2011-09-09,64.83,66.64910560044581,-0.02729377362317731
2011-09-12,64.76,68.76910560044581,-0.05829806226852852
2011-09-13,66.88,70.18910560044581,-0.047145572979416905
2011-09-14,68.3,71.6091056004458,-0.04621068190558719
2011-09-15,69.72,72.3091056004458,-0.0358060797315386
2011-09-16,70.42,70.1091056004458,0.00443443682374145
2011-09-19,68.22,69.42910560044582,-0.0174149672531293
2011-09-20,67.54,63.81910560044581,0.05830376913850399
2011-09-21,61.93,62.32910560044581,-0.006403197937801863
2011-09-22,60.44,63.4191056004458,-0.04697489143437028
2011-09-23,61.53,64.5091056004458,-0.046181164235909344
2011-09-26,62.62,65.37910560044581,-0.042201641871757234
2011-09-27,63.49,63.269105600445805,0.0034913469608559566
2011-09-28,61.38,65.3591056004458,-0.0608806617515687
2011-09-29,63.47,62.909105600445805,0.008915949355830843
2011-09-30,61.02,60.690539932508436,0.005428524245425281
2011-10-03,60.01,62.43053993250844,-0.03877172830997788
2011-10-04,61.75,64.00053993250843,-0.0351643897829883
2011-10-05,63.32,66.13053993250844,-0.04249987880602246
2011-10-06,65.45,65.55053993250844,-0.0015337773359602735
2011-10-07,64.87,68.13053993250844,-0.04785724486754983
2011-10-10,67.45,67.89053993250843,-0.006488973764921857
2011-10-11,67.21,68.12053993250844,-0.013366598876206393
2011-10-12,67.44,67.72053993250844,-0.004142612164463544
2011-10-13,67.04,68.85053993250844,-0.026296670066541794
2011-10-14,68.17,67.06053993250843,0.016544156498115914
2011-10-17,66.38,69.14053993250843,-0.03992650238489803
2011-10-18,68.46,68.06053993250843,0.005869187459983216
2011-10-19,67.38,69.47053993250844,-0.030092467030477077
2011-10-20,68.79,71.58053993250844,-0.03898461698025146
2011-10-21,70.9,71.26053993250844,-0.005059461138659627
2011-10-24,70.58,70.06053993250843,0.007414445677866199
2011-10-25,69.38,70.45053993250843,-0.015195624242681727
2011-10-26,69.77,75.84053993250843,-0.08004346933593431
2011-10-27,75.16,75.66053993250844,-0.006615600852900916
2011-10-28,74.98,74.67053993250843,0.004144339491468418
2011-10-31,73.99,73.38053993250844,0.008305472650543377
2011-11-01,72.7,73.60053993250844,-0.012235507148918079
2011-11-02,72.92,74.58053993250844,-0.022265056461258426
2011-11-03,73.9,74.22053993250844,-0.004318749672259425
2011-11-04,73.54,74.51053993250844,-0.013025538848430607
2011-11-07,73.83,75.06053993250843,-0.016393965905586172
2011-11-08,74.38,72.63053993250844,0.024087113618007416
2011-11-09,71.95,74.47053993250844,-0.033846134790922244
2011-11-10,73.79,76.37053993250844,-0.033789730107826266
2011-11-11,75.69,75.69053993250844,-7.1334212825568954e-06
2011-11-14,75.01,76.04053993250844,-0.013552506773664597
2011-11-15,75.36,74.76053993250844,0.008018402061204188
2011-11-16,74.08,73.35053993250844,0.009944849324391436
2011-11-17,72.67,73.97053993250844,-0.017581863451247903
2011-11-18,73.29,72.39053993250843,0.012425105108073042
2011-11-21,71.71,72.33053993250844,-0.008579224392455509
2011-11-22,71.65,71.03053993250843,0.008721038416435567
2011-11-23,70.35,71.12053993250844,-0.010834281253202849
2011-11-25,70.44,73.72053993250844,-0.044499673164518305
2011-11-28,73.04,73.64053993250843,-0.008155018051997143
2011-11-29,72.96,76.22053993250844,-0.04277770710356532
2011-11-30,75.54,75.46053993250844,0.0010530015762229006
2011-12-01,74.78,75.69053993250844,-0.012029771928174227
2011-12-02,75.01,76.43053993250844,-0.018586025085820856
2011-12-05,75.75,75.54053993250844,0.002772816658163979
2011-12-06,74.86,75.42053993250843,-0.007432191986560199
2011-12-07,74.74,73.72053993250844,0.01382871135269581
2011-12-08,73.04,74.47053993250844,-0.019209474428477535
2011-12-09,73.79,73.76053993250844,0.0003994014620625208
2011-12-12,73.08,72.09053993250843,0.013725241459113802
2011-12-13,71.41,70.70053993250843,0.010034719228011912
2011-12-14,70.02,70.34053993250843,-0.0045569728753289684
2011-12-15,69.66,70.50053993250843,-0.011922460924598588
2011-12-16,69.82,69.87053993250844,-0.0007233367962701243
2011-12-19,69.19,71.54053993250844,-0.032856055248198346
2011-12-20,70.86,72.26053993250844,-0.019381808298367886
2011-12-21,71.58,72.96053993250844,-0.018921734046725813
2011-12-22,72.28,73.44053993250844,-0.015802442813941386
2011-12-23,72.76,73.44053993250844,-0.009266543153602202
2011-12-27,72.76,72.46053993250844,0.004132733040224323
2011-12-28,71.78,73.53053993250843,-0.023806977809699204
2011-12-29,72.85,73.54053993250844,-0.0093899219823812
2011-12-30,72.86,74.57565328778823,-0.023005541515908723
2012-01-03,73.79,75.83565328778822,-0.026974822515541286
2012-01-04,75.05,76.54565328778821,-0.01953936276649204
2012-01-05,75.76,76.09565328778821,-0.004410939039037998
2012-01-06,75.31,77.22565328778822,-0.024805918839551522
2012-01-09,76.44,78.50565328778822,-0.026312159714357075
2012-01-10,77.72,78.78565328778822,-0.013525981486700478
2012-01-11,78.0,79.02565328778822,-0.012978738487021246
2012-01-12,78.24,77.28565328778822,0.012348303619276857
2012-01-13,76.5,77.09565328778821,-0.00772615915925523
2012-01-17,76.31,77.11565328778822,-0.010447337906632215
2012-01-18,76.33,78.72565328778822,-0.030430402133732826
2012-01-19,77.94,78.04565328778821,-0.0013537369903051655
2012-01-20,77.26,76.73565328778821,0.00683315629366299
2012-01-23,75.95,76.26565328778821,-0.0041388655860206125
2012-01-24,75.48,75.95565328778821,-0.006262249973494449
2012-01-25,75.17,75.65565328778821,-0.006419259720629511
2012-01-26,74.87,74.72565328778822,0.0019316888626703665
2012-01-27,73.94,73.96565328778823,-0.0003468270291403508
2012-01-30,73.18,72.98565328778821,0.002662807051208693
2012-01-31,72.2,73.46565328778823,-0.017227823222782268
2012-02-01,72.68,73.16565328778822,-0.00663772229133186
2012-02-02,72.38,74.39565328778822,-0.027093696993169436
2012-02-03,73.61,72.92565328778822,0.009384169786057717
2012-02-06,72.14,73.12565328778821,-0.013478898901718384
2012-02-07,72.34,73.33565328778822,-0.013576660780275751
2012-02-08,72.55,73.11565328778822,-0.007736418432339964
2012-02-09,72.33,72.31565328778821,0.00019839013490896562
2012-02-10,71.53,71.83565328778822,-0.004254896751112014
2012-02-13,71.05,71.18565328778823,-0.0019056267874625332
2012-02-14,70.4,68.62565328778821,0.025855443659980937
2012-02-15,67.84,69.22565328778822,-0.020016471090965493
2012-02-16,68.44,69.59565328778821,-0.016605250948782957
2012-02-17,68.81,69.50565328778822,-0.010008585703206951
2012-02-21,68.72,69.23565328778821,-0.007447799844464864
2012-02-22,68.45,70.09565328778821,-0.0234772515926448
2012-02-23,69.31,70.81565328778821,-0.021261588616140692
2012-02-24,70.03,71.37565328778821,-0.01885311343298679
2012-02-27,70.59,70.3556532877882,0.003330886734193461
2012-02-28,69.57,69.68565328778823,-0.0016596427289072846
2012-02-29,68.9,69.75565328778822,-0.01226643644577563
2012-03-01,68.97,68.8856532877882,0.001224445268152019
2012-03-02,68.1,68.46565328778823,-0.005340682082609294
2012-03-05,67.68,66.73565328778821,0.014150557695740806
2012-03-06,65.95,66.05565328778822,-0.0015994586765785135
2012-03-07,65.27,67.55565328778822,-0.033833634589414796
2012-03-08,66.77,67.26565328778821,-0.007368593978677618
2012-03-09,66.48,66.87565328778821,-0.0059162530508013456
2012-03-12,66.09,67.83565328778822,-0.025733566394391394
2012-03-13,67.05,65.73565328778821,0.019994426866918324
2012-03-14,64.95,69.31565328778821,-0.06298221369511825
2012-03-15,68.53,69.76565328778821,-0.017711484513605158
2012-03-16,68.98,69.08565328778822,-0.0015293086590365546
2012-03-19,68.3,67.73565328778821,0.00833160506792563
2012-03-20,66.95,67.98565328778821,-0.015233409369535877
2012-03-21,67.2,65.48565328778821,0.026178966325307806
2012-03-22,64.7,65.23565328778821,-0.00821105117818266
2012-03-23,64.45,66.91565328778822,-0.03684718248485197
2012-03-26,66.13,67.08565328778822,-0.014245270649576924
2012-03-27,66.3,66.68565328778823,-0.005783152279005277
2012-03-28,65.9,66.95565328778821,-0.015766454898898608
2012-03-29,66.17,66.61565328778822,-0.006689918446989296
2012-03-30,65.83,69.51023730850105,-0.052945255993982365
2012-04-02,67.02,68.77023730850105,-0.025450505582081173
2012-04-03,66.28,69.47023730850105,-0.04592236088576984
2012-04-04,66.98,70.32023730850105,-0.04750037025397302
2012-04-05,67.83,69.20023730850104,-0.019801049270863125
2012-04-09,66.71,67.81023730850104,-0.01622523902247308
2012-04-10,65.32,68.66023730850105,-0.04864878770361447
2012-04-11,66.17,70.40023730850105,-0.06008839558258461
2012-04-12,67.91,69.93023730850105,-0.028889324364633095
2012-04-13,67.44,70.73023730850105,-0.04651811493506175
2012-04-16,68.24,71.54023730850105,-0.046131204377608204
2012-04-17,69.05,72.16023730850105,-0.043101816519866776
2012-04-18,69.67,71.19023730850105,-0.02135457565498966
2012-04-19,68.7,72.02023730850105,-0.04610144915627956
2012-04-20,69.53,71.89023730850106,-0.03283112418133516
2012-04-23,69.4,72.71023730850105,-0.04552642696593179
2012-04-24,70.22,75.40023730850105,-0.06870319634812339
2012-04-25,72.91,75.72023730850105,-0.03711342447398214
2012-04-26,73.23,75.86023730850106,-0.03467214711977051
2012-04-27,73.37,75.42023730850106,-0.027184180024715454
2012-04-30,72.93,76.90023730850105,-0.05162841426059095
2012-05-01,74.41,76.21023730850105,-0.02362198796486681
2012-05-02,73.72,75.46023730850105,-0.02306164637922503
2012-05-03,72.97,74.12023730850105,-0.01551853245846424
2012-05-04,71.63,74.48023730850105,-0.038268370395964424
2012-05-07,71.99,72.72023730850105,-0.010041734399231617
2012-05-08,70.23,70.88023730850105,-0.009173746211809886
2012-05-09,68.39,70.66023730850105,-0.032128922785657266
2012-05-10,68.17,70.93023730850105,-0.038914818464455214
2012-05-11,68.44,70.50023730850106,-0.02922312586673559
2012-05-14,68.01,70.38023730850105,-0.0336775975635244
2012-05-15,67.89,70.43023730850105,-0.036067425094341354
2012-05-16,67.94,68.70023730850104,-0.011066007022467406
2012-05-17,66.21,67.83023730850105,-0.023886652513568585
2012-05-18,65.34,69.90023730850105,-0.06523922498824541
2012-05-21,67.41,69.77023730850105,-0.03382871263666287
2012-05-22,67.28,70.58023730850105,-0.04675865985085825
2012-05-23,68.09,69.93023730850105,-0.026315330525517044
2012-05-24,67.44,68.92023730850106,-0.021477542247500092
2012-05-25,66.43,68.99023730850105,-0.03711013917885986
2012-05-29,66.5,67.83023730850105,-0.01961127310304045
2012-05-30,65.34,68.01023730850105,-0.03926228482909988
2012-05-31,65.52,66.78023730850106,-0.01887141105353085
2012-06-01,64.29,66.18023730850105,-0.028561960267528885
2012-06-04,63.69,66.16023730850105,-0.0373371893601665
2012-06-05,63.67,68.04023730850105,-0.06423018909657774
2012-06-06,65.55,68.49023730850105,-0.04292929071419804
2012-06-07,66.0,68.93023730850105,-0.04251018744338009
2012-06-08,66.44,68.41023730850105,-0.02880032851831993
2012-06-11,65.92,69.68023730850105,-0.053964186313732565
2012-06-12,67.19,69.66023730850105,-0.03546122442220845
2012-06-13,67.17,70.69023730850105,-0.04979806890643601
2012-06-14,68.2,71.46023730850105,-0.045623096582037226
2012-06-15,68.97,73.56023730850104,-0.062401067158745716
2012-06-18,71.07,73.80023730850105,-0.03699496652142287
2012-06-19,71.31,74.18023730850105,-0.038692749074990096
2012-06-20,71.69,73.63023730850105,-0.026351094053543744
2012-06-21,71.14,72.49023730850105,-0.018626471075749995
2012-06-22,70.0,71.23023730850105,-0.017271279094197567
2012-06-25,68.74,71.80023730850105,-0.04262154866358259
2012-06-26,69.31,72.25023730850106,-0.04069519240395769
2012-06-27,69.76,72.56023730850104,-0.038591898433234184
2012-06-28,70.07,74.26023730850105,-0.05642639264797189
2012-06-29,71.77,72.49813446396124,-0.010043492420114597
2012-07-02,71.42,72.98813446396123,-0.021484786198166406
2012-07-03,71.91,72.98813446396123,-0.014771366221088655
2012-07-05,71.91,73.27813446396124,-0.01867043250990652
2012-07-06,72.2,73.14813446396123,-0.012961840666331104
2012-07-09,72.07,72.06813446396123,2.5885726786745167e-05
2012-07-10,70.99,72.34813446396123,-0.018772211253598514
2012-07-11,71.27,72.91813446396124,-0.02260253195007078
2012-07-12,71.84,74.76813446396123,-0.03916286643974798
2012-07-13,73.69,74.82813446396123,-0.01520998047210953
2012-07-16,73.75,74.96813446396123,-0.01624869649846783
2012-07-17,73.89,74.87813446396123,-0.01319656894546184
2012-07-18,73.8,75.25813446396124,-0.0193751077454557
2012-07-19,74.18,74.06813446396123,0.0015103058399994485
2012-07-20,72.99,73.26813446396123,-0.0037961177256129464
2012-07-23,72.19,73.03813446396123,-0.011612214224607786
2012-07-24,71.96,72.77813446396124,-0.011241487158019647
2012-07-25,71.7,74.07813446396123,-0.032103055526029545
2012-07-26,73.0,75.76813446396123,-0.036534282961366626
2012-07-27,74.69,75.25813446396124,-0.00754914359767056
2012-07-30,74.18,75.12813446396123,-0.012620231697834106
2012-07-31,74.05,74.38813446396124,-0.004545543000880836
2012-08-01,73.31,74.47813446396124,-0.01568426051979699
2012-08-02,73.4,76.01813446396123,-0.0344409196887413
2012-08-03,74.94,75.79813446396123,-0.01132131377678225
2012-08-06,74.72,76.04813446396123,-0.017464392431488673
2012-08-07,74.97,75.88813446396124,-0.012098524630319574
2012-08-08,74.81,74.76813446396123,0.000559938218853695
2012-08-09,73.69,75.63813446396124,-0.02575598245207189
2012-08-10,74.56,75.35813446396124,-0.010591218448260942
2012-08-13,74.28,75.16813446396124,-0.011815305385649122
2012-08-14,74.09,75.79813446396123,-0.02253531008435805
2012-08-15,74.72,75.76813446396123,-0.013833446888675494
2012-08-16,74.69,76.17813446396123,-0.01953492920813449
2012-08-17,75.1,75.90813446396123,-0.010646216899783179
2012-08-20,74.83,75.95813446396123,-0.014852055963755717
2012-08-21,74.88,75.74813446396124,-0.011460803227758332
2012-08-22,74.67,74.65813446396123,0.00015893159029434223
2012-08-23,73.58,74.67813446396123,-0.01470489952438725
2012-08-24,73.6,74.44813446396124,-0.011392286322121414
2012-08-27,73.37,74.73813446396123,-0.01830570797322939
2012-08-28,73.66,74.73813446396123,-0.014425493380238352
2012-08-29,73.66,73.71813446396123,-0.000788604654525793
2012-08-30,72.64,73.53813446396123,-0.0122131798761006
2012-08-31,72.46,72.13813446396124,0.004461794561648302
2012-09-04,71.06,71.15813446396123,-0.0013791039450441467
2012-09-05,70.08,73.09813446396123,-0.041288802868823304
2012-09-06,72.02,72.99813446396124,-0.0133994446727147
2012-09-07,71.92,73.47813446396124,-0.021205416758715567
2012-09-10,72.4,74.59813446396123,-0.029466346306865843
2012-09-11,73.52,75.09813446396123,-0.021014296496520313
2012-09-12,74.02,75.60813446396124,-0.0210048095382942
2012-09-13,74.53,75.76813446396123,-0.016341097385077386
2012-09-14,74.69,75.30813446396124,-0.008208070328140304
2012-09-17,74.23,75.00813446396124,-0.01037400102698327
2012-09-18,73.93,73.76813446396123,0.0021942473835752097
2012-09-19,72.69,67.18813446396123,0.0818874579556883
2012-09-20,66.11,66.07813446396123,0.00048224024932408405
2012-09-21,65.0,67.35813446396124,-0.03500890401326229
2012-09-24,66.28,66.14813446396123,0.00199348835923141
2012-09-25,65.07,65.64813446396123,-0.008806563487019026
2012-09-26,64.57,65.25813446396124,-0.010544807472871787
2012-09-27,64.18,64.70813446396123,-0.008161794005286382
2012-09-28,63.63,66.56667684789248,-0.04411632046170644
2012-10-01,64.45,67.13667684789249,-0.0400180195689388
2012-10-02,65.02,67.71667684789249,-0.03982293540407866
2012-10-03,65.6,68.2966768478925,-0.03948474468089325
2012-10-04,66.18,69.01667684789248,-0.04110132474422523
2012-10-05,66.9,69.3966768478925,-0.03597689343777721
2012-10-08,67.28,69.06667684789248,-0.025868869466925792
2012-10-09,66.95,68.51667684789248,-0.022865628048051923
2012-10-10,66.4,68.07667684789247,-0.02462924052005
2012-10-11,65.96,69.3966768478925,-0.049522210630131513
2012-10-12,67.28,69.72667684789249,-0.035089537584443775
2012-10-15,67.61,69.82667684789247,-0.031745415190260196
2012-10-16,67.71,69.32667684789247,-0.02331969339075024
2012-10-17,67.21,68.81667684789248,-0.023347201891828817
2012-10-18,66.7,67.75667684789249,-0.015595169318363022
2012-10-19,65.64,68.94667684789249,-0.047959916258002555
2012-10-22,66.83,68.12667684789248,-0.019033320101427997
2012-10-23,66.01,63.20667684789249,0.04435169339552125
2012-10-24,61.09,64.68667684789249,-0.05560150904567085
2012-10-25,62.57,64.88667684789249,-0.035703428815182625
2012-10-26,62.77,63.46667684789249,-0.010977049413855022
2012-10-31,61.35,63.88667684789249,-0.0397058819310957
2012-11-01,61.77,63.24667684789249,-0.023347896229297116
2012-11-02,61.13,63.10667684789249,-0.03132278463429339
2012-11-05,60.99,63.616676847892485,-0.041289123827905505
2012-11-06,61.5,62.09667684789249,-0.00960883702929971
2012-11-07,59.98,61.256676847892486,-0.020841431719559766
2012-11-08,59.14,60.116676847892485,-0.016246354574183774
2012-11-09,58.0,60.17667684789249,-0.03617143654167598
2012-11-12,58.06,60.62667684789248,-0.04233576671754691
2012-11-13,58.51,59.62667684789248,-0.0187278061922036
2012-11-14,57.51,59.13667684789249,-0.02750707233814509
2012-11-15,57.02,58.45667684789249,-0.024576779340891974
2012-11-16,56.34,60.146676847892486,-0.06328989476042624
2012-11-19,58.03,59.02667684789249,-0.01688519329083782
2012-11-20,56.91,59.146676847892486,-0.03781576526513153
2012-11-21,57.03,59.87667684789248,-0.047542331968823626
2012-11-23,57.76,60.366676847892485,-0.04318072459845024
2012-11-26,58.25,61.05667684789248,-0.04596838532310921
2012-11-27,58.94,61.826676847892486,-0.046689827030399256
2012-11-28,59.71,62.59667684789249,-0.04611549675243942
2012-11-29,60.48,62.49667684789249,-0.03226854529882894
2012-11-30,60.38,61.546676847892485,-0.018955968179660276
2012-12-03,59.43,62.326676847892486,-0.046475714644016564
2012-12-04,60.21,63.70667684789249,-0.05488713304323234
2012-12-05,61.59,63.49667684789249,-0.0300279785107489
2012-12-06,61.38,63.62667684789248,-0.035310296862799295
2012-12-07,61.51,64.19667684789249,-0.04185071532998974
2012-12-10,62.08,63.66667684789249,-0.02492162189779834
2012-12-11,61.55,63.646676847892486,-0.032942440229884795
2012-12-12,61.53,63.35667684789249,-0.02883163920162657
2012-12-13,61.24,63.476676847892485,-0.03523619948240475
2012-12-14,61.36,63.73667684789249,-0.037288998508102744
2012-12-17,61.62,64.55667684789249,-0.045489901142400035
2012-12-18,62.44,64.26667684789248,-0.028423390433208406
2012-12-19,62.15,65.08667684789249,-0.04511947744321787
2012-12-20,62.97,64.66667684789249,-0.026237266712860086
2012-12-21,62.55,64.10667684789249,-0.02428260088393064
2012-12-24,61.99,63.71667684789249,-0.02709929226244001
2012-12-26,61.6,63.336676847892484,-0.027419765834308496
2012-12-27,61.22,63.186676847892485,-0.031124865968609416
