date,JNPR,dcf,Deviation
2011-08-18,19.93,24.91151494625992,-0.19996836631598824
2011-08-19,19.73,24.90151494625992,-0.20767872787742392
2011-08-22,19.72,26.081514946259922,-0.24390895081699082
2011-08-23,20.9,26.20151494625992,-0.20233619915235757
2011-08-24,21.02,25.54151494625992,-0.177026106547451
2011-08-25,20.36,26.081514946259922,-0.21937049891652805
2011-08-26,20.9,27.081514946259922,-0.22825587706324446
2011-08-29,21.9,27.011514946259922,-0.1892346636769322
2011-08-30,21.83,26.11151494625992,-0.16397037686521454
2011-08-31,20.93,26.32151494625992,-0.20483300285973904
2011-09-01,21.14,25.38151494625992,-0.1671103933409982
2011-09-02,20.2,25.15151494625992,-0.1968674633253541
2011-09-06,19.97,26.72151494625992,-0.2526621323618067
2011-09-07,21.54,26.761514946259922,-0.19511283112130617
2011-09-08,21.58,26.64151494625992,-0.18998600329109605
2011-09-09,21.46,26.921514946259922,-0.2028680390818297
2011-09-12,21.74,26.66151494625992,-0.18459247181489635
2011-09-13,21.48,26.77151494625992,-0.19765466978173996
2011-09-14,21.59,25.88151494625992,-0.1658139005839021
2011-09-15,20.7,25.331514946259922,-0.18283608209321667
2011-09-16,20.15,25.081514946259922,-0.19661950072897394
2011-09-19,19.9,25.32151494625992,-0.21410705314299128
2011-09-20,20.14,24.96151494625992,-0.19315794560707733
2011-09-21,19.78,24.30151494625992,-0.1860589743585428
2011-09-22,19.12,24.13151494625992,-0.20767510690565405
2011-09-23,18.95,24.28151494625992,-0.21957093525917482
2011-09-26,19.1,25.11151494625992,-0.23939276300633017
2011-09-27,19.93,24.03151494625992,-0.17067234235677053
2011-09-28,18.85,23.581514946259922,-0.20064507971784695
2011-09-29,18.4,22.44151494625992,-0.18009100347895535
2011-09-30,17.26,22.08371081042335,-0.2184284539782414
2011-10-03,17.08,22.74371081042335,-0.24902316326620266
2011-10-04,17.74,24.163710810423353,-0.2658412385755088
2011-10-05,19.16,24.433710810423353,-0.21583748990651075
2011-10-06,19.43,24.053710810423354,-0.19222442835804487
2011-10-07,19.05,24.683710810423353,-0.22823597528311534
2011-10-10,19.68,25.17371081042335,-0.2182320616851069
2011-10-11,20.17,24.99371081042335,-0.19299698420178868
2011-10-12,19.99,25.433710810423353,-0.2140352562392268
2011-10-13,20.43,26.563710810423352,-0.230905646210263
2011-10-14,21.56,25.40371081042335,-0.15130509235864265
2011-10-17,20.4,26.413710810423353,-0.2276738340017802
2011-10-18,21.41,25.17371081042335,-0.14950957523771025
2011-10-19,20.17,25.563710810423352,-0.210990917962666
2011-10-20,20.56,26.12371081042335,-0.2129755167938635
2011-10-21,21.12,27.49371081042335,-0.23182431990980878
2011-10-24,22.49,27.773710810423353,-0.19024144258175257
2011-10-25,22.77,28.253710810423353,-0.19408816233796466
2011-10-26,23.25,29.413710810423353,-0.20955230199105368
2011-10-27,24.41,29.813710810423352,-0.1812491858119898
2011-10-28,24.81,29.473710810423352,-0.15823290254900768
2011-10-31,24.47,28.28371081042335,-0.13483771051066928
2011-11-01,23.28,28.543710810423352,-0.18440877730940275
2011-11-02,23.54,28.96371081042335,-0.18725883730587056
2011-11-03,23.96,28.983710810423354,-0.17332876536349806
2011-11-04,23.98,28.71371081042335,-0.16485890109003143
2011-11-07,23.71,29.633710810423352,-0.19989770597139478
2011-11-08,24.63,28.313710810423352,-0.1301034271024355
2011-11-09,23.31,28.773710810423353,-0.18988551203635895
2011-11-10,23.77,29.883710810423352,-0.20458338822804123
2011-11-11,24.88,29.76371081042335,-0.1640827261603771
2011-11-14,24.76,29.593710810423353,-0.16333574526655326
2011-11-15,24.59,28.983710810423354,-0.15159241820903246
2011-11-16,23.98,27.733710810423354,-0.13534830719488755
2011-11-17,22.73,27.563710810423352,-0.17536502409521215
2011-11-18,22.56,26.83371081042335,-0.15926648537790988
2011-11-21,21.83,26.413710810423353,-0.17353528413033636
2011-11-22,21.41,25.553710810423354,-0.16215691103200303
2011-11-23,20.55,25.17371081042335,-0.18367219855838146
2011-11-25,20.17,26.19371081042335,-0.22996782907240132
2011-11-28,21.19,25.85371081042335,-0.18038844963575196
2011-11-29,20.85,27.71371081042335,-0.24766480596462936
2011-11-30,22.71,27.253710810423353,-0.16671897790467427
2011-12-01,22.25,27.60371081042335,-0.19394895299373127
2011-12-02,22.6,28.363710810423353,-0.20320721956822552
2011-12-05,23.36,27.723710810423352,-0.15739995414981456
2011-12-06,22.72,26.313710810423352,-0.13657179849372736
2011-12-07,21.31,25.053710810423354,-0.1494273977516265
2011-12-08,20.05,24.90371081042335,-0.19489909947042305
2011-12-09,19.9,24.83371081042335,-0.19866989867468965
2011-12-12,19.83,23.99371081042335,-0.17353342479290668
2011-12-13,18.99,23.883710810423352,-0.2048974235732094
2011-12-14,18.88,23.60371081042335,-0.20012577040798907
2011-12-15,18.6,23.35371081042335,-0.20355269657195751
2011-12-16,18.35,23.12371081042335,-0.20644224664284982
2011-12-19,18.12,24.74371081042335,-0.26769270224549724
2011-12-20,19.74,24.453710810423352,-0.19276055266074965
2011-12-21,19.45,25.753710810423353,-0.24476902986236992
2011-12-22,20.75,25.83371081042335,-0.19678593012553902
2011-12-23,20.83,25.793710810423352,-0.19243880211363373
2011-12-27,20.79,25.46371081042335,-0.183543979320964
2011-12-28,20.46,25.49371081042335,-0.197449121779685
2011-12-29,20.49,25.413710810423353,-0.19374230104184198
2011-12-30,20.41,26.415560796945794,-0.22734935832368042
2012-01-03,21.04,26.12556079694579,-0.19465843571634722
2012-01-04,20.75,26.015560796945792,-0.20240043403423247
2012-01-05,20.64,25.80556079694579,-0.20017239065609294
2012-01-06,20.43,26.905560796945792,-0.24067741407868637
2012-01-09,21.53,26.71556079694579,-0.1941026368998633
2012-01-10,21.34,26.685560796945794,-0.20031659958810388
2012-01-11,21.31,26.665560796945794,-0.20084185882035555
2012-01-12,21.29,26.425560796945792,-0.1943406551106892
2012-01-13,21.05,26.615560796945793,-0.20910928157427577
2012-01-17,21.24,27.885560796945793,-0.2383154796612037
2012-01-18,22.51,29.255560796945794,-0.23057362816473548
2012-01-19,23.88,28.365560796945793,-0.1581340425121709
2012-01-20,22.99,27.915560796945794,-0.17644498825489097
2012-01-23,22.54,28.525560796945793,-0.20983148550708464
2012-01-24,23.15,27.995560796945792,-0.17308318386943777
2012-01-25,22.62,27.745560796945792,-0.18473444578961284
2012-01-26,22.37,27.065560796945793,-0.17348839849184505
2012-01-27,21.69,26.46556079694579,-0.1804443455245771
2012-01-30,21.09,26.30556079694579,-0.1982683751623856
2012-01-31,20.93,27.05556079694579,-0.22640672070775503
2012-02-01,21.68,26.98556079694579,-0.19660739448284026
2012-02-02,21.61,27.925560796945792,-0.2261569908252844
2012-02-03,22.55,28.095560796945794,-0.19738210021949942
2012-02-06,22.72,28.39556079694579,-0.19987493247734178
2012-02-07,23.02,28.46556079694579,-0.1913034784661637
2012-02-08,23.09,28.55556079694579,-0.19140092662898678
2012-02-09,23.18,28.095560796945794,-0.17495862896177372
2012-02-10,22.72,27.845560796945794,-0.18407102066725067
2012-02-13,22.47,27.94556079694579,-0.19593669408646197
2012-02-14,22.57,29.53556079694579,-0.23583641579834447
2012-02-15,24.16,29.39556079694579,-0.17810719220875582
2012-02-16,24.02,29.57556079694579,-0.18784295706472298
2012-02-17,24.2,29.14556079694579,-0.1696848735010117
2012-02-21,23.77,29.155560796945792,-0.18471813437078388
2012-02-22,23.78,28.885560796945793,-0.17675131297729996
2012-02-23,23.51,29.095560796945794,-0.1919729554596561
2012-02-24,23.72,28.925560796945792,-0.17996404057602366
2012-02-27,23.55,29.115560796945793,-0.1911541678953207
2012-02-28,23.74,28.135560796945793,-0.1562279433016649
2012-02-29,22.76,27.665560796945794,-0.17731651394853898
2012-03-01,22.29,27.365560796945793,-0.1854725665812873
2012-03-02,21.99,26.705560796945793,-0.17657598852914158
2012-03-05,21.33,26.46556079694579,-0.1940469290013478
2012-03-06,21.09,26.78556079694579,-0.21263548820658718
2012-03-07,21.41,26.80556079694579,-0.2012851302689611
2012-03-08,21.43,26.795560796945793,-0.20024066066784352
2012-03-09,21.42,26.525560796945793,-0.19247701626476665
2012-03-12,21.15,26.685560796945794,-0.20743655488699153
2012-03-13,21.31,25.975560796945793,-0.17961347719947474
2012-03-14,20.6,26.705560796945793,-0.22862507338337035
2012-03-15,21.33,26.80556079694579,-0.2042695856439487
2012-03-16,21.43,27.03556079694579,-0.20734028189935128
2012-03-19,21.66,26.525560796945793,-0.1834291396963047
2012-03-20,21.15,26.55556079694579,-0.2035566425532801
2012-03-21,21.18,26.32556079694579,-0.19545873444575446
2012-03-22,20.95,26.48556079694579,-0.20900296729167733
2012-03-23,21.11,26.795560796945793,-0.21218293731676052
2012-03-26,21.42,27.60556079694579,-0.22406937654496573
2012-03-27,22.23,27.78556079694579,-0.19994416659592718
2012-03-28,22.41,28.245560796945792,-0.20660098905088098
2012-03-29,22.87,28.255560796945794,-0.1906018017355341
2012-03-30,22.88,28.188474412713166,-0.188320741839048
2012-04-02,22.73,27.378474412713164,-0.16978573541536157
2012-04-03,21.92,27.058474412713164,-0.189902591489005
2012-04-04,21.6,26.708474412713166,-0.19126792244942092
2012-04-05,21.25,26.368474412713166,-0.19411340726808868
2012-04-09,20.91,26.338474412713165,-0.2061043600191561
2012-04-10,20.88,27.208474412713166,-0.23259203425812747
2012-04-11,21.75,27.478474412713165,-0.2084713411186625
2012-04-12,22.02,26.658474412713165,-0.17399624377984368
2012-04-13,21.2,26.298474412713166,-0.19386958850542557
2012-04-16,20.84,27.078474412713167,-0.23038500314420385
2012-04-17,21.62,26.618474412713166,-0.1877821521704437
2012-04-18,21.16,26.388474412713165,-0.19813477395245882
2012-04-19,20.93,26.058474412713164,-0.1968063951668303
2012-04-20,20.6,25.628474412713164,-0.19620654478827493
2012-04-23,20.17,27.088474412713165,-0.25540288121453547
2012-04-24,21.63,26.308474412713164,-0.177831459906028
2012-04-25,20.85,26.768474412713164,-0.22109868203405347
2012-04-26,21.31,26.718474412713164,-0.20242452204305905
2012-04-27,21.26,26.888474412713165,-0.2093266552174473
2012-04-30,21.43,26.918474412713167,-0.20389247654098286
2012-05-01,21.46,26.468474412713164,-0.18922414396152443
2012-05-02,21.01,25.788474412713164,-0.18529496302260817
2012-05-03,20.33,25.168474412713167,-0.1922434523988925
2012-05-04,19.71,24.708474412713166,-0.20229797798205285
2012-05-07,19.25,24.388474412713165,-0.21069273648517328
2012-05-08,18.93,24.468474412713164,-0.22635143978717043
2012-05-09,19.01,23.528474412713166,-0.19204281303813275
2012-05-10,18.07,23.408474412713165,-0.228057340200429
2012-05-11,17.95,23.028474412713166,-0.22053021497201442
2012-05-14,17.57,23.128474412713164,-0.24033035268672132
2012-05-15,17.67,22.738474412713163,-0.22290301102519694
2012-05-16,17.28,22.458474412713166,-0.23057997251058882
2012-05-17,17.0,22.988474412713163,-0.2604989920253863
2012-05-18,17.53,23.438474412713166,-0.2520844278801855
2012-05-21,17.98,23.448474412713164,-0.2332123752046017
2012-05-22,17.99,22.688474412713166,-0.20708639669842432
2012-05-23,17.23,22.458474412713166,-0.2328063036086485
2012-05-24,17.0,22.608474412713164,-0.24806956499282473
2012-05-25,17.15,22.868474412713166,-0.2500592872751547
2012-05-29,17.41,22.718474412713164,-0.2336633312729205
2012-05-30,17.26,22.658474412713165,-0.23825409930000407
2012-05-31,17.2,22.278474412713166,-0.22795431673791566
2012-06-01,16.82,22.168474412713167,-0.24126488422883652
2012-06-04,16.71,22.458474412713166,-0.2559601470284687
2012-06-05,17.0,22.938474412713166,-0.25888706920377813
2012-06-06,17.48,22.028474412713166,-0.2064815895779024
2012-06-07,16.57,22.348474412713166,-0.25856236564523705
2012-06-08,16.89,21.858474412713164,-0.22730197537589525
2012-06-11,16.4,22.068474412713165,-0.2568584627421133
2012-06-12,16.61,21.818474412713165,-0.23871854256126623
2012-06-13,16.36,21.658474412713165,-0.24463747130790747
2012-06-14,16.2,21.888474412713165,-0.2598844627293536
2012-06-15,16.43,21.808474412713164,-0.24662313882798714
2012-06-18,16.35,21.918474412713167,-0.25405392309071184
2012-06-19,16.46,22.188474412713166,-0.25817342401111465
2012-06-20,16.73,21.338474412713165,-0.21597019185061794
2012-06-21,15.88,21.498474412713165,-0.2613429355429364
2012-06-22,16.04,21.048474412713166,-0.2379495214003764
2012-06-25,15.59,20.908474412713165,-0.2543693197184834
2012-06-26,15.45,21.038474412713164,-0.26563116236870066
2012-06-27,15.58,20.988474412713163,-0.2576878293468121
2012-06-28,15.53,21.768474412713164,-0.2865829866823275
2012-06-29,16.31,21.55359323507315,-0.24328162723886337
2012-07-02,15.85,21.84359323507315,-0.2743867810836883
2012-07-03,16.14,21.833593235073153,-0.26077215847032686
2012-07-05,16.13,21.283593235073152,-0.24213924679694432
2012-07-06,15.58,20.903593235073153,-0.25467359487941754
2012-07-09,15.2,20.543593235073153,-0.260109960995055
2012-07-10,14.84,20.383593235073153,-0.2719634939307235
2012-07-11,14.68,20.21359323507315,-0.2737560398450912
2012-07-12,14.51,20.203593235073154,-0.28181092189032775
2012-07-13,14.5,19.993593235073153,-0.2747676803505327
2012-07-16,14.29,19.973593235073153,-0.2845553710933143
2012-07-17,14.27,20.91359323507315,-0.3176686646047754
2012-07-18,15.21,21.543593235073153,-0.29398964072353584
2012-07-19,15.84,21.353593235073152,-0.2582044705252279
2012-07-20,15.65,20.923593235073152,-0.2520405159775949
2012-07-23,15.22,20.52359323507315,-0.2584144586343555
2012-07-24,14.82,22.203593235073154,-0.33254046572110274
2012-07-25,16.5,22.533593235073152,-0.2677599250208337
2012-07-26,16.83,23.493593235073153,-0.28363448572546146
2012-07-27,17.79,23.25359323507315,-0.234956945356405
2012-07-30,17.55,23.23359323507315,-0.24462824917211978
2012-07-31,17.53,23.41359323507315,-0.25128963230896273
2012-08-01,17.71,23.283593235073152,-0.23937856922690914
2012-08-02,17.58,23.783593235073152,-0.26083498711728925
2012-08-03,18.08,24.333593235073153,-0.25699423733522253
2012-08-06,18.63,24.75359323507315,-0.2473819932694331
2012-08-07,19.05,24.473593235073153,-0.22161000973492484
2012-08-08,18.77,25.103593235073152,-0.25229827362818547
2012-08-09,19.4,24.943593235073152,-0.2222451746558437
2012-08-10,19.24,24.62359323507315,-0.21863556564136688
2012-08-13,18.92,23.77359323507315,-0.20415900899291273
2012-08-14,18.07,24.14359323507315,-0.25156128070655626
2012-08-15,18.44,24.293593235073153,-0.24095213822145511
2012-08-16,18.59,24.153593235073153,-0.23034225926245722
2012-08-17,18.45,24.033593235073152,-0.23232452927283465
2012-08-20,18.33,23.903593235073153,-0.23316968207504296
2012-08-21,18.2,23.96359323507315,-0.24051456634798607
2012-08-22,18.26,23.93359323507315,-0.23705563888162273
2012-08-23,18.23,23.443593235073152,-0.2223888284869776
2012-08-24,17.74,23.453593235073154,-0.24361270265951784
2012-08-27,17.75,24.043593235073153,-0.26175759893876793
2012-08-28,18.34,24.18359323507315,-0.2416346147684234
2012-08-29,18.48,23.453593235073154,-0.2120610341120568
2012-08-30,17.75,23.14359323507315,-0.23304908534684166
2012-08-31,17.44,23.39359323507315,-0.2544967408489922
2012-09-04,17.69,23.193593235073152,-0.23728937466880573
2012-09-05,17.49,23.93359323507315,-0.26922799145890375
2012-09-06,18.23,24.41359323507315,-0.2532848473197977
2012-09-07,18.71,23.91359323507315,-0.21759980542954283
2012-09-10,18.21,24.243593235073153,-0.24887372002036257
2012-09-11,18.54,25.033593235073152,-0.25939517248268407
2012-09-12,19.33,25.11359323507315,-0.23029732069546704
2012-09-13,19.41,25.033593235073152,-0.224641871515043
2012-09-14,19.33,25.07359323507315,-0.2290694110423298
2012-09-17,19.37,24.64359323507315,-0.21399449279854565
2012-09-18,18.94,24.583593235073153,-0.22956746725785782
2012-09-19,18.88,24.283593235073152,-0.22252033225744627
2012-09-20,18.58,24.193593235073152,-0.23202809026875748
2012-09-21,18.49,23.973593235073153,-0.2287347241318296
2012-09-24,18.27,23.563593235073153,-0.2246513586558574
2012-09-25,17.86,23.083593235073153,-0.22629029986269378
2012-09-26,17.38,23.37359323507315,-0.25642583811544606
2012-09-27,17.67,22.813593235073153,-0.22546177544559254
2012-09-28,17.11,21.87601629511467,-0.21786490880330034
2012-10-01,16.77,21.83601629511467,-0.23200277132271974
2012-10-02,16.73,21.71601629511467,-0.22960087280079755
2012-10-03,16.61,21.80601629511467,-0.23828361057763514
2012-10-04,16.7,21.75601629511467,-0.23239623589774583
2012-10-05,16.65,21.71601629511467,-0.23328478972703404
2012-10-08,16.61,21.686016295114673,-0.23406863787417587
2012-10-09,16.58,21.456016295114672,-0.22725636614215738
2012-10-10,16.35,21.456016295114672,-0.23797597023065564
2012-10-11,16.35,21.456016295114672,-0.23797597023065564
2012-10-12,16.35,21.89601629511467,-0.2532888275367272
2012-10-15,16.79,22.58601629511467,-0.25661968092922804
2012-10-16,17.48,22.41601629511467,-0.22020042411329
2012-10-17,17.31,23.30601629511467,-0.25727332458664487
2012-10-18,18.2,22.89601629511467,-0.2051018934729122
2012-10-19,17.79,22.81601629511467,-0.22028456809047925
2012-10-22,17.71,22.67601629511467,-0.21899862085495814
2012-10-23,17.57,21.096016295114673,-0.16714133350054405
2012-10-24,15.99,21.17601629511467,-0.24490046771975194
2012-10-25,16.07,21.686016295114673,-0.25896947685960303
2012-10-26,16.58,21.67601629511467,-0.23509930172285443
2012-10-31,16.57,22.37601629511467,-0.2594749761771621
2012-11-01,17.27,22.226016295114672,-0.22298266271873546
2012-11-02,17.12,22.546016295114672,-0.24066408114370053
2012-11-05,17.44,22.64601629511467,-0.22988662673698335
2012-11-06,17.54,22.87601629511467,-0.23325810867927266
2012-11-07,17.77,22.706016295114672,-0.2173880363230729
2012-11-08,17.6,22.75601629511467,-0.22657815973798445
2012-11-09,17.65,22.89601629511467,-0.22912353954928022
2012-11-12,17.79,22.456016295114672,-0.20778468601885414
2012-11-13,17.35,22.65601629511467,-0.2341989971228441
2012-11-14,17.55,22.00601629511467,-0.20249082048093836
2012-11-15,16.9,21.42601629511467,-0.21123928185131857
2012-11-16,16.32,21.46601629511467,-0.23972851899333658
2012-11-19,16.36,21.25601629511467,-0.2303355542797516
2012-11-20,16.15,21.31601629511467,-0.2423537411302622
2012-11-21,16.21,21.80601629511467,-0.2566271720327191
2012-11-23,16.7,21.91601629511467,-0.23800020153650736
2012-11-26,16.81,22.19601629511467,-0.2426568904754377
2012-11-27,17.09,22.89601629511467,-0.2535819428270367
2012-11-28,17.79,23.12601629511467,-0.2307365102152027
2012-11-29,18.02,23.08601629511467,-0.21944090441392927
2012-11-30,17.98,22.98601629511467,-0.21778529306005157
2012-12-03,17.88,23.12601629511467,-0.22684478935625774
2012-12-04,18.02,23.476016295114672,-0.23240809797231488
2012-12-05,18.37,24.206016295114672,-0.24109775949760526
2012-12-06,19.1,24.39601629511467,-0.21708529093642237
2012-12-07,19.29,24.386016295114672,-0.20897288976779593
2012-12-10,19.28,24.276016295114673,-0.20580050014713802
2012-12-11,19.17,24.07601629511467,-0.20377192949940648
2012-12-12,18.97,24.46601629511467,-0.22463878993704856
2012-12-13,19.36,24.69601629511467,-0.21606789659311298
2012-12-14,19.59,24.886016295114672,-0.21281093093852566
2012-12-17,19.78,25.366016295114672,-0.22021653814795117
2012-12-18,20.26,25.26601629511467,-0.19813239398894122
2012-12-19,20.16,25.456016295114672,-0.20804576150947252
2012-12-20,20.35,25.276016295114673,-0.19488895075869872
2012-12-21,20.17,25.116016295114672,-0.19692678317288403
2012-12-24,20.01,24.99601629511467,-0.19947243737751752
2012-12-26,19.89,24.89601629511467,-0.20107700106611015
2012-12-27,19.79,24.48601629511467,-0.19178359756509666
2012-12-28,19.38,24.776016295114673,-0.2177919254992845
2012-12-31,19.67,25.125826681870013,-0.21714018611004593
2013-01-02,20.55,24.74582668187001,-0.16955694128998633
2013-01-03,20.17,24.95582668187001,-0.19177191534780258
2013-01-04,20.38,24.72582668187001,-0.1757606221941429
2013-01-07,20.15,24.29582668187001,-0.17063945739140884
2013-01-08,19.72,24.52582668187001,-0.1959496307385462
2013-01-09,19.95,24.875826681870013,-0.19801660241748076
2013-01-10,20.3,25.235826681870012,-0.19558807183503213
2013-01-11,20.66,25.395826681870012,-0.18648050883300848
2013-01-14,20.82,25.58582668187001,-0.18626823128005676
2013-01-15,21.01,25.555826681870013,-0.17787828734552114
2013-01-16,20.98,25.85582668187001,-0.18857748165866683
2013-01-17,21.28,26.06582668187001,-0.18360540566314643
2013-01-18,21.49,26.075826681870012,-0.17586505455102008
2013-01-22,21.5,25.85582668187001,-0.1684659607083573
2013-01-23,21.28,26.075826681870012,-0.18391849050003273
2013-01-24,21.5,27.145826681870012,-0.20798138690101897
2013-01-25,22.57,26.77582668187001,-0.15707551187272173
2013-01-28,22.2,26.15582668187001,-0.15124074379235752
2013-01-29,21.58,26.15582668187001,-0.17494483112788628
2013-01-30,21.58,26.95582668187001,-0.1994309707253643
2013-01-31,22.38,26.895826681870012,-0.16790064627067403
2013-02-01,22.32,26.81582668187001,-0.1676557182147066
2013-02-04,22.24,26.965826681870013,-0.17525243107222588
2013-02-05,22.39,26.95582668187001,-0.1693818088295137
2013-02-06,22.38,26.945826681870013,-0.1694446689565492
2013-02-07,22.37,26.415826681870012,-0.153159192426364
2013-02-08,21.84,26.285826681870013,-0.1691339875164135
2013-02-11,21.71,26.18582668187001,-0.17092554442701202
2013-02-12,21.61,26.24582668187001,-0.17663100263754805
2013-02-13,21.67,26.255826681870012,-0.17465939036825617
2013-02-14,21.68,26.43582668187001,-0.17990081184529827
2013-02-15,21.86,26.825826681870012,-0.18511364964667132
2013-02-19,22.25,26.285826681870013,-0.15353622812455137
2013-02-20,21.71,25.90582668187001,-0.1619645932706879
2013-02-21,21.33,26.02582668187001,-0.18042949179943624
2013-02-22,21.45,25.29582668187001,-0.1520340382718699
2013-02-25,20.72,25.035826681870013,-0.1723860265015883
2013-02-26,20.46,25.29582668187001,-0.1911709288131681
2013-02-27,20.72,25.255826681870012,-0.17959525692841694
2013-02-28,20.68,25.06582668187001,-0.1749723532973384
2013-03-01,20.49,24.70582668187001,-0.17064098830433927
2013-03-04,20.13,24.555826681870013,-0.18023529564727203
2013-03-05,19.98,24.695826681870013,-0.1909564212050472
2013-03-06,20.12,25.695826681870013,-0.21699347333332153
2013-03-07,21.12,25.26582668187001,-0.16408830528568963
2013-03-08,20.69,25.465826681870013,-0.18753864704773493
2013-03-11,20.89,25.34582668187001,-0.17580119748302725
2013-03-12,20.77,25.11582668187001,-0.1730314011526074
2013-03-13,20.54,25.08582668187001,-0.1812109578655171
2013-03-14,20.51,24.74582668187001,-0.17117337546752398
2013-03-15,20.17,24.785826681870013,-0.18622847408379284
2013-03-18,20.21,23.715826681870013,-0.14782645905192515
2013-03-19,19.14,23.88582668187001,-0.19868798116467212
2013-03-20,19.31,23.465826681870013,-0.17710122631566427
2013-03-21,18.89,23.29582668187001,-0.18912514855284557
2013-03-22,18.72,23.535826681870013,-0.20461684847380845
2013-03-25,18.96,23.22582668187001,-0.18366737771275532
2013-03-26,18.65,23.24582668187001,-0.19770545245673754
2013-03-27,18.67,23.11582668187001,-0.19232825816940902
2013-03-28,18.54,22.52615174566023,-0.17695662315815575
2013-04-01,18.54,22.25615174566023,-0.1669718911035395
2013-04-02,18.27,22.25615174566023,-0.17910336841756558
2013-04-03,18.27,22.10615174566023,-0.17353322232637458
2013-04-04,18.12,21.53615174566023,-0.15862405623830267
2013-04-05,17.55,21.816151745660232,-0.19555014997128783
2013-04-08,17.83,21.98615174566023,-0.1890349795516444
2013-04-09,18.0,22.82615174566023,-0.21143080968861916
2013-04-10,18.84,22.54615174566023,-0.16438067957089852
2013-04-11,18.56,22.70615174566023,-0.1826003715690253
2013-04-12,18.72,22.08615174566023,-0.15241006149120828
2013-04-15,18.1,22.12615174566023,-0.18196348790972694
2013-04-16,18.14,21.68615174566023,-0.16352148538155808
2013-04-17,17.7,21.30615174566023,-0.16925401586866828
2013-04-18,17.32,21.08615174566023,-0.1786078271221465
2013-04-19,17.1,21.10615174566023,-0.18980967226694745
2013-04-22,17.12,21.34615174566023,-0.19798190306219599
2013-04-23,17.36,19.67615174566023,-0.11771365537324041
2013-04-24,15.69,19.89615174566023,-0.21140529080341786
2013-04-25,15.91,19.77615174566023,-0.195495655341977
2013-04-26,15.79,20.04615174566023,-0.2123176457836422
2013-04-29,16.06,20.53615174566023,-0.21796448531824608
2013-04-30,16.55,20.29615174566023,-0.18457448449365477
2013-05-01,16.31,20.28615174566023,-0.19600325362403148
2013-05-02,16.3,20.46615174566023,-0.20356302432594087
2013-05-03,16.48,20.91615174566023,-0.21209215727652486
2013-05-06,16.93,20.78615174566023,-0.18551542357836026
2013-05-07,16.8,21.27615174566023,-0.21038352231969037
2013-05-08,17.29,21.32615174566023,-0.18925832441765156
2013-05-09,17.34,21.34615174566023,-0.18767559574173354
2013-05-10,17.36,21.25615174566023,-0.18329525458227358
2013-05-13,17.27,21.08615174566023,-0.1809790516396923
2013-05-14,17.1,21.05615174566023,-0.18788579192660926
2013-05-15,17.07,21.76615174566023,-0.21575480133260383
2013-05-16,17.78,21.59615174566023,-0.17670517370888028
2013-05-17,17.61,21.566151745660232,-0.18344263697654506
2013-05-20,17.58,21.62615174566023,-0.18709531835557303
2013-05-21,17.64,21.40615174566023,-0.17593782340741182
2013-05-22,17.42,21.26615174566023,-0.18085790939797608
2013-05-23,17.28,21.33615174566023,-0.19010699745727344
2013-05-24,17.35,21.45615174566023,-0.19137410073969796
2013-05-28,17.47,21.97615174566023,-0.20504735304942956
2013-05-29,17.99,21.99615174566023,-0.18212966486061066
2013-05-30,18.01,21.71615174566023,-0.17066337484959182
2013-05-31,17.73,21.48615174566023,-0.17481733304889724
2013-06-03,17.5,21.37615174566023,-0.18133066193484348
2013-06-04,17.39,22.52615174566023,-0.22800839680260665
2013-06-05,18.54,22.45615174566023,-0.17439104393374283
2013-06-06,18.47,23.04615174566023,-0.19856467995885496
2013-06-07,19.06,23.01615174566023,-0.17188589080301742
2013-06-10,19.03,22.28615174566023,-0.14610650518855495
2013-06-11,18.3,22.37615174566023,-0.18216500281156633
2013-06-12,18.39,23.25615174566023,-0.20924148581754454
2013-06-13,19.27,23.03615174566023,-0.16348875399163554
2013-06-14,19.05,23.04615174566023,-0.17339778847949028
2013-06-17,19.06,23.11615174566023,-0.17546829551427057
2013-06-18,19.13,23.11615174566023,-0.17244010982098612
2013-06-19,19.13,23.17615174566023,-0.17458255322382765
2013-06-20,19.19,22.77615174566023,-0.15745204834014748
2013-06-21,18.79,22.47615174566023,-0.1640027967141645
2013-06-24,18.49,22.39615174566023,-0.17441173778513708
2013-06-25,18.41,22.44615174566023,-0.17981486498863153
2013-06-26,18.46,23.03615174566023,-0.19865087694268768
2013-06-27,19.05,23.29615174566023,-0.18226837599695966
2013-06-28,19.31,23.888111285266458,-0.19164810606396143
2013-07-01,19.48,23.538111285266456,-0.1724059860234668
2013-07-02,19.13,23.708111285266458,-0.19310316330898758
2013-07-03,19.3,24.018111285266457,-0.19643972955361855
2013-07-05,19.61,23.68811128526646,-0.17215856663941653
2013-07-08,19.28,24.07811128526646,-0.19927274313257504
2013-07-09,19.67,24.088111285266457,-0.1834145995484836
2013-07-10,19.68,24.568111285266458,-0.19896162258911076
2013-07-11,20.16,24.75811128526646,-0.18572140791704062
2013-07-12,20.35,24.858111285266457,-0.18135373333606553
2013-07-15,20.45,24.958111285266458,-0.18062710089475942
2013-07-16,20.55,25.14811128526646,-0.1828412175017039
2013-07-17,20.74,25.43811128526646,-0.18468789732780067
2013-07-18,21.03,25.448111285266457,-0.17361254184016328
2013-07-19,21.04,25.158111285266457,-0.1636892069746977
