date,DISCK,dcf,Deviation
2012-09-11,25.96,30.617596899224807,-0.1521215696501227
2012-09-12,26.23,31.397596899224805,-0.16458574571203544
2012-09-13,27.01,31.607596899224806,-0.14545860331879779
2012-09-14,27.22,31.617596899224807,-0.13908700630352544
2012-09-17,27.23,31.727596899224807,-0.14175662006518674
2012-09-18,27.34,32.207596899224804,-0.15113194922474826
2012-09-19,27.82,32.197596899224806,-0.13596036104577114
2012-09-20,27.81,32.237596899224805,-0.13734264725331535
2012-09-21,27.85,31.977596899224807,-0.1290777700473441
2012-09-24,27.59,31.637596899224807,-0.12793629402756512
2012-09-25,27.25,31.757596899224808,-0.14193759412995244
2012-09-26,27.37,32.28759689922481,-0.15230606708122263
2012-09-27,27.9,32.40759689922481,-0.1390907481736985
2012-09-28,28.02,32.22483028720627,-0.1304841716691879
2012-10-01,28.17,32.054830287206265,-0.12119328826260478
2012-10-02,28.0,32.234830287206265,-0.13137436274597147
2012-10-03,28.18,32.594830287206264,-0.13544572094118623
2012-10-04,28.54,32.694830287206265,-0.12707912078785377
2012-10-05,28.64,32.29483028720627,-0.11317075379257036
2012-10-08,28.24,31.894830287206265,-0.1145900528171897
2012-10-09,27.84,32.124830287206265,-0.1333806357542907
2012-10-10,28.07,32.36483028720627,-0.13270053478092858
2012-10-11,28.31,32.414830287206264,-0.1266343291276275
2012-10-12,28.36,32.79483028720627,-0.13522955442572782
2012-10-15,28.74,32.92483028720627,-0.12710256213021054
2012-10-16,28.87,32.594830287206264,-0.114276719786091
2012-10-17,28.54,32.774830287206264,-0.1292098311447044
2012-10-18,28.72,32.13483028720626,-0.10626570162923188
2012-10-19,28.08,32.36483028720627,-0.13239155741533581
2012-10-22,28.31,31.914830287206268,-0.11295157313279969
2012-10-23,27.86,31.534830287206265,-0.11653242632788641
2012-10-24,27.48,31.354830287206266,-0.12358001149147713
2012-10-25,27.3,30.934830287206267,-0.1174996033099146
2012-10-26,26.88,31.444830287206265,-0.14516949989911465
2012-10-31,27.39,32.25483028720627,-0.15082486076933044
2012-11-01,28.2,31.634830287206267,-0.10857748424828373
2012-11-02,27.58,31.344830287206268,-0.12011008682165125
2012-11-05,27.29,30.604830287206266,-0.10831069004790284
2012-11-06,26.55,30.264830287206266,-0.1227441307931808
2012-11-07,26.21,29.884830287206267,-0.12296640977678452
2012-11-08,25.83,30.334830287206266,-0.14850355991957476
2012-11-09,26.28,30.004830287206268,-0.12414102168058228
2012-11-12,25.95,30.424830287206266,-0.14707823330366931
2012-11-13,26.37,29.694830287206265,-0.11196663712332233
2012-11-14,25.64,29.774830287206267,-0.1388699867412152
2012-11-15,25.72,29.734830287206265,-0.13502112668635913
2012-11-16,25.68,30.584830287206266,-0.16036807270622566
2012-11-19,26.53,30.824830287206268,-0.13933021681513746
2012-11-20,26.77,30.794830287206267,-0.13069824544148845
2012-11-21,26.74,31.144830287206265,-0.1414305439004332
2012-11-23,27.09,31.124830287206265,-0.12963380844086936
2012-11-26,27.07,31.084830287206266,-0.1291572207443793
2012-11-27,27.03,31.584830287206266,-0.1442094273038168
2012-11-28,27.53,31.954830287206267,-0.13847140627681043
2012-11-29,27.9,32.194830287206265,-0.1334012401647282
2012-11-30,28.14,31.974830287206267,-0.11993278002606489
2012-12-03,27.92,32.10483028720627,-0.13034893035624973
2012-12-04,28.05,32.57483028720627,-0.13890572099107423
2012-12-05,28.52,32.79483028720627,-0.1303507366791875
2012-12-06,28.74,32.484830287206265,-0.11527935513583765
2012-12-07,28.43,32.084830287206266,-0.1139114732566816
2012-12-10,28.03,32.694830287206265,-0.14267791715779754
2012-12-11,28.64,32.72483028720627,-0.12482357437322522
2012-12-12,28.67,32.094830287206264,-0.10670971793770412
2012-12-13,28.04,32.22483028720627,-0.12986353224853775
2012-12-14,28.17,32.79483028720627,-0.14102315049974445
2012-12-17,28.74,33.484830287206265,-0.14170089101568928
2012-12-18,29.43,33.28483028720627,-0.11581342773701797
2012-12-19,29.23,33.304830287206265,-0.12234952864394488
2012-12-20,29.25,33.20483028720626,-0.11910406567354292
2012-12-21,29.15,33.194830287206265,-0.12185121153534562
2012-12-24,29.14,33.054830287206265,-0.11843443917851493
2012-12-26,29.0,32.804830287206265,-0.1159838430467397
2012-12-27,28.75,32.61483028720627,-0.11849916903361335
2012-12-28,28.56,33.304830287206265,-0.14246673069008098
2012-12-31,29.25,33.240526315789474,-0.12005003404214898
2013-01-02,30.08,33.33052631578948,-0.09752400202122302
2013-01-03,30.17,33.53052631578947,-0.10022289194449674
2013-01-04,30.37,33.270526315789475,-0.08718005505109627
2013-01-07,30.11,34.15052631578947,-0.1183151989643374
2013-01-08,30.99,34.120526315789476,-0.09174906291937257
2013-01-09,30.96,33.990526315789474,-0.08915796971292311
2013-01-10,30.83,34.21052631578947,-0.09881538461538464
2013-01-11,31.05,34.060526315789474,-0.0883875453913312
2013-01-14,30.9,33.92052631578947,-0.08904715356328263
2013-01-15,30.76,33.96052631578947,-0.09424254165052293
2013-01-16,30.8,34.160526315789475,-0.09837454741545337
2013-01-17,31.0,34.090526315789475,-0.09065645649354659
2013-01-18,30.93,34.060526315789474,-0.09191068531252411
2013-01-22,30.9,34.060526315789474,-0.09279147029282242
2013-01-23,30.9,34.26052631578948,-0.09808741070742777
2013-01-24,31.1,34.560526315789474,-0.10012944490976927
2013-01-25,31.4,34.660526315789475,-0.09407030597524879
2013-01-28,31.5,34.72052631578947,-0.09275568827782743
2013-01-29,31.56,34.810526315789474,-0.09337768370123989
2013-01-30,31.65,35.020526315789475,-0.09624430784953197
2013-01-31,31.86,35.26052631578948,-0.09644003283827163
2013-02-01,32.1,35.020526315789475,-0.08339470085213185
2013-02-04,31.86,35.14052631578947,-0.09335450147527968
2013-02-05,31.98,34.990526315789474,-0.08603832616347284
2013-02-06,31.83,35.33052631578948,-0.09907937075437978
2013-02-07,32.17,35.46052631578947,-0.09279406307977733
2013-02-08,32.3,35.310526315789474,-0.08525860784021477
2013-02-11,32.15,35.270526315789475,-0.0884740501984661
2013-02-12,32.11,35.310526315789474,-0.0906394395588016
2013-02-13,32.15,35.04052631578947,-0.08249095032819143
2013-02-14,31.88,34.660526315789475,-0.08022169918760924
2013-02-15,31.5,34.67052631578947,-0.09144730849804172
2013-02-19,31.51,34.270526315789475,-0.08055103357188931
2013-02-20,31.11,33.97052631578947,-0.08420612295488339
2013-02-21,30.81,34.660526315789475,-0.11109255181838895
2013-02-22,31.5,34.660526315789475,-0.09118517956115713
2013-02-25,31.5,34.75052631578947,-0.09353890891466987
2013-02-26,31.59,35.58052631578948,-0.1121547860302059
2013-02-27,32.42,35.410526315789475,-0.08445303210463728
2013-02-28,32.25,36.240526315789474,-0.11011226164369636
2013-03-01,33.08,36.490526315789474,-0.09346333583338151
2013-03-04,33.33,37.200526315789475,-0.10404493428219752
2013-03-05,34.04,36.40052631578947,-0.06484868639840369
2013-03-06,33.24,37.910526315789475,-0.1231986672219908
2013-03-07,34.75,38.15052631578947,-0.08913445354965088
2013-03-08,34.99,38.21052631578947,-0.08428374655647375
2013-03-11,35.05,38.120526315789476,-0.08054784685692207
2013-03-12,34.96,38.200526315789475,-0.08482936305644728
2013-03-13,35.04,38.46052631578947,-0.08893602463222716
2013-03-14,35.3,37.83052631578948,-0.06689112106625128
2013-03-15,34.67,37.90052631578947,-0.08523697768396488
2013-03-18,34.74,38.01052631578948,-0.08604264746607593
2013-03-19,34.85,38.410526315789475,-0.0926966292134831
2013-03-20,35.25,38.04052631578947,-0.07335666947991748
2013-03-21,34.88,38.120526315789476,-0.08500738654406381
2013-03-22,34.96,37.950526315789475,-0.07880065459185093
2013-03-25,34.79,38.04052631578947,-0.08544903634627887
2013-03-26,34.88,37.90052631578947,-0.07969615753148807
2013-03-27,34.74,37.93052631578947,-0.08411500249764103
2013-03-28,34.77,41.42051771117166,-0.16056095091679468
2013-04-01,34.99,41.440517711171665,-0.15565726654598988
2013-04-02,35.01,41.35051771117166,-0.15333587249038594
2013-04-03,34.92,41.29051771117166,-0.15428524669352928
2013-04-04,34.86,41.42051771117166,-0.15838811472417214
2013-04-05,34.99,41.71051771117166,-0.16112285533611703
2013-04-08,35.28,41.770517711171664,-0.15538513925183528
2013-04-09,35.34,42.81051771117166,-0.17450192407325604
2013-04-10,36.38,42.97051771117166,-0.15337301159530192
2013-04-11,36.54,43.17051771117166,-0.15358902470275027
2013-04-12,36.74,41.980517711171665,-0.12483213635493307
2013-04-15,35.55,42.06051771117166,-0.15478929089459148
2013-04-16,35.63,41.97051771117166,-0.15107075292244831
2013-04-17,35.54,41.43051771117166,-0.14217823084511672
2013-04-18,35.0,41.940517711171665,-0.16548478869451166
2013-04-19,35.51,41.88051771117166,-0.15211172304759557
2013-04-22,35.45,41.89051771117166,-0.1537464338726483
2013-04-23,35.46,41.840517711171664,-0.15249614632440434
2013-04-24,35.41,42.08051771117166,-0.15851795733493923
2013-04-25,35.65,41.82051771117166,-0.14754761655002924
2013-04-26,35.39,41.870517711171665,-0.1547751990045867
2013-04-29,35.44,41.88051771117166,-0.15378314460171183
2013-04-30,35.45,41.71051771117166,-0.1500944618938368
2013-05-01,35.28,42.36051771117166,-0.16714898905270759
2013-05-02,35.93,42.230517711171665,-0.14919347553972617
2013-05-03,35.8,42.06051771117166,-0.14884547437486284
2013-05-06,35.63,41.67051771117166,-0.1449590272201544
2013-05-07,35.24,41.340517711171664,-0.14756752089544067
2013-05-08,34.91,41.63051771117166,-0.1614324798408211
2013-05-09,35.2,41.940517711171665,-0.16071613034419452
2013-05-10,35.51,41.36051771117166,-0.1414517524182588
2013-05-13,34.93,41.72051771117166,-0.16276206729221232
2013-05-14,35.29,41.79051771117166,-0.1555500641580687
2013-05-15,35.36,41.54051771117166,-0.1487828763749256
2013-05-16,35.11,41.38051771117166,-0.1515330899177897
2013-05-17,34.95,41.29051771117166,-0.15355868762711478
2013-05-20,34.86,41.760517711171666,-0.16524023382319464
2013-05-21,35.33,41.56051771117166,-0.14991434309050655
2013-05-22,35.13,41.63051771117166,-0.15614789506754634
2013-05-23,35.2,41.46051771117166,-0.1509995064409131
2013-05-24,35.03,41.90051771117166,-0.16397214369835378
2013-05-28,35.47,41.440517711171665,-0.1440743996680841
2013-05-29,35.01,41.590517711171664,-0.15822158687397314
2013-05-30,35.16,41.42051771117166,-0.1511453274154302
2013-05-31,34.99,41.35051771117166,-0.1538195423718538
2013-06-03,34.92,41.15051771117166,-0.15140800305120294
2013-06-04,34.72,40.20051771117166,-0.1363295306430503
2013-06-05,33.77,39.99051771117166,-0.15554981698658799
2013-06-06,33.56,40.440517711171665,-0.1701392094016374
2013-06-07,34.01,39.440517711171665,-0.13768880395891592
2013-06-10,33.01,39.270517711171664,-0.15942029991090945
2013-06-11,32.84,39.050517711171665,-0.15903803778240155
2013-06-12,32.62,40.08051771117166,-0.1861382571186746
2013-06-13,33.65,40.53051771117166,-0.16976140695274533
2013-06-14,34.1,40.96051771117166,-0.16749099119175703
2013-06-17,34.53,41.440517711171665,-0.16675751397064964
2013-06-18,35.01,40.760517711171666,-0.14108058567655446
2013-06-19,34.33,40.010517711171666,-0.14197561131746028
2013-06-20,33.58,40.17051771117166,-0.16406354925664302
2013-06-21,33.74,40.29051771117166,-0.16258211815817258
2013-06-24,33.86,40.120517711171665,-0.15604279476753635
2013-06-25,33.69,40.40051771117166,-0.16609979503594463
2013-06-26,33.97,40.70051771117166,-0.1653668820365949
2013-06-27,34.27,41.31051771117166,-0.17042918126556628
2013-06-28,34.88,36.157397260273974,-0.03532879457774041
2013-07-01,35.13,36.617397260273975,-0.04061996131788548
2013-07-02,35.59,37.46739726027397,-0.05010749071338716
2013-07-03,36.44,37.69739726027397,-0.0333550152439579
2013-07-05,36.67,38.05739726027397,-0.03645539002012099
2013-07-08,37.03,37.87739726027397,-0.022372109003453766
2013-07-09,36.85,38.24739726027397,-0.03653574779911595
2013-07-10,37.22,38.98739726027397,-0.04533252754666073
2013-07-11,37.96,39.34739726027397,-0.03526020415268283
2013-07-12,38.32,39.14739726027397,-0.021135434746094806
2013-07-15,38.12,39.14739726027397,-0.026244331224455464
2013-07-16,38.12,39.39739726027397,-0.03242339213006906
2013-07-17,38.37,39.69739726027397,-0.033437891445904255
2013-07-18,38.67,39.13739726027397,-0.011942471727633186
2013-07-19,38.11,39.23739726027397,-0.028732722835706825
2013-07-22,38.21,39.66739726027397,-0.03674043070462607
2013-07-23,38.64,39.507397260273976,-0.02195531268637052
2013-07-24,38.48,39.81739726027397,-0.03358826423364192
2013-07-25,38.79,39.71739726027397,-0.023349900150722358
2013-07-26,38.69,39.46739726027397,-0.01969720108846562
2013-07-29,38.44,37.867397260273975,0.015121259477918425
2013-07-30,36.84,37.35739726027397,-0.013849927945172147
2013-07-31,36.33,38.187397260273976,-0.04863901165126572
2013-08-01,37.16,38.44739726027397,-0.03348464010603358
2013-08-02,37.42,38.64739726027397,-0.03175885951666968
2013-08-05,37.62,38.56739726027397,-0.02456471858550413
2013-08-06,37.54,38.73739726027397,-0.030910627583694894
2013-08-07,37.71,38.59739726027397,-0.02299111658462305
2013-08-08,37.57,38.53739726027397,-0.02510281775752421
2013-08-09,37.51,38.44739726027397,-0.02438129306720449
2013-08-12,37.42,38.85739726027397,-0.03699159906789484
2013-08-13,37.83,38.48739726027397,-0.017080844823781582
2013-08-14,37.46,37.44739726027397,0.000336545144604683
2013-08-15,36.42,37.39739726027397,-0.02613543540133534
2013-08-16,36.37,37.477397260273975,-0.029548403603998907
2013-08-19,36.45,37.437397260273976,-0.026374623572502753
2013-08-20,36.41,37.24739726027397,-0.02248203423241857
2013-08-21,36.22,37.507397260273976,-0.034323822880600874
2013-08-22,36.48,37.56739726027397,-0.028945238147329744
2013-08-23,36.54,37.767397260273974,-0.032498857462042396
2013-08-26,36.74,36.74739726027397,-0.00020130025050690836
2013-08-27,35.72,36.78739726027397,-0.029015297079106883
2013-08-28,35.76,36.78739726027397,-0.02792796818445864
2013-08-29,35.76,36.60739726027397,-0.023148252093670663
2013-08-30,35.58,36.53739726027397,-0.026203214570921896
2013-09-03,35.51,36.44739726027397,-0.02571918245848781
2013-09-04,35.42,36.53739726027397,-0.030582289491344783
2013-09-05,35.51,36.53739726027397,-0.028119059848606964
2013-09-06,35.51,36.85739726027397,-0.03655703767575136
2013-09-09,35.83,36.767397260273974,-0.025495339080930934
2013-09-10,35.74,37.06739726027397,-0.03581037133396392
2013-09-11,36.04,36.94739726027397,-0.024559165937504734
2013-09-12,35.92,36.92739726027397,-0.02728048373335301
2013-09-13,35.9,37.337397260273974,-0.03849752167388831
2013-09-16,36.31,37.80739726027397,-0.03960593346232155
2013-09-17,36.78,37.99739726027397,-0.03203896445683008
2013-09-18,36.97,38.42739726027397,-0.037925994581491485
2013-09-19,37.4,38.34739726027397,-0.02470564700502975
2013-09-20,37.32,37.69739726027397,-0.010011228564887675
2013-09-23,36.67,37.64739726027397,-0.025961881335826886
2013-09-24,36.62,37.92739726027397,-0.03447105139596196
2013-09-25,36.9,39.55739726027397,-0.06717826359477652
2013-09-26,38.53,39.907397260273974,-0.03451483571556069
2013-09-27,38.88,40.087397260273974,-0.03011912328542432
2013-09-30,39.06,39.74936639118457,-0.017342827163591146
2013-10-01,38.54,39.32936639118457,-0.020070661279747992
2013-10-02,38.12,38.839366391184576,-0.018521578955208007
2013-10-03,37.63,38.78936639118457,-0.02988876847052735
2013-10-04,37.58,38.21936639118457,-0.016728858993644846
2013-10-07,37.01,37.449366391184576,-0.011732278367411864
2013-10-08,36.24,37.15936639118457,-0.02474117511870899
2013-10-09,35.95,37.90936639118457,-0.05168554839366024
2013-10-10,36.7,37.96936639118457,-0.03343132930127801
2013-10-11,36.76,37.96936639118457,-0.03185110804128022
2013-10-14,36.76,37.60936639118457,-0.022583905890625755
2013-10-15,36.4,38.169366391184575,-0.04635566577267636
2013-10-16,36.96,38.60936639118457,-0.04271933329527933
2013-10-17,37.4,38.949366391184576,-0.03977898833125171
2013-10-18,37.74,39.209366391184574,-0.03747488231574503
2013-10-21,38.0,40.339366391184576,-0.05799214515416384
2013-10-22,39.13,40.21936639118457,-0.02708561792319386
2013-10-23,39.01,40.65936639118457,-0.04056547205669625
2013-10-24,39.45,40.89936639118457,-0.03543738006408248
2013-10-25,39.69,40.769366391184576,-0.02647493661853828
2013-10-28,39.56,40.64936639118457,-0.026799098925704645
2013-10-29,39.44,40.28936639118457,-0.021081651742490992
2013-10-30,39.08,42.56936639118457,-0.08196895295832185
2013-10-31,41.36,41.809366391184575,-0.010747983764693547
2013-11-01,40.6,41.379366391184575,-0.018834662276283942
2013-11-04,40.17,41.559366391184575,-0.033430884824059315
2013-11-05,40.35,40.989366391184575,-0.015598347753969621
2013-11-06,39.78,40.449366391184576,-0.016548254049548072
2013-11-07,39.24,40.739366391184575,-0.036803871144864275
2013-11-08,39.53,40.49936639118457,-0.023935347082258862
2013-11-11,39.29,40.21936639118457,-0.023107434914446445
2013-11-12,39.01,40.85936639118457,-0.045261749129413276
2013-11-13,39.65,40.92936639118457,-0.031257908538259827
2013-11-14,39.72,40.90936639118457,-0.029073204894243032
2013-11-15,39.7,40.839366391184576,-0.027898728405113427
2013-11-18,39.63,40.67936639118457,-0.025796035786141758
2013-11-19,39.47,40.78936639118457,-0.032345841769920614
2013-11-20,39.58,40.71936639118457,-0.027980945976390226
2013-11-21,39.51,40.99936639118457,-0.03632657092732072
2013-11-22,39.79,40.919366391184575,-0.02759980153133257
2013-11-25,39.71,41.31936639118457,-0.03894944506041431
2013-11-26,40.11,41.449366391184576,-0.03231331399722992
2013-11-27,40.24,41.589366391184576,-0.0324449855401161
2013-11-29,40.38,41.269366391184576,-0.02155027975846391
2013-12-02,40.06,40.71936639118457,-0.01619294330000476
2013-12-03,39.51,40.14936639118457,-0.015924694426185382
2013-12-04,38.94,40.019366391184576,-0.02697110145707704
2013-12-05,38.81,40.629366391184575,-0.044779590547080805
2013-12-06,39.42,40.669366391184575,-0.030720084969294792
2013-12-09,39.46,40.49936639118457,-0.02566376918456703
2013-12-10,39.29,40.239366391184575,-0.02359297564368601
2013-12-11,39.03,39.46936639118457,-0.01113183289617492
2013-12-12,38.26,39.40936639118457,-0.029164802594788042
2013-12-13,38.2,39.93936639118457,-0.04355017488631174
2013-12-16,38.73,40.00936639118457,-0.03197667212911581
2013-12-17,38.8,41.029366391184574,-0.05433587177362731
2013-12-18,39.82,41.06936639118457,-0.030420883031999857
2013-12-19,39.86,41.65936639118457,-0.04319236097564194
2013-12-20,40.45,41.92936639118457,-0.03528234548985698
2013-12-23,40.72,42.129366391184575,-0.03345330138835134
2013-12-24,40.92,42.35936639118457,-0.033979884823870266
2013-12-26,41.15,42.379366391184575,-0.029008607156531308
2013-12-27,41.17,42.99936639118457,-0.042544031336229526
2013-12-30,41.79,43.13936639118457,-0.03127923528010634
2013-12-31,41.93,42.39019390581718,-0.010856140616852139
2014-01-02,41.26,42.190193905817175,-0.022047632866862066
2014-01-03,41.06,41.50019390581718,-0.010607032507273906
2014-01-06,40.37,41.120193905817175,-0.018243929188063723
2014-01-07,39.99,40.20019390581717,-0.00522867890412726
2014-01-08,39.07,40.35019390581717,-0.031727081877358954
2014-01-09,39.22,39.910193905817174,-0.017293674579631046
2014-01-10,38.78,38.74019390581717,0.0010275140666462512
2014-01-13,37.61,38.99019390581717,-0.035398487864695016
2014-01-14,37.86,39.050193905817174,-0.030478565834723748
2014-01-15,37.92,38.790193905817176,-0.022433347663329828
2014-01-16,37.66,38.39019390581718,-0.019020323460948618
2014-01-17,37.26,38.190193905817175,-0.02435687831570521
2014-01-21,37.06,38.28019390581717,-0.031875332419142866
2014-01-22,37.15,38.120193905817175,-0.02545091738552574
2014-01-23,36.99,37.92019390581717,-0.024530304568787353
2014-01-24,36.79,37.010193905817175,-0.0059495474781223745
2014-01-27,35.88,37.190193905817175,-0.03522955296052477
2014-01-28,36.06,37.43019390581718,-0.03660664727692542
2014-01-29,36.3,38.120193905817175,-0.04774881025826616
2014-01-30,36.99,37.99019390581717,-0.026327686252320404
2014-01-31,36.86,37.28019390581717,-0.011271237131403544
2014-02-03,36.15,37.39019390581718,-0.03316896159835714
2014-02-04,36.26,37.830193905817175,-0.04150636683825526
2014-02-05,36.7,38.800193905817174,-0.054128438402012646
2014-02-06,37.67,39.14019390581718,-0.03756225401833457
2014-02-07,38.01,39.03019390581717,-0.026138581537129446
2014-02-10,37.9,39.160193905817174,-0.03218048176288457
2014-02-11,38.03,39.17019390581717,-0.029108712317296948
2014-02-12,38.04,37.550193905817174,0.01304403634802398
2014-02-13,36.42,38.52019390581717,-0.05452189339836133
2014-02-14,37.39,38.440193905817175,-0.027320203128794462
2014-02-18,37.31,38.84019390581717,-0.039397174729037365
2014-02-19,37.71,39.410193905817174,-0.043140967788189766
2014-02-20,38.28,39.800193905817174,-0.03819564068995607
2014-02-21,38.67,39.71019390581718,-0.026194631743281405
2014-02-24,38.58,39.38019390581717,-0.020319704563439678
2014-02-25,38.25,39.160193905817174,-0.023242834496842613
2014-02-26,38.03,39.290193905817176,-0.03207400576433894
2014-02-27,38.16,39.690193905817175,-0.038553449989391586
2014-02-28,38.56,39.35019390581717,-0.02008106764882689
2014-03-03,38.22,40.230193905817174,-0.0499672934841735
2014-03-04,39.1,40.34019390581717,-0.030743379883415245
2014-03-05,39.21,41.010193905817175,-0.04389625442765399
2014-03-06,39.88,40.78019390581717,-0.022074291944177316
2014-03-07,39.65,41.13019390581717,-0.03598801185344824
2014-03-10,40.0,40.56019390581717,-0.01381142080133968
2014-03-11,39.43,40.760193905817175,-0.032634631446817886
2014-03-12,39.63,40.21019390581718,-0.01442902531572321
2014-03-13,39.08,40.00019390581718,-0.02300473612662557
2014-03-14,38.87,39.800193905817174,-0.023371592309785694
2014-03-17,38.67,39.96019390581718,-0.0322869781077153
2014-03-18,38.83,39.830193905817175,-0.025111449574718225
2014-03-19,38.7,39.64019390581718,-0.023718196435946304
2014-03-20,38.51,40.03019390581717,-0.037976181414306365
2014-03-21,38.9,39.57019390581718,-0.016936836534396038
2014-03-24,38.44,39.42019390581717,-0.024865273574225855
2014-03-25,38.29,39.20019390581717,-0.023219117436102943
2014-03-26,38.07,38.99019390581717,-0.023600649641290494
2014-03-27,37.86,39.38019390581717,-0.03860300712213138
2014-03-28,38.25,39.660193905817174,-0.03555690900468167
2014-03-31,38.53,41.35056818181818,-0.06821111065309093
2014-04-01,39.2,41.51056818181818,-0.05566216708231464
2014-04-02,39.36,41.44056818181818,-0.05020607277124678
2014-04-03,39.29,40.96056818181818,-0.04078479025004644
2014-04-04,38.81,39.87056818181818,-0.02660027760281125
2014-04-07,37.72,39.60056818181818,-0.04748841413547211
2014-04-08,37.45,39.93056818181818,-0.06212203569263686
2014-04-09,37.78,39.310568181818184,-0.03893528515637423
2014-04-10,37.16,38.57056818181818,-0.03657110196481661
2014-04-11,36.42,38.28056818181818,-0.04860346306724572
2014-04-14,36.13,38.03056818181818,-0.04997475117205352
2014-04-15,35.88,38.50056818181818,-0.06806570150971791
2014-04-16,36.35,38.53056818181818,-0.0565932007939387
2014-04-17,36.38,38.37056818181818,-0.051877474745380625
2014-04-21,36.22,38.44056818181818,-0.057766268472287496
2014-04-22,36.29,38.230568181818185,-0.05075959563533472
2014-04-23,36.08,38.14056818181818,-0.054025628878818566
2014-04-24,35.99,37.92056818181818,-0.0509108453375926
2014-04-25,35.77,37.21056818181818,-0.03871395284208723
2014-04-28,35.06,37.12056818181818,-0.055510146604583865
2014-04-29,34.97,37.21056818181818,-0.06021322143941277
2014-04-30,35.06,37.46056818181818,-0.06408253527193741
2014-05-01,35.31,37.520568181818184,-0.05891617022178741
2014-05-02,35.37,37.910568181818185,-0.06701477460410732
2014-05-05,35.76,36.30056818181818,-0.014891452362691515
2014-05-06,34.15,35.62056818181818,-0.0412842426968586
2014-05-07,33.47,36.25056818181818,-0.07670412689456285
2014-05-08,34.1,35.64056818181818,-0.04322512968814263
2014-05-09,33.49,36.04056818181818,-0.07076936659130961
2014-05-12,33.89,35.80056818181818,-0.053366979320414454
2014-05-13,33.65,35.71056818181818,-0.05770191533573277
2014-05-14,33.56,35.75056818181818,-0.06127366062204975
2014-05-15,33.6,36.10056818181818,-0.06926672647433774
2014-05-16,33.95,36.480568181818185,-0.06936756492404117
2014-05-19,34.33,36.40056818181818,-0.05688285335206433
2014-05-20,34.25,38.160568181818185,-0.10247667600718269
2014-05-21,36.01,38.590568181818185,-0.06687043760692835
2014-05-22,36.44,39.71056818181818,-0.08236014571344363
2014-05-23,37.56,40.07056818181818,-0.06265367065489569
2014-05-27,37.92,40.55056818181818,-0.06487130266642371
2014-05-28,38.4,39.99056818181818,-0.03977358297553124
2014-05-29,37.84,39.62056818181818,-0.04494050094504387
2014-05-30,37.47,40.450568181818184,-0.07368421052631591
2014-06-02,38.3,40.770568181818184,-0.060596854348474505
2014-06-03,38.62,40.94056818181818,-0.05668138682180657
2014-06-04,38.79,41.39056818181818,-0.06282997059606799
2014-06-05,39.24,41.53056818181818,-0.05515378869343224
2014-06-06,39.38,41.560568181818184,-0.052467237028105185
2014-06-09,39.41,41.49056818181818,-0.05014556977626361
2014-06-10,39.34,40.87056818181818,-0.03744915350844247
2014-06-11,38.72,40.80056818181818,-0.0509936080435599
2014-06-12,38.65,40.40056818181818,-0.04333028619646995
2014-06-13,38.25,40.28056818181818,-0.05041061418628989
2014-06-16,38.13,40.340568181818185,-0.05479764617729166
2014-06-17,38.19,40.160568181818185,-0.04906723861318074
2014-06-18,38.01,39.60056818181818,-0.040165286884657925
2014-06-19,37.45,38.80056818181818,-0.03480794857151204
2014-06-20,36.65,38.950568181818184,-0.059063790060245425
2014-06-23,36.8,38.94056818181818,-0.05497013222363922
2014-06-24,36.79,38.86056818181818,-0.05328198425021857
2014-06-25,36.71,38.19056818181818,-0.038767901403547356
2014-06-26,36.04,38.30056818181818,-0.059021792342268786
2014-06-27,36.15,38.44056818181818,-0.05958726132725545
2014-06-30,36.29,38.26590257879656,-0.05163611585347594
2014-07-01,37.2,38.62590257879656,-0.03691570898279284
2014-07-02,37.56,38.96590257879656,-0.03608032884529111
2014-07-03,37.9,38.77590257879656,-0.02258883792625177
2014-07-07,37.71,38.71590257879656,-0.02598163833967948
2014-07-08,37.65,39.62590257879656,-0.04986391350625918
2014-07-09,38.56,39.60590257879656,-0.02640774507576793
2014-07-10,38.54,39.98590257879656,-0.03616030864746034
2014-07-11,38.92,39.55590257879656,-0.01607604775367777
2014-07-14,38.49,39.76590257879656,-0.03208534186463763
2014-07-15,38.7,42.10590257879656,-0.08088895784677186
2014-07-16,41.04,42.795902578796564,-0.041029689128849856
2014-07-17,41.73,43.06590257879656,-0.031019960079840314
2014-07-18,42.0,42.64590257879656,-0.015145712477374063
2014-07-21,41.58,42.23590257879656,-0.015529503070826789
2014-07-22,41.17,41.76590257879656,-0.014267681098769969
2014-07-23,40.7,41.70590257879656,-0.024118949995053263
2014-07-24,40.64,41.82590257879656,-0.028353305145356167
2014-07-25,40.76,41.94590257879656,-0.028272191224609222
2014-07-28,40.88,41.78590257879656,-0.021679622142617982
2014-07-29,40.72,42.37590257879656,-0.03907651467051276
2014-07-30,41.31,43.115902578796565,-0.04188483763029616
2014-07-31,42.05,41.98590257879656,0.001526641497896719
2014-08-01,40.92,42.64590257879656,-0.040470537013670094
2014-08-04,41.58,42.46590257879656,-0.020861503582850882
2014-08-05,41.4,41.67590257879656,-0.006620194446296912
2014-08-06,40.61,40.84590257879656,-0.005775428229097823
2014-08-07,39.78,42.02590257879656,-0.05344091241313853
2014-08-08,40.96,42.03590257879656,-0.025594848993185537
2014-08-11,40.97,41.795902578796564,-0.019760371898645213
2014-08-12,40.73,42.00590257879656,-0.030374364088550765
