date,DAL,dcf,Deviation
2008-01-29,16.01,18.798,-0.148313650388339
2008-01-30,16.15,19.468,-0.17043353194986655
2008-01-31,16.82,21.178,-0.20577958258570217
2008-02-01,18.53,19.898,-0.06875062820383948
2008-02-04,17.25,19.678,-0.12338652302063224
2008-02-05,17.03,20.598,-0.17322070103893572
2008-02-06,17.95,21.138,-0.15081843126123584
2008-02-07,18.49,20.838,-0.11267875995776955
2008-02-08,18.19,20.648,-0.11904300658659428
2008-02-11,18.0,20.178,-0.1079393398751115
2008-02-12,17.53,20.358,-0.13891344925827687
2008-02-13,17.71,19.698,-0.10092395167022028
2008-02-14,17.05,19.968,-0.1461338141025641
2008-02-15,17.32,19.418,-0.10804408280976407
2008-02-19,16.77,19.458,-0.1381436941103915
2008-02-20,16.81,18.858,-0.10860112419132473
2008-02-21,16.21,19.018,-0.1476495951204122
2008-02-22,16.37,18.798,-0.12916267688051908
2008-02-25,16.15,18.558,-0.1297553615691347
2008-02-26,15.91,17.648,-0.09848141432456936
2008-02-27,15.0,16.738,-0.1038355837017565
2008-02-28,14.09,15.998,-0.1192649081135142
2008-02-29,13.35,15.628,-0.14576401330944466
2008-03-03,12.98,15.788,-0.17785659994932856
2008-03-04,13.14,16.978,-0.22605725055954773
2008-03-05,14.33,16.148,-0.11258360168441905
2008-03-06,13.5,15.538,-0.13116231175183424
2008-03-07,12.89,14.628,-0.11881323489198792
2008-03-10,11.98,14.758,-0.18823688846727193
2008-03-11,12.11,12.778,-0.052277351698231445
2008-03-12,10.13,13.168,-0.23071081409477512
2008-03-13,10.52,12.248,-0.14108425865447416
2008-03-14,9.6,11.878,-0.19178312847280687
2008-03-17,9.23,12.738,-0.27539645156225456
2008-03-18,10.09,13.078,-0.22847530203395017
2008-03-19,10.43,12.648,-0.17536369386464268
2008-03-20,10.0,12.658,-0.20998577974403532
2008-03-24,10.01,12.618,-0.206688857188144
2008-03-25,9.97,11.388,-0.12451703547593951
2008-03-26,8.74,10.998,-0.2053100563738861
2008-03-27,8.35,11.258,-0.2583052051874223
2008-03-28,8.61,11.248,-0.2345305832147937
2008-03-31,8.6,9.146298247272089,-0.05972889058532771
2008-04-01,9.14,8.80629824727209,0.03789353294175335
2008-04-02,8.8,8.816298247272089,-0.0018486497183929362
2008-04-03,8.81,8.75629824727209,0.006132928688745931
2008-04-04,8.75,9.296298247272087,-0.05876513777216574
2008-04-07,9.29,9.34629824727209,-0.006023587711693534
2008-04-08,9.34,8.91629824727209,0.047519917007883716
2008-04-09,8.91,9.75629824727209,-0.08674378599575094
2008-04-10,9.75,10.01629824727209,-0.02658649340285124
2008-04-11,10.01,10.486298247272089,-0.045421009019650294
2008-04-14,10.48,9.16629824727209,0.14331867863004244
2008-04-15,9.16,8.626298247272087,0.0618691514516887
2008-04-16,8.62,8.55629824727209,0.007445013122142852
2008-04-17,8.55,8.75629824727209,-0.023559984076188645
2008-04-18,8.75,8.206298247272088,0.06625420333810661
2008-04-21,8.2,6.806298247272089,0.20476648276271092
2008-04-22,6.8,6.56629824727209,0.03559109622000478
2008-04-23,6.56,7.266298247272089,-0.09720193463532101
2008-04-24,7.26,7.016298247272089,0.03473366498105479
2008-04-25,7.01,7.1962982472720896,-0.025888066457322
2008-04-28,7.19,8.246298247272088,-0.12809362644887556
2008-04-29,8.24,8.51629824727209,-0.032443467719157515
2008-04-30,8.51,8.83629824727209,-0.03692702963855077
2008-05-01,8.83,8.50629824727209,0.03805436199368151
2008-05-02,8.5,8.11629824727209,0.04727546241377634
2008-05-05,8.11,7.876298247272089,0.029671521492834696
2008-05-06,7.87,7.676298247272089,0.025233745027656518
2008-05-07,7.67,7.5762982472720894,0.012367748690681246
2008-05-08,7.57,7.6562982472720895,-0.011271536777297975
2008-05-09,7.65,7.4462982472720896,0.0273561098365267
2008-05-12,7.44,7.39629824727209,0.005908597958989681
2008-05-13,7.39,7.956298247272089,-0.07117609592705398
2008-05-14,7.95,7.85629824727209,0.011926959718012942
2008-05-15,7.85,7.506298247272089,0.045788448767382306
2008-05-16,7.5,7.1562982472720895,0.0480278687181499
2008-05-19,7.15,6.9062982472720895,0.03528688510146094
2008-05-20,6.9,5.77629824727209,0.19453665732350123
2008-05-21,5.77,5.77629824727209,-0.0010903604700578384
2008-05-22,5.77,5.506298247272089,0.04789093159974622
2008-05-23,5.5,5.926298247272089,-0.07193330971290834
2008-05-27,5.92,5.6562982472720895,0.04662090667780605
2008-05-28,5.65,6.14629824727209,-0.08074750480785098
2008-05-29,6.14,6.1562982472720895,-0.00264741028089599
2008-05-30,6.15,5.85629824727209,0.05015143360649699
2008-06-02,5.85,6.10629824727209,-0.04197276924470372
2008-06-03,6.1,6.10629824727209,-0.0010314345970414696
2008-06-04,6.1,6.846298247272089,-0.10900755712321653
2008-06-05,6.84,6.306298247272089,0.08462995751251912
2008-06-06,6.3,6.096298247272089,0.033414007068807816
2008-06-09,6.09,5.93629824727209,0.025891851508394348
2008-06-10,5.93,5.36629824727209,0.10504480495739532
2008-06-11,5.36,5.146298247272089,0.04152533383411838
2008-06-12,5.14,5.3262982472720894,-0.03497705885461899
2008-06-13,5.32,5.56629824727209,-0.044248122599753636
2008-06-16,5.56,5.73629824727209,-0.03073380073219323
2008-06-17,5.73,5.456298247272089,0.050162535170204414
2008-06-18,5.45,6.386298247272089,-0.14661047934490523
2008-06-19,6.38,5.68629824727209,0.12199531620781623
2008-06-20,5.68,5.006298247272089,0.13457083846233253
2008-06-23,5.0,5.266298247272089,-0.05056649562337834
2008-06-24,5.26,5.316298247272089,-0.010589745844484355
2008-06-25,5.31,5.466298247272089,-0.028593069789064063
2008-06-26,5.46,5.526298247272089,-0.011996863778536593
2008-06-27,5.52,5.706298247272089,-0.032647828627105135
2008-06-30,5.7,5.537932848018776,0.02926491823374211
2008-07-01,5.53,4.907932848018776,0.12674728266348212
2008-07-02,4.9,4.957932848018776,-0.011684879524321401
2008-07-03,4.95,4.887932848018775,0.01269803696390448
2008-07-07,4.88,5.847932848018775,-0.1655170935053918
2008-07-08,5.84,5.287932848018776,0.1044013167050839
2008-07-09,5.28,5.197932848018776,0.015788420970560324
2008-07-10,5.19,4.937932848018775,0.05104710001926427
2008-07-11,4.93,4.647932848018775,0.06068658072404354
2008-07-14,4.64,4.677932848018775,-0.00810889109595514
2008-07-15,4.67,5.917932848018776,-0.21087310046726238
2008-07-16,5.91,6.817932848018776,-0.13316834710136694
2008-07-17,6.81,6.937932848018774,-0.01843962039144087
2008-07-18,6.93,6.567932848018776,0.055126500279375046
2008-07-21,6.56,7.717932848018775,-0.15003147485482748
2008-07-22,7.71,8.607932848018775,-0.10431457399501509
2008-07-23,8.6,6.807932848018775,0.2632322016076798
2008-07-24,6.8,7.347932848018775,-0.07456965916155789
2008-07-25,7.34,6.907932848018775,0.06254651883379903
2008-07-28,6.9,7.917932848018776,-0.12856042954108693
2008-07-29,7.91,7.197932848018775,0.09892661782434109
2008-07-30,7.19,7.5479328480187755,-0.047421307956221015
2008-07-31,7.54,7.707932848018776,-0.021787014927347248
2008-08-01,7.7,8.127932848018775,-0.05264965348761286
2008-08-04,8.12,8.707932848018775,-0.0675169248867763
2008-08-05,8.7,8.737932848018776,-0.004341169551031476
2008-08-06,8.73,8.797932848018775,-0.007721455618301509
2008-08-07,8.79,9.127932848018775,-0.03702183765430789
2008-08-08,9.12,9.347932848018775,-0.024383235494367606
2008-08-11,9.34,9.247932848018776,0.009955430418263411
2008-08-12,9.24,8.347932848018775,0.10686084426193498
2008-08-13,8.34,8.827932848018776,-0.05527147254278009
2008-08-14,8.82,9.417932848018776,-0.06348875678642796
2008-08-15,9.41,9.407932848018776,0.0002197243554580286
2008-08-18,9.4,8.577932848018776,0.09583511162262082
2008-08-19,8.57,8.277932848018775,0.03528261914460051
2008-08-20,8.27,7.907932848018775,0.0457853093772711
2008-08-21,7.9,8.637932848018776,-0.08542933373093198
2008-08-22,8.63,8.377932848018775,0.03008703418300085
2008-08-25,8.37,7.947932848018775,0.05310401585569946
2008-08-26,7.94,7.327932848018777,0.08352521300010363
2008-08-27,7.32,8.197932848018775,-0.10709197846515028
2008-08-28,8.19,8.137932848018776,0.006398080809169926
2008-08-29,8.13,9.177932848018775,-0.11417961597365467
2008-09-02,9.17,9.117932848018775,0.005710411871758803
2008-09-03,9.11,8.967932848018776,0.01584168329411706
2008-09-04,8.96,8.817932848018776,0.016111162834852477
2008-09-05,8.81,8.597932848018775,0.024664899776472682
2008-09-08,8.59,8.237932848018776,0.042737317537845154
2008-09-09,8.23,7.877932848018776,0.04469029614409137
2008-09-10,7.87,8.097932848018775,-0.028147041016095997
2008-09-11,8.09,8.137932848018776,-0.005890052045642746
2008-09-12,8.13,8.057932848018776,0.008943627769117501
2008-09-15,8.05,9.947932848018775,-0.19078665658632443
2008-09-16,9.94,9.007932848018775,0.1034718139785229
2008-09-17,9.0,9.457932848018775,-0.048417857831873023
2008-09-18,9.45,9.677932848018775,-0.023551811280178248
2008-09-19,9.67,8.707932848018775,0.11048169166808797
2008-09-22,8.7,8.857932848018775,-0.01782953774074958
2008-09-23,8.85,8.037932848018775,0.1010293526128907
2008-09-24,8.03,8.067932848018776,-0.004701681178232886
2008-09-25,8.06,7.957932848018776,0.012825837303545029
2008-09-26,7.95,7.3379328480187755,0.08341138637518086
2008-09-29,7.33,7.457932848018776,-0.017153928659033313
2008-09-30,7.45,8.555289510489517,-0.12919370047434842
2008-10-01,8.55,7.915289510489517,0.08018790578277035
2008-10-02,7.91,7.865289510489516,0.00568453194899643
2008-10-03,7.86,7.245289510489516,0.08484277800362916
2008-10-06,7.24,5.715289510489515,0.26677747237687943
2008-10-07,5.71,5.645289510489515,0.011462740642485425
2008-10-08,5.64,5.665289510489517,-0.004463939652632476
2008-10-09,5.66,6.035289510489515,-0.062182519966482275
2008-10-10,6.03,6.805289510489516,-0.11392454491385007
2008-10-13,6.8,7.3552895104895155,-0.07549526224598058
2008-10-14,7.35,7.445289510489516,-0.012798630644955455
2008-10-15,7.44,8.845289510489515,-0.15887433744514523
2008-10-16,8.84,9.195289510489514,-0.03863820819172892
2008-10-17,9.19,9.415289510489517,-0.023928049184098188
2008-10-20,9.41,9.765289510489515,-0.0363828957767075
2008-10-21,9.76,9.935289510489515,-0.017643120545651647
2008-10-22,9.93,8.805289510489517,0.12773123338768633
2008-10-23,8.8,8.315289510489517,0.05829147486675401
2008-10-24,8.31,7.665289510489517,0.08410778074699388
2008-10-27,7.66,8.165289510489517,-0.06188262030885716
2008-10-28,8.16,7.995289510489516,0.020600941253520633
2008-10-29,7.99,9.555289510489517,-0.16381392827199937
2008-10-30,9.55,10.985289510489517,-0.13065559256485704
2008-10-31,10.98,11.525289510489515,-0.04731243497121962
2008-11-03,11.52,11.285289510489514,0.020797914780327442
2008-11-04,11.28,10.485289510489517,0.07579289906258202
2008-11-05,10.48,9.525289510489515,0.10022902594814909
2008-11-06,9.52,9.465289510489516,0.005780117919251593
2008-11-07,9.46,8.985289510489517,0.05283196372874821
2008-11-10,8.98,8.845289510489515,0.015229630341746736
2008-11-11,8.84,7.375289510489516,0.1985970160801549
2008-11-12,7.37,8.175289510489517,-0.09850287374609412
2008-11-13,8.17,7.8552895104895155,0.040063512502020115
2008-11-14,7.85,7.875289510489516,-0.003211248355483587
2008-11-17,7.87,7.885289510489516,-0.0019389916463025125
2008-11-18,7.88,7.005289510489516,0.12486428836391683
2008-11-19,7.0,7.0252895104895146,-0.0035997819665303243
2008-11-20,7.02,6.825289510489516,0.028527799327961123
2008-11-21,6.82,7.3552895104895155,-0.07277613066435096
2008-11-24,7.35,8.395289510489516,-0.12450904869730539
2008-11-25,8.39,8.425289510489517,-0.0041885220021912195
2008-11-26,8.42,8.815289510489517,-0.044841353198797784
2008-11-28,8.81,7.965289510489515,0.10604893750542077
2008-12-01,7.96,8.475289510489516,-0.060799045254060435
2008-12-02,8.47,8.745289510489517,-0.03147860458585405
2008-12-03,8.74,8.885289510489518,-0.016351691221540454
2008-12-04,8.88,10.365289510489514,-0.14329455139544567
2008-12-05,10.36,11.025289510489515,-0.06034213522071741
2008-12-08,11.02,10.875289510489514,0.01330635744187858
2008-12-09,10.87,11.005289510489515,-0.012293135074780803
2008-12-10,11.0,9.975289510489516,0.10272488717575068
2008-12-11,9.97,10.505289510489515,-0.05095428450163397
2008-12-12,10.5,10.635289510489518,-0.012720811253523645
2008-12-15,10.63,11.185289510489515,-0.04964462564592231
2008-12-16,11.18,11.005289510489515,0.01587513798196416
2008-12-17,11.0,11.015289510489515,-0.0013880262043911573
2008-12-18,11.01,10.575289510489515,0.0411062495338117
2008-12-19,10.57,10.255289510489515,0.030687626047864125
2008-12-22,10.25,10.275289510489515,-0.002461196880506167
2008-12-23,10.27,10.475289510489516,-0.019597502320479854
2008-12-24,10.47,10.605289510489516,-0.01275679559296361
2008-12-26,10.6,10.785289510489514,-0.017179836508728563
2008-12-29,10.78,10.925289510489515,-0.013298458622082343
2008-12-30,10.92,11.465289510489518,-0.047560029774270984
2008-12-31,11.46,12.138863034934504,-0.05592476272125313
2009-01-02,12.13,11.958863034934502,0.014310471201615771
2009-01-05,11.95,12.388863034934504,-0.035423996027479254
2009-01-06,12.38,11.888863034934504,0.04131067568213442
2009-01-07,11.88,12.228863034934506,-0.02852783892810795
2009-01-08,12.22,11.768863034934505,0.03833309672534613
2009-01-09,11.76,11.308863034934506,0.03989233609708376
2009-01-12,11.3,11.118863034934504,0.01629096108985051
2009-01-13,11.11,10.298863034934504,0.07875985556017784
2009-01-14,10.29,10.978863034934506,-0.06274447843483966
2009-01-15,10.97,11.438863034934503,-0.040988604680603835
2009-01-16,11.43,11.048863034934504,0.034495582383491374
2009-01-20,11.04,10.108863034934505,0.09211094876324322
2009-01-21,10.1,10.588863034934505,-0.0461676606186765
2009-01-22,10.58,10.268863034934505,0.030299066606206848
2009-01-23,10.26,9.938863034934503,0.03231123760703003
2009-01-26,9.93,7.938863034934505,0.25080883198307014
2009-01-27,7.93,8.748863034934505,-0.09359650867372793
2009-01-28,8.74,8.028863034934504,0.08857256151602755
2009-01-29,8.02,6.908863034934505,0.16082775985673137
2009-01-30,6.9,7.078863034934504,-0.02526719814351641
2009-02-02,7.07,6.908863034934505,0.023323224711607304
2009-02-03,6.9,6.518863034934504,0.05846678523892712
2009-02-04,6.51,6.538863034934505,-0.004414075471576906
2009-02-05,6.53,7.348863034934504,-0.11142717329767216
2009-02-06,7.34,7.308863034934505,0.004260165352212519
2009-02-09,7.3,6.848863034934504,0.0658703441380486
2009-02-10,6.84,6.478863034934504,0.05574079327163095
2009-02-11,6.47,6.978863034934504,-0.0729148906329381
2009-02-12,6.97,7.118863034934504,-0.020911068832759727
2009-02-13,7.11,6.358863034934504,0.11812441326993195
2009-02-17,6.35,5.718863034934504,0.11036056663887628
2009-02-18,5.71,5.7388630349345044,-0.005029399509764332
2009-02-19,5.73,5.5688630349345045,0.028935343544032932
2009-02-20,5.56,5.718863034934504,-0.02777877944690521
2009-02-23,5.71,5.958863034934504,-0.04176350982989818
2009-02-24,5.95,5.718863034934504,0.04041659393721497
2009-02-25,5.71,5.698863034934504,0.0019542433284016614
2009-02-26,5.69,5.038863034934505,0.1292229934711766
2009-02-27,5.03,4.598863034934504,0.09374859868416086
2009-03-02,4.59,4.268863034934504,0.07522775091106282
2009-03-03,4.26,4.468863034934504,-0.04673739904350538
2009-03-04,4.46,3.938863034934504,0.13230644489118704
2009-03-05,3.93,4.068863034934504,-0.034128215607714285
2009-03-06,4.06,4.198863034934504,-0.033071580039445325
2009-03-09,4.19,4.748863034934504,-0.11768354463442887
2009-03-10,4.74,4.808863034934505,-0.014320024179154567
2009-03-11,4.8,5.338863034934504,-0.1009321706529066
2009-03-12,5.33,5.828863034934504,-0.08558496433088858
2009-03-13,5.82,5.548863034934505,0.048863517329311046
2009-03-16,5.54,6.158863034934505,-0.10048332483189992
2009-03-17,6.15,6.078863034934504,0.011702347076530728
2009-03-18,6.07,5.378863034934504,0.1284912741924673
2009-03-19,5.37,5.028863034934504,0.0678358035793949
2009-03-20,5.02,5.448863034934504,-0.07870688475465781
2009-03-23,5.44,5.458863034934504,-0.0034554878577806036
2009-03-24,5.45,5.688863034934505,-0.0419878336791869
2009-03-25,5.68,6.288863034934505,-0.0968160749490462
2009-03-26,6.28,6.048863034934505,0.03821163807654271
2009-03-27,6.04,5.408863034934505,0.11668569919207372
2009-03-30,5.4,5.638863034934504,-0.04236014130059074
2009-03-31,5.63,11.279471034909609,-0.5008631182636734
2009-04-01,5.91,11.81947103490961,-0.4999776231487505
2009-04-02,6.45,12.009471034909609,-0.4629238888831254
2009-04-03,6.64,12.309471034909611,-0.4605779581292335
2009-04-06,6.94,12.029471034909609,-0.42308352712599984
2009-04-07,6.66,12.279471034909609,-0.4576313604172262
2009-04-08,6.91,12.759471034909609,-0.4584414995657419
2009-04-09,7.39,12.879471034909614,-0.42621867156116
2009-04-13,7.51,12.36947103490961,-0.39286005207458097
2009-04-14,7.0,12.649471034909608,-0.4466171762691402
2009-04-15,7.28,12.649471034909608,-0.4244818633199058
2009-04-16,7.28,12.689471034909612,-0.42629602290180446
2009-04-17,7.32,12.17947103490961,-0.39898867701077256
2009-04-20,6.81,13.479471034909608,-0.49478729674456645
2009-04-21,8.11,13.01947103490961,-0.3770868280090379
2009-04-22,7.65,13.36947103490961,-0.4278008471670457
2009-04-23,8.0,13.249471034909611,-0.39620231034720876
2009-04-24,7.88,12.11947103490961,-0.3498066064680544
2009-04-27,6.75,11.44947103490961,-0.4104531135613909
2009-04-28,6.08,11.589471034909613,-0.4753858927913168
2009-04-29,6.22,11.539471034909612,-0.46098049198416136
2009-04-30,6.17,11.789471034909612,-0.47665166810876314
2009-05-01,6.42,12.38947103490961,-0.4818180710128406
2009-05-04,7.02,12.899471034909608,-0.4557916381995898
2009-05-05,7.53,12.69947103490961,-0.40706191783100554
2009-05-06,7.33,12.34947103490961,-0.4064523104447566
2009-05-07,6.98,12.329471034909611,-0.43387676728086233
2009-05-08,6.96,12.279471034909609,-0.4332003406162004
2009-05-11,6.91,11.999471034909611,-0.4241412825701236
2009-05-12,6.63,11.709471034909612,-0.433791673404043
2009-05-13,6.34,11.73947103490961,-0.45994159522632905
2009-05-14,6.37,11.69947103490961,-0.455530939732848
2009-05-15,6.33,12.149471034909608,-0.47898966285760647
2009-05-18,6.78,11.96947103490961,-0.43355892835817356
2009-05-19,6.6,11.839471034909613,-0.442542662544688
