date,PH,dcf,Deviation
2009-09-28,52.82,54.064778975706595,-0.02302384286572079
2009-09-29,52.91,52.9947789757066,-0.001599760907493697
2009-09-30,51.84,,
2009-10-01,50.2,,
2009-10-02,49.5,,
2009-10-05,51.18,,
2009-10-06,51.51,,
2009-10-07,51.0,,
2009-10-08,51.95,,
2009-10-09,52.87,,
2009-10-12,52.78,,
2009-10-13,52.23,,
2009-10-14,53.65,,
2009-10-15,53.51,,
2009-10-16,53.27,,
2009-10-19,55.26,,
2009-10-20,57.97,,
2009-10-21,56.26,,
2009-10-22,57.74,,
2009-10-23,56.86,,
2009-10-26,55.73,,
2009-10-27,54.15,,
2009-10-28,53.07,,
2009-10-29,54.3,,
2009-10-30,52.96,,
2009-11-02,53.59,,
2009-11-03,55.25,,
2009-11-04,54.53,,
2009-11-05,56.63,,
2009-11-06,56.14,,
2009-11-09,57.46,,
2009-11-10,57.15,,
2009-11-11,56.11,,
2009-11-12,55.29,,
2009-11-13,55.0,,
2009-11-16,56.96,,
2009-11-17,56.09,,
2009-11-18,55.81,,
2009-11-19,54.31,,
2009-11-20,53.98,,
2009-11-23,54.34,,
2009-11-24,54.88,,
2009-11-25,55.02,,
2009-11-27,53.57,,
2009-11-30,53.96,,
2009-12-01,54.75,,
2009-12-02,54.9,,
2009-12-03,54.23,,
2009-12-04,55.31,,
2009-12-07,55.53,,
2009-12-08,54.09,,
2009-12-09,53.92,,
2009-12-10,53.76,,
2009-12-11,54.0,,
2009-12-14,55.72,,
2009-12-15,55.67,,
2009-12-16,55.69,,
2009-12-17,54.2,,
2009-12-18,53.99,,
2009-12-21,54.5,,
2009-12-22,54.48,,
2009-12-23,54.8,,
2009-12-24,54.96,,
2009-12-28,54.81,,
2009-12-29,54.46,,
2009-12-30,54.35,,
2009-12-31,53.88,55.95582894218359,-0.03709763542826672
2010-01-04,54.52,55.69582894218359,-0.021111615798091177
2010-01-05,54.26,55.465828942183585,-0.021740032830673384
2010-01-06,54.03,56.105828942183585,-0.036998454194887676
2010-01-07,54.67,57.65582894218358,-0.05178711323668117
2010-01-08,56.22,59.25582894218359,-0.05123257907919365
2010-01-11,57.82,59.37582894218358,-0.02620306899123126
2010-01-12,57.94,59.68582894218358,-0.029250309045296685
2010-01-13,58.25,60.22582894218359,-0.03280700285720228
2010-01-14,58.79,59.99582894218359,-0.020098546239699755
2010-01-15,58.56,62.855828942183585,-0.06834416178227476
2010-01-19,61.42,62.04582894218359,-0.010086559448931776
2010-01-20,60.61,60.95582894218359,-0.005673435144514349
2010-01-21,59.52,59.05582894218358,0.007859868638383727
2010-01-22,57.62,58.80582894218358,-0.020165159874703242
2010-01-25,57.37,58.03582894218359,-0.011472722184202921
2010-01-26,56.6,58.83582894218358,-0.0380011462807921
2010-01-27,57.4,57.75582894218359,-0.0061609182778727956
2010-01-28,56.32,57.34582894218358,-0.01788846653900189
2010-01-29,55.91,58.575828942183584,-0.045510733528241754
2010-02-01,57.14,59.575828942183584,-0.0408861947107354
2010-02-02,58.14,58.73582894218359,-0.01014421610989924
2010-02-03,57.3,56.36582894218358,0.01657335792532444
2010-02-04,54.93,56.40582894218358,-0.026164475726370706
2010-02-05,54.97,55.97582894218359,-0.017968986992983993
2010-02-08,54.54,57.18582894218358,-0.04626721324366201
2010-02-09,55.75,56.98582894218359,-0.021686601127403615
2010-02-10,55.55,58.19582894218359,-0.045464236703495864
2010-02-11,56.76,57.51582894218359,-0.013141233571429045
2010-02-12,56.08,58.68582894218358,-0.04440303543724
2010-02-16,57.25,59.62582894218358,-0.0398456337518982
2010-02-17,58.19,60.19582894218359,-0.033321726395862616
2010-02-18,58.76,60.43582894218358,-0.0277290635623908
2010-02-19,59.0,60.355828942183585,-0.022463927112696402
2010-02-22,58.92,59.74582894218359,-0.013822369808991208
2010-02-23,58.31,60.30582894218358,-0.0330951249189696
2010-02-24,58.87,60.33582894218358,-0.024294502418922725
2010-02-25,58.9,61.74582894218359,-0.04608941188316251
2010-02-26,60.31,63.145828942183584,-0.04490920445086044
2010-03-01,61.71,63.50582894218359,-0.028278174965931546
2010-03-02,62.07,63.84582894218358,-0.027814329794225157
2010-03-03,62.41,63.50582894218359,-0.017255564732195694
2010-03-04,62.07,64.36582894218358,-0.035668443643377956
2010-03-05,62.93,64.45582894218359,-0.023672474114827424
2010-03-08,63.02,64.76582894218359,-0.026956019411750076
2010-03-09,63.33,65.25582894218358,-0.02951198342587702
2010-03-10,63.82,65.12582894218359,-0.02005086097779818
2010-03-11,63.69,65.04582894218359,-0.02084421037033335
2010-03-12,63.61,65.2758289421836,-0.025519843549732024
2010-03-15,63.84,65.87582894218359,-0.030904035286908438
2010-03-16,64.44,66.8058289421836,-0.03541351076162946
2010-03-17,65.37,67.03582894218358,-0.024849829836822157
2010-03-18,65.6,66.54582894218359,-0.0142131964875718
2010-03-19,65.11,66.98582894218359,-0.028003369844129877
2010-03-22,65.55,68.00582894218358,-0.036112035988436486
2010-03-23,66.57,66.7758289421836,-0.003082386927189096
2010-03-24,65.34,66.22582894218358,-0.013375883040390835
2010-03-25,64.79,66.04582894218359,-0.019014507990851803
2010-03-26,64.61,66.67582894218359,-0.03098317598683209
2010-03-29,65.24,66.95582894218359,-0.025626281823277974
2010-03-30,65.52,66.17582894218359,-0.009910400106307282
2010-03-31,64.74,67.60613866697304,-0.04239465118828345
2010-04-01,65.27,68.75613866697304,-0.0507029442688528
2010-04-05,66.42,68.65613866697304,-0.0325701198813374
2010-04-06,66.32,68.83613866697304,-0.036552582926623
2010-04-07,66.5,69.92613866697305,-0.04899653737910814
2010-04-08,67.59,70.81613866697305,-0.0455565458340591
2010-04-09,68.48,71.81613866697305,-0.04645388528118222
2010-04-12,69.48,72.09613866697305,-0.036286806968366614
2010-04-13,69.76,72.87613866697305,-0.04275938220619879
2010-04-14,70.54,72.54613866697304,-0.02765327974494025
2010-04-15,70.21,71.40613866697304,-0.016751202197778037
2010-04-16,69.07,71.72613866697304,-0.03703166957454096
2010-04-19,69.39,70.13613866697304,-0.01063843378256002
2010-04-20,67.8,73.33613866697304,-0.07548991217158596
2010-04-21,71.0,72.77613866697304,-0.024405508446947555
2010-04-22,70.44,73.32613866697304,-0.03936029797070151
2010-04-23,70.99,73.49613866697304,-0.034098916112163424
2010-04-26,71.16,71.08613866697304,0.001039039880517123
2010-04-27,68.75,71.39613866697304,-0.03706277000939706
2010-04-28,69.06,73.56613866697305,-0.061252890917272484
2010-04-29,71.23,71.51613866697305,-0.00400103630182691
2010-04-30,69.18,73.15613866697304,-0.05435140152863327
2010-05-03,70.82,70.31613866697305,0.007165657025242966
2010-05-04,67.98,69.57613866697304,-0.022940891770567573
2010-05-05,67.24,66.83613866697304,0.006042559326164598
2010-05-06,64.5,64.58613866697304,-0.0013337020721613246
2010-05-07,62.25,70.02613866697304,-0.11104622952229926
2010-05-10,67.69,69.38613866697304,-0.024444920838063378
2010-05-11,67.05,71.39613866697304,-0.0608735815146193
2010-05-12,69.06,70.51613866697305,-0.020649722099078116
2010-05-13,68.18,68.79613866697304,-0.008956006527570115
2010-05-14,66.46,68.60613866697304,-0.03128202094845767
2010-05-17,66.27,67.28613866697305,-0.015101753304679
2010-05-18,64.95,65.96613866697305,-0.015403943409557086
2010-05-19,63.63,62.03613866697304,0.025692465186836433
2010-05-20,59.7,62.90613866697305,-0.050967023805839395
2010-05-21,60.57,61.896138666973044,-0.021425224505654872
2010-05-24,59.56,62.18613866697305,-0.0422302899531497
2010-05-25,59.85,62.606138666973045,-0.04402345721453993
2010-05-26,60.27,65.06613866697305,-0.07371174569803562
2010-05-27,62.73,63.79613866697304,-0.016711648843489968
2010-05-28,61.46,61.83613866697304,-0.006082829152686653
2010-06-01,59.5,64.01613866697303,-0.07054687710027385
2010-06-02,61.68,64.31613866697305,-0.04098720354813101
2010-06-03,61.98,60.856138666973045,0.018467509731058263
2010-06-04,58.52,59.41613866697305,-0.01508241173321434
2010-06-07,57.08,60.45613866697304,-0.055844431043979514
2010-06-08,58.12,60.75613866697304,-0.043388844729298826
2010-06-09,58.42,63.18613866697305,-0.07543013020772349
2010-06-10,60.85,63.396138666973044,-0.04016236194365386
2010-06-11,61.06,63.226138666973036,-0.03426017644984769
2010-06-14,60.89,65.80613866697304,-0.07470638403283747
2010-06-15,63.47,64.07613866697304,-0.009459662825866633
2010-06-16,61.74,63.83613866697304,-0.03283623838698002
2010-06-17,61.5,63.19613866697305,-0.026839276936068024
2010-06-18,60.86,63.36613866697304,-0.039550124399157394
2010-06-21,61.03,60.86613866697304,0.002692159164614072
2010-06-22,58.53,60.976138666973036,-0.040116326163794236
2010-06-23,58.64,58.976138666973036,-0.005699570615688265
2010-06-24,56.64,60.54613866697304,-0.06451507483339769
2010-06-25,58.21,60.326138666973044,-0.03507830459123307
2010-06-28,57.99,58.49613866697304,-0.00865251414037016
2010-06-29,56.16,57.79613866697304,-0.0283087885230644
2010-06-30,55.46,58.762964603436316,-0.05620827039150378
2010-07-01,55.23,58.552964603436315,-0.05675143224500889
2010-07-02,55.02,58.33296460343632,-0.056794037915932516
2010-07-06,54.8,60.40296460343631,-0.09275976171403943
2010-07-07,56.87,60.802964603436315,-0.06468376384420649
2010-07-08,57.27,60.85296460343632,-0.05887904766490193
2010-07-09,57.32,59.97296460343631,-0.044236009024711476
2010-07-12,56.44,61.802964603436315,-0.08677519982816695
2010-07-13,58.27,60.93296460343631,-0.04370318465164802
2010-07-14,57.4,61.61296460343632,-0.06837789141542705
2010-07-15,58.08,59.79296460343632,-0.028648263467068058
2010-07-16,56.26,60.41296460343632,-0.06874293673050602
2010-07-19,56.88,61.50296460343632,-0.0751665327556913
2010-07-20,57.97,61.82296460343632,-0.062322546777741517
2010-07-21,58.29,64.13296460343632,-0.09110704049884588
2010-07-22,60.6,65.72296460343631,-0.07794786243054619
2010-07-23,62.19,65.89296460343633,-0.056196661141623916
2010-07-26,62.36,64.62296460343632,-0.035017963309531996
2010-07-27,61.09,65.34296460343631,-0.06508680206426776
2010-07-28,61.81,65.09296460343631,-0.05043501434351638
2010-07-29,61.56,65.65296460343632,-0.06234241862738499
2010-07-30,62.12,67.38296460343632,-0.07810526940169571
2010-08-02,63.85,67.71296460343632,-0.05704911350521902
2010-08-03,64.18,67.97296460343631,-0.05580107658338851
2010-08-04,64.44,68.92296460343631,-0.06504311921621564
2010-08-05,65.39,69.01296460343632,-0.05249686959913502
2010-08-06,65.48,68.84296460343631,-0.04884979348010887
2010-08-09,65.31,68.57296460343632,-0.047583834566674144
2010-08-10,65.04,65.88296460343632,-0.012794879655314562
2010-08-11,62.35,66.36296460343632,-0.06046994174260456
2010-08-12,62.83,67.05296460343632,-0.06297953607885531
2010-08-13,63.52,66.93296460343632,-0.05099078792725542
2010-08-16,63.4,69.04296460343632,-0.08173120369103426
2010-08-17,65.51,69.40296460343632,-0.056092194702062614
2010-08-18,65.87,67.33296460343632,-0.021727316063574253
2010-08-19,63.8,66.76296460343632,-0.044380362990708355
2010-08-20,63.23,65.51296460343632,-0.034847523955839566
2010-08-23,61.98,63.83296460343632,-0.02902833379191927
2010-08-24,60.3,63.19296460343631,-0.04577985257680095
2010-08-25,59.66,63.38296460343632,-0.05873762179995101
2010-08-26,59.85,64.22296460343631,-0.06809035724897583
2010-08-27,60.69,62.89296460343632,-0.035027202443497996
2010-08-30,59.36,62.69296460343631,-0.05316329550722221
2010-08-31,59.16,65.73296460343632,-0.09999495143860748
2010-09-01,62.2,67.23296460343632,-0.0748585851170257
2010-09-02,63.7,68.50296460343631,-0.07011323716047435
2010-09-03,64.97,67.68296460343632,-0.04008341861695841
2010-09-07,64.15,68.57296460343632,-0.06450012230059932
2010-09-08,65.04,68.49296460343632,-0.05041342017283734
2010-09-09,64.96,68.58296460343632,-0.05282601334580983
2010-09-10,65.05,71.28296460343631,-0.08743974998952053
2010-09-13,67.75,70.51296460343632,-0.03918378157797198
2010-09-14,66.98,70.74296460343632,-0.05319206827887912
2010-09-15,67.21,70.75296460343631,-0.050075139936457735
2010-09-16,67.22,72.06296460343631,-0.06720462626103751
2010-09-17,68.53,73.37296460343632,-0.06600475569729813
2010-09-20,69.84,72.99296460343632,-0.04319545891259613
2010-09-21,69.46,72.91296460343631,-0.04735734751997145
2010-09-22,69.38,71.29296460343632,-0.026832445726967524
2010-09-23,67.76,73.41296460343631,-0.07700226566210211
2010-09-24,69.88,72.95296460343631,-0.04212254594642717
2010-09-27,69.42,73.64296460343633,-0.057343761568763196
2010-09-28,70.11,73.98296460343632,-0.05234941076227739
2010-09-29,70.45,73.59296460343631,-0.04270740580125443
2010-09-30,70.06,76.03946590649697,-0.07863634804917896
2010-10-01,70.41,73.90946590649699,-0.04734800696468533
2010-10-04,68.28,76.64946590649699,-0.10919144455235619
2010-10-05,71.02,75.81946590649697,-0.0633012360231584
2010-10-06,70.19,76.33946590649698,-0.08055421705502952
2010-10-07,70.71,76.80946590649698,-0.07941034134936042
2010-10-08,71.18,76.56946590649697,-0.07038662008010255
2010-10-11,70.94,76.15946590649699,-0.06853338379375018
2010-10-12,70.53,77.419465906497,-0.0889888069599668
2010-10-13,71.79,76.79946590649698,-0.06522787427449006
2010-10-14,71.17,76.65946590649699,-0.07160845489313206
2010-10-15,71.03,78.04946590649698,-0.08993611711457805
2010-10-18,72.42,80.70946590649699,-0.10270748063307034
2010-10-19,75.08,81.11946590649698,-0.07445149988362132
2010-10-20,75.49,81.57946590649698,-0.07464459148919256
2010-10-21,75.95,81.93946590649699,-0.07309622829774975
2010-10-22,76.31,82.81946590649697,-0.07859825990481684
2010-10-25,77.19,82.12946590649699,-0.06014243307171252
2010-10-26,76.5,81.609465906497,-0.06260874090698132
2010-10-27,75.98,81.499465906497,-0.0677239518701801
2010-10-28,75.87,82.17946590649699,-0.07677667209076089
2010-10-29,76.55,82.92946590649699,-0.0769264077220736
2010-11-01,77.3,84.139465906497,-0.08128725126562608
2010-11-02,78.51,83.48946590649699,-0.05964184645849424
2010-11-03,77.86,86.00946590649697,-0.0947508023751299
2010-11-04,80.38,87.30946590649698,-0.07936671968556097
2010-11-05,81.68,86.44946590649698,-0.05517056532952547
2010-11-08,80.82,85.45946590649699,-0.05428849639164757
2010-11-09,79.83,86.08946590649698,-0.07270884818004886
2010-11-10,80.46,86.93946590649699,-0.07452847609468449
2010-11-11,81.31,85.01946590649698,-0.043630783455833266
2010-11-12,79.39,86.02946590649698,-0.07717664914615685
2010-11-15,80.4,84.08946590649698,-0.04387548269838537
2010-11-16,78.46,83.67946590649699,-0.06237451267111571
2010-11-17,78.05,85.45946590649699,-0.08670152367443817
2010-11-18,79.83,86.80946590649698,-0.08039982545238333
2010-11-19,81.18,86.999465906497,-0.06689082336150753
2010-11-22,81.37,85.55946590649698,-0.048965545332826266
2010-11-23,79.93,87.919465906497,-0.09087254823628987
2010-11-24,82.29,87.08946590649698,-0.05510960317117908
2010-11-26,81.46,86.12946590649699,-0.054214499734228205
2010-11-29,80.5,85.859465906497,-0.06242137485846444
2010-11-30,80.23,88.81946590649697,-0.09670702045809831
2010-12-01,83.19,89.61946590649698,-0.07174184583073795
2010-12-02,83.99,89.84946590649699,-0.06521425416812965
2010-12-03,84.22,90.32946590649698,-0.06763535957160527
2010-12-06,84.7,90.61946590649698,-0.06532223344380339
2010-12-07,84.99,90.71946590649699,-0.06315586020317032
2010-12-08,85.09,90.669465906497,-0.06153632703925738
2010-12-09,85.04,91.76946590649698,-0.07333011955581781
2010-12-10,86.14,92.01946590649698,-0.06389371910146957
2010-12-13,86.39,91.72946590649698,-0.05820884111480262
2010-12-14,86.1,90.94946590649698,-0.053320444030783065
2010-12-15,85.32,90.97946590649698,-0.062205969776888304
2010-12-16,85.35,90.44946590649698,-0.056379171014327656
2010-12-17,84.82,90.59946590649699,-0.06379139047532223
2010-12-20,84.97,91.61946590649698,-0.07257699922943395
2010-12-21,85.99,91.22946590649698,-0.05743172838331678
2010-12-22,85.6,90.92946590649699,-0.05861098878527782
2010-12-23,85.3,91.43946590649699,-0.06714240777363034
2010-12-27,85.81,91.499465906497,-0.06218031821421821
2010-12-28,85.87,91.77946590649698,-0.06438766937821816
2010-12-29,86.15,91.609465906497,-0.05959499766180598
2010-12-30,85.98,91.92946590649699,-0.06471772513666385
2010-12-31,86.3,92.43765293926714,-0.06639775831716177
2011-01-03,87.53,92.37765293926714,-0.05247646790132443
2011-01-04,87.47,92.50765293926713,-0.05445660741792291
2011-01-05,87.6,90.81765293926713,-0.03542981826912983
2011-01-06,85.91,90.95765293926712,-0.05549453813015015
2011-01-07,86.05,92.15765293926714,-0.06627396363156235
2011-01-10,87.25,92.69765293926714,-0.058767970563788574
2011-01-11,87.79,93.56765293926713,-0.061748400839094275
2011-01-12,88.66,94.13765293926714,-0.05818769395919665
2011-01-13,89.23,94.55765293926713,-0.056342905874461446
2011-01-14,89.65,96.81765293926713,-0.07403250049619914
2011-01-18,91.91,95.98765293926712,-0.04248101515563796
2011-01-19,91.08,90.41765293926714,0.007325417539623125
2011-01-20,85.51,90.90765293926714,-0.059375121507901585
2011-01-21,86.0,91.97765293926713,-0.06499027479222785
2011-01-24,87.07,91.39765293926713,-0.04734971632305285
2011-01-25,86.49,93.09765293926714,-0.07097550508150496
2011-01-26,88.19,93.55765293926713,-0.05737267631918408
2011-01-27,88.65,92.09765293926714,-0.037434753538623244
2011-01-28,87.19,94.31765293926713,-0.07557071997812292
2011-01-31,89.41,95.35765293926714,-0.06237205673523838
2011-02-01,90.45,94.83765293926713,-0.04626488323236899
2011-02-02,89.93,94.99765293926714,-0.05334503308736405
2011-02-03,90.09,95.91765293926714,-0.0607568342290139
2011-02-04,91.01,96.61765293926713,-0.05803963115096611
2011-02-07,91.71,97.30765293926713,-0.05752531039630371
2011-02-08,92.4,96.27765293926714,-0.040275731915828894
2011-02-09,91.37,96.72765293926713,-0.05538905138772532
2011-02-10,91.82,98.46765293926714,-0.06751103271819914
2011-02-11,93.56,97.30765293926713,-0.038513444997035906
2011-02-14,92.4,96.30765293926713,-0.0405746876806492
2011-02-15,91.4,96.11765293926713,-0.04908206552076355
2011-02-16,91.21,96.55765293926713,-0.055383004624508625
2011-02-17,91.65,96.78765293926713,-0.053081697750134826
2011-02-18,91.88,94.00765293926713,-0.022632763107506726
2011-02-22,89.1,92.13765293926714,-0.03296863814481388
2011-02-23,87.23,92.54765293926714,-0.057458539145846865
2011-02-24,87.64,93.45765293926712,-0.06224908026577225
2011-02-25,88.55,94.08765293926713,-0.05885631925414958
2011-02-28,89.18,91.68765293926714,-0.02734995235321569
2011-03-01,86.78,91.53765293926713,-0.05197481895700029
2011-03-02,86.63,94.45765293926712,-0.08286944144483477
2011-03-03,89.55,92.23765293926712,-0.02913834918411007
2011-03-04,87.33,90.11765293926713,-0.030933483599998035
2011-03-07,85.21,90.89765293926713,-0.0625720550019847
2011-03-08,85.99,90.20765293926712,-0.04675493488458993
2011-03-09,85.3,89.12765293926714,-0.04294573920706024
2011-03-10,84.22,90.29765293926714,-0.06730687610845076
2011-03-11,85.39,90.91765293926714,-0.060798456191556216
2011-03-14,86.01,90.61765293926713,-0.05084718914928443
2011-03-15,85.71,90.82765293926714,-0.0563446568710646
2011-03-16,85.92,92.97765293926713,-0.07590698104497406
2011-03-17,88.07,93.61765293926713,-0.05925862019704853
2011-03-18,88.71,95.13765293926714,-0.06756160931750499
2011-03-21,90.23,95.38765293926714,-0.05407044602041933
2011-03-22,90.48,97.05765293926713,-0.06777057491162519
2011-03-23,92.15,97.84765293926714,-0.05822983759052036
2011-03-24,92.94,97.86765293926713,-0.050350169757570895
2011-03-25,92.96,98.27765293926714,-0.05410846494831645
2011-03-28,93.37,99.22765293926713,-0.059032464900206194
2011-03-29,94.32,99.55765293926713,-0.052609244840898794
2011-03-30,94.65,99.58765293926713,-0.04958097508612158
2011-03-31,94.68,102.61388920388094,-0.07731788810886309
2011-04-01,95.91,102.90388920388095,-0.06796525629875982
2011-04-04,96.2,102.90388920388095,-0.06514709264874041
2011-04-05,96.2,102.68388920388095,-0.0631441724125491
2011-04-06,95.98,103.63388920388095,-0.07385508025104903
2011-04-07,96.93,102.01388920388094,-0.04983526501690827
2011-04-08,95.31,101.94388920388094,-0.06507392699736625
2011-04-11,95.24,100.07388920388095,-0.0483032011880028
2011-04-12,93.37,100.28388920388093,-0.06894316982286885
2011-04-13,93.58,100.61388920388094,-0.06990972379198745
2011-04-14,93.91,100.29388920388095,-0.06365182619355358
2011-04-15,93.59,98.72388920388094,-0.05200250157566855
2011-04-18,92.02,100.57388920388095,-0.08505079471015309
2011-04-19,93.87,102.60388920388097,-0.08512239907910435
2011-04-20,95.9,103.26388920388094,-0.07131136799759596
2011-04-21,96.56,102.02388920388093,-0.05355499821186083
2011-04-25,95.32,105.19388920388094,-0.09386371469490906
2011-04-26,98.49,100.18388920388095,-0.016907800419224905
2011-04-27,93.48,100.81388920388095,-0.07274681357693935
2011-04-28,94.11,101.02388920388093,-0.06843816109601253
2011-04-29,94.32,100.02388920388093,-0.05702526915599704
2011-05-02,93.32,99.02388920388094,-0.05760114301446162
2011-05-03,92.32,96.68388920388095,-0.045135639865279575
2011-05-04,89.98,95.82388920388095,-0.060985723418584326
2011-05-05,89.12,95.60388920388095,-0.06782034975641704
2011-05-06,88.9,95.75388920388095,-0.07157818090592138
2011-05-09,89.05,96.97388920388094,-0.0817115748263072
2011-05-10,90.27,94.40388920388094,-0.04378939510588509
2011-05-11,87.7,95.23388920388095,-0.07910933037452728
2011-05-12,88.53,94.20388920388095,-0.060229882776933086
2011-05-13,87.5,94.40388920388094,-0.07313140657765527
2011-05-16,87.7,91.95388920388095,-0.04626111239785835
2011-05-17,85.25,93.75388920388095,-0.09070438865088626
2011-05-18,87.05,94.50388920388095,-0.07887388833067033
2011-05-19,87.8,93.14388920388095,-0.05737240789016018
2011-05-20,86.44,91.62388920388095,-0.05657792142337237
2011-05-23,84.92,92.50388920388095,-0.08198454431646496
2011-05-24,85.8,94.43388920388095,-0.0914278684979346
2011-05-25,87.73,94.71388920388095,-0.07373669545812278
2011-05-26,88.01,96.08388920388094,-0.08402958363549284
2011-05-27,89.38,95.55388920388094,-0.064611595146147
2011-05-31,88.85,92.33388920388094,-0.03773142487465497
2011-06-01,85.63,93.60388920388095,-0.08518758431621187
2011-06-02,86.9,92.99388920388095,-0.06552999617556188
2011-06-03,86.29,93.86388920388094,-0.08069012767444317
2011-06-06,87.16,93.55388920388094,-0.06834445107831721
2011-06-07,86.85,93.28388920388095,-0.06897106519453822
2011-06-08,86.58,94.50388920388095,-0.0838472286234283
2011-06-09,87.8,92.53388920388095,-0.051158437677365054
2011-06-10,85.83,93.23388920388095,-0.07941199564989032
2011-06-13,86.53,95.47388920388094,-0.09367890298028603
2011-06-14,88.77,93.13388920388094,-0.04685608258372931
2011-06-15,86.43,92.85388920388095,-0.06918276939133805
2011-06-16,86.15,92.02388920388094,-0.06383004733550446
2011-06-17,85.32,91.99388920388095,-0.0725470926562306
2011-06-20,85.29,92.83388920388094,-0.08126223374432928
2011-06-21,86.13,93.24388920388095,-0.07629335567852813
2011-06-22,86.54,92.76388920388095,-0.06709387949659784
2011-06-23,86.06,91.74388920388095,-0.06195387238543748
2011-06-24,85.04,92.43388920388095,-0.07999110788871255
2011-06-27,85.73,93.59388920388095,-0.08402139574252099
2011-06-28,86.89,93.62388920388095,-0.07192490358114512
2011-06-29,86.92,96.44388920388093,-0.09875057178322177
2011-06-30,89.74,95.56952122183407,-0.06099770248197334
2011-07-01,91.58,94.64952122183405,-0.032430393542508096
2011-07-05,90.66,94.23952122183407,-0.03798322800694309
2011-07-06,90.25,94.10952122183407,-0.04101095374543928
2011-07-07,90.12,93.25952122183406,-0.0336643506282448
2011-07-08,89.27,90.97952122183406,-0.018790176062432384
2011-07-11,86.99,90.17952122183407,-0.03536857568791163
2011-07-12,86.19,90.54952122183407,-0.048145160383055274
2011-07-13,86.56,88.99952122183407,-0.027410498262720795
2011-07-14,85.01,91.44952122183406,-0.0704161283273792
2011-07-15,87.46,89.88952122183407,-0.027027858073004785
2011-07-18,85.9,91.50952122183406,-0.061299864177364216
2011-07-19,87.52,91.22952122183406,-0.040661412798758234
2011-07-20,87.24,92.47952122183406,-0.05665601586826807
2011-07-21,88.49,91.43952122183407,-0.03225652521384581
2011-07-22,87.45,91.82952122183407,-0.04769186600956343
2011-07-25,87.84,88.69952122183406,-0.009690257737518415
2011-07-26,84.71,83.91952122183407,0.009419486272763011
2011-07-27,79.93,82.54952122183407,-0.03173272458836751
2011-07-28,78.56,83.00952122183406,-0.05360254048379809
2011-07-29,79.02,81.44952122183406,-0.029828551296416816
2011-08-01,77.46,74.86952122183406,0.03459991109720728
2011-08-02,70.88,76.17952122183407,-0.069566218543195
2011-08-03,72.19,71.83952122183405,0.004878634659656322
2011-08-04,67.85,71.58952122183405,-0.05223559479112061
2011-08-05,67.6,66.15952122183405,0.021772811404362935
2011-08-08,62.17,70.88952122183407,-0.12300155328385043
2011-08-09,66.9,67.00952122183406,-0.0016344128392066226
2011-08-10,63.02,70.69952122183406,-0.10862196927385126
2011-08-11,66.71,73.56952122183407,-0.09323862800670635
2011-08-12,69.58,75.07952122183407,-0.07324928465626313
2011-08-15,71.09,73.95952122183405,-0.038798537016312085
2011-08-16,69.97,73.08952122183405,-0.04268082715121346
2011-08-17,69.1,69.62952122183407,-0.0076048378983830656
2011-08-18,65.64,68.01952122183407,-0.03498291636122619
2011-08-19,64.03,67.58952122183406,-0.052663802871919074
2011-08-22,63.6,69.65952122183405,-0.08698769551598295
2011-08-23,65.67,71.83952122183405,-0.08587920850395303
2011-08-24,67.85,69.77952122183406,-0.02765168330261225
2011-08-25,65.79,71.68952122183407,-0.08229265757792903
2011-08-26,67.7,74.77952122183406,-0.09467192496235166
2011-08-29,70.79,75.39952122183405,-0.06113462190658081
2011-08-30,71.41,77.41952122183407,-0.07762281562830509
2011-08-31,73.43,76.27952122183406,-0.03735630712137206
2011-09-01,72.29,73.39952122183405,-0.01511619154136934
2011-09-02,69.41,72.05952122183406,-0.03676850993330305
2011-09-06,68.07,74.28952122183406,-0.08372003372133896
2011-09-07,70.3,73.67952122183407,-0.04586784992344095
2011-09-08,69.69,70.36952122183406,-0.009656470728171218
2011-09-09,66.38,70.06952122183407,-0.052655151019990076
2011-09-12,66.08,71.67952122183407,-0.07811884240276445
2011-09-13,67.69,73.33952122183405,-0.07703242573326374
2011-09-14,69.35,74.57952122183407,-0.07012006964055262
2011-09-15,70.59,74.05952122183406,-0.046847740366044666
2011-09-16,70.07,73.44952122183406,-0.046011480614382094
2011-09-19,69.46,71.36952122183406,-0.02675541588542829
2011-09-20,67.38,68.59952122183407,-0.017777401359558187
2011-09-21,64.61,65.89952122183405,-0.019567990752060282
2011-09-22,61.91,66.30952122183406,-0.06634825799926625
2011-09-23,62.32,67.48952122183407,-0.07659739065035231
2011-09-26,63.5,69.25952122183406,-0.08315854802672784
2011-09-27,65.27,68.27952122183406,-0.04407648395858543
2011-09-28,64.29,69.35952122183407,-0.0730904875427284
2011-09-29,65.37,67.11952122183406,-0.02606575836635938
2011-09-30,63.13,63.54020405507817,-0.006455818976007555
2011-10-03,60.81,65.72020405507817,-0.07471376764081672
2011-10-04,62.99,67.72020405507817,-0.06984922920833203
2011-10-05,64.99,68.94020405507817,-0.0572989898887194
2011-10-06,66.21,68.74020405507818,-0.036808212746224256
2011-10-07,66.01,72.93020405507818,-0.09488803911547972
2011-10-10,70.2,74.12020405507818,-0.0528898173589093
2011-10-11,71.39,75.58020405507817,-0.055440496720868926
2011-10-12,72.85,75.01020405507818,-0.028798802540144997
2011-10-13,72.28,76.34020405507817,-0.053185658924212564
2011-10-14,73.61,75.44020405507817,-0.02426032747395479
