date,WRK,dcf,Deviation
2015-12-30,41.23,,
2015-12-31,41.1,,
2016-01-04,41.01,,
2016-01-05,40.99,,
2016-01-06,39.85,,
2016-01-07,39.45,,
2016-01-08,37.78,,
2016-01-11,35.82,,
2016-01-12,34.55,,
2016-01-13,34.2,,
2016-01-14,34.69,,
2016-01-15,33.38,,
2016-01-19,32.85,,
2016-01-20,32.48,,
2016-01-21,32.8,,
2016-01-22,34.0,,
2016-01-25,28.93,,
2016-01-26,28.9,,
2016-01-27,29.37,,
2016-01-28,28.52,,
2016-01-29,31.79,,
2016-02-01,31.54,,
2016-02-02,30.06,,
2016-02-03,30.01,,
2016-02-04,31.02,,
2016-02-05,30.09,,
2016-02-08,29.0,,
2016-02-09,29.45,,
2016-02-10,28.25,,
2016-02-11,26.98,,
2016-02-12,27.96,,
2016-02-16,28.39,,
2016-02-17,29.47,,
2016-02-18,29.49,,
2016-02-19,28.43,,
2016-02-22,29.15,,
2016-02-23,29.35,,
2016-02-24,29.11,,
2016-02-25,29.21,,
2016-02-26,30.24,,
2016-02-29,30.43,,
2016-03-01,31.89,,
2016-03-02,33.25,,
2016-03-03,33.95,,
2016-03-04,33.12,,
2016-03-07,32.65,,
2016-03-08,31.86,,
2016-03-09,32.07,,
2016-03-10,31.57,,
2016-03-11,33.3,,
2016-03-14,34.26,,
2016-03-15,33.35,,
2016-03-16,34.23,,
2016-03-17,35.49,,
2016-03-18,35.53,,
2016-03-21,36.14,,
2016-03-22,36.21,,
2016-03-23,35.32,,
2016-03-24,34.71,,
2016-03-28,34.65,,
2016-03-29,35.1,,
2016-03-30,34.46,,
2016-03-31,35.17,,
2016-04-01,35.32,,
2016-04-04,34.09,,
2016-04-05,32.86,,
2016-04-06,33.65,,
2016-04-07,33.34,,
2016-04-08,33.51,,
2016-04-11,33.54,,
2016-04-12,34.18,,
2016-04-13,35.24,,
2016-04-14,34.52,,
2016-04-15,34.8,,
2016-04-18,35.15,,
2016-04-19,35.85,,
2016-04-20,35.63,,
2016-04-21,35.51,,
2016-04-22,36.71,,
2016-04-25,35.81,,
2016-04-26,36.76,,
2016-04-27,37.51,,
2016-04-28,37.62,,
2016-04-29,37.71,,
2016-05-02,37.23,,
2016-05-03,35.98,,
2016-05-04,35.1,,
2016-05-05,36.21,,
2016-05-06,36.85,,
2016-05-09,37.45,,
2016-05-10,38.23,,
2016-05-11,38.54,,
2016-05-12,38.3,,
2016-05-13,38.35,,
2016-05-16,39.63,,
2016-05-17,37.97,,
2016-05-18,37.4,,
2016-05-19,37.0,,
2016-05-20,37.9,,
2016-05-23,38.05,,
2016-05-24,38.69,,
2016-05-25,39.4,,
2016-05-26,39.32,,
2016-05-27,39.78,,
2016-05-31,39.61,,
2016-06-01,39.59,,
2016-06-02,39.87,,
2016-06-03,39.74,,
2016-06-06,40.24,,
2016-06-07,40.16,,
2016-06-08,40.47,,
2016-06-09,40.3,,
2016-06-10,39.0,,
2016-06-13,37.97,,
2016-06-14,37.84,,
2016-06-15,38.37,,
2016-06-16,38.94,,
2016-06-17,39.73,,
2016-06-20,40.75,,
2016-06-21,40.9,,
2016-06-22,40.46,,
2016-06-23,41.51,,
2016-06-24,38.59,,
2016-06-27,35.87,,
2016-06-28,37.27,,
2016-06-29,37.98,,
2016-06-30,38.87,,
2016-07-01,39.05,,
2016-07-05,37.04,,
2016-07-06,37.42,,
2016-07-07,37.16,,
2016-07-08,38.55,,
2016-07-11,38.87,,
2016-07-12,39.74,,
2016-07-13,39.61,,
2016-07-14,40.21,,
2016-07-15,42.51,,
2016-07-18,43.25,,
2016-07-19,42.92,,
2016-07-20,43.58,,
2016-07-21,43.29,,
2016-07-22,43.13,,
2016-07-25,42.84,,
2016-07-26,43.63,,
2016-07-27,43.24,,
2016-07-28,42.77,,
2016-07-29,42.91,,
2016-08-01,41.92,,
2016-08-02,41.01,,
2016-08-03,41.95,,
2016-08-04,43.72,,
2016-08-05,44.08,,
2016-08-08,44.01,,
2016-08-09,43.83,,
2016-08-10,43.86,,
2016-08-11,45.27,,
2016-08-12,44.47,,
2016-08-15,44.0,,
2016-08-16,44.86,,
2016-08-17,45.49,,
2016-08-18,45.57,,
2016-08-19,45.41,,
2016-08-22,44.35,,
2016-08-23,44.68,,
2016-08-24,44.47,,
2016-08-25,47.07,,
2016-08-26,48.05,,
2016-08-29,48.59,,
2016-08-30,48.54,,
2016-08-31,47.9,,
2016-09-01,48.51,,
2016-09-02,48.55,,
2016-09-06,48.83,,
2016-09-07,49.08,,
2016-09-08,48.19,,
2016-09-09,46.49,,
2016-09-12,47.29,,
2016-09-13,46.56,,
2016-09-14,45.97,,
2016-09-15,46.53,,
2016-09-16,47.72,,
2016-09-19,47.67,,
2016-09-20,47.24,,
2016-09-21,48.29,,
2016-09-22,48.36,,
2016-09-23,48.4,,
2016-09-26,47.69,,
2016-09-27,47.6,,
2016-09-28,47.74,,
2016-09-29,47.31,,
2016-09-30,48.48,,
2016-10-03,48.21,,
2016-10-04,47.87,,
2016-10-05,46.54,,
2016-10-06,47.45,,
2016-10-07,46.5,,
2016-10-10,46.98,,
2016-10-11,45.66,,
2016-10-12,46.0,,
2016-10-13,45.05,,
2016-10-14,46.71,,
2016-10-17,47.59,,
2016-10-18,47.8,,
2016-10-19,48.65,,
2016-10-20,46.91,,
2016-10-21,46.44,,
2016-10-24,47.21,,
2016-10-25,46.96,,
2016-10-26,46.95,,
2016-10-27,46.33,,
2016-10-28,46.16,,
2016-10-31,46.19,,
2016-11-01,45.31,,
2016-11-02,45.83,,
2016-11-03,45.62,,
2016-11-04,46.35,,
2016-11-07,45.27,,
2016-11-08,45.69,,
2016-11-09,47.69,,
2016-11-10,48.38,,
2016-11-11,47.95,,
2016-11-14,49.42,,
2016-11-15,49.65,,
2016-11-16,50.04,,
2016-11-17,49.78,,
2016-11-18,50.27,,
2016-11-21,50.46,,
2016-11-22,50.73,,
2016-11-23,50.86,,
2016-11-25,51.11,,
2016-11-28,50.92,,
2016-11-29,50.89,,
2016-11-30,51.2,,
2016-12-01,50.92,,
2016-12-02,51.01,,
2016-12-05,51.52,,
2016-12-06,51.77,,
2016-12-07,52.79,,
2016-12-08,52.73,,
2016-12-09,52.45,,
2016-12-12,51.07,,
2016-12-13,51.12,,
2016-12-14,51.47,,
2016-12-15,52.36,,
2016-12-16,52.72,,
2016-12-19,52.31,,
2016-12-20,52.48,,
2016-12-21,52.32,,
2016-12-22,51.53,,
2016-12-23,51.89,,
2016-12-27,52.27,,
2016-12-28,51.53,,
2016-12-29,51.61,,
2016-12-30,50.77,,
2017-01-03,51.22,,
2017-01-04,51.99,,
2017-01-05,52.23,,
2017-01-06,52.49,,
2017-01-09,52.2,,
2017-01-10,52.08,,
2017-01-11,52.43,,
2017-01-12,52.21,,
2017-01-13,52.35,,
2017-01-17,51.46,,
2017-01-18,51.68,,
2017-01-19,51.28,,
2017-01-20,52.21,,
2017-01-23,53.16,,
2017-01-24,54.05,,
2017-01-25,55.62,,
2017-01-26,54.42,,
2017-01-27,53.91,,
2017-01-30,53.76,,
2017-01-31,53.36,,
2017-02-01,53.21,,
2017-02-02,53.66,,
2017-02-03,54.33,,
2017-02-06,54.2,,
2017-02-07,53.9,,
2017-02-08,54.02,,
2017-02-09,52.31,,
2017-02-10,52.48,,
2017-02-13,52.7,,
2017-02-14,53.52,,
2017-02-15,53.86,,
2017-02-16,54.33,,
2017-02-17,52.66,,
2017-02-21,53.83,,
2017-02-22,53.19,,
2017-02-23,53.34,,
2017-02-24,53.43,,
2017-02-27,53.73,,
2017-02-28,53.72,,
2017-03-01,54.56,,
2017-03-02,54.05,,
2017-03-03,54.04,,
2017-03-06,52.16,,
2017-03-07,50.9,,
2017-03-08,51.3,,
2017-03-09,50.93,,
2017-03-10,51.24,,
2017-03-13,51.32,,
2017-03-14,50.87,,
2017-03-15,51.79,,
2017-03-16,52.45,,
2017-03-17,52.38,,
2017-03-20,53.09,,
2017-03-21,51.48,,
2017-03-22,52.46,,
2017-03-23,52.91,,
2017-03-24,52.4,,
2017-03-27,51.6,,
2017-03-28,52.86,,
2017-03-29,52.03,,
2017-03-30,52.56,,
2017-03-31,52.03,,
2017-04-03,51.23,,
2017-04-04,51.55,,
2017-04-05,51.6,,
2017-04-06,51.87,,
2017-04-07,51.08,,
2017-04-10,51.19,,
2017-04-11,50.99,,
2017-04-12,49.83,,
2017-04-13,49.34,,
2017-04-17,50.15,,
2017-04-18,50.63,,
2017-04-19,52.9,,
2017-04-20,53.08,,
2017-04-21,53.02,,
2017-04-24,54.02,,
2017-04-25,54.36,,
2017-04-26,53.65,,
2017-04-27,54.29,,
2017-04-28,53.56,,
2017-05-01,54.11,,
2017-05-02,54.19,,
2017-05-03,53.99,,
2017-05-04,54.11,,
2017-05-05,55.02,,
2017-05-08,54.61,,
2017-05-09,53.41,,
2017-05-10,54.11,,
2017-05-11,54.28,,
2017-05-12,53.68,,
2017-05-15,54.0,,
2017-05-16,53.79,,
2017-05-17,52.14,,
2017-05-18,51.59,,
2017-05-19,51.99,,
2017-05-22,52.31,,
2017-05-23,52.7,,
2017-05-24,54.31,,
2017-05-25,55.29,,
2017-05-26,55.15,,
2017-05-30,55.05,,
2017-05-31,54.42,,
2017-06-01,55.27,,
2017-06-02,55.1,,
2017-06-05,54.65,,
2017-06-06,54.12,,
2017-06-07,55.74,,
2017-06-08,55.46,,
2017-06-09,57.3,,
2017-06-12,57.27,,
2017-06-13,57.48,,
2017-06-14,56.8,,
2017-06-15,57.36,,
2017-06-16,57.49,,
2017-06-19,57.95,,
2017-06-20,57.24,,
2017-06-21,56.98,,
2017-06-22,56.85,,
2017-06-23,57.31,,
2017-06-26,57.03,,
2017-06-27,56.72,,
2017-06-28,56.69,,
2017-06-29,56.31,,
2017-06-30,56.66,,
2017-07-03,57.12,,
2017-07-05,57.12,,
2017-07-06,56.41,,
2017-07-07,57.31,,
2017-07-10,58.29,,
2017-07-11,57.87,,
2017-07-12,58.63,,
2017-07-13,59.69,,
2017-07-14,59.65,,
2017-07-17,59.73,,
2017-07-18,59.12,,
2017-07-19,59.5,,
2017-07-20,58.91,,
2017-07-21,58.7,,
2017-07-24,58.62,,
2017-07-25,58.83,,
2017-07-26,58.15,,
2017-07-27,58.72,,
2017-07-28,57.32,,
2017-07-31,57.42,,
2017-08-01,57.77,,
2017-08-02,57.65,,
2017-08-03,56.59,,
2017-08-04,57.33,,
2017-08-07,57.16,,
2017-08-08,56.56,,
2017-08-09,56.14,,
2017-08-10,55.23,,
2017-08-11,55.61,,
2017-08-14,56.54,,
2017-08-15,56.31,,
2017-08-16,57.3,,
2017-08-17,56.07,,
2017-08-18,56.29,,
2017-08-21,54.33,,
2017-08-22,54.83,,
2017-08-23,54.6,,
2017-08-24,54.68,,
2017-08-25,55.23,,
2017-08-28,55.17,,
2017-08-29,55.26,,
2017-08-30,56.14,,
2017-08-31,56.91,,
2017-09-01,57.93,,
2017-09-05,56.84,,
2017-09-06,56.79,,
2017-09-07,56.47,,
2017-09-08,56.47,,
2017-09-11,57.75,,
2017-09-12,57.97,,
2017-09-13,57.33,,
2017-09-14,57.42,,
2017-09-15,57.56,,
2017-09-18,57.74,,
2017-09-19,57.34,,
2017-09-20,58.25,,
2017-09-21,57.61,,
2017-09-22,55.67,,
2017-09-25,55.21,,
2017-09-26,55.6,,
2017-09-27,56.33,,
2017-09-28,56.78,,
2017-09-29,56.73,,
2017-10-02,58.07,,
2017-10-03,58.06,,
2017-10-04,58.19,,
2017-10-05,57.89,,
2017-10-06,58.17,,
2017-10-09,58.54,,
2017-10-10,58.97,,
2017-10-11,58.57,,
2017-10-12,58.71,,
2017-10-13,58.86,,
2017-10-16,59.13,,
2017-10-17,59.6,,
2017-10-18,59.6,,
2017-10-19,59.6,,
2017-10-20,60.53,,
2017-10-23,60.76,,
2017-10-24,61.07,,
2017-10-25,60.97,,
2017-10-26,60.47,,
2017-10-27,60.83,,
2017-10-30,60.32,,
2017-10-31,61.33,,
2017-11-01,61.33,,
2017-11-02,59.82,,
2017-11-03,59.95,,
2017-11-06,59.27,,
2017-11-07,58.95,,
2017-11-08,59.34,,
2017-11-09,59.03,,
2017-11-10,58.66,,
2017-11-13,58.84,,
2017-11-14,58.66,,
2017-11-15,58.76,,
2017-11-16,59.15,,
2017-11-17,59.5,,
2017-11-20,58.45,,
2017-11-21,58.66,,
2017-11-22,58.79,,
2017-11-24,58.86,,
2017-11-27,58.69,,
2017-11-28,59.28,,
2017-11-29,60.26,,
2017-11-30,62.41,,
2017-12-01,62.4,,
2017-12-04,63.47,,
2017-12-05,63.31,,
2017-12-06,63.42,,
2017-12-07,63.56,,
2017-12-08,64.42,,
2017-12-11,64.42,,
2017-12-12,63.94,,
2017-12-13,64.3,,
2017-12-14,62.55,,
2017-12-15,63.11,,
2017-12-18,63.86,,
2017-12-19,63.4,,
2017-12-20,63.73,,
2017-12-21,63.84,,
2017-12-22,63.73,,
2017-12-26,63.25,,
2017-12-27,63.08,,
2017-12-28,63.2,,
2017-12-29,63.21,,
2018-01-02,64.71,,
2018-01-03,65.4,,
2018-01-04,67.04,,
2018-01-05,67.31,,
2018-01-08,67.76,,
2018-01-09,67.4,,
2018-01-10,67.41,,
2018-01-11,68.26,,
2018-01-12,69.2,,
2018-01-16,68.69,,
2018-01-17,69.27,,
2018-01-18,68.03,,
2018-01-19,69.16,,
2018-01-22,68.78,,
2018-01-23,68.41,,
2018-01-24,68.75,,
2018-01-25,69.09,,
2018-01-26,70.27,,
2018-01-29,68.41,,
2018-01-30,68.16,,
2018-01-31,66.63,,
2018-02-01,66.28,,
2018-02-02,67.24,,
2018-02-05,63.96,,
2018-02-06,64.55,,
2018-02-07,64.42,,
2018-02-08,60.93,,
2018-02-09,62.33,,
2018-02-12,63.27,,
2018-02-13,63.43,,
2018-02-14,64.3,,
2018-02-15,64.91,,
2018-02-16,66.32,,
2018-02-20,65.11,,
2018-02-21,65.13,,
2018-02-22,65.28,,
2018-02-23,66.11,,
2018-02-26,67.33,,
2018-02-27,66.66,,
2018-02-28,65.76,,
2018-03-01,64.97,,
2018-03-02,65.4,,
2018-03-05,66.0,,
2018-03-06,66.4,,
2018-03-07,66.2,,
2018-03-08,66.05,,
2018-03-09,67.07,,
2018-03-12,67.05,,
2018-03-13,67.01,,
2018-03-14,66.2,,
2018-03-15,66.51,,
2018-03-16,66.37,,
2018-03-19,64.82,,
2018-03-20,64.58,,
2018-03-21,64.84,,
2018-03-22,62.74,,
2018-03-23,61.04,,
2018-03-26,63.83,,
2018-03-27,63.45,,
2018-03-28,63.16,,
2018-03-29,64.17,,
2018-04-02,61.95,,
2018-04-03,63.17,,
2018-04-04,63.86,,
2018-04-05,64.45,,
2018-04-06,62.65,,
2018-04-09,63.0,,
2018-04-10,64.56,,
2018-04-11,64.25,,
2018-04-12,64.84,,
2018-04-13,65.0,,
2018-04-16,65.36,,
2018-04-17,66.1,,
2018-04-18,66.36,,
2018-04-19,66.61,,
2018-04-20,66.27,,
2018-04-23,66.37,,
2018-04-24,64.7,,
2018-04-25,65.1,,
2018-04-26,64.35,,
2018-04-27,60.79,,
2018-04-30,59.16,,
2018-05-01,59.82,,
2018-05-02,58.56,,
2018-05-03,58.42,,
2018-05-04,59.41,,
2018-05-07,60.0,,
2018-05-08,60.11,,
2018-05-09,60.48,,
2018-05-10,60.55,,
2018-05-11,61.03,,
2018-05-14,61.21,,
2018-05-15,60.86,,
2018-05-16,61.89,,
2018-05-17,62.28,,
2018-05-18,62.09,,
2018-05-21,61.39,,
2018-05-22,61.36,,
2018-05-23,60.77,,
2018-05-24,60.66,,
2018-05-25,59.96,,
2018-05-29,59.03,,
2018-05-30,59.76,,
2018-05-31,58.88,,
2018-06-01,60.12,,
2018-06-04,60.68,,
2018-06-05,60.77,,
2018-06-06,60.91,,
2018-06-07,60.56,,
2018-06-08,60.96,,
2018-06-11,61.44,,
2018-06-12,61.82,,
2018-06-13,60.5,,
2018-06-14,60.5,,
2018-06-15,59.81,,
2018-06-18,59.4,,
2018-06-19,58.49,,
2018-06-20,58.46,,
2018-06-21,57.44,,
2018-06-22,57.97,,
2018-06-25,58.23,,
2018-06-26,58.27,,
2018-06-27,57.51,,
2018-06-28,57.04,,
2018-06-29,57.02,,
2018-07-02,56.93,,
2018-07-03,56.59,,
2018-07-05,56.71,,
2018-07-06,56.92,,
2018-07-09,57.69,,
2018-07-10,58.11,,
2018-07-11,57.3,,
2018-07-12,57.89,,
2018-07-13,57.44,,
2018-07-16,57.04,,
2018-07-17,57.29,,
2018-07-18,57.64,,
2018-07-19,57.79,,
2018-07-20,57.5,,
2018-07-23,57.18,,
2018-07-24,57.46,,
2018-07-25,57.23,,
2018-07-26,56.39,,
2018-07-27,56.12,,
2018-07-30,57.29,,
2018-07-31,57.98,,
2018-08-01,57.12,,
2018-08-02,55.41,,
2018-08-03,55.82,,
2018-08-06,56.29,,
2018-08-07,56.72,,
2018-08-08,56.17,,
2018-08-09,55.56,,
2018-08-10,55.0,,
2018-08-13,54.71,,
2018-08-14,55.9,,
2018-08-15,54.96,,
2018-08-16,55.12,,
2018-08-17,55.32,,
2018-08-20,55.6,,
2018-08-21,55.5,,
2018-08-22,54.84,,
2018-08-23,54.82,,
2018-08-24,55.4,,
2018-08-27,56.09,,
2018-08-28,55.71,,
2018-08-29,55.94,,
2018-08-30,55.53,,
2018-08-31,55.08,,
2018-09-04,54.14,,
2018-09-05,55.18,,
2018-09-06,54.88,,
2018-09-07,54.98,,
2018-09-10,55.58,,
2018-09-11,55.28,,
2018-09-12,55.09,,
2018-09-13,55.51,,
2018-09-14,55.82,,
2018-09-17,55.95,,
2018-09-18,56.16,,
2018-09-19,56.61,,
2018-09-20,56.84,,
2018-09-21,56.33,,
2018-09-24,55.45,,
2018-09-25,54.17,,
2018-09-26,53.69,,
2018-09-27,53.53,,
2018-09-28,53.44,,
2018-10-01,53.6,55.82111624326405,-0.03978989301440339
2018-10-02,53.37,54.25111624326405,-0.01624143988693416
2018-10-03,51.8,54.04111624326405,-0.04147057646210994
2018-10-04,51.59,53.01111624326405,-0.0268078913249562
2018-10-05,50.56,51.58111624326405,-0.01979631922753111
2018-10-08,49.13,47.701116243264046,0.02995493332795407
2018-10-09,45.25,46.08111624326405,-0.01803593990381125
2018-10-10,43.63,44.40111624326405,-0.017367046338188197
2018-10-11,41.95,45.06111624326405,-0.06904214770154782
2018-10-12,42.61,44.80111624326405,-0.048907626126246107
2018-10-15,42.35,45.56111624326405,-0.07047931455671474
2018-10-16,43.11,45.60111624326405,-0.05462840492708387
2018-10-17,43.15,45.14111624326405,-0.044108706407125386
2018-10-18,42.69,44.93111624326405,-0.04987893537143173
2018-10-19,42.48,42.72111624326405,-0.005643959345328908
2018-10-22,40.27,44.05111624326405,-0.08583474303769145
2018-10-23,41.6,42.48111624326405,-0.020741362779132633
2018-10-24,40.03,44.00111624326405,-0.0902503523162772
2018-10-25,41.55,44.00111624326405,-0.05570577413792965
2018-10-26,41.55,43.39111624326405,-0.04243071860475278
2018-10-29,40.94,45.29111624326405,-0.09606997142427842
2018-10-30,42.84,45.42111624326405,-0.05682634987304669
2018-10-31,42.97,47.21111624326405,-0.08983300080029699
2018-11-01,44.76,47.12111624326405,-0.05010739200393133
2018-11-02,44.67,47.82111624326405,-0.06589382454467285
2018-11-05,45.37,49.18111624326405,-0.07749145473667507
2018-11-06,46.73,49.25111624326405,-0.051189017337426534
2018-11-07,46.8,48.80111624326405,-0.04100554244064569
2018-11-08,46.35,48.26111624326405,-0.03959950353470709
2018-11-09,45.81,47.24111624326405,-0.03029387019338492
2018-11-12,44.79,47.78111624326405,-0.06260038438691196
2018-11-13,45.33,48.01111624326405,-0.055843655658395774
2018-11-14,45.56,47.881116243264046,-0.04847665270524226
2018-11-15,45.43,48.60111624326405,-0.06524780680739117
2018-11-16,46.15,48.521116243264046,-0.04886771836361492
2018-11-19,46.07,48.18111624326405,-0.04381625848195647
2018-11-20,45.73,48.00111624326405,-0.04731382144853258
2018-11-21,45.55,47.771116243264046,-0.046494962184963295
2018-11-23,45.32,48.881116243264046,-0.07285259660482446
2018-11-26,46.43,49.01111624326405,-0.052663894257229615
2018-11-27,46.56,48.90111624326405,-0.047874494962812375
2018-11-28,46.45,48.80111624326405,-0.04817750953777755
2018-11-29,46.35,49.56111624326405,-0.06479103956219878
2018-11-30,47.11,49.72111624326405,-0.05251523780135947
2018-12-03,47.27,48.96111624326405,-0.03453998546237613
2018-12-04,46.51,48.66111624326405,-0.04420606038937336
2018-12-06,46.21,47.74111624326405,-0.032071228403254604
2018-12-07,45.29,46.66111624326405,-0.02938455728568179
2018-12-10,44.21,46.65111624326405,-0.052327070386370855
2018-12-11,44.2,46.86111624326405,-0.056787299505409505
2018-12-12,44.41,46.31111624326405,-0.04105096999342084
2018-12-13,43.86,46.82111624326405,-0.06324317916470124
2018-12-14,44.37,42.64111624326405,0.040544992932943114
2018-12-17,40.19,42.701116243264046,-0.058806805633802806
2018-12-18,40.25,41.81111624326405,-0.03733734909590114
2018-12-19,39.36,40.73111624326405,-0.033662623805229
2018-12-20,38.28,39.39111624326405,-0.02820727994612371
2018-12-21,36.94,37.69111624326405,-0.019928203728863725
2018-12-24,35.24,39.76111624326405,-0.11370697481436953
2018-12-26,37.31,40.381116243264046,-0.07605327759547342
2018-12-27,37.93,39.72111624326405,-0.045092293788893456
2018-12-28,37.27,40.21111624326405,-0.07314187016026263
2018-12-31,37.76,39.89462427745665,-0.05350656425815414
2019-01-02,38.89,39.234624277456646,-0.008783677269840973
2019-01-03,38.23,40.884624277456645,-0.06492964835487991
2019-01-04,39.88,40.954624277456645,-0.026239388015779408
2019-01-07,39.95,40.844624277456646,-0.021903109485828076
2019-01-08,39.84,40.00462427745665,-0.004115131198705324
2019-01-09,39.0,41.29462427745665,-0.055567142639176836
2019-01-10,40.29,41.954624277456645,-0.039676777140180364
2019-01-11,40.95,41.204624277456645,-0.006179507322821243
2019-01-14,40.2,41.384624277456645,-0.028624744047801798
2019-01-15,40.38,41.32462427745665,-0.022858629545289277
2019-01-16,40.32,41.57462427745665,-0.0301776456014049
2019-01-17,40.57,42.424624277456644,-0.043715750205055914
2019-01-18,41.42,42.26462427745665,-0.01998418989630424
2019-01-22,41.26,42.03462427745665,-0.018428243163150837
2019-01-23,41.03,42.83462427745665,-0.042130036340867316
2019-01-24,41.83,43.29462427745665,-0.03382924097159279
2019-01-25,42.29,42.68462427745665,-0.009245115404824311
2019-01-28,41.68,42.454624277456645,-0.018245934115308393
2019-01-29,41.45,42.46462427745665,-0.023893400559186984
2019-01-30,41.46,41.71462427745665,-0.006103957110174751
2019-01-31,40.71,39.704624277456645,0.025321376057301892
2019-02-01,38.7,39.00462427745665,-0.007809952873529147
2019-02-04,38.0,39.26462427745665,-0.03220772643895431
2019-02-05,38.26,39.64462427745665,-0.03492590238127191
2019-02-06,38.64,38.90462427745665,-0.006801872074883031
2019-02-07,37.9,38.814624277456645,-0.023563909080213774
2019-02-08,37.81,38.674624277456644,-0.022356371745300474
2019-02-11,37.67,39.71462427745665,-0.05148290622548446
2019-02-12,38.71,40.14462427745665,-0.03573639816731988
2019-02-13,39.14,39.384624277456645,-0.006211161892349604
2019-02-14,38.38,40.05462427745665,-0.041808512941142406
2019-02-15,39.05,40.26462427745665,-0.030166040271154215
2019-02-19,39.26,41.32462427745665,-0.04996111431273054
2019-02-20,40.32,40.26462427745665,0.0013752946547263
2019-02-21,39.26,40.274624277456645,-0.025192644144034215
2019-02-22,39.27,40.674624277456644,-0.034533183831648384
2019-02-25,39.67,40.234624277456646,-0.014033293154746884
2019-02-26,39.23,39.60462427745665,-0.009459104442758104
2019-02-27,38.6,38.384624277456645,0.005610989467724092
2019-02-28,37.38,38.55462427745665,-0.0304664952510888
2019-03-01,37.55,39.314624277456645,-0.04488467866316348
2019-03-04,38.31,39.53462427745665,-0.03097599382410099
2019-03-05,38.53,38.89462427745665,-0.009374670259200468
2019-03-06,37.89,38.414624277456646,-0.01365688946135335
2019-03-07,37.41,38.704624277456645,-0.03344882689406958
2019-03-08,37.7,39.79462427745665,-0.0526358601315714
2019-03-11,38.79,40.55462427745665,-0.04351228272721441
2019-03-12,39.55,40.58462427745665,-0.02549301110645852
2019-03-13,39.58,40.164624277456646,-0.014555701390807751
