date,EXR,dcf,Deviation
2005-03-04,14.08,16.53089742632768,-0.14826160752920137
2005-03-07,14.05,16.58089742632768,-0.15263935125182304
2005-03-08,14.1,16.53089742632768,-0.14705175185807817
2005-03-09,14.05,16.460897426327676,-0.14646208914901981
2005-03-10,13.98,16.230897426327676,-0.1386797887513329
2005-03-11,13.75,16.180897426327675,-0.15023254658127938
2005-03-14,13.7,15.990897426327669,-0.1432625927895641
2005-03-15,13.51,15.860897426327673,-0.14821969798665957
2005-03-16,13.38,15.980897426327676,-0.16275039861296126
2005-03-17,13.5,16.090897426327675,-0.16101634095861483
2005-03-18,13.61,15.92089742632768,-0.14514869133609598
2005-03-21,13.44,15.76089742632768,-0.14725667984176805
2005-03-22,13.28,15.540897426327671,-0.14548049345577108
2005-03-23,13.06,15.450897426327673,-0.1547416541807911
2005-03-24,12.97,15.250897426327676,-0.1495582432014888
2005-03-28,12.77,15.280897426327678,-0.16431609716858764
2005-03-29,12.8,15.840897426327674,-0.19196497171136795
2005-03-30,13.36,15.980897426327676,-0.1640018927854382
2005-03-31,13.5,13.384161684571197,0.008654880160506195
2005-04-01,12.99,13.384161684571197,-0.029449859756668362
2005-04-04,12.99,13.554161684571197,-0.041622764852612515
2005-04-05,13.16,13.584161684571198,-0.03122472291042866
2005-04-06,13.19,13.694161684571197,-0.03681581218215213
2005-04-07,13.3,13.454161684571197,-0.011458289872343652
2005-04-08,13.06,13.404161684571198,-0.025675733602000927
2005-04-11,13.01,13.494161684571198,-0.035879345148559616
2005-04-12,13.1,13.704161684571197,-0.04408600091542936
2005-04-13,13.31,13.674161684571198,-0.026631371850903807
2005-04-14,13.28,13.474161684571198,-0.0144099268745993
2005-04-15,13.08,13.524161684571197,-0.03284208625499585
2005-04-18,13.13,13.544161684571197,-0.030578613443679403
2005-04-19,13.15,13.514161684571198,-0.02694667217034652
2005-04-20,13.12,13.494161684571198,-0.027727671664035558
2005-04-21,13.1,13.214161684571197,-0.008639343705359126
2005-04-22,12.82,13.564161684571198,-0.05486234253736877
2005-04-25,13.17,13.334161684571198,-0.012311361482975514
2005-04-26,12.94,13.434161684571198,-0.03678396137949791
2005-04-27,13.04,13.314161684571198,-0.020591734655656557
2005-04-28,12.92,13.394161684571198,-0.035400624222521326
2005-04-29,13.0,13.394161684571198,-0.02942787266971958
2005-05-02,13.0,13.404161684571198,-0.030151955346555348
2005-05-03,13.01,13.294161684571197,-0.021374923166534554
2005-05-04,12.9,13.284161684571197,-0.02891877513184582
2005-05-05,12.89,13.224161684571198,-0.025269025934632094
2005-05-06,12.83,13.344161684571198,-0.03853083443718175
2005-05-09,12.95,13.294161684571197,-0.025888182552392225
2005-05-10,12.9,13.204161684571197,-0.023035289315383345
2005-05-11,12.81,13.014161684571198,-0.015687655457150118
2005-05-12,12.62,13.244161684571198,-0.04712730782336472
2005-05-13,12.85,13.264161684571198,-0.03122411309664208
2005-05-16,12.87,13.314161684571198,-0.033360093943121116
2005-05-17,12.92,13.454161684571197,-0.03970233873313389
2005-05-18,13.06,13.544161684571197,-0.035746891970636185
2005-05-19,13.15,13.604161684571197,-0.03338402579309774
2005-05-20,13.21,13.924161684571198,-0.05128938465017474
2005-05-23,13.53,14.044161684571197,-0.03661035070082197
2005-05-24,13.65,14.014161684571198,-0.02598526353325281
2005-05-25,13.62,14.244161684571198,-0.04381877279919322
2005-05-26,13.85,14.574161684571198,-0.049688050691644614
2005-05-27,14.18,14.794161684571197,-0.041513787510630284
2005-05-31,14.4,14.484161684571198,-0.005810601013992334
2005-06-01,14.09,14.474161684571198,-0.02654120445405117
2005-06-02,14.08,14.544161684571197,-0.03191395245994766
2005-06-03,14.15,14.764161684571198,-0.041598141343372474
2005-06-06,14.37,14.844161684571198,-0.031942638098858445
2005-06-07,14.45,14.794161684571197,-0.02326334481866066
2005-06-08,14.4,14.634161684571197,-0.016001031669485632
2005-06-09,14.24,14.654161684571198,-0.028262393542938247
2005-06-10,14.26,14.764161684571198,-0.03414766753049414
2005-06-13,14.37,14.804161684571197,-0.02932700235391772
2005-06-14,14.41,14.644161684571198,-0.015990105109117025
2005-06-15,14.25,14.524161684571197,-0.018876248455870326
2005-06-16,14.13,14.494161684571198,-0.02512471521266668
2005-06-17,14.1,14.194161684571197,-0.006633832040503607
2005-06-20,13.8,14.534161684571197,-0.05051283317912647
2005-06-21,14.14,14.624161684571197,-0.0331069701644503
2005-06-22,14.23,14.444161684571197,-0.014826868408705063
2005-06-23,14.05,14.854161684571197,-0.0541371301624155
2005-06-24,14.46,14.884161684571197,-0.02849751927989863
2005-06-27,14.49,15.074161684571198,-0.038752515515944275
2005-06-28,14.68,15.024161684571197,-0.022907213846389052
2005-06-29,14.63,14.724161684571198,-0.006395045544077771
2005-06-30,14.33,17.61915471471722,-0.18668061935853253
2005-07-01,14.57,17.94915471471722,-0.18826261004628353
2005-07-05,14.9,17.59915471471722,-0.1533684292496197
2005-07-06,14.55,17.89915471471722,-0.18711245129153753
2005-07-07,14.85,18.14915471471722,-0.1817800755228519
2005-07-08,15.1,18.87915471471722,-0.2001760551160262
2005-07-11,15.83,18.95915471471722,-0.16504716385315343
2005-07-12,15.91,19.00915471471722,-0.16303485142965346
2005-07-13,15.96,18.70915471471722,-0.1469416847867876
2005-07-14,15.66,18.75915471471722,-0.16520758860663498
2005-07-15,15.71,18.84915471471722,-0.1665408747622088
2005-07-18,15.8,19.14915471471722,-0.17489830567524745
2005-07-19,16.1,19.60915471471722,-0.1789549200753412
2005-07-20,16.56,19.069154714717218,-0.1315818531159486
2005-07-21,16.02,19.14915471471722,-0.16340954790616868
2005-07-22,16.1,19.00915471471722,-0.15303966738010188
2005-07-25,15.96,19.19915471471722,-0.1687134023788155
2005-07-26,16.15,19.19915471471722,-0.15881713335951586
2005-07-27,16.15,19.28915471471722,-0.16274195324495544
2005-07-28,16.24,19.18915471471722,-0.15368862039844577
2005-07-29,16.14,19.24915471471722,-0.16152162319834606
2005-08-01,16.2,19.24915471471722,-0.15840460321023586
2005-08-02,16.2,19.23915471471722,-0.15796716434700653
2005-08-03,16.19,18.75915471471722,-0.13695471644581225
2005-08-04,15.71,18.02915471471722,-0.128633579966125
2005-08-05,14.98,17.82915471471722,-0.15980312921763817
2005-08-08,14.78,17.74915471471722,-0.16728428831910858
2005-08-09,14.7,18.45915471471722,-0.20364717522629028
2005-08-10,15.41,18.29915471471722,-0.15788459957626333
2005-08-11,15.25,17.84915471471722,-0.14561780410666336
2005-08-12,14.8,18.02915471471722,-0.1791073827815819
2005-08-15,14.98,18.32915471471722,-0.1827228132908959
2005-08-16,15.28,17.94915471471722,-0.14870642975341208
2005-08-17,14.9,18.07915471471722,-0.1758464245084007
2005-08-18,15.03,17.94915471471722,-0.16263466225090206
2005-08-19,14.9,17.84915471471722,-0.16522657581569078
2005-08-22,14.8,17.84915471471722,-0.17082908201826996
2005-08-23,14.8,17.99915471471722,-0.1777391641676036
2005-08-24,14.95,18.159154714717218,-0.17672379387330928
2005-08-25,15.11,17.96915471471722,-0.15911459164940556
2005-08-26,14.92,18.11915471471722,-0.1765620286976587
2005-08-29,15.07,18.03915471471722,-0.1645950024639924
2005-08-30,14.99,17.96915471471722,-0.1657927021061938
2005-08-31,14.92,18.03915471471722,-0.17291024796036936
2005-09-01,14.99,17.98915471471722,-0.16672015791067507
2005-09-02,14.94,18.80915471471722,-0.20570593274400584
2005-09-06,15.76,18.62915471471722,-0.15401421903756907
2005-09-07,15.58,18.59915471471722,-0.16232752299910758
2005-09-08,15.55,18.98915471471722,-0.1811115221496279
2005-09-09,15.94,18.79915471471722,-0.1520895358384855
2005-09-12,15.75,18.41915471471722,-0.14491190046764302
2005-09-13,15.37,18.23915471471722,-0.15730743883663056
2005-09-14,15.19,18.29915471471722,-0.16990701282046983
2005-09-15,15.25,18.52915471471722,-0.17697270950588329
2005-09-16,15.48,18.03915471471722,-0.1418666647738952
2005-09-19,14.99,18.16915471471722,-0.1749753780313219
2005-09-20,15.12,17.99915471471722,-0.15996055150095723
2005-09-21,14.95,18.07915471471722,-0.17308080848326124
2005-09-22,15.03,18.26915471471722,-0.1773018382786934
2005-09-23,15.22,18.35915471471722,-0.17098579773941247
2005-09-26,15.31,18.09915471471722,-0.1541041423580536
2005-09-27,15.05,17.87915471471722,-0.15823761021478278
2005-09-28,14.83,18.19915471471722,-0.18512698900200375
2005-09-29,15.15,18.42915471471722,-0.1779329961399988
2005-09-30,15.38,15.411453052130883,-0.002040888164437704
2005-10-03,15.2,15.36145305213088,-0.01051027214567335
2005-10-04,15.15,15.171453052130886,-0.0014140407024409996
2005-10-05,14.96,15.191453052130884,-0.015235741527596436
2005-10-06,14.98,15.161453052130883,-0.011968051578366334
2005-10-07,14.95,15.141453052130883,-0.012644298501056972
2005-10-10,14.93,14.54145305213088,0.026719953396416862
2005-10-11,14.33,14.121453052130883,0.014768094125954478
2005-10-12,13.91,14.031453052130884,-0.008655771549792468
2005-10-13,13.82,14.521453052130887,-0.04830460489130983
2005-10-14,14.31,14.811453052130886,-0.0338557635342025
2005-10-17,14.6,14.571453052130883,0.001959100974143535
2005-10-18,14.36,14.481453052130883,-0.008386800115545823
2005-10-19,14.27,14.04145305213088,0.01627658811524757
2005-10-20,13.83,14.11145305213088,-0.019945008575029788
2005-10-21,13.9,14.561453052130886,-0.04542493456956831
2005-10-24,14.35,14.241453052130886,0.007621901183241464
2005-10-25,14.03,14.11145305213088,-0.005772123666498041
2005-10-26,13.9,14.15145305213088,-0.017768709065039467
2005-10-27,13.94,14.751453052130882,-0.055008347263367785
2005-10-28,14.54,14.811453052130886,-0.018327239817421792
2005-10-31,14.6,14.531453052130884,0.004717143400815305
2005-11-01,14.32,14.461453052130883,-0.009781385841448387
2005-11-02,14.25,14.231453052130883,0.0013032364159286658
2005-11-03,14.02,14.11145305213088,-0.006480767911924645
2005-11-04,13.9,13.701453052130887,0.01449094100557713
2005-11-07,13.49,13.351453052130886,0.010376919076010349
2005-11-08,13.14,13.931453052130882,-0.05681051712045393
2005-11-09,13.72,14.261453052130886,-0.037966191113323
2005-11-10,14.05,14.321453052130883,-0.018954295429575274
2005-11-11,14.11,14.261453052130886,-0.010619749023978775
2005-11-14,14.05,14.22145305213088,-0.012055944740835711
2005-11-15,14.01,14.021453052130887,-0.0008168234838646926
2005-11-16,13.81,14.351453052130886,-0.03772809973764235
2005-11-17,14.14,14.631453052130887,-0.033588806961268425
2005-11-18,14.42,14.731453052130883,-0.021142045596502235
2005-11-21,14.52,15.11145305213088,-0.039139389844941475
2005-11-22,14.9,15.251453052130882,-0.023043906107148127
2005-11-23,15.04,15.281453052130884,-0.01580039877799555
2005-11-25,15.07,14.701453052130887,0.02506874297134143
2005-11-28,14.49,15.331453052130879,-0.054884103239903115
2005-11-29,15.12,15.451453052130887,-0.021451254520375218
2005-11-30,15.24,15.261453052130886,-0.0014057018068728278
2005-12-01,15.05,14.991453052130886,0.003905355115713327
2005-12-02,14.78,14.781453052130884,-9.830238784780398e-05
2005-12-05,14.57,15.231453052130883,-0.04342678599783001
2005-12-06,15.02,15.101453052130886,-0.005393722832478853
2005-12-07,14.89,15.241453052130886,-0.023059025338909467
2005-12-08,15.03,15.36145305213088,-0.02157693357562307
2005-12-09,15.15,15.501453052130882,-0.02267226504179687
2005-12-12,15.29,15.161453052130883,0.008478537474417625
2005-12-13,14.95,15.11145305213088,-0.01068415138993628
2005-12-14,14.9,15.011453052130886,-0.007424534569960506
2005-12-15,14.8,15.081453052130879,-0.018662197280195802
2005-12-16,14.87,15.011453052130886,-0.009423008661430532
2005-12-19,14.8,14.981453052130883,-0.012111845993808545
2005-12-20,14.77,15.411453052130883,-0.04162184123463897
2005-12-21,15.2,15.411453052130883,-0.013720513660562705
2005-12-22,15.2,15.36145305213088,-0.01051027214567335
2005-12-23,15.15,15.441453052130884,-0.018874716721731244
2005-12-27,15.23,15.311453052130886,-0.0053197467185879255
2005-12-28,15.1,15.301453052130883,-0.013165615804234254
2005-12-29,15.09,15.61145305213088,-0.03340195498712428
2005-12-30,15.4,16.12418924329708,-0.04491321903816847
2006-01-03,15.27,16.204189243297087,-0.05765109437261828
2006-01-04,15.35,16.04418924329708,-0.04326733079311551
2006-01-05,15.19,16.14418924329708,-0.059104190920783006
2006-01-06,15.29,16.094189243297087,-0.04996767660303347
2006-01-09,15.24,16.18418924329708,-0.05834022508653802
2006-01-10,15.33,16.25418924329708,-0.05685852609832254
2006-01-11,15.4,16.154189243297083,-0.04668691396010605
2006-01-12,15.3,15.864189243297078,-0.03556369850639918
2006-01-13,15.01,15.734189243297088,-0.04602647343939881
2006-01-17,14.88,15.714189243297081,-0.05308509592073962
2006-01-18,14.86,15.864189243297078,-0.06329912155588835
2006-01-19,15.01,15.654189243297084,-0.041151236470002295
2006-01-20,14.8,15.844189243297087,-0.06590360839945364
2006-01-23,14.99,15.834189243297084,-0.053314333328082775
2006-01-24,14.98,15.82418924329708,-0.05334802499626756
2006-01-25,14.97,16.25418924329708,-0.07900666247174737
2006-01-26,15.4,16.46418924329708,-0.06463660175251784
2006-01-27,15.61,16.30418924329708,-0.042577354380407106
2006-01-30,15.45,16.204189243297087,-0.046542855799407534
2006-01-31,15.35,16.05418924329708,-0.043863270366710894
2006-02-01,15.2,15.734189243297088,-0.03395085917913809
2006-02-02,14.88,15.344189243297087,-0.03025179342726514
2006-02-03,14.49,15.544189243297078,-0.06781886316468144
2006-02-06,14.69,15.734189243297088,-0.06636435008825914
2006-02-07,14.88,15.894189243297081,-0.0638088063362392
2006-02-08,15.04,15.614189243297078,-0.036773554768049777
2006-02-09,14.76,15.57418924329708,-0.05227811416555739
2006-02-10,14.72,15.804189243297081,-0.06860138325393128
2006-02-13,14.95,15.854189243297084,-0.05703156619499561
2006-02-14,15.0,15.924189243297084,-0.05803681614033196
2006-02-15,15.07,15.814189243297085,-0.047058324132077334
2006-02-16,14.96,15.954189243297085,-0.06231524699475266
2006-02-17,15.1,15.774189243297085,-0.042740025043351615
2006-02-21,14.92,15.814189243297085,-0.05654347684476402
2006-02-22,14.96,15.584189243297084,-0.040052724819518826
2006-02-23,14.73,15.604189243297084,-0.056022727593655564
2006-02-24,14.75,16.04418924329708,-0.08066404750478517
2006-02-27,15.19,15.854189243297084,-0.041893611404814846
2006-02-28,15.0,16.274189243297087,-0.07829509809970359
2006-03-01,15.42,16.134189243297087,-0.044265579914019804
2006-03-02,15.28,15.894189243297081,-0.038642376399041445
2006-03-03,15.04,16.03418924329708,-0.062004335124876464
2006-03-06,15.18,16.07418924329708,-0.0556288861455303
2006-03-07,15.22,16.204189243297087,-0.06073671619851018
2006-03-08,15.35,16.414189243297088,-0.06483349421182416
2006-03-09,15.56,16.68418924329708,-0.06738051378485332
2006-03-10,15.83,16.54418924329708,-0.04316858522314326
2006-03-13,15.69,16.594189243297087,-0.05448830491446388
2006-03-14,15.74,16.94418924329708,-0.07106797652023655
2006-03-15,16.09,17.50418924329708,-0.08079147360901728
2006-03-16,16.65,17.744189243297082,-0.06166465135680499
2006-03-17,16.89,17.50418924329708,-0.03508812860511512
2006-03-20,16.65,17.524189243297087,-0.049884718269146866
2006-03-21,16.67,17.864189243297087,-0.06684821947602038
2006-03-22,17.01,17.994189243297082,-0.05469483676035558
2006-03-23,17.14,17.634189243297087,-0.02802449471755164
2006-03-24,16.78,17.53418924329708,-0.043012495920527916
2006-03-27,16.68,17.604189243297082,-0.05249825655271079
2006-03-28,16.75,18.05418924329708,-0.07223748603284874
2006-03-29,17.2,17.82418924329708,-0.03501922218043174
2006-03-30,16.97,18.044189243297087,-0.05953103399733628
2006-03-31,17.19,,
2006-04-03,16.76,,
2006-04-04,16.8,,
2006-04-05,16.91,,
2006-04-06,16.75,,
2006-04-07,16.48,,
2006-04-10,16.31,,
2006-04-11,16.09,,
2006-04-12,15.83,,
2006-04-13,15.77,,
2006-04-17,15.63,,
2006-04-18,15.86,,
2006-04-19,15.99,,
2006-04-20,16.0,,
2006-04-21,15.76,,
2006-04-24,15.9,,
2006-04-25,15.81,,
2006-04-26,16.13,,
2006-04-27,15.9,,
2006-04-28,15.72,,
2006-05-01,15.36,,
2006-05-02,15.58,,
2006-05-03,15.54,,
2006-05-04,15.44,,
2006-05-05,15.88,,
2006-05-08,15.5,,
2006-05-09,15.25,,
2006-05-10,15.41,,
2006-05-11,15.1,,
2006-05-12,14.88,,
2006-05-15,15.22,,
2006-05-16,15.26,,
2006-05-17,15.0,,
2006-05-18,14.9,,
2006-05-19,14.89,,
2006-05-22,14.81,,
2006-05-23,14.84,,
2006-05-24,14.78,,
2006-05-25,15.05,,
2006-05-26,15.0,,
2006-05-30,14.81,,
2006-05-31,15.19,,
2006-06-01,15.4,,
2006-06-02,15.6,,
2006-06-05,15.5,,
2006-06-06,15.48,,
2006-06-07,15.26,,
2006-06-08,15.39,,
2006-06-09,15.28,,
2006-06-12,15.26,,
2006-06-13,14.99,,
2006-06-14,14.82,,
2006-06-15,15.07,,
2006-06-16,15.03,,
2006-06-19,14.66,,
2006-06-20,14.8,,
2006-06-21,14.75,,
2006-06-22,14.67,,
2006-06-23,14.68,,
2006-06-26,15.0,,
2006-06-27,14.98,,
2006-06-28,15.12,,
2006-06-29,15.66,,
2006-06-30,16.24,,
2006-07-03,16.13,,
2006-07-05,16.21,,
2006-07-06,16.22,,
2006-07-07,15.94,,
2006-07-10,16.04,,
2006-07-11,16.14,,
2006-07-12,16.22,,
2006-07-13,16.06,,
2006-07-14,15.88,,
2006-07-17,15.71,,
2006-07-18,16.09,,
2006-07-19,16.4,,
2006-07-20,16.02,,
2006-07-21,15.82,,
2006-07-24,16.05,,
2006-07-25,16.14,,
2006-07-26,15.98,,
2006-07-27,16.0,,
2006-07-28,16.14,,
2006-07-31,15.93,,
2006-08-01,15.93,,
2006-08-02,16.15,,
2006-08-03,16.25,,
2006-08-04,16.25,,
2006-08-07,16.46,,
2006-08-08,16.35,,
2006-08-09,16.49,,
2006-08-10,16.36,,
2006-08-11,16.45,,
2006-08-14,16.54,,
2006-08-15,16.85,,
2006-08-16,16.81,,
2006-08-17,16.87,,
2006-08-18,16.85,,
2006-08-21,17.08,,
2006-08-22,17.0,,
2006-08-23,16.9,,
2006-08-24,16.93,,
2006-08-25,17.05,,
2006-08-28,17.36,,
2006-08-29,17.49,,
2006-08-30,17.63,,
2006-08-31,17.5,,
2006-09-01,17.25,,
2006-09-05,17.23,,
2006-09-06,17.05,,
2006-09-07,16.89,,
2006-09-08,17.0,,
2006-09-11,17.05,,
2006-09-12,17.26,,
2006-09-13,17.08,,
2006-09-14,17.1,,
2006-09-15,17.72,,
2006-09-18,17.51,,
2006-09-19,17.7,,
2006-09-20,17.42,,
2006-09-21,17.6,,
2006-09-22,17.49,,
2006-09-25,17.45,,
2006-09-26,17.4,,
2006-09-27,17.51,,
2006-09-28,17.55,,
2006-09-29,17.31,,
2006-10-02,17.25,,
2006-10-03,17.08,,
2006-10-04,17.63,,
2006-10-05,17.8,,
2006-10-06,17.7,,
2006-10-09,17.82,,
2006-10-10,17.72,,
2006-10-11,17.61,,
2006-10-12,17.72,,
2006-10-13,17.85,,
2006-10-16,18.02,,
2006-10-17,17.99,,
2006-10-18,18.15,,
2006-10-19,18.3,,
2006-10-20,18.07,,
2006-10-23,18.18,,
2006-10-24,17.98,,
2006-10-25,18.14,,
2006-10-26,18.61,,
2006-10-27,18.35,,
2006-10-30,18.5,,
2006-10-31,18.44,,
2006-11-01,18.24,,
2006-11-02,18.01,,
2006-11-03,17.37,,
2006-11-06,17.75,,
2006-11-07,17.53,,
2006-11-08,17.58,,
2006-11-09,17.44,,
2006-11-10,17.59,,
2006-11-13,17.69,,
2006-11-14,17.5,,
2006-11-15,17.64,,
2006-11-16,17.49,,
2006-11-17,17.45,,
2006-11-20,17.99,,
2006-11-21,18.16,,
2006-11-22,18.07,,
2006-11-24,18.32,,
2006-11-27,17.81,,
2006-11-28,17.96,,
2006-11-29,18.18,,
2006-11-30,18.42,,
2006-12-01,18.37,,
2006-12-04,18.9,,
2006-12-05,18.63,,
2006-12-06,18.61,,
2006-12-07,18.48,,
2006-12-08,18.45,,
2006-12-11,18.51,,
2006-12-12,18.5,,
2006-12-13,18.02,,
2006-12-14,18.04,,
2006-12-15,18.07,,
2006-12-18,17.77,,
2006-12-19,17.74,,
2006-12-20,17.9,,
2006-12-21,17.8,,
2006-12-22,17.65,,
2006-12-26,17.77,,
2006-12-27,18.05,,
2006-12-28,18.02,,
2006-12-29,18.26,,
2007-01-03,18.53,,
2007-01-04,18.74,,
2007-01-05,18.21,,
2007-01-08,18.03,,
2007-01-09,18.2,,
2007-01-10,18.36,,
2007-01-11,18.47,,
2007-01-12,18.74,,
2007-01-16,18.7,,
2007-01-17,18.76,,
