date,MAR,dcf,Deviation
1994-07-06,5.36,,
1994-07-07,5.54,,
1994-07-08,5.59,,
1994-07-11,5.54,,
1994-07-12,5.49,,
1994-07-13,5.49,,
1994-07-14,5.82,,
1994-07-15,5.69,,
1994-07-18,5.51,,
1994-07-19,5.51,,
1994-07-20,5.44,,
1994-07-21,5.33,,
1994-07-22,5.54,,
1994-07-25,5.64,,
1994-07-26,5.69,,
1994-07-27,5.69,,
1994-07-28,5.75,,
1994-07-29,5.72,,
1994-08-01,5.69,,
1994-08-02,5.59,,
1994-08-03,5.54,,
1994-08-04,5.62,,
1994-08-05,5.54,,
1994-08-08,5.67,,
1994-08-09,5.72,,
1994-08-10,5.93,,
1994-08-11,6.08,,
1994-08-12,6.06,,
1994-08-15,6.11,,
1994-08-16,6.08,,
1994-08-17,6.18,,
1994-08-18,6.06,,
1994-08-19,6.08,,
1994-08-22,6.11,,
1994-08-23,6.13,,
1994-08-24,6.13,,
1994-08-25,6.11,,
1994-08-26,6.26,,
1994-08-29,6.26,,
1994-08-30,6.16,,
1994-08-31,6.08,,
1994-09-01,6.13,,
1994-09-02,6.08,,
1994-09-06,6.11,,
1994-09-07,6.08,,
1994-09-08,6.16,,
1994-09-09,6.0,,
1994-09-12,5.9,,
1994-09-13,5.77,,
1994-09-14,5.8,,
1994-09-15,5.93,,
1994-09-16,5.85,,
1994-09-19,5.85,,
1994-09-20,5.84,,
1994-09-21,5.68,,
1994-09-22,5.79,,
1994-09-23,5.79,,
1994-09-26,6.12,,
1994-09-27,5.94,,
1994-09-28,5.99,,
1994-09-29,5.81,,
1994-09-30,5.97,,
1994-10-03,5.81,,
1994-10-04,5.76,,
1994-10-05,5.63,,
1994-10-06,5.68,,
1994-10-07,5.76,,
1994-10-10,5.79,,
1994-10-11,5.97,,
1994-10-12,5.97,,
1994-10-13,6.12,,
1994-10-14,6.15,,
1994-10-17,6.1,,
1994-10-18,6.15,,
1994-10-19,6.07,,
1994-10-20,6.1,,
1994-10-21,6.12,,
1994-10-24,6.07,,
1994-10-25,5.92,,
1994-10-26,5.86,,
1994-10-27,5.92,,
1994-10-28,6.04,,
1994-10-31,6.04,,
1994-11-01,5.97,,
1994-11-02,5.89,,
1994-11-03,6.07,,
1994-11-04,6.02,,
1994-11-07,5.99,,
1994-11-08,6.07,,
1994-11-09,6.02,,
1994-11-10,6.1,,
1994-11-11,6.04,,
1994-11-14,6.04,,
1994-11-15,5.92,,
1994-11-16,5.92,,
1994-11-17,5.94,,
1994-11-18,5.97,,
1994-11-21,5.86,,
1994-11-22,5.73,,
1994-11-23,5.55,,
1994-11-25,5.58,,
1994-11-28,5.58,,
1994-11-29,5.53,,
1994-11-30,5.42,,
1994-12-01,5.45,,
1994-12-02,5.5,,
1994-12-05,5.55,,
1994-12-06,5.5,,
1994-12-07,5.53,,
1994-12-08,5.48,,
1994-12-09,5.42,,
1994-12-12,5.48,,
1994-12-13,5.5,,
1994-12-14,5.63,,
1994-12-15,5.79,,
1994-12-16,5.89,,
1994-12-19,5.71,,
1994-12-20,5.68,,
1994-12-21,5.63,,
1994-12-22,5.65,,
1994-12-23,5.62,,
1994-12-27,5.67,,
1994-12-28,5.75,,
1994-12-29,5.77,,
1994-12-30,5.83,,
1995-01-03,5.9,,
1995-01-04,5.85,,
1995-01-05,5.96,,
1995-01-06,6.01,,
1995-01-09,5.93,,
1995-01-10,5.88,,
1995-01-11,5.9,,
1995-01-12,5.93,,
1995-01-13,6.09,,
1995-01-16,6.06,,
1995-01-17,6.16,,
1995-01-18,6.09,,
1995-01-19,6.01,,
1995-01-20,5.98,,
1995-01-23,5.93,,
1995-01-24,5.9,,
1995-01-25,5.96,,
1995-01-26,6.03,,
1995-01-27,6.14,,
1995-01-30,6.11,,
1995-01-31,6.27,,
1995-02-01,6.32,,
1995-02-02,6.37,,
1995-02-03,6.63,,
1995-02-06,6.55,,
1995-02-07,6.4,,
1995-02-08,6.27,,
1995-02-09,6.27,,
1995-02-10,6.34,,
1995-02-13,6.32,,
1995-02-14,6.37,,
1995-02-15,6.37,,
1995-02-16,6.5,,
1995-02-17,6.45,,
1995-02-21,6.45,,
1995-02-22,6.37,,
1995-02-23,6.34,,
1995-02-24,6.4,,
1995-02-27,6.45,,
1995-02-28,6.42,,
1995-03-01,6.45,,
1995-03-02,6.45,,
1995-03-03,6.47,,
1995-03-06,6.76,,
1995-03-07,6.68,,
1995-03-08,6.73,,
1995-03-09,6.73,,
1995-03-10,6.78,,
1995-03-13,6.86,,
1995-03-14,6.89,,
1995-03-15,7.02,,
1995-03-16,7.04,,
1995-03-17,7.04,,
1995-03-20,6.99,,
1995-03-21,7.12,,
1995-03-22,7.07,,
1995-03-23,6.97,,
1995-03-24,7.16,,
1995-03-27,7.19,,
1995-03-28,7.19,,
1995-03-29,7.14,,
1995-03-30,7.24,,
1995-03-31,7.21,,
1995-04-03,7.19,,
1995-04-04,7.14,,
1995-04-05,7.03,,
1995-04-06,6.95,,
1995-04-07,7.14,,
1995-04-10,7.32,,
1995-04-11,7.27,,
1995-04-12,7.27,,
1995-04-13,7.32,,
1995-04-17,7.16,,
1995-04-18,7.06,,
1995-04-19,7.06,,
1995-04-20,7.24,,
1995-04-21,7.19,,
1995-04-24,7.24,,
1995-04-25,7.34,,
1995-04-26,7.47,,
1995-04-27,7.53,,
1995-04-28,7.47,,
1995-05-01,7.5,,
1995-05-02,7.53,,
1995-05-03,7.6,,
1995-05-04,7.6,,
1995-05-05,7.55,,
1995-05-08,7.55,,
1995-05-09,7.34,,
1995-05-10,7.24,,
1995-05-11,7.37,,
1995-05-12,7.45,,
1995-05-15,7.68,,
1995-05-16,7.58,,
1995-05-17,7.63,,
1995-05-18,7.42,,
1995-05-19,7.32,,
1995-05-22,7.5,,
1995-05-23,7.4,,
1995-05-24,7.37,,
1995-05-25,7.37,,
1995-05-26,7.32,,
1995-05-30,7.06,,
1995-05-31,7.03,,
1995-06-01,7.42,,
1995-06-02,7.29,,
1995-06-05,7.34,,
1995-06-06,7.4,,
1995-06-07,7.24,,
1995-06-08,7.14,,
1995-06-09,7.11,,
1995-06-12,6.98,,
1995-06-13,7.14,,
1995-06-14,7.14,,
1995-06-15,7.21,,
1995-06-16,7.21,,
1995-06-19,7.32,,
1995-06-20,7.4,,
1995-06-21,7.42,,
1995-06-22,7.4,,
1995-06-23,7.4,,
1995-06-26,7.34,,
1995-06-27,7.37,,
1995-06-28,7.33,,
1995-06-29,7.41,,
1995-06-30,7.46,,
1995-07-03,7.51,,
1995-07-05,7.54,,
1995-07-06,7.36,,
1995-07-07,7.62,,
1995-07-10,7.77,,
1995-07-11,7.8,,
1995-07-12,8.06,,
1995-07-13,8.03,,
1995-07-14,8.09,,
1995-07-17,8.11,,
1995-07-18,7.96,,
1995-07-19,7.85,,
1995-07-20,7.85,,
1995-07-21,7.93,,
1995-07-24,7.98,,
1995-07-25,7.98,,
1995-07-26,7.85,,
1995-07-27,7.8,,
1995-07-28,7.7,,
1995-07-31,7.54,,
1995-08-01,7.7,,
1995-08-02,7.59,,
1995-08-03,7.41,,
1995-08-04,7.33,,
1995-08-07,7.57,,
1995-08-08,7.41,,
1995-08-09,7.57,,
1995-08-10,7.59,,
1995-08-11,7.59,,
1995-08-14,7.7,,
1995-08-15,7.64,,
1995-08-16,7.7,,
1995-08-17,7.75,,
1995-08-18,7.59,,
1995-08-21,7.57,,
1995-08-22,7.57,,
1995-08-23,7.46,,
1995-08-24,7.49,,
1995-08-25,7.54,,
1995-08-28,7.49,,
1995-08-29,7.46,,
1995-08-30,7.49,,
1995-08-31,7.38,,
1995-09-01,7.33,,
1995-09-05,7.38,,
1995-09-06,7.54,,
1995-09-07,7.64,,
1995-09-08,7.59,,
1995-09-11,7.57,,
1995-09-12,7.64,,
1995-09-13,7.72,,
1995-09-14,7.75,,
1995-09-15,7.54,,
1995-09-18,7.44,,
1995-09-19,7.51,,
1995-09-20,7.7,,
1995-09-21,7.71,,
1995-09-22,7.71,,
1995-09-25,7.82,,
1995-09-26,7.87,,
1995-09-27,7.79,,
1995-09-28,7.76,,
1995-09-29,7.79,,
1995-10-02,7.84,,
1995-10-03,7.79,,
1995-10-04,7.69,,
1995-10-05,7.84,,
1995-10-06,7.92,,
1995-10-09,7.84,,
1995-10-10,7.84,,
1995-10-11,7.84,,
1995-10-12,8.02,,
1995-10-13,8.21,,
1995-10-16,8.26,,
1995-10-17,8.18,,
1995-10-18,7.92,,
1995-10-19,7.92,,
1995-10-20,7.84,,
1995-10-23,7.92,,
1995-10-24,7.82,,
1995-10-25,7.74,,
1995-10-26,7.42,,
1995-10-27,7.42,,
1995-10-30,7.63,,
1995-10-31,7.69,,
1995-11-01,7.76,,
1995-11-02,7.79,,
1995-11-03,7.95,,
1995-11-06,7.79,,
1995-11-07,7.92,,
1995-11-08,7.84,,
1995-11-09,7.76,,
1995-11-10,7.74,,
1995-11-13,7.69,,
1995-11-14,7.71,,
1995-11-15,7.76,,
1995-11-16,7.89,,
1995-11-17,7.89,,
1995-11-20,7.89,,
1995-11-21,8.05,,
1995-11-22,8.02,,
1995-11-24,7.95,,
1995-11-27,7.95,,
1995-11-28,8.0,,
1995-11-29,8.0,,
1995-11-30,7.76,,
1995-12-01,8.02,,
1995-12-04,8.1,,
1995-12-05,8.15,,
1995-12-06,8.23,,
1995-12-07,8.18,,
1995-12-08,8.08,,
1995-12-11,8.02,,
1995-12-12,8.0,,
1995-12-13,7.97,,
1995-12-14,8.08,,
1995-12-15,7.87,,
1995-12-18,7.63,,
1995-12-19,7.76,,
1995-12-20,7.71,,
1995-12-21,7.84,,
1995-12-22,7.92,,
1995-12-26,7.93,,
1995-12-27,7.93,,
1995-12-28,7.88,,
1995-12-29,7.99,,
1996-01-02,8.12,,
1996-01-03,8.43,,
1996-01-04,8.48,,
1996-01-05,8.2,,
1996-01-08,8.27,,
1996-01-09,8.06,,
1996-01-10,7.83,,
1996-01-11,7.96,,
1996-01-12,8.01,,
1996-01-15,7.99,,
1996-01-16,8.14,,
1996-01-17,8.06,,
1996-01-18,8.27,,
1996-01-19,8.59,,
1996-01-22,8.8,,
1996-01-23,8.72,,
1996-01-24,8.8,,
1996-01-25,8.74,,
1996-01-26,8.74,,
1996-01-29,8.69,,
1996-01-30,8.74,,
1996-01-31,8.95,,
1996-02-01,9.32,,
1996-02-02,9.42,,
1996-02-05,9.6,,
1996-02-06,9.81,,
1996-02-07,9.73,,
1996-02-08,9.89,,
1996-02-09,9.66,,
1996-02-12,9.76,,
1996-02-13,9.79,,
1996-02-14,9.79,,
1996-02-15,9.73,,
1996-02-16,9.71,,
1996-02-20,9.84,,
1996-02-21,10.13,,
1996-02-22,10.13,,
1996-02-23,10.2,,
1996-02-26,9.84,,
1996-02-27,10.07,,
1996-02-28,10.44,,
1996-02-29,10.26,,
1996-03-01,10.34,,
1996-03-04,10.67,,
1996-03-05,10.78,,
1996-03-06,10.6,,
1996-03-07,10.62,,
1996-03-08,9.92,,
1996-03-11,10.39,,
1996-03-12,10.34,,
1996-03-13,10.44,,
1996-03-14,10.44,,
1996-03-15,10.36,,
1996-03-18,10.49,,
1996-03-19,10.57,,
1996-03-20,10.49,,
1996-03-21,10.41,,
1996-03-22,10.31,,
1996-03-25,10.34,,
1996-03-26,10.34,,
1996-03-27,10.17,,
1996-03-28,10.09,,
1996-03-29,9.93,,
1996-04-01,10.17,,
1996-04-02,10.22,,
1996-04-03,10.14,,
1996-04-04,10.04,,
1996-04-08,10.04,,
1996-04-09,10.06,,
1996-04-10,10.01,,
1996-04-11,9.83,,
1996-04-12,9.96,,
1996-04-15,10.3,,
1996-04-16,10.3,,
1996-04-17,10.17,,
1996-04-18,10.14,,
1996-04-19,9.88,,
1996-04-22,10.14,,
1996-04-23,10.04,,
1996-04-24,10.12,,
1996-04-25,10.27,,
1996-04-26,10.22,,
1996-04-29,10.2,,
1996-04-30,10.2,,
1996-05-01,10.17,,
1996-05-02,9.8,,
1996-05-03,9.8,,
1996-05-06,9.67,,
1996-05-07,9.54,,
1996-05-08,9.67,,
1996-05-09,9.59,,
1996-05-10,9.8,,
1996-05-13,9.96,,
1996-05-14,10.14,,
1996-05-15,9.88,,
1996-05-16,9.78,,
1996-05-17,9.91,,
1996-05-20,9.99,,
1996-05-21,9.99,,
1996-05-22,10.2,,
1996-05-23,9.91,,
1996-05-24,10.04,,
1996-05-28,9.86,,
1996-05-29,9.8,,
1996-05-30,9.99,,
1996-05-31,9.93,,
1996-06-03,9.75,,
1996-06-04,10.06,,
1996-06-05,10.17,,
1996-06-06,10.09,,
1996-06-07,10.22,,
1996-06-10,10.06,,
1996-06-11,10.06,,
1996-06-12,10.04,,
1996-06-13,10.04,,
1996-06-14,10.17,,
1996-06-17,10.25,,
1996-06-18,10.3,,
1996-06-19,10.3,,
1996-06-20,10.35,,
1996-06-21,10.38,,
1996-06-24,10.46,,
1996-06-25,10.48,,
1996-06-26,10.5,,
1996-06-27,10.79,,
1996-06-28,11.26,,
1996-07-01,11.1,,
1996-07-02,11.1,,
1996-07-03,10.94,,
1996-07-05,10.68,,
1996-07-08,10.55,,
1996-07-09,10.5,,
1996-07-10,10.58,,
1996-07-11,10.45,,
1996-07-12,10.55,,
1996-07-15,10.37,,
1996-07-16,10.47,,
1996-07-17,10.55,,
1996-07-18,10.5,,
1996-07-19,10.79,,
1996-07-22,10.58,,
1996-07-23,10.42,,
1996-07-24,10.32,,
1996-07-25,10.53,,
1996-07-26,10.71,,
1996-07-29,10.68,,
1996-07-30,10.66,,
1996-07-31,10.76,,
1996-08-01,11.31,,
1996-08-02,11.63,,
1996-08-05,11.21,,
1996-08-06,11.26,,
1996-08-07,11.44,,
1996-08-08,11.49,,
1996-08-09,11.81,,
1996-08-12,11.81,,
1996-08-13,11.81,,
1996-08-14,11.7,,
1996-08-15,11.76,,
1996-08-16,11.81,,
1996-08-19,11.81,,
1996-08-20,11.65,,
1996-08-21,11.47,,
1996-08-22,11.63,,
1996-08-23,11.52,,
1996-08-26,11.44,,
1996-08-27,11.68,,
1996-08-28,11.65,,
1996-08-29,11.65,,
1996-08-30,11.49,,
1996-09-03,11.39,,
1996-09-04,11.15,,
1996-09-05,11.26,,
1996-09-06,11.26,,
1996-09-09,11.47,,
1996-09-10,11.28,,
1996-09-11,11.39,,
1996-09-12,11.52,,
1996-09-13,11.7,,
1996-09-16,11.49,,
1996-09-17,11.7,,
1996-09-18,11.81,,
1996-09-19,11.65,,
1996-09-20,11.68,,
1996-09-23,11.67,,
1996-09-24,11.67,,
1996-09-25,11.75,,
1996-09-26,11.48,,
1996-09-27,11.56,,
1996-09-30,11.56,,
1996-10-01,11.38,,
1996-10-02,11.64,,
1996-10-03,11.83,,
1996-10-04,12.01,,
1996-10-07,11.96,,
1996-10-08,11.88,,
1996-10-09,11.77,,
1996-10-10,11.96,,
1996-10-11,12.06,,
1996-10-14,12.22,,
1996-10-15,12.38,,
1996-10-16,12.56,,
1996-10-17,12.53,,
1996-10-18,12.27,,
1996-10-21,12.45,,
1996-10-22,12.35,,
1996-10-23,12.01,,
1996-10-24,12.27,,
1996-10-25,12.11,,
1996-10-28,12.17,,
1996-10-29,12.11,,
1996-10-30,11.96,,
1996-10-31,11.93,,
1996-11-01,11.72,,
1996-11-04,11.62,,
1996-11-05,11.54,,
1996-11-06,11.43,,
1996-11-07,11.59,,
1996-11-08,11.69,,
1996-11-11,11.62,,
1996-11-12,11.62,,
1996-11-13,11.48,,
1996-11-14,11.54,,
1996-11-15,11.56,,
1996-11-18,11.59,,
1996-11-19,11.67,,
1996-11-20,11.69,,
1996-11-21,11.56,,
1996-11-22,11.69,,
1996-11-25,11.64,,
1996-11-26,11.62,,
1996-11-27,11.56,,
1996-11-29,11.69,,
1996-12-02,11.54,,
1996-12-03,11.54,,
1996-12-04,11.56,,
1996-12-05,11.54,,
1996-12-06,11.43,,
1996-12-09,11.43,,
1996-12-10,11.43,,
1996-12-11,11.33,,
1996-12-12,11.17,,
1996-12-13,11.22,,
1996-12-16,11.14,,
1996-12-17,11.07,,
1996-12-18,10.88,,
1996-12-19,11.09,,
1996-12-20,11.27,,
1996-12-23,11.38,,
1996-12-24,11.42,,
1996-12-26,11.45,,
1996-12-27,11.61,,
1996-12-30,11.61,,
1996-12-31,11.61,,
1997-01-02,11.5,,
1997-01-03,11.58,,
1997-01-06,11.61,,
1997-01-07,11.61,,
1997-01-08,11.55,,
1997-01-09,11.34,,
1997-01-10,11.16,,
1997-01-13,11.13,,
1997-01-14,11.11,,
1997-01-15,11.08,,
1997-01-16,10.9,,
1997-01-17,10.87,,
1997-01-20,11.03,,
1997-01-21,11.19,,
1997-01-22,11.4,,
1997-01-23,11.29,,
1997-01-24,11.27,,
1997-01-27,11.11,,
1997-01-28,11.24,,
1997-01-29,11.4,,
1997-01-30,11.27,,
1997-01-31,11.16,,
1997-02-03,11.27,,
1997-02-04,11.42,,
1997-02-05,11.24,,
1997-02-06,11.45,,
1997-02-07,11.48,,
1997-02-10,11.42,,
1997-02-11,11.32,,
1997-02-12,11.42,,
1997-02-13,11.48,,
1997-02-14,11.61,,
1997-02-18,11.82,,
1997-02-19,11.92,,
1997-02-20,11.74,,
1997-02-21,11.53,,
1997-02-24,11.48,,
1997-02-25,11.34,,
1997-02-26,11.16,,
1997-02-27,11.11,,
1997-02-28,11.13,,
1997-03-03,11.0,,
1997-03-04,10.66,,
1997-03-05,10.85,,
1997-03-06,10.82,,
1997-03-07,10.85,,
1997-03-10,10.92,,
1997-03-11,10.9,,
1997-03-12,10.87,,
1997-03-13,10.61,,
1997-03-14,10.63,,
1997-03-17,10.69,,
1997-03-18,10.69,,
1997-03-19,10.66,,
1997-03-20,10.69,,
1997-03-21,10.61,,
1997-03-24,10.71,,
1997-03-25,10.55,,
1997-03-26,10.65,,
1997-03-27,10.57,,
1997-03-31,10.47,,
1997-04-01,10.63,,
1997-04-02,10.57,,
1997-04-03,10.68,,
1997-04-04,10.6,,
1997-04-07,10.63,,
1997-04-08,10.91,,
1997-04-09,10.81,,
1997-04-10,10.78,,
1997-04-11,10.65,,
1997-04-14,10.73,,
1997-04-15,10.89,,
1997-04-16,11.05,,
1997-04-17,11.02,,
1997-04-18,11.26,,
1997-04-21,11.28,,
1997-04-22,11.34,,
1997-04-23,11.28,,
1997-04-24,11.13,,
1997-04-25,11.13,,
1997-04-28,11.07,,
1997-04-29,11.34,,
1997-04-30,11.62,,
1997-05-01,11.57,,
1997-05-02,11.57,,
1997-05-05,11.89,,
1997-05-06,11.99,,
1997-05-07,11.81,,
1997-05-08,11.91,,
1997-05-09,11.76,,
1997-05-12,11.97,,
1997-05-13,12.05,,
1997-05-14,12.1,,
1997-05-15,12.07,,
1997-05-16,12.18,,
1997-05-19,12.23,,
1997-05-20,12.39,,
1997-05-21,12.41,,
1997-05-22,12.26,,
1997-05-23,12.36,,
1997-05-27,12.33,,
1997-05-28,12.2,,
1997-05-29,12.12,,
1997-05-30,12.15,,
1997-06-02,12.07,,
1997-06-03,12.23,,
1997-06-04,12.05,,
1997-06-05,12.15,,
1997-06-06,12.26,,
1997-06-09,12.15,,
1997-06-10,12.26,,
1997-06-11,12.52,,
1997-06-12,12.78,,
1997-06-13,13.1,,
1997-06-16,13.15,,
1997-06-17,13.05,,
1997-06-18,13.02,,
1997-06-19,13.36,,
1997-06-20,13.41,,
1997-06-23,12.97,,
1997-06-24,12.95,,
1997-06-25,12.68,,
1997-06-26,12.83,,
1997-06-27,13.22,,
1997-06-30,12.93,,
1997-07-01,13.29,,
1997-07-02,13.6,,
1997-07-03,13.75,,
1997-07-07,13.79,,
1997-07-08,13.91,,
1997-07-09,13.76,,
1997-07-10,13.91,,
1997-07-11,13.67,,
1997-07-14,13.8,,
1997-07-15,14.22,,
1997-07-16,14.16,,
1997-07-17,13.8,,
1997-07-18,13.51,,
1997-07-21,13.83,,
1997-07-22,14.42,,
1997-07-23,14.54,,
1997-07-24,14.71,,
1997-07-25,14.87,,
1997-07-28,14.83,,
1997-07-29,14.64,,
1997-07-30,14.51,,
1997-07-31,14.49,,
1997-08-01,14.41,,
1997-08-04,14.45,,
1997-08-05,14.64,,
1997-08-06,14.75,,
1997-08-07,14.74,,
1997-08-08,14.21,,
1997-08-11,14.12,,
1997-08-12,14.16,,
1997-08-13,14.1,,
1997-08-14,14.13,,
1997-08-15,13.85,,
1997-08-18,13.83,,
1997-08-19,14.14,,
1997-08-20,14.22,,
1997-08-21,14.09,,
1997-08-22,14.08,,
1997-08-25,14.17,,
1997-08-26,14.22,,
1997-08-27,14.22,,
1997-08-28,14.12,,
1997-08-29,14.03,,
1997-09-02,14.63,,
1997-09-03,14.25,,
1997-09-04,14.28,,
1997-09-05,14.21,,
1997-09-08,14.7,,
1997-09-09,14.7,,
1997-09-10,14.32,,
1997-09-11,14.41,,
1997-09-12,14.21,,
1997-09-15,14.13,,
1997-09-16,14.33,,
1997-09-17,14.55,,
1997-09-18,14.78,,
1997-09-19,14.68,,
1997-09-22,14.78,,
1997-09-23,14.58,,
1997-09-24,14.56,,
1997-09-25,14.43,,
1997-09-26,14.74,,
1997-09-29,14.98,,
1997-09-30,14.99,,
1997-10-01,15.4,,
1997-10-02,15.47,,
1997-10-03,15.51,,
1997-10-06,16.06,,
1997-10-07,16.03,,
1997-10-08,15.74,,
1997-10-09,15.63,,
1997-10-10,15.47,,
1997-10-13,15.51,,
1997-10-14,15.19,,
1997-10-15,15.11,,
1997-10-16,15.16,,
1997-10-17,15.03,,
1997-10-20,15.27,,
1997-10-21,15.61,,
1997-10-22,15.48,,
1997-10-23,15.39,,
1997-10-24,15.4,,
1997-10-27,14.45,,
1997-10-28,14.89,,
1997-10-29,14.77,,
1997-10-30,14.27,,
1997-10-31,14.72,,
1997-11-03,14.56,,
1997-11-04,14.33,,
1997-11-05,14.25,,
1997-11-06,14.4,,
1997-11-07,14.29,,
1997-11-10,14.35,,
1997-11-11,14.48,,
1997-11-12,14.47,,
1997-11-13,14.61,,
1997-11-14,14.66,,
1997-11-17,15.03,,
1997-11-18,14.94,,
1997-11-19,14.98,,
1997-11-20,15.15,,
1997-11-21,15.26,,
1997-11-24,15.01,,
1997-11-25,15.09,,
1997-11-26,15.1,,
1997-11-28,15.28,,
1997-12-01,15.19,,
1997-12-02,14.97,,
1997-12-03,15.38,,
1997-12-04,15.34,,
1997-12-05,15.38,,
1997-12-08,15.3,,
1997-12-09,15.39,,
1997-12-10,15.19,,
1997-12-11,14.8,,
1997-12-12,14.35,,
1997-12-15,14.39,,
1997-12-16,14.44,,
1997-12-17,14.33,,
1997-12-18,14.15,,
1997-12-19,14.21,,
1997-12-22,14.39,,
1997-12-23,14.36,,
1997-12-24,14.51,,
1997-12-26,14.39,,
1997-12-29,14.35,,
1997-12-30,14.54,,
1997-12-31,14.63,,
1998-01-02,14.41,,
1998-01-05,14.51,,
1998-01-06,14.31,,
1998-01-07,14.38,,
1998-01-08,14.23,,
1998-01-09,13.42,,
1998-01-12,13.1,,
