date,ALL,dcf,Deviation
2009-08-11,26.74,29.6531299685709,-0.0982402185421406
2009-08-12,28.42,30.1631299685709,-0.05779008910504935
2009-08-13,28.93,29.7831299685709,-0.028644738463391106
2009-08-14,28.55,28.7031299685709,-0.005334957154100262
2009-08-17,27.47,28.7331299685709,-0.0439607508806924
2009-08-18,27.5,28.7531299685709,-0.04358238459397823
2009-08-19,27.52,28.9231299685709,-0.048512383344942345
2009-08-20,27.69,29.8631299685709,-0.07276966516430072
2009-08-21,28.63,29.9131299685709,-0.042895209224813935
2009-08-24,28.68,30.1931299685709,-0.050115041737838095
2009-08-25,28.96,30.3431299685709,-0.04558296952237728
2009-08-26,29.11,30.4131299685709,-0.04284761120994651
2009-08-27,29.18,30.4931299685709,-0.043063141432983065
2009-08-28,29.26,30.6231299685709,-0.04451308438980295
2009-08-31,29.39,29.4131299685709,-0.0007863824283785847
2009-09-01,28.18,29.293129968570902,-0.03799969377684109
2009-09-02,28.06,29.7131299685709,-0.0556363456263107
2009-09-03,28.48,30.0831299685709,-0.05328999908738741
2009-09-04,28.85,30.0631299685709,-0.040352750024337136
2009-09-08,28.83,30.0131299685709,-0.03942041265972096
2009-09-09,28.78,30.4631299685709,-0.05525137995693152
2009-09-10,29.23,30.1531299685709,-0.03061473119152458
2009-09-11,28.92,30.223129968570902,-0.04311697596926689
2009-09-14,28.99,30.1131299685709,-0.037297018600959575
2009-09-15,28.88,31.0731299685709,-0.0705796284696506
2009-09-16,29.84,31.5631299685709,-0.05459312717993159
2009-09-17,30.33,31.8731299685709,-0.04841476096299724
2009-09-18,30.64,31.5231299685709,-0.028015300810909083
2009-09-21,30.29,31.4531299685709,-0.036979784515345226
2009-09-22,30.22,30.9931299685709,-0.0249452046100187
2009-09-23,29.76,30.383129968570902,-0.020509077544528242
2009-09-24,29.15,30.3631299685709,-0.039954048539350806
2009-09-25,29.13,32.1531299685709,-0.09402288273415238
2009-09-28,30.92,32.1731299685709,-0.03894958214494659
2009-09-29,30.94,31.8531299685709,-0.028666883583241987
2009-09-30,30.62,31.744056202625256,-0.0354099739318221
2009-10-01,30.4,32.10405620262525,-0.05307915585090173
2009-10-02,30.76,32.474056202625256,-0.05278232543326966
2009-10-05,31.13,32.53405620262525,-0.043156506335412126
2009-10-06,31.19,32.724056202625256,-0.04687854687470516
2009-10-07,31.38,32.82405620262526,-0.04399383774238608
2009-10-08,31.48,33.264056202625255,-0.05363315260645973
2009-10-09,31.92,33.00405620262526,-0.03284615066614227
2009-10-12,31.66,32.36405620262526,-0.02175426337840025
2009-10-13,31.02,33.194056202625255,-0.06549534619554309
2009-10-14,31.85,33.49405620262525,-0.049085013552237045
2009-10-15,32.15,33.014056202625255,-0.026172373286156403
2009-10-16,31.67,33.36405620262526,-0.05077488757173232
2009-10-19,32.02,32.93405620262526,-0.027754133806099257
2009-10-20,31.59,32.25405620262526,-0.02058830053663785
2009-10-21,30.91,33.554056202625254,-0.07879989789187947
2009-10-22,32.21,32.844056202625254,-0.019305051687695363
2009-10-23,31.5,31.684056202625253,-0.0058091111014378916
2009-10-26,30.34,31.214056202625255,-0.028002006434259652
2009-10-27,29.87,30.634056202625253,-0.02494139847402166
2009-10-28,29.29,32.094056202625254,-0.08736995364256528
2009-10-29,30.75,30.914056202625254,-0.005306848171264034
2009-10-30,29.57,30.984056202625254,-0.045638188666383916
2009-11-02,29.64,31.084056202625256,-0.04645649181728395
2009-11-03,29.74,30.964056202625255,-0.039531519856932595
2009-11-04,29.62,30.394056202625254,-0.0254673544545988
2009-11-05,29.05,30.274056202625253,-0.04043251404544557
2009-11-06,28.93,30.854056202625255,-0.06235991112447459
2009-11-09,29.51,30.624056202625255,-0.03637846649882226
2009-11-10,29.28,30.704056202625253,-0.04638006761150637
2009-11-11,29.36,30.204056202625253,-0.027945127533959835
2009-11-12,28.86,30.254056202625254,-0.04607832395393929
2009-11-13,28.91,30.714056202625255,-0.058737152485611954
2009-11-16,29.37,30.544056202625253,-0.0384381234383776
2009-11-17,29.2,30.554056202625254,-0.04431674124199958
2009-11-18,29.21,30.214056202625255,-0.033231426985232515
2009-11-19,28.87,30.464056202625255,-0.05232580297327194
2009-11-20,29.12,30.714056202625255,-0.05189989209204493
2009-11-23,29.37,30.334056202625256,-0.03178131523807948
2009-11-24,28.99,30.444056202625255,-0.0477615792372591
2009-11-25,29.1,29.614056202625253,-0.017358520531871036
2009-11-27,28.27,29.754056202625254,-0.049877441667745215
2009-11-30,28.41,29.864056202625253,-0.04868917312369081
2009-12-01,28.52,29.824056202625254,-0.043724978043411356
2009-12-02,28.48,29.514056202625255,-0.03503605859953862
2009-12-03,28.17,29.944056202625255,-0.05924568771246552
2009-12-04,28.6,29.624056202625255,-0.034568399263788296
2009-12-07,28.28,29.074056202625254,-0.027311504012073606
2009-12-08,27.73,29.084056202625256,-0.046556649223605584
2009-12-09,27.74,29.244056202625256,-0.051431176038098214
2009-12-10,27.9,29.974056202625253,-0.06919504616274119
2009-12-11,28.63,29.974056202625253,-0.04484065131323589
2009-12-14,28.63,29.754056202625254,-0.037778250970907146
2009-12-15,28.41,30.064056202625252,-0.05501773252009878
2009-12-16,28.72,29.654056202625256,-0.03149842963279226
2009-12-17,28.31,30.164056202625254,-0.06146574552741657
2009-12-18,28.82,30.714056202625255,-0.061667406939997726
2009-12-21,29.37,30.954056202625253,-0.051174430654774894
2009-12-22,29.61,31.454056202625253,-0.05862697614406065
2009-12-23,30.11,31.574056202625254,-0.046368961695315014
2009-12-24,30.23,31.694056202625255,-0.04619339958461943
2009-12-28,30.35,31.674056202625255,-0.04180254635386771
2009-12-29,30.33,31.874056202625255,-0.048442413253261485
2009-12-30,30.53,31.384056202625253,-0.02721305994072909
2009-12-31,30.04,31.54144758735441,-0.04760236774790161
2010-01-04,30.41,32.04144758735441,-0.05091678779201858
2010-01-05,30.91,32.05144758735441,-0.035612980794189064
2010-01-06,30.92,32.21144758735441,-0.04009281432795342
2010-01-07,31.08,32.34144758735441,-0.039004054594255044
2010-01-08,31.21,32.34144758735441,-0.03498444478399931
2010-01-11,31.21,32.31144758735441,-0.03408846305559754
2010-01-12,31.18,32.59144758735441,-0.043307299670299226
2010-01-13,31.46,32.77144758735441,-0.04001799383010651
2010-01-14,31.64,32.04144758735441,-0.012529009067394625
2010-01-15,30.91,32.52144758735441,-0.049550303166117415
2010-01-19,31.39,32.35144758735441,-0.029718842866562123
2010-01-20,31.22,31.96144758735441,-0.023198185417852124
2010-01-21,30.83,31.11144758735441,-0.009046431753590545
2010-01-22,29.98,31.48144758735441,-0.04769309235822805
2010-01-25,30.35,31.41144758735441,-0.033791743739366
2010-01-26,30.28,31.41144758735441,-0.03602023065660642
2010-01-27,30.28,31.081447587354408,-0.02578540092452064
2010-01-28,29.95,31.061447587354408,-0.035782221167531714
2010-01-29,29.93,31.081447587354408,-0.03704613770379461
2010-02-01,29.95,31.651447587354408,-0.05375575896358631
2010-02-02,30.52,30.96144758735441,-0.014257976346516488
2010-02-03,29.83,29.82144758735441,0.0002867873070391269
2010-02-04,28.69,30.04144758735441,-0.044986100733816925
2010-02-05,28.91,29.491447587354408,-0.01971580356074909
2010-02-08,28.36,29.86144758735441,-0.05028046892107918
2010-02-09,28.73,29.73144758735441,-0.03368310891731863
2010-02-10,28.6,30.54144758735441,-0.06356763482809691
2010-02-11,29.41,30.66144758735441,-0.04081501970150092
2010-02-12,29.53,31.651447587354408,-0.06702529423020709
2010-02-16,30.52,31.82144758735441,-0.040898440706751304
2010-02-17,30.69,32.38144758735441,-0.05223508253580822
2010-02-18,31.25,32.35144758735441,-0.034046315373688074
2010-02-19,31.22,32.54144758735441,-0.04060813778511585
2010-02-22,31.41,32.31144758735441,-0.027898706330545364
2010-02-23,31.18,32.41144758735441,-0.03799421744540865
2010-02-24,31.28,32.43144758735441,-0.03550404539461205
2010-02-25,31.3,32.38144758735441,-0.03339713533303357
2010-02-26,31.25,32.70144758735441,-0.04438481151261575
2010-03-01,31.57,33.15144758735441,-0.047703726456809425
2010-03-02,32.02,33.12144758735441,-0.0332548142544028
2010-03-03,31.99,33.071447587354406,-0.03270034021032464
2010-03-04,31.94,33.27144758735441,-0.040017723420620155
2010-03-05,32.14,33.12144758735441,-0.02963178420163981
2010-03-08,31.99,33.00144758735441,-0.03064858245012214
2010-03-09,31.87,32.73144758735441,-0.026318652270277965
2010-03-10,31.6,32.91144758735441,-0.039847763726391205
2010-03-11,31.78,32.60144758735441,-0.025196659907611996
2010-03-12,31.47,32.06144758735441,-0.018447313888212746
2010-03-15,30.93,32.15144758735441,-0.03799043834762894
2010-03-16,31.02,32.40144758735441,-0.042635366325224355
2010-03-17,31.27,32.51144758735441,-0.038184937290743126
2010-03-18,31.38,32.391447587354406,-0.031225760584694395
2010-03-19,31.26,32.21144758735441,-0.02953756066920521
2010-03-22,31.08,32.571447587354406,-0.04579003077325461
2010-03-23,31.44,32.46144758735441,-0.031466482959691455
2010-03-24,31.33,32.69144758735441,-0.04164537479463104
2010-03-25,31.56,33.33144758735441,-0.05314643424087229
2010-03-26,32.2,33.391447587354406,-0.035681219996152924
2010-03-29,32.26,33.19144758735441,-0.028062879297535814
2010-03-30,32.06,33.44144758735441,-0.04130944343081577
2010-03-31,32.31,33.78937246216316,-0.04378218221778862
2010-04-01,32.49,33.92937246216316,-0.04242260783833518
2010-04-05,32.63,33.91937246216316,-0.038012863109464834
2010-04-06,32.62,34.06937246216316,-0.04254180096134175
2010-04-07,32.77,34.39937246216316,-0.04736634262602746
2010-04-08,33.1,34.26937246216316,-0.034122961062513335
2010-04-09,32.97,34.33937246216316,-0.03987762046822507
2010-04-12,33.04,34.35937246216316,-0.03839920137121433
2010-04-13,33.06,35.62937246216316,-0.07211388482611414
2010-04-14,34.33,35.59937246216316,-0.035657158381438236
2010-04-15,34.3,35.14937246216316,-0.02416465508957444
2010-04-16,33.85,35.48937246216316,-0.046193334748619974
2010-04-19,34.19,36.72937246216316,-0.06913737676240195
2010-04-20,35.43,36.189372462163156,-0.020983300082285217
2010-04-21,34.89,36.46937246216316,-0.04330681762626298
2010-04-22,35.17,36.48937246216316,-0.03615771862153161
2010-04-23,35.19,36.09937246216316,-0.02519081081302188
2010-04-26,34.8,34.56937246216316,0.0066714412617487895
2010-04-27,33.27,35.06937246216316,-0.051308943839942556
2010-04-28,33.77,34.56937246216316,-0.023123719212377547
2010-04-29,33.27,33.96937246216316,-0.02058832446616876
2010-04-30,32.67,34.33937246216316,-0.04861394785249962
2010-05-03,33.04,33.37937246216316,-0.010167131288877695
2010-05-04,32.08,33.98937246216316,-0.05617557265255979
2010-05-05,32.69,33.35937246216316,-0.020065499221317062
2010-05-06,32.06,33.09937246216316,-0.031401576067682124
2010-05-07,31.8,34.61937246216316,-0.08143915564167326
2010-05-10,33.32,34.04937246216316,-0.021421025100349933
2010-05-11,32.75,34.40937246216316,-0.04822443257248654
2010-05-12,33.11,33.85937246216316,-0.022131906402003132
2010-05-13,32.56,33.16937246216316,-0.018371540277353104
2010-05-14,31.87,33.28937246216316,-0.042637405189191235
2010-05-17,31.99,32.67937246216316,-0.02109503366263621
2010-05-18,31.38,32.67937246216316,-0.03976124277378945
2010-05-19,31.38,31.36937246216316,0.00033878707167822597
2010-05-20,30.07,31.83937246216316,-0.05557183842947344
2010-05-21,30.54,31.13937246216316,-0.01924805847938793
2010-05-24,29.84,31.33937246216316,-0.047843091433097173
2010-05-25,30.04,30.82937246216316,-0.025604558222258933
2010-05-26,29.53,32.06937246216316,-0.07918372787491301
2010-05-27,30.77,31.92937246216316,-0.03631053079846891
2010-05-28,30.63,30.95937246216316,-0.010638861061079363
2010-06-01,29.66,31.519372462163158,-0.05899141756058779
2010-06-02,30.22,31.46937246216316,-0.03970121945282923
2010-06-03,30.17,30.23937246216316,-0.002294110509401648
2010-06-04,28.94,29.96937246216316,-0.034347481364942145
2010-06-07,28.67,30.54937246216316,-0.06151918388801114
2010-06-08,29.25,30.14937246216316,-0.02983055329897344
2010-06-09,28.85,31.09937246216316,-0.07232854826571955
2010-06-10,29.8,31.27937246216316,-0.047295464893123085
2010-06-11,29.98,31.24937246216316,-0.04062073450275261
2010-06-14,29.95,31.96937246216316,-0.06316584614080734
2010-06-15,30.67,31.519372462163158,-0.026947632386487674
2010-06-16,30.22,31.35937246216316,-0.0363327570900176
2010-06-17,30.06,31.83937246216316,-0.055885914971399164
2010-06-18,30.54,31.56937246216316,-0.03260668115582255
2010-06-21,30.27,31.84937246216316,-0.049588809451095006
2010-06-22,30.55,31.74937246216316,-0.037776257265950464
2010-06-23,30.45,30.86937246216316,-0.013585389941994763
2010-06-24,29.57,32.12937246216316,-0.0796583395824858
2010-06-25,30.83,31.29937246216316,-0.014996225970043686
2010-06-28,30.0,30.30937246216316,-0.01020715498314484
2010-06-29,29.01,30.02937246216316,-0.03394584630256803
2010-06-30,28.73,29.700840707964602,-0.03268731405654324
2010-07-01,28.39,29.590840707964603,-0.040581500195139286
2010-07-02,28.28,29.2408407079646,-0.03285954455142892
2010-07-06,27.93,30.1208407079646,-0.0727350451206129
2010-07-07,28.81,30.520840707964602,-0.05605483559036262
2010-07-08,29.21,30.750840707964603,-0.05010727097179879
2010-07-09,29.44,30.4208407079646,-0.03224239321261757
2010-07-12,29.11,30.6308407079646,-0.04965063552986826
2010-07-13,29.32,30.3108407079646,-0.032689317908105475
2010-07-14,29.0,30.1908407079646,-0.03944377433817026
2010-07-15,28.88,29.140840707964603,-0.008951035784403927
2010-07-16,27.83,29.210840707964604,-0.04727151545446984
2010-07-19,27.9,29.5808407079646,-0.056821938380947956
2010-07-20,28.27,28.7408407079646,-0.016382287238874138
2010-07-21,27.43,29.3708407079646,-0.06608052957225341
2010-07-22,28.06,29.590840707964603,-0.051733599699739785
2010-07-23,28.28,29.640840707964603,-0.04591100236907042
2010-07-26,28.33,29.9208407079646,-0.05316831580675263
2010-07-27,28.61,29.5608407079646,-0.032165550275043975
2010-07-28,28.25,29.5608407079646,-0.0443438236724919
2010-07-29,28.25,29.550840707964603,-0.044020429767806846
2010-07-30,28.24,30.140840707964603,-0.06306528495279551
2010-08-02,28.83,29.860840707964602,-0.03452148980151304
2010-08-03,28.55,29.9208407079646,-0.04581558123130203
2010-08-04,28.61,30.7208407079646,-0.06871038224606107
2010-08-05,29.41,30.290840707964602,-0.02907944076088309
2010-08-06,28.98,30.9408407079646,-0.0633738664851422
2010-08-09,29.63,30.730840707964603,-0.03582201731563095
2010-08-10,29.42,29.5308407079646,-0.0037533881632669797
2010-08-11,28.22,29.5308407079646,-0.04438887199073416
2010-08-12,28.22,29.410840707964603,-0.0404898560972492
2010-08-13,28.1,29.250840707964603,-0.03934385064191481
2010-08-16,27.94,29.550840707964603,-0.05451082505177074
2010-08-17,28.24,29.6708407079646,-0.0482238006683956
2010-08-18,28.36,29.3508407079646,-0.03375851199027935
2010-08-19,28.04,29.0608407079646,-0.035127707357923255
2010-08-20,27.75,29.2208407079646,-0.05033533164443493
2010-08-23,27.91,28.8308407079646,-0.03193943309846725
2010-08-24,27.52,29.1308407079646,-0.05529674629418391
2010-08-25,27.82,28.7208407079646,-0.031365401769551604
2010-08-26,27.41,29.300840707964603,-0.06453196093621405
2010-08-27,27.99,28.570840707964603,-0.02032984306978003
2010-08-30,27.26,28.910840707964603,-0.05710109659695273
2010-08-31,27.6,29.980840707964603,-0.07941207290201557
2010-09-01,28.67,29.930840707964602,-0.04212513508279403
2010-09-02,28.62,30.730840707964603,-0.06868802347530734
2010-09-03,29.42,30.0108407079646,-0.01968757602341331
2010-09-07,28.7,30.410840707964603,-0.05625759328371782
2010-09-08,29.1,30.7608407079646,-0.05399204539733449
2010-09-09,29.45,31.180840707964602,-0.05550975113773926
2010-09-10,29.87,31.6008407079646,-0.05477198293425034
2010-09-13,30.29,31.5808407079646,-0.040874171777164126
2010-09-14,30.27,31.800840707964603,-0.048138372253196504
2010-09-15,30.49,32.1608407079646,-0.05195264399760613
2010-09-16,30.85,32.3008407079646,-0.0449164998856163
2010-09-17,30.99,32.8208407079646,-0.05578287053202491
2010-09-20,31.51,32.6408407079646,-0.03464496267366868
2010-09-21,31.33,32.2708407079646,-0.029154514952949406
2010-09-22,30.96,31.7608407079646,-0.025214720080245723
2010-09-23,30.45,32.9108407079646,-0.0747729518610889
2010-09-24,31.6,32.7108407079646,-0.033959405625857975
2010-09-27,31.4,33.470840707964605,-0.06186999382635272
2010-09-28,32.16,32.8608407079646,-0.021327534319435015
2010-09-29,31.55,32.8608407079646,-0.03989066255529139
2010-09-30,31.55,32.49131932927953,-0.028971409863041697
2010-10-01,31.57,32.62131932927953,-0.03222798313788333
2010-10-04,31.7,33.30131932927953,-0.048085762412169664
2010-10-05,32.38,33.04131932927953,-0.020014918977327323
2010-10-06,32.12,33.12131932927953,-0.030231867255189893
2010-10-07,32.2,33.34131932927953,-0.03423137872883297
2010-10-08,32.42,33.35131932927953,-0.027924512373395327
2010-10-11,32.43,33.44131932927953,-0.03024160976789181
2010-10-12,32.52,33.86131932927953,-0.03961214021922954
2010-10-13,32.94,33.59131932927953,-0.01938951319223159
2010-10-14,32.67,33.35131932927953,-0.020428557040062523
2010-10-15,32.43,33.48131932927953,-0.031400176287561865
2010-10-18,32.56,33.12131932927953,-0.016947372286082674
2010-10-19,32.2,33.52131932927953,-0.039417282962529665
2010-10-20,32.6,33.48131932927953,-0.02632271806890274
2010-10-21,32.56,33.711319329279526,-0.03415230706439776
2010-10-22,32.79,34.031319329279526,-0.036475792115750694
2010-10-25,33.11,33.59131932927953,-0.014328681900266815
2010-10-26,32.67,33.40131932927953,-0.021894923433112945
2010-10-27,32.48,31.35131932927953,0.03600105816492305
2010-10-28,30.43,31.41131932927953,-0.031240945946667376
2010-10-29,30.49,31.10131932927953,-0.019655736234443943
2010-11-01,30.18,31.23131932927953,-0.03366234126055356
2010-11-02,30.31,30.89131932927953,-0.018818209836979793
2010-11-03,29.97,32.10131932927953,-0.06639351197430554
2010-11-04,31.18,32.19131932927953,-0.03141590187512722
2010-11-05,31.27,31.951319329279528,-0.021323668117052774
2010-11-08,31.03,31.201319329279528,-0.005490771959721585
2010-11-09,30.28,31.98131932927953,-0.05319728406957669
2010-11-10,31.06,31.55131932927953,-0.015572069242238862
2010-11-11,30.63,31.10131932927953,-0.015154319477238998
2010-11-12,30.18,31.39131932927953,-0.038587716450315
2010-11-15,30.47,30.761319329279527,-0.009470313225552807
2010-11-16,29.84,30.771319329279528,-0.0302658238118948
2010-11-17,29.85,31.14131932927953,-0.04146642971755565
2010-11-18,30.22,31.25131932927953,-0.03300082529038317
2010-11-19,30.33,30.921319329279527,-0.019123353792980136
2010-11-22,30.0,30.46131932927953,-0.01514443036077262
2010-11-23,29.54,30.721319329279527,-0.038452753822771246
2010-11-24,29.8,30.25131932927953,-0.014918996568943244
2010-11-26,29.33,30.28131932927953,-0.03141604627377259
2010-11-29,29.36,30.03131932927953,-0.02235397392698013
2010-11-30,29.11,30.87131932927953,-0.057053581367642714
2010-12-01,29.95,31.23131932927953,-0.04102674356373692
2010-12-02,30.31,31.23131932927953,-0.029499853002232568
2010-12-03,30.31,31.09131932927953,-0.025129822282701886
2010-12-06,30.17,31.37131932927953,-0.038293554589472145
2010-12-07,30.45,31.401319329279527,-0.030295521003555037
2010-12-08,30.48,31.44131932927953,-0.030575031512252937
2010-12-09,30.52,31.861319329279528,-0.04209867505539544
2010-12-10,30.94,31.96131932927953,-0.03195485514091112
2010-12-13,31.04,31.87131932927953,-0.026083618336935732
2010-12-14,30.95,31.68131932927953,-0.0230836134593565
2010-12-15,30.76,32.15131932927953,-0.04327409755818279
2010-12-16,31.23,32.23131932927953,-0.031066656597265374
2010-12-17,31.31,32.26131932927953,-0.029487923899508273
2010-12-20,31.34,32.79131932927953,-0.04425925394174801
2010-12-21,31.87,32.891319329279526,-0.03105133360735568
2010-12-22,31.97,32.86131932927953,-0.02712366233224739
2010-12-23,31.94,33.01131932927953,-0.032453090365561876
2010-12-27,32.09,32.92131932927953,-0.02525170151793299
2010-12-28,32.0,32.83131932927953,-0.025320923626061753
2010-12-29,31.91,32.72131932927953,-0.024794823250098852
2010-12-30,31.8,32.80131932927953,-0.030526800438350654
2010-12-31,31.88,33.26594470046083,-0.041662568519860166
2011-01-03,32.23,32.94594470046083,-0.02173089000695183
2011-01-04,31.91,32.89594470046083,-0.029971618369331043
2011-01-05,31.86,32.53594470046083,-0.020775321161990323
2011-01-06,31.5,32.32594470046083,-0.025550520119805076
2011-01-07,31.29,32.025944700460826,-0.022979640642739163
2011-01-10,30.99,32.16594470046083,-0.03655868687867203
2011-01-11,31.13,31.84594470046083,-0.022481502972982015
2011-01-12,30.81,31.71594470046083,-0.02856432967761069
2011-01-13,30.68,31.74594470046083,-0.03357735013144392
2011-01-14,30.71,31.96594470046083,-0.03929008550286095
2011-01-18,30.93,31.61594470046083,-0.021696163342885377
2011-01-19,30.58,32.33594470046083,-0.054303182316977616
2011-01-20,31.3,32.38594470046083,-0.033531357831454
2011-01-21,31.35,32.31594470046083,-0.02989065334200358
2011-01-24,31.28,32.82594470046083,-0.04709520821312807
2011-01-25,31.79,32.71594470046083,-0.02830255121588432
2011-01-26,31.68,32.92594470046083,-0.03784081859444399
2011-01-27,31.89,32.18594470046083,-0.009194842755589239
2011-01-28,31.15,32.17594470046083,-0.03188545697762024
2011-01-31,31.14,32.63594470046083,-0.045837334086416326
2011-02-01,31.6,32.16594470046083,-0.01759453066686134
2011-02-02,31.13,32.25594470046083,-0.034906579575229246
2011-02-03,31.22,32.38594470046083,-0.036001565223578114
2011-02-04,31.35,32.91594470046083,-0.047574047007039155
2011-02-07,31.88,33.59594470046083,-0.05107594728352116
2011-02-08,32.56,33.39594470046083,-0.02503132365197902
2011-02-09,32.36,32.23594470046083,0.003848353156450157
2011-02-10,31.2,32.42594470046083,-0.0378075245543551
2011-02-11,31.39,31.99594470046083,-0.018938171888142508
2011-02-14,30.96,31.57594470046083,-0.019506770305809384
2011-02-15,30.54,31.93594470046083,-0.04371076896437287
2011-02-16,30.9,32.64594470046083,-0.0534812123368017
2011-02-17,31.61,33.14594470046083,-0.046338842182388484
2011-02-18,32.11,32.775944700460826,-0.020318093240237367
2011-02-22,31.74,32.53594470046083,-0.024463549707519627
2011-02-23,31.5,32.11594470046083,-0.01917878194789613
2011-02-24,31.08,32.51594470046083,-0.044161248079637616
2011-02-25,31.48,32.81594470046083,-0.040710231341963166
2011-02-28,31.78,32.47594470046083,-0.021429544448354543
2011-03-01,31.44,32.33594470046083,-0.027707392153230037
2011-03-02,31.3,32.91594470046083,-0.04909306766572019
2011-03-03,31.88,32.74594470046083,-0.026444334050580776
2011-03-04,31.71,32.46594470046083,-0.0232842354484174
2011-03-07,31.43,33.03594470046083,-0.048612041066845246
2011-03-08,32.0,33.10594470046083,-0.033406226901763536
2011-03-09,32.07,32.76594470046083,-0.02123987899091584
2011-03-10,31.73,33.025944700460826,-0.039240200763817734
2011-03-11,31.99,32.76594470046083,-0.023681438382269993
2011-03-14,31.73,32.35594470046083,-0.019345585680022426
2011-03-15,31.32,31.765944700460828,-0.014038452332077456
2011-03-16,30.73,32.12594470046083,-0.04345225373063666
2011-03-17,31.09,32.18594470046083,-0.03405041270841236
2011-03-18,31.15,32.32594470046083,-0.03637773656291843
2011-03-21,31.29,32.51594470046083,-0.03770287813422979
2011-03-22,31.48,32.39594470046083,-0.028273436966565813
2011-03-23,31.36,32.58594470046083,-0.037621886114705516
2011-03-24,31.55,32.49594470046083,-0.02910962303697595
2011-03-25,31.46,32.68594470046083,-0.037506785001797605
2011-03-28,31.65,32.66594470046083,-0.031101035337468663
2011-03-29,31.63,32.88594470046083,-0.03819092660711165
2011-03-30,31.85,32.81594470046083,-0.029435224531179416
2011-03-31,31.78,32.65127436281859,-0.02668423759321159
2011-04-01,31.45,33.061274362818594,-0.04873600288773705
2011-04-04,31.86,32.811274362818594,-0.028992301618634198
2011-04-05,31.61,32.85127436281859,-0.0377846639710111
2011-04-06,31.65,33.00127436281859,-0.040946126745366795
2011-04-07,31.8,32.60127436281859,-0.024578007408582736
2011-04-08,31.4,32.95127436281859,-0.04707782605728317
2011-04-11,31.75,32.811274362818594,-0.03234480779634752
2011-04-12,31.61,33.04127436281859,-0.04331777119435831
2011-04-13,31.84,32.60127436281859,-0.02335106150595201
2011-04-14,31.4,32.61127436281859,-0.037142809855956305
2011-04-15,31.41,32.47127436281859,-0.03268348359107853
2011-04-18,31.27,32.25127436281859,-0.03042590974172077
2011-04-19,31.05,32.381274362818594,-0.041112475929829806
2011-04-20,31.18,32.85127436281859,-0.050873958323825574
2011-04-21,31.65,33.12127436281859,-0.04442082592299712
2011-04-25,31.92,32.94127436281859,-0.031002879596283006
2011-04-26,31.74,33.14127436281859,-0.04228184913705946
2011-04-27,31.94,34.96127436281859,-0.08641774128324464
2011-04-28,33.76,35.04127436281859,-0.036564719352162656
2011-04-29,33.84,35.08127436281859,-0.035382818479769096
2011-05-02,33.88,35.51127436281859,-0.04593680153947344
2011-05-03,34.31,35.18127436281859,-0.02476528717616311
2011-05-04,33.98,34.62127436281859,-0.01852255223474053
2011-05-05,33.42,34.631274362818594,-0.03497631505351306
2011-05-06,33.43,34.33127436281859,-0.026252283946519794
2011-05-09,33.13,34.70127436281859,-0.04528001900996925
2011-05-10,33.5,34.25127436281859,-0.021934201771894868
2011-05-11,33.05,34.20127436281859,-0.03366173875878087
2011-05-12,33.0,33.58127436281859,-0.01730947898338786
2011-05-13,32.38,33.72127436281859,-0.0397753165668463
2011-05-16,32.52,33.62127436281859,-0.032755283185710304
2011-05-17,32.42,33.65127436281859,-0.03658923431972694
2011-05-18,32.45,33.65127436281859,-0.035697737621071424
2011-05-19,32.45,33.21127436281859,-0.02292216656614865
2011-05-20,32.01,32.62127436281859,-0.018738518796657333
2011-05-23,31.42,32.41127436281859,-0.030584245214244077
2011-05-24,31.21,32.45127436281859,-0.03825040425040416
2011-05-25,31.25,32.35127436281859,-0.0340411431855151
2011-05-26,31.15,32.44127436281859,-0.03980344139312042
2011-05-27,31.24,32.58127436281859,-0.041167031954687405
2011-05-31,31.38,31.641274362818592,-0.008257390641813522
2011-06-01,30.44,32.11127436281859,-0.05204634185287105
2011-06-02,30.91,31.87127436281859,-0.03016115238680328
2011-06-03,30.67,31.36127436281859,-0.02204229186675377
2011-06-06,30.16,31.37127436281859,-0.03861093906514035
2011-06-07,30.17,31.03127436281859,-0.02775504327500511
2011-06-08,29.83,31.40127436281859,-0.0500385539982765
2011-06-09,30.2,30.85127436281859,-0.021110128390790073
2011-06-10,29.65,31.09127436281859,-0.046356233134727476
2011-06-13,29.89,31.42127436281859,-0.04873368104479481
2011-06-14,30.22,30.68127436281859,-0.015034393857433548
2011-06-15,29.48,30.75127436281859,-0.04134054243799701
2011-06-16,29.55,30.85127436281859,-0.04217895013072337
2011-06-17,29.65,31.08127436281859,-0.04604941052644784
2011-06-20,29.88,31.321274362818592,-0.046015827648747454
2011-06-21,30.12,31.16127436281859,-0.033415654016416996
2011-06-22,29.96,30.86127436281859,-0.029204055290226072
2011-06-23,29.66,30.63127436281859,-0.0317085848702906
2011-06-24,29.43,30.821274362818592,-0.04514006612578492
2011-06-27,29.62,30.891274362818592,-0.04115318610321639
2011-06-28,29.69,31.65127436281859,-0.061965099424955206
2011-06-29,30.45,31.731274362818592,-0.04037891287215167
2011-06-30,30.53,32.205576488319515,-0.05202752662810495
2011-07-01,30.9,32.08557648831952,-0.03695044995532859
2011-07-05,30.78,31.925576488319518,-0.03588271894600381
2011-07-06,30.62,32.22557648831952,-0.04982304936892201
2011-07-07,30.92,31.84557648831952,-0.02906452293802897
2011-07-08,30.54,31.325576488319516,-0.025077798284492525
