date,MOS,dcf,Deviation
2011-03-22,76.21,84.7640755644981,-0.10091628449353163
2011-03-23,77.27,85.0440755644981,-0.0914123119440835
2011-03-24,77.55,86.3140755644981,-0.1015370379301479
2011-03-25,78.82,85.1640755644981,-0.07449239039403999
2011-03-28,77.67,86.3440755644981,-0.10045941783253742
2011-03-29,78.85,87.9440755644981,-0.10340748374606001
2011-03-30,80.45,86.2440755644981,-0.06718230239670164
2011-03-31,78.75,87.8640755644981,-0.10372926029145724
2011-04-01,80.37,89.9540755644981,-0.10654409491014338
2011-04-04,82.46,90.0540755644981,-0.08432794981121228
2011-04-05,82.56,88.1840755644981,-0.06377654387707032
2011-04-06,80.69,86.6340755644981,-0.06861128863864663
2011-04-07,79.14,85.9040755644981,-0.07873986792884502
2011-04-08,78.41,85.6940755644981,-0.08500092353543987
2011-04-11,78.2,84.1640755644981,-0.07086248526460204
2011-04-12,76.67,84.2840755644981,-0.09033824614557762
2011-04-13,76.79,82.9840755644981,-0.07464173725335821
2011-04-14,75.49,81.3440755644981,-0.07196683377213353
2011-04-15,73.85,81.3140755644981,-0.09179315527700516
2011-04-18,73.82,84.2440755644981,-0.12373660099715067
2011-04-19,76.75,83.2640755644981,-0.07823392646030347
2011-04-20,75.77,84.2640755644981,-0.10080304694016962
2011-04-21,76.77,83.4940755644981,-0.08053356503484899
2011-04-25,76.0,84.2140755644981,-0.09753803636076352
2011-04-26,76.72,83.2940755644981,-0.07892608831954107
2011-04-27,75.8,80.6740755644981,-0.0604168753145653
2011-04-28,73.18,82.3540755644981,-0.11139795452276235
2011-04-29,74.86,81.0040755644981,-0.07584896835969668
2011-05-02,73.51,78.8640755644981,-0.06788991725540883
2011-05-03,71.37,78.3440755644981,-0.08901854434106593
2011-05-04,70.85,77.6540755644981,-0.08762032790985663
2011-05-05,70.16,78.6640755644981,-0.10810621625529004
2011-05-06,71.17,79.5440755644981,-0.10527591784894152
2011-05-09,72.05,78.6440755644981,-0.08384707324953067
2011-05-10,71.15,76.1940755644981,-0.06620036436072119
2011-05-11,68.7,75.2140755644981,-0.08660713457698621
2011-05-12,67.72,74.8440755644981,-0.09518556426498725
2011-05-13,67.35,75.1040755644981,-0.10324440459744477
2011-05-16,67.61,76.0540755644981,-0.11102725924710055
2011-05-17,68.56,75.9940755644981,-0.09782440945924287
2011-05-18,68.5,73.8040755644981,-0.07186697379418872
2011-05-19,66.31,72.9140755644981,-0.09057339770640427
2011-05-20,65.42,74.2440755644981,-0.11885225181142378
2011-05-23,66.75,74.75407556449811,-0.10707209612393853
2011-05-24,67.26,75.4740755644981,-0.10883307285398369
2011-05-25,67.98,76.64407556449811,-0.11304299126430262
2011-05-26,69.15,77.5340755644981,-0.10813407528827301
2011-05-27,70.04,78.3440755644981,-0.10599493968962104
2011-05-31,70.85,77.31938547486034,-0.08367093756796351
2011-06-01,68.59,77.99938547486033,-0.12063409753264054
2011-06-02,69.27,77.71938547486033,-0.10871657596409368
2011-06-03,68.99,75.44938547486034,-0.08561216813372985
2011-06-06,66.72,75.42938547486034,-0.11546409161404436
2011-06-07,66.7,74.38938547486033,-0.10336670246400859
2011-06-08,65.66,77.56938547486034,-0.1535320333138399
2011-06-09,68.84,76.46938547486033,-0.09977045620915215
2011-06-10,67.74,74.50938547486034,-0.09085278897038218
2011-06-13,65.78,76.06938547486034,-0.13526316021391827
2011-06-14,67.34,73.24938547486033,-0.08067488125055289
2011-06-15,64.52,70.35938547486033,-0.08299369636971554
2011-06-16,61.63,68.04938547486033,-0.09433421668784736
2011-06-17,59.32,69.45938547486034,-0.1459757440343339
2011-06-20,60.73,72.81938547486034,-0.1660187791482256
2011-06-21,64.09,72.28938547486034,-0.11342447333034511
2011-06-22,63.56,72.11938547486034,-0.11868356085540965
2011-06-23,63.39,72.32938547486033,-0.12359271983538989
2011-06-24,63.6,73.52938547486033,-0.13503969074044808
2011-06-27,64.8,73.89938547486034,-0.12313208582709856
2011-06-28,65.17,77.13938547486033,-0.15516568353738236
2011-06-29,68.41,76.45938547486034,-0.10527661744687922
2011-06-30,67.73,76.55938547486033,-0.1153272772514563
2011-07-01,67.83,77.45938547486034,-0.12431528362674127
2011-07-05,68.73,76.95938547486034,-0.10693153829234459
2011-07-06,68.23,77.60938547486033,-0.12085375264179299
2011-07-07,68.88,79.30938547486033,-0.13150253797094758
2011-07-08,70.58,75.71938547486033,-0.06787410440047303
2011-07-11,66.99,75.04938547486033,-0.1073877610571512
2011-07-12,66.32,75.66938547486033,-0.12355572093243039
2011-07-13,66.94,74.80938547486033,-0.10519248921654145
2011-07-14,66.08,75.47938547486034,-0.12452917330641167
2011-07-15,66.75,75.18938547486033,-0.11224171366159186
2011-07-18,66.46,77.21938547486033,-0.13933529007898127
2011-07-19,68.49,77.68938547486033,-0.11841238566415468
2011-07-20,68.96,79.34938547486034,-0.13093214790115715
2011-07-21,70.62,81.60938547486033,-0.13465835345918142
2011-07-22,72.88,81.75938547486034,-0.10860386759622365
2011-07-25,73.03,80.91938547486033,-0.09749685354829307
2011-07-26,72.19,79.35938547486033,-0.09034073830034217
2011-07-27,70.63,79.27938547486033,-0.10910005700792269
2011-07-28,70.55,79.44938547486034,-0.11201327010485584
2011-07-29,70.72,80.11938547486034,-0.11731724375007413
2011-08-01,71.39,77.56938547486034,-0.07966268440869673
2011-08-02,68.84,78.72938547486034,-0.12561237986568796
2011-08-03,70.0,72.91938547486033,-0.04003579371725263
2011-08-04,64.19,72.31938547486034,-0.11240949327046312
2011-08-05,63.59,66.23938547486034,-0.0399971324592957
2011-08-08,57.51,69.65938547486033,-0.17441132149012384
2011-08-09,60.93,68.20938547486034,-0.1067211707623913
2011-08-10,59.48,73.18938547486033,-0.1873138486668855
2011-08-11,64.46,73.49938547486033,-0.12298586466348294
2011-08-12,64.77,75.16938547486033,-0.13834602224250336
2011-08-15,66.44,74.25938547486034,-0.10529827879477272
2011-08-16,65.53,75.83938547486034,-0.13593709139794852
2011-08-17,67.11,72.80938547486033,-0.07827817028929906
2011-08-18,64.08,71.74938547486033,-0.1068913053972782
2011-08-19,63.02,71.51938547486033,-0.11884030348454167
2011-08-22,62.79,74.17938547486034,-0.15353841774168164
2011-08-23,65.45,76.17938547486034,-0.14084368635923294
2011-08-24,67.45,75.53938547486034,-0.10708831457931967
2011-08-25,66.81,78.10938547486033,-0.144661046891696
2011-08-26,69.38,81.36938547486034,-0.1473451643378153
2011-08-29,72.64,81.90938547486033,-0.1131663413309979
2011-08-30,73.18,79.85938547486033,-0.08363932974369048
2011-08-31,71.13,79.66540522438044,-0.10714067417770823
2011-09-01,70.65,79.01540522438044,-0.10587056031194364
2011-09-02,70.0,79.39540522438044,-0.1183368886124827
2011-09-06,70.38,80.13540522438045,-0.12173651829756349
2011-09-07,71.12,79.78540522438044,-0.10860890159059444
2011-09-08,70.77,78.98540522438044,-0.10401168672924144
2011-09-09,69.97,78.50540522438044,-0.10872379041907942
2011-09-12,69.49,79.25540522438044,-0.12321437505408683
2011-09-13,70.24,79.77540522438044,-0.11952813273164409
2011-09-14,70.76,80.08540522438044,-0.11644325452625037
2011-09-15,71.07,80.00540522438044,-0.11168501927239183
2011-09-16,70.99,77.52540522438044,-0.0843001749615514
2011-09-19,68.51,75.05540522438045,-0.08720764620233223
2011-09-20,66.04,72.60540522438045,-0.09042584645166085
2011-09-21,63.59,69.12540522438044,-0.08007772549632897
2011-09-22,60.11,66.71540522438045,-0.0990086952505922
2011-09-23,57.7,67.77540522438044,-0.14865872348567044
2011-09-26,58.76,69.36540522438044,-0.15289185134973982
2011-09-27,60.35,66.20540522438044,-0.08844300861138998
2011-09-28,57.19,63.21540522438044,-0.09531545677819386
2011-09-29,54.2,57.98540522438044,-0.06528203450044767
2011-09-30,48.97,56.14540522438044,-0.1278003996178232
2011-10-03,47.13,58.09540522438044,-0.18874823545905273
2011-10-04,49.08,61.195405224380444,-0.1979790015272851
2011-10-05,52.18,62.31540522438044,-0.16264686377125637
2011-10-06,53.3,60.20540522438044,-0.11469742955212381
2011-10-07,51.19,62.49540522438044,-0.1808997826926647
2011-10-10,53.48,64.78540522438044,-0.17450543351893588
2011-10-11,55.77,64.65540522438044,-0.13742710595571228
2011-10-12,55.64,64.86540522438044,-0.14222381240768012
2011-10-13,55.85,66.12540522438044,-0.15539269951561518
2011-10-14,57.11,63.50540522438044,-0.10070647060331128
2011-10-17,54.49,64.49540522438045,-0.15513361284531035
2011-10-18,55.48,62.46540522438044,-0.11182838243485882
2011-10-19,53.45,64.26540522438044,-0.16829280367281318
2011-10-20,55.25,67.46540522438045,-0.18106176319187184
2011-10-21,58.45,68.21540522438045,-0.1431554235038136
2011-10-24,59.2,66.85540522438045,-0.11450690035738076
2011-10-25,57.84,68.46540522438045,-0.15519378275142015
2011-10-26,59.45,70.82540522438045,-0.16061193279928676
2011-10-27,61.81,70.97540522438044,-0.12913494745687015
2011-10-28,61.96,67.57540522438045,-0.08309835813392163
2011-10-31,58.56,64.88540522438045,-0.09748579364660725
2011-11-01,55.87,65.43540522438045,-0.14618088161264253
2011-11-02,56.42,66.32540522438045,-0.14934556661765153
2011-11-03,57.31,67.10540522438045,-0.14597043549066624
2011-11-04,58.09,67.94540522438044,-0.14504888434816599
2011-11-07,58.93,68.58540522438044,-0.14077929834769243
2011-11-08,59.57,65.46540522438045,-0.09005374982670844
2011-11-09,56.45,65.26540522438044,-0.1350701063461316
2011-11-10,56.25,66.79540522438045,-0.1578762070378361
2011-11-11,57.78,65.83540522438044,-0.12235673490466081
2011-11-14,56.82,64.79540522438045,-0.12308596877760636
2011-11-15,55.78,63.59540522438044,-0.12289260830724713
2011-11-16,54.58,59.77540522438044,-0.08691543294233339
2011-11-17,50.76,61.875405224380444,-0.17964173622899682
2011-11-18,52.86,62.16540522438044,-0.1496878398973419
2011-11-21,53.15,60.88540522438044,-0.12704859556856396
2011-11-22,51.87,59.02540522438044,-0.12122585515812612
2011-11-23,50.01,58.31540522438044,-0.14242214715689105
2011-11-25,49.3,59.96540522438044,-0.17785930378477877
2011-11-28,50.95,59.125405224380444,-0.1382722907920012
2011-11-29,50.11,61.77540522438044,-0.18883575400289798
2011-11-30,52.76,60.89816491149451,-0.13363563456012184
2011-12-01,52.77,59.33816491149451,-0.11069039498088984
2011-12-02,51.21,59.54816491149451,-0.14002387687156093
2011-12-05,51.42,61.31816491149451,-0.16142304528815132
2011-12-06,53.19,61.35816491149451,-0.1331227054015811
2011-12-07,53.23,59.25816491149451,-0.10172716148901884
2011-12-08,51.13,58.63816491149451,-0.12804228991181688
2011-12-09,50.51,58.12816491149451,-0.13105806665484565
2011-12-12,50.0,57.61816491149451,-0.13221811078496748
2011-12-13,49.49,55.48816491149451,-0.1080980948110607
2011-12-14,47.36,55.44816491149451,-0.1458689376718727
2011-12-15,47.32,56.24816491149451,-0.15872811007332988
2011-12-16,48.12,55.50816491149451,-0.13310050734472378
2011-12-19,47.38,58.05816491149451,-0.18392184678541945
2011-12-20,49.93,58.08816491149451,-0.14044452813967567
2011-12-21,49.96,59.74816491149451,-0.16382369108731298
2011-12-22,51.62,60.57816491149451,-0.14787778607329072
2011-12-23,52.45,60.458164911494514,-0.13245795540135508
2011-12-27,52.33,58.41816491149451,-0.10421698320579365
2011-12-28,50.29,58.40816491149451,-0.13899024089861256
2011-12-29,50.28,58.55816491149451,-0.14136653571720048
2011-12-30,50.43,60.71816491149451,-0.16944130189855044
2012-01-03,52.59,60.42816491149451,-0.12971045741624943
2012-01-04,52.3,61.42816491149451,-0.1485990168295983
2012-01-05,53.3,60.79816491149451,-0.12332880313755834
2012-01-06,52.67,61.18816491149451,-0.13921262263405987
2012-01-09,53.06,62.97816491149451,-0.15748577186129298
2012-01-10,54.85,63.16816491149451,-0.13168286467003054
2012-01-11,55.04,62.71816491149451,-0.12242330307861604
2012-01-12,54.59,63.30816491149451,-0.13770996085074638
2012-01-13,55.18,63.42816491149451,-0.13003946942188416
2012-01-17,55.3,62.278164911494514,-0.11204833863379582
2012-01-18,54.15,61.97816491149451,-0.12630520640088672
2012-01-19,53.85,63.13816491149451,-0.14710856618202994
2012-01-20,55.01,63.19816491149451,-0.1295633334126327
2012-01-23,55.07,63.09816491149451,-0.12723293811722292
2012-01-24,54.97,64.1481649114945,-0.1430775911385409
2012-01-25,56.02,63.49816491149451,-0.11776977999156013
2012-01-26,55.37,64.68816491149451,-0.14404744552954163
2012-01-27,56.56,64.40816491149451,-0.1218504660438462
2012-01-30,56.28,64.09816491149451,-0.12197174322056914
2012-01-31,55.97,65.10816491149451,-0.14035359349962595
2012-02-01,56.98,65.23816491149451,-0.12658487440132582
2012-02-02,57.11,65.5381649114945,-0.1285993424270615
2012-02-03,57.41,65.49816491149451,-0.12348689344844677
2012-02-06,57.37,64.54816491149451,-0.11120633594056284
2012-02-07,56.42,64.35816491149451,-0.12334355590174284
2012-02-08,56.23,64.12816491149451,-0.12316218501488452
2012-02-09,56.0,62.54816491149451,-0.10468996046103263
2012-02-10,54.42,63.18816491149451,-0.13876277185412456
2012-02-13,55.06,63.04816491149451,-0.12669940390347756
2012-02-14,54.92,62.97816491149451,-0.12795172617079176
2012-02-15,54.85,63.62816491149451,-0.13796036588049898
2012-02-16,55.5,63.75816491149451,-0.12952325279370935
2012-02-17,55.63,65.0381649114945,-0.14465606347130733
2012-02-21,56.91,66.9281649114945,-0.14968533687936136
2012-02-22,58.8,67.0681649114945,-0.12328002297968743
2012-02-23,58.94,66.80816491149452,-0.11777250463200162
2012-02-24,58.68,67.09816491149451,-0.1254604343143877
2012-02-27,58.97,67.38816491149451,-0.12492052458396319
2012-02-28,59.26,65.87816491149451,-0.10046067495027877
2012-02-29,57.75,65.29035470668485,-0.11548956565728108
2012-03-01,58.01,64.76035470668485,-0.10423591311781455
2012-03-02,57.48,63.64035470668486,-0.0967995030052492
2012-03-05,56.36,62.280354706684854,-0.09505974612006174
2012-03-06,55.0,62.08035470668486,-0.114051453799481
2012-03-07,54.8,62.850354706684854,-0.1280876574882498
2012-03-08,55.57,62.810354706684855,-0.11527326569792906
2012-03-09,55.53,62.270354706684856,-0.10824339669228289
2012-03-12,54.99,62.97035470668486,-0.12673193193618248
2012-03-13,55.69,62.280354706684854,-0.10581755254482328
2012-03-14,55.0,62.54035470668486,-0.12056782763783847
2012-03-15,55.26,64.79035470668485,-0.14709526981030008
2012-03-16,57.51,64.76035470668485,-0.11195668614731102
2012-03-19,57.48,65.33035470668486,-0.12016396883088687
2012-03-20,58.05,64.66035470668486,-0.10223195861932777
2012-03-21,57.38,63.55035470668486,-0.09709394597660359
2012-03-22,56.27,64.98035470668486,-0.1340459704475695
2012-03-23,57.7,65.92035470668486,-0.12470131180667399
2012-03-26,58.64,65.86035470668486,-0.1096312757324398
2012-03-27,58.58,65.50035470668486,-0.10565369817727999
2012-03-28,58.22,62.55035470668486,-0.06922989848724337
2012-03-29,55.27,62.57035470668486,-0.11667433788584392
2012-03-30,55.29,62.950354706684855,-0.12168882514448143
2012-04-02,55.67,62.25035470668486,-0.10570790701017829
2012-04-03,54.97,61.12035470668486,-0.10062694721259824
2012-04-04,53.84,60.240354706684855,-0.10624696248633814
2012-04-05,52.96,58.910354706684856,-0.1010069407375277
2012-04-09,51.63,57.40035470668486,-0.10052820642261362
2012-04-10,50.12,57.26035470668486,-0.12469979872219095
2012-04-11,49.98,58.450354706684855,-0.14491536876364108
2012-04-12,51.17,57.520354706684856,-0.11040186972189925
2012-04-13,50.24,57.40035470668486,-0.12474408465373055
2012-04-16,50.12,58.15035470668486,-0.1380964010828588
2012-04-17,50.87,57.840354706684856,-0.12051023445537867
2012-04-18,50.56,58.12035470668486,-0.13008101455745735
2012-04-19,50.84,58.55035470668486,-0.1316875831975881
2012-04-20,51.27,57.670354706684854,-0.11098171216801889
2012-04-23,50.39,57.76035470668486,-0.1276023103409345
2012-04-24,50.48,60.48035470668486,-0.1653488104556292
2012-04-25,53.2,59.920354706684854,-0.11215478846180982
2012-04-26,52.64,60.280354706684854,-0.126747009765647
2012-04-27,53.0,60.100354706684854,-0.11814164394432591
2012-04-30,52.82,60.37035470668486,-0.12506725765268367
2012-05-01,53.09,60.060354706684855,-0.11605583651188522
2012-05-02,52.78,59.61035470668486,-0.11458335955714227
2012-05-03,52.33,58.23035470668486,-0.10132781667578428
2012-05-04,50.95,58.47035470668486,-0.12861825012710348
2012-05-07,51.19,58.00035470668486,-0.11741919064332773
2012-05-08,50.72,56.770354706684856,-0.10657595391019126
2012-05-09,49.49,56.18035470668486,-0.11908708554110958
2012-05-10,48.9,56.21035470668485,-0.13005352385395041
2012-05-11,48.93,55.340354706684856,-0.11583508527657693
2012-05-14,48.06,54.61035470668486,-0.11994711885442166
2012-05-15,47.33,54.100354706684854,-0.12514436815417562
2012-05-16,46.82,52.96035470668485,-0.11594247698476601
2012-05-17,45.68,53.75035470668486,-0.15014514324090888
2012-05-18,46.47,55.350354706684854,-0.1604389846053208
2012-05-21,48.07,54.46035470668485,-0.11733957189780209
2012-05-22,47.18,55.65035470668486,-0.1522066615986435
2012-05-23,48.37,56.020354706684856,-0.13656383910350267
2012-05-24,48.74,55.73035470668486,-0.12543172824712634
2012-05-25,48.45,56.740354706684855,-0.14611037857519993
2012-05-29,49.46,55.21035470668485,-0.10415355484011413
2012-05-30,47.93,54.96035470668485,-0.12791683649432029
2012-05-31,47.68,54.70081328751432,-0.12834934008406873
2012-06-01,45.97,54.35081328751432,-0.15419848904891353
2012-06-04,45.62,55.20081328751432,-0.17356290092344295
2012-06-05,46.47,56.68081328751432,-0.18014584998489358
2012-06-06,47.95,56.42081328751432,-0.15013632016163925
2012-06-07,47.69,57.22081328751432,-0.16656200322818482
2012-06-08,48.49,56.11081328751432,-0.1358171953142958
2012-06-11,47.38,57.33081328751432,-0.17356832594735638
2012-06-12,48.6,56.22081328751432,-0.1355514593597451
2012-06-13,47.49,56.32081328751432,-0.1567948467369168
2012-06-14,47.59,58.43081328751432,-0.18553247298084097
2012-06-15,49.7,58.95081328751432,-0.15692426909186719
2012-06-18,50.22,61.01081328751432,-0.17686722575984126
2012-06-19,52.28,60.70081328751432,-0.13872653151496428
2012-06-20,51.97,59.01081328751432,-0.1193139510416481
2012-06-21,50.28,59.31081328751432,-0.1522625097675978
2012-06-22,50.58,59.83081328751432,-0.15461620491534933
2012-06-25,51.1,62.04081328751432,-0.17634864386466953
2012-06-26,53.31,62.36081328751432,-0.14513622915380486
2012-06-27,53.63,62.78081328751432,-0.14575811953258344
2012-06-28,54.05,63.49081328751432,-0.1486957372047224
2012-06-29,54.76,63.61081328751432,-0.13914007430638498
2012-07-02,54.88,64.40081328751432,-0.14783684865917934
2012-07-03,55.67,64.83081328751432,-0.14130338373031925
2012-07-05,56.1,64.21081328751431,-0.1263153801089052
2012-07-06,55.48,64.08081328751432,-0.13421822923695825
2012-07-09,55.35,63.480813287514316,-0.12808300439833087
2012-07-10,54.75,64.20081328751432,-0.1472070648885736
2012-07-11,55.47,63.17081328751432,-0.12190460889691257
2012-07-12,54.44,63.67081328751432,-0.14497715375224307
2012-07-13,54.94,64.10081328751431,-0.14291259061604877
2012-07-16,55.37,66.94081328751432,-0.17285139990482434
2012-07-17,58.21,66.88081328751431,-0.12964575131943
2012-07-18,58.15,66.35081328751431,-0.1235977809643144
2012-07-19,57.62,66.23081328751432,-0.13001219311823875
2012-07-20,57.5,66.22081328751432,-0.13169293541670524
2012-07-23,57.49,65.69081328751432,-0.12483957614622843
2012-07-24,56.96,66.17081328751432,-0.13919752274304142
2012-07-25,57.44,66.71081328751431,-0.1389701733594283
2012-07-26,57.98,67.46081328751431,-0.1405380816728018
2012-07-27,58.73,67.08081328751432,-0.12448884976575936
2012-07-30,58.35,66.84081328751432,-0.12703037066576783
2012-07-31,58.11,66.70081328751432,-0.12879622997224283
2012-08-01,57.97,65.72081328751432,-0.11793544388451482
2012-08-02,56.99,66.10081328751431,-0.13783209062626223
2012-08-03,57.37,66.07081328751431,-0.13168921123540256
2012-08-06,57.34,66.86081328751432,-0.14239750938375506
2012-08-07,58.13,66.74081328751431,-0.1290187047979111
2012-08-08,58.01,67.38081328751431,-0.1390724277477774
2012-08-09,58.65,67.24081328751431,-0.12776188846468806
2012-08-10,58.51,66.23081328751432,-0.11657433910704873
2012-08-13,57.5,66.36081328751432,-0.1335247844104024
2012-08-14,57.63,67.08081328751432,-0.14088698130428579
2012-08-15,58.35,68.37081328751432,-0.14656565873181293
2012-08-16,59.64,68.34081328751432,-0.12731503868573268
2012-08-17,59.61,67.61081328751432,-0.11833629708743387
2012-08-20,58.88,67.15081328751432,-0.12316773070345155
2012-08-21,58.42,67.69081328751432,-0.13695821984198753
2012-08-22,58.96,66.33081328751432,-0.11112200985031118
2012-08-23,57.6,66.08081328751432,-0.12834002588035232
2012-08-24,57.35,65.72081328751432,-0.12736928940446646
2012-08-27,56.99,65.48081328751432,-0.1296687206713928
2012-08-28,56.75,66.54081328751433,-0.14713997024967929
2012-08-29,57.81,65.52081328751431,-0.11768494468586965
2012-08-30,56.79,66.64081328751432,-0.14781952382564856
2012-08-31,57.91,65.17465432388094,-0.11146440896762944
2012-09-04,56.75,67.23465432388095,-0.15594122449673875
2012-09-05,58.81,69.47465432388094,-0.15350424449992717
2012-09-06,61.05,69.43465432388095,-0.12075604617789804
2012-09-07,61.01,68.47465432388094,-0.10901339185406589
2012-09-10,60.05,68.75465432388094,-0.12660458276578823
2012-09-11,60.33,68.26465432388095,-0.11623371424742102
2012-09-12,59.84,69.31465432388094,-0.13669049375344922
2012-09-13,60.89,69.21465432388095,-0.12027300295291243
2012-09-14,60.79,68.10465432388095,-0.1074031488229148
2012-09-17,59.68,67.42465432388094,-0.11486383432800018
2012-09-18,59.0,68.33465432388094,-0.1366020566905649
2012-09-19,59.91,68.73465432388095,-0.1283872656476711
2012-09-20,60.31,68.42465432388094,-0.11859255123849177
2012-09-21,60.0,68.07465432388095,-0.1186146944715123
2012-09-24,59.65,65.97465432388094,-0.09586491037652312
2012-09-25,57.55,65.46465432388095,-0.12089965807691971
2012-09-26,57.04,66.07465432388095,-0.13673403843469845
2012-09-27,57.65,66.03465432388094,-0.1269735475975483
2012-09-28,57.61,66.43465432388095,-0.13283209514207994
2012-10-01,58.01,64.18465432388095,-0.0962014112084042
2012-10-02,55.76,63.314654323880944,-0.11931920666005269
2012-10-03,54.89,63.524654323880945,-0.13592603400653058
2012-10-04,55.1,63.50465432388095,-0.1323470604377477
2012-10-05,55.08,63.11465432388095,-0.12730251650670688
2012-10-08,54.69,62.87465432388095,-0.13017414428586793
2012-10-09,54.45,62.87465432388095,-0.13399126268724637
2012-10-10,54.45,63.76465432388095,-0.14607864533490378
2012-10-11,55.34,62.57465432388095,-0.11561636899238803
2012-10-12,54.15,62.344654323880945,-0.1314411702615217
2012-10-15,53.92,62.914654323880946,-0.14296596588732713
2012-10-16,54.49,63.414654323880946,-0.140734888789263
2012-10-17,54.99,63.11465432388095,-0.12872849278692455
2012-10-18,54.69,62.39465432388095,-0.12348260291478319
2012-10-19,53.97,62.65465432388095,-0.13861147934816354
2012-10-22,54.23,61.494654323880944,-0.11813472900618904
2012-10-23,53.07,61.634654323880945,-0.13895842230046362
2012-10-24,53.21,61.674654323880944,-0.13724688718041755
2012-10-25,53.25,61.204654323880945,-0.12996812761635324
2012-10-26,52.78,60.76465432388095,-0.1314029416068433
2012-10-31,52.34,61.554654323880946,-0.14969874211942402
2012-11-01,53.13,60.61465432388095,-0.12347928743251357
2012-11-02,52.19,60.96465432388095,-0.14393019071780022
2012-11-05,52.54,62.064654323880944,-0.15346342338711927
2012-11-06,53.64,60.65465432388095,-0.1156490693430452
2012-11-07,52.23,59.954654323880945,-0.12884161223166435
2012-11-08,51.53,59.994654323880944,-0.14109014243476647
2012-11-09,51.57,59.554654323880946,-0.13407271714578928
2012-11-12,51.13,59.174654323880944,-0.13594763528064047
2012-11-13,50.75,57.524654323880945,-0.11776957903541019
2012-11-14,49.1,57.54465432388095,-0.14674958817810513
2012-11-15,49.12,57.94465432388095,-0.15229453737968046
2012-11-16,49.52,59.62465432388095,-0.16947107599135902
2012-11-19,51.2,60.774654323880945,-0.15754354229405554
2012-11-20,52.35,60.134654323880945,-0.12945371369316183
2012-11-21,51.71,61.07465432388095,-0.15333127018975612
2012-11-23,52.65,61.704654323880945,-0.14674183695048448
2012-11-26,53.28,61.62465432388095,-0.13541097171959637
2012-11-27,53.2,61.594654323880945,-0.1362886831012905
2012-11-28,53.17,62.524654323880945,-0.14961545049770852
2012-11-29,54.1,62.484654323880946,-0.13418741632817877
2012-11-30,54.06,60.854761012183694,-0.1116553725488022
2012-12-03,52.84,60.994761012183695,-0.13369608925190768
2012-12-04,52.98,61.094761012183696,-0.13282253466161242
2012-12-05,53.08,61.73476101218369,-0.14019267055193796
2012-12-06,53.72,61.61476101218369,-0.1281310011187512
2012-12-07,53.6,62.40476101218369,-0.1410911742849985
2012-12-10,54.39,63.814761012183695,-0.14768935686187545
2012-12-11,55.8,64.4547610121837,-0.134276520093647
2012-12-12,56.44,63.64476101218369,-0.11320273495574074
2012-12-13,55.63,63.57476101218369,-0.1249672178973843
2012-12-14,55.56,64.0447610121837,-0.13248173430719146
2012-12-17,56.03,63.97476101218369,-0.12418586465169679
2012-12-18,55.96,63.46476101218369,-0.11825083546352533
2012-12-19,55.45,63.844761012183696,-0.13148707707718876
2012-12-20,55.83,63.64476101218369,-0.12278718448935166
2012-12-21,55.63,63.62476101218369,-0.12565486903208556
2012-12-24,55.61,64.0347610121837,-0.13156543225921846
2012-12-26,56.02,64.16476101218369,-0.12693511023343718
2012-12-27,56.15,63.22476101218369,-0.11189858053904478
2012-12-28,55.21,64.6447610121837,-0.14594780558327858
2012-12-31,56.63,65.52476101218369,-0.13574656167810806
2013-01-02,57.51,64.7847610121837,-0.11229123791651519
2013-01-03,56.77,66.63476101218369,-0.14804226596355596
2013-01-04,58.62,66.72476101218369,-0.12146556824240695
2013-01-07,58.71,66.4847610121837,-0.11694049724806754
2013-01-08,58.47,67.36476101218369,-0.13203878227334576
2013-01-09,59.35,67.74476101218369,-0.12391749393984741
2013-01-10,59.73,67.75476101218369,-0.1184383339606302
2013-01-11,59.74,67.5447610121837,-0.11554946520242892
2013-01-14,59.53,67.52476101218369,-0.11839747216196983
2013-01-15,59.51,67.00476101218369,-0.11185415631615936
2013-01-16,58.99,67.1847610121837,-0.12197350840762256
2013-01-17,59.17,67.3947610121837,-0.12203858116948896
2013-01-18,59.38,67.7947610121837,-0.12412111034171858
2013-01-22,59.78,67.47476101218369,-0.11403909990573025
2013-01-23,59.46,68.9347610121837,-0.13744533052793362
2013-01-24,60.92,71.2347610121837,-0.14479954541322182
2013-01-25,63.22,70.3747610121837,-0.10166657633046916
2013-01-28,62.36,70.02476101218369,-0.10945786749418662
2013-01-29,62.01,69.27476101218369,-0.10486879934390536
2013-01-30,61.26,69.2647610121837,-0.11556758292684588
2013-01-31,61.25,70.1247610121837,-0.12655673807774925
2013-02-01,62.11,69.00476101218369,-0.09991717833739522
2013-02-04,60.99,69.11476101218369,-0.1175546423542062
2013-02-05,61.1,69.27476101218369,-0.11800489662816671
2013-02-06,61.26,69.1747610121837,-0.11441688986521659
2013-02-07,61.16,69.41476101218369,-0.1189193896487638
2013-02-08,61.4,69.1547610121837,-0.11213632870219103
2013-02-11,61.14,69.50476101218369,-0.12034802926259125
2013-02-12,61.49,70.21476101218369,-0.12425821702461914
2013-02-13,62.2,69.99476101218369,-0.11136206338109911
2013-02-14,61.98,70.19476101218369,-0.11702812138298835
2013-02-15,62.18,69.47476101218369,-0.10499872048360726
2013-02-19,61.46,66.52476101218369,-0.07613347173477403
2013-02-20,58.51,65.74476101218369,-0.11004315630325223
