date,MOS,dcf,Deviation
1989-04-10,21.31,,
1989-04-11,21.31,,
1989-04-12,21.81,,
1989-04-13,22.25,,
1989-04-14,22.5,,
1989-04-17,22.44,,
1989-04-18,22.63,,
1989-04-19,22.31,,
1989-04-20,22.0,,
1989-04-21,21.25,,
1989-04-24,20.5,,
1989-04-25,21.06,,
1989-04-26,21.44,,
1989-04-27,21.31,,
1989-04-28,20.88,,
1989-05-01,20.5,,
1989-05-02,20.69,,
1989-05-03,20.25,,
1989-05-04,20.06,,
1989-05-05,20.25,,
1989-05-08,20.19,,
1989-05-09,20.06,,
1989-05-10,20.31,,
1989-05-11,20.44,,
1989-05-12,20.94,,
1989-05-15,20.63,,
1989-05-16,20.44,,
1989-05-17,20.69,,
1989-05-18,20.56,,
1989-05-19,20.94,,
1989-05-22,20.81,,
1989-05-23,20.06,,
1989-05-24,19.25,,
1989-05-25,19.25,,
1989-05-26,19.19,,
1989-05-30,19.0,,
1989-05-31,18.5,,
1989-06-01,18.38,,
1989-06-02,17.63,,
1989-06-05,16.38,,
1989-06-06,17.44,,
1989-06-07,17.75,,
1989-06-08,17.81,,
1989-06-09,18.0,,
1989-06-12,17.94,,
1989-06-13,17.81,,
1989-06-14,17.75,,
1989-06-15,17.63,,
1989-06-16,17.63,,
1989-06-19,17.69,,
1989-06-20,17.63,,
1989-06-21,18.13,,
1989-06-22,18.0,,
1989-06-23,18.13,,
1989-06-26,17.88,,
1989-06-27,17.5,,
1989-06-28,16.94,,
1989-06-29,16.81,,
1989-06-30,16.75,,
1989-07-03,17.0,,
1989-07-05,17.56,,
1989-07-06,17.31,,
1989-07-07,17.19,,
1989-07-10,17.56,,
1989-07-11,18.0,,
1989-07-12,17.94,,
1989-07-13,17.81,,
1989-07-14,17.5,,
1989-07-17,17.56,,
1989-07-18,17.13,,
1989-07-19,17.25,,
1989-07-20,17.31,,
1989-07-21,17.31,,
1989-07-24,17.25,,
1989-07-25,17.19,,
1989-07-26,17.63,,
1989-07-27,17.56,,
1989-07-28,17.44,,
1989-07-31,17.31,,
1989-08-01,17.81,,
1989-08-02,17.94,,
1989-08-03,18.75,,
1989-08-04,19.13,,
1989-08-07,19.13,,
1989-08-08,19.06,,
1989-08-09,18.94,,
1989-08-10,18.75,,
1989-08-11,19.13,,
1989-08-14,19.0,,
1989-08-15,19.0,,
1989-08-16,19.19,,
1989-08-17,19.31,,
1989-08-18,19.38,,
1989-08-21,19.5,,
1989-08-22,19.13,,
1989-08-23,19.44,,
1989-08-24,19.25,,
1989-08-25,19.13,,
1989-08-28,19.0,,
1989-08-29,18.88,,
1989-08-30,19.25,,
1989-08-31,19.38,,
1989-09-01,19.44,,
1989-09-05,19.44,,
1989-09-06,19.75,,
1989-09-07,19.44,,
1989-09-08,19.19,,
1989-09-11,19.13,,
1989-09-12,18.94,,
1989-09-13,19.0,,
1989-09-14,19.0,,
1989-09-15,18.75,,
1989-09-18,18.88,,
1989-09-19,18.31,,
1989-09-20,18.63,,
1989-09-21,18.69,,
1989-09-22,18.5,,
1989-09-25,18.19,,
1989-09-26,18.25,,
1989-09-27,18.06,,
1989-09-28,17.75,,
1989-09-29,17.94,,
1989-10-02,18.06,,
1989-10-03,18.06,,
1989-10-04,18.0,,
1989-10-05,18.06,,
1989-10-06,17.88,,
1989-10-09,18.0,,
1989-10-10,17.75,,
1989-10-11,17.75,,
1989-10-12,17.5,,
1989-10-13,17.0,,
1989-10-16,16.44,,
1989-10-17,16.44,,
1989-10-18,16.5,,
1989-10-19,16.44,,
1989-10-20,16.56,,
1989-10-23,16.44,,
1989-10-24,16.44,,
1989-10-25,16.38,,
1989-10-26,16.38,,
1989-10-27,16.44,,
1989-10-30,16.44,,
1989-10-31,16.13,,
1989-11-01,16.06,,
1989-11-02,16.5,,
1989-11-03,16.5,,
1989-11-06,16.44,,
1989-11-07,16.25,,
1989-11-08,16.38,,
1989-11-09,16.19,,
1989-11-10,16.13,,
1989-11-13,16.13,,
1989-11-14,16.13,,
1989-11-15,16.06,,
1989-11-16,16.0,,
1989-11-17,16.0,,
1989-11-20,15.88,,
1989-11-21,15.88,,
1989-11-22,15.88,,
1989-11-24,15.81,,
1989-11-27,15.81,,
1989-11-28,15.75,,
1989-11-29,16.13,,
1989-11-30,15.75,,
1989-12-01,16.13,,
1989-12-04,15.94,,
1989-12-05,15.81,,
1989-12-06,15.88,,
1989-12-07,16.0,,
1989-12-08,16.06,,
1989-12-11,15.88,,
1989-12-12,15.94,,
1989-12-13,15.88,,
1989-12-14,16.06,,
1989-12-15,15.88,,
1989-12-18,15.88,,
1989-12-19,15.88,,
1989-12-20,15.69,,
1989-12-21,15.75,,
1989-12-22,16.0,,
1989-12-26,16.13,,
1989-12-27,16.94,,
1989-12-28,17.0,,
1989-12-29,16.88,,
1990-01-02,17.25,,
1990-01-03,18.19,,
1990-01-04,17.81,,
1990-01-05,17.56,,
1990-01-08,17.56,,
1990-01-09,17.63,,
1990-01-10,17.25,,
1990-01-11,17.25,,
1990-01-12,16.63,,
1990-01-15,16.69,,
1990-01-16,16.63,,
1990-01-17,17.06,,
1990-01-18,16.81,,
1990-01-19,17.25,,
1990-01-22,17.19,,
1990-01-23,17.5,,
1990-01-24,17.63,,
1990-01-25,17.75,,
1990-01-26,17.13,,
1990-01-29,17.19,,
1990-01-30,17.0,,
1990-01-31,17.0,,
1990-02-01,16.75,,
1990-02-02,17.19,,
1990-02-05,17.63,,
1990-02-06,17.5,,
1990-02-07,17.94,,
1990-02-08,18.63,,
1990-02-09,18.81,,
1990-02-12,18.5,,
1990-02-13,18.81,,
1990-02-14,18.81,,
1990-02-15,18.69,,
1990-02-16,18.63,,
1990-02-20,18.5,,
1990-02-21,18.5,,
1990-02-22,18.63,,
1990-02-23,18.38,,
1990-02-26,18.5,,
1990-02-27,18.38,,
1990-02-28,18.25,,
1990-03-01,18.19,,
1990-03-02,18.56,,
1990-03-05,18.5,,
1990-03-06,18.88,,
1990-03-07,19.13,,
1990-03-08,19.13,,
1990-03-09,18.81,,
1990-03-12,18.94,,
1990-03-13,18.63,,
1990-03-14,18.69,,
1990-03-15,18.81,,
1990-03-16,18.63,,
1990-03-19,18.44,,
1990-03-20,18.13,,
1990-03-21,18.06,,
1990-03-22,17.44,,
1990-03-23,17.81,,
1990-03-26,18.0,,
1990-03-27,17.94,,
1990-03-28,17.81,,
1990-03-29,17.75,,
1990-03-30,17.38,,
1990-04-02,17.19,,
1990-04-03,17.0,,
1990-04-04,16.81,,
1990-04-05,16.81,,
1990-04-06,16.5,,
1990-04-09,16.56,,
1990-04-10,16.69,,
1990-04-11,17.0,,
1990-04-12,17.44,,
1990-04-16,17.63,,
1990-04-17,17.38,,
1990-04-18,16.94,,
1990-04-19,16.81,,
1990-04-20,16.75,,
1990-04-23,16.38,,
1990-04-24,16.13,,
1990-04-25,16.0,,
1990-04-26,15.75,,
1990-04-27,15.63,,
1990-04-30,15.56,,
1990-05-01,15.75,,
1990-05-02,16.0,,
1990-05-03,16.5,,
1990-05-04,16.44,,
1990-05-07,16.31,,
1990-05-08,16.25,,
1990-05-09,16.06,,
1990-05-10,15.75,,
1990-05-11,15.75,,
1990-05-14,16.0,,
1990-05-15,16.13,,
1990-05-16,16.13,,
1990-05-17,16.25,,
1990-05-18,16.38,,
1990-05-21,16.25,,
1990-05-22,16.38,,
1990-05-23,16.25,,
1990-05-24,16.31,,
1990-05-25,16.38,,
1990-05-29,16.63,,
1990-05-30,16.69,,
1990-05-31,16.5,,
1990-06-01,16.44,,
1990-06-04,16.63,,
1990-06-05,16.63,,
1990-06-06,16.81,,
1990-06-07,17.19,,
1990-06-08,16.94,,
1990-06-11,17.38,,
1990-06-12,17.25,,
1990-06-13,17.5,,
1990-06-14,17.56,,
1990-06-15,17.69,,
1990-06-18,18.0,,
1990-06-19,17.69,,
1990-06-20,17.38,,
1990-06-21,17.5,,
1990-06-22,17.19,,
1990-06-25,17.31,,
1990-06-26,17.31,,
1990-06-27,17.25,,
1990-06-28,17.5,,
1990-06-29,17.56,,
1990-07-02,17.13,,
1990-07-03,17.06,,
1990-07-05,17.25,,
1990-07-06,17.19,,
1990-07-09,17.56,,
1990-07-10,17.63,,
1990-07-11,18.5,,
1990-07-12,18.38,,
1990-07-13,18.63,,
1990-07-16,18.81,,
1990-07-17,19.13,,
1990-07-18,19.13,,
1990-07-19,19.13,,
1990-07-20,19.13,,
1990-07-23,18.69,,
1990-07-24,18.25,,
1990-07-25,18.31,,
1990-07-26,18.19,,
1990-07-27,18.13,,
1990-07-30,17.88,,
1990-07-31,17.75,,
1990-08-01,17.81,,
1990-08-02,17.5,,
1990-08-03,17.44,,
1990-08-06,17.13,,
1990-08-07,17.06,,
1990-08-08,17.0,,
1990-08-09,16.88,,
1990-08-10,16.69,,
1990-08-13,16.69,,
1990-08-14,16.63,,
1990-08-15,16.69,,
1990-08-16,16.63,,
1990-08-17,16.06,,
1990-08-20,16.13,,
1990-08-21,15.81,,
1990-08-22,15.63,,
1990-08-23,15.25,,
1990-08-24,15.38,,
1990-08-27,15.69,,
1990-08-28,15.81,,
1990-08-29,16.13,,
1990-08-30,16.25,,
1990-08-31,16.13,,
1990-09-04,16.63,,
1990-09-05,16.31,,
1990-09-06,16.13,,
1990-09-07,16.25,,
1990-09-10,16.13,,
1990-09-11,16.25,,
1990-09-12,16.5,,
1990-09-13,16.5,,
1990-09-14,16.56,,
1990-09-17,16.56,,
1990-09-18,16.31,,
1990-09-19,16.63,,
1990-09-20,16.63,,
1990-09-21,16.56,,
1990-09-24,16.63,,
1990-09-25,16.88,,
1990-09-26,16.88,,
1990-09-27,16.81,,
1990-09-28,16.75,,
1990-10-01,16.94,,
1990-10-02,17.25,,
1990-10-03,17.25,,
1990-10-04,17.56,,
1990-10-05,17.38,,
1990-10-08,17.69,,
1990-10-09,17.75,,
1990-10-10,17.75,,
1990-10-11,16.75,,
1990-10-12,16.75,,
1990-10-15,16.69,,
1990-10-16,16.88,,
1990-10-17,17.0,,
1990-10-18,17.38,,
1990-10-19,17.56,,
1990-10-22,17.5,,
1990-10-23,17.69,,
1990-10-24,17.69,,
1990-10-25,18.0,,
1990-10-26,18.25,,
1990-10-29,17.81,,
1990-10-30,17.56,,
1990-10-31,17.25,,
1990-11-01,17.38,,
1990-11-02,18.0,,
1990-11-05,18.06,,
1990-11-06,17.94,,
1990-11-07,17.25,,
1990-11-08,17.25,,
1990-11-09,17.38,,
1990-11-12,17.75,,
1990-11-13,17.75,,
1990-11-14,17.63,,
1990-11-15,18.0,,
1990-11-16,18.0,,
1990-11-19,17.75,,
1990-11-20,17.44,,
1990-11-21,17.5,,
1990-11-23,17.63,,
1990-11-26,17.56,,
1990-11-27,17.81,,
1990-11-28,17.69,,
1990-11-29,17.5,,
1990-11-30,17.38,,
1990-12-03,17.69,,
1990-12-04,17.69,,
1990-12-05,17.81,,
1990-12-06,17.88,,
1990-12-07,17.88,,
1990-12-10,17.5,,
1990-12-11,17.69,,
1990-12-12,18.06,,
1990-12-13,18.44,,
1990-12-14,18.25,,
1990-12-17,17.88,,
1990-12-18,18.13,,
1990-12-19,18.31,,
1990-12-20,18.44,,
1990-12-21,18.25,,
1990-12-24,18.06,,
1990-12-26,17.88,,
1990-12-27,17.75,,
1990-12-28,17.63,,
1990-12-31,17.44,,
1991-01-02,17.81,,
1991-01-03,17.75,,
1991-01-04,17.63,,
1991-01-07,17.06,,
1991-01-08,16.94,,
1991-01-09,17.06,,
1991-01-10,17.0,,
1991-01-11,17.06,,
1991-01-14,16.75,,
1991-01-15,16.75,,
1991-01-16,17.13,,
1991-01-17,17.56,,
1991-01-18,17.75,,
1991-01-21,17.88,,
1991-01-22,17.88,,
1991-01-23,17.88,,
1991-01-24,18.25,,
1991-01-25,18.88,,
1991-01-28,19.19,,
1991-01-29,19.25,,
1991-01-30,19.25,,
1991-01-31,19.13,,
1991-02-01,18.88,,
1991-02-04,18.88,,
1991-02-05,18.63,,
1991-02-06,18.75,,
1991-02-07,19.13,,
1991-02-08,20.38,,
1991-02-11,20.44,,
1991-02-12,19.75,,
1991-02-13,19.63,,
1991-02-14,19.56,,
1991-02-15,19.75,,
1991-02-19,19.81,,
1991-02-20,19.69,,
1991-02-21,19.69,,
1991-02-22,19.5,,
1991-02-25,19.19,,
1991-02-26,19.25,,
1991-02-27,19.25,,
1991-02-28,19.19,,
1991-03-01,19.63,,
1991-03-04,20.25,,
1991-03-05,20.75,,
1991-03-06,20.69,,
1991-03-07,20.63,,
1991-03-08,20.25,,
1991-03-11,20.06,,
1991-03-12,20.63,,
1991-03-13,20.88,,
1991-03-14,21.38,,
1991-03-15,21.25,,
1991-03-18,21.25,,
1991-03-19,21.13,,
1991-03-20,20.88,,
1991-03-21,20.88,,
1991-03-22,21.31,,
1991-03-25,21.25,,
1991-03-26,21.25,,
1991-03-27,21.31,,
1991-03-28,21.69,,
1991-04-01,20.94,,
1991-04-02,21.13,,
1991-04-03,20.81,,
1991-04-04,20.38,,
1991-04-05,20.0,,
1991-04-08,19.94,,
1991-04-09,20.0,,
1991-04-10,20.0,,
1991-04-11,20.06,,
1991-04-12,20.44,,
1991-04-15,20.19,,
1991-04-16,20.13,,
1991-04-17,20.63,,
1991-04-18,21.31,,
1991-04-19,21.25,,
1991-04-22,21.19,,
1991-04-23,21.31,,
1991-04-24,21.19,,
1991-04-25,21.44,,
1991-04-26,21.38,,
1991-04-29,21.25,,
1991-04-30,20.69,,
1991-05-01,21.0,,
1991-05-02,20.5,,
1991-05-03,20.56,,
1991-05-06,20.19,,
1991-05-07,20.0,,
1991-05-08,19.44,,
1991-05-09,19.25,,
1991-05-10,19.13,,
1991-05-13,19.13,,
1991-05-14,19.31,,
1991-05-15,18.63,,
1991-05-16,18.69,,
1991-05-17,18.63,,
1991-05-20,18.25,,
1991-05-21,18.19,,
1991-05-22,18.31,,
1991-05-23,18.56,,
1991-05-24,18.94,,
1991-05-28,19.75,,
1991-05-29,19.94,,
1991-05-30,20.38,,
1991-05-31,20.75,,
1991-06-03,20.94,,
1991-06-04,20.94,,
1991-06-05,21.19,,
1991-06-06,21.13,,
1991-06-07,21.06,,
1991-06-10,20.75,,
1991-06-11,20.63,,
1991-06-12,20.5,,
1991-06-13,20.44,,
1991-06-14,21.75,,
1991-06-17,21.81,,
1991-06-18,21.75,,
1991-06-19,21.44,,
1991-06-20,21.13,,
1991-06-21,21.25,,
1991-06-24,21.5,,
1991-06-25,22.88,,
1991-06-26,22.88,,
1991-06-27,23.44,,
1991-06-28,23.06,,
1991-07-01,23.5,,
1991-07-02,23.31,,
1991-07-03,23.0,,
1991-07-05,22.69,,
1991-07-08,22.75,,
1991-07-09,22.88,,
1991-07-10,22.88,,
1991-07-11,22.88,,
1991-07-12,23.0,,
1991-07-15,23.13,,
1991-07-16,23.44,,
1991-07-17,23.69,,
1991-07-18,23.44,,
1991-07-19,23.69,,
1991-07-22,23.56,,
1991-07-23,23.88,,
1991-07-24,23.88,,
1991-07-25,23.88,,
1991-07-26,24.31,,
1991-07-29,24.63,,
1991-07-30,26.0,,
1991-07-31,25.63,,
1991-08-01,25.94,,
1991-08-02,25.69,,
1991-08-05,26.0,,
1991-08-06,26.06,,
1991-08-07,26.81,,
1991-08-08,26.5,,
1991-08-09,26.5,,
1991-08-12,26.75,,
1991-08-13,27.25,,
1991-08-14,27.5,,
1991-08-15,27.13,,
1991-08-16,26.69,,
1991-08-19,25.88,,
1991-08-20,25.69,,
1991-08-21,27.44,,
1991-08-22,29.44,,
1991-08-23,28.63,,
1991-08-26,27.63,,
1991-08-27,27.5,,
1991-08-28,27.81,,
1991-08-29,27.5,,
1991-08-30,27.44,,
1991-09-03,26.94,,
1991-09-04,26.25,,
1991-09-05,26.31,,
1991-09-06,26.63,,
1991-09-09,26.94,,
1991-09-10,27.44,,
1991-09-11,27.5,,
1991-09-12,28.13,,
1991-09-13,28.38,,
1991-09-16,27.56,,
1991-09-17,28.38,,
1991-09-18,29.44,,
1991-09-19,28.88,,
1991-09-20,28.5,,
1991-09-23,28.25,,
1991-09-24,28.13,,
1991-09-25,27.5,,
1991-09-26,27.19,,
1991-09-27,27.75,,
1991-09-30,27.31,,
1991-10-01,27.31,,
1991-10-02,27.63,,
1991-10-03,27.19,,
1991-10-04,26.88,,
1991-10-07,27.0,,
1991-10-08,26.75,,
1991-10-09,25.5,,
1991-10-10,25.5,,
1991-10-11,25.13,,
1991-10-14,25.13,,
1991-10-15,25.75,,
1991-10-16,26.31,,
1991-10-17,26.5,,
1991-10-18,26.75,,
1991-10-21,26.25,,
1991-10-22,26.0,,
1991-10-23,26.06,,
1991-10-24,25.94,,
1991-10-25,24.75,,
1991-10-28,24.25,,
1991-10-29,23.81,,
1991-10-30,24.0,,
1991-10-31,23.75,,
1991-11-01,23.56,,
1991-11-04,22.88,,
1991-11-05,22.88,,
1991-11-06,23.25,,
1991-11-07,23.63,,
1991-11-08,24.44,,
1991-11-11,24.56,,
1991-11-12,25.69,,
1991-11-13,25.88,,
1991-11-14,25.94,,
1991-11-15,25.69,,
1991-11-18,25.13,,
1991-11-19,24.81,,
1991-11-20,24.81,,
1991-11-21,24.88,,
1991-11-22,24.75,,
1991-11-25,24.5,,
1991-11-26,24.25,,
1991-11-27,24.63,,
1991-11-29,24.63,,
1991-12-02,25.31,,
1991-12-03,25.75,,
1991-12-04,25.56,,
1991-12-05,25.56,,
1991-12-06,26.13,,
1991-12-09,26.13,,
1991-12-10,25.75,,
1991-12-11,25.44,,
1991-12-12,25.13,,
1991-12-13,26.06,,
1991-12-16,26.25,,
1991-12-17,25.63,,
1991-12-18,26.13,,
1991-12-19,25.94,,
1991-12-20,26.13,,
1991-12-23,26.75,,
1991-12-24,27.0,,
1991-12-26,27.5,,
1991-12-27,28.44,,
1991-12-30,28.56,,
1991-12-31,28.38,,
1992-01-02,27.69,,
1992-01-03,27.75,,
1992-01-06,28.0,,
1992-01-07,27.88,,
1992-01-08,29.69,,
1992-01-09,29.38,,
1992-01-10,28.75,,
1992-01-13,30.13,,
1992-01-14,31.25,,
1992-01-15,32.5,,
1992-01-16,31.81,,
1992-01-17,32.0,,
1992-01-20,31.81,,
1992-01-21,31.0,,
1992-01-22,32.13,,
1992-01-23,32.38,,
1992-01-24,32.63,,
1992-01-27,33.13,,
1992-01-28,33.0,,
1992-01-29,33.19,,
1992-01-30,32.38,,
1992-01-31,31.44,,
1992-02-03,31.13,,
1992-02-04,31.13,,
1992-02-05,31.5,,
1992-02-06,31.5,,
1992-02-07,31.25,,
1992-02-10,31.25,,
1992-02-11,31.56,,
1992-02-12,31.63,,
1992-02-13,31.38,,
1992-02-14,31.13,,
1992-02-18,30.38,,
1992-02-19,30.69,,
1992-02-20,31.38,,
1992-02-21,31.31,,
1992-02-24,31.13,,
1992-02-25,30.88,,
1992-02-26,31.5,,
1992-02-27,31.63,,
1992-02-28,31.5,,
1992-03-02,31.06,,
1992-03-03,31.63,,
1992-03-04,31.88,,
1992-03-05,31.25,,
1992-03-06,30.5,,
1992-03-09,29.0,,
1992-03-10,29.06,,
1992-03-11,27.94,,
1992-03-12,28.19,,
1992-03-13,27.06,,
1992-03-16,26.75,,
1992-03-17,27.25,,
1992-03-18,27.44,,
1992-03-19,28.19,,
1992-03-20,28.56,,
1992-03-23,27.75,,
1992-03-24,26.81,,
1992-03-25,25.94,,
1992-03-26,26.69,,
1992-03-27,26.44,,
1992-03-30,26.69,,
1992-03-31,27.0,,
1992-04-01,27.0,,
1992-04-02,26.81,,
1992-04-03,26.75,,
1992-04-06,27.0,,
1992-04-07,26.5,,
1992-04-08,26.38,,
1992-04-09,26.19,,
1992-04-10,25.5,,
1992-04-13,26.31,,
1992-04-14,26.38,,
1992-04-15,25.25,,
1992-04-16,25.44,,
1992-04-20,24.63,,
1992-04-21,24.5,,
1992-04-22,24.56,,
1992-04-23,24.0,,
