CMS,dcf,Deviation
19.48,5921170000.0,-0.9999999967101096
19.58,5902865000.0,-0.9999999966829667
19.51,5889790000.0,-0.999999996687488
19.46,5861025000.0,-0.9999999966797617
19.35,5918555000.0,-0.9999999967306209
19.57,5892405000.0,-0.9999999966787755
19.47,5881945000.0,-0.9999999966898705
19.43,5947320000.0,-0.9999999967329822
19.68,5936860000.0,-0.9999999966851164
19.64,5963010000.0,-0.9999999967063614
19.74,5918555000.0,-0.9999999966647264
19.57,5861025000.0,-0.9999999966609936
19.35,5900250000.0,-0.9999999967204779
19.5,5918555000.0,-0.9999999967052768
19.57,5957780000.0,-0.9999999967152194
19.72,5960395000.0,-0.9999999966914944
19.73,5949935000.0,-0.9999999966839974
19.69,6252765000.0,-0.9999999968509932
20.11,6205695000.0,-0.9999999967594282
19.93,6234460000.0,-0.9999999968032516
20.04,6239690000.0,-0.999999996788302
20.06,6239690000.0,-0.9999999967850967
20.06,6161240000.0,-0.9999999967441618
19.76,6161240000.0,-0.9999999967928533
19.76,6171700000.0,-0.999999996798289
19.8,6153395000.0,-0.9999999967822641
19.73,6145550000.0,-0.9999999967895469
19.7,6077560000.0,-0.9999999967585675
19.44,6129860000.0,-0.9999999968286388
19.64,6171700000.0,-0.9999999968177326
19.8,6229230000.0,-0.999999996821437
20.02,6205695000.0,-0.999999996773931
19.93,6237075000.0,-0.999999996804592
20.05,6200465000.0,-0.9999999967663715
19.91,6122015000.0,-0.9999999967478028
19.61,6077560000.0,-0.9999999967733761
19.44,5999110000.0,-0.9999999967595193
19.14,6082790000.0,-0.9999999968534176
19.46,5944195000.0,-0.9999999967262178
18.93,5886665000.0,-0.9999999967842573
18.71,5695770000.0,-0.9999999967151061
17.98,5771605000.0,-0.9999999968847487
18.27,5481340000.0,-0.9999999966668734
17.16,5703615000.0,-0.9999999969913818
18.01,5633010000.0,-0.9999999968027751
17.74,5826520000.0,-0.999999996955301
18.48,5763760000.0,-0.9999999967937596
18.24,5936350000.0,-0.9999999969274049
18.9,5931120000.0,-0.999999996813418
18.88,5970345000.0,-0.9999999968377037
19.03,5962500000.0,-0.9999999968083857
19.0,5931120000.0,-0.9999999967965578
18.88,5868360000.0,-0.9999999967827468
18.64,6009570000.0,-0.9999999968982806
19.18,6101095000.0,-0.999999996856302
19.53,6004340000.0,-0.9999999967473527
19.16,6022645000.0,-0.9999999968186736
19.23,6127245000.0,-0.9999999968615585
19.63,6088020000.0,-0.9999999967756348
19.48,6145550000.0,-0.9999999968302268
19.7,6090635000.0,-0.9999999967655261
19.49,6040950000.0,-0.9999999967736862
19.3,5972960000.0,-0.9999999967687713
19.04,6027875000.0,-0.9999999968413412
19.25,6043565000.0,-0.9999999968147939
19.31,5912815000.0,-0.999999996734212
18.81,5978190000.0,-0.9999999968535627
19.06,6064485000.0,-0.9999999968571115
19.39,6137705000.0,-0.9999999968408387
19.67,6260610000.0,-0.9999999968581337
20.14,6305065000.0,-0.9999999968057427
20.31,6291990000.0,-0.9999999967720864
20.26,6346905000.0,-0.999999996807893
20.47,6239690000.0,-0.9999999967193883
20.06,6093250000.0,-0.9999999967078325
19.5,6135090000.0,-0.9999999968215625
19.66,6153395000.0,-0.9999999968050157
19.73,6226615000.0,-0.9999999968313441
20.01,6119400000.0,-0.9999999967300716
19.6,6169085000.0,-0.9999999968228676
19.79,6169085000.0,-0.9999999967920689
19.79,5653914000.0,-0.9999999964997699
19.18,5685390000.0,-0.9999999966264408
19.3,5735227000.0,-0.9999999966348324
19.49,5800802000.0,-0.9999999966401197
19.74,5821786000.0,-0.999999996609288
19.82,5929329000.0,-0.9999999966572947
20.23,5861131000.0,-0.9999999965484477
19.97,5882115000.0,-0.9999999966049626
20.05,5889984000.0,-0.9999999965959161
20.08,5994904000.0,-0.9999999966504884
20.48,5966051000.0,-0.9999999965672436
20.37,6000150000.0,-0.9999999966050849
20.5,5997527000.0,-0.9999999965819245
20.49,6057856000.0,-0.9999999966176152
20.72,6123431000.0,-0.999999996616276
20.97,6149661000.0,-0.9999999965900559
21.07,6063102000.0,-0.9999999965248811
20.74,6091955000.0,-0.99999999659551
20.85,6230974000.0,-0.9999999966538137
21.38,6160153000.0,-0.9999999965293069
21.11,6084086000.0,-0.9999999965302923
20.82,5939821000.0,-0.9999999964948438
20.27,5963428000.0,-0.9999999966009483
20.36,6052610000.0,-0.9999999966361619
20.7,6023757000.0,-0.9999999965636064
20.59,6063102000.0,-0.9999999966040486
20.74,6133923000.0,-0.9999999966188033
21.01,5994904000.0,-0.9999999964953568
20.48,6068348000.0,-0.9999999966251112
20.76,6186383000.0,-0.9999999966442427
21.21,6078840000.0,-0.9999999965108475
20.8,6107693000.0,-0.9999999965944588
20.91,6013265000.0,-0.9999999965226878
20.55,6010642000.0,-0.9999999965810641
20.54,6099824000.0,-0.9999999966326897
20.88,5979166000.0,-0.9999999965078742
20.42,5874246000.0,-0.9999999965238092
20.02,5771949000.0,-0.9999999965315008
19.63,5792933000.0,-0.9999999966113884
19.71,5874246000.0,-0.9999999966446758
20.02,5973920000.0,-0.9999999966487666
20.4,6110316000.0,-0.9999999966613838
20.92,6162776000.0,-0.9999999966054258
21.12,6076217000.0,-0.9999999965241531
20.79,6078840000.0,-0.9999999965799395
20.8,6097201000.0,-0.9999999965885986
20.87,6105070000.0,-0.9999999965815298
20.9,6008019000.0,-0.9999999965213159
20.53,6065725000.0,-0.9999999966154087
20.75,6029003000.0,-0.9999999965583033
20.61,6055233000.0,-0.9999999965963324
20.71,6005396000.0,-0.9999999965514348
20.52,6084086000.0,-0.9999999966272666
20.82,6097201000.0,-0.9999999965853185
20.87,6065725000.0,-0.999999996559356
20.75,6223105000.0,-0.9999999966656516
21.35,6328025000.0,-0.9999999966261195
21.75,6322779000.0,-0.9999999965600569
21.73,6398846000.0,-0.9999999966040751
22.02,6451306000.0,-0.9999999965867377
22.22,6435568000.0,-0.9999999965473133
22.16,6485405000.0,-0.999999996583097
22.35,6414584000.0,-0.9999999965157522
22.08,5908388000.0,-0.9999999962629401
21.82,5863610000.0,-0.9999999962787429
21.65,5911022000.0,-0.9999999963373508
21.83,5858342000.0,-0.9999999962736897
21.63,5884682000.0,-0.9999999963243553
21.73,5889950000.0,-0.9999999963106648
21.75,5863610000.0,-0.999999996290681
21.65,5879414000.0,-0.9999999963176602
21.71,5932094000.0,-0.9999999963402468
21.91,5889950000.0,-0.9999999962801043
21.75,5895218000.0,-0.999999996310569
21.77,5810930000.0,-0.9999999962536117
21.45,5818832000.0,-0.9999999963136932
21.48,5876780000.0,-0.9999999963449372
21.7,5853074000.0,-0.9999999962925464
21.61,6000578000.0,-0.9999999963986803
22.17,6037454000.0,-0.9999999963279224
22.31,5979506000.0,-0.9999999962689226
22.09,5900486000.0,-0.9999999962562406
21.79,5911022000.0,-0.9999999963136662
21.83,5963702000.0,-0.999999996339522
22.03,5966336000.0,-0.9999999963076166
22.04,5963702000.0,-0.9999999963043089
22.03,5903120000.0,-0.9999999962680752
21.8,5932094000.0,-0.9999999963250751
21.91,5892584000.0,-0.9999999962817671
21.76,5889950000.0,-0.9999999963055713
21.75,5858342000.0,-0.9999999962873455
21.63,5837270000.0,-0.9999999962945006
21.55,5853074000.0,-0.999999996318174
21.61,5839904000.0,-0.9999999962995967
21.56,5868878000.0,-0.9999999963263847
21.67,5834636000.0,-0.9999999962859722
21.54,5837270000.0,-0.9999999963099189
21.55,5829368000.0,-0.9999999963032014
21.52,5816198000.0,-0.9999999962999884
21.47,5871512000.0,-0.999999996343361
21.68,5855708000.0,-0.9999999962976296
21.62,5810930000.0,-0.9999999962794252
21.45,5800394000.0,-0.9999999963019753
21.41,5779322000.0,-0.9999999962954133
21.33,5800394000.0,-0.9999999963226636
21.41,5839904000.0,-0.9999999963338438
21.56,5800394000.0,-0.9999999962830112
21.41,5845172000.0,-0.999999996337148
21.58,5874146000.0,-0.9999999963262745
21.69,5926826000.0,-0.9999999963403684
21.89,5995310000.0,-0.9999999963488126
22.15,5992676000.0,-0.9999999963038215
22.14,5911022000.0,-0.9999999962544548
21.83,5916290000.0,-0.9999999963101877
21.85,5863610000.0,-0.9999999962736267
21.65,5855708000.0,-0.9999999963027528
21.62,5900486000.0,-0.9999999963358951
21.79,5905754000.0,-0.999999996310378
21.81,5908388000.0,-0.9999999963086378
21.82,5932094000.0,-0.9999999963217036
21.91,5963702000.0,-0.9999999963261075
22.03,5950532000.0,-0.99999999629781
21.98,5916290000.0,-0.9999999962848339
21.85,5932094000.0,-0.9999999963166464
21.91,5955800000.0,-0.999999996321233
22.0,6307640000.0,-0.9999999965121662
22.3,6328984000.0,-0.9999999964765277
22.38,6283628000.0,-0.9999999964383633
22.21,6264952000.0,-0.999999996454881
22.14,6254280000.0,-0.9999999964600241
22.1,6126216000.0,-0.9999999963925529
21.62,6099536000.0,-0.9999999964554681
21.52,6102204000.0,-0.9999999964734053
21.53,6104872000.0,-0.9999999964733085
21.54,6198252000.0,-0.9999999965248266
21.89,6222264000.0,-0.9999999964819879
21.98,6243608000.0,-0.9999999964795996
22.06,6238272000.0,-0.9999999964637644
22.04,6307640000.0,-0.9999999965058247
22.3,6256948000.0,-0.999999996435962
22.11,6291632000.0,-0.9999999964858085
22.24,6312976000.0,-0.9999999964770974
22.32,6411692000.0,-0.9999999965188596
22.69,6449044000.0,-0.9999999964816491
22.83,6491732000.0,-0.9999999964832189
22.99,6558432000.0,-0.9999999964945889
23.24,6390348000.0,-0.9999999963632653
22.61,6385012000.0,-0.9999999964588947
22.59,6352996000.0,-0.9999999964441973
22.47,6344992000.0,-0.9999999964586244
22.44,6393016000.0,-0.9999999964899197
22.62,6352996000.0,-0.9999999964394751
22.47,6467720000.0,-0.9999999965258236
22.9,6451712000.0,-0.9999999964505545
22.84,6430368000.0,-0.9999999964481038
22.76,6363668000.0,-0.9999999964234464
22.51,6435704000.0,-0.9999999965023252
22.78,6414360000.0,-0.9999999964485935
22.7,6409024000.0,-0.9999999964581191
22.68,6446376000.0,-0.9999999964817442
22.82,6507740000.0,-0.9999999964934063
23.05,6465052000.0,-0.9999999964346767
22.89,6513076000.0,-0.9999999964855316
23.07,6526416000.0,-0.9999999964651349
23.12,6569104000.0,-0.9999999964804941
23.28,6486396000.0,-0.9999999964109499
22.97,187000000.0,-0.9999998771657754
23.3,187000000.0,-0.9999998754010695
23.07,187000000.0,-0.9999998766310161
23.1,187000000.0,-0.9999998764705882
23.26,187000000.0,-0.9999998756149733
23.28,187000000.0,-0.9999998755080214
23.37,187000000.0,-0.9999998750267379
23.56,187000000.0,-0.9999998740106952
23.48,187000000.0,-0.9999998744385027
23.42,187000000.0,-0.9999998747593583
23.48,187000000.0,-0.9999998744385027
23.66,187000000.0,-0.9999998734759358
23.74,187000000.0,-0.9999998730481283
23.87,187000000.0,-0.9999998723529412
23.75,187000000.0,-0.9999998729946524
23.5,187000000.0,-0.9999998743315508
23.27,187000000.0,-0.9999998755614973
23.24,187000000.0,-0.9999998757219252
23.12,187000000.0,-0.9999998763636364
23.16,187000000.0,-0.9999998761497326
23.34,187000000.0,-0.9999998751871658
23.33,187000000.0,-0.9999998752406417
23.5,187000000.0,-0.9999998743315508
23.59,187000000.0,-0.9999998738502673
23.64,187000000.0,-0.9999998735828877
23.61,187000000.0,-0.9999998737433156
23.68,187000000.0,-0.999999873368984
23.61,187000000.0,-0.9999998737433156
23.7,187000000.0,-0.9999998732620321
23.71,187000000.0,-0.9999998732085561
23.81,187000000.0,-0.9999998726737968
24.32,187000000.0,-0.999999869946524
24.28,187000000.0,-0.9999998701604278
24.42,187000000.0,-0.9999998694117647
24.51,187000000.0,-0.9999998689304813
24.43,187000000.0,-0.9999998693582888
24.54,187000000.0,-0.9999998687700534
24.39,187000000.0,-0.9999998695721926
24.12,187000000.0,-0.9999998710160428
24.04,187000000.0,-0.9999998714438503
24.53,187000000.0,-0.9999998688235294
24.8,187000000.0,-0.9999998673796792
24.81,187000000.0,-0.9999998673262032
24.66,187000000.0,-0.9999998681283423
24.17,187000000.0,-0.9999998707486631
23.93,187000000.0,-0.9999998720320855
24.19,187000000.0,-0.9999998706417113
24.17,187000000.0,-0.9999998707486631
23.88,187000000.0,-0.9999998722994652
23.89,187000000.0,-0.9999998722459893
23.72,187000000.0,-0.9999998731550802
23.89,187000000.0,-0.9999998722459893
23.76,187000000.0,-0.9999998729411764
23.72,187000000.0,-0.9999998731550802
23.5,187000000.0,-0.9999998743315508
23.43,187000000.0,-0.9999998747058824
23.38,187000000.0,-0.999999874973262
23.41,187000000.0,-0.9999998748128343
23.12,187000000.0,-0.9999998763636364
23.03,187000000.0,-0.9999998768449198
22.7,187000000.0,-0.9999998786096257
22.86,187000000.0,-0.9999998777540107
22.92,187000000.0,-0.9999998774331551
22.97,187000000.0,-0.9999998771657754
23.05,187000000.0,-0.9999998767379679
22.94,187000000.0,-0.9999998773262032
23.07,187000000.0,-0.9999998766310161
23.25,187000000.0,-0.9999998756684492
23.15,187000000.0,-0.9999998762032085
23.4,187000000.0,-0.9999998748663101
23.34,187000000.0,-0.9999998751871658
23.38,187000000.0,-0.999999874973262
23.28,187000000.0,-0.9999998755080214
23.21,187000000.0,-0.999999875882353
23.48,187000000.0,-0.9999998744385027
23.19,187000000.0,-0.9999998759893048
22.94,187000000.0,-0.9999998773262032
23.09,187000000.0,-0.9999998765240642
23.05,187000000.0,-0.9999998767379679
23.02,187000000.0,-0.9999998768983958
23.14,187000000.0,-0.9999998762566845
23.43,187000000.0,-0.9999998747058824
23.36,187000000.0,-0.9999998750802139
23.58,187000000.0,-0.9999998739037433
23.38,187000000.0,-0.999999874973262
23.55,6217457000.0,-0.9999999962122778
23.43,6253843000.0,-0.9999999962535037
23.57,6272036000.0,-0.9999999962420496
23.64,6326615000.0,-0.9999999962634046
23.85,6318818000.0,-0.9999999962255599
23.82,6321417000.0,-0.9999999962318575
23.83,6329214000.0,-0.9999999962349195
23.86,6295427000.0,-0.9999999962099473
23.73,6331813000.0,-0.9999999962522582
23.87,6279833000.0,-0.9999999961989435
23.67,6316219000.0,-0.9999999962525049
23.81,6324016000.0,-0.9999999962349874
23.84,6409783000.0,-0.9999999962806854
24.17,6448768000.0,-0.9999999962519973
24.32,6443570000.0,-0.9999999962256948
24.3,6417580000.0,-0.999999996213526
24.2,6357803000.0,-0.9999999961936537
23.97,6334412000.0,-0.9999999962159076
23.88,6420179000.0,-0.9999999962804775
24.21,6422778000.0,-0.999999996230603
24.22,6448768000.0,-0.9999999962442438
24.32,6417580000.0,-0.9999999962104096
24.2,6360402000.0,-0.9999999961952091
23.98,6259041000.0,-0.9999999961687421
23.59,6274635000.0,-0.9999999962404188
23.65,6144685000.0,-0.9999999961511452
23.15,6126492000.0,-0.9999999962213286
23.08,6105700000.0,-0.9999999962199256
23.0,6051121000.0,-0.9999999961990513
22.79,6100502000.0,-0.9999999962642419
22.98,6082309000.0,-0.9999999962218296
22.91,6051121000.0,-0.9999999962139247
22.79,6162878000.0,-0.9999999963020524
23.22,6173274000.0,-0.9999999962386248
23.26,6233051000.0,-0.9999999962682802
23.49,6238249000.0,-0.9999999962345203
23.51,6240848000.0,-0.9999999962328837
23.52,6321417000.0,-0.9999999962793152
23.83,6352605000.0,-0.999999996248783
23.95,6386392000.0,-0.9999999962498387
24.08,6425377000.0,-0.99999999625236
24.23,6477357000.0,-0.9999999962592767
24.43,6443570000.0,-0.9999999962086235
24.3,6464362000.0,-0.9999999962409284
24.38,6529337000.0,-0.9999999962660834
24.63,6544931000.0,-0.9999999962367824
24.69,6539733000.0,-0.9999999962246165
24.67,6547530000.0,-0.999999996232167
24.7,6516342000.0,-0.9999999962095298
24.58,6485154000.0,-0.9999999962098047
24.46,6474758000.0,-0.9999999962222527
24.42,6373397000.0,-0.9999999961684484
24.03,6503347000.0,-0.9999999963049796
24.53,6516342000.0,-0.9999999962356181
24.58,6511144000.0,-0.9999999962249337
24.56,6526738000.0,-0.9999999962370176
24.62,6505946000.0,-0.9999999962157694
24.54,6498149000.0,-0.99999999622354
24.51,6459164000.0,-0.9999999962053913
24.36,6427976000.0,-0.9999999962103157
24.24,6378595000.0,-0.9999999961997901
24.05,6464362000.0,-0.9999999962796019
24.38,6560967000.0,-0.9999999962840843
24.81,6579216000.0,-0.999999996229034
24.88,6636570000.0,-0.9999999962510755
25.1,6558360000.0,-0.9999999961728236
24.8,6547932000.0,-0.9999999962125447
24.76,6560967000.0,-0.9999999962261661
24.81,6597465000.0,-0.9999999962394647
24.95,6581823000.0,-0.999999996209257
24.89,6589644000.0,-0.9999999962228612
24.92,6594858000.0,-0.9999999962212984
24.94,6550539000.0,-0.9999999961926798
24.77,6587037000.0,-0.9999999962395839
24.91,6633963000.0,-0.9999999962450801
25.09,6712173000.0,-0.9999999962620153
25.39,6657426000.0,-0.9999999961862137
25.18,6683496000.0,-0.9999999962325107
25.28,6670461000.0,-0.999999996210157
25.23,6678282000.0,-0.9999999962220822
25.26,6753885000.0,-0.9999999962599304
25.55,6782562000.0,-0.9999999962329869
25.66,6792990000.0,-0.9999999962225765
25.7,6826881000.0,-0.9999999962354698
25.83,6808632000.0,-0.9999999962062863
25.76,6837309000.0,-0.9999999962324359
25.87,6785169000.0,-0.9999999961872725
25.67,6779955000.0,-0.9999999962138392
25.65,6782562000.0,-0.9999999962182432
25.66,6785169000.0,-0.9999999962182224
25.67,6829488000.0,-0.9999999962412995
25.84,6834702000.0,-0.9999999962192938
25.86,6806025000.0,-0.9999999962004253
25.75,6811239000.0,-0.9999999962194837
25.77,6894663000.0,-0.9999999962623264
26.09,6884235000.0,-0.9999999962101817
26.05,6902484000.0,-0.9999999962259963
26.12,6975480000.0,-0.9999999962554548
26.4,6905091000.0,-0.999999996176734
26.13,6918126000.0,-0.9999999962229655
26.18,6970266000.0,-0.9999999962440458
26.38,7030227000.0,-0.9999999962476318
26.61,6988515000.0,-0.9999999961923242
26.45,7100616000.0,-0.999999996274971
26.88,7131900000.0,-0.9999999962310184
27.0,7103223000.0,-0.9999999961989086
26.89,7092795000.0,-0.9999999962088288
26.85,7152756000.0,-0.9999999962462022
27.08,7178826000.0,-0.9999999962277955
27.18,7124079000.0,-0.99999999618477
26.97,7160577000.0,-0.9999999962335437
27.11,7223145000.0,-0.9999999962467873
27.35,7246608000.0,-0.9999999962258204
27.44,7184040000.0,-0.9999999961804221
27.2,7155363000.0,-0.9999999961986554
27.09,7202289000.0,-0.9999999962386957
27.27,7165791000.0,-0.9999999961944187
27.13,7217931000.0,-0.9999999962413052
27.33,7186647000.0,-0.9999999961971139
27.21,7223145000.0,-0.9999999962329429
27.35,7249215000.0,-0.9999999962271777
27.45,7376958000.0,-0.999999996278954
27.94,7914080000.0,-0.9999999964695834
27.8,7927260000.0,-0.9999999964931137
27.85,7911444000.0,-0.999999996479783
27.79,8003704000.0,-0.9999999965278576
28.14,8022156000.0,-0.9999999964922148
28.21,8074876000.0,-0.9999999965064479
28.41,8032700000.0,-0.9999999964632067
28.25,8090692000.0,-0.9999999965083333
28.47,8085420000.0,-0.9999999964788471
28.45,8159228000.0,-0.9999999965131505
28.73,8043244000.0,-0.9999999964280581
28.29,8148684000.0,-0.9999999965282738
28.69,8106508000.0,-0.9999999964608682
28.53,8140776000.0,-0.99999999649542
28.66,8254124000.0,-0.9999999965277963
29.09,8246216000.0,-0.9999999964723214
29.06,8230400000.0,-0.9999999964691874
29.0,8277848000.0,-0.999999996496674
29.18,8293664000.0,-0.9999999964816515
29.24,8343748000.0,-0.9999999964955797
29.43,8428100000.0,-0.9999999965081098
29.75,8478184000.0,-0.9999999964909938
29.94,8349020000.0,-0.9999999964139504
29.45,8317388000.0,-0.999999996459225
29.33,8333204000.0,-0.9999999964803453
29.39,8222492000.0,-0.9999999964256578
28.97,8304208000.0,-0.9999999965114073
29.28,8225128000.0,-0.999999996440177
28.98,8064332000.0,-0.9999999964063979
28.37,8077512000.0,-0.9999999964877799
28.42,8061696000.0,-0.9999999964746872
28.36,8127596000.0,-0.9999999965106533
28.61,8217220000.0,-0.9999999965182872
28.95,8140776000.0,-0.999999996443828
28.66,8256760000.0,-0.9999999965289048
29.1,8219856000.0,-0.999999996459792
28.96,8180316000.0,-0.9999999964597944
28.81,8053788000.0,-0.9999999964228012
28.33,7953620000.0,-0.9999999964380999
27.95,7842908000.0,-0.9999999964362708
27.53,7840272000.0,-0.9999999964886422
27.52,7726924000.0,-0.9999999964384275
27.09,7753284000.0,-0.9999999965059967
27.19,7690020000.0,-0.9999999964642484
26.95,7697928000.0,-0.9999999964990579
26.98,7605668000.0,-0.9999999964526456
26.63,7529224000.0,-0.9999999964631149
26.34,7684748000.0,-0.9999999965724315
26.93,7713744000.0,-0.9999999965088289
27.04,7742740000.0,-0.9999999965076962
27.15,7692656000.0,-0.9999999964706598
26.96,7576672000.0,-0.9999999964417094
26.52,7755920000.0,-0.9999999965806764
27.2,7808640000.0,-0.9999999965166789
27.4,7808640000.0,-0.9999999964910663
27.4,7853452000.0,-0.9999999965110884
27.57,7663660000.0,-0.9999999964025021
26.85,7426420000.0,-0.9999999963845299
25.95,7545040000.0,-0.9999999965606544
26.4,7597760000.0,-0.9999999965252917
26.6,7703200000.0,-0.9999999965468896
27.0,7816548000.0,-0.9999999965457897
27.43,7840272000.0,-0.9999999965013969
27.52,7748012000.0,-0.9999999964481211
27.17,7767045000.0,-0.9999999965018871
26.63,7783335000.0,-0.9999999965785874
26.69,7761615000.0,-0.9999999965612827
26.61,7786050000.0,-0.9999999965823492
26.7,7910940000.0,-0.999999996624927
27.16,7989675000.0,-0.9999999966006127
27.45,8014110000.0,-0.9999999965747912
27.54,8079270000.0,-0.9999999965912761
27.78,8117280000.0,-0.9999999965776714
27.92,8201445000.0,-0.9999999965957218
28.23,8171580000.0,-0.9999999965453438
28.12,8168865000.0,-0.9999999965576614
28.11,8263890000.0,-0.9999999965984543
28.46,8269320000.0,-0.9999999965583627
28.48,8236740000.0,-0.9999999965423213
28.36,8244885000.0,-0.9999999965602916
28.39,8133570000.0,-0.9999999965095278
27.98,8196015000.0,-0.9999999965861458
28.21,8193300000.0,-0.9999999965569428
28.2,8215020000.0,-0.9999999965672633
28.28,8266605000.0,-0.9999999965790067
28.47,8136285000.0,-0.99999999650086
27.99,8263890000.0,-0.9999999966129752
28.46,8280180000.0,-0.9999999965628766
28.52,8177010000.0,-0.9999999965121725
28.14,8109135000.0,-0.9999999965298395
27.89,8144430000.0,-0.9999999965755737
28.02,8198730000.0,-0.9999999965823975
28.22,8128140000.0,-0.999999996528111
27.96,8111850000.0,-0.9999999965531907
27.9,8030400000.0,-0.9999999965257024
27.6,7965240000.0,-0.9999999965349443
27.36,7845780000.0,-0.999999996512775
26.92,7832205000.0,-0.9999999965629092
26.87,7799625000.0,-0.9999999965549626
26.75,7867500000.0,-0.9999999965999364
27.0,7769760000.0,-0.9999999965249892
26.64,7799625000.0,-0.9999999965844512
26.75,7851210000.0,-0.9999999965928819
26.94,7777905000.0,-0.9999999965363424
26.67,7758900000.0,-0.999999996562657
26.6,7780620000.0,-0.9999999965812493
26.68,7742610000.0,-0.9999999965541335
26.54,7739895000.0,-0.9999999965710129
26.53,7639440000.0,-0.9999999965272324
26.16,7596000000.0,-0.9999999965560822
26.0,7557990000.0,-0.999999996559932
25.86,7590570000.0,-0.9999999965931412
25.98,7579710000.0,-0.9999999965724282
25.94,7625865000.0,-0.9999999965984187
26.11,7593285000.0,-0.9999999965614356
25.99,7571565000.0,-0.9999999965674203
25.91,7647585000.0,-0.9999999966120023
26.19,7628580000.0,-0.9999999965668578
26.12,7625865000.0,-0.9999999965748148
26.11,7845780000.0,-0.9999999966720964
26.92,7818630000.0,-0.9999999965569416
26.82,7756185000.0,-0.9999999965421145
26.59,7853925000.0,-0.9999999966144316
26.95,7813200000.0,-0.999999996550709
26.8,7696455000.0,-0.9999999965178774
26.37,7691025000.0,-0.9999999965713283
26.35,7653015000.0,-0.9999999965569125
26.21,7682880000.0,-0.9999999965885189
26.32,7232234000.0,-0.9999999963607372
26.38,7250735000.0,-0.9999999963617482
26.45,7129157000.0,-0.9999999962898839
25.99,7139729000.0,-0.9999999963598059
26.03,7105370000.0,-0.9999999963365737
25.9,7121228000.0,-0.9999999963629869
25.96,7163516000.0,-0.9999999963760813
26.12,7271879000.0,-0.999999996408081
26.53,7411958000.0,-0.9999999964206489
27.06,7380242000.0,-0.9999999963334536
26.94,7332668000.0,-0.9999999963260303
26.76,7364384000.0,-0.9999999963662949
26.88,7467461000.0,-0.999999996400383
27.27,7480676000.0,-0.9999999963546076
27.32,7501820000.0,-0.9999999963582171
27.4,7559966000.0,-0.9999999963756451
27.62,7583753000.0,-0.9999999963580037
27.71,7618112000.0,-0.9999999963626158
27.84,7668329000.0,-0.9999999963694829
28.03,7673615000.0,-0.9999999963472236
28.05,7649828000.0,-0.9999999963332509
27.96,7512392000.0,-0.9999999962781495
27.44,7517678000.0,-0.9999999963499367
27.46,7559966000.0,-0.9999999963677085
27.62,7562609000.0,-0.9999999963478212
27.63,7515035000.0,-0.9999999963233704
27.45,7544108000.0,-0.9999999963613988
27.56,7493891000.0,-0.9999999963223377
27.37,7470104000.0,-0.9999999963360617
27.28,7491248000.0,-0.9999999963584172
27.36,7372313000.0,-0.9999999962888174
26.91,7380242000.0,-0.9999999963537781
26.94,7475390000.0,-0.9999999963961747
27.3,7557323000.0,-0.9999999963876097
27.61,7570538000.0,-0.9999999963529672
27.66,7546751000.0,-0.9999999963348466
27.57,7467461000.0,-0.9999999963079821
27.27,7478033000.0,-0.9999999963533192
27.31,7478033000.0,-0.9999999963479701
27.31,7396100000.0,-0.9999999963075135
27.0,7293023000.0,-0.9999999962978315
26.61,7279808000.0,-0.9999999963446838
26.56,7274522000.0,-0.999999996348901
26.54,7253378000.0,-0.9999999963410152
26.46,7266593000.0,-0.9999999963586786
26.51,7282451000.0,-0.999999996359742
26.57,7203161000.0,-0.9999999963113416
26.27,7261307000.0,-0.9999999963821941
26.49,7261307000.0,-0.9999999963518964
26.49,7166159000.0,-0.999999996303459
26.13,7123871000.0,-0.9999999963320504
25.97,7168802000.0,-0.9999999963773585
26.14,7187303000.0,-0.9999999963630307
26.21,7234877000.0,-0.9999999963772708
26.39,7250735000.0,-0.999999996360369
26.45,7340597000.0,-0.9999999963967509
26.79,7308881000.0,-0.9999999963345962
26.67,7374956000.0,-0.9999999963837073
26.92,7345883000.0,-0.9999999963353623
26.81,7340597000.0,-0.9999999963477085
26.79,7306238000.0,-0.9999999963332703
26.66,7314167000.0,-0.999999996355019
26.69,7322096000.0,-0.9999999963548689
26.72,7335311000.0,-0.999999996357346
26.77,7128350000.0,-0.9999999962445727
26.3,7125705000.0,-0.9999999963091372
26.29,7080740000.0,-0.9999999962871112
26.12,7128350000.0,-0.999999996335758
26.3,7112480000.0,-0.9999999963022743
26.24,7189185000.0,-0.9999999963500731
26.53,7342595000.0,-0.999999996386836
27.11,7242085000.0,-0.9999999962566029
26.73,7226215000.0,-0.999999996300968
26.67,7160090000.0,-0.9999999962751864
26.42,7212990000.0,-0.999999996337164
26.62,7162735000.0,-0.9999999962835425
26.43,7239440000.0,-0.9999999963491651
26.72,7294985000.0,-0.9999999963372097
26.93,7289695000.0,-0.9999999963057439
26.91,7191830000.0,-0.9999999962582542
26.54,7191830000.0,-0.9999999963097014
26.54,7302920000.0,-0.9999999963658373
26.96,7255310000.0,-0.9999999962841009
26.78,7374335000.0,-0.9999999963684861
27.23,7522455000.0,-0.9999999963801711
27.79,7424590000.0,-0.9999999962570324
27.42,7384915000.0,-0.9999999962870256
27.27,7276470000.0,-0.9999999962523036
26.86,7297630000.0,-0.999999996319353
26.94,7374335000.0,-0.9999999963467893
27.23,7464265000.0,-0.9999999963519516
