CMS,dcf,Deviation
49.0,,
49.31,,
49.81,,
48.75,,
49.13,,
49.75,,
49.94,,
49.81,,
49.5,,
49.13,,
48.81,,
48.44,,
48.69,,
48.13,,
48.0,,
47.75,,
47.75,,
48.38,,
48.25,,
47.75,,
48.13,,
48.25,,
47.69,,
47.69,,
47.75,,
48.44,,
48.06,,
48.13,,
47.38,,
47.25,,
46.88,,
45.75,,
45.88,,
45.75,,
45.38,,
45.38,,
45.0,,
44.63,,
44.88,,
45.38,,
44.81,,
44.94,,
44.69,,
44.25,,
42.81,,
42.5,,
42.25,,
42.69,,
42.44,,
42.13,,
42.31,,
42.0,,
41.56,,
41.25,,
40.75,,
41.06,,
41.75,,
41.88,,
41.5,,
42.31,,
42.19,,
42.13,,
41.5,,
41.38,,
41.0,,
41.94,,
41.94,,
42.38,,
42.5,,
41.75,,
40.94,,
40.75,,
41.0,,
42.0,,
42.19,,
42.06,,
42.31,,
42.56,,
42.63,,
42.25,,
42.06,,
43.0,,
42.88,,
42.38,,
41.44,,
40.75,,
40.25,,
40.63,,
41.19,,
40.31,,
39.5,,
40.13,,
40.25,,
40.13,,
39.69,,
39.69,,
39.25,,
39.75,,
40.56,,
41.5,,
41.75,,
40.94,,
41.0,,
41.25,,
43.63,,
43.63,,
44.0,,
43.81,,
44.13,,
44.44,,
44.25,,
44.5,,
44.38,,
43.88,,
43.88,,
44.0,,
44.38,,
43.94,,
44.38,,
44.31,,
45.0,,
45.06,,
45.69,,
46.13,,
46.56,,
47.0,,
46.06,,
46.5,,
44.44,,
43.63,,
43.5,,
43.31,,
43.75,,
43.81,,
43.63,,
43.0,,
42.63,,
43.25,,
43.88,,
44.31,,
43.75,,
44.25,,
43.31,,
43.25,,
43.38,,
43.19,,
42.81,,
41.94,,
42.19,,
41.88,,
41.5,,
41.31,,
40.81,,
40.94,,
40.75,,
40.5,,
40.06,,
40.0,,
39.81,,
39.81,,
39.88,,
39.88,,
38.94,,
39.13,,
39.06,,
39.0,,
39.69,,
39.0,,
38.44,,
37.63,,
37.38,,
37.63,,
37.88,,
37.75,,
37.5,,
37.44,,
37.44,,
37.31,,
37.75,,
37.44,,
37.44,,
36.69,,
37.56,,
37.44,,
38.06,,
38.94,,
38.88,,
38.63,,
39.88,,
39.81,,
39.81,,
39.63,,
39.56,,
39.5,,
40.0,,
39.94,,
39.0,,
38.88,,
38.75,,
38.63,,
37.81,,
37.38,,
37.13,,
36.94,,
37.06,,
36.75,,
35.88,,
36.13,,
35.31,,
34.88,,
34.94,,
34.13,,
33.94,,
33.94,,
33.69,,
34.13,,
33.75,,
33.94,,
33.25,,
33.69,,
33.5,,
32.94,,
32.88,,
32.88,,
32.25,,
35.19,,
35.0,,
34.06,,
34.5,,
34.81,,
35.38,,
35.75,,
36.69,,
37.56,,
36.88,,
37.19,,
36.69,,
36.31,,
35.44,,
36.63,,
36.38,,
35.81,,
35.06,,
34.81,,
34.75,,
35.13,,
35.56,,
35.19,,
34.81,,
34.0,,
33.0,,
32.56,,
32.19,,
32.19,,
31.75,,
33.25,,
32.69,,
33.0,,
33.44,,
33.69,,
33.88,,
33.38,,
33.13,,
32.63,,
32.0,,
31.38,,
32.44,,
32.0,,
31.69,,
31.0,,
30.5,,
31.0,,
31.38,,
30.81,,
30.94,,
30.63,,
30.88,,
31.19,,
29.5,,
29.88,,
30.69,,
30.44,,
31.13,,
30.69,,
31.5,,
31.31,,
31.63,,
31.19,,
30.56,,
30.88,,
30.94,,
31.38,,
31.25,,
30.69,,
30.44,,
30.0,,
29.5,,
30.0,,
23.5,,
21.38,,
21.94,,
20.38,,
20.31,,
20.31,,
19.94,,
18.75,,
18.63,,
19.19,,
19.38,,
18.69,,
18.38,,
18.31,,
18.25,,
17.56,,
17.0,,
16.44,,
16.5,,
16.75,,
16.94,,
16.88,,
17.06,,
17.31,,
17.25,,
17.19,,
17.13,,
17.19,,
17.19,,
17.5,,
17.88,,
19.44,,
19.06,,
19.44,,
19.38,,
18.88,,
19.0,,
19.06,,
19.0,,
18.94,,
18.88,,
18.75,,
18.13,,
18.0,,
18.19,,
18.44,,
18.25,,
18.25,,
18.44,,
18.56,,
18.75,,
19.5,,
19.38,,
19.38,,
19.44,,
19.19,,
18.88,,
19.5,,
19.81,,
19.5,,
18.69,,
19.0,,
20.06,,
20.94,,
20.56,,
21.38,,
21.06,,
21.56,,
21.44,,
21.31,,
21.88,,
21.25,,
21.75,,
22.13,,
21.81,,
22.13,,
21.69,,
21.88,,
21.5,,
22.06,,
21.94,,
22.38,,
22.13,,
22.75,,
23.13,,
23.5,,
22.69,,
22.44,,
22.31,,
22.13,,
22.69,,
23.06,,
22.88,,
22.88,,
23.31,,
23.25,,
23.0,,
22.63,,
22.69,,
22.69,,
22.5,,
22.56,,
22.25,,
22.58,,
22.5,,
22.13,,
22.88,,
22.75,,
22.5,,
22.81,,
22.75,,
22.69,,
23.13,,
23.44,,
23.56,,
23.41,,
23.88,,
24.88,,
24.81,,
24.81,,
24.75,,
24.81,,
24.81,,
25.63,,
25.5,,
25.56,,
26.06,,
26.25,,
25.58,,
25.75,,
26.58,,
26.44,,
26.25,,
26.33,,
26.63,,
27.0,,
27.56,,
26.44,,
26.56,,
26.81,,
26.38,,
26.25,,
26.0,,
25.75,,
26.0,,
26.38,,
26.19,,
26.19,,
26.14,,
26.25,,
26.5,,
27.19,,
27.44,,
28.97,,
28.83,,
28.38,,
28.31,,
28.75,,
29.5,,
28.63,,
27.06,,
27.19,,
26.5,,
26.19,,
25.88,,
26.88,,
26.89,,
26.56,,
26.95,,
28.19,,
28.69,,
27.38,,
27.38,,
27.5,,
27.56,,
27.69,,
27.63,,
28.31,,
28.44,,
28.94,,
26.69,,
26.44,,
27.06,,
26.44,,
26.19,,
26.0,,
26.38,,
25.75,,
27.0,,
27.63,,
27.0,,
27.56,,
26.88,,
26.44,,
26.63,,
26.56,,
27.0,,
27.88,,
28.06,,
27.94,,
27.88,,
28.0,,
28.06,,
28.31,,
27.63,,
28.0,,
27.63,,
27.88,,
27.25,,
27.5,,
27.81,,
27.81,,
27.69,,
27.75,,
27.69,,
27.81,,
27.44,,
27.38,,
27.0,,
27.5,,
28.13,,
28.5,,
28.25,,
28.94,,
28.69,,
29.69,,
29.44,,
29.69,,
30.44,,
30.38,,
30.94,,
31.69,,
30.38,,
30.38,,
27.94,,
28.31,,
28.56,,
28.44,,
28.25,,
27.38,,
28.0,,
27.63,,
27.5,,
27.75,,
27.69,,
28.19,,
28.25,,
28.56,,
29.13,,
29.31,,
30.06,,
29.66,,
29.5,,
29.45,,
29.3,,
29.74,,
29.74,,
29.36,,
29.65,,
30.15,,
30.75,,
30.49,,
30.45,,
30.11,,
30.25,,
30.56,,
30.8,,
31.04,,
29.25,,
29.34,,
29.52,,
29.55,,
30.14,,
30.16,,
30.05,,
30.15,,
30.25,,
30.25,,
30.15,,
30.0,,
29.92,,
29.4,,
29.72,,
29.79,,
29.89,,
29.58,,
29.55,,
27.95,,
28.5,,
28.93,,
29.02,,
28.85,,
28.95,,
29.59,,
29.84,,
29.6,,
29.55,,
29.47,,
29.19,,
30.03,,
30.81,,
30.79,,
30.73,,
30.65,,
31.27,,
31.02,,
30.51,,
29.7,,
30.3,,
30.3,,
30.35,,
30.45,,
30.52,,
31.3,,
31.75,,
29.62,,
29.13,,
29.56,,
29.48,,
28.91,,
29.27,,
29.5,,
29.48,,
29.62,,
29.1,,
29.18,,
29.02,,
29.13,,
29.51,,
29.41,,
29.48,,
29.57,,
29.24,,
29.32,,
29.17,,
29.67,,
29.76,,
29.71,,
29.41,,
28.43,,
28.15,,
28.75,,
28.84,,
28.94,,
28.72,,
27.96,,
28.58,,
28.62,,
28.93,,
28.77,,
27.68,,
27.88,,
27.92,,
28.02,,
28.0,,
27.7,,
27.85,,
27.84,,
27.52,,
28.37,,
28.33,,
27.96,,
27.51,,
27.08,,
27.12,,
27.05,,
27.05,,
26.84,,
26.2,,
26.2,,
25.89,,
25.26,,
24.46,,
26.25,,
26.95,,
26.85,,
26.88,,
26.67,,
25.89,,
25.55,,
25.19,,
24.77,,
24.94,,
24.48,,
24.62,,
24.59,,
24.13,,
24.02,,
24.2,,
24.2,,
24.19,,
23.82,,
23.83,,
24.06,,
24.05,,
24.19,,
24.02,,
23.95,,
23.65,,
23.5,,
23.46,,
23.35,,
23.15,,
22.99,,
23.51,,
23.46,,
22.39,,
21.84,,
21.3,,
21.14,,
21.0,,
21.0,,
20.73,,
20.18,,
19.89,,
20.0,,
20.0,,
20.12,,
20.6,,
21.0,,
21.46,,
21.18,,
21.04,,
20.77,,
20.95,,
21.39,,
21.72,,
22.3,,
21.8,,
21.28,,
21.24,,
21.19,,
20.76,,
20.02,,
21.02,,
20.54,,
21.36,,
20.85,,
21.51,,
21.75,,
22.0,,
22.49,,
22.13,,
22.75,,
23.01,,
23.13,,
23.0,,
22.78,,
22.6,,
22.52,,
22.57,,
22.35,,
22.53,,
22.38,,
22.65,,
22.72,,
22.8,,
22.6,,
22.78,,
23.03,,
22.77,,
22.99,,
23.07,,
22.82,,
23.29,,
22.81,,
22.75,,
22.6,,
22.9,,
22.73,,
22.69,,
23.4,,
23.98,,
23.85,,
23.99,,
24.31,,
24.15,,
23.98,,
23.95,,
24.03,,
24.28,,
24.2,,
24.3,,
24.62,,
23.5,,
23.5,,
23.9,,
23.58,,
23.63,,
23.96,,
23.83,,
23.85,,
24.12,,
23.71,,
23.56,,
23.54,,
23.59,,
23.54,,
23.14,,
22.84,,
22.83,,
23.08,,
22.75,,
21.75,,
21.35,,
21.73,,
21.27,,
21.65,,
22.11,,
22.43,,
22.31,,
22.44,,
21.73,,
21.7,,
21.7,,
22.2,,
22.01,,
21.95,,
21.95,,
21.8,,
21.9,,
22.09,,
22.55,,
23.18,,
23.17,,
22.98,,
23.14,,
22.61,,
22.44,,
22.34,,
22.32,,
22.57,,
22.92,,
22.97,,
23.46,,
23.28,,
22.76,,
22.48,,
22.13,,
22.63,,
22.18,,
22.24,,
22.1,,
22.04,,
21.81,,
21.64,,
21.43,,
21.89,,
21.38,,
21.49,,
21.26,,
21.49,,
21.78,,
21.73,,
21.27,,
21.05,,
21.16,,
20.85,,
20.4,,
20.02,,
19.9,,
19.36,,
20.27,,
20.56,,
20.25,,
20.15,,
19.99,,
20.18,,
19.72,,
19.29,,
16.05,,
17.03,,
17.23,,
15.25,,
15.31,,
16.5,,
16.97,,
17.56,,
17.7,,
17.63,,
18.54,,
18.05,,
18.14,,
18.06,,
17.73,,
17.72,,
17.5,,
16.9,,
17.17,,
16.79,,
15.11,,
13.01,,
13.34,,
12.66,,
13.3,,
13.54,,
13.48,,
12.76,,
13.27,,
13.15,,
12.75,,
11.0,,
10.46,,
10.98,,
11.07,,
10.68,,
10.15,,
10.55,,
10.04,,
9.83,,
9.99,,
10.25,,
10.25,,
10.84,,
10.4,,
10.3,,
10.1,,
8.73,,
8.82,,
7.56,,
7.6,,
8.13,,
7.66,,
7.49,,
7.8,,
8.12,,
7.97,,
7.88,,
7.67,,
7.93,,
9.03,,
9.38,,
9.54,,
9.59,,
8.79,,
9.71,,
9.74,,
9.03,,
9.63,,
9.97,,
10.14,,
11.02,,
11.0,,
11.19,,
11.28,,
10.8,,
10.4,,
10.56,,
10.12,,
10.35,,
10.39,,
10.19,,
10.07,,
9.55,,
10.07,,
9.7,,
9.78,,
9.93,,
9.75,,
9.98,,
8.89,,
8.51,,
8.34,,
7.7,,
7.93,,
8.17,,
7.87,,
8.06,,
8.28,,
7.79,,
7.8,,
7.26,,
6.84,,
5.97,,
5.79,,
6.03,,
6.56,,
6.56,,
7.4,,
6.95,,
7.38,,
7.39,,
7.5,,
7.27,,
7.38,,
7.4,,
7.65,,
7.85,,
7.75,,
7.8,,
7.83,,
8.14,,
8.66,,
8.3,,
8.74,,
8.1,,
8.1,,
8.0,,
8.05,,
8.1,,
8.24,,
8.78,,
9.02,,
9.07,,
9.28,,
9.67,,
10.15,,
10.48,,
10.05,,
10.01,,
9.95,,
9.76,,
9.57,,
8.86,,
9.05,,
8.7,,
8.68,,
8.68,,
8.83,,
9.0,,
8.87,,
8.95,,
8.88,,
8.83,,
8.65,,
8.61,,
8.84,,
8.83,,
9.0,,
9.07,,
9.06,,
9.44,,
9.71,,
10.25,,
10.59,,
9.99,,
9.92,,
10.31,,
10.4,,
10.05,,
10.1,,
9.98,,
9.95,,
9.5,,
9.08,,
8.48,,
8.54,,
6.07,,
5.5,,
5.7,,
5.7,,
5.61,,
5.67,,
5.59,,
4.79,,
4.8,,
4.92,,
4.85,,
4.7,,
4.39,,
4.36,,
4.31,,
4.29,,
4.43,,
4.46,,
4.47,,
4.53,,
4.4,,
4.47,,
4.3,,
4.55,,
4.5,,
4.3,,
4.27,,
4.35,,
4.25,,
4.13,,
3.88,,
3.49,,
3.56,,
3.78,,
3.52,,
3.73,,
3.9,,
3.88,,
4.11,,
4.6,,
4.19,,
4.63,,
4.54,,
4.58,,
4.41,,
4.41,,
5.13,,
5.11,,
4.91,,
4.91,,
4.68,,
4.58,,
4.77,,
4.69,,
4.71,,
4.9,,
5.47,,
5.53,,
5.65,,
5.7,,
5.78,,
6.14,,
6.32,,
6.05,,
6.47,,
6.47,,
6.23,,
6.06,,
6.19,,
6.06,,
6.08,,
6.01,,
6.66,,
6.62,,
6.45,,
6.32,,
6.62,,
7.0,,
6.95,,
6.8,,
6.72,,
6.85,,
7.38,,
7.61,,
7.8,,
7.96,,
7.78,,
7.92,,
8.15,,
7.87,,
8.25,,
8.5,,
8.23,,
8.35,,
8.16,,
8.21,,
8.3,,
8.16,,
8.4,,
8.45,,
8.33,,
8.49,,
8.34,,
8.05,,
7.96,,
7.85,,
7.95,,
8.06,,
8.1,,
7.87,,
7.99,,
7.77,,
7.77,,
7.72,,
7.21,,
7.28,,
7.27,,
7.23,,
7.1,,
6.8,,
6.61,,
6.94,,
6.4,,
6.69,,
6.59,,
6.52,,
6.57,,
6.67,,
6.56,,
6.38,,
6.5,,
6.41,,
6.36,,
6.19,,
6.11,,
6.25,,
6.49,,
6.46,,
6.39,,
6.26,,
6.33,,
6.24,,
6.27,,
6.35,,
6.45,,
6.46,,
6.35,,
6.38,,
6.59,,
6.7,,
6.61,,
6.67,,
6.71,,
6.82,,
7.04,,
7.11,,
7.2,,
7.08,,
7.3,,
7.39,,
7.56,,
7.57,,
7.54,,
7.56,,
7.63,,
7.75,,
7.67,,
7.79,,
7.69,,
7.46,,
7.34,,
7.58,,
7.37,,
7.7,,
7.85,,
7.71,,
7.9,,
7.99,,
8.04,,
8.09,,
7.9,,
7.9,,
7.99,,
7.78,,
7.85,,
7.7,,
7.77,,
7.79,,
7.74,,
7.71,,
7.84,,
8.07,,
8.0,,
8.05,,
8.17,,
8.12,,
8.08,,
8.25,,
8.17,,
8.04,,
8.01,,
8.0,,
8.03,,
7.9,,
7.82,,
7.73,,
7.53,,
7.44,,
7.7,,
7.59,,
7.58,,
7.81,,
7.91,,
8.06,,
7.89,,
7.61,,
7.71,,
7.72,,
7.76,,
7.76,,
7.76,,
7.73,,
7.72,,
7.83,,
7.95,,
7.92,,
7.99,,
8.01,,
8.18,,
8.2,,
8.33,,
8.4,,
8.33,,
8.38,,
8.55,,
8.63,,
8.52,,
8.59,,
8.59,,
8.6,,
8.78,,
8.98,,
9.04,,
8.98,,
8.86,,
8.97,,
8.94,,
9.07,,
9.16,,
9.27,,
9.16,,
9.25,,
9.2,,
9.1,,
8.94,,
8.76,,
8.78,,
8.58,,
8.68,,
8.36,,
8.51,,
8.75,,
8.86,,
9.08,,
9.08,,
8.98,,
8.9,,
9.05,,
9.05,,
8.94,,
8.89,,
8.77,,
8.8,,
9.02,,
9.07,,
9.2,,
9.34,,
9.44,,
9.32,,
9.51,,
9.13,,
9.19,,
9.05,,
9.0,,
8.88,,
9.08,,
8.96,,
8.9,,
9.02,,
9.03,,
8.87,,
8.82,,
8.8,,
8.8,,
8.88,,
8.76,,
8.9,,
8.99,,
8.95,,
9.18,,
9.17,,
9.27,,
9.31,,
9.32,,
9.2,,
9.19,,
8.93,,
8.8,,
8.77,,
8.83,,
8.89,,
8.53,,
8.75,,
8.9,,
8.85,,
8.79,,
8.66,,
8.6,,
8.36,,
8.31,,
8.62,,
8.54,,
8.54,,
8.56,,
7.95,,
7.9,,
8.08,,
8.14,,
8.03,,
8.01,,
7.91,,
8.03,,
8.0,,
8.04,,
8.01,,
8.04,,
8.3,,
8.4,,
8.6,,
8.62,,
8.5,,
8.67,,
8.41,,
8.38,,
8.56,,
8.54,,
8.33,,
8.58,,
8.35,,
8.49,,
8.55,,
8.77,,
8.8,,
8.77,,
8.85,,
9.11,,
9.13,,
9.18,,
9.05,,
9.06,,
9.13,,
8.89,,
8.97,,
8.97,,
8.88,,
8.8,,
8.87,,
8.94,,
8.85,,
8.9,,
8.94,,
8.84,,
9.04,,
9.14,,
8.84,,
8.91,,
8.83,,
8.59,,
8.79,,
8.85,,
8.95,,
9.03,,
9.1,,
9.05,,
9.05,,
8.83,,
8.75,,
8.66,,
8.97,,
8.9,,
8.78,,
8.81,,
9.01,,
9.12,,
9.3,,
9.25,,
9.25,,
9.22,,
9.2,,
9.3,,
9.33,,
9.44,,
9.47,,
9.6,,
9.69,,
9.73,,
9.6,,
9.57,,
9.5,,
9.57,,
9.65,,
9.53,,
9.4,,
9.44,,
9.53,,
9.56,,
9.46,,
9.51,,
9.39,,
9.4,,
9.49,,
9.42,,
9.49,,
9.42,,
9.52,,
9.35,,
9.2,,
9.34,,
9.34,,
9.41,,
9.36,,
9.34,,
9.28,,
9.11,,
9.13,,
9.15,,
9.11,,
8.93,,
9.04,,
9.02,,
9.07,,
9.18,,
9.47,,
9.34,,
9.3,,
9.36,,
9.41,,
9.28,,
9.6,,
9.98,,
9.99,,
10.18,,
10.15,,
10.03,,
10.17,,
10.27,,
10.22,,
10.05,,
9.98,,
10.11,,
10.02,,
10.08,,
10.05,,
10.2,,
10.32,,
10.19,,
10.2,,
10.53,,
10.43,,
10.24,,
10.35,,
10.17,,
10.19,,
10.13,,
10.09,,
10.23,,
10.2,,
10.3,,
10.18,,
10.2,,
10.26,,
10.37,,
10.31,,
10.33,,
10.26,,
10.37,,
10.35,,
10.35,,
10.45,173651000.0,-0.9999999398218266
10.39,173651000.0,-0.9999999401673472
10.25,173651000.0,-0.9999999409735619
10.11,173651000.0,-0.9999999417797767
10.1,173651000.0,-0.9999999418373634
10.02,173651000.0,-0.9999999422980576
10.12,173651000.0,-0.9999999417221899
10.0,173651000.0,-0.9999999424132311
9.93,173651000.0,-0.9999999428163385
9.81,173651000.0,-0.9999999435073798
9.86,173651000.0,-0.9999999432194459
9.9,173651000.0,-0.9999999429890988
9.85,173651000.0,-0.9999999432770327
9.96,173651000.0,-0.9999999426435782
9.97,173651000.0,-0.9999999425859915
9.85,173651000.0,-0.9999999432770327
9.93,173651000.0,-0.9999999428163385
10.29,173651000.0,-0.9999999407432149
10.42,173651000.0,-0.9999999399945868
10.35,173651000.0,-0.9999999403976942
10.53,173651000.0,-0.9999999393611324
10.89,173651000.0,-0.9999999372880087
11.16,173651000.0,-0.9999999357331659
11.14,173651000.0,-0.9999999358483395
11.36,173651000.0,-0.9999999345814305
11.13,173651000.0,-0.9999999359059263
11.1,173651000.0,-0.9999999360786865
11.25,173651000.0,-0.9999999352148851
11.3,173651000.0,-0.9999999349269512
11.81,173651000.0,-0.999999931990026
12.3,173651000.0,-0.9999999291682743
12.72,173651000.0,-0.99999992674963
12.78,173651000.0,-0.9999999264041094
12.56,173651000.0,-0.9999999276710183
12.3,173651000.0,-0.9999999291682743
11.86,173651000.0,-0.9999999317020921
12.0,173651000.0,-0.9999999308958774
12.16,173651000.0,-0.999999929974489
12.38,173651000.0,-0.9999999287075801
12.14,173651000.0,-0.9999999300896626
12.17,173651000.0,-0.9999999299169023
12.24,173651000.0,-0.9999999295137949
12.7,173651000.0,-0.9999999268648035
13.05,173651000.0,-0.9999999248492666
13.01,173651000.0,-0.9999999250796137
12.84,173651000.0,-0.9999999260585888
12.99,173651000.0,-0.9999999251947872
13.11,173651000.0,-0.999999924503746
13.02,173651000.0,-0.999999925022027
13.25,173651000.0,-0.9999999236975312
13.33,173651000.0,-0.9999999232368371
13.13,173651000.0,-0.9999999243885724
13.38,173651000.0,-0.9999999229489033
13.2,173651000.0,-0.9999999239854651
13.19,173651000.0,-0.9999999240430518
12.91,173651000.0,-0.9999999256554813
12.95,173651000.0,-0.9999999254251343
13.0,173651000.0,-0.9999999251372005
12.69,173651000.0,-0.9999999269223903
12.54,173651000.0,-0.9999999277861918
12.5,173651000.0,-0.9999999280165389
13.04,173651000.0,-0.9999999249068534
12.99,173651000.0,-0.9999999251947872
13.19,173651000.0,-0.9999999240430518
13.3,173651000.0,-0.9999999234095974
13.13,173651000.0,-0.9999999243885724
13.27,173651000.0,-0.9999999235823577
13.13,173651000.0,-0.9999999243885724
13.15,173651000.0,-0.9999999242733989
13.28,173651000.0,-0.999999923524771
13.0,173651000.0,-0.9999999251372005
12.9,173651000.0,-0.9999999257130682
12.61,173651000.0,-0.9999999273830844
12.75,173651000.0,-0.9999999265768696
12.84,173651000.0,-0.9999999260585888
12.56,173651000.0,-0.9999999276710183
12.72,173651000.0,-0.99999992674963
12.86,173651000.0,-0.9999999259434152
13.08,173651000.0,-0.9999999246765063
12.87,173651000.0,-0.9999999258858284
12.99,173651000.0,-0.9999999251947872
12.84,173651000.0,-0.9999999260585888
12.92,173651000.0,-0.9999999255978946
13.0,173651000.0,-0.9999999251372005
13.13,173651000.0,-0.9999999243885724
13.19,173651000.0,-0.9999999240430518
12.97,173651000.0,-0.9999999253099607
13.0,173651000.0,-0.9999999251372005
13.32,173651000.0,-0.9999999232944239
13.27,173651000.0,-0.9999999235823577
13.23,173651000.0,-0.9999999238127047
12.95,173651000.0,-0.9999999254251343
12.77,173651000.0,-0.9999999264616961
12.86,173651000.0,-0.9999999259434152
13.09,173651000.0,-0.9999999246189195
12.93,173651000.0,-0.9999999255403078
13.14,173651000.0,-0.9999999243309857
13.09,173651000.0,-0.9999999246189195
13.03,173651000.0,-0.9999999249644401
13.22,173651000.0,-0.9999999238702916
13.21,173651000.0,-0.9999999239278783
13.25,173651000.0,-0.9999999236975312
13.23,173651000.0,-0.9999999238127047
13.23,173651000.0,-0.9999999238127047
13.65,173651000.0,-0.9999999213940605
13.58,173651000.0,-0.9999999217971679
13.74,173651000.0,-0.9999999208757796
14.32,173651000.0,-0.999999917535747
14.1,173651000.0,-0.9999999188026559
14.19,173651000.0,-0.999999918284375
14.32,173651000.0,-0.999999917535747
14.34,173651000.0,-0.9999999174205735
14.3,173651000.0,-0.9999999176509206
14.3,173651000.0,-0.9999999176509206
14.38,173651000.0,-0.9999999171902264
14.46,173651000.0,-0.9999999167295323
14.57,173651000.0,-0.9999999160960777
14.55,173651000.0,-0.9999999162112513
14.8,173651000.0,-0.9999999147715821
14.91,173651000.0,-0.9999999141381276
14.98,173651000.0,-0.9999999137350203
15.04,173651000.0,-0.9999999133894997
15.16,173651000.0,-0.9999999126984584
15.14,173651000.0,-0.999999912813632
15.15,173651000.0,-0.9999999127560452
15.06,173651000.0,-0.9999999132743261
15.1,173651000.0,-0.9999999130439791
15.16,173651000.0,-0.9999999126984584
15.25,173651000.0,-0.9999999121801775
15.29,173651000.0,-0.9999999119498304
15.47,173651000.0,-0.9999999109132686
15.63,173651000.0,-0.9999999099918803
15.6,173651000.0,-0.9999999101646406
15.69,173651000.0,-0.9999999096463597
15.65,173651000.0,-0.9999999098767067
15.5,173651000.0,-0.9999999107405083
15.37,173651000.0,-0.9999999114891363
15.36,173651000.0,-0.9999999115467231
15.25,173651000.0,-0.9999999121801775
14.98,173651000.0,-0.9999999137350203
15.34,173651000.0,-0.9999999116618966
15.47,173651000.0,-0.9999999109132686
15.68,173651000.0,-0.9999999097039464
15.77,173651000.0,-0.9999999091856655
15.78,173651000.0,-0.9999999091280787
15.84,173651000.0,-0.9999999087825581
15.68,173651000.0,-0.9999999097039464
15.98,173651000.0,-0.9999999079763433
16.1,173651000.0,-0.9999999072853021
16.09,173651000.0,-0.9999999073428889
15.73,173651000.0,-0.9999999094160126
15.23,173651000.0,-0.999999912295351
15.52,173651000.0,-0.9999999106253348
15.86,173651000.0,-0.9999999086673845
15.77,173651000.0,-0.9999999091856655
15.67,173651000.0,-0.9999999097615332
15.57,173651000.0,-0.9999999103374009
15.42,173651000.0,-0.9999999112012025
15.43,173651000.0,-0.9999999111436156
15.59,173651000.0,-0.9999999102222273
16.05,173651000.0,-0.999999907573236
16.0,173651000.0,-0.9999999078611698
15.92,173651000.0,-0.9999999083218639
15.8,173651000.0,-0.9999999090129051
15.98,173651000.0,-0.9999999079763433
16.01,173651000.0,-0.999999907803583
16.0,173651000.0,-0.9999999078611698
15.93,173651000.0,-0.9999999082642772
16.1,173651000.0,-0.9999999072853021
16.19,173651000.0,-0.9999999067670212
16.08,173651000.0,-0.9999999074004756
16.19,173651000.0,-0.9999999067670212
16.42,173651000.0,-0.9999999054425255
16.26,173651000.0,-0.9999999063639138
16.71,173651000.0,-0.9999999037725092
16.58,173651000.0,-0.9999999045211372
16.43,173651000.0,-0.9999999053849388
16.51,173651000.0,-0.9999999049242446
16.62,173651000.0,-0.9999999042907901
16.58,173651000.0,-0.9999999045211372
16.14,173651000.0,-0.999999907054955
16.1,173651000.0,-0.9999999072853021
16.03,173651000.0,-0.9999999076884095
15.8,173651000.0,-0.9999999090129051
15.79,173651000.0,-0.999999909070492
15.84,173651000.0,-0.9999999087825581
16.01,173651000.0,-0.999999907803583
16.14,173651000.0,-0.999999907054955
16.4,173651000.0,-0.999999905557699
16.45,173651000.0,-0.9999999052697652
16.48,173651000.0,-0.9999999050970049
16.3,173651000.0,-0.9999999061335667
15.96,173651000.0,-0.9999999080915168
15.54,173651000.0,-0.9999999105101612
15.59,173651000.0,-0.9999999102222273
15.25,173651000.0,-0.9999999121801775
15.29,173651000.0,-0.9999999119498304
14.95,173651000.0,-0.9999999139077805
14.7,173651000.0,-0.9999999153474498
15.0,173651000.0,-0.9999999136198467
15.18,173651000.0,-0.9999999125832849
14.86,173651000.0,-0.9999999144260615
14.85,173651000.0,-0.9999999144836482
14.4,173651000.0,-0.9999999170750529
14.49,173651000.0,-0.9999999165567719
14.82,173651000.0,-0.9999999146564086
14.8,173651000.0,-0.9999999147715821
14.57,173651000.0,-0.9999999160960777
14.3,173651000.0,-0.9999999176509206
14.67,173651000.0,-0.9999999155202101
14.91,173651000.0,-0.9999999141381276
13.9,173651000.0,-0.9999999199543913
13.84,173651000.0,-0.9999999202999119
13.96,173651000.0,-0.9999999196088707
13.84,173651000.0,-0.9999999202999119
13.8,173651000.0,-0.999999920530259
13.58,173651000.0,-0.9999999217971679
13.89,173651000.0,-0.999999920011978
13.83,173651000.0,-0.9999999203574986
13.68,173651000.0,-0.9999999212213002
13.45,173651000.0,-0.9999999225457958
13.39,173651000.0,-0.9999999228913165
13.67,173651000.0,-0.9999999212788869
13.93,173651000.0,-0.9999999197816309
13.81,173651000.0,-0.9999999204726722
13.79,173651000.0,-0.9999999205878457
13.76,173651000.0,-0.9999999207606061
13.93,173651000.0,-0.9999999197816309
13.96,173651000.0,-0.9999999196088707
13.75,173651000.0,-0.9999999208181928
13.67,173651000.0,-0.9999999212788869
13.98,173651000.0,-0.9999999194936972
14.09,173651000.0,-0.9999999188602426
14.04,173651000.0,-0.9999999191481765
14.14,173651000.0,-0.9999999185723089
13.99,173651000.0,-0.9999999194361103
14.02,173651000.0,-0.9999999192633501
14.11,173651000.0,-0.9999999187450691
14.24,173651000.0,-0.9999999179964412
14.25,173651000.0,-0.9999999179388543
