date,JNJ,dcf,Deviation
2011-07-25,66.25,71.31545274384752,-0.07102882403399624
2011-07-26,65.92,70.62545274384752,-0.0666254524542843
2011-07-27,65.23,70.47545274384751,-0.07442950048029928
2011-07-28,65.08,70.18545274384752,-0.0727423211542233
2011-07-29,64.79,69.80545274384751,-0.07184901102571184
2011-08-01,64.41,68.8254527438475,-0.06415435813086201
2011-08-02,63.43,68.80545274384751,-0.07812538875166664
2011-08-03,63.41,67.23545274384752,-0.0568963632686712
2011-08-04,61.84,68.10545274384751,-0.09199634524731226
2011-08-05,62.71,66.51545274384752,-0.05721155892153962
2011-08-08,61.12,67.59545274384752,-0.09579716506058777
2011-08-09,62.2,65.59545274384752,-0.05176353850482396
2011-08-10,60.2,68.83545274384751,-0.1254506565967105
2011-08-11,63.44,68.75545274384751,-0.07730954465023376
2011-08-12,63.36,69.98545274384752,-0.09466899882890256
2011-08-15,64.59,69.75545274384751,-0.07405088119513503
2011-08-16,64.36,69.65545274384752,-0.07602352056085449
2011-08-17,64.26,68.55545274384751,-0.0626566169710403
2011-08-18,63.16,68.53545274384751,-0.0784331689459814
2011-08-19,63.14,68.6854527438475,-0.0807369322369974
2011-08-22,63.29,70.36545274384751,-0.10055293425886702
2011-08-23,64.97,70.92545274384752,-0.08396777903351671
2011-08-24,65.53,69.94545274384751,-0.06312708790402244
2011-08-25,64.55,69.67545274384752,-0.07356181469951206
2011-08-26,64.28,71.25545274384751,-0.09789359937018716
2011-08-29,65.86,71.16545274384751,-0.07455095891743879
2011-08-30,65.77,71.19545274384751,-0.0762050458948218
2011-08-31,65.8,70.72545274384751,-0.06964186940854877
2011-09-01,65.33,69.46545274384751,-0.059532509765637176
2011-09-02,64.07,70.03545274384751,-0.0851776137675011
2011-09-06,64.64,70.82545274384752,-0.08733375508686514
2011-09-07,65.43,70.34545274384752,-0.06987591311333796
2011-09-08,64.95,69.03545274384751,-0.05917905339168805
2011-09-09,63.64,68.98545274384752,-0.0774866661192457
2011-09-12,63.59,69.00545274384751,-0.07847862058017363
2011-09-13,63.61,69.12545274384752,-0.07978902885867056
2011-09-14,63.73,69.79545274384752,-0.08690326526153513
2011-09-15,64.4,69.98545274384752,-0.07980876774907386
2011-09-16,64.59,69.53545274384751,-0.07112131364219931
2011-09-19,64.14,69.61545274384751,-0.07865283536967904
2011-09-20,64.22,68.52545274384751,-0.06282997881008634
2011-09-21,63.13,67.31545274384752,-0.062176700493633
2011-09-22,61.92,66.98545274384752,-0.07562019119610663
2011-09-23,61.59,68.08545274384751,-0.09540147685122746
2011-09-26,62.69,69.21545274384751,-0.09427739738981267
2011-09-27,63.82,68.64545274384751,-0.07029530072230461
2011-09-28,63.25,69.2954527438475,-0.08724169486553013
2011-09-29,63.9,69.08545274384751,-0.07505853313394273
2011-09-30,63.69,67.70713940835225,-0.059331105160480346
2011-10-03,62.08,67.79713940835225,-0.08432714799244068
2011-10-04,62.17,67.97713940835224,-0.085427828515519
2011-10-05,62.35,68.43713940835225,-0.08894497141429847
2011-10-06,62.81,68.75713940835224,-0.08649486379926119
2011-10-07,63.13,70.05713940835226,-0.09887842219727283
2011-10-10,64.43,69.58713940835224,-0.0741105246199163
2011-10-11,63.96,69.95713940835225,-0.0857259095936711
2011-10-12,64.33,69.85713940835225,-0.0791206089336578
2011-10-13,64.23,70.34713940835225,-0.08695647697688702
2011-10-14,64.72,69.41713940835226,-0.06766541301451412
2011-10-17,63.79,70.04713940835225,-0.08932755086364264
2011-10-18,64.42,68.26713940835225,-0.05635419092837457
2011-10-19,62.64,68.15713940835225,-0.08094734397958259
2011-10-20,62.53,69.40713940835225,-0.09908403468252824
2011-10-21,63.78,70.35713940835225,-0.09348218906653649
2011-10-24,64.73,69.31713940835225,-0.06617612105036641
2011-10-25,63.69,70.11713940835224,-0.09166288674330392
2011-10-26,64.49,71.12713940835225,-0.09331374020607486
2011-10-27,65.5,71.22713940835224,-0.08040670250026449
2011-10-28,65.6,70.01713940835225,-0.06308654488996934
2011-10-31,64.39,69.00713940835224,-0.0669081409248129
2011-11-01,63.38,69.26713940835225,-0.08499180792851357
2011-11-02,63.64,69.96713940835225,-0.09043015709738955
2011-11-03,64.34,69.74713940835225,-0.07752489140371455
2011-11-04,64.12,69.62713940835225,-0.0790947244874407
2011-11-07,64.0,70.48713940835225,-0.09203295044746229
2011-11-08,64.86,69.15713940835225,-0.062135875559845344
2011-11-09,63.53,69.74713940835225,-0.08913827091821558
2011-11-10,64.12,70.87713940835225,-0.09533594985290805
2011-11-11,65.25,70.53713940835225,-0.07495539871193302
2011-11-14,64.91,70.61713940835224,-0.08081804865175879
2011-11-15,64.99,70.02713940835226,-0.07193124624124614
2011-11-16,64.4,69.56713940835225,-0.07427557683551778
2011-11-17,63.94,69.47713940835224,-0.0796972854021476
2011-11-18,63.85,68.56713940835225,-0.06879591957685849
2011-11-21,62.94,68.52713940835226,-0.08153177641136566
2011-11-22,62.9,67.61713940835224,-0.0697624810754649
2011-11-23,61.99,66.89713940835225,-0.07335350138663144
2011-11-25,61.27,67.99713940835225,-0.09893268256408361
2011-11-28,62.37,68.40713940835225,-0.08825306043443681
2011-11-29,62.78,70.34713940835225,-0.10756854467708188
2011-11-30,64.72,70.07713940835225,-0.07644631977819794
2011-12-01,64.45,69.09713940835225,-0.067255163500886
2011-12-02,63.47,68.98713940835225,-0.07997344803202977
2011-12-05,63.36,69.11713940835224,-0.08329539471155456
2011-12-06,63.49,70.07713940835225,-0.09399840609885324
2011-12-07,64.45,69.40713940835225,-0.07142117440091067
2011-12-08,63.78,70.15713940835225,-0.09089793942757374
2011-12-09,64.53,69.13713940835225,-0.06663769209687143
2011-12-12,63.51,68.98713940835225,-0.07939362981746034
2011-12-13,63.36,68.80713940835226,-0.0791653228893141
2011-12-14,63.18,69.62713940835225,-0.0925952073162275
2011-12-15,64.0,69.92713940835225,-0.08476164559999566
2011-12-16,64.3,69.15713940835225,-0.0702333764800811
2011-12-19,63.53,70.14713940835225,-0.09433227732682647
2011-12-20,64.52,70.58713940835224,-0.08595247603466916
2011-12-21,64.96,70.80713940835226,-0.08257838767685832
2011-12-22,65.18,71.60713940835225,-0.08975556713277366
2011-12-23,65.98,71.64713940835225,-0.07909791591332671
2011-12-27,66.02,71.07713940835225,-0.07115001321730163
2011-12-28,65.45,71.50713940835224,-0.08470677835064888
2011-12-29,65.88,71.20713940835225,-0.07481187213268958
2011-12-30,65.58,74.72300796310309,-0.12235867120897681
2012-01-03,65.88,74.3230079631031,-0.11359884636658601
2012-01-04,65.48,74.2430079631031,-0.11803142415051515
2012-01-05,65.4,73.67300796310309,-0.11229360917700515
2012-01-06,64.83,73.7730079631031,-0.12122330659983205
2012-01-09,64.93,74.0430079631031,-0.12307722516681463
2012-01-10,65.2,73.97300796310309,-0.11859742093330805
2012-01-11,65.13,74.0730079631031,-0.12073234514194087
2012-01-12,65.23,74.10300796310308,-0.11973883661404228
2012-01-13,65.26,73.96300796310308,-0.11766703657380495
2012-01-17,65.12,74.12300796310309,-0.12146036987037279
2012-01-18,65.28,74.03300796310309,-0.11823115396669348
2012-01-19,65.19,74.11300796310309,-0.12039732576426232
2012-01-20,65.27,73.84300796310309,-0.11609776198968957
2012-01-23,65.0,73.84300796310309,-0.11975416775440195
2012-01-24,65.0,74.06300796310309,-0.12236888849583483
2012-01-25,65.22,74.5430079631031,-0.12506884572886767
2012-01-26,65.7,74.4030079631031,-0.11697118438301535
2012-01-27,65.56,74.55300796310307,-0.12062568914125882
2012-01-30,65.71,74.75300796310309,-0.12097182721485378
2012-01-31,65.91,74.53300796310309,-0.11569381403970491
2012-02-01,65.69,74.4330079631031,-0.11746143548890375
2012-02-02,65.59,74.48300796310309,-0.11939646647337943
2012-02-03,65.64,74.03300796310309,-0.11336845812459806
2012-02-06,65.19,74.10300796310308,-0.12027862576834936
2012-02-07,65.26,74.08300796310309,-0.11909624360146609
2012-02-08,65.24,73.73300796310309,-0.11518596891304234
2012-02-09,64.89,73.44300796310307,-0.11645775684187665
2012-02-10,64.6,73.5230079631031,-0.12136347805004166
2012-02-13,64.68,73.45300796310309,-0.11943701430865761
2012-02-14,64.61,73.4930079631031,-0.12086874941304315
2012-02-15,64.65,73.76300796310309,-0.12354441900825808
2012-02-16,64.92,73.83300796310309,-0.12071847279413594
2012-02-17,64.99,73.8830079631031,-0.12036607886273709
2012-02-21,65.04,73.84300796310309,-0.1192124780114816
2012-02-22,65.0,73.94300796310307,-0.12094460598039991
2012-02-23,65.1,73.30300796310307,-0.111905475519259
2012-02-24,64.46,73.2930079631031,-0.12051637950989513
2012-02-27,64.45,74.0230079631031,-0.12932476302333973
2012-02-28,65.18,73.92300796310309,-0.11827181014423749
2012-02-29,65.08,73.67300796310309,-0.11663712668561921
2012-03-01,64.83,73.61300796310309,-0.11931326006275111
2012-03-02,64.77,73.75300796310309,-0.12179853013719899
2012-03-05,64.91,73.19300796310307,-0.11316665612757126
2012-03-06,64.35,73.14300796310309,-0.12021665785933655
2012-03-07,64.3,73.69300796310307,-0.1274613185528538
2012-03-08,64.85,73.58300796310309,-0.11868239971220129
2012-03-09,64.74,73.94300796310307,-0.12446082755647836
2012-03-12,65.1,74.17300796310309,-0.12232223300983569
2012-03-13,65.33,73.92300796310309,-0.11624267193499604
2012-03-14,65.08,73.91300796310308,-0.1195054592760244
2012-03-15,65.07,73.96300796310308,-0.12023588829079834
2012-03-16,65.12,74.05300796310307,-0.12062991374440779
2012-03-19,65.21,73.80300796310307,-0.11643167670617227
2012-03-20,64.96,73.60300796310308,-0.11742737426486427
2012-03-21,64.76,73.30300796310307,-0.1165437572139355
2012-03-22,64.46,73.39300796310309,-0.121714700228583
2012-03-23,64.55,74.01300796310309,-0.12785601103822974
2012-03-26,65.17,74.2430079631031,-0.12220690152548974
2012-03-27,65.4,74.46300796310308,-0.12171154793523598
2012-03-28,65.62,74.3830079631031,-0.11780927127133511
2012-03-29,65.54,74.80300796310307,-0.12383202514626268
2012-03-30,65.96,77.11742008721033,-0.1446809303863209
2012-04-02,66.21,76.78742008721035,-0.13774938753245236
2012-04-03,65.88,76.29742008721036,-0.1365369900489809
2012-04-04,65.39,76.24742008721034,-0.142397212584922
2012-04-05,65.34,75.82742008721036,-0.13830643420478506
2012-04-09,64.92,75.10742008721034,-0.1356379978886414
2012-04-10,64.2,75.03742008721035,-0.144426874946058
2012-04-11,64.13,75.05742008721036,-0.1455874725578581
2012-04-12,64.15,74.44742008721035,-0.13831802465616105
2012-04-13,63.54,74.88742008721034,-0.15152638552637654
2012-04-16,63.98,75.12742008721035,-0.14838017962376548
2012-04-17,64.22,74.16742008721035,-0.1341211555628279
2012-04-18,63.26,73.93742008721036,-0.144411585833211
2012-04-19,63.03,74.61742008721035,-0.15529108449028872
2012-04-20,63.71,74.27742008721034,-0.14226961672609206
2012-04-23,63.37,74.67742008721035,-0.15141685497443857
2012-04-24,63.77,75.33742008721036,-0.15354149470236633
2012-04-25,64.43,75.65742008721035,-0.14839813562593718
2012-04-26,64.75,75.74742008721034,-0.14518540795909185
2012-04-27,64.84,76.00742008721033,-0.14692539326288034
2012-04-30,65.1,76.12742008721035,-0.14485477209890374
2012-05-01,65.22,76.23742008721035,-0.14451459761633045
2012-05-02,65.33,76.24742008721034,-0.14318412445592532
2012-05-03,65.34,75.64742008721035,-0.1362560689489134
2012-05-04,64.74,75.70742008721035,-0.14486585429243992
2012-05-07,64.8,75.88742008721034,-0.14610353171142998
2012-05-08,64.98,75.18742008721036,-0.1357596799487295
2012-05-09,64.28,75.47742008721033,-0.14835456848249817
2012-05-10,64.57,75.24742008721034,-0.14189749063603008
2012-05-11,64.34,74.83742008721035,-0.14026966823518738
2012-05-14,63.93,74.51742008721035,-0.1420797992579389
2012-05-15,63.61,74.61742008721035,-0.14751810065726267
2012-05-16,63.71,74.45742008721035,-0.14434317056140455
2012-05-17,63.55,74.25742008721035,-0.1441932681560335
2012-05-18,63.35,74.37742008721035,-0.14826300877712995
2012-05-21,63.47,74.42742008721035,-0.14722289277756762
2012-05-22,63.52,74.17742008721035,-0.14367472034859696
2012-05-23,63.27,74.00742008721035,-0.14508572349309523
2012-05-24,63.1,73.41742008721035,-0.14053095402909266
2012-05-25,62.51,73.49742008721034,-0.1494939560350952
2012-05-29,62.59,73.11742008721035,-0.1439796436287526
2012-05-30,62.21,73.33742008721035,-0.15172909101490073
2012-05-31,62.43,72.68742008721036,-0.14111685453828882
2012-06-01,61.78,73.24742008721034,-0.15655732411540124
2012-06-04,62.34,73.11742008721035,-0.1473988014669506
2012-06-05,62.21,73.70742008721035,-0.1559872815193728
2012-06-06,62.8,73.70742008721035,-0.14798266001312665
2012-06-07,62.8,73.88742008721034,-0.15005829238757706
2012-06-08,62.98,73.02742008721034,-0.1375842125493627
2012-06-11,62.12,73.98742008721035,-0.16039780915758395
2012-06-12,63.08,75.35742008721034,-0.16292251078927356
2012-06-13,64.45,76.35742008721034,-0.15594319548264568
2012-06-14,65.45,76.91742008721035,-0.14908742485393267
2012-06-15,66.01,77.20742008721035,-0.1450303620372524
2012-06-18,66.3,77.62742008721035,-0.14592034714646696
2012-06-19,66.72,77.90742008721035,-0.14359890334819259
2012-06-20,67.0,77.29742008721036,-0.13321816013512933
2012-06-21,66.39,77.53742008721035,-0.1437682615009923
2012-06-22,66.63,77.40742008721035,-0.13922980607115032
2012-06-25,66.5,77.32742008721036,-0.1400204490851903
2012-06-26,66.42,77.74742008721034,-0.14569512498941084
2012-06-27,66.84,77.84742008721035,-0.14139736519051027
2012-06-28,66.94,78.46742008721036,-0.14690708671699082
2012-06-29,67.56,73.02864919066036,-0.07488361418794731
2012-07-02,68.0,73.06864919066038,-0.06936831660093501
2012-07-03,68.04,72.80864919066036,-0.06549564157100252
2012-07-05,67.78,72.66864919066036,-0.06727315348650609
2012-07-06,67.64,72.80864919066036,-0.07098949435424184
2012-07-09,67.78,72.90864919066037,-0.07034349487464309
2012-07-10,67.88,72.92864919066038,-0.06922724123768553
2012-07-11,67.9,72.73864919066035,-0.06652102072967325
2012-07-12,67.71,73.63864919066036,-0.0805100209716001
2012-07-13,68.61,73.47864919066036,-0.06625937254272773
2012-07-16,68.45,74.02864919066036,-0.07535797629229435
2012-07-17,69.0,74.39864919066036,-0.07256380659311867
2012-07-18,69.37,74.55864919066036,-0.06959151281552878
2012-07-19,69.53,73.65864919066037,-0.05605111193355772
2012-07-20,68.63,73.13864919066036,-0.06164523464067628
2012-07-23,68.11,72.37864919066035,-0.058976635214838646
2012-07-24,67.35,72.55864919066036,-0.07178536602815944
2012-07-25,67.53,73.76864919066037,-0.08457046806613111
2012-07-26,68.74,74.54864919066037,-0.07791756462017951
2012-07-27,69.52,74.47864919066036,-0.06657813003518032
2012-07-30,69.45,74.24864919066036,-0.06462944771342682
2012-07-31,69.22,74.40864919066037,-0.06973180197594075
2012-08-01,69.38,73.47864919066036,-0.05578013798301196
2012-08-02,68.45,74.14864919066036,-0.07685438983530601
2012-08-03,69.12,73.86864919066036,-0.06428504166095894
2012-08-06,68.84,73.31864919066038,-0.06108472046469293
2012-08-07,68.29,73.37864919066035,-0.06934781774789112
2012-08-08,68.35,73.34864919066035,-0.0681491649241831
2012-08-09,68.32,73.66864919066036,-0.07260414368149515
2012-08-10,68.64,73.48864919066035,-0.06597820539714816
2012-08-13,68.46,73.66864919066036,-0.07070374233658017
2012-08-14,68.64,73.37864919066035,-0.0645780379296419
2012-08-15,68.35,73.22864919066036,-0.06662213825572783
2012-08-16,68.2,72.82864919066036,-0.06355533491418841
2012-08-17,67.8,72.72864919066036,-0.06776764377597277
2012-08-20,67.7,72.80864919066036,-0.070165416436756
2012-08-21,67.78,72.77864919066036,-0.06868290695483026
2012-08-22,67.75,72.76864919066037,-0.06896718911891653
2012-08-23,67.74,72.62864919066035,-0.06731020396409926
2012-08-24,67.6,72.51864919066037,-0.06782599021844227
2012-08-27,67.49,72.53864919066037,-0.0695994376375898
2012-08-28,67.51,72.39864919066036,-0.06752403871218926
2012-08-29,67.37,72.23864919066035,-0.06739673630677212
2012-08-30,67.21,72.45864919066038,-0.07243647582843593
2012-08-31,67.43,72.28864919066037,-0.06721178559922647
2012-09-04,67.26,72.29864919066037,-0.06969216226119013
2012-09-05,67.27,72.86864919066036,-0.07683207048358387
2012-09-06,67.84,72.90864919066037,-0.06952054724543799
2012-09-07,67.88,73.20864919066038,-0.07278715356136078
2012-09-10,68.18,73.22864919066036,-0.06894363403475512
2012-09-11,68.2,73.17864919066038,-0.06803417725966698
2012-09-12,68.15,74.01864919066037,-0.07928608877397436
2012-09-13,68.99,73.49864919066036,-0.06134329324835108
2012-09-14,68.47,73.27864919066036,-0.06562142238933688
2012-09-17,68.25,73.57864919066036,-0.07242113370214931
2012-09-18,68.55,73.62864919066035,-0.06897653625980926
2012-09-19,68.6,73.92864919066038,-0.07207827072449158
2012-09-20,68.9,74.08864919066036,-0.0700329840986551
2012-09-21,69.06,74.02864919066036,-0.06711792319570264
2012-09-24,69.0,74.34864919066035,-0.07194009909910037
2012-09-25,69.32,74.02864919066036,-0.0636057694168276
2012-09-26,69.0,74.03864919066037,-0.06805431008992491
2012-09-27,69.01,73.93864919066037,-0.06665863177931752
2012-09-28,68.91,74.65085561497327,-0.07690274368163819
2012-10-01,69.13,74.48085561497325,-0.07184202666299055
2012-10-02,68.96,74.52085561497326,-0.0746214676292033
2012-10-03,69.0,74.79085561497327,-0.07742732139320418
2012-10-04,69.27,75.17085561497328,-0.07849924770309369
2012-10-05,69.65,74.96085561497326,-0.07084838575284913
2012-10-08,69.44,73.93085561497327,-0.060743996232930586
2012-10-09,68.41,73.74085561497326,-0.07229175157401913
2012-10-10,68.22,73.49085561497326,-0.07172124437614191
2012-10-11,67.97,73.49085561497326,-0.07512302814785055
2012-10-12,67.97,74.12085561497325,-0.08298414210063043
2012-10-15,68.6,75.07085561497327,-0.08619664131925286
2012-10-16,69.55,76.52085561497326,-0.09109746041063915
2012-10-17,71.0,78.04085561497327,-0.09022012328658247
2012-10-18,72.52,77.38085561497326,-0.06281728957818189
2012-10-19,71.86,77.30085561497326,-0.07038545138586227
2012-10-22,71.78,76.41085561497326,-0.060604682118829856
2012-10-23,70.89,76.26085561497327,-0.07042742402589486
2012-10-24,70.74,76.66085561497326,-0.07723440558386896
2012-10-25,71.14,76.42085561497328,-0.0691022833031274
2012-10-26,70.9,76.34085561497325,-0.0712705611057638
2012-10-31,70.82,77.02085561497326,-0.08050878642495607
2012-11-01,71.5,76.42085561497328,-0.06439152735695264
2012-11-02,70.9,76.31085561497328,-0.07090545075623012
2012-11-05,70.79,76.53085561497326,-0.07501360815636904
2012-11-06,71.01,75.86085561497326,-0.06394411947570766
2012-11-07,70.34,75.17085561497328,-0.06426500770081722
2012-11-08,69.65,75.39085561497326,-0.07614790372312841
2012-11-09,69.87,75.20085561497328,-0.07088823087688179
2012-11-12,69.68,75.03085561497326,-0.07131540179191864
2012-11-13,69.51,74.79085561497327,-0.07060830594263223
2012-11-14,69.27,74.59085561497325,-0.07133388632031123
2012-11-15,69.07,74.71085561497326,-0.07550248981277552
2012-11-16,69.19,74.77085561497326,-0.074639451014329
2012-11-19,69.25,75.19085561497326,-0.07901034728736633
2012-11-20,69.67,75.11085561497326,-0.07243767322880335
2012-11-21,69.59,75.08085561497326,-0.07313256581852567
2012-11-23,69.56,74.61085561497326,-0.067695988383219
2012-11-26,69.09,74.33085561497326,-0.07050713423938493
2012-11-27,68.81,74.81085561497328,-0.08021370114863668
2012-11-28,69.29,74.74085561497326,-0.07293006709815142
2012-11-29,69.22,75.25085561497326,-0.08014334941027912
2012-11-30,69.73,75.17085561497328,-0.07237985480491871
2012-12-03,69.65,75.38085561497326,-0.0760253458019241
2012-12-04,69.86,75.49085561497326,-0.0745899032287084
2012-12-05,69.97,75.57085561497327,-0.07411396323880637
2012-12-06,70.05,75.97085561497326,-0.07793588168837617
2012-12-07,70.45,76.12085561497325,-0.07449805403734544
2012-12-10,70.6,76.62085561497325,-0.07857985357444452
2012-12-11,71.1,76.48085561497325,-0.07035558862026914
2012-12-12,70.96,76.27085561497326,-0.06963152008918405
2012-12-13,70.75,76.21085561497326,-0.07165456378763391
2012-12-14,70.69,76.46085561497326,-0.07547464082841304
2012-12-17,70.94,76.47085561497326,-0.07232632053734078
2012-12-18,70.95,76.15085561497327,-0.06829674562383559
2012-12-19,70.63,76.27085561497326,-0.07395820552281662
2012-12-20,70.75,75.79085561497327,-0.0665100766322183
2012-12-21,70.27,75.54085561497327,-0.06977489958332583
2012-12-24,70.02,75.69085561497326,-0.07492127772765522
2012-12-26,70.17,75.61085561497326,-0.07195865687169667
2012-12-27,70.09,75.00085561497326,-0.06547732788788141
2012-12-28,69.48,75.4015003910972,-0.07853292521214017
2012-12-31,70.1,76.14150039109721,-0.0793456966314734
2013-01-02,70.84,76.0415003910972,-0.0684034423879698
2013-01-03,70.74,76.8515003910972,-0.07952350129790298
2013-01-04,71.55,76.70150039109721,-0.06716296767116636
2013-01-07,71.4,76.7115003910972,-0.06923994921253851
2013-01-08,71.41,77.03150039109721,-0.07297664413332539
2013-01-09,71.73,77.4915003910972,-0.07435009468159848
2013-01-10,72.19,77.6515003910972,-0.07033348182056975
2013-01-11,72.35,77.86150039109721,-0.07078595150893607
2013-01-14,72.56,77.67150039109721,-0.06580921400203943
2013-01-15,72.37,77.8815003910972,-0.0707677736486858
2013-01-16,72.58,78.20150039109721,-0.0718848150353032
2013-01-17,72.9,78.53150039109721,-0.07171008274452406
2013-01-18,73.23,77.9915003910972,-0.06105152955411963
2013-01-22,72.69,78.1515003910972,-0.06988350017294565
2013-01-23,72.85,78.4015003910972,-0.07080859885849333
2013-01-24,73.1,79.22150039109721,-0.0772706949613029
2013-01-25,73.92,78.92150039109721,-0.06337310322677803
2013-01-28,73.62,79.7115003910972,-0.07641934176636755
2013-01-29,74.41,79.39150039109721,-0.06274601646974076
2013-01-30,74.09,79.22150039109721,-0.0647740874101631
2013-01-31,73.92,79.48150039109721,-0.06997226227148778
2013-02-01,74.18,79.4115003910972,-0.06587837234320415
2013-02-04,74.11,79.9615003910972,-0.07317897191119616
2013-02-05,74.66,80.69150039109721,-0.07474765448484177
2013-02-06,75.39,80.36150039109721,-0.06186420570674134
2013-02-07,75.06,80.78150039109721,-0.07082686460881538
2013-02-08,75.48,80.7115003910972,-0.06481728583593838
2013-02-11,75.41,81.1015003910972,-0.07017749811841933
2013-02-12,75.8,80.9615003910972,-0.06375252887068261
2013-02-13,75.66,81.11150039109721,-0.06720995623076365
2013-02-14,75.81,81.4615003910972,-0.06937633561822842
2013-02-15,76.16,82.2615003910972,-0.07417200466911911
2013-02-19,76.96,81.95150039109721,-0.06090798054064017
2013-02-20,76.65,82.17150039109721,-0.06719483476409083
2013-02-21,76.87,81.5515003910972,-0.05740544770661593
2013-02-22,76.25,80.8715003910972,-0.05714621799703823
2013-02-25,75.57,81.0515003910972,-0.06762984478569023
2013-02-26,75.75,81.6215003910972,-0.07193570766236035
2013-02-27,76.32,81.4115003910972,-0.06254030900594965
2013-02-28,76.11,82.00150039109721,-0.07184625114172716
2013-03-01,76.7,82.50150039109721,-0.07031993798410063
2013-03-04,77.2,82.9615003910972,-0.0694478808114165
2013-03-05,77.66,82.69150039109721,-0.06084664526946859
2013-03-06,77.39,83.0515003910972,-0.06816855041072922
2013-03-07,77.75,83.4915003910972,-0.0687674836863924
2013-03-08,78.19,83.7415003910972,-0.0662932997996224
2013-03-11,78.44,83.86150039109721,-0.06464826369446597
2013-03-12,78.56,83.8515003910972,-0.06310561369107015
2013-03-13,78.55,84.4015003910972,-0.06932934087643816
2013-03-14,79.1,84.4915003910972,-0.06381115693461292
2013-03-15,79.19,84.11150039109721,-0.0585116228840703
2013-03-18,78.81,84.1615003910972,-0.06358608587333714
2013-03-19,78.86,84.75150039109721,-0.06951499812876571
2013-03-20,79.45,84.31150039109721,-0.05766117752081368
2013-03-21,79.01,85.0415003910972,-0.07092420010652378
2013-03-22,79.74,84.98150039109721,-0.06167813426422308
2013-03-25,79.68,86.1515003910972,-0.0751176748137744
2013-03-26,80.85,86.5715003910972,-0.06608988368284763
2013-03-27,81.27,86.83150039109721,-0.06404934114978655
2013-03-28,81.53,87.12623618301386,-0.06423135473519859
2013-04-01,81.93,87.88623618301385,-0.06777211588183851
2013-04-02,82.69,87.26623618301385,-0.05243993992609708
2013-04-03,82.07,87.60623618301385,-0.06319454440946848
2013-04-04,82.41,87.23623618301386,-0.05532375529004763
2013-04-05,82.04,86.30623618301385,-0.049431377982550595
2013-04-08,81.11,86.71623618301385,-0.06465036341270547
2013-04-09,81.52,87.21623618301385,-0.0653116487515113
2013-04-10,82.02,87.51623618301385,-0.06280247440623621
2013-04-11,82.32,87.93623618301385,-0.06386714313454678
2013-04-12,82.74,86.90623618301385,-0.047939438710016935
2013-04-15,81.71,88.63623618301385,-0.07814226417187597
2013-04-16,83.44,89.09623618301386,-0.06348456933012636
2013-04-17,83.9,88.37623618301386,-0.05064977166196849
2013-04-18,83.18,89.68623618301385,-0.07254442219804169
2013-04-19,84.49,90.02623618301385,-0.06149580853029635
2013-04-22,84.83,90.64623618301385,-0.06416412228380819
2013-04-23,85.45,89.58623618301385,-0.04617044268456616
2013-04-24,84.39,90.41623618301385,-0.06664993409829612
2013-04-25,85.22,90.31623618301386,-0.05642657841373078
2013-04-26,85.12,90.77623618301385,-0.06230965747037931
2013-04-29,85.58,90.42623618301386,-0.05359325332534626
2013-04-30,85.23,89.42623618301386,-0.04692399414447135
2013-05-01,84.23,90.35623618301385,-0.0678009226790427
2013-05-02,85.16,90.94623618301385,-0.06362260194440639
2013-05-03,85.75,89.87623618301386,-0.045910202276513434
2013-05-06,84.68,90.72623618301385,-0.06664264315800905
2013-05-07,85.53,90.65623618301385,-0.05654587482172946
2013-05-08,85.46,90.34623618301386,-0.05408345039538609
2013-05-09,85.15,90.95623618301386,-0.06383549305328629
2013-05-10,85.76,91.04623618301385,-0.05806100729290853
2013-05-13,85.85,92.16623618301385,-0.06853091158536351
2013-05-14,86.97,92.83623618301385,-0.06318907814669883
2013-05-15,87.64,92.64623618301385,-0.05403604495194503
2013-05-16,87.45,93.28623618301386,-0.06256267185615694
2013-05-17,88.09,93.20623618301386,-0.054891565119826735
2013-05-20,88.01,93.78623618301386,-0.06158938046881568
2013-05-21,88.59,93.65623618301385,-0.054093954545791245
2013-05-22,88.46,92.40623618301385,-0.04270530156858887
2013-05-23,87.21,92.01623618301385,-0.052232479640382024
2013-05-24,86.82,92.80623618301385,-0.06450252083501162
2013-05-28,87.61,90.84623618301386,-0.03562322798375839
2013-05-29,85.65,91.18623618301385,-0.06071350693653399
2013-05-30,85.99,89.37623618301386,-0.037887433255523795
2013-05-31,84.18,89.90623618301385,-0.06369120125724614
2013-06-03,84.71,89.29623618301385,-0.05135979274215208
2013-06-04,84.1,88.87623618301386,-0.053740306612204414
2013-06-05,83.68,89.65623618301385,-0.06665722806849317
2013-06-06,84.46,90.10623618301385,-0.06266199124715233
2013-06-07,84.91,90.33623618301385,-0.06006710498786716
2013-06-10,85.14,89.88623618301385,-0.052802702444345595
2013-06-11,84.69,88.93623618301385,-0.04774472549384601
2013-06-12,83.74,90.10623618301385,-0.07065255916453395
2013-06-13,84.91,90.10623618301385,-0.05766788629878883
2013-06-14,84.91,90.82623618301385,-0.06513796488376666
2013-06-17,85.63,91.55623618301385,-0.06472782663507237
2013-06-18,86.36,90.05623618301385,-0.04104364494539048
2013-06-19,84.86,87.81623618301386,-0.033663890773602434
2013-06-20,82.62,88.39623618301385,-0.0653448204633379
2013-06-21,83.2,89.80623618301385,-0.07356099602650279
2013-06-24,84.61,90.54623618301385,-0.06556027542674892
