date,PHM,dcf,Deviation
2011-08-22,3.76,6.442045787975125,-0.4163344807299407
2011-08-23,3.61,6.592045787975126,-0.45237030868548
2011-08-24,3.76,7.072045787975125,-0.4683292341809673
2011-08-25,4.24,7.3120457879751255,-0.42013492216189274
2011-08-26,4.48,7.452045787975125,-0.39882280282964966
2011-08-29,4.62,7.782045787975125,-0.40632577526865
2011-08-30,4.95,7.632045787975125,-0.3514189854836687
2011-08-31,4.8,7.432045787975126,-0.35414822016216774
2011-09-01,4.6,7.212045787975125,-0.36217820362847297
2011-09-02,4.38,7.042045787975125,-0.378021652815832
2011-09-06,4.21,7.412045787975125,-0.43200566747306657
2011-09-07,4.58,7.3120457879751255,-0.37363630742959175
2011-09-08,4.48,7.132045787975125,-0.37184923748618737
2011-09-09,4.3,7.092045787975126,-0.39368693765474017
2011-09-12,4.26,7.132045787975125,-0.40269592671677645
2011-09-13,4.3,7.232045787975125,-0.4054241184216919
2011-09-14,4.4,7.332045787975125,-0.3998946368807199
2011-09-15,4.5,7.292045787975125,-0.3828892287784753
2011-09-16,4.46,7.212045787975125,-0.3815901713441281
2011-09-19,4.38,7.342045787975126,-0.4034360277112945
2011-09-20,4.51,7.202045787975125,-0.3737890409513769
2011-09-21,4.37,6.892045787975126,-0.3659357272952911
2011-09-22,4.06,6.882045787975125,-0.41005914155730194
2011-09-23,4.05,6.942045787975125,-0.41659848930767207
2011-09-26,4.11,6.992045787975125,-0.4121892040426349
2011-09-27,4.16,6.8120457879751255,-0.3893170819046188
2011-09-28,3.98,6.972045787975126,-0.4291489010493287
2011-09-29,4.14,6.782045787975125,-0.3895647228834097
2011-09-30,3.95,6.548315230985953,-0.39679140959662307
2011-10-03,3.54,6.648315230985952,-0.4675342734199722
2011-10-04,3.64,6.928315230985953,-0.4746197482873481
2011-10-05,3.92,7.038315230985953,-0.4430485320205142
2011-10-06,4.03,7.0183152309859524,-0.4257881176086964
2011-10-07,4.01,7.238315230985952,-0.4460036801334797
2011-10-10,4.23,7.248315230985953,-0.4164161097854716
2011-10-11,4.24,7.418315230985953,-0.4284416517796763
2011-10-12,4.41,7.368315230985953,-0.4014914045133898
2011-10-13,4.36,7.438315230985952,-0.41384576149213825
2011-10-14,4.43,7.0183152309859524,-0.3687943823837533
2011-10-17,4.01,7.468315230985953,-0.4630649783819305
2011-10-18,4.46,7.438315230985952,-0.4004018569392057
2011-10-19,4.43,7.678315230985953,-0.4230505173683583
2011-10-20,4.67,7.908315230985953,-0.40948231531006163
2011-10-21,4.9,8.218315230985953,-0.4037707410485706
2011-10-24,5.21,7.818315230985952,-0.3336160226244833
2011-10-25,4.81,7.938315230985952,-0.39407798001962324
2011-10-26,4.93,8.418315230985952,-0.4143721321038487
2011-10-27,5.41,8.508315230985952,-0.3641514385483007
2011-10-28,5.5,8.188315230985953,-0.32831115499961694
2011-10-31,5.18,8.008315230985952,-0.35317231520090164
2011-11-01,5.0,8.228315230985952,-0.3923421916103622
2011-11-02,5.22,8.538315230985953,-0.38863817289664226
2011-11-03,5.53,8.488315230985952,-0.3485161837754147
2011-11-04,5.48,8.748315230985952,-0.3735936742893987
2011-11-07,5.74,8.988315230985952,-0.36139311400515217
2011-11-08,5.98,8.548315230985953,-0.30044694908726777
2011-11-09,5.54,8.618315230985953,-0.35718294683841445
2011-11-10,5.61,8.768315230985953,-0.3601963601656252
2011-11-11,5.76,8.548315230985953,-0.32618301450546205
2011-11-14,5.54,8.538315230985953,-0.3511600532274709
2011-11-15,5.53,8.598315230985953,-0.3568507490779813
2011-11-16,5.59,8.468315230985953,-0.33989231062798253
2011-11-17,5.46,8.478315230985952,-0.35600412921128777
2011-11-18,5.47,8.388315230985953,-0.34790242743928657
2011-11-21,5.38,8.428315230985952,-0.36167551253649033
2011-11-22,5.42,8.158315230985952,-0.33564714692386555
2011-11-23,5.15,8.228315230985952,-0.37411245735867305
2011-11-25,5.22,8.528315230985953,-0.3879213116989205
2011-11-28,5.52,8.668315230985952,-0.3631980548805972
2011-11-29,5.66,9.118315230985953,-0.37927129556059547
2011-11-30,6.11,9.088315230985952,-0.3277081786106628
2011-12-01,6.08,9.168315230985952,-0.33684653648779894
2011-12-02,6.16,9.398315230985952,-0.34456337666875947
2011-12-05,6.39,9.488315230985952,-0.32654008172787063
2011-12-06,6.48,9.458315230985953,-0.3148885566034879
2011-12-07,6.45,9.078315230985952,-0.28951574869476115
2011-12-08,6.07,9.328315230985952,-0.349293002037793
2011-12-09,6.32,9.228315230985952,-0.3151512663135617
2011-12-12,6.22,8.968315230985953,-0.3064472155807363
2011-12-13,5.96,8.608315230985953,-0.3076461723257117
2011-12-14,5.6,8.748315230985952,-0.35987674744902065
2011-12-15,5.74,8.768315230985953,-0.34537025086465034
2011-12-16,5.76,8.598315230985953,-0.3301013227286026
2011-12-19,5.59,9.178315230985952,-0.3909557626514957
2011-12-20,6.17,9.318315230985952,-0.33786313866233475
2011-12-21,6.31,9.208315230985953,-0.3147497841117701
2011-12-22,6.2,9.088315230985952,-0.3178053530910163
2011-12-23,6.08,9.058315230985952,-0.32879350685411923
2011-12-27,6.05,8.958315230985953,-0.3246497980922093
2011-12-28,5.95,9.318315230985952,-0.3614725567327215
2011-12-29,6.31,9.318315230985952,-0.3228389635266341
2011-12-30,6.31,9.371109701298051,-0.32665391814525857
2012-01-03,6.52,9.391109701298051,-0.3057263510510587
2012-01-04,6.54,9.891109701298051,-0.33880017535931994
2012-01-05,7.04,9.951109701298051,-0.2925412128577296
2012-01-06,7.1,10.101109701298052,-0.2971069308268568
2012-01-09,7.25,10.191109701298052,-0.2885956277090649
2012-01-10,7.34,10.551109701298051,-0.30433857596068825
2012-01-11,7.7,10.541109701298051,-0.2695266230791803
2012-01-12,7.69,10.471109701298051,-0.26559837310779877
2012-01-13,7.62,10.351109701298052,-0.2638470444338509
2012-01-17,7.5,10.791109701298051,-0.3049834347344432
2012-01-18,7.94,10.931109701298052,-0.2736327585243118
2012-01-19,8.08,10.611109701298052,-0.23853393024373526
2012-01-20,7.76,10.271109701298052,-0.2444828041297914
2012-01-23,7.42,10.611109701298052,-0.3007328913871925
2012-01-24,7.76,10.841109701298052,-0.2842061178413441
2012-01-25,7.99,10.651109701298052,-0.24984342250965097
2012-01-26,7.8,10.641109701298051,-0.2669937422928249
2012-01-27,7.79,10.481109701298053,-0.2567580893619277
2012-01-30,7.63,10.301109701298051,-0.25930310216592123
2012-01-31,7.45,10.681109701298052,-0.3025069296784193
2012-02-01,7.83,10.601109701298052,-0.2613980780671238
2012-02-02,7.75,11.151109701298052,-0.30500190495858404
2012-02-03,8.3,11.111109701298052,-0.2529999052182559
2012-02-06,8.26,11.221109701298051,-0.26388742113050656
2012-02-07,8.37,11.501109701298052,-0.27224413840211137
2012-02-08,8.65,11.921109701298052,-0.2743964096682938
2012-02-09,9.07,11.641109701298051,-0.22086465700184554
2012-02-10,8.79,11.941109701298052,-0.2638875096303246
2012-02-13,9.09,11.931109701298052,-0.23812619047404715
2012-02-14,9.08,11.881109701298051,-0.23576162258581124
2012-02-15,9.03,11.721109701298051,-0.22959512963179807
2012-02-16,8.87,11.761109701298052,-0.24581946557126033
2012-02-17,8.91,11.441109701298052,-0.22122938835302697
2012-02-21,8.59,11.181109701298052,-0.23173994089309768
2012-02-22,8.33,11.581109701298052,-0.28072523144596895
2012-02-23,8.73,11.341109701298052,-0.2302340573426599
2012-02-24,8.49,11.381109701298051,-0.25402704808023335
2012-02-27,8.53,11.151109701298052,-0.23505370958667382
2012-02-28,8.3,11.671109701298052,-0.28884225986866685
2012-02-29,8.82,11.441109701298052,-0.22909575816764283
2012-03-01,8.59,11.311109701298053,-0.24056964994210783
2012-03-02,8.46,11.281109701298051,-0.25007377607306147
2012-03-05,8.43,11.021109701298052,-0.23510424735114233
2012-03-06,8.17,11.351109701298052,-0.2802465824935405
2012-03-07,8.5,11.771109701298052,-0.27789306057842045
2012-03-08,8.92,11.871109701298051,-0.24859594221215575
2012-03-09,9.02,11.911109701298052,-0.24272379096491614
2012-03-12,9.06,12.331109701298052,-0.2652729381649823
2012-03-13,9.48,12.191109701298052,-0.22238416089467106
2012-03-14,9.34,12.461109701298051,-0.2504680382496698
2012-03-15,9.61,12.141109701298051,-0.20847432924746911
2012-03-16,9.29,12.011109701298052,-0.22654940042750416
2012-03-19,9.16,12.061109701298053,-0.2405342272101071
2012-03-20,9.21,12.241109701298052,-0.24761723203711106
2012-03-21,9.39,11.971109701298051,-0.21561156531864178
2012-03-22,9.12,11.731109701298053,-0.22257994066913656
2012-03-23,8.88,11.641109701298051,-0.23718612504701075
2012-03-26,8.79,11.911109701298052,-0.26203349474297255
2012-03-27,9.06,12.331109701298052,-0.2652729381649823
2012-03-28,9.48,12.111109701298052,-0.217247615304488
2012-03-29,9.26,11.701109701298051,-0.2086220677879167
2012-03-30,8.85,11.841873568483738,-0.25265204455875856
2012-04-02,8.67,11.811873568483739,-0.26599282072124764
2012-04-03,8.64,11.651873568483738,-0.25848834960158895
2012-04-04,8.48,11.431873568483738,-0.2582143295060302
2012-04-05,8.26,11.401873568483738,-0.2755576572229572
2012-04-09,8.23,10.861873568483738,-0.2423038301716426
2012-04-10,7.69,11.561873568483739,-0.3348828842963648
2012-04-11,8.39,11.831873568483738,-0.2908984404339622
2012-04-12,8.66,11.711873568483737,-0.26057944961907953
2012-04-13,8.54,11.601873568483738,-0.26391199235279195
2012-04-16,8.43,11.821873568483738,-0.286915060361179
2012-04-17,8.65,11.541873568483737,-0.2505549511805685
2012-04-18,8.37,11.401873568483738,-0.26591011997047853
2012-04-19,8.23,11.541873568483737,-0.2869441905452115
2012-04-20,8.37,11.391873568483739,-0.2652657221235253
2012-04-23,8.22,11.771873568483738,-0.30172542610319864
2012-04-24,8.6,11.871873568483737,-0.27559875445183146
2012-04-25,8.7,12.751873568483738,-0.3177473135004998
2012-04-26,9.58,13.241873568483738,-0.27653742119990965
2012-04-27,10.07,13.011873568483738,-0.22609146584464945
2012-04-30,9.84,13.201873568483737,-0.25465124711612097
2012-05-01,10.03,13.441873568483738,-0.25382425679730614
2012-05-02,10.27,13.231873568483739,-0.22384385349165214
2012-05-03,10.06,13.111873568483738,-0.2327564823244903
2012-05-04,9.94,13.171873568483738,-0.2453617210703133
2012-05-07,10.0,12.781873568483737,-0.2176420814662885
2012-05-08,9.61,13.031873568483737,-0.26257725341651506
2012-05-09,9.86,12.851873568483738,-0.23279668544363985
2012-05-10,9.68,13.011873568483738,-0.2560640903054823
2012-05-11,9.84,12.731873568483739,-0.22713652887994684
2012-05-14,9.56,12.901873568483738,-0.2590223466959988
2012-05-15,9.73,12.661873568483738,-0.2315513223715462
2012-05-16,9.49,11.851873568483738,-0.1992827171869589
2012-05-17,8.68,11.661873568483738,-0.2556942116524281
2012-05-18,8.49,12.031873568483737,-0.29437423426400633
2012-05-21,8.86,12.251873568483738,-0.27684529631524013
2012-05-22,9.08,12.471873568483739,-0.27196183074329416
2012-05-23,9.3,12.571873568483738,-0.2602534579003366
2012-05-24,9.4,12.501873568483738,-0.2481126969883396
2012-05-25,9.33,12.691873568483738,-0.2648839472236699
2012-05-29,9.52,12.361873568483738,-0.22989019849944248
2012-05-30,9.19,12.531873568483737,-0.2666699077533129
2012-05-31,9.36,11.431873568483738,-0.18123657124722214
2012-06-01,8.26,10.871873568483737,-0.2402413486535795
2012-06-04,7.7,11.331873568483738,-0.32050071389648416
2012-06-05,8.16,11.931873568483738,-0.3161174602492084
2012-06-06,8.76,12.051873568483739,-0.2731420595957923
2012-06-07,8.88,12.151873568483738,-0.2692484866670637
2012-06-08,8.98,11.581873568483738,-0.22465048967240342
2012-06-11,8.41,11.751873568483738,-0.28436942833064505
2012-06-12,8.58,11.581873568483738,-0.25918721619033647
2012-06-13,8.41,12.021873568483738,-0.3004418194808287
2012-06-14,8.85,12.191873568483738,-0.27410664568590626
2012-06-15,9.02,12.501873568483738,-0.2785081411526409
2012-06-18,9.33,12.781873568483737,-0.2700600620080472
2012-06-19,9.61,12.701873568483737,-0.24341870132886423
2012-06-20,9.53,12.311873568483739,-0.22595046586612566
2012-06-21,9.14,12.561873568483739,-0.2724015291054048
2012-06-22,9.39,12.401873568483738,-0.24285633552479213
2012-06-25,9.23,12.891873568483739,-0.2840451039975894
2012-06-26,9.72,13.051873568483739,-0.2552793321971175
2012-06-27,9.88,13.151873568483738,-0.24877623339721233
2012-06-28,9.98,13.871873568483737,-0.2805586101452002
2012-06-29,10.7,14.340346181532622,-0.25385343808649685
2012-07-02,10.91,14.280346181532622,-0.23601291864276797
2012-07-03,10.85,14.560346181532623,-0.2548254097308882
2012-07-05,11.13,14.530346181532622,-0.2340168733112704
2012-07-06,11.1,14.520346181532622,-0.2355554157436489
2012-07-09,11.09,14.220346181532623,-0.22013150323990527
2012-07-10,10.79,13.970346181532623,-0.2276497761907087
2012-07-11,10.54,14.270346181532622,-0.2614054441342212
2012-07-12,10.84,14.430346181532622,-0.24880527025244914
2012-07-13,11.0,14.360346181532622,-0.23400175309520188
2012-07-16,10.93,14.600346181532622,-0.2513876134098171
2012-07-17,11.17,14.230346181532623,-0.2150577464871638
2012-07-18,10.8,13.900346181532623,-0.22304093301299233
2012-07-19,10.47,14.290346181532621,-0.267337553128674
2012-07-20,10.86,14.440346181532622,-0.24794046739069409
2012-07-23,11.01,13.910346181532622,-0.20850280386142528
2012-07-24,10.48,13.450346181532622,-0.22083789825505895
2012-07-25,10.02,15.290346181532621,-0.3446845557949526
2012-07-26,11.86,15.440346181532622,-0.2318825070007099
2012-07-27,12.01,15.030346181532622,-0.20094987467711412
2012-07-30,11.6,14.730346181532623,-0.21251002135015173
2012-07-31,11.3,14.470346181532623,-0.21909262859092404
2012-08-01,11.04,15.000346181532622,-0.26401698558186104
2012-08-02,11.57,14.910346181532622,-0.22402874761350922
2012-08-03,11.48,14.920346181532622,-0.23058085514066995
2012-08-06,11.49,15.140346181532623,-0.2411005757573177
2012-08-07,11.71,15.520346181532622,-0.24550652008435758
2012-08-08,12.09,16.100346181532622,-0.24908446913598414
2012-08-09,12.67,15.910346181532622,-0.20366283326341073
2012-08-10,12.48,15.870346181532621,-0.213627739606447
2012-08-13,12.44,16.130346181532623,-0.2287828258613347
2012-08-14,12.7,16.21034618153262,-0.21654973571950786
2012-08-15,12.78,17.03034618153262,-0.24957485515717914
2012-08-16,13.6,16.810346181532623,-0.19097442413526378
2012-08-17,13.38,16.44034618153262,-0.1861485243522607
2012-08-20,13.01,16.220346181532623,-0.19792094111947522
2012-08-21,12.79,16.720346181532623,-0.23506368461878102
2012-08-22,13.29,16.75034618153262,-0.206583562156326
2012-08-23,13.32,16.94034618153262,-0.21371146390616924
2012-08-24,13.51,16.670346181532622,-0.18957891738526989
2012-08-27,13.24,16.71034618153262,-0.20767649837008528
2012-08-28,13.28,16.830346181532622,-0.2109490882266165
2012-08-29,13.4,16.78034618153262,-0.20144674877165614
2012-08-30,13.35,17.110346181532623,-0.2197703156696622
2012-08-31,13.68,17.180346181532624,-0.20374130675522661
2012-09-04,13.75,17.470346181532623,-0.21295205846952758
2012-09-05,14.04,18.040346181532623,-0.22174442448491716
2012-09-06,14.61,18.180346181532624,-0.19638493931206535
2012-09-07,14.75,17.94034618153262,-0.17783080377884186
2012-09-10,14.51,18.100346181532622,-0.1983578736850775
2012-09-11,14.67,18.98034618153262,-0.22709523526638697
2012-09-12,15.55,19.450346181532623,-0.2005283682424046
2012-09-13,16.02,19.950346181532623,-0.19700641511528338
2012-09-14,16.52,19.560346181532623,-0.15543417040354246
2012-09-17,16.13,19.19034618153262,-0.1594732139057332
2012-09-18,15.76,19.860346181532623,-0.20645894809957432
2012-09-19,16.43,20.150346181532623,-0.1846293928658279
2012-09-20,16.72,20.41034618153262,-0.18080762318826638
2012-09-21,16.98,20.190346181532625,-0.1590040186863666
2012-09-24,16.76,19.49034618153262,-0.1400871054881344
2012-09-25,16.06,18.73034618153262,-0.1425679032118199
2012-09-26,15.3,19.07034618153262,-0.19770727524515286
2012-09-27,15.64,18.930346181532624,-0.17381331276141687
2012-09-28,15.5,19.393972575905973,-0.2007826174171059
2012-10-01,15.31,19.643972575905973,-0.22062607546203472
2012-10-02,15.56,20.583972575905975,-0.2440720593354585
2012-10-03,16.5,20.653972575905975,-0.20112220836159234
2012-10-04,16.57,20.713972575905974,-0.20005687275680517
2012-10-05,16.63,20.173972575905974,-0.17567053601225702
2012-10-08,16.09,19.853972575905974,-0.1895828435098066
2012-10-09,15.77,19.973972575905975,-0.2104725316874173
2012-10-10,15.89,19.773972575905976,-0.19641842634284246
2012-10-11,15.69,19.693972575905974,-0.20330954359124676
2012-10-12,15.61,20.483972575905973,-0.23794078799143314
2012-10-15,16.4,20.643972575905973,-0.2055792585608841
2012-10-16,16.56,21.523972575905976,-0.2306252973701829
2012-10-17,17.44,21.733972575905973,-0.19756961415632868
2012-10-18,17.65,21.973972575905975,-0.19677700793379194
2012-10-19,17.89,21.873972575905974,-0.18213301502875112
2012-10-22,17.79,21.393972575905973,-0.16845738037286218
2012-10-23,17.31,21.533972575905974,-0.19615389408604111
2012-10-24,17.45,21.093972575905976,-0.17274946967875582
2012-10-25,17.01,21.363972575905976,-0.203799764319878
2012-10-26,17.28,21.423972575905974,-0.19342689882670994
2012-10-31,17.34,21.863972575905976,-0.20691448272723223
2012-11-01,17.78,21.453972575905976,-0.1712490571574634
2012-11-02,17.37,21.923972575905974,-0.20771657874224414
2012-11-05,17.84,21.973972575905975,-0.18813041481806503
2012-11-06,17.89,21.843972575905976,-0.18100977567913767
2012-11-07,17.76,21.453972575905976,-0.17218128543962596
2012-11-08,17.37,20.883972575905975,-0.16826169269921742
2012-11-09,16.8,20.333972575905975,-0.17379646612159938
2012-11-12,16.25,20.253972575905976,-0.19768825897735642
2012-11-13,16.17,19.323972575905973,-0.16321553777397158
2012-11-14,15.24,19.323972575905973,-0.2113422879205521
2012-11-15,15.24,19.763972575905974,-0.22889996221817754
2012-11-16,15.68,19.983972575905973,-0.21537122109020168
2012-11-19,15.9,20.833972575905975,-0.2368234170381891
2012-11-20,16.75,20.913972575905973,-0.1991000304123519
2012-11-21,16.83,21.113972575905976,-0.20289751540146428
2012-11-23,17.03,21.163972575905973,-0.19533065264941207
2012-11-26,17.08,21.193972575905974,-0.19411049821697324
2012-11-27,17.11,21.083972575905975,-0.18848310305844795
2012-11-28,17.0,21.213972575905974,-0.19864137001346194
2012-11-29,17.13,20.893972575905973,-0.18014633465377594
2012-11-30,16.81,21.033972575905974,-0.20081668171158773
2012-12-03,16.95,21.173972575905974,-0.19948890368888383
2012-12-04,17.09,20.283972575905974,-0.15746287192775488
2012-12-05,16.2,20.363972575905976,-0.20447742012934456
2012-12-06,16.28,20.533972575905974,-0.2071675395581989
2012-12-07,16.45,20.483972575905973,-0.19693311739007524
2012-12-10,16.4,20.563972575905975,-0.20248872442014165
2012-12-11,16.48,21.193972575905974,-0.22242043387679844
2012-12-12,17.11,21.243972575905975,-0.19459508155242844
2012-12-13,17.16,21.223972575905975,-0.19148029716734116
2012-12-14,17.14,22.123972575905974,-0.22527475835572808
2012-12-17,18.04,22.693972575905974,-0.2050752709927509
2012-12-18,18.61,22.543972575905975,-0.17450218956132146
2012-12-19,18.46,22.573972575905973,-0.1822440672359532
2012-12-20,18.49,22.273972575905976,-0.16988314783143565
2012-12-21,18.19,22.233972575905973,-0.18188259260013018
2012-12-24,18.15,21.873972575905974,-0.17024674246907967
2012-12-26,17.79,21.843972575905976,-0.18558769755907545
2012-12-27,17.76,21.683972575905976,-0.18096188611980046
2012-12-28,17.6,22.243972575905975,-0.20877442462486173
2012-12-31,18.16,22.252864022633425,-0.18392526995493996
2013-01-02,18.6,22.222864022633424,-0.1630241727143552
2013-01-03,18.57,22.712864022633426,-0.1824016565460459
2013-01-04,19.06,22.962864022633426,-0.16996416556691518
2013-01-07,19.31,23.152864022633423,-0.16597791179859112
2013-01-08,19.5,23.142864022633425,-0.15740765788844246
2013-01-09,19.49,23.062864022633423,-0.1549184879695379
2013-01-10,19.41,22.992864022633423,-0.15582504289620336
2013-01-11,19.34,22.752864022633425,-0.14999711769201785
2013-01-14,19.1,23.122864022633422,-0.17397775719719277
2013-01-15,19.47,22.992864022633423,-0.15321553761922102
2013-01-16,19.34,24.022864022633424,-0.1949336273235951
2013-01-17,20.37,24.142864022633425,-0.15627242977868927
2013-01-18,20.49,24.202864022633424,-0.15340597786945065
2013-01-22,20.55,24.492864022633423,-0.16098011318684047
2013-01-23,20.84,24.632864022633424,-0.15397576258889045
2013-01-24,20.98,25.322864022633425,-0.17149971736024006
2013-01-25,21.67,24.612864022633424,-0.11956609437760812
2013-01-28,20.96,24.762864022633423,-0.15357125165964558
2013-01-29,21.11,24.702864022633424,-0.1454432174075665
2013-01-30,21.05,24.392864022633425,-0.1370427031254583
2013-01-31,20.74,24.002864022633425,-0.1359364457323392
2013-02-01,20.35,23.332864022633423,-0.12783960081968393
2013-02-04,19.68,23.392864022633425,-0.15871780467073626
2013-02-05,19.74,23.342864022633425,-0.15434541447613548
2013-02-06,19.69,23.052864022633425,-0.1458761921873024
2013-02-07,19.4,23.122864022633422,-0.16100358584426921
2013-02-08,19.47,22.952864022633424,-0.15173984471824664
2013-02-11,19.3,23.972864022633424,-0.1949230604328981
2013-02-12,20.32,23.882864022633424,-0.14918076907597644
2013-02-13,20.23,23.922864022633423,-0.15436546473447343
2013-02-14,20.27,23.962864022633426,-0.15410779025184296
2013-02-15,20.31,23.602864022633423,-0.13951120590602084
2013-02-19,19.95,22.252864022633425,-0.10348618588111524
2013-02-20,18.6,22.402864022633423,-0.16974901150100363
2013-02-21,18.75,22.552864022633425,-0.16862000404103783
2013-02-22,18.9,21.672864022633423,-0.12794174409702685
2013-02-25,18.02,22.702864022633424,-0.2062675448333251
2013-02-26,19.05,22.952864022633424,-0.1700382147859577
2013-02-27,19.3,22.832864022633423,-0.1547271520178729
2013-02-28,19.18,22.902864022633423,-0.1625501517606862
2013-03-01,19.25,23.372864022633422,-0.17639532830212812
2013-03-04,19.72,23.872864022633422,-0.17395751170434215
2013-03-05,20.22,23.732864022633425,-0.14801686047176177
2013-03-06,20.08,23.842864022633425,-0.1578192963337557
2013-03-07,20.19,23.912864022633425,-0.15568457291898408
2013-03-08,20.26,23.802864022633425,-0.1488419216807112
2013-03-11,20.15,23.402864022633423,-0.13899427093570715
2013-03-12,19.75,23.522864022633424,-0.16039135451377085
2013-03-13,19.87,24.212864022633426,-0.17936184742845174
2013-03-14,20.56,24.402864022633423,-0.1574759429495327
2013-03-15,20.75,24.402864022633423,-0.1496899716051947
2013-03-18,20.75,24.472864022633424,-0.1521221226575843
2013-03-19,20.82,25.032864022633422,-0.16829332907430683
2013-03-20,21.38,24.622864022633422,-0.13170133334824785
2013-03-21,20.97,24.302864022633425,-0.13713873474046134
2013-03-22,20.65,24.002864022633425,-0.13968599828219885
2013-03-25,20.35,23.822864022633425,-0.14577861080573495
2013-03-26,20.17,23.972864022633424,-0.15863202740577997
2013-03-27,20.32,23.892864022633425,-0.14953686670835664
2013-03-28,20.24,24.201061485290314,-0.16367304746933908
2013-04-01,20.12,23.941061485290312,-0.15960284332580743
2013-04-02,19.86,23.09106148529031,-0.13992693611545715
2013-04-03,19.01,23.061061485290313,-0.1756667397064231
2013-04-04,18.98,23.211061485290312,-0.182286427872835
2013-04-05,19.13,23.811061485290313,-0.19659188600987487
2013-04-08,19.73,23.531061485290312,-0.1615337874862306
2013-04-09,19.45,23.331061485290313,-0.16634740291337502
2013-04-10,19.25,23.401061485290313,-0.17738774319701822
2013-04-11,19.32,23.30106148529031,-0.17085322433930783
2013-04-12,19.22,21.931061485290314,-0.12361743124511726
2013-04-15,17.85,22.68106148529031,-0.2129997966992625
2013-04-16,18.6,22.34106148529031,-0.16745227113552685
2013-04-17,18.26,21.621061485290312,-0.15545312091069063
2013-04-18,17.54,22.07106148529031,-0.20529422603032144
2013-04-19,17.99,22.39106148529031,-0.19655439239365968
2013-04-22,18.31,23.48106148529031,-0.2202226457492017
2013-04-23,19.4,23.77106148529031,-0.18388162800366126
2013-04-24,19.69,24.871061485290312,-0.20831686208305134
2013-04-25,20.79,25.43106148529031,-0.18249578327569094
2013-04-26,21.35,25.291061485290314,-0.15582823550456737
2013-04-29,21.21,25.07106148529031,-0.15400470728196614
2013-04-30,20.99,24.98106148529031,-0.1597634867373584
2013-05-01,20.9,26.011061485290313,-0.19649569042696335
2013-05-02,21.93,26.401061485290313,-0.1693515803438972
2013-05-03,22.32,26.721061485290313,-0.16470384186320797
2013-05-06,22.64,26.951061485290314,-0.1599588753728033
2013-05-07,22.87,26.941061485290312,-0.15110991404377627
2013-05-08,22.86,26.93106148529031,-0.1511660239427962
2013-05-09,22.85,27.30106148529031,-0.16303620603501157
2013-05-10,23.22,27.471061485290313,-0.15474689565842192
2013-05-13,23.39,28.331061485290313,-0.17440438960805427
2013-05-14,24.25,28.061061485290313,-0.13581316185376957
2013-05-15,23.98,27.43106148529031,-0.12580852866889292
2013-05-16,23.35,28.031061485290312,-0.16699551273671043
2013-05-17,23.95,27.691061485290312,-0.1350999667267212
2013-05-20,23.61,27.131061485290314,-0.1297797171407884
2013-05-21,23.05,26.511061485290313,-0.13055159964872343
2013-05-22,22.43,26.611061485290314,-0.15711742605989099
2013-05-23,22.53,26.811061485290313,-0.15967519553968734
2013-05-24,22.73,26.871061485290312,-0.154108593274486
2013-05-28,22.79,26.131061485290314,-0.127857855570508
2013-05-29,22.05,26.191061485290312,-0.15810972333504147
2013-05-30,22.11,25.671061485290313,-0.13871890289113387
2013-05-31,21.59,25.401061485290313,-0.1500355206611066
2013-06-03,21.32,24.64106148529031,-0.13477753331660847
2013-06-04,20.56,24.241061485290313,-0.1518523224539492
2013-06-05,20.16,25.18106148529031,-0.19939832513507816
2013-06-06,21.1,25.14106148529031,-0.16073551578777534
2013-06-07,21.06,24.721061485290313,-0.14809483352762753
2013-06-10,20.64,24.191061485290312,-0.14679229712386044
2013-06-11,20.11,24.09106148529031,-0.16525056348061273
2013-06-12,20.01,25.02106148529031,-0.20027373691704775
2013-06-13,20.94,24.941061485290312,-0.16042065762317492
2013-06-14,20.86,25.50106148529031,-0.18199483531175353
2013-06-17,21.42,25.57106148529031,-0.16233434375331646
2013-06-18,21.49,24.84106148529031,-0.13490009222329935
2013-06-19,20.76,22.951061485290314,-0.09546667315124391
2013-06-20,18.87,22.89106148529031,-0.17566076994176205
2013-06-21,18.81,22.39106148529031,-0.1599326359602412
2013-06-24,18.31,23.101061485290312,-0.20739572890800018
2013-06-25,19.02,23.111061485290314,-0.17701746360262105
2013-06-26,19.03,23.461061485290312,-0.18886875549380033
2013-06-27,19.38,23.05106148529031,-0.15925780631112996
2013-06-28,18.97,22.213389327355177,-0.1460105560460795
2013-07-01,19.11,22.103389327355178,-0.13542671139808216
2013-07-02,19.0,22.25338932735518,-0.14619747488783297
2013-07-03,19.15,21.693389327355177,-0.11724259814707638
2013-07-05,18.59,21.163389327355176,-0.12159627588709943
2013-07-08,18.06,22.15338932735518,-0.18477485620228007
2013-07-09,19.05,22.123389327355177,-0.13892036531468466
2013-07-10,19.02,23.493389327355178,-0.1904105561365922
2013-07-11,20.39,23.323389327355176,-0.1257702851924144
2013-07-12,20.22,22.643389327355177,-0.10702414255747095
2013-07-15,19.54,22.38338932735518,-0.12703122327771055
2013-07-16,19.28,22.59338932735518,-0.1466530443638865
2013-07-17,19.49,22.213389327355177,-0.1226012513093353
2013-07-18,19.11,22.463389327355177,-0.14928242922235824
2013-07-19,19.36,22.243389327355178,-0.1296290455074287
2013-07-22,19.14,22.443389327355177,-0.14718763192014106
2013-07-23,19.34,21.553389327355177,-0.10269333021076099
