date,AJG,dcf,Deviation
1984-11-23,3.41,,
1984-11-26,3.41,,
1984-11-27,3.41,,
1984-11-28,3.41,,
1984-11-29,3.41,,
1984-11-30,3.41,,
1984-12-03,3.41,,
1984-12-04,3.41,,
1984-12-05,3.41,,
1984-12-06,3.41,,
1984-12-07,3.41,,
1984-12-10,3.41,,
1984-12-11,3.41,,
1984-12-12,3.41,,
1984-12-13,3.41,,
1984-12-14,3.41,,
1984-12-17,3.41,,
1984-12-18,3.47,,
1984-12-19,3.47,,
1984-12-20,3.5,,
1984-12-21,3.5,,
1984-12-24,3.5,,
1984-12-26,3.5,,
1984-12-27,3.5,,
1984-12-28,3.56,,
1984-12-31,3.72,,
1985-01-02,3.72,,
1985-01-03,3.75,,
1985-01-04,3.75,,
1985-01-07,3.75,,
1985-01-08,3.75,,
1985-01-09,3.72,,
1985-01-10,3.69,,
1985-01-11,3.72,,
1985-01-14,3.72,,
1985-01-15,3.72,,
1985-01-16,3.72,,
1985-01-17,3.72,,
1985-01-18,3.75,,
1985-01-21,3.78,,
1985-01-22,3.81,,
1985-01-23,3.81,,
1985-01-24,3.81,,
1985-01-25,3.81,,
1985-01-28,3.88,,
1985-01-29,3.88,,
1985-01-30,4.06,,
1985-01-31,4.19,,
1985-02-01,4.44,,
1985-02-04,4.81,,
1985-02-05,4.81,,
1985-02-06,4.66,,
1985-02-07,4.63,,
1985-02-08,4.63,,
1985-02-11,4.63,,
1985-02-12,4.63,,
1985-02-13,4.63,,
1985-02-14,4.66,,
1985-02-15,4.66,,
1985-02-19,4.66,,
1985-02-20,4.66,,
1985-02-21,4.63,,
1985-02-22,4.63,,
1985-02-25,4.56,,
1985-02-26,4.59,,
1985-02-27,4.59,,
1985-02-28,4.59,,
1985-03-01,4.63,,
1985-03-04,4.63,,
1985-03-05,4.63,,
1985-03-06,4.63,,
1985-03-07,4.63,,
1985-03-08,4.63,,
1985-03-11,4.72,,
1985-03-12,4.75,,
1985-03-13,4.72,,
1985-03-14,4.72,,
1985-03-15,4.72,,
1985-03-18,4.72,,
1985-03-19,4.72,,
1985-03-20,4.69,,
1985-03-21,4.69,,
1985-03-22,4.69,,
1985-03-25,4.63,,
1985-03-26,4.63,,
1985-03-27,4.63,,
1985-03-28,4.59,,
1985-03-29,4.59,,
1985-04-01,4.56,,
1985-04-02,4.56,,
1985-04-03,4.56,,
1985-04-04,4.56,,
1985-04-08,4.56,,
1985-04-09,4.56,,
1985-04-10,4.56,,
1985-04-11,4.56,,
1985-04-12,4.59,,
1985-04-15,4.59,,
1985-04-16,4.66,,
1985-04-17,4.75,,
1985-04-18,4.81,,
1985-04-19,4.81,,
1985-04-22,4.81,,
1985-04-23,4.81,,
1985-04-24,4.88,,
1985-04-25,5.06,,
1985-04-26,5.19,,
1985-04-29,5.25,,
1985-04-30,5.19,,
1985-05-01,5.19,,
1985-05-02,5.19,,
1985-05-03,5.19,,
1985-05-06,5.19,,
1985-05-07,5.22,,
1985-05-08,5.22,,
1985-05-09,5.34,,
1985-05-10,5.34,,
1985-05-13,5.34,,
1985-05-14,5.34,,
1985-05-15,5.34,,
1985-05-16,5.34,,
1985-05-17,5.34,,
1985-05-20,5.34,,
1985-05-21,5.34,,
1985-05-22,5.38,,
1985-05-23,5.41,,
1985-05-24,5.41,,
1985-05-28,5.44,,
1985-05-29,5.44,,
1985-05-30,5.47,,
1985-05-31,5.47,,
1985-06-03,5.53,,
1985-06-04,5.59,,
1985-06-05,5.59,,
1985-06-06,5.53,,
1985-06-07,5.52,,
1985-06-10,5.53,,
1985-06-11,5.59,,
1985-06-12,5.55,,
1985-06-13,5.56,,
1985-06-14,5.56,,
1985-06-17,5.53,,
1985-06-18,5.59,,
1985-06-19,5.5,,
1985-06-20,5.5,,
1985-06-21,5.5,,
1985-06-24,5.41,,
1985-06-25,5.25,,
1985-06-26,5.22,,
1985-06-27,5.16,,
1985-06-28,5.13,,
1985-07-01,5.13,,
1985-07-02,5.22,,
1985-07-03,5.22,,
1985-07-05,5.16,,
1985-07-08,5.22,,
1985-07-09,5.19,,
1985-07-10,5.16,,
1985-07-11,5.16,,
1985-07-12,5.16,,
1985-07-15,5.16,,
1985-07-16,5.19,,
1985-07-17,5.22,,
1985-07-18,5.25,,
1985-07-19,5.09,,
1985-07-22,4.97,,
1985-07-23,5.0,,
1985-07-24,4.84,,
1985-07-25,4.75,,
1985-07-26,4.78,,
1985-07-29,4.88,,
1985-07-30,4.88,,
1985-07-31,4.88,,
1985-08-01,4.88,,
1985-08-02,4.84,,
1985-08-05,4.84,,
1985-08-06,4.88,,
1985-08-07,4.84,,
1985-08-08,4.84,,
1985-08-09,4.91,,
1985-08-12,4.84,,
1985-08-13,4.84,,
1985-08-14,4.91,,
1985-08-15,4.89,,
1985-08-16,4.88,,
1985-08-19,4.91,,
1985-08-20,4.91,,
1985-08-21,4.91,,
1985-08-22,4.91,,
1985-08-23,4.84,,
1985-08-26,4.78,,
1985-08-27,4.78,,
1985-08-28,4.78,,
1985-08-29,4.78,,
1985-08-30,4.78,,
1985-09-03,4.88,,
1985-09-04,4.84,,
1985-09-05,4.78,,
1985-09-06,4.81,,
1985-09-09,4.66,,
1985-09-10,4.75,,
1985-09-11,4.73,,
1985-09-12,4.78,,
1985-09-13,4.63,,
1985-09-16,4.59,,
1985-09-17,4.56,,
1985-09-18,4.53,,
1985-09-19,4.47,,
1985-09-20,4.47,,
1985-09-23,4.47,,
1985-09-24,4.41,,
1985-09-25,4.38,,
1985-09-26,4.3,,
1985-09-30,4.31,,
1985-10-01,4.33,,
1985-10-02,4.31,,
1985-10-03,4.34,,
1985-10-04,4.34,,
1985-10-07,4.31,,
1985-10-08,4.31,,
1985-10-09,4.38,,
1985-10-10,4.38,,
1985-10-11,4.44,,
1985-10-14,4.44,,
1985-10-15,4.64,,
1985-10-16,4.97,,
1985-10-17,5.16,,
1985-10-18,5.19,,
1985-10-21,5.19,,
1985-10-22,5.31,,
1985-10-23,5.31,,
1985-10-24,5.31,,
1985-10-25,5.31,,
1985-10-28,5.28,,
1985-10-29,5.22,,
1985-10-30,5.28,,
1985-10-31,5.19,,
1985-11-01,5.25,,
1985-11-04,5.22,,
1985-11-05,5.25,,
1985-11-06,5.56,,
1985-11-07,5.75,,
1985-11-08,5.78,,
1985-11-11,6.06,,
1985-11-12,6.13,,
1985-11-13,6.13,,
1985-11-14,6.09,,
1985-11-15,6.03,,
1985-11-18,5.97,,
1985-11-19,5.94,,
1985-11-20,5.88,,
1985-11-21,5.81,,
1985-11-22,5.81,,
1985-11-25,5.91,,
1985-11-26,5.91,,
1985-11-27,5.94,,
1985-11-29,5.91,,
1985-12-02,6.0,,
1985-12-03,6.0,,
1985-12-04,6.03,,
1985-12-05,6.03,,
1985-12-06,5.95,,
1985-12-09,6.03,,
1985-12-10,6.03,,
1985-12-11,6.03,,
1985-12-12,6.03,,
1985-12-13,6.03,,
1985-12-16,6.13,,
1985-12-17,6.0,,
1985-12-18,6.0,,
1985-12-19,6.09,,
1985-12-20,6.03,,
1985-12-23,6.06,,
1985-12-24,6.06,,
1985-12-26,5.97,,
1985-12-27,5.97,,
1985-12-30,6.03,,
1985-12-31,6.03,,
1986-01-02,6.03,,
1986-01-03,5.94,,
1986-01-06,6.06,,
1986-01-07,6.13,,
1986-01-08,6.22,,
1986-01-09,6.16,,
1986-01-10,6.22,,
1986-01-13,6.25,,
1986-01-14,6.25,,
1986-01-15,6.56,,
1986-01-16,6.44,,
1986-01-17,6.5,,
1986-01-20,6.5,,
1986-01-21,6.38,,
1986-01-22,6.38,,
1986-01-23,6.41,,
1986-01-24,6.41,,
1986-01-27,6.31,,
1986-01-28,6.53,,
1986-01-29,6.72,,
1986-01-30,6.63,,
1986-01-31,6.63,,
1986-02-03,6.66,,
1986-02-04,6.59,,
1986-02-05,6.66,,
1986-02-06,6.63,,
1986-02-07,6.81,,
1986-02-10,6.75,,
1986-02-11,6.88,,
1986-02-12,7.0,,
1986-02-13,6.88,,
1986-02-14,7.03,,
1986-02-18,7.06,,
1986-02-19,7.06,,
1986-02-20,7.06,,
1986-02-21,7.06,,
1986-02-24,7.06,,
1986-02-25,6.94,,
1986-02-26,6.94,,
1986-02-27,6.94,,
1986-02-28,7.03,,
1986-03-03,7.06,,
1986-03-04,6.69,,
1986-03-05,6.44,,
1986-03-06,6.5,,
1986-03-07,6.5,,
1986-03-10,6.63,,
1986-03-11,6.69,,
1986-03-12,6.81,,
1986-03-13,6.81,,
1986-03-14,7.0,,
1986-03-17,6.88,,
1986-03-18,6.75,,
1986-03-19,7.0,,
1986-03-20,6.91,,
1986-03-21,6.91,,
1986-03-24,6.88,,
1986-03-25,6.88,,
1986-03-26,6.94,,
1986-03-27,6.88,,
1986-03-31,6.81,,
1986-04-01,6.81,,
1986-04-02,6.81,,
1986-04-03,7.06,,
1986-04-04,7.06,,
1986-04-07,7.06,,
1986-04-08,6.88,,
1986-04-09,6.88,,
1986-04-10,7.0,,
1986-04-11,7.19,,
1986-04-14,7.19,,
1986-04-15,7.0,,
1986-04-16,6.88,,
1986-04-17,6.88,,
1986-04-18,6.69,,
1986-04-21,6.63,,
1986-04-22,6.63,,
1986-04-23,6.81,,
1986-04-24,6.63,,
1986-04-25,6.63,,
1986-04-28,6.63,,
1986-04-29,6.63,,
1986-04-30,6.38,,
1986-05-01,6.25,,
1986-05-02,6.14,,
1986-05-05,5.94,,
1986-05-06,5.88,,
1986-05-07,5.88,,
1986-05-08,6.0,,
1986-05-09,6.06,,
1986-05-12,5.94,,
1986-05-13,6.0,,
1986-05-14,5.94,,
1986-05-15,5.75,,
1986-05-16,5.94,,
1986-05-19,5.88,,
1986-05-20,5.81,,
1986-05-21,5.63,,
1986-05-22,6.0,,
1986-05-23,6.16,,
1986-05-27,6.25,,
1986-05-28,6.38,,
1986-05-29,6.25,,
1986-05-30,6.44,,
1986-06-02,6.41,,
1986-06-03,6.25,,
1986-06-04,6.19,,
1986-06-05,6.19,,
1986-06-06,6.19,,
1986-06-09,6.28,,
1986-06-10,6.31,,
1986-06-11,6.25,,
1986-06-12,6.38,,
1986-06-13,6.19,,
1986-06-16,6.3,,
1986-06-17,6.3,,
1986-06-18,6.19,,
1986-06-19,6.19,,
1986-06-20,6.33,,
1986-06-23,6.38,,
1986-06-24,6.25,,
1986-06-25,6.25,,
1986-06-26,6.25,,
1986-06-27,6.31,,
1986-06-30,6.34,,
1986-07-01,6.38,,
1986-07-02,6.38,,
1986-07-03,6.44,,
1986-07-07,6.25,,
1986-07-08,6.25,,
1986-07-09,6.44,,
1986-07-10,6.44,,
1986-07-11,6.38,,
1986-07-14,6.44,,
1986-07-15,6.25,,
1986-07-16,6.5,,
1986-07-17,6.75,,
1986-07-18,6.88,,
1986-07-21,6.56,,
1986-07-22,6.56,,
1986-07-23,6.75,,
1986-07-24,6.88,,
1986-07-25,6.75,,
1986-07-28,6.75,,
1986-07-29,6.88,,
1986-07-30,6.78,,
1986-07-31,6.75,,
1986-08-01,6.75,,
1986-08-04,6.88,,
1986-08-05,6.75,,
1986-08-06,7.0,,
1986-08-07,7.06,,
1986-08-08,7.0,,
1986-08-11,7.13,,
1986-08-12,7.25,,
1986-08-13,7.5,,
1986-08-14,7.25,,
1986-08-15,7.38,,
1986-08-18,7.31,,
1986-08-19,7.5,,
1986-08-20,7.22,,
1986-08-21,7.5,,
1986-08-22,7.5,,
1986-08-25,7.38,,
1986-08-26,7.38,,
1986-08-27,7.5,,
1986-08-28,7.5,,
1986-08-29,7.25,,
1986-09-02,7.5,,
1986-09-03,7.75,,
1986-09-04,7.88,,
1986-09-05,8.25,,
1986-09-08,8.13,,
1986-09-09,7.75,,
1986-09-10,7.63,,
1986-09-11,7.66,,
1986-09-12,7.44,,
1986-09-15,7.19,,
1986-09-16,7.25,,
1986-09-17,7.25,,
1986-09-18,7.25,,
1986-09-19,7.25,,
1986-09-22,7.25,,
1986-09-23,7.5,,
1986-09-24,7.75,,
1986-09-25,7.38,,
1986-09-26,7.5,,
1986-09-29,7.44,,
1986-09-30,7.38,,
1986-10-01,7.19,,
1986-10-02,7.25,,
1986-10-03,7.44,,
1986-10-06,7.47,,
1986-10-07,7.38,,
1986-10-08,7.44,,
1986-10-09,7.5,,
1986-10-10,7.56,,
1986-10-13,7.5,,
1986-10-14,7.5,,
1986-10-15,7.56,,
1986-10-16,7.63,,
1986-10-17,7.38,,
1986-10-20,7.38,,
1986-10-21,7.34,,
1986-10-22,7.5,,
1986-10-23,7.53,,
1986-10-24,7.56,,
1986-10-27,7.5,,
1986-10-28,7.5,,
1986-10-29,7.47,,
1986-10-30,7.44,,
1986-10-31,7.56,,
1986-11-03,7.44,,
1986-11-04,7.5,,
1986-11-05,7.63,,
1986-11-06,7.38,,
1986-11-07,7.41,,
1986-11-10,7.44,,
1986-11-11,7.44,,
1986-11-12,7.5,,
1986-11-13,7.44,,
1986-11-14,7.03,,
1986-11-17,6.94,,
1986-11-18,6.94,,
1986-11-19,6.94,,
1986-11-20,6.94,,
1986-11-21,6.94,,
1986-11-24,7.06,,
1986-11-25,7.19,,
1986-11-26,7.31,,
1986-11-28,7.31,,
1986-12-01,7.06,,
1986-12-02,7.13,,
1986-12-03,7.19,,
1986-12-04,7.5,,
1986-12-05,7.56,,
1986-12-08,7.44,,
1986-12-09,7.44,,
1986-12-10,7.31,,
1986-12-11,7.0,,
1986-12-12,7.0,,
1986-12-15,7.06,,
1986-12-16,6.97,,
1986-12-17,6.94,,
1986-12-18,6.94,,
1986-12-19,6.78,,
1986-12-22,6.5,,
1986-12-23,6.53,,
1986-12-24,6.56,,
1986-12-26,6.56,,
1986-12-29,6.56,,
1986-12-30,6.5,,
1986-12-31,6.56,,
1987-01-02,6.56,,
1987-01-05,6.59,,
1987-01-06,6.88,,
1987-01-07,7.0,,
1987-01-08,7.19,,
1987-01-09,7.44,,
1987-01-12,7.38,,
1987-01-13,7.38,,
1987-01-14,7.75,,
1987-01-15,7.63,,
1987-01-16,7.44,,
1987-01-19,7.56,,
1987-01-20,7.56,,
1987-01-21,7.56,,
1987-01-22,7.63,,
1987-01-23,7.25,,
1987-01-26,6.88,,
1987-01-27,6.81,,
1987-01-28,6.72,,
1987-01-29,6.5,,
1987-01-30,6.75,,
1987-02-02,6.75,,
1987-02-03,6.5,,
1987-02-04,6.31,,
1987-02-05,6.44,,
1987-02-06,6.38,,
1987-02-09,6.63,,
1987-02-10,6.63,,
1987-02-11,6.81,,
1987-02-12,6.69,,
1987-02-13,6.88,,
1987-02-17,6.94,,
1987-02-18,6.94,,
1987-02-19,7.0,,
1987-02-20,7.06,,
1987-02-23,7.13,,
1987-02-24,7.19,,
1987-02-25,7.13,,
1987-02-26,7.25,,
1987-02-27,7.0,,
1987-03-02,7.0,,
1987-03-03,6.94,,
1987-03-04,6.94,,
1987-03-05,6.94,,
1987-03-06,6.94,,
1987-03-09,7.06,,
1987-03-10,7.06,,
1987-03-11,7.0,,
1987-03-12,7.0,,
1987-03-13,7.0,,
1987-03-16,7.03,,
1987-03-17,7.13,,
1987-03-18,7.19,,
1987-03-19,6.44,,
1987-03-20,6.25,,
1987-03-23,6.25,,
1987-03-24,6.25,,
1987-03-25,6.09,,
1987-03-26,6.06,,
1987-03-27,6.13,,
1987-03-30,6.0,,
1987-03-31,6.06,,
1987-04-01,6.06,,
1987-04-02,5.88,,
1987-04-03,5.75,,
1987-04-06,6.0,,
1987-04-07,5.81,,
1987-04-08,5.75,,
1987-04-09,5.81,,
1987-04-10,5.81,,
1987-04-13,5.75,,
1987-04-14,5.44,,
1987-04-15,5.63,,
1987-04-16,5.63,,
1987-04-20,5.38,,
1987-04-21,5.19,,
1987-04-22,5.19,,
1987-04-23,5.13,,
1987-04-24,4.88,,
1987-04-27,4.88,,
1987-04-28,4.91,,
1987-04-29,4.94,,
1987-04-30,4.94,,
1987-05-01,4.94,,
1987-05-04,4.94,,
1987-05-05,4.88,,
1987-05-06,4.81,,
1987-05-07,4.81,,
1987-05-08,4.88,,
1987-05-11,4.75,,
1987-05-12,5.13,,
1987-05-13,5.13,,
1987-05-14,5.19,,
1987-05-15,5.0,,
1987-05-18,5.06,,
1987-05-19,5.0,,
1987-05-20,5.0,,
1987-05-21,5.19,,
1987-05-22,5.0,,
1987-05-26,5.25,,
1987-05-27,5.06,,
1987-05-28,5.06,,
1987-05-29,5.25,,
1987-06-01,5.25,,
1987-06-02,5.25,,
1987-06-03,5.13,,
1987-06-04,5.13,,
1987-06-05,5.19,,
1987-06-08,5.31,,
1987-06-09,5.25,,
1987-06-10,5.25,,
1987-06-11,5.25,,
1987-06-12,5.31,,
1987-06-15,5.31,,
1987-06-16,5.31,,
1987-06-17,5.25,,
1987-06-18,5.31,,
1987-06-19,5.31,,
1987-06-22,5.19,,
1987-06-23,5.13,,
1987-06-24,5.25,,
1987-06-25,5.25,,
1987-06-26,5.06,,
1987-06-29,5.19,,
1987-06-30,5.16,,
1987-07-01,5.0,,
1987-07-02,5.0,,
1987-07-06,5.13,,
1987-07-07,5.0,,
1987-07-08,5.03,,
1987-07-09,5.0,,
1987-07-10,5.0,,
1987-07-13,5.06,,
1987-07-14,4.94,,
1987-07-15,4.94,,
1987-07-16,5.06,,
1987-07-17,5.31,,
1987-07-20,5.31,,
1987-07-21,5.13,,
1987-07-22,5.13,,
1987-07-23,5.13,,
1987-07-24,5.25,,
1987-07-27,5.25,,
1987-07-28,5.25,,
1987-07-29,5.25,,
1987-07-30,5.31,,
1987-07-31,5.31,,
1987-08-03,5.25,,
1987-08-04,5.25,,
1987-08-05,5.19,,
1987-08-06,5.25,,
1987-08-07,5.19,,
1987-08-10,5.25,,
1987-08-11,5.19,,
1987-08-12,5.19,,
1987-08-13,5.25,,
1987-08-14,5.19,,
1987-08-17,5.25,,
1987-08-18,5.25,,
1987-08-19,5.31,,
1987-08-20,5.19,,
1987-08-21,5.25,,
1987-08-24,5.25,,
1987-08-25,5.31,,
1987-08-26,5.28,,
1987-08-27,5.25,,
1987-08-28,5.25,,
1987-08-31,5.34,,
1987-09-01,5.25,,
1987-09-02,5.25,,
1987-09-03,5.25,,
1987-09-04,5.19,,
1987-09-08,5.19,,
1987-09-09,5.31,,
1987-09-10,5.19,,
1987-09-11,5.31,,
1987-09-14,5.31,,
1987-09-15,5.19,,
1987-09-16,5.19,,
1987-09-17,5.31,,
1987-09-18,5.19,,
1987-09-21,5.25,,
1987-09-22,5.31,,
1987-09-23,5.13,,
1987-09-24,5.13,,
1987-09-25,5.13,,
1987-09-28,5.25,,
1987-09-29,5.13,,
1987-09-30,5.25,,
1987-10-01,5.13,,
1987-10-02,5.13,,
1987-10-05,5.06,,
1987-10-06,5.06,,
1987-10-07,4.94,,
1987-10-08,4.91,,
1987-10-09,4.81,,
1987-10-12,4.81,,
1987-10-13,5.0,,
1987-10-14,4.81,,
1987-10-15,4.81,,
1987-10-16,4.94,,
1987-10-19,4.63,,
1987-10-20,4.25,,
1987-10-21,4.44,,
1987-10-22,4.47,,
1987-10-23,4.38,,
1987-10-26,4.19,,
1987-10-27,4.25,,
1987-10-28,4.25,,
1987-10-29,4.13,,
1987-10-30,4.38,,
1987-11-02,4.38,,
1987-11-03,4.31,,
1987-11-04,4.19,,
1987-11-05,4.19,,
1987-11-06,4.19,,
1987-11-09,4.31,,
1987-11-10,4.25,,
1987-11-11,4.13,,
1987-11-12,4.25,,
1987-11-13,4.31,,
1987-11-16,4.34,,
1987-11-17,4.19,,
1987-11-18,4.22,,
1987-11-19,3.94,,
1987-11-20,3.84,,
1987-11-23,3.94,,
1987-11-24,4.06,,
1987-11-25,4.0,,
1987-11-27,4.0,,
1987-11-30,4.13,,
1987-12-01,4.13,,
1987-12-02,4.13,,
1987-12-03,4.09,,
1987-12-04,4.09,,
1987-12-07,4.06,,
1987-12-08,4.06,,
1987-12-09,4.03,,
1987-12-10,4.03,,
1987-12-11,4.13,,
1987-12-14,4.13,,
1987-12-15,4.22,,
1987-12-16,4.22,,
1987-12-17,4.22,,
1987-12-18,4.25,,
1987-12-21,4.34,,
1987-12-22,4.31,,
1987-12-23,4.41,,
1987-12-24,4.38,,
1987-12-28,4.34,,
1987-12-29,4.34,,
1987-12-30,4.34,,
1987-12-31,4.34,,
1988-01-04,4.38,,
1988-01-05,4.44,,
1988-01-06,4.38,,
1988-01-07,4.44,,
1988-01-08,4.34,,
1988-01-11,4.41,,
1988-01-12,4.34,,
1988-01-13,4.34,,
1988-01-14,4.34,,
1988-01-15,4.38,,
1988-01-18,4.38,,
1988-01-19,4.38,,
1988-01-20,4.38,,
1988-01-21,4.44,,
1988-01-22,4.19,,
1988-01-25,3.97,,
1988-01-26,3.88,,
1988-01-27,3.84,,
1988-01-28,3.81,,
1988-01-29,3.84,,
1988-02-01,3.72,,
1988-02-02,3.75,,
1988-02-03,3.69,,
1988-02-04,3.66,,
1988-02-05,3.66,,
1988-02-08,3.59,,
1988-02-09,3.59,,
1988-02-10,3.53,,
1988-02-11,3.5,,
1988-02-12,3.59,,
1988-02-16,3.59,,
1988-02-17,3.47,,
1988-02-18,3.56,,
1988-02-19,3.63,,
1988-02-22,3.56,,
1988-02-23,3.56,,
1988-02-24,3.69,,
1988-02-25,3.69,,
1988-02-26,3.66,,
1988-02-29,3.69,,
1988-03-01,3.69,,
1988-03-02,3.84,,
1988-03-03,3.81,,
1988-03-04,3.69,,
1988-03-07,3.63,,
1988-03-08,3.63,,
1988-03-09,3.63,,
1988-03-10,3.69,,
1988-03-11,3.66,,
1988-03-14,3.66,,
1988-03-15,3.63,,
1988-03-16,3.66,,
1988-03-17,3.69,,
1988-03-18,3.75,,
1988-03-21,3.75,,
1988-03-22,3.69,,
1988-03-23,3.78,,
1988-03-24,3.81,,
1988-03-25,3.84,,
1988-03-28,3.75,,
1988-03-29,3.72,,
1988-03-30,3.69,,
1988-03-31,3.63,,
1988-04-04,3.56,,
1988-04-05,3.56,,
1988-04-06,3.59,,
1988-04-07,3.59,,
1988-04-08,3.69,,
1988-04-11,3.72,,
1988-04-12,3.75,,
1988-04-13,3.63,,
1988-04-14,3.59,,
1988-04-15,3.56,,
1988-04-18,3.56,,
1988-04-19,3.78,,
1988-04-20,3.72,,
1988-04-21,3.75,,
1988-04-22,3.75,,
1988-04-25,3.75,,
1988-04-26,3.78,,
1988-04-27,3.75,,
1988-04-28,3.75,,
1988-04-29,3.75,,
1988-05-02,3.81,,
1988-05-03,3.84,,
1988-05-04,3.84,,
1988-05-05,3.84,,
1988-05-06,3.88,,
1988-05-09,3.88,,
1988-05-10,3.97,,
1988-05-11,4.03,,
1988-05-12,4.09,,
1988-05-13,4.19,,
1988-05-16,4.22,,
1988-05-17,4.19,,
1988-05-18,4.13,,
1988-05-19,4.09,,
1988-05-20,4.0,,
1988-05-23,3.91,,
1988-05-24,3.91,,
1988-05-25,3.88,,
1988-05-26,4.0,,
1988-05-27,4.0,,
1988-05-31,4.19,,
1988-06-01,4.22,,
1988-06-02,4.22,,
1988-06-03,4.22,,
1988-06-06,4.22,,
1988-06-07,4.22,,
1988-06-08,4.25,,
1988-06-09,4.28,,
1988-06-10,4.34,,
1988-06-13,4.44,,
1988-06-14,4.34,,
1988-06-15,4.41,,
1988-06-16,4.38,,
1988-06-17,4.41,,
1988-06-20,4.38,,
1988-06-21,4.44,,
1988-06-22,4.5,,
1988-06-23,4.5,,
1988-06-24,4.47,,
1988-06-27,4.47,,
1988-06-28,4.47,,
1988-06-29,4.44,,
1988-06-30,4.59,,
1988-07-01,4.66,,
1988-07-05,4.69,,
1988-07-06,4.72,,
1988-07-07,4.63,,
1988-07-08,4.63,,
1988-07-11,4.63,,
1988-07-12,4.63,,
1988-07-13,4.63,,
1988-07-14,4.59,,
1988-07-15,4.66,,
1988-07-18,4.66,,
1988-07-19,4.66,,
1988-07-20,4.41,,
1988-07-21,4.31,,
1988-07-22,4.28,,
1988-07-25,4.31,,
1988-07-26,4.31,,
1988-07-27,4.31,,
1988-07-28,4.31,,
1988-07-29,4.31,,
1988-08-01,4.41,,
1988-08-02,4.44,,
1988-08-03,4.44,,
1988-08-04,4.5,,
1988-08-05,4.5,,
1988-08-08,4.5,,
1988-08-09,4.44,,
1988-08-10,4.44,,
1988-08-11,4.44,,
1988-08-12,4.5,,
1988-08-15,4.44,,
1988-08-16,4.47,,
1988-08-17,4.44,,
1988-08-18,4.44,,
1988-08-19,4.44,,
1988-08-22,4.34,,
1988-08-23,4.38,,
1988-08-24,4.44,,
1988-08-25,4.41,,
1988-08-26,4.44,,
1988-08-29,4.41,,
1988-08-30,4.41,,
1988-08-31,4.34,,
1988-09-01,4.34,,
1988-09-02,4.31,,
1988-09-06,4.34,,
1988-09-07,4.34,,
1988-09-08,4.28,,
1988-09-09,4.28,,
1988-09-12,4.28,,
1988-09-13,4.31,,
1988-09-14,4.28,,
1988-09-15,4.19,,
1988-09-16,4.22,,
1988-09-19,4.22,,
