date,FIS,dcf,Deviation
2001-12-11,31.47,,
2001-12-12,31.95,,
2001-12-13,32.21,,
2001-12-14,33.0,,
2001-12-17,33.18,,
2001-12-18,34.13,,
2001-12-19,33.11,,
2001-12-20,33.64,,
2001-12-21,34.85,,
2001-12-24,35.45,,
2001-12-26,35.07,,
2001-12-27,34.43,,
2001-12-28,34.7,,
2001-12-31,34.22,,
2002-01-02,35.2,,
2002-01-03,35.34,,
2002-01-04,35.0,,
2002-01-07,33.93,,
2002-01-08,33.74,,
2002-01-09,34.48,,
2002-01-10,33.84,,
2002-01-11,34.06,,
2002-01-14,34.96,,
2002-01-15,34.8,,
2002-01-16,34.55,,
2002-01-17,35.13,,
2002-01-18,34.85,,
2002-01-22,34.1,,
2002-01-23,33.97,,
2002-01-24,34.44,,
2002-01-25,34.1,,
2002-01-28,34.32,,
2002-01-29,34.1,,
2002-01-30,34.45,,
2002-01-31,34.69,,
2002-02-01,35.56,,
2002-02-04,35.2,,
2002-02-05,35.3,,
2002-02-06,35.24,,
2002-02-07,35.23,,
2002-02-08,35.24,,
2002-02-11,35.1,,
2002-02-12,34.96,,
2002-02-13,35.46,,
2002-02-14,35.12,,
2002-02-15,35.25,,
2002-02-19,35.47,,
2002-02-20,35.52,,
2002-02-21,34.62,,
2002-02-22,34.87,,
2002-02-25,34.85,,
2002-02-26,34.75,,
2002-02-27,35.11,,
2002-02-28,37.15,,
2002-03-01,38.94,,
2002-03-04,39.87,,
2002-03-05,39.94,,
2002-03-06,40.22,,
2002-03-07,40.45,,
2002-03-08,40.6,,
2002-03-11,41.1,,
2002-03-12,41.26,,
2002-03-13,40.92,,
2002-03-14,41.04,,
2002-03-15,40.44,,
2002-03-18,39.32,,
2002-03-19,38.51,,
2002-03-20,38.71,,
2002-03-21,39.5,,
2002-03-22,39.93,,
2002-03-25,39.82,,
2002-03-26,39.7,,
2002-03-27,39.77,,
2002-03-28,39.7,,
2002-04-01,40.79,,
2002-04-02,41.43,,
2002-04-03,40.74,,
2002-04-04,40.88,,
2002-04-05,41.5,,
2002-04-08,41.97,,
2002-04-09,42.56,,
2002-04-10,42.66,,
2002-04-11,41.86,,
2002-04-12,41.73,,
2002-04-15,41.91,,
2002-04-16,42.25,,
2002-04-17,41.34,,
2002-04-18,41.25,,
2002-04-19,42.12,,
2002-04-22,42.76,,
2002-04-23,42.8,,
2002-04-24,41.45,,
2002-04-25,40.67,,
2002-04-26,39.84,,
2002-04-29,38.96,,
2002-04-30,38.8,,
2002-05-01,39.0,,
2002-05-02,38.79,,
2002-05-03,38.76,,
2002-05-06,38.77,,
2002-05-07,40.66,,
2002-05-08,40.25,,
2002-05-09,40.5,,
2002-05-10,40.62,,
2002-05-13,41.81,,
2002-05-14,43.56,,
2002-05-15,43.65,,
2002-05-16,43.7,,
2002-05-17,43.5,,
2002-05-20,43.75,,
2002-05-21,42.77,,
2002-05-22,42.86,,
2002-05-23,42.56,,
2002-05-24,42.93,,
2002-05-28,42.35,,
2002-05-29,42.37,,
2002-05-30,42.4,,
2002-05-31,43.0,,
2002-06-03,44.12,,
2002-06-04,44.13,,
2002-06-05,44.0,,
2002-06-06,42.85,,
2002-06-07,43.17,,
2002-06-10,43.88,,
2002-06-11,43.05,,
2002-06-12,42.38,,
2002-06-13,41.59,,
2002-06-14,42.22,,
2002-06-17,42.75,,
2002-06-18,43.37,,
2002-06-19,43.18,,
2002-06-20,42.54,,
2002-06-21,40.25,,
2002-06-24,40.37,,
2002-06-25,38.89,,
2002-06-26,37.4,,
2002-06-27,36.23,,
2002-06-28,37.11,,
2002-07-01,36.83,36.41272447560066,0.011459607332567012
2002-07-02,36.1,36.67272447560065,-0.0156171782650536
2002-07-03,36.36,37.26272447560066,-0.024225938610360043
2002-07-05,36.95,38.20272447560066,-0.03279149570603923
2002-07-08,37.89,37.632724475600654,0.006836484150015476
2002-07-09,37.32,36.06272447560065,0.03486357569157028
2002-07-10,35.75,35.10272447560066,0.01843946685247322
2002-07-11,34.79,33.87272447560066,0.027080063343002392
2002-07-12,33.56,33.22272447560066,0.010151952608433712
2002-07-15,32.91,33.00272447560065,-0.0028096006337055
2002-07-16,32.69,33.12272447560066,-0.013064277847054107
2002-07-17,32.81,31.872724475600652,0.029406821657711024
2002-07-18,31.56,31.092724475600658,0.01502845222733784
2002-07-19,30.78,30.942724475600652,-0.005258892950068539
2002-07-22,30.63,29.812724475600657,0.027413647654652262
2002-07-23,29.5,30.712724475600655,-0.03948605981094544
2002-07-24,30.4,31.542724475600654,-0.03622783049335487
2002-07-25,31.23,31.942724475600656,-0.022312576253320726
2002-07-26,31.63,33.82272447560065,-0.06482991863007548
2002-07-29,33.51,34.55272447560066,-0.030177778783753606
2002-07-30,34.24,33.03272447560066,0.03654786408220989
2002-07-31,32.72,32.47272447560066,0.007614868428583499
2002-08-01,32.16,31.262724475600656,0.028701130162204214
2002-08-02,30.95,30.23272447560066,0.023725136812536407
2002-08-05,29.92,30.512724475600656,-0.019425485130789455
2002-08-06,30.2,30.712724475600655,-0.016694203603069613
2002-08-07,30.4,30.312724475600657,0.002879171236145117
2002-08-08,30.0,31.23272447560066,-0.03946900234603856
2002-08-09,30.92,32.272724475600654,-0.04191540991909004
2002-08-12,31.96,30.932724475600658,0.03320999174222905
2002-08-13,30.62,31.192724475600652,-0.01836083526620591
2002-08-14,30.88,32.68272447560066,-0.05515832919457142
2002-08-15,32.37,32.51272447560066,-0.004389803620049593
2002-08-16,32.2,33.74272447560066,-0.04572021078843824
2002-08-19,33.43,33.11272447560065,0.009581679835289236
2002-08-20,32.8,33.41272447560066,-0.018338057887141157
2002-08-21,33.1,34.00272447560065,-0.026548592488475964
2002-08-22,33.69,33.16272447560066,0.015899644336739405
2002-08-23,32.85,33.81272447560065,-0.028472253878724207
2002-08-26,33.5,33.30272447560066,0.005923705267533608
2002-08-27,32.99,33.06272447560065,-0.0021995911333416718
2002-08-28,32.75,33.25272447560065,-0.015118294321102232
2002-08-29,32.94,33.17272447560065,-0.007015536989487536
2002-08-30,32.86,31.872724475600652,0.030975561099432447
2002-09-03,31.56,33.76272447560066,-0.06524131301052172
2002-09-04,33.45,30.802724475600655,0.0859429017876745
2002-09-05,30.49,30.672724475600656,-0.005957230038238337
2002-09-06,30.36,29.812724475600657,0.018357112072975523
2002-09-09,29.5,29.122724475600656,0.012954678217535154
2002-09-10,28.81,29.312724475600657,-0.017150383821166737
2002-09-11,29.0,29.092724475600658,-0.003187204954916645
2002-09-12,28.78,28.66272447560066,0.004091569330723299
2002-09-13,28.35,29.272724475600658,-0.03152164658843981
2002-09-16,28.96,29.452724475600657,-0.016729334361201165
2002-09-17,29.14,29.212724475600655,-0.0024894793931801162
2002-09-18,28.9,28.712724475600655,0.006522387820023345
2002-09-19,28.4,19.41272447560066,0.46295797046391973
2002-09-20,19.1,19.282724475600656,-0.009476071487297566
2002-09-23,18.97,18.392724475600655,0.031386080140826556
2002-09-24,18.08,20.622724475600656,-0.12329721412944383
2002-09-25,20.31,21.712724475600655,-0.0646037984398018
2002-09-26,21.4,20.862724475600658,0.025752893637055685
2002-09-27,20.55,20.41272447560066,0.006724997663267729
2002-09-30,20.1,21.27751697579961,-0.055340901719823754
2002-10-01,21.02,21.23751697579961,-0.010242109567115354
2002-10-02,20.98,21.057516975799608,-0.0036812021041556786
2002-10-03,20.8,21.11751697579961,-0.015035715428261764
2002-10-04,20.86,20.75751697579961,0.004937152373276188
2002-10-07,20.5,22.08751697579961,-0.0718739447960125
2002-10-08,21.83,21.93751697579961,-0.0049010549333463604
2002-10-09,21.68,22.12751697579961,-0.02022445520159588
2002-10-10,21.87,22.48751697579961,-0.027460434002747558
2002-10-11,22.23,22.83751697579961,-0.026601708777857946
2002-10-14,22.58,23.357516975799612,-0.03328765538756484
2002-10-15,23.1,22.40751697579961,0.030904049964495472
2002-10-16,22.15,23.36751697579961,-0.05210296742527343
2002-10-17,23.11,23.12751697579961,-0.0007574084073938003
2002-10-18,22.87,24.79751697579961,-0.07773024120442018
2002-10-21,24.54,23.677516975799612,0.03642624457124932
2002-10-22,23.42,23.36751697579961,0.002245982072239139
2002-10-23,23.11,22.70751697579961,0.017724660280088456
2002-10-24,22.45,22.95751697579961,-0.022106788653781795
2002-10-25,22.7,22.48751697579961,0.009448932242232644
2002-10-28,22.23,21.15751697579961,0.05069040121424062
2002-10-29,20.9,21.40751697579961,-0.023707419051604117
2002-10-30,21.15,21.25751697579961,-0.005057833232452014
2002-10-31,21.0,22.12751697579961,-0.050955422473870526
2002-11-01,21.87,22.20751697579961,-0.015198321188605424
2002-11-04,21.95,22.32751697579961,-0.01690814864047785
2002-11-05,22.07,22.607516975799612,-0.023776028848059738
2002-11-06,22.35,22.15751697579961,0.0086870304290243
2002-11-07,21.9,21.99751697579961,-0.004433090148624141
2002-11-08,21.74,21.357516975799612,0.017908590433699745
2002-11-11,21.1,21.25751697579961,-0.00740994237374637
2002-11-12,21.0,21.31751697579961,-0.01489465101212617
2002-11-13,21.06,22.33751697579961,-0.05719153911259112
2002-11-14,22.08,22.75751697579961,-0.02977112909638102
2002-11-15,22.5,22.86751697579961,-0.016071573323354182
2002-11-18,22.61,22.517516975799612,0.004107159075300348
2002-11-19,22.26,22.75751697579961,-0.021861654605318748
2002-11-20,22.5,23.517516975799612,-0.043266343842620625
2002-11-21,23.26,24.04751697579961,-0.032748369679586165
2002-11-22,23.79,24.20751697579961,-0.017247410224559778
2002-11-25,23.95,24.47751697579961,-0.021551082012164713
2002-11-26,24.22,24.65751697579961,-0.017743756446726433
2002-11-27,24.4,24.40751697579961,-0.00030797789906544804
2002-11-29,24.15,25.14751697579961,-0.03966661904471758
2002-12-02,24.89,25.49751697579961,-0.02382651520052792
2002-12-03,25.24,25.37751697579961,-0.005418850706739864
2002-12-04,25.12,25.75751697579961,-0.024750715544459734
2002-12-05,25.5,25.557516975799608,-0.002250491542432287
2002-12-06,25.3,25.22751697579961,0.002873173141451968
2002-12-09,24.97,25.95751697579961,-0.03804358393448348
2002-12-10,25.7,26.43751697579961,-0.0278966052853874
2002-12-11,26.18,26.65751697579961,-0.017913032794206307
2002-12-12,26.4,25.75751697579961,0.02494351551059948
2002-12-13,25.5,26.427516975799612,-0.035096637215254245
2002-12-16,26.17,25.607516975799612,0.02196554334932066
2002-12-17,25.35,24.95751697579961,0.015726044565289365
2002-12-18,24.7,24.537516975799612,0.006621820144256496
2002-12-19,24.28,24.39751697579961,-0.004816759669280191
2002-12-20,24.14,24.427516975799612,-0.011770208821652028
2002-12-23,24.17,24.23751697579961,-0.002785639134034401
2002-12-24,23.98,24.84751697579961,-0.034913628458108414
2002-12-26,24.59,24.857516975799612,-0.010762015210934228
2002-12-27,24.6,24.18751697579961,0.017053549755152275
2002-12-30,23.93,24.807516975799608,-0.03537302732295411
2002-12-31,24.55,25.47780494605697,-0.036416204144013586
2003-01-02,25.27,25.15780494605697,0.004459651952290589
2003-01-03,24.95,25.987804946056972,-0.03993430565648581
2003-01-06,25.78,25.69780494605697,0.0031985243142582664
2003-01-07,25.49,25.45780494605697,0.0012646437511500963
2003-01-08,25.25,26.247804946056966,-0.03801479583178857
2003-01-09,26.04,26.247804946056966,-0.007917040929100061
2003-01-10,26.04,26.69780494605697,-0.024638914973948878
2003-01-13,26.49,26.15780494605697,0.01269965330149403
2003-01-14,25.95,25.627804946056973,0.012572089362362648
2003-01-15,25.42,25.507804946056968,-0.003442277618268319
2003-01-16,25.3,24.877804946056973,0.01697075183515917
2003-01-17,24.67,24.937804946056968,-0.010738914136037891
2003-01-21,24.73,24.007804946056968,0.030081677836259146
2003-01-22,23.8,24.20780494605697,-0.016846010902917263
2003-01-23,24.0,24.257804946056968,-0.010627711230684733
2003-01-24,24.05,24.507804946056968,-0.018679965303486812
2003-01-27,24.3,25.187804946056968,-0.03524741230759565
2003-01-28,24.98,25.357804946056966,-0.014898960965298857
2003-01-29,25.15,25.14780494605697,8.728610499963985e-05
2003-01-30,24.94,25.787804946056966,-0.032876196629779364
2003-01-31,25.58,25.72780494605697,-0.005744949729169391
2003-02-03,25.52,25.557804946056972,-0.0014791937780558317
2003-02-04,25.35,25.31780494605697,0.001271636858393821
2003-02-05,25.11,25.16780494605697,-0.0022967813911808355
2003-02-06,24.96,24.747804946056966,0.008574297979378809
2003-02-07,24.54,24.70780494605697,-0.006791576444096559
2003-02-10,24.5,24.44780494605697,0.0021349587031718187
2003-02-11,24.24,24.307804946056972,-0.0027894310575324877
2003-02-12,24.1,23.307804946056972,0.033988402416120556
2003-02-13,23.1,23.287804946056966,-0.008064519025815842
2003-02-14,23.08,23.76780494605697,-0.028938513574055413
2003-02-18,23.56,23.737804946056972,-0.007490370169483951
2003-02-19,23.53,24.057804946056972,-0.021939031729637404
2003-02-20,23.85,24.27780494605697,-0.017621236640112725
2003-02-21,24.07,23.70780494605697,0.01527746051425427
2003-02-24,23.5,24.127804946056973,-0.026019977675572625
2003-02-25,23.92,23.89780494605697,0.0009287486442011161
2003-02-26,23.69,24.437804946056968,-0.030600332055503388
2003-02-27,24.23,24.26780494605697,-0.0015578230557318218
2003-02-28,24.06,24.26780494605697,-0.00856298896908414
2003-03-03,24.06,23.90780494605697,0.006365914992464861
2003-03-04,23.7,24.07780494605697,-0.015691004512387585
2003-03-05,23.87,24.13780494605697,-0.011094834292325162
2003-03-06,23.93,24.117804946056967,-0.007786983370875689
2003-03-07,23.91,23.09780494605697,0.03516330040191451
2003-03-10,22.89,21.857804946056966,0.04722317984309932
2003-03-11,21.65,21.88780494605697,-0.010864723376466823
2003-03-12,21.68,22.927804946056966,-0.05442321883811907
2003-03-13,22.72,23.09780494605697,-0.016356746753178664
2003-03-14,22.89,23.90780494605697,-0.042572078379986666
2003-03-17,23.7,24.057804946056972,-0.014872717891730058
2003-03-18,23.85,24.22780494605697,-0.015593857838056224
2003-03-19,24.02,24.357804946056966,-0.013868447785220117
2003-03-20,24.15,25.47780494605697,-0.05211614379136176
2003-03-21,25.27,25.07780494605697,0.00766395042773671
2003-03-24,24.87,25.41780494605697,-0.021552016282269548
2003-03-25,25.21,25.607804946056966,-0.015534519530078561
2003-03-26,25.4,25.21780494605697,0.007224857767468729
2003-03-27,25.01,25.307804946056972,-0.011767316315726917
2003-03-28,25.1,25.40780494605697,-0.0121145823777562
2003-03-31,25.2,563.8792852191266,-0.9553095836989168
2003-04-01,24.72,563.9592852191265,-0.9561670484946533
2003-04-02,24.8,564.2592852191268,-0.9560485743883345
2003-04-03,25.1,564.1492852191268,-0.9555082304318605
2003-04-04,24.99,564.1192852191268,-0.9557008585687815
2003-04-07,24.96,564.1792852191269,-0.9557587443319449
2003-04-08,25.02,564.1592852191267,-0.9556508229935772
2003-04-09,25.0,564.1792852191269,-0.9556878448837589
2003-04-10,25.02,563.5292852191266,-0.9556012426394646
2003-04-11,24.37,564.3992852191268,-0.9568213485767644
2003-04-14,25.24,564.6892852191268,-0.9553028529836445
2003-04-15,25.53,564.2992852191268,-0.9547580500831464
2003-04-16,25.14,564.4092852191267,-0.9554578553925815
2003-04-17,25.25,564.6792852191269,-0.9552843522669658
2003-04-21,25.52,565.1892852191268,-0.9548469854836229
2003-04-22,26.03,565.8092852191267,-0.9539950992675578
2003-04-23,26.65,564.7592852191268,-0.952811754144671
2003-04-24,25.6,564.3492852191266,-0.9546380217526811
2003-04-25,25.19,564.7592852191268,-0.9553969263378711
2003-04-28,25.6,564.1492852191268,-0.9546219402014194
2003-04-29,24.99,564.1492852191268,-0.9557032142825576
2003-04-30,24.99,564.0392852191269,-0.9556945754402701
2003-05-01,24.88,564.5292852191266,-0.955927884254326
2003-05-02,25.37,564.7092852191265,-0.955074229051935
2003-05-05,25.55,565.2292852191267,-0.9547971050542882
2003-05-06,26.07,565.1592852191267,-0.9538714116854826
2003-05-07,26.0,564.6592852191267,-0.9539545338568014
2003-05-08,25.5,564.3192852191265,-0.9548128148941458
2003-05-09,25.16,564.1592852191267,-0.9554026661278339
2003-05-12,25.0,563.9592852191265,-0.9556705587526833
2003-05-13,24.8,563.9892852191266,-0.9560275334125108
2003-05-14,24.83,563.609285219127,-0.9559446576712336
2003-05-15,24.45,563.7092852191265,-0.9566265792650626
2003-05-16,24.55,563.6292852191266,-0.9564430013773051
2003-05-19,24.47,564.2992852191268,-0.9566364859198823
2003-05-20,25.14,564.1392852191265,-0.9554365372901925
2003-05-21,24.98,564.2692852191267,-0.9557303566677401
2003-05-22,25.11,564.7292852191267,-0.9555362176936569
2003-05-23,25.57,564.9392852191268,-0.9547384990405084
2003-05-27,25.78,565.609285219127,-0.954420833119788
2003-05-28,26.45,566.1592852191267,-0.9532816988248055
2003-05-29,27.0,566.8692852191268,-0.9523699718717994
2003-05-30,27.71,567.3692852191268,-0.9511605567627829
2003-06-02,28.21,567.0092852191268,-0.9502477283258282
2003-06-03,27.85,567.3492852191266,-0.9509120735223214
2003-06-04,28.19,568.8692852191268,-0.950445557999952
2003-06-05,29.71,569.4592852191265,-0.9478277011699482
2003-06-06,30.3,568.1392852191265,-0.9466680076729538
2003-06-09,28.98,568.1892852191268,-0.9489958702955413
2003-06-10,29.03,568.3692852191268,-0.9489240520996699
2003-06-11,29.21,568.3392852191267,-0.948604643811068
2003-06-12,29.18,567.9192852191266,-0.9486194592093466
2003-06-13,28.76,568.6192852191268,-0.9494213426318862
2003-06-16,29.46,568.6292852191266,-0.9481912016039636
2003-06-17,29.47,568.3292852191269,-0.9481462582231048
2003-06-18,29.17,567.9092852191267,-0.9486361629238993
2003-06-19,28.75,567.6392852191265,-0.9493516380056366
2003-06-20,28.48,567.3092852191267,-0.949798107060773
2003-06-23,28.15,567.2992852191268,-0.9503789256686148
2003-06-24,28.14,567.2192852191268,-0.9503895570314944
2003-06-25,28.06,567.2792852191266,-0.9505358282399452
2003-06-26,28.12,566.9592852191265,-0.9504020822427632
2003-06-27,27.8,566.9092852191267,-0.9509621720355939
2003-06-30,27.75,28.09155460855214,-0.012158622522377538
2003-07-01,27.48,28.61155460855214,-0.03954886842163807
2003-07-02,28.0,28.69155460855214,-0.02410307207076212
2003-07-03,28.08,29.16155460855214,-0.03708837279323096
2003-07-07,28.55,29.11155460855214,-0.019289749932735356
2003-07-08,28.5,29.44155460855214,-0.031980465062759866
2003-07-09,28.83,28.67155460855214,0.005526222543949411
2003-07-10,28.06,29.33155460855214,-0.04335108130209353
2003-07-11,28.72,29.91155460855214,-0.03983593043376821
2003-07-14,29.3,29.86155460855214,-0.018805270385732542
2003-07-15,29.25,29.971554608552143,-0.02407464737735876
2003-07-16,29.36,28.66155460855214,0.024368719735790467
2003-07-17,28.05,28.87155460855214,-0.028455502992166037
2003-07-18,28.26,28.50155460855214,-0.008475138001056925
2003-07-21,27.89,28.25155460855214,-0.012797688961254328
2003-07-22,27.64,28.12155460855214,-0.01712403938030138
2003-07-23,27.51,27.18155460855214,0.012083392439390606
2003-07-24,26.57,27.031554608552142,-0.017074660160541266
2003-07-25,26.42,27.561554608552143,-0.0414183678956167
2003-07-28,26.95,27.59155460855214,-0.0232518470834292
2003-07-29,26.98,27.87155460855214,-0.031987975592813744
2003-07-30,27.26,27.84155460855214,-0.020888007754189863
2003-07-31,27.23,27.63155460855214,-0.014532465300662323
2003-08-01,27.02,28.04155460855214,-0.03643002760769143
2003-08-04,27.43,27.76155460855214,-0.011942940992576867
2003-08-05,27.15,27.87155460855214,-0.02588856698832076
2003-08-06,27.26,27.99155460855214,-0.026134833123153123
2003-08-07,27.38,27.91155460855214,-0.019044249451776296
2003-08-08,27.3,27.76155460855214,-0.016625675869389234
2003-08-11,27.15,28.02155460855214,-0.031103006978996928
2003-08-12,27.41,28.61155460855214,-0.04199543243948689
2003-08-13,28.0,29.50155460855214,-0.050897473996738385
2003-08-14,28.89,29.45155460855214,-0.019067061688793685
2003-08-15,28.84,29.561554608552143,-0.024408547456546748
2003-08-18,28.95,29.92155460855214,-0.03247005783163592
2003-08-19,29.31,30.24155460855214,-0.03080379367430741
2003-08-20,29.63,30.57155460855214,-0.030798388260201537
2003-08-21,29.96,30.531554608552142,-0.01872012794238931
2003-08-22,29.92,30.49155460855214,-0.018744685729858768
2003-08-25,29.88,30.24155460855214,-0.011955556294380942
2003-08-26,29.63,30.561554608552143,-0.03048125726861628
2003-08-27,29.95,30.551554608552145,-0.019689819921103302
2003-08-28,29.94,30.86155460855214,-0.029860926328603155
2003-08-29,30.25,32.161554608552144,-0.059436013955738276
2003-09-02,31.55,33.13155460855214,-0.047735599105992454
2003-09-03,32.52,32.66155460855214,-0.004333982575191575
2003-09-04,32.05,32.74155460855214,-0.021121617981191054
2003-09-05,32.13,33.12155460855214,-0.029936837816667894
2003-09-08,32.51,32.66155460855214,-0.0046401529372535055
2003-09-09,32.05,32.04155460855214,0.0002635762075540171
2003-09-10,31.43,31.86155460855214,-0.013544681477541731
2003-09-11,31.25,32.11155460855214,-0.026830049776621068
2003-09-12,31.5,31.651554608552143,-0.004788220055112036
2003-09-15,31.04,32.46155460855215,-0.04379194483118298
2003-09-16,31.85,32.921554608552135,-0.03254872442365686
2003-09-17,32.31,33.21155460855215,-0.027145811726620894
2003-09-18,32.6,33.53155460855214,-0.027781432129441175
2003-09-19,32.92,33.40155460855214,-0.014417131603474576
2003-09-22,32.79,33.51155460855213,-0.021531517023921976
2003-09-23,32.9,33.01155460855213,-0.0033792594706592016
2003-09-24,32.4,32.26155460855213,0.004291342842206669
2003-09-25,31.65,32.561554608552136,-0.02799481227203815
2003-09-26,31.95,33.43155460855214,-0.044316054873892785
2003-09-29,32.82,32.72155460855214,0.003008579287431923
2003-09-30,32.11,33.735601856418256,-0.04818653786990268
2003-10-01,33.06,33.385601856418255,-0.00975276281729387
2003-10-02,32.71,33.675601856418254,-0.028673633229638007
2003-10-03,33.0,33.61560185641825,-0.018312980355004838
2003-10-06,32.94,33.47560185641825,-0.015999767792541197
2003-10-07,32.8,33.375601856418264,-0.017246186567496324
2003-10-08,32.7,33.425601856418254,-0.021707966831386316
2003-10-09,32.75,33.54560185641825,-0.023717024360558003
2003-10-10,32.87,33.385601856418255,-0.015443838893056672
2003-10-13,32.71,33.32560185641825,-0.01847234024671307
2003-10-14,32.65,33.15560185641825,-0.01524936445454328
2003-10-15,32.48,33.595601856418256,-0.03320678287551293
2003-10-16,32.92,32.945601856418264,-0.0007770948161711644
2003-10-17,32.27,33.15560185641825,-0.02671047445476593
2003-10-20,32.48,32.53560185641825,-0.0017089542914752176
2003-10-21,31.86,32.07560185641825,-0.006721677659654368
2003-10-22,31.4,32.525601856418255,-0.03460664191202789
2003-10-23,31.85,32.55560185641825,-0.02167374633496877
2003-10-24,31.88,32.65560185641826,-0.023750958865448646
2003-10-27,31.98,32.57560185641825,-0.018283679271482223
2003-10-28,31.9,32.775601856418255,-0.026715050428487985
2003-10-29,32.1,33.695601856418264,-0.047353416128827375
2003-10-30,33.02,34.33560185641825,-0.03831596900266143
2003-10-31,33.66,34.08560185641825,-0.01248626496932792
2003-11-03,33.41,34.21560185641825,-0.023544868794033502
2003-11-04,33.54,33.97560185641825,-0.01282101957337256
2003-11-05,33.3,33.695601856418264,-0.011740459722428542
2003-11-06,33.02,34.21560185641825,-0.03494317771861655
2003-11-07,33.54,34.47560185641825,-0.027138086241823567
2003-11-10,33.8,33.64560185641825,0.0045889547240269835
2003-11-11,32.97,34.30560185641826,-0.038932471204214725
2003-11-12,33.63,34.485601856418256,-0.024810408122803662
2003-11-13,33.81,34.21560185641825,-0.011854295538050508
2003-11-14,33.54,33.815601856418255,-0.008150139027200076
2003-11-17,33.14,33.625601856418264,-0.014441432408906496
2003-11-18,32.95,33.765601856418265,-0.02415481471014358
2003-11-19,33.09,33.485601856418256,-0.011814088279330948
2003-11-20,32.81,33.29560185641825,-0.014584564607431516
2003-11-21,32.62,33.675601856418254,-0.03134619125499216
2003-11-24,33.0,34.125601856418264,-0.032984088050788896
2003-11-25,33.45,34.625601856418264,-0.03395181003042547
2003-11-26,33.95,35.275601856418255,-0.03757843344002543
2003-11-28,34.6,35.705601856418255,-0.03096438090762821
2003-12-01,35.03,35.65560185641825,-0.017545682132571794
2003-12-02,34.98,34.32560185641825,0.019064433198259678
2003-12-03,33.65,34.635601856418255,-0.028456322500300835
2003-12-04,33.96,33.945601856418264,0.00042415343356227986
2003-12-05,33.27,33.815601856418255,-0.016134619124476557
2003-12-08,33.14,33.775601856418255,-0.0188183724784603
2003-12-09,33.1,33.695601856418264,-0.017675952456828292
2003-12-10,33.02,34.345601856418256,-0.0385959710928907
2003-12-11,33.67,34.235601856418256,-0.016520867919610382
2003-12-12,33.56,33.605601856418254,-0.001356971870734136
2003-12-15,32.93,33.495601856418254,-0.01688585441284962
