date,LHX,dcf,Deviation
2001-02-01,13.89,,
2001-02-02,13.4,,
2001-02-05,13.48,,
2001-02-06,13.77,,
2001-02-07,13.42,,
2001-02-08,13.47,,
2001-02-09,12.99,,
2001-02-12,13.01,,
2001-02-13,13.47,,
2001-02-14,13.48,,
2001-02-15,13.75,,
2001-02-16,13.28,,
2001-02-20,12.71,,
2001-02-21,12.32,,
2001-02-22,12.14,,
2001-02-23,11.98,,
2001-02-26,12.31,,
2001-02-27,11.72,,
2001-02-28,11.86,,
2001-03-01,11.65,,
2001-03-02,11.37,,
2001-03-05,11.24,,
2001-03-06,11.29,,
2001-03-07,11.52,,
2001-03-08,11.56,,
2001-03-09,11.42,,
2001-03-12,11.25,,
2001-03-13,10.92,,
2001-03-14,10.99,,
2001-03-15,11.1,,
2001-03-16,11.2,,
2001-03-19,11.2,,
2001-03-20,11.04,,
2001-03-21,11.27,,
2001-03-22,11.27,,
2001-03-23,11.67,,
2001-03-26,11.41,,
2001-03-27,11.52,,
2001-03-28,10.94,,
2001-03-29,10.88,,
2001-03-30,11.69,,
2001-04-02,10.75,,
2001-04-03,10.02,,
2001-04-04,10.05,,
2001-04-05,10.57,,
2001-04-06,10.2,,
2001-04-09,10.68,,
2001-04-10,11.1,,
2001-04-11,11.01,,
2001-04-12,11.54,,
2001-04-16,11.36,,
2001-04-17,11.43,,
2001-04-18,12.27,,
2001-04-19,12.75,,
2001-04-20,12.57,,
2001-04-23,12.31,,
2001-04-24,12.42,,
2001-04-25,12.64,,
2001-04-26,12.85,,
2001-04-27,13.01,,
2001-04-30,13.58,,
2001-05-01,13.4,,
2001-05-02,13.63,,
2001-05-03,13.7,,
2001-05-04,14.31,,
2001-05-07,14.43,,
2001-05-08,14.64,,
2001-05-09,13.9,,
2001-05-10,14.46,,
2001-05-11,14.4,,
2001-05-14,14.06,,
2001-05-15,14.16,,
2001-05-16,14.07,,
2001-05-17,14.41,,
2001-05-18,14.32,,
2001-05-21,15.03,,
2001-05-22,14.91,,
2001-05-23,14.46,,
2001-05-24,14.18,,
2001-05-25,14.22,,
2001-05-29,13.74,,
2001-05-30,13.15,,
2001-05-31,13.43,,
2001-06-01,13.76,,
2001-06-04,13.8,,
2001-06-05,14.29,,
2001-06-06,14.18,,
2001-06-07,13.94,,
2001-06-08,13.68,,
2001-06-11,13.53,,
2001-06-12,13.65,,
2001-06-13,14.13,,
2001-06-14,13.47,,
2001-06-15,13.25,,
2001-06-18,12.73,,
2001-06-19,12.43,,
2001-06-20,12.63,,
2001-06-21,12.78,,
2001-06-22,12.15,,
2001-06-25,12.19,,
2001-06-26,12.23,,
2001-06-27,12.21,,
2001-06-28,12.54,,
2001-06-29,12.85,,
2001-07-02,13.0,,
2001-07-03,13.1,,
2001-07-05,12.71,,
2001-07-06,12.26,,
2001-07-09,12.17,,
2001-07-10,12.58,,
2001-07-11,12.55,,
2001-07-12,13.12,,
2001-07-13,13.04,,
2001-07-16,13.01,,
2001-07-17,12.92,,
2001-07-18,12.52,,
2001-07-19,12.85,,
2001-07-20,12.74,,
2001-07-23,12.64,,
2001-07-24,12.43,,
2001-07-25,12.93,,
2001-07-26,13.94,,
2001-07-27,14.15,,
2001-07-30,14.15,,
2001-07-31,14.18,,
2001-08-01,14.61,,
2001-08-02,14.6,,
2001-08-03,14.5,,
2001-08-06,14.54,,
2001-08-07,14.59,,
2001-08-08,14.49,,
2001-08-09,14.1,,
2001-08-10,14.12,,
2001-08-13,13.79,,
2001-08-14,13.84,,
2001-08-15,13.52,,
2001-08-16,13.65,,
2001-08-17,13.62,,
2001-08-20,13.71,,
2001-08-21,13.67,,
2001-08-22,13.8,,
2001-08-23,13.86,,
2001-08-24,14.08,,
2001-08-27,14.38,,
2001-08-28,14.28,,
2001-08-29,14.04,,
2001-08-30,13.61,,
2001-08-31,13.86,,
2001-09-04,13.57,,
2001-09-05,13.16,,
2001-09-06,12.87,,
2001-09-07,12.7,,
2001-09-10,12.84,,
2001-09-17,14.1,,
2001-09-18,13.58,,
2001-09-19,13.68,,
2001-09-20,14.08,,
2001-09-21,13.75,,
2001-09-24,13.98,,
2001-09-25,13.7,,
2001-09-26,13.79,,
2001-09-27,14.78,,
2001-09-28,15.03,,
2001-10-01,15.0,,
2001-10-02,14.86,,
2001-10-03,15.27,,
2001-10-04,15.1,,
2001-10-05,15.39,,
2001-10-08,15.6,,
2001-10-09,16.53,,
2001-10-10,16.89,,
2001-10-11,17.14,,
2001-10-12,17.48,,
2001-10-15,17.33,,
2001-10-16,17.14,,
2001-10-17,16.07,,
2001-10-18,16.19,,
2001-10-19,16.88,,
2001-10-22,16.29,,
2001-10-23,16.06,,
2001-10-24,15.79,,
2001-10-25,15.62,,
2001-10-26,15.9,,
2001-10-29,16.23,,
2001-10-30,16.05,,
2001-10-31,16.19,,
2001-11-01,16.21,,
2001-11-02,16.53,,
2001-11-05,16.47,,
2001-11-06,16.34,,
2001-11-07,16.49,,
2001-11-08,16.05,,
2001-11-09,15.61,,
2001-11-12,15.52,,
2001-11-13,15.49,,
2001-11-14,15.12,,
2001-11-15,15.11,,
2001-11-16,15.02,,
2001-11-19,14.63,,
2001-11-20,14.65,,
2001-11-21,14.59,,
2001-11-23,15.26,,
2001-11-26,15.58,,
2001-11-27,15.45,,
2001-11-28,15.14,,
2001-11-29,15.07,,
2001-11-30,15.07,,
2001-12-03,14.9,,
2001-12-04,15.23,,
2001-12-05,15.37,,
2001-12-06,15.48,,
2001-12-07,15.42,,
2001-12-10,15.16,,
2001-12-11,14.66,,
2001-12-12,14.55,,
2001-12-13,14.17,,
2001-12-14,14.17,,
2001-12-17,14.05,,
2001-12-18,14.01,,
2001-12-19,13.65,,
2001-12-20,13.21,,
2001-12-21,13.32,,
2001-12-24,13.34,,
2001-12-26,13.54,,
2001-12-27,14.22,,
2001-12-28,14.24,,
2001-12-31,14.41,,
2002-01-02,14.3,,
2002-01-03,14.72,,
2002-01-04,14.59,,
2002-01-07,14.53,,
2002-01-08,14.51,,
2002-01-09,14.27,,
2002-01-10,14.38,,
2002-01-11,14.45,,
2002-01-14,14.25,,
2002-01-15,14.28,,
2002-01-16,14.31,,
2002-01-17,15.12,,
2002-01-18,15.36,,
2002-01-22,15.62,,
2002-01-23,15.72,,
2002-01-24,16.05,,
2002-01-25,15.42,,
2002-01-28,15.7,,
2002-01-29,15.59,,
2002-01-30,15.97,,
2002-01-31,16.53,,
2002-02-01,16.53,,
2002-02-04,16.31,,
2002-02-05,16.1,,
2002-02-06,15.97,,
2002-02-07,15.32,,
2002-02-08,15.7,,
2002-02-11,16.11,,
2002-02-12,16.01,,
2002-02-13,15.95,,
2002-02-14,15.54,,
2002-02-15,15.64,,
2002-02-19,14.32,,
2002-02-20,15.6,,
2002-02-21,15.3,,
2002-02-22,15.69,,
2002-02-25,16.3,,
2002-02-26,15.84,,
2002-02-27,15.9,,
2002-02-28,16.18,,
2002-03-01,16.57,,
2002-03-04,17.43,,
2002-03-05,17.2,,
2002-03-06,17.17,,
2002-03-07,17.46,,
2002-03-08,16.94,,
2002-03-11,17.07,,
2002-03-12,16.37,,
2002-03-13,16.47,,
2002-03-14,16.48,,
2002-03-15,16.49,,
2002-03-18,16.48,,
2002-03-19,16.24,,
2002-03-20,16.27,,
2002-03-21,16.16,,
2002-03-22,16.12,,
2002-03-25,16.01,,
2002-03-26,16.28,,
2002-03-27,16.45,,
2002-03-28,16.96,,
2002-04-01,16.87,,
2002-04-02,16.6,,
2002-04-03,16.46,,
2002-04-04,16.75,,
2002-04-05,16.77,,
2002-04-08,16.84,,
2002-04-09,16.68,,
2002-04-10,16.99,,
2002-04-11,16.84,,
2002-04-12,16.8,,
2002-04-15,16.64,,
2002-04-16,17.6,,
2002-04-17,18.19,,
2002-04-18,17.44,,
2002-04-19,17.6,,
2002-04-22,17.23,,
2002-04-23,16.5,,
2002-04-24,16.26,,
2002-04-25,16.68,,
2002-04-26,16.36,,
2002-04-29,16.39,,
2002-04-30,17.11,,
2002-05-01,17.14,,
2002-05-02,17.11,,
2002-05-03,17.14,,
2002-05-06,16.97,,
2002-05-07,16.91,,
2002-05-08,17.01,,
2002-05-09,16.96,,
2002-05-10,16.07,,
2002-05-13,17.23,,
2002-05-14,17.79,,
2002-05-15,17.56,,
2002-05-16,17.68,,
2002-05-17,17.81,,
2002-05-20,17.99,,
2002-05-21,17.56,,
2002-05-22,17.56,,
2002-05-23,17.59,,
2002-05-24,17.58,,
2002-05-28,17.48,,
2002-05-29,17.41,,
2002-05-30,17.55,,
2002-05-31,17.81,,
2002-06-03,17.62,,
2002-06-04,17.7,,
2002-06-05,17.77,,
2002-06-06,17.59,,
2002-06-07,17.75,,
2002-06-10,17.8,,
2002-06-11,17.79,,
2002-06-12,17.69,,
2002-06-13,17.54,,
2002-06-14,17.46,,
2002-06-17,17.88,,
2002-06-18,18.0,,
2002-06-19,17.85,,
2002-06-20,17.67,,
2002-06-21,17.72,,
2002-06-24,17.83,,
2002-06-25,17.58,,
2002-06-26,17.0,,
2002-06-27,16.96,,
2002-06-28,17.12,,
2002-07-01,16.37,,
2002-07-02,16.51,,
2002-07-03,16.29,,
2002-07-05,16.49,,
2002-07-08,16.49,,
2002-07-09,16.59,,
2002-07-10,16.23,,
2002-07-11,16.34,,
2002-07-12,16.52,,
2002-07-15,16.34,,
2002-07-16,17.33,,
2002-07-17,17.29,,
2002-07-18,17.0,,
2002-07-19,16.42,,
2002-07-22,16.25,,
2002-07-23,16.03,,
2002-07-24,15.63,,
2002-07-25,15.06,,
2002-07-26,14.63,,
2002-07-29,14.78,,
2002-07-30,14.7,,
2002-07-31,15.17,,
2002-08-01,14.86,,
2002-08-02,14.58,,
2002-08-05,13.94,,
2002-08-06,14.87,,
2002-08-07,15.21,,
2002-08-08,15.76,,
2002-08-09,15.83,,
2002-08-12,15.74,,
2002-08-13,15.12,,
2002-08-14,15.59,,
2002-08-15,16.05,,
2002-08-16,16.42,,
2002-08-19,16.57,,
2002-08-20,16.65,,
2002-08-21,16.11,,
2002-08-22,16.12,,
2002-08-23,15.9,,
2002-08-26,15.85,,
2002-08-27,15.25,,
2002-08-28,14.9,,
2002-08-29,15.14,,
2002-08-30,15.09,,
2002-09-03,14.86,,
2002-09-04,14.98,,
2002-09-05,14.71,,
2002-09-06,15.06,,
2002-09-09,15.11,,
2002-09-10,15.97,,
2002-09-11,15.8,,
2002-09-12,15.38,,
2002-09-13,15.47,,
2002-09-16,15.47,,
2002-09-17,15.28,,
2002-09-18,15.15,,
2002-09-19,14.97,,
2002-09-20,15.19,,
2002-09-23,15.34,,
2002-09-24,15.26,,
2002-09-25,15.62,,
2002-09-26,15.92,,
2002-09-27,15.78,,
2002-09-30,15.82,,
2002-10-01,16.23,,
2002-10-02,15.83,,
2002-10-03,16.17,,
2002-10-04,15.88,,
2002-10-07,15.88,,
2002-10-08,15.25,,
2002-10-09,15.19,,
2002-10-10,15.23,,
2002-10-11,15.59,,
2002-10-14,15.75,,
2002-10-15,15.94,,
2002-10-16,13.23,,
2002-10-17,13.24,,
2002-10-18,12.49,,
2002-10-21,12.73,,
2002-10-22,12.83,,
2002-10-23,12.98,,
2002-10-24,12.55,,
2002-10-25,12.61,,
2002-10-28,12.64,,
2002-10-29,12.45,,
2002-10-30,12.65,,
2002-10-31,12.46,,
2002-11-01,12.59,,
2002-11-04,12.99,,
2002-11-05,12.61,,
2002-11-06,12.94,,
2002-11-07,12.72,,
2002-11-08,12.72,,
2002-11-11,12.09,,
2002-11-12,12.4,,
2002-11-13,12.26,,
2002-11-14,12.39,,
2002-11-15,12.19,,
2002-11-18,12.09,,
2002-11-19,11.81,,
2002-11-20,11.97,,
2002-11-21,12.38,,
2002-11-22,12.5,,
2002-11-25,12.69,,
2002-11-26,12.4,,
2002-11-27,12.61,,
2002-11-29,12.72,,
2002-12-02,12.49,,
2002-12-03,12.41,,
2002-12-04,12.21,,
2002-12-05,12.14,,
2002-12-06,12.19,,
2002-12-09,11.7,,
2002-12-10,11.64,,
2002-12-11,11.72,,
2002-12-12,11.91,,
2002-12-13,11.68,,
2002-12-16,11.81,,
2002-12-17,11.64,,
2002-12-18,11.48,,
2002-12-19,11.56,,
2002-12-20,11.67,,
2002-12-23,11.81,,
2002-12-24,11.85,,
2002-12-26,12.02,,
2002-12-27,12.08,,
2002-12-30,12.32,,
2002-12-31,12.42,,
2003-01-02,12.55,,
2003-01-03,12.73,,
2003-01-06,13.28,,
2003-01-07,13.32,,
2003-01-08,13.03,,
2003-01-09,13.09,,
2003-01-10,13.53,,
2003-01-13,13.66,,
2003-01-14,13.67,,
2003-01-15,14.71,,
2003-01-16,14.83,,
2003-01-17,14.8,,
2003-01-21,14.47,,
2003-01-22,14.27,,
2003-01-23,14.04,,
2003-01-24,13.89,,
2003-01-27,13.75,,
2003-01-28,14.42,,
2003-01-29,14.25,,
2003-01-30,14.64,,
2003-01-31,14.74,,
2003-02-03,14.87,,
2003-02-04,14.51,,
2003-02-05,14.35,,
2003-02-06,14.23,,
2003-02-07,14.24,,
2003-02-10,14.55,,
2003-02-11,14.5,,
2003-02-12,14.18,,
2003-02-13,13.86,,
2003-02-14,14.17,,
2003-02-18,14.36,,
2003-02-19,14.21,,
2003-02-20,14.38,,
2003-02-21,14.66,,
2003-02-24,14.43,,
2003-02-25,14.28,,
2003-02-26,14.12,,
2003-02-27,14.15,,
2003-02-28,14.15,,
2003-03-03,14.05,,
2003-03-04,14.62,,
2003-03-05,14.6,,
2003-03-06,14.55,,
2003-03-07,14.26,,
2003-03-10,12.84,,
2003-03-11,12.56,,
2003-03-12,12.28,,
2003-03-13,12.69,,
2003-03-14,13.0,,
2003-03-17,13.46,,
2003-03-18,13.44,,
2003-03-19,13.43,,
2003-03-20,13.62,,
2003-03-21,14.02,,
2003-03-24,13.52,,
2003-03-25,13.27,,
2003-03-26,13.14,,
2003-03-27,13.27,,
2003-03-28,13.23,,
2003-03-31,13.12,,
2003-04-01,13.16,,
2003-04-02,13.15,,
2003-04-03,12.89,,
2003-04-04,12.81,,
2003-04-07,13.23,,
2003-04-08,12.82,,
2003-04-09,12.69,,
2003-04-10,12.87,,
2003-04-11,12.88,,
2003-04-14,12.92,,
2003-04-15,13.42,,
2003-04-16,13.13,,
2003-04-17,13.26,,
2003-04-21,13.49,,
2003-04-22,13.58,,
2003-04-23,13.63,,
2003-04-24,13.61,,
2003-04-25,13.18,,
2003-04-28,13.24,,
2003-04-29,13.3,,
2003-04-30,13.49,,
2003-05-01,13.09,,
2003-05-02,13.34,,
2003-05-05,13.63,,
2003-05-06,13.54,,
2003-05-07,13.6,,
2003-05-08,13.54,,
2003-05-09,13.89,,
2003-05-12,13.87,,
2003-05-13,13.84,,
2003-05-14,13.55,,
2003-05-15,14.04,,
2003-05-16,13.88,,
2003-05-19,13.55,,
2003-05-20,13.63,,
2003-05-21,13.73,,
2003-05-22,13.75,,
2003-05-23,13.86,,
2003-05-27,14.22,,
2003-05-28,14.19,,
2003-05-29,14.27,,
2003-05-30,14.31,,
2003-06-02,14.3,,
2003-06-03,14.38,,
2003-06-04,14.59,,
2003-06-05,14.76,,
2003-06-06,14.81,,
2003-06-09,14.62,,
2003-06-10,14.86,,
2003-06-11,14.75,,
2003-06-12,14.81,,
2003-06-13,14.65,,
2003-06-16,14.9,,
2003-06-17,15.11,,
2003-06-18,15.28,,
2003-06-19,15.23,,
2003-06-20,15.4,,
2003-06-23,15.0,,
2003-06-24,14.71,,
2003-06-25,14.77,,
2003-06-26,14.51,,
2003-06-27,14.44,,
2003-06-30,14.2,,
2003-07-01,14.49,,
2003-07-02,14.46,,
2003-07-03,14.27,,
2003-07-07,14.5,,
2003-07-08,14.36,,
2003-07-09,14.63,,
2003-07-10,14.15,,
2003-07-11,14.37,,
2003-07-14,14.55,,
2003-07-15,14.46,,
2003-07-16,14.03,,
2003-07-17,13.8,,
2003-07-18,13.84,,
2003-07-21,13.96,,
2003-07-22,14.51,,
2003-07-23,14.6,,
2003-07-24,14.93,,
2003-07-25,14.74,,
2003-07-28,15.07,,
2003-07-29,15.23,,
2003-07-30,15.35,,
2003-07-31,15.29,,
2003-08-01,15.18,,
2003-08-04,15.18,,
2003-08-05,14.72,,
2003-08-06,14.6,,
2003-08-07,14.36,,
2003-08-08,14.3,,
2003-08-11,14.27,,
2003-08-12,14.42,,
2003-08-13,14.34,,
2003-08-14,14.78,,
2003-08-15,14.82,,
2003-08-18,14.93,,
2003-08-19,15.29,,
2003-08-20,15.2,,
2003-08-21,15.45,,
2003-08-22,15.38,,
2003-08-25,15.56,,
2003-08-26,15.42,,
2003-08-27,15.41,,
2003-08-28,15.57,,
2003-08-29,15.68,,
2003-09-02,16.08,,
2003-09-03,16.14,,
2003-09-04,16.66,,
2003-09-05,16.43,,
2003-09-08,16.57,,
2003-09-09,16.42,,
2003-09-10,16.11,,
2003-09-11,16.11,,
2003-09-12,16.06,,
2003-09-15,16.06,,
2003-09-16,16.39,,
2003-09-17,16.63,,
2003-09-18,16.97,,
2003-09-19,17.16,,
2003-09-22,16.85,,
2003-09-23,16.67,,
2003-09-24,16.21,,
2003-09-25,15.95,,
2003-09-26,16.07,,
2003-09-29,16.26,,
2003-09-30,16.91,,
2003-10-01,17.02,,
2003-10-02,16.96,,
2003-10-03,16.97,,
2003-10-06,17.06,,
2003-10-07,16.99,,
2003-10-08,17.08,,
2003-10-09,17.12,,
2003-10-10,17.23,,
2003-10-13,16.91,,
2003-10-14,17.11,,
2003-10-15,17.09,,
2003-10-16,17.06,,
2003-10-17,16.83,,
2003-10-20,16.88,,
2003-10-21,16.88,,
2003-10-22,16.73,,
2003-10-23,16.78,,
2003-10-24,16.83,,
2003-10-27,16.92,,
2003-10-28,17.19,,
2003-10-29,17.38,,
2003-10-30,17.68,,
2003-10-31,17.58,,
2003-11-03,17.93,,
2003-11-04,18.05,,
2003-11-05,17.9,,
2003-11-06,18.09,,
2003-11-07,18.01,,
2003-11-10,17.64,,
2003-11-11,17.54,,
2003-11-12,17.9,,
2003-11-13,17.83,,
2003-11-14,17.42,,
2003-11-17,17.37,,
2003-11-18,17.37,,
2003-11-19,17.37,,
2003-11-20,17.48,,
2003-11-21,17.49,,
2003-11-24,18.0,,
2003-11-25,18.21,,
2003-11-26,18.16,,
2003-11-28,18.31,,
2003-12-01,18.52,,
2003-12-02,18.55,,
2003-12-03,18.14,,
2003-12-04,17.86,,
2003-12-05,17.67,,
2003-12-08,17.8,,
2003-12-09,17.52,,
2003-12-10,17.62,,
2003-12-11,18.16,,
2003-12-12,18.11,,
2003-12-15,18.06,,
2003-12-16,17.86,,
2003-12-17,17.95,,
2003-12-18,18.01,,
2003-12-19,17.84,,
2003-12-22,17.82,,
2003-12-23,17.76,,
2003-12-24,17.77,,
2003-12-26,17.85,,
2003-12-29,18.26,,
2003-12-30,18.1,,
2003-12-31,17.93,,
2004-01-02,18.1,,
2004-01-05,18.61,,
2004-01-06,18.72,,
2004-01-07,18.28,,
2004-01-08,18.28,,
2004-01-09,18.49,,
2004-01-12,18.75,,
2004-01-13,18.93,,
2004-01-14,19.15,,
2004-01-15,18.97,,
2004-01-16,19.13,,
2004-01-20,22.46,,
2004-01-21,23.34,,
2004-01-22,22.98,,
2004-01-23,22.52,,
2004-01-26,23.21,,
2004-01-27,22.85,,
2004-01-28,22.56,,
2004-01-29,22.75,,
2004-01-30,23.0,,
2004-02-02,22.91,,
2004-02-03,23.1,,
2004-02-04,22.83,,
2004-02-05,22.81,,
2004-02-06,23.01,,
2004-02-09,23.16,,
2004-02-10,23.55,,
2004-02-11,23.73,,
2004-02-12,23.72,,
2004-02-13,23.05,,
2004-02-17,23.24,,
2004-02-18,23.19,,
2004-02-19,23.33,,
2004-02-20,22.53,,
2004-02-23,22.14,,
2004-02-24,21.96,,
2004-02-25,22.15,,
2004-02-26,22.61,,
2004-02-27,22.32,,
2004-03-01,22.61,,
2004-03-02,22.54,,
2004-03-03,22.32,,
2004-03-04,22.13,,
2004-03-05,22.32,,
2004-03-08,21.79,,
2004-03-09,21.55,,
2004-03-10,21.14,,
2004-03-11,20.98,,
2004-03-12,21.66,,
2004-03-15,21.1,,
2004-03-16,21.11,,
2004-03-17,21.21,,
2004-03-18,21.33,,
2004-03-19,21.73,,
2004-03-22,21.49,,
2004-03-23,21.46,,
2004-03-24,21.14,,
2004-03-25,21.92,,
2004-03-26,22.3,,
2004-03-29,22.98,,
2004-03-30,23.1,,
2004-03-31,22.87,,
2004-04-01,23.37,,
2004-04-02,23.74,,
2004-04-05,23.95,,
2004-04-06,23.62,,
2004-04-07,23.87,,
2004-04-08,23.71,,
2004-04-12,23.62,,
2004-04-13,23.11,,
2004-04-14,22.7,,
2004-04-15,22.67,,
2004-04-16,22.68,,
2004-04-19,22.92,,
2004-04-20,22.39,,
2004-04-21,22.93,,
2004-04-22,22.91,,
2004-04-23,22.6,,
2004-04-26,22.57,,
2004-04-27,21.92,,
2004-04-28,21.63,,
2004-04-29,21.32,,
2004-04-30,21.28,,
2004-05-03,20.99,,
2004-05-04,21.14,,
2004-05-05,21.19,,
2004-05-06,20.74,,
2004-05-07,20.64,,
2004-05-10,20.28,,
2004-05-11,20.5,,
2004-05-12,20.26,,
2004-05-13,20.5,,
2004-05-14,20.43,,
2004-05-17,20.12,,
2004-05-18,20.17,,
2004-05-19,20.28,,
2004-05-20,20.65,,
2004-05-21,20.69,,
2004-05-24,20.92,,
2004-05-25,21.21,,
2004-05-26,21.56,,
2004-05-27,21.59,,
2004-05-28,21.82,,
2004-06-01,21.66,,
2004-06-02,21.64,,
2004-06-03,21.43,,
2004-06-04,21.66,,
2004-06-07,21.85,,
2004-06-08,21.8,,
2004-06-09,21.77,,
2004-06-10,21.88,,
2004-06-14,21.37,,
2004-06-15,22.04,,
2004-06-16,22.27,,
2004-06-17,22.48,,
2004-06-18,22.59,,
2004-06-21,22.34,,
2004-06-22,22.44,,
2004-06-23,22.83,,
2004-06-24,22.86,,
2004-06-25,23.07,,
2004-06-28,23.22,,
2004-06-29,23.57,,
2004-06-30,23.97,,
2004-07-01,23.41,,
2004-07-02,23.51,,
2004-07-06,22.75,,
2004-07-07,22.91,,
2004-07-08,22.85,,
2004-07-09,23.02,,
2004-07-12,22.85,,
2004-07-13,22.96,,
2004-07-14,22.79,,
2004-07-15,22.51,,
2004-07-16,22.34,,
2004-07-19,22.36,,
2004-07-20,22.49,,
2004-07-21,21.81,,
2004-07-22,22.01,,
2004-07-23,21.48,,
2004-07-26,21.22,,
2004-07-27,21.42,,
2004-07-28,21.36,,
2004-07-29,22.6,,
2004-07-30,22.43,,
2004-08-02,22.68,,
2004-08-03,22.66,,
2004-08-04,22.74,,
2004-08-05,22.1,,
2004-08-06,21.57,,
2004-08-09,21.62,,
2004-08-10,21.96,,
2004-08-11,21.26,,
2004-08-12,20.7,,
2004-08-13,20.58,,
2004-08-16,21.19,,
2004-08-17,21.28,,
2004-08-18,21.58,,
2004-08-19,21.71,,
2004-08-20,22.07,,
2004-08-23,22.22,,
2004-08-24,21.99,,
2004-08-25,22.38,,
2004-08-26,22.37,,
2004-08-27,22.68,,
2004-08-30,22.53,,
2004-08-31,22.75,,
2004-09-01,23.12,,
2004-09-02,23.23,,
2004-09-03,22.88,,
