BWA,dcf,Deviation
33.84,36.038411090278125,-0.061001887257764675
34.24,35.79841109027813,-0.043532968162973806
34.0,35.54841109027813,-0.043557814337912615
33.75,34.76841109027813,-0.029291274991939287
32.97,35.21841109027813,-0.06384192303606773
33.42,35.25841109027813,-0.052141064597917675
33.46,35.22841109027813,-0.05019843460286377
33.43,34.11841109027813,-0.020177114592370038
32.32,34.638411090278126,-0.06693179673385274
32.84,34.25841109027813,-0.04140329469864534
32.46,34.928411090278125,-0.07067058057402376
33.13,35.47841109027813,-0.06619267938190287
33.68,35.14841109027813,-0.04177745294108859
33.35,35.39841109027813,-0.05786731740738238
33.6,35.82841109027813,-0.06219676012601072
34.03,35.33841109027813,-0.03702518166240021
33.54,36.19841109027813,-0.07343999391708389
34.4,35.47841109027813,-0.03039626232228987
33.68,36.16841109027813,-0.06880067482275987
34.37,36.64841109027813,-0.06216943715965184
34.85,36.41841109027813,-0.04306643379883235
34.62,36.458411090278126,-0.05042488236050291
34.66,35.458411090278126,-0.022516832134563236
33.66,34.54841109027813,-0.025714962345348757
32.75,33.94841109027813,-0.03530094787326643
32.15,34.39841109027813,-0.06536380661238128
32.6,34.72841109027813,-0.061287315585651814
32.93,35.27841109027813,-0.06656793822909135
33.48,36.52841109027813,-0.08345315329331282
34.73,35.14841109027813,-0.011904125316033576
33.35,34.94841109027813,-0.04573630217834912
33.15,35.498411090278125,-0.0661553860623717
33.7,32.29841109027813,0.043394980199002786
30.5,29.488411090278127,0.034304625862170646
27.69,30.218411090278128,-0.0836712123190212
28.42,31.08841109027813,-0.08583298395435157
29.29,31.31841109027813,-0.06476736908622382
29.52,32.56689845032911,-0.09355814017648101
30.29,30.796898450329117,-0.016459399349797232
28.52,30.956898450329117,-0.07871907627436137
28.68,31.696898450329115,-0.0951796105558016
29.42,32.846898450329114,-0.10432943784665838
30.57,33.28689845032912,-0.08162065487667136
31.01,33.61689845032912,-0.0775472625525212
31.34,33.446898450329115,-0.06299234153079991
31.17,33.81689845032911,-0.07827147289148717
31.54,34.13689845032911,-0.07607306369990618
31.86,34.446898450329115,-0.07509815300379818
32.17,34.13689845032911,-0.05761796002618824
31.86,34.53689845032912,-0.07750836266258909
32.26,35.47689845032912,-0.09067586488241264
33.2,35.29689845032912,-0.059407442081063744
33.02,35.53689845032912,-0.0708249329593873
33.26,36.21689845032912,-0.08164416548215625
33.94,36.486898450329114,-0.06980309531642703
34.21,34.766898450329116,-0.016018065319365338
32.49,35.45689845032911,-0.08367619786274827
33.18,35.38689845032911,-0.06236484537990328
33.11,34.406898450329116,-0.03769297753476275
32.13,34.986898450329114,-0.08165623638760233
32.71,34.85689845032911,-0.061591780846148136
32.58,35.53689845032912,-0.08320642991571303
33.26,35.70689845032911,-0.06852733103472786
33.43,35.986898450329114,-0.07105081461405383
33.71,35.986898450329114,-0.06327020522404292
33.71,36.276898450329114,-0.07075848708080024
34.0,36.086898450329116,-0.05782980915363434
33.81,36.57689845032912,-0.07564606534604135
34.3,36.526898450329114,-0.06096598793783026
34.25,36.276898450329114,-0.055872980792566196
34.0,36.28689845032912,-0.06302270373037011
34.01,36.486898450329114,-0.06788459845938954
34.21,36.50689845032912,-0.06291683347064536
34.23,36.736898450329114,-0.068239251435954
34.46,36.266898450329116,-0.04982224914556255
33.99,36.04689845032912,-0.05706173176489571
33.77,35.92689845032911,-0.06003575436134956
33.65,36.276898450329114,-0.07241243222393734
34.0,36.60689845032911,-0.0712133111704708
34.33,36.666898450329114,-0.06373319121863552
34.39,36.88689845032911,-0.06769065861396206
34.61,37.376898450329115,-0.07402696759352845
35.1,37.82689845032912,-0.07208887225871385
35.55,38.39689845032912,-0.07414396905031062
36.12,38.11689845032912,-0.0523887968726342
35.84,36.416898450329114,-0.015841504215851065
34.14,37.556898450329115,-0.09097924991990847
35.28,37.086898450329116,-0.04872066756267346
34.81,37.18689845032912,-0.06391763092326619
34.91,37.36689845032912,-0.06575066575554867
35.09,37.166898450329114,-0.05588032730535042
34.89,36.836898450329116,-0.05285185594423247
34.56,36.53689845032912,-0.054106903819891916
34.26,36.36689845032912,-0.05793451023069174
34.09,37.376898450329115,-0.08793930439940423
35.1,37.36689845032912,-0.06066595153307808
35.09,37.00689845032912,-0.051798408691341336
34.73,36.766898450329116,-0.05540033389220744
34.49,37.06689845032911,-0.0695202069248454
34.79,36.57689845032912,-0.04885319767491225
34.3,37.45689845032911,-0.08428082892435473
35.18,37.58928951056714,-0.06409510639699212
35.19,37.44928951056714,-0.060329302373804294
35.05,38.69928951056714,-0.09429861779686366
36.3,37.90928951056714,-0.04245105965698881
35.51,38.08928951056714,-0.06771692367355842
35.69,38.499289510567145,-0.07296990532243619
36.1,37.959289510567146,-0.048981146236932394
35.56,37.999289510567145,-0.06419302944832184
35.6,36.93928951056714,-0.0362565043429981
34.54,37.069289510567145,-0.06823139973713643
34.67,36.55928951056714,-0.05167741320632224
34.16,36.039289510567144,-0.05214557601131731
33.64,37.27928951056714,-0.09762228728998579
34.88,37.359289510567145,-0.06636340099203097
34.96,37.18928951056714,-0.05994439635459292
34.79,37.86928951056714,-0.08131363303523009
35.47,37.34928951056714,-0.05031660669302529
34.95,37.789289510567144,-0.0751347682727187
35.39,37.83928951056714,-0.06472873941999213
35.44,38.02928951056714,-0.06808671799791732
35.63,38.23928951056714,-0.0682358261349516
35.84,37.66928951056714,-0.048561826738303004
35.27,37.15928951056714,-0.05084299337935061
34.76,36.62928951056714,-0.05103264451874978
34.23,36.48928951056714,-0.06191651141666821
34.09,37.61928951056714,-0.09381595337083048
35.22,37.76928951056714,-0.06749635864486936
35.37,36.429289510567145,-0.029077962397808355
34.03,37.59928951056714,-0.09492970630639186
35.2,36.77928951056714,-0.04293964161850894
34.38,36.61928951056714,-0.06115054498588657
34.22,36.859289510567145,-0.07160445970643281
34.46,36.889289510567146,-0.06585351853608512
34.49,37.77928951056714,-0.08706594415035518
35.38,38.07928951056714,-0.07088602611186001
35.68,38.55928951056714,-0.07467174699310974
36.16,38.209289510567146,-0.05363327967667131
35.81,37.789289510567144,-0.052376997191589614
35.39,38.07928951056714,-0.07062341617011669
35.68,37.789289510567144,-0.05581712537827199
35.39,36.859289510567145,-0.03986212241410447
34.46,37.999289510567145,-0.09314093911105659
35.6,39.22928951056714,-0.09251479075575719
36.83,38.469289510567144,-0.04261293960515822
36.07,39.889289510567146,-0.09574724336855811
37.49,41.55928951056714,-0.09791528099950919
39.16,43.999289510567145,-0.1099856285044083
41.6,44.02928951056714,-0.05517439726080753
41.63,44.25928951056714,-0.05940650063845654
41.86,43.499289510567145,-0.03768543185444251
41.1,43.16928951056714,-0.047934296209823146
40.77,41.709289510567146,-0.022519911549420457
39.31,41.859289510567145,-0.060901404213360766
39.46,42.139289510567146,-0.06358174382354664
39.74,42.249289510567145,-0.05939246646833041
39.85,42.77928951056714,-0.06847447781580285
40.38,42.969289510567144,-0.06025907200374758
40.57,42.02928951056714,-0.03472077514420602
39.63,42.12928951056714,-0.05932427391020323
39.73,42.499289510567145,-0.06516084250958087
40.1,41.72928951056714,-0.03904426674109929
39.33,41.889289510567146,-0.06109651274752537
39.49,41.83928951056714,-0.05615032038184564
39.44,42.127326497250706,-0.06379057777203323
40.07,42.877326497250706,-0.06547345010959837
40.82,42.82732649725071,-0.046870226591883335
40.77,43.15732649725071,-0.05531683009610866
41.1,42.877326497250706,-0.0414514299851384
40.82,42.82732649725071,-0.046870226591883335
40.77,42.177326497250704,-0.03336689672216275
40.12,42.04732649725071,-0.04583707592863795
39.99,42.3573264972507,-0.05588942204377223
40.3,41.847326497250705,-0.03697551616236139
39.79,41.83732649725071,-0.04893540454563339
39.78,41.877326497250706,-0.05008262639183514
39.82,41.917326497250706,-0.05003483457820879
39.86,41.557326497250706,-0.04084301470555374
39.5,42.487326497250706,-0.07031100197476559
40.43,43.3573264972507,-0.06751630540310938
41.3,42.83732649725071,-0.035887545347849326
40.78,42.457326497250705,-0.03950617327163353
40.4,42.61732649725071,-0.05202875636494353
40.56,42.887326497250704,-0.0542660661629234
40.83,43.08732649725071,-0.052389569758864996
41.03,42.527326497250705,-0.035208573418023414
40.47,42.65732649725071,-0.051276689770787254
40.6,42.627326497250706,-0.04755931614386977
40.57,42.15732649725071,-0.03765244689684544
40.1,42.51732649725071,-0.05685509170965908
40.46,42.707326497250705,-0.05262156827811215
40.65,43.68732649725071,-0.0695242016570149
41.63,43.72732649725071,-0.04796374865000197
41.67,43.557326497250706,-0.04332971394306839
41.5,43.9673264972507,-0.0561172737533856
41.91,43.43732649725071,-0.03516161376431359
41.38,44.43732649725071,-0.06880086490891524
42.38,44.68732649725071,-0.05163268152532374
42.63,44.82732649725071,-0.04901756738460572
42.77,44.527326497250705,-0.039466247706545055
42.47,43.58732649725071,-0.02563420578963893
41.53,44.50732649725071,-0.06689519976974179
42.45,44.247326497250704,-0.040620002145494105
42.19,45.04732649725071,-0.06342943564975156
42.99,45.19732649725071,-0.04883754567618004
43.14,45.01732649725071,-0.041702309828758
42.96,43.957326497250705,-0.022688515811194354
41.9,43.747326497250704,-0.042227186097116176
41.69,43.997326497250704,-0.052442425050414965
41.94,43.61732649725071,-0.03845550912792506
41.56,43.847326497250705,-0.05216570039667345
41.79,44.667326497250706,-0.06441680581504705
42.61,45.07732649725071,-0.054735422195040684
43.02,46.00732649725071,-0.06493153861981571
43.95,45.707326497250705,-0.038447370080952004
43.65,44.817326497250704,-0.026046321556514873
42.76,44.627326497250706,-0.04184267003683817
42.57,42.8973264972507,-0.007630463806915344
40.84,43.5373264972507,-0.06195434387596199
41.48,43.26732649725071,-0.04130891926877622
41.21,43.33732649725071,-0.04908762651488574
41.28,43.25732649725071,-0.045710788376539635
41.2,43.807326497250706,-0.05951804653987125
41.75,43.987326497250706,-0.050862979758284355
41.93,44.01732649725071,-0.047420565112719415
41.96,43.847326497250705,-0.043043137359105366
41.79,42.02868617953599,-0.005679125407736518
40.34,40.37868617953599,-0.0009580841576661836
38.69,39.86868617953599,-0.029564209219941517
38.18,39.67868617953599,-0.03777055955821751
37.99,39.718686179535986,-0.043523246759019085
38.03,39.688686179535985,-0.041792418424554056
38.0,39.938686179535985,-0.0485415612026151
38.25,40.27868617953599,-0.050366245077941074
38.59,39.69868617953599,-0.027927528244183986
38.01,40.42868617953599,-0.059825990109969696
38.74,40.538686179535986,-0.04436962193520633
38.85,41.33868617953599,-0.060202353038688705
39.65,41.788686179535986,-0.05117859341994124
40.1,41.19868617953599,-0.026667990691453758
39.51,42.13868617953599,-0.062381778310225844
40.45,42.52868617953599,-0.04887727240763462
40.84,42.74868617953599,-0.04464900211248324
41.06,43.828686179535985,-0.06317064052968824
42.14,43.968686179535986,-0.04159064867367124
42.28,44.47868617953599,-0.049432354423894265
42.79,42.56868617953599,0.005198981700553551
40.88,42.688686179535985,-0.042369216328869475
41.0,43.01868617953599,-0.04692579803834829
41.33,43.41868617953599,-0.04810569741560777
41.73,43.29868617953599,-0.036229417517000595
41.61,43.58868617953599,-0.04539449001481821
41.9,43.828686179535985,-0.04400511052591183
42.14,43.51868617953599,-0.03168032632805662
41.83,43.33868617953599,-0.034811534740256556
41.65,43.70868617953599,-0.04710016153493646
42.02,43.898686179535986,-0.042795954572594
42.21,41.62868617953599,0.013964260557177477
39.94,41.81868617953599,-0.04492456246641552
40.13,42.08868617953599,-0.04653711857815901
40.4,43.05868617953599,-0.06174564101771307
41.37,42.508686179535985,-0.026787141214544508
40.82,42.73868617953599,-0.044893429139960084
41.05,42.11868617953599,-0.025373207867419922
40.43,42.67868617953599,-0.052688739528589545
40.99,43.87868617953599,-0.06583347021185892
42.19,44.19868617953599,-0.045446739556390114
42.51,46.04868617953599,-0.07684662632369699
44.36,45.95868617953599,-0.034785288972160266
44.27,45.99868617953599,-0.03758120770642892
44.31,45.60868617953599,-0.028474536065866474
43.92,45.40868617953599,-0.03278417203373929
43.72,44.11868617953599,-0.009036673891728908
42.43,44.648686179535986,-0.04969208210549514
42.96,45.34868617953599,-0.052673768101663465
43.66,45.61868617953599,-0.042936049754423666
43.93,44.92868617953599,-0.022228252469818854
43.24,45.008686179535985,-0.03929655205843685
43.32,42.67868617953599,0.015026559575105125
40.99,43.01868617953599,-0.04715825516077787
41.33,42.41868617953599,-0.025665249860124306
40.73,42.718686179535986,-0.04655307448309709
41.03,42.54868617953599,-0.03569290419750748
40.86,42.88868617953599,-0.047301196661602596
41.2,43.56868617953599,-0.054366711214912544
41.88,42.758686179535985,-0.020549887240373543
41.07,42.85868617953599,-0.04173450796048994
41.17,42.92868617953599,-0.04096762179445279
41.24,44.04868617953599,-0.06376322254171662
42.36,45.0071758780687,-0.05881675147181653
43.18,45.0071758780687,-0.04059743457396214
43.18,44.827175878068694,-0.036745029009836894
43.0,45.9171758780687,-0.06353125649136493
44.09,46.9071758780687,-0.060058526767667875
45.08,47.357175878068695,-0.048085128300973445
45.53,47.4371758780687,-0.04020424577910908
45.61,48.0271758780687,-0.05032933612847479
46.2,48.0871758780687,-0.03924488896694367
46.26,48.0471758780687,-0.03719627315045715
46.22,48.0171758780687,-0.03742777131733688
46.19,48.5871758780687,-0.04933762530434993
46.76,48.1171758780687,-0.028205642856261037
46.29,46.747175878068695,-0.009779753952648518
44.92,46.5471758780687,-0.03495756396330296
44.72,47.6671758780687,-0.061828204079207305
45.84,47.6871758780687,-0.0387352751354314
45.86,48.8471758780687,-0.06115350221116622
47.02,48.7371758780687,-0.03523338903273232
46.91,48.567175878068696,-0.03412131440850408
46.74,47.6571758780687,-0.019245283866910157
45.83,47.9771758780687,-0.04475411148679587
46.15,47.707175878068696,-0.032640286275770536
45.88,48.5071758780687,-0.05416056141203862
46.68,48.327175878068694,-0.03408384305808765
46.5,48.7971758780687,-0.047076000541685814
46.97,48.357175878068695,-0.028686039928519036
46.53,46.7271758780687,-0.004219725980941225
44.9,46.4871758780687,-0.034142230584875866
44.66,46.997175878068695,-0.0497301345113238
45.17,47.077175878068694,-0.04051168836058339
45.25,47.1871758780687,-0.041053015825196826
45.36,46.4371758780687,-0.02319641230761038
44.61,46.1671758780687,-0.0337290693756388
44.34,46.4471758780687,-0.045367147479544734
44.62,46.7571758780687,-0.045707976111344584
44.93,46.537175878068695,-0.034535311774819166
44.71,46.177175878068695,-0.03177275028561266
44.35,45.9871758780687,-0.03560070490976741
44.16,46.077175878068694,-0.04160792933885549
44.25,46.1971758780687,-0.04214924053383717
44.37,46.607175878068695,-0.048000674486724626
44.78,48.2371758780687,-0.07167036243596758
46.41,48.4871758780687,-0.04283969607329163
46.66,47.787175878068695,-0.02358741351329785
45.96,48.247175878068695,-0.047405383557555636
46.42,47.9071758780687,-0.031042862594401144
46.08,48.0271758780687,-0.040543210015350106
46.2,48.817175878068696,-0.053611783782938405
46.99,49.3771758780687,-0.04834573536492959
47.55,49.467175878068694,-0.03875652579792166
47.64,50.0971758780687,-0.04904819153976281
48.27,50.5871758780687,-0.04580559870853107
48.76,50.997175878068695,-0.04386862290997551
49.17,50.9171758780687,-0.03431407669295439
49.09,51.287175878068695,-0.0428406485725068
49.46,51.4171758780687,-0.03806463199593002
49.59,51.787175878068695,-0.042427026398231704
49.96,52.327175878068694,-0.045237982718284275
50.5,52.677175878068695,-0.04133053531776609
50.85,52.287175878068695,-0.0274862019976011
50.46,52.1171758780687,-0.03179711582887301
50.29,53.0571758780687,-0.052154601753172436
51.23,53.80817086139667,-0.0479141145317451
51.85,53.76817086139667,-0.03567483942017147
51.81,54.40817086139667,-0.04775332124315368
52.45,54.01817086139667,-0.029030432470962042
52.06,53.82817086139667,-0.032848429235122434
51.87,53.95817086139667,-0.0386998081673412
52.0,53.94817086139667,-0.03611189833297401
51.99,53.968170861396665,-0.0366543988766469
52.01,52.87817086139667,-0.016418322480789005
50.92,53.08817086139667,-0.040840941140303344
51.13,54.12817086139667,-0.05539021204086014
52.17,53.97817086139667,-0.03349818699932661
52.02,54.34817086139667,-0.042838072091407886
52.39,54.00817086139667,-0.029961593506831585
52.05,54.15817086139667,-0.038926182843064816
52.2,54.08817086139667,-0.03490912765815635
52.13,54.70817086139667,-0.047125883040916694
52.75,53.61817086139667,-0.016191728428052832
51.66,55.32817086139667,-0.06629842997314805
53.37,54.82817086139667,-0.02659528557104096
52.87,54.34817086139667,-0.027198171308587815
52.39,54.678170861396666,-0.041847977453322915
52.72,54.65817086139667,-0.035459855879764524
52.7,54.858170861396665,-0.039340919092060944
52.9,54.928170861396666,-0.036924056082523915
52.97,54.59817086139667,-0.02982097817031193
52.64,54.358170861396665,-0.03160832739897901
52.4,54.148170861396665,-0.03228494764618117
52.19,54.05817086139667,-0.03455852892593425
52.1,54.02817086139667,-0.03568824986400476
52.07,53.98817086139667,-0.03552946563648485
52.03,54.02817086139667,-0.03698387025766159
52.07,53.63817086139667,-0.02923609877467459
51.68,53.998170861396666,-0.04293054420948783
52.04,53.898170861396665,-0.03447558296876341
51.94,54.30817086139667,-0.043606161353521355
52.35,54.608170861396665,-0.04135225234202078
52.65,54.84817086139667,-0.04007737772972464
52.89,54.83817086139667,-0.035525817706806184
52.88,55.00817086139667,-0.03868826808946235
53.05,56.248170861396666,-0.05685821978598038
54.29,56.818170861396666,-0.0444958157411286
54.86,57.63817086139667,-0.04820019129471287
55.68,56.968170861396665,-0.02261211553607334
55.01,56.19817086139667,-0.021142518398456267
54.24,56.33817086139667,-0.03724243846252295
54.38,55.00817086139667,-0.01141959188171271
53.05,55.63817086139667,-0.04651789987568433
53.68,55.718170861396665,-0.03658000307416365
53.76,55.51817086139667,-0.03166838593775023
53.56,55.33817086139667,-0.03213280875962421
53.38,54.27817086139667,-0.016547552121647824
52.32,53.498170861396666,-0.02202263820288508
51.54,53.48817086139667,-0.03642246182702613
51.53,54.148170861396665,-0.04835197237037625
52.19,54.15817086139667,-0.036341162009213335
52.2,55.01817086139667,-0.0512225473379746
53.06,53.95817086139667,-0.016645687706942747
52.0,53.66817086139667,-0.031083057883692033
51.71,53.44817086139667,-0.032520680004263225
51.49,53.52817086139667,-0.03807660206948238
51.57,54.05817086139667,-0.04602765542652665
52.1,53.04817086139667,-0.01787377106505772
51.09,54.356247471023124,-0.06008964236842018
51.78,54.61624747102312,-0.05193047128563533
52.04,56.30624747102313,-0.0757686342571251
53.73,57.86624747102312,-0.07147944875973467
55.29,57.89624747102312,-0.04501582718858488
55.32,58.316247471023125,-0.051379291380364234
55.74,57.08624747102313,-0.023582693392247944
54.51,58.48624747102313,-0.0679860247999865
55.91,59.80624747102313,-0.06514783380968536
57.23,58.89624747102312,-0.02829123318668003
56.32,60.48624747102313,-0.06887925181701893
57.91,59.68624747102312,-0.02975974443502194
57.11,59.51624747102313,-0.04043009385285368
56.94,59.05624747102313,-0.03583443855049373
56.48,58.68624747102312,-0.03759394348927281
56.11,59.316247471023125,-0.054053444169566256
56.74,58.83624747102313,-0.03562850387519234
56.26,59.73624747102313,-0.05819326821138848
57.16,59.39624747102312,-0.03764964229624268
56.82,59.29624747102312,-0.04176061009987542
56.72,58.83624747102313,-0.03596843038069997
56.26,58.966247471023124,-0.045894856584743904
56.39,57.04624747102312,-0.011503779829803218
54.47,54.926247471023125,-0.008306547270752862
52.35,56.73624747102313,-0.07730943914229282
54.16,57.57624747102312,-0.05933431963836211
55.0,54.51624747102313,0.008873547821390382
51.94,55.18624747102312,-0.058823486281208814
52.61,55.54624747102312,-0.05286131115436521
52.97,54.886247471023125,-0.03491307129413057
52.31,56.066247471023125,-0.066996591362111
53.49,55.246247471023125,-0.03178944365306047
52.67,54.79624747102312,-0.038802793423901916
52.22,54.83624747102313,-0.047710184260978505
52.26,54.66624747102313,-0.04401705956309887
52.09,54.816247471023125,-0.0497342958848882
52.24,54.89624747102312,-0.048386685673282415
52.32,54.48624747102313,-0.03975769247414551
51.91,52.66624747102313,-0.01435924348776163
50.09,51.65624747102312,-0.030320581685723713
49.08,50.89624747102312,-0.03568529235985762
48.32,50.58624747102313,-0.04479967549127428
48.01,51.29624747102312,-0.06406409109905165
48.72,51.44624747102313,-0.05299215404502877
48.87,51.426247471023125,-0.04970705810225573
48.85,52.426247471023125,-0.06821482832620773
49.85,54.136247471023125,-0.07917518615078323
51.56,53.346247471023126,-0.033484032255378215
50.77,53.40624747102312,-0.049362155100926675
50.83,53.16624747102313,-0.043942305168263696
50.59,53.25624747102312,-0.05006450130520057
50.68,54.01624747102313,-0.061763777145253385
51.44,53.15624747102312,-0.03228684402447135
50.58,52.65624747102312,-0.03943022092802351
50.08,53.65624747102312,-0.06665109171032624
51.08,52.41624747102313,-0.0254930014164374
49.84,51.18624747102312,-0.0263009604637503
48.61,52.886247471023125,-0.08085745681551948
50.31,51.776247471023126,-0.028318921177972967
49.2,51.22624747102312,-0.03955486827664456
48.65,52.80624747102313,-0.07870749523157894
50.23,50.78386191321181,-0.010906258255001244
48.84,52.31386191321181,-0.06640423371868265
50.37,53.55386191321181,-0.05945158387216798
51.61,54.41386191321181,-0.05152844908681309
52.47,53.21386191321181,-0.013978724461400582
51.27,53.513861913211805,-0.041930479935289866
51.57,54.95386191321181,-0.061576416932369815
53.01,55.153861913211806,-0.038870567515023935
53.21,55.513861913211805,-0.04150066008402675
53.57,54.80386191321181,-0.022514141707125956
52.86,55.74386191321181,-0.05173416075301207
53.8,55.82386191321181,-0.036254423177641604
53.88,55.85386191321181,-0.035339757101825464
53.91,54.61386191321181,-0.012887971818040134
52.67,54.70386191321181,-0.03717949413587196
52.76,54.99386191321181,-0.04062020442821723
53.05,54.28386191321181,-0.022729810844786424
52.34,54.85386191321181,-0.04582834873484687
52.91,53.75386191321181,-0.015698628585500862
51.81,51.56386191321181,0.004773461056940764
49.62,50.88386191321181,-0.024838168049576725
48.94,50.48386191321181,-0.03058129577855806
48.54,50.38386191321181,-0.036596279903829854
48.44,49.78386191321181,-0.026993926577141947
47.84,51.07386191321181,-0.06331735631636792
49.13,51.13386191321181,-0.03918855017469458
49.19,51.57386191321181,-0.04622228828283903
49.63,51.87386191321181,-0.04325611840826371
49.93,52.42386191321181,-0.047571121664794935
50.48,52.55386191321181,-0.039461646351254265
50.61,52.92386191321181,-0.04372057951867225
50.98,52.693861913211805,-0.032524887168729144
50.75,53.763861913211805,-0.05605739256746334
51.82,54.333861913211805,-0.04626694706934742
52.39,53.86386191321181,-0.027362722628142877
51.92,54.27386191321181,-0.04337008331885095
52.33,54.61386191321181,-0.041818355875311464
52.67,54.11386191321181,-0.026681923303265243
52.17,53.49386191321181,-0.02474792183371688
51.55,53.403861913211806,-0.034714004695476364
51.46,50.42386191321181,0.020548566640364863
48.48,51.41386191321181,-0.05706363622643762
49.47,50.723861913211806,-0.024719370054219425
48.78,51.89386191321181,-0.06000443594696192
49.95,52.30386191321181,-0.045003596811218016
50.36,52.38386191321181,-0.03863521778071444
50.44,52.71386191321181,-0.04313593864466814
50.77,52.14386191321181,-0.02634752898622006
50.2,51.96386191321181,-0.03394401124684965
50.02,52.223861913211806,-0.04220028608520543
50.28,51.05386191321181,-0.0151577546577637
49.11,50.333861913211805,-0.024314882003730443
48.39,50.763861913211805,-0.04676283134782511
48.82,50.17386191321181,-0.026983410516687956
48.23,49.92386191321181,-0.03392890390083281
47.98,49.07386191321181,-0.022290112711046195
47.13,48.84386191321181,-0.035088583213528146
46.9,47.88386191321181,-0.02054683715768446
45.94,47.03386191321181,-0.023256901915267636
45.09,47.12386191321181,-0.04315991581839318
45.18,46.903861913211806,-0.036753091171928265
44.96,46.56386191321181,-0.03444434905766991
44.62,45.67386191321181,-0.02307363268764817
43.73,45.10386191321181,-0.030459961851057815
43.16,45.47077675073225,-0.05081894165564349
43.75,45.130776750732245,-0.03059501409334464
43.41,45.960776750732244,-0.055498991337034065
44.24,46.310776750732245,-0.044714792020833505
44.59,47.80077675073225,-0.06716997021775506
46.08,47.990776750732245,-0.03981549956269648
46.27,46.340776750732246,-0.0015273104098567636
44.62,46.22077675073225,-0.03463327237803049
44.5,46.80077675073225,-0.049161080445021654
45.08,46.58077675073225,-0.03221880044558634
44.86,47.39077675073224,-0.053402305770249736
45.67,47.72077675073225,-0.042974504825108006
46.0,46.75077675073224,-0.016059128915339005
45.03,46.07077675073224,-0.022590822732670768
44.35,46.25077675073224,-0.04109718548028818
44.53,46.15077675073225,-0.035119165154821164
44.43,45.740776750732245,-0.028656635148008536
44.02,46.19077675073225,-0.04699589189518949
44.47,47.520776750732246,-0.06419879806963036
45.8,47.280776750732244,-0.031318790690326725
45.56,47.740776750732245,-0.04567954061825763
46.02,45.89077675073224,0.0028158871655119544
44.17,46.36077675073224,-0.04725496215284264
44.64,47.030776750732244,-0.05083430289496593
45.31,47.33077675073225,-0.042694772607994036
45.61,48.08077675073225,-0.05138803733437225
46.36,47.270776750732246,-0.019267226251325265
45.55,46.72077675073225,-0.02505901725432902
45.0,45.660776750732246,-0.014471430355631254
43.94,45.630776750732245,-0.03705342909169551
43.91,45.990776750732245,-0.045243348726418664
44.27,45.740776750732245,-0.03215460810268589
44.02,46.26077675073225,-0.04843794047830763
44.54,47.00077675073224,-0.052356086874540964
45.28,47.62077675073225,-0.04915452687772992
45.9,47.670776750732244,-0.037145959672348905
45.95,46.05077675073225,-0.0021883832986735463
44.33,45.58077675073225,-0.02744088275573664
43.86,46.130776750732245,-0.049224767295864
44.41,47.630776750732245,-0.06761965624847244
45.91,47.910776750732246,-0.04176047408168293
46.19,46.920776750732244,-0.015574694225854668
45.2,46.23077675073225,-0.022296332079601466
44.51,45.490776750732245,-0.021559903364729016
43.77,45.530776750732244,-0.03867223176033174
43.81,46.00077675073224,-0.04762477735112092
44.28,45.89077675073224,-0.035100228516104615
44.17,45.39077675073224,-0.026894819567337525
43.67,46.00077675073224,-0.0506682042210328
44.28,44.93077675073224,-0.014483986207107669
43.21,45.44077675073225,-0.04909195903426755
43.72,46.05077675073225,-0.05061319081214388
44.33,46.590776750732246,-0.048524126627631614
44.87,45.87077675073225,-0.021817305518295416
44.15,44.700776750732246,-0.012321413424280725
42.98,46.850776750732244,-0.08261926523281704
45.13,47.50077675073224,-0.04991027332401876
45.78,46.98077675073225,-0.025558895228643297
45.26,46.240776750732245,-0.021210213574466286
44.52,45.160776750732246,-0.014188789406104574
43.44,45.100776750732244,-0.0368236839891074
43.38,44.490776750732245,-0.02496644994434627
42.77,44.50077675073224,-0.03889318068372283
42.78,44.32460638647771,-0.034847605255868164
42.6,44.944606386477716,-0.052166579596147566
43.22,45.384606386477714,-0.047694726446336544
43.66,44.68460638647771,-0.022929739553166906
42.96,43.42460638647771,-0.010699150208587471
41.7,43.96460638647771,-0.05150976143332964
42.24,42.624606386477716,-0.009023107052074208
40.9,40.304606386477715,0.014772346560417926
38.58,39.594606386477714,-0.025624863562836775
37.87,39.57460638647771,-0.04307323665662943
37.85,39.594606386477714,-0.04406171814031545
37.87,40.014606386477716,-0.05359558871488623
38.29,39.624606386477716,-0.033681252842253206
37.9,38.634606386477714,-0.019014206567271486
36.91,38.40460638647771,-0.0389173728650416
36.68,38.344606386477714,-0.04341174791833935
36.62,39.29460638647771,-0.06806548359772124
37.57,37.514606386477716,0.0014765878909035468
35.79,39.444606386477716,-0.09265161250868958
37.72,39.774606386477714,-0.0516562342946586
38.05,41.28460638647771,-0.07834896998163399
39.56,40.624606386477716,-0.0262059495752327
38.9,41.134606386477714,-0.05432424381268186
39.41,42.764606386477716,-0.07844352304242075
41.04,42.10460638647771,-0.0252847960792153
40.38,41.10460638647771,-0.017628349963134227
39.38,41.704606386477714,-0.05573979921871275
39.98,41.944606386477716,-0.046838117119894496
40.22,41.86460638647771,-0.03928393285954601
40.14,40.514606386477716,-0.009246205748718483
38.79,39.624606386477716,-0.02106283096764172
37.9,39.57460638647771,-0.042315174789708365
37.85,40.90460638647771,-0.07467634225879027
