date,TPR,dcf,Deviation
2010-09-02,38.16,41.00847166991718,-0.06946056641283593
2010-09-03,39.12,40.668471669917174,-0.03807548221839363
2010-09-07,38.78,41.17847166991717,-0.05824576708779039
2010-09-08,39.29,40.96847166991718,-0.04096983854903402
2010-09-09,39.08,40.838471669917176,-0.04305919389271662
2010-09-10,38.95,41.918471669917174,-0.07081536018994461
2010-09-13,40.03,42.57847166991718,-0.05985352620624329
2010-09-14,40.69,43.338471669917176,-0.06111133059995699
2010-09-15,41.45,43.38847166991717,-0.04467711341999592
2010-09-16,41.5,43.43847166991718,-0.044625687677212755
2010-09-17,41.55,43.61847166991717,-0.047421919905179966
2010-09-20,41.73,43.668471669917174,-0.04439064606084153
2010-09-21,41.78,43.268471669917176,-0.0344008376647158
2010-09-22,41.38,42.89847166991718,-0.03539687104941813
2010-09-23,41.01,44.32847166991718,-0.07486095380475766
2010-09-24,42.44,44.458471669917174,-0.04540128335727234
2010-09-27,42.57,45.598471669917174,-0.06641607841245167
2010-09-28,43.71,45.018471669917176,-0.02906521748474944
2010-09-29,43.13,44.848471669917174,-0.038317284980524
2010-09-30,42.96,45.00847166991718,-0.04551302441327587
2010-10-01,43.12,44.962649170619656,-0.04098177497565503
2010-10-04,42.9,45.712649170619656,-0.06152890330467653
2010-10-05,43.65,45.542649170619654,-0.041557731161599554
2010-10-06,43.48,45.962649170619656,-0.05401449253727142
2010-10-07,43.9,46.432649170619655,-0.054544576194937355
2010-10-08,44.37,45.962649170619656,-0.03465094374146116
2010-10-11,43.9,46.35264917061966,-0.05291281543783377
2010-10-12,44.29,46.292649170619654,-0.043260630067606276
2010-10-13,44.23,46.26264917061965,-0.04393715463900727
2010-10-14,44.2,46.792649170619654,-0.05540718930373223
2010-10-15,44.73,46.83264917061965,-0.04489707944898291
2010-10-18,44.77,45.58264917061965,-0.017828037321346524
2010-10-19,43.52,46.212649170619656,-0.05826649670479278
2010-10-20,44.15,46.48264917061965,-0.05018322346597348
2010-10-21,44.42,46.612649170619655,-0.04703978876192472
2010-10-22,44.55,46.542649170619654,-0.04281340246264986
2010-10-25,44.48,51.84264917061965,-0.14201915388984843
2010-10-26,49.78,51.76264917061965,-0.03830269899989969
2010-10-27,49.7,51.712649170619656,-0.03891986202406994
2010-10-28,49.65,52.06264917061965,-0.046341267858132196
2010-10-29,50.0,52.182649170619655,-0.04182710547107582
2010-11-01,50.12,51.822649170619655,-0.03285530936509817
2010-11-02,49.76,52.56264917061965,-0.053320165837193345
2010-11-03,50.5,54.462649170619656,-0.07275902349526808
2010-11-04,52.4,54.98264917061965,-0.046972075910807654
2010-11-05,52.92,55.08264917061965,-0.03926189468340202
2010-11-08,53.02,54.31264917061965,-0.023800149511375768
2010-11-09,52.25,54.782649170619656,-0.046230863402238254
2010-11-10,52.72,54.76264917061965,-0.037300043032168384
2010-11-11,52.7,53.62264917061965,-0.017206333235866622
2010-11-12,51.56,54.38264917061965,-0.05190348785260335
2010-11-15,52.32,52.90264917061966,-0.011013610466661494
2010-11-16,50.84,54.58264917061965,-0.06856847784944475
2010-11-17,52.52,56.35264917061966,-0.06801187214846793
2010-11-18,54.29,56.542649170619654,-0.039839823631577564
2010-11-19,54.48,57.282649170619656,-0.048926668218011504
2010-11-22,55.22,56.63264917061965,-0.024944077158808198
2010-11-23,54.57,58.69264917061965,-0.07024132031653751
2010-11-24,56.63,57.962649170619656,-0.022991515910476212
2010-11-26,55.9,58.02264917061965,-0.036583113679933055
2010-11-29,55.96,58.60264917061966,-0.04509436361700425
2010-11-30,56.54,58.69264917061965,-0.036676640108063596
2010-12-01,56.63,58.91264917061965,-0.03874633381379211
2010-12-02,56.85,58.67264917061966,-0.031064715781273233
2010-12-03,56.61,57.972649170619654,-0.023505035393660112
2010-12-06,55.91,58.152649170619654,-0.03856486682214133
2010-12-07,56.09,58.13264917061965,-0.03513772724557007
2010-12-08,56.07,59.182649170619655,-0.052593947960086984
2010-12-09,57.12,59.48264917061965,-0.039719972186219366
2010-12-10,57.42,59.402649170619654,-0.0333764436149131
2010-12-13,57.34,59.67264917061966,-0.03909075938542639
2010-12-14,57.61,59.74264917061965,-0.0356972648556142
2010-12-15,57.68,59.95264917061965,-0.037907401959034415
2010-12-16,57.89,60.292649170619654,-0.039849786062982506
2010-12-17,58.23,59.642649170619656,-0.023685218384221884
2010-12-20,57.58,60.09264917061965,-0.041812920636691286
2010-12-21,58.03,58.27264917061965,-0.004164031909879129
2010-12-22,56.21,57.962649170619656,-0.030237561527951096
2010-12-23,55.9,57.94264917061965,-0.035252947524108014
2010-12-27,55.88,57.83264917061965,-0.033763785657801804
2010-12-28,55.77,57.52264917061965,-0.03046885350188
2010-12-29,55.46,58.072649170619655,-0.04498932299340419
2010-12-30,56.01,57.37264917061965,-0.02375084975712538
2010-12-31,55.31,57.14731928764195,-0.03215057697446999
2011-01-03,54.56,54.86731928764195,-0.00560113545972285
2011-01-04,52.28,55.127319287641946,-0.051649877491507845
2011-01-05,52.54,55.46731928764195,-0.052775568122581884
2011-01-06,52.88,55.417319287641945,-0.045785673508890956
2011-01-07,52.83,56.07731928764195,-0.05790789090657511
2011-01-10,53.49,56.57731928764195,-0.05456814367513352
2011-01-11,53.99,56.89731928764195,-0.05109764966156172
2011-01-12,54.31,56.457319287641944,-0.03803438269361781
2011-01-13,53.87,56.96731928764195,-0.054370107745509766
2011-01-14,54.38,56.72731928764195,-0.04137899194107186
2011-01-18,54.14,56.22731928764195,-0.037122866857013936
2011-01-19,53.64,55.96731928764195,-0.04158354048870516
2011-01-20,53.38,55.58731928764195,-0.03970904364392813
2011-01-21,53.0,55.957319287641944,-0.05284955257488655
2011-01-24,53.37,55.67731928764195,-0.04144091915995107
2011-01-25,53.09,56.627319287641946,-0.062466656238376994
2011-01-26,54.04,56.58731928764195,-0.04501572648623864
2011-01-27,54.0,55.40731928764195,-0.025399519517195546
2011-01-28,52.82,56.67731928764195,-0.06805754640698058
2011-01-31,54.09,56.58731928764195,-0.04413213629978985
2011-02-01,54.0,56.447319287641946,-0.04335581066606542
2011-02-02,53.86,56.78731928764195,-0.05154881977813297
2011-02-03,54.2,57.17731928764195,-0.05207168375040361
2011-02-04,54.59,58.47731928764195,-0.06647567527028297
2011-02-07,55.89,59.79731928764195,-0.06534271659983015
2011-02-08,57.21,59.99731928764195,-0.046457397109341714
2011-02-09,57.41,60.197319287641946,-0.04630304672411156
2011-02-10,57.61,60.447319287641946,-0.046938711610028605
2011-02-11,57.86,60.557319287641945,-0.044541590007145415
2011-02-14,57.97,59.957319287641944,-0.03314556606688657
2011-02-15,57.37,59.917319287641945,-0.04251390612809569
2011-02-16,57.33,59.237319287641945,-0.03219793384606873
2011-02-17,56.65,60.86731928764195,-0.06928708766870573
2011-02-18,58.28,58.947319287641946,-0.011320604494085007
2011-02-22,56.36,56.767319287641946,-0.007175242600025666
2011-02-23,54.18,56.707319287641944,-0.04456777924596267
2011-02-24,54.12,57.11731928764195,-0.05247653995362589
2011-02-25,54.53,57.50731928764195,-0.05177287560127597
2011-02-28,54.92,56.49731928764194,-0.027918480160296077
2011-03-01,53.91,56.987319287641945,-0.05400007100016868
2011-03-02,54.4,58.03731928764195,-0.06267207604153513
2011-03-03,55.45,57.517319287641946,-0.03594255283879555
2011-03-04,54.93,57.207319287641944,-0.03980818042165968
2011-03-07,54.62,58.35731928764195,-0.06404199735804839
2011-03-08,55.77,58.637319287641944,-0.04889922190297402
2011-03-09,56.05,58.71731928764195,-0.045426448618599236
2011-03-10,56.13,58.667319287641945,-0.043249279470255586
2011-03-11,56.08,55.697319287641946,0.006870720480850245
2011-03-14,53.11,54.60731928764195,-0.027419754479337755
2011-03-15,52.02,53.25731928764195,-0.023232849572454084
2011-03-16,50.67,53.42731928764195,-0.05160878974288596
2011-03-17,50.84,52.417319287641945,-0.030091567235370098
2011-03-18,49.83,54.03731928764195,-0.07785951159505689
2011-03-21,51.45,53.67731928764195,-0.04149460735373833
2011-03-22,51.09,53.90731928764195,-0.05226227764376712
2011-03-23,51.32,54.18731928764195,-0.05291494994283419
2011-03-24,51.6,54.60731928764195,-0.055071725308488584
2011-03-25,52.02,53.807319287641945,-0.033217029045571556
2011-03-28,51.22,54.237319287641945,-0.055631792412893954
2011-03-29,51.65,54.97731928764195,-0.06052167204139902
2011-03-30,52.39,54.627319287641946,-0.040956051236218816
2011-03-31,52.04,55.28731928764195,-0.05873533623048721
2011-04-01,52.7,55.615953554160924,-0.052430163789626616
2011-04-04,52.93,55.77595355416093,-0.051024740462704665
2011-04-05,53.09,55.12595355416092,-0.036932758943763355
2011-04-06,52.44,54.005953554160925,-0.028995943060064255
2011-04-07,51.32,53.44595355416092,-0.039777633530413636
2011-04-08,50.76,53.615953554160924,-0.053266861164297796
2011-04-11,50.93,54.76595355416092,-0.0700426689433491
2011-04-12,52.08,56.655953554160924,-0.08076739101719455
2011-04-13,53.97,57.105953554160926,-0.054914651782965174
2011-04-14,54.42,57.145953554160926,-0.047701602381651775
2011-04-15,54.46,57.26595355416092,-0.04899863496566259
2011-04-18,54.58,57.76595355416092,-0.05515279084199309
2011-04-19,55.08,59.94595355416092,-0.08117234384743843
2011-04-20,57.26,60.33595355416092,-0.050980441560433354
2011-04-21,57.65,59.76595355416092,-0.03540399555816354
2011-04-25,57.08,59.935953554160925,-0.04765008955067607
2011-04-26,57.25,60.81595355416093,-0.0586351663628063
2011-04-27,58.13,63.02595355416092,-0.07768154669732386
2011-04-28,60.34,62.49595355416093,-0.03449749034219485
2011-04-29,59.81,61.825953554160925,-0.032606914059075565
2011-05-02,59.14,61.855953554160926,-0.04390771458696929
2011-05-03,59.17,61.31595355416093,-0.034998290490017236
2011-05-04,58.63,61.795953554160924,-0.0512323764271414
2011-05-05,59.11,62.355953554160926,-0.052055230802325325
2011-05-06,59.67,62.655953554160924,-0.04765634205183411
2011-05-09,59.97,63.34595355416092,-0.05329391010389439
2011-05-10,60.66,62.465953554160926,-0.028911005938540346
2011-05-11,59.78,63.905953554160924,-0.06456289789439007
2011-05-12,61.22,62.67595355416093,-0.023229858846946394
2011-05-13,59.99,61.755953554160925,-0.028595681104853443
2011-05-16,59.07,61.48595355416092,-0.039292771999263065
2011-05-17,58.8,62.49595355416093,-0.059139085716292006
2011-05-18,59.81,63.33595355416092,-0.05567064765427032
2011-05-19,60.65,62.16595355416092,-0.02438559158977871
2011-05-20,59.48,61.74595355416093,-0.03669800891767483
2011-05-23,59.06,62.645953554160926,-0.057241583066664714
2011-05-24,59.96,63.325953554160925,-0.053152828583656775
2011-05-25,60.64,66.36595355416092,-0.08627847936348876
2011-05-26,63.68,66.59595355416093,-0.043785746708911555
2011-05-27,63.91,66.34595355416093,-0.03671593252740524
2011-05-31,63.66,65.06595355416093,-0.02160812955719793
2011-06-01,62.38,64.47595355416092,-0.032507523171414365
2011-06-02,61.79,63.69595355416092,-0.02992267872307275
2011-06-03,61.01,62.965953554160926,-0.0310636692332229
2011-06-06,60.28,62.535953554160926,-0.03607450476000329
2011-06-07,59.85,61.26595355416092,-0.023111589259917076
2011-06-08,58.58,62.67595355416093,-0.0653512762374081
2011-06-09,59.99,61.80595355416092,-0.02938153122368037
2011-06-10,59.12,61.44595355416092,-0.037853648932483996
2011-06-13,58.76,62.435953554160925,-0.058875589222356806
2011-06-14,59.75,61.06595355416093,-0.021549709413671514
2011-06-15,58.38,61.31595355416093,-0.04788237618399871
2011-06-16,58.63,61.99595355416093,-0.0542931169083537
2011-06-17,59.31,63.06595355416093,-0.05955596232974292
2011-06-20,60.38,64.13595355416092,-0.05856237174347345
2011-06-21,61.45,63.27595355416092,-0.028856989924268772
2011-06-22,60.59,63.575953554160925,-0.046966712840840974
2011-06-23,60.89,61.34595355416092,-0.007432495995980726
2011-06-24,58.66,61.88595355416093,-0.05212739513398079
2011-06-27,59.2,63.31595355416093,-0.06500657927610787
2011-06-28,60.63,64.77595355416092,-0.06400451597666368
2011-06-29,62.09,66.61595355416092,-0.06794098579525965
2011-06-30,63.93,68.67595355416093,-0.06910648208791237
2011-07-01,65.99,69.08055524973636,-0.04473842514096127
2011-07-05,66.76,69.94055524973636,-0.045475121528268825
2011-07-06,67.62,69.20055524973637,-0.02284021051611984
2011-07-07,66.88,69.14055524973635,-0.032695069363721574
2011-07-08,66.82,68.53055524973637,-0.024960475564554163
2011-07-11,66.21,68.27055524973638,-0.03018219556291568
2011-07-12,65.95,68.24055524973637,-0.033565894083858905
2011-07-13,65.92,67.65055524973637,-0.025580798906201352
2011-07-14,65.33,67.80055524973636,-0.036438569575666824
2011-07-15,65.48,67.86055524973636,-0.035080102733842655
2011-07-18,65.54,69.72055524973636,-0.059961588584051984
2011-07-19,67.4,68.62055524973637,-0.017787020890377536
2011-07-20,66.3,69.59055524973637,-0.04728450919708438
2011-07-21,67.27,69.12055524973637,-0.0267728643534505
2011-07-22,66.8,68.64055524973635,-0.02681439919942119
2011-07-25,66.32,68.35055524973637,-0.029707955441140466
2011-07-26,66.03,66.37055524973637,-0.005131119491993741
2011-07-27,64.05,66.72055524973636,-0.04002597460018764
2011-07-28,64.4,66.88055524973637,-0.03708933396969882
2011-07-29,64.56,67.61055524973636,-0.045119511864210815
2011-08-01,65.29,63.35055524973637,0.0306144870020173
2011-08-02,61.03,64.24055524973637,-0.0499770781440988
2011-08-03,61.92,60.41055524973637,0.0249864405983955
2011-08-04,58.09,59.280555249736366,-0.02008340247018281
2011-08-05,56.96,52.52055524973637,0.0845277573543155
2011-08-08,50.2,55.410555249736376,-0.09403542747861493
2011-08-09,53.09,54.95055524973637,-0.033858716099966824
2011-08-10,52.63,55.19055524973637,-0.046394808643433594
2011-08-11,52.87,56.70055524973637,-0.06755763207017595
2011-08-12,54.38,57.10055524973637,-0.04764498765095504
2011-08-15,54.78,54.63055524973637,0.0027355524684027355
2011-08-16,52.31,53.32055524973637,-0.018952451732793363
2011-08-17,51.0,48.95055524973637,0.04186765073057419
2011-08-18,46.63,48.280555249736366,-0.03418674953505996
2011-08-19,45.96,49.52055524973637,-0.07190055183711463
2011-08-22,47.2,53.59055524973637,-0.11924778946506254
2011-08-23,51.27,54.92055524973637,-0.06646974403547912
2011-08-24,52.6,53.76055524973637,-0.021587486296322456
2011-08-25,51.44,57.08055524973637,-0.09881745587543889
2011-08-26,54.76,58.19055524973637,-0.05895381535737987
2011-08-29,55.87,58.030555249736366,-0.03723133856704197
2011-08-30,55.71,58.54055524973637,-0.04835203966995372
2011-08-31,56.22,57.70055524973637,-0.02565928947006335
2011-09-01,55.38,55.530555249736366,-0.002711214556729624
2011-09-02,53.21,55.45055524973637,-0.040406362743266144
2011-09-06,53.13,57.86055524973637,-0.08175786128077167
2011-09-07,55.54,57.06055524973637,-0.02664809767590537
2011-09-08,54.74,55.960555249736366,-0.02181099248013829
2011-09-09,53.64,57.210555249736366,-0.06241077776906945
2011-09-12,54.89,59.13055524973637,-0.07171512649976808
2011-09-13,56.81,59.42055524973637,-0.043933538466016775
2011-09-14,57.1,61.79055524973637,-0.07591055349444176
2011-09-15,59.47,61.81055524973637,-0.03786659479565757
2011-09-16,59.49,62.37055524973637,-0.046184537530608916
2011-09-19,60.05,61.67055524973637,-0.026277617303328893
2011-09-20,59.35,59.08055524973637,0.004560633344163234
2011-09-21,56.76,56.83055524973637,-0.0012415020304891167
2011-09-22,54.51,59.09055524973637,-0.0775175530231087
2011-09-23,56.77,59.82055524973637,-0.05099510088131143
2011-09-26,57.5,61.19055524973637,-0.060312498140834725
2011-09-27,58.87,59.82055524973637,-0.0158901107782774
2011-09-28,57.5,56.32055524973637,0.02094163924758452
2011-09-29,54.0,54.15055524973637,-0.002780308512849494
2011-09-30,51.83,53.43650256022265,-0.03006376696177171
2011-10-03,50.58,55.58650256022265,-0.09006687468416608
2011-10-04,52.73,56.10650256022265,-0.06018023591113064
2011-10-05,53.25,59.63650256022265,-0.1070904946810618
2011-10-06,56.78,59.32650256022265,-0.0429235240630893
2011-10-07,56.47,62.84650256022265,-0.10146153406249414
2011-10-10,59.99,62.14650256022265,-0.03470030446416361
2011-10-11,59.29,63.93650256022265,-0.07267370553849184
2011-10-12,61.08,63.45650256022265,-0.03745089099367338
2011-10-13,60.6,64.93650256022265,-0.06678066094183222
2011-10-14,62.08,63.35650256022265,-0.02014793286623251
2011-10-17,60.5,63.74650256022265,-0.05092832437600181
2011-10-18,60.89,62.056502560222654,-0.01879742673365492
2011-10-19,59.2,61.876502560222654,-0.043255556624547165
2011-10-20,59.02,63.39650256022265,-0.06903381706372913
2011-10-21,60.54,65.51650256022265,-0.0759580008967703
2011-10-24,62.66,64.41650256022265,-0.027267897051388545
2011-10-25,61.56,65.23650256022265,-0.0563565245826706
2011-10-26,62.38,67.64650256022266,-0.07785328673177339
2011-10-27,64.79,69.21650256022265,-0.06395154907417222
2011-10-28,66.36,67.92650256022264,-0.023061728503301127
2011-10-31,65.07,65.74650256022265,-0.010289559655329072
2011-11-01,62.89,67.11650256022266,-0.06297262817636062
2011-11-02,64.26,68.49650256022265,-0.06184991060671863
2011-11-03,65.64,67.92650256022264,-0.03366142041827436
2011-11-04,65.07,67.12650256022265,-0.030636223872644974
2011-11-07,64.27,68.31650256022265,-0.05923169964176023
2011-11-08,65.46,65.41650256022265,0.000664930683772047
2011-11-09,62.56,65.44650256022265,-0.04410476415552611
2011-11-10,62.59,67.27650256022265,-0.06966031796952465
2011-11-11,64.42,67.44650256022265,-0.044872638985547164
2011-11-14,64.59,67.24650256022265,-0.03950395127008455
2011-11-15,64.39,65.62650256022265,-0.018841512376618907
2011-11-16,62.77,64.32650256022265,-0.02419690948945097
2011-11-17,61.47,63.65650256022265,-0.03434845573166845
2011-11-18,60.8,62.64650256022265,-0.029474950472256456
2011-11-21,59.79,62.736502560222654,-0.046966318490486714
2011-11-22,59.88,61.556502560222654,-0.02723518215776599
2011-11-23,58.7,61.10650256022265,-0.03938210271240694
2011-11-25,58.25,64.98650256022265,-0.10366002623360082
2011-11-28,62.13,63.056502560222654,-0.014693212002010236
2011-11-29,60.2,65.44650256022265,-0.08016475067395568
2011-11-30,62.59,65.54650256022265,-0.04510542049907662
2011-12-01,62.69,65.05650256022265,-0.036376111027979
2011-12-02,62.2,66.32650256022265,-0.0622149879902969
2011-12-05,63.47,65.94650256022265,-0.03755320546318741
2011-12-06,63.09,65.50650256022266,-0.03688950662571355
2011-12-07,62.65,63.90650256022265,-0.019661576050709062
2011-12-08,61.05,65.30650256022265,-0.06517731609187782
2011-12-09,62.45,64.38650256022265,-0.030076219133216342
2011-12-12,61.53,62.91650256022265,-0.022037184264899534
2011-12-13,60.06,62.36650256022265,-0.036983035211817894
2011-12-14,59.51,61.66650256022265,-0.034970404850131476
2011-12-15,58.81,60.446502560222655,-0.027073569038873813
2011-12-16,57.59,59.77650256022265,-0.03657796067978092
2011-12-19,56.92,61.49650256022265,-0.07441890790034678
2011-12-20,58.64,62.72650256022265,-0.06514794215250985
2011-12-21,59.87,62.59650256022265,-0.043556787499422156
2011-12-22,59.74,64.04650256022265,-0.06724024557271124
2011-12-23,61.19,64.59650256022265,-0.05273509284882416
2011-12-27,61.74,63.71650256022265,-0.031020261326404786
2011-12-28,60.86,64.39650256022266,-0.05491761849823096
2011-12-29,61.54,63.89650256022265,-0.03687999289165533
2011-12-30,61.04,63.71286143477732,-0.04195167780234632
2012-01-03,60.04,65.2628614347773,-0.08002807906295917
2012-01-04,61.59,65.53286143477732,-0.06016617233632493
2012-01-05,61.86,66.31286143477732,-0.06714928806317577
2012-01-06,62.64,66.53286143477732,-0.05851035639874769
2012-01-09,62.86,65.99286143477731,-0.047472732151091934
2012-01-10,62.32,64.67286143477732,-0.03638097004800356
2012-01-11,61.0,65.02286143477731,-0.06186841590803471
2012-01-12,61.35,65.69286143477731,-0.06610857465980668
2012-01-13,62.02,66.34286143477732,-0.06515940586957025
2012-01-17,62.67,68.22286143477731,-0.08139297176923577
2012-01-18,64.55,68.67286143477732,-0.06003625520531197
2012-01-19,65.0,68.5128614347773,-0.051273021754046466
2012-01-20,64.84,67.91286143477731,-0.045247120646336625
2012-01-23,64.24,71.64286143477732,-0.10333006368704001
2012-01-24,67.97,72.97286143477731,-0.06855783556259254
2012-01-25,69.3,72.56286143477732,-0.04496599734714324
2012-01-26,68.89,72.14286143477732,-0.045089165720410884
2012-01-27,68.47,72.18286143477731,-0.0514368835063731
2012-01-30,68.51,73.72286143477731,-0.07070888640681872
2012-01-31,70.05,74.27286143477731,-0.05685604880708173
2012-02-01,70.6,74.43286143477731,-0.05149421049916114
2012-02-02,70.76,76.2628614347773,-0.07215650358836256
2012-02-03,72.59,76.2428614347773,-0.047910864912935724
2012-02-06,72.57,76.05286143477731,-0.0457952714608143
2012-02-07,72.38,76.88286143477731,-0.058567817986291626
2012-02-08,73.21,77.71286143477731,-0.057942293613219564
2012-02-09,74.04,78.21286143477731,-0.05335262459687795
2012-02-10,74.54,78.66286143477731,-0.05241179076857949
2012-02-13,74.99,79.4928614347773,-0.056644852801931544
2012-02-14,75.82,78.79286143477731,-0.03773008595757332
2012-02-15,75.12,78.19286143477731,-0.039298490660051644
2012-02-16,74.52,78.70286143477732,-0.05314751406140106
2012-02-17,75.03,77.97286143477731,-0.03774212438309654
2012-02-21,74.3,77.96286143477731,-0.046982131842885355
2012-02-22,74.29,77.65286143477731,-0.043306342775299544
2012-02-23,73.98,78.95286143477732,-0.06298519577894435
2012-02-24,75.28,79.72286143477731,-0.055728825519040015
2012-02-27,76.05,78.92286143477732,-0.036400877800806586
2012-02-28,75.25,78.5128614347773,-0.041558304908907884
2012-02-29,74.84,80.41286143477731,-0.06930311066342842
2012-03-01,76.74,80.16286143477731,-0.042698842999289055
2012-03-02,76.49,79.84286143477732,-0.0419932524276605
2012-03-05,76.17,76.79286143477731,-0.008110928843383713
2012-03-06,73.12,77.06286143477732,-0.05116422309486113
2012-03-07,73.39,80.46286143477731,-0.08790218628392332
2012-03-08,76.79,80.98286143477732,-0.0517746762770811
2012-03-09,77.31,80.93286143477731,-0.04476378779337886
2012-03-12,77.26,82.35286143477732,-0.06184194873193105
2012-03-13,78.68,82.44286143477731,-0.04564205280228173
2012-03-14,78.77,81.86286143477732,-0.0377810081466734
2012-03-15,78.19,81.5128614347773,-0.04076487288372399
2012-03-16,77.84,81.03286143477732,-0.039402057119101275
2012-03-19,77.36,81.91286143477731,-0.05558176524455205
2012-03-20,78.24,82.44286143477731,-0.0509790825019133
2012-03-21,78.77,82.04286143477731,-0.03989209271277283
2012-03-22,78.37,80.7628614347773,-0.02962823991457675
2012-03-23,77.09,82.70286143477732,-0.06786780212198384
2012-03-26,79.03,82.40286143477731,-0.04093136301397693
2012-03-27,78.73,81.0128614347773,-0.028179000153145006
2012-03-28,77.34,80.93286143477731,-0.04439311017901848
2012-03-29,77.26,80.95286143477732,-0.04561742932030399
2012-03-30,77.28,81.611936586292,-0.053079693577809506
2012-04-02,78.46,78.63193658629201,-0.0021865999205467057
2012-04-03,75.48,77.87193658629201,-0.030716284853676834
2012-04-04,74.72,78.691936586292,-0.050474505503323774
2012-04-05,75.54,78.40193658629201,-0.03650339150923976
2012-04-09,75.25,76.051936586292,-0.010544591266023695
2012-04-10,72.9,76.801936586292,-0.05080518486546126
2012-04-11,73.65,78.001936586292,-0.055792673576476326
2012-04-12,74.85,77.391936586292,-0.03284497970221678
2012-04-13,74.24,76.99193658629201,-0.035743179199131725
2012-04-16,73.84,78.271936586292,-0.056622293756663944
2012-04-17,75.12,78.48193658629201,-0.04283707477829002
2012-04-18,75.33,77.98193658629201,-0.03400706243499696
2012-04-19,74.83,78.82193658629201,-0.05064499502523334
2012-04-20,75.67,78.271936586292,-0.033242266638228046
2012-04-23,75.12,75.021936586292,0.001307129863212797
2012-04-24,71.87,75.251936586292,-0.044941522301075953
2012-04-25,72.1,76.421936586292,-0.056553612475023884
2012-04-26,73.27,77.061936586292,-0.04920634951920644
2012-04-27,73.91,76.311936586292,-0.031475240882872235
2012-04-30,73.16,76.72193658629199,-0.046426572956559164
2012-05-01,73.57,78.251936586292,-0.059831574661785236
2012-05-02,75.1,77.40193658629201,-0.029740038658150225
2012-05-03,74.25,75.68193658629201,-0.01892045382135965
2012-05-04,72.53,75.21193658629201,-0.03565839025052864
2012-05-07,72.06,73.951936586292,-0.02558332713957212
2012-05-08,70.8,72.73193658629201,-0.02656242466471226
2012-05-09,69.58,71.85193658629201,-0.031619698705872556
2012-05-10,68.7,71.46193658629201,-0.03864905876090974
2012-05-11,68.31,70.301936586292,-0.02833402155070075
2012-05-14,67.15,69.891936586292,-0.039231086162660134
2012-05-15,66.74,70.671936586292,-0.05563646301797642
2012-05-16,67.52,68.411936586292,-0.013037733337177948
2012-05-17,65.26,69.04193658629201,-0.05477738275149846
2012-05-18,65.89,71.04193658629201,-0.07251965295222695
2012-05-21,67.89,71.60193658629201,-0.051841287586104956
2012-05-22,68.45,72.201936586292,-0.051964486877826066
2012-05-23,69.05,72.421936586292,-0.04655960259049807
2012-05-24,69.27,72.061936586292,-0.038743568637636505
2012-05-25,68.91,73.26193658629201,-0.0594024235377133
2012-05-29,70.11,71.751936586292,-0.022883515963605272
2012-05-30,68.6,70.60193658629201,-0.02835526450248549
2012-05-31,67.45,66.281936586292,0.017622650662708184
2012-06-01,63.13,67.21193658629201,-0.06073231621664843
2012-06-04,64.06,67.10193658629201,-0.045333066988016535
2012-06-05,63.95,65.99193658629201,-0.030942213426665255
2012-06-06,62.84,65.221936586292,-0.036520482386176556
2012-06-07,62.07,67.15193658629201,-0.07567818360326195
2012-06-08,64.0,64.971936586292,-0.014959329171312818
2012-06-11,61.82,65.13193658629201,-0.050849656249727704
2012-06-12,61.98,63.30193658629201,-0.020883035458006405
2012-06-13,60.15,63.08193658629201,-0.04647822728589368
2012-06-14,59.93,64.361936586292,-0.06885959033177902
2012-06-15,61.21,63.87193658629201,-0.04167615276069936
2012-06-18,60.72,64.971936586292,-0.06544266355128303
2012-06-19,61.82,64.85193658629201,-0.04675167382638934
2012-06-20,61.7,63.001936586292004,-0.020665024868065318
2012-06-21,59.85,62.94193658629201,-0.0491236328906568
2012-06-22,59.79,60.891936586292005,-0.018096592883532492
2012-06-25,57.74,60.79193658629201,-0.05020298344929175
2012-06-26,57.64,60.80193658629201,-0.052003879544272213
2012-06-27,57.65,59.27193658629201,-0.027364325846358728
2012-06-28,56.12,61.63193658629201,-0.08943312333816811
2012-06-29,58.48,61.688410629349704,-0.05200994152089944
2012-07-02,58.57,61.468410629349705,-0.0471528480999277
2012-07-03,58.35,62.80841062934971,-0.0709842931014455
2012-07-05,59.69,60.678410629349706,-0.016289329583587087
2012-07-06,57.56,60.80841062934971,-0.05342041661226771
2012-07-09,57.69,60.038410629349706,-0.03911513653896914
2012-07-10,56.92,58.95841062934971,-0.03457370386329539
2012-07-11,55.84,58.41841062934971,-0.04413695274438534
2012-07-12,55.3,60.29841062934971,-0.08289456682489704
2012-07-13,57.18,59.44841062934971,-0.038157632901119065
2012-07-16,56.33,59.54841062934971,-0.05404696104119777
2012-07-17,56.43,61.108410629349706,-0.0765591934263582
2012-07-18,57.99,64.1384106293497,-0.09586159945373196
2012-07-19,61.02,61.95841062934971,-0.015145815068812962
2012-07-20,58.84,61.118410629349704,-0.037278630217775666
2012-07-23,58.0,60.13841062934971,-0.03555815005703
2012-07-24,57.02,60.468410629349705,-0.05702829946180099
2012-07-25,57.35,62.83841062934971,-0.0873416525717513
2012-07-26,59.72,65.2184106293497,-0.08430764528437162
2012-07-27,62.1,63.69841062934971,-0.025093414632440192
2012-07-30,60.58,52.44841062934971,0.15503976713643097
2012-07-31,49.33,52.94841062934971,-0.06833841821389819
2012-08-01,49.83,53.40841062934971,-0.06700088220530676
