date,DXC,dcf,Deviation
1990-11-19,3.87,,
1990-11-20,3.87,,
1990-11-21,3.93,,
1990-11-23,3.9,,
1990-11-26,3.85,,
1990-11-27,3.89,,
1990-11-28,3.93,,
1990-11-29,3.95,,
1990-11-30,4.06,,
1990-12-03,4.12,,
1990-12-04,4.09,,
1990-12-05,4.06,,
1990-12-06,4.06,,
1990-12-07,4.05,,
1990-12-10,3.97,,
1990-12-11,3.87,,
1990-12-12,3.89,,
1990-12-13,3.89,,
1990-12-14,3.89,,
1990-12-17,3.88,,
1990-12-18,3.97,,
1990-12-19,4.05,,
1990-12-20,4.09,,
1990-12-21,3.97,,
1990-12-24,3.97,,
1990-12-26,4.06,,
1990-12-27,4.1,,
1990-12-28,4.09,,
1990-12-31,4.05,,
1991-01-02,4.09,,
1991-01-03,4.08,,
1991-01-04,4.11,,
1991-01-07,4.09,,
1991-01-08,4.04,,
1991-01-09,4.05,,
1991-01-10,4.08,,
1991-01-11,4.11,,
1991-01-14,4.09,,
1991-01-15,4.15,,
1991-01-16,4.25,,
1991-01-17,4.33,,
1991-01-18,4.39,,
1991-01-21,4.38,,
1991-01-22,4.37,,
1991-01-23,4.24,,
1991-01-24,4.07,,
1991-01-25,4.09,,
1991-01-28,4.13,,
1991-01-29,4.13,,
1991-01-30,4.19,,
1991-01-31,4.35,,
1991-02-01,4.43,,
1991-02-04,4.62,,
1991-02-05,4.72,,
1991-02-06,4.76,,
1991-02-07,4.68,,
1991-02-08,4.7,,
1991-02-11,4.87,,
1991-02-12,4.76,,
1991-02-13,4.78,,
1991-02-14,4.85,,
1991-02-15,4.87,,
1991-02-19,4.87,,
1991-02-20,4.83,,
1991-02-21,4.85,,
1991-02-22,4.87,,
1991-02-25,5.01,,
1991-02-26,4.96,,
1991-02-27,4.99,,
1991-02-28,4.99,,
1991-03-01,4.99,,
1991-03-04,4.96,,
1991-03-05,5.12,,
1991-03-06,5.19,,
1991-03-07,5.24,,
1991-03-08,5.27,,
1991-03-11,5.22,,
1991-03-12,5.13,,
1991-03-13,5.13,,
1991-03-14,5.09,,
1991-03-15,5.1,,
1991-03-18,5.05,,
1991-03-19,5.05,,
1991-03-20,5.09,,
1991-03-21,5.01,,
1991-03-22,4.97,,
1991-03-25,5.05,,
1991-03-26,5.21,,
1991-03-27,5.36,,
1991-03-28,5.51,,
1991-04-01,5.51,,
1991-04-02,5.65,,
1991-04-03,5.66,,
1991-04-04,5.64,,
1991-04-05,5.49,,
1991-04-08,5.52,,
1991-04-09,5.51,,
1991-04-10,5.61,,
1991-04-11,5.8,,
1991-04-12,5.84,,
1991-04-15,5.84,,
1991-04-16,5.9,,
1991-04-17,6.07,,
1991-04-18,5.92,,
1991-04-19,5.85,,
1991-04-22,5.69,,
1991-04-23,5.51,,
1991-04-24,5.46,,
1991-04-25,5.45,,
1991-04-26,5.57,,
1991-04-29,5.46,,
1991-04-30,5.4,,
1991-05-01,5.46,,
1991-05-02,5.57,,
1991-05-03,5.72,,
1991-05-06,5.69,,
1991-05-07,5.69,,
1991-05-08,5.7,,
1991-05-09,5.75,,
1991-05-10,5.59,,
1991-05-13,5.51,,
1991-05-14,5.4,,
1991-05-15,5.29,,
1991-05-16,5.29,,
1991-05-17,5.24,,
1991-05-20,5.23,,
1991-05-21,5.38,,
1991-05-22,5.54,,
1991-05-23,5.59,,
1991-05-24,5.57,,
1991-05-28,5.41,,
1991-05-29,5.41,,
1991-05-30,5.38,,
1991-05-31,5.44,,
1991-06-03,5.51,,
1991-06-04,5.35,,
1991-06-05,5.39,,
1991-06-06,5.45,,
1991-06-07,5.44,,
1991-06-10,5.5,,
1991-06-11,5.61,,
1991-06-12,5.5,,
1991-06-13,5.61,,
1991-06-14,5.65,,
1991-06-17,5.58,,
1991-06-18,5.55,,
1991-06-19,5.53,,
1991-06-20,5.53,,
1991-06-21,5.58,,
1991-06-24,5.54,,
1991-06-25,5.51,,
1991-06-26,5.65,,
1991-06-27,5.74,,
1991-06-28,5.72,,
1991-07-01,5.84,,
1991-07-02,5.78,,
1991-07-03,5.68,,
1991-07-05,5.77,,
1991-07-08,5.73,,
1991-07-09,5.59,,
1991-07-10,5.63,,
1991-07-11,5.72,,
1991-07-12,5.7,,
1991-07-15,5.96,,
1991-07-16,5.85,,
1991-07-17,5.81,,
1991-07-18,5.8,,
1991-07-19,5.82,,
1991-07-22,5.71,,
1991-07-23,5.64,,
1991-07-24,5.68,,
1991-07-25,5.68,,
1991-07-26,5.64,,
1991-07-29,5.09,,
1991-07-30,4.72,,
1991-07-31,4.7,,
1991-08-01,4.71,,
1991-08-02,4.69,,
1991-08-05,4.45,,
1991-08-06,4.55,,
1991-08-07,4.42,,
1991-08-08,4.45,,
1991-08-09,4.6,,
1991-08-12,4.52,,
1991-08-13,4.45,,
1991-08-14,4.5,,
1991-08-15,4.5,,
1991-08-16,4.47,,
1991-08-19,4.39,,
1991-08-20,4.52,,
1991-08-21,4.68,,
1991-08-22,4.75,,
1991-08-23,4.74,,
1991-08-26,4.79,,
1991-08-27,4.76,,
1991-08-28,4.84,,
1991-08-29,4.9,,
1991-08-30,4.91,,
1991-09-03,4.84,,
1991-09-04,4.8,,
1991-09-05,4.76,,
1991-09-06,4.76,,
1991-09-09,4.8,,
1991-09-10,4.74,,
1991-09-11,4.83,,
1991-09-12,4.84,,
1991-09-13,4.84,,
1991-09-16,4.85,,
1991-09-17,4.86,,
1991-09-18,4.84,,
1991-09-19,4.87,,
1991-09-20,4.94,,
1991-09-23,5.14,,
1991-09-24,5.36,,
1991-09-25,5.35,,
1991-09-26,5.35,,
1991-09-27,5.36,,
1991-09-30,5.28,,
1991-10-01,5.38,,
1991-10-02,5.39,,
1991-10-03,5.45,,
1991-10-04,5.36,,
1991-10-07,5.32,,
1991-10-08,5.33,,
1991-10-09,5.26,,
1991-10-10,5.31,,
1991-10-11,5.3,,
1991-10-14,5.43,,
1991-10-15,5.58,,
1991-10-16,5.63,,
1991-10-17,5.6,,
1991-10-18,5.57,,
1991-10-21,5.54,,
1991-10-22,5.48,,
1991-10-23,5.52,,
1991-10-24,5.53,,
1991-10-25,5.55,,
1991-10-28,5.59,,
1991-10-29,5.6,,
1991-10-30,5.64,,
1991-10-31,5.63,,
1991-11-01,5.54,,
1991-11-04,5.48,,
1991-11-05,5.41,,
1991-11-06,5.53,,
1991-11-07,5.75,,
1991-11-08,5.78,,
1991-11-11,5.69,,
1991-11-12,5.72,,
1991-11-13,5.67,,
1991-11-14,5.67,,
1991-11-15,5.52,,
1991-11-18,5.57,,
1991-11-19,5.45,,
1991-11-20,5.57,,
1991-11-21,5.49,,
1991-11-22,5.41,,
1991-11-25,5.36,,
1991-11-26,5.42,,
1991-11-27,5.34,,
1991-11-29,5.33,,
1991-12-02,5.34,,
1991-12-03,5.28,,
1991-12-04,5.4,,
1991-12-05,5.36,,
1991-12-06,5.27,,
1991-12-09,5.25,,
1991-12-10,5.27,,
1991-12-11,5.28,,
1991-12-12,5.34,,
1991-12-13,5.43,,
1991-12-16,5.57,,
1991-12-17,5.63,,
1991-12-18,5.6,,
1991-12-19,5.63,,
1991-12-20,5.92,,
1991-12-23,5.95,,
1991-12-24,6.12,,
1991-12-26,6.32,,
1991-12-27,6.56,,
1991-12-30,6.54,,
1991-12-31,6.7,,
1992-01-02,6.51,,
1992-01-03,6.41,,
1992-01-06,6.48,,
1992-01-07,6.44,,
1992-01-08,6.52,,
1992-01-09,6.5,,
1992-01-10,6.54,,
1992-01-13,6.53,,
1992-01-14,6.51,,
1992-01-15,6.52,,
1992-01-16,6.64,,
1992-01-17,6.68,,
1992-01-20,6.58,,
1992-01-21,6.62,,
1992-01-22,6.71,,
1992-01-23,6.81,,
1992-01-24,6.79,,
1992-01-27,6.69,,
1992-01-28,6.64,,
1992-01-29,6.62,,
1992-01-30,6.57,,
1992-01-31,6.54,,
1992-02-03,6.52,,
1992-02-04,6.53,,
1992-02-05,6.54,,
1992-02-06,6.6,,
1992-02-07,6.6,,
1992-02-10,6.61,,
1992-02-11,6.62,,
1992-02-12,6.69,,
1992-02-13,7.03,,
1992-02-14,6.64,,
1992-02-18,6.59,,
1992-02-19,6.57,,
1992-02-20,6.73,,
1992-02-21,6.75,,
1992-02-24,6.77,,
1992-02-25,6.73,,
1992-02-26,6.64,,
1992-02-27,6.87,,
1992-02-28,6.82,,
1992-03-02,6.32,,
1992-03-03,6.48,,
1992-03-04,6.25,,
1992-03-05,6.09,,
1992-03-06,6.07,,
1992-03-09,6.13,,
1992-03-10,6.21,,
1992-03-11,6.25,,
1992-03-12,6.21,,
1992-03-13,6.21,,
1992-03-16,6.25,,
1992-03-17,6.21,,
1992-03-18,5.94,,
1992-03-19,5.93,,
1992-03-20,5.74,,
1992-03-23,5.61,,
1992-03-24,5.63,,
1992-03-25,5.63,,
1992-03-26,5.65,,
1992-03-27,5.63,,
1992-03-30,5.65,,
1992-03-31,5.68,,
1992-04-01,5.62,,
1992-04-02,5.48,,
1992-04-03,5.46,,
1992-04-06,5.46,,
1992-04-07,5.52,,
1992-04-08,5.38,,
1992-04-09,5.3,,
1992-04-10,5.27,,
1992-04-13,5.29,,
1992-04-14,5.34,,
1992-04-15,5.64,,
1992-04-16,5.84,,
1992-04-20,5.75,,
1992-04-21,5.66,,
1992-04-22,5.63,,
1992-04-23,5.65,,
1992-04-24,5.72,,
1992-04-27,5.61,,
1992-04-28,5.63,,
1992-04-29,5.64,,
1992-04-30,5.69,,
1992-05-01,5.68,,
1992-05-04,5.69,,
1992-05-05,5.68,,
1992-05-06,5.83,,
1992-05-07,5.85,,
1992-05-08,5.88,,
1992-05-11,5.92,,
1992-05-12,5.94,,
1992-05-13,5.99,,
1992-05-14,5.9,,
1992-05-15,5.98,,
1992-05-18,5.96,,
1992-05-19,6.04,,
1992-05-20,6.16,,
1992-05-21,6.17,,
1992-05-22,6.29,,
1992-05-26,6.15,,
1992-05-27,6.21,,
1992-05-28,6.29,,
1992-05-29,6.3,,
1992-06-01,6.29,,
1992-06-02,6.0,,
1992-06-03,5.78,,
1992-06-04,5.75,,
1992-06-05,5.71,,
1992-06-08,5.68,,
1992-06-09,5.63,,
1992-06-10,5.61,,
1992-06-11,5.55,,
1992-06-12,5.49,,
1992-06-15,5.51,,
1992-06-16,5.49,,
1992-06-17,5.44,,
1992-06-18,5.3,,
1992-06-19,5.26,,
1992-06-22,5.18,,
1992-06-23,5.15,,
1992-06-24,5.13,,
1992-06-25,5.06,,
1992-06-26,5.08,,
1992-06-29,5.15,,
1992-06-30,5.2,,
1992-07-01,5.13,,
1992-07-02,5.16,,
1992-07-06,5.13,,
1992-07-07,5.09,,
1992-07-08,4.99,,
1992-07-09,5.15,,
1992-07-10,5.18,,
1992-07-13,5.16,,
1992-07-14,5.13,,
1992-07-15,5.09,,
1992-07-16,5.01,,
1992-07-17,4.96,,
1992-07-20,4.82,,
1992-07-21,4.78,,
1992-07-22,4.8,,
1992-07-23,4.9,,
1992-07-24,4.91,,
1992-07-27,4.94,,
1992-07-28,4.93,,
1992-07-29,5.23,,
1992-07-30,5.38,,
1992-07-31,5.43,,
1992-08-03,5.4,,
1992-08-04,5.36,,
1992-08-05,5.36,,
1992-08-06,5.39,,
1992-08-07,5.34,,
1992-08-10,5.3,,
1992-08-11,5.28,,
1992-08-12,5.26,,
1992-08-13,5.28,,
1992-08-14,5.34,,
1992-08-17,5.28,,
1992-08-18,5.34,,
1992-08-19,5.36,,
1992-08-20,5.41,,
1992-08-21,5.42,,
1992-08-24,5.39,,
1992-08-25,5.35,,
1992-08-26,5.35,,
1992-08-27,5.34,,
1992-08-28,5.31,,
1992-08-31,5.31,,
1992-09-01,5.37,,
1992-09-02,5.54,,
1992-09-03,5.46,,
1992-09-04,5.45,,
1992-09-08,5.45,,
1992-09-09,5.42,,
1992-09-10,5.46,,
1992-09-11,5.45,,
1992-09-14,5.58,,
1992-09-15,5.6,,
1992-09-16,5.68,,
1992-09-17,5.67,,
1992-09-18,5.69,,
1992-09-21,5.67,,
1992-09-22,5.64,,
1992-09-23,5.7,,
1992-09-24,5.78,,
1992-09-25,5.75,,
1992-09-28,5.61,,
1992-09-29,5.63,,
1992-09-30,5.66,,
1992-10-01,5.59,,
1992-10-02,5.55,,
1992-10-05,5.57,,
1992-10-06,5.54,,
1992-10-07,5.49,,
1992-10-08,5.51,,
1992-10-09,5.53,,
1992-10-12,5.57,,
1992-10-13,5.51,,
1992-10-14,5.53,,
1992-10-15,5.65,,
1992-10-16,5.65,,
1992-10-19,5.59,,
1992-10-20,5.55,,
1992-10-21,5.57,,
1992-10-22,5.49,,
1992-10-23,5.51,,
1992-10-26,5.75,,
1992-10-27,5.78,,
1992-10-28,5.86,,
1992-10-29,5.83,,
1992-10-30,5.78,,
1992-11-02,5.71,,
1992-11-03,5.8,,
1992-11-04,5.82,,
1992-11-05,5.81,,
1992-11-06,5.86,,
1992-11-09,5.94,,
1992-11-10,6.08,,
1992-11-11,6.23,,
1992-11-12,6.18,,
1992-11-13,6.17,,
1992-11-16,6.14,,
1992-11-17,6.13,,
1992-11-18,6.15,,
1992-11-19,6.21,,
1992-11-20,6.21,,
1992-11-23,6.21,,
1992-11-24,6.34,,
1992-11-25,6.55,,
1992-11-27,6.55,,
1992-11-30,6.53,,
1992-12-01,6.47,,
1992-12-02,6.39,,
1992-12-03,6.33,,
1992-12-04,6.37,,
1992-12-07,6.5,,
1992-12-08,6.63,,
1992-12-09,6.62,,
1992-12-10,6.48,,
1992-12-11,6.57,,
1992-12-14,6.56,,
1992-12-15,6.55,,
1992-12-16,6.48,,
1992-12-17,6.43,,
1992-12-18,6.43,,
1992-12-21,6.52,,
1992-12-22,6.56,,
1992-12-23,6.54,,
1992-12-24,6.5,,
1992-12-28,6.49,,
1992-12-29,6.43,,
1992-12-30,6.48,,
1992-12-31,6.48,,
1993-01-04,6.34,,
1993-01-05,6.38,,
1993-01-06,6.4,,
1993-01-07,6.36,,
1993-01-08,6.25,,
1993-01-11,6.28,,
1993-01-12,6.37,,
1993-01-13,6.31,,
1993-01-14,6.41,,
1993-01-15,6.41,,
1993-01-18,6.34,,
1993-01-19,6.28,,
1993-01-20,6.23,,
1993-01-21,6.24,,
1993-01-22,6.23,,
1993-01-25,6.49,,
1993-01-26,6.5,,
1993-01-27,6.45,,
1993-01-28,6.58,,
1993-01-29,6.6,,
1993-02-01,6.62,,
1993-02-02,6.56,,
1993-02-03,6.48,,
1993-02-04,6.5,,
1993-02-05,6.53,,
1993-02-08,6.48,,
1993-02-09,6.4,,
1993-02-10,6.44,,
1993-02-11,6.44,,
1993-02-12,6.4,,
1993-02-16,6.38,,
1993-02-17,6.25,,
1993-02-18,6.21,,
1993-02-19,6.2,,
1993-02-22,6.13,,
1993-02-23,6.13,,
1993-02-24,6.16,,
1993-02-25,6.19,,
1993-02-26,6.2,,
1993-03-01,6.15,,
1993-03-02,6.23,,
1993-03-03,6.21,,
1993-03-04,6.2,,
1993-03-05,6.13,,
1993-03-08,6.16,,
1993-03-09,6.23,,
1993-03-10,6.23,,
1993-03-11,6.36,,
1993-03-12,6.31,,
1993-03-15,6.24,,
1993-03-16,6.22,,
1993-03-17,6.23,,
1993-03-18,6.24,,
1993-03-19,6.21,,
1993-03-22,6.19,,
1993-03-23,6.19,,
1993-03-24,6.34,,
1993-03-25,6.53,,
1993-03-26,6.57,,
1993-03-29,6.56,,
1993-03-30,6.54,,
1993-03-31,6.57,,
1993-04-01,6.34,,
1993-04-02,6.31,,
1993-04-05,6.3,,
1993-04-06,6.27,,
1993-04-07,6.09,,
1993-04-08,6.09,,
1993-04-12,6.2,,
1993-04-13,6.14,,
1993-04-14,6.1,,
1993-04-15,6.04,,
1993-04-16,6.03,,
1993-04-19,6.01,,
1993-04-20,5.96,,
1993-04-21,5.93,,
1993-04-22,5.82,,
1993-04-23,5.82,,
1993-04-26,5.88,,
1993-04-27,5.89,,
1993-04-28,6.03,,
1993-04-29,6.07,,
1993-04-30,6.02,,
1993-05-03,6.09,,
1993-05-04,5.95,,
1993-05-05,6.08,,
1993-05-06,6.01,,
1993-05-07,6.0,,
1993-05-10,6.04,,
1993-05-11,6.07,,
1993-05-12,6.04,,
1993-05-13,5.96,,
1993-05-14,5.95,,
1993-05-17,6.0,,
1993-05-18,5.93,,
1993-05-19,6.02,,
1993-05-20,6.05,,
1993-05-21,6.13,,
1993-05-24,6.28,,
1993-05-25,6.21,,
1993-05-26,6.25,,
1993-05-27,6.25,,
1993-05-28,6.16,,
1993-06-01,6.19,,
1993-06-02,6.22,,
1993-06-03,6.25,,
1993-06-04,6.22,,
1993-06-07,6.16,,
1993-06-08,6.21,,
1993-06-09,6.25,,
1993-06-10,6.23,,
1993-06-11,6.25,,
1993-06-14,6.33,,
1993-06-15,6.43,,
1993-06-16,6.46,,
1993-06-17,6.51,,
1993-06-18,6.44,,
1993-06-21,6.43,,
1993-06-22,6.45,,
1993-06-23,6.62,,
1993-06-24,6.46,,
1993-06-25,6.51,,
1993-06-28,6.66,,
1993-06-29,6.77,,
1993-06-30,6.9,,
1993-07-01,6.93,,
1993-07-02,6.95,,
1993-07-06,6.88,,
1993-07-07,6.87,,
1993-07-08,6.87,,
1993-07-09,6.83,,
1993-07-12,6.84,,
1993-07-13,6.83,,
1993-07-14,6.92,,
1993-07-15,6.98,,
1993-07-16,7.05,,
1993-07-19,6.99,,
1993-07-20,6.86,,
1993-07-21,6.81,,
1993-07-22,6.82,,
1993-07-23,6.84,,
1993-07-26,6.81,,
1993-07-27,6.78,,
1993-07-28,6.81,,
1993-07-29,6.83,,
1993-07-30,6.99,,
1993-08-02,7.04,,
1993-08-03,7.18,,
1993-08-04,7.17,,
1993-08-05,7.13,,
1993-08-06,7.14,,
1993-08-09,7.2,,
1993-08-10,7.25,,
1993-08-11,7.23,,
1993-08-12,7.31,,
1993-08-13,7.29,,
1993-08-16,7.33,,
1993-08-17,7.35,,
1993-08-18,7.45,,
1993-08-19,7.46,,
1993-08-20,7.48,,
1993-08-23,7.48,,
1993-08-24,7.58,,
1993-08-25,7.38,,
1993-08-26,7.31,,
1993-08-27,7.35,,
1993-08-30,7.43,,
1993-08-31,7.5,,
1993-09-01,7.56,,
1993-09-02,7.51,,
1993-09-03,7.58,,
1993-09-07,7.61,,
1993-09-08,7.59,,
1993-09-09,7.55,,
1993-09-10,7.43,,
1993-09-13,7.48,,
1993-09-14,7.39,,
1993-09-15,7.52,,
1993-09-16,7.48,,
1993-09-17,7.46,,
1993-09-20,7.43,,
1993-09-21,7.36,,
1993-09-22,7.43,,
1993-09-23,7.6,,
1993-09-24,7.64,,
1993-09-27,7.75,,
1993-09-28,7.61,,
1993-09-29,7.55,,
1993-09-30,7.6,,
1993-10-01,7.64,,
1993-10-04,7.73,,
1993-10-05,7.62,,
1993-10-06,7.64,,
1993-10-07,7.51,,
1993-10-08,7.51,,
1993-10-11,7.51,,
1993-10-12,7.69,,
1993-10-13,7.75,,
1993-10-14,7.77,,
1993-10-15,7.88,,
1993-10-18,7.84,,
1993-10-19,7.78,,
1993-10-20,7.77,,
1993-10-21,7.85,,
1993-10-22,7.85,,
1993-10-25,7.71,,
1993-10-26,7.64,,
1993-10-27,7.5,,
1993-10-28,7.45,,
1993-10-29,7.61,,
1993-11-01,7.85,,
1993-11-02,7.88,,
1993-11-03,7.82,,
1993-11-04,7.84,,
1993-11-05,7.72,,
1993-11-08,7.82,,
1993-11-09,7.76,,
1993-11-10,7.77,,
1993-11-11,7.81,,
1993-11-12,8.24,,
1993-11-15,8.06,,
1993-11-16,8.25,,
1993-11-17,8.21,,
1993-11-18,8.17,,
1993-11-19,8.1,,
1993-11-22,8.11,,
1993-11-23,7.97,,
1993-11-24,7.96,,
1993-11-26,8.0,,
1993-11-29,7.98,,
1993-11-30,8.12,,
1993-12-01,8.14,,
1993-12-02,8.14,,
1993-12-03,8.09,,
1993-12-06,8.11,,
1993-12-07,8.09,,
1993-12-08,8.08,,
1993-12-09,8.07,,
1993-12-10,7.96,,
1993-12-13,7.92,,
1993-12-14,7.86,,
1993-12-15,7.78,,
