date,FCX,dcf,Deviation
1996-06-18,15.81,,
1996-06-19,16.25,,
1996-06-20,15.75,,
1996-06-21,15.88,,
1996-06-24,15.88,,
1996-06-25,15.81,,
1996-06-26,15.56,,
1996-06-27,15.56,,
1996-06-28,15.94,,
1996-07-01,15.88,,
1996-07-02,16.13,,
1996-07-03,16.0,,
1996-07-05,15.81,,
1996-07-08,16.0,,
1996-07-09,16.19,,
1996-07-10,15.81,,
1996-07-11,15.75,,
1996-07-12,15.56,,
1996-07-15,15.19,,
1996-07-16,14.94,,
1996-07-17,14.81,,
1996-07-18,14.88,,
1996-07-19,14.75,,
1996-07-22,14.44,,
1996-07-23,14.44,,
1996-07-24,14.56,,
1996-07-25,14.81,,
1996-07-26,14.81,,
1996-07-29,14.63,,
1996-07-30,14.31,,
1996-07-31,14.81,,
1996-08-01,15.25,,
1996-08-02,15.38,,
1996-08-05,16.25,,
1996-08-06,15.81,,
1996-08-07,15.56,,
1996-08-08,15.31,,
1996-08-09,15.19,,
1996-08-12,14.88,,
1996-08-13,14.56,,
1996-08-14,14.69,,
1996-08-15,14.69,,
1996-08-16,14.44,,
1996-08-19,14.69,,
1996-08-20,15.06,,
1996-08-21,14.81,,
1996-08-22,14.81,,
1996-08-23,14.63,,
1996-08-26,14.88,,
1996-08-27,15.13,,
1996-08-28,15.0,,
1996-08-29,14.75,,
1996-08-30,14.69,,
1996-09-03,14.88,,
1996-09-04,15.13,,
1996-09-05,14.88,,
1996-09-06,14.94,,
1996-09-09,15.0,,
1996-09-10,15.06,,
1996-09-11,15.19,,
1996-09-12,15.25,,
1996-09-13,15.81,,
1996-09-16,15.75,,
1996-09-17,15.88,,
1996-09-18,16.31,,
1996-09-19,16.19,,
1996-09-20,16.0,,
1996-09-23,15.88,,
1996-09-24,15.69,,
1996-09-25,15.63,,
1996-09-26,15.5,,
1996-09-27,15.69,,
1996-09-30,15.63,,
1996-10-01,15.56,,
1996-10-02,15.63,,
1996-10-03,15.56,,
1996-10-04,15.5,,
1996-10-07,15.38,,
1996-10-08,15.38,,
1996-10-09,15.38,,
1996-10-10,15.5,,
1996-10-11,15.56,,
1996-10-14,15.63,,
1996-10-15,15.63,,
1996-10-16,15.63,,
1996-10-17,15.5,,
1996-10-18,15.75,,
1996-10-21,16.13,,
1996-10-22,16.19,,
1996-10-23,15.94,,
1996-10-24,15.88,,
1996-10-25,15.94,,
1996-10-28,15.88,,
1996-10-29,15.69,,
1996-10-30,15.63,,
1996-10-31,15.19,,
1996-11-01,15.06,,
1996-11-04,15.0,,
1996-11-05,15.0,,
1996-11-06,14.75,,
1996-11-07,14.81,,
1996-11-08,15.0,,
1996-11-11,15.56,,
1996-11-12,15.81,,
1996-11-13,16.13,,
1996-11-14,16.06,,
1996-11-15,16.06,,
1996-11-18,16.0,,
1996-11-19,15.88,,
1996-11-20,16.31,,
1996-11-21,16.25,,
1996-11-22,15.94,,
1996-11-25,15.94,,
1996-11-26,15.94,,
1996-11-27,16.06,,
1996-11-29,15.75,,
1996-12-02,15.56,,
1996-12-03,15.63,,
1996-12-04,15.5,,
1996-12-05,15.75,,
1996-12-06,15.88,,
1996-12-09,15.75,,
1996-12-10,15.5,,
1996-12-11,15.38,,
1996-12-12,15.25,,
1996-12-13,15.0,,
1996-12-16,14.63,,
1996-12-17,14.56,,
1996-12-18,14.31,,
1996-12-19,15.06,,
1996-12-20,15.5,,
1996-12-23,15.63,,
1996-12-24,15.63,,
1996-12-26,15.56,,
1996-12-27,15.44,,
1996-12-30,15.13,,
1996-12-31,14.94,,
1997-01-02,15.06,,
1997-01-03,15.13,,
1997-01-06,15.0,,
1997-01-07,14.94,,
1997-01-08,14.75,,
1997-01-09,14.69,,
1997-01-10,14.75,,
1997-01-13,14.81,,
1997-01-14,15.31,,
1997-01-15,15.38,,
1997-01-16,15.38,,
1997-01-17,15.81,,
1997-01-20,15.81,,
1997-01-21,15.69,,
1997-01-22,15.06,,
1997-01-23,15.06,,
1997-01-24,14.81,,
1997-01-27,14.44,,
1997-01-28,14.25,,
1997-01-29,14.56,,
1997-01-30,14.69,,
1997-01-31,14.38,,
1997-02-03,14.44,,
1997-02-04,14.13,,
1997-02-05,14.19,,
1997-02-06,14.0,,
1997-02-07,14.06,,
1997-02-10,13.88,,
1997-02-11,13.88,,
1997-02-12,14.44,,
1997-02-13,14.63,,
1997-02-14,15.75,,
1997-02-18,17.06,,
1997-02-19,16.69,,
1997-02-20,17.0,,
1997-02-21,16.69,,
1997-02-24,16.88,,
1997-02-25,16.63,,
1997-02-26,16.38,,
1997-02-27,16.81,,
1997-02-28,17.0,,
1997-03-03,16.94,,
1997-03-04,16.75,,
1997-03-05,16.5,,
1997-03-06,16.81,,
1997-03-07,16.56,,
1997-03-10,16.63,,
1997-03-11,16.56,,
1997-03-12,16.38,,
1997-03-13,16.06,,
1997-03-14,15.88,,
1997-03-17,15.75,,
1997-03-18,15.94,,
1997-03-19,15.75,,
1997-03-20,15.69,,
1997-03-21,15.31,,
1997-03-24,15.94,,
1997-03-25,15.94,,
1997-03-26,15.94,,
1997-03-27,15.06,,
1997-03-31,15.19,,
1997-04-01,15.0,,
1997-04-02,14.81,,
1997-04-03,14.25,,
1997-04-04,14.19,,
1997-04-07,13.56,,
1997-04-08,13.81,,
1997-04-09,13.75,,
1997-04-10,13.94,,
1997-04-11,13.44,,
1997-04-14,13.44,,
1997-04-15,13.81,,
1997-04-16,14.25,,
1997-04-17,14.63,,
1997-04-18,15.06,,
1997-04-21,14.88,,
1997-04-22,14.69,,
1997-04-23,14.56,,
1997-04-24,14.44,,
1997-04-25,14.38,,
1997-04-28,14.56,,
1997-04-29,14.56,,
1997-04-30,14.56,,
1997-05-01,14.94,,
1997-05-02,14.69,,
1997-05-05,15.38,,
1997-05-06,15.5,,
1997-05-07,15.38,,
1997-05-08,15.5,,
1997-05-09,15.44,,
1997-05-12,15.63,,
1997-05-13,15.44,,
1997-05-14,15.13,,
1997-05-15,15.56,,
1997-05-16,15.19,,
1997-05-19,15.25,,
1997-05-20,15.25,,
1997-05-21,15.13,,
1997-05-22,15.06,,
1997-05-23,15.25,,
1997-05-27,15.31,,
1997-05-28,15.0,,
1997-05-29,14.81,,
1997-05-30,14.56,,
1997-06-02,14.44,,
1997-06-03,14.13,,
1997-06-04,14.19,,
1997-06-05,14.13,,
1997-06-06,14.44,,
1997-06-09,14.38,,
1997-06-10,14.25,,
1997-06-11,14.25,,
1997-06-12,14.31,,
1997-06-13,14.25,,
1997-06-16,14.31,,
1997-06-17,14.38,,
1997-06-18,14.38,,
1997-06-19,14.81,,
1997-06-20,14.69,,
1997-06-23,14.38,,
1997-06-24,14.75,,
1997-06-25,14.5,,
1997-06-26,14.5,,
1997-06-27,14.41,,
1997-06-30,15.56,,
1997-07-01,14.72,,
1997-07-02,14.75,,
1997-07-03,14.69,,
1997-07-07,14.13,,
1997-07-08,14.16,,
1997-07-09,13.88,,
1997-07-10,13.94,,
1997-07-11,13.84,,
1997-07-14,13.94,,
1997-07-15,13.91,,
1997-07-16,13.81,,
1997-07-17,13.78,,
1997-07-18,13.81,,
1997-07-21,13.81,,
1997-07-22,13.94,,
1997-07-23,13.78,,
1997-07-24,13.78,,
1997-07-25,13.75,,
1997-07-28,13.88,,
1997-07-29,14.03,,
1997-07-30,14.5,,
1997-07-31,14.63,,
1997-08-01,14.69,,
1997-08-04,14.69,,
1997-08-05,14.63,,
1997-08-06,14.72,,
1997-08-07,14.84,,
1997-08-08,14.97,,
1997-08-11,15.06,,
1997-08-12,14.81,,
1997-08-13,14.94,,
1997-08-14,14.84,,
1997-08-15,14.75,,
1997-08-18,14.69,,
1997-08-19,14.59,,
1997-08-20,14.59,,
1997-08-21,14.41,,
1997-08-22,14.5,,
1997-08-25,14.47,,
1997-08-26,14.44,,
1997-08-27,14.19,,
1997-08-28,14.06,,
1997-08-29,14.0,,
1997-09-02,14.0,,
1997-09-03,14.0,,
1997-09-04,14.03,,
1997-09-05,14.0,,
1997-09-08,14.06,,
1997-09-09,13.94,,
1997-09-10,14.0,,
1997-09-11,13.88,,
1997-09-12,13.88,,
1997-09-15,13.88,,
1997-09-16,13.75,,
1997-09-17,13.72,,
1997-09-18,13.75,,
1997-09-19,13.69,,
1997-09-22,13.81,,
1997-09-23,13.97,,
1997-09-24,13.78,,
1997-09-25,14.31,,
1997-09-26,14.0,,
1997-09-29,14.06,,
1997-09-30,14.41,,
1997-10-01,14.63,,
1997-10-02,14.91,,
1997-10-03,14.78,,
1997-10-06,14.72,,
1997-10-07,14.63,,
1997-10-08,14.41,,
1997-10-09,14.19,,
1997-10-10,14.19,,
1997-10-13,14.22,,
1997-10-14,14.13,,
1997-10-15,14.06,,
1997-10-16,14.03,,
1997-10-17,14.0,,
1997-10-20,14.09,,
1997-10-21,14.13,,
1997-10-22,14.0,,
1997-10-23,13.94,,
1997-10-24,13.78,,
1997-10-27,12.88,,
1997-10-28,12.59,,
1997-10-29,12.31,,
1997-10-30,12.03,,
1997-10-31,11.97,,
1997-11-03,12.38,,
1997-11-04,12.41,,
1997-11-05,12.28,,
1997-11-06,12.25,,
1997-11-07,12.0,,
1997-11-10,11.88,,
1997-11-11,11.91,,
1997-11-12,11.69,,
1997-11-13,11.5,,
1997-11-14,11.41,,
1997-11-17,11.5,,
1997-11-18,11.25,,
1997-11-19,11.28,,
1997-11-20,11.28,,
1997-11-21,11.25,,
1997-11-24,11.16,,
1997-11-25,11.09,,
1997-11-26,10.56,,
1997-11-28,10.47,,
1997-12-01,10.19,,
1997-12-02,10.34,,
1997-12-03,10.09,,
1997-12-04,9.94,,
1997-12-05,10.0,,
1997-12-08,10.06,,
1997-12-09,9.81,,
1997-12-10,8.38,,
1997-12-11,8.0,,
1997-12-12,7.97,,
1997-12-15,7.75,,
1997-12-16,7.72,,
1997-12-17,7.66,,
1997-12-18,7.56,,
1997-12-19,7.53,,
1997-12-22,7.56,,
1997-12-23,7.56,,
1997-12-24,7.66,,
1997-12-26,7.63,,
1997-12-29,7.72,,
1997-12-30,7.81,,
1997-12-31,7.88,,
1998-01-02,7.97,,
1998-01-05,7.88,,
1998-01-06,7.75,,
1998-01-07,7.84,,
1998-01-08,7.59,,
1998-01-09,7.19,,
1998-01-12,7.0,,
1998-01-13,7.28,,
1998-01-14,7.19,,
1998-01-15,7.09,,
1998-01-16,7.09,,
1998-01-20,7.09,,
1998-01-21,7.0,,
1998-01-22,6.72,,
1998-01-23,6.97,,
1998-01-26,7.0,,
1998-01-27,7.19,,
1998-01-28,7.25,,
1998-01-29,7.47,,
1998-01-30,7.34,,
1998-02-02,7.38,,
1998-02-03,7.28,,
1998-02-04,7.59,,
1998-02-05,7.53,,
1998-02-06,7.75,,
1998-02-09,7.94,,
1998-02-10,7.97,,
1998-02-11,7.78,,
1998-02-12,7.72,,
1998-02-13,7.63,,
1998-02-17,7.41,,
1998-02-18,7.47,,
1998-02-19,7.19,,
1998-02-20,7.06,,
1998-02-23,6.91,,
1998-02-24,6.94,,
1998-02-25,7.31,,
1998-02-26,7.31,,
1998-02-27,7.53,,
1998-03-02,7.63,,
1998-03-03,7.41,,
1998-03-04,7.16,,
1998-03-05,7.13,,
1998-03-06,7.06,,
1998-03-09,7.16,,
1998-03-10,7.13,,
1998-03-11,6.97,,
1998-03-12,7.0,,
1998-03-13,7.25,,
1998-03-16,7.75,,
1998-03-17,8.25,,
1998-03-18,8.16,,
1998-03-19,8.44,,
1998-03-20,8.34,,
1998-03-23,8.84,,
1998-03-24,9.53,,
1998-03-25,9.66,,
1998-03-26,9.56,,
1998-03-27,10.06,,
1998-03-30,10.22,,
1998-03-31,9.97,,
1998-04-01,9.56,,
1998-04-02,9.59,,
1998-04-03,10.03,,
1998-04-06,10.53,,
1998-04-07,10.25,,
1998-04-08,10.09,,
1998-04-09,9.81,,
1998-04-13,10.25,,
1998-04-14,10.34,,
1998-04-15,10.16,,
1998-04-16,10.16,,
1998-04-17,10.13,,
1998-04-20,9.69,,
1998-04-21,9.94,,
1998-04-22,10.09,,
1998-04-23,10.09,,
1998-04-24,10.0,,
1998-04-27,9.72,,
1998-04-28,9.63,,
1998-04-29,9.59,,
1998-04-30,9.44,,
1998-05-01,9.09,,
1998-05-04,9.06,,
1998-05-05,9.0,,
1998-05-06,8.63,,
1998-05-07,8.19,,
1998-05-08,8.22,,
1998-05-11,8.53,,
1998-05-12,8.41,,
1998-05-13,8.31,,
1998-05-14,8.13,,
1998-05-15,8.19,,
1998-05-18,8.16,,
1998-05-19,8.09,,
1998-05-20,8.34,,
1998-05-21,8.69,,
1998-05-22,8.56,,
1998-05-26,8.13,,
1998-05-27,8.47,,
1998-05-28,8.38,,
1998-05-29,8.38,,
1998-06-01,8.03,,
1998-06-02,8.09,,
1998-06-03,8.13,,
1998-06-04,8.25,,
1998-06-05,8.47,,
1998-06-08,8.72,,
1998-06-09,8.53,,
1998-06-10,8.38,,
1998-06-11,8.13,,
1998-06-12,8.0,,
1998-06-15,7.84,,
1998-06-16,8.03,,
1998-06-17,8.34,,
1998-06-18,7.72,,
1998-06-19,7.63,,
1998-06-22,7.44,,
1998-06-23,7.5,,
1998-06-24,7.5,,
1998-06-25,7.56,,
1998-06-26,7.75,,
1998-06-29,7.59,,
1998-06-30,7.59,,
1998-07-01,7.53,,
1998-07-02,7.56,,
1998-07-06,7.66,,
1998-07-07,7.84,,
1998-07-08,7.72,,
1998-07-09,7.53,,
1998-07-10,7.47,,
1998-07-13,7.56,,
1998-07-14,7.75,,
1998-07-15,7.81,,
1998-07-16,8.03,,
1998-07-17,8.09,,
1998-07-20,8.22,,
1998-07-21,8.06,,
1998-07-22,8.03,,
1998-07-23,7.97,,
1998-07-24,7.88,,
1998-07-27,7.59,,
1998-07-28,7.75,,
1998-07-29,7.5,,
1998-07-30,7.53,,
1998-07-31,7.41,,
1998-08-03,7.25,,
1998-08-04,7.19,,
1998-08-05,7.5,,
1998-08-06,7.47,,
1998-08-07,7.41,,
1998-08-10,7.34,,
1998-08-11,7.0,,
1998-08-12,6.72,,
1998-08-13,6.78,,
1998-08-14,6.69,,
1998-08-17,6.63,,
1998-08-18,6.56,,
1998-08-19,6.59,,
1998-08-20,6.75,,
1998-08-21,6.41,,
1998-08-24,6.41,,
1998-08-25,6.41,,
1998-08-26,6.16,,
1998-08-27,6.06,,
1998-08-28,5.94,,
1998-08-31,5.81,,
1998-09-01,5.84,,
1998-09-02,5.63,,
1998-09-03,6.38,,
1998-09-04,6.72,,
1998-09-08,6.72,,
1998-09-09,6.5,,
1998-09-10,6.78,,
1998-09-11,6.72,,
1998-09-14,6.63,,
1998-09-15,6.31,,
1998-09-16,6.41,,
1998-09-17,6.34,,
1998-09-18,6.16,,
1998-09-21,5.84,,
1998-09-22,6.03,,
1998-09-23,6.28,,
1998-09-24,6.56,,
1998-09-25,6.5,,
1998-09-28,6.5,,
1998-09-29,6.03,,
1998-09-30,5.97,,
1998-10-01,6.03,,
1998-10-02,6.06,,
1998-10-05,5.94,,
1998-10-06,5.91,,
1998-10-07,5.91,,
1998-10-08,5.78,,
1998-10-09,5.63,,
1998-10-12,5.66,,
1998-10-13,5.66,,
1998-10-14,5.47,,
1998-10-15,5.53,,
1998-10-16,6.25,,
1998-10-19,6.0,,
1998-10-20,6.31,,
1998-10-21,6.06,,
1998-10-22,5.97,,
1998-10-23,5.63,,
1998-10-26,5.72,,
1998-10-27,6.0,,
1998-10-28,5.94,,
1998-10-29,6.44,,
1998-10-30,6.13,,
1998-11-02,5.91,,
1998-11-03,6.0,,
1998-11-04,6.41,,
1998-11-05,6.94,,
1998-11-06,7.19,,
1998-11-09,7.22,,
1998-11-10,7.09,,
1998-11-11,7.16,,
1998-11-12,7.5,,
1998-11-13,7.13,,
1998-11-16,6.69,,
1998-11-17,6.78,,
1998-11-18,6.84,,
1998-11-19,6.75,,
1998-11-20,6.91,,
1998-11-23,7.0,,
1998-11-24,6.94,,
1998-11-25,6.91,,
1998-11-27,6.88,,
1998-11-30,6.53,,
1998-12-01,6.53,,
1998-12-02,6.0,,
1998-12-03,6.0,,
1998-12-04,6.16,,
1998-12-07,6.22,,
1998-12-08,5.97,,
1998-12-09,5.53,,
1998-12-10,5.84,,
1998-12-11,5.63,,
1998-12-14,5.34,,
1998-12-15,5.41,,
1998-12-16,5.66,,
1998-12-17,5.31,,
1998-12-18,5.25,,
1998-12-21,4.97,,
1998-12-22,5.06,,
1998-12-23,5.06,,
1998-12-24,5.19,,
1998-12-28,5.19,,
1998-12-29,5.44,,
1998-12-30,5.19,,
1998-12-31,5.22,,
1999-01-04,5.47,,
1999-01-05,5.84,,
1999-01-06,5.72,,
1999-01-07,5.88,,
1999-01-08,6.03,,
1999-01-11,6.31,,
1999-01-12,5.53,,
1999-01-13,5.63,,
1999-01-14,5.5,,
1999-01-15,5.59,,
1999-01-19,5.63,,
1999-01-20,5.63,,
1999-01-21,5.63,,
1999-01-22,5.53,,
1999-01-25,5.13,,
1999-01-26,5.09,,
1999-01-27,4.78,,
1999-01-28,5.0,,
1999-01-29,4.88,,
1999-02-01,4.94,,
1999-02-02,4.94,,
1999-02-03,5.03,,
1999-02-04,5.44,,
1999-02-05,5.56,,
1999-02-08,5.72,,
1999-02-09,5.31,,
1999-02-10,5.13,,
1999-02-11,5.03,,
1999-02-12,5.19,,
1999-02-16,4.97,,
1999-02-17,4.88,,
1999-02-18,4.75,,
1999-02-19,4.59,,
1999-02-22,4.75,,
1999-02-23,4.69,,
1999-02-24,4.59,,
1999-02-25,4.69,,
1999-02-26,4.72,,
1999-03-01,4.66,,
1999-03-02,4.75,,
1999-03-03,4.69,,
1999-03-04,4.72,,
1999-03-05,4.69,,
1999-03-08,4.78,,
1999-03-09,5.03,,
1999-03-10,5.0,,
1999-03-11,4.88,,
1999-03-12,4.63,,
1999-03-15,4.63,,
1999-03-16,4.75,,
1999-03-17,4.97,,
1999-03-18,5.03,,
1999-03-19,5.28,,
1999-03-22,5.34,,
1999-03-23,5.28,,
1999-03-24,5.5,,
1999-03-25,5.5,,
1999-03-26,5.56,,
1999-03-29,5.09,,
1999-03-30,4.94,,
1999-03-31,5.44,,
1999-04-01,5.25,,
1999-04-05,5.03,,
1999-04-06,5.31,,
1999-04-07,5.38,,
1999-04-08,5.5,,
1999-04-09,5.44,,
1999-04-12,5.53,,
1999-04-13,5.66,,
1999-04-14,5.78,,
1999-04-15,6.72,,
1999-04-16,6.63,,
1999-04-19,6.88,,
1999-04-20,6.78,,
1999-04-21,6.56,,
1999-04-22,6.75,,
1999-04-23,6.53,,
1999-04-26,6.59,,
1999-04-27,6.72,,
1999-04-28,7.47,,
1999-04-29,8.19,,
1999-04-30,7.66,,
1999-05-03,7.63,,
1999-05-04,8.25,,
1999-05-05,8.06,,
1999-05-06,8.84,,
1999-05-07,7.88,,
1999-05-10,8.25,,
1999-05-11,8.47,,
1999-05-12,8.03,,
1999-05-13,7.91,,
1999-05-14,8.25,,
1999-05-17,8.06,,
1999-05-18,7.5,,
1999-05-19,7.69,,
1999-05-20,7.75,,
1999-05-21,7.75,,
1999-05-24,7.56,,
1999-05-25,7.47,,
1999-05-26,7.13,,
1999-05-27,7.0,,
1999-05-28,7.06,,
1999-06-01,7.22,,
1999-06-02,7.5,,
1999-06-03,7.97,,
1999-06-04,7.97,,
1999-06-07,7.78,,
1999-06-08,7.94,,
1999-06-09,8.06,,
1999-06-10,8.19,,
1999-06-11,8.13,,
1999-06-14,8.09,,
1999-06-15,8.16,,
1999-06-16,7.75,,
1999-06-17,7.88,,
1999-06-18,7.88,,
1999-06-21,7.88,,
1999-06-22,7.47,,
1999-06-23,7.75,,
1999-06-24,7.53,,
1999-06-25,8.19,,
1999-06-28,8.28,,
1999-06-29,8.34,,
1999-06-30,8.97,,
1999-07-01,8.78,,
1999-07-02,8.88,,
1999-07-06,8.88,,
1999-07-07,8.94,,
1999-07-08,9.25,,
1999-07-09,9.19,,
1999-07-12,8.91,,
1999-07-13,8.78,,
1999-07-14,8.81,,
1999-07-15,8.69,,
1999-07-16,8.84,,
1999-07-19,8.66,,
1999-07-20,8.59,,
1999-07-21,8.72,,
1999-07-22,8.69,,
1999-07-23,8.59,,
1999-07-26,8.72,,
1999-07-27,8.75,,
1999-07-28,8.69,,
1999-07-29,8.84,,
1999-07-30,8.44,,
1999-08-02,8.47,,
1999-08-03,8.66,,
1999-08-04,8.66,,
1999-08-05,8.59,,
1999-08-06,8.59,,
1999-08-09,8.84,,
1999-08-10,8.97,,
1999-08-11,9.0,,
1999-08-12,8.91,,
1999-08-13,8.75,,
1999-08-16,8.5,,
1999-08-17,8.69,,
1999-08-18,8.09,,
1999-08-19,8.19,,
1999-08-20,8.66,,
1999-08-23,8.88,,
1999-08-24,8.63,,
1999-08-25,8.41,,
1999-08-26,8.97,,
1999-08-27,8.75,,
1999-08-30,8.0,,
1999-08-31,8.03,,
1999-09-01,8.28,,
1999-09-02,8.56,,
1999-09-03,8.19,,
1999-09-07,8.16,,
1999-09-08,7.81,,
1999-09-09,7.94,,
1999-09-10,7.91,,
1999-09-13,7.66,,
1999-09-14,7.5,,
1999-09-15,7.44,,
1999-09-16,7.38,,
1999-09-17,7.19,,
1999-09-20,7.25,,
1999-09-21,7.47,,
1999-09-22,7.66,,
1999-09-23,7.53,,
1999-09-24,7.31,,
1999-09-27,7.88,,
1999-09-28,7.97,,
1999-09-29,7.72,,
1999-09-30,7.78,,
1999-10-01,8.38,,
1999-10-04,8.69,,
1999-10-05,8.41,,
1999-10-06,8.44,,
1999-10-07,8.88,,
