date,GL,dcf,Deviation
1981-02-09,3.09,,
1981-02-10,3.06,,
1981-02-11,3.0,,
1981-02-12,3.04,,
1981-02-13,3.11,,
1981-02-17,3.07,,
1981-02-18,3.0,,
1981-02-19,3.02,,
1981-02-20,3.06,,
1981-02-23,3.02,,
1981-02-24,3.02,,
1981-02-25,3.07,,
1981-02-26,3.09,,
1981-02-27,3.07,,
1981-03-02,3.06,,
1981-03-03,3.26,,
1981-03-04,3.52,,
1981-03-05,3.43,,
1981-03-06,3.35,,
1981-03-09,3.37,,
1981-03-10,3.3,,
1981-03-11,3.39,,
1981-03-12,3.46,,
1981-03-13,3.43,,
1981-03-16,3.59,,
1981-03-17,3.59,,
1981-03-18,3.56,,
1981-03-19,3.56,,
1981-03-20,3.67,,
1981-03-23,3.72,,
1981-03-24,3.7,,
1981-03-25,3.74,,
1981-03-26,3.72,,
1981-03-27,3.65,,
1981-03-30,3.67,,
1981-03-31,3.65,,
1981-04-01,3.69,,
1981-04-02,3.69,,
1981-04-03,3.63,,
1981-04-06,3.57,,
1981-04-07,3.48,,
1981-04-08,3.56,,
1981-04-09,3.43,,
1981-04-10,3.43,,
1981-04-13,3.41,,
1981-04-14,3.56,,
1981-04-15,3.44,,
1981-04-16,3.46,,
1981-04-20,3.46,,
1981-04-21,3.56,,
1981-04-22,3.57,,
1981-04-23,3.56,,
1981-04-24,3.54,,
1981-04-27,3.54,,
1981-04-28,3.41,,
1981-04-29,3.37,,
1981-04-30,3.37,,
1981-05-01,3.37,,
1981-05-04,3.31,,
1981-05-05,3.39,,
1981-05-06,3.44,,
1981-05-07,3.48,,
1981-05-08,3.57,,
1981-05-11,3.52,,
1981-05-12,3.57,,
1981-05-13,3.59,,
1981-05-14,3.56,,
1981-05-15,3.56,,
1981-05-18,3.57,,
1981-05-19,3.56,,
1981-05-20,3.7,,
1981-05-21,3.61,,
1981-05-22,3.63,,
1981-05-26,3.74,,
1981-05-27,3.78,,
1981-05-28,3.74,,
1981-05-29,3.74,,
1981-06-01,3.85,,
1981-06-02,3.85,,
1981-06-03,3.85,,
1981-06-04,3.85,,
1981-06-05,3.87,,
1981-06-08,3.85,,
1981-06-09,3.85,,
1981-06-10,3.87,,
1981-06-11,3.91,,
1981-06-12,3.91,,
1981-06-15,3.98,,
1981-06-16,3.91,,
1981-06-17,4.0,,
1981-06-18,3.93,,
1981-06-19,4.0,,
1981-06-22,3.96,,
1981-06-23,4.06,,
1981-06-24,4.11,,
1981-06-25,4.09,,
1981-06-26,4.13,,
1981-06-29,3.98,,
1981-06-30,3.96,,
1981-07-01,3.91,,
1981-07-02,3.89,,
1981-07-06,3.85,,
1981-07-07,3.89,,
1981-07-08,3.89,,
1981-07-09,3.81,,
1981-07-10,3.81,,
1981-07-13,3.85,,
1981-07-14,3.85,,
1981-07-15,3.85,,
1981-07-16,3.81,,
1981-07-17,3.81,,
1981-07-20,3.85,,
1981-07-21,3.8,,
1981-07-22,3.81,,
1981-07-23,3.76,,
1981-07-24,3.74,,
1981-07-27,3.74,,
1981-07-28,3.76,,
1981-07-29,3.76,,
1981-07-30,3.85,,
1981-07-31,3.81,,
1981-08-03,3.81,,
1981-08-04,3.78,,
1981-08-05,3.74,,
1981-08-06,3.65,,
1981-08-07,3.59,,
1981-08-10,3.59,,
1981-08-11,3.63,,
1981-08-12,3.67,,
1981-08-13,3.67,,
1981-08-14,3.7,,
1981-08-17,3.7,,
1981-08-18,3.7,,
1981-08-19,3.69,,
1981-08-20,3.69,,
1981-08-21,3.69,,
1981-08-24,3.67,,
1981-08-25,3.63,,
1981-08-26,3.65,,
1981-08-27,3.65,,
1981-08-28,3.69,,
1981-08-31,3.67,,
1981-09-01,3.7,,
1981-09-02,3.74,,
1981-09-03,3.76,,
1981-09-04,3.72,,
1981-09-08,3.69,,
1981-09-09,3.7,,
1981-09-10,3.69,,
1981-09-11,3.7,,
1981-09-14,3.76,,
1981-09-15,3.78,,
1981-09-16,3.8,,
1981-09-17,3.81,,
1981-09-18,3.87,,
1981-09-21,3.85,,
1981-09-22,3.87,,
1981-09-23,3.87,,
1981-09-24,3.87,,
1981-09-25,3.85,,
1981-09-28,3.85,,
1981-09-29,3.87,,
1981-09-30,3.87,,
1981-10-01,3.87,,
1981-10-02,3.93,,
1981-10-05,3.93,,
1981-10-06,3.94,,
1981-10-07,3.96,,
1981-10-08,3.94,,
1981-10-09,3.98,,
1981-10-12,3.96,,
1981-10-13,3.96,,
1981-10-14,3.96,,
1981-10-15,4.0,,
1981-10-16,4.0,,
1981-10-19,4.02,,
1981-10-20,4.0,,
1981-10-21,4.0,,
1981-10-22,4.0,,
1981-10-23,4.04,,
1981-10-26,4.06,,
1981-10-27,4.07,,
1981-10-28,4.07,,
1981-10-29,4.04,,
1981-10-30,4.02,,
1981-11-02,4.07,,
1981-11-03,4.07,,
1981-11-04,4.06,,
1981-11-05,4.04,,
1981-11-06,4.06,,
1981-11-09,4.0,,
1981-11-10,4.0,,
1981-11-11,4.0,,
1981-11-12,3.98,,
1981-11-13,3.98,,
1981-11-16,4.0,,
1981-11-17,4.0,,
1981-11-18,3.91,,
1981-11-19,3.89,,
1981-11-20,3.96,,
1981-11-23,3.93,,
1981-11-24,4.04,,
1981-11-25,4.0,,
1981-11-27,4.0,,
1981-11-30,4.04,,
1981-12-01,4.0,,
1981-12-02,4.06,,
1981-12-03,4.02,,
1981-12-04,4.02,,
1981-12-07,4.0,,
1981-12-08,4.0,,
1981-12-09,4.0,,
1981-12-10,4.06,,
1981-12-11,4.02,,
1981-12-14,4.0,,
1981-12-15,3.96,,
1981-12-16,3.96,,
1981-12-17,3.94,,
1981-12-18,3.94,,
1981-12-21,3.94,,
1981-12-22,3.93,,
1981-12-23,3.91,,
1981-12-24,3.93,,
1981-12-28,3.93,,
1981-12-29,3.96,,
1981-12-30,3.89,,
1981-12-31,3.89,,
1982-01-04,3.93,,
1982-01-05,3.91,,
1982-01-06,3.85,,
1982-01-07,3.83,,
1982-01-08,3.74,,
1982-01-11,3.5,,
1982-01-12,3.5,,
1982-01-13,3.52,,
1982-01-14,3.56,,
1982-01-15,3.56,,
1982-01-18,3.56,,
1982-01-19,3.54,,
1982-01-20,3.52,,
1982-01-21,3.56,,
1982-01-22,3.7,,
1982-01-25,3.63,,
1982-01-26,3.56,,
1982-01-27,3.57,,
1982-01-28,3.56,,
1982-01-29,3.63,,
1982-02-01,3.63,,
1982-02-02,3.57,,
1982-02-03,3.56,,
1982-02-04,3.56,,
1982-02-05,3.56,,
1982-02-08,3.63,,
1982-02-09,3.67,,
1982-02-10,3.69,,
1982-02-11,3.65,,
1982-02-12,3.65,,
1982-02-16,3.65,,
1982-02-17,3.63,,
1982-02-18,3.67,,
1982-02-19,3.63,,
1982-02-22,3.59,,
1982-02-23,3.59,,
1982-02-24,3.48,,
1982-02-25,3.48,,
1982-02-26,3.46,,
1982-03-01,3.48,,
1982-03-02,3.48,,
1982-03-03,3.48,,
1982-03-04,3.43,,
1982-03-05,3.41,,
1982-03-08,3.41,,
1982-03-09,3.35,,
1982-03-10,3.39,,
1982-03-11,3.35,,
1982-03-12,3.37,,
1982-03-15,3.35,,
1982-03-16,3.35,,
1982-03-17,3.31,,
1982-03-18,3.3,,
1982-03-19,3.24,,
1982-03-22,3.26,,
1982-03-23,3.41,,
1982-03-24,3.54,,
1982-03-25,3.54,,
1982-03-26,3.52,,
1982-03-29,3.52,,
1982-03-30,3.54,,
1982-03-31,3.56,,
1982-04-01,3.59,,
1982-04-02,3.52,,
1982-04-05,3.56,,
1982-04-06,3.74,,
1982-04-07,3.85,,
1982-04-08,3.85,,
1982-04-12,3.89,,
1982-04-13,3.89,,
1982-04-14,3.85,,
1982-04-15,3.78,,
1982-04-16,3.76,,
1982-04-19,3.74,,
1982-04-20,3.74,,
1982-04-21,3.7,,
1982-04-22,3.7,,
1982-04-23,3.72,,
1982-04-26,3.7,,
1982-04-27,3.7,,
1982-04-28,3.85,,
1982-04-29,3.83,,
1982-04-30,3.81,,
1982-05-03,3.83,,
1982-05-04,3.76,,
1982-05-05,3.72,,
1982-05-06,3.72,,
1982-05-07,3.7,,
1982-05-10,3.7,,
1982-05-11,3.7,,
1982-05-12,3.76,,
1982-05-13,3.78,,
1982-05-14,3.83,,
1982-05-17,3.85,,
1982-05-18,3.81,,
1982-05-19,3.81,,
1982-05-20,3.8,,
1982-05-21,3.72,,
1982-05-24,3.69,,
1982-05-25,3.7,,
1982-05-26,3.69,,
1982-05-27,3.67,,
1982-05-28,3.7,,
1982-06-01,3.74,,
1982-06-02,3.72,,
1982-06-03,3.72,,
1982-06-04,3.7,,
1982-06-07,3.69,,
1982-06-08,3.65,,
1982-06-09,3.61,,
1982-06-10,3.56,,
1982-06-11,3.54,,
1982-06-14,3.46,,
1982-06-15,3.46,,
1982-06-16,3.37,,
1982-06-17,3.37,,
1982-06-18,3.33,,
1982-06-21,3.33,,
1982-06-22,3.33,,
1982-06-23,3.37,,
1982-06-24,3.37,,
1982-06-25,3.35,,
1982-06-28,3.39,,
1982-06-29,3.33,,
1982-06-30,3.37,,
1982-07-01,3.41,,
1982-07-02,3.37,,
1982-07-06,3.43,,
1982-07-07,3.44,,
1982-07-08,3.44,,
1982-07-09,3.44,,
1982-07-12,3.46,,
1982-07-13,3.48,,
1982-07-14,3.48,,
1982-07-15,3.46,,
1982-07-16,3.48,,
1982-07-19,3.54,,
1982-07-20,3.54,,
1982-07-21,3.54,,
1982-07-22,3.56,,
1982-07-23,3.61,,
1982-07-26,3.63,,
1982-07-27,3.63,,
1982-07-28,3.57,,
1982-07-29,3.56,,
1982-07-30,3.52,,
1982-08-02,3.56,,
1982-08-03,3.5,,
1982-08-04,3.5,,
1982-08-05,3.5,,
1982-08-06,3.48,,
1982-08-09,3.44,,
1982-08-10,3.33,,
1982-08-11,3.3,,
1982-08-12,3.3,,
1982-08-13,3.28,,
1982-08-16,3.3,,
1982-08-17,3.31,,
1982-08-18,3.31,,
1982-08-19,3.35,,
1982-08-20,3.39,,
1982-08-23,3.43,,
1982-08-24,3.48,,
1982-08-25,3.52,,
1982-08-26,3.5,,
1982-08-27,3.5,,
1982-08-30,3.44,,
1982-08-31,3.46,,
1982-09-01,3.33,,
1982-09-02,3.35,,
1982-09-03,3.59,,
1982-09-07,3.57,,
1982-09-08,3.57,,
1982-09-09,3.65,,
1982-09-10,3.69,,
1982-09-13,3.7,,
1982-09-14,3.7,,
1982-09-15,3.74,,
1982-09-16,3.74,,
1982-09-17,3.67,,
1982-09-20,3.61,,
1982-09-21,3.63,,
1982-09-22,3.74,,
1982-09-23,3.69,,
1982-09-24,3.7,,
1982-09-27,3.67,,
1982-09-28,3.65,,
1982-09-29,3.59,,
1982-09-30,3.7,,
1982-10-01,3.67,,
1982-10-04,3.63,,
1982-10-05,3.69,,
1982-10-06,3.69,,
1982-10-07,3.85,,
1982-10-08,4.0,,
1982-10-11,4.3,,
1982-10-12,4.2,,
1982-10-13,4.44,,
1982-10-14,4.33,,
1982-10-15,4.2,,
1982-10-18,4.17,,
1982-10-19,4.17,,
1982-10-20,4.19,,
1982-10-21,4.28,,
1982-10-22,4.24,,
1982-10-25,4.19,,
1982-10-26,4.19,,
1982-10-27,4.19,,
1982-10-28,4.22,,
1982-10-29,4.09,,
1982-11-01,4.0,,
1982-11-02,4.07,,
1982-11-03,4.19,,
1982-11-04,4.15,,
1982-11-05,4.15,,
1982-11-08,4.04,,
1982-11-09,4.37,,
1982-11-10,4.41,,
1982-11-11,4.3,,
1982-11-12,4.33,,
1982-11-15,4.37,,
1982-11-16,4.22,,
1982-11-17,4.28,,
1982-11-18,4.26,,
1982-11-19,4.24,,
1982-11-22,4.3,,
1982-11-23,4.26,,
1982-11-24,4.24,,
1982-11-26,4.19,,
1982-11-29,4.28,,
1982-11-30,4.28,,
1982-12-01,4.28,,
1982-12-02,4.3,,
1982-12-03,4.28,,
1982-12-06,4.31,,
1982-12-07,4.2,,
1982-12-08,4.24,,
1982-12-09,4.28,,
1982-12-10,4.28,,
1982-12-13,4.24,,
1982-12-14,4.22,,
1982-12-15,4.19,,
1982-12-16,4.15,,
1982-12-17,4.07,,
1982-12-20,4.0,,
1982-12-21,4.02,,
1982-12-22,4.0,,
1982-12-23,4.0,,
1982-12-27,3.98,,
1982-12-28,3.98,,
1982-12-29,3.93,,
1982-12-30,3.87,,
1982-12-31,3.87,,
1983-01-03,3.85,,
1983-01-04,3.91,,
1983-01-05,3.98,,
1983-01-06,4.06,,
1983-01-07,4.15,,
1983-01-10,4.28,,
1983-01-11,4.28,,
1983-01-12,4.28,,
1983-01-13,4.24,,
1983-01-14,4.24,,
1983-01-17,4.26,,
1983-01-18,4.28,,
1983-01-19,4.26,,
1983-01-20,4.26,,
1983-01-21,4.19,,
1983-01-24,4.0,,
1983-01-25,3.96,,
1983-01-26,3.93,,
1983-01-27,3.93,,
1983-01-28,3.85,,
1983-01-31,3.87,,
1983-02-01,3.91,,
1983-02-02,3.89,,
1983-02-03,3.85,,
1983-02-04,3.78,,
1983-02-07,3.98,,
1983-02-08,3.98,,
1983-02-09,4.0,,
1983-02-10,4.0,,
1983-02-11,3.98,,
1983-02-14,3.94,,
1983-02-15,4.0,,
1983-02-16,4.0,,
1983-02-17,4.04,,
1983-02-18,4.07,,
1983-02-22,4.07,,
1983-02-23,4.28,,
1983-02-24,4.31,,
1983-02-25,4.26,,
1983-02-28,4.26,,
1983-03-01,4.26,,
1983-03-02,4.2,,
1983-03-03,4.26,,
1983-03-04,4.37,,
1983-03-07,4.31,,
1983-03-08,4.19,,
1983-03-09,4.22,,
1983-03-10,4.19,,
1983-03-11,4.19,,
1983-03-14,4.13,,
1983-03-15,4.15,,
1983-03-16,4.3,,
1983-03-17,4.22,,
1983-03-18,4.19,,
1983-03-21,4.2,,
1983-03-22,4.28,,
1983-03-23,4.37,,
1983-03-24,4.61,,
1983-03-25,4.59,,
1983-03-28,4.63,,
1983-03-29,4.61,,
1983-03-30,4.69,,
1983-03-31,4.72,,
1983-04-04,4.8,,
1983-04-05,4.81,,
1983-04-06,4.74,,
1983-04-07,4.52,,
1983-04-08,4.44,,
1983-04-11,4.56,,
1983-04-12,4.56,,
1983-04-13,4.52,,
1983-04-14,4.57,,
1983-04-15,4.54,,
1983-04-18,4.65,,
1983-04-19,4.83,,
1983-04-20,5.02,,
1983-04-21,5.22,,
1983-04-22,4.93,,
1983-04-25,4.93,,
1983-04-26,4.89,,
1983-04-27,4.85,,
1983-04-28,4.81,,
1983-04-29,4.94,,
1983-05-02,4.81,,
1983-05-03,4.89,,
1983-05-04,4.96,,
1983-05-05,4.98,,
1983-05-06,5.0,,
1983-05-09,5.15,,
1983-05-10,5.24,,
1983-05-11,5.2,,
1983-05-12,4.96,,
1983-05-13,5.07,,
1983-05-16,4.94,,
1983-05-17,5.0,,
1983-05-18,4.96,,
1983-05-19,4.96,,
1983-05-20,5.04,,
1983-05-23,5.02,,
1983-05-24,5.0,,
1983-05-25,5.04,,
1983-05-26,5.04,,
1983-05-27,5.04,,
1983-05-31,4.98,,
1983-06-01,4.83,,
1983-06-02,4.87,,
1983-06-03,4.89,,
1983-06-06,4.96,,
1983-06-07,5.02,,
1983-06-08,5.02,,
1983-06-09,5.02,,
1983-06-10,5.0,,
1983-06-13,5.0,,
1983-06-14,5.0,,
1983-06-15,5.0,,
1983-06-16,5.04,,
1983-06-17,4.96,,
1983-06-20,4.94,,
1983-06-21,4.89,,
1983-06-22,4.93,,
1983-06-23,4.93,,
1983-06-24,4.93,,
1983-06-27,4.93,,
1983-06-28,4.89,,
1983-06-29,4.93,,
1983-06-30,4.94,,
1983-07-01,4.98,,
1983-07-05,4.98,,
1983-07-06,4.98,,
1983-07-07,4.94,,
1983-07-08,4.89,,
1983-07-11,4.94,,
1983-07-12,4.93,,
1983-07-13,4.93,,
1983-07-14,4.96,,
1983-07-15,4.96,,
1983-07-18,4.93,,
1983-07-19,4.96,,
1983-07-20,5.0,,
1983-07-21,4.98,,
1983-07-22,5.06,,
1983-07-25,5.11,,
1983-07-26,5.19,,
1983-07-27,5.19,,
1983-07-28,5.15,,
1983-07-29,5.11,,
1983-08-01,5.13,,
1983-08-02,5.09,,
1983-08-03,5.11,,
1983-08-04,5.07,,
1983-08-05,5.13,,
1983-08-08,5.17,,
1983-08-09,5.13,,
1983-08-10,5.13,,
1983-08-11,5.17,,
1983-08-12,5.15,,
1983-08-15,5.11,,
1983-08-16,5.11,,
1983-08-17,5.07,,
1983-08-18,5.09,,
1983-08-19,5.07,,
1983-08-22,5.04,,
1983-08-23,4.96,,
1983-08-24,4.94,,
1983-08-25,4.91,,
1983-08-26,4.94,,
1983-08-29,4.94,,
1983-08-30,4.98,,
1983-08-31,4.94,,
1983-09-01,4.93,,
1983-09-02,4.91,,
1983-09-06,4.89,,
1983-09-07,4.98,,
1983-09-08,5.0,,
1983-09-09,5.0,,
1983-09-12,4.96,,
1983-09-13,4.98,,
1983-09-14,5.04,,
1983-09-15,5.04,,
1983-09-16,5.02,,
1983-09-19,5.04,,
1983-09-20,5.22,,
1983-09-21,5.22,,
1983-09-22,5.2,,
1983-09-23,5.24,,
1983-09-26,5.24,,
1983-09-27,5.28,,
1983-09-28,5.22,,
1983-09-29,5.22,,
1983-09-30,5.19,,
1983-10-03,5.04,,
1983-10-04,5.17,,
1983-10-05,5.19,,
1983-10-06,5.3,,
1983-10-07,5.39,,
1983-10-10,5.48,,
1983-10-11,5.54,,
1983-10-12,5.44,,
1983-10-13,5.43,,
1983-10-14,5.44,,
1983-10-17,5.59,,
1983-10-18,5.59,,
1983-10-19,5.59,,
1983-10-20,5.54,,
1983-10-21,5.56,,
1983-10-24,5.61,,
1983-10-25,5.67,,
1983-10-26,5.67,,
1983-10-27,5.59,,
1983-10-28,5.59,,
1983-10-31,5.44,,
1983-11-01,5.56,,
1983-11-02,5.78,,
1983-11-03,5.89,,
1983-11-04,5.89,,
1983-11-07,6.0,,
1983-11-08,6.13,,
1983-11-09,6.19,,
1983-11-10,6.19,,
1983-11-11,6.02,,
1983-11-14,6.24,,
1983-11-15,6.26,,
1983-11-16,6.31,,
1983-11-17,6.33,,
1983-11-18,6.33,,
1983-11-21,6.37,,
1983-11-22,6.26,,
1983-11-23,6.26,,
1983-11-25,6.26,,
1983-11-28,6.43,,
1983-11-29,6.48,,
1983-11-30,6.59,,
1983-12-01,6.61,,
1983-12-02,6.61,,
1983-12-05,6.59,,
1983-12-06,6.63,,
1983-12-07,6.65,,
1983-12-08,6.59,,
1983-12-09,6.52,,
1983-12-12,6.46,,
1983-12-13,6.3,,
1983-12-14,6.17,,
1983-12-15,6.15,,
1983-12-16,6.15,,
1983-12-19,6.15,,
1983-12-20,6.28,,
1983-12-21,6.24,,
1983-12-22,6.33,,
1983-12-23,6.31,,
1983-12-27,6.37,,
1983-12-28,6.33,,
1983-12-29,6.28,,
1983-12-30,6.33,,
1984-01-03,6.43,,
1984-01-04,6.48,,
1984-01-05,6.5,,
1984-01-06,6.5,,
1984-01-09,6.48,,
1984-01-10,6.5,,
1984-01-11,6.43,,
1984-01-12,6.37,,
1984-01-13,6.37,,
1984-01-16,6.43,,
1984-01-17,6.33,,
1984-01-18,6.24,,
1984-01-19,6.3,,
1984-01-20,6.31,,
1984-01-23,6.19,,
1984-01-24,6.11,,
1984-01-25,6.2,,
1984-01-26,6.3,,
1984-01-27,6.37,,
1984-01-30,6.3,,
1984-01-31,6.22,,
1984-02-01,6.22,,
1984-02-02,6.13,,
1984-02-03,6.22,,
1984-02-06,6.19,,
1984-02-07,6.11,,
1984-02-08,6.0,,
1984-02-09,5.91,,
1984-02-10,5.96,,
1984-02-13,5.89,,
1984-02-14,5.89,,
1984-02-15,5.78,,
1984-02-16,5.48,,
1984-02-17,5.54,,
1984-02-21,5.54,,
1984-02-22,5.61,,
1984-02-23,5.59,,
1984-02-24,5.63,,
1984-02-27,5.76,,
1984-02-28,5.78,,
1984-02-29,5.78,,
1984-03-01,5.93,,
1984-03-02,6.0,,
1984-03-05,6.02,,
1984-03-06,5.96,,
1984-03-07,5.96,,
1984-03-08,5.89,,
1984-03-09,5.81,,
1984-03-12,5.85,,
1984-03-13,5.93,,
1984-03-14,5.85,,
1984-03-15,5.93,,
1984-03-16,5.93,,
1984-03-19,5.89,,
1984-03-20,5.83,,
1984-03-21,5.83,,
1984-03-22,5.85,,
1984-03-23,5.89,,
1984-03-26,5.89,,
1984-03-27,5.83,,
1984-03-28,5.96,,
1984-03-29,5.93,,
1984-03-30,5.83,,
1984-04-02,5.91,,
1984-04-03,5.91,,
1984-04-04,5.91,,
1984-04-05,5.85,,
1984-04-06,5.78,,
1984-04-09,5.85,,
1984-04-10,6.04,,
1984-04-11,6.02,,
1984-04-12,6.02,,
1984-04-13,6.04,,
1984-04-16,6.11,,
1984-04-17,6.26,,
1984-04-18,6.11,,
1984-04-19,6.0,,
1984-04-23,5.83,,
1984-04-24,5.78,,
1984-04-25,5.83,,
1984-04-26,5.85,,
1984-04-27,5.93,,
1984-04-30,6.0,,
1984-05-01,6.02,,
1984-05-02,6.13,,
1984-05-03,6.15,,
1984-05-04,6.13,,
1984-05-07,6.15,,
1984-05-08,6.15,,
1984-05-09,6.26,,
1984-05-10,6.37,,
1984-05-11,6.35,,
1984-05-14,6.33,,
1984-05-15,6.48,,
1984-05-16,6.44,,
1984-05-17,6.37,,
1984-05-18,6.33,,
1984-05-21,6.31,,
1984-05-22,6.22,,
1984-05-23,6.07,,
1984-05-24,5.89,,
1984-05-25,5.85,,
1984-05-29,5.81,,
1984-05-30,2.91,,
1984-05-31,2.94,,
1984-06-01,2.98,,
1984-06-04,3.06,,
1984-06-05,3.04,,
1984-06-06,3.02,,
1984-06-07,3.06,,
1984-06-08,3.06,,
1984-06-11,3.09,,
1984-06-12,3.09,,
1984-06-13,3.19,,
1984-06-14,3.13,,
1984-06-15,3.19,,
1984-06-18,3.52,,
1984-06-19,3.48,,
1984-06-20,3.5,,
1984-06-21,3.46,,
1984-06-22,3.41,,
1984-06-25,3.24,,
1984-06-26,3.41,,
1984-06-27,3.35,,
1984-06-28,3.39,,
1984-06-29,3.31,,
1984-07-02,3.22,,
1984-07-03,3.19,,
1984-07-05,3.15,,
1984-07-06,3.11,,
1984-07-09,3.13,,
1984-07-10,3.22,,
1984-07-11,3.26,,
1984-07-12,3.3,,
1984-07-13,3.37,,
1984-07-16,3.37,,
1984-07-17,3.41,,
1984-07-18,3.41,,
1984-07-19,3.48,,
1984-07-20,3.44,,
1984-07-23,3.54,,
1984-07-24,3.46,,
1984-07-25,3.44,,
1984-07-26,3.52,,
1984-07-27,3.59,,
1984-07-30,3.56,,
1984-07-31,3.65,,
1984-08-01,3.78,,
1984-08-02,3.83,,
1984-08-03,3.93,,
1984-08-06,4.07,,
1984-08-07,3.98,,
1984-08-08,3.85,,
1984-08-09,3.85,,
1984-08-10,3.85,,
1984-08-13,3.74,,
1984-08-14,3.76,,
1984-08-15,3.67,,
1984-08-16,3.7,,
1984-08-17,3.78,,
1984-08-20,3.85,,
1984-08-21,3.91,,
1984-08-22,3.94,,
1984-08-23,4.07,,
1984-08-24,4.15,,
1984-08-27,4.07,,
1984-08-28,4.13,,
1984-08-29,4.15,,
1984-08-30,4.15,,
1984-08-31,4.19,,
1984-09-04,4.11,,
1984-09-05,4.04,,
1984-09-06,4.09,,
1984-09-07,4.07,,
1984-09-10,4.07,,
1984-09-11,4.04,,
1984-09-12,3.94,,
1984-09-13,4.0,,
1984-09-14,4.04,,
1984-09-17,4.13,,
1984-09-18,4.02,,
1984-09-19,4.09,,
1984-09-20,4.07,,
1984-09-21,4.11,,
1984-09-24,4.19,,
1984-09-25,4.31,,
1984-09-26,4.33,,
1984-09-27,4.43,,
1984-09-28,4.35,,
1984-10-01,4.33,,
1984-10-02,4.28,,
1984-10-03,4.3,,
1984-10-04,4.22,,
1984-10-05,4.35,,
1984-10-08,4.33,,
1984-10-09,4.35,,
1984-10-10,4.39,,
1984-10-11,4.56,,
1984-10-12,4.7,,
1984-10-15,4.61,,
1984-10-16,4.5,,
1984-10-17,4.57,,
1984-10-18,4.78,,
1984-10-19,4.89,,
1984-10-22,4.89,,
1984-10-23,4.83,,
1984-10-24,4.85,,
1984-10-25,4.81,,
1984-10-26,4.81,,
1984-10-29,4.74,,
1984-10-30,4.7,,
1984-10-31,4.8,,
1984-11-01,4.89,,
1984-11-02,5.0,,
1984-11-05,5.06,,
1984-11-06,4.98,,
1984-11-07,4.91,,
1984-11-08,4.78,,
1984-11-09,4.65,,
1984-11-12,4.59,,
1984-11-13,4.52,,
1984-11-14,4.57,,
1984-11-15,4.59,,
1984-11-16,4.63,,
1984-11-19,4.37,,
1984-11-20,4.26,,
1984-11-21,4.28,,
1984-11-23,4.43,,
1984-11-26,4.56,,
1984-11-27,4.61,,
1984-11-28,4.69,,
1984-11-29,4.61,,
1984-11-30,4.57,,
1984-12-03,4.65,,
1984-12-04,4.57,,
1984-12-05,4.57,,
1984-12-06,4.44,,
1984-12-07,4.33,,
1984-12-10,4.26,,
1984-12-11,4.46,,
1984-12-12,4.54,,
1984-12-13,4.5,,
1984-12-14,4.63,,
1984-12-17,4.81,,
1984-12-18,4.76,,
1984-12-19,4.72,,
1984-12-20,4.67,,
1984-12-21,4.44,,
1984-12-24,4.52,,
1984-12-26,4.44,,
1984-12-27,4.52,,
1984-12-28,4.63,,
