date,GL,dcf,Deviation
2009-02-18,12.03,105.95493282792403,-0.8864611615625551
2009-02-19,11.08,104.68493282792403,-0.8941585985615259
2009-02-20,9.81,103.92493282792404,-0.9056049425959878
2009-02-23,9.05,105.08493282792404,-0.9138791855648867
2009-02-24,10.21,104.58493282792404,-0.9023759950508479
2009-02-25,9.71,105.31493282792404,-0.9078003494920768
2009-02-26,10.44,104.03493282792404,-0.8996490917404831
2009-02-27,9.16,103.51493282792403,-0.9115103516974992
2009-03-02,8.64,102.91493282792403,-0.9160471686412479
2009-03-03,8.04,103.53493282792404,-0.9223450503091305
2009-03-04,8.66,102.47493282792404,-0.915491527917936
2009-03-05,7.6,102.45493282792403,-0.9258210435532234
2009-03-06,7.58,102.57493282792403,-0.926102803179838
2009-03-09,7.7,103.90493282792403,-0.9258937974316205
2009-03-10,9.03,103.87493282792403,-0.9130685358424364
2009-03-11,9.0,105.04493282792403,-0.9143223784554838
2009-03-12,10.17,105.19493282792403,-0.9033223395214682
2009-03-13,10.32,105.33493282792404,-0.902026804186045
2009-03-16,10.46,106.03493282792404,-0.9013532642400526
2009-03-17,11.16,107.37493282792403,-0.8960651270638307
2009-03-18,12.5,106.50493282792404,-0.8826345440713458
2009-03-19,11.63,105.89493282792404,-0.8901741595237764
2009-03-20,11.02,107.46493282792403,-0.8974549212472357
2009-03-23,12.59,107.13493282792403,-0.8824846418653982
2009-03-24,12.26,106.86493282792404,-0.8852757431687971
2009-03-25,11.99,107.35493282792403,-0.8883144007996502
2009-03-26,12.48,107.69493282792403,-0.8841171105056478
2009-03-27,12.82,106.08493282792404,-0.8791534324596804
2009-03-30,11.21,106.53493282792404,-0.8947762982297415
2009-03-31,11.66,12.303846509385489,-0.05232888015096382
2009-04-01,11.75,12.64384650938549,-0.07069419173366198
2009-04-02,12.09,13.363846509385489,-0.09532034871029538
2009-04-03,12.81,13.46384650938549,-0.04856312859253864
2009-04-06,12.91,13.103846509385487,-0.014793099815893496
2009-04-07,12.55,13.58384650938549,-0.07610852409670366
2009-04-08,13.03,14.51384650938549,-0.10223661304575249
2009-04-09,13.96,14.58384650938549,-0.04277654108496065
2009-04-13,14.03,13.503846509385488,0.038963230976360785
2009-04-14,12.95,15.063846509385488,-0.14032581306962089
2009-04-15,14.51,14.663846509385488,-0.010491552082669386
2009-04-16,14.11,14.893846509385487,-0.052628883270116944
2009-04-17,14.34,13.43384650938549,0.06745301801546044
2009-04-20,12.88,14.693846509385489,-0.12344259266808855
2009-04-21,14.14,14.073846509385486,0.00470045559828991
2009-04-22,13.52,12.233846509385488,0.10513075259100302
2009-04-23,11.68,12.39384650938549,-0.0575968492787865
2009-04-24,11.84,12.20384650938549,-0.02981408436312849
2009-04-27,11.65,12.593846509385488,-0.07494505421215758
2009-04-28,12.04,13.363846509385489,-0.09906178647410735
2009-04-29,12.81,13.593846509385488,-0.05766186258203687
2009-04-30,13.04,13.633846509385489,-0.04355678413840791
2009-05-01,13.08,14.693846509385489,-0.10983145280268625
2009-05-04,14.14,14.33384650938549,-0.013523690884966744
2009-05-05,13.78,15.28384650938549,-0.09839450484287515
2009-05-06,14.73,15.453846509385489,-0.04683924542319473
2009-05-07,14.9,17.41384650938549,-0.14435905978788832
2009-05-08,16.86,16.16384650938549,0.04306855365214535
2009-05-11,15.61,16.47384650938549,-0.05243745040924952
2009-05-12,15.92,15.763846509385491,0.00990579872250974
2009-05-13,15.21,16.333846509385488,-0.06880476737305696
2009-05-14,15.78,16.26384650938549,-0.029749820198209265
2009-05-15,15.71,17.41384650938549,-0.09784435095756538
2009-05-18,16.86,16.753846509385482,0.006336066798454221
2009-05-19,16.2,16.793846509385485,-0.0353609584947443
2009-05-20,16.24,16.67384650938549,-0.026019581572931383
2009-05-21,16.12,16.683846509385486,-0.03379595401266089
2009-05-22,16.13,17.23384650938549,-0.06405108161920436
2009-05-26,16.68,16.843846509385486,-0.009727380814957609
2009-05-27,16.29,18.063846509385492,-0.0981987146792821
2009-05-28,17.51,18.403846509385488,-0.04856846143167126
2009-05-29,17.85,18.603846509385495,-0.04052100241770884
2009-06-01,18.05,18.53384650938549,-0.026106103184812213
2009-06-02,17.98,17.76384650938549,0.012168169236336679
2009-06-03,17.21,18.39384650938549,-0.06436100838296277
2009-06-04,17.84,18.01384650938549,-0.009650715592303682
2009-06-05,17.46,18.05384650938549,-0.032893074009285095
2009-06-08,17.5,18.083846509385488,-0.03228552670376139
2009-06-09,17.53,18.083846509385488,-0.030626587606682132
2009-06-10,17.53,18.03384650938549,-0.027938937437626987
2009-06-11,17.48,17.573846509385486,-0.005340123423484222
2009-06-12,17.02,17.11384650938549,-0.005483659639814009
2009-06-15,16.56,16.463846509385487,0.005840281040016881
2009-06-16,15.91,16.443846509385487,-0.0324648195348205
2009-06-17,15.89,16.88384650938549,-0.05886374937328542
2009-06-18,16.33,16.963846509385487,-0.03736455107836567
2009-06-19,16.41,16.293846509385492,0.007128672198280617
2009-06-22,15.74,16.39384650938549,-0.03988365445602793
2009-06-23,15.84,16.793846509385485,-0.05679738163930548
2009-06-24,16.24,17.153846509385488,-0.05327356222323032
2009-06-25,16.6,16.97384650938549,-0.022024855072111826
2009-06-26,16.42,17.203846509385492,-0.04556228218833891
2009-06-29,16.65,17.01384650938549,-0.021385317493300526
2009-06-30,16.46,19.294688025772384,-0.14691546305314818
2009-07-01,16.36,18.064688025772387,-0.09436576061210455
2009-07-02,15.13,18.714688025772382,-0.19154409738681366
2009-07-06,15.78,18.204688025772384,-0.13319030913024998
2009-07-07,15.27,17.834688025772383,-0.14380335793181398
2009-07-08,14.9,18.144688025772385,-0.1788230263955869
2009-07-09,15.21,17.904688025772383,-0.15050181393239537
2009-07-10,14.97,18.894688025772385,-0.2077138304913584
2009-07-13,15.96,18.794688025772384,-0.1508238935323264
2009-07-14,15.86,19.644688025772385,-0.19265706947380146
2009-07-15,16.71,19.864688025772384,-0.15880883815942648
2009-07-16,16.93,19.704688025772384,-0.14081359837533491
2009-07-17,16.77,20.554688025772386,-0.18412772896513807
2009-07-20,17.62,20.484688025772385,-0.13984533336159366
2009-07-21,17.55,20.594688025772385,-0.14783851165709494
2009-07-22,17.66,21.50468802577238,-0.17878371549332406
2009-07-23,18.57,21.624688025772386,-0.1412592876314237
2009-07-24,18.69,21.77468802577238,-0.14166393668287525
2009-07-27,18.84,20.66468802577238,-0.08829980997035547
2009-07-28,17.73,20.07468802577238,-0.11679822982863852
2009-07-29,17.14,20.394688025772385,-0.15958508517803738
2009-07-30,17.46,20.294688025772384,-0.13967635384060062
2009-07-31,17.36,20.25468802577238,-0.14291447106413768
2009-08-03,17.32,20.404688025772383,-0.1511754564380613
2009-08-04,17.47,20.58468802577238,-0.15131091721539514
2009-08-05,17.65,20.464688025772382,-0.13753877030657302
2009-08-06,17.53,21.244688025772383,-0.1748525570846705
2009-08-07,18.31,20.904688025772383,-0.12411991140807832
2009-08-10,17.97,20.594688025772385,-0.12744490338905967
2009-08-11,17.66,21.364688025772384,-0.17340239283173198
2009-08-12,18.43,21.484688025772385,-0.14217977110526692
2009-08-13,18.55,21.07468802577238,-0.11979717197639761
2009-08-14,18.14,20.444688025772383,-0.11272796253320738
2009-08-17,17.51,20.72468802577238,-0.15511394052227578
2009-08-18,17.79,20.83468802577238,-0.14613552274006314
2009-08-19,17.9,21.194688025772383,-0.15544876252795503
2009-08-20,18.26,21.694688025772383,-0.1583193093946369
2009-08-21,18.76,21.494688025772383,-0.12722622549782803
2009-08-24,18.56,22.344688025772385,-0.16937752818061824
2009-08-25,19.41,21.734688025772385,-0.10695750603900245
2009-08-26,18.8,21.894688025772382,-0.1413442393940304
2009-08-27,18.96,21.934688025772385,-0.1356156979427856
2009-08-28,19.0,21.874688025772386,-0.13141618396502286
2009-08-31,18.94,20.684688025772385,-0.08434683779608199
2009-09-01,17.75,20.72468802577238,-0.14353354907312377
2009-09-02,17.79,20.934688025772385,-0.15021422922094696
2009-09-03,18.0,21.104688025772383,-0.14710892774065343
2009-09-04,18.17,21.094688025772385,-0.13864571128993008
2009-09-08,18.16,21.744688025772383,-0.16485350452136704
2009-09-09,18.81,22.00468802577238,-0.14518215491311182
2009-09-10,19.07,21.75468802577238,-0.12340733282830263
2009-09-11,18.82,22.414688025772385,-0.16037198562117916
2009-09-14,19.48,22.32468802577238,-0.12742341673435154
2009-09-15,19.39,23.554688025772386,-0.17680930527356542
2009-09-16,20.62,23.364688025772384,-0.11747163166676389
2009-09-17,20.43,22.874688025772386,-0.10687306524215812
2009-09-18,19.94,22.374688025772386,-0.1088143898573235
2009-09-21,19.44,22.45468802577238,-0.13425650903331499
2009-09-22,19.52,21.95468802577238,-0.11089604292779409
2009-09-23,19.02,21.594688025772385,-0.11922784078656745
2009-09-24,18.66,21.57468802577238,-0.1350975746342471
2009-09-25,18.64,22.354688025772386,-0.1661704257062222
2009-09-28,19.42,22.474688025772384,-0.13591681549792733
2009-09-29,19.54,22.234688025772385,-0.12119297660704542
2009-09-30,19.3,19.66217265253021,-0.018419767689487943
2009-10-01,18.18,19.45217265253021,-0.06540002884277984
2009-10-02,17.97,20.55217265253021,-0.1256398871392469
2009-10-05,19.07,21.28217265253021,-0.10394486919394519
2009-10-06,19.8,21.182172652530205,-0.06525169420546217
2009-10-07,19.7,21.632172652530205,-0.08931939863674343
2009-10-08,20.15,21.682172652530205,-0.07066508864605914
2009-10-09,20.2,21.84217265253021,-0.07518357622450067
2009-10-12,20.36,21.60217265253021,-0.05750220926896987
2009-10-13,20.12,22.192172652530207,-0.09337403259134924
2009-10-14,20.71,22.20217265253021,-0.06720840684752338
2009-10-15,20.72,21.55217265253021,-0.03861200751992466
2009-10-16,20.07,22.27217265253021,-0.09887551999916955
2009-10-19,20.79,21.762172652530207,-0.044672591659508654
2009-10-20,20.28,21.11217265253021,-0.03941672258115392
2009-10-21,19.63,21.80217265253021,-0.0996310178416151
2009-10-22,20.32,21.15217265253021,-0.039342183245212214
2009-10-23,19.67,20.442172652530207,-0.03777351192827494
2009-10-26,18.96,20.64217265253021,-0.08149203481853529
2009-10-27,19.16,20.472172652530208,-0.06409542723195205
2009-10-28,18.99,20.70217265253021,-0.08270497407531519
2009-10-29,19.22,19.522172652530205,-0.015478433569280137
2009-10-30,18.04,19.572172652530206,-0.0782832176954118
2009-11-02,18.09,19.502172652530213,-0.07241104248695074
2009-11-03,18.02,19.442172652530214,-0.07314885419172179
2009-11-04,17.96,19.85217265253021,-0.0953131269634131
2009-11-05,18.37,20.11217265253021,-0.08662279718004673
2009-11-06,18.63,20.80217265253021,-0.10442047034284208
2009-11-09,19.32,20.562172652530204,-0.06041057399531913
2009-11-10,19.08,20.80217265253021,-0.08278811455402191
2009-11-11,19.32,20.33217265253021,-0.04978182459041103
2009-11-12,18.85,20.46217265253021,-0.07878795081571455
2009-11-13,18.98,21.10217265253021,-0.10056654769506668
2009-11-16,19.62,20.98217265253021,-0.06492047678227197
2009-11-17,19.5,20.91217265253021,-0.0675287391699756
2009-11-18,19.43,20.48217265253021,-0.05137016811545292
2009-11-19,19.0,20.29217265253021,-0.06367837858747416
2009-11-20,18.81,20.41217265253021,-0.0784910396263776
2009-11-23,18.93,20.632172652530205,-0.08250089223257162
2009-11-24,19.15,20.85217265253021,-0.08163046992245526
2009-11-25,19.37,20.42217265253021,-0.051521092805953295
2009-11-27,18.94,20.80217265253021,-0.08951818079943241
2009-11-30,19.32,20.812172652530204,-0.07169711098609377
2009-12-01,19.33,20.882172652530205,-0.07433003635960922
2009-12-02,19.4,20.33217265253021,-0.04584717376055769
2009-12-03,18.85,20.882172652530205,-0.09731615030411955
2009-12-04,19.4,20.722172652530208,-0.06380473103377848
2009-12-07,19.24,20.64217265253021,-0.06792757119771209
2009-12-08,19.16,20.85217265253021,-0.08115090358821109
2009-12-09,19.37,20.86217265253021,-0.07152527578901202
2009-12-10,19.38,21.182172652530205,-0.08507968857080095
2009-12-11,19.7,21.64217265253021,-0.08974018846038312
2009-12-14,20.16,21.002172652530206,-0.04009931098384467
2009-12-15,19.52,21.17217265253021,-0.07803510200134167
2009-12-16,19.69,20.59217265253021,-0.04381143591564418
2009-12-17,19.11,20.512172652530207,-0.06835807577688502
2009-12-18,19.03,20.95217265253021,-0.09174097046675889
2009-12-21,19.47,20.99217265253021,-0.07251143927433079
2009-12-22,19.51,20.96217265253021,-0.06927586546497255
2009-12-23,19.48,21.08217265253021,-0.07599656254299403
2009-12-24,19.6,20.95217265253021,-0.06453615455325667
2009-12-28,19.47,20.98217265253021,-0.07206940280075624
2009-12-29,19.5,21.132172652530205,-0.07723638640321162
2009-12-30,19.65,21.012172652530207,-0.06482778697167146
2009-12-31,19.53,112.69088469945446,-0.8266940573579991
2010-01-04,19.89,113.15088469945445,-0.8242170173672898
2010-01-05,20.35,113.29088469945445,-0.8203738980943981
2010-01-06,20.49,113.29088469945445,-0.8191381411279713
2010-01-07,20.49,113.28088469945446,-0.8191221753399789
2010-01-08,20.48,113.32088469945445,-0.8192742665721653
2010-01-11,20.52,113.36088469945446,-0.8189851812254006
2010-01-12,20.56,113.54088469945445,-0.8189198538092879
2010-01-13,20.74,113.55088469945446,-0.8173506084528143
2010-01-14,20.75,113.33088469945446,-0.8169078088905108
2010-01-15,20.53,113.65088469945445,-0.8193590832637087
2010-01-19,20.85,113.48088469945445,-0.8162686160297423
2010-01-20,20.68,113.04088469945445,-0.8170573412001985
2010-01-21,20.24,112.46088469945445,-0.8200263135570177
2010-01-22,19.66,112.93088469945445,-0.8259112194833007
2010-01-25,20.13,112.73088469945445,-0.8214331409385505
2010-01-26,19.93,113.15088469945445,-0.8238635070955297
2010-01-27,20.35,112.88088469945444,-0.8197214696342794
2010-01-28,20.08,112.76088469945445,-0.8219240647719293
2010-01-29,19.96,113.00088469945446,-0.8233642147750693
2010-02-01,20.2,113.33088469945446,-0.8217608549199189
2010-02-02,20.53,112.99088469945445,-0.8183039273069863
2010-02-03,20.19,112.45088469945445,-0.8204549474736329
2010-02-04,19.65,112.40088469945445,-0.8251793119552254
2010-02-05,19.6,112.37088469945446,-0.8255775946552181
2010-02-08,19.57,112.48088469945445,-0.82601488197492
2010-02-09,19.68,112.52088469945446,-0.8250991355732256
2010-02-10,19.72,112.60088469945445,-0.8248681610927384
2010-02-11,19.8,112.52088469945446,-0.8240326668876965
2010-02-12,19.72,112.66088469945444,-0.8249614313556382
2010-02-16,19.86,112.98088469945445,-0.8242180519932156
2010-02-17,20.18,113.30088469945446,-0.8218901815856945
2010-02-18,20.5,113.48088469945445,-0.8193528359045429
2010-02-19,20.68,113.63088469945444,-0.8180072252830107
2010-02-22,20.83,112.86088469945446,-0.8154364990539482
2010-02-23,20.06,113.17088469945445,-0.8227459292796648
2010-02-24,20.37,113.38088469945444,-0.8203400859501495
2010-02-25,20.58,113.47088469945446,-0.8186318891008088
2010-02-26,20.67,113.71088469945445,-0.8182232065590536
2010-03-01,20.91,113.78088469945446,-0.8162257214361398
2010-03-02,20.98,114.34088469945446,-0.8165135764416549
2010-03-03,21.54,114.56088469945446,-0.8119777090015562
2010-03-04,21.76,115.02088469945446,-0.8108169654853714
2010-03-05,22.22,115.27088469945446,-0.8072366664146444
2010-03-08,22.47,115.22088469945446,-0.8049832714042128
2010-03-09,22.42,115.43088469945445,-0.8057712192159439
2010-03-10,22.63,115.59088469945446,-0.8042233169264185
2010-03-11,22.79,115.53088469945446,-0.8027367308812133
2010-03-12,22.73,115.69088469945446,-0.8035281685411194
2010-03-15,22.89,116.17088469945445,-0.8029626781338656
2010-03-16,23.37,116.68088469945445,-0.7997101233831383
2010-03-17,23.88,116.66088469945444,-0.7953041410450432
2010-03-18,23.86,116.44088469945446,-0.7950891556553779
2010-03-19,23.64,116.42088469945445,-0.7969436492341757
2010-03-22,23.62,116.52088469945446,-0.7972895583403463
2010-03-23,23.72,116.31088469945446,-0.7960637986608724
2010-03-24,23.51,116.24088469945445,-0.7977475820079478
2010-03-25,23.44,116.20088469945445,-0.7982803654152382
2010-03-26,23.4,116.40088469945445,-0.798970600091069
2010-03-29,23.6,116.27088469945446,-0.7970257123182384
2010-03-30,23.47,116.58088469945446,-0.7986805464677535
2010-03-31,23.78,24.542513643463195,-0.031069093188272
2010-04-01,24.06,24.762513643463194,-0.02837004568995538
2010-04-05,24.28,24.802513643463193,-0.02106696325115831
2010-04-06,24.32,24.452513643463192,-0.0054192237818714295
2010-04-07,23.97,24.402513643463195,-0.017724143085524058
2010-04-08,23.92,24.432513643463196,-0.02097670550571107
2010-04-09,23.95,24.652513643463195,-0.02849663339095132
2010-04-12,24.17,24.792513643463195,-0.025108936206124643
2010-04-13,24.31,25.39251364346319,-0.04263121243775969
2010-04-14,24.91,25.25251364346319,-0.013563546516560443
2010-04-15,24.77,24.702513643463192,0.002731963131803239
2010-04-16,24.22,24.852513643463194,-0.025450690925566066
2010-04-19,24.37,25.302513643463193,-0.03685458514530249
2010-04-20,24.82,25.042513643463195,-0.008885435648800288
2010-04-21,24.56,25.00251364346319,-0.017698766203008698
2010-04-22,24.52,25.472513643463188,-0.037393782835704714
2010-04-23,24.99,25.28251364346319,-0.011569800676793918
2010-04-26,24.8,24.202513643463192,0.024686954641927494
2010-04-27,23.72,23.89251364346319,-0.007220405773855854
2010-04-28,23.41,24.842513643463192,-0.05766379618513884
2010-04-29,24.36,24.28251364346319,0.0031910352311350643
2010-04-30,23.8,24.322513643463193,-0.021482715607546554
2010-05-03,23.84,23.86251364346319,-0.0009434732568233128
2010-05-04,23.38,23.852513643463194,-0.019809804975950085
2010-05-05,23.37,23.042513643463195,0.014212267012358115
2010-05-06,22.56,22.302513643463193,0.011545172022001005
2010-05-07,21.82,24.102513643463194,-0.09470023240012693
2010-05-10,23.62,23.912513643463193,-0.012232659762356435
2010-05-11,23.43,24.332513643463194,-0.03709085122431033
2010-05-12,23.85,23.88251364346319,-0.0013613995556991387
2010-05-13,23.4,23.162513643463193,0.010253047669712911
2010-05-14,22.68,23.482513643463193,-0.03417494633018503
2010-05-17,23.0,23.102513643463194,-0.0044373372112346265
2010-05-18,22.62,23.31251364346319,-0.029705661691156626
2010-05-19,22.83,22.452513643463192,0.016812654588752807
2010-05-20,21.97,22.982513643463193,-0.044055826928712793
2010-05-21,22.5,22.482513643463193,0.000777775866796393
2010-05-24,22.0,22.56251364346319,-0.024931337542976384
2010-05-25,22.08,22.64251364346319,-0.024843250723869503
2010-05-26,22.16,23.932513643463196,-0.07406299521518633
2010-05-27,23.45,23.38251364346319,0.002886189122599969
2010-05-28,22.9,22.86251364346319,0.0016396428284921605
2010-06-01,22.38,23.732513643463193,-0.05698990270403681
2010-06-02,23.25,23.61251364346319,-0.015352607051369316
2010-06-03,23.13,22.50251364346319,0.02788516725193002
2010-06-04,22.02,22.14251364346319,-0.005532960053040714
2010-06-07,21.66,22.832513643463194,-0.051352805992908146
2010-06-08,22.35,22.832513643463194,-0.021132743025923162
2010-06-09,22.35,23.492513643463194,-0.0486330948149134
2010-06-10,23.01,23.552513643463193,-0.023034214168208833
2010-06-11,23.07,23.462513643463193,-0.01672939436191012
2010-06-14,22.98,24.042513643463195,-0.04419311804163528
2010-06-15,23.56,23.86251364346319,-0.012677358638035097
2010-06-16,23.38,23.88251364346319,-0.02104107008856393
2010-06-17,23.4,23.972513643463188,-0.023882086458601348
2010-06-18,23.49,23.902513643463195,-0.017258169982302674
2010-06-21,23.42,23.28251364346319,0.005905133725774059
2010-06-22,22.8,23.232513643463193,-0.018616739027930596
2010-06-23,22.75,22.792513643463195,-0.0018652459368116991
2010-06-24,22.31,23.61251364346319,-0.05516200702434637
2010-06-25,23.13,23.722513643463188,-0.024976849096531417
2010-06-28,23.24,23.242513643463194,-0.00010814852049800816
2010-06-29,22.76,22.482513643463193,0.0123423190545906
2010-06-30,22.0,21.96584104496767,0.0015550943377218296
2010-07-01,21.73,22.03584104496767,-0.013879254453848633
2010-07-02,21.8,22.03584104496767,-0.010702611463133893
2010-07-06,21.8,22.985841044967668,-0.051590065495005444
2010-07-07,22.75,23.20584104496767,-0.019643375307292432
2010-07-08,22.97,23.295841044967666,-0.013987090843326944
2010-07-09,23.06,23.03584104496767,0.001048755067599716
2010-07-12,22.8,23.255841044967667,-0.019601142099580415
2010-07-13,23.02,22.875841044967668,0.006301799122880425
2010-07-14,22.64,22.64584104496767,-0.000257930140729723
2010-07-15,22.41,22.005841044967667,0.018365985385718986
2010-07-16,21.77,22.155841044967673,-0.01741486789802149
2010-07-19,21.92,22.595841044967667,-0.029909975186260263
2010-07-20,22.36,22.055841044967668,0.013790403839609278
2010-07-21,21.82,22.665841044967667,-0.037317875974227865
2010-07-22,22.43,23.005841044967667,-0.02503021053836363
2010-07-23,22.77,23.165841044967667,-0.017087272773705586
2010-07-26,22.93,23.345841044967667,-0.017812210927277916
2010-07-27,23.11,23.325841044967667,-0.009253301715962503
2010-07-28,23.09,23.94584104496767,-0.035740696823322815
2010-07-29,23.71,23.825841044967667,-0.0048619918494812175
2010-07-30,23.59,24.405841044967673,-0.033428106143299385
2010-08-02,24.17,23.975841044967666,0.008098108202677201
2010-08-03,23.74,23.85584104496767,-0.004855877633880623
2010-08-04,23.62,23.94584104496767,-0.013607417018920875
2010-08-05,23.71,23.905841044967673,-0.008192183851607138
2010-08-06,23.67,24.235841044967668,-0.023347283220656267
2010-08-09,24.0,24.01584104496767,-0.000659608170207604
2010-08-10,23.78,23.19584104496767,0.025183779881051915
2010-08-11,22.96,22.915841044967667,0.0019270056440729988
2010-08-12,22.68,22.735841044967668,-0.002456080021725371
2010-08-13,22.5,22.60584104496767,-0.004682021994100061
2010-08-16,22.37,22.96584104496767,-0.025944664678336782
2010-08-17,22.73,23.095841044967667,-0.01584012655158884
2010-08-18,22.86,22.39584104496767,0.02072522992551895
2010-08-19,22.16,22.235841044967668,-0.003410756751421884
2010-08-20,22.0,22.28584104496767,-0.012826127781801366
2010-08-23,22.05,21.71584104496767,0.015387797062079045
2010-08-24,21.48,21.905841044967673,-0.019439611749830443
2010-08-25,21.67,21.835841044967673,-0.007594900724279263
2010-08-26,21.6,22.575841044967667,-0.04322501398835765
2010-08-27,22.34,21.885841044967666,0.020751268096080855
2010-08-30,21.65,22.165841044967667,-0.02327189137200736
2010-08-31,21.93,23.03584104496767,-0.04800523856754291
2010-09-01,22.8,23.055841044967668,-0.011096582617336703
2010-09-02,22.82,23.45584104496767,-0.027108004515748796
2010-09-03,23.22,22.985841044967668,0.010187095376420707
2010-09-07,22.75,23.155841044967673,-0.017526508502953786
2010-09-08,22.92,23.385841044967666,-0.01991979010170808
2010-09-09,23.15,23.635841044967666,-0.02055526791043083
2010-09-10,23.4,24.115841044967667,-0.029683436859318846
2010-09-13,23.88,24.325841044967667,-0.018327877919760538
2010-09-14,24.09,24.365841044967667,-0.011320809507810448
2010-09-15,24.13,24.185841044967667,-0.002308832050282872
2010-09-16,23.95,24.14584104496767,-0.008110756821555709
2010-09-17,23.91,24.565841044967666,-0.026697276261258507
2010-09-20,24.33,24.755841044967667,-0.017201639168475502
2010-09-21,24.52,24.235841044967668,0.011724740829298863
2010-09-22,24.0,23.71584104496767,0.011981820695017076
2010-09-23,23.48,24.39584104496767,-0.037540867858564364
2010-09-24,24.16,24.02584104496767,0.005583944169997412
2010-09-27,23.79,24.24584104496767,-0.01880079326273909
2010-09-28,24.01,23.95584104496767,0.0022607828683898212
2010-09-29,23.72,23.85584104496767,-0.0056942467344417436
2010-09-30,23.62,23.961523280994484,-0.014252987048839594
2010-10-01,23.7,23.761523280994485,-0.002589197681770461
2010-10-04,23.5,24.631523280994486,-0.04593801479860404
2010-10-05,24.37,24.481523280994487,-0.00455540612054417
2010-10-06,24.22,24.251523280994483,-0.0012998474623319156
2010-10-07,23.99,24.451523280994486,-0.01887503186164341
2010-10-08,24.19,24.441523280994485,-0.010290818542806002
2010-10-11,24.18,24.56152328099449,-0.015533372121496636
2010-10-12,24.3,24.661523280994484,-0.014659405944850601
2010-10-13,24.4,24.531523280994485,-0.00536139886169984
2010-10-14,24.27,24.481523280994487,-0.008640119267361857
2010-10-15,24.22,24.821523280994484,-0.024233938996607196
2010-10-18,24.56,24.331523280994485,0.00939015269890553
2010-10-19,24.07,24.701523280994486,-0.025566167471152812
2010-10-20,24.44,24.871523280994488,-0.017350094568764685
2010-10-21,24.61,24.871523280994488,-0.010514968385323287
2010-10-22,24.61,24.93152328099449,-0.012896254968888798
2010-10-25,24.67,25.041523280994486,-0.014836289183591922
2010-10-26,24.78,24.961523280994484,-0.0072721235379370475
2010-10-27,24.7,25.74152328099449,-0.04046082547739005
2010-10-28,25.48,25.721523280994486,-0.009389929140508735
2010-10-29,25.46,25.401523280994486,0.0023020949711809457
2010-11-01,25.14,25.791523280994486,-0.025261140022488915
2010-11-02,25.53,25.901523280994486,-0.014343684615147456
2010-11-03,25.64,26.56152328099449,-0.03469391688291701
2010-11-04,26.3,26.591523280994483,-0.010963015466016635
2010-11-05,26.33,26.42152328099449,-0.00346396685842576
2010-11-08,26.16,26.331523280994485,-0.006513990062940511
2010-11-09,26.07,26.581523280994485,-0.019243565373855742
2010-11-10,26.32,26.251523280994483,0.002608485544726147
2010-11-11,25.99,26.031523280994485,-0.0015951152971828142
2010-11-12,25.77,26.261523280994485,-0.018716480218426645
2010-11-15,26.0,25.871523280994488,0.004965951081044029
2010-11-16,25.61,26.011523280994485,-0.015436361671592791
2010-11-17,25.75,26.49152328099449,-0.027990964246532024
2010-11-18,26.23,26.471523280994486,-0.009123890545728042
2010-11-19,26.21,26.391523280994484,-0.006878090327025799
2010-11-22,26.13,26.141523280994484,-0.00044080373093113856
2010-11-23,25.88,26.42152328099449,-0.020495535977822166
2010-11-24,26.16,26.101523280994485,0.00224035656371413
2010-11-26,25.84,26.201523280994486,-0.013797796300519694
2010-11-29,25.94,25.801523280994488,0.005366997812393359
2010-11-30,25.54,26.43152328099449,-0.03372954602414224
2010-12-01,26.17,27.051523280994488,-0.03258682595570561
2010-12-02,26.79,27.261523280994485,-0.017296292512135936
2010-12-03,27.0,27.321523280994484,-0.011768131582112207
2010-12-06,27.06,27.411523280994484,-0.012823923624784794
2010-12-07,27.15,27.701523280994486,-0.019909492896835634
2010-12-08,27.44,27.721523280994486,-0.010155404453819905
2010-12-09,27.46,27.701523280994486,-0.00871877255790443
2010-12-10,27.44,27.81152328099449,-0.01335860956772461
2010-12-13,27.55,27.591523280994483,-0.0015049289077521122
2010-12-14,27.33,27.131523280994486,0.007315354797809759
2010-12-15,26.87,27.06152328099449,-0.007077328168329511
2010-12-16,26.8,27.101523280994485,-0.01112569496069371
2010-12-17,26.84,27.151523280994486,-0.011473510262039133
2010-12-20,26.89,27.291523280994486,-0.01471238072204284
2010-12-21,27.03,27.471523280994486,-0.01607203490240905
2010-12-22,27.21,27.281523280994485,-0.0026216747597928025
2010-12-23,27.02,27.271523280994487,-0.009222927461839725
2010-12-27,27.01,27.201523280994486,-0.007040902783863601
2010-12-28,26.94,27.151523280994486,-0.007790475650496842
2010-12-29,26.89,26.891523280994484,-5.6645396341648e-05
2010-12-30,26.63,26.81152328099449,-0.006770345686519241
2010-12-31,26.55,30.12997792330104,-0.11881780771344219
2011-01-03,26.97,30.319977923301042,-0.11048747897426969
2011-01-04,27.16,30.62997792330104,-0.11328698740789289
2011-01-05,27.47,30.47997792330104,-0.09875262806538987
2011-01-06,27.32,30.42997792330104,-0.1022011232193385
2011-01-07,27.27,30.47997792330104,-0.10531431260805169
2011-01-10,27.32,30.24997792330104,-0.09685884501238351
2011-01-11,27.09,30.54997792330104,-0.11325631501232769
2011-01-12,27.39,30.40997792330104,-0.09930878381161334
2011-01-13,27.25,30.519977923301038,-0.10714221129250923
2011-01-14,27.36,30.449977923301038,-0.10147718107002357
