date,CNP,dcf,Deviation
1993-07-14,19.18,,
1993-07-15,19.28,,
1993-07-16,19.28,,
1993-07-19,19.23,,
1993-07-20,19.23,,
1993-07-21,19.18,,
1993-07-22,19.18,,
1993-07-23,19.18,,
1993-07-26,19.28,,
1993-07-27,19.28,,
1993-07-28,19.49,,
1993-07-29,19.6,,
1993-07-30,19.39,,
1993-08-02,19.49,,
1993-08-03,19.34,,
1993-08-04,19.55,,
1993-08-05,19.6,,
1993-08-06,19.49,,
1993-08-09,19.39,,
1993-08-10,19.02,,
1993-08-11,19.07,,
1993-08-12,18.97,,
1993-08-13,18.97,,
1993-08-16,18.91,,
1993-08-17,18.91,,
1993-08-18,19.07,,
1993-08-19,19.07,,
1993-08-20,19.18,,
1993-08-23,19.07,,
1993-08-24,19.28,,
1993-08-25,19.44,,
1993-08-26,19.65,,
1993-08-27,19.65,,
1993-08-30,19.81,,
1993-08-31,19.86,,
1993-09-01,19.71,,
1993-09-02,19.65,,
1993-09-03,19.6,,
1993-09-07,19.6,,
1993-09-08,19.6,,
1993-09-09,19.65,,
1993-09-10,19.71,,
1993-09-13,19.76,,
1993-09-14,19.71,,
1993-09-15,19.76,,
1993-09-16,19.86,,
1993-09-17,19.81,,
1993-09-20,19.71,,
1993-09-21,19.76,,
1993-09-22,19.71,,
1993-09-23,19.71,,
1993-09-24,19.71,,
1993-09-27,19.76,,
1993-09-28,19.81,,
1993-09-29,19.65,,
1993-09-30,19.65,,
1993-10-01,19.65,,
1993-10-04,19.55,,
1993-10-05,19.39,,
1993-10-06,19.55,,
1993-10-07,19.34,,
1993-10-08,19.39,,
1993-10-11,19.23,,
1993-10-12,19.18,,
1993-10-13,19.13,,
1993-10-14,19.92,,
1993-10-15,20.5,,
1993-10-18,20.65,,
1993-10-19,20.6,,
1993-10-20,20.65,,
1993-10-21,20.55,,
1993-10-22,20.34,,
1993-10-25,20.18,,
1993-10-26,20.07,,
1993-10-27,20.13,,
1993-10-28,20.28,,
1993-10-29,20.39,,
1993-11-01,20.86,,
1993-11-02,20.76,,
1993-11-03,20.44,,
1993-11-04,20.28,,
1993-11-05,20.55,,
1993-11-08,20.5,,
1993-11-09,19.71,,
1993-11-10,19.49,,
1993-11-11,19.28,,
1993-11-12,19.44,,
1993-11-15,19.49,,
1993-11-16,19.81,,
1993-11-17,19.81,,
1993-11-18,19.6,,
1993-11-19,19.39,,
1993-11-22,19.39,,
1993-11-23,19.49,,
1993-11-24,19.44,,
1993-11-26,19.44,,
1993-11-29,19.18,,
1993-11-30,19.13,,
1993-12-01,19.02,,
1993-12-02,19.23,,
1993-12-03,19.23,,
1993-12-06,19.34,,
1993-12-07,19.44,,
1993-12-08,19.44,,
1993-12-09,19.34,,
1993-12-10,19.39,,
1993-12-13,19.39,,
1993-12-14,19.28,,
1993-12-15,19.44,,
