date,ZBH,dcf,Deviation
2002-09-23,39.1,,
2002-09-24,36.91,,
2002-09-25,38.97,,
2002-09-26,38.88,,
2002-09-27,38.83,,
2002-09-30,38.34,,
2002-10-01,38.64,,
2002-10-02,38.75,,
2002-10-03,38.92,,
2002-10-04,38.38,,
2002-10-07,38.41,,
2002-10-08,38.45,,
2002-10-09,38.62,,
2002-10-10,38.75,,
2002-10-11,38.88,,
2002-10-14,40.8,,
2002-10-15,39.84,,
2002-10-16,40.0,,
2002-10-17,42.05,,
2002-10-18,41.45,,
2002-10-21,41.32,,
2002-10-22,41.31,,
2002-10-23,41.31,,
2002-10-24,39.96,,
2002-10-25,40.98,,
2002-10-28,40.23,,
2002-10-29,39.92,,
2002-10-30,39.93,,
2002-10-31,41.22,,
2002-11-01,41.5,,
2002-11-04,41.25,,
2002-11-05,41.27,,
2002-11-06,42.0,,
2002-11-07,42.6,,
2002-11-08,41.3,,
2002-11-11,40.84,,
2002-11-12,39.95,,
2002-11-13,40.0,,
2002-11-14,40.0,,
2002-11-15,40.5,,
2002-11-18,40.88,,
2002-11-19,41.13,,
2002-11-20,41.79,,
2002-11-21,40.06,,
2002-11-22,38.94,,
2002-11-25,37.5,,
2002-11-26,38.15,,
2002-11-27,38.4,,
2002-11-29,37.64,,
2002-12-02,37.46,,
2002-12-03,39.2,,
2002-12-04,39.5,,
2002-12-05,39.23,,
2002-12-06,39.3,,
2002-12-09,39.41,,
2002-12-10,40.06,,
2002-12-11,40.6,,
2002-12-12,39.91,,
2002-12-13,39.25,,
2002-12-16,39.39,,
2002-12-17,38.8,,
2002-12-18,39.6,,
2002-12-19,39.72,,
2002-12-20,40.04,,
2002-12-23,40.79,,
2002-12-24,40.54,,
2002-12-26,40.3,,
2002-12-27,39.95,,
2002-12-30,40.62,,
2002-12-31,41.52,,
2003-01-02,40.3,,
2003-01-03,40.4,,
2003-01-06,40.66,,
2003-01-07,40.26,,
2003-01-08,40.0,,
2003-01-09,40.25,,
2003-01-10,39.94,,
2003-01-13,39.15,,
2003-01-14,38.55,,
2003-01-15,38.37,,
2003-01-16,38.16,,
2003-01-17,39.6,,
2003-01-21,38.9,,
2003-01-22,39.0,,
2003-01-23,39.44,,
2003-01-24,39.14,,
2003-01-27,38.38,,
2003-01-28,39.5,,
2003-01-29,41.0,,
2003-01-30,41.0,,
2003-01-31,41.0,,
2003-02-03,41.58,,
2003-02-04,40.82,,
2003-02-05,41.4,,
2003-02-06,41.7,,
2003-02-07,42.29,,
2003-02-10,42.5,,
2003-02-11,42.11,,
2003-02-12,41.48,,
2003-02-13,41.58,,
2003-02-14,41.8,,
2003-02-18,42.74,,
2003-02-19,41.99,,
2003-02-20,43.01,,
2003-02-21,43.96,,
2003-02-24,43.67,,
2003-02-25,44.9,,
2003-02-26,44.67,,
2003-02-27,44.83,,
2003-02-28,44.39,,
2003-03-03,43.7,,
2003-03-04,43.65,,
2003-03-05,44.23,,
2003-03-06,44.79,,
2003-03-07,45.21,,
2003-03-10,44.41,,
2003-03-11,43.77,,
2003-03-12,44.0,,
2003-03-13,44.65,,
2003-03-14,46.69,,
2003-03-17,48.97,,
2003-03-18,48.62,,
2003-03-19,48.2,,
2003-03-20,48.64,,
2003-03-21,49.73,,
2003-03-24,48.91,,
2003-03-25,49.1,,
2003-03-26,48.22,,
2003-03-27,48.33,,
2003-03-28,49.46,,
2003-03-31,48.63,,
2003-04-01,49.56,,
2003-04-02,46.4,,
2003-04-03,46.37,,
2003-04-04,46.0,,
2003-04-07,45.36,,
2003-04-08,46.72,,
2003-04-09,46.62,,
2003-04-10,47.51,,
2003-04-11,47.13,,
2003-04-14,47.37,,
2003-04-15,46.75,,
2003-04-16,44.7,,
2003-04-17,45.42,,
2003-04-21,45.48,,
2003-04-22,46.03,,
2003-04-23,46.5,,
2003-04-24,47.9,,
2003-04-25,47.44,,
2003-04-28,47.59,,
2003-04-29,47.19,,
2003-04-30,46.9,,
2003-05-01,46.03,,
2003-05-02,47.51,,
2003-05-05,47.12,,
2003-05-06,47.98,,
2003-05-07,47.37,,
2003-05-08,47.09,,
2003-05-09,46.52,,
2003-05-12,48.15,,
2003-05-13,48.0,,
2003-05-14,48.35,,
2003-05-15,48.91,,
2003-05-16,48.89,,
2003-05-19,48.28,,
2003-05-20,44.45,,
2003-05-21,43.82,,
2003-05-22,45.78,,
2003-05-23,45.93,,
2003-05-27,46.19,,
2003-05-28,45.55,,
2003-05-29,45.96,,
2003-05-30,44.86,,
2003-06-02,43.34,,
2003-06-03,43.9,,
2003-06-04,42.65,,
2003-06-05,42.51,,
2003-06-06,44.0,,
2003-06-09,44.29,,
2003-06-10,45.02,,
2003-06-11,45.99,,
2003-06-12,46.5,,
2003-06-13,46.68,,
2003-06-16,47.19,,
2003-06-17,46.66,,
2003-06-18,46.63,,
2003-06-19,44.42,,
2003-06-20,44.36,,
2003-06-23,43.91,,
2003-06-24,43.95,,
2003-06-25,44.16,,
2003-06-26,45.01,,
2003-06-27,44.57,,
2003-06-30,45.05,,
2003-07-01,45.56,,
2003-07-02,45.67,,
2003-07-03,45.08,,
2003-07-07,45.5,,
2003-07-08,45.47,,
2003-07-09,44.37,,
2003-07-10,45.31,,
2003-07-11,44.96,,
2003-07-14,44.71,,
2003-07-15,44.5,,
2003-07-16,44.35,,
2003-07-17,45.2,,
2003-07-18,45.33,,
2003-07-21,45.2,,
2003-07-22,45.27,,
2003-07-23,45.21,,
2003-07-24,45.8,,
2003-07-25,46.71,,
2003-07-28,47.63,,
2003-07-29,48.75,,
2003-07-30,47.84,,
2003-07-31,47.81,,
2003-08-01,47.37,,
2003-08-04,47.44,,
2003-08-05,47.3,,
2003-08-06,50.43,,
2003-08-07,50.36,,
2003-08-08,49.48,,
2003-08-11,49.12,,
2003-08-12,50.04,,
2003-08-13,49.45,,
2003-08-14,49.35,,
2003-08-15,48.7,,
2003-08-18,48.87,,
2003-08-19,48.59,,
2003-08-20,48.27,,
2003-08-21,49.07,,
2003-08-22,48.8,,
2003-08-25,48.76,,
2003-08-26,48.89,,
2003-08-27,48.72,,
2003-08-28,51.55,,
2003-08-29,51.74,,
2003-09-02,53.25,,
2003-09-03,53.08,,
2003-09-04,53.58,,
2003-09-05,53.05,,
2003-09-08,53.7,,
2003-09-09,53.04,,
2003-09-10,52.6,,
2003-09-11,52.09,,
2003-09-12,52.38,,
2003-09-15,52.48,,
2003-09-16,52.67,,
2003-09-17,53.87,,
2003-09-18,54.28,,
2003-09-19,53.69,,
2003-09-22,54.18,,
2003-09-23,55.61,,
2003-09-24,55.79,,
2003-09-25,54.87,,
2003-09-26,55.52,,
2003-09-29,55.55,,
2003-09-30,55.1,,
2003-10-01,55.7,,
2003-10-02,56.18,,
2003-10-03,56.69,,
2003-10-06,57.84,,
2003-10-07,57.29,,
2003-10-08,57.2,,
2003-10-09,57.04,,
2003-10-10,56.52,,
2003-10-13,55.8,,
2003-10-14,56.2,,
2003-10-15,57.54,,
2003-10-16,58.12,,
2003-10-17,58.55,,
2003-10-20,59.23,,
2003-10-21,58.88,,
2003-10-22,58.72,,
2003-10-23,62.0,,
2003-10-24,61.17,,
2003-10-27,61.42,,
2003-10-28,62.81,,
2003-10-29,62.96,,
2003-10-30,62.73,,
2003-10-31,63.81,,
2003-11-03,64.6,,
2003-11-04,64.83,,
2003-11-05,64.82,,
2003-11-06,65.33,,
2003-11-07,65.08,,
2003-11-10,64.5,,
2003-11-11,63.18,,
2003-11-12,64.16,,
2003-11-13,64.1,,
2003-11-14,63.8,,
2003-11-17,64.18,,
2003-11-18,63.76,,
2003-11-19,63.61,,
2003-11-20,63.67,,
2003-11-21,63.51,,
2003-11-24,65.35,,
2003-11-25,65.08,,
2003-11-26,65.49,,
2003-11-28,65.92,,
2003-12-01,67.8,,
2003-12-02,67.66,,
2003-12-03,67.5,,
2003-12-04,66.15,,
2003-12-05,65.78,,
2003-12-08,66.91,,
2003-12-09,65.87,,
2003-12-10,65.68,,
2003-12-11,65.9,,
2003-12-12,66.4,,
2003-12-15,66.25,,
2003-12-16,66.94,,
2003-12-17,68.77,,
2003-12-18,69.55,,
2003-12-19,69.36,,
2003-12-22,69.24,,
2003-12-23,68.0,,
2003-12-24,68.67,,
2003-12-26,69.03,,
2003-12-29,71.17,,
2003-12-30,70.9,,
2003-12-31,70.4,,
2004-01-02,70.0,,
2004-01-05,69.37,,
2004-01-06,69.03,,
2004-01-07,69.8,,
2004-01-08,71.15,,
2004-01-09,70.85,,
2004-01-12,70.85,,
2004-01-13,69.96,,
2004-01-14,70.01,,
2004-01-15,70.66,,
2004-01-16,76.15,,
2004-01-20,74.27,,
2004-01-21,74.8,,
2004-01-22,74.81,,
2004-01-23,74.65,,
2004-01-26,77.0,,
2004-01-27,75.5,,
2004-01-28,73.3,,
2004-01-29,75.22,,
2004-01-30,76.5,,
2004-02-02,77.14,,
2004-02-03,77.93,,
2004-02-04,77.85,,
2004-02-05,76.35,,
2004-02-06,79.25,,
2004-02-09,77.9,,
2004-02-10,77.49,,
2004-02-11,78.75,,
2004-02-12,78.35,,
2004-02-13,77.5,,
2004-02-17,77.5,,
2004-02-18,77.85,,
2004-02-19,78.1,,
2004-02-20,77.63,,
2004-02-23,76.96,,
2004-02-24,77.19,,
2004-02-25,77.43,,
2004-02-26,76.75,,
2004-02-27,75.64,,
2004-03-01,78.25,,
2004-03-02,76.9,,
2004-03-03,77.4,,
2004-03-04,77.58,,
2004-03-05,79.15,,
2004-03-08,80.65,,
2004-03-09,79.6,,
2004-03-10,78.2,,
2004-03-11,76.2,,
2004-03-12,77.25,,
2004-03-15,76.59,,
2004-03-16,76.4,,
2004-03-17,77.77,,
2004-03-18,76.5,,
2004-03-19,74.86,,
2004-03-22,72.81,,
2004-03-23,73.55,,
2004-03-24,71.99,,
2004-03-25,72.91,,
2004-03-26,72.1,,
2004-03-29,72.95,,
2004-03-30,73.12,,
2004-03-31,73.78,,
2004-04-01,73.95,,
2004-04-02,78.03,,
2004-04-05,79.61,,
2004-04-06,79.05,,
2004-04-07,78.8,,
2004-04-08,78.61,,
2004-04-12,79.17,,
2004-04-13,78.67,,
2004-04-14,78.75,,
2004-04-15,78.47,,
2004-04-16,80.84,,
2004-04-19,80.84,,
2004-04-20,79.4,,
2004-04-21,82.14,,
2004-04-22,84.53,,
2004-04-23,82.82,,
2004-04-26,84.0,,
2004-04-27,80.75,,
2004-04-28,80.53,,
2004-04-29,80.95,,
2004-04-30,79.85,,
2004-05-03,82.08,,
2004-05-04,82.21,,
2004-05-05,83.83,,
2004-05-06,82.11,,
2004-05-07,81.85,,
2004-05-10,79.8,,
2004-05-11,80.9,,
2004-05-12,79.75,,
2004-05-13,81.31,,
2004-05-14,81.97,,
2004-05-17,82.03,,
2004-05-18,82.95,,
2004-05-19,82.11,,
2004-05-20,82.13,,
2004-05-21,83.55,,
2004-05-24,81.65,,
2004-05-25,83.75,,
2004-05-26,85.1,,
2004-05-27,85.2,,
2004-05-28,85.35,,
2004-06-01,85.6,,
2004-06-02,87.11,,
2004-06-03,86.38,,
2004-06-04,87.01,,
2004-06-07,87.75,,
2004-06-08,87.8,,
2004-06-09,86.65,,
2004-06-10,87.14,,
2004-06-14,87.1,,
2004-06-15,87.64,,
2004-06-16,86.87,,
2004-06-17,86.0,,
2004-06-18,86.27,,
2004-06-21,86.0,,
2004-06-22,85.28,,
2004-06-23,87.1,,
2004-06-24,87.75,,
2004-06-25,88.0,,
2004-06-28,86.0,,
2004-06-29,87.11,,
2004-06-30,88.2,,
2004-07-01,87.57,,
2004-07-02,86.65,,
2004-07-06,87.7,,
2004-07-07,89.15,,
2004-07-08,88.9,,
2004-07-09,85.21,,
2004-07-12,82.78,,
2004-07-13,82.1,,
2004-07-14,82.94,,
2004-07-15,82.6,,
2004-07-16,77.24,,
2004-07-19,76.35,,
2004-07-20,78.0,,
2004-07-21,75.82,,
2004-07-22,75.46,,
2004-07-23,76.02,,
2004-07-26,73.85,,
2004-07-27,76.55,,
2004-07-28,73.75,,
2004-07-29,73.32,,
2004-07-30,76.31,,
2004-08-02,76.22,,
2004-08-03,76.42,,
2004-08-04,75.58,,
2004-08-05,71.65,,
2004-08-06,69.79,,
2004-08-09,69.87,,
2004-08-10,71.9,,
2004-08-11,72.93,,
2004-08-12,71.99,,
2004-08-13,71.4,,
2004-08-16,71.76,,
2004-08-17,72.2,,
2004-08-18,73.52,,
2004-08-19,73.43,,
2004-08-20,73.23,,
2004-08-23,72.71,,
2004-08-24,71.66,,
2004-08-25,72.8,,
2004-08-26,71.79,,
2004-08-27,72.07,,
2004-08-30,70.97,,
2004-08-31,71.3,,
2004-09-01,73.24,,
2004-09-02,75.72,,
2004-09-03,74.74,,
2004-09-07,77.02,,
2004-09-08,76.75,,
2004-09-09,76.08,,
2004-09-10,75.71,,
2004-09-13,77.15,,
2004-09-14,77.1,,
2004-09-15,75.81,,
2004-09-16,75.93,,
2004-09-17,76.85,,
2004-09-20,78.67,,
2004-09-21,79.46,,
2004-09-22,77.7,,
2004-09-23,77.82,,
2004-09-24,79.62,,
2004-09-27,77.17,,
2004-09-28,77.43,,
2004-09-29,78.55,,
2004-09-30,79.04,,
2004-10-01,78.81,,
2004-10-04,79.44,,
2004-10-05,78.25,,
2004-10-06,78.1,,
2004-10-07,75.7,,
2004-10-08,74.21,,
2004-10-11,74.6,,
2004-10-12,74.82,,
2004-10-13,74.47,,
2004-10-14,73.48,,
2004-10-15,71.31,,
2004-10-18,72.04,,
2004-10-19,69.92,,
2004-10-20,71.0,,
2004-10-21,70.16,,
2004-10-22,69.02,,
2004-10-25,67.9,,
2004-10-26,72.07,,
2004-10-27,75.95,,
2004-10-28,76.05,,
2004-10-29,77.59,,
2004-11-01,76.32,,
2004-11-02,76.1,,
2004-11-03,77.87,,
2004-11-04,79.84,,
2004-11-05,81.67,,
2004-11-08,79.55,,
2004-11-09,78.92,,
2004-11-10,78.8,,
2004-11-11,80.8,,
2004-11-12,79.75,,
2004-11-15,79.59,,
2004-11-16,79.2,,
2004-11-17,79.65,,
2004-11-18,78.45,,
2004-11-19,76.99,,
2004-11-22,78.44,,
2004-11-23,78.37,,
2004-11-24,79.7,,
2004-11-26,79.55,,
2004-11-29,80.49,,
2004-11-30,81.6,,
2004-12-01,83.45,,
2004-12-02,83.37,,
2004-12-03,82.72,,
2004-12-06,82.44,,
2004-12-07,81.5,,
2004-12-08,82.61,,
2004-12-09,84.35,,
2004-12-10,83.79,,
2004-12-13,84.0,,
2004-12-14,84.29,,
2004-12-15,81.5,,
2004-12-16,79.7,,
2004-12-17,79.46,,
2004-12-20,80.56,,
2004-12-21,81.28,,
2004-12-22,81.89,,
2004-12-23,80.15,,
2004-12-27,79.49,,
2004-12-28,80.74,,
2004-12-29,80.92,,
2004-12-30,80.89,,
2004-12-31,80.12,,
2005-01-03,79.38,,
2005-01-04,79.35,,
2005-01-05,78.73,,
2005-01-06,79.64,,
2005-01-07,79.5,,
2005-01-10,80.26,,
2005-01-11,79.92,,
2005-01-12,79.69,,
2005-01-13,77.16,,
2005-01-14,78.77,,
2005-01-18,80.76,,
2005-01-19,80.27,,
2005-01-20,81.09,,
2005-01-21,80.5,,
2005-01-24,79.98,,
2005-01-25,80.15,,
2005-01-26,81.0,,
2005-01-27,79.96,,
2005-01-28,79.89,,
2005-01-31,78.85,,
2005-02-01,87.4,,
2005-02-02,86.63,,
2005-02-03,86.55,,
2005-02-04,87.19,,
2005-02-07,85.47,,
2005-02-08,85.1,,
2005-02-09,84.19,,
2005-02-10,85.25,,
2005-02-11,85.09,,
2005-02-14,83.61,,
2005-02-15,83.17,,
2005-02-16,84.4,,
2005-02-17,86.12,,
2005-02-18,85.76,,
2005-02-22,84.72,,
2005-02-23,84.18,,
2005-02-24,84.86,,
2005-02-25,85.94,,
2005-02-28,85.9,,
2005-03-01,85.7,,
2005-03-02,85.62,,
2005-03-03,86.05,,
2005-03-04,85.45,,
2005-03-07,84.5,,
2005-03-08,82.1,,
2005-03-09,82.64,,
2005-03-10,80.85,,
2005-03-11,78.96,,
2005-03-14,78.83,,
2005-03-15,79.25,,
2005-03-16,79.16,,
2005-03-17,80.23,,
2005-03-18,81.47,,
2005-03-21,80.24,,
2005-03-22,79.7,,
2005-03-23,78.71,,
2005-03-24,79.4,,
2005-03-28,81.33,,
2005-03-29,81.81,,
2005-03-30,82.61,,
2005-03-31,77.81,,
2005-04-01,74.67,,
2005-04-04,74.59,,
2005-04-05,76.66,,
2005-04-06,76.84,,
2005-04-07,77.49,,
2005-04-08,76.62,,
2005-04-11,76.96,,
2005-04-12,76.88,,
2005-04-13,76.33,,
2005-04-14,76.24,,
2005-04-15,77.5,,
2005-04-18,76.77,,
2005-04-19,76.98,,
2005-04-20,77.67,,
2005-04-21,79.0,,
2005-04-22,78.85,,
2005-04-25,80.17,,
2005-04-26,79.83,,
2005-04-27,81.73,,
2005-04-28,81.3,,
2005-04-29,81.42,,
2005-05-02,80.93,,
2005-05-03,80.41,,
2005-05-04,81.4,,
2005-05-05,81.0,,
2005-05-06,80.04,,
2005-05-09,79.45,,
2005-05-10,78.06,,
2005-05-11,78.87,,
2005-05-12,77.97,,
2005-05-13,76.74,,
2005-05-16,78.02,,
2005-05-17,78.03,,
2005-05-18,77.56,,
2005-05-19,78.28,,
2005-05-20,77.83,,
2005-05-23,78.53,,
2005-05-24,78.77,,
2005-05-25,77.8,,
2005-05-26,77.81,,
2005-05-27,77.7,,
2005-05-31,76.58,,
2005-06-01,76.25,,
2005-06-02,76.47,,
2005-06-03,78.75,,
2005-06-06,78.35,,
2005-06-07,79.42,,
2005-06-08,78.99,,
2005-06-09,79.11,,
2005-06-10,79.22,,
2005-06-13,80.0,,
2005-06-14,81.16,,
2005-06-15,78.9,,
2005-06-16,80.25,,
2005-06-17,80.78,,
2005-06-20,80.31,,
2005-06-21,79.03,,
2005-06-22,76.29,,
2005-06-23,75.51,,
2005-06-24,76.32,,
2005-06-27,76.34,,
2005-06-28,77.62,,
2005-06-29,77.27,,
2005-06-30,76.17,,
2005-07-01,76.84,,
2005-07-05,77.28,,
2005-07-06,76.0,,
2005-07-07,76.63,,
2005-07-08,77.74,,
2005-07-11,78.4,,
2005-07-12,78.5,,
2005-07-13,78.67,,
2005-07-14,79.15,,
2005-07-15,79.34,,
2005-07-18,78.25,,
2005-07-19,78.35,,
2005-07-20,80.79,,
2005-07-21,80.8,,
2005-07-22,81.22,,
2005-07-25,81.35,,
2005-07-26,81.41,,
2005-07-27,83.1,,
2005-07-28,81.79,,
2005-07-29,82.36,,
2005-08-01,80.19,,
2005-08-02,81.0,,
2005-08-03,81.03,,
2005-08-04,81.0,,
2005-08-05,80.36,,
2005-08-08,79.92,,
2005-08-09,80.86,,
2005-08-10,80.0,,
2005-08-11,80.6,,
2005-08-12,80.29,,
2005-08-15,81.51,,
2005-08-16,81.7,,
2005-08-17,82.01,,
2005-08-18,82.64,,
2005-08-19,82.23,,
2005-08-22,82.34,,
2005-08-23,81.58,,
2005-08-24,82.07,,
2005-08-25,81.38,,
2005-08-26,81.32,,
2005-08-29,81.9,,
2005-08-30,81.03,,
2005-08-31,82.17,,
2005-09-01,82.1,,
2005-09-02,82.74,,
2005-09-06,83.67,,
2005-09-07,83.1,,
2005-09-08,79.66,,
2005-09-09,78.48,,
2005-09-12,78.24,,
2005-09-13,73.98,,
2005-09-14,72.19,,
2005-09-15,72.3,,
2005-09-16,72.31,,
2005-09-19,70.64,,
2005-09-20,69.6,,
2005-09-21,69.5,,
2005-09-22,69.5,,
2005-09-23,70.67,,
2005-09-26,69.59,,
2005-09-27,69.21,,
2005-09-28,68.46,,
2005-09-29,68.0,,
2005-09-30,68.89,,
2005-10-03,68.11,,
2005-10-04,68.41,,
2005-10-05,66.83,,
2005-10-06,64.99,,
2005-10-07,65.94,,
2005-10-10,65.53,,
2005-10-11,64.29,,
2005-10-12,65.43,,
2005-10-13,66.15,,
2005-10-14,67.29,,
2005-10-17,68.15,,
2005-10-18,67.92,,
2005-10-19,63.25,,
2005-10-20,62.62,,
2005-10-21,62.13,,
2005-10-24,63.19,,
2005-10-25,63.18,,
2005-10-26,63.77,,
2005-10-27,61.7,,
2005-10-28,63.2,,
2005-10-31,63.77,,
2005-11-01,64.25,,
