date,DISH,dcf,Deviation
1997-03-26,2.73,,
1997-03-27,2.75,,
1997-03-31,2.56,,
1997-04-01,2.42,,
1997-04-02,2.38,,
1997-04-03,2.34,,
1997-04-04,2.44,,
1997-04-07,2.47,,
1997-04-08,2.67,,
1997-04-09,2.5,,
1997-04-10,2.53,,
1997-04-11,2.47,,
1997-04-14,2.52,,
1997-04-15,2.51,,
1997-04-16,2.44,,
1997-04-17,2.34,,
1997-04-18,2.31,,
1997-04-21,2.25,,
1997-04-22,2.19,,
1997-04-23,2.16,,
1997-04-24,2.13,,
1997-04-25,2.09,,
1997-04-28,1.8,,
1997-04-29,1.8,,
1997-04-30,1.89,,
1997-05-01,1.88,,
1997-05-02,2.0,,
1997-05-05,2.02,,
1997-05-06,1.98,,
1997-05-07,1.95,,
1997-05-08,1.92,,
1997-05-09,1.7,,
1997-05-12,1.64,,
1997-05-13,1.48,,
1997-05-14,1.59,,
1997-05-15,1.58,,
1997-05-16,1.56,,
1997-05-19,1.52,,
1997-05-20,1.42,,
1997-05-21,1.44,,
1997-05-22,1.52,,
1997-05-23,1.58,,
1997-05-27,1.58,,
1997-05-28,1.58,,
1997-05-29,1.58,,
1997-05-30,1.63,,
1997-06-02,1.72,,
1997-06-03,1.84,,
1997-06-04,1.89,,
1997-06-05,1.98,,
1997-06-06,2.17,,
1997-06-09,2.19,,
1997-06-10,2.03,,
1997-06-11,1.88,,
1997-06-12,1.88,,
1997-06-13,2.0,,
1997-06-16,1.99,,
1997-06-17,1.95,,
1997-06-18,1.97,,
1997-06-19,1.95,,
1997-06-20,2.11,,
1997-06-23,1.91,,
1997-06-24,1.97,,
1997-06-25,1.95,,
1997-06-26,1.91,,
1997-06-27,1.94,,
1997-06-30,1.95,,
1997-07-01,1.91,,
1997-07-02,1.92,,
1997-07-03,1.92,,
1997-07-07,1.95,,
1997-07-08,1.91,,
1997-07-09,1.94,,
1997-07-10,1.84,,
1997-07-11,1.97,,
1997-07-14,1.93,,
1997-07-15,1.95,,
1997-07-16,1.94,,
1997-07-17,1.91,,
1997-07-18,1.88,,
1997-07-21,1.81,,
1997-07-22,1.81,,
1997-07-23,1.81,,
1997-07-24,1.83,,
1997-07-25,1.81,,
1997-07-28,1.77,,
1997-07-29,1.81,,
1997-07-30,1.78,,
1997-07-31,1.83,,
1997-08-01,1.8,,
1997-08-04,1.7,,
1997-08-05,1.69,,
1997-08-06,1.75,,
1997-08-07,1.75,,
1997-08-08,1.77,,
1997-08-11,1.72,,
1997-08-12,1.81,,
1997-08-13,1.77,,
1997-08-14,1.8,,
1997-08-15,1.83,,
1997-08-18,1.84,,
1997-08-19,1.92,,
1997-08-20,2.05,,
1997-08-21,2.02,,
1997-08-22,1.99,,
1997-08-25,2.0,,
1997-08-26,2.07,,
1997-08-27,2.07,,
1997-08-28,2.11,,
1997-08-29,2.14,,
1997-09-02,2.13,,
1997-09-03,2.14,,
1997-09-04,2.09,,
1997-09-05,2.14,,
1997-09-08,2.2,,
1997-09-09,2.3,,
1997-09-10,2.23,,
1997-09-11,2.38,,
1997-09-12,2.31,,
1997-09-15,2.33,,
1997-09-16,2.36,,
1997-09-17,2.36,,
1997-09-18,2.38,,
1997-09-19,2.38,,
1997-09-22,2.41,,
1997-09-23,2.36,,
1997-09-24,2.52,,
1997-09-25,2.56,,
1997-09-26,2.67,,
1997-09-29,2.73,,
1997-09-30,3.03,,
1997-10-01,3.24,,
1997-10-02,3.03,,
1997-10-03,2.95,,
1997-10-06,2.98,,
1997-10-07,2.98,,
1997-10-08,2.97,,
1997-10-09,2.89,,
1997-10-10,2.8,,
1997-10-13,2.67,,
1997-10-14,2.53,,
1997-10-15,2.56,,
1997-10-16,2.7,,
1997-10-17,2.69,,
1997-10-20,2.69,,
1997-10-21,2.77,,
1997-10-22,2.83,,
1997-10-23,2.93,,
1997-10-24,2.88,,
1997-10-27,2.63,,
1997-10-28,2.7,,
1997-10-29,2.44,,
1997-10-30,2.36,,
1997-10-31,2.38,,
1997-11-03,2.38,,
1997-11-04,2.38,,
1997-11-05,2.39,,
1997-11-06,2.36,,
1997-11-07,2.3,,
1997-11-10,2.33,,
1997-11-11,2.36,,
1997-11-12,2.37,,
1997-11-13,2.3,,
1997-11-14,2.31,,
1997-11-17,2.41,,
1997-11-18,2.31,,
1997-11-19,2.35,,
1997-11-20,2.31,,
1997-11-21,2.27,,
1997-11-24,2.2,,
1997-11-25,2.26,,
1997-11-26,2.26,,
1997-11-28,2.23,,
1997-12-01,2.22,,
1997-12-02,2.27,,
1997-12-03,2.24,,
1997-12-04,2.34,,
1997-12-05,2.41,,
1997-12-08,2.36,,
1997-12-09,2.31,,
1997-12-10,2.27,,
1997-12-11,2.23,,
1997-12-12,2.23,,
1997-12-15,2.11,,
1997-12-16,2.11,,
1997-12-17,2.06,,
1997-12-18,2.0,,
1997-12-19,1.95,,
1997-12-22,1.81,,
1997-12-23,1.91,,
1997-12-24,1.89,,
1997-12-26,1.9,,
1997-12-29,1.98,,
1997-12-30,2.13,,
1997-12-31,2.09,,
1998-01-02,2.16,,
1998-01-05,2.13,,
1998-01-06,2.16,,
1998-01-07,2.22,,
1998-01-08,2.2,,
1998-01-09,2.16,,
1998-01-12,2.11,,
1998-01-13,2.19,,
1998-01-14,2.2,,
1998-01-15,2.14,,
1998-01-16,2.19,,
1998-01-20,2.27,,
1998-01-21,2.31,,
1998-01-22,2.25,,
1998-01-23,2.22,,
1998-01-26,2.17,,
1998-01-27,2.13,,
1998-01-28,2.14,,
1998-01-29,2.13,,
1998-01-30,2.08,,
1998-02-02,2.08,,
1998-02-03,2.11,,
1998-02-04,2.1,,
1998-02-05,2.11,,
1998-02-06,2.13,,
1998-02-09,2.18,,
1998-02-10,2.19,,
1998-02-11,2.17,,
1998-02-12,2.19,,
1998-02-13,2.3,,
1998-02-17,2.33,,
1998-02-18,2.31,,
1998-02-19,2.34,,
1998-02-20,2.39,,
1998-02-23,2.44,,
1998-02-24,2.5,,
1998-02-25,2.59,,
1998-02-26,2.58,,
1998-02-27,2.63,,
1998-03-02,2.69,,
1998-03-03,2.59,,
1998-03-04,2.54,,
1998-03-05,2.52,,
1998-03-06,2.52,,
1998-03-09,2.59,,
1998-03-10,2.66,,
1998-03-11,2.68,,
1998-03-12,2.73,,
1998-03-13,2.86,,
1998-03-16,2.83,,
1998-03-17,2.64,,
1998-03-18,2.63,,
1998-03-19,2.58,,
1998-03-20,2.89,,
1998-03-23,2.77,,
1998-03-24,2.83,,
1998-03-25,2.82,,
1998-03-26,2.8,,
1998-03-27,2.73,,
1998-03-30,2.75,,
1998-03-31,2.75,,
1998-04-01,3.0,,
1998-04-02,3.0,,
1998-04-03,2.89,,
1998-04-06,2.88,,
1998-04-07,2.81,,
1998-04-08,2.88,,
1998-04-09,2.91,,
1998-04-13,2.99,,
1998-04-14,3.25,,
1998-04-15,3.39,,
1998-04-16,3.38,,
1998-04-17,3.2,,
1998-04-20,3.28,,
1998-04-21,3.27,,
1998-04-22,3.08,,
1998-04-23,3.11,,
1998-04-24,3.11,,
1998-04-27,3.06,,
1998-04-28,3.25,,
1998-04-29,3.31,,
1998-04-30,3.29,,
1998-05-01,3.28,,
1998-05-04,3.16,,
1998-05-05,3.09,,
1998-05-06,3.22,,
1998-05-07,3.27,,
1998-05-08,3.38,,
1998-05-11,3.33,,
1998-05-12,3.44,,
1998-05-13,3.88,,
1998-05-14,3.73,,
1998-05-15,3.73,,
1998-05-18,3.45,,
1998-05-19,3.38,,
1998-05-20,3.44,,
1998-05-21,3.44,,
1998-05-22,3.38,,
1998-05-26,3.13,,
1998-05-27,3.13,,
1998-05-28,3.27,,
1998-05-29,3.18,,
1998-06-01,3.13,,
1998-06-02,3.02,,
1998-06-03,2.98,,
1998-06-04,3.11,,
1998-06-05,3.11,,
1998-06-08,3.39,,
1998-06-09,3.34,,
1998-06-10,3.22,,
1998-06-11,3.13,,
1998-06-12,3.09,,
1998-06-15,2.97,,
1998-06-16,3.08,,
1998-06-17,3.17,,
1998-06-18,3.16,,
1998-06-19,3.13,,
1998-06-22,3.02,,
1998-06-23,3.06,,
1998-06-24,3.08,,
1998-06-25,3.03,,
1998-06-26,3.03,,
1998-06-29,3.09,,
1998-06-30,3.01,,
1998-07-01,3.02,,
1998-07-02,3.03,,
1998-07-06,3.13,,
1998-07-07,3.08,,
1998-07-08,3.22,,
1998-07-09,3.22,,
1998-07-10,3.25,,
1998-07-13,3.25,,
1998-07-14,3.47,,
1998-07-15,3.55,,
1998-07-16,3.48,,
1998-07-17,3.53,,
1998-07-20,3.3,,
1998-07-21,3.22,,
1998-07-22,3.09,,
1998-07-23,3.09,,
1998-07-24,3.02,,
1998-07-27,2.94,,
1998-07-28,3.05,,
1998-07-29,3.05,,
1998-07-30,3.13,,
1998-07-31,2.99,,
1998-08-03,2.91,,
1998-08-04,2.88,,
1998-08-05,2.91,,
1998-08-06,3.2,,
1998-08-07,3.27,,
1998-08-10,3.48,,
1998-08-11,3.38,,
1998-08-12,3.36,,
1998-08-13,3.41,,
1998-08-14,3.41,,
1998-08-17,3.59,,
1998-08-18,3.7,,
1998-08-19,3.53,,
1998-08-20,3.44,,
1998-08-21,3.34,,
1998-08-24,3.31,,
1998-08-25,3.39,,
1998-08-26,3.25,,
1998-08-27,3.02,,
1998-08-28,2.8,,
1998-08-31,2.2,,
1998-09-01,2.27,,
1998-09-02,2.32,,
1998-09-03,2.28,,
1998-09-04,2.22,,
1998-09-08,2.7,,
1998-09-09,2.63,,
1998-09-10,2.56,,
1998-09-11,2.58,,
1998-09-14,2.56,,
1998-09-15,2.61,,
1998-09-16,2.55,,
1998-09-17,2.51,,
1998-09-18,2.54,,
1998-09-21,2.5,,
1998-09-22,2.59,,
1998-09-23,2.93,,
1998-09-24,2.89,,
1998-09-25,3.17,,
1998-09-28,3.15,,
1998-09-29,3.0,,
1998-09-30,3.0,,
1998-10-01,2.81,,
1998-10-02,3.0,,
1998-10-05,2.89,,
1998-10-06,2.88,,
1998-10-07,2.7,,
1998-10-08,2.53,,
1998-10-09,3.0,,
1998-10-12,2.84,,
1998-10-13,2.73,,
1998-10-14,2.7,,
1998-10-15,2.83,,
1998-10-16,3.06,,
1998-10-19,3.13,,
1998-10-20,3.19,,
1998-10-21,3.19,,
1998-10-22,3.27,,
1998-10-23,3.25,,
1998-10-26,3.23,,
1998-10-27,3.2,,
1998-10-28,3.25,,
1998-10-29,3.34,,
1998-10-30,3.38,,
1998-11-02,3.45,,
1998-11-03,3.4,,
1998-11-04,3.48,,
1998-11-05,3.64,,
1998-11-06,3.69,,
1998-11-09,3.77,,
1998-11-10,4.0,,
1998-11-11,4.25,,
1998-11-12,4.14,,
1998-11-13,4.0,,
1998-11-16,3.87,,
1998-11-17,3.84,,
1998-11-18,4.31,,
1998-11-19,4.3,,
1998-11-20,4.25,,
1998-11-23,4.48,,
1998-11-24,4.38,,
1998-11-25,4.42,,
1998-11-27,4.38,,
1998-11-30,4.85,,
1998-12-01,5.28,,
1998-12-02,5.19,,
1998-12-03,4.97,,
1998-12-04,5.16,,
1998-12-07,5.2,,
1998-12-08,5.17,,
1998-12-09,5.31,,
1998-12-10,5.25,,
1998-12-11,5.17,,
1998-12-14,5.09,,
1998-12-15,4.92,,
1998-12-16,4.94,,
1998-12-17,4.88,,
1998-12-18,4.92,,
1998-12-21,5.02,,
1998-12-22,5.31,,
1998-12-23,5.61,,
1998-12-24,5.69,,
1998-12-28,5.84,,
1998-12-29,5.73,,
1998-12-30,5.91,,
1998-12-31,6.05,,
1999-01-04,5.94,,
1999-01-05,5.81,,
1999-01-06,6.0,,
1999-01-07,6.04,,
1999-01-08,6.22,,
1999-01-11,6.5,,
1999-01-12,6.19,,
1999-01-13,6.05,,
1999-01-14,6.11,,
1999-01-15,6.34,,
1999-01-19,6.54,,
1999-01-20,6.55,,
1999-01-21,6.16,,
1999-01-22,6.53,,
1999-01-25,7.02,,
1999-01-26,6.95,,
1999-01-27,6.88,,
1999-01-28,6.98,,
1999-01-29,6.84,,
1999-02-01,6.91,,
1999-02-02,6.8,,
1999-02-03,6.73,,
1999-02-04,6.63,,
1999-02-05,6.59,,
1999-02-08,6.31,,
1999-02-09,5.84,,
1999-02-10,5.75,,
1999-02-11,6.14,,
1999-02-12,5.91,,
1999-02-16,6.0,,
1999-02-17,6.0,,
1999-02-18,5.84,,
1999-02-19,5.75,,
1999-02-22,5.97,,
1999-02-23,6.48,,
1999-02-24,6.19,,
1999-02-25,6.03,,
1999-02-26,6.13,,
1999-03-01,6.12,,
1999-03-02,6.21,,
1999-03-03,6.17,,
1999-03-04,6.55,,
1999-03-05,6.81,,
1999-03-08,7.25,,
1999-03-09,7.3,,
1999-03-10,7.26,,
1999-03-11,7.5,,
1999-03-12,7.38,,
1999-03-15,7.55,,
1999-03-16,7.5,,
1999-03-17,7.59,,
1999-03-18,7.58,,
1999-03-19,7.94,,
1999-03-22,8.03,,
1999-03-23,7.84,,
1999-03-24,8.02,,
1999-03-25,8.39,,
1999-03-26,8.61,,
1999-03-29,9.34,,
1999-03-30,9.61,,
1999-03-31,10.2,,
1999-04-01,10.2,,
1999-04-05,11.02,,
1999-04-06,11.53,,
1999-04-07,11.98,,
1999-04-08,12.33,,
1999-04-09,12.67,,
1999-04-12,13.16,,
1999-04-13,14.16,,
1999-04-14,12.53,,
1999-04-15,12.52,,
1999-04-16,11.33,,
1999-04-19,10.06,,
1999-04-20,11.72,,
1999-04-21,12.59,,
1999-04-22,12.88,,
1999-04-23,13.13,,
1999-04-26,12.97,,
1999-04-27,13.81,,
1999-04-28,14.09,,
1999-04-29,12.85,,
1999-04-30,12.54,,
1999-05-03,11.77,,
1999-05-04,11.13,,
1999-05-05,11.06,,
1999-05-06,11.67,,
1999-05-07,11.94,,
1999-05-10,12.98,,
1999-05-11,13.89,,
1999-05-12,14.72,,
1999-05-13,14.33,,
1999-05-14,12.94,,
1999-05-17,12.75,,
1999-05-18,13.84,,
1999-05-19,14.17,,
1999-05-20,14.48,,
1999-05-21,14.0,,
1999-05-24,12.73,,
1999-05-25,12.77,,
1999-05-26,12.78,,
1999-05-27,14.0,,
1999-05-28,14.34,,
1999-06-01,14.64,,
1999-06-02,14.8,,
1999-06-03,14.78,,
1999-06-04,15.75,,
1999-06-07,17.38,,
1999-06-08,17.06,,
1999-06-09,16.53,,
1999-06-10,16.73,,
1999-06-11,16.86,,
1999-06-14,16.25,,
1999-06-15,16.53,,
1999-06-16,17.53,,
1999-06-17,18.0,,
1999-06-18,18.13,,
1999-06-21,19.06,,
1999-06-22,19.77,,
1999-06-23,18.83,,
1999-06-24,17.13,,
1999-06-25,17.63,,
1999-06-28,17.75,,
1999-06-29,18.31,,
1999-06-30,19.18,,
1999-07-01,19.96,,
1999-07-02,20.97,,
1999-07-06,21.19,,
1999-07-07,20.53,,
1999-07-08,19.84,,
1999-07-09,18.89,,
1999-07-12,19.63,,
1999-07-13,19.88,,
1999-07-14,19.77,,
1999-07-15,19.38,,
1999-07-16,19.56,,
1999-07-19,20.37,,
1999-07-20,19.75,,
1999-07-21,19.06,,
1999-07-22,18.13,,
1999-07-23,18.78,,
1999-07-26,17.73,,
1999-07-27,18.36,,
1999-07-28,18.5,,
1999-07-29,18.13,,
1999-07-30,17.09,,
1999-08-02,16.13,,
1999-08-03,17.88,,
1999-08-04,16.0,,
1999-08-05,15.75,,
1999-08-06,17.47,,
1999-08-09,15.25,,
1999-08-10,14.19,,
1999-08-11,14.86,,
1999-08-12,15.84,,
1999-08-13,16.16,,
1999-08-16,16.42,,
1999-08-17,18.13,,
1999-08-18,18.02,,
1999-08-19,19.25,,
1999-08-20,18.72,,
1999-08-23,19.53,,
1999-08-24,19.94,,
1999-08-25,19.92,,
1999-08-26,20.19,,
1999-08-27,19.31,,
1999-08-30,18.88,,
1999-08-31,20.91,,
1999-09-01,20.34,,
1999-09-02,20.16,,
1999-09-03,21.47,,
1999-09-07,22.25,,
1999-09-08,21.94,,
1999-09-09,22.02,,
1999-09-10,23.5,,
1999-09-13,23.59,,
1999-09-14,22.89,,
1999-09-15,22.75,,
1999-09-16,22.75,,
1999-09-17,24.25,,
1999-09-20,22.5,,
1999-09-21,21.88,,
