date,AMP,dcf,Deviation
2006-07-13,41.53,49.694,-0.16428542681209002
2006-07-14,41.29,49.834,-0.1714492113817876
2006-07-17,41.43,50.144,-0.17377951499680921
2006-07-18,41.74,51.854,-0.19504763374088785
2006-07-19,43.45,50.884,-0.14609700495244082
2006-07-20,42.48,49.864,-0.14808278517567786
2006-07-21,41.46,50.614,-0.18085905085549447
2006-07-24,42.21,51.184,-0.17532822757111588
2006-07-25,42.78,52.734,-0.1887586756172488
2006-07-26,44.33,52.164,-0.15018020090483863
2006-07-27,43.76,52.944,-0.17346630401934127
2006-07-28,44.54,53.004,-0.15968606142932606
2006-07-31,44.6,53.054,-0.1593470803332454
2006-08-01,44.65,54.404,-0.17928828762590998
2006-08-02,46.0,54.094,-0.14962842459422487
2006-08-03,45.69,53.314,-0.14300183816633538
2006-08-04,44.91,52.854,-0.1503008286979226
2006-08-07,44.45,52.484,-0.1530752229250819
2006-08-08,44.08,52.894,-0.1666351571066662
2006-08-09,44.49,53.054,-0.16142043955215435
2006-08-10,44.65,52.834,-0.15490025362456006
2006-08-11,44.43,52.394,-0.1520021376493491
2006-08-14,43.99,53.304,-0.17473360348191502
2006-08-15,44.9,53.824,-0.1657996432818074
2006-08-16,45.42,53.524,-0.15140871384799337
2006-08-17,45.12,53.474,-0.15622545536148413
2006-08-18,45.07,54.054,-0.16620416620416623
2006-08-21,45.65,54.194,-0.15765582905856745
2006-08-22,45.79,54.034,-0.15257060369397046
2006-08-23,45.63,53.764,-0.1512908265754036
2006-08-24,45.36,53.354,-0.14982944109157703
2006-08-25,44.95,53.884,-0.16580060871501745
2006-08-28,45.48,53.554,-0.15076371512865527
2006-08-29,45.15,53.644,-0.1583401685183804
2006-08-30,45.24,54.134,-0.16429600620682006
2006-08-31,45.73,53.804,-0.15006319232770804
2006-09-01,45.4,54.574,-0.1681020266060762
2006-09-05,46.17,53.004,-0.1289336653837445
2006-09-06,44.6,52.764,-0.15472670760366913
2006-09-07,44.36,52.884,-0.16118296649270103
2006-09-08,44.48,52.404,-0.15120983131058707
2006-09-11,44.0,53.654,-0.17993066686547143
2006-09-12,45.25,53.934,-0.16101160677865534
2006-09-13,45.53,54.304,-0.16157189157336482
2006-09-14,45.9,55.204,-0.1685385117020506
2006-09-15,46.8,55.374,-0.15483801061870206
2006-09-18,46.97,55.494,-0.15360219122788055
2006-09-19,47.09,55.164,-0.14636357044449277
2006-09-20,46.76,55.034,-0.15034342406512335
2006-09-21,46.63,54.614,-0.1461896217087193
2006-09-22,46.21,54.814,-0.15696719816105376
2006-09-25,46.41,55.294,-0.16066842695409989
2006-09-26,46.89,55.074,-0.14860006536659764
2006-09-27,46.67,55.044,-0.15213283918319886
2006-09-28,46.64,55.304,-0.15666136265007957
2006-09-29,46.9,60.729156626506025,-0.22771856871910046
2006-10-02,47.44,61.059156626506024,-0.22304855453234174
2006-10-03,47.77,62.129156626506024,-0.23111784234940036
2006-10-04,48.84,62.089156626506025,-0.21338921876819184
2006-10-05,48.8,62.129156626506024,-0.21453947470485124
2006-10-06,48.84,61.85915662650602,-0.21046450253295956
2006-10-09,48.57,61.74915662650602,-0.21343055268302769
2006-10-10,48.46,61.479156626506025,-0.21176537449267752
2006-10-11,48.19,61.98915662650602,-0.22260597461662557
2006-10-12,48.7,62.019156626506025,-0.21475875118259224
2006-10-13,48.73,62.57915662650603,-0.22130622036283698
2006-10-16,49.29,62.689156626506026,-0.21373962177121775
2006-10-17,49.4,62.85915662650602,-0.21411608664235016
2006-10-18,49.57,62.589156626506025,-0.20800977882153648
2006-10-19,49.3,63.23915662650602,-0.2204197109843109
2006-10-20,49.95,62.82915662650603,-0.20498694106412108
2006-10-23,49.54,62.88915662650602,-0.21226483773324645
2006-10-24,49.6,64.17915662650603,-0.22716341866799827
2006-10-25,50.89,64.23915662650603,-0.20780404550015485
2006-10-26,50.95,64.28915662650603,-0.20748688155922035
2006-10-27,51.0,65.23915662650603,-0.21826089365356394
2006-10-30,51.95,64.78915662650603,-0.19816829381682943
2006-10-31,51.5,63.84915662650602,-0.1934114290458686
2006-11-01,50.56,63.48915662650602,-0.20364354030666465
2006-11-02,50.2,63.52915662650602,-0.20981164136759134
2006-11-03,50.24,65.43915662650602,-0.23226394425061436
2006-11-06,52.15,65.60915662650602,-0.20514143632610782
2006-11-07,52.32,65.53915662650603,-0.2016986074727699
2006-11-08,52.25,64.45915662650603,-0.18940918971759468
2006-11-09,51.17,64.48915662650603,-0.20653327354930318
2006-11-10,51.2,64.93915662650602,-0.21156968060928194
2006-11-13,51.65,66.16915662650602,-0.21942484031434584
2006-11-14,52.88,66.22915662650603,-0.2015601180275859
2006-11-15,52.94,66.90915662650602,-0.20877795104313346
2006-11-16,53.62,66.69915662650602,-0.19609178418469553
2006-11-17,53.41,67.45915662650603,-0.2082616701582931
2006-11-20,54.17,67.20915662650603,-0.19400863336177665
2006-11-21,53.92,67.22915662650603,-0.19796703237622804
2006-11-22,53.94,66.65915662650602,-0.19080884412882648
2006-11-24,53.37,65.34915662650603,-0.1833100417036937
2006-11-27,52.06,65.95915662650603,-0.21072368625345006
2006-11-28,52.67,66.29915662650602,-0.2055705882246044
2006-11-29,53.01,67.38915662650602,-0.2133749307206837
2006-11-30,54.1,66.95915662650603,-0.19204478183967577
2006-12-01,53.67,67.87915662650603,-0.20933018812666737
2006-12-04,54.59,68.28915662650603,-0.20060515172900495
2006-12-05,55.0,67.88915662650602,-0.1898558955064953
2006-12-06,54.6,68.13915662650602,-0.1986986234760545
2006-12-07,54.85,68.58915662650602,-0.200310913594126
2006-12-08,55.3,68.22915662650603,-0.18949606393761642
2006-12-11,54.94,68.25915662650603,-0.19512629930932968
2006-12-12,54.97,68.05915662650602,-0.19232028833881232
2006-12-13,54.77,68.05915662650602,-0.1952589083557712
2006-12-14,54.77,68.03915662650603,-0.1950223560139891
2006-12-15,54.75,68.38915662650602,-0.19943449077744302
2006-12-18,55.1,68.29915662650602,-0.19325504557377793
2006-12-19,55.01,68.19915662650602,-0.1933917848682014
2006-12-20,54.91,67.99915662650602,-0.19248998481554525
2006-12-21,54.71,67.93915662650602,-0.19472064834765335
2006-12-22,54.65,68.11915662650603,-0.19772935094244848
2006-12-26,54.83,68.10915662650602,-0.1949687425925074
2006-12-27,54.82,68.03915662650603,-0.19428748505909965
2006-12-28,54.75,67.78915662650603,-0.19234870701146367
2006-12-29,54.5,60.62562248995984,-0.10104015824289969
2007-01-03,55.22,60.98562248995984,-0.09454068441966046
2007-01-04,55.58,60.90562248995984,-0.08744057235171943
2007-01-05,55.5,61.59562248995984,-0.09896194313083584
2007-01-08,56.19,61.93562248995984,-0.09276765549407762
2007-01-09,56.53,62.16562248995984,-0.09065496755654667
2007-01-10,56.76,63.21562248995984,-0.10212068213019898
2007-01-11,57.81,63.385622489959836,-0.08796352028952625
2007-01-12,57.98,63.47562248995984,-0.08657847334745095
2007-01-16,58.07,63.44562248995984,-0.08472802817578973
2007-01-17,58.04,63.05562248995984,-0.07954282729915896
2007-01-18,57.65,63.00562248995984,-0.08500229468906972
2007-01-19,57.6,62.31562248995984,-0.07567319881494583
2007-01-22,56.91,63.00562248995984,-0.09674727824379803
2007-01-23,57.6,64.26562248995984,-0.10371987746638889
2007-01-24,58.86,62.85562248995984,-0.06356825899859764
2007-01-25,57.45,63.885622489959836,-0.100736632737221
2007-01-26,58.48,62.93562248995984,-0.07079651100091444
2007-01-29,57.53,64.13562248995984,-0.10299459541370981
2007-01-30,58.73,64.36562248995983,-0.08755640467609738
2007-01-31,58.96,64.44562248995985,-0.08512017229431623
2007-02-01,59.04,65.16562248995984,-0.0940008282880076
2007-02-02,59.76,65.39562248995983,-0.08617736593645964
2007-02-05,59.99,66.61562248995983,-0.09946049053220862
2007-02-06,61.21,66.77562248995984,-0.08334811840648393
2007-02-07,61.37,66.73562248995984,-0.08040117541073477
2007-02-08,61.33,65.50562248995983,-0.06374448988099979
2007-02-09,60.1,65.65562248995984,-0.08461761962289538
2007-02-12,60.25,66.52562248995984,-0.0943339160923593
2007-02-13,61.12,67.96562248995984,-0.10072183905872567
2007-02-14,62.56,67.64562248995983,-0.07518036352928315
2007-02-15,62.24,67.76562248995984,-0.08154020116584204
2007-02-16,62.36,68.30562248995984,-0.08704440825253856
2007-02-20,62.9,68.14562248995983,-0.07697666113084067
2007-02-21,62.74,68.32562248995984,-0.08175004173259637
2007-02-22,62.92,68.03562248995983,-0.07519035326993229
2007-02-23,62.63,66.74562248995984,-0.06166130955747595
2007-02-26,61.34,63.53562248995984,-0.03455734600391769
2007-02-27,58.13,63.85562248995984,-0.08966512683922379
2007-02-28,58.45,63.50562248995984,-0.07960905336781987
2007-03-01,58.1,62.56562248995984,-0.07137501893594134
2007-03-02,57.16,61.29562248995984,-0.06747011159952332
2007-03-05,55.89,63.30562248995984,-0.11714002956271286
2007-03-06,57.9,62.83562248995984,-0.07854815937804194
2007-03-07,57.43,63.635622489959836,-0.097518060594739
2007-03-08,58.23,63.79562248995984,-0.08724144812343138
2007-03-09,58.39,63.66562248995984,-0.08286453950547346
2007-03-12,58.26,59.94562248995984,-0.02811919236041238
2007-03-13,54.54,60.46562248995984,-0.09799985919178744
2007-03-14,55.06,60.91562248995984,-0.09612677750974252
2007-03-15,55.51,60.55562248995984,-0.08332211415705304
2007-03-16,55.15,62.92562248995984,-0.12356846356506823
2007-03-19,57.52,63.06562248995984,-0.08793415922981995
2007-03-20,57.66,64.66562248995984,-0.10833611771150209
2007-03-21,59.26,63.81562248995984,-0.07138726086510527
2007-03-22,58.41,63.81562248995984,-0.08470688334679044
2007-03-23,58.41,62.93562248995984,-0.07190875867926494
2007-03-26,57.53,62.92562248995984,-0.08574603279960791
2007-03-27,57.52,62.03562248995984,-0.07279079839475566
2007-03-28,56.63,62.705622489959836,-0.0968911917098445
2007-03-29,57.3,62.54562248995984,-0.08386873902808945
2007-03-30,57.14,67.97934426229509,-0.15945055634064353
2007-04-02,58.09,67.88934426229508,-0.14434289163899783
2007-04-03,58.0,69.17934426229507,-0.16159945402067322
2007-04-04,59.29,69.42934426229507,-0.1460383123307336
2007-04-05,59.54,69.80934426229508,-0.14710558265251727
2007-04-09,59.92,69.72934426229509,-0.14067742018906826
2007-04-10,59.84,69.46934426229508,-0.13861285671472023
2007-04-11,59.58,69.20934426229508,-0.1391335861498849
2007-04-12,59.32,69.68934426229508,-0.14879382740734637
2007-04-13,59.8,70.36934426229509,-0.15019813489946499
2007-04-16,60.48,69.51934426229508,-0.13002631653414076
2007-04-17,59.63,70.36934426229509,-0.15261395959958346
2007-04-18,60.48,69.63934426229508,-0.1315254237288136
2007-04-19,59.75,70.77934426229508,-0.15582716083695813
2007-04-20,60.89,70.45934426229508,-0.13581370026198103
2007-04-23,60.57,69.73934426229508,-0.1314802190827672
2007-04-24,59.85,71.08934426229509,-0.15810167302747646
2007-04-25,61.2,71.17934426229507,-0.14020000276374145
2007-04-26,61.29,70.40934426229508,-0.12951894891000404
2007-04-27,60.52,69.35934426229508,-0.1274427311317633
2007-04-30,59.47,69.55934426229508,-0.14504656950545824
2007-05-01,59.67,70.21934426229508,-0.1502341608729555
2007-05-02,60.33,70.45934426229508,-0.1437615460142111
2007-05-03,60.57,71.21934426229508,-0.14952881653998962
2007-05-04,61.33,71.14934426229509,-0.13801032692719784
2007-05-07,61.26,70.63934426229508,-0.1327779067068926
2007-05-08,60.75,70.81934426229508,-0.14218352862744732
2007-05-09,60.93,69.63934426229508,-0.12506355932203395
2007-05-10,59.75,70.90934426229508,-0.15737480551246452
2007-05-11,61.02,70.17934426229507,-0.13051339191859723
2007-05-14,60.29,70.94934426229509,-0.15023879886596536
2007-05-15,61.06,71.51934426229508,-0.14624496868897097
2007-05-16,61.63,71.25934426229509,-0.13513096930629753
2007-05-17,61.37,71.32934426229508,-0.13962478367489528
2007-05-18,61.44,72.06934426229508,-0.14748773380828573
2007-05-21,62.18,71.58934426229509,-0.13143498322627922
2007-05-22,61.7,71.41934426229508,-0.13608839961621266
2007-05-23,61.53,70.93934426229508,-0.13263929008850783
2007-05-24,61.05,71.33934426229509,-0.14423099018774277
2007-05-25,61.45,71.70934426229508,-0.14306844342027347
2007-05-29,61.82,71.63934426229508,-0.1370663615560641
2007-05-30,61.75,72.73934426229508,-0.15107840706767928
2007-05-31,62.85,73.18934426229508,-0.14126843690853497
2007-06-01,63.3,74.68934426229508,-0.15248954686625482
2007-06-04,64.8,73.93934426229508,-0.1236059685608496
2007-06-05,64.05,73.59934426229508,-0.1297476812872531
2007-06-06,63.71,73.31934426229508,-0.13106151396987797
2007-06-07,63.43,73.34934426229508,-0.13523425958415924
2007-06-08,63.46,73.80934426229508,-0.14021726335241225
2007-06-11,63.92,72.64934426229509,-0.12015723405263556
2007-06-12,62.76,74.61934426229509,-0.15893123129852504
2007-06-13,64.73,74.86934426229509,-0.1354271813410466
2007-06-14,64.98,75.95934426229508,-0.1445423781487939
2007-06-15,66.07,76.17934426229507,-0.1327045324450068
2007-06-18,66.29,76.83934426229509,-0.1372909199522102
2007-06-19,66.95,75.26934426229508,-0.11052765696090316
2007-06-20,65.38,76.35934426229508,-0.1437852088485848
2007-06-21,66.47,74.28934426229509,-0.10525526022530429
2007-06-22,64.4,73.68934426229508,-0.12606088920034253
2007-06-25,63.8,73.34934426229508,-0.13018990637662564
2007-06-26,63.46,74.08934426229509,-0.1434665722598989
2007-06-27,64.2,74.37934426229508,-0.13685713907880281
2007-06-28,64.49,73.45934426229508,-0.12209943271844359
2007-06-29,63.57,78.7787603305785,-0.19305660899915333
2007-07-02,65.13,79.37876033057852,-0.17950343733309193
2007-07-03,65.73,78.87876033057852,-0.1666958288324062
2007-07-05,65.23,79.31876033057851,-0.1776220439131988
2007-07-06,65.67,79.01876033057852,-0.1689315331540685
2007-07-09,65.37,76.94876033057851,-0.15047364351076165
2007-07-10,63.3,77.84876033057851,-0.186884932641167
2007-07-11,64.2,79.64876033057851,-0.19396108949416335
2007-07-12,66.0,79.72876033057851,-0.17219332488872396
2007-07-13,66.08,79.1387603305785,-0.16501092860223543
2007-07-16,65.49,79.9987603305785,-0.18136231449867513
2007-07-17,66.35,79.10876033057852,-0.16128125731287413
2007-07-18,65.46,79.9987603305785,-0.18173732030971557
2007-07-19,66.35,76.84876033057851,-0.13661587103573625
2007-07-20,63.2,77.62876033057852,-0.1858687459278533
2007-07-23,63.98,75.46876033057852,-0.15223200010512816
2007-07-24,61.82,75.00876033057851,-0.17582960006875226
2007-07-25,61.36,73.92876033057851,-0.17001178261851368
2007-07-26,60.28,71.40876033057852,-0.15584586931714284
2007-07-27,57.76,74.37876033057852,-0.2234342204241636
2007-07-30,60.73,73.91876033057851,-0.17842236898448938
2007-07-31,60.27,72.41876033057851,-0.16775708773695674
2007-08-01,58.77,72.14876033057851,-0.18543298969072164
2007-08-02,58.5,68.65876033057852,-0.1479601478626481
2007-08-03,55.01,71.26876033057852,-0.228133059353953
2007-08-06,57.62,72.35876033057852,-0.2036900613449285
2007-08-07,58.71,74.10876033057852,-0.20778596567921181
2007-08-08,60.46,71.07876033057852,-0.14939428151520906
2007-08-09,57.43,72.30876033057851,-0.20576705038997134
2007-08-10,58.66,71.19876033057851,-0.1761092506717895
2007-08-13,57.55,68.84876033057851,-0.1641098587153541
2007-08-14,55.2,68.5287603305785,-0.1944987807495917
2007-08-15,54.88,69.08876033057851,-0.20565950615689
2007-08-16,55.44,72.08876033057851,-0.23094807365575498
2007-08-17,58.44,71.84876033057851,-0.18662479726698644
2007-08-20,58.2,72.42876033057851,-0.19645179988772088
2007-08-21,58.78,75.18876033057852,-0.21823421823201994
2007-08-22,61.54,74.58876033057851,-0.17494271620477675
2007-08-23,60.94,75.57876033057852,-0.1936888123931798
2007-08-24,61.93,74.94876033057851,-0.1737021436132674
2007-08-27,61.3,72.45876033057851,-0.15400153521353277
2007-08-28,58.81,74.72876033057851,-0.21302053265915954
2007-08-29,61.08,73.72876033057851,-0.1715580225934238
2007-08-30,60.08,74.65876033057852,-0.1952719314655884
2007-08-31,61.01,75.42876033057851,-0.19115732868187163
2007-09-04,61.78,73.96876033057852,-0.16478254165819395
2007-09-05,60.32,74.54876033057852,-0.19086515010420824
2007-09-06,60.9,72.53876033057851,-0.1604488452454601
2007-09-07,58.89,71.36876033057851,-0.17484905542393014
2007-09-10,57.72,72.65876033057852,-0.20560164063646325
2007-09-11,59.01,72.85876033057852,-0.19007680432309326
2007-09-12,59.21,73.17876033057851,-0.19088544637099458
2007-09-13,59.53,72.60876033057852,-0.18012647883027577
2007-09-14,58.96,72.66876033057851,-0.1886472298167161
2007-09-17,59.02,74.91876033057851,-0.2122133396284901
2007-09-18,61.27,75.45876033057851,-0.18803330810655705
2007-09-19,61.81,74.97876033057851,-0.17563320962520512
2007-09-20,61.33,74.87876033057852,-0.18094263674722666
2007-09-21,61.23,75.18876033057852,-0.18564956077486539
2007-09-24,61.54,74.39876033057851,-0.1728356799688967
2007-09-25,60.75,75.21876033057852,-0.1923557403364512
2007-09-26,61.57,76.59876033057851,-0.19620109079727466
2007-09-27,62.95,76.75876033057851,-0.17989816759817434
2007-09-28,63.11,80.59132780082987,-0.21691326198313188
2007-10-01,64.11,80.91132780082988,-0.207651119534063
2007-10-02,64.43,80.48132780082987,-0.19944163745102073
2007-10-03,64.0,81.51132780082987,-0.21483305784955686
2007-10-04,65.03,82.45132780082987,-0.21129226497010434
2007-10-05,65.97,81.97132780082987,-0.19520639997084288
2007-10-08,65.49,83.38132780082988,-0.21457235417941878
2007-10-09,66.9,82.62132780082987,-0.19028171320035303
2007-10-10,66.14,81.30132780082988,-0.18648315114817993
2007-10-11,64.82,82.71132780082988,-0.21631048946418163
2007-10-12,66.23,81.30132780082988,-0.18537615815760433
2007-10-15,64.82,81.63132780082988,-0.20594210891494258
2007-10-16,65.15,80.01132780082987,-0.18574029714672136
2007-10-17,63.53,80.98132780082987,-0.21549816821663714
2007-10-18,64.5,77.39132780082987,-0.16657328627318935
2007-10-19,60.91,79.65132780082988,-0.2352920951637245
2007-10-22,63.17,81.89132780082987,-0.22861184820891556
2007-10-23,65.41,82.28132780082987,-0.20504442808298617
2007-10-24,65.8,79.76132780082987,-0.17503880872811417
2007-10-25,63.28,80.28132780082987,-0.2117718810407384
2007-10-26,63.8,79.04132780082988,-0.19282732495632315
2007-10-29,62.56,78.39132780082987,-0.20195254047810984
