date,NOV,dcf,Deviation
2012-03-02,74.16,80.3781220657277,-0.07736087763586896
2012-03-05,72.08,78.2181220657277,-0.07847442387545123
2012-03-06,69.92,80.42812206572769,-0.1306523364693286
2012-03-07,72.13,81.7881220657277,-0.11808709897955738
2012-03-08,73.49,81.6781220657277,-0.10024865727371401
2012-03-09,73.38,80.50812206572769,-0.08853916701607101
2012-03-12,72.21,82.1081220657277,-0.12054985325086642
2012-03-13,73.81,80.5881220657277,-0.08410820220130533
2012-03-14,72.29,80.6381220657277,-0.10352575000349318
2012-03-15,72.34,83.6481220657277,-0.13518680140651795
2012-03-16,75.35,83.0781220657277,-0.09302234900800432
2012-03-19,74.78,82.1081220657277,-0.0892496610732556
2012-03-20,73.81,80.8581220657277,-0.08716653176780975
2012-03-21,72.56,79.4781220657277,-0.08704435743973005
2012-03-22,71.18,80.9581220657277,-0.12078000102064002
2012-03-23,72.66,80.50812206572769,-0.0974823640690613
2012-03-26,72.21,78.8181220657277,-0.08384013590449535
2012-03-27,70.52,79.1081220657277,-0.10856182451900687
2012-03-28,70.81,79.2281220657277,-0.1062516925334166
2012-03-29,70.93,79.9581220657277,-0.11291063162171733
2012-03-30,71.66,80.33774647887323,-0.10801580650703535
2012-04-02,72.38,80.69774647887324,-0.10307284703484054
2012-04-03,72.74,79.40774647887324,-0.08396846371464806
2012-04-04,71.45,79.83774647887323,-0.10505991024048755
2012-04-05,71.88,78.47774647887324,-0.08407155881635064
2012-04-09,70.52,76.48774647887323,-0.07802225524478745
2012-04-10,68.53,77.35774647887325,-0.11411586920107797
2012-04-11,69.4,80.50774647887324,-0.1379711514070031
2012-04-12,72.55,78.75774647887324,-0.07882077327515302
2012-04-13,70.8,78.20774647887323,-0.0947188330106703
2012-04-16,70.25,79.65774647887324,-0.118102091695104
2012-04-17,71.7,79.21774647887325,-0.09489977704526309
2012-04-18,71.26,78.41774647887323,-0.09127712539918009
2012-04-19,70.46,78.00774647887324,-0.09675637125240377
2012-04-20,70.05,77.64774647887324,-0.09784889869199842
2012-04-23,69.69,78.30774647887323,-0.11004973155750597
2012-04-24,70.35,77.23774647887323,-0.08917591194555685
2012-04-25,69.28,77.15774647887324,-0.10209922967398044
2012-04-26,69.2,76.11774647887324,-0.09088217661295694
2012-04-27,68.16,76.26774647887324,-0.10630635954504242
2012-04-30,68.31,75.95774647887323,-0.10068422028555524
2012-05-01,68.0,74.95774647887323,-0.09282224727546029
2012-05-02,67.0,73.54774647887324,-0.08902715300398889
2012-05-03,65.59,72.09774647887323,-0.09026282785107842
2012-05-04,64.14,71.35774647887324,-0.10114874467077217
2012-05-07,63.4,70.38774647887324,-0.09927504187068414
2012-05-08,62.43,69.05774647887324,-0.09597397564805943
2012-05-09,61.1,69.62774647887323,-0.12247626715106685
2012-05-10,61.67,69.65774647887324,-0.11467133065086832
2012-05-11,61.7,68.45774647887323,-0.09871412406131042
2012-05-14,60.5,66.71774647887324,-0.09319479159629807
2012-05-15,58.76,65.32774647887324,-0.10053532890495809
2012-05-16,57.37,65.34774647887323,-0.12208143216464884
2012-05-17,57.39,65.14774647887324,-0.1190792759253615
2012-05-18,57.19,68.52774647887324,-0.16544753127652623
2012-05-21,60.57,68.12774647887323,-0.11093492548174821
2012-05-22,60.17,69.22774647887324,-0.13083982853085452
2012-05-23,61.27,69.13774647887324,-0.11379813314102483
2012-05-24,61.18,69.36774647887324,-0.11803391193293156
2012-05-25,61.41,71.05774647887324,-0.13577332461199987
2012-05-29,63.1,68.54774647887324,-0.0794737501772178
2012-05-30,60.59,68.14774647887324,-0.1109023683008542
2012-05-31,60.19,66.56774647887325,-0.09580835789442521
2012-06-01,58.61,65.77774647887324,-0.10896917061723
2012-06-04,57.82,67.18774647887324,-0.13942641284774848
2012-06-05,59.23,69.33774647887324,-0.14577552620567225
2012-06-06,61.38,68.74774647887324,-0.10717073440563474
2012-06-07,60.79,68.00774647887324,-0.1061312402273975
2012-06-08,60.05,67.14774647887324,-0.10570342045814474
2012-06-11,59.19,68.29774647887324,-0.13335354310248826
2012-06-12,60.34,67.63774647887324,-0.10789458340621538
2012-06-13,59.68,68.19774647887324,-0.12489777036125271
2012-06-14,60.24,69.13774647887324,-0.1286959285199174
2012-06-15,61.18,68.25774647887324,-0.10369147597135964
2012-06-18,60.3,68.09774647887323,-0.11450814281045885
2012-06-19,60.14,68.41774647887324,-0.12098829477567385
2012-06-20,60.46,65.91774647887324,-0.0827963146559092
2012-06-21,57.96,64.84774647887323,-0.10621412235376892
2012-06-22,56.89,62.05774647887324,-0.08327318944191009
2012-06-25,54.1,62.86774647887324,-0.13946334917253067
2012-06-26,54.91,63.94774647887324,-0.14133017934977732
2012-06-27,55.99,63.98774647887324,-0.12498871923101473
2012-06-28,56.03,66.06774647887325,-0.15193111637435763
2012-06-29,58.11,62.57,-0.07128016621384048
2012-07-02,58.07,65.5,-0.11343511450381683
2012-07-03,61.0,64.83,-0.05907758753663428
2012-07-05,60.33,64.61,-0.06624361553939018
2012-07-06,60.11,64.91,-0.0739485441380372
2012-07-09,60.41,64.08,-0.05727215980024969
2012-07-10,59.58,64.81,-0.08069742323715479
2012-07-11,60.31,64.77,-0.06885903967886353
2012-07-12,60.27,65.51,-0.07998778812395058
2012-07-13,61.01,66.36,-0.08062085593731161
2012-07-16,61.86,65.94,-0.061874431301182864
2012-07-17,61.44,66.73,-0.07927468904540691
2012-07-18,62.23,68.04,-0.0853909465020577
2012-07-19,63.54,66.91,-0.05036616350321321
2012-07-20,62.41,66.33,-0.059098447158148715
2012-07-23,61.83,65.61,-0.057613168724279906
2012-07-24,61.11,65.21,-0.0628737923631344
2012-07-25,60.71,70.6,-0.14008498583569395
2012-07-26,66.1,70.92,-0.06796390298928379
2012-07-27,66.42,71.26,-0.06792029188885773
2012-07-30,66.76,69.69,-0.04204333476825928
2012-07-31,65.19,70.96,-0.08131341600901909
2012-08-01,66.46,70.09,-0.0517905550007135
2012-08-02,65.59,72.45,-0.09468599033816427
2012-08-03,67.95,72.62,-0.06430735334618565
2012-08-06,68.12,73.71,-0.075837742504409
2012-08-07,69.21,73.34,-0.05631306244886847
2012-08-08,68.84,73.91,-0.06859694222703283
2012-08-09,69.41,74.26,-0.06531106921626728
2012-08-10,69.76,73.45,-0.05023825731790332
2012-08-13,68.95,73.26,-0.05883155883155888
2012-08-14,68.76,73.59,-0.06563391765185489
2012-08-15,69.09,75.02,-0.07904558784324167
2012-08-16,70.52,75.29,-0.06335502722805164
2012-08-17,70.79,74.65,-0.051707970529136005
2012-08-20,70.15,74.98,-0.06441717791411039
2012-08-21,70.48,74.97,-0.059890622915832914
2012-08-22,70.47,74.22,-0.050525464834276446
2012-08-23,69.72,73.96,-0.05732828555976199
2012-08-24,69.46,74.94,-0.07312516680010683
2012-08-27,70.44,74.12,-0.04964921748515927
2012-08-28,69.62,74.07,-0.060078304306736774
2012-08-29,69.57,73.21,-0.04971998360879659
2012-08-30,68.71,75.56,-0.09065643197458984
2012-08-31,71.06,74.9,-0.051268357810413945
2012-09-04,70.4,75.35,-0.06569343065693412
2012-09-05,70.85,76.33,-0.07179352810166384
2012-09-06,71.83,78.37,-0.08345029985964025
2012-09-07,73.87,77.56,-0.04757607013924703
2012-09-10,73.06,79.46,-0.08054366977095384
2012-09-11,74.96,79.85,-0.06123982467125866
2012-09-12,75.35,80.6,-0.06513647642679898
2012-09-13,76.1,80.99,-0.06037782442276829
2012-09-14,76.49,80.06,-0.04459155633275058
2012-09-17,75.56,79.13,-0.04511563250347517
2012-09-18,74.63,78.47,-0.04893589906970819
2012-09-19,73.97,77.18,-0.041591085773516556
2012-09-20,72.68,78.19,-0.0704693694845887
2012-09-21,73.69,77.48,-0.048915849251419785
2012-09-24,72.98,76.81,-0.04986329904960285
2012-09-25,72.31,75.18,-0.038175046554934866
2012-09-26,70.68,76.76,-0.07920792079207917
2012-09-27,72.26,76.74,-0.05837894188167825
2012-09-28,72.24,76.62530516431924,-0.05723050831465104
2012-10-01,72.63,76.79530516431925,-0.054239059997310046
2012-10-02,72.8,75.67530516431925,-0.03799528998364654
2012-10-03,71.68,76.43530516431925,-0.062213464760772164
2012-10-04,72.44,76.05530516431925,-0.04753521344117029
2012-10-05,72.06,76.51530516431924,-0.05822763373616979
2012-10-08,72.52,76.21530516431925,-0.048485079950178256
2012-10-09,72.22,74.59530516431924,-0.031842555762549685
2012-10-10,70.6,75.20530516431924,-0.06123644009231688
2012-10-11,71.21,74.52530516431925,-0.044485630176346325
2012-10-12,70.53,74.88530516431925,-0.05815967705229341
2012-10-15,70.89,75.81530516431924,-0.06496452337221781
2012-10-16,71.82,77.22530516431925,-0.06999396315518469
2012-10-17,73.23,77.96530516431925,-0.06073605630529044
2012-10-18,73.97,76.76530516431924,-0.03641365273460162
2012-10-19,72.77,76.97530516431925,-0.054631873889193217
2012-10-22,72.98,74.99530516431925,-0.026872417678727833
2012-10-23,71.0,73.21530516431925,-0.030257405324574882
2012-10-24,69.22,71.51530516431924,-0.03209529986686588
2012-10-25,67.52,71.23530516431924,-0.052155390585456374
2012-10-26,67.24,70.45530516431924,-0.04563609733603957
2012-10-31,66.46,69.91530516431925,-0.04942129847246446
2012-11-01,65.92,68.60530516431925,-0.03914136316262373
2012-11-02,64.61,68.58530516431925,-0.057961470825201755
2012-11-05,64.59,69.80530516431925,-0.07471216051620433
2012-11-06,65.81,68.10530516431925,-0.03370229615418807
2012-11-07,64.11,66.64530516431925,-0.03804176690418415
2012-11-08,62.65,66.18530516431925,-0.053415258198811544
2012-11-09,62.19,67.82530516431925,-0.08308558510229613
2012-11-12,63.83,67.77530516431925,-0.05821154408311369
2012-11-13,63.78,66.70530516431924,-0.043854160581578316
2012-11-14,62.71,67.51530516431924,-0.07117356801726749
2012-11-15,63.52,67.66530516431925,-0.06126190008679833
2012-11-16,63.67,70.08530516431925,-0.09153566713133632
2012-11-19,66.09,68.58530516431925,-0.03638250436213564
2012-11-20,64.59,68.55530516431925,-0.05784096730099675
2012-11-21,64.56,69.45530516431924,-0.07048137147677624
2012-11-23,65.46,68.13530516431925,-0.039264595027017624
2012-11-26,64.14,67.13530516431925,-0.04461594621470755
2012-11-27,63.14,67.27530516431925,-0.06146839697298745
2012-11-28,63.28,67.43530516431925,-0.06161913487592341
2012-11-29,63.44,65.58530516431925,-0.032710149917643094
2012-11-30,61.59,65.27530516431925,-0.05645787721776452
2012-12-03,61.28,66.02530516431925,-0.0718710069193843
2012-12-04,62.03,65.86530516431925,-0.058229520910151766
2012-12-05,61.87,65.36530516431925,-0.0534734008436516
2012-12-06,61.37,65.56530516431926,-0.06398666419389065
2012-12-07,61.57,65.21530516431925,-0.055896467173378706
2012-12-10,61.22,65.30530516431925,-0.06255701820916282
2012-12-11,61.31,63.94530516431925,-0.041211863131270454
2012-12-12,59.95,63.12530516431925,-0.05030162081678213
2012-12-13,59.13,62.48530516431925,-0.053697507845976156
2012-12-14,58.49,63.77530516431925,-0.08287385141790349
2012-12-17,59.78,65.95530516431924,-0.09362863455690573
2012-12-18,61.96,65.93530516431925,-0.06029099515672631
2012-12-19,61.94,66.70530516431924,-0.07143817350929704
2012-12-20,62.71,65.60530516431925,-0.044132180424547696
2012-12-21,61.61,65.14530516431925,-0.05426799606513433
2012-12-24,61.15,64.21530516431925,-0.047734806468263336
2012-12-26,60.22,64.38530516431925,-0.06469341340681511
2012-12-27,60.39,63.39530516431925,-0.047405800106641305
2012-12-28,59.4,65.62530516431924,-0.09486135186315248
2012-12-31,61.63,70.9328337236534,-0.1311498954052256
2013-01-02,63.16,70.5928337236534,-0.10529161859049863
2013-01-03,62.82,72.4728337236534,-0.13319244229445582
2013-01-04,64.7,72.1128337236534,-0.10279493040116028
2013-01-07,64.34,70.35283372365339,-0.08546683062222993
2013-01-08,62.58,70.7628337236534,-0.11563745108921752
2013-01-09,62.99,71.2628337236534,-0.11608903675840632
2013-01-10,63.49,71.6928337236534,-0.11441636907911834
2013-01-11,63.92,71.2028337236534,-0.10228291969276015
2013-01-14,63.43,71.1128337236534,-0.1080372321191575
2013-01-15,63.34,71.27283372365339,-0.11130234774179759
2013-01-16,63.5,72.4528337236534,-0.1235677510944696
2013-01-17,64.68,73.38283372365339,-0.11859495309797785
2013-01-18,65.61,74.3128337236534,-0.11711077733916819
2013-01-22,66.54,74.2028337236534,-0.1032687478242591
2013-01-23,66.43,74.28283372365341,-0.10571532250462434
2013-01-24,66.51,74.5028337236534,-0.10728227805804658
2013-01-25,66.73,74.15283372365339,-0.10010182148016333
2013-01-28,66.38,74.60283372365339,-0.11022146630666496
2013-01-29,66.83,74.1928337236534,-0.09923914957983404
2013-01-30,66.42,74.62283372365339,-0.10992391087733933
2013-01-31,66.85,72.03283372365341,-0.07195099034333186
2013-02-01,64.26,71.0428337236534,-0.09547526989193111
2013-02-04,63.27,69.2828337236534,-0.0867867753163305
2013-02-05,61.51,67.80283372365339,-0.0928107776335918
2013-02-06,60.03,69.1828337236534,-0.13229920243241022
2013-02-07,61.41,70.0628337236534,-0.12350105275191259
2013-02-08,62.29,69.32283372365339,-0.10145046510488709
2013-02-11,61.55,69.9228337236534,-0.11974391307915555
2013-02-12,62.15,69.9528337236534,-0.111544212125534
2013-02-13,62.18,71.1528337236534,-0.12610648450773587
2013-02-14,63.38,70.2928337236534,-0.09834336386025144
2013-02-15,62.52,70.4228337236534,-0.11221976319023097
2013-02-19,62.65,68.9428337236534,-0.09127611071046537
2013-02-20,61.17,67.99283372365339,-0.10034636519759965
2013-02-21,60.22,69.1828337236534,-0.12955285641312253
2013-02-22,61.41,67.52283372365339,-0.09052987539994273
2013-02-25,59.75,68.0428337236534,-0.1218766660620515
2013-02-26,60.27,69.55283372365339,-0.13346449348901945
2013-02-27,61.78,69.2028337236534,-0.10726199093659783
2013-02-28,61.43,68.1528337236534,-0.09864349516137794
2013-03-01,60.38,67.5828337236534,-0.10657785900345373
2013-03-04,59.81,68.21283372365339,-0.12318552484852463
2013-03-05,60.44,68.7228337236534,-0.12052520646864084
2013-03-06,60.95,68.8728337236534,-0.11503568671855613
2013-03-07,61.1,69.2628337236534,-0.11785301416083671
2013-03-08,61.49,68.80283372365339,-0.10628681011926622
2013-03-11,61.03,68.7528337236534,-0.112327496997356
2013-03-12,60.98,68.6528337236534,-0.1117628116348216
2013-03-13,60.88,69.80283372365339,-0.12782910445983509
2013-03-14,62.03,71.3728337236534,-0.13090181846818172
2013-03-15,63.6,70.2928337236534,-0.0952135995820762
2013-03-18,62.52,69.1128337236534,-0.09539232250286156
2013-03-19,61.34,69.7528337236534,-0.12060920359140304
2013-03-20,61.98,68.9228337236534,-0.10073343402406731
2013-03-21,61.15,69.32283372365339,-0.11789526314278131
2013-03-22,61.55,69.55283372365339,-0.11506121742573672
2013-03-25,61.78,70.41283372365339,-0.12260312882072533
2013-03-26,62.64,71.5128337236534,-0.124073306309475
2013-03-27,63.74,71.57283372365339,-0.10943864195591846
2013-03-28,63.8,68.61327102803739,-0.07015072967546687
2013-04-01,62.91,68.41327102803739,-0.0804415714281812
2013-04-02,62.71,67.00327102803739,-0.06407554380801617
2013-04-03,61.3,65.96327102803738,-0.07069496335400471
2013-04-04,60.26,66.67327102803738,-0.09618953636368732
2013-04-05,60.97,66.86327102803739,-0.08813913733843803
2013-04-08,61.16,67.34327102803738,-0.09181720658420445
2013-04-09,61.64,68.06327102803738,-0.09437205898305168
2013-04-10,62.36,68.95327102803738,-0.09561940905394406
2013-04-11,63.25,67.79327102803738,-0.06701654838514004
2013-04-12,62.09,65.08327102803739,-0.045991404254219215
2013-04-15,59.38,65.83327102803739,-0.09802446281742605
2013-04-16,60.13,63.54327102803738,-0.053715695978750144
2013-04-17,57.84,63.96327102803738,-0.09573104892264395
2013-04-18,58.26,63.69327102803738,-0.0853036897044539
2013-04-19,57.99,64.35327102803738,-0.09888030439455109
2013-04-22,58.65,65.39327102803739,-0.10311872952717427
2013-04-23,59.69,66.27327102803739,-0.0993352361505182
2013-04-24,60.57,66.30327102803739,-0.08647040996835553
2013-04-25,60.6,65.50327102803739,-0.07485536143589899
2013-04-26,59.8,65.14327102803739,-0.08202337622465516
2013-04-29,59.44,64.51327102803738,-0.07863918457696162
2013-04-30,58.81,64.39327102803739,-0.08670581473654881
2013-05-01,58.69,64.86327102803739,-0.09517360025474153
2013-05-02,59.16,66.01327102803738,-0.10381656478023393
2013-05-03,60.31,67.05327102803739,-0.10056587731891231
2013-05-06,61.35,67.51327102803738,-0.09128977065083765
2013-05-07,61.81,67.74327102803738,-0.08758465509558488
2013-05-08,62.04,67.29327102803738,-0.07806532433010482
2013-05-09,61.59,67.21327102803738,-0.08366310614003125
2013-05-10,61.51,66.69327102803739,-0.07771805083391958
2013-05-13,60.99,67.05327102803739,-0.09042468674648418
2013-05-14,61.35,67.19327102803739,-0.0869621457422306
2013-05-15,61.49,65.84327102803738,-0.06611565555702215
2013-05-16,60.14,67.49327102803738,-0.10894820944420902
2013-05-17,61.79,68.97327102803739,-0.10414572081288442
2013-05-20,63.27,69.21327102803738,-0.08586895171635278
2013-05-21,63.51,68.07327102803738,-0.0670346959845356
2013-05-22,62.37,67.83327102803739,-0.08053969601111033
2013-05-23,62.13,68.80327102803739,-0.09699060710817109
2013-05-24,63.1,70.16327102803737,-0.10066906694265831
2013-05-28,64.46,70.2432710280374,-0.08233202900999625
2013-05-29,64.54,69.73327102803738,-0.07447336044152197
2013-05-30,64.03,69.09327102803738,-0.07328168072955688
2013-05-31,63.39,69.49327102803738,-0.08782535255211965
2013-06-03,63.79,68.73327102803738,-0.07191962428240817
2013-06-04,63.03,67.91327102803739,-0.07190451813197707
2013-06-05,62.21,68.84327102803738,-0.09635322274759262
2013-06-06,63.14,69.00327102803739,-0.08497091428687531
2013-06-07,63.3,69.00327102803739,-0.08265218362938243
2013-06-10,63.3,68.07327102803738,-0.0701196072401371
2013-06-11,62.37,68.11327102803739,-0.08431941296246503
2013-06-12,62.41,68.91327102803739,-0.09436892097882754
2013-06-13,63.21,68.44327102803739,-0.07646143951672923
2013-06-14,62.74,69.22327102803739,-0.09365739196882905
2013-06-17,63.52,70.16327102803737,-0.0946830290364129
2013-06-18,64.46,69.69327102803739,-0.07509004744420822
2013-06-19,63.99,67.51327102803738,-0.052186347578599857
2013-06-20,61.81,67.21327102803738,-0.08038994301859614
2013-06-21,61.51,66.17327102803738,-0.07047061382323938
2013-06-24,60.47,66.72327102803739,-0.09371949144114566
2013-06-25,61.02,67.27327102803739,-0.09295327746782545
2013-06-26,61.57,67.43327102803738,-0.08694923053042392
2013-06-27,61.73,67.83327102803739,-0.08997459411200648
2013-06-28,62.13,68.23691588785047,-0.08949577817800825
2013-07-01,62.8,68.58691588785047,-0.08437346705183413
2013-07-02,63.15,68.83691588785047,-0.08261433294187126
2013-07-03,63.4,70.22691588785048,-0.09721224122603911
2013-07-05,64.79,71.07691588785046,-0.08845228875392308
2013-07-08,65.64,71.38691588785046,-0.08050377042312518
2013-07-09,65.95,70.98691588785047,-0.07095555321501923
2013-07-10,65.55,71.55691588785048,-0.08394598639864503
2013-07-11,66.12,71.22691588785048,-0.07169924212205836
2013-07-12,65.79,71.23691588785047,-0.07646198350902278
2013-07-15,65.8,70.93691588785046,-0.07241526958927569
2013-07-16,65.5,70.43691588785046,-0.07008989285832745
2013-07-17,65.0,71.19691588785048,-0.08703910570525097
2013-07-18,65.76,72.20691588785047,-0.0892839115004388
2013-07-19,66.77,71.86691588785048,-0.0709215892303533
2013-07-22,66.43,71.02691588785046,-0.06472075874882222
2013-07-23,65.59,70.69691588785048,-0.07223675635231097
2013-07-24,65.26,70.27691588785046,-0.07138782094331753
2013-07-25,64.84,69.97691588785048,-0.07340872089994976
2013-07-26,64.54,69.58691588785048,-0.07252679362862291
2013-07-29,64.15,68.01691588785047,-0.05685226737164062
2013-07-30,62.58,68.70691588785047,-0.08917466034789523
2013-07-31,63.27,69.63691588785046,-0.09143018191822727
2013-08-01,64.2,70.63691588785046,-0.09112679690135805
2013-08-02,65.2,70.28691588785045,-0.07237358224633328
2013-08-05,64.85,70.43691588785046,-0.07931800842538228
2013-08-06,65.0,70.77691588785046,-0.08162146959051275
2013-08-07,65.34,71.06691588785046,-0.08058483777300829
2013-08-08,65.63,70.80691588785048,-0.07311313906186911
2013-08-09,65.37,71.13691588785046,-0.08106783680279561
2013-08-12,65.7,71.68691588785046,-0.08351476435695182
2013-08-13,66.25,71.62691588785047,-0.07506837089383211
2013-08-14,66.19,71.81691588785046,-0.07835084281031324
2013-08-15,66.38,71.01691588785047,-0.06529311826457052
2013-08-16,65.58,69.43691588785046,-0.055545610552172
2013-08-19,64.0,69.99691588785046,-0.08567400165828398
2013-08-20,64.56,69.15691588785047,-0.06647080525258153
2013-08-21,63.72,70.35691588785046,-0.09433210373276968
2013-08-22,64.92,70.84691588785047,-0.08365806490761973
2013-08-23,65.41,71.56691588785046,-0.0860301972142925
2013-08-26,66.13,71.39691588785045,-0.07376951542449928
2013-08-27,65.96,72.57691588785046,-0.09117108114755468
2013-08-28,67.14,72.45691588785047,-0.07338037815575871
2013-08-29,67.02,72.43691588785046,-0.07478115021126985
2013-08-30,67.0,73.67691588785046,-0.09062425873001967
2013-09-03,68.24,74.04691588785047,-0.07842211681909184
2013-09-04,68.61,75.33691588785048,-0.08929109731362561
2013-09-05,69.9,75.77691588785046,-0.0775554906001753
2013-09-06,70.34,76.14691588785047,-0.07625937071966138
2013-09-09,70.71,76.33691588785047,-0.07371159579091713
2013-09-10,70.9,76.42691588785047,-0.0723163537824908
2013-09-11,70.99,75.72691588785048,-0.06255260540209684
2013-09-12,70.29,75.98691588785047,-0.07497232676555232
2013-09-13,70.55,76.42691588785047,-0.07689589223349413
2013-09-16,70.99,76.58691588785047,-0.07307926978083668
2013-09-17,71.15,77.13691588785046,-0.07761414646853193
2013-09-18,71.7,77.41691588785046,-0.07384582325821709
2013-09-19,71.98,76.49691588785046,-0.0590470326211916
2013-09-20,71.06,76.21691588785046,-0.06766104122395367
2013-09-23,70.78,76.38691588785046,-0.07340152201042405
2013-09-24,70.95,76.76691588785047,-0.0757737343043513
2013-09-25,71.33,76.77691588785046,-0.0709447081178265
2013-09-26,71.34,75.77691588785046,-0.05855234190867675
2013-09-27,70.34,75.86691588785048,-0.07285014585304328
2013-09-30,70.43,77.46420560747663,-0.09080588321166105
2013-10-01,71.06,77.99420560747663,-0.08890667650843931
2013-10-02,71.59,77.47420560747663,-0.07595051232004857
2013-10-03,71.07,78.12420560747664,-0.09029474991297126
2013-10-04,71.72,77.24420560747663,-0.07151611650391454
2013-10-07,70.84,76.90420560747664,-0.07885401792495828
2013-10-08,70.5,76.53420560747664,-0.07884325132247993
2013-10-09,70.13,77.87420560747664,-0.0994450671703947
2013-10-10,71.47,77.92420560747664,-0.08282671035477807
2013-10-11,71.52,78.61420560747663,-0.0902407593215181
2013-10-14,72.21,78.49420560747663,-0.08005948412169239
2013-10-15,72.09,79.57420560747664,-0.09405316145277909
2013-10-16,73.17,79.43420560747664,-0.07886030406637601
2013-10-17,73.03,80.48420560747664,-0.09261699921387023
2013-10-18,74.08,80.22420560747663,-0.07658792705956086
2013-10-21,73.82,79.80420560747663,-0.0749860933007771
2013-10-22,73.4,77.46420560747663,-0.05246559460082245
2013-10-23,71.06,77.75420560747664,-0.08609445052105236
2013-10-24,71.35,80.99420560747663,-0.11907278471518679
2013-10-25,74.59,81.16420560747663,-0.08099882895756483
2013-10-28,74.76,80.16420560747663,-0.06741419772732826
2013-10-29,73.76,80.14420560747664,-0.07965897919987674
2013-10-30,73.74,79.60420560747663,-0.07366703257353846
2013-10-31,73.2,79.29420560747664,-0.07685562344421815
2013-11-01,72.89,79.36420560747663,-0.08157588875137334
2013-11-04,72.96,78.83420560747663,-0.07451341156052105
2013-11-05,72.43,79.80420560747663,-0.09240372172548461
2013-11-06,73.4,78.91420560747663,-0.0698759566167918
2013-11-07,72.51,80.52420560747663,-0.09952542278458087
2013-11-08,74.12,81.22420560747663,-0.0874641439007523
2013-11-11,74.82,80.84420560747664,-0.07451623232870896
2013-11-12,74.44,80.72420560747663,-0.07784784700184888
2013-11-13,74.32,81.75420560747664,-0.09093361683642565
2013-11-14,75.35,82.41420560747663,-0.0857158733182738
2013-11-15,76.01,81.65420560747664,-0.06912326885658693
2013-11-18,75.25,81.39420560747664,-0.07548701485099629
2013-11-19,74.99,81.57420560747664,-0.08071430862788787
2013-11-20,75.17,82.02420560747663,-0.08356320621106827
2013-11-21,75.62,81.84420560747664,-0.07604943515888973
2013-11-22,75.44,80.89420560747664,-0.0674239343413805
2013-11-25,74.49,80.12420560747664,-0.07031839585503363
2013-11-26,73.72,79.85420560747663,-0.07681756472075274
2013-11-27,73.45,79.89420560747664,-0.08065923627975313
2013-11-29,73.49,80.06420560747664,-0.08211166972301442
2013-12-02,73.66,80.90420560747664,-0.08954053195483302
2013-12-03,74.5,80.21420560747663,-0.07123682849193502
2013-12-04,73.81,79.99420560747663,-0.07730816951695085
2013-12-05,73.59,79.97420560747663,-0.07982830912770933
2013-12-06,73.57,78.71420560747663,-0.06535295081461145
2013-12-09,72.31,77.76420560747664,-0.07013773965630588
2013-12-10,71.36,77.07420560747664,-0.07413901398579359
2013-12-11,70.67,77.22420560747663,-0.08487242511487969
2013-12-12,70.82,77.40420560747664,-0.0850626339460897
2013-12-13,71.0,77.56420560747664,-0.08462931523718065
2013-12-16,71.16,76.86420560747663,-0.07421146894571928
2013-12-17,70.46,76.65420560747664,-0.08080712021458192
2013-12-18,70.25,76.54420560747664,-0.08222968097355021
2013-12-19,70.14,77.07420560747664,-0.08996791537224724
2013-12-20,70.67,76.53420560747664,-0.07662202228311576
2013-12-23,70.13,77.21420560747663,-0.091747438851986
2013-12-24,70.81,77.43420560747664,-0.0855462460744485
2013-12-26,71.03,78.03420560747664,-0.08975814584066899
2013-12-27,71.63,77.35420560747663,-0.07399992750909157
2013-12-30,70.95,78.11420560747663,-0.09171450380583424
2013-12-31,71.71,79.27803738317758,-0.09546196693289333
2014-01-02,71.25,79.03803738317758,-0.0985353083278252
2014-01-03,71.01,79.70803738317758,-0.10912371786754471
2014-01-06,71.68,79.99803738317758,-0.10397801815231444
2014-01-07,71.97,78.51803738317756,-0.08339532674794636
2014-01-08,70.49,78.15803738317756,-0.09810939015247078
2014-01-09,70.13,78.40803738317756,-0.10557638807770509
2014-01-10,70.38,77.22803738317756,-0.08867294334051357
2014-01-13,69.2,77.93803738317757,-0.11211518376088359
2014-01-14,69.91,77.61803738317757,-0.09930729561126672
2014-01-15,69.59,77.60803738317757,-0.10331452325729829
2014-01-16,69.58,77.42803738317758,-0.10135911548860577
2014-01-17,69.4,77.59803738317756,-0.10564748361734722
2014-01-21,69.57,77.97803738317756,-0.10782571176883027
2014-01-22,69.95,76.66803738317758,-0.08762500792346661
2014-01-23,68.64,74.75803738317757,-0.08183785446130876
2014-01-24,66.73,74.12803738317756,-0.09980079932423036
2014-01-27,66.1,74.12803738317756,-0.10829960790246718
2014-01-28,66.1,73.87803738317756,-0.1052821333468269
2014-01-29,65.85,74.43803738317757,-0.11537162565114067
2014-01-30,66.41,75.66803738317758,-0.12235070055135089
2014-01-31,67.64,74.52803738317758,-0.09242209542918056
2014-02-03,66.5,75.21803738317757,-0.11590354769250266
2014-02-04,67.19,74.12803738317756,-0.09359532004488302
2014-02-05,66.1,74.80803738317756,-0.11640510415443395
2014-02-06,66.78,75.71803738317757,-0.11804370123786856
2014-02-07,67.69,75.65803738317756,-0.10531646945614848
2014-02-10,67.63,76.19803738317756,-0.11244433160517542
2014-02-11,68.17,76.57803738317757,-0.10979698188275355
2014-02-12,68.55,76.50803738317757,-0.10401570417132888
2014-02-13,68.48,76.93803738317757,-0.10993310553340041
