date,ICE,dcf,Deviation
2006-05-11,15.83,,
2006-05-12,15.12,,
2006-05-15,15.28,,
2006-05-16,15.16,,
2006-05-17,14.0,,
2006-05-18,13.59,,
2006-05-19,14.0,,
2006-05-22,11.93,,
2006-05-23,11.79,,
2006-05-24,10.86,,
2006-05-25,11.2,,
2006-05-26,11.49,,
2006-05-30,10.63,,
2006-05-31,11.14,,
2006-06-01,11.15,,
2006-06-02,10.95,,
2006-06-05,10.32,,
2006-06-06,10.07,,
2006-06-07,10.14,,
2006-06-08,9.99,,
2006-06-09,10.17,,
2006-06-12,9.8,,
2006-06-13,9.2,,
2006-06-14,9.4,,
2006-06-15,9.8,,
2006-06-16,10.12,,
2006-06-19,10.03,,
2006-06-20,9.92,,
2006-06-21,10.74,,
2006-06-22,10.6,,
2006-06-23,10.89,,
2006-06-26,10.95,,
2006-06-27,10.71,,
2006-06-28,10.41,,
2006-06-29,11.07,,
2006-06-30,11.59,,
2006-07-03,11.87,,
2006-07-05,11.6,,
2006-07-06,11.51,,
2006-07-07,10.97,,
2006-07-10,10.56,,
2006-07-11,11.1,,
2006-07-12,11.7,,
2006-07-13,11.96,,
2006-07-14,11.92,,
2006-07-17,11.62,,
2006-07-18,11.26,,
2006-07-19,11.76,,
2006-07-20,11.59,,
2006-07-21,11.62,,
2006-07-24,12.15,,
2006-07-25,12.03,,
2006-07-26,11.44,,
2006-07-27,11.4,,
2006-07-28,11.79,,
2006-07-31,11.92,,
2006-08-01,11.82,,
2006-08-02,11.88,,
2006-08-03,11.72,,
2006-08-04,11.89,,
2006-08-07,11.75,,
2006-08-08,11.94,,
2006-08-09,11.96,,
2006-08-10,12.3,,
2006-08-11,12.05,,
2006-08-14,12.01,,
2006-08-15,12.17,,
2006-08-16,12.5,,
2006-08-17,12.77,,
2006-08-18,12.87,,
2006-08-21,12.93,,
2006-08-22,12.48,,
2006-08-23,12.51,,
2006-08-24,12.16,,
2006-08-25,12.42,,
2006-08-28,12.28,,
2006-08-29,12.39,,
2006-08-30,12.72,,
2006-08-31,12.65,,
2006-09-01,12.73,,
2006-09-05,13.04,,
2006-09-06,13.04,,
2006-09-07,12.82,,
2006-09-08,12.81,,
2006-09-11,12.68,,
2006-09-12,12.66,,
2006-09-13,12.94,,
2006-09-14,12.93,,
2006-09-15,14.87,,
2006-09-18,15.23,,
2006-09-19,14.79,,
2006-09-20,14.49,,
2006-09-21,15.38,,
2006-09-22,14.74,,
2006-09-25,13.89,,
2006-09-26,14.0,,
2006-09-27,14.32,,
2006-09-28,14.43,,
2006-09-29,15.01,,
2006-10-02,14.89,,
2006-10-03,15.44,,
2006-10-04,16.25,,
2006-10-05,16.81,,
2006-10-06,17.08,,
2006-10-09,16.98,,
2006-10-10,17.47,,
2006-10-11,17.56,,
2006-10-12,16.78,,
2006-10-13,16.59,,
2006-10-16,15.46,,
2006-10-17,16.33,,
2006-10-18,16.38,,
2006-10-19,16.31,,
2006-10-20,16.36,,
2006-10-23,16.48,,
2006-10-24,16.76,,
2006-10-25,16.71,,
2006-10-26,17.13,,
2006-10-27,16.89,,
2006-10-30,16.43,,
2006-10-31,16.88,,
2006-11-01,16.98,,
2006-11-02,16.66,,
2006-11-03,16.35,,
2006-11-06,16.98,,
2006-11-07,17.42,,
2006-11-08,17.58,,
2006-11-09,16.7,,
2006-11-10,17.02,,
2006-11-13,17.7,,
2006-11-14,19.31,,
2006-11-15,19.13,,
2006-11-16,18.92,,
2006-11-17,20.24,,
2006-11-20,19.54,,
2006-11-21,20.22,,
2006-11-22,20.22,,
2006-11-24,20.82,,
2006-11-27,20.12,,
2006-11-28,20.16,,
2006-11-29,19.42,,
2006-11-30,19.65,,
2006-12-01,19.02,,
2006-12-04,19.8,,
2006-12-05,21.26,,
2006-12-06,21.0,,
2006-12-07,20.97,,
2006-12-08,21.62,,
2006-12-11,22.64,,
2006-12-12,22.0,,
2006-12-13,21.44,,
2006-12-14,20.76,,
2006-12-15,21.27,,
2006-12-18,21.52,,
2006-12-19,21.76,,
2006-12-20,22.0,,
2006-12-21,21.32,,
2006-12-22,20.85,,
2006-12-26,21.09,,
2006-12-27,21.39,,
2006-12-28,21.8,,
2006-12-29,21.58,,
2007-01-03,23.14,,
2007-01-04,24.2,,
2007-01-05,24.91,,
2007-01-08,25.14,,
2007-01-09,24.93,,
2007-01-10,27.05,,
2007-01-11,27.31,,
2007-01-12,26.95,,
2007-01-16,25.84,,
2007-01-17,26.64,,
2007-01-18,25.84,,
2007-01-19,25.38,,
2007-01-22,24.82,,
2007-01-23,25.9,,
2007-01-24,27.28,,
2007-01-25,26.35,,
2007-01-26,27.03,,
2007-01-29,25.98,,
2007-01-30,26.29,,
2007-01-31,26.11,,
2007-02-01,27.11,,
2007-02-02,28.49,,
2007-02-05,28.72,,
2007-02-06,28.57,,
2007-02-07,29.61,,
2007-02-08,30.41,,
2007-02-09,29.87,,
2007-02-12,28.71,,
2007-02-13,30.17,,
2007-02-14,30.33,,
2007-02-15,31.02,,
2007-02-16,31.66,,
2007-02-20,32.52,,
2007-02-21,32.77,,
2007-02-22,32.12,,
2007-02-23,32.39,,
2007-02-26,31.44,,
2007-02-27,28.92,,
2007-02-28,30.15,,
2007-03-01,30.12,,
2007-03-02,27.72,,
2007-03-05,27.42,,
2007-03-06,28.49,,
2007-03-07,25.82,,
2007-03-08,26.27,,
2007-03-09,26.2,,
2007-03-12,26.89,,
2007-03-13,25.8,,
2007-03-14,26.39,,
2007-03-15,25.62,,
2007-03-16,25.28,,
2007-03-19,25.6,,
2007-03-20,25.98,,
2007-03-21,25.95,,
2007-03-22,25.45,,
2007-03-23,24.71,,
2007-03-26,24.17,,
2007-03-27,24.59,,
2007-03-28,24.39,,
2007-03-29,24.59,,
2007-03-30,24.44,,
2007-04-02,25.57,,
2007-04-03,24.73,,
2007-04-04,25.18,,
2007-04-05,25.78,,
2007-04-09,25.7,,
2007-04-10,25.59,,
2007-04-11,25.39,,
2007-04-12,25.33,,
2007-04-13,25.96,,
2007-04-16,26.0,,
2007-04-17,26.24,,
2007-04-18,26.18,,
2007-04-19,25.94,,
2007-04-20,26.77,,
2007-04-23,26.47,,
2007-04-24,26.03,,
2007-04-25,26.1,,
2007-04-26,25.83,,
2007-04-27,25.35,,
2007-04-30,25.4,,
2007-05-01,24.6,,
2007-05-02,25.45,,
2007-05-03,26.95,,
2007-05-04,27.68,,
2007-05-07,27.43,,
2007-05-08,26.94,,
2007-05-09,27.51,,
2007-05-10,26.97,,
2007-05-11,28.11,,
2007-05-14,27.76,,
2007-05-15,27.46,,
2007-05-16,27.56,,
2007-05-17,27.96,,
2007-05-18,27.84,,
2007-05-21,29.22,,
2007-05-22,30.28,,
2007-05-23,29.69,,
2007-05-24,28.43,,
2007-05-25,29.0,,
2007-05-29,29.55,,
2007-05-30,29.74,,
2007-05-31,28.99,,
2007-06-01,28.59,,
2007-06-04,29.93,,
2007-06-05,29.75,,
2007-06-06,30.6,,
2007-06-07,29.34,,
2007-06-08,29.13,,
2007-06-11,29.84,,
2007-06-12,29.8,,
2007-06-13,29.56,,
2007-06-14,30.98,,
2007-06-15,31.4,,
2007-06-18,30.89,,
2007-06-19,31.26,,
2007-06-20,31.62,,
2007-06-21,31.71,,
2007-06-22,31.1,,
2007-06-25,29.85,,
2007-06-26,29.11,,
2007-06-27,30.21,,
2007-06-28,29.76,,
2007-06-29,29.57,,
2007-07-02,29.0,,
2007-07-03,29.78,,
2007-07-05,30.36,,
2007-07-06,31.22,,
2007-07-09,31.36,,
2007-07-10,31.15,,
2007-07-11,33.41,,
2007-07-12,33.8,,
2007-07-13,33.42,,
2007-07-16,34.0,,
2007-07-17,33.37,,
2007-07-18,32.59,,
2007-07-19,32.27,,
2007-07-20,32.05,,
2007-07-23,31.22,,
2007-07-24,29.56,,
2007-07-25,28.75,,
2007-07-26,29.27,,
2007-07-27,30.28,,
2007-07-30,31.28,,
2007-07-31,30.23,,
2007-08-01,30.0,,
2007-08-02,30.44,,
2007-08-03,30.79,,
2007-08-06,30.72,,
2007-08-07,31.37,,
2007-08-08,31.98,,
2007-08-09,30.8,,
2007-08-10,30.21,,
2007-08-13,29.4,,
2007-08-14,28.62,,
2007-08-15,26.8,,
2007-08-16,25.9,,
2007-08-17,26.71,,
2007-08-20,27.53,,
2007-08-21,27.03,,
2007-08-22,27.77,,
2007-08-23,27.91,,
2007-08-24,28.5,,
2007-08-27,28.04,,
2007-08-28,26.98,,
2007-08-29,27.92,,
2007-08-30,27.95,,
2007-08-31,29.17,,
2007-09-04,29.57,,
2007-09-05,28.18,,
2007-09-06,27.61,,
2007-09-07,26.57,,
2007-09-10,26.43,,
2007-09-11,26.29,,
2007-09-12,26.28,,
2007-09-13,25.81,,
2007-09-14,25.54,,
2007-09-17,25.3,,
2007-09-18,27.13,,
2007-09-19,26.32,,
2007-09-20,27.08,,
2007-09-21,27.09,,
2007-09-24,28.36,,
2007-09-25,30.23,,
2007-09-26,30.38,,
2007-09-27,30.49,,
2007-09-28,30.38,,
2007-10-01,30.8,,
2007-10-02,30.93,,
2007-10-03,30.71,,
2007-10-04,30.84,,
2007-10-05,31.55,,
2007-10-08,32.23,,
2007-10-09,32.72,,
2007-10-10,32.54,,
2007-10-11,31.28,,
2007-10-12,32.26,,
2007-10-15,31.47,,
2007-10-16,31.08,,
2007-10-17,31.6,,
2007-10-18,32.38,,
2007-10-19,32.79,,
2007-10-22,32.27,,
2007-10-23,33.71,,
2007-10-24,35.1,,
2007-10-25,33.73,,
2007-10-26,34.05,,
2007-10-29,34.61,,
2007-10-30,34.18,,
2007-10-31,35.6,,
2007-11-01,34.46,,
2007-11-02,34.93,,
2007-11-05,34.96,,
2007-11-06,35.67,,
2007-11-07,34.68,,
2007-11-08,34.21,,
2007-11-09,33.09,,
2007-11-12,32.27,,
2007-11-13,33.58,,
2007-11-14,34.23,,
2007-11-15,34.5,,
2007-11-16,35.01,,
2007-11-19,36.05,,
2007-11-20,33.92,,
2007-11-21,33.04,,
2007-11-23,33.6,,
2007-11-26,32.68,,
2007-11-27,32.09,,
2007-11-28,33.92,,
2007-11-29,33.84,,
2007-11-30,33.39,,
2007-12-03,32.55,,
2007-12-04,32.51,,
2007-12-05,34.3,,
2007-12-06,34.96,,
2007-12-07,35.11,,
2007-12-10,35.26,,
2007-12-11,34.23,,
2007-12-12,35.04,,
2007-12-13,36.16,,
2007-12-14,37.15,,
2007-12-17,36.06,,
2007-12-18,35.58,,
2007-12-19,37.17,,
2007-12-20,37.67,,
2007-12-21,37.29,,
2007-12-24,38.53,,
2007-12-26,38.9,,
2007-12-27,37.93,,
2007-12-28,37.89,,
2007-12-31,38.5,,
2008-01-02,37.1,,
2008-01-03,35.98,,
2008-01-04,34.16,,
2008-01-07,32.83,,
2008-01-08,33.02,,
2008-01-09,32.57,,
2008-01-10,34.7,,
2008-01-11,34.62,,
2008-01-14,34.49,,
2008-01-15,32.66,,
2008-01-16,29.69,,
2008-01-17,26.19,,
2008-01-18,27.72,,
2008-01-22,27.57,,
2008-01-23,28.68,,
2008-01-24,30.12,,
2008-01-25,29.07,,
2008-01-28,28.05,,
2008-01-29,28.38,,
2008-01-30,27.67,,
2008-01-31,27.84,,
2008-02-01,27.09,,
2008-02-04,27.25,,
2008-02-05,24.93,,
2008-02-06,23.18,,
2008-02-07,26.08,,
2008-02-08,25.56,,
2008-02-11,26.03,,
2008-02-12,26.71,,
2008-02-13,27.54,,
2008-02-14,26.68,,
2008-02-15,26.47,,
2008-02-19,25.52,,
2008-02-20,26.86,,
2008-02-21,26.71,,
2008-02-22,26.9,,
2008-02-25,27.91,,
2008-02-26,27.1,,
2008-02-27,26.93,,
2008-02-28,26.79,,
2008-02-29,26.06,,
2008-03-03,26.59,,
2008-03-04,27.07,,
2008-03-05,27.37,,
2008-03-06,26.49,,
2008-03-07,26.38,,
2008-03-10,24.59,,
2008-03-11,27.46,,
2008-03-12,26.72,,
2008-03-13,27.66,,
2008-03-14,26.27,,
2008-03-17,24.48,,
2008-03-18,26.55,,
2008-03-19,24.5,,
2008-03-20,24.97,,
2008-03-24,25.47,,
2008-03-25,26.39,,
2008-03-26,26.77,,
2008-03-27,26.24,,
2008-03-28,25.95,,
2008-03-31,26.1,,
2008-04-01,27.82,,
2008-04-02,29.56,,
2008-04-03,29.85,,
2008-04-04,29.49,,
2008-04-07,29.98,,
2008-04-08,29.61,,
2008-04-09,29.28,,
2008-04-10,30.03,,
2008-04-11,29.58,,
2008-04-14,29.45,,
2008-04-15,29.64,,
2008-04-16,30.43,,
2008-04-17,31.44,,
2008-04-18,31.33,,
2008-04-21,31.91,,
2008-04-22,30.06,,
2008-04-23,30.29,,
2008-04-24,31.6,,
2008-04-25,32.11,,
2008-04-28,30.91,,
2008-04-29,30.35,,
2008-04-30,31.03,,
2008-05-01,32.0,,
2008-05-02,32.22,,
2008-05-05,32.51,,
2008-05-06,33.03,,
2008-05-07,31.95,,
2008-05-08,31.94,,
2008-05-09,31.31,,
2008-05-12,31.71,,
2008-05-13,32.14,,
2008-05-14,32.26,,
2008-05-15,31.8,,
2008-05-16,30.9,,
2008-05-19,30.56,,
2008-05-20,30.12,,
2008-05-21,28.66,,
2008-05-22,28.64,,
2008-05-23,28.54,,
2008-05-27,28.02,,
2008-05-28,27.84,,
2008-05-29,28.28,,
2008-05-30,27.64,,
2008-06-02,26.83,,
2008-06-03,26.43,,
2008-06-04,25.81,,
2008-06-05,27.33,,
2008-06-06,25.62,,
2008-06-09,25.41,,
2008-06-10,25.06,,
2008-06-11,23.42,,
2008-06-12,23.23,,
2008-06-13,24.6,,
2008-06-16,24.56,,
2008-06-17,24.62,,
2008-06-18,24.87,,
2008-06-19,26.53,,
2008-06-20,25.94,,
2008-06-23,25.72,,
2008-06-24,25.68,,
2008-06-25,25.84,,
2008-06-26,24.4,,
2008-06-27,23.76,,
2008-06-30,22.8,,
2008-07-01,23.05,,
2008-07-02,21.62,,
2008-07-03,21.2,,
2008-07-07,20.74,,
2008-07-08,21.25,,
2008-07-09,19.08,,
2008-07-10,17.06,,
2008-07-11,17.68,,
2008-07-14,17.02,,
2008-07-15,17.28,,
2008-07-16,18.75,,
2008-07-17,18.08,,
2008-07-18,17.89,,
2008-07-21,17.9,,
2008-07-22,19.44,,
2008-07-23,19.0,,
2008-07-24,18.2,,
2008-07-25,20.58,,
2008-07-28,19.8,,
2008-07-29,20.86,,
2008-07-30,20.84,,
2008-07-31,19.96,,
2008-08-01,19.24,,
2008-08-04,17.09,,
2008-08-05,17.82,,
2008-08-06,16.92,,
2008-08-07,16.9,,
2008-08-08,17.54,,
2008-08-11,17.36,,
2008-08-12,16.64,,
2008-08-13,16.55,,
2008-08-14,17.44,,
2008-08-15,17.39,,
2008-08-18,16.51,,
2008-08-19,16.6,,
2008-08-20,17.11,,
2008-08-21,16.83,,
2008-08-22,17.62,,
2008-08-25,16.99,,
2008-08-26,16.95,,
2008-08-27,17.6,,
2008-08-28,18.12,,
2008-08-29,17.61,,
2008-09-02,18.39,,
2008-09-03,18.56,,
2008-09-04,18.1,,
2008-09-05,19.55,,
2008-09-08,19.91,,
2008-09-09,17.67,,
2008-09-10,18.13,,
2008-09-11,18.48,,
2008-09-12,18.18,,
2008-09-15,15.53,,
2008-09-16,15.19,,
2008-09-17,13.33,,
2008-09-18,15.05,,
2008-09-19,17.32,,
2008-09-22,15.15,,
2008-09-23,15.5,,
2008-09-24,15.02,,
2008-09-25,15.98,,
2008-09-26,15.77,,
2008-09-29,12.98,,
2008-09-30,16.14,,
2008-10-01,16.99,,
2008-10-02,15.96,,
2008-10-03,15.64,,
2008-10-06,16.32,,
2008-10-07,16.91,,
2008-10-08,16.53,,
2008-10-09,13.75,,
2008-10-10,14.8,,
2008-10-13,17.22,,
2008-10-14,16.88,,
2008-10-15,14.23,,
2008-10-16,15.57,,
2008-10-17,16.82,,
2008-10-20,16.14,,
2008-10-21,15.45,,
2008-10-22,13.73,,
2008-10-23,12.89,,
2008-10-24,11.91,,
2008-10-27,10.86,,
2008-10-28,12.86,,
2008-10-29,12.36,,
2008-10-30,17.4,,
2008-10-31,17.11,,
2008-11-03,16.83,,
2008-11-04,18.51,,
2008-11-05,16.38,,
2008-11-06,15.12,,
2008-11-07,16.04,,
2008-11-10,14.6,,
2008-11-11,14.68,,
2008-11-12,13.5,,
2008-11-13,14.95,,
2008-11-14,14.17,,
2008-11-17,13.03,,
2008-11-18,12.95,,
2008-11-19,11.66,,
2008-11-20,10.14,,
2008-11-21,11.7,,
2008-11-24,13.23,,
2008-11-25,13.74,,
2008-11-26,14.88,,
2008-11-28,14.72,,
2008-12-01,12.13,,
2008-12-02,12.56,,
2008-12-03,13.36,,
2008-12-04,13.3,,
2008-12-05,14.32,,
2008-12-08,16.27,,
2008-12-09,15.4,,
2008-12-10,15.49,,
2008-12-11,14.73,,
2008-12-12,15.36,,
2008-12-15,14.23,,
2008-12-16,16.03,,
2008-12-17,16.38,,
2008-12-18,16.31,,
2008-12-19,16.04,,
2008-12-22,15.8,,
2008-12-23,15.58,,
2008-12-24,15.28,,
2008-12-26,15.32,,
2008-12-29,15.27,,
2008-12-30,16.02,,
2008-12-31,16.49,,
2009-01-02,16.91,,
2009-01-05,14.6,,
2009-01-06,12.52,,
2009-01-07,12.82,,
2009-01-08,12.96,,
2009-01-09,12.78,,
2009-01-12,12.25,,
2009-01-13,12.37,,
2009-01-14,11.8,,
2009-01-15,11.48,,
2009-01-16,11.53,,
2009-01-20,10.18,,
2009-01-21,11.09,,
2009-01-22,10.63,,
2009-01-23,11.33,,
2009-01-26,11.16,,
2009-01-27,11.63,,
2009-01-28,12.36,,
2009-01-29,11.59,,
2009-01-30,11.39,,
2009-02-02,10.99,,
2009-02-03,11.78,,
2009-02-04,11.84,,
2009-02-05,12.28,,
2009-02-06,12.69,,
2009-02-09,12.45,,
2009-02-10,12.29,,
2009-02-11,12.57,,
2009-02-12,12.4,,
2009-02-13,12.62,,
2009-02-17,11.67,,
2009-02-18,11.63,,
2009-02-19,11.3,,
2009-02-20,11.61,,
2009-02-23,10.76,,
2009-02-24,11.33,,
2009-02-25,11.76,,
2009-02-26,11.8,,
2009-02-27,11.35,,
2009-03-02,10.56,,
2009-03-03,10.92,,
2009-03-04,11.47,,
2009-03-05,11.6,,
2009-03-06,12.08,,
2009-03-09,12.22,,
2009-03-10,12.1,,
2009-03-11,12.54,,
2009-03-12,13.35,,
2009-03-13,13.69,,
2009-03-16,13.74,,
2009-03-17,14.44,,
2009-03-18,15.55,,
2009-03-19,14.79,,
2009-03-20,14.33,,
2009-03-23,15.91,,
2009-03-24,15.32,,
2009-03-25,15.27,,
2009-03-26,16.18,,
2009-03-27,15.72,,
2009-03-30,14.61,,
2009-03-31,14.89,,
2009-04-01,14.73,,
2009-04-02,15.64,,
2009-04-03,17.05,,
2009-04-06,16.48,,
2009-04-07,16.89,,
2009-04-08,17.45,,
2009-04-09,17.82,,
2009-04-13,18.23,,
2009-04-14,17.16,,
2009-04-15,17.36,,
2009-04-16,17.03,,
2009-04-17,17.32,,
2009-04-20,16.83,,
2009-04-21,17.75,,
2009-04-22,16.54,,
2009-04-23,16.93,,
2009-04-24,16.88,,
2009-04-27,17.54,,
2009-04-28,16.76,,
2009-04-29,17.42,,
2009-04-30,17.52,,
2009-05-01,17.03,,
2009-05-04,18.09,,
2009-05-05,20.4,,
2009-05-06,19.56,,
2009-05-07,19.03,,
2009-05-08,19.46,,
2009-05-11,18.46,,
2009-05-12,19.3,,
2009-05-13,19.32,,
2009-05-14,20.15,,
2009-05-15,19.38,,
2009-05-18,20.72,,
2009-05-19,20.82,,
2009-05-20,19.66,,
2009-05-21,19.73,,
2009-05-22,19.9,,
2009-05-26,20.42,,
2009-05-27,20.5,,
2009-05-28,21.54,,
2009-05-29,21.56,,
2009-06-01,22.01,,
2009-06-02,23.03,,
2009-06-03,22.5,,
2009-06-04,23.95,,
2009-06-05,22.97,,
2009-06-08,23.62,,
2009-06-09,23.57,,
2009-06-10,22.95,,
2009-06-11,23.32,,
2009-06-12,23.22,,
2009-06-15,22.62,,
2009-06-16,22.32,,
2009-06-17,21.8,,
2009-06-18,22.58,,
2009-06-19,23.05,,
2009-06-22,21.21,,
2009-06-23,21.43,,
2009-06-24,22.51,,
2009-06-25,22.75,,
2009-06-26,23.2,,
2009-06-29,23.67,,
2009-06-30,22.85,,
2009-07-01,22.34,,
2009-07-02,21.83,,
2009-07-06,22.02,,
2009-07-07,19.61,,
2009-07-08,17.04,,
2009-07-09,17.17,,
2009-07-10,16.94,,
2009-07-13,17.8,,
2009-07-14,17.05,,
2009-07-15,18.26,,
2009-07-16,18.01,,
2009-07-17,18.2,,
2009-07-20,18.53,,
2009-07-21,18.15,,
2009-07-22,17.94,,
2009-07-23,18.73,,
2009-07-24,18.62,,
2009-07-27,18.7,,
2009-07-28,18.22,,
2009-07-29,18.6,,
2009-07-30,19.19,,
2009-07-31,18.81,,
2009-08-03,19.21,,
2009-08-04,18.31,,
2009-08-05,18.71,,
2009-08-06,18.43,,
2009-08-07,18.72,,
2009-08-10,18.74,,
2009-08-11,18.06,,
2009-08-12,18.23,,
2009-08-13,18.21,,
2009-08-14,18.1,,
2009-08-17,17.41,,
2009-08-18,17.82,,
2009-08-19,17.97,,
2009-08-20,19.0,,
2009-08-21,19.19,,
2009-08-24,18.86,,
2009-08-25,18.67,,
2009-08-26,18.6,,
2009-08-27,18.26,,
2009-08-28,18.68,,
2009-08-31,18.76,,
2009-09-01,18.27,,
2009-09-02,18.12,,
2009-09-03,17.99,,
2009-09-04,17.91,,
2009-09-08,17.96,,
2009-09-09,17.77,,
2009-09-10,17.87,,
2009-09-11,17.64,,
2009-09-14,18.04,,
2009-09-15,18.08,,
2009-09-16,19.01,,
2009-09-17,19.27,,
2009-09-18,19.53,,
2009-09-21,19.38,,
2009-09-22,19.77,,
2009-09-23,19.48,,
2009-09-24,18.61,,
2009-09-25,18.21,,
2009-09-28,19.0,,
2009-09-29,19.01,,
2009-09-30,19.44,,
2009-10-01,18.77,,
2009-10-02,18.26,,
2009-10-05,19.0,,
2009-10-06,19.1,,
2009-10-07,18.82,,
2009-10-08,18.67,,
2009-10-09,19.19,,
2009-10-12,19.12,,
2009-10-13,19.15,,
2009-10-14,19.46,,
2009-10-15,19.65,,
2009-10-16,21.17,,
2009-10-19,21.21,,
2009-10-20,21.19,,
2009-10-21,21.29,,
2009-10-22,21.31,,
2009-10-23,20.91,,
2009-10-26,20.65,,
2009-10-27,20.56,,
2009-10-28,20.12,,
2009-10-29,21.09,,
2009-10-30,20.04,,
2009-11-02,20.57,,
2009-11-03,20.26,,
2009-11-04,19.98,,
2009-11-05,20.91,,
2009-11-06,21.2,,
2009-11-09,21.58,,
2009-11-10,21.49,,
2009-11-11,21.63,,
2009-11-12,21.57,,
2009-11-13,21.71,,
2009-11-16,22.01,,
2009-11-17,21.85,,
2009-11-18,21.88,,
2009-11-19,21.35,,
2009-11-20,21.35,,
2009-11-23,21.72,,
2009-11-24,21.49,,
2009-11-25,21.58,,
2009-11-27,20.96,,
2009-11-30,21.36,,
2009-12-01,21.56,,
2009-12-02,21.32,,
2009-12-03,21.02,,
2009-12-04,21.02,,
2009-12-07,20.81,,
2009-12-08,21.01,,
2009-12-09,21.07,,
2009-12-10,21.2,,
2009-12-11,21.9,,
2009-12-14,21.95,,
2009-12-15,21.34,,
2009-12-16,21.38,,
2009-12-17,21.31,,
2009-12-18,21.33,,
2009-12-21,21.62,,
2009-12-22,22.06,,
2009-12-23,21.78,,
2009-12-24,21.94,,
2009-12-28,22.5,,
2009-12-29,22.52,,
2009-12-30,22.67,,
2009-12-31,22.46,,
2010-01-04,22.57,,
2010-01-05,21.72,,
2010-01-06,21.05,,
2010-01-07,21.63,,
2010-01-08,21.7,,
2010-01-11,21.7,,
2010-01-12,21.15,,
2010-01-13,21.52,,
2010-01-14,21.92,,
2010-01-15,21.41,,
2010-01-19,21.82,,
2010-01-20,21.53,,
2010-01-21,20.71,,
2010-01-22,20.03,,
2010-01-25,20.18,,
2010-01-26,19.06,,
2010-01-27,19.41,,
2010-01-28,19.07,,
2010-01-29,19.1,,
2010-02-01,19.59,,
2010-02-02,19.81,,
2010-02-03,19.96,,
2010-02-04,19.11,,
2010-02-05,19.69,,
2010-02-08,19.41,,
2010-02-09,19.77,,
2010-02-10,19.14,,
2010-02-11,19.9,,
2010-02-12,20.1,,
2010-02-16,20.83,,
2010-02-17,20.56,,
2010-02-18,20.47,,
2010-02-19,20.7,,
2010-02-22,20.55,,
2010-02-23,20.44,,
2010-02-24,20.84,,
