date,ICE,dcf,Deviation
2013-11-27,42.88,59.48278493670886,-0.2791191595076563
2013-11-29,42.66,59.80278493670886,-0.2866552946464216
2013-12-02,42.98,59.36278493670886,-0.27597736450834953
2013-12-03,42.54,59.28278493670886,-0.2824223753081724
2013-12-04,42.46,59.35278493670886,-0.2846165509288665
2013-12-05,42.53,60.46278493670886,-0.2965921096006495
2013-12-06,43.64,60.29278493670886,-0.2761986356110402
2013-12-09,43.47,60.17278493670886,-0.2775803871181505
2013-12-10,43.35,60.52278493670886,-0.2837408251234166
2013-12-11,43.7,60.392784936708864,-0.27640362924483053
2013-12-12,43.57,60.91278493670886,-0.28471502254787395
2013-12-13,44.09,61.19278493670886,-0.27949022020158276
2013-12-16,44.37,61.26278493670886,-0.2757430135466573
2013-12-17,44.44,61.85278493670886,-0.28151982088642524
2013-12-18,45.03,61.35278493670886,-0.2660479871214866
2013-12-19,44.53,61.71278493670886,-0.27843152685997086
2013-12-20,44.89,62.03278493670886,-0.27635040010212975
2013-12-23,45.21,62.02278493670886,-0.2710743310521361
2013-12-24,45.2,61.79278493670886,-0.26852301532782485
2013-12-26,44.97,61.77278493670886,-0.27200950959107073
2013-12-27,44.95,61.52278493670886,-0.26937637744711973
2013-12-30,44.7,61.80278493670886,-0.2767316222759786
2013-12-31,44.98,57.08455696202532,-0.21204608752727472
2014-01-02,44.92,57.344556962025315,-0.2166649743279575
2014-01-03,45.18,57.454556962025315,-0.2136393980052479
2014-01-06,45.29,57.72455696202532,-0.2154119081451854
2014-01-07,45.56,57.564556962025314,-0.20854076875714656
2014-01-08,45.4,57.674556962025314,-0.2128244690307245
2014-01-09,45.51,57.234556962025316,-0.20485101282088147
2014-01-10,45.07,56.26455696202532,-0.19896285630722854
2014-01-13,44.1,56.124556962025316,-0.21424769500027063
2014-01-14,43.96,54.344556962025315,-0.19108734236773328
2014-01-15,42.18,54.03455696202531,-0.21938843637334748
2014-01-16,41.87,53.53455696202531,-0.21788836265703215
2014-01-17,41.37,53.76455696202532,-0.23053397372510243
2014-01-21,41.6,54.164556962025316,-0.23197008646880113
2014-01-22,42.0,53.54455696202532,-0.21560654559552916
2014-01-23,41.38,53.03455696202531,-0.21975401756199076
2014-01-24,40.87,52.79455696202532,-0.22586716601490864
2014-01-27,40.63,53.54455696202532,-0.24119271303681777
2014-01-28,41.38,53.124556962025316,-0.22107585707341715
2014-01-29,40.96,54.024556962025315,-0.24182626747330094
2014-01-30,41.86,53.924556962025314,-0.22373029361226648
2014-01-31,41.76,52.85455696202531,-0.20990729276184228
2014-02-03,40.69,53.93455696202532,-0.24556717822583873
2014-02-04,41.77,53.674556962025314,-0.22179143407644275
2014-02-05,41.51,54.244556962025314,-0.23476193143102497
2014-02-06,42.08,55.274556962025315,-0.2387094114764272
2014-02-07,43.11,54.58455696202532,-0.21021617835990147
2014-02-10,42.42,55.46455696202532,-0.23518725608781976
2014-02-11,43.3,55.64455696202532,-0.2218466214125827
2014-02-12,43.48,55.54455696202532,-0.21720502641282413
2014-02-13,43.38,55.134556962025314,-0.21319763157109295
2014-02-14,42.97,55.554556962025316,-0.22652609705136473
2014-02-18,43.39,54.524556962025315,-0.20421178240439797
2014-02-19,42.36,54.21455696202532,-0.21866003572304138
2014-02-20,42.05,54.744556962025314,-0.23188710744030971
2014-02-21,42.58,55.22455696202532,-0.2289662001402789
2014-02-24,43.06,55.01455696202532,-0.21729806840537025
2014-02-25,42.85,53.94455696202532,-0.20566592047155774
2014-02-26,41.78,53.984556962025316,-0.22607496752470235
2014-02-27,41.82,53.93455696202532,-0.22461586122891553
2014-02-28,41.77,54.164556962025316,-0.2288315026875437
2014-03-03,42.0,55.14455696202532,-0.23836544685774108
2014-03-04,42.98,54.94455696202532,-0.21775691030313649
2014-03-05,42.78,55.15455696202532,-0.22436146065945872
2014-03-06,42.99,54.69455696202532,-0.21399856973248443
2014-03-07,42.53,54.22455696202532,-0.21566901819438156
2014-03-10,42.06,53.85455696202531,-0.21900759429405492
2014-03-11,41.69,53.994556962025314,-0.2278851361013886
2014-03-12,41.83,52.97455696202532,-0.21037565203262143
2014-03-13,40.81,53.15455696202532,-0.23223892113040312
2014-03-14,40.99,53.994556962025314,-0.24084940582384062
2014-03-17,41.83,53.35455696202531,-0.21599948754569975
2014-03-18,41.19,52.86455696202532,-0.22083902018533164
2014-03-19,40.7,52.844556962025315,-0.22981661045531188
2014-03-20,40.68,52.93455696202532,-0.23150391096720813
2014-03-21,40.77,52.914556962025316,-0.22951258895999038
2014-03-24,40.75,52.164556962025316,-0.2188182479980587
2014-03-25,40.0,52.054556962025316,-0.23157544056746693
2014-03-26,39.89,52.04455696202532,-0.2335413666965015
2014-03-27,39.88,51.39455696202532,-0.22404234305460113
2014-03-28,39.23,51.734556962025316,-0.24170607996515814
2014-03-31,39.57,46.94034482758621,-0.15701514027342123
2014-04-01,38.63,48.37034482758621,-0.20137017551363756
2014-04-02,40.06,48.750344827586204,-0.17826222272521497
2014-04-03,40.44,47.62034482758621,-0.15078313383876796
2014-04-04,39.31,46.76034482758621,-0.15933040817079014
2014-04-07,38.45,46.69034482758621,-0.17648926899159534
2014-04-08,38.38,46.850344827586206,-0.1807957840813742
2014-04-09,38.54,46.41034482758621,-0.16958169254773758
2014-04-10,38.1,46.140344827586205,-0.17425844686750314
2014-04-11,37.83,46.610344827586204,-0.18837759857956649
2014-04-14,38.3,47.08034482758621,-0.18649703734628265
2014-04-15,38.77,47.920344827586206,-0.19094906058185634
2014-04-16,39.61,47.960344827586205,-0.174109357587087
2014-04-17,39.65,48.430344827586204,-0.18129841649578493
2014-04-21,40.12,49.08034482758621,-0.18256483036260052
2014-04-22,40.77,49.170344827586206,-0.17084169039370511
2014-04-23,40.86,49.460344827586205,-0.17388364067347573
2014-04-24,41.15,48.80034482758621,-0.15676825347474943
2014-04-25,40.49,48.63034482758621,-0.16739229089258867
2014-04-28,40.32,48.98034482758621,-0.17681265532268398
2014-04-29,40.67,49.20034482758621,-0.17337977726536813
2014-04-30,40.89,49.41034482758621,-0.17244050526903487
2014-05-01,41.1,48.77034482758621,-0.15727477127140577
2014-05-02,40.46,48.76034482758621,-0.17022736112584425
2014-05-05,40.45,47.95034482758621,-0.1564189966632148
2014-05-06,39.64,48.66034482758621,-0.18537363143535412
2014-05-07,40.35,46.740344827586206,-0.13672010446560967
2014-05-08,38.43,45.960344827586205,-0.16384439359267733
2014-05-09,37.65,46.58034482758621,-0.19171916525395505
2014-05-12,38.27,46.47034482758621,-0.1764640408417678
2014-05-13,38.16,46.680344827586204,-0.18252531893361312
2014-05-14,38.37,46.12034482758621,-0.16804611623264487
2014-05-15,37.81,46.01034482758621,-0.17822828449374206
2014-05-16,37.7,46.62034482758621,-0.19134017263441294
2014-05-19,38.31,45.890344827586205,-0.1651838715979621
2014-05-20,37.58,46.750344827586204,-0.19615566176904464
2014-05-21,38.44,47.08034482758621,-0.1835233972739192
2014-05-22,38.77,46.84034482758621,-0.17229473560222908
2014-05-23,38.53,47.79034482758621,-0.1937702031863311
2014-05-27,39.48,47.47034482758621,-0.16832287308228744
2014-05-28,39.16,47.310344827586206,-0.1722740524781342
2014-05-29,39.0,47.59034482758621,-0.18050604295278672
2014-05-30,39.28,47.15034482758621,-0.1669201965831968
2014-06-02,38.84,47.27034482758621,-0.17834320562574768
2014-06-03,38.96,46.88034482758621,-0.1689480923554464
2014-06-04,38.57,46.390344827586205,-0.16857699283441852
2014-06-05,38.08,46.320344827586204,-0.17789903892681402
2014-06-06,38.01,46.09034482758621,-0.1753153476679984
2014-06-09,37.78,46.33034482758621,-0.1845517200315575
2014-06-10,38.02,45.98034482758621,-0.17312494844123794
2014-06-11,37.67,46.710344827586205,-0.19354052856931925
2014-06-12,38.4,46.960344827586205,-0.1822887983258068
2014-06-13,38.65,46.810344827586206,-0.1743278084714549
2014-06-16,38.5,47.240344827586206,-0.18501865004343154
2014-06-17,38.93,47.95034482758621,-0.18811845587389253
2014-06-18,39.64,47.70034482758621,-0.1689787538584988
2014-06-19,39.39,47.280344827586205,-0.16688424875832342
2014-06-20,38.97,47.95034482758621,-0.18728425957887473
2014-06-23,39.64,46.350344827586206,-0.1447744316152838
2014-06-24,38.04,45.90034482758621,-0.17124805613360283
2014-06-25,37.59,46.16034482758621,-0.1856646621596384
2014-06-26,37.85,45.90034482758621,-0.17538745858719418
2014-06-27,37.59,46.09034482758621,-0.18442788526282705
2014-06-30,37.78,54.992758620689656,-0.31300045774051755
2014-07-01,37.26,55.27275862068966,-0.3258885402174795
2014-07-02,37.54,55.79275862068965,-0.327152825419193
2014-07-03,38.06,55.612758620689654,-0.3156246705977913
2014-07-07,37.88,54.81275862068966,-0.3089200223959938
2014-07-08,37.08,55.112758620689654,-0.3271975323318338
2014-07-09,37.38,54.422758620689656,-0.3131549934738256
2014-07-10,36.69,54.612758620689654,-0.3281789653800742
2014-07-11,36.88,55.032758620689656,-0.32985369215827565
2014-07-14,37.3,55.242758620689656,-0.32479838206286993
2014-07-15,37.51,55.502758620689654,-0.3241777358068565
2014-07-16,37.77,55.97275862068965,-0.3252074592936218
2014-07-17,38.24,56.602758620689656,-0.3244145527207154
2014-07-18,38.87,57.02275862068966,-0.3183423436498435
2014-07-21,39.29,57.532758620689656,-0.31708471935029525
2014-07-22,39.8,57.23275862068966,-0.30459406537129097
2014-07-23,39.5,56.922758620689656,-0.306077200804478
2014-07-24,39.19,57.08275862068965,-0.3134529418871572
2014-07-25,39.35,56.932758620689654,-0.30883377244783616
2014-07-28,39.2,56.81275862068966,-0.3100141420394884
2014-07-29,39.08,56.94275862068965,-0.3136967553623118
2014-07-30,39.21,56.172758620689656,-0.30197481906188417
2014-07-31,38.44,56.172758620689656,-0.31568253110785083
2014-08-01,38.44,56.52275862068966,-0.3199199590033921
2014-08-04,38.79,55.962758620689655,-0.30686047371404634
2014-08-05,38.23,56.172758620689656,-0.3194209980294781
2014-08-06,38.44,55.40275862068965,-0.3061717330146638
2014-08-07,37.67,56.002758620689654,-0.3273545638145904
2014-08-08,38.27,55.602758620689656,-0.31172479658662433
2014-08-11,37.87,55.30275862068966,-0.31522403322151427
2014-08-12,37.57,55.27275862068966,-0.3202799907667929
2014-08-13,37.54,55.59275862068966,-0.32473219657732655
2014-08-14,37.86,55.252758620689654,-0.3147853438430286
2014-08-15,37.52,55.73275862068966,-0.3267873163186388
2014-08-18,38.0,54.87275862068965,-0.30748879853705435
2014-08-19,37.14,55.112758620689654,-0.3261088551996846
2014-08-20,37.38,55.44275862068965,-0.32579112349487505
2014-08-21,37.71,55.55275862068966,-0.3211858252174076
2014-08-22,37.82,55.642758620689655,-0.3203068838154731
2014-08-25,37.91,55.612758620689654,-0.3183218933883939
2014-08-26,37.88,55.362758620689654,-0.31578553988738844
2014-08-27,37.63,55.47275862068965,-0.32164902313033417
2014-08-28,37.74,55.532758620689656,-0.3204011301189108
2014-08-29,37.8,55.392758620689655,-0.3176003336674158
2014-09-02,37.66,54.80275862068966,-0.31280831571529255
2014-09-03,37.07,54.852758620689656,-0.3241907803335575
2014-09-04,37.12,55.06275862068966,-0.32586014704224653
2014-09-05,37.33,55.22275862068965,-0.32401059033631807
2014-09-08,37.49,55.16275862068966,-0.32037481559272873
2014-09-09,37.43,55.782758620689656,-0.3290041416826358
2014-09-10,38.05,55.80275862068966,-0.3181340682700152
2014-09-11,38.07,56.672758620689656,-0.3282486872608016
2014-09-12,38.94,56.84275862068966,-0.3149523185557255
2014-09-15,39.11,57.09275862068966,-0.3149744215402642
2014-09-16,39.36,58.102758620689656,-0.32257949649254003
2014-09-17,40.37,58.54275862068965,-0.3104185564338474
2014-09-18,40.81,58.492758620689656,-0.3023067989553673
2014-09-19,40.76,57.88275862068966,-0.29581794352436563
2014-09-22,40.15,57.63275862068966,-0.30334759326293126
2014-09-23,39.9,57.54275862068965,-0.3066025863825401
2014-09-24,39.81,56.862758620689654,-0.2998932699421474
2014-09-25,39.13,57.02275862068966,-0.3137827606642236
2014-09-26,39.29,56.77275862068966,-0.3079427360135082
2014-09-29,39.04,56.742758620689656,-0.311982692611544
2014-09-30,39.01,44.36782608695652,-0.12075926542931614
2014-10-01,38.82,45.09782608695652,-0.13920462762111352
2014-10-02,39.55,45.22782608695652,-0.12553833730677533
2014-10-03,39.68,45.36782608695652,-0.12537136066547827
2014-10-06,39.82,44.81782608695652,-0.11151424607832672
2014-10-07,39.27,45.81782608695652,-0.14291001224129585
2014-10-08,40.27,46.14782608695652,-0.12736951196532875
2014-10-09,40.6,46.267826086956525,-0.12250037588332585
2014-10-10,40.72,45.27782608695652,-0.10066353623522417
2014-10-13,39.73,45.75782608695652,-0.13173322691295386
2014-10-14,40.21,46.127826086956524,-0.1282918920956888
2014-10-15,40.58,45.087826086956525,-0.09997878536575966
2014-10-16,39.54,44.86782608695652,-0.11874491259351139
2014-10-17,39.32,45.52782608695652,-0.13635235021105108
2014-10-20,39.98,45.447826086956525,-0.12030995886348428
2014-10-21,39.9,45.29782608695652,-0.11916302730719386
2014-10-22,39.75,46.17782608695652,-0.13919724317148263
2014-10-23,40.63,46.86782608695652,-0.13309399235593145
2014-10-24,41.32,46.67782608695652,-0.1147831108710029
2014-10-27,41.13,46.627826086956524,-0.11790869419268213
2014-10-28,41.08,46.737826086956524,-0.12105454105695979
2014-10-29,41.19,46.29782608695652,-0.11032539794337226
2014-10-30,40.75,47.20782608695652,-0.13679566763064344
2014-10-31,41.66,47.50782608695652,-0.12309184756744884
2014-11-03,41.96,49.04782608695652,-0.1445084655615636
2014-11-04,43.5,49.02782608695652,-0.1127487496009365
2014-11-05,43.48,49.52782608695652,-0.12210966167459669
2014-11-06,43.98,49.25782608695652,-0.1071469552399531
2014-11-07,43.71,49.417826086956524,-0.11550135930530259
2014-11-10,43.87,49.79782608695652,-0.11903784869253942
2014-11-11,44.25,49.78782608695652,-0.11122851753528018
2014-11-12,44.24,50.18782608695652,-0.11851133134659364
2014-11-13,44.64,50.057826086956524,-0.10823134983019644
2014-11-14,44.51,49.987826086956524,-0.10958320286678502
2014-11-17,44.44,49.53782608695652,-0.10290774726383878
2014-11-18,43.99,49.68782608695652,-0.11467247685549775
2014-11-19,44.14,49.517826086956525,-0.10860384051417593
2014-11-20,43.97,49.60782608695652,-0.11364791670318497
2014-11-21,44.06,49.88782608695652,-0.11681860173258263
2014-11-24,44.34,49.767826086956525,-0.10906295319134063
2014-11-25,44.22,49.70782608695652,-0.11040165138898617
2014-11-26,44.16,50.74782608695652,-0.12981494174091845
2014-11-28,45.2,50.307826086956524,-0.10153144121409063
2014-12-01,44.76,50.49782608695652,-0.11362520986697666
2014-12-02,44.95,50.81782608695652,-0.11546786902918349
2014-12-03,45.27,50.95782608695652,-0.11161830328575206
2014-12-04,45.41,50.49782608695652,-0.10075336863403517
2014-12-05,44.95,50.71782608695652,-0.11372384291604865
2014-12-08,45.17,50.43782608695652,-0.10444197332919558
2014-12-09,44.89,50.15782608695652,-0.10502500801816872
2014-12-10,44.61,50.63782608695652,-0.11903801076699838
2014-12-11,45.09,49.36782608695652,-0.08665210575449589
2014-12-12,43.82,49.447826086956525,-0.11381341774377918
2014-12-15,43.9,48.53782608695652,-0.09555075826115
2014-12-16,42.99,49.86782608695652,-0.137921113203599
2014-12-17,44.32,50.34782608695652,-0.11972366148531954
2014-12-18,44.8,49.86782608695652,-0.10162516565529744
2014-12-19,44.32,50.56782608695652,-0.12355338503602564
2014-12-22,45.02,50.237826086956524,-0.10386249751183496
2014-12-23,44.69,49.89782608695652,-0.1043697991547946
2014-12-24,44.35,49.92782608695652,-0.11171778393158815
2014-12-26,44.38,49.97782608695652,-0.11200619405127477
2014-12-29,44.43,49.90782608695652,-0.10975885981112998
2014-12-30,44.36,49.40782608695652,-0.10216652880198518
2014-12-31,43.86,49.1995652173913,-0.10852870739402076
2015-01-02,43.53,49.439565217391305,-0.1195310919787883
2015-01-05,43.77,48.8095652173913,-0.1032495412517146
2015-01-06,43.14,49.4195652173913,-0.12706637927242326
2015-01-07,43.75,49.969565217391306,-0.1244670669102933
2015-01-08,44.3,49.99956521739131,-0.1139922955851791
2015-01-09,44.33,48.8395652173913,-0.09233426213600882
2015-01-12,43.17,47.56956521739131,-0.09248697559638064
2015-01-13,41.9,47.2695652173913,-0.11359455481972036
2015-01-14,41.6,46.8095652173913,-0.11129274953093937
2015-01-15,41.14,47.549565217391304,-0.13479755678285354
2015-01-16,41.88,47.259565217391305,-0.11383018850566251
2015-01-20,41.59,46.979565217391304,-0.11472147927405985
2015-01-21,41.31,48.509565217391305,-0.1484153730326605
2015-01-22,42.84,49.009565217391305,-0.12588492042369714
2015-01-23,43.34,49.219565217391306,-0.11945585442339113
2015-01-26,43.55,48.2095652173913,-0.09665229703648925
2015-01-27,42.54,46.759565217391305,-0.09023961616781506
2015-01-28,41.09,46.63956521739131,-0.11898835659218243
2015-01-29,40.97,46.81956521739131,-0.12493847796814794
2015-01-30,41.15,47.3495652173913,-0.13093182986850804
2015-02-02,41.68,47.939565217391305,-0.1305720064211281
2015-02-03,42.27,48.6695652173913,-0.1314900839735571
2015-02-04,43.0,50.8395652173913,-0.15420205078208515
2015-02-05,45.17,51.409565217391304,-0.12136973325890965
2015-02-06,45.74,51.479565217391304,-0.11149210746349325
2015-02-09,45.81,51.92956521739131,-0.11784356737386759
2015-02-10,46.26,52.039565217391306,-0.11106098202872405
2015-02-11,46.37,52.5595652173913,-0.11776286945659997
2015-02-12,46.89,52.3095652173913,-0.10360562537402751
2015-02-13,46.64,52.6295652173913,-0.11380609345053194
2015-02-17,46.96,52.619565217391305,-0.1075562900227226
2015-02-18,46.95,52.4495652173913,-0.10485435283585054
2015-02-19,46.78,52.6695652173913,-0.11182103351494133
2015-02-20,47.0,52.549565217391304,-0.10560630129732596
2015-02-23,46.88,52.7795652173913,-0.111777450100088
2015-02-24,47.11,53.439565217391305,-0.1184434265444102
2015-02-25,47.77,53.31956521739131,-0.10408121661842051
2015-02-26,47.65,52.7395652173913,-0.09650373863364692
2015-02-27,47.07,53.5295652173913,-0.12067285043616682
2015-03-02,47.86,52.789565217391306,-0.09338143243065167
2015-03-03,47.12,52.259565217391305,-0.09834688053778384
2015-03-04,46.59,52.4895652173913,-0.11239501018836029
2015-03-05,46.82,51.74956521739131,-0.09525809920688266
2015-03-06,46.08,52.4595652173913,-0.12160918968646661
2015-03-09,46.79,51.259565217391305,-0.08719475474354732
2015-03-10,45.59,51.38956521739131,-0.11285491894818778
2015-03-11,45.72,51.81956521739131,-0.11770776523891435
2015-03-12,46.15,51.4895652173913,-0.10370188978771555
2015-03-13,45.82,52.259565217391305,-0.12322270938542557
2015-03-16,46.59,52.369565217391305,-0.11036114570361144
2015-03-17,46.7,51.9595652173913,-0.10122419607219646
2015-03-18,46.29,53.009565217391305,-0.12676137202473714
2015-03-19,47.34,53.009565217391305,-0.10695362608881087
2015-03-20,47.34,52.7395652173913,-0.10238167863414138
2015-03-23,47.07,52.5295652173913,-0.10393318876326374
2015-03-24,46.86,51.85956521739131,-0.09640584521743512
2015-03-25,46.19,51.619565217391305,-0.1051842493156454
2015-03-26,45.95,52.06956521739131,-0.11752672010688048
2015-03-27,46.4,52.6695652173913,-0.11903582631665843
2015-03-30,47.0,52.31956521739131,-0.10167449204304657
2015-03-31,46.65,52.894285714285715,-0.11805217954950575
2015-04-01,46.18,52.48428571428571,-0.12011758621628243
2015-04-02,45.77,52.58428571428571,-0.12958787253117432
2015-04-06,45.87,52.674285714285716,-0.1291766109785204
2015-04-07,45.96,52.81428571428572,-0.12978090343521775
2015-04-08,46.1,52.894285714285715,-0.12845027818289845
2015-04-09,46.18,53.09428571428571,-0.13022655114889947
2015-04-10,46.38,52.87428571428571,-0.12282502972009068
2015-04-13,46.16,52.494285714285716,-0.12066619495999575
2015-04-14,45.78,52.674285714285716,-0.13088522456064222
2015-04-15,45.96,52.69428571428571,-0.1277991649948489
2015-04-16,45.98,51.44428571428571,-0.10621754463913802
2015-04-17,44.73,51.84428571428571,-0.13722410515003725
2015-04-20,45.13,51.534285714285716,-0.12427232910129171
2015-04-21,44.82,51.83428571428571,-0.13532135376474475
2015-04-22,45.12,51.754285714285714,-0.12818814176879767
2015-04-23,45.04,51.394285714285715,-0.12363798087613964
2015-04-24,44.68,51.26428571428571,-0.12843806604430819
2015-04-27,44.55,51.574285714285715,-0.13619744058500916
2015-04-28,44.86,51.66428571428571,-0.1317019217475459
2015-04-29,44.95,51.62428571428571,-0.12928577358386129
2015-04-30,44.91,51.87428571428571,-0.1342531394580304
2015-05-01,45.16,52.034285714285716,-0.13211069624423466
2015-05-04,45.32,53.144285714285715,-0.14722722507459474
2015-05-05,46.43,52.16428571428571,-0.10992742708475967
2015-05-06,45.45,53.33428571428571,-0.14782771736218991
2015-05-07,46.62,54.364285714285714,-0.1424517146235712
2015-05-08,47.65,54.714285714285715,-0.12911227154047
2015-05-11,48.0,54.70428571428572,-0.1225550361684904
2015-05-12,47.99,54.73428571428571,-0.12321866680586724
2015-05-13,48.02,54.81428571428572,-0.12395100338806353
2015-05-14,48.1,54.464285714285715,-0.1168524590163934
2015-05-15,47.75,54.254285714285714,-0.11988519669282216
2015-05-18,47.54,54.284285714285716,-0.12424011158188375
2015-05-19,47.57,53.864285714285714,-0.11685452857711176
2015-05-20,47.15,53.784285714285716,-0.12334988977130867
2015-05-21,47.07,54.08428571428571,-0.12969175097070706
2015-05-22,47.37,53.45428571428572,-0.11382222459778724
2015-05-26,46.74,53.65428571428571,-0.12886735182917086
2015-05-27,46.94,54.004285714285714,-0.13080972409597125
2015-05-28,47.29,54.074285714285715,-0.1254623269576245
2015-05-29,47.36,53.824285714285715,-0.12009979563128703
2015-06-01,47.11,53.894285714285715,-0.12588135503366382
2015-06-02,47.18,53.56428571428572,-0.11918922523003073
2015-06-03,46.85,53.77428571428572,-0.1287657403963658
2015-06-04,47.06,54.02428571428572,-0.1289102784462015
2015-06-05,47.31,53.824285714285715,-0.12102874432677757
2015-06-08,47.11,54.09428571428571,-0.12911318861247556
2015-06-09,47.38,54.80428571428571,-0.13546907176185374
2015-06-10,48.09,55.114285714285714,-0.12744945567651622
2015-06-11,48.4,54.424285714285716,-0.11069113053521284
2015-06-12,47.71,54.174285714285716,-0.11932387532303146
2015-06-15,47.46,53.59428571428571,-0.11445783132530118
2015-06-16,46.88,53.574285714285715,-0.12495333582208945
2015-06-17,46.86,53.464285714285715,-0.1235270541082164
2015-06-18,46.75,52.59428571428571,-0.11112016514558887
2015-06-19,45.88,52.894285714285715,-0.1326095176362556
2015-06-22,46.18,52.684285714285714,-0.12345779440874216
2015-06-23,45.97,52.324285714285715,-0.12144046741474868
2015-06-24,45.61,52.26428571428571,-0.12731993986606527
2015-06-25,45.55,51.94428571428571,-0.12309892467203876
2015-06-26,45.23,51.174285714285716,-0.11615766847188891
2015-06-29,44.46,51.434285714285714,-0.13559604488390176
2015-06-30,44.72,51.20357142857143,-0.12662342191532405
2015-07-01,45.15,51.46357142857143,-0.1226803980624297
2015-07-02,45.41,50.92357142857143,-0.10827149930568225
2015-07-06,44.87,51.503571428571426,-0.1287982802856945
2015-07-07,45.45,50.42357142857143,-0.09863584208065945
2015-07-08,44.37,50.94357142857143,-0.12903632871103887
2015-07-09,44.89,51.94357142857143,-0.13579296214298486
2015-07-10,45.89,51.85357142857143,-0.11500792065569254
2015-07-13,45.8,51.65357142857143,-0.11332365346055462
2015-07-14,45.6,51.83357142857143,-0.12026127578651458
2015-07-15,45.78,52.51357142857143,-0.12822535671051027
2015-07-16,46.46,52.39357142857143,-0.11324998977519052
2015-07-17,46.34,52.35357142857143,-0.11486458830752433
2015-07-20,46.3,52.39357142857143,-0.11630379953920189
2015-07-21,46.34,52.71357142857143,-0.12090949741866408
2015-07-22,46.66,52.02357142857143,-0.10309887001771179
2015-07-23,45.97,51.85357142857143,-0.11346511467731935
2015-07-24,45.8,51.35357142857143,-0.10814382084985052
2015-07-27,45.3,51.32357142857143,-0.11736461943133902
2015-07-28,45.27,51.59357142857143,-0.12256510362586692
2015-07-29,45.54,51.863571428571426,-0.12192703383878034
2015-07-30,45.81,51.66357142857143,-0.11330171853613347
2015-07-31,45.61,52.03357142857143,-0.12345051958213793
2015-08-03,45.98,52.183571428571426,-0.11887977880285261
2015-08-04,46.13,53.56357142857143,-0.13878035445198622
2015-08-05,47.51,53.45357142857143,-0.11119128749916485
2015-08-06,47.4,53.503571428571426,-0.11407783192043253
2015-08-07,47.45,54.13357142857143,-0.12346444640901466
2015-08-10,48.08,53.433571428571426,-0.10019115858141614
2015-08-11,47.38,53.293571428571425,-0.1109621905617133
2015-08-12,47.24,53.59357142857143,-0.11855099892044618
2015-08-13,47.54,54.183571428571426,-0.12261228363895227
2015-08-14,48.13,54.253571428571426,-0.1128694621815548
2015-08-17,48.2,54.863571428571426,-0.12145712091030991
2015-08-18,48.81,54.85357142857143,-0.1101764437788918
2015-08-19,48.8,54.91357142857143,-0.11133079254412781
2015-08-20,48.86,53.39357142857143,-0.0849085630961458
2015-08-21,47.34,51.043571428571425,-0.07255705909517063
2015-08-24,44.99,50.55357142857143,-0.11005298481102088
2015-08-25,44.5,51.92357142857143,-0.14297112514272348
2015-08-26,45.87,52.44357142857143,-0.12534560956674534
2015-08-27,46.39,52.53357142857143,-0.11694562660611574
2015-08-28,46.48,51.73357142857143,-0.10155052673726661
2015-08-31,45.68,50.95357142857143,-0.10349758183220015
2015-09-01,44.9,51.35357142857143,-0.12566937895542107
2015-09-02,45.3,51.83357142857143,-0.12604903055107708
2015-09-03,45.78,51.41357142857143,-0.10957362564081186
2015-09-04,45.36,52.95357142857143,-0.14340055304512045
2015-09-08,46.9,52.293571428571425,-0.10314023848875165
2015-09-09,46.24,53.08357142857143,-0.12892070454943017
2015-09-10,47.03,53.30357142857143,-0.11769514237855949
2015-09-11,47.25,52.76357142857143,-0.10449579661292296
2015-09-14,46.71,52.753571428571426,-0.11456231805564954
2015-09-15,46.7,52.74357142857143,-0.11458403867769928
2015-09-16,46.69,52.09357142857143,-0.10372818143176432
2015-09-17,46.04,51.70357142857143,-0.10953926918560475
2015-09-18,45.65,52.38357142857143,-0.12854357282135898
2015-09-21,46.33,51.34357142857143,-0.09764750073037387
2015-09-22,45.29,51.90357142857143,-0.12742035367783677
2015-09-23,45.85,51.39357142857143,-0.1078650748426011
2015-09-24,45.34,53.05357142857143,-0.14539212386401879
2015-09-25,47.0,51.65357142857143,-0.09009195879139875
2015-09-28,45.6,51.613571428571426,-0.11651143802156128
2015-09-29,45.56,53.05357142857143,-0.1412453719286435
2015-09-30,47.0,52.84392857142857,-0.11058845792529215
2015-10-01,46.71,52.433928571428574,-0.10916459489834152
2015-10-02,46.3,53.52392857142857,-0.1349663368186459
2015-10-05,47.39,53.393928571428575,-0.11244590409556998
2015-10-06,47.26,52.893928571428575,-0.10651371005313881
2015-10-07,46.76,52.963928571428575,-0.11713497730935485
2015-10-08,46.83,51.91392857142857,-0.09792995273770455
2015-10-09,45.78,52.81392857142857,-0.13318321059785354
2015-10-12,46.68,52.36392857142857,-0.10854664129478453
2015-10-13,46.23,52.003928571428574,-0.11102869975482632
2015-10-14,45.87,53.37392857142857,-0.14059164787516654
2015-10-15,47.24,53.713928571428575,-0.12052606732757531
2015-10-16,47.58,54.183928571428574,-0.12187984049039324
2015-10-19,48.05,54.463928571428575,-0.11776470665381422
2015-10-20,48.33,53.51392857142857,-0.09687064115483957
2015-10-21,47.38,55.28392857142857,-0.14296973416454006
2015-10-22,49.15,55.893928571428575,-0.12065583407346836
2015-10-23,49.76,55.61392857142857,-0.10526011597814022
2015-10-26,49.48,57.27392857142857,-0.13608161280063857
2015-10-27,51.14,57.66392857142857,-0.11313708124043875
