date,PRU,dcf,Deviation
2002-04-24,32.9,,
2002-04-25,32.48,,
2002-04-26,31.77,,
2002-04-29,32.0,,
2002-04-30,32.1,,
2002-05-01,32.1,,
2002-05-02,32.11,,
2002-05-03,32.1,,
2002-05-06,31.67,,
2002-05-07,31.16,,
2002-05-08,33.27,,
2002-05-09,32.8,,
2002-05-10,32.99,,
2002-05-13,33.16,,
2002-05-14,33.9,,
2002-05-15,33.65,,
2002-05-16,33.52,,
2002-05-17,34.13,,
2002-05-20,33.95,,
2002-05-21,33.7,,
2002-05-22,33.29,,
2002-05-23,34.05,,
2002-05-24,33.8,,
2002-05-28,33.76,,
2002-05-29,33.3,,
2002-05-30,33.75,,
2002-05-31,34.49,,
2002-06-03,34.4,,
2002-06-04,34.31,,
2002-06-05,35.6,,
2002-06-06,35.75,,
2002-06-07,35.31,,
2002-06-10,35.55,,
2002-06-11,34.3,,
2002-06-12,35.2,,
2002-06-13,33.65,,
2002-06-14,33.94,,
2002-06-17,34.0,,
2002-06-18,33.9,,
2002-06-19,33.95,,
2002-06-20,33.88,,
2002-06-21,33.15,,
2002-06-24,32.5,,
2002-06-25,32.73,,
2002-06-26,32.25,,
2002-06-27,32.5,,
2002-06-28,33.36,,
2002-07-01,32.7,,
2002-07-02,31.83,,
2002-07-03,30.4,,
2002-07-05,31.34,,
2002-07-08,30.9,,
2002-07-09,30.31,,
2002-07-10,30.59,,
2002-07-11,30.95,,
2002-07-12,31.8,,
2002-07-15,31.8,,
2002-07-16,31.55,,
2002-07-17,31.42,,
2002-07-18,31.39,,
2002-07-19,32.45,,
2002-07-22,31.65,,
2002-07-23,29.6,,
2002-07-24,30.21,,
2002-07-25,29.0,,
2002-07-26,30.25,,
2002-07-29,32.2,,
2002-07-30,32.15,,
2002-07-31,32.99,,
2002-08-01,32.9,,
2002-08-02,31.29,,
2002-08-05,29.85,,
2002-08-06,30.38,,
2002-08-07,30.6,,
2002-08-08,32.15,,
2002-08-09,32.88,,
2002-08-12,32.3,,
2002-08-13,31.47,,
2002-08-14,32.79,,
2002-08-15,32.6,,
2002-08-16,32.0,,
2002-08-19,32.44,,
2002-08-20,31.98,,
2002-08-21,31.57,,
2002-08-22,32.29,,
2002-08-23,31.42,,
2002-08-26,31.52,,
2002-08-27,30.16,,
2002-08-28,30.07,,
2002-08-29,30.0,,
2002-08-30,30.2,,
2002-09-03,28.76,,
2002-09-04,28.8,,
2002-09-05,28.75,,
2002-09-06,29.73,,
2002-09-09,30.32,,
2002-09-10,30.18,,
2002-09-11,30.15,,
2002-09-12,29.6,,
2002-09-13,29.53,,
2002-09-16,29.25,,
2002-09-17,28.9,,
2002-09-18,28.96,,
2002-09-19,27.89,,
2002-09-20,27.51,,
2002-09-23,27.9,,
2002-09-24,27.35,,
2002-09-25,28.11,,
2002-09-26,28.88,,
2002-09-27,28.24,,
2002-09-30,28.56,39.83616000320517,-0.2830634278579538
2002-10-01,29.82,39.71616000320517,-0.24917212546244472
2002-10-02,29.7,39.01616000320517,-0.23877695812298938
2002-10-03,29.0,38.29616000320517,-0.24274392008042422
2002-10-04,28.28,37.416160003205164,-0.24417684771560033
2002-10-07,27.4,37.81616000320518,-0.2754420333085733
2002-10-08,27.8,35.51616000320517,-0.21725772162612245
2002-10-09,25.5,36.366160003205174,-0.29879866343456307
2002-10-10,26.35,37.49616000320517,-0.29726137295798805
2002-10-11,27.48,37.25616000320517,-0.2624038548890739
2002-10-14,27.24,39.436160003205174,-0.30926337661207204
2002-10-15,29.42,38.59616000320517,-0.23774800400980678
2002-10-16,28.58,39.46616000320517,-0.27583529794439265
2002-10-17,29.45,40.27616000320517,-0.2687982171672678
2002-10-18,30.26,40.186160003205174,-0.24700444139010747
2002-10-21,30.17,39.26616000320517,-0.23165392293167142
2002-10-22,29.25,39.366160003205174,-0.25697604242784977
2002-10-23,29.35,39.75616000320517,-0.2617496257778974
2002-10-24,29.74,40.02616000320517,-0.25698593126049285
2002-10-25,30.01,39.51616000320517,-0.24056386051767487
2002-10-28,29.5,38.75616000320517,-0.2388306788505279
2002-10-29,28.74,39.01616000320517,-0.26338214735537757
2002-10-30,29.0,39.21616000320517,-0.2605089331125279
2002-10-31,29.2,39.536160003205175,-0.2614356073621522
2002-11-01,29.52,39.196160003205165,-0.24686499908189785
2002-11-04,29.18,38.916160003205164,-0.25018295747584773
2002-11-05,28.9,40.726160003205166,-0.2903823980035054
2002-11-06,30.71,39.946160003205165,-0.23121521574199078
2002-11-07,29.93,40.26616000320517,-0.2566959452399339
2002-11-08,30.25,39.396160003205175,-0.23215866730313472
2002-11-11,29.38,39.59616000320517,-0.25800885748462
2002-11-12,29.58,39.896160003205175,-0.2585752614381033
2002-11-13,29.88,40.29616000320517,-0.2584901390697444
2002-11-14,30.28,40.01616000320517,-0.24330570455599276
2002-11-15,30.0,39.73616000320517,-0.24502015298961555
2002-11-18,29.72,39.356160003205176,-0.24484502559244614
2002-11-19,29.34,39.58616000320517,-0.2588318746343563
2002-11-20,29.57,39.83616000320517,-0.2577095784929865
2002-11-21,29.82,40.146160003205175,-0.2572141395934445
2002-11-22,30.13,40.04616000320517,-0.2476182486014018
2002-11-25,30.03,39.31616000320518,-0.23619193742339384
2002-11-26,29.3,39.786160003205175,-0.2635630078992396
2002-11-27,29.77,40.09616000320517,-0.25753488619308507
2002-11-29,30.08,40.21616000320517,-0.2520419652795626
2002-12-02,30.2,40.61616000320517,-0.2564535889750087
2002-12-03,30.6,40.51616000320517,-0.2447458002540398
2002-12-04,30.5,40.55616000320517,-0.24795641407890756
2002-12-05,30.54,41.226160003205166,-0.2592082309478826
2002-12-06,31.21,41.10616000320517,-0.24074639913904716
2002-12-09,31.09,41.726160003205166,-0.2549038781040037
2002-12-10,31.71,41.70616000320518,-0.23968066114063147
2002-12-11,31.69,41.436160003205174,-0.23520905418000337
2002-12-12,31.42,41.40616000320517,-0.24117570918028042
2002-12-13,31.39,42.11616000320517,-0.2546803887721215
2002-12-16,32.1,41.85616000320517,-0.23308779406563052
2002-12-17,31.84,42.01616000320517,-0.24219633594381051
2002-12-18,32.0,42.036160003205175,-0.23875063760438486
2002-12-19,32.02,41.926160003205176,-0.2362763487628694
2002-12-20,31.91,41.676160003205176,-0.2343344492979702
2002-12-23,31.66,41.55616000320517,-0.23813942391313092
2002-12-24,31.54,41.686160003205174,-0.24339397062298507
2002-12-26,31.67,41.30616000320517,-0.23328627019450487
2002-12-27,31.29,41.676160003205176,-0.24921105980988678
2002-12-30,31.66,41.75616000320517,-0.24178851700994997
2002-12-31,31.74,67.09731978909794,-0.5269557696228999
2003-01-02,32.2,66.81731978909794,-0.5180890209060163
2003-01-03,31.92,67.19731978909793,-0.5249810543012359
2003-01-06,32.3,67.27731978909793,-0.5198976400775985
2003-01-07,32.38,67.09731978909794,-0.5174173856455418
2003-01-08,32.2,68.29731978909794,-0.5285320112204466
2003-01-09,33.4,68.53731978909792,-0.5126742612232575
2003-01-10,33.64,68.41731978909793,-0.5083116365315377
2003-01-13,33.52,68.42731978909792,-0.5101371776168775
2003-01-14,33.53,68.82731978909791,-0.5128387956592917
2003-01-15,33.93,68.69731978909793,-0.5060942682456064
2003-01-16,33.8,68.03731978909792,-0.5032138228728993
2003-01-17,33.14,67.74731978909793,-0.51082935674552
2003-01-21,32.85,67.29731978909794,-0.5118676330209269
2003-01-22,32.4,68.04731978909794,-0.5238607471915315
2003-01-23,33.15,66.71731978909794,-0.503127522136809
2003-01-24,31.82,66.95731978909792,-0.5247718979758061
2003-01-27,32.06,67.23731978909794,-0.5231814697468309
2003-01-28,32.34,67.16731978909793,-0.5185158481602957
2003-01-29,32.27,66.60731978909793,-0.515518713225842
2003-01-30,31.71,66.66731978909793,-0.5243546598196149
2003-01-31,31.77,67.06731978909794,-0.5262968596343947
2003-02-03,32.17,66.19731978909795,-0.5140286630562634
2003-02-04,31.3,66.31731978909794,-0.5280267643574841
2003-02-05,31.42,65.54731978909794,-0.5206516437118167
2003-02-06,30.65,65.49731978909793,-0.5320419202084402
2003-02-07,30.6,65.29731978909794,-0.5313743336045933
2003-02-10,30.4,64.79731978909794,-0.530844792671274
2003-02-11,29.9,63.89731978909793,-0.5320617500281836
2003-02-12,29.0,64.58731978909793,-0.550995457085137
2003-02-13,29.69,65.61731978909793,-0.5475279987749075
2003-02-14,30.72,65.81731978909794,-0.5332535554708429
2003-02-18,30.92,65.20731978909792,-0.5258201057794505
2003-02-19,30.31,65.35731978909793,-0.5362416926243674
2003-02-20,30.46,65.34731978909792,-0.5338752974367325
2003-02-21,30.45,64.91731978909793,-0.5309418180090407
2003-02-24,30.02,65.16731978909793,-0.5393396552573557
2003-02-25,30.27,64.87731978909792,-0.5334270882582512
2003-02-26,29.98,65.25731978909793,-0.5405879356232994
2003-02-27,30.36,64.92731978909792,-0.5324002269211519
2003-02-28,30.03,64.90731978909793,-0.5373403169692434
2003-03-03,30.01,64.23731978909792,-0.5328260877239595
2003-03-04,29.34,64.58731978909793,-0.5457312658923421
2003-03-05,29.69,64.57731978909793,-0.540241061459904
2003-03-06,29.68,64.75731978909793,-0.5416734340355343
2003-03-07,29.86,63.39731978909793,-0.5290021707647197
2003-03-10,28.5,62.88731978909793,-0.5468084806988271
2003-03-11,27.99,62.45731978909792,-0.551853968525788
2003-03-12,27.56,64.05731978909793,-0.5697603319848781
2003-03-13,29.16,64.33731978909793,-0.5467638363614082
2003-03-14,29.44,65.29731978909794,-0.5491392281476871
2003-03-17,30.4,64.94731978909793,-0.5319283367086236
2003-03-18,30.05,65.35731978909793,-0.5402198239314495
2003-03-19,30.46,65.18731978909793,-0.5327312106319456
2003-03-20,30.29,66.09731978909792,-0.541736335200145
2003-03-21,31.2,64.92731978909792,-0.5194626837924881
2003-03-24,30.03,65.50731978909793,-0.5415779473701235
2003-03-25,30.61,65.28731978909792,-0.5311493855333383
2003-03-26,30.39,65.09731978909792,-0.5331605034054026
2003-03-27,30.2,64.79731978909794,-0.5339313400879104
2003-03-28,29.9,64.14731978909793,-0.5338854359261693
2003-03-31,29.25,39.556683683880124,-0.2605547969148949
2003-04-01,29.84,40.50668368388012,-0.2633314483882321
2003-04-02,30.79,39.89668368388012,-0.22825665802292217
2003-04-03,30.18,40.43668368388012,-0.25364799359075274
2003-04-04,30.72,40.90668368388012,-0.24902247668378774
2003-04-07,31.19,40.846683683880116,-0.23641291808693554
2003-04-08,31.13,39.86668368388011,-0.21914749050001237
2003-04-09,30.15,39.79668368388012,-0.2423991848292516
2003-04-10,30.08,39.68668368388012,-0.24206315046127547
2003-04-11,29.97,40.446683683880124,-0.2590245411901487
2003-04-14,30.73,40.67668368388012,-0.24453034965143727
2003-04-15,30.96,40.24668368388012,-0.2307440721531967
2003-04-16,30.53,40.71668368388012,-0.2501845131339383
2003-04-17,31.0,40.586683683880125,-0.23620268555441704
2003-04-21,30.87,41.70668368388012,-0.25983086466470995
2003-04-22,31.99,41.766683683880125,-0.2340785243539324
2003-04-23,32.05,41.336683683880125,-0.22465962085636815
2003-04-24,31.62,41.21668368388012,-0.23283493057044258
2003-04-25,31.5,41.666683683880116,-0.24400030876019474
2003-04-28,31.95,41.62668368388012,-0.23246347841126247
2003-04-29,31.91,41.68668368388012,-0.2345277393140457
2003-04-30,31.97,41.37668368388012,-0.2273426202000054
2003-05-01,31.66,42.096683683880116,-0.24792175465063027
2003-05-02,32.38,42.07668368388013,-0.2304526601176744
2003-05-05,32.36,41.97668368388012,-0.22909584178449804
2003-05-06,32.26,41.71668368388012,-0.22668828988279122
2003-05-07,32.0,41.766683683880125,-0.23383909907239253
2003-05-08,32.05,42.17668368388012,-0.24010146837956658
2003-05-09,32.46,42.61668368388011,-0.238326467615825
2003-05-12,32.9,42.47668368388012,-0.22545742401058644
2003-05-13,32.76,42.336683683880125,-0.22620297223531682
2003-05-14,32.62,42.53668368388012,-0.23313250646378414
2003-05-15,32.82,42.62668368388011,-0.2300597380881555
2003-05-16,32.91,41.67668368388012,-0.21034983854223843
2003-05-19,31.96,41.416683683880116,-0.22833029694168328
2003-05-20,31.7,41.98668368388012,-0.24499871819668084
2003-05-21,32.27,42.46668368388012,-0.24011019461241012
2003-05-22,32.75,42.596683683880116,-0.23116080483998802
2003-05-23,32.88,42.836683683880125,-0.23243357859719016
2003-05-27,33.12,42.916683683880116,-0.22827215066386497
2003-05-28,33.2,42.32668368388013,-0.21562482315041298
2003-05-29,32.61,43.23668368388012,-0.24577934241154709
2003-05-30,33.52,43.07668368388013,-0.22185281842985427
2003-06-02,33.36,43.32668368388013,-0.23003569247531108
2003-06-03,33.61,43.17668368388012,-0.22157059939857804
2003-06-04,33.46,43.11668368388011,-0.22396629004865753
2003-06-05,33.4,42.78668368388012,-0.2193832958223999
2003-06-06,33.07,42.54668368388012,-0.2227361303713219
2003-06-09,32.83,42.75668368388012,-0.23216682933766963
2003-06-10,33.04,43.39668368388012,-0.23865150063821938
2003-06-11,33.68,43.61668368388011,-0.22781841361204913
2003-06-12,33.9,43.356683683880114,-0.21811363048037002
2003-06-13,33.64,44.21668368388012,-0.23920119743706636
2003-06-16,34.5,44.07668368388013,-0.21727323572173707
2003-06-17,34.36,43.88668368388012,-0.21707458582429495
2003-06-18,34.17,42.44668368388012,-0.1949901138454153
2003-06-19,32.73,42.56668368388013,-0.23108879603898425
2003-06-20,32.85,42.49668368388012,-0.22699850547489442
2003-06-23,32.78,42.95668368388012,-0.2369057108498115
2003-06-24,33.24,42.69668368388012,-0.22148520371970792
2003-06-25,32.98,43.336683683880125,-0.23898191563127125
2003-06-26,33.62,43.516683683880125,-0.2274227456249418
2003-06-27,33.8,43.36668368388011,-0.22059984465531446
2003-06-30,33.65,43.02040816441587,-0.21781309300004648
2003-07-01,34.0,43.92040816441587,-0.2258724037189923
2003-07-02,34.9,43.85040816441587,-0.20411231135766317
2003-07-03,34.83,44.320408164415866,-0.21413178617871043
2003-07-07,35.3,44.47040816441587,-0.20621371700729763
2003-07-08,35.45,44.47040816441587,-0.20284068747616713
2003-07-09,35.45,43.95040816441587,-0.19340908354289554
2003-07-10,34.93,44.21040816441587,-0.2099145551857966
2003-07-11,35.19,44.87040816441587,-0.21574147774507757
2003-07-14,35.85,44.47040816441587,-0.1938459420598192
2003-07-15,35.45,44.02040816441587,-0.19469170145822956
2003-07-16,35.0,44.17040816441587,-0.20761429530559883
2003-07-17,35.15,45.250408164415866,-0.22321142668407246
2003-07-18,36.23,44.63040816441587,-0.18822162982398116
2003-07-21,35.61,44.320408164415866,-0.1965326702791811
2003-07-22,35.3,44.34040816441587,-0.20388644441191672
2003-07-23,35.32,44.39040816441587,-0.2043326146229686
2003-07-24,35.37,45.17040816441587,-0.2169652337154746
2003-07-25,36.15,45.72040816441587,-0.20932464404078766
2003-07-28,36.7,45.22040816441587,-0.18841953246942633
2003-07-29,36.2,45.05040816441587,-0.19645567099226802
2003-07-30,36.03,44.60040816441587,-0.19215985945289416
2003-07-31,35.58,44.320408164415866,-0.19720955935223994
2003-08-01,35.3,43.67040816441587,-0.1916723135012135
2003-08-04,34.65,43.64040816441587,-0.206011092530216
2003-08-05,34.62,44.570408164415866,-0.2232514480843386
2003-08-06,35.55,44.92040816441587,-0.20860024535214994
2003-08-07,35.9,45.37040816441587,-0.20873535301019264
2003-08-08,36.35,44.930408164415866,-0.19097107092856114
2003-08-11,35.91,45.59040816441587,-0.2123343166725935
2003-08-12,36.57,44.99040816441586,-0.18716007495739484
2003-08-13,35.97,45.36040816441587,-0.2070177175297646
2003-08-14,36.34,45.570408164415866,-0.20255267697214796
2003-08-15,36.55,45.89040816441587,-0.20353726493238222
2003-08-18,36.87,46.000408164415866,-0.1984853728206437
2003-08-19,36.98,46.23040816441587,-0.2000935862715577
2003-08-20,37.21,45.48040816441587,-0.1818455132266531
2003-08-21,36.46,44.89040816441587,-0.18779976634515338
2003-08-22,35.87,44.94040816441587,-0.20183190440174703
2003-08-25,35.92,45.320408164415866,-0.20742108346227928
2003-08-26,36.3,44.76040816441587,-0.18901543822698708
2003-08-27,35.74,44.90040816441587,-0.20401614459432926
2003-08-28,35.88,45.430408164415866,-0.21022061104651002
2003-08-29,36.41,46.180408164415866,-0.21157041595713788
2003-09-02,37.16,46.47040816441587,-0.2003513317867779
2003-09-03,37.45,45.820408164415866,-0.1826786032629959
2003-09-04,36.8,45.48040816441587,-0.190860383948961
2003-09-05,36.46,45.96040816441587,-0.20670852465952227
2003-09-08,36.94,45.250408164415866,-0.18365377245262127
2003-09-09,36.23,45.000408164415866,-0.1948961914383497
2003-09-10,35.98,45.12040816441587,-0.20257813562122073
2003-09-11,36.1,46.11040816441587,-0.21709649866298653
2003-09-12,37.09,45.99040816441586,-0.19352748800569175
2003-09-15,36.97,46.42040816441587,-0.20358304758854306
2003-09-16,37.4,46.250408164415866,-0.19135848775547004
2003-09-17,37.23,46.820408164415866,-0.20483392905798514
2003-09-18,37.8,46.72040816441587,-0.19093172587498952
2003-09-19,37.7,46.49040816441586,-0.1890800384743473
2003-09-22,37.47,46.94040816441587,-0.20175385205949503
2003-09-23,37.92,46.04040816441587,-0.17637567710991853
2003-09-24,37.02,46.05040816441587,-0.196098330598378
2003-09-25,37.03,46.03040816441587,-0.195531791338181
2003-09-26,37.01,47.08040816441587,-0.21389806412144174
2003-09-29,38.06,46.38040816441587,-0.17939488878408527
2003-09-30,37.36,52.00423804496634,-0.2815970120032132
2003-10-01,37.58,52.04423804496635,-0.2779219869156162
2003-10-02,37.62,52.054238044966354,-0.2772922741179601
2003-10-03,37.63,52.104238044966344,-0.2777938722081488
2003-10-06,37.68,52.01423804496635,-0.27558296696712903
2003-10-07,37.59,51.874238044966354,-0.27536285029544505
2003-10-08,37.45,52.52423804496635,-0.28699584431974423
2003-10-09,38.1,52.49423804496635,-0.27420605729406533
2003-10-10,38.07,52.77423804496635,-0.27862530260384977
2003-10-13,38.35,52.96423804496635,-0.2759265229598685
2003-10-14,38.54,53.16423804496635,-0.27507660379891385
2003-10-15,38.74,53.19423804496635,-0.27172563375657033
2003-10-16,38.77,52.94423804496635,-0.2677201253312579
2003-10-17,38.52,52.67423804496635,-0.26871272504945054
2003-10-20,38.25,52.734238044966354,-0.2746647829179911
2003-10-21,38.31,52.11423804496635,-0.26488419600523516
2003-10-22,37.69,52.84423804496635,-0.2867718147827446
2003-10-23,38.42,53.11423804496635,-0.27665346592238127
2003-10-24,38.69,53.054238044966354,-0.27074628859605676
2003-10-27,38.63,53.25423804496635,-0.27461172259413535
2003-10-28,38.83,53.50423804496635,-0.27426309730144627
2003-10-29,39.08,53.20423804496635,-0.2654720481670848
2003-10-30,38.78,53.06423804496635,-0.2691876595469431
2003-10-31,38.64,53.45423804496635,-0.2771387000691028
2003-11-03,39.03,52.47423804496634,-0.2562064461697504
2003-11-04,38.05,51.624238044966354,-0.26294311662562
2003-11-05,37.2,51.784238044966344,-0.2816346941766771
2003-11-06,37.36,51.374238044966354,-0.27278726806030884
2003-11-07,36.95,51.34423804496635,-0.2803476805393458
2003-11-10,36.92,51.32423804496634,-0.28065176598133723
2003-11-11,36.9,51.74423804496635,-0.28687712112151575
2003-11-12,37.32,52.124238044966354,-0.2840183108709443
2003-11-13,37.7,51.32423804496634,-0.26545426807953454
2003-11-14,36.9,51.02423804496635,-0.27681428642832506
2003-11-17,36.6,51.42423804496635,-0.288273363078394
2003-11-18,37.0,51.624238044966354,-0.28328239987248194
2003-11-19,37.2,51.57423804496634,-0.27870965408027526
2003-11-20,37.15,51.42423804496635,-0.27757801744159405
2003-11-21,37.0,52.534238044966344,-0.2956974084533197
2003-11-24,38.11,52.83423804496635,-0.2786874305338669
2003-11-25,38.41,53.56423804496635,-0.28291708419794204
2003-11-26,39.14,53.534238044966344,-0.2688791056085609
2003-11-28,39.11,54.72423804496634,-0.2853258191029774
2003-12-01,40.3,54.46423804496635,-0.26006492614974586
2003-12-02,40.04,54.43423804496634,-0.26443353598659236
2003-12-03,40.01,54.86423804496635,-0.27074536299568985
2003-12-04,40.44,54.74423804496636,-0.2612921205190034
2003-12-05,40.32,55.02423804496635,-0.2672320156973351
2003-12-08,40.6,54.72423804496634,-0.25809839569370707
2003-12-09,40.3,55.15423804496635,-0.2693217887056283
2003-12-10,40.73,55.854238044966344,-0.27078049176483865
2003-12-11,41.43,55.61423804496635,-0.2550468826615555
2003-12-12,41.19,55.04423804496635,-0.25169279359719077
2003-12-15,40.62,55.374238044966354,-0.2664458883025218
2003-12-16,40.95,55.72423804496634,-0.2651312707594917
2003-12-17,41.3,56.25423804496635,-0.26583309213099304
2003-12-18,41.83,55.92423804496635,-0.25202378320530294
2003-12-19,41.5,55.75423804496635,-0.2556619648083104
2003-12-22,41.33,55.89423804496634,-0.260567789353342
2003-12-23,41.47,56.02423804496635,-0.25978466736637784
2003-12-24,41.6,56.17423804496635,-0.259447009023958
2003-12-26,41.75,56.61423804496635,-0.2625530000626397
2003-12-29,42.19,56.29423804496635,-0.25054496756311473
2003-12-30,41.87,56.19423804496635,-0.2549058149610315
2003-12-31,41.77,55.197561700930045,-0.24326367482829947
2004-01-02,41.93,55.26756170093005,-0.24132712373134435
2004-01-05,42.0,55.09756170093005,-0.2377158134877857
2004-01-06,41.83,54.88756170093006,-0.23789655244803487
2004-01-07,41.62,55.51756170093005,-0.25032730680420423
2004-01-08,42.25,55.217561700930055,-0.23484488089432676
2004-01-09,41.95,55.52756170093004,-0.24451932130674892
2004-01-12,42.26,55.43756170093005,-0.23770096116454875
2004-01-13,42.17,56.45756170093005,-0.253067282228993
2004-01-14,43.19,56.38756170093006,-0.234050937881082
2004-01-15,43.12,56.64756170093005,-0.23880218838629996
2004-01-16,43.38,56.65756170093005,-0.23434756636751097
2004-01-20,43.39,57.737561700930044,-0.248496148404184
2004-01-21,44.47,57.64756170093005,-0.22858836197260102
2004-01-22,44.38,56.91756170093005,-0.220275804624378
2004-01-23,43.65,56.95756170093005,-0.23363994706804236
2004-01-26,43.69,56.427561700930056,-0.2257329807805627
2004-01-27,43.16,56.66756170093005,-0.238364970990244
2004-01-28,43.4,56.74756170093005,-0.2352094310461148
2004-01-29,43.48,56.76756170093005,-0.23406962185434788
2004-01-30,43.5,57.09756170093005,-0.23814610109188883
2004-02-02,43.83,57.717561700930055,-0.2406124113989776
2004-02-03,44.45,57.65756170093005,-0.22906902947852203
2004-02-04,44.39,58.18756170093005,-0.23712218380701644
2004-02-05,44.92,58.81756170093005,-0.23628252003364314
2004-02-06,45.55,58.13756170093006,-0.21651340944917352
2004-02-09,44.87,58.26756170093005,-0.22993173748535645
2004-02-10,45.0,59.967561700930055,-0.2495943019257012
2004-02-11,46.7,59.677561700930056,-0.21746132601673973
2004-02-12,46.41,59.377561700930045,-0.21839161679026864
2004-02-13,46.11,60.27756170093004,-0.23503873250917262
2004-02-17,47.01,60.26756170093005,-0.2199783984412541
2004-02-18,47.0,59.787561700930056,-0.21388331179813158
2004-02-19,46.52,59.49756170093005,-0.21811921917343358
2004-02-20,46.23,59.14756170093005,-0.21839550658479523
2004-02-23,45.88,59.077561700930055,-0.22339381181201123
2004-02-24,45.81,59.257561700930054,-0.22693410452490814
2004-02-25,45.99,59.18756170093005,-0.22297863472761814
2004-02-26,45.92,59.65756170093005,-0.23027360336645952
2004-02-27,46.39,59.89756170093005,-0.22551104447913295
2004-03-01,46.63,60.22756170093005,-0.22576975253374854
2004-03-02,46.96,60.877561700930045,-0.2286156230977533
2004-03-03,47.61,61.377561700930045,-0.22430936191330364
2004-03-04,48.11,60.68756170093005,-0.20725106345370425
2004-03-05,47.42,60.177561700930056,-0.2119986476742357
2004-03-08,46.91,59.68756170093005,-0.2140741108667361
2004-03-09,46.42,58.987561700930044,-0.2130544361987401
2004-03-10,45.72,58.02756170093004,-0.21209855007112566
2004-03-11,44.76,58.97756170093005,-0.24106730239249363
2004-03-12,45.71,57.74756170093005,-0.20845142801477246
2004-03-15,44.48,57.89756170093005,-0.2317465763107346
2004-03-16,44.63,59.16756170093005,-0.24570155137390992
2004-03-17,45.9,60.26756170093005,-0.23839626650613832
2004-03-18,47.0,59.01756170093005,-0.2036268757057218
2004-03-19,45.75,58.467561700930055,-0.21751482926519505
2004-03-22,45.2,58.077561700930055,-0.22173041229318402
2004-03-23,44.81,57.40756170093005,-0.21944080758138107
2004-03-24,44.14,57.27756170093004,-0.22936663696556625
2004-03-25,44.01,57.287561700930056,-0.23177041065642867
2004-03-26,44.02,57.80756170093005,-0.23850792690860412
2004-03-29,44.54,57.97756170093005,-0.23177176319083614
2004-03-30,44.71,58.04756170093006,-0.22976954259762405
2004-03-31,44.78,60.049177070525936,-0.25427787382652633
2004-04-01,45.38,60.429177070525945,-0.24903825933228052
2004-04-02,45.76,60.78917707052595,-0.24723442222436254
2004-04-05,46.12,61.00917707052595,-0.24404815448197614
2004-04-06,46.34,60.66917707052595,-0.23618545301626126
2004-04-07,46.0,60.559177070525955,-0.2404123994877051
2004-04-08,45.89,60.889177070525946,-0.24633568381377347
2004-04-12,46.22,59.69917707052595,-0.2257849727912037
2004-04-13,45.03,59.25917707052595,-0.24011769609273215
2004-04-14,44.59,58.849177070525954,-0.24230036476869488
2004-04-15,44.18,58.91917707052595,-0.2501592487091805
2004-04-16,44.25,58.709177070525946,-0.24628478530973918
2004-04-19,44.04,57.62917707052594,-0.23580376748909082
2004-04-20,42.96,57.68917707052594,-0.25531959057969034
2004-04-21,43.02,59.41917707052595,-0.2759913192850415
