date,EW,dcf,Deviation
2013-01-22,45.99,,
2013-01-23,45.35,,
2013-01-24,45.81,,
2013-01-25,46.04,,
2013-01-28,45.27,,
2013-01-29,45.2,,
2013-01-30,45.03,,
2013-01-31,44.97,,
2013-02-01,46.71,,
2013-02-04,46.53,,
2013-02-05,43.38,,
2013-02-06,43.4,,
2013-02-07,43.0,,
2013-02-08,43.61,,
2013-02-11,43.53,,
2013-02-12,43.71,,
2013-02-13,43.53,,
2013-02-14,43.17,,
2013-02-15,43.18,,
2013-02-19,43.35,,
2013-02-20,43.2,,
2013-02-21,42.84,,
2013-02-22,43.19,,
2013-02-25,43.25,,
2013-02-26,43.4,,
2013-02-27,43.22,,
2013-02-28,42.97,,
2013-03-01,43.05,,
2013-03-04,43.3,,
2013-03-05,43.81,,
2013-03-06,44.45,,
2013-03-07,44.46,,
2013-03-08,45.15,,
2013-03-11,44.04,,
2013-03-12,43.99,,
2013-03-13,43.68,,
2013-03-14,42.69,,
2013-03-15,41.1,,
2013-03-18,40.61,,
2013-03-19,39.33,,
2013-03-20,40.47,,
2013-03-21,40.96,,
2013-03-22,41.1,,
2013-03-25,40.86,,
2013-03-26,40.99,,
2013-03-27,40.85,,
2013-03-28,41.08,,
2013-04-01,41.15,,
2013-04-02,41.58,,
2013-04-03,41.71,,
2013-04-04,41.21,,
2013-04-05,40.7,,
2013-04-08,40.81,,
2013-04-09,41.79,,
2013-04-10,41.54,,
2013-04-11,41.91,,
2013-04-12,42.4,,
2013-04-15,41.83,,
2013-04-16,42.47,,
2013-04-17,41.95,,
2013-04-18,41.38,,
2013-04-19,41.56,,
2013-04-22,41.81,,
2013-04-23,41.4,,
2013-04-24,32.3,,
2013-04-25,32.7,,
2013-04-26,32.08,,
2013-04-29,32.14,,
2013-04-30,31.9,,
2013-05-01,31.27,,
2013-05-02,32.1,,
2013-05-03,31.61,,
2013-05-06,31.83,,
2013-05-07,32.0,,
2013-05-08,32.72,,
2013-05-09,33.37,,
2013-05-10,33.94,,
2013-05-13,33.67,,
2013-05-14,35.79,,
2013-05-15,35.57,,
2013-05-16,34.31,,
2013-05-17,33.53,,
2013-05-20,33.19,,
2013-05-21,33.0,,
2013-05-22,32.15,,
2013-05-23,32.86,,
2013-05-24,32.76,,
2013-05-28,32.6,,
2013-05-29,32.11,,
2013-05-30,32.47,,
2013-05-31,33.23,,
2013-06-03,33.12,,
2013-06-04,32.7,,
2013-06-05,33.29,,
2013-06-06,33.25,,
2013-06-07,33.6,,
2013-06-10,34.72,,
2013-06-11,34.15,,
2013-06-12,34.13,,
2013-06-13,35.97,,
2013-06-14,35.0,,
2013-06-17,35.24,,
2013-06-18,35.08,,
2013-06-19,34.41,,
2013-06-20,33.35,,
2013-06-21,33.22,,
2013-06-24,33.17,,
2013-06-25,33.6,,
2013-06-26,33.12,,
2013-06-27,33.41,,
2013-06-28,33.6,,
2013-07-01,33.53,,
2013-07-02,33.03,,
2013-07-03,32.63,,
2013-07-05,33.3,,
2013-07-08,33.4,,
2013-07-09,32.87,,
2013-07-10,32.74,,
2013-07-11,32.9,,
2013-07-12,33.92,,
2013-07-15,33.72,,
2013-07-16,33.21,,
2013-07-17,33.24,,
2013-07-18,33.51,,
2013-07-19,34.13,,
2013-07-22,34.81,,
2013-07-23,35.43,,
2013-07-24,35.09,,
2013-07-25,35.34,,
2013-07-26,35.9,,
2013-07-29,35.51,,
2013-07-30,35.26,,
2013-07-31,35.69,,
2013-08-01,36.7,,
2013-08-02,36.31,,
2013-08-05,36.4,,
2013-08-06,36.11,,
2013-08-07,36.01,,
2013-08-08,36.42,,
2013-08-09,36.33,,
2013-08-12,36.16,,
2013-08-13,36.01,,
2013-08-14,36.38,,
2013-08-15,35.65,,
2013-08-16,35.01,,
2013-08-19,34.74,,
2013-08-20,35.23,,
2013-08-21,35.85,,
2013-08-22,36.15,,
2013-08-23,36.47,,
2013-08-26,36.49,,
2013-08-27,35.58,,
2013-08-28,35.26,,
2013-08-29,35.35,,
2013-08-30,35.19,,
2013-09-03,35.28,,
2013-09-04,35.68,,
2013-09-05,35.9,,
2013-09-06,35.74,,
2013-09-09,35.86,,
2013-09-10,36.06,,
2013-09-11,36.2,,
2013-09-12,35.85,,
2013-09-13,35.81,,
2013-09-16,35.81,,
2013-09-17,35.88,,
2013-09-18,35.42,,
2013-09-19,35.36,,
2013-09-20,35.01,,
2013-09-23,34.63,,
2013-09-24,34.85,,
2013-09-25,34.22,,
2013-09-26,34.29,,
2013-09-27,34.4,,
2013-09-30,34.81,,
2013-10-01,35.65,,
2013-10-02,35.92,,
2013-10-03,36.1,,
2013-10-04,36.4,,
2013-10-07,36.29,,
2013-10-08,36.2,,
2013-10-09,36.44,,
2013-10-10,36.87,,
2013-10-11,36.99,,
2013-10-14,37.46,,
2013-10-15,37.51,,
2013-10-16,38.33,,
2013-10-17,38.54,,
2013-10-18,38.6,,
2013-10-21,38.9,,
2013-10-22,39.06,,
2013-10-23,39.07,,
2013-10-24,38.73,,
2013-10-25,38.53,,
2013-10-28,36.62,,
2013-10-29,34.93,,
2013-10-30,33.15,,
2013-10-31,32.6,,
2013-11-01,32.13,,
2013-11-04,31.63,,
2013-11-05,31.17,,
2013-11-06,31.28,,
2013-11-07,31.81,,
2013-11-08,32.13,,
2013-11-11,32.03,,
2013-11-12,31.82,,
2013-11-13,31.84,,
2013-11-14,31.79,,
2013-11-15,32.49,,
2013-11-18,31.99,,
2013-11-19,31.92,,
2013-11-20,31.48,,
2013-11-21,32.36,,
2013-11-22,32.43,,
2013-11-25,32.38,,
2013-11-26,32.35,,
2013-11-27,32.65,,
2013-11-29,32.76,,
2013-12-02,32.74,,
2013-12-03,32.56,,
2013-12-04,32.44,,
2013-12-05,32.61,,
2013-12-06,33.15,,
2013-12-09,31.37,,
2013-12-10,31.26,,
2013-12-11,30.95,,
2013-12-12,30.81,,
2013-12-13,30.72,,
2013-12-16,31.42,,
2013-12-17,31.37,,
2013-12-18,31.88,,
2013-12-19,31.99,,
2013-12-20,32.6,,
2013-12-23,32.76,,
2013-12-24,32.81,,
2013-12-26,32.7,,
2013-12-27,33.01,,
2013-12-30,32.84,,
2013-12-31,32.88,,
2014-01-02,32.96,,
2014-01-03,33.63,,
2014-01-06,33.18,,
2014-01-07,33.63,,
2014-01-08,33.37,,
2014-01-09,34.21,,
2014-01-10,34.24,,
2014-01-13,34.37,,
2014-01-14,35.3,,
2014-01-15,35.95,,
2014-01-16,36.33,,
2014-01-17,34.27,,
2014-01-21,34.86,,
2014-01-22,34.12,,
2014-01-23,34.15,,
2014-01-24,34.4,,
2014-01-27,33.19,,
2014-01-28,33.14,,
2014-01-29,32.58,,
2014-01-30,32.74,,
2014-01-31,32.56,,
2014-02-03,32.08,,
2014-02-04,32.87,,
2014-02-05,33.26,,
2014-02-06,33.3,,
2014-02-07,33.47,,
2014-02-10,33.51,,
2014-02-11,33.47,,
2014-02-12,33.36,,
2014-02-13,33.6,,
2014-02-14,33.76,,
2014-02-18,33.79,,
2014-02-19,33.51,,
2014-02-20,34.05,,
2014-02-21,34.12,,
2014-02-24,34.45,,
2014-02-25,33.93,,
2014-02-26,33.92,,
2014-02-27,34.12,,
2014-02-28,34.88,,
2014-03-03,34.51,,
2014-03-04,35.17,,
2014-03-05,36.26,,
2014-03-06,36.15,,
2014-03-07,36.04,,
2014-03-10,36.53,,
2014-03-11,36.6,,
2014-03-12,36.93,,
2014-03-13,36.0,,
2014-03-14,36.07,,
2014-03-17,36.19,,
2014-03-18,36.47,,
2014-03-19,36.97,,
2014-03-20,36.51,,
2014-03-21,36.06,,
2014-03-24,35.47,,
2014-03-25,36.15,,
2014-03-26,36.57,,
2014-03-27,35.63,,
2014-03-28,35.58,,
2014-03-31,37.08,,
2014-04-01,37.11,,
2014-04-02,37.4,,
2014-04-03,37.6,,
2014-04-04,37.13,,
2014-04-07,36.85,,
2014-04-08,37.32,,
2014-04-09,37.49,,
2014-04-10,37.25,,
2014-04-11,36.49,,
2014-04-14,40.5,,
2014-04-15,40.36,,
2014-04-16,40.22,,
2014-04-17,40.65,,
2014-04-21,39.56,,
2014-04-22,39.87,,
2014-04-23,39.96,,
2014-04-24,40.13,,
2014-04-25,40.25,,
2014-04-28,40.59,,
2014-04-29,40.65,,
2014-04-30,40.74,,
2014-05-01,41.21,,
2014-05-02,41.15,,
2014-05-05,41.96,,
2014-05-06,41.63,,
2014-05-07,41.88,,
2014-05-08,41.94,,
2014-05-09,42.7,,
2014-05-12,43.1,,
2014-05-13,43.06,,
2014-05-14,43.01,,
2014-05-15,42.94,,
2014-05-16,43.01,,
2014-05-19,43.24,,
2014-05-20,42.58,,
2014-05-21,42.49,,
2014-05-22,40.7,,
2014-05-23,40.38,,
2014-05-27,39.75,,
2014-05-28,40.18,,
2014-05-29,40.27,,
2014-05-30,40.6,,
2014-06-02,40.33,,
2014-06-03,40.29,,
2014-06-04,40.24,,
2014-06-05,40.21,,
2014-06-06,40.2,,
2014-06-09,40.4,,
2014-06-10,40.36,,
2014-06-11,41.26,,
2014-06-12,39.95,,
2014-06-13,39.18,,
2014-06-16,39.22,,
2014-06-17,41.03,,
2014-06-18,41.45,,
2014-06-19,42.04,,
2014-06-20,42.65,,
2014-06-23,42.83,,
2014-06-24,42.4,,
2014-06-25,42.36,,
2014-06-26,42.96,,
2014-06-27,43.93,,
2014-06-30,42.92,,
2014-07-01,43.57,,
2014-07-02,43.88,,
2014-07-03,44.04,,
2014-07-07,43.72,,
2014-07-08,43.47,,
2014-07-09,43.95,,
2014-07-10,44.08,,
2014-07-11,43.97,,
2014-07-14,43.4,,
2014-07-15,43.77,,
2014-07-16,43.2,,
2014-07-17,42.52,,
2014-07-18,42.67,,
2014-07-21,42.66,,
2014-07-22,42.85,,
2014-07-23,42.77,,
2014-07-24,42.58,,
2014-07-25,42.5,,
2014-07-28,42.45,,
2014-07-29,42.22,,
2014-07-30,46.44,,
2014-07-31,45.13,,
2014-08-01,45.99,,
2014-08-04,46.7,,
2014-08-05,46.9,,
2014-08-06,47.51,,
2014-08-07,47.19,,
2014-08-08,47.36,,
2014-08-11,47.25,,
2014-08-12,47.49,,
2014-08-13,47.94,,
2014-08-14,47.85,,
2014-08-15,48.29,,
2014-08-18,48.95,,
2014-08-19,48.99,,
2014-08-20,48.79,,
2014-08-21,49.35,,
2014-08-22,49.21,,
2014-08-25,49.26,,
2014-08-26,49.4,,
2014-08-27,48.76,,
2014-08-28,49.13,,
2014-08-29,49.63,,
2014-09-02,48.79,,
2014-09-03,48.96,,
2014-09-04,49.22,,
2014-09-05,49.47,,
2014-09-08,49.46,,
2014-09-09,49.53,,
2014-09-10,50.26,,
2014-09-11,50.59,,
2014-09-12,49.84,,
2014-09-15,50.7,,
2014-09-16,50.5,,
2014-09-17,51.23,,
2014-09-18,51.66,,
2014-09-19,52.01,,
2014-09-22,51.99,,
2014-09-23,51.6,,
2014-09-24,51.79,,
2014-09-25,51.33,,
2014-09-26,51.38,,
2014-09-29,51.58,,
2014-09-30,51.08,,
2014-10-01,51.7,,
2014-10-02,52.14,,
2014-10-03,53.09,,
2014-10-06,53.46,,
2014-10-07,53.01,,
2014-10-08,53.35,,
2014-10-09,52.83,,
2014-10-10,52.29,,
2014-10-13,51.67,,
2014-10-14,51.24,,
2014-10-15,50.01,,
2014-10-16,49.01,,
2014-10-17,49.5,,
2014-10-20,50.94,,
2014-10-21,52.9,,
2014-10-22,52.63,,
2014-10-23,52.6,,
2014-10-24,58.38,,
2014-10-27,58.51,,
2014-10-28,59.14,,
2014-10-29,60.0,,
2014-10-30,60.14,,
2014-10-31,60.46,,
2014-11-03,59.97,,
2014-11-04,59.89,,
2014-11-05,60.55,,
2014-11-06,61.79,,
2014-11-07,61.38,,
2014-11-10,62.3,,
2014-11-11,62.4,,
2014-11-12,61.47,,
2014-11-13,62.28,,
2014-11-14,62.25,,
2014-11-17,63.12,,
2014-11-18,63.94,,
2014-11-19,62.79,,
2014-11-20,62.7,,
2014-11-21,61.75,,
2014-11-24,63.76,,
2014-11-25,63.79,,
2014-11-26,64.58,,
2014-11-28,64.84,,
2014-12-01,64.7,,
2014-12-02,66.2,,
2014-12-03,65.73,,
2014-12-04,65.0,,
2014-12-05,64.86,,
2014-12-08,66.07,,
2014-12-09,66.74,,
2014-12-10,65.18,,
2014-12-11,66.04,,
2014-12-12,64.43,,
2014-12-15,63.51,,
2014-12-16,62.72,,
2014-12-17,64.87,,
2014-12-18,65.7,,
2014-12-19,66.61,,
2014-12-22,66.24,,
2014-12-23,64.79,,
2014-12-24,65.38,,
2014-12-26,64.95,,
2014-12-29,64.71,,
2014-12-30,64.64,,
2014-12-31,63.69,,
2015-01-02,63.86,,
2015-01-05,63.89,,
2015-01-06,63.51,,
2015-01-07,65.0,,
2015-01-08,66.57,,
2015-01-09,66.58,,
2015-01-12,67.64,,
2015-01-13,66.81,,
2015-01-14,65.83,,
2015-01-15,64.29,,
2015-01-16,64.58,,
2015-01-20,64.23,,
2015-01-21,64.44,,
2015-01-22,65.17,,
2015-01-23,64.82,,
2015-01-26,65.07,,
2015-01-27,64.69,,
2015-01-28,64.43,,
2015-01-29,64.64,,
2015-01-30,62.67,,
2015-02-02,62.74,,
2015-02-03,63.5,,
2015-02-04,67.43,,
2015-02-05,67.42,,
2015-02-06,66.31,,
2015-02-09,64.04,,
2015-02-10,65.04,,
2015-02-11,65.79,,
2015-02-12,66.17,,
2015-02-13,67.11,,
2015-02-17,66.52,,
2015-02-18,67.11,,
2015-02-19,66.86,,
2015-02-20,67.23,,
2015-02-23,67.13,,
2015-02-24,67.0,,
2015-02-25,67.03,,
2015-02-26,67.45,,
2015-02-27,66.51,,
2015-03-02,67.93,,
2015-03-03,67.29,,
2015-03-04,67.88,,
2015-03-05,67.82,,
2015-03-06,66.5,,
2015-03-09,66.95,,
2015-03-10,66.82,,
2015-03-11,67.36,,
2015-03-12,68.5,,
2015-03-13,67.68,,
2015-03-16,74.32,,
2015-03-17,74.05,,
2015-03-18,74.19,,
2015-03-19,74.47,,
2015-03-20,73.39,,
2015-03-23,73.05,,
2015-03-24,72.9,,
2015-03-25,71.13,,
2015-03-26,70.95,,
2015-03-27,71.84,,
2015-03-30,72.07,,
2015-03-31,71.23,,
2015-04-01,70.35,,
2015-04-02,70.31,,
2015-04-06,69.93,,
2015-04-07,69.38,,
2015-04-08,69.51,,
2015-04-09,69.68,,
2015-04-10,70.84,,
2015-04-13,71.55,,
2015-04-14,71.38,,
2015-04-15,70.64,,
2015-04-16,70.86,,
2015-04-17,69.97,,
2015-04-20,70.64,,
2015-04-21,70.24,,
2015-04-22,70.43,,
2015-04-23,70.96,,
2015-04-24,69.17,,
2015-04-27,65.49,,
2015-04-28,64.95,,
2015-04-29,64.98,,
2015-04-30,63.33,,
2015-05-01,63.6,,
2015-05-04,63.88,,
2015-05-05,61.93,,
2015-05-06,62.2,,
2015-05-07,61.97,,
2015-05-08,63.2,,
2015-05-11,63.54,,
2015-05-12,65.24,,
2015-05-13,64.16,,
2015-05-14,65.28,,
2015-05-15,65.71,,
2015-05-18,65.86,,
2015-05-19,65.54,,
2015-05-20,66.18,,
2015-05-21,65.91,,
2015-05-22,65.44,,
2015-05-26,64.28,,
2015-05-27,65.22,,
2015-05-28,65.32,,
2015-05-29,65.36,,
2015-06-01,66.1,,
2015-06-02,65.63,,
2015-06-03,66.08,,
2015-06-04,65.8,,
2015-06-05,66.45,,
2015-06-08,66.46,,
2015-06-09,66.65,,
2015-06-10,67.35,,
2015-06-11,67.58,,
2015-06-12,66.79,,
2015-06-15,66.8,,
2015-06-16,68.96,,
2015-06-17,70.8,,
2015-06-18,72.55,,
2015-06-19,73.08,,
2015-06-22,72.16,,
2015-06-23,72.32,,
2015-06-24,71.43,,
2015-06-25,72.31,,
2015-06-26,73.04,,
2015-06-29,71.18,,
2015-06-30,71.21,,
2015-07-01,71.8,,
2015-07-02,71.22,,
2015-07-06,72.56,,
2015-07-07,73.74,,
2015-07-08,71.51,,
2015-07-09,72.54,,
2015-07-10,73.58,,
2015-07-13,76.06,,
2015-07-14,76.15,,
2015-07-15,76.31,,
2015-07-16,77.24,,
2015-07-17,77.15,,
2015-07-20,77.0,,
2015-07-21,78.03,,
2015-07-22,78.36,,
2015-07-23,78.13,,
2015-07-24,77.55,,
2015-07-27,76.36,,
2015-07-28,77.9,,
2015-07-29,76.88,,
2015-07-30,76.55,,
2015-07-31,76.08,,
2015-08-03,75.54,,
2015-08-04,74.68,,
2015-08-05,75.06,,
2015-08-06,72.14,,
2015-08-07,71.96,,
2015-08-10,72.25,,
2015-08-11,71.9,,
2015-08-12,72.06,,
2015-08-13,72.2,,
2015-08-14,71.65,,
2015-08-17,72.39,,
2015-08-18,72.64,,
2015-08-19,72.93,,
2015-08-20,71.45,,
2015-08-21,69.93,,
2015-08-24,66.96,,
2015-08-25,67.88,,
2015-08-26,70.07,,
2015-08-27,72.79,,
2015-08-28,72.35,,
2015-08-31,70.44,,
2015-09-01,67.74,,
2015-09-02,69.51,,
2015-09-03,68.78,,
2015-09-04,68.04,,
2015-09-08,69.84,,
2015-09-09,68.76,,
2015-09-10,69.11,,
2015-09-11,69.57,,
2015-09-14,69.5,,
2015-09-15,70.25,,
2015-09-16,70.29,,
2015-09-17,70.81,,
2015-09-18,71.38,,
2015-09-21,70.79,,
2015-09-22,71.07,,
2015-09-23,70.8,,
2015-09-24,70.17,,
2015-09-25,68.68,,
2015-09-28,66.95,,
2015-09-29,68.89,,
2015-09-30,71.08,,
2015-10-01,74.5,,
2015-10-02,77.28,,
2015-10-05,74.68,,
2015-10-06,72.15,,
2015-10-07,72.64,,
2015-10-08,73.14,,
2015-10-09,74.11,,
2015-10-12,74.76,,
2015-10-13,72.29,,
2015-10-14,72.21,,
2015-10-15,73.57,,
2015-10-16,75.64,,
2015-10-19,75.7,,
2015-10-20,75.6,,
2015-10-21,74.46,,
2015-10-22,74.29,,
2015-10-23,74.94,,
2015-10-26,73.46,,
2015-10-27,75.49,,
2015-10-28,77.03,,
2015-10-29,77.5,,
2015-10-30,78.57,,
2015-11-02,78.76,,
2015-11-03,78.97,,
2015-11-04,78.22,,
2015-11-05,79.32,,
2015-11-06,78.58,,
2015-11-09,78.59,,
2015-11-10,78.79,,
2015-11-11,78.7,,
2015-11-12,76.47,,
2015-11-13,76.64,,
2015-11-16,77.36,,
2015-11-17,77.38,,
2015-11-18,78.54,,
2015-11-19,77.96,,
2015-11-20,78.84,,
2015-11-23,80.52,,
2015-11-24,80.21,,
2015-11-25,81.83,,
2015-11-27,82.56,,
2015-11-30,81.5,,
2015-12-01,82.42,,
2015-12-02,81.43,,
2015-12-03,78.7,,
2015-12-04,81.01,,
2015-12-07,80.39,,
2015-12-08,79.91,,
2015-12-09,81.0,,
2015-12-10,81.79,,
2015-12-11,79.86,,
2015-12-14,80.53,,
2015-12-15,80.03,,
2015-12-16,81.57,,
2015-12-17,80.99,,
2015-12-18,78.23,,
2015-12-21,78.96,,
2015-12-22,79.3,,
2015-12-23,79.1,,
2015-12-24,79.18,,
2015-12-28,79.82,,
2015-12-29,79.76,,
2015-12-30,79.21,,
2015-12-31,78.98,,
2016-01-04,78.84,,
2016-01-05,80.01,,
2016-01-06,80.44,,
2016-01-07,77.56,,
2016-01-08,76.04,,
2016-01-11,75.93,,
2016-01-12,77.75,,
2016-01-13,74.81,,
2016-01-14,77.1,,
2016-01-15,74.69,,
2016-01-19,74.52,,
2016-01-20,75.49,,
2016-01-21,77.8,,
2016-01-22,78.84,,
2016-01-25,80.2,,
2016-01-26,80.16,,
2016-01-27,77.9,,
2016-01-28,75.88,,
2016-01-29,78.21,,
2016-02-01,78.84,,
2016-02-02,76.91,,
2016-02-03,83.32,,
2016-02-04,83.6,,
2016-02-05,82.02,,
2016-02-08,76.97,,
2016-02-09,76.34,,
2016-02-10,79.0,,
2016-02-11,79.04,,
2016-02-12,81.04,,
2016-02-16,84.45,,
2016-02-17,86.62,,
2016-02-18,86.24,,
2016-02-19,86.21,,
2016-02-22,86.61,,
2016-02-23,86.87,,
2016-02-24,87.79,,
2016-02-25,89.56,,
2016-02-26,87.93,,
2016-02-29,87.0,,
2016-03-01,87.87,,
2016-03-02,88.29,,
2016-03-03,87.12,,
2016-03-04,87.36,,
2016-03-07,87.26,,
2016-03-08,85.12,,
2016-03-09,85.75,,
2016-03-10,86.49,,
2016-03-11,87.63,,
2016-03-14,87.94,,
2016-03-15,86.29,,
2016-03-16,85.78,,
2016-03-17,84.37,,
2016-03-18,85.81,,
2016-03-21,85.64,,
2016-03-22,86.25,,
2016-03-23,85.89,,
2016-03-24,87.34,,
2016-03-28,86.72,,
2016-03-29,88.89,,
2016-03-30,88.89,,
2016-03-31,88.21,,
2016-04-01,89.92,,
2016-04-04,105.08,,
2016-04-05,103.54,,
2016-04-06,107.48,,
2016-04-07,105.25,,
2016-04-08,104.47,,
2016-04-11,105.99,,
2016-04-12,105.74,,
2016-04-13,108.32,,
2016-04-14,107.49,,
2016-04-15,106.55,,
2016-04-18,108.0,,
2016-04-19,106.08,,
2016-04-20,107.86,,
2016-04-21,108.1,,
2016-04-22,108.33,,
2016-04-25,107.98,,
2016-04-26,108.84,,
2016-04-27,108.93,,
2016-04-28,107.25,,
2016-04-29,106.21,,
2016-05-02,106.86,,
2016-05-03,105.43,,
2016-05-04,103.8,,
2016-05-05,104.37,,
2016-05-06,105.74,,
2016-05-09,106.38,,
2016-05-10,106.59,,
2016-05-11,105.08,,
2016-05-12,105.59,,
2016-05-13,102.99,,
2016-05-16,104.0,,
2016-05-17,100.84,,
2016-05-18,99.79,,
2016-05-19,97.82,,
2016-05-20,99.11,,
2016-05-23,100.02,,
2016-05-24,101.49,,
2016-05-25,99.91,,
2016-05-26,99.43,,
2016-05-27,100.04,,
2016-05-31,98.5,,
2016-06-01,99.84,,
2016-06-02,102.1,,
2016-06-03,101.53,,
2016-06-06,101.45,,
2016-06-07,101.5,,
2016-06-08,102.67,,
2016-06-09,102.48,,
2016-06-10,101.52,,
2016-06-13,101.13,,
2016-06-14,100.95,,
2016-06-15,97.85,,
2016-06-16,99.31,,
2016-06-17,98.54,,
2016-06-20,99.16,,
2016-06-21,98.57,,
2016-06-22,98.04,,
2016-06-23,99.08,,
2016-06-24,96.04,,
2016-06-27,94.53,,
2016-06-28,94.97,,
2016-06-29,96.91,,
2016-06-30,99.73,,
2016-07-01,98.58,,
2016-07-05,99.63,,
2016-07-06,103.5,,
2016-07-07,103.75,,
2016-07-08,104.72,,
2016-07-11,104.48,,
2016-07-12,106.27,,
2016-07-13,106.49,,
2016-07-14,107.03,,
2016-07-15,105.27,,
2016-07-18,105.75,,
2016-07-19,105.91,,
2016-07-20,106.71,,
2016-07-21,106.26,,
2016-07-22,106.25,,
2016-07-25,106.52,,
2016-07-26,108.35,,
2016-07-27,114.44,,
2016-07-28,112.99,,
2016-07-29,114.52,,
2016-08-01,114.23,,
2016-08-02,113.58,,
2016-08-03,113.36,,
2016-08-04,112.98,,
2016-08-05,113.23,,
2016-08-08,112.4,,
2016-08-09,113.39,,
2016-08-10,114.03,,
2016-08-11,113.92,,
2016-08-12,113.6,,
2016-08-15,114.19,,
2016-08-16,112.75,,
2016-08-17,112.71,,
2016-08-18,114.95,,
2016-08-19,118.07,,
2016-08-22,116.99,,
2016-08-23,117.16,,
2016-08-24,114.3,,
2016-08-25,114.77,,
2016-08-26,115.26,,
2016-08-29,116.1,,
2016-08-30,115.33,,
2016-08-31,115.16,,
2016-09-01,115.87,,
2016-09-02,115.85,,
2016-09-06,117.54,,
2016-09-07,116.47,,
2016-09-08,117.33,,
2016-09-09,114.6,,
2016-09-12,116.22,,
2016-09-13,114.25,,
2016-09-14,114.72,,
2016-09-15,116.97,,
2016-09-16,116.6,,
2016-09-19,116.74,,
2016-09-20,117.42,,
2016-09-21,119.17,,
2016-09-22,120.87,,
2016-09-23,119.77,,
2016-09-26,118.94,,
2016-09-27,121.22,,
2016-09-28,120.46,,
2016-09-29,119.26,,
2016-09-30,120.56,,
2016-10-03,119.71,,
2016-10-04,119.17,,
2016-10-05,120.01,,
2016-10-06,119.72,,
2016-10-07,120.09,,
2016-10-10,121.36,,
2016-10-11,118.25,,
2016-10-12,118.16,,
2016-10-13,118.66,,
2016-10-14,116.0,,
2016-10-17,115.55,,
2016-10-18,118.22,,
2016-10-19,117.66,,
2016-10-20,117.86,,
2016-10-21,117.68,,
2016-10-24,117.03,,
2016-10-25,113.68,,
2016-10-26,94.25,,
2016-10-27,92.2,,
2016-10-28,96.16,,
2016-10-31,95.22,,
2016-11-01,92.0,,
2016-11-02,88.71,,
2016-11-03,89.3,,
2016-11-04,89.63,,
2016-11-07,91.34,,
2016-11-08,91.39,,
2016-11-09,92.45,,
2016-11-10,92.85,,
2016-11-11,91.01,,
2016-11-14,86.59,,
2016-11-15,88.91,,
2016-11-16,89.13,,
2016-11-17,90.72,,
2016-11-18,89.03,,
2016-11-21,89.2,,
2016-11-22,85.04,,
2016-11-23,86.86,,
2016-11-25,85.8,,
2016-11-28,84.3,,
2016-11-29,83.9,,
2016-11-30,82.85,,
2016-12-01,81.47,,
2016-12-02,83.35,,
2016-12-05,82.49,,
2016-12-06,83.22,,
2016-12-07,83.73,,
2016-12-08,89.3,,
2016-12-09,90.37,,
2016-12-12,88.93,,
2016-12-13,89.37,,
2016-12-14,89.82,,
2016-12-15,90.48,,
2016-12-16,91.39,,
2016-12-19,91.48,,
2016-12-20,90.87,,
2016-12-21,91.43,,
2016-12-22,91.8,,
2016-12-23,93.0,,
2016-12-27,93.35,,
2016-12-28,92.71,,
2016-12-29,93.71,,
2016-12-30,93.7,,
2017-01-03,95.52,,
2017-01-04,96.54,,
2017-01-05,97.19,,
2017-01-06,97.07,,
2017-01-09,97.95,,
2017-01-10,99.14,,
2017-01-11,98.65,,
2017-01-12,97.59,,
2017-01-13,97.13,,
2017-01-17,96.88,,
2017-01-18,95.79,,
2017-01-19,96.29,,
2017-01-20,95.51,,
2017-01-23,95.0,,
2017-01-24,94.4,,
2017-01-25,96.05,,
2017-01-26,95.13,,
2017-01-27,97.3,,
2017-01-30,96.47,,
2017-01-31,96.24,,
2017-02-01,98.02,,
2017-02-02,89.73,,
2017-02-03,90.47,,
2017-02-06,89.87,,
2017-02-07,90.71,,
2017-02-08,90.83,,
2017-02-09,90.82,,
2017-02-10,90.34,,
2017-02-13,89.96,,
2017-02-14,89.49,,
2017-02-15,90.31,,
2017-02-16,89.93,,
2017-02-17,89.74,,
2017-02-21,92.67,,
2017-02-22,92.21,,
2017-02-23,95.7,,
2017-02-24,94.76,,
2017-02-27,94.66,,
2017-02-28,94.04,,
2017-03-01,93.94,,
2017-03-02,93.36,,
2017-03-03,92.44,,
2017-03-06,89.95,,
2017-03-07,90.54,,
2017-03-08,89.53,,
2017-03-09,93.06,,
2017-03-10,92.74,,
2017-03-13,93.6,,
2017-03-14,93.86,,
2017-03-15,93.95,,
2017-03-16,92.95,,
2017-03-17,94.4,,
2017-03-20,94.08,,
2017-03-21,92.86,,
2017-03-22,93.47,,
2017-03-23,94.3,,
2017-03-24,95.59,,
2017-03-27,95.87,,
2017-03-28,94.39,,
2017-03-29,94.39,,
2017-03-30,93.86,,
2017-03-31,94.07,,
2017-04-03,94.45,,
2017-04-04,93.1,,
2017-04-05,93.09,,
2017-04-06,93.4,,
2017-04-07,94.46,,
2017-04-10,94.42,,
2017-04-11,93.6,,
2017-04-12,93.75,,
2017-04-13,94.3,,
2017-04-17,95.68,,
2017-04-18,94.76,,
2017-04-19,96.69,,
2017-04-20,98.51,,
2017-04-21,97.77,,
2017-04-24,97.96,,
2017-04-25,98.92,,
2017-04-26,109.3,,
2017-04-27,109.67,,
