date,DD,dcf,Deviation
1991-10-28,24.97,,
1991-10-29,25.14,,
1991-10-30,25.38,,
1991-10-31,25.62,,
1991-11-01,25.44,,
1991-11-04,25.14,,
1991-11-05,24.91,,
1991-11-06,25.14,,
1991-11-07,24.91,,
1991-11-08,25.03,,
1991-11-11,24.97,,
1991-11-12,24.91,,
1991-11-13,24.97,,
1991-11-14,24.43,,
1991-11-15,23.54,,
1991-11-18,23.78,,
1991-11-19,23.84,,
1991-11-20,24.08,,
1991-11-21,23.9,,
1991-11-22,23.6,,
1991-11-25,23.25,,
1991-11-26,23.78,,
1991-11-27,23.37,,
1991-11-29,23.37,,
1991-12-02,23.66,,
1991-12-03,23.25,,
1991-12-04,23.19,,
1991-12-05,23.07,,
1991-12-06,23.19,,
1991-12-09,23.13,,
1991-12-10,22.65,,
1991-12-11,23.13,,
1991-12-12,23.01,,
1991-12-13,23.72,,
1991-12-16,23.72,,
1991-12-17,23.54,,
1991-12-18,23.72,,
1991-12-19,23.66,,
1991-12-20,24.08,,
1991-12-23,24.73,,
1991-12-24,24.79,,
1991-12-26,25.09,,
1991-12-27,24.79,,
1991-12-30,25.32,,
1991-12-31,25.5,,
1992-01-02,25.8,,
1992-01-03,25.5,,
1992-01-06,24.61,,
1992-01-07,25.92,,
1992-01-08,26.03,,
1992-01-09,25.68,,
1992-01-10,25.97,,
1992-01-13,25.56,,
1992-01-14,24.67,,
1992-01-15,25.09,,
1992-01-16,27.04,,
1992-01-17,26.57,,
1992-01-20,26.63,,
1992-01-21,26.39,,
1992-01-22,25.92,,
1992-01-23,25.92,,
1992-01-24,25.74,,
1992-01-27,25.68,,
1992-01-28,25.74,,
1992-01-29,25.14,,
1992-01-30,25.8,,
1992-01-31,25.74,,
1992-02-03,25.68,,
1992-02-04,26.03,,
1992-02-05,26.09,,
1992-02-06,26.8,,
1992-02-07,26.51,,
1992-02-10,27.16,,
1992-02-11,26.69,,
1992-02-12,26.69,,
1992-02-13,26.92,,
1992-02-14,27.87,,
1992-02-18,26.69,,
1992-02-19,26.57,,
1992-02-20,27.28,,
1992-02-21,26.98,,
1992-02-24,27.16,,
1992-02-25,26.98,,
1992-02-26,26.63,,
1992-02-27,26.51,,
1992-02-28,26.39,,
1992-03-02,26.92,,
1992-03-03,27.52,,
1992-03-04,27.46,,
1992-03-05,26.92,,
1992-03-06,26.8,,
1992-03-09,26.39,,
1992-03-10,26.63,,
1992-03-11,26.8,,
1992-03-12,26.92,,
1992-03-13,27.34,,
1992-03-16,27.46,,
1992-03-17,28.35,,
1992-03-18,28.29,,
1992-03-19,28.41,,
1992-03-20,28.52,,
1992-03-23,29.35,,
1992-03-24,29.3,,
1992-03-25,28.82,,
1992-03-26,29.24,,
1992-03-27,28.88,,
1992-03-30,28.35,,
1992-03-31,28.23,,
1992-04-01,27.99,,
1992-04-02,28.29,,
1992-04-03,28.23,,
1992-04-06,28.88,,
1992-04-07,27.75,,
1992-04-08,27.99,,
1992-04-09,27.99,,
1992-04-10,28.64,,
1992-04-13,28.64,,
1992-04-14,29.06,,
1992-04-15,29.53,,
1992-04-16,29.47,,
1992-04-20,28.82,,
1992-04-21,28.58,,
1992-04-22,28.64,,
1992-04-23,29.06,,
1992-04-24,29.06,,
1992-04-27,29.12,,
1992-04-28,29.12,,
1992-04-29,29.3,,
1992-04-30,29.47,,
1992-05-01,29.3,,
1992-05-04,29.41,,
1992-05-05,29.24,,
1992-05-06,28.76,,
1992-05-07,28.82,,
1992-05-08,28.41,,
1992-05-11,28.64,,
1992-05-12,28.88,,
1992-05-13,28.94,,
1992-05-14,28.88,,
1992-05-15,28.52,,
1992-05-18,28.58,,
1992-05-19,29.18,,
1992-05-20,29.65,,
1992-05-21,29.35,,
1992-05-22,29.24,,
1992-05-26,28.7,,
1992-05-27,28.58,,
1992-05-28,29.41,,
1992-05-29,28.94,,
1992-06-01,29.06,,
1992-06-02,29.53,,
1992-06-03,29.3,,
1992-06-04,29.35,,
1992-06-05,29.59,,
1992-06-08,29.35,,
1992-06-09,28.7,,
1992-06-10,29.0,,
1992-06-11,29.41,,
1992-06-12,29.18,,
1992-06-15,29.0,,
1992-06-16,28.7,,
1992-06-17,28.41,,
1992-06-18,27.28,,
1992-06-19,27.16,,
1992-06-22,27.16,,
1992-06-23,27.22,,
1992-06-24,26.8,,
1992-06-25,26.98,,
1992-06-26,26.98,,
1992-06-29,27.4,,
1992-06-30,27.34,,
1992-07-01,27.22,,
1992-07-02,26.69,,
1992-07-06,26.03,,
1992-07-07,25.14,,
1992-07-08,25.14,,
1992-07-09,25.5,,
1992-07-10,25.68,,
1992-07-13,26.03,,
1992-07-14,26.21,,
1992-07-15,25.32,,
1992-07-16,25.26,,
1992-07-17,25.26,,
1992-07-20,25.62,,
1992-07-21,25.26,,
1992-07-22,25.09,,
1992-07-23,25.44,,
1992-07-24,26.15,,
1992-07-27,25.97,,
1992-07-28,26.8,,
1992-07-29,27.4,,
1992-07-30,27.28,,
1992-07-31,27.75,,
1992-08-03,27.1,,
1992-08-04,27.4,,
1992-08-05,27.46,,
1992-08-06,27.46,,
1992-08-07,26.8,,
1992-08-10,27.16,,
1992-08-11,27.22,,
1992-08-12,26.69,,
1992-08-13,26.63,,
1992-08-14,27.04,,
1992-08-17,26.86,,
1992-08-18,26.92,,
1992-08-19,26.98,,
1992-08-20,26.75,,
1992-08-21,26.09,,
1992-08-24,25.92,,
1992-08-25,25.74,,
1992-08-26,25.8,,
1992-08-27,25.86,,
1992-08-28,26.8,,
1992-08-31,26.69,,
1992-09-01,26.57,,
1992-09-02,27.1,,
1992-09-03,27.1,,
1992-09-04,26.39,,
1992-09-08,26.33,,
1992-09-09,26.57,,
1992-09-10,26.86,,
1992-09-11,26.75,,
1992-09-14,27.99,,
1992-09-15,27.64,,
1992-09-16,26.86,,
1992-09-17,26.86,,
1992-09-18,27.46,,
1992-09-21,27.1,,
1992-09-22,26.8,,
1992-09-23,26.86,,
1992-09-24,26.69,,
1992-09-25,26.51,,
1992-09-28,27.04,,
1992-09-29,27.04,,
1992-09-30,26.63,,
1992-10-01,26.45,,
1992-10-02,25.56,,
1992-10-05,25.56,,
1992-10-06,25.5,,
1992-10-07,25.62,,
1992-10-08,26.15,,
1992-10-09,25.38,,
1992-10-12,25.8,,
1992-10-13,25.74,,
1992-10-14,25.03,,
1992-10-15,25.09,,
1992-10-16,25.62,,
1992-10-19,25.8,,
1992-10-20,25.5,,
1992-10-21,25.74,,
1992-10-22,25.97,,
1992-10-23,25.8,,
1992-10-26,26.09,,
1992-10-27,26.51,,
1992-10-28,26.63,,
1992-10-29,26.63,,
1992-10-30,26.51,,
1992-11-02,26.57,,
1992-11-03,26.33,,
1992-11-04,25.97,,
1992-11-05,26.03,,
1992-11-06,25.8,,
1992-11-09,25.92,,
1992-11-10,25.62,,
1992-11-11,25.32,,
1992-11-12,25.44,,
1992-11-13,25.2,,
1992-11-16,25.14,,
1992-11-17,24.79,,
1992-11-18,25.09,,
1992-11-19,25.03,,
1992-11-20,25.03,,
1992-11-23,24.91,,
1992-11-24,25.2,,
1992-11-25,25.09,,
1992-11-27,25.26,,
1992-11-30,25.26,,
1992-12-01,26.03,,
1992-12-02,26.39,,
1992-12-03,26.21,,
1992-12-04,26.15,,
1992-12-07,26.21,,
1992-12-08,26.86,,
1992-12-09,27.04,,
1992-12-10,26.69,,
1992-12-11,26.69,,
1992-12-14,26.33,,
1992-12-15,26.63,,
1992-12-16,27.04,,
1992-12-17,27.16,,
1992-12-18,27.93,,
1992-12-21,27.64,,
1992-12-22,27.75,,
1992-12-23,27.58,,
1992-12-24,26.86,,
1992-12-28,26.98,,
1992-12-29,26.8,,
1992-12-30,27.52,,
1992-12-31,27.16,,
1993-01-04,27.22,,
1993-01-05,27.16,,
1993-01-06,27.22,,
1993-01-07,26.75,,
1993-01-08,27.1,,
1993-01-11,26.51,,
1993-01-12,26.51,,
1993-01-13,26.21,,
1993-01-14,25.5,,
1993-01-15,25.5,,
1993-01-18,25.62,,
1993-01-19,25.32,,
1993-01-20,25.2,,
1993-01-21,25.14,,
1993-01-22,25.09,,
1993-01-25,25.09,,
1993-01-26,25.32,,
1993-01-27,25.32,,
1993-01-28,25.03,,
1993-01-29,25.2,,
1993-02-01,25.32,,
1993-02-02,25.68,,
1993-02-03,25.5,,
1993-02-04,26.03,,
1993-02-05,27.34,,
1993-02-08,27.87,,
1993-02-09,27.52,,
1993-02-10,27.4,,
1993-02-11,27.81,,
1993-02-12,27.64,,
1993-02-16,26.03,,
1993-02-17,26.57,,
1993-02-18,26.75,,
1993-02-19,26.86,,
1993-02-22,26.21,,
1993-02-23,26.09,,
1993-02-24,26.15,,
1993-02-25,26.15,,
1993-02-26,25.86,,
1993-03-01,25.74,,
1993-03-02,26.15,,
1993-03-03,26.15,,
1993-03-04,25.97,,
1993-03-05,26.33,,
1993-03-08,27.28,,
1993-03-09,27.4,,
1993-03-10,27.1,,
1993-03-11,26.57,,
1993-03-12,26.45,,
1993-03-15,26.51,,
1993-03-16,25.5,,
1993-03-17,24.67,,
1993-03-18,24.91,,
1993-03-19,24.79,,
1993-03-22,24.61,,
1993-03-23,24.67,,
1993-03-24,24.67,,
1993-03-25,24.37,,
1993-03-26,23.84,,
1993-03-29,23.54,,
1993-03-30,24.2,,
1993-03-31,24.31,,
1993-04-01,23.96,,
1993-04-02,23.96,,
1993-04-05,24.2,,
1993-04-06,23.84,,
1993-04-07,23.96,,
1993-04-08,23.96,,
1993-04-12,23.9,,
1993-04-13,23.66,,
1993-04-14,23.6,,
1993-04-15,23.48,,
1993-04-16,24.14,,
1993-04-19,24.55,,
1993-04-20,24.91,,
1993-04-21,25.09,,
1993-04-22,26.57,,
1993-04-23,26.39,,
1993-04-26,26.21,,
1993-04-27,26.45,,
1993-04-28,25.97,,
1993-04-29,25.92,,
1993-04-30,25.86,,
1993-05-03,26.09,,
1993-05-04,26.21,,
1993-05-05,25.86,,
1993-05-06,25.92,,
1993-05-07,25.86,,
1993-05-10,25.62,,
1993-05-11,25.56,,
1993-05-12,25.5,,
1993-05-13,25.74,,
1993-05-14,25.5,,
1993-05-17,25.62,,
1993-05-18,25.32,,
1993-05-19,26.09,,
1993-05-20,26.03,,
1993-05-21,25.86,,
1993-05-24,26.57,,
1993-05-25,26.98,,
1993-05-26,26.8,,
1993-05-27,27.04,,
1993-05-28,26.8,,
1993-06-01,27.52,,
1993-06-02,27.75,,
1993-06-03,27.28,,
1993-06-04,26.92,,
1993-06-07,27.04,,
1993-06-08,26.57,,
1993-06-09,26.57,,
1993-06-10,26.98,,
1993-06-11,26.8,,
1993-06-14,26.92,,
1993-06-15,26.63,,
1993-06-16,26.57,,
1993-06-17,26.8,,
1993-06-18,26.69,,
1993-06-21,27.04,,
1993-06-22,26.75,,
1993-06-23,26.75,,
1993-06-24,26.39,,
1993-06-25,25.92,,
1993-06-28,26.27,,
1993-06-29,26.39,,
1993-06-30,26.86,,
1993-07-01,26.45,,
1993-07-02,26.63,,
1993-07-06,26.21,,
1993-07-07,26.57,,
1993-07-08,26.92,,
1993-07-09,26.92,,
1993-07-12,27.1,,
1993-07-13,26.98,,
1993-07-14,27.28,,
1993-07-15,27.4,,
1993-07-16,27.52,,
1993-07-19,27.22,,
1993-07-20,27.46,,
1993-07-21,27.87,,
1993-07-22,27.87,,
1993-07-23,27.93,,
1993-07-26,28.29,,
1993-07-27,28.52,,
1993-07-28,28.76,,
1993-07-29,28.64,,
1993-07-30,28.47,,
1993-08-02,28.17,,
1993-08-03,28.94,,
1993-08-04,28.58,,
1993-08-05,28.52,,
1993-08-06,27.93,,
1993-08-09,27.99,,
1993-08-10,27.87,,
1993-08-11,27.87,,
1993-08-12,27.58,,
1993-08-13,28.17,,
1993-08-16,28.47,,
1993-08-17,28.41,,
1993-08-18,28.52,,
1993-08-19,28.17,,
1993-08-20,28.64,,
1993-08-23,28.58,,
1993-08-24,28.88,,
1993-08-25,28.82,,
1993-08-26,29.35,,
1993-08-27,28.52,,
1993-08-30,27.99,,
1993-08-31,27.87,,
1993-09-01,27.93,,
1993-09-02,27.93,,
1993-09-03,27.99,,
1993-09-07,27.75,,
1993-09-08,27.93,,
1993-09-09,27.99,,
1993-09-10,28.41,,
1993-09-13,28.47,,
1993-09-14,28.23,,
1993-09-15,28.52,,
1993-09-16,28.35,,
1993-09-17,28.47,,
1993-09-20,27.87,,
1993-09-21,26.98,,
1993-09-22,27.52,,
1993-09-23,27.75,,
1993-09-24,27.34,,
1993-09-27,27.75,,
1993-09-28,27.58,,
1993-09-29,27.4,,
1993-09-30,27.75,,
1993-10-01,28.05,,
1993-10-04,28.41,,
1993-10-05,28.47,,
1993-10-06,28.29,,
1993-10-07,28.47,,
1993-10-08,28.7,,
1993-10-11,28.7,,
1993-10-12,28.23,,
1993-10-13,27.81,,
1993-10-14,27.69,,
1993-10-15,27.52,,
1993-10-18,27.69,,
1993-10-19,27.87,,
1993-10-20,27.93,,
1993-10-21,26.75,,
1993-10-22,26.69,,
1993-10-25,26.51,,
1993-10-26,26.75,,
1993-10-27,26.33,,
1993-10-28,26.03,,
1993-10-29,26.33,,
1993-11-01,26.69,,
1993-11-02,26.33,,
1993-11-03,25.97,,
1993-11-04,25.86,,
1993-11-05,25.74,,
1993-11-08,25.74,,
1993-11-09,25.44,,
1993-11-10,25.68,,
1993-11-11,25.74,,
1993-11-12,26.21,,
1993-11-15,26.39,,
1993-11-16,26.75,,
1993-11-17,26.86,,
1993-11-18,27.4,,
1993-11-19,27.28,,
1993-11-22,27.04,,
1993-11-23,27.04,,
1993-11-24,27.1,,
1993-11-26,27.75,,
1993-11-29,27.4,,
1993-11-30,27.58,,
1993-12-01,27.99,,
1993-12-02,27.52,,
1993-12-03,27.81,,
1993-12-06,27.46,,
1993-12-07,27.04,,
1993-12-08,27.04,,
1993-12-09,27.22,,
1993-12-10,27.64,,
1993-12-13,27.99,,
1993-12-14,28.29,,
1993-12-15,28.05,,
