date,DD,dcf,Deviation
1998-03-20,45.96,,
1998-03-23,45.37,,
1998-03-24,44.95,,
1998-03-25,45.13,,
1998-03-26,45.22,,
1998-03-27,45.16,,
1998-03-30,45.63,,
1998-03-31,46.14,,
1998-04-01,45.66,,
1998-04-02,45.22,,
1998-04-03,44.71,,
1998-04-06,44.95,,
1998-04-07,44.68,,
1998-04-08,45.31,,
1998-04-09,45.84,,
1998-04-13,46.17,,
1998-04-14,47.03,,
1998-04-15,46.91,,
1998-04-16,46.76,,
1998-04-17,47.15,,
1998-04-20,47.18,,
1998-04-21,47.03,,
1998-04-22,46.94,,
1998-04-23,46.91,,
1998-04-24,46.46,,
1998-04-27,45.37,,
1998-04-28,44.8,,
1998-04-29,44.57,,
1998-04-30,45.87,,
1998-05-01,46.67,,
1998-05-04,46.85,,
1998-05-05,46.43,,
1998-05-06,46.43,,
1998-05-07,46.05,,
1998-05-08,46.49,,
1998-05-11,47.41,,
1998-05-12,47.62,,
1998-05-13,47.53,,
1998-05-14,47.35,,
1998-05-15,46.37,,
1998-05-18,45.43,,
1998-05-19,45.37,,
1998-05-20,45.75,,
1998-05-21,45.96,,
1998-05-22,46.52,,
1998-05-26,45.96,,
1998-05-27,45.46,,
1998-05-28,45.99,,
1998-05-29,45.96,,
1998-06-01,46.58,,
1998-06-02,46.88,,
1998-06-03,46.82,,
1998-06-04,46.76,,
1998-06-05,47.41,,
1998-06-08,47.71,,
1998-06-09,47.62,,
1998-06-10,47.18,,
1998-06-11,46.4,,
1998-06-12,46.17,,
1998-06-15,45.22,,
1998-06-16,45.49,,
1998-06-17,46.29,,
1998-06-18,45.93,,
1998-06-19,45.07,,
1998-06-22,44.68,,
1998-06-23,44.89,,
1998-06-24,45.96,,
1998-06-25,45.6,,
1998-06-26,45.72,,
1998-06-29,45.81,,
1998-06-30,45.87,,
1998-07-01,46.02,,
1998-07-02,45.87,,
1998-07-06,46.32,,
1998-07-07,45.9,,
1998-07-08,46.11,,
1998-07-09,45.34,,
1998-07-10,45.31,,
1998-07-13,45.51,,
1998-07-14,45.78,,
1998-07-15,45.4,,
1998-07-16,45.46,,
1998-07-17,45.37,,
1998-07-20,45.37,,
1998-07-21,44.86,,
1998-07-22,44.39,,
1998-07-23,44.0,,
1998-07-24,44.21,,
1998-07-27,43.68,,
1998-07-28,44.0,,
1998-07-29,43.85,,
1998-07-30,44.27,,
1998-07-31,43.05,,
1998-08-03,43.02,,
1998-08-04,42.64,,
1998-08-05,42.88,,
1998-08-06,43.14,,
1998-08-07,43.65,,
1998-08-10,43.2,,
1998-08-11,42.7,,
1998-08-12,43.29,,
1998-08-13,42.76,,
1998-08-14,40.56,,
1998-08-17,41.22,,
1998-08-18,41.27,,
1998-08-19,41.19,,
1998-08-20,40.77,,
1998-08-21,40.15,,
1998-08-24,40.36,,
1998-08-25,40.41,,
1998-08-26,39.91,,
1998-08-27,38.99,,
1998-08-28,38.84,,
1998-08-31,37.01,,
1998-09-01,37.57,,
1998-09-02,38.17,,
1998-09-03,37.95,,
1998-09-04,37.72,,
1998-09-08,37.95,,
1998-09-09,37.24,,
1998-09-10,36.29,,
1998-09-11,37.81,,
1998-09-14,38.22,,
1998-09-15,39.61,,
1998-09-16,40.33,,
1998-09-17,39.58,,
1998-09-18,38.22,,
1998-09-21,38.78,,
1998-09-22,39.7,,
1998-09-23,40.33,,
1998-09-24,39.82,,
1998-09-25,40.8,,
1998-09-28,42.16,,
1998-09-29,42.08,,
1998-09-30,40.53,,
1998-10-01,40.15,,
1998-10-02,41.19,,
1998-10-05,41.72,,
1998-10-06,41.01,,
1998-10-07,41.51,,
1998-10-08,41.36,,
1998-10-09,42.16,,
1998-10-12,42.96,,
1998-10-13,41.96,,
1998-10-14,41.1,,
1998-10-15,42.4,,
1998-10-16,43.08,,
1998-10-19,44.21,,
1998-10-20,44.92,,
1998-10-21,44.12,,
1998-10-22,44.48,,
1998-10-23,43.94,,
1998-10-26,43.38,,
1998-10-27,43.47,,
1998-10-28,42.76,,
1998-10-29,42.76,,
1998-10-30,44.39,,
1998-11-02,45.25,,
1998-11-03,45.4,,
1998-11-04,45.78,,
1998-11-05,47.38,,
1998-11-06,47.83,,
1998-11-09,46.76,,
1998-11-10,45.81,,
1998-11-11,44.77,,
1998-11-12,44.36,,
1998-11-13,46.17,,
1998-11-16,45.87,,
1998-11-17,45.75,,
1998-11-18,44.86,,
1998-11-19,44.83,,
1998-11-20,45.25,,
1998-11-23,46.7,,
1998-11-24,46.67,,
1998-11-25,46.73,,
1998-11-27,46.73,,
1998-11-30,46.2,,
1998-12-01,45.01,,
1998-12-02,44.89,,
1998-12-03,43.59,,
1998-12-04,43.68,,
1998-12-07,44.98,,
1998-12-08,44.51,,
1998-12-09,43.65,,
1998-12-10,44.06,,
1998-12-11,44.24,,
1998-12-14,44.18,,
1998-12-15,44.0,,
1998-12-16,43.05,,
1998-12-17,43.82,,
1998-12-18,41.78,,
1998-12-21,41.57,,
1998-12-22,41.27,,
1998-12-23,42.76,,
1998-12-24,43.77,,
1998-12-28,43.53,,
1998-12-29,43.44,,
1998-12-30,43.65,,
1998-12-31,43.14,,
1999-01-04,42.64,,
1999-01-05,42.55,,
1999-01-06,43.62,,
1999-01-07,43.14,,
1999-01-08,45.1,,
1999-01-11,46.11,,
1999-01-12,44.71,,
1999-01-13,43.56,,
1999-01-14,42.85,,
1999-01-15,43.41,,
1999-01-19,43.02,,
1999-01-20,41.75,,
1999-01-21,41.16,,
1999-01-22,41.16,,
1999-01-25,41.99,,
1999-01-26,41.9,,
1999-01-27,41.27,,
1999-01-28,41.78,,
1999-01-29,41.78,,
1999-02-01,43.08,,
1999-02-02,42.94,,
1999-02-03,42.43,,
1999-02-04,42.76,,
1999-02-05,44.0,,
1999-02-08,45.31,,
1999-02-09,44.89,,
1999-02-10,45.1,,
1999-02-11,44.86,,
1999-02-12,44.45,,
1999-02-16,44.71,,
1999-02-17,45.07,,
1999-02-18,44.48,,
1999-02-19,45.81,,
1999-02-22,46.11,,
1999-02-23,46.26,,
1999-02-24,45.87,,
1999-02-25,46.35,,
1999-02-26,46.67,,
1999-03-01,46.94,,
1999-03-02,46.82,,
1999-03-03,46.91,,
1999-03-04,47.23,,
1999-03-05,48.15,,
1999-03-08,48.04,,
1999-03-09,46.73,,
1999-03-10,47.44,,
1999-03-11,47.18,,
1999-03-12,46.58,,
1999-03-15,46.02,,
1999-03-16,45.99,,
1999-03-17,45.66,,
1999-03-18,46.35,,
1999-03-19,46.05,,
1999-03-22,45.6,,
1999-03-23,44.21,,
1999-03-24,43.35,,
1999-03-25,44.18,,
1999-03-26,43.17,,
1999-03-29,44.92,,
1999-03-30,44.98,,
1999-03-31,44.21,,
1999-04-01,44.6,,
1999-04-05,44.68,,
1999-04-06,44.8,,
1999-04-07,45.93,,
1999-04-08,46.02,,
1999-04-09,46.32,,
1999-04-12,47.21,,
1999-04-13,48.15,,
1999-04-14,51.95,,
1999-04-15,54.05,,
1999-04-16,55.33,,
1999-04-19,56.1,,
1999-04-20,54.86,,
1999-04-21,53.94,,
1999-04-22,53.49,,
1999-04-23,53.76,,
1999-04-26,53.52,,
1999-04-27,55.98,,
1999-04-28,60.01,,
1999-04-29,61.23,,
1999-04-30,62.24,,
1999-05-03,63.99,,
1999-05-04,63.04,,
1999-05-05,64.05,,
1999-05-06,64.2,,
1999-05-07,63.37,,
1999-05-10,64.97,,
1999-05-11,62.86,,
1999-05-12,62.18,,
1999-05-13,63.1,,
1999-05-14,64.2,,
1999-05-17,62.71,,
1999-05-18,61.5,,
1999-05-19,60.25,,
1999-05-20,58.86,,
1999-05-21,59.87,,
1999-05-24,60.96,,
1999-05-25,58.86,,
1999-05-26,59.18,,
1999-05-27,57.61,,
1999-05-28,57.64,,
1999-06-01,59.98,,
1999-06-02,60.82,,
1999-06-03,59.78,,
1999-06-04,59.78,,
1999-06-07,59.3,,
1999-06-08,59.57,,
1999-06-09,57.91,,
1999-06-10,58.18,,
1999-06-11,58.35,,
1999-06-14,60.84,,
1999-06-15,60.16,,
1999-06-16,60.25,,
1999-06-17,61.05,,
1999-06-18,61.56,,
1999-06-21,60.67,,
1999-06-22,61.2,,
1999-06-23,61.94,,
1999-06-24,60.52,,
1999-06-25,61.02,,
1999-06-28,60.31,,
1999-06-29,60.93,,
1999-06-30,60.19,,
1999-07-01,61.62,,
1999-07-02,62.92,,
1999-07-06,62.68,,
1999-07-07,63.51,,
1999-07-08,62.39,,
1999-07-09,62.98,,
1999-07-12,62.0,,
1999-07-13,60.84,,
1999-07-14,59.63,,
1999-07-15,59.36,,
1999-07-16,59.87,,
1999-07-19,59.36,,
1999-07-20,58.95,,
1999-07-21,59.3,,
1999-07-22,60.25,,
1999-07-23,58.83,,
1999-07-26,57.41,,
1999-07-27,59.45,,
1999-07-28,60.34,,
1999-07-29,57.76,,
1999-07-30,58.83,,
1999-08-02,59.93,,
1999-08-03,59.15,,
1999-08-04,56.28,,
1999-08-05,58.98,,
1999-08-06,58.83,,
1999-08-09,59.66,,
1999-08-10,59.42,,
1999-08-11,60.25,,
1999-08-12,60.55,,
1999-08-13,60.99,,
1999-08-16,61.2,,
1999-08-17,61.17,,
1999-08-18,60.31,,
1999-08-19,60.28,,
1999-08-20,60.31,,
1999-08-23,60.96,,
1999-08-24,59.69,,
1999-08-25,56.84,,
1999-08-26,56.04,,
1999-08-27,56.84,,
1999-08-30,55.89,,
1999-08-31,53.91,,
1999-09-01,54.08,,
1999-09-02,54.68,,
1999-09-03,54.74,,
1999-09-07,54.44,,
1999-09-08,54.2,,
1999-09-09,54.23,,
1999-09-10,53.67,,
1999-09-13,55.21,,
1999-09-14,54.11,,
1999-09-15,54.74,,
1999-09-16,54.17,,
1999-09-17,54.86,,
1999-09-20,54.56,,
1999-09-21,53.85,,
1999-09-22,51.95,,
1999-09-23,52.57,,
1999-09-24,50.7,,
1999-09-27,51.56,,
1999-09-28,51.56,,
1999-09-29,52.25,,
1999-09-30,53.91,,
1999-10-01,52.96,,
1999-10-04,53.61,,
1999-10-05,53.19,,
1999-10-06,53.49,,
1999-10-07,54.47,,
1999-10-08,54.91,,
1999-10-11,54.38,,
1999-10-12,52.96,,
1999-10-13,53.88,,
1999-10-14,53.64,,
1999-10-15,49.87,,
1999-10-18,50.76,,
1999-10-19,52.33,,
1999-10-20,52.63,,
1999-10-21,55.18,,
1999-10-22,55.27,,
1999-10-25,55.06,,
1999-10-26,54.74,,
1999-10-27,54.91,,
1999-10-28,55.3,,
1999-10-29,56.1,,
1999-11-01,55.45,,
1999-11-02,57.58,,
1999-11-03,58.15,,
1999-11-04,58.24,,
1999-11-05,56.1,,
1999-11-08,55.33,,
1999-11-09,57.23,,
1999-11-10,57.82,,
1999-11-11,56.52,,
1999-11-12,56.25,,
1999-11-15,57.94,,
1999-11-16,59.93,,
1999-11-17,58.12,,
1999-11-18,58.18,,
1999-11-19,58.38,,
1999-11-22,57.88,,
1999-11-23,58.71,,
1999-11-24,58.89,,
1999-11-26,57.76,,
1999-11-29,55.63,,
1999-11-30,55.57,,
1999-12-01,56.49,,
1999-12-02,56.76,,
1999-12-03,57.41,,
1999-12-06,57.26,,
1999-12-07,55.98,,
1999-12-08,56.66,,
1999-12-09,56.96,,
1999-12-10,57.46,,
1999-12-13,57.92,,
1999-12-14,58.5,,
1999-12-15,60.7,,
1999-12-16,57.82,,
1999-12-17,58.71,,
1999-12-20,57.97,,
1999-12-21,58.92,,
1999-12-22,59.51,,
1999-12-23,59.12,,
1999-12-27,61.38,,
1999-12-28,62.42,,
1999-12-29,63.69,,
1999-12-30,62.27,,
1999-12-31,63.39,,
2000-01-03,62.92,,
2000-01-04,61.2,,
2000-01-05,63.19,,
2000-01-06,64.97,,
2000-01-07,66.42,,
2000-01-10,64.73,,
2000-01-11,64.11,,
2000-01-12,65.35,,
2000-01-13,65.47,,
2000-01-14,65.94,,
2000-01-18,61.82,,
2000-01-19,61.29,,
2000-01-20,59.68,,
2000-01-21,57.94,,
2000-01-24,59.93,,
2000-01-25,57.91,,
2000-01-26,57.52,,
2000-01-27,56.49,,
2000-01-28,54.44,,
2000-01-31,55.27,,
2000-02-01,56.87,,
2000-02-02,54.62,,
2000-02-03,54.56,,
2000-02-04,53.22,,
2000-02-07,52.9,,
2000-02-08,52.93,,
2000-02-09,51.39,,
2000-02-10,50.26,,
2000-02-11,50.17,,
2000-02-14,50.2,,
2000-02-15,51.68,,
2000-02-16,50.88,,
2000-02-17,51.09,,
2000-02-18,49.7,,
2000-02-22,54.14,,
2000-02-23,52.54,,
2000-02-24,51.09,,
2000-02-25,50.2,,
2000-02-28,51.03,,
2000-02-29,51.47,,
2000-03-01,49.04,,
2000-03-02,47.21,,
2000-03-03,52.07,,
2000-03-06,49.43,,
2000-03-07,45.54,,
2000-03-08,46.55,,
2000-03-09,45.49,,
2000-03-10,46.49,,
2000-03-13,47.32,,
2000-03-14,46.14,,
2000-03-15,50.53,,
2000-03-16,53.11,,
2000-03-17,50.53,,
2000-03-20,51.24,,
2000-03-21,51.92,,
2000-03-22,49.67,,
2000-03-23,50.29,,
2000-03-24,51.42,,
2000-03-27,51.74,,
2000-03-28,51.47,,
2000-03-29,51.89,,
2000-03-30,55.27,,
2000-03-31,54.08,,
2000-04-03,56.87,,
2000-04-04,56.37,,
2000-04-05,54.88,,
2000-04-06,55.98,,
2000-04-07,54.8,,
2000-04-10,54.94,,
2000-04-11,55.83,,
2000-04-12,56.84,,
2000-04-13,54.71,,
2000-04-14,50.82,,
2000-04-17,51.09,,
2000-04-18,49.34,,
2000-04-19,48.39,,
2000-04-20,49.99,,
2000-04-24,51.71,,
2000-04-25,51.24,,
2000-04-26,50.08,,
2000-04-27,51.71,,
2000-04-28,53.61,,
2000-05-01,55.03,,
2000-05-02,56.84,,
2000-05-03,54.2,,
2000-05-04,55.13,,
2000-05-05,56.09,,
2000-05-08,54.83,,
2000-05-09,55.43,,
2000-05-10,54.35,,
2000-05-11,55.72,,
2000-05-12,54.66,,
2000-05-15,56.31,,
2000-05-16,54.38,,
2000-05-17,53.19,,
2000-05-18,53.55,,
2000-05-19,53.52,,
2000-05-22,54.11,,
2000-05-23,54.47,,
2000-05-24,53.25,,
2000-05-25,49.93,,
2000-05-26,48.9,,
2000-05-30,50.62,,
2000-05-31,50.79,,
2000-06-01,50.38,,
2000-06-02,51.21,,
2000-06-05,51.3,,
2000-06-06,50.2,,
2000-06-07,49.64,,
2000-06-08,49.1,,
2000-06-09,49.19,,
2000-06-12,49.9,,
2000-06-13,49.25,,
2000-06-14,51.0,,
2000-06-15,51.47,,
2000-06-16,51.27,,
2000-06-19,48.39,,
2000-06-20,47.32,,
2000-06-21,48.04,,
2000-06-22,47.06,,
2000-06-23,46.17,,
2000-06-26,43.77,,
2000-06-27,45.9,,
2000-06-28,44.88,,
2000-06-29,44.57,,
2000-06-30,42.96,,
2000-07-03,45.54,,
2000-07-05,46.79,,
2000-07-06,44.12,,
2000-07-07,42.7,,
2000-07-10,44.08,,
2000-07-11,47.55,,
2000-07-12,46.57,,
2000-07-13,47.64,,
2000-07-14,45.19,,
2000-07-17,44.08,,
2000-07-18,43.9,,
2000-07-19,43.81,,
2000-07-20,42.34,,
2000-07-21,42.7,,
2000-07-24,42.03,,
2000-07-25,41.99,,
2000-07-26,40.03,,
2000-07-27,40.03,,
2000-07-28,40.65,,
2000-07-31,40.92,,
2000-08-01,40.21,,
2000-08-02,39.94,,
2000-08-03,39.67,,
2000-08-04,39.58,,
2000-08-07,40.74,,
2000-08-08,40.92,,
2000-08-09,41.72,,
2000-08-10,40.56,,
2000-08-11,41.54,,
2000-08-14,40.65,,
2000-08-15,40.74,,
2000-08-16,39.85,,
2000-08-17,40.21,,
2000-08-18,39.5,,
2000-08-21,38.61,,
2000-08-22,38.61,,
2000-08-23,37.72,,
2000-08-24,37.72,,
2000-08-25,37.72,,
2000-08-28,38.16,,
2000-08-29,37.72,,
2000-08-30,37.27,,
2000-08-31,37.29,,
2000-09-01,37.18,,
2000-09-05,38.7,,
2000-09-06,39.05,,
2000-09-07,36.38,,
2000-09-08,35.94,,
2000-09-11,36.56,,
2000-09-12,36.12,,
2000-09-13,35.94,,
2000-09-14,35.76,,
2000-09-15,34.87,,
2000-09-18,34.78,,
2000-09-19,34.34,,
2000-09-20,34.16,,
2000-09-21,35.05,,
2000-09-22,35.49,,
2000-09-25,35.23,,
2000-09-26,35.18,,
2000-09-27,34.6,,
2000-09-28,34.51,,
2000-09-29,35.49,,
2000-10-02,35.49,,
2000-10-03,38.34,,
2000-10-04,38.78,,
2000-10-05,38.16,,
2000-10-06,37.54,,
2000-10-09,37.72,,
2000-10-10,36.92,,
2000-10-11,35.94,,
2000-10-12,34.96,,
2000-10-13,34.25,,
2000-10-16,33.71,,
2000-10-17,33.27,,
2000-10-18,33.27,,
2000-10-19,33.45,,
2000-10-20,34.25,,
2000-10-23,34.78,,
2000-10-24,37.89,,
2000-10-25,36.92,,
2000-10-26,37.98,,
2000-10-27,39.05,,
2000-10-30,43.5,,
2000-10-31,43.59,,
2000-11-01,43.5,,
2000-11-02,43.41,,
2000-11-03,44.74,,
2000-11-06,44.48,,
2000-11-07,44.83,,
2000-11-08,45.9,,
2000-11-09,44.57,,
2000-11-10,43.94,,
2000-11-13,44.57,,
2000-11-14,44.66,,
2000-11-15,45.37,,
2000-11-16,44.12,,
2000-11-17,45.01,,
2000-11-20,44.74,,
2000-11-21,44.12,,
2000-11-22,44.03,,
2000-11-24,44.03,,
2000-11-27,42.96,,
2000-11-28,42.34,,
2000-11-29,44.48,,
2000-11-30,43.5,,
2000-12-01,46.52,,
2000-12-04,50.97,,
2000-12-05,51.95,,
2000-12-06,49.81,,
2000-12-07,47.15,,
2000-12-08,48.12,,
2000-12-11,47.5,,
2000-12-12,47.5,,
2000-12-13,46.43,,
2000-12-14,45.9,,
2000-12-15,43.59,,
2000-12-18,45.28,,
2000-12-19,48.21,,
2000-12-20,47.15,,
2000-12-21,49.9,,
2000-12-22,53.02,,
2000-12-26,52.75,,
2000-12-27,54.35,,
2000-12-28,53.82,,
2000-12-29,52.13,,
2001-01-02,49.55,,
2001-01-03,50.08,,
2001-01-04,52.39,,
2001-01-05,49.46,,
2001-01-08,49.99,,
2001-01-09,46.79,,
2001-01-10,45.72,,
2001-01-11,44.66,,
2001-01-12,44.39,,
2001-01-16,45.81,,
2001-01-17,45.46,,
2001-01-18,45.63,,
2001-01-19,44.39,,
2001-01-22,44.03,,
2001-01-23,45.01,,
2001-01-24,45.54,,
2001-01-25,46.08,,
2001-01-26,46.35,,
2001-01-29,45.74,,
2001-01-30,47.39,,
2001-01-31,48.82,,
2001-02-01,48.55,,
2001-02-02,48.09,,
2001-02-05,47.52,,
2001-02-06,46.4,,
2001-02-07,47.89,,
2001-02-08,45.7,,
2001-02-09,45.84,,
2001-02-12,44.83,,
2001-02-13,44.75,,
2001-02-14,44.69,,
2001-02-15,46.31,,
2001-02-16,44.85,,
2001-02-20,44.11,,
2001-02-21,44.02,,
2001-02-22,43.22,,
2001-02-23,41.92,,
2001-02-26,44.75,,
2001-02-27,45.9,,
2001-02-28,46.7,,
2001-03-01,47.37,,
2001-03-02,48.56,,
2001-03-05,48.32,,
2001-03-06,47.68,,
2001-03-07,49.25,,
2001-03-08,51.1,,
2001-03-09,50.74,,
2001-03-12,48.19,,
2001-03-13,46.47,,
2001-03-14,45.33,,
2001-03-15,44.55,,
2001-03-16,45.17,,
2001-03-19,46.63,,
2001-03-20,44.75,,
2001-03-21,43.77,,
2001-03-22,42.85,,
2001-03-23,44.22,,
2001-03-26,44.9,,
2001-03-27,45.76,,
2001-03-28,45.9,,
2001-03-29,45.02,,
2001-03-30,44.93,,
2001-04-02,45.63,,
2001-04-03,44.58,,
2001-04-04,45.5,,
2001-04-05,47.78,,
2001-04-06,46.83,,
2001-04-09,47.04,,
2001-04-10,48.72,,
2001-04-11,47.42,,
2001-04-12,47.58,,
2001-04-16,47.88,,
2001-04-17,48.26,,
2001-04-18,50.77,,
2001-04-19,49.46,,
2001-04-20,49.1,,
2001-04-23,48.63,,
2001-04-24,48.09,,
2001-04-25,47.07,,
2001-04-26,48.68,,
2001-04-27,48.79,,
2001-04-30,47.61,,
2001-05-01,48.39,,
2001-05-02,50.23,,
2001-05-03,50.38,,
2001-05-04,52.11,,
2001-05-07,51.52,,
2001-05-08,53.02,,
2001-05-09,53.12,,
2001-05-10,53.83,,
2001-05-11,53.16,,
2001-05-14,53.43,,
2001-05-15,53.34,,
2001-05-16,56.33,,
2001-05-17,55.88,,
2001-05-18,54.94,,
2001-05-21,54.95,,
2001-05-22,54.06,,
2001-05-23,53.2,,
2001-05-24,51.52,,
2001-05-25,51.15,,
2001-05-29,51.55,,
2001-05-30,50.37,,
2001-05-31,50.97,,
2001-06-01,50.74,,
2001-06-04,51.91,,
2001-06-05,51.52,,
2001-06-06,51.54,,
2001-06-07,52.39,,
2001-06-08,51.62,,
2001-06-11,50.75,,
2001-06-12,50.53,,
2001-06-13,50.82,,
2001-06-14,48.9,,
2001-06-15,48.58,,
2001-06-18,48.59,,
2001-06-19,49.1,,
2001-06-20,49.63,,
2001-06-21,48.45,,
2001-06-22,47.0,,
2001-06-25,46.71,,
2001-06-26,47.68,,
2001-06-27,48.38,,
2001-06-28,48.45,,
2001-06-29,47.32,,
2001-07-02,48.9,,
2001-07-03,48.39,,
2001-07-05,48.92,,
2001-07-06,48.21,,
2001-07-09,48.53,,
2001-07-10,48.32,,
2001-07-11,48.01,,
2001-07-12,49.06,,
2001-07-13,49.06,,
2001-07-16,48.59,,
2001-07-17,48.13,,
2001-07-18,49.79,,
2001-07-19,51.39,,
2001-07-20,50.94,,
2001-07-23,49.33,,
2001-07-24,48.22,,
2001-07-25,49.37,,
2001-07-26,50.3,,
2001-07-27,49.53,,
2001-07-30,50.38,,
2001-07-31,51.81,,
2001-08-01,51.15,,
2001-08-02,52.11,,
2001-08-03,52.09,,
2001-08-06,51.02,,
2001-08-07,49.86,,
2001-08-08,49.13,,
2001-08-09,49.27,,
2001-08-10,50.31,,
2001-08-13,50.51,,
2001-08-14,50.01,,
2001-08-15,50.53,,
2001-08-16,49.46,,
2001-08-17,49.19,,
2001-08-20,49.02,,
2001-08-21,49.56,,
2001-08-22,48.95,,
2001-08-23,49.46,,
2001-08-24,51.32,,
2001-08-27,51.25,,
2001-08-28,50.38,,
2001-08-29,49.97,,
2001-08-30,49.59,,
2001-08-31,49.9,,
2001-09-04,51.29,,
2001-09-05,50.45,,
2001-09-06,49.83,,
2001-09-07,49.49,,
2001-09-10,48.56,,
2001-09-17,43.55,,
2001-09-18,43.89,,
2001-09-19,43.47,,
2001-09-20,42.1,,
2001-09-21,42.36,,
2001-09-24,45.54,,
2001-09-25,45.69,,
2001-09-26,44.32,,
2001-09-27,45.07,,
2001-09-28,46.63,,
2001-10-01,46.38,,
2001-10-02,47.01,,
2001-10-03,46.9,,
2001-10-04,46.97,,
2001-10-05,47.42,,
2001-10-08,46.9,,
2001-10-09,47.0,,
2001-10-10,47.95,,
2001-10-11,49.64,,
2001-10-12,49.1,,
2001-10-15,48.85,,
2001-10-16,48.86,,
2001-10-17,48.21,,
2001-10-18,48.65,,
2001-10-19,48.25,,
2001-10-22,49.39,,
2001-10-23,49.54,,
2001-10-24,49.81,,
2001-10-25,49.6,,
2001-10-26,49.84,,
2001-10-29,49.06,,
2001-10-30,48.49,,
2001-10-31,47.32,,
2001-11-01,49.02,,
2001-11-02,49.87,,
2001-11-05,49.6,,
2001-11-06,50.81,,
2001-11-07,51.14,,
2001-11-08,50.78,,
2001-11-09,50.97,,
2001-11-12,50.23,,
2001-11-13,51.29,,
2001-11-14,52.02,,
2001-11-15,53.37,,
2001-11-16,53.1,,
2001-11-19,54.37,,
2001-11-20,53.84,,
2001-11-21,53.42,,
2001-11-23,54.01,,
2001-11-26,53.7,,
2001-11-27,53.43,,
2001-11-28,52.95,,
2001-11-29,52.48,,
2001-11-30,53.37,,
2001-12-03,52.62,,
2001-12-04,52.8,,
2001-12-05,54.5,,
2001-12-06,53.93,,
2001-12-07,52.96,,
2001-12-10,52.02,,
2001-12-11,52.38,,
2001-12-12,51.79,,
2001-12-13,50.17,,
2001-12-14,49.53,,
2001-12-17,49.67,,
2001-12-18,52.65,,
2001-12-19,51.57,,
2001-12-20,51.1,,
2001-12-21,49.1,,
2001-12-24,48.89,,
2001-12-26,48.65,,
2001-12-27,48.39,,
2001-12-28,48.04,,
2001-12-31,48.08,,
2002-01-02,48.66,,
2002-01-03,50.44,,
2002-01-04,52.31,,
2002-01-07,50.71,,
2002-01-08,49.34,,
2002-01-09,48.39,,
2002-01-10,44.21,,
2002-01-11,43.05,,
2002-01-14,38.5,,
2002-01-15,37.65,,
2002-01-16,35.78,,
2002-01-17,37.35,,
2002-01-18,38.19,,
2002-01-22,37.57,,
2002-01-23,37.73,,
2002-01-24,39.85,,
2002-01-25,41.13,,
2002-01-28,39.92,,
2002-01-29,39.92,,
2002-01-30,40.48,,
2002-01-31,42.04,,
2002-02-01,42.07,,
2002-02-04,42.03,,
2002-02-05,40.93,,
2002-02-06,41.56,,
2002-02-07,41.77,,
2002-02-08,42.58,,
2002-02-11,43.3,,
2002-02-12,42.6,,
2002-02-13,42.7,,
2002-02-14,42.44,,
2002-02-15,43.51,,
2002-02-19,42.37,,
2002-02-20,42.34,,
2002-02-21,42.19,,
2002-02-22,43.25,,
2002-02-25,43.14,,
2002-02-26,43.25,,
2002-02-27,43.31,,
2002-02-28,44.52,,
2002-03-01,45.83,,
2002-03-04,47.54,,
2002-03-05,45.27,,
2002-03-06,46.06,,
2002-03-07,46.11,,
2002-03-08,46.1,,
2002-03-11,46.47,,
2002-03-12,46.11,,
2002-03-13,45.67,,
2002-03-14,46.26,,
2002-03-15,46.83,,
2002-03-18,46.81,,
2002-03-19,48.39,,
2002-03-20,47.96,,
2002-03-21,47.12,,
2002-03-22,46.43,,
2002-03-25,45.84,,
2002-03-26,46.54,,
2002-03-27,47.22,,
2002-03-28,46.57,,
2002-04-01,46.36,,
2002-04-02,45.53,,
2002-04-03,44.58,,
2002-04-04,44.22,,
2002-04-05,45.52,,
2002-04-08,45.49,,
2002-04-09,46.4,,
2002-04-10,47.68,,
2002-04-11,46.9,,
2002-04-12,47.0,,
2002-04-15,46.26,,
2002-04-16,47.44,,
2002-04-17,47.31,,
2002-04-18,46.16,,
2002-04-19,46.61,,
2002-04-22,45.19,,
2002-04-23,45.22,,
2002-04-24,44.12,,
2002-04-25,43.69,,
2002-04-26,44.41,,
2002-04-29,42.7,,
2002-04-30,45.26,,
2002-05-01,44.82,,
2002-05-02,45.53,,
2002-05-03,44.96,,
2002-05-06,44.69,,
2002-05-07,45.76,,
2002-05-08,46.37,,
2002-05-09,47.88,,
2002-05-10,47.42,,
2002-05-13,47.67,,
2002-05-14,48.85,,
2002-05-15,48.06,,
2002-05-16,47.84,,
2002-05-17,48.73,,
2002-05-20,47.81,,
2002-05-21,47.64,,
2002-05-22,48.22,,
2002-05-23,48.89,,
2002-05-24,48.33,,
2002-05-28,48.11,,
2002-05-29,46.47,,
2002-05-30,46.41,,
2002-05-31,47.45,,
2002-06-03,45.99,,
2002-06-04,46.26,,
2002-06-05,47.22,,
2002-06-06,45.8,,
2002-06-07,46.88,,
2002-06-10,46.47,,
2002-06-11,45.93,,
2002-06-12,47.24,,
2002-06-13,45.47,,
2002-06-14,45.3,,
2002-06-17,46.97,,
2002-06-18,46.47,,
2002-06-19,46.46,,
2002-06-20,47.04,,
2002-06-21,45.33,,
2002-06-24,45.76,,
2002-06-25,46.67,,
2002-06-26,45.76,,
2002-06-27,48.39,,
2002-06-28,48.93,,
