date,IR,dcf,Deviation
2016-08-18,67.27,70.99317521040551,-0.05244412859927705
2016-08-19,67.44,70.7631752104055,-0.04696192900508578
2016-08-22,67.21,71.44317521040551,-0.05925233863050605
2016-08-23,67.89,71.10317521040551,-0.045190319572891324
2016-08-24,67.55,71.3431752104055,-0.05316801781275737
2016-08-25,67.79,71.19317521040551,-0.04780198664194579
2016-08-26,67.64,72.19317521040551,-0.06306933026751316
2016-08-29,68.64,71.7631752104055,-0.04352058282327298
2016-08-30,68.21,71.54317521040551,-0.04658970196112744
2016-08-31,67.99,71.71317521040551,-0.051917589752256355
2016-09-01,68.16,72.08317521040551,-0.05442567144072186
2016-09-02,68.53,70.38317521040551,-0.026329804031511417
2016-09-06,66.83,70.65317521040551,-0.05411186686260139
2016-09-07,67.1,70.96317521040551,-0.05443915381394948
2016-09-08,67.41,66.65317521040551,0.011354669709363385
2016-09-09,63.1,68.86317521040552,-0.08369023346362736
2016-09-12,65.31,67.33317521040551,-0.03004722715189667
2016-09-13,63.78,67.2831752104055,-0.05206613985517927
2016-09-14,63.73,67.38317521040551,-0.05421494607516475
2016-09-15,63.83,66.86317521040552,-0.04536391221117897
2016-09-16,63.31,67.57317521040551,-0.06308975709859832
2016-09-19,64.02,67.61317521040552,-0.05314312187268111
2016-09-20,64.06,69.07317521040551,-0.07257774374979509
2016-09-21,65.52,69.60317521040551,-0.058663634210111226
2016-09-22,66.05,68.2031752104055,-0.031570014207740416
2016-09-23,64.65,68.94317521040551,-0.062271213899030675
2016-09-26,65.39,70.24317521040551,-0.0690910568303379
2016-09-27,66.69,71.04317521040551,-0.06127506544453987
2016-09-28,67.49,70.65317521040551,-0.044770460789420485
2016-09-29,67.1,71.49317521040551,-0.06144887532937704
2016-09-30,67.94,73.49592960979342,-0.07559506545860584
2016-10-03,67.74,72.74592960979342,-0.06881387916334358
2016-10-04,66.99,73.31592960979341,-0.0862831535174099
2016-10-05,67.56,74.53592960979341,-0.09359150206234002
2016-10-06,68.78,73.20592960979342,-0.060458621772645604
2016-10-07,67.45,72.97592960979343,-0.07572263401563906
2016-10-10,67.22,70.53592960979341,-0.04701050412374552
2016-10-11,64.78,71.67592960979341,-0.09620983846788067
2016-10-12,65.92,71.14592960979343,-0.07345366964006983
2016-10-13,65.39,71.54592960979342,-0.0860416468605193
2016-10-14,65.79,71.02592960979342,-0.0737185650164508
2016-10-17,65.27,70.71592960979342,-0.07701135571353956
2016-10-18,64.96,71.18592960979342,-0.08746011527728781
2016-10-19,65.43,71.56592960979341,-0.08573813884971515
2016-10-20,65.81,71.51592960979342,-0.07978543578928798
2016-10-21,65.76,71.54592960979342,-0.0808701437153655
2016-10-24,65.79,70.35592960979342,-0.06489758056096873
2016-10-25,64.6,72.08592960979342,-0.10384730626788519
2016-10-26,66.33,72.79592960979342,-0.08882268066982058
2016-10-27,67.04,72.70592960979342,-0.07792940190988518
2016-10-28,66.95,73.04592960979342,-0.0834533784751248
2016-10-31,67.29,73.07592960979342,-0.07917695526678592
2016-11-01,67.32,73.04592960979342,-0.07838807227700384
2016-11-02,67.29,72.74592960979342,-0.07499979227784737
2016-11-03,66.99,74.50592960979343,-0.10087693220064864
2016-11-04,68.75,76.47592960979343,-0.10102433078242767
2016-11-07,70.72,77.62592960979342,-0.0889642113725122
2016-11-08,71.87,80.01592960979342,-0.10180384892755656
2016-11-09,74.26,81.47592960979343,-0.08856517065042557
2016-11-10,75.72,81.58592960979342,-0.07189878987527387
2016-11-11,75.83,80.82592960979342,-0.06181097617945719
2016-11-14,75.07,81.67592960979341,-0.08087976030824795
2016-11-15,75.92,80.98592960979342,-0.06255320688670352
2016-11-16,75.23,80.43592960979342,-0.06472144519306422
2016-11-17,74.68,80.21592960979342,-0.06901284616064018
2016-11-18,74.46,80.86592960979343,-0.07921666937737926
2016-11-21,75.11,81.37592960979342,-0.07699979145970115
2016-11-22,75.62,81.33592960979342,-0.0702755797740976
2016-11-23,75.58,81.87592960979342,-0.07689597711804597
2016-11-25,76.12,80.48592960979342,-0.05424463171339422
2016-11-28,74.73,80.81592960979341,-0.07530606452438693
2016-11-29,75.06,80.29592960979342,-0.0652079082369178
2016-11-30,74.54,80.34592960979342,-0.07226165205867152
2016-12-01,74.59,80.25592960979343,-0.07059826778334422
2016-12-02,74.5,80.64592960979343,-0.0762088011078873
2016-12-05,74.89,81.66592960979342,-0.08297131548210346
2016-12-06,75.91,83.75592960979343,-0.09367610921813496
2016-12-07,78.0,84.50592960979343,-0.07698784735976028
2016-12-08,78.75,84.20592960979342,-0.06479270088313205
2016-12-09,78.45,83.50592960979343,-0.06054575565374554
2016-12-12,77.75,83.59592960979342,-0.06993079252878542
2016-12-13,77.84,83.43592960979342,-0.06706858347433797
2016-12-14,77.68,82.98592960979342,-0.06393770166511747
2016-12-15,77.23,82.89592960979343,-0.0683499133970028
2016-12-16,77.14,82.71592960979342,-0.06741058990810445
2016-12-19,76.96,83.04592960979342,-0.07328390010671548
2016-12-20,77.29,82.48592960979342,-0.06299170821463962
2016-12-21,76.73,82.16592960979342,-0.06615795178863904
2016-12-22,76.41,82.61592960979343,-0.07511783307535125
2016-12-23,76.86,82.77592960979342,-0.07146920170732207
2016-12-27,77.02,81.66592960979342,-0.056889447435326645
2016-12-28,75.91,81.32592960979342,-0.06659536061597293
2016-12-29,75.57,80.79592960979342,-0.06468060501354733
2016-12-30,75.04,82.48215896064195,-0.0902274995516682
2017-01-03,75.93,82.67215896064195,-0.0815529562237719
2017-01-04,76.12,81.78215896064195,-0.06923464766156251
2017-01-05,75.23,81.61215896064196,-0.07820107986261948
2017-01-06,75.06,81.45215896064195,-0.07847746508144338
2017-01-09,74.9,82.56215896064195,-0.09280473109108689
2017-01-10,76.01,83.71215896064196,-0.09200764926231553
2017-01-11,77.16,83.19215896064196,-0.07250874404516616
2017-01-12,76.64,83.82215896064196,-0.08568329722948653
2017-01-13,77.27,83.14215896064195,-0.07062793454066707
2017-01-17,76.59,83.69215896064196,-0.08486050603595852
2017-01-18,77.14,84.80215896064196,-0.09035334777500292
2017-01-19,78.25,85.19215896064196,-0.08148823841697894
2017-01-20,78.64,84.97215896064196,-0.07452039630504081
2017-01-23,78.42,86.14215896064195,-0.08964436292071776
2017-01-24,79.59,86.95215896064195,-0.08466907606025464
2017-01-25,80.4,86.72215896064196,-0.07290130961235886
2017-01-26,80.17,86.55215896064196,-0.0737377211300313
2017-01-27,80.0,86.10215896064196,-0.07087114927549387
2017-01-30,79.55,85.90215896064196,-0.0739464413642077
2017-01-31,79.35,84.55215896064196,-0.061526033451889894
2017-02-01,78.0,84.55215896064196,-0.07749250925327544
2017-02-02,78.0,85.57215896064196,-0.08848858148039362
2017-02-03,79.02,86.46215896064196,-0.08607417453026678
2017-02-06,79.91,86.40215896064196,-0.07513885114374608
2017-02-07,79.85,86.63215896064196,-0.07828685146497594
2017-02-08,80.08,87.37215896064195,-0.08346089930004841
2017-02-09,80.82,87.74215896064196,-0.07889205192394455
2017-02-10,81.19,88.53215896064195,-0.082932112430535
2017-02-13,81.98,88.22215896064196,-0.07075500117183409
2017-02-14,81.67,88.17215896064195,-0.07374390099197148
2017-02-15,81.62,87.65215896064196,-0.0688192855962686
2017-02-16,81.1,87.54215896064196,-0.07358921732257362
2017-02-17,80.99,88.06215896064195,-0.08030871652604787
2017-02-21,81.51,88.05215896064196,-0.07429867748689967
2017-02-22,81.5,87.79215896064196,-0.07167108128030875
2017-02-23,81.24,87.87215896064195,-0.07547508834524608
2017-02-24,81.32,87.59215896064195,-0.07160639759387877
2017-02-27,81.04,85.91215896064196,-0.056710936142042256
2017-02-28,79.36,87.55215896064196,-0.09356889719104067
2017-03-01,81.0,86.57215896064196,-0.06436432945117165
2017-03-02,80.02,86.51215896064195,-0.075043312277012
2017-03-03,79.96,85.89215896064195,-0.06906519794618537
2017-03-06,79.34,86.14215896064195,-0.07896434269484498
2017-03-07,79.59,85.72215896064196,-0.07153528370018591
2017-03-08,79.17,85.15215896064196,-0.07025258118713062
2017-03-09,78.6,86.04215896064196,-0.08649433080876323
2017-03-10,79.49,86.21215896064196,-0.07797228420773916
2017-03-13,79.66,85.56215896064195,-0.06898094943299538
2017-03-14,79.01,87.36215896064196,-0.09560385251473391
2017-03-15,80.81,87.10215896064196,-0.0722388404113512
2017-03-16,80.55,87.54215896064196,-0.07987190450472625
2017-03-17,80.99,87.81215896064195,-0.07769036818351882
2017-03-20,81.26,85.91215896064196,-0.05415018103285241
2017-03-21,79.36,86.17215896064195,-0.0790528987878013
2017-03-22,79.62,86.36215896064196,-0.0780684392537544
2017-03-23,79.81,85.73215896064195,-0.0690774504274494
2017-03-24,79.18,85.11215896064196,-0.06969813752915299
2017-03-27,78.56,86.24215896064196,-0.08907660769656567
2017-03-28,79.69,86.37215896064195,-0.07736473235185515
2017-03-29,79.82,87.45215896064195,-0.0872723904286552
2017-03-30,80.9,87.87215896064195,-0.07934434573031013
2017-03-31,81.32,86.25617669459254,-0.05722693589898009
2017-04-03,81.22,86.51617669459253,-0.061216027995416034
2017-04-04,81.48,86.90617669459253,-0.062437181118452756
2017-04-05,81.87,87.70617669459254,-0.06654236810384606
2017-04-06,82.67,87.65617669459253,-0.056883346760207565
2017-04-07,82.62,88.28617669459254,-0.06417965877255605
2017-04-10,83.25,88.68617669459253,-0.061296775858463604
2017-04-11,83.65,87.32617669459253,-0.04209707597126677
2017-04-12,82.29,86.89617669459254,-0.05300781771770602
2017-04-13,81.86,87.27617669459254,-0.06205790514341025
2017-04-17,82.24,86.96617669459253,-0.05434499795466352
2017-04-18,81.93,86.88617669459254,-0.05704217728458272
2017-04-19,81.85,87.78617669459254,-0.06762085920707606
2017-04-20,82.75,88.06617669459254,-0.06036570331682134
2017-04-21,83.03,89.22617669459254,-0.0694434853552125
2017-04-24,84.19,90.69617669459254,-0.07173595328611515
2017-04-25,85.66,93.71617669459253,-0.08596356550957529
2017-04-26,88.68,94.28617669459254,-0.05945915818340797
2017-04-27,89.25,93.78617669459254,-0.04836722056987408
2017-04-28,88.75,93.81617669459254,-0.054001099523431684
2017-05-01,88.78,94.33617669459254,-0.0588976243184024
2017-05-02,89.3,94.13617669459254,-0.051374262949754446
2017-05-03,89.1,94.85617669459253,-0.060683203721415446
2017-05-04,89.82,95.04617669459253,-0.05498565935361677
2017-05-05,90.01,94.43617669459253,-0.046869503293285875
2017-05-08,89.4,94.39617669459254,-0.05292774421105062
2017-05-09,89.36,93.55617669459254,-0.0448519471706359
2017-05-10,88.52,93.46617669459253,-0.0529194289261935
2017-05-11,88.43,26.136176694592535,2.3834328958411044
2017-05-12,21.1,27.056176694592537,-0.22014110721648783
2017-05-15,22.02,27.136176694592535,-0.1885371234191604
2017-05-16,22.1,27.136176694592535,-0.1855890294079674
2017-05-17,22.1,27.536176694592537,-0.19741944406029588
2017-05-18,22.5,27.756176694592536,-0.18936962220796594
2017-05-19,22.72,27.926176694592534,-0.18642640385501208
2017-05-22,22.89,28.486176694592537,-0.19645236195051918
2017-05-23,23.45,28.386176694592535,-0.1738936788740859
2017-05-24,23.35,27.546176694592535,-0.15233245401407258
2017-05-25,22.51,28.066176694592535,-0.19796699618380986
2017-05-26,23.03,27.986176694592537,-0.1770937398372877
2017-05-30,22.95,27.966176694592537,-0.17936583714578513
2017-05-31,22.93,27.966176694592537,-0.18008098674304374
2017-06-01,22.93,27.686176694592536,-0.17178885864444682
2017-06-02,22.65,27.666176694592536,-0.1813108023550276
2017-06-05,22.63,27.326176694592537,-0.17185633932908895
2017-06-06,22.29,26.796176694592535,-0.16816491195558814
2017-06-07,21.76,26.686176694592536,-0.18459657038809663
2017-06-08,21.65,27.526176694592536,-0.21347594908619838
2017-06-09,22.49,28.066176694592535,-0.19867959769764043
2017-06-12,23.03,28.526176694592536,-0.19267134020222199
2017-06-13,23.49,28.286176694592537,-0.16955903041889087
2017-06-14,23.25,28.026176694592536,-0.1704184179897099
2017-06-15,22.99,28.956176694592536,-0.20604159028034597
2017-06-16,23.92,28.956176694592536,-0.17392409045262602
2017-06-19,23.92,27.656176694592535,-0.13509375268502133
2017-06-20,22.62,25.756176694592536,-0.12176406194833145
2017-06-21,20.72,26.096176694592536,-0.2060139597271562
2017-06-22,21.06,25.506176694592536,-0.17431764657755056
2017-06-23,20.47,25.536176694592537,-0.1983921381490651
2017-06-26,20.5,26.326176694592537,-0.22130736119344085
2017-06-27,21.29,26.306176694592537,-0.19068436864957483
2017-06-28,21.27,26.466176694592537,-0.1963327289224287
2017-06-29,21.43,26.646176694592537,-0.19575704065833532
2017-06-30,21.61,27.35761777096898,-0.2100920416056169
2017-07-03,22.34,26.83761777096898,-0.1675863263778271
2017-07-05,21.82,25.987617770968978,-0.16036936543004965
2017-07-06,20.97,25.687617770968977,-0.18365337778813506
2017-07-07,20.67,26.35761777096898,-0.21578648800474975
2017-07-10,21.34,26.747617770968976,-0.20217193984423665
2017-07-11,21.73,27.147617770968978,-0.1995614428004232
2017-07-12,22.13,27.077617770968978,-0.18271983203313857
2017-07-13,22.06,27.097617770968977,-0.18590629676554182
2017-07-14,22.08,27.987617770968978,-0.21107969314547514
2017-07-17,22.97,28.057617770968978,-0.18132750301535228
2017-07-18,23.04,28.437617770968977,-0.18980555313881553
2017-07-19,23.42,28.567617770968976,-0.18019065545605606
2017-07-20,23.55,28.027617770968977,-0.15975734390123209
2017-07-21,23.01,28.157617770968976,-0.18281439192900273
2017-07-24,23.14,28.467617770968978,-0.18714659631274222
2017-07-25,23.45,27.83761777096898,-0.1576146999023995
2017-07-26,22.82,28.247617770968976,-0.19214426557934805
2017-07-27,23.23,28.10761777096898,-0.1735336594767144
2017-07-28,23.09,27.977617770968976,-0.17469742459776616
2017-07-31,22.96,27.51761777096898,-0.16562544799125944
2017-08-01,22.5,28.03761777096898,-0.19750671459337743
2017-08-02,23.02,28.277617770968977,-0.18592859602079614
2017-08-03,23.26,29.08761777096898,-0.20034702796408632
2017-08-04,24.07,29.057617770968978,-0.17164579045265127
2017-08-07,24.04,29.147617770968978,-0.17523276897284434
2017-08-08,24.13,28.617617770968977,-0.1568131144557191
2017-08-09,23.6,27.67761777096898,-0.14732546004179548
2017-08-10,22.66,27.69761777096898,-0.18187909922885548
2017-08-11,22.68,27.60761777096898,-0.17848761207316688
2017-08-14,22.59,27.707617770968977,-0.18470074956537863
2017-08-15,22.69,27.76761777096898,-0.18286112308408475
2017-08-16,22.75,27.01761777096898,-0.15795684901407658
2017-08-17,22.0,26.987617770968978,-0.18481133878864398
2017-08-18,21.97,27.407617770968976,-0.1983980445293817
2017-08-21,22.39,27.797617770968976,-0.19453529491352795
2017-08-22,22.78,27.977617770968976,-0.18577771036540114
2017-08-23,22.96,27.717617770968978,-0.17164598380283735
2017-08-24,22.7,27.997617770968976,-0.18921673316299548
2017-08-25,22.98,27.967617770968978,-0.17833545251559602
2017-08-28,22.95,28.077617770968978,-0.18262296369995856
2017-08-29,23.06,28.317617770968976,-0.18566596291722848
2017-08-30,23.3,28.507617770968977,-0.1826746034273059
2017-08-31,23.49,28.717617770968978,-0.18203521659284871
2017-09-01,23.7,28.137617770968976,-0.1577112109166361
2017-09-05,23.12,28.367617770968977,-0.18498619846532605
2017-09-06,23.35,28.62761777096898,-0.18435406722249048
2017-09-07,23.61,28.777617770968977,-0.17957072792113116
2017-09-08,23.76,28.907617770968976,-0.1780713240279027
2017-09-11,23.89,29.547617770968976,-0.19147458231058068
2017-09-12,24.53,29.687617770968977,-0.173729593622447
2017-09-13,24.67,29.987617770968978,-0.17732711586436734
2017-09-14,24.97,30.10761777096898,-0.17064178939865793
2017-09-15,25.09,30.797617770968976,-0.18532659939526874
2017-09-18,25.78,30.83761777096898,-0.16400805693007514
2017-09-19,25.82,30.997617770968976,-0.1670327639118806
2017-09-20,25.98,30.867617770968977,-0.15834126906825263
2017-09-21,25.85,31.297617770968976,-0.17405854371517293
2017-09-22,26.28,31.417617770968977,-0.1635266495512694
2017-09-25,26.4,31.327617770968978,-0.1572930890243227
2017-09-26,26.31,32.087617770968976,-0.18005754781198602
2017-09-27,27.07,32.34761777096898,-0.16315321296103247
2017-09-28,27.33,32.53761777096898,-0.16004914089363265
2017-09-29,27.52,32.39790142472083,-0.15056226515334736
2017-10-02,27.55,32.477901424720834,-0.15173090651016996
2017-10-03,27.63,31.73790142472083,-0.12943204308780054
2017-10-04,26.89,31.63790142472083,-0.15007004924198208
2017-10-05,26.79,31.447901424720833,-0.14811485707148997
2017-10-06,26.6,31.627901424720832,-0.15897044059935472
2017-10-09,26.78,31.747901424720833,-0.1564796790269899
2017-10-10,26.9,31.70790142472083,-0.15163101967298243
2017-10-11,26.86,31.73790142472083,-0.1536932565088065
2017-10-12,26.89,31.807901424720832,-0.15461257123045158
2017-10-13,26.96,31.767901424720833,-0.15134463433519307
2017-10-16,26.92,31.837901424720833,-0.15446688395430108
2017-10-17,26.99,31.59790142472083,-0.1458293499553679
2017-10-18,26.75,31.20790142472083,-0.14284528024013743
2017-10-19,26.36,31.427901424720833,-0.16125484664828682
2017-10-20,26.58,31.267901424720833,-0.14992696059270916
2017-10-23,26.42,31.447901424720833,-0.15988034803392182
2017-10-24,26.6,31.467901424720832,-0.1546941869118943
2017-10-25,26.62,33.94790142472083,-0.21585727297371793
2017-10-26,29.1,35.26790142472083,-0.1748871119504002
2017-10-27,30.42,33.96790142472083,-0.10444864933983733
2017-10-30,29.12,33.69790142472083,-0.13585123201062232
2017-10-31,28.85,33.78790142472083,-0.14614406981512096
2017-11-01,28.94,34.15790142472083,-0.15275825525231246
2017-11-02,29.31,33.42790142472083,-0.1231875543845996
2017-11-03,28.58,32.80790142472083,-0.12886838965978786
2017-11-06,27.96,32.84790142472083,-0.148804070053689
2017-11-07,28.0,32.91790142472083,-0.1493989960437625
2017-11-08,28.07,32.98790142472083,-0.14908197285430835
2017-11-09,28.14,33.60790142472083,-0.16269690141077442
2017-11-10,28.76,34.257901424720835,-0.16048564553208433
2017-11-13,29.41,33.507901424720835,-0.12229657037541486
2017-11-14,28.66,32.38790142472083,-0.11510166638568997
2017-11-15,27.54,33.73790142472083,-0.18370737843757623
2017-11-16,28.89,34.89790142472083,-0.17215652458875297
2017-11-17,30.05,35.41790142472083,-0.15155899160570163
2017-11-20,30.57,35.577901424720835,-0.1407587638443779
2017-11-21,30.73,35.827901424720835,-0.14228858576693926
2017-11-22,30.98,35.98790142472083,-0.13915513899014964
2017-11-24,31.14,36.30790142472083,-0.14233544826146793
2017-11-27,31.46,36.077901424720835,-0.1279980609281397
2017-11-28,31.23,35.99790142472083,-0.1324494272170702
2017-11-29,31.15,37.257901424720835,-0.1639357341975307
2017-11-30,32.41,36.92790142472083,-0.12234384436740264
2017-12-01,32.08,36.297901424720834,-0.11620234942420715
2017-12-04,31.45,36.007901424720835,-0.12658059049205395
2017-12-05,31.16,36.31790142472083,-0.14202091041554388
2017-12-06,31.47,37.02790142472083,-0.1501003624528996
2017-12-07,32.18,37.17790142472083,-0.1344320478884684
2017-12-08,32.33,36.87790142472083,-0.12332321658824608
2017-12-11,32.03,36.52790142472083,-0.1231360480423549
2017-12-12,31.68,36.67790142472083,-0.13626465066379878
2017-12-13,31.83,36.53790142472083,-0.12884980365992116
2017-12-14,31.69,37.45790142472083,-0.15398357103140403
2017-12-15,32.61,38.227901424720834,-0.1469581435377435
2017-12-18,33.38,38.13790142472083,-0.1247551975064044
2017-12-19,33.29,38.85790142472083,-0.14328878350539576
2017-12-20,34.01,39.27790142472083,-0.13411870883217059
2017-12-21,34.43,39.047901424720834,-0.11826247394174394
2017-12-22,34.2,38.87790142472083,-0.12032288918111067
2017-12-26,34.03,38.95790142472083,-0.1264929897274656
2017-12-27,34.11,38.81790142472083,-0.1212817090035333
2017-12-28,33.97,38.77790142472083,-0.123985601285164
2017-12-29,33.93,39.7130995738086,-0.14562196443670794
2018-01-02,33.71,39.9130995738086,-0.15541513037186272
2018-01-03,33.91,40.0730995738086,-0.15379642801169158
2018-01-04,34.07,40.5530995738086,-0.1598669310593398
2018-01-05,34.55,40.9130995738086,-0.15552719398170656
2018-01-08,34.91,41.0930995738086,-0.15046564114013705
2018-01-09,35.09,40.4530995738086,-0.13257573907342668
2018-01-10,34.45,40.8930995738086,-0.15755957951241495
2018-01-11,34.89,40.5630995738086,-0.1398586309580665
2018-01-12,34.56,41.1030995738086,-0.15918749782018726
2018-01-16,35.1,40.9630995738086,-0.14313124824073142
2018-01-17,34.96,41.2030995738086,-0.15152014383347812
2018-01-18,35.2,41.9230995738086,-0.16036742612439958
2018-01-19,35.92,42.1930995738086,-0.1486759597463333
2018-01-22,36.19,42.6930995738086,-0.15232202952530838
2018-01-23,36.69,42.2730995738086,-0.13207216007571299
2018-01-24,36.27,41.9430995738086,-0.13525704183653542
2018-01-25,35.94,42.2830995738086,-0.15001500925295708
2018-01-26,36.28,42.2430995738086,-0.141161506470179
2018-01-29,36.24,41.473099573808604,-0.12618057554380258
2018-01-30,35.47,40.5830995738086,-0.12599085894140227
2018-01-31,34.58,41.043099573808604,-0.1574710399780087
2018-02-01,35.04,40.1730995738086,-0.12777454635726426
2018-02-02,34.17,39.5130995738086,-0.13522349882544504
2018-02-05,33.51,39.3930995738086,-0.14934340372952304
2018-02-06,33.39,38.8130995738086,-0.13972343444243118
2018-02-07,32.81,37.5730995738086,-0.1267688752814221
2018-02-08,31.57,37.753099573808605,-0.16377726977676188
2018-02-09,31.75,38.7030995738086,-0.1796522668823648
2018-02-12,32.7,39.0830995738086,-0.16332122179189212
2018-02-13,33.08,39.5130995738086,-0.16280928712747222
2018-02-14,33.51,40.5330995738086,-0.1732682584765054
2018-02-15,34.53,38.8530995738086,-0.11126781701408595
2018-02-16,32.85,37.7330995738086,-0.12941156780022578
2018-02-20,31.73,37.7830995738086,-0.16020653789888195
2018-02-21,31.78,38.0630995738086,-0.1650706233638426
2018-02-22,32.06,38.8830995738086,-0.17547725486382248
2018-02-23,32.88,39.003099573808605,-0.15699007619180072
2018-02-26,33.0,38.683099573808605,-0.1469142761676857
2018-02-27,32.68,38.0130995738086,-0.14029636187529315
2018-02-28,32.01,36.8930995738086,-0.13235807319575943
2018-03-01,30.89,37.8030995738086,-0.18287123679663175
2018-03-02,31.8,38.043099573808604,-0.16410596517500298
2018-03-05,32.04,37.8130995738086,-0.15267459263792704
2018-03-06,31.81,37.8230995738086,-0.15897955592123114
2018-03-07,31.82,38.3730995738086,-0.17077326686117877
2018-03-08,32.37,39.003099573808605,-0.1700659600464901
2018-03-09,33.0,38.6430995738086,-0.14603123548695252
2018-03-12,32.64,38.5330995738086,-0.15293603782173304
2018-03-13,32.53,38.9630995738086,-0.16510749001429537
2018-03-14,32.96,38.6630995738086,-0.1475075624219231
2018-03-15,32.66,38.9630995738086,-0.16177099981146292
2018-03-16,32.96,38.7130995738086,-0.14860860114907626
2018-03-19,32.71,38.5530995738086,-0.15155978736864428
2018-03-20,32.55,39.1330995738086,-0.16822331084181763
2018-03-21,33.13,37.2130995738086,-0.10972210379063319
2018-03-22,31.21,36.3230995738086,-0.14076716012130985
2018-03-23,30.32,36.7330995738086,-0.17458639886684824
2018-03-26,30.73,36.4030995738086,-0.15584111353776864
2018-03-27,30.4,36.0530995738086,-0.1567992666548813
2018-03-28,30.05,36.683099573808605,-0.18082167676323013
2018-03-29,30.68,33.77466403162055,-0.09162678949887593
2018-04-02,29.13,34.374664031620554,-0.15257353575284682
2018-04-03,29.73,34.43466403162056,-0.13662581482718616
2018-04-04,29.79,35.45466403162055,-0.15977204089618435
2018-04-05,30.81,34.474664031620556,-0.10630021015605218
2018-04-06,29.83,34.00466403162056,-0.12276739531196623
2018-04-09,29.36,35.53466403162055,-0.17376452542582144
2018-04-10,30.89,35.64466403162055,-0.13339062551978786
2018-04-11,31.0,36.194664031620555,-0.1435201616205739
2018-04-12,31.55,36.264664031620555,-0.13000710629801115
2018-04-13,31.62,36.68466403162056,-0.1380594361517129
2018-04-16,32.04,36.93466403162056,-0.13252222972517447
2018-04-17,32.29,37.31466403162055,-0.13465655291342404
2018-04-18,32.67,37.17466403162055,-0.12117564876413967
2018-04-19,32.53,36.81466403162055,-0.11638471093856517
2018-04-20,32.17,36.42466403162055,-0.11680722786974895
2018-04-23,31.78,35.874664031620554,-0.11413804539079297
2018-04-24,31.23,36.32466403162055,-0.14025357611527123
2018-04-25,31.68,35.50466403162056,-0.10772286221929317
2018-04-26,30.86,36.484664031620554,-0.15416515900340388
2018-04-27,31.84,36.27466403162055,-0.1222523805528527
2018-04-30,31.63,35.804664031620554,-0.11659553704885317
2018-05-01,31.16,36.044664031620556,-0.13551698046999228
2018-05-02,31.4,36.32466403162055,-0.1355735603592545
2018-05-03,31.68,36.71466403162055,-0.13712951389898165
2018-05-04,32.07,36.694664031620555,-0.1260309680894035
2018-05-07,32.05,36.154664031620555,-0.11353069214059508
2018-05-08,31.51,36.694664031620555,-0.14129204254746197
2018-05-09,32.05,38.114664031620556,-0.1591162925269186
2018-05-10,33.47,38.084664031620555,-0.12116856348763216
2018-05-11,33.44,38.10466403162055,-0.12241714105521717
2018-05-14,33.46,38.27466403162055,-0.12579245705835396
2018-05-15,33.63,38.39466403162055,-0.12409703670532268
2018-05-16,33.75,38.944664031620555,-0.13338577083121894
2018-05-17,34.3,39.10466403162055,-0.12286677690762005
2018-05-18,34.46,39.06466403162055,-0.1178728691457156
2018-05-21,34.42,39.054664031620554,-0.11867120474696957
2018-05-22,34.41,38.91466403162055,-0.11575749511701405
2018-05-23,34.27,38.50466403162056,-0.10997795041512348
2018-05-24,33.86,37.52466403162055,-0.09766014236749687
2018-05-25,32.88,37.25466403162056,-0.11742594237079906
2018-05-29,32.61,38.03466403162055,-0.1426242131943296
2018-05-30,33.39,37.514664031620555,-0.10994804666633651
2018-05-31,32.87,36.984664031620554,-0.11125324886289811
2018-06-01,32.34,37.14466403162055,-0.12935004682046458
2018-06-04,32.5,37.02466403162055,-0.12220675460434449
2018-06-05,32.38,37.46466403162055,-0.1357189277696189
2018-06-06,32.82,37.75466403162056,-0.1307034285217753
2018-06-07,33.11,36.484664031620554,-0.0924954120091609
2018-06-08,31.84,34.474664031620556,-0.07642319673381037
2018-06-11,29.83,34.09466403162055,-0.12508303433245038
2018-06-12,29.45,34.03466403162055,-0.1347057231815505
2018-06-13,29.39,34.70466403162055,-0.15313976319661782
2018-06-14,30.06,34.32466403162055,-0.12424488780696763
2018-06-15,29.68,34.624664031620554,-0.14280756708873477
2018-06-18,29.98,34.114664031620556,-0.12119902537478244
2018-06-19,29.47,32.88466403162055,-0.10383758302463275
2018-06-20,28.24,32.56466403162055,-0.13280235372369475
2018-06-21,27.92,33.474664031620556,-0.16593636388325073
2018-06-22,28.83,32.944664031620555,-0.12489622075584894
2018-06-25,28.3,33.67466403162055,-0.15960557250322482
2018-06-26,29.03,33.904664031620555,-0.1437756182180212
2018-06-27,29.26,34.014664031620555,-0.13978277213617474
2018-06-28,29.37,34.03466403162055,-0.1370562679063544
2018-06-29,29.39,32.413338632750396,-0.09327452093119526
2018-07-02,28.56,32.5833386327504,-0.12347840342875216
2018-07-03,28.73,32.6433386327504,-0.1198816909255791
2018-07-05,28.79,32.2133386327504,-0.10627084239166651
2018-07-06,28.36,33.3733386327504,-0.15021987125467384
2018-07-09,29.52,33.1233386327504,-0.10878549027626183
2018-07-10,29.27,32.6833386327504,-0.1044366571941967
2018-07-11,28.83,31.8433386327504,-0.09463010984819376
2018-07-12,27.99,32.0333386327504,-0.1262228292562847
2018-07-13,28.18,31.963338632750396,-0.11836493916420543
2018-07-16,28.11,31.9333386327504,-0.11972874733584027
2018-07-17,28.08,31.653338632750398,-0.11288978626264767
2018-07-18,27.8,32.0433386327504,-0.1324249848426664
