date,PLD,dcf,Deviation
2002-01-30,25.32,25.576342238599725,-0.010022630922292497
2002-01-31,25.61,25.436342238599725,0.006827151473718818
2002-02-01,25.47,25.616342238599724,-0.005712846792748194
2002-02-04,25.65,25.976342238599724,-0.012563055860682182
2002-02-05,26.01,25.996342238599723,0.000525372426433135
2002-02-06,26.03,25.916342238599725,0.004385563377496737
2002-02-07,25.95,25.716342238599722,0.009085964062554908
2002-02-08,25.75,25.966342238599722,-0.008331640883871727
2002-02-11,26.0,25.976342238599724,0.0009107425973593486
2002-02-12,26.01,25.996342238599723,0.000525372426433135
2002-02-13,26.03,26.276342238599725,-0.009375058231577138
2002-02-14,26.31,26.016342238599723,0.01128743459426751
2002-02-15,26.05,26.016342238599723,0.0012937161224124694
2002-02-19,26.05,26.216342238599722,-0.006344982724356019
2002-02-20,26.25,25.966342238599722,0.01092405540964525
2002-02-21,26.0,26.066342238599724,-0.0025451303444287143
2002-02-22,26.1,26.116342238599724,-0.0006257476047151211
2002-02-25,26.15,26.256342238599725,-0.004050154344933499
2002-02-26,26.29,25.946342238599723,0.013244940587002096
2002-02-27,25.98,26.016342238599723,-0.001396900389240785
2002-02-28,26.05,26.266342238599723,-0.008236481373557814
2002-03-01,26.3,26.456342238599724,-0.005909442703368906
2002-03-04,26.49,27.016342238599723,-0.01948236493124189
2002-03-05,27.05,27.336342238599723,-0.010474782474569677
2002-03-06,27.37,27.346342238599725,0.0008651161165855736
2002-03-07,27.38,27.466342238599722,-0.003143565235212975
2002-03-08,27.5,26.956342238599724,0.020168083510298862
2002-03-11,26.99,26.936342238599725,0.001992021074167294
2002-03-12,26.97,26.946342238599723,0.0008779581729791985
2002-03-13,26.98,27.116342238599724,-0.005028046828736477
2002-03-14,27.15,27.356342238599723,-0.007542756878826329
2002-03-15,27.39,27.566342238599724,-0.006397012598675533
2002-03-18,27.6,27.516342238599723,0.0030402936798381575
2002-03-19,27.55,27.476342238599724,0.0026807702699525038
2002-03-20,27.51,27.566342238599724,-0.0020438779331712897
2002-03-21,27.6,27.526342238599725,0.0026759008066457035
2002-03-22,27.56,27.246342238599723,0.011511921807835224
2002-03-25,27.28,27.466342238599722,-0.006784384938517407
2002-03-26,27.5,27.516342238599723,-0.0005939102827700049
2002-03-27,27.55,27.466342238599722,0.0030458282604048925
2002-03-28,27.5,27.541024145822117,-0.0014895650069113309
2002-04-01,27.54,27.461024145822115,0.0028759253026584553
2002-04-02,27.46,27.481024145822115,-0.0007650422964790016
2002-04-03,27.48,27.601024145822116,-0.004384770115149372
2002-04-04,27.6,27.851024145822116,-0.0090131028757795
2002-04-05,27.85,27.961024145822115,-0.003970675224308717
2002-04-08,27.96,28.751024145822118,-0.027512903255554555
2002-04-09,28.75,29.211024145822115,-0.015782539616573277
2002-04-10,29.21,29.001024145822118,0.007205809461318102
2002-04-11,29.0,29.001024145822118,-3.531412604496076e-05
2002-04-12,29.0,28.871024145822116,0.004467311361261439
2002-04-15,28.87,28.701024145822117,0.005887450333457167
2002-04-16,28.7,27.991024145822117,0.025328685741700552
2002-04-17,27.99,28.271024145822118,-0.00994035958416628
2002-04-18,28.27,28.181024145822118,0.003157296687213318
2002-04-19,28.18,27.851024145822116,0.011811984092772843
2002-04-22,27.85,27.611024145822118,0.00865508837759088
2002-04-23,27.61,28.021024145822118,-0.014668419815176525
2002-04-24,28.02,28.041024145822117,-0.000749763835756645
2002-04-25,28.04,27.921024145822116,0.004261156523360787
2002-04-26,27.92,27.931024145822118,-0.00039469178661555304
2002-04-29,27.93,28.041024145822117,-0.003959347035427663
2002-04-30,28.04,28.381024145822117,-0.012015921062958457
2002-05-01,28.38,28.711024145822115,-0.011529513685783477
2002-05-02,28.71,29.021024145822118,-0.010717200890613343
2002-05-03,29.02,28.671024145822116,0.012171726144241557
2002-05-06,28.67,28.611024145822118,0.0020612982561303284
2002-05-07,28.61,28.151024145822117,0.01630405529121748
2002-05-08,28.15,28.001024145822118,0.005320371619339737
2002-05-09,28.0,27.851024145822116,0.005349026068049767
2002-05-10,27.85,27.801024145822115,0.0017616564742721774
2002-05-13,27.8,27.851024145822116,-0.0018320384038649218
2002-05-14,27.85,28.241024145822117,-0.01384596195247978
2002-05-15,28.24,28.051024145822115,0.006736861128331606
2002-05-16,28.05,28.241024145822117,-0.006764065808511965
2002-05-17,28.24,28.101024145822116,0.00494557968623166
2002-05-20,28.1,28.001024145822118,0.0035347226466591053
2002-05-21,28.0,28.111024145822118,-0.003949487761320758
2002-05-22,28.11,28.701024145822117,-0.020592440981174853
2002-05-23,28.7,28.701024145822117,-3.568325007896611e-05
2002-05-24,28.7,28.881024145822117,-0.006267926819634728
2002-05-28,28.88,29.181024145822118,-0.010315749862576884
2002-05-29,29.18,29.241024145822117,-0.002086935995052497
2002-05-30,29.24,29.151024145822117,0.0030522376755204306
2002-05-31,29.15,29.101024145822116,0.001682959813801288
2002-06-03,29.1,29.141024145822115,-0.001407779823276889
2002-06-04,29.14,29.081024145822116,0.0020279840861916476
2002-06-05,29.08,29.201024145822117,-0.004144517165485584
2002-06-06,29.2,29.251024145822118,-0.0017443541657807815
2002-06-07,29.25,29.351024145822116,-0.0034419291579130817
2002-06-10,29.35,29.551024145822115,-0.006802611808989889
2002-06-11,29.55,29.641024145822115,-0.003070883967244531
2002-06-12,29.64,29.801024145822115,-0.005403309129048517
2002-06-13,29.8,29.681024145822118,0.004008482106053979
2002-06-14,29.68,29.591024145822118,0.003006852812508898
2002-06-17,29.59,29.551024145822115,0.0013189341251103048
2002-06-18,29.55,29.551024145822115,-3.465686390635714e-05
2002-06-19,29.55,29.901024145822117,-0.01173953588045118
2002-06-20,29.9,30.501024145822118,-0.019705048032114814
2002-06-21,30.5,30.501024145822118,-3.3577424063624406e-05
2002-06-24,30.5,30.701024145822117,-0.006547799345953509
2002-06-25,30.7,30.501024145822118,0.006523579445286698
2002-06-26,30.5,30.891024145822115,-0.012658180058267798
2002-06-27,30.89,31.001024145822118,-0.0035813057433161655
2002-06-28,31.0,30.831305238079583,0.005471541364134858
2002-07-01,30.83,29.921305238079583,0.030369489388583082
2002-07-02,29.92,29.411305238079585,0.017295892100082533
2002-07-03,29.41,29.441305238079586,-0.0010633101293041625
2002-07-05,29.44,29.401305238079583,0.0013160899357047562
2002-07-08,29.4,28.401305238079583,0.035163692427114146
2002-07-09,28.4,28.401305238079583,-4.59569751687372e-05
2002-07-10,28.4,27.951305238079584,0.0160527302070006
2002-07-11,27.95,27.921305238079583,0.0010277013082211628
2002-07-12,27.92,27.771305238079584,0.005354259032684272
2002-07-15,27.77,28.101305238079586,-0.011789674368243963
2002-07-16,28.1,28.081305238079583,0.0006657369293172621
2002-07-17,28.08,27.551305238079586,0.01918946334309002
2002-07-18,27.55,27.371305238079586,0.006528543683470778
2002-07-19,27.37,26.811305238079584,0.020838029217873144
2002-07-22,26.81,26.491305238079583,0.012030164578765712
2002-07-23,26.49,26.351305238079586,0.005263297611534989
2002-07-24,26.35,27.421305238079583,-0.03906835319391999
2002-07-25,27.42,27.641305238079585,-0.008006323730860077
2002-07-26,27.64,28.601305238079586,-0.03361053735406838
2002-07-29,28.6,29.591305238079585,-0.033499882147946636
2002-07-30,29.59,29.551305238079586,0.0013094095712073983
2002-07-31,29.55,29.241305238079583,0.010556805156509252
2002-08-01,29.24,29.101305238079586,0.004765929252510848
2002-08-02,29.1,28.851305238079586,0.008619879061560587
2002-08-05,28.85,29.151305238079583,-0.010335908996829235
2002-08-06,29.15,29.201305238079584,-0.0017569501657987985
2002-08-07,29.2,29.371305238079586,-0.005832401273658472
2002-08-08,29.37,29.051305238079586,0.01097006689746527
2002-08-09,29.05,29.371305238079586,-0.01093942660958136
2002-08-12,29.37,28.651305238079583,0.025084189217502884
2002-08-13,28.65,28.801305238079586,-0.005253416011144485
2002-08-14,28.8,29.001305238079585,-0.006941247520655169
2002-08-15,29.0,29.541305238079584,-0.018323673707613453
2002-08-16,29.54,29.051305238079586,0.016821783321454564
2002-08-19,29.05,29.301305238079586,-0.00857658851841836
2002-08-20,29.3,29.501305238079585,-0.006823604462752542
2002-08-21,29.5,29.391305238079585,0.00369819445036379
2002-08-22,29.39,29.651305238079583,-0.008812604908333133
2002-08-23,29.65,29.681305238079585,-0.0010547123122949253
2002-08-26,29.68,29.631305238079584,0.0016433552801391471
2002-08-27,29.63,29.721305238079584,-0.0030720467135676444
2002-08-28,29.72,29.691305238079586,0.0009664365271355724
2002-08-29,29.69,29.751305238079585,-0.002060589866192397
2002-08-30,29.75,29.251305238079585,0.017048632799852248
2002-09-03,29.25,29.081305238079583,0.005800797472443664
2002-09-04,29.08,28.991305238079583,0.0030593573208257396
2002-09-05,28.99,29.051305238079586,-0.0021102404032170563
2002-09-06,29.05,29.391305238079585,-0.011612455973455282
2002-09-09,29.39,29.201305238079584,0.006461860536095099
2002-09-10,29.2,29.301305238079586,-0.003457362641577144
2002-09-11,29.3,29.111305238079584,0.006481837910640609
2002-09-12,29.11,29.151305238079583,-0.0014169258543397234
2002-09-13,29.15,29.081305238079583,0.0023621622674097065
2002-09-16,29.08,29.101305238079586,-0.0007321059280773756
2002-09-17,29.1,29.401305238079583,-0.010248022515998434
2002-09-18,29.4,29.201305238079584,0.006804310982007289
2002-09-19,29.2,29.401305238079583,-0.006846812971379901
2002-09-20,29.4,29.251305238079585,0.0050833547669129064
2002-09-23,29.25,29.001305238079585,0.008575295486834555
2002-09-24,29.0,28.651305238079583,0.012170292383642423
2002-09-25,28.65,29.021305238079584,-0.01279422944741948
2002-09-26,29.02,28.751305238079585,0.009345480481510293
2002-09-27,28.75,28.901305238079583,-0.005235238922020269
2002-09-30,28.9,28.9208914457919,-0.0007223652089375365
2002-10-01,28.92,28.200891445791896,0.025499497262006177
2002-10-02,28.2,28.4008914457919,-0.007073420430317667
2002-10-03,28.4,27.940891445791898,0.01643142113410434
2002-10-04,27.94,26.750891445791897,0.04445117489328232
2002-10-07,26.75,26.1008914457919,0.024869210140052722
2002-10-08,26.1,24.990891445791895,0.04438051186024672
2002-10-09,24.99,25.910891445791897,-0.03554070872931925
2002-10-10,25.91,26.270891445791897,-0.01373731251322663
2002-10-11,26.27,26.270891445791897,-3.393283375008327e-05
2002-10-14,26.27,26.520891445791897,-0.009460143762690332
2002-10-15,26.52,26.300891445791898,0.008330841357970797
2002-10-16,26.3,26.9008914457919,-0.02233723172344515
2002-10-17,26.9,27.200891445791896,-0.011061822969719137
2002-10-18,27.2,27.1508914457919,0.0018087271390756499
2002-10-21,27.15,26.4008914457919,0.0283743659090534
2002-10-22,26.4,26.4008914457919,-3.376574589275538e-05
2002-10-23,26.4,27.090891445791897,-0.02550272098555162
2002-10-24,27.09,27.090891445791897,-3.2905738583055566e-05
2002-10-25,27.09,27.090891445791897,-3.2905738583055566e-05
2002-10-28,27.09,26.840891445791897,0.009280934454476197
2002-10-29,26.84,26.800891445791898,0.0014592258726617846
2002-10-30,26.8,26.800891445791898,-3.326179629881132e-05
2002-10-31,26.8,27.040891445791896,-0.008908413625150047
2002-11-01,27.04,27.610891445791896,-0.02067631343641041
2002-11-04,27.61,28.0108914457919,-0.014311984556711566
2002-11-05,28.01,27.500891445791897,0.018512438231743422
2002-11-06,27.5,27.480891445791897,0.0006953396779647569
2002-11-07,27.48,27.000891445791897,0.01774417541620732
2002-11-08,27.0,27.000891445791897,-3.3015420756954406e-05
2002-11-11,27.0,26.7608914457919,0.008934999594182091
2002-11-12,26.76,26.640891445791897,0.0044708922165934695
2002-11-13,26.64,27.000891445791897,-0.013365908548480188
2002-11-14,27.0,26.8508914457919,0.005553206846377057
2002-11-15,26.85,26.800891445791898,0.0018323477899020446
2002-11-18,26.8,26.6008914457919,0.007485033146872322
2002-11-19,26.6,26.5808914457919,0.0007188831212479041
2002-11-20,26.58,26.640891445791897,-0.0022856384485406833
2002-11-21,26.64,26.640891445791897,-3.346156016248436e-05
2002-11-22,26.64,26.780891445791898,-0.005260894547781558
2002-11-25,26.78,27.320891445791897,-0.01979772317697226
2002-11-26,27.32,27.6508914457919,-0.011966755084211078
2002-11-27,27.65,27.6508914457919,-3.2239314730508895e-05
2002-11-29,27.65,28.050891445791898,-0.014291575958169433
2002-12-02,28.05,27.910891445791897,0.004984024049474733
2002-12-03,27.91,27.860891445791896,0.001762633988350748
2002-12-04,27.86,28.000891445791897,-0.005031677154445413
2002-12-05,28.0,27.9008914457919,0.003552164431758653
2002-12-06,27.9,28.3508914457919,-0.0159039600801979
2002-12-09,28.35,28.2408914457919,0.0038634954005447586
2002-12-10,28.24,28.290891445791896,-0.0017988632804099014
2002-12-11,28.29,28.3508914457919,-0.002147778877017892
2002-12-12,28.35,28.000891445791897,0.01246776570967234
2002-12-13,28.0,28.1508914457919,-0.005360094762272838
2002-12-16,28.15,27.930891445791897,0.007844667422568508
2002-12-17,27.93,27.450891445791896,0.01745329674098972
2002-12-18,27.45,27.0808914457919,0.013629852434767553
2002-12-19,27.08,27.200891445791896,-0.00444439278884734
2002-12-20,27.2,27.180891445791897,0.0007030142571375908
2002-12-23,27.18,27.020891445791897,0.005888353259080992
2002-12-24,27.02,27.000891445791897,0.0007077008641165339
2002-12-26,27.0,27.000891445791897,-3.3015420756954406e-05
2002-12-27,27.0,27.160891445791897,-0.005923643784409904
2002-12-30,27.16,27.360891445791896,-0.007342284376585684
2002-12-31,27.36,27.14105349325081,0.008066986301900059
2003-01-02,27.14,27.671053493250806,-0.019191661545532868
2003-01-03,27.67,27.971053493250807,-0.010763037342281234
2003-01-06,27.97,27.64105349325081,0.01190065012643271
2003-01-07,27.64,27.511053493250806,0.004687079932465199
2003-01-08,27.51,27.351053493250806,0.005811348611797218
2003-01-09,27.35,27.171053493250806,0.006585924494743933
2003-01-10,27.17,27.191053493250806,-0.0007742801600544302
2003-01-13,27.19,27.111053493250807,0.002911967503175239
2003-01-14,27.11,26.701053493250807,0.01531574425902571
2003-01-15,26.7,26.101053493250806,0.022947215785909414
2003-01-16,26.1,26.001053493250808,0.003805480680806994
2003-01-17,26.0,26.101053493250806,-0.0038716250773914718
2003-01-21,26.1,26.081053493250806,0.000726447141182307
2003-01-22,26.08,26.251053493250808,-0.006516062042797199
2003-01-23,26.25,26.851053493250806,-0.022384726670105715
2003-01-24,26.85,26.851053493250806,-3.9234708279489716e-05
2003-01-27,26.85,26.851053493250806,-3.9234708279489716e-05
2003-01-28,26.85,27.111053493250807,-0.00962904275615084
2003-01-29,27.11,27.001053493250808,0.004034898370777418
2003-01-30,27.0,27.651053493250807,-0.023545341352354532
2003-01-31,27.65,27.361053493250807,0.010560503703575197
2003-02-03,27.36,27.171053493250806,0.006953963223992332
2003-02-04,27.17,27.261053493250806,-0.0033400577594460135
2003-02-05,27.26,27.451053493250807,-0.0069597872918713
2003-02-06,27.45,27.281053493250806,0.006192814613665387
2003-02-07,27.28,27.501053493250808,-0.008038000918948685
2003-02-10,27.5,27.181053493250808,0.011734148083273777
2003-02-11,27.18,27.101053493250806,0.0029130419881593372
2003-02-12,27.1,27.121053493250805,-0.00077627859316165
2003-02-13,27.12,26.911053493250808,0.0077643376838292255
2003-02-14,26.91,27.201053493250807,-0.010700081646581205
2003-02-18,27.2,27.451053493250807,-0.009145495757112987
2003-02-19,27.45,27.611053493250807,-0.005832935468767064
2003-02-20,27.61,27.951053493250807,-0.012201811761161752
2003-02-21,27.95,27.48105349325081,0.017064356971044026
2003-02-24,27.48,28.001053493250808,-0.018608353195582406
2003-02-25,28.0,27.671053493250806,0.011887747852803221
2003-02-26,27.67,27.941053493250806,-0.009700904560247747
2003-02-27,27.94,28.001053493250808,-0.002180399864795235
2003-02-28,28.0,27.98105349325081,0.0006771191354093542
2003-03-03,27.98,27.771053493250808,0.007523895584298668
2003-03-04,27.77,28.001053493250808,-0.008251600008781779
2003-03-05,28.0,27.791053493250807,0.0075184809672630415
2003-03-06,27.79,27.951053493250807,-0.0057619829352656415
2003-03-07,27.95,27.561053493250807,0.014112178507415862
2003-03-10,27.56,27.671053493250806,-0.0040133453277408915
2003-03-11,27.67,27.411053493250808,0.009446791485520745
2003-03-12,27.41,27.901053493250807,-0.01759981906667396
2003-03-13,27.9,27.901053493250807,-3.7758188989656105e-05
2003-03-14,27.9,28.151053493250807,-0.008918085190346314
2003-03-17,28.15,28.131053493250807,0.0006735086104663335
2003-03-18,28.13,28.381053493250807,-0.008845813046034712
2003-03-19,28.38,28.251053493250808,0.004564307903774045
2003-03-20,28.25,28.751053493250808,-0.017427308998205215
2003-03-21,28.75,28.111053493250807,0.022729368961664775
2003-03-24,28.11,28.381053493250807,-0.009550508522006229
2003-03-25,28.38,28.541053493250807,-0.005642871356829615
2003-03-26,28.54,28.251053493250808,0.010227813515634843
2003-03-27,28.25,28.361053493250807,-0.003915704093193639
2003-03-28,28.36,28.251053493250808,0.003856369702291529
2003-03-31,28.25,28.741633574243917,-0.01710527597444844
2003-04-01,28.74,28.641633574243915,0.003434386013671409
2003-04-02,28.64,28.551633574243915,0.0030949691731754214
2003-04-03,28.55,28.181633574243914,0.01307115234415468
2003-04-04,28.18,28.331633574243916,-0.005352094288758713
2003-04-07,28.33,28.021633574243914,0.011004584188108124
2003-04-08,28.02,27.361633574243914,0.024061663714984416
2003-04-09,27.36,27.061633574243917,0.011025440313405799
2003-04-10,27.06,26.981633574243915,0.002904435920843884
2003-04-11,26.98,27.501633574243915,-0.01896736689606826
2003-04-14,27.5,27.621633574243916,-0.004403561936949796
2003-04-15,27.62,27.591633574243914,0.0010280806926403763
2003-04-16,27.59,27.601633574243916,-0.0004214813667685613
2003-04-17,27.6,28.011633574243916,-0.014695093492241074
2003-04-21,28.01,28.251633574243915,-0.008552906280938077
2003-04-22,28.25,28.451633574243914,-0.007086889183981482
2003-04-23,28.45,27.721633574243914,0.02627429670785375
2003-04-24,27.72,27.601633574243916,0.0042883847956931564
2003-04-25,27.6,27.451633574243914,0.00540464833740506
2003-04-28,27.45,27.601633574243916,-0.0054936449263427445
2003-04-29,27.6,27.301633574243915,0.01092851916515225
2003-04-30,27.3,27.561633574243917,-0.009492672977425065
2003-05-01,27.56,27.571633574243915,-0.000421939970027152
2003-05-02,27.57,27.551633574243915,0.0006666183951158366
2003-05-05,27.55,27.521633574243914,0.0010306955682541918
2003-05-06,27.52,27.381633574243914,0.005053256789114169
2003-05-07,27.38,27.851633574243916,-0.016933784978417354
2003-05-08,27.85,27.991633574243917,-0.0050598538262602855
2003-05-09,27.99,28.001633574243915,-0.000415460555651892
2003-05-12,28.0,27.841633574243914,0.005688115438118091
2003-05-13,27.84,27.591633574243914,0.009001512182588822
2003-05-14,27.59,27.691633574243916,-0.0036701906361510384
2003-05-15,27.69,27.531633574243916,0.005752162338243494
2003-05-16,27.53,27.501633574243915,0.0010314451205055697
2003-05-19,27.5,27.761633574243916,-0.009424285986061265
2003-05-20,27.76,27.881633574243914,-0.004362498126948777
2003-05-21,27.88,28.141633574243915,-0.009297028672968444
2003-05-22,28.14,28.281633574243916,-0.005007970061987499
2003-05-23,28.28,28.201633574243914,0.0027787902977243206
2003-05-27,28.2,27.631633574243914,0.020569410933629184
2003-05-28,27.63,26.951633574243914,0.025169770280802473
2003-05-29,26.95,27.411633574243915,-0.016840790352519064
2003-05-30,27.41,27.941633574243916,-0.01902657454981327
2003-06-02,27.94,28.231633574243915,-0.010330028316532625
2003-06-03,28.23,28.660844053391635,-0.015032497039829895
2003-06-04,28.66,28.540844053391634,0.0041749272160789275
2003-06-05,28.54,29.110844053391634,-0.019609326763066703
2003-06-06,29.11,28.530844053391636,0.020299292426279036
2003-06-09,28.53,28.650844053391637,-0.00421781826624168
2003-06-10,28.65,29.050844053391636,-0.013798017457081091
2003-06-11,29.05,28.720844053391634,0.011460524836821362
2003-06-12,28.72,28.250844053391635,0.01660679396770237
2003-06-13,28.25,28.810844053391637,-0.019466422169107322
2003-06-16,28.81,28.590844053391635,0.007665249273477226
2003-06-17,28.59,28.100844053391636,0.017407162065273374
2003-06-18,28.1,28.150844053391637,-0.001806128913761973
2003-06-19,28.15,28.140844053391636,0.00032536147782180613
2003-06-20,28.14,27.710844053391636,0.015486931606323306
2003-06-23,27.71,27.650844053391637,0.0021393902657778074
2003-06-24,27.65,27.900844053391637,-0.008990554296910092
2003-06-25,27.9,28.490844053391637,-0.02073803262144147
2003-06-26,28.49,28.650844053391637,-0.0056139376938389995
2003-06-27,28.65,28.170844053391637,0.017008931138173367
2003-06-30,28.17,28.350844053391636,-0.006378789042437716
2003-07-01,28.35,28.470844053391634,-0.0042444843983203695
2003-07-02,28.47,28.530844053391636,-0.0021325710966620948
2003-07-03,28.53,28.580844053391637,-0.0017789556283451802
2003-07-07,28.58,28.100844053391636,0.017051300868328623
2003-07-08,28.1,27.690844053391636,0.014775856807378585
2003-07-09,27.69,26.990844053391633,0.02590344878527473
2003-07-10,26.99,27.000844053391635,-0.0004016190519894325
2003-07-11,27.0,27.300844053391636,-0.011019587995275248
2003-07-14,27.3,27.550844053391636,-0.009104768365917115
2003-07-15,27.55,27.660844053391635,-0.0040072549188188145
2003-07-16,27.66,27.300844053391636,0.01315548874261796
2003-07-17,27.3,27.530844053391636,-0.008384924666455906
2003-07-18,27.53,27.460844053391636,0.002518347450424452
2003-07-21,27.46,27.480844053391635,-0.0007584939294854598
2003-07-22,27.48,27.340844053391635,0.00508967266469984
2003-07-23,27.34,27.630844053391634,-0.010526064742344854
2003-07-24,27.63,27.750844053391635,-0.004354608211524558
2003-07-25,27.75,27.250844053391635,0.018317082055527845
2003-07-28,27.25,27.840844053391635,-0.021222203330421574
2003-07-29,27.84,28.380844053391634,-0.019056658511430014
2003-07-30,28.38,28.100844053391636,0.009934076929432045
2003-07-31,28.1,28.000844053391635,0.00354117705949486
2003-08-01,28.0,27.750844053391635,0.008978319582964689
2003-08-04,27.75,27.860844053391634,-0.0039784887054827855
2003-08-05,27.86,27.820844053391635,0.0014074320151185038
2003-08-06,27.82,27.880844053391634,-0.0021822887885000197
2003-08-07,27.88,27.630844053391634,0.009017312179349757
2003-08-08,27.63,27.850844053391636,-0.007929528202745506
2003-08-11,27.85,27.990844053391637,-0.005031790149771065
2003-08-12,27.99,27.830844053391637,0.0057186891746090485
2003-08-13,27.83,27.860844053391634,-0.001107075339588648
2003-08-14,27.86,27.950844053391634,-0.0032501363185349907
2003-08-15,27.95,28.150844053391637,-0.0071345659480303025
2003-08-18,28.15,28.200844053391634,-0.001802926653378667
2003-08-19,28.2,28.300844053391636,-0.003563287836977125
2003-08-20,28.3,28.420844053391637,-0.004251951601599746
2003-08-21,28.42,27.950844053391634,0.016785036820791133
2003-08-22,27.95,27.720844053391634,0.00826655733018078
2003-08-25,27.72,27.770844053391635,-0.0018308429262676729
2003-08-26,27.77,28.350844053391636,-0.020487716425576785
2003-08-27,28.35,28.260844053391637,0.0031547517278651682
2003-08-28,28.26,28.500844053391635,-0.00845041827324311
2003-08-29,28.5,29.000844053391635,-0.017269981951889446
2003-09-02,29.0,29.410844053391635,-0.013969135079761719
2003-09-03,29.41,29.550844053391636,-0.004766160084536453
2003-09-04,29.55,29.400844053391637,0.005073185869681085
2003-09-05,29.4,29.600844053391636,-0.006785078595372918
2003-09-08,29.6,29.750844053391635,-0.005070244498640908
2003-09-09,29.75,29.080844053391637,0.023010196862918164
2003-09-10,29.08,29.360844053391634,-0.009565258167678392
2003-09-11,29.36,29.390844053391636,-0.0010494442873298926
2003-09-12,29.39,29.370844053391636,0.0006522096053331872
2003-09-15,29.37,29.370844053391636,-2.8737798277167492e-05
2003-09-16,29.37,29.300844053391636,0.0023602032242604487
2003-09-17,29.3,29.800844053391636,-0.01680637140660568
2003-09-18,29.8,30.200844053391634,-0.013272610946998276
2003-09-19,30.2,30.290844053391634,-0.0029990598225493326
2003-09-22,30.29,30.650844053391637,-0.011772728110295172
2003-09-23,30.65,30.250844053391635,0.013194869733349268
2003-09-24,30.25,30.140844053391636,0.003621529191916606
2003-09-25,30.14,30.360844053391634,-0.007273976079296918
2003-09-26,30.36,30.600844053391636,-0.007870503603476409
2003-09-29,30.6,30.810844053391637,-0.006843176805746309
2003-09-30,30.81,30.401555346632776,0.01343499201636944
2003-10-01,30.4,30.581555346632776,-0.005936759742102726
2003-10-02,30.58,30.761555346632775,-0.005902021031997329
2003-10-03,30.76,30.951555346632777,-0.006188876277379518
2003-10-06,30.95,30.621555346632775,0.010725929811508994
2003-10-07,30.62,30.591555346632777,0.0009298204372061303
2003-10-08,30.59,30.471555346632776,0.0038870563717487983
2003-10-09,30.47,30.701555346632777,-0.007542137328823473
