date,HIG,dcf,Deviation
1997-07-25,43.5,,
1997-07-28,42.94,,
1997-07-29,43.22,,
1997-07-30,43.81,,
1997-07-31,43.56,,
1997-08-01,42.81,,
1997-08-04,43.13,,
1997-08-05,43.13,,
1997-08-06,43.94,,
1997-08-07,43.13,,
1997-08-08,42.47,,
1997-08-11,42.84,,
1997-08-12,41.66,,
1997-08-13,41.41,,
1997-08-14,41.28,,
1997-08-15,41.13,,
1997-08-18,41.56,,
1997-08-19,42.59,,
1997-08-20,42.56,,
1997-08-21,42.09,,
1997-08-22,41.69,,
1997-08-25,41.69,,
1997-08-26,40.31,,
1997-08-27,40.31,,
1997-08-28,40.06,,
1997-08-29,39.88,,
1997-09-02,41.0,,
1997-09-03,41.56,,
1997-09-04,40.69,,
1997-09-05,41.13,,
1997-09-08,41.38,,
1997-09-09,41.56,,
1997-09-10,41.28,,
1997-09-11,40.38,,
1997-09-12,40.88,,
1997-09-15,41.28,,
1997-09-16,42.19,,
1997-09-17,43.0,,
1997-09-18,43.09,,
1997-09-19,43.38,,
1997-09-22,43.59,,
1997-09-23,43.31,,
1997-09-24,43.28,,
1997-09-25,43.13,,
1997-09-26,43.0,,
1997-09-29,42.81,,
1997-09-30,43.03,,
1997-10-01,43.59,,
1997-10-02,43.44,,
1997-10-03,44.47,,
1997-10-06,45.16,,
1997-10-07,43.0,,
1997-10-08,43.22,,
1997-10-09,42.63,,
1997-10-10,42.38,,
1997-10-13,42.19,,
1997-10-14,42.0,,
1997-10-15,41.69,,
1997-10-16,41.59,,
1997-10-17,41.31,,
1997-10-20,41.63,,
1997-10-21,42.56,,
1997-10-22,42.53,,
1997-10-23,42.94,,
1997-10-24,42.53,,
1997-10-27,41.06,,
1997-10-28,42.16,,
1997-10-29,42.5,,
1997-10-30,40.75,,
1997-10-31,40.5,,
1997-11-03,40.88,,
1997-11-04,40.03,,
1997-11-05,39.72,,
1997-11-06,40.44,,
1997-11-07,40.41,,
1997-11-10,40.63,,
1997-11-11,40.22,,
1997-11-12,40.0,,
1997-11-13,39.97,,
1997-11-14,40.41,,
1997-11-17,41.09,,
1997-11-18,41.47,,
1997-11-19,41.22,,
1997-11-20,42.53,,
1997-11-21,42.72,,
1997-11-24,42.25,,
1997-11-25,41.91,,
1997-11-26,41.94,,
1997-11-28,41.88,,
1997-12-01,42.44,,
1997-12-02,42.97,,
1997-12-03,42.97,,
1997-12-04,43.78,,
1997-12-05,43.88,,
1997-12-08,44.25,,
1997-12-09,44.88,,
1997-12-10,45.19,,
1997-12-11,44.13,,
1997-12-12,43.59,,
1997-12-15,44.81,,
1997-12-16,44.84,,
1997-12-17,44.47,,
1997-12-18,44.75,,
1997-12-19,44.47,,
1997-12-22,44.25,,
1997-12-23,44.03,,
1997-12-24,44.0,,
1997-12-26,43.75,,
1997-12-29,44.69,,
1997-12-30,46.25,,
1997-12-31,46.78,,
1998-01-02,46.16,,
1998-01-05,46.22,,
1998-01-06,46.03,,
1998-01-07,45.84,,
1998-01-08,45.16,,
1998-01-09,44.75,,
1998-01-12,45.19,,
1998-01-13,45.66,,
1998-01-14,45.84,,
1998-01-15,45.0,,
1998-01-16,45.63,,
1998-01-20,46.81,,
1998-01-21,45.47,,
1998-01-22,45.63,,
1998-01-23,45.0,,
1998-01-26,45.0,,
1998-01-27,44.84,,
1998-01-28,45.0,,
1998-01-29,45.31,,
1998-01-30,45.0,,
1998-02-02,44.97,,
1998-02-03,45.09,,
1998-02-04,45.41,,
1998-02-05,45.03,,
1998-02-06,45.56,,
1998-02-09,46.5,,
1998-02-10,46.69,,
1998-02-11,46.25,,
1998-02-12,46.44,,
1998-02-13,46.91,,
1998-02-17,46.19,,
1998-02-18,46.25,,
1998-02-19,46.31,,
1998-02-20,47.0,,
1998-02-23,47.59,,
1998-02-24,47.81,,
1998-02-25,48.66,,
1998-02-26,48.66,,
1998-02-27,49.13,,
1998-03-02,49.34,,
1998-03-03,50.28,,
1998-03-04,49.69,,
1998-03-05,49.47,,
1998-03-06,49.97,,
1998-03-09,51.53,,
1998-03-10,51.5,,
1998-03-11,51.66,,
1998-03-12,51.53,,
1998-03-13,51.44,,
1998-03-16,52.91,,
1998-03-17,52.75,,
1998-03-18,52.97,,
1998-03-19,52.75,,
1998-03-20,54.19,,
1998-03-23,53.03,,
1998-03-24,53.88,,
1998-03-25,54.56,,
1998-03-26,54.38,,
1998-03-27,53.94,,
1998-03-30,53.34,,
1998-03-31,54.25,,
1998-04-01,54.03,,
1998-04-02,55.16,,
1998-04-03,56.66,,
1998-04-06,56.0,,
1998-04-07,55.88,,
1998-04-08,54.94,,
1998-04-09,55.03,,
1998-04-13,54.88,,
1998-04-14,56.38,,
1998-04-15,56.88,,
1998-04-16,55.59,,
1998-04-17,56.63,,
1998-04-20,55.75,,
1998-04-21,57.5,,
1998-04-22,56.75,,
1998-04-23,56.34,,
1998-04-24,54.94,,
1998-04-27,52.91,,
1998-04-28,53.94,,
1998-04-29,54.75,,
1998-04-30,55.38,,
1998-05-01,55.69,,
1998-05-04,56.09,,
1998-05-05,56.97,,
1998-05-06,56.06,,
1998-05-07,55.97,,
1998-05-08,56.34,,
1998-05-11,55.78,,
1998-05-12,55.59,,
1998-05-13,55.38,,
1998-05-14,55.0,,
1998-05-15,55.0,,
1998-05-18,54.63,,
1998-05-19,54.97,,
1998-05-20,55.69,,
1998-05-21,55.91,,
1998-05-22,55.84,,
1998-05-26,55.09,,
1998-05-27,54.47,,
1998-05-28,54.56,,
1998-05-29,55.03,,
1998-06-01,55.16,,
1998-06-02,55.88,,
1998-06-03,54.5,,
1998-06-04,54.0,,
1998-06-05,54.25,,
1998-06-08,54.84,,
1998-06-09,55.84,,
1998-06-10,56.19,,
1998-06-11,54.53,,
1998-06-12,53.97,,
1998-06-15,52.88,,
1998-06-16,52.59,,
1998-06-17,53.0,,
1998-06-18,52.5,,
1998-06-19,52.38,,
1998-06-22,52.59,,
1998-06-23,52.56,,
1998-06-24,52.88,,
1998-06-25,53.78,,
1998-06-26,54.16,,
1998-06-29,55.66,,
1998-06-30,57.19,,
1998-07-01,57.47,,
1998-07-02,57.28,,
1998-07-06,59.19,,
1998-07-07,58.81,,
1998-07-08,58.66,,
1998-07-09,59.0,,
1998-07-10,58.41,,
1998-07-13,58.66,,
1998-07-14,59.56,,
1998-07-15,59.56,,
1998-07-16,58.06,,
1998-07-17,58.94,,
1998-07-20,58.13,,
1998-07-21,58.31,,
1998-07-22,55.75,,
1998-07-23,53.13,,
1998-07-24,52.69,,
1998-07-27,54.19,,
1998-07-28,52.13,,
1998-07-29,52.5,,
1998-07-30,53.25,,
1998-07-31,52.06,,
1998-08-03,52.56,,
1998-08-04,50.88,,
1998-08-05,50.56,,
1998-08-06,50.81,,
1998-08-07,50.81,,
1998-08-10,50.0,,
1998-08-11,49.63,,
1998-08-12,51.31,,
1998-08-13,51.06,,
1998-08-14,49.75,,
1998-08-17,50.44,,
1998-08-18,51.19,,
1998-08-19,51.31,,
1998-08-20,52.19,,
1998-08-21,51.56,,
1998-08-24,52.0,,
1998-08-25,51.31,,
1998-08-26,49.94,,
1998-08-27,47.19,,
1998-08-28,46.69,,
1998-08-31,44.75,,
1998-09-01,45.81,,
1998-09-02,46.81,,
1998-09-03,45.19,,
1998-09-04,44.94,,
1998-09-08,46.75,,
1998-09-09,47.38,,
1998-09-10,47.75,,
1998-09-11,47.63,,
1998-09-14,51.0,,
1998-09-15,51.94,,
1998-09-16,52.0,,
1998-09-17,51.56,,
1998-09-18,51.13,,
1998-09-21,50.0,,
1998-09-22,50.06,,
1998-09-23,51.63,,
1998-09-24,50.44,,
1998-09-25,49.75,,
1998-09-28,48.75,,
1998-09-29,49.25,,
1998-09-30,47.44,,
1998-10-01,46.38,,
1998-10-02,46.63,,
1998-10-05,44.38,,
1998-10-06,44.38,,
1998-10-07,40.06,,
1998-10-08,38.19,,
1998-10-09,41.56,,
1998-10-12,42.94,,
1998-10-13,44.0,,
1998-10-14,45.5,,
1998-10-15,48.63,,
1998-10-16,47.94,,
1998-10-19,48.0,,
1998-10-20,49.5,,
1998-10-21,49.69,,
1998-10-22,49.56,,
1998-10-23,49.31,,
1998-10-26,48.75,,
1998-10-27,50.81,,
1998-10-28,51.19,,
1998-10-29,51.5,,
1998-10-30,53.13,,
1998-11-02,53.94,,
1998-11-03,54.56,,
1998-11-04,54.44,,
1998-11-05,54.19,,
1998-11-06,53.44,,
1998-11-09,53.25,,
1998-11-10,52.19,,
1998-11-11,52.31,,
1998-11-12,52.13,,
1998-11-13,52.56,,
1998-11-16,52.88,,
1998-11-17,53.13,,
1998-11-18,52.56,,
1998-11-19,53.19,,
1998-11-20,54.06,,
1998-11-23,57.5,,
1998-11-24,57.75,,
1998-11-25,57.0,,
1998-11-27,56.06,,
1998-11-30,55.19,,
1998-12-01,54.81,,
1998-12-02,53.63,,
1998-12-03,54.0,,
1998-12-04,54.63,,
1998-12-07,54.56,,
1998-12-08,55.25,,
1998-12-09,55.38,,
1998-12-10,55.06,,
1998-12-11,55.0,,
1998-12-14,52.75,,
1998-12-15,53.63,,
1998-12-16,52.63,,
1998-12-17,57.25,,
1998-12-18,55.94,,
1998-12-21,56.75,,
1998-12-22,56.25,,
1998-12-23,56.88,,
1998-12-24,56.44,,
1998-12-28,56.31,,
1998-12-29,56.31,,
1998-12-30,55.81,,
1998-12-31,54.88,,
1999-01-04,55.25,,
1999-01-05,54.81,,
1999-01-06,55.38,,
1999-01-07,54.63,,
1999-01-08,55.5,,
1999-01-11,54.44,,
1999-01-12,52.5,,
1999-01-13,51.69,,
1999-01-14,51.13,,
1999-01-15,52.0,,
1999-01-19,51.38,,
1999-01-20,51.19,,
1999-01-21,48.81,,
1999-01-22,48.31,,
1999-01-25,48.75,,
1999-01-26,51.63,,
1999-01-27,50.69,,
1999-01-28,51.69,,
1999-01-29,51.94,,
1999-02-01,50.56,,
1999-02-02,50.0,,
1999-02-03,50.63,,
1999-02-04,50.75,,
1999-02-05,50.63,,
1999-02-08,50.44,,
1999-02-09,50.81,,
1999-02-10,50.75,,
1999-02-11,51.0,,
1999-02-12,50.44,,
1999-02-16,51.38,,
1999-02-17,50.44,,
1999-02-18,51.0,,
1999-02-19,52.19,,
1999-02-22,53.44,,
1999-02-23,54.38,,
1999-02-24,54.13,,
1999-02-25,53.81,,
1999-02-26,54.06,,
1999-03-01,54.25,,
1999-03-02,56.13,,
1999-03-03,54.31,,
1999-03-04,54.0,,
1999-03-05,54.0,,
1999-03-08,54.75,,
1999-03-09,55.44,,
1999-03-10,55.88,,
1999-03-11,53.94,,
1999-03-12,55.06,,
1999-03-15,56.81,,
1999-03-16,56.25,,
1999-03-17,56.44,,
1999-03-18,57.94,,
1999-03-19,58.19,,
1999-03-22,58.81,,
1999-03-23,56.94,,
1999-03-24,57.0,,
1999-03-25,57.69,,
1999-03-26,56.88,,
1999-03-29,57.44,,
1999-03-30,57.69,,
1999-03-31,56.81,,
1999-04-01,57.69,,
1999-04-05,59.31,,
1999-04-06,57.56,,
1999-04-07,58.06,,
1999-04-08,57.63,,
1999-04-09,58.0,,
1999-04-12,59.0,,
1999-04-13,58.0,,
1999-04-14,57.81,,
1999-04-15,57.94,,
1999-04-16,58.44,,
1999-04-19,58.5,,
1999-04-20,59.63,,
1999-04-21,59.5,,
1999-04-22,60.0,,
1999-04-23,60.0,,
1999-04-26,59.0,,
1999-04-27,60.94,,
1999-04-28,60.31,,
1999-04-29,61.06,,
1999-04-30,58.94,,
1999-05-03,60.63,,
1999-05-04,59.0,,
1999-05-05,60.13,,
1999-05-06,58.63,,
1999-05-07,62.94,,
1999-05-10,63.0,,
1999-05-11,64.75,,
1999-05-12,64.0,,
1999-05-13,64.88,,
1999-05-14,63.25,,
1999-05-17,63.31,,
1999-05-18,63.19,,
1999-05-19,64.38,,
1999-05-20,64.19,,
1999-05-21,65.06,,
1999-05-24,64.0,,
1999-05-25,63.06,,
1999-05-26,63.88,,
1999-05-27,63.0,,
1999-05-28,63.25,,
1999-06-01,63.13,,
1999-06-02,61.81,,
1999-06-03,61.88,,
1999-06-04,62.0,,
1999-06-07,61.88,,
1999-06-08,61.31,,
1999-06-09,60.44,,
1999-06-10,58.56,,
1999-06-11,58.94,,
1999-06-14,60.19,,
1999-06-15,60.0,,
1999-06-16,60.63,,
1999-06-17,60.88,,
1999-06-18,60.44,,
1999-06-21,60.38,,
1999-06-22,59.25,,
1999-06-23,58.19,,
1999-06-24,58.63,,
1999-06-25,57.5,,
1999-06-28,57.13,,
1999-06-29,58.13,,
1999-06-30,58.31,,
1999-07-01,58.94,,
1999-07-02,60.0,,
1999-07-06,61.94,,
1999-07-07,61.19,,
1999-07-08,60.81,,
1999-07-09,60.63,,
1999-07-12,60.69,,
1999-07-13,60.19,,
1999-07-14,59.94,,
1999-07-15,61.06,,
1999-07-16,61.25,,
1999-07-19,60.63,,
1999-07-20,59.69,,
1999-07-21,58.06,,
1999-07-22,58.06,,
1999-07-23,58.13,,
1999-07-26,58.0,,
1999-07-27,57.88,,
1999-07-28,57.63,,
1999-07-29,55.5,,
1999-07-30,54.0,,
1999-08-02,54.44,,
1999-08-03,52.44,,
1999-08-04,51.5,,
1999-08-05,52.19,,
1999-08-06,51.0,,
1999-08-09,51.06,,
1999-08-10,50.31,,
1999-08-11,50.0,,
1999-08-12,49.94,,
1999-08-13,50.81,,
1999-08-16,50.13,,
1999-08-17,51.25,,
1999-08-18,52.19,,
1999-08-19,51.44,,
1999-08-20,50.5,,
1999-08-23,51.44,,
1999-08-24,50.5,,
1999-08-25,49.75,,
1999-08-26,49.5,,
1999-08-27,48.88,,
1999-08-30,46.69,,
1999-08-31,45.44,,
1999-09-01,46.06,,
1999-09-02,46.19,,
1999-09-03,48.88,,
1999-09-07,49.19,,
1999-09-08,48.13,,
1999-09-09,47.56,,
1999-09-10,47.5,,
1999-09-13,48.25,,
1999-09-14,46.94,,
1999-09-15,46.94,,
1999-09-16,47.31,,
1999-09-17,48.19,,
1999-09-20,47.31,,
1999-09-21,46.25,,
1999-09-22,45.5,,
1999-09-23,45.44,,
1999-09-24,43.38,,
1999-09-27,42.19,,
1999-09-28,41.81,,
1999-09-29,40.94,,
1999-09-30,40.88,,
1999-10-01,39.06,,
1999-10-04,40.38,,
1999-10-05,38.81,,
1999-10-06,39.75,,
1999-10-07,40.06,,
1999-10-08,41.13,,
1999-10-11,39.88,,
1999-10-12,39.44,,
1999-10-13,37.75,,
1999-10-14,37.81,,
1999-10-15,37.63,,
1999-10-18,38.13,,
1999-10-19,37.75,,
1999-10-20,37.31,,
1999-10-21,39.25,,
1999-10-22,43.88,,
1999-10-25,46.44,,
1999-10-26,44.75,,
1999-10-27,46.88,,
1999-10-28,50.69,,
1999-10-29,51.81,,
1999-11-01,51.25,,
1999-11-02,51.88,,
1999-11-03,50.25,,
1999-11-04,51.94,,
1999-11-05,53.44,,
1999-11-08,52.25,,
1999-11-09,52.13,,
1999-11-10,50.44,,
1999-11-11,49.25,,
1999-11-12,49.75,,
1999-11-15,50.13,,
1999-11-16,50.5,,
1999-11-17,49.0,,
1999-11-18,48.0,,
1999-11-19,48.81,,
1999-11-22,47.5,,
1999-11-23,47.31,,
1999-11-24,45.56,,
1999-11-26,45.94,,
1999-11-29,45.19,,
1999-11-30,46.69,,
1999-12-01,47.13,,
1999-12-02,47.02,,
1999-12-03,46.0,,
1999-12-06,43.19,,
1999-12-07,42.81,,
1999-12-08,42.55,,
1999-12-09,43.75,,
1999-12-10,45.56,,
1999-12-13,45.73,,
1999-12-14,44.69,,
1999-12-15,43.88,,
1999-12-16,42.94,,
1999-12-17,43.25,,
1999-12-20,42.5,,
1999-12-21,42.94,,
1999-12-22,44.25,,
1999-12-23,45.94,,
1999-12-27,46.25,,
1999-12-28,46.38,,
1999-12-29,46.13,,
1999-12-30,47.06,,
1999-12-31,47.38,,
2000-01-03,45.25,,
2000-01-04,43.75,,
2000-01-05,42.44,,
2000-01-06,42.81,,
2000-01-07,44.81,,
2000-01-10,44.06,,
2000-01-11,44.38,,
2000-01-12,43.56,,
2000-01-13,43.19,,
2000-01-14,43.69,,
2000-01-18,41.81,,
2000-01-19,40.5,,
2000-01-20,39.44,,
2000-01-21,37.94,,
2000-01-24,38.69,,
2000-01-25,38.06,,
2000-01-26,39.0,,
2000-01-27,39.06,,
2000-01-28,37.31,,
2000-01-31,38.13,,
2000-02-01,38.81,,
2000-02-02,39.56,,
2000-02-03,40.75,,
2000-02-04,41.88,,
2000-02-07,39.94,,
2000-02-08,37.5,,
2000-02-09,35.38,,
2000-02-10,34.63,,
2000-02-11,34.63,,
2000-02-14,33.75,,
2000-02-15,35.31,,
2000-02-16,34.0,,
2000-02-17,34.0,,
2000-02-18,33.06,,
2000-02-22,33.0,,
2000-02-23,32.69,,
2000-02-24,32.5,,
2000-02-25,31.0,,
2000-02-28,31.0,,
2000-02-29,31.25,,
2000-03-01,31.13,,
2000-03-02,30.63,,
2000-03-03,31.0,,
2000-03-06,31.0,,
2000-03-07,30.0,,
2000-03-08,29.38,,
2000-03-09,30.13,,
2000-03-10,30.38,,
2000-03-13,29.5,,
2000-03-14,30.0,,
2000-03-15,33.38,,
2000-03-16,40.25,,
2000-03-17,35.81,,
