date,ETN,dcf,Deviation
1991-04-23,6.43,,
1991-04-24,6.28,,
1991-04-25,6.48,,
1991-04-26,6.39,,
1991-04-29,6.36,,
1991-04-30,6.35,,
1991-05-01,6.35,,
1991-05-02,6.28,,
1991-05-03,6.26,,
1991-05-06,6.2,,
1991-05-07,6.2,,
1991-05-08,6.13,,
1991-05-09,6.16,,
1991-05-10,6.17,,
1991-05-13,6.14,,
1991-05-14,5.98,,
1991-05-15,5.82,,
1991-05-16,5.91,,
1991-05-17,5.97,,
1991-05-20,5.91,,
1991-05-21,5.88,,
1991-05-22,5.86,,
1991-05-23,5.82,,
1991-05-24,5.94,,
1991-05-28,5.99,,
1991-05-29,6.11,,
1991-05-30,6.35,,
1991-05-31,6.52,,
1991-06-03,6.51,,
1991-06-04,6.49,,
1991-06-05,6.48,,
1991-06-06,6.56,,
1991-06-07,6.51,,
1991-06-10,6.48,,
1991-06-11,6.55,,
1991-06-12,6.53,,
1991-06-13,6.59,,
1991-06-14,6.82,,
1991-06-17,6.78,,
1991-06-18,6.82,,
1991-06-19,6.81,,
1991-06-20,6.81,,
1991-06-21,6.79,,
1991-06-24,6.58,,
1991-06-25,6.63,,
1991-06-26,6.63,,
1991-06-27,6.67,,
1991-06-28,6.58,,
1991-07-01,6.68,,
1991-07-02,6.97,,
1991-07-03,6.89,,
1991-07-05,6.97,,
1991-07-08,7.02,,
1991-07-09,6.96,,
1991-07-10,6.72,,
1991-07-11,6.78,,
1991-07-12,6.82,,
1991-07-15,6.71,,
1991-07-16,6.74,,
1991-07-17,6.71,,
1991-07-18,6.86,,
1991-07-19,6.83,,
1991-07-22,7.1,,
1991-07-23,7.05,,
1991-07-24,7.09,,
1991-07-25,7.14,,
1991-07-26,7.1,,
1991-07-29,7.13,,
1991-07-30,7.12,,
1991-07-31,7.1,,
1991-08-01,7.02,,
1991-08-02,6.96,,
1991-08-05,6.89,,
1991-08-06,6.94,,
1991-08-07,6.9,,
1991-08-08,6.89,,
1991-08-09,6.86,,
1991-08-12,6.85,,
1991-08-13,6.86,,
1991-08-14,6.81,,
1991-08-15,6.82,,
1991-08-16,6.79,,
1991-08-19,6.59,,
1991-08-20,6.68,,
1991-08-21,6.87,,
1991-08-22,6.91,,
1991-08-23,7.05,,
1991-08-26,7.02,,
1991-08-27,7.04,,
1991-08-28,7.08,,
1991-08-29,7.01,,
1991-08-30,7.01,,
1991-09-03,7.02,,
1991-09-04,7.09,,
1991-09-05,7.01,,
1991-09-06,6.98,,
1991-09-09,6.9,,
1991-09-10,6.83,,
1991-09-11,6.79,,
1991-09-12,6.77,,
1991-09-13,6.77,,
1991-09-16,6.89,,
1991-09-17,6.89,,
1991-09-18,6.82,,
1991-09-19,6.78,,
1991-09-20,6.89,,
1991-09-23,6.83,,
1991-09-24,6.83,,
1991-09-25,6.82,,
1991-09-26,6.82,,
1991-09-27,6.81,,
1991-09-30,6.78,,
1991-10-01,6.79,,
1991-10-02,6.67,,
1991-10-03,6.48,,
1991-10-04,6.4,,
1991-10-07,6.32,,
1991-10-08,6.33,,
1991-10-09,6.33,,
1991-10-10,6.44,,
1991-10-11,6.51,,
1991-10-14,6.6,,
1991-10-15,6.59,,
1991-10-16,6.55,,
1991-10-17,6.64,,
1991-10-18,6.75,,
1991-10-21,6.89,,
1991-10-22,6.91,,
1991-10-23,6.93,,
1991-10-24,6.93,,
1991-10-25,6.86,,
1991-10-28,6.87,,
1991-10-29,6.7,,
1991-10-30,6.66,,
1991-10-31,6.53,,
1991-11-01,6.59,,
1991-11-04,6.56,,
1991-11-05,6.44,,
1991-11-06,6.45,,
1991-11-07,6.4,,
1991-11-08,6.53,,
1991-11-11,6.56,,
1991-11-12,6.49,,
1991-11-13,6.51,,
1991-11-14,6.59,,
1991-11-15,6.63,,
1991-11-18,6.48,,
1991-11-19,6.28,,
1991-11-20,6.06,,
1991-11-21,6.24,,
1991-11-22,6.16,,
1991-11-25,6.18,,
1991-11-26,6.28,,
1991-11-27,6.24,,
1991-11-29,6.14,,
1991-12-02,6.35,,
1991-12-03,6.36,,
1991-12-04,6.2,,
1991-12-05,6.18,,
1991-12-06,6.22,,
1991-12-09,6.18,,
1991-12-10,6.18,,
1991-12-11,6.14,,
1991-12-12,6.35,,
1991-12-13,6.44,,
1991-12-16,6.43,,
1991-12-17,6.33,,
1991-12-18,6.44,,
1991-12-19,6.35,,
1991-12-20,6.35,,
1991-12-23,6.48,,
1991-12-24,6.59,,
1991-12-26,6.6,,
1991-12-27,6.6,,
1991-12-30,6.93,,
1991-12-31,7.01,,
1992-01-02,6.94,,
1992-01-03,6.81,,
1992-01-06,6.74,,
1992-01-07,6.72,,
1992-01-08,7.01,,
1992-01-09,7.16,,
1992-01-10,7.05,,
1992-01-13,7.05,,
1992-01-14,7.12,,
1992-01-15,7.14,,
1992-01-16,7.59,,
1992-01-17,7.43,,
1992-01-20,7.39,,
1992-01-21,7.42,,
1992-01-22,7.35,,
1992-01-23,7.23,,
1992-01-24,7.27,,
1992-01-27,7.31,,
1992-01-28,7.36,,
1992-01-29,7.46,,
1992-01-30,7.42,,
1992-01-31,7.28,,
1992-02-03,7.38,,
1992-02-04,7.36,,
1992-02-05,7.35,,
1992-02-06,7.4,,
1992-02-07,7.42,,
1992-02-10,7.52,,
1992-02-11,7.48,,
1992-02-12,7.46,,
1992-02-13,7.43,,
1992-02-14,7.57,,
1992-02-18,7.55,,
1992-02-19,7.62,,
1992-02-20,7.71,,
1992-02-21,7.77,,
1992-02-24,7.85,,
1992-02-25,7.84,,
1992-02-26,7.99,,
1992-02-27,7.84,,
1992-02-28,7.84,,
1992-03-02,7.81,,
1992-03-03,7.8,,
1992-03-04,7.69,,
1992-03-05,7.76,,
1992-03-06,7.74,,
1992-03-09,7.69,,
1992-03-10,7.63,,
1992-03-11,7.44,,
1992-03-12,7.48,,
1992-03-13,7.67,,
1992-03-16,7.85,,
1992-03-17,8.13,,
1992-03-18,8.13,,
1992-03-19,8.19,,
1992-03-20,8.46,,
1992-03-23,8.43,,
1992-03-24,8.5,,
1992-03-25,8.11,,
1992-03-26,8.22,,
1992-03-27,8.2,,
1992-03-30,8.08,,
1992-03-31,8.11,,
1992-04-01,8.08,,
1992-04-02,7.86,,
1992-04-03,7.71,,
1992-04-06,7.94,,
1992-04-07,8.0,,
1992-04-08,7.96,,
1992-04-09,8.15,,
1992-04-10,8.35,,
1992-04-13,8.19,,
1992-04-14,8.39,,
1992-04-15,8.81,,
1992-04-16,8.62,,
1992-04-20,8.72,,
1992-04-21,8.69,,
1992-04-22,8.76,,
1992-04-23,8.7,,
1992-04-24,8.47,,
1992-04-27,8.35,,
1992-04-28,8.24,,
1992-04-29,8.32,,
1992-04-30,8.39,,
1992-05-01,8.42,,
1992-05-04,8.37,,
1992-05-05,8.46,,
1992-05-06,8.55,,
1992-05-07,8.45,,
1992-05-08,8.49,,
1992-05-11,8.65,,
1992-05-12,8.69,,
1992-05-13,8.7,,
1992-05-14,8.65,,
1992-05-15,8.6,,
1992-05-18,8.5,,
1992-05-19,8.68,,
1992-05-20,8.72,,
1992-05-21,8.7,,
1992-05-22,8.74,,
1992-05-26,8.69,,
1992-05-27,8.73,,
1992-05-28,8.83,,
1992-05-29,8.84,,
1992-06-01,8.79,,
1992-06-02,8.91,,
1992-06-03,8.98,,
1992-06-04,8.95,,
1992-06-05,8.95,,
1992-06-08,8.99,,
1992-06-09,8.96,,
1992-06-10,8.92,,
1992-06-11,8.83,,
1992-06-12,8.85,,
1992-06-15,8.83,,
1992-06-16,8.73,,
1992-06-17,8.53,,
1992-06-18,8.38,,
1992-06-19,8.31,,
1992-06-22,8.38,,
1992-06-23,8.6,,
1992-06-24,8.62,,
1992-06-25,8.45,,
1992-06-26,8.49,,
1992-06-29,8.64,,
1992-06-30,8.66,,
1992-07-01,8.62,,
1992-07-02,8.27,,
1992-07-06,8.08,,
1992-07-07,7.97,,
1992-07-08,7.96,,
1992-07-09,8.2,,
1992-07-10,8.08,,
1992-07-13,8.16,,
1992-07-14,8.19,,
1992-07-15,8.04,,
1992-07-16,8.07,,
1992-07-17,8.07,,
1992-07-20,8.22,,
1992-07-21,8.22,,
1992-07-22,8.15,,
1992-07-23,8.08,,
1992-07-24,8.13,,
1992-07-27,8.11,,
1992-07-28,8.35,,
1992-07-29,8.5,,
1992-07-30,8.54,,
1992-07-31,8.72,,
1992-08-03,8.62,,
1992-08-04,8.45,,
1992-08-05,8.58,,
1992-08-06,8.55,,
1992-08-07,8.45,,
1992-08-10,8.39,,
1992-08-11,8.35,,
1992-08-12,8.45,,
1992-08-13,8.45,,
1992-08-14,8.46,,
1992-08-17,8.55,,
1992-08-18,8.46,,
1992-08-19,8.43,,
1992-08-20,8.5,,
1992-08-21,8.35,,
1992-08-24,8.18,,
1992-08-25,8.24,,
1992-08-26,8.16,,
1992-08-27,8.08,,
1992-08-28,8.05,,
1992-08-31,7.92,,
1992-09-01,7.94,,
1992-09-02,8.16,,
1992-09-03,8.26,,
1992-09-04,8.3,,
1992-09-08,8.42,,
1992-09-09,8.41,,
1992-09-10,8.5,,
1992-09-11,8.45,,
1992-09-14,8.66,,
1992-09-15,8.6,,
1992-09-16,8.64,,
1992-09-17,8.6,,
1992-09-18,8.55,,
1992-09-21,8.53,,
1992-09-22,8.43,,
1992-09-23,8.41,,
1992-09-24,8.38,,
1992-09-25,8.37,,
1992-09-28,8.37,,
1992-09-29,8.37,,
1992-09-30,8.43,,
1992-10-01,8.61,,
1992-10-02,8.51,,
1992-10-05,8.43,,
1992-10-06,8.41,,
1992-10-07,8.22,,
1992-10-08,8.26,,
1992-10-09,8.13,,
1992-10-12,8.18,,
1992-10-13,8.16,,
1992-10-14,8.13,,
1992-10-15,7.89,,
1992-10-16,8.0,,
1992-10-19,8.11,,
1992-10-20,8.16,,
1992-10-21,8.32,,
1992-10-22,8.49,,
1992-10-23,8.32,,
1992-10-26,8.22,,
1992-10-27,8.07,,
1992-10-28,7.86,,
1992-10-29,7.88,,
1992-10-30,7.84,,
1992-11-02,7.9,,
1992-11-03,7.94,,
1992-11-04,7.94,,
1992-11-05,7.93,,
1992-11-06,7.92,,
1992-11-09,7.94,,
1992-11-10,7.92,,
1992-11-11,7.71,,
1992-11-12,7.7,,
1992-11-13,7.67,,
1992-11-16,7.65,,
1992-11-17,7.65,,
1992-11-18,7.66,,
1992-11-19,7.61,,
1992-11-20,7.66,,
1992-11-23,7.62,,
1992-11-24,7.82,,
1992-11-25,7.92,,
1992-11-27,8.03,,
1992-11-30,8.09,,
1992-12-01,8.03,,
1992-12-02,8.0,,
1992-12-03,8.0,,
1992-12-04,8.11,,
1992-12-07,8.07,,
1992-12-08,8.2,,
1992-12-09,8.27,,
1992-12-10,8.32,,
1992-12-11,8.3,,
1992-12-14,8.13,,
1992-12-15,8.23,,
1992-12-16,8.32,,
1992-12-17,8.39,,
1992-12-18,8.5,,
1992-12-21,8.58,,
1992-12-22,8.68,,
1992-12-23,8.65,,
1992-12-24,8.65,,
1992-12-28,8.64,,
1992-12-29,8.61,,
1992-12-30,8.61,,
1992-12-31,8.85,,
1993-01-04,8.7,,
1993-01-05,8.66,,
1993-01-06,8.72,,
1993-01-07,8.68,,
1993-01-08,8.81,,
1993-01-11,8.74,,
1993-01-12,8.65,,
1993-01-13,8.66,,
1993-01-14,8.54,,
1993-01-15,8.6,,
1993-01-18,8.68,,
1993-01-19,8.66,,
1993-01-20,8.62,,
1993-01-21,8.5,,
1993-01-22,8.55,,
1993-01-25,8.55,,
1993-01-26,8.54,,
1993-01-27,8.5,,
1993-01-28,8.54,,
1993-01-29,8.58,,
1993-02-01,8.54,,
1993-02-02,8.38,,
1993-02-03,8.41,,
1993-02-04,8.68,,
1993-02-05,8.8,,
1993-02-08,8.87,,
1993-02-09,8.85,,
1993-02-10,8.98,,
1993-02-11,9.0,,
1993-02-12,8.92,,
1993-02-16,8.7,,
1993-02-17,8.66,,
1993-02-18,8.64,,
1993-02-19,8.65,,
1993-02-22,8.64,,
1993-02-23,8.57,,
1993-02-24,8.61,,
1993-02-25,8.57,,
1993-02-26,8.58,,
1993-03-01,8.62,,
1993-03-02,8.66,,
1993-03-03,8.87,,
1993-03-04,8.93,,
1993-03-05,9.1,,
1993-03-08,9.19,,
1993-03-09,9.25,,
1993-03-10,9.26,,
1993-03-11,9.23,,
1993-03-12,9.17,,
1993-03-15,9.21,,
1993-03-16,9.17,,
1993-03-17,9.11,,
1993-03-18,9.18,,
1993-03-19,9.08,,
1993-03-22,9.06,,
1993-03-23,9.18,,
1993-03-24,9.37,,
1993-03-25,9.4,,
1993-03-26,9.35,,
1993-03-29,9.33,,
1993-03-30,9.3,,
1993-03-31,9.06,,
1993-04-01,9.27,,
1993-04-02,9.27,,
1993-04-05,9.27,,
1993-04-06,9.23,,
1993-04-07,9.33,,
1993-04-08,9.44,,
1993-04-12,9.44,,
1993-04-13,9.44,,
1993-04-14,9.56,,
1993-04-15,9.83,,
1993-04-16,9.82,,
1993-04-19,10.01,,
1993-04-20,9.87,,
1993-04-21,9.76,,
1993-04-22,9.71,,
1993-04-23,9.61,,
1993-04-26,9.68,,
1993-04-27,9.75,,
1993-04-28,9.98,,
1993-04-29,9.79,,
1993-04-30,9.86,,
1993-05-03,9.79,,
1993-05-04,9.67,,
1993-05-05,9.56,,
1993-05-06,9.56,,
1993-05-07,9.65,,
1993-05-10,9.63,,
1993-05-11,9.56,,
1993-05-12,9.37,,
1993-05-13,9.25,,
1993-05-14,9.3,,
1993-05-17,9.29,,
1993-05-18,9.04,,
1993-05-19,9.21,,
1993-05-20,9.08,,
1993-05-21,9.18,,
1993-05-24,9.29,,
1993-05-25,9.41,,
1993-05-26,9.54,,
1993-05-27,9.65,,
1993-05-28,9.64,,
1993-06-01,9.64,,
1993-06-02,9.63,,
1993-06-03,9.75,,
1993-06-04,9.69,,
1993-06-07,9.79,,
1993-06-08,9.91,,
1993-06-09,9.88,,
1993-06-10,9.86,,
1993-06-11,9.65,,
1993-06-14,9.68,,
1993-06-15,9.76,,
1993-06-16,9.71,,
1993-06-17,9.75,,
1993-06-18,9.68,,
1993-06-21,9.99,,
1993-06-22,9.95,,
1993-06-23,9.88,,
1993-06-24,9.95,,
1993-06-25,9.71,,
1993-06-28,9.82,,
1993-06-29,9.76,,
1993-06-30,9.73,,
1993-07-01,9.76,,
1993-07-02,9.65,,
1993-07-06,9.41,,
1993-07-07,9.33,,
1993-07-08,9.41,,
1993-07-09,9.44,,
1993-07-12,9.54,,
1993-07-13,9.38,,
1993-07-14,9.44,,
1993-07-15,9.41,,
1993-07-16,9.38,,
1993-07-19,9.54,,
1993-07-20,9.46,,
1993-07-21,9.46,,
1993-07-22,9.6,,
1993-07-23,9.6,,
1993-07-26,9.68,,
1993-07-27,9.84,,
1993-07-28,9.9,,
1993-07-29,9.9,,
1993-07-30,9.95,,
1993-08-02,10.03,,
1993-08-03,10.06,,
1993-08-04,9.98,,
1993-08-05,9.87,,
1993-08-06,9.98,,
1993-08-09,9.95,,
1993-08-10,9.68,,
1993-08-11,9.84,,
1993-08-12,9.84,,
1993-08-13,9.76,,
1993-08-16,9.84,,
1993-08-17,9.84,,
1993-08-18,9.82,,
1993-08-19,10.25,,
1993-08-20,10.09,,
1993-08-23,10.01,,
1993-08-24,10.2,,
1993-08-25,10.36,,
1993-08-26,10.52,,
1993-08-27,10.49,,
1993-08-30,10.79,,
1993-08-31,10.74,,
1993-09-01,10.66,,
1993-09-02,10.58,,
1993-09-03,10.49,,
1993-09-07,10.44,,
1993-09-08,10.6,,
1993-09-09,10.68,,
1993-09-10,10.68,,
1993-09-13,10.82,,
1993-09-14,10.87,,
1993-09-15,11.12,,
1993-09-16,11.17,,
1993-09-17,11.04,,
1993-09-20,11.06,,
1993-09-21,10.87,,
1993-09-22,10.85,,
1993-09-23,10.93,,
1993-09-24,10.63,,
1993-09-27,10.85,,
1993-09-28,10.82,,
1993-09-29,10.85,,
1993-09-30,11.04,,
1993-10-01,11.06,,
1993-10-04,11.04,,
1993-10-05,10.68,,
1993-10-06,10.9,,
1993-10-07,10.98,,
1993-10-08,10.95,,
1993-10-11,10.71,,
1993-10-12,10.66,,
1993-10-13,10.6,,
1993-10-14,10.58,,
1993-10-15,10.49,,
1993-10-18,10.41,,
1993-10-19,10.49,,
1993-10-20,10.85,,
1993-10-21,10.85,,
1993-10-22,11.06,,
1993-10-25,11.25,,
1993-10-26,11.52,,
1993-10-27,11.52,,
1993-10-28,11.55,,
1993-10-29,11.5,,
1993-11-01,11.58,,
1993-11-02,11.88,,
1993-11-03,11.96,,
1993-11-04,11.61,,
1993-11-05,11.58,,
1993-11-08,11.36,,
1993-11-09,11.12,,
1993-11-10,11.17,,
1993-11-11,11.44,,
1993-11-12,11.23,,
1993-11-15,11.17,,
1993-11-16,11.06,,
1993-11-17,11.23,,
1993-11-18,11.09,,
1993-11-19,11.14,,
1993-11-22,11.17,,
1993-11-23,11.06,,
1993-11-24,11.04,,
1993-11-26,11.01,,
1993-11-29,10.87,,
1993-11-30,10.82,,
1993-12-01,10.9,,
1993-12-02,10.76,,
1993-12-03,10.79,,
1993-12-06,10.82,,
1993-12-07,10.76,,
1993-12-08,11.09,,
1993-12-09,10.95,,
1993-12-10,11.06,,
1993-12-13,11.2,,
1993-12-14,11.04,,
1993-12-15,10.9,,
