date,ETN,dcf,Deviation
2012-07-24,41.0,,
2012-07-25,42.06,,
2012-07-26,43.16,,
2012-07-27,44.05,,
2012-07-30,43.93,,
2012-07-31,43.84,,
2012-08-01,43.63,,
2012-08-02,43.13,,
2012-08-03,44.23,,
2012-08-06,44.32,,
2012-08-07,44.65,,
2012-08-08,45.35,,
2012-08-09,45.5,,
2012-08-10,46.15,,
2012-08-13,45.94,,
2012-08-14,45.75,,
2012-08-15,45.72,,
2012-08-16,46.05,,
2012-08-17,46.36,,
2012-08-20,46.06,,
2012-08-21,45.68,,
2012-08-22,45.9,,
2012-08-23,45.77,,
2012-08-24,46.44,,
2012-08-27,46.17,,
2012-08-28,45.64,,
2012-08-29,45.31,,
2012-08-30,44.5,,
2012-08-31,44.72,,
2012-09-04,44.22,,
2012-09-05,43.98,,
2012-09-06,46.1,,
2012-09-07,47.43,,
2012-09-10,47.12,,
2012-09-11,47.62,,
2012-09-12,47.66,,
2012-09-13,47.82,,
2012-09-14,47.23,,
2012-09-17,47.26,,
2012-09-18,47.65,,
2012-09-19,48.52,,
2012-09-20,47.97,,
2012-09-21,48.13,,
2012-09-24,47.73,,
2012-09-25,46.23,,
2012-09-26,46.28,,
2012-09-27,47.1,,
2012-09-28,47.27,,
2012-10-01,47.14,16365999273.0,-0.9999999971196382
2012-10-02,46.64,16365999273.0,-0.9999999971501893
2012-10-03,46.64,16373017272.999998,-0.9999999971514109
2012-10-04,46.66,16590575273.0,-0.9999999971875598
2012-10-05,47.28,16425652273.0,-0.9999999971215755
2012-10-08,46.81,16243184273.0,-0.9999999971181759
2012-10-09,46.29,15741397273.0,-0.9999999970593462
2012-10-10,44.86,15667708273.0,-0.9999999971367861
2012-10-11,44.65,15779996273.0,-0.9999999971704683
2012-10-12,44.97,15860703273.000002,-0.9999999971646907
2012-10-15,45.2,16141423273.0,-0.9999999971997513
2012-10-16,46.0,16401089273.0,-0.9999999971953082
2012-10-17,46.74,16320382273.0,-0.9999999971360964
2012-10-18,46.51,16074752273.0,-0.9999999971066428
2012-10-19,45.81,16176513273.0,-0.9999999971681166
2012-10-22,46.1,15983518272.999998,-0.9999999971157789
2012-10-23,45.55,15787014273.0,-0.9999999971147172
2012-10-24,44.99,15937901273.0,-0.9999999971771691
2012-10-25,45.42,15832631273.0,-0.9999999971312412
2012-10-26,45.12,16569521273.0,-0.999999997276928
2012-10-31,47.22,17401154273.0,-0.9999999972863869
2012-11-01,49.59,17264303273.0,-0.9999999971275991
2012-11-02,49.2,17716964273.0,-0.9999999972230006
2012-11-05,50.49,17692401273.0,-0.9999999971462324
2012-11-06,50.42,17387118273.0,-0.999999997100152
2012-11-07,49.55,17152015273.0,-0.9999999971111266
2012-11-08,48.88,17211668273.0,-0.9999999971600662
2012-11-09,49.05,17387118273.0,-0.9999999971789459
2012-11-12,49.55,17359046273.0,-0.9999999971455805
2012-11-13,49.47,17001128273.000002,-0.9999999970901932
2012-11-14,48.45,16934457273.0,-0.9999999971389695
2012-11-15,48.26,17173069273.0,-0.9999999971897859
2012-11-16,48.94,17632748273.0,-0.9999999972244826
2012-11-19,50.25,17797671273.0,-0.9999999971765969
2012-11-20,50.72,17801180273.0,-0.9999999971507507
2012-11-21,50.73,18099445273.0,-0.9999999971971517
2012-11-23,51.58,17955576273.0,-0.9999999971273548
2012-11-26,51.17,17913468273.0,-0.9999999971434901
2012-11-27,51.05,18257350273.0,-0.9999999972038659
2012-11-28,52.03,18243314273.0,-0.9999999971479963
2012-11-29,51.99,18302967273.0,-0.999999997159477
2012-11-30,52.16,17948558273.0,-0.999999997093917
2012-12-03,51.15,17994175273.0,-0.9999999971574135
2012-12-04,51.28,17959085273.0,-0.9999999971446207
2012-12-05,51.18,18036283273.0,-0.9999999971623865
2012-12-06,51.4,18411746273.0,-0.9999999972083039
2012-12-07,52.47,18366129273.0,-0.9999999971431106
2012-12-10,52.34,18404728273.0,-0.9999999971561656
2012-12-11,52.45,18260859273.0,-0.9999999971277365
2012-12-12,52.04,18134535273.0,-0.9999999971303373
2012-12-13,51.68,18446836273.0,-0.9999999971984356
2012-12-14,52.57,18404728273.0,-0.9999999971436688
2012-12-17,52.45,18906515273.0,-0.999999997225824
2012-12-18,53.88,18990731273.0,-0.9999999971628265
2012-12-19,54.12,19180217273.0,-0.9999999971783428
2012-12-20,54.66,18892479273.0,-0.9999999971067852
2012-12-21,53.84,18762646273.0,-0.9999999971304687
2012-12-24,53.47,18892479273.0,-0.9999999971697733
2012-12-26,53.84,18818790273.0,-0.9999999971390297
2012-12-27,53.63,18629304273.0,-0.9999999971212022
2012-12-28,53.09,19011785273.0,-0.9999999972075216
2012-12-31,54.18,20385305000.0,-0.9999999973422031
2013-01-02,56.45,20357233000.0,-0.9999999972270298
2013-01-03,56.37,20490575000.0,-0.9999999972489791
2013-01-04,56.75,20139675000.0,-0.9999999971821789
2013-01-07,55.75,19883518000.0,-0.9999999971961702
2013-01-08,55.02,20146693000.0,-0.9999999972690307
2013-01-09,55.77,20202837000.0,-0.9999999972394966
2013-01-10,55.93,20139675000.0,-0.9999999972228946
2013-01-11,55.75,19992297000.0,-0.999999997211426
2013-01-14,55.33,20083531000.0,-0.9999999972450063
2013-01-15,55.59,19911590000.0,-0.9999999972081587
2013-01-16,55.1,20374778000.0,-0.999999997295676
2013-01-17,56.42,20462503000.0,-0.9999999972427616
2013-01-18,56.67,20571282000.0,-0.9999999972451887
2013-01-22,56.98,20423904000.0,-0.9999999972101318
2013-01-23,56.56,20687079000.0,-0.9999999972659263
2013-01-24,57.31,20760768000.0,-0.9999999972395048
2013-01-25,57.52,20666025000.0,-0.9999999972166878
2013-01-28,57.25,20767786000.0,-0.9999999972433268
2013-01-29,57.54,20560755000.0,-0.9999999972014646
2013-01-30,56.95,20560755000.0,-0.9999999972301601
2013-01-31,56.95,20760768000.0,-0.9999999972568452
2013-02-01,57.52,20430922000.0,-0.9999999971846596
2013-02-04,56.58,21409933000.0,-0.9999999973573014
2013-02-05,59.37,21508185000.0,-0.9999999972396555
2013-02-06,59.65,21237992000.0,-0.999999997191354
2013-02-07,58.88,21252028000.0,-0.9999999972294409
2013-02-08,58.92,21515203000.0,-0.9999999972614714
2013-02-11,59.67,21704689000.0,-0.9999999972508244
2013-02-12,60.21,21995936000.0,-0.9999999972626762
2013-02-13,61.04,22066116000.0,-0.9999999972337679
2013-02-14,61.24,21936283000.0,-0.9999999972082781
2013-02-15,60.87,22153841000.0,-0.9999999972523952
2013-02-19,61.49,21890666000.0,-0.9999999971910403
2013-02-20,60.74,21438005000.0,-0.999999997166714
2013-02-21,59.45,21543275000.0,-0.9999999972404381
2013-02-22,59.75,21374843000.0,-0.9999999972046578
2013-02-25,59.27,21476604000.0,-0.9999999972402527
2013-02-26,59.56,22224021000.0,-0.999999997320017
2013-02-27,61.69,22322273000.0,-0.9999999972363925
2013-02-28,61.97,22564394000.0,-0.9999999972536378
2013-03-01,62.66,22374908000.0,-0.9999999971995416
2013-03-04,62.12,22385435000.0,-0.9999999972249813
2013-03-05,62.15,22550358000.0,-0.9999999972439462
2013-03-06,62.62,22339818000.0,-0.9999999971969333
2013-03-07,62.02,22806515000.0,-0.9999999972806016
2013-03-08,63.35,22820551000.0,-0.9999999972239934
2013-03-11,63.39,22627556000.0,-0.9999999971985485
2013-03-12,62.84,22831078000.0,-0.9999999972476113
2013-03-13,63.42,22743353000.0,-0.9999999972114929
2013-03-14,63.17,22532813000.0,-0.9999999971965329
2013-03-15,62.57,22273147000.0,-0.9999999971907876
2013-03-18,61.83,22118751000.0,-0.9999999972046342
2013-03-19,61.39,22571412000.0,-0.9999999972801878
2013-03-20,62.68,22550358000.0,-0.9999999972204432
2013-03-21,62.62,22778443000.0,-0.9999999972509096
2013-03-22,63.27,22325782000.0,-0.9999999971660567
2013-03-25,61.98,22038044000.0,-0.9999999971875907
2013-03-26,61.16,21890666000.0,-0.9999999972061151
2013-03-27,60.74,22069625000.0,-0.999999997247801
2013-03-28,61.25,29705618000.0,-0.9999999979381005
2013-04-01,61.18,29586843000.0,-0.999999997932189
2013-04-02,60.93,28788675000.0,-0.9999999978835428
2013-04-03,59.25,28921703000.0,-0.9999999979513654
2013-04-04,59.53,28821932000.0,-0.999999997934559
2013-04-05,59.32,29301783000.0,-0.9999999979755498
2013-04-08,60.33,29368297000.0,-0.999999997945744
2013-04-09,60.47,29677112000.0,-0.9999999979624028
2013-04-10,61.12,29947919000.0,-0.9999999979591236
2013-04-11,61.69,29287530000.0,-0.9999999978936428
2013-04-12,60.3,27824222000.0,-0.9999999978328235
2013-04-15,57.22,28693655000.0,-0.999999998005831
2013-04-16,59.05,27885985000.0,-0.9999999978824489
2013-04-17,57.35,27149580000.0,-0.9999999978876285
2013-04-18,55.8,27700696000.0,-0.9999999979856102
2013-04-19,56.96,27667439000.0,-0.9999999979412623
2013-04-22,56.89,28270816000.0,-0.9999999979876775
2013-04-23,58.16,28489362000.0,-0.9999999979585362
2013-04-24,58.62,28522619000.0,-0.999999997944789
2013-04-25,58.69,28503615000.0,-0.999999997940963
2013-04-26,58.65,29278028000.0,-0.9999999979967913
2013-04-29,60.28,29814891000.0,-0.9999999979781915
2013-04-30,61.41,28798177000.0,-0.9999999978675733
2013-05-01,59.27,28883695000.0,-0.9999999979479772
2013-05-02,59.45,29928915000.0,-0.9999999980136266
2013-05-03,61.65,30128457000.0,-0.9999999979537618
2013-05-06,62.07,30788846000.0,-0.9999999979840102
2013-05-07,63.46,31311456000.0,-0.9999999979732658
2013-05-08,64.56,31396974000.0,-0.9999999979437509
2013-05-09,64.74,31487243000.0,-0.9999999979439292
2013-05-10,64.93,31154673000.0,-0.9999999979158825
2013-05-13,64.23,31563259000.0,-0.999999997965039
2013-05-14,65.09,31843568000.0,-0.9999999979559452
2013-05-15,65.68,31853070000.0,-0.9999999979380323
2013-05-16,65.7,32404186000.0,-0.9999999979724842
2013-05-17,66.86,32979057000.0,-0.9999999979726528
2013-05-20,68.07,33273619000.0,-0.9999999979542351
2013-05-21,68.69,33363888000.0,-0.9999999979411872
2013-05-22,68.88,33059824000.0,-0.9999999979165043
2013-05-23,68.24,33055073000.0,-0.9999999979355665
2013-05-24,68.23,33264117000.0,-0.9999999979488408
2013-05-28,68.67,32584724000.0,-0.9999999978925708
2013-05-29,67.24,32836527000.0,-0.9999999979522805
2013-05-30,67.77,32024106000.0,-0.9999999978837817
2013-05-31,66.06,32100122000.0,-0.9999999979420638
2013-06-03,66.22,31800809000.0,-0.999999997917663
2013-06-04,65.59,31083408000.0,-0.999999997889871
2013-06-05,64.08,31235440000.0,-0.9999999979484842
2013-06-06,64.4,31815062000.0,-0.9999999979758015
2013-06-07,65.62,31824564000.0,-0.9999999979380707
2013-06-10,65.64,31311456000.0,-0.9999999979036427
2013-06-11,64.56,30817352000.0,-0.9999999979050763
2013-06-12,63.52,31439733000.0,-0.9999999979796266
2013-06-13,64.83,31320958000.0,-0.9999999979301399
2013-06-14,64.58,31396974000.0,-0.9999999979431139
2013-06-17,64.74,31919584000.0,-0.9999999979717781
2013-06-18,65.84,31377970000.0,-0.9999999979017126
2013-06-19,64.7,30841107000.0,-0.9999999979021506
2013-06-20,63.57,31026396000.0,-0.9999999979510994
2013-06-21,63.96,30185469000.0,-0.9999999978810997
2013-06-24,62.19,30641565000.0,-0.999999997970404
2013-06-25,63.15,31016894000.0,-0.9999999979640127
2013-06-26,63.94,31625022000.0,-0.9999999979781832
2013-06-27,65.22,31905331000.0,-0.9999999979558275
2013-06-28,65.81,32252536000.0,-0.9999999979595403
2013-07-01,66.48,32043228000.0,-0.9999999979253027
2013-07-02,66.04,32128854000.0,-0.9999999979445268
2013-07-03,66.22,32842404000.0,-0.9999999979837042
2013-07-05,67.72,32956572000.0,-0.9999999979451747
2013-07-08,67.96,33027927000.0,-0.9999999979423474
2013-07-09,68.11,32685423000.0,-0.9999999979161964
2013-07-10,67.39,33075497000.0,-0.99999999796254
2013-07-11,68.21,33137338000.0,-0.9999999979415969
2013-07-12,68.34,33065983000.0,-0.9999999979332234
2013-07-15,68.19,32262050000.0,-0.9999999978863712
2013-07-16,66.5,32461844000.0,-0.9999999979514411
2013-07-17,66.92,32804348000.0,-0.9999999979600265
2013-07-18,67.64,33108796000.0,-0.9999999979570383
2013-07-19,68.28,33032684000.0,-0.9999999979329564
2013-07-22,68.12,33427515000.0,-0.9999999979621578
2013-07-23,68.95,33013656000.0,-0.9999999979114703
2013-07-24,68.08,32985114000.0,-0.9999999979360387
2013-07-25,68.02,32989871000.0,-0.999999997938155
2013-07-26,68.03,32794834000.0,-0.9999999979255879
2013-07-29,67.62,33118310000.0,-0.9999999979582291
2013-07-30,68.3,33427515000.0,-0.9999999979567731
2013-07-31,68.95,33893701000.0,-0.9999999979656987
2013-08-01,69.93,32052742000.0,-0.9999999978182834
2013-08-02,66.06,32181181000.0,-0.9999999979472475
2013-08-05,66.33,31786350000.0,-0.9999999979132552
2013-08-06,65.5,31334435000.0,-0.999999997909648
2013-08-07,64.55,31714995000.0,-0.9999999979646852
2013-08-08,65.35,31843434000.0,-0.9999999979477716
2013-08-09,65.62,32247779000.0,-0.9999999979651312
2013-08-12,66.47,32471358000.0,-0.9999999979529652
2013-08-13,66.94,32400003000.0,-0.9999999979339508
2013-08-14,66.79,31662668000.0,-0.9999999978905757
2013-08-15,65.24,31757808000.0,-0.999999997945702
2013-08-16,65.44,31467631000.0,-0.9999999979204027
2013-08-19,64.83,31605584000.0,-0.9999999979487801
2013-08-20,65.12,31772079000.0,-0.9999999979504016
2013-08-21,65.47,32499900000.0,-0.9999999979855323
2013-08-22,67.0,32447573000.0,-0.9999999979351306
2013-08-23,66.89,32014686000.0,-0.9999999979106464
2013-08-26,65.98,31091828000.0,-0.999999997877899
2013-08-27,64.04,30982417000.0,-0.9999999979330212
2013-08-28,63.81,31068043000.0,-0.999999997946121
2013-08-29,63.99,30749324000.0,-0.9999999979189786
2013-08-30,63.32,30635156000.0,-0.9999999979330936
2013-09-03,63.08,31543743000.0,-0.9999999980002373
2013-09-04,64.99,31757808000.0,-0.9999999979535741
2013-09-05,65.44,31848191000.0,-0.9999999979452522
2013-09-06,65.63,32380975000.0,-0.9999999979731926
2013-09-09,66.75,32918516000.0,-0.9999999979722658
2013-09-10,67.88,32975600000.0,-0.9999999979415083
2013-09-11,68.0,32580769000.0,-0.9999999979128792
2013-09-12,67.17,32656881000.0,-0.9999999979431594
2013-09-13,67.33,33227721000.0,-0.9999999979736799
2013-09-16,68.53,33080254000.0,-0.9999999979283714
2013-09-17,68.22,33803318000.0,-0.9999999979818549
2013-09-18,69.74,34302803000.0,-0.99999999796693
2013-09-19,70.79,34198149000.0,-0.9999999979300049
2013-09-20,70.57,33684393000.0,-0.9999999979049645
2013-09-23,69.49,34131551000.0,-0.9999999979640538
2013-09-24,70.43,34117280000.0,-0.9999999979356502
2013-09-25,70.4,34169607000.0,-0.9999999979396895
2013-09-26,70.51,33779533000.0,-0.9999999979126414
2013-09-27,69.69,33375188000.0,-0.9999999979119218
2013-09-30,68.84,33495038000.0,-0.9999999979447702
2013-10-01,68.99,33623612000.0,-0.9999999979481681
2013-10-02,69.26,33133126000.0,-0.9999999979096449
2013-10-03,68.23,33523610000.0,-0.999999997964718
2013-10-04,69.05,32647402000.0,-0.9999999978849772
2013-10-07,67.21,32023580000.0,-0.9999999979012341
2013-10-08,65.9,31904530000.0,-0.9999999979344626
2013-10-09,65.65,32985504000.0,-0.9999999980097318
2013-10-10,67.92,33642660000.0,-0.9999999979811347
2013-10-11,69.3,33475990000.0,-0.9999999979298596
2013-10-14,68.95,32518828000.0,-0.9999999978796899
2013-10-15,66.94,32447398000.0,-0.9999999979369686
2013-10-16,66.79,32704546000.0,-0.9999999979577763
2013-10-17,67.33,33371226000.0,-0.9999999979823936
2013-10-18,68.73,33204556000.0,-0.9999999979301033
2013-10-21,68.38,33509324000.0,-0.9999999979593739
2013-10-22,69.02,32914074000.0,-0.9999999979030247
2013-10-23,67.77,33261700000.0,-0.9999999979625215
2013-10-24,68.5,34756968000.0,-0.9999999980291722
2013-10-25,71.64,34237910000.0,-0.9999999979075825
2013-10-28,70.55,34599822000.0,-0.9999999979609722
2013-10-29,71.31,34590298000.0,-0.9999999979384393
2013-10-30,71.29,34242672000.0,-0.9999999979180947
2013-10-31,70.56,34295054000.0,-0.9999999979425604
2013-11-01,70.67,34271244000.0,-0.9999999979379214
2013-11-04,70.62,34004572000.0,-0.9999999979232205
2013-11-05,70.06,34076002000.0,-0.9999999979440076
2013-11-06,70.21,33461704000.0,-0.9999999979017805
2013-11-07,68.92,34261720000.0,-0.9999999979884255
2013-11-08,70.6,34447438000.0,-0.9999999979505007
2013-11-11,70.99,34880780000.0,-0.9999999979647818
2013-11-12,71.9,35142690000.0,-0.9999999979540554
2013-11-13,72.45,35071260000.0,-0.9999999979342059
2013-11-14,72.3,35071260000.0,-0.9999999979384829
2013-11-15,72.3,34961734000.0,-0.9999999979320248
2013-11-18,72.07,34590298000.0,-0.9999999979164678
2013-11-19,71.29,34399818000.0,-0.9999999979276053
2013-11-20,70.89,35185548000.0,-0.9999999979852524
2013-11-21,72.54,35404600000.0,-0.9999999979511137
2013-11-22,73.0,35295074000.0,-0.9999999979317227
2013-11-25,72.77,35323646000.0,-0.9999999979399069
2013-11-26,72.83,35333170000.0,-0.999999997938764
2013-11-27,72.85,35242692000.0,-0.9999999979329048
2013-11-29,72.66,34876018000.0,-0.99999999791662
2013-12-02,71.89,34528392000.0,-0.9999999979179454
2013-12-03,71.16,34118860000.0,-0.99999999791435
2013-12-04,70.3,34604584000.0,-0.9999999979684773
2013-12-05,71.32,35128404000.0,-0.9999999979697342
2013-12-06,72.42,35071260000.0,-0.9999999979350613
2013-12-09,72.3,34971258000.0,-0.999999997932588
2013-12-10,72.09,34433152000.0,-0.9999999979063782
2013-12-11,70.96,34247434000.0,-0.99999999792802
2013-12-12,70.57,34437914000.0,-0.9999999979508051
2013-12-13,70.97,35342694000.0,-0.999999997991947
2013-12-16,72.87,35618890000.0,-0.9999999979541755
2013-12-17,73.45,36357000000.0,-0.9999999979797564
2013-12-18,75.0,36109376000.0,-0.9999999979229771
2013-12-19,74.48,36699864000.0,-0.9999999979705647
2013-12-20,75.72,36566528000.0,-0.9999999979292538
2013-12-23,75.44,36704626000.0,-0.9999999979446732
2013-12-24,75.73,37109396000.0,-0.999999997959277
2013-12-26,76.58,37190350000.0,-0.9999999979408637
2013-12-27,76.75,36837962000.0,-0.9999999979165514
2013-12-30,76.01,36890344000.0,-0.9999999979395692
2013-12-31,76.12,36901083000.0,-0.999999997937188
2014-01-02,75.49,37005957000.0,-0.9999999979600581
2014-01-03,75.71,36848646000.0,-0.9999999979453791
2014-01-06,75.38,36924918000.0,-0.9999999979585601
2014-01-07,75.54,36800976000.0,-0.9999999979473371
2014-01-08,75.28,36929685000.0,-0.9999999979615315
2014-01-09,75.55,37296744000.0,-0.999999997974354
2014-01-10,76.32,36224169000.0,-0.9999999978931193
2014-01-13,74.07,37001190000.0,-0.9999999979981725
2014-01-14,75.7,37353948000.0,-0.9999999979734404
2014-01-15,76.44,37401618000.0,-0.9999999979562382
2014-01-16,76.54,37549395000.0,-0.9999999979616183
2014-01-17,76.85,37940289000.0,-0.9999999979744487
2014-01-21,77.67,37711473000.0,-0.9999999979404146
2014-01-22,77.19,37115598000.0,-0.9999999979202814
2014-01-23,75.94,35776071000.0,-0.9999999978773522
2014-01-24,73.13,35613993000.0,-0.9999999979465937
2014-01-27,72.79,35976285000.0,-0.9999999979767227
2014-01-28,73.55,35942916000.0,-0.9999999979536996
2014-01-29,73.48,36147897000.0,-0.9999999979672399
2014-01-30,73.91,35757003000.0,-0.9999999979329923
2014-01-31,73.09,34412709000.0,-0.9999999978760754
2014-02-03,70.27,33640455000.0,-0.999999997911146
2014-02-04,68.65,33854970000.0,-0.9999999979722327
2014-02-05,69.1,33840669000.0,-0.9999999979580781
2014-02-06,69.07,34579554000.0,-0.9999999980025769
2014-02-07,70.62,34064718000.0,-0.9999999979268873
2014-02-10,69.54,34288767000.0,-0.9999999979719306
2014-02-11,70.01,34808370000.0,-0.9999999979887021
2014-02-12,71.1,35022885000.0,-0.9999999979698988
2014-02-13,71.55,35580624000.0,-0.999999997989074
2014-02-14,72.72,35461449000.0,-0.9999999979493224
2014-02-18,72.47,35299371000.0,-0.9999999979469889
2014-02-19,72.13,35699799000.0,-0.9999999979795404
2014-02-20,72.97,35952450000.0,-0.9999999979703748
2014-02-21,73.5,36657966000.0,-0.9999999979949787
2014-02-24,74.98,36839112000.0,-0.9999999979646632
2014-02-25,75.36,37039326000.0,-0.9999999979654057
2014-02-26,75.78,36882015000.0,-0.99999999794534
2014-02-27,75.45,36529257000.0,-0.9999999979345323
2014-02-28,74.71,35938149000.0,-0.9999999979211506
2014-03-03,73.47,36133596000.0,-0.9999999979667122
2014-03-04,73.88,36381480000.0,-0.9999999979692965
2014-03-05,74.4,36829578000.0,-0.9999999979798846
2014-03-06,75.34,37215705000.0,-0.9999999979755858
2014-03-07,76.15,36605529000.0,-0.9999999979197132
2014-03-10,74.87,36443451000.0,-0.9999999979455843
2014-03-11,74.53,36095460000.0,-0.9999999979351973
2014-03-12,73.8,35499585000.0,-0.9999999979211025
2014-03-13,72.55,34889409000.0,-0.9999999979205724
2014-03-14,71.27,35428080000.0,-0.9999999979883188
2014-03-17,72.4,35871411000.0,-0.9999999979816796
2014-03-18,73.33,35266002000.0,-0.9999999979206602
2014-03-19,72.06,35604459000.0,-0.9999999979760962
2014-03-20,72.77,35547255000.0,-0.9999999979528659
2014-03-21,72.65,35561556000.0,-0.9999999979570635
2014-03-24,72.68,36157431000.0,-0.9999999979899015
2014-03-25,73.93,35704566000.0,-0.9999999979293965
2014-03-26,72.98,35857110000.0,-0.9999999979646993
2014-03-27,73.3,36300441000.0,-0.9999999979807408
2014-03-28,74.23,36724704000.0,-0.9999999979787447
2014-03-31,75.12,37062676000.0,-0.9999999979731631
2014-04-01,75.77,37493596000.0,-0.9999999979791215
2014-04-02,76.67,37661176000.0,-0.9999999979642166
2014-04-03,77.02,36966916000.0,-0.9999999979165154
2014-04-04,75.57,35923132000.0,-0.9999999978963415
2014-04-07,73.39,35918344000.0,-0.9999999979567543
2014-04-08,73.38,36593452000.0,-0.9999999979947232
2014-04-09,74.79,35659792000.0,-0.9999999979026799
2014-04-10,72.84,34740496000.0,-0.9999999979033115
2014-04-11,70.92,34793164000.0,-0.9999999979616686
2014-04-14,71.03,35204932000.0,-0.9999999979823849
2014-04-15,71.89,35712460000.0,-0.9999999979869771
2014-04-16,72.95,36129016000.0,-0.9999999979808473
2014-04-17,73.82,36181684000.0,-0.9999999979597411
2014-04-21,73.93,36421084000.0,-0.9999999979701318
2014-04-22,74.43,36397144000.0,-0.9999999979550593
2014-04-23,74.38,36674848000.0,-0.9999999979719071
2014-04-24,74.96,36191260000.0,-0.9999999979287817
2014-04-25,73.95,36454600000.0,-0.9999999979714495
2014-04-28,74.5,35329420000.0,-0.9999999978912759
2014-04-29,72.15,35564032000.0,-0.9999999979712649
2014-04-30,72.64,35803432000.0,-0.9999999979711442
2014-05-01,73.14,35669368000.0,-0.9999999979495011
2014-05-02,72.86,35655004000.0,-0.999999997956528
2014-05-05,72.83,35434756000.0,-0.9999999979446733
2014-05-06,72.37,35497000000.0,-0.9999999979612362
2014-05-07,72.5,35219296000.0,-0.9999999979414693
2014-05-08,71.92,35075656000.0,-0.9999999979495751
2014-05-09,71.62,35755552000.0,-0.9999999979969544
2014-05-12,73.04,35832160000.0,-0.9999999979616077
2014-05-13,73.2,35611912000.0,-0.999999997944508
2014-05-14,72.74,35444332000.0,-0.9999999979477678
2014-05-15,72.39,35358148000.0,-0.9999999979526643
2014-05-16,72.21,35564032000.0,-0.9999999979695778
2014-05-19,72.64,35300692000.0,-0.9999999979422499
2014-05-20,72.09,35707672000.0,-0.9999999979811062
2014-05-21,72.94,35880040000.0,-0.9999999979671149
2014-05-22,73.3,36081136000.0,-0.9999999979684675
2014-05-23,73.72,36339688000.0,-0.999999997971364
2014-05-27,74.26,36205624000.0,-0.9999999979489375
2014-05-28,73.98,36229564000.0,-0.9999999979580212
2014-05-29,74.03,36066772000.0,-0.9999999979474182
2014-05-30,73.69,36023680000.0,-0.9999999979544011
2014-06-02,73.6,35994952000.0,-0.9999999979552688
2014-06-03,73.54,35918344000.0,-0.9999999979525782
2014-06-04,73.38,36004528000.0,-0.999999997961923
2014-06-05,73.56,36641332000.0,-0.9999999979924311
2014-06-06,74.89,36962128000.0,-0.9999999979738721
2014-06-09,75.56,36765820000.0,-0.9999999979448303
2014-06-10,75.15,36818488000.0,-0.9999999979589058
2014-06-11,75.26,36660484000.0,-0.9999999979471084
2014-06-12,74.93,36770608000.0,-0.9999999979622312
2014-06-13,75.16,37086616000.0,-0.9999999979733929
2014-06-16,75.82,37249408000.0,-0.9999999979645314
2014-06-17,76.16,37455292000.0,-0.9999999979666425
2014-06-18,76.59,37570204000.0,-0.9999999979614165
2014-06-19,76.83,37919728000.0,-0.9999999979738778
2014-06-20,77.56,38724112000.0,-0.9999999979971135
2014-06-23,79.24,37871848000.0,-0.9999999979076807
2014-06-24,77.46,37646812000.0,-0.9999999979424553
2014-06-25,76.99,37637236000.0,-0.9999999979544194
2014-06-26,76.97,37776088000.0,-0.9999999979624676
2014-06-27,77.26,37737784000.0,-0.999999997952715
2014-06-30,77.18,37663232000.0,-0.9999999979507866
2014-07-01,77.36,37778120000.0,-0.9999999979522538
2014-07-02,77.6,38108423000.0,-0.9999999979637048
2014-07-03,78.29,38185015000.0,-0.9999999979497193
2014-07-07,78.45,37696741000.0,-0.9999999979189182
2014-07-08,77.43,37921730000.0,-0.9999999979581627
2014-07-09,77.9,37806842000.0,-0.9999999979395264
2014-07-10,77.66,37883434000.0,-0.9999999979500275
2014-07-11,77.82,38472235000.0,-0.9999999979772426
2014-07-14,79.05,38266394000.0,-0.9999999979342187
2014-07-15,78.62,38658928000.0,-0.9999999979663171
2014-07-16,79.44,38089275000.0,-0.9999999979143736
2014-07-17,78.25,38242459000.0,-0.999999997953845
2014-07-18,78.57,37931304000.0,-0.9999999979286238
2014-07-21,77.92,38122784000.0,-0.999999997956078
2014-07-22,78.32,37983961000.0,-0.999999997938077
2014-07-23,78.03,37672806000.0,-0.9999999979287447
2014-07-24,77.38,37715889000.0,-0.9999999979483448
2014-07-25,77.47,37371225000.0,-0.9999999979270147
2014-07-28,76.75,34384137000.0,-0.9999999977678661
2014-07-29,70.51,34092130000.0,-0.9999999979317807
2014-07-30,69.9,33144304000.0,-0.9999999978910403
2014-07-31,67.92,32790066000.0,-0.9999999979286409
2014-08-01,67.18,33029416000.0,-0.9999999979660554
2014-08-04,67.68,32943250000.0,-0.9999999979455579
2014-08-05,67.5,32589012000.0,-0.9999999979287497
2014-08-06,66.76,32569864000.0,-0.9999999979502524
2014-08-07,66.72,33043777000.0,-0.9999999979808604
2014-08-08,67.71,33149091000.0,-0.99999999795741
2014-08-11,67.93,33163452000.0,-0.9999999979516607
2014-08-12,67.96,33512903000.0,-0.9999999979721244
2014-08-13,68.69,33455459000.0,-0.9999999979468224
2014-08-14,68.57,33235257000.0,-0.9999999979368296
2014-08-15,68.11,33661300000.0,-0.9999999979766081
2014-08-18,69.0,33757040000.0,-0.9999999979559819
2014-08-19,69.2,34331480000.0,-0.9999999979843572
2014-08-20,70.4,34163935000.0,-0.9999999979393475
2014-08-21,70.05,34049047000.0,-0.9999999979426737
2014-08-22,69.81,34278823000.0,-0.9999999979634656
2014-08-25,70.29,34140000000.0,-0.9999999979411248
2014-08-26,70.0,34029899000.0,-0.9999999979429853
