date,DXCM,dcf,Deviation
2005-09-01,12.1,,
2005-09-02,12.42,,
2005-09-06,12.58,,
2005-09-07,12.5,,
2005-09-08,12.35,,
2005-09-09,12.45,,
2005-09-12,12.25,,
2005-09-13,12.31,,
2005-09-14,12.48,,
2005-09-15,12.4,,
2005-09-16,12.43,,
2005-09-19,12.13,,
2005-09-20,11.96,,
2005-09-21,12.31,,
2005-09-22,12.19,,
2005-09-23,12.28,,
2005-09-26,12.46,,
2005-09-27,12.14,,
2005-09-28,11.74,,
2005-09-29,11.77,,
2005-09-30,11.62,,
2005-10-03,11.9,,
2005-10-04,12.15,,
2005-10-05,12.01,,
2005-10-06,12.16,,
2005-10-07,12.17,,
2005-10-10,12.3,,
2005-10-11,11.82,,
2005-10-12,11.24,,
2005-10-13,10.84,,
2005-10-14,11.01,,
2005-10-17,11.42,,
2005-10-18,11.41,,
2005-10-19,11.72,,
2005-10-20,11.61,,
2005-10-21,11.75,,
2005-10-24,11.96,,
2005-10-25,12.45,,
2005-10-26,12.79,,
2005-10-27,12.44,,
2005-10-28,12.61,,
2005-10-31,13.01,,
2005-11-01,13.45,,
2005-11-02,13.68,,
2005-11-03,13.8,,
2005-11-04,13.27,,
2005-11-07,13.1,,
2005-11-08,12.86,,
2005-11-09,13.39,,
2005-11-10,13.34,,
2005-11-11,13.53,,
2005-11-14,14.12,,
2005-11-15,13.91,,
2005-11-16,13.9,,
2005-11-17,14.19,,
2005-11-18,14.39,,
2005-11-21,14.88,,
2005-11-22,15.01,,
2005-11-23,15.2,,
2005-11-25,15.2,,
2005-11-28,14.11,,
2005-11-29,13.96,,
2005-11-30,14.02,,
2005-12-01,14.03,,
2005-12-02,14.57,,
2005-12-05,14.14,,
2005-12-06,14.26,,
2005-12-07,14.3,,
2005-12-08,14.23,,
2005-12-09,14.49,,
2005-12-12,14.16,,
2005-12-13,14.1,,
2005-12-14,14.0,,
2005-12-15,15.28,,
2005-12-16,15.43,,
2005-12-19,15.95,,
2005-12-20,15.99,,
2005-12-21,15.56,,
2005-12-22,15.51,,
2005-12-23,15.58,,
2005-12-27,15.55,,
2005-12-28,15.6,,
2005-12-29,15.21,,
2005-12-30,14.92,,
2006-01-03,14.5,,
2006-01-04,15.25,,
2006-01-05,15.8,,
2006-01-06,15.65,,
2006-01-09,15.58,,
2006-01-10,15.61,,
2006-01-11,15.42,,
2006-01-12,15.25,,
2006-01-13,15.08,,
2006-01-17,14.71,,
2006-01-18,14.7,,
2006-01-19,14.8,,
2006-01-20,15.07,,
2006-01-23,14.99,,
2006-01-24,14.87,,
2006-01-25,15.59,,
2006-01-26,16.3,,
2006-01-27,16.24,,
2006-01-30,17.72,,
2006-01-31,19.0,,
2006-02-01,18.41,,
2006-02-02,18.0,,
2006-02-03,17.88,,
2006-02-06,18.0,,
2006-02-07,17.86,,
2006-02-08,18.0,,
2006-02-09,18.0,,
2006-02-10,17.97,,
2006-02-13,17.64,,
2006-02-14,17.49,,
2006-02-15,17.25,,
2006-02-16,17.25,,
2006-02-17,17.27,,
2006-02-21,16.97,,
2006-02-22,17.31,,
2006-02-23,17.04,,
2006-02-24,17.0,,
2006-02-27,16.99,,
2006-02-28,17.45,,
2006-03-01,18.2,,
2006-03-02,18.92,,
2006-03-03,18.2,,
2006-03-06,18.1,,
2006-03-07,17.86,,
2006-03-08,18.12,,
2006-03-09,18.35,,
2006-03-10,18.56,,
2006-03-13,18.68,,
2006-03-14,19.53,,
2006-03-15,20.8,,
2006-03-16,20.05,,
2006-03-17,19.28,,
2006-03-20,18.44,,
2006-03-21,18.49,,
2006-03-22,18.66,,
2006-03-23,19.25,,
2006-03-24,19.81,,
2006-03-27,21.2,,
2006-03-28,21.06,,
2006-03-29,20.61,,
2006-03-30,20.25,,
2006-03-31,20.27,30.34220775272832,-0.3319536875764304
2006-04-03,20.56,30.392207752728325,-0.32351081016303207
2006-04-04,20.61,30.382207752728334,-0.3216424504848825
2006-04-05,20.6,30.00220775272832,-0.3133838626216868
2006-04-06,20.22,29.49220775272833,-0.31439517280189233
2006-04-07,19.71,29.642207752728325,-0.33506977063184995
2006-04-10,19.86,29.08220775272833,-0.3171082412704088
2006-04-11,19.3,30.09220775272832,-0.3586379517717453
2006-04-12,20.31,30.16220775272832,-0.32664080273888907
2006-04-13,20.38,30.432207752728317,-0.33031477158692557
2006-04-17,20.65,31.40220775272833,-0.3424029239407266
2006-04-18,21.62,31.59220775272832,-0.3156540318669915
2006-04-19,21.81,32.032207752728326,-0.3191227976428711
2006-04-20,22.25,33.08220775272833,-0.32743303692707704
2006-04-21,23.3,33.282207752728326,-0.2999262496914745
2006-04-24,23.5,34.77220775272832,-0.32417290937886656
2006-04-25,24.99,34.65220775272833,-0.27883382847280724
2006-04-26,24.87,34.80220775272832,-0.2853901632705955
2006-04-27,25.02,34.94220775272833,-0.28396052770745694
2006-04-28,25.16,34.83220775272833,-0.2776800087261402
2006-05-01,25.05,34.91220775272832,-0.28248593794408805
2006-05-02,25.13,35.05220775272832,-0.2830694095710995
2006-05-03,25.27,35.58220775272833,-0.2898136007858485
2006-05-04,25.8,35.032207752728326,-0.2635348539233676
2006-05-05,25.25,34.33220775272833,-0.2645389955152704
2006-05-08,24.55,33.26220775272833,-0.26192511986862055
2006-05-09,23.48,32.99220775272833,-0.28831679965223633
2006-05-10,23.21,32.08220775272833,-0.2765460476133791
2006-05-11,22.3,31.83220775272833,-0.2994516694152741
2006-05-12,22.05,31.59220775272832,-0.30204308060440155
2006-05-15,21.81,31.82220775272832,-0.3146295766317443
2006-05-16,22.04,31.622207752728325,-0.303021466042376
2006-05-17,21.84,30.962207752728325,-0.2946239436664362
2006-05-18,21.18,30.782207752728326,-0.3119401905757475
2006-05-19,21.0,30.50220775272832,-0.31152524531206693
2006-05-22,20.72,30.82220775272832,-0.3277574349564266
2006-05-23,21.04,30.60220775272833,-0.3124679052567969
2006-05-24,20.82,30.382207752728334,-0.31473051038793065
2006-05-25,20.6,29.58220775272833,-0.3036354766962892
2006-05-26,19.8,29.532207752728326,-0.329545553594083
2006-05-30,19.75,29.24220775272833,-0.32460639883945486
2006-05-31,19.46,29.532207752728326,-0.34105840772428553
2006-06-01,19.75,30.952207752728334,-0.36191950642812865
2006-06-02,21.17,31.01220775272833,-0.31736559458145797
2006-06-05,21.23,30.882207752728334,-0.3125491490120422
2006-06-06,21.1,30.112207752728317,-0.2992875124512172
2006-06-07,20.33,28.682207752728317,-0.2911982168434659
2006-06-08,18.9,28.48220775272832,-0.33642784421479544
2006-06-09,18.7,26.612207752728317,-0.29731497011619223
2006-06-12,16.83,23.75220775272832,-0.29143428791090786
2006-06-13,13.97,23.682207752728317,-0.41010567317607527
2006-06-14,13.9,23.272207752728338,-0.40272104186718505
2006-06-15,13.49,23.302207752728325,-0.42108489705570784
2006-06-16,13.52,23.362207752728317,-0.4212875708024175
2006-06-19,13.58,23.222207752728334,-0.415214946632087
2006-06-20,13.44,22.612207752728317,-0.4056307925802437
2006-06-21,12.83,21.882207752728334,-0.4136789054842823
2006-06-22,12.1,22.24220775272833,-0.45598925544988855
2006-06-23,12.46,22.022207752728338,-0.4342074990888991
2006-06-26,12.24,21.67220775272833,-0.43522136094053
2006-06-27,11.89,22.42220775272833,-0.46972215532374473
2006-06-28,12.64,22.892207752728325,-0.44784705186446916
2006-06-29,13.11,23.362207752728317,-0.43883728204287675
2006-06-30,13.58,,
2006-07-03,13.79,,
2006-07-05,13.34,,
2006-07-06,13.0,,
2006-07-07,12.88,,
2006-07-10,13.25,,
2006-07-11,12.77,,
2006-07-12,12.37,,
2006-07-13,12.02,,
2006-07-14,12.13,,
2006-07-17,11.64,,
2006-07-18,11.68,,
2006-07-19,12.45,,
2006-07-20,12.06,,
2006-07-21,11.28,,
2006-07-24,10.99,,
2006-07-25,11.24,,
2006-07-26,11.39,,
2006-07-27,11.02,,
2006-07-28,11.92,,
2006-07-31,11.89,,
2006-08-01,11.68,,
2006-08-02,11.7,,
2006-08-03,11.7,,
2006-08-04,11.57,,
2006-08-07,11.38,,
2006-08-08,11.33,,
2006-08-09,11.09,,
2006-08-10,11.35,,
2006-08-11,11.19,,
2006-08-14,11.53,,
2006-08-15,11.75,,
2006-08-16,12.16,,
2006-08-17,12.22,,
2006-08-18,14.18,,
2006-08-21,13.67,,
2006-08-22,13.35,,
2006-08-23,13.0,,
2006-08-24,12.92,,
2006-08-25,12.93,,
2006-08-28,12.87,,
2006-08-29,12.81,,
2006-08-30,13.05,,
2006-08-31,12.84,,
2006-09-01,11.66,,
2006-09-05,12.0,,
2006-09-06,11.65,,
2006-09-07,11.15,,
2006-09-08,11.45,,
2006-09-11,11.57,,
2006-09-12,11.54,,
2006-09-13,11.09,,
2006-09-14,10.72,,
2006-09-15,10.63,,
2006-09-18,10.46,,
2006-09-19,10.23,,
2006-09-20,10.57,,
2006-09-21,10.71,,
2006-09-22,10.46,,
2006-09-25,10.55,,
2006-09-26,10.7,,
2006-09-27,10.94,,
2006-09-28,10.78,,
2006-09-29,11.13,,
2006-10-02,11.02,,
2006-10-03,10.67,,
2006-10-04,10.69,,
2006-10-05,11.21,,
2006-10-06,11.15,,
2006-10-09,11.14,,
2006-10-10,11.91,,
2006-10-11,11.54,,
2006-10-12,11.54,,
2006-10-13,11.22,,
2006-10-16,10.97,,
2006-10-17,10.98,,
2006-10-18,10.55,,
2006-10-19,10.2,,
2006-10-20,9.8,,
2006-10-23,9.79,,
2006-10-24,9.03,,
2006-10-25,9.02,,
2006-10-26,9.18,,
2006-10-27,9.15,,
2006-10-30,8.78,,
2006-10-31,8.8,,
2006-11-01,8.62,,
2006-11-02,8.91,,
2006-11-03,9.15,,
2006-11-06,9.32,,
2006-11-07,9.22,,
2006-11-08,9.06,,
2006-11-09,9.2,,
2006-11-10,9.71,,
2006-11-13,10.23,,
2006-11-14,10.59,,
2006-11-15,10.5,,
2006-11-16,10.48,,
2006-11-17,10.57,,
2006-11-20,10.83,,
2006-11-21,11.7,,
2006-11-22,11.3,,
2006-11-24,11.74,,
2006-11-27,11.0,,
2006-11-28,10.58,,
2006-11-29,10.95,,
2006-11-30,11.26,,
2006-12-01,11.51,,
2006-12-04,11.69,,
2006-12-05,11.51,,
2006-12-06,11.6,,
2006-12-07,11.51,,
2006-12-08,11.4,,
2006-12-11,11.39,,
2006-12-12,11.3,,
2006-12-13,10.98,,
2006-12-14,10.59,,
2006-12-15,10.73,,
2006-12-18,10.55,,
2006-12-19,10.79,,
2006-12-20,11.02,,
2006-12-21,10.22,,
2006-12-22,10.0,,
2006-12-26,10.31,,
2006-12-27,10.23,,
2006-12-28,10.07,,
2006-12-29,9.86,,
2007-01-03,9.88,,
2007-01-04,9.79,,
2007-01-05,9.68,,
2007-01-08,9.64,,
2007-01-09,9.42,,
2007-01-10,9.47,,
2007-01-11,9.16,,
2007-01-12,8.99,,
2007-01-16,8.6,,
2007-01-17,8.81,,
2007-01-18,8.53,,
2007-01-19,8.71,,
2007-01-22,8.43,,
2007-01-23,8.52,,
2007-01-24,8.91,,
2007-01-25,9.0,,
2007-01-26,9.01,,
2007-01-29,9.2,,
2007-01-30,9.11,,
2007-01-31,8.9,,
2007-02-01,8.95,,
2007-02-02,8.9,,
2007-02-05,9.0,,
2007-02-06,8.89,,
2007-02-07,8.85,,
2007-02-08,8.8,,
2007-02-09,8.78,,
2007-02-12,8.63,,
2007-02-13,8.98,,
2007-02-14,8.8,,
2007-02-15,8.86,,
2007-02-16,8.82,,
2007-02-20,9.0,,
2007-02-21,8.74,,
2007-02-22,8.71,,
2007-02-23,9.25,,
2007-02-26,9.06,,
2007-02-27,8.48,,
2007-02-28,8.09,,
2007-03-01,7.94,,
2007-03-02,6.78,,
2007-03-05,6.5,,
2007-03-06,6.97,,
2007-03-07,7.38,,
2007-03-08,7.33,,
2007-03-09,7.25,,
2007-03-12,7.42,,
2007-03-13,7.35,,
2007-03-14,7.34,,
2007-03-15,7.25,,
2007-03-16,7.0,,
2007-03-19,6.94,,
2007-03-20,7.0,,
2007-03-21,7.0,,
2007-03-22,7.21,,
2007-03-23,7.3,,
2007-03-26,7.3,,
2007-03-27,7.29,,
2007-03-28,7.25,,
2007-03-29,7.7,,
2007-03-30,7.86,9.698071146075884,-0.1895295588566207
2007-04-02,7.72,9.868071146075884,-0.21767892775378717
2007-04-03,7.89,9.638071146075884,-0.18137147148862942
2007-04-04,7.66,9.618071146075884,-0.20358251840076746
2007-04-05,7.64,10.808071146075884,-0.2931208634045793
2007-04-09,8.83,10.648071146075884,-0.17074182930735715
2007-04-10,8.67,10.288071146075884,-0.15727643433852567
2007-04-11,8.31,10.388071146075884,-0.2000439847642822
2007-04-12,8.41,10.148071146075884,-0.17127108403728242
2007-04-13,8.17,10.328071146075883,-0.20895200231999134
2007-04-16,8.35,10.328071146075883,-0.19152377226094586
2007-04-17,8.35,10.228071146075884,-0.1836192884517065
2007-04-18,8.25,9.918071146075883,-0.168185035326739
2007-04-19,7.94,10.228071146075884,-0.22370504794090407
2007-04-20,8.25,10.128071146075886,-0.18543226237145294
2007-04-23,8.15,9.958071146075884,-0.18156841014219705
2007-04-24,7.98,10.138071146075884,-0.21286802143928552
2007-04-25,8.16,10.238071146075884,-0.20297486864724323
2007-04-26,8.26,10.148071146075884,-0.18605221809131423
2007-04-27,8.17,9.948071146075884,-0.17873526636138526
2007-04-30,7.97,9.698071146075884,-0.17818709721212056
2007-05-01,7.72,9.678071146075885,-0.20232039179313266
2007-05-02,7.7,9.448071146075884,-0.1850188381362814
2007-05-03,7.47,9.358071146075883,-0.20175858001118185
2007-05-04,7.38,9.498071146075883,-0.2230001348169478
2007-05-07,7.52,9.378071146075886,-0.1981293506024817
2007-05-08,7.4,9.508071146075885,-0.22171385906655894
2007-05-09,7.53,9.708071146075884,-0.22435673506124698
2007-05-10,7.73,9.608071146075883,-0.1954680723656924
2007-05-11,7.63,9.448071146075884,-0.19242775778958787
2007-05-14,7.47,9.178071146075885,-0.18610349809787397
2007-05-15,7.2,9.128071146075886,-0.2112243775515219
2007-05-16,7.15,8.888071146075886,-0.1955509938557647
2007-05-17,6.91,8.848071146075885,-0.21903882937643626
2007-05-18,6.87,9.078071146075883,-0.243231310985082
2007-05-21,7.1,9.258071146075885,-0.23310159449256374
2007-05-22,7.28,9.288071146075884,-0.216198941038934
2007-05-23,7.31,9.088071146075885,-0.19564890255548162
2007-05-24,7.11,9.168071146075885,-0.22448245800936872
2007-05-25,7.19,8.998071146075883,-0.20093985885679444
2007-05-29,7.02,8.678071146075885,-0.19106447944087712
2007-05-30,6.7,8.538071146075884,-0.2152794366114723
2007-05-31,6.56,8.468071146075884,-0.22532535605349602
2007-06-01,6.49,8.538071146075884,-0.239875155762456
2007-06-04,6.56,8.548071146075884,-0.23257540936454857
2007-06-05,6.57,8.548071146075884,-0.23140555480565295
2007-06-06,6.57,8.598071146075885,-0.23587512962154145
2007-06-07,6.62,8.518071146075885,-0.22282875002168656
2007-06-08,6.54,8.538071146075884,-0.2340190321550789
2007-06-11,6.56,8.598071146075885,-0.23703818117462894
2007-06-12,6.62,8.528071146075884,-0.2237400595507304
2007-06-13,6.55,8.748071146075883,-0.25126351962305093
2007-06-14,6.77,8.798071146075884,-0.2305131559410547
2007-06-15,6.82,8.708071146075884,-0.21681852552694236
2007-06-18,6.73,8.828071146075883,-0.23765906633052958
2007-06-19,6.85,9.428071146075885,-0.2734462973530827
2007-06-20,7.45,9.678071146075885,-0.23021851280554895
2007-06-21,7.7,9.808071146075884,-0.2149322853269986
2007-06-22,7.83,10.108071146075883,-0.2253714989887331
2007-06-25,8.13,10.258071146075885,-0.20745334242392688
2007-06-26,8.28,10.068071146075885,-0.17759818341895628
2007-06-27,8.09,9.928071146075885,-0.18513879675433143
2007-06-28,7.95,10.168071146075883,-0.21814079722798685
2007-06-29,8.19,9.295881402628988,-0.11896466346012458
2007-07-02,8.38,9.335881402628985,-0.10238791190725793
2007-07-03,8.42,9.255881402628988,-0.09030813666125515
2007-07-05,8.34,9.445881402628986,-0.11707551211909106
2007-07-06,8.53,10.12588140262899,-0.15760419653094593
2007-07-09,9.21,10.175881402628987,-0.09491869690810717
2007-07-10,9.26,10.035881402628988,-0.07731073848937065
2007-07-11,9.12,10.325881402628987,-0.11678241843083426
2007-07-12,9.41,10.595881402628988,-0.11191908983944976
2007-07-13,9.68,10.425881402628987,-0.07154132814525449
2007-07-16,9.51,10.425881402628987,-0.08784690399394324
2007-07-17,9.51,10.315881402628987,-0.07812046020843255
2007-07-18,9.4,10.365881402628986,-0.09317889768486254
2007-07-19,9.45,10.435881402628986,-0.09447035325455366
2007-07-20,9.52,9.945881402628986,-0.0428198754226462
2007-07-23,9.03,9.495881402628989,-0.04906141756361948
2007-07-24,8.58,9.535881402628988,-0.10024048771888638
2007-07-25,8.62,9.245881402628989,-0.0676929948994398
2007-07-26,8.33,9.095881402628985,-0.08420090024564542
2007-07-27,8.18,9.215881402628987,-0.11240177226385362
2007-07-30,8.3,8.945881402628986,-0.07219874415495564
2007-07-31,8.03,8.345881402628985,-0.03784877682655319
2007-08-01,7.43,8.705881402628986,-0.14655396089403394
2007-08-02,7.79,8.61588140262899,-0.09585570692477108
2007-08-03,7.7,8.445881402628986,-0.0883130329531755
2007-08-06,7.53,8.945881402628986,-0.1582718727092549
2007-08-07,8.03,10.115881402628986,-0.20619868102515448
2007-08-08,9.2,10.475881402628987,-0.1217922725154943
2007-08-09,9.56,9.635881402628987,-0.007874879262034451
2007-08-10,8.72,9.335881402628985,-0.06596928303476002
2007-08-13,8.42,8.965881402628987,-0.06088429883412505
2007-08-14,8.05,8.925881402628987,-0.09812828146820418
2007-08-15,8.01,9.475881402628987,-0.15469604782329727
2007-08-16,8.56,9.905881402628987,-0.13586690047306582
2007-08-17,8.99,10.045881402628988,-0.10510589965283335
2007-08-20,9.13,10.045881402628988,-0.09116984024809438
2007-08-21,9.13,10.105881402628988,-0.09656568920105446
2007-08-22,9.19,9.815881402628987,-0.0637621194629917
2007-08-23,8.9,9.725881402628987,-0.08491584139672359
2007-08-24,8.81,9.665881402628987,-0.08854664846148419
2007-08-27,8.75,9.835881402628985,-0.11040000973768804
2007-08-28,8.92,9.885881402628987,-0.0977031145014674
2007-08-29,8.97,9.845881402628985,-0.08895916645868918
2007-08-30,8.93,10.115881402628986,-0.11722966644515931
2007-08-31,9.2,10.105881402628988,-0.08963902964399806
2007-09-04,9.19,10.12588140262899,-0.09242468535983506
2007-09-05,9.21,10.225881402628987,-0.09934414087452759
2007-09-06,9.31,10.315881402628987,-0.09750804253843393
2007-09-07,9.4,10.535881402628988,-0.10781076202561979
2007-09-10,9.62,10.465881402628987,-0.08082275826444074
2007-09-11,9.55,10.365881402628986,-0.07870834817983374
2007-09-12,9.45,10.315881402628987,-0.08393673490743303
2007-09-13,9.4,10.175881402628987,-0.07624709564996834
2007-09-14,9.26,10.335881402628985,-0.10409188735034525
2007-09-17,9.42,10.345881402628985,-0.0894927523906962
2007-09-18,9.43,10.62588140262899,-0.11254420761115513
2007-09-19,9.71,10.275881402628988,-0.055068891947722576
2007-09-20,9.36,10.555881402628989,-0.11329053037022097
2007-09-21,9.64,10.415881402628987,-0.07449023012427469
2007-09-24,9.5,10.525881402628986,-0.09746275522093173
2007-09-25,9.61,10.485881402628987,-0.08352959269684179
2007-09-26,9.57,10.615881402628986,-0.09852044902931723
2007-09-27,9.7,10.915881402628987,-0.11138646141173303
2007-09-28,10.0,10.97658332547516,-0.08896969999841775
2007-10-01,10.44,10.89658332547516,-0.041901512780406325
2007-10-02,10.36,11.11658332547516,-0.06805898029310387
2007-10-03,10.58,10.87658332547516,-0.027268059886095042
2007-10-04,10.34,11.186583325475159,-0.07567845345121937
2007-10-05,10.65,11.14658332547516,-0.04455027257906319
2007-10-08,10.61,11.19658332547516,-0.05238949315373109
2007-10-09,10.66,10.94658332547516,-0.026180162060998158
2007-10-10,10.41,10.78658332547516,-0.034912197320699834
2007-10-11,10.25,10.606583325475158,-0.03361905663048981
2007-10-12,10.07,9.82658332547516,0.024771242095285473
2007-10-15,9.29,9.37658332547516,-0.00923399520590007
2007-10-16,8.84,9.51658332547516,-0.0710951927110226
2007-10-17,8.98,9.60658332547516,-0.06522436794084308
2007-10-18,9.07,9.12658332547516,-0.006199836615441545
2007-10-19,8.59,9.37658332547516,-0.08388805369415298
2007-10-22,8.84,9.796583325475158,-0.09764458624953931
2007-10-23,9.26,9.69658332547516,-0.045024449419019064
2007-10-24,9.16,9.736583325475161,-0.059218239725486344
2007-10-25,9.2,8.97658332547516,0.024888832022624152
2007-10-26,8.44,9.136583325475158,-0.07624111778556253
2007-10-29,8.6,8.656583325475161,-0.00653645016142157
2007-10-30,8.12,9.836583325475159,-0.17451011887730228
2007-10-31,9.3,9.59658332547516,-0.030905095638345315
2007-11-01,9.06,9.47658332547516,-0.043959232053106145
2007-11-02,8.94,9.26658332547516,-0.03524312187182699
2007-11-05,8.73,9.32658332547516,-0.06396590312398942
2007-11-06,8.79,9.01658332547516,-0.025129621420453163
2007-11-07,8.48,8.936583325475162,-0.05109148640438432
2007-11-08,8.4,9.14658332547516,-0.08162428514653852
2007-11-09,8.61,8.986583325475161,-0.04190506133823113
2007-11-12,8.45,9.136583325475158,-0.07514661674028478
2007-11-13,8.6,9.67658332547516,-0.11125655505294751
2007-11-14,9.14,9.42658332547516,-0.03040161165293831
2007-11-15,8.89,9.57658332547516,-0.07169397499510533
2007-11-16,9.04,9.296583325475158,-0.02759974460424086
2007-11-19,8.76,9.136583325475158,-0.041217084336673926
2007-11-20,8.6,8.86658332547516,-0.030066071189927546
2007-11-21,8.33,8.936583325475162,-0.06787642473449551
2007-11-23,8.4,9.09658332547516,-0.07657636945119439
2007-11-26,8.56,8.82658332547516,-0.030202323554319066
2007-11-27,8.29,9.09658332547516,-0.08866882175600033
2007-11-28,8.56,9.02658332547516,-0.051689915071004844
2007-11-29,8.49,9.186583325475162,-0.0758261587355854
2007-11-30,8.65,9.236583325475161,-0.06350652668907575
2007-12-03,8.7,9.28658332547516,-0.06316460046894024
2007-12-04,8.75,8.966583325475158,-0.02415449872191766
2007-12-05,8.43,9.666583325475159,-0.12792351587310968
2007-12-06,9.13,9.87658332547516,-0.07559125467503114
2007-12-07,9.34,9.836583325475159,-0.050483314078079156
2007-12-10,9.3,9.436583325475162,-0.014473811205210074
2007-12-11,8.9,9.05658332547516,-0.017289447890873832
2007-12-12,8.52,8.886583325475158,-0.04125132371451179
2007-12-13,8.35,8.51658332547516,-0.019559877372052448
2007-12-14,7.98,8.35658332547516,-0.045064269786808775
2007-12-17,7.82,8.20658332547516,-0.04710648879602719
2007-12-18,7.67,8.146583325475161,-0.05850100667169744
2007-12-19,7.61,8.686583325475162,-0.12393633781395541
2007-12-20,8.15,9.45658332547516,-0.13816653229875797
2007-12-21,8.92,9.916583325475159,-0.10049664211614007
2007-12-24,9.38,9.78658332547516,-0.04154497151388825
2007-12-26,9.25,9.636583325475158,-0.04011622298259909
2007-12-27,9.1,9.20658332547516,-0.011576859917211357
2007-12-28,8.67,9.36658332547516,-0.07436898827137939
2007-12-31,8.83,9.766409423233144,-0.09588062333384628
2008-01-02,8.95,9.656409423233145,-0.07315446065631159
2008-01-03,8.84,9.516409423233144,-0.07107821796546221
2008-01-04,8.7,9.316409423233143,-0.06616384008370757
2008-01-07,8.5,9.096409423233144,-0.06556536711175887
2008-01-08,8.28,9.076409423233144,-0.08774498660170105
2008-01-09,8.26,9.416409423233144,-0.12280789537251124
2008-01-10,8.6,9.366409423233144,-0.08182531732299514
2008-01-11,8.55,9.666409423233144,-0.1154937034375827
2008-01-14,8.85,10.176409423233144,-0.13034159378502397
2008-01-15,9.36,10.426409423233144,-0.10227964200761841
2008-01-16,9.61,10.286409423233144,-0.06575758317624314
2008-01-17,9.47,9.716409423233143,-0.025360131762659832
2008-01-18,8.9,9.866409423233144,-0.09794945473856675
2008-01-22,9.05,9.836409423233144,-0.07994882984188123
2008-01-23,9.02,9.076409423233144,-0.00621494917238441
2008-01-24,8.26,9.826409423233144,-0.1594081170208106
2008-01-25,9.01,9.896409423233143,-0.08956879059107825
2008-01-28,9.08,9.756409423233144,-0.06932974969484118
2008-01-29,8.94,9.376409423233143,-0.0465433412231121
2008-01-30,8.56,9.226409423233143,-0.07222846859093945
2008-01-31,8.41,9.456409423233143,-0.1106561038550482
2008-02-01,8.64,9.256409423233144,-0.06659271376717468
2008-02-04,8.44,9.106409423233144,-0.07318026153457768
2008-02-05,8.29,8.886409423233143,-0.06711478110313673
2008-02-06,8.07,8.876409423233143,-0.0908486060954381
2008-02-07,8.06,8.806409423233143,-0.08475752004715553
2008-02-08,7.99,9.116409423233144,-0.12355845058499593
2008-02-11,8.3,9.226409423233143,-0.10040844501224266
2008-02-12,8.41,9.766409423233144,-0.13888516899633607
2008-02-13,8.95,9.096409423233144,-0.016095298311793238
2008-02-14,8.28,8.816409423233143,-0.06084216345710858
2008-02-15,8.0,9.306409423233143,-0.14037738550076417
2008-02-19,8.49,8.716409423233143,-0.025975078984892597
2008-02-20,7.9,8.816409423233143,-0.10394361006173392
2008-02-21,8.0,8.586409423233144,-0.0682950689081323
