date,WST,dcf,Deviation
2008-12-10,18.63,,
2008-12-11,18.22,,
2008-12-12,18.0,,
2008-12-15,17.64,,
2008-12-16,18.72,,
2008-12-17,18.9,,
2008-12-18,19.08,,
2008-12-19,18.82,,
2008-12-22,18.23,,
2008-12-23,17.96,,
2008-12-24,17.95,,
2008-12-26,18.33,,
2008-12-29,17.95,,
2008-12-30,18.82,,
2008-12-31,18.89,,
2009-01-02,19.06,,
2009-01-05,18.55,,
2009-01-06,18.14,,
2009-01-07,17.36,,
2009-01-08,17.59,,
2009-01-09,16.95,,
2009-01-12,16.92,,
2009-01-13,17.31,,
2009-01-14,16.58,,
2009-01-15,16.74,,
2009-01-16,16.71,,
2009-01-20,15.77,,
2009-01-21,16.74,,
2009-01-22,16.62,,
2009-01-23,16.34,,
2009-01-26,16.74,,
2009-01-27,17.09,,
2009-01-28,17.17,,
2009-01-29,16.7,,
2009-01-30,16.61,,
2009-02-02,17.14,,
2009-02-03,17.02,,
2009-02-04,17.3,,
2009-02-05,17.39,,
2009-02-06,17.5,,
2009-02-09,17.03,,
2009-02-10,16.75,,
2009-02-11,17.08,,
2009-02-12,17.32,,
2009-02-13,17.43,,
2009-02-17,16.98,,
2009-02-18,16.78,,
2009-02-19,15.83,,
2009-02-20,15.55,,
2009-02-23,15.5,,
2009-02-24,16.05,,
2009-02-25,15.71,,
2009-02-26,15.32,,
2009-02-27,15.35,,
2009-03-02,14.84,,
2009-03-03,14.76,,
2009-03-04,15.17,,
2009-03-05,14.49,,
2009-03-06,14.44,,
2009-03-09,14.06,,
2009-03-10,14.78,,
2009-03-11,14.67,,
2009-03-12,15.19,,
2009-03-13,15.57,,
2009-03-16,15.05,,
2009-03-17,15.42,,
2009-03-18,15.91,,
2009-03-19,15.7,,
2009-03-20,15.65,,
2009-03-23,16.58,,
2009-03-24,16.22,,
2009-03-25,16.58,,
2009-03-26,17.33,,
2009-03-27,16.67,,
2009-03-30,16.33,,
2009-03-31,16.41,,
2009-04-01,16.36,,
2009-04-02,16.84,,
2009-04-03,16.72,,
2009-04-06,16.66,,
2009-04-07,16.18,,
2009-04-08,16.38,,
2009-04-09,16.97,,
2009-04-13,16.93,,
2009-04-14,16.78,,
2009-04-15,16.85,,
2009-04-16,17.08,,
2009-04-17,17.29,,
2009-04-20,16.61,,
2009-04-21,16.67,,
2009-04-22,16.48,,
2009-04-23,16.08,,
2009-04-24,16.33,,
2009-04-27,16.38,,
2009-04-28,16.59,,
2009-04-29,16.79,,
2009-04-30,16.33,,
2009-05-01,16.15,,
2009-05-04,16.59,,
2009-05-05,16.62,,
2009-05-06,16.58,,
2009-05-07,16.47,,
2009-05-08,16.83,,
2009-05-11,16.74,,
2009-05-12,17.0,,
2009-05-13,16.7,,
2009-05-14,16.58,,
2009-05-15,16.35,,
2009-05-18,16.72,,
2009-05-19,16.59,,
2009-05-20,16.28,,
2009-05-21,15.92,,
2009-05-22,16.04,,
2009-05-26,16.31,,
2009-05-27,16.14,,
2009-05-28,15.92,,
2009-05-29,16.16,,
2009-06-01,16.58,,
2009-06-02,17.01,,
2009-06-03,17.0,,
2009-06-04,16.92,,
2009-06-05,16.74,,
2009-06-08,16.54,,
2009-06-09,16.5,,
2009-06-10,16.82,,
2009-06-11,17.07,,
2009-06-12,17.11,,
2009-06-15,17.08,,
2009-06-16,17.02,,
2009-06-17,17.17,,
2009-06-18,17.28,,
2009-06-19,17.28,,
2009-06-22,16.84,,
2009-06-23,16.64,,
2009-06-24,16.8,,
2009-06-25,17.15,,
2009-06-26,17.34,,
2009-06-29,17.41,,
2009-06-30,17.42,,
2009-07-01,17.56,,
2009-07-02,16.84,,
2009-07-06,16.78,,
2009-07-07,16.58,,
2009-07-08,16.64,,
2009-07-09,16.23,,
2009-07-10,16.13,,
2009-07-13,16.42,,
2009-07-14,16.29,,
2009-07-15,16.71,,
2009-07-16,16.89,,
2009-07-17,17.14,,
2009-07-20,17.03,,
2009-07-21,17.24,,
2009-07-22,17.17,,
2009-07-23,17.56,,
2009-07-24,17.84,,
2009-07-27,18.01,,
2009-07-28,18.13,,
2009-07-29,17.96,,
2009-07-30,18.25,,
2009-07-31,18.25,,
2009-08-03,18.65,,
2009-08-04,19.8,,
2009-08-05,19.93,,
2009-08-06,19.92,,
2009-08-07,19.42,,
2009-08-10,19.62,,
2009-08-11,19.72,,
2009-08-12,19.8,,
2009-08-13,19.87,,
2009-08-14,19.73,,
2009-08-17,19.52,,
2009-08-18,19.67,,
2009-08-19,19.83,,
2009-08-20,20.07,,
2009-08-21,20.25,,
2009-08-24,20.42,,
2009-08-25,20.4,,
2009-08-26,20.25,,
2009-08-27,20.25,,
2009-08-28,20.06,,
2009-08-31,20.09,,
2009-09-01,20.02,,
2009-09-02,20.0,,
2009-09-03,20.07,,
2009-09-04,20.31,,
2009-09-08,20.15,,
2009-09-09,20.2,,
2009-09-10,20.38,,
2009-09-11,20.36,,
2009-09-14,20.58,,
2009-09-15,20.37,,
2009-09-16,20.24,,
2009-09-17,20.38,,
2009-09-18,20.17,,
2009-09-21,20.13,,
2009-09-22,20.12,,
2009-09-23,20.01,,
2009-09-24,20.0,,
2009-09-25,19.96,,
2009-09-28,20.5,,
2009-09-29,20.43,,
2009-09-30,20.31,,
2009-10-01,19.82,,
2009-10-02,19.74,,
2009-10-05,20.17,,
2009-10-06,20.1,,
2009-10-07,20.23,,
2009-10-08,20.09,,
2009-10-09,20.42,,
2009-10-12,20.26,,
2009-10-13,20.18,,
2009-10-14,20.42,,
2009-10-15,20.31,,
2009-10-16,20.34,,
2009-10-19,20.76,,
2009-10-20,20.25,,
2009-10-21,20.09,,
2009-10-22,20.54,,
2009-10-23,20.57,,
2009-10-26,20.52,,
2009-10-27,20.65,,
2009-10-28,20.23,,
2009-10-29,20.02,,
2009-10-30,19.74,,
2009-11-02,19.92,,
2009-11-03,18.75,,
2009-11-04,18.33,,
2009-11-05,19.0,,
2009-11-06,19.08,,
2009-11-09,19.39,,
2009-11-10,19.33,,
2009-11-11,19.33,,
2009-11-12,18.95,,
2009-11-13,19.09,,
2009-11-16,19.54,,
2009-11-17,19.78,,
2009-11-18,19.62,,
2009-11-19,19.4,,
2009-11-20,19.51,,
2009-11-23,19.97,,
2009-11-24,19.75,,
2009-11-25,19.62,,
2009-11-27,19.32,,
2009-11-30,19.28,,
2009-12-01,19.34,,
2009-12-02,19.49,,
2009-12-03,19.17,,
2009-12-04,19.74,,
2009-12-07,19.53,,
2009-12-08,19.41,,
2009-12-09,19.37,,
2009-12-10,19.5,,
2009-12-11,19.76,,
2009-12-14,19.96,,
2009-12-15,19.99,,
2009-12-16,19.88,,
2009-12-17,19.42,,
2009-12-18,19.5,,
2009-12-21,19.68,,
2009-12-22,19.62,,
2009-12-23,19.79,,
2009-12-24,19.75,,
2009-12-28,19.9,,
2009-12-29,19.95,,
2009-12-30,19.92,,
2009-12-31,19.6,,
2010-01-04,19.74,,
2010-01-05,19.49,,
2010-01-06,19.3,,
2010-01-07,19.36,,
2010-01-08,19.35,,
2010-01-11,19.26,,
2010-01-12,19.2,,
2010-01-13,19.24,,
2010-01-14,19.26,,
2010-01-15,19.08,,
2010-01-19,19.41,,
2010-01-20,19.23,,
2010-01-21,18.87,,
2010-01-22,18.58,,
2010-01-25,18.35,,
2010-01-26,18.17,,
2010-01-27,18.25,,
2010-01-28,17.98,,
2010-01-29,18.17,,
2010-02-01,18.11,,
2010-02-02,18.34,,
2010-02-03,18.21,,
2010-02-04,17.75,,
2010-02-05,17.95,,
2010-02-08,17.75,,
2010-02-09,18.07,,
2010-02-10,17.89,,
2010-02-11,18.16,,
2010-02-12,18.25,,
2010-02-16,18.4,,
2010-02-17,18.49,,
2010-02-18,19.5,,
2010-02-19,19.11,,
2010-02-22,19.01,,
2010-02-23,19.25,,
2010-02-24,19.33,,
2010-02-25,19.57,,
2010-02-26,19.48,,
2010-03-01,20.07,,
2010-03-02,20.27,,
2010-03-03,20.24,,
2010-03-04,20.25,,
2010-03-05,20.43,,
2010-03-08,20.29,,
2010-03-09,20.37,,
2010-03-10,20.48,,
2010-03-11,20.33,,
2010-03-12,20.34,,
2010-03-15,20.63,,
2010-03-16,20.88,,
2010-03-17,20.99,,
2010-03-18,20.93,,
2010-03-19,20.99,,
2010-03-22,21.34,,
2010-03-23,21.63,,
2010-03-24,20.92,,
2010-03-25,20.75,,
2010-03-26,20.77,,
2010-03-29,20.91,,
2010-03-30,21.03,,
2010-03-31,20.98,,
2010-04-01,21.1,,
2010-04-05,21.17,,
2010-04-06,21.25,,
2010-04-07,21.34,,
2010-04-08,21.28,,
2010-04-09,21.31,,
2010-04-12,21.41,,
2010-04-13,21.31,,
2010-04-14,21.83,,
2010-04-15,22.03,,
2010-04-16,21.74,,
2010-04-19,21.73,,
2010-04-20,22.29,,
2010-04-21,22.16,,
2010-04-22,21.39,,
2010-04-23,21.23,,
2010-04-26,20.92,,
2010-04-27,20.7,,
2010-04-28,20.87,,
2010-04-29,21.33,,
2010-04-30,20.92,,
2010-05-03,21.35,,
2010-05-04,21.01,,
2010-05-05,20.91,,
2010-05-06,20.5,,
2010-05-07,20.21,,
2010-05-10,20.82,,
2010-05-11,20.78,,
2010-05-12,21.17,,
2010-05-13,21.09,,
2010-05-14,20.56,,
2010-05-17,20.81,,
2010-05-18,20.95,,
2010-05-19,20.54,,
2010-05-20,19.74,,
2010-05-21,19.86,,
2010-05-24,19.61,,
2010-05-25,19.4,,
2010-05-26,19.34,,
2010-05-27,19.95,,
2010-05-28,19.67,,
2010-06-01,19.25,,
2010-06-02,19.75,,
2010-06-03,19.85,,
2010-06-04,18.89,,
2010-06-07,18.54,,
2010-06-08,18.49,,
2010-06-09,18.58,,
2010-06-10,18.81,,
2010-06-11,18.92,,
2010-06-14,18.96,,
2010-06-15,19.23,,
2010-06-16,19.13,,
2010-06-17,18.99,,
2010-06-18,18.91,,
2010-06-21,18.91,,
2010-06-22,18.66,,
2010-06-23,18.58,,
2010-06-24,18.5,,
2010-06-25,18.5,,
2010-06-28,18.58,,
2010-06-29,18.16,,
2010-06-30,18.25,,
2010-07-01,18.2,,
2010-07-02,18.03,,
2010-07-06,18.15,,
2010-07-07,18.15,,
2010-07-08,18.19,,
2010-07-09,18.36,,
2010-07-12,18.24,,
2010-07-13,18.49,,
2010-07-14,18.2,,
2010-07-15,18.14,,
2010-07-16,17.64,,
2010-07-19,17.54,,
2010-07-20,17.71,,
2010-07-21,17.3,,
2010-07-22,17.5,,
2010-07-23,17.71,,
2010-07-26,18.14,,
2010-07-27,18.35,,
2010-07-28,18.03,,
2010-07-29,17.93,,
2010-07-30,18.17,,
2010-08-02,18.41,,
2010-08-03,17.54,,
2010-08-04,18.06,,
2010-08-05,17.87,,
2010-08-06,17.63,,
2010-08-09,17.88,,
2010-08-10,17.53,,
2010-08-11,17.08,,
2010-08-12,17.26,,
2010-08-13,16.78,,
2010-08-16,16.84,,
2010-08-17,17.51,,
2010-08-18,17.67,,
2010-08-19,16.96,,
2010-08-20,16.92,,
2010-08-23,16.73,,
2010-08-24,16.74,,
2010-08-25,17.08,,
2010-08-26,16.85,,
2010-08-27,17.17,,
2010-08-30,16.83,,
2010-08-31,16.81,,
2010-09-01,17.17,,
2010-09-02,17.41,,
2010-09-03,17.63,,
2010-09-07,16.75,,
2010-09-08,16.77,,
2010-09-09,16.76,,
2010-09-10,16.83,,
2010-09-13,16.97,,
2010-09-14,16.79,,
2010-09-15,16.96,,
2010-09-16,16.74,,
2010-09-17,16.72,,
2010-09-20,17.0,,
2010-09-21,16.83,,
2010-09-22,16.81,,
2010-09-23,16.52,,
2010-09-24,16.53,,
2010-09-27,16.52,,
2010-09-28,16.8,,
2010-09-29,17.12,,
2010-09-30,17.16,,
2010-10-01,17.06,,
2010-10-04,16.74,,
2010-10-05,17.11,,
2010-10-06,17.25,,
2010-10-07,17.38,,
2010-10-08,17.56,,
2010-10-11,17.63,,
2010-10-12,17.71,,
2010-10-13,18.02,,
2010-10-14,18.09,,
2010-10-15,18.0,,
2010-10-18,17.99,,
2010-10-19,17.76,,
2010-10-20,17.94,,
2010-10-21,18.09,,
2010-10-22,18.05,,
2010-10-25,18.01,,
2010-10-26,18.02,,
2010-10-27,17.86,,
2010-10-28,17.99,,
2010-10-29,17.84,,
2010-11-01,17.93,,
2010-11-02,18.5,,
2010-11-03,19.01,,
2010-11-04,19.62,,
2010-11-05,19.65,,
2010-11-08,19.49,,
2010-11-09,19.33,,
2010-11-10,19.61,,
2010-11-11,19.43,,
2010-11-12,19.11,,
2010-11-15,19.17,,
2010-11-16,18.78,,
2010-11-17,18.84,,
2010-11-18,19.23,,
2010-11-19,19.18,,
2010-11-22,19.12,,
2010-11-23,18.96,,
2010-11-24,19.4,,
2010-11-26,19.28,,
2010-11-29,19.23,,
2010-11-30,18.96,,
2010-12-01,19.44,,
2010-12-02,19.42,,
2010-12-03,19.39,,
2010-12-06,19.38,,
2010-12-07,19.39,,
2010-12-08,19.29,,
2010-12-09,19.18,,
2010-12-10,19.81,,
2010-12-13,20.1,,
2010-12-14,20.49,,
2010-12-15,20.5,,
2010-12-16,20.9,,
2010-12-17,20.99,,
2010-12-20,20.58,,
2010-12-21,20.79,,
2010-12-22,20.89,,
2010-12-23,21.0,,
2010-12-27,21.11,,
2010-12-28,21.05,,
2010-12-29,21.05,,
2010-12-30,21.08,,
2010-12-31,20.6,,
2011-01-03,20.92,,
2011-01-04,20.55,,
2011-01-05,20.64,,
2011-01-06,20.49,,
2011-01-07,20.39,,
2011-01-10,20.41,,
2011-01-11,20.48,,
2011-01-12,20.2,,
2011-01-13,20.25,,
2011-01-14,20.41,,
2011-01-18,20.44,,
2011-01-19,19.93,,
2011-01-20,19.64,,
2011-01-21,19.41,,
2011-01-24,19.75,,
2011-01-25,19.87,,
2011-01-26,20.33,,
2011-01-27,20.45,,
2011-01-28,19.95,,
2011-01-31,20.0,,
2011-02-01,20.37,,
2011-02-02,20.37,,
2011-02-03,20.38,,
2011-02-04,20.13,,
2011-02-07,20.25,,
2011-02-08,20.25,,
2011-02-09,20.05,,
2011-02-10,20.01,,
2011-02-11,20.25,,
2011-02-14,20.28,,
2011-02-15,20.33,,
2011-02-16,20.74,,
2011-02-17,20.51,,
2011-02-18,21.05,,
2011-02-22,20.42,,
2011-02-23,20.06,,
2011-02-24,20.16,,
2011-02-25,20.58,,
2011-02-28,20.56,,
2011-03-01,20.21,,
2011-03-02,20.21,,
2011-03-03,20.54,,
2011-03-04,20.53,,
2011-03-07,20.33,,
2011-03-08,20.86,,
2011-03-09,21.01,,
2011-03-10,20.72,,
2011-03-11,20.82,,
2011-03-14,20.82,,
2011-03-15,20.62,,
2011-03-16,20.5,,
2011-03-17,20.67,,
2011-03-18,21.26,,
2011-03-21,21.56,,
2011-03-22,21.57,,
2011-03-23,21.55,,
2011-03-24,21.67,,
2011-03-25,21.73,,
2011-03-28,21.92,,
2011-03-29,22.15,,
2011-03-30,22.26,,
2011-03-31,22.39,,
2011-04-01,22.58,,
2011-04-04,22.75,,
2011-04-05,22.76,,
2011-04-06,22.91,,
2011-04-07,22.67,,
2011-04-08,22.39,,
2011-04-11,22.44,,
2011-04-12,22.37,,
2011-04-13,22.37,,
2011-04-14,22.55,,
2011-04-15,22.62,,
2011-04-18,22.37,,
2011-04-19,22.15,,
2011-04-20,22.58,,
2011-04-21,22.7,,
2011-04-25,22.56,,
2011-04-26,23.0,,
2011-04-27,23.12,,
2011-04-28,23.69,,
2011-04-29,23.62,,
2011-05-02,23.72,,
2011-05-03,23.66,,
2011-05-04,23.37,,
2011-05-05,23.2,,
2011-05-06,23.23,,
2011-05-09,23.44,,
2011-05-10,23.72,,
2011-05-11,23.59,,
2011-05-12,23.7,,
2011-05-13,23.45,,
2011-05-16,23.22,,
2011-05-17,23.01,,
2011-05-18,23.22,,
2011-05-19,23.22,,
2011-05-20,22.95,,
2011-05-23,22.58,,
2011-05-24,22.49,,
2011-05-25,22.49,,
2011-05-26,22.67,,
2011-05-27,22.9,,
2011-05-31,23.24,,
2011-06-01,22.66,,
2011-06-02,22.38,,
2011-06-03,22.0,,
2011-06-06,21.95,,
2011-06-07,21.76,,
2011-06-08,21.81,,
2011-06-09,21.89,,
2011-06-10,21.65,,
2011-06-13,21.55,,
2011-06-14,21.8,,
2011-06-15,21.36,,
2011-06-16,21.5,,
2011-06-17,21.33,,
2011-06-20,21.5,,
2011-06-21,21.67,,
2011-06-22,21.48,,
2011-06-23,21.19,,
2011-06-24,21.28,,
2011-06-27,21.32,,
2011-06-28,21.65,,
2011-06-29,21.62,,
2011-06-30,21.88,,
2011-07-01,22.24,,
2011-07-05,22.36,,
2011-07-06,22.55,,
2011-07-07,22.78,,
2011-07-08,22.73,,
2011-07-11,22.54,,
2011-07-12,22.67,,
2011-07-13,23.0,,
2011-07-14,22.74,,
2011-07-15,22.87,,
2011-07-18,22.67,,
2011-07-19,23.01,,
2011-07-20,22.78,,
2011-07-21,23.17,,
2011-07-22,23.23,,
2011-07-25,22.94,,
2011-07-26,22.49,,
2011-07-27,22.14,,
2011-07-28,21.79,,
2011-07-29,21.93,,
2011-08-01,21.48,,
2011-08-02,21.04,,
2011-08-03,21.17,,
2011-08-04,20.81,,
2011-08-05,20.96,,
2011-08-08,20.29,,
2011-08-09,21.41,,
2011-08-10,20.17,,
2011-08-11,20.72,,
2011-08-12,20.46,,
2011-08-15,20.87,,
2011-08-16,20.39,,
2011-08-17,20.17,,
2011-08-18,19.3,,
2011-08-19,19.21,,
2011-08-22,19.32,,
2011-08-23,19.88,,
2011-08-24,19.88,,
2011-08-25,19.51,,
2011-08-26,19.67,,
2011-08-29,20.23,,
2011-08-30,19.98,,
2011-08-31,20.06,,
2011-09-01,19.98,,
2011-09-02,19.11,,
2011-09-06,19.12,,
2011-09-07,19.79,,
2011-09-08,19.23,,
2011-09-09,18.89,,
2011-09-12,19.08,,
2011-09-13,19.42,,
2011-09-14,19.96,,
2011-09-15,20.01,,
2011-09-16,20.04,,
2011-09-19,19.68,,
2011-09-20,19.55,,
2011-09-21,19.04,,
2011-09-22,18.61,,
2011-09-23,18.82,,
2011-09-26,19.0,,
2011-09-27,19.34,,
2011-09-28,18.46,,
2011-09-29,18.79,,
2011-09-30,18.55,,
2011-10-03,17.87,,
2011-10-04,18.77,,
2011-10-05,19.03,,
2011-10-06,18.91,,
2011-10-07,18.51,,
2011-10-10,19.06,,
2011-10-11,18.95,,
2011-10-12,19.13,,
2011-10-13,18.96,,
2011-10-14,19.21,,
2011-10-17,18.53,,
2011-10-18,18.81,,
2011-10-19,18.8,,
2011-10-20,18.74,,
2011-10-21,19.34,,
2011-10-24,19.87,,
2011-10-25,19.29,,
2011-10-26,19.5,,
2011-10-27,20.57,,
2011-10-28,20.4,,
2011-10-31,19.43,,
2011-11-01,18.72,,
2011-11-02,19.03,,
2011-11-03,19.61,,
2011-11-04,19.38,,
2011-11-07,19.52,,
2011-11-08,19.81,,
2011-11-09,18.85,,
2011-11-10,19.24,,
2011-11-11,19.59,,
2011-11-14,19.26,,
2011-11-15,19.44,,
2011-11-16,19.0,,
2011-11-17,18.83,,
2011-11-18,18.83,,
2011-11-21,18.52,,
2011-11-22,18.47,,
2011-11-23,17.96,,
2011-11-25,17.8,,
2011-11-28,18.29,,
2011-11-29,18.36,,
2011-11-30,19.26,,
2011-12-01,19.09,,
2011-12-02,18.88,,
2011-12-05,19.0,,
2011-12-06,18.97,,
2011-12-07,19.0,,
2011-12-08,18.36,,
2011-12-09,18.69,,
2011-12-12,18.5,,
2011-12-13,18.35,,
2011-12-14,18.11,,
2011-12-15,18.19,,
2011-12-16,18.13,,
2011-12-19,18.04,,
2011-12-20,18.36,,
2011-12-21,18.56,,
2011-12-22,18.66,,
2011-12-23,18.78,,
2011-12-27,19.01,,
2011-12-28,18.85,,
2011-12-29,18.98,,
2011-12-30,18.98,,
2012-01-03,19.08,,
2012-01-04,18.9,,
2012-01-05,18.92,,
2012-01-06,18.98,,
2012-01-09,19.01,,
2012-01-10,19.28,,
2012-01-11,19.34,,
2012-01-12,19.48,,
2012-01-13,19.15,,
2012-01-17,19.25,,
2012-01-18,19.58,,
2012-01-19,19.84,,
2012-01-20,19.94,,
2012-01-23,19.91,,
2012-01-24,19.99,,
2012-01-25,20.36,,
2012-01-26,20.24,,
2012-01-27,20.3,,
2012-01-30,20.19,,
2012-01-31,20.24,,
2012-02-01,20.75,,
2012-02-02,20.76,,
2012-02-03,21.15,,
2012-02-06,20.86,,
2012-02-07,20.74,,
2012-02-08,20.83,,
2012-02-09,20.53,,
2012-02-10,20.33,,
2012-02-13,20.51,,
2012-02-14,20.56,,
2012-02-15,20.61,,
2012-02-16,21.34,,
2012-02-17,21.33,,
2012-02-21,21.22,,
2012-02-22,21.27,,
2012-02-23,21.4,,
2012-02-24,21.24,,
2012-02-27,21.14,,
2012-02-28,21.0,,
2012-02-29,20.8,,
2012-03-01,20.92,,
2012-03-02,20.36,,
2012-03-05,20.33,,
2012-03-06,19.96,,
2012-03-07,20.1,,
2012-03-08,20.28,,
2012-03-09,20.56,,
2012-03-12,20.37,,
2012-03-13,20.92,,
2012-03-14,20.64,,
2012-03-15,20.78,,
2012-03-16,20.75,,
2012-03-19,20.93,,
2012-03-20,20.82,,
2012-03-21,20.73,,
2012-03-22,20.64,,
2012-03-23,20.81,,
2012-03-26,21.39,,
2012-03-27,21.34,,
2012-03-28,21.34,,
2012-03-29,21.39,,
2012-03-30,21.26,,
2012-04-02,21.47,,
2012-04-03,21.33,,
2012-04-04,20.79,,
2012-04-05,20.63,,
2012-04-09,20.17,,
2012-04-10,19.89,,
2012-04-11,20.04,,
2012-04-12,20.25,,
2012-04-13,19.83,,
2012-04-16,19.97,,
2012-04-17,22.53,,
2012-04-18,21.7,,
2012-04-19,21.41,,
2012-04-20,21.44,,
2012-04-23,21.02,,
2012-04-24,21.13,,
2012-04-25,21.46,,
2012-04-26,21.77,,
2012-04-27,22.19,,
2012-04-30,22.45,,
2012-05-01,22.37,,
2012-05-02,22.4,,
2012-05-03,22.13,,
2012-05-04,21.5,,
2012-05-07,21.83,,
2012-05-08,22.12,,
2012-05-09,22.06,,
2012-05-10,22.14,,
2012-05-11,22.07,,
2012-05-14,22.14,,
2012-05-15,22.59,,
2012-05-16,22.7,,
2012-05-17,22.81,,
2012-05-18,22.38,,
2012-05-21,23.0,,
2012-05-22,22.83,,
2012-05-23,23.01,,
2012-05-24,23.49,,
2012-05-25,23.5,,
2012-05-29,24.03,,
2012-05-30,23.92,,
2012-05-31,23.9,,
2012-06-01,23.7,,
2012-06-04,23.73,,
2012-06-05,24.03,,
2012-06-06,24.21,,
2012-06-07,24.22,,
2012-06-08,24.05,,
2012-06-11,23.85,,
2012-06-12,24.19,,
2012-06-13,24.7,,
2012-06-14,24.64,,
2012-06-15,24.69,,
2012-06-18,24.64,,
2012-06-19,24.93,,
2012-06-20,24.85,,
2012-06-21,24.52,,
2012-06-22,24.48,,
2012-06-25,24.28,,
2012-06-26,24.25,,
2012-06-27,24.62,,
2012-06-28,24.69,,
2012-06-29,25.25,,
2012-07-02,25.49,,
2012-07-03,25.49,,
2012-07-05,25.23,,
2012-07-06,25.09,,
2012-07-09,25.22,,
2012-07-10,25.36,,
2012-07-11,25.56,,
2012-07-12,25.2,,
2012-07-13,25.82,,
2012-07-16,25.47,,
2012-07-17,25.58,,
2012-07-18,25.63,,
2012-07-19,25.39,,
2012-07-20,25.08,,
2012-07-23,24.99,,
2012-07-24,25.15,,
2012-07-25,25.36,,
2012-07-26,25.05,,
2012-07-27,25.36,,
2012-07-30,25.21,,
2012-07-31,24.89,,
2012-08-01,24.26,,
2012-08-02,24.05,,
2012-08-03,24.9,,
2012-08-06,24.78,,
2012-08-07,24.58,,
2012-08-08,24.34,,
2012-08-09,24.06,,
2012-08-10,24.0,,
2012-08-13,23.91,,
2012-08-14,23.61,,
2012-08-15,23.84,,
2012-08-16,23.91,,
2012-08-17,24.42,,
2012-08-20,24.08,,
2012-08-21,24.01,,
2012-08-22,23.98,,
2012-08-23,23.82,,
2012-08-24,23.86,,
2012-08-27,23.7,,
2012-08-28,23.89,,
2012-08-29,23.95,,
2012-08-30,23.71,,
2012-08-31,23.67,,
2012-09-04,23.99,,
2012-09-05,23.92,,
2012-09-06,23.97,,
2012-09-07,24.0,,
2012-09-10,23.98,,
2012-09-11,24.0,,
2012-09-12,24.0,,
2012-09-13,24.51,,
2012-09-14,24.71,,
2012-09-17,24.91,,
2012-09-18,25.07,,
2012-09-19,25.17,,
2012-09-20,25.28,,
2012-09-21,25.7,,
2012-09-24,26.07,,
2012-09-25,26.04,,
2012-09-26,26.17,,
2012-09-27,26.73,,
2012-09-28,26.54,,
2012-10-01,27.05,,
2012-10-02,27.08,,
2012-10-03,27.0,,
2012-10-04,27.01,,
2012-10-05,26.87,,
2012-10-08,26.9,,
2012-10-09,26.52,,
2012-10-10,26.53,,
2012-10-11,26.48,,
2012-10-12,26.32,,
2012-10-15,26.58,,
2012-10-16,27.0,,
2012-10-17,26.93,,
2012-10-18,26.83,,
2012-10-19,26.84,,
2012-10-22,26.86,,
2012-10-23,26.81,,
2012-10-24,26.55,,
2012-10-25,26.71,,
2012-10-26,26.71,,
2012-10-31,26.93,,
2012-11-01,26.75,,
2012-11-02,26.33,,
2012-11-05,26.93,,
2012-11-06,27.06,,
2012-11-07,26.58,,
2012-11-08,26.84,,
2012-11-09,26.74,,
2012-11-12,26.79,,
2012-11-13,26.47,,
2012-11-14,25.79,,
2012-11-15,25.7,,
2012-11-16,25.53,,
2012-11-19,25.83,,
2012-11-20,26.27,,
2012-11-21,26.46,,
2012-11-23,26.84,,
2012-11-26,27.26,,
2012-11-27,26.95,,
2012-11-28,26.94,,
2012-11-29,27.14,,
2012-11-30,27.01,,
2012-12-03,26.77,,
2012-12-04,27.19,,
2012-12-05,27.5,,
2012-12-06,27.33,,
2012-12-07,27.36,,
2012-12-10,27.48,,
2012-12-11,27.87,,
2012-12-12,27.7,,
2012-12-13,27.46,,
2012-12-14,27.43,,
2012-12-17,27.57,,
2012-12-18,27.4,,
2012-12-19,27.13,,
2012-12-20,27.43,,
2012-12-21,27.14,,
2012-12-24,27.06,,
2012-12-26,26.87,,
2012-12-27,27.15,,
2012-12-28,27.06,,
2012-12-31,27.38,,
2013-01-02,27.62,,
2013-01-03,27.72,,
2013-01-04,27.81,,
2013-01-07,27.64,,
2013-01-08,27.57,,
2013-01-09,27.66,,
2013-01-10,27.58,,
2013-01-11,27.55,,
2013-01-14,27.53,,
2013-01-15,27.49,,
2013-01-16,27.4,,
2013-01-17,27.45,,
2013-01-18,27.62,,
2013-01-22,28.0,,
2013-01-23,27.99,,
2013-01-24,29.17,,
2013-01-25,29.41,,
2013-01-28,29.67,,
2013-01-29,29.91,,
2013-01-30,29.69,,
2013-01-31,29.61,,
2013-02-01,29.9,,
2013-02-04,29.68,,
2013-02-05,29.84,,
2013-02-06,29.96,,
2013-02-07,29.91,,
2013-02-08,29.87,,
2013-02-11,29.82,,
2013-02-12,29.96,,
2013-02-13,29.81,,
2013-02-14,29.85,,
2013-02-15,29.57,,
2013-02-19,29.56,,
2013-02-20,29.39,,
2013-02-21,30.03,,
2013-02-22,30.35,,
2013-02-25,30.05,,
2013-02-26,30.11,,
2013-02-27,30.26,,
2013-02-28,30.21,,
2013-03-01,30.43,,
2013-03-04,30.43,,
2013-03-05,30.33,,
2013-03-06,30.53,,
2013-03-07,30.39,,
2013-03-08,30.89,,
2013-03-11,30.9,,
2013-03-12,31.06,,
2013-03-13,31.17,,
2013-03-14,31.58,,
2013-03-15,31.75,,
2013-03-18,31.43,,
2013-03-19,31.57,,
2013-03-20,31.88,,
