date,GS,dcf,Deviation
2017-03-03,252.89,531.7410962997012,-0.5244114066792658
2017-03-06,252.01,530.6310962997012,-0.5250749498901128
2017-03-07,250.9,529.9710962997012,-0.5265779553794481
2017-03-08,250.24,529.9110962997012,-0.5277698433805356
2017-03-09,250.18,528.1110962997012,-0.526273918967187
2017-03-10,248.38,527.8910962997012,-0.5294862865825143
2017-03-13,248.16,527.4510962997012,-0.529510884059299
2017-03-14,247.72,526.5110962997012,-0.5295065920909052
2017-03-15,246.78,527.9510962997012,-0.5325703427275189
2017-03-16,248.22,523.6710962997012,-0.5260001902836705
2017-03-17,243.94,521.8710962997012,-0.5325665634106902
2017-03-20,242.14,512.7310962997012,-0.5277446565119888
2017-03-21,233.0,510.8010962997012,-0.5438537589525994
2017-03-22,231.07,511.6310962997012,-0.5483659971585372
2017-03-23,231.9,508.14109629970125,-0.5436306929537824
2017-03-24,228.41,505.21109629970124,-0.5478919570988547
2017-03-27,225.48,509.0610962997012,-0.5570669186096036
2017-03-28,229.33,508.1810962997012,-0.5487238670036005
2017-03-29,228.45,510.9510962997012,-0.5528926316932661
2017-03-30,231.22,509.4510962997012,-0.5461389686283503
2017-03-31,229.72,521.8307450606999,-0.5597806335207813
2017-04-03,228.96,522.1307450606998,-0.5614891439243201
2017-04-04,229.26,520.5307450606998,-0.5595649206594595
2017-04-05,227.66,521.5107450606998,-0.5634605764958838
2017-04-06,228.64,520.7507450606998,-0.5609415787329326
2017-04-07,227.88,521.7607450606998,-0.5632480937723875
2017-04-10,228.89,520.6107450606999,-0.5603433041449943
2017-04-11,227.74,518.6207450606998,-0.5608737171257099
2017-04-12,225.75,516.1907450606998,-0.5626616669125797
2017-04-13,223.32,519.1307450606998,-0.5698193525912474
2017-04-17,226.26,508.4607450606998,-0.555009895654798
2017-04-18,215.59,506.9607450606998,-0.5747402494167733
2017-04-19,214.09,510.93074506069985,-0.5809803929991224
2017-04-20,218.06,509.73074506069986,-0.5722055180838014
2017-04-21,216.86,516.0907450606999,-0.5798025791481805
2017-04-24,223.22,519.5007450606998,-0.5703182293339765
2017-04-25,226.63,519.0707450606998,-0.5633928473979052
2017-04-26,226.2,518.6807450606998,-0.5638935854973208
2017-04-27,225.81,516.6707450606998,-0.5629518370089421
2017-04-28,223.8,517.7207450606999,-0.5677206251919446
2017-05-01,224.85,517.9907450606999,-0.5659188853390589
2017-05-02,225.12,519.1807450606998,-0.5663937806983188
2017-05-03,226.31,519.4607450606999,-0.5643366661448974
2017-05-04,226.59,519.7407450606999,-0.5640326409784615
2017-05-05,226.87,517.9007450606998,-0.561943090131276
2017-05-08,225.03,516.6307450606998,-0.5644277810575118
2017-05-09,223.76,517.7507450606998,-0.5678229299819415
2017-05-10,224.88,517.6307450606998,-0.5655590357685776
2017-05-11,224.76,515.6907450606998,-0.564157390543155
2017-05-12,222.82,517.9907450606999,-0.5698378742772919
2017-05-15,225.12,518.4707450606999,-0.5657999951884574
2017-05-16,225.6,506.5907450606998,-0.5546701115256882
2017-05-17,213.72,508.0307450606998,-0.5793167990758815
2017-05-18,215.16,508.26074506069983,-0.576673976711886
2017-05-19,215.39,508.8907450606998,-0.576746085303028
2017-05-22,216.02,512.5107450606998,-0.5785063979987084
2017-05-23,219.64,516.7007450606999,-0.5749183601928083
2017-05-24,223.83,515.3407450606999,-0.5656660139037988
2017-05-25,222.47,516.4007450606998,-0.5691911715312301
2017-05-26,223.53,511.2907450606998,-0.562812348630596
2017-05-30,218.42,504.13074506069984,-0.5667393783457878
2017-05-31,211.26,507.88074506069984,-0.5840362091798714
2017-06-01,215.01,506.18074506069985,-0.575230780510593
2017-06-02,213.31,506.86074506069986,-0.5791546256468239
2017-06-05,213.99,507.4007450606998,-0.5782623457235945
2017-06-06,214.53,508.6507450606998,-0.5782371261947152
2017-06-07,215.78,511.63074506069984,-0.578250521331747
2017-06-08,218.76,515.3107450606998,-0.5754794517738386
2017-06-09,222.44,514.7807450606998,-0.567893705943156
2017-06-12,221.91,517.0707450606998,-0.5708324206701162
2017-06-13,224.2,519.3807450606998,-0.5683320913758598
2017-06-14,226.51,516.1007450606999,-0.561112821154018
2017-06-15,223.23,514.6807450606998,-0.5662748176567729
2017-06-16,221.81,519.0007450606998,-0.5726210374244103
2017-06-19,226.13,517.9707450606999,-0.5634309424685746
2017-06-20,225.1,515.3607450606999,-0.5632185761965874
2017-06-21,222.49,512.6407450606998,-0.5659923598666434
2017-06-22,219.77,510.06074506069984,-0.5691297514498077
2017-06-23,217.19,513.3107450606998,-0.5768839789739508
2017-06-26,220.44,513.1507450606998,-0.5704186301553076
2017-06-27,220.28,516.0907450606999,-0.573175837566915
2017-06-28,223.22,517.2807450606998,-0.5684741755198979
2017-06-29,224.41,514.7707450606998,-0.5640583654894016
2017-06-30,221.9,493.3899112071034,-0.5502542817361011
2017-07-03,227.28,494.14991120710346,-0.5400586039875973
2017-07-05,228.04,492.79991120710343,-0.5372564101291727
2017-07-06,226.69,491.3899112071034,-0.5386759173725522
2017-07-07,225.28,491.9499112071034,-0.5420672006074201
2017-07-10,225.84,493.0599112071034,-0.541962356162558
2017-07-11,226.95,493.4999112071034,-0.5401214978035578
2017-07-12,227.39,496.5099112071034,-0.542023240891255
2017-07-13,230.4,494.70991120710346,-0.5342725205609511
2017-07-14,228.6,495.3699112071034,-0.5385266750599487
2017-07-17,229.26,489.41991120710344,-0.5315678934382666
2017-07-18,223.31,488.97991120710344,-0.5433145720675243
2017-07-19,222.87,488.40991120710345,-0.5436824788236226
2017-07-20,222.3,486.28991120710344,-0.5428652849322102
2017-07-21,220.18,484.28991120710344,-0.5453549724973695
2017-07-24,218.18,487.6899112071034,-0.5526255618862962
2017-07-25,221.58,488.35991120710344,-0.5462772538959848
2017-07-26,222.25,487.58991120710346,-0.5441866312414338
2017-07-27,221.48,489.71991120710345,-0.5477414846088713
2017-07-28,223.61,491.4399112071034,-0.5449901505745514
2017-07-31,225.33,493.10991120710344,-0.543043052109
2017-08-01,227.0,492.3799112071034,-0.5389738800604318
2017-08-02,226.27,490.09991120710345,-0.5383186268230434
2017-08-03,223.99,495.89991120710346,-0.5483161119049793
2017-08-04,229.79,499.02991120710345,-0.5395265998301365
2017-08-07,232.92,498.15991120710345,-0.5324392935681921
2017-08-08,232.05,497.1199112071034,-0.5332112136958311
2017-08-09,231.01,491.60991120710344,-0.5300949091266773
2017-08-10,225.5,490.2599112071034,-0.5400398954816016
2017-08-11,224.15,493.46991120710345,-0.5457676447755557
2017-08-14,227.36,493.6999112071034,-0.539477332608585
2017-08-15,227.59,491.71991120710345,-0.5371552080506594
2017-08-16,225.61,487.52991120710345,-0.5372386497447937
2017-08-17,221.42,488.2599112071034,-0.5465120217373711
2017-08-18,222.15,486.89991120710346,-0.5437460659024269
2017-08-21,220.79,489.6899112071034,-0.5491228327417557
2017-08-22,223.58,488.84991120710345,-0.5426408088161043
2017-08-23,222.74,489.09991120710345,-0.5445920252770533
2017-08-24,222.99,488.5799112071034,-0.5435956434453624
2017-08-25,222.47,486.45991120710346,-0.5426755733109392
2017-08-28,220.35,486.0699112071034,-0.5466701498704498
2017-08-29,219.96,488.52991120710345,-0.549751212865343
2017-08-30,222.42,489.84991120710345,-0.5459425531957214
2017-08-31,223.74,491.98991120710343,-0.5452345771663263
2017-09-01,225.88,483.8899112071034,-0.5331996084883778
2017-09-05,217.78,484.9399112071034,-0.5509134328459251
2017-09-06,218.83,481.9499112071034,-0.5459486662173811
2017-09-07,215.84,483.3199112071034,-0.5534220813271808
2017-09-08,217.21,487.16991120710344,-0.5541391309208735
2017-09-11,221.06,492.0599112071034,-0.5507457629342255
2017-09-12,225.95,492.66991120710344,-0.5413764980158947
2017-09-13,226.56,492.95991120710346,-0.540408875348046
2017-09-14,226.85,491.3299112071034,-0.538293934837647
2017-09-15,225.22,493.6399112071034,-0.5437565016789933
2017-09-18,227.53,495.0199112071034,-0.5403619231291741
2017-09-19,228.91,495.89991120710346,-0.5383947550166026
2017-09-20,229.79,497.39991120710346,-0.5380176095280367
2017-09-21,231.29,497.1399112071034,-0.534758737357446
2017-09-22,231.03,496.3699112071034,-0.5345608289628863
2017-09-25,230.26,496.04991120710343,-0.5358128389950154
2017-09-26,229.94,500.8699112071034,-0.540918719901059
2017-09-27,234.76,501.5799112071034,-0.5319589266742641
2017-09-28,235.47,503.29991120710343,-0.5321477418200732
2017-09-29,237.19,522.9986682808717,-0.5464806807641445
2017-10-02,240.65,523.9686682808717,-0.5407168127255266
2017-10-03,241.62,522.6586682808717,-0.5377097622914468
2017-10-04,240.31,528.4086682808717,-0.5452194212070249
2017-10-05,246.06,528.3686682808717,-0.5343024392407789
2017-10-06,246.02,525.1486682808717,-0.5315231383802765
2017-10-09,242.8,524.9486682808716,-0.5374785866299391
2017-10-10,242.6,524.7486682808717,-0.5376834384453391
2017-10-11,242.4,522.1486682808717,-0.5357644005909648
2017-10-12,239.8,520.8786682808717,-0.5396240725475564
2017-10-13,238.53,524.7586682808717,-0.5454481947264771
2017-10-16,242.41,518.4386682808716,-0.5324229945967864
2017-10-17,236.09,524.3786682808717,-0.5497719219319126
2017-10-18,242.03,522.3386682808716,-0.5366416183650111
2017-10-19,239.99,527.0786682808716,-0.5446789740462172
2017-10-20,244.73,524.4786682808717,-0.5333842636495164
2017-10-23,242.13,527.1886682808716,-0.5407147107513324
2017-10-24,244.84,524.0586682808716,-0.5328004003765913
2017-10-25,241.71,524.0686682808716,-0.5387818149997532
2017-10-26,241.72,524.0586682808716,-0.5387539322783436
2017-10-27,241.71,523.2386682808717,-0.5380501964922604
2017-10-30,240.89,524.8286682808716,-0.5410121158414248
2017-10-31,242.48,526.6086682808717,-0.5395442296998594
2017-11-01,244.26,529.2286682808717,-0.5384603770739673
2017-11-02,246.88,526.7486682808717,-0.5313134804768804
2017-11-03,244.4,525.8386682808716,-0.5352186616495535
2017-11-06,243.49,522.1586682808717,-0.5336858032029729
2017-11-07,239.81,523.5986682808717,-0.5419965432926583
2017-11-08,241.25,523.1386682808717,-0.5388412009519556
2017-11-09,240.79,522.4986682808717,-0.5391567201649552
2017-11-10,240.15,522.6186682808717,-0.540487137993058
2017-11-13,240.27,519.5886682808716,-0.5375765202983249
2017-11-14,237.24,519.9586682808716,-0.5437329648058726
2017-11-15,237.61,521.7186682808717,-0.5445629714900664
2017-11-16,239.37,520.3686682808717,-0.539999207118291
2017-11-17,238.02,520.4786682808717,-0.5426901917302889
2017-11-20,238.13,520.3686682808717,-0.5423821330621157
2017-11-21,238.02,518.7786682808717,-0.5411916207180405
2017-11-22,236.43,518.2986682808717,-0.5438344443673623
2017-11-24,235.95,517.4586682808716,-0.5440215529022144
2017-11-27,235.11,521.7586682808717,-0.5493893742586826
2017-11-28,239.41,523.7086682808716,-0.5428565259653075
2017-11-29,241.36,529.9886682808717,-0.5445940367311979
2017-11-30,247.64,531.2986682808717,-0.5338968177705185
2017-12-01,248.95,532.9986682808717,-0.5329256622667357
2017-12-04,250.65,530.6786682808716,-0.5276802800233553
2017-12-05,248.33,528.2986682808717,-0.5299439220468097
2017-12-06,245.95,530.9086682808717,-0.5367376449203449
2017-12-07,248.56,532.6986682808716,-0.533394741154217
2017-12-08,250.35,532.4786682808717,-0.5298403205366615
2017-12-11,250.13,540.0286682808717,-0.536820886201719
2017-12-12,257.68,537.9086682808717,-0.5209595695426661
2017-12-13,255.56,537.8286682808716,-0.5248300898186069
2017-12-14,255.48,539.5186682808717,-0.5264668026890259
2017-12-15,257.17,542.3686682808717,-0.5258391292860936
2017-12-18,260.02,538.8286682808716,-0.5174347333270302
2017-12-19,256.48,537.5286682808717,-0.5228533562306987
2017-12-20,255.18,543.3586682808717,-0.530365456748188
2017-12-21,261.01,541.3186682808716,-0.5178256075503185
2017-12-22,258.97,540.0686682808716,-0.5204869024815963
2017-12-26,257.72,538.2986682808717,-0.5212323284709897
2017-12-27,255.95,538.8486682808717,-0.525005785359782
2017-12-28,256.5,537.1086682808717,-0.5224430080024929
2017-12-29,254.76,524.6775776093865,-0.5144446592119009
2018-01-02,255.67,522.2975776093865,-0.5104897840609759
2018-01-03,253.29,525.8375776093865,-0.5183113364557713
2018-01-04,256.83,524.5275776093864,-0.5103593958385535
2018-01-05,255.52,520.8175776093865,-0.5093867584637473
2018-01-08,251.81,522.9475776093865,-0.518479459927648
2018-01-09,253.94,523.3375776093865,-0.5147682664791595
2018-01-10,254.33,524.1375776093864,-0.514764804385883
2018-01-11,255.13,526.0375776093864,-0.5149966259835359
2018-01-12,257.03,527.4675776093865,-0.5127093855419067
2018-01-16,258.46,522.6575776093864,-0.5054888495404868
2018-01-17,253.65,519.9775776093865,-0.5121905041248818
2018-01-18,250.97,525.1275776093864,-0.5220780421730531
2018-01-19,256.12,530.5275776093864,-0.5172352752064202
2018-01-22,261.52,529.0975776093865,-0.5057244427736338
2018-01-23,260.09,534.6875776093865,-0.5135664060817072
2018-01-24,265.68,538.0375776093864,-0.5062054937120343
2018-01-25,269.03,537.1475776093864,-0.49915067811096314
2018-01-26,268.14,541.4875776093864,-0.5048085845592039
2018-01-29,272.48,537.9475776093865,-0.49348224373295213
2018-01-30,268.94,536.8975776093864,-0.49908509329191986
2018-01-31,267.89,541.2375776093864,-0.5050417578482745
2018-02-01,272.23,529.0475776093865,-0.4854338030803791
2018-02-02,260.04,518.1175776093864,-0.49810619975520976
2018-02-05,249.11,527.7075776093865,-0.5279393160725213
2018-02-06,258.7,526.1075776093865,-0.5082754725268864
2018-02-07,257.1,515.3575776093865,-0.5011230819722843
2018-02-08,246.35,518.3075776093865,-0.5247030708363338
2018-02-09,249.3,522.1675776093865,-0.5225670633528079
2018-02-12,253.16,524.5375776093864,-0.5173653694101519
2018-02-13,255.53,531.5875776093865,-0.5193078040891225
2018-02-14,262.58,536.6875776093865,-0.5107395606776803
2018-02-15,267.68,536.6275776093864,-0.5011810589524985
2018-02-16,267.62,533.8975776093864,-0.4987428090640301
2018-02-20,264.89,532.4075776093864,-0.5024676373138647
2018-02-21,263.4,530.4375776093865,-0.5034288460725017
2018-02-22,261.43,535.7775776093864,-0.5120549815345241
2018-02-23,266.77,540.2675776093864,-0.5062261533804742
2018-02-26,271.26,536.9375776093865,-0.49480160951346697
2018-02-27,267.93,531.9375776093865,-0.49631308018485787
2018-02-28,262.93,525.7875776093864,-0.49993112961041897
2018-03-01,256.78,527.1275776093864,-0.5128693490776159
2018-03-02,258.12,532.1275776093864,-0.5149283539116336
2018-03-05,263.12,535.9375776093865,-0.5090473014158139
2018-03-06,266.93,534.3575776093865,-0.5004655848725983
2018-03-07,265.35,535.3475776093865,-0.504340710412981
2018-03-08,266.34,539.7775776093864,-0.5065745391285248
2018-03-09,270.77,542.3875776093864,-0.50078133943731
2018-03-12,273.38,537.5375776093864,-0.4914216021588399
2018-03-13,268.53,533.4375776093865,-0.4966046426586149
2018-03-14,264.43,535.6175776093864,-0.5063082112050424
2018-03-15,266.61,536.6075776093865,-0.5031564757475828
2018-03-16,267.6,531.5375776093864,-0.49655487914223717
2018-03-19,262.53,532.1975776093865,-0.5067057592045499
2018-03-20,263.19,530.8575776093865,-0.5042173059199327
2018-03-21,261.85,521.6075776093865,-0.4979942561415581
2018-03-22,252.6,514.2675776093864,-0.5088160113569067
2018-03-23,245.26,523.8875776093864,-0.5318461240879675
2018-03-26,254.88,516.2675776093864,-0.5063025240123737
2018-03-27,247.26,518.3775776093864,-0.523011776203179
2018-03-28,249.37,520.8675776093864,-0.5212410779251656
2018-03-29,251.86,553.3505078720162,-0.5448454525350279
2018-04-02,247.35,556.5805078720163,-0.5555898984933959
2018-04-03,250.58,558.6205078720162,-0.5514307182266756
2018-04-04,252.62,561.8105078720163,-0.5503466089360716
2018-04-05,255.81,555.9705078720162,-0.539885665915777
2018-04-06,249.97,558.1905078720163,-0.5521779813975018
2018-04-09,252.19,562.5705078720163,-0.551718413121342
2018-04-10,256.57,558.9405078720163,-0.5409708253624226
2018-04-11,252.94,565.5905078720162,-0.5527859883086367
2018-04-12,259.59,561.9205078720163,-0.5380307421363513
2018-04-13,255.92,563.8805078720162,-0.5461449785420034
2018-04-16,257.88,559.6305078720162,-0.5391959580963812
2018-04-17,253.63,560.0005078720162,-0.5470896964651233
2018-04-18,254.0,560.1705078720163,-0.5465666320690483
2018-04-19,254.17,557.9605078720163,-0.5444659677270547
2018-04-20,251.96,552.6705078720163,-0.5441044955155321
2018-04-23,246.67,548.4905078720162,-0.5502748061092106
2018-04-24,242.49,545.2305078720162,-0.5552523263116442
2018-04-25,239.23,546.0905078720162,-0.5619224349234306
2018-04-26,240.09,545.8005078720163,-0.5601140040413846
2018-04-27,239.8,544.3305078720163,-0.5594588278039669
2018-04-30,238.33,542.6705078720163,-0.5608200620030601
2018-05-01,236.67,540.0505078720163,-0.5617632118659406
2018-05-02,234.05,539.4105078720163,-0.5661004066766677
2018-05-03,233.41,540.9405078720163,-0.5685107759479835
2018-05-04,234.94,543.2005078720163,-0.5674893587261625
2018-05-07,237.2,543.0005078720162,-0.5631679960492645
2018-05-08,237.0,547.7305078720162,-0.567305460269564
2018-05-09,241.73,549.4405078720163,-0.5600433594963345
2018-05-10,243.44,548.9205078720163,-0.5565113773144739
2018-05-11,242.92,549.9105078720163,-0.5582553951550675
2018-05-14,243.91,547.5605078720163,-0.5545515125845961
2018-05-15,241.56,546.9605078720163,-0.558359339434205
2018-05-16,240.96,545.1005078720162,-0.5579530810920197
2018-05-17,239.1,543.0005078720162,-0.5596689201322897
2018-05-18,237.0,543.7005078720163,-0.5640982552552842
2018-05-21,237.7,544.0005078720162,-0.563051878517874
2018-05-22,238.0,543.8105078720163,-0.562347552033672
2018-05-23,237.81,542.1005078720162,-0.5613175111502677
2018-05-24,236.1,541.0105078720162,-0.5635944282696763
2018-05-25,235.01,533.0305078720163,-0.5591059113328889
2018-05-29,227.03,535.1605078720163,-0.5757721344148693
2018-05-30,229.16,531.8805078720162,-0.5691513477024399
2018-05-31,225.88,534.3505078720162,-0.5772812102312044
2018-06-01,228.35,535.8905078720162,-0.5738868357516502
2018-06-04,229.89,534.3405078720162,-0.5697687212307276
2018-06-05,228.34,538.2305078720162,-0.5757579760709215
2018-06-06,232.23,539.4505078720163,-0.5695063836048957
2018-06-07,233.45,539.3905078720162,-0.5671966847896556
2018-06-08,233.39,540.0905078720162,-0.5678687245966082
2018-06-11,234.09,538.6305078720162,-0.5653978068846742
2018-06-12,232.63,539.8305078720163,-0.5690684453588677
2018-06-13,233.83,539.6505078720163,-0.5667010470868394
2018-06-14,233.65,537.9205078720163,-0.5656421412072455
2018-06-15,231.92,537.3905078720162,-0.5684330173259525
2018-06-18,231.39,534.3205078720163,-0.5669453135506004
2018-06-19,228.32,533.8205078720163,-0.5722906920339976
2018-06-20,227.82,532.9805078720162,-0.5725547245440614
2018-06-21,226.98,532.0205078720162,-0.5733623109607596
2018-06-22,226.02,527.5405078720163,-0.5715589672692329
2018-06-25,221.54,527.5805078720163,-0.5800830457258999
2018-06-26,221.58,526.1805078720163,-0.5788897599112599
2018-06-27,220.18,529.4205078720163,-0.5841113127917836
2018-06-28,223.42,526.5705078720163,-0.5757073427775363
2018-06-29,220.57,557.4843133265514,-0.6043476117133377
2018-07-02,223.26,554.6043133265514,-0.5974427269400908
2018-07-03,220.38,554.9643133265514,-0.6028933848394604
2018-07-05,220.74,556.0143133265514,-0.6029958317451483
2018-07-06,221.79,562.2143133265514,-0.6055063082835859
2018-07-09,227.99,561.0743133265514,-0.5936545398981626
2018-07-10,226.85,559.8843133265514,-0.5948270122944306
2018-07-11,225.66,561.4443133265514,-0.5980723383536171
2018-07-12,227.22,560.6343133265514,-0.5947090739919594
2018-07-13,226.41,565.6643133265513,-0.5997449464886144
2018-07-16,231.44,565.2443133265514,-0.590548733453081
2018-07-17,231.02,565.4643133265514,-0.5914507873345003
2018-07-18,231.24,563.8543133265514,-0.5898940656572058
2018-07-19,229.63,565.9143133265513,-0.5942318570276277
2018-07-20,231.69,567.9843133265514,-0.5920838048448103
2018-07-23,233.76,570.1043133265514,-0.589969774766282
2018-07-24,235.88,570.9143133265513,-0.5868381743214739
2018-07-25,236.69,571.3343133265514,-0.5857241645055586
2018-07-26,237.11,571.8643133265514,-0.5853736726099864
2018-07-27,237.64,573.1743133265513,-0.5853966333194511
2018-07-30,238.95,571.6543133265513,-0.5820026291597271
2018-07-31,237.43,570.2643133265514,-0.5836492053746312
2018-08-01,236.04,568.2143133265514,-0.5845933577101773
2018-08-02,233.99,568.3143133265514,-0.5882736110755842
2018-08-03,234.09,570.1543133265513,-0.5894269419199731
2018-08-06,235.93,572.0543133265513,-0.5875741262607668
2018-08-07,237.83,570.5943133265514,-0.5831889760459463
2018-08-08,236.37,568.0043133265514,-0.5838587939311852
2018-08-09,233.78,563.8343133265514,-0.5853746491221375
2018-08-10,229.61,561.0843133265514,-0.5907745154401298
2018-08-13,226.86,563.7843133265513,-0.5976120749769784
2018-08-14,229.56,563.4743133265514,-0.5925989977346799
2018-08-15,229.25,567.2243133265514,-0.5958389042678066
2018-08-16,233.0,567.6043133265514,-0.5895027671046758
2018-08-17,233.38,570.0043133265514,-0.5905645018052728
2018-08-20,235.78,572.8743133265514,-0.58842630134544
2018-08-21,238.65,573.5643133265514,-0.5839176279711675
2018-08-22,239.34,570.5643133265514,-0.5805205576132513
2018-08-23,236.34,569.3343133265514,-0.5848836185209108
2018-08-24,235.11,576.8243133265514,-0.5924062239261061
2018-08-27,242.6,576.5943133265514,-0.5792535680756798
2018-08-28,242.37,575.6243133265514,-0.5789441231220134
2018-08-29,241.4,573.6243133265514,-0.579167070865463
2018-08-30,239.4,572.0343133265513,-0.5814936369676548
2018-08-31,237.81,571.8843133265514,-0.5841641491848226
2018-09-04,237.66,571.7843133265513,-0.5843537598691166
2018-09-05,237.56,568.7443133265514,-0.5823079115982263
2018-09-06,234.52,568.1343133265514,-0.5872102872526149
2018-09-07,233.91,566.1343133265514,-0.5868294952383877
2018-09-10,231.91,564.4343133265513,-0.5891284521077135
2018-09-11,230.21,562.3743133265514,-0.5906463105715766
2018-09-12,228.15,562.5543133265513,-0.5944391597481831
2018-09-13,228.33,563.4643133265514,-0.594774691848722
2018-09-14,229.24,562.1143133265514,-0.5921825960214846
2018-09-17,227.89,563.1143133265514,-0.595304195601496
2018-09-18,228.89,569.8043133265513,-0.5983006891195214
2018-09-19,235.58,571.6243133265514,-0.5878761723254056
2018-09-20,237.4,569.5643133265514,-0.5831901780969024
2018-09-21,235.34,567.1243133265514,-0.5850292528994596
2018-09-24,232.9,566.7243133265514,-0.5890418065303631
2018-09-25,232.5,563.1043133265514,-0.587110248496409
2018-09-26,228.88,561.9643133265514,-0.5927143511210822
2018-09-27,227.74,558.4643133265514,-0.5922031281758314
2018-09-28,224.24,528.3404511853173,-0.5755766958654713
2018-10-01,225.33,529.0804511853173,-0.5741101386468062
2018-10-02,226.07,530.7904511853174,-0.5740880426632409
2018-10-03,227.78,530.4904511853174,-0.5706237511136103
2018-10-04,227.48,528.7204511853174,-0.5697537337736386
2018-10-05,225.71,528.3604511853174,-0.5728105699553308
2018-10-08,225.35,525.9204511853173,-0.5715131452064526
2018-10-09,222.91,517.9004511853174,-0.5695890986581948
2018-10-10,214.89,515.9804511853174,-0.583530733564902
2018-10-11,212.97,516.8804511853174,-0.5879704881242572
2018-10-12,213.87,518.2304511853174,-0.5873071535822953
2018-10-15,215.22,524.7104511853173,-0.5898309257728344
2018-10-16,221.7,531.2904511853174,-0.5827141265095508
2018-10-17,228.28,527.9604511853173,-0.5676191285019712
2018-10-18,224.95,529.9704511853174,-0.575542373170272
2018-10-19,226.96,524.6104511853174,-0.5673742307512152
2018-10-22,221.6,521.5704511853173,-0.5751293051659783
2018-10-23,218.56,512.1904511853173,-0.5732837277731246
2018-10-24,209.18,517.0204511853174,-0.5954125228113598
2018-10-25,214.01,515.3704511853174,-0.5847453040666353
2018-10-26,212.36,517.5004511853174,-0.5896428698494918
2018-10-29,214.49,522.2904511853174,-0.5893281228610948
2018-10-30,219.28,528.3804511853174,-0.5849960014453817
2018-10-31,225.37,529.9804511853174,-0.5747579000396088
2018-11-01,226.97,532.7004511853173,-0.5739256471531671
2018-11-02,229.69,531.7304511853174,-0.5680330146825671
2018-11-05,228.72,531.2104511853173,-0.5694361820449028
2018-11-06,228.2,534.2904511853174,-0.5728914872168483
2018-11-07,231.28,534.6604511853174,-0.5674263927932897
2018-11-08,231.65,525.6604511853174,-0.5593162858692338
2018-11-09,222.65,509.06045118531733,-0.5626256184671731
2018-11-12,206.05,508.06045118531733,-0.5944380250041499
2018-11-13,205.05,505.50045118531733,-0.5943623798570492
2018-11-14,202.49,506.75045118531733,-0.600414761296483
2018-11-15,203.74,505.1304511853174,-0.5966586462528393
2018-11-16,202.12,501.23045118531735,-0.5967523530902331
2018-11-19,198.22,494.35045118531735,-0.5990293939760294
2018-11-20,191.34,495.61045118531734,-0.6139306595686485
2018-11-21,192.6,492.11045118531734,-0.6086244469384957
2018-11-23,189.1,497.35045118531735,-0.6197852046794674
2018-11-26,194.34,496.66045118531736,-0.6087065125958931
2018-11-27,193.65,501.36045118531734,-0.6137509459667744
2018-11-28,198.35,497.86045118531734,-0.6015951869087737
2018-11-29,194.85,493.7004511853174,-0.6053274824193744
2018-11-30,190.69,494.6404511853174,-0.6144876555424339
2018-12-03,191.63,487.3204511853174,-0.6067679910951915
2018-12-04,184.31,487.10045118531735,-0.6216180881140689
2018-12-06,184.09,482.68045118531734,-0.6186089584777452
2018-12-07,179.67,481.84045118531736,-0.6271172344330669
2018-12-10,178.83,479.81045118531733,-0.6272903194204695
2018-12-11,176.8,479.71045118531737,-0.6314443440555765
2018-12-12,176.7,478.93045118531734,-0.6310529022268669
2018-12-13,175.92,475.78045118531736,-0.6302496255116652
2018-12-14,172.77,471.02045118531737,-0.6332006400885006
2018-12-17,168.01,474.5104511853174,-0.6459298218188567
2018-12-18,171.5,472.2604511853174,-0.6368529281468405
2018-12-19,169.25,471.42045118531735,-0.6409786644290765
2018-12-20,168.41,463.06045118531733,-0.6363109836546976
2018-12-21,160.05,459.36045118531734,-0.6515808019889116
2018-12-24,156.35,465.9404511853174,-0.6644420985508827
2018-12-26,162.93,468.42045118531735,-0.6521714635052487
2018-12-27,165.41,466.04045118531735,-0.6450737278721199
2018-12-28,163.03,470.06045118531733,-0.6531722683988855
2018-12-31,167.05,506.5943259866735,-0.6702489715520532
2019-01-02,172.03,504.0743259866735,-0.6587209640894346
2019-01-03,169.51,509.6143259866735,-0.6673759128105188
2019-01-04,175.05,510.5843259866735,-0.6571575132829892
2019-01-07,176.02,509.9343259866735,-0.6548182951610124
2019-01-08,175.37,511.0343259866735,-0.6568332280587875
2019-01-09,176.47,510.5643259866735,-0.6543628471124202
2019-01-10,176.0,511.4943259866735,-0.6559101615438341
2019-01-11,176.93,513.2843259866735,-0.655298260550053
2019-01-14,178.72,514.4743259866735,-0.6526162901185677
2019-01-15,179.91,531.6443259866735,-0.6615970655454532
2019-01-16,197.08,533.6543259866735,-0.6306972689940837
2019-01-17,199.09,537.1043259866735,-0.6293271337290629
2019-01-18,202.54,532.2443259866735,-0.6194604806269532
2019-01-22,197.68,531.4643259866735,-0.628046530436444
2019-01-23,196.9,532.3643259866735,-0.6301405064378245
2019-01-24,197.8,535.3043259866735,-0.6304905632223038
2019-01-25,200.74,534.2843259866735,-0.6242824461876372
2019-01-28,199.72,535.0643259866735,-0.6267364683083463
2019-01-29,200.5,537.0443259866735,-0.6266602395777376
2019-01-30,202.48,532.5743259866736,-0.6198089353539986
2019-01-31,198.01,531.1043259866735,-0.6271730612772894
2019-02-01,196.54,532.2843259866735,-0.6307612484442748
2019-02-04,197.72,532.5743259866736,-0.6287466549693432
