date,HSIC,dcf,Deviation
2010-04-08,23.18,27.112874968993,-0.1450556229647627
2010-04-09,23.28,27.072874968993002,-0.14009871405741137
2010-04-12,23.24,27.222874968993,-0.1463061845425775
2010-04-13,23.39,27.672874968993,-0.15476798033424033
2010-04-14,23.84,27.742874968993,-0.14068026379223753
2010-04-15,23.91,27.702874968993,-0.13691268408922364
2010-04-16,23.87,27.612874968993,-0.13554818081043507
2010-04-19,23.78,27.842874968993,-0.1459215319365399
2010-04-20,24.01,27.582874968993,-0.12953236285229186
2010-04-21,23.75,27.802874968993,-0.1457717942303789
2010-04-22,23.97,28.302874968993,-0.15308957036130955
2010-04-23,24.47,27.852874968993,-0.12145514503472121
2010-04-26,24.02,27.812874968993,-0.1363711940323128
2010-04-27,23.98,27.962874968993,-0.14243438750162352
2010-04-28,24.13,28.122874968993,-0.14197961529165715
2010-04-29,24.29,27.562874968993,-0.1187421476415228
2010-04-30,23.73,27.792874968993,-0.14618404801682905
2010-05-03,23.96,27.582874968993,-0.1313450817967894
2010-05-04,23.75,27.502874968993,-0.13645391520792016
2010-05-05,23.67,26.882874968993,-0.11951381586600252
2010-05-06,23.05,26.182874968993,-0.11965358932902137
2010-05-07,22.35,27.052874968993,-0.17384011770960606
2010-05-10,23.22,26.852874968993,-0.13528811991966894
2010-05-11,23.02,27.182874968993,-0.15314329237586222
2010-05-12,23.35,26.872874968993,-0.1310940855065873
2010-05-13,23.04,26.432874968993,-0.12835815146755714
2010-05-14,22.6,26.552874968993,-0.1488680594326961
2010-05-17,22.72,26.282874968993,-0.13555879914949454
2010-05-18,22.45,26.272874968993,-0.14550653377313005
2010-05-19,22.44,25.502874968993,-0.12009920343164904
2010-05-20,21.67,25.772874968993,-0.1591935309479099
2010-05-21,21.94,25.552874968993,-0.14138819891605237
2010-05-24,21.72,25.382874968993,-0.1443049683484422
2010-05-25,21.55,25.452874968993,-0.15333729387142037
2010-05-26,21.62,26.112874968993,-0.17205592928116642
2010-05-27,22.28,25.952874968993,-0.1415209287364556
2010-05-28,22.12,25.562874968993,-0.13468261974324502
2010-06-01,21.73,26.212874968993,-0.17101805789314428
2010-06-02,22.38,26.262874968993,-0.1478465314089672
2010-06-03,22.43,25.402874968993,-0.11702907535551477
2010-06-04,21.57,25.182874968993,-0.14346554845074033
2010-06-07,21.35,25.002874968993,-0.1460981976481931
2010-06-08,21.17,24.932874968993,-0.15092021973689684
2010-06-09,21.1,25.212874968993,-0.16312598123185262
2010-06-10,21.38,25.432874968993,-0.1593557540755477
2010-06-11,21.6,25.692874968993,-0.15929999947193196
2010-06-14,21.86,25.742874968993,-0.15083299645707327
2010-06-15,21.91,25.752874968993,-0.1492212024335109
2010-06-16,21.92,25.762874968993,-0.14916328141242408
2010-06-17,21.93,25.962874968993,-0.1553323726208823
2010-06-18,22.13,26.112874968993,-0.1525253337184188
2010-06-21,22.28,26.022874968993,-0.14383018684341153
2010-06-22,22.19,25.982874968993002,-0.14597595429756238
2010-06-23,22.15,25.602874968993,-0.13486278291694553
2010-06-24,21.77,25.682874968993,-0.1523534640774067
2010-06-25,21.85,25.6929386284685,-0.1495717825056576
2010-06-28,22.25,25.132938628468498,-0.11470758239161671
2010-06-29,21.69,24.972938628468498,-0.13145984448646475
2010-06-30,21.53,24.8229386284685,-0.13265708294069378
2010-07-01,21.38,24.7129386284685,-0.13486613949783632
2010-07-02,21.27,24.6829386284685,-0.13827116292110075
2010-07-06,21.24,24.9029386284685,-0.1470886100277784
2010-07-07,21.46,24.9829386284685,-0.14101378067886894
2010-07-08,21.54,24.952938628468498,-0.13677501793615277
2010-07-09,21.51,24.9129386284685,-0.13659322487873404
2010-07-12,21.47,25.4029386284685,-0.15482219147909704
2010-07-13,21.96,25.2529386284685,-0.1303982351090125
2010-07-14,21.81,25.2529386284685,-0.13633813787466142
2010-07-15,21.81,24.3629386284685,-0.10478779540516303
2010-07-16,20.92,24.062938628468498,-0.13061325040118466
2010-07-19,20.62,23.8229386284685,-0.13444767156646975
2010-07-20,20.38,23.562938628468498,-0.13508241389819287
2010-07-21,20.12,24.132938628468498,-0.1662847069827883
2010-07-22,20.69,24.042938628468498,-0.1394562736394621
2010-07-23,20.6,24.4429386284685,-0.15722081075769911
2010-07-26,21.0,24.3929386284685,-0.13909511601479085
2010-07-27,20.95,24.042938628468498,-0.12864228771129693
2010-07-28,20.6,23.6929386284685,-0.13054263453635695
2010-07-29,20.25,24.0229386284685,-0.1570556661206035
2010-07-30,20.58,24.3329386284685,-0.15423285636687234
2010-08-02,20.89,24.4629386284685,-0.14605516870775814
2010-08-03,21.02,24.8229386284685,-0.15320259560675265
2010-08-04,21.38,24.8529386284685,-0.13973955677379435
2010-08-05,21.41,24.812938628468498,-0.13714371680927073
2010-08-06,21.37,24.6929386284685,-0.1345704000024316
2010-08-09,21.25,24.9629386284685,-0.1487380425730066
2010-08-10,21.52,24.792938628468498,-0.13201091962170008
2010-08-11,21.35,24.6229386284685,-0.13292234033692463
2010-08-12,21.18,24.5029386284685,-0.135613882026696
2010-08-13,21.06,24.4829386284685,-0.13980914139483014
2010-08-16,21.04,25.0129386284685,-0.1588353406803108
2010-08-17,21.57,25.0929386284685,-0.1403956180912046
2010-08-18,21.65,24.6529386284685,-0.12180854679128583
2010-08-19,21.21,24.7129386284685,-0.14174512716319487
2010-08-20,21.27,24.7429386284685,-0.14036079871582596
2010-08-23,21.3,24.3329386284685,-0.12464333530682115
2010-08-24,20.89,24.5029386284685,-0.14744919714531057
2010-08-25,21.06,23.8229386284685,-0.1159780777492655
2010-08-26,20.38,24.2829386284685,-0.16072760748539827
2010-08-27,20.84,24.292938628468498,-0.14213754380550958
2010-08-30,20.85,24.1529386284685,-0.13675100488912784
2010-08-31,20.71,24.8629386284685,-0.16703329765345232
2010-09-01,21.42,24.9129386284685,-0.14020580552777695
2010-09-02,21.47,25.0029386284685,-0.14130093590062542
2010-09-03,21.56,24.9029386284685,-0.13423872091331934
2010-09-07,21.46,25.0229386284685,-0.14238689873198807
2010-09-08,21.58,25.2129386284685,-0.14409024993090125
2010-09-09,21.77,25.4629386284685,-0.14503191019514372
2010-09-10,22.02,25.7129386284685,-0.14362180386413725
2010-09-13,22.27,25.792938628468498,-0.1365853918087533
2010-09-14,22.35,25.882938628468498,-0.1364968127916757
2010-09-15,22.44,25.8629386284685,-0.13234917646599964
2010-09-16,22.42,25.542938628468498,-0.12226230794713155
2010-09-17,22.1,25.8729386284685,-0.1458256706996962
2010-09-20,22.43,25.6629386284685,-0.12597694579225327
2010-09-21,22.22,25.6729386284685,-0.13449721040658613
2010-09-22,22.23,25.4929386284685,-0.12799382119190872
2010-09-23,22.05,25.9229386284685,-0.14940199041382018
2010-09-24,22.48,24.56435047390316,-0.08485265979727596
2010-09-27,22.38,24.76435047390316,-0.09628156718327041
2010-09-28,22.58,24.774350473903162,-0.08857348152132793
2010-09-29,22.59,25.15435047390316,-0.10194461099536611
2010-09-30,22.97,24.91435047390316,-0.07804138726954946
2010-10-01,22.73,24.55435047390316,-0.07429846193008094
2010-10-04,22.37,25.17435047390316,-0.11139713323727152
2010-10-05,22.99,25.114350473903162,-0.0845871158846262
2010-10-06,22.93,25.14435047390316,-0.08806552693422687
2010-10-07,22.96,25.44435047390316,-0.09763858882745768
2010-10-08,23.26,25.614350473903162,-0.0919152908562666
2010-10-11,23.43,25.594350473903162,-0.0845636022726971
2010-10-12,23.41,25.42435047390316,-0.07922918133034673
2010-10-13,23.24,25.434350473903162,-0.08627507418184988
2010-10-14,23.25,25.57435047390316,-0.09088600221831622
2010-10-15,23.39,25.434350473903162,-0.08037753808577741
2010-10-18,23.25,25.024350473903162,-0.07090495618471926
2010-10-19,22.84,25.21435047390316,-0.09416663246434254
2010-10-20,23.03,25.49435047390316,-0.09666261066057547
2010-10-21,23.31,25.50435047390316,-0.08603828104340427
2010-10-22,23.32,25.30435047390316,-0.07841934041933452
2010-10-25,23.12,25.38435047390316,-0.08920261624306935
2010-10-26,23.2,25.51435047390316,-0.09070779506107152
2010-10-27,23.33,25.17435047390316,-0.07326308084155331
2010-10-28,22.99,24.204350473903162,-0.05017075237001134
2010-10-29,22.02,24.23435047390316,-0.09137238797828273
2010-11-01,22.05,24.54435047390316,-0.10162625719329121
2010-11-02,22.36,24.75435047390316,-0.09672443138539877
2010-11-03,22.57,24.85435047390316,-0.0919094818551669
2010-11-04,22.67,24.69435047390316,-0.08197625914649909
2010-11-05,22.51,24.79435047390316,-0.09213189417111411
2010-11-08,22.61,24.82435047390316,-0.08920074167624314
2010-11-09,22.64,24.91435047390316,-0.09128676568491945
2010-11-10,22.73,24.774350473903162,-0.08251883237288671
2010-11-11,22.59,24.57435047390316,-0.08074884729956344
2010-11-12,22.39,24.75435047390316,-0.09551252319852765
2010-11-15,22.57,24.39435047390316,-0.07478577779124851
2010-11-16,22.21,24.54435047390316,-0.09510744545410421
2010-11-17,22.36,24.87435047390316,-0.10108205545069737
2010-11-18,22.69,25.10435047390316,-0.09617259273100731
2010-11-19,22.92,24.75435047390316,-0.07410214523047132
2010-11-22,22.57,24.30435047390316,-0.07135967183181546
2010-11-23,22.12,25.01435047390316,-0.11570760060001406
2010-11-24,22.83,24.82435047390316,-0.08033847556252238
2010-11-26,22.64,24.704350473903162,-0.08356222423592441
2010-11-29,22.52,24.684350473903162,-0.08768107859233976
2010-11-30,22.5,25.21435047390316,-0.10765101709490832
2010-12-01,23.03,25.53435047390316,-0.09807770424639062
2010-12-02,23.35,25.65435047390316,-0.08982299030518259
2010-12-03,23.47,25.434350473903162,-0.07723218550120547
2010-12-06,23.25,25.58435047390316,-0.09124134209638313
2010-12-07,23.4,25.17435047390316,-0.07048247285436549
2010-12-08,22.99,25.39435047390316,-0.09468052653577508
2010-12-09,23.21,25.67435047390316,-0.09598491990705127
2010-12-10,23.49,25.31435047390316,-0.07206783661243477
2010-12-13,23.13,25.73435047390316,-0.10120132919399683
2010-12-14,23.55,26.04435047390316,-0.09577318798572221
2010-12-15,23.86,26.344350473903162,-0.09430296929750359
2010-12-16,24.16,26.53435047390316,-0.08948214037642865
2010-12-17,24.35,26.62435047390316,-0.08542369798401084
2010-12-20,24.44,26.49435047390316,-0.07753918994642606
2010-12-21,24.31,26.54435047390316,-0.08417423798332702
2010-12-22,24.36,26.56435047390316,-0.08298153105865391
2010-12-23,24.38,25.991999828451345,-0.06201907660397954
2010-12-27,24.38,25.921999828451344,-0.059486144535765506
2010-12-28,24.31,26.021999828451346,-0.06579047881552591
2010-12-29,24.41,25.961999828451344,-0.05977967177823229
2010-12-30,24.35,25.681999828451346,-0.05186511320569798
2010-12-31,24.07,26.231999828451343,-0.08241841424939433
2011-01-03,24.62,25.941999828451344,-0.05095982719888337
2011-01-04,24.33,25.921999828451344,-0.06141500806214828
2011-01-05,24.31,26.181999828451346,-0.07149949739198647
2011-01-06,24.57,26.141999828451343,-0.06013311295107859
2011-01-07,24.53,26.141999828451343,-0.061663217773299084
2011-01-10,24.53,26.241999828451345,-0.06523892384890606
2011-01-11,24.63,26.501999828451346,-0.07063617238581565
2011-01-12,24.89,26.671999828451344,-0.0668116316703955
2011-01-13,25.06,26.791999828451345,-0.06464615704468901
2011-01-14,25.18,27.431999828451346,-0.08209389918833643
2011-01-18,25.82,27.171999828451344,-0.049757096900747366
2011-01-19,25.56,27.251999828451346,-0.06208718035749006
2011-01-20,25.64,27.231999828451343,-0.05846062861634049
2011-01-21,25.62,27.601999828451344,-0.07180638507244519
2011-01-24,25.99,27.591999828451346,-0.05806030147910679
2011-01-25,25.98,27.321999828451343,-0.04911792097494527
2011-01-26,25.71,27.381999828451345,-0.061062005657966933
2011-01-27,25.77,27.261999828451344,-0.05472818714107153
2011-01-28,25.65,27.361999828451346,-0.0625685198152508
2011-01-31,25.75,27.851999828451344,-0.07547033754840515
2011-02-01,26.24,27.431999828451346,-0.04345289573875888
2011-02-02,25.82,27.281999828451344,-0.053588440643807966
2011-02-03,25.67,27.611999828451346,-0.07033173404739457
2011-02-04,26.0,27.721999828451345,-0.062116724590844274
2011-02-07,26.11,27.851999828451344,-0.06254487430636346
2011-02-08,26.24,27.411999828451343,-0.042754991820586064
2011-02-09,25.8,27.771999828451346,-0.07100676366961178
2011-02-10,26.16,28.031999828451344,-0.06678081620674592
2011-02-11,26.42,28.281999828451344,-0.06583692241516081
2011-02-14,26.67,28.431999828451346,-0.06197241977640089
2011-02-15,26.82,28.571999828451343,-0.06131876798860758
2011-02-16,26.96,28.781999828451344,-0.06330344796438625
2011-02-17,27.17,29.001999828451346,-0.06316805183393348
2011-02-18,27.39,27.851999828451344,-0.016587671667992798
2011-02-22,26.24,27.951999828451346,-0.061247847701714875
2011-02-23,26.34,28.131999828451345,-0.06369969569809975
2011-02-24,26.52,28.831999828451345,-0.0801886737724613
2011-02-25,27.22,28.661999828451343,-0.0503105099812311
2011-02-28,27.05,28.471999828451345,-0.049943798715198606
2011-03-01,26.86,28.281999828451344,-0.05027932384826728
2011-03-02,26.67,28.901999828451345,-0.07722648403914756
2011-03-03,27.29,28.891999828451343,-0.05544786923589062
2011-03-04,27.28,28.471999828451345,-0.04186568683736114
2011-03-07,26.86,29.001999828451346,-0.07385696990281398
2011-03-08,27.39,28.851999828451344,-0.05067239141633595
2011-03-09,27.24,28.241999828451345,-0.03547906786126098
2011-03-10,26.63,28.081999828451345,-0.051705713172900514
2011-03-11,26.47,27.771999828451346,-0.046881745516845985
2011-03-14,26.16,27.461999828451344,-0.047410961932292994
2011-03-15,25.85,27.231999828451343,-0.050749112704071786
2011-03-16,25.62,27.321999828451343,-0.062294116065361727
2011-03-17,25.71,27.691999828451344,-0.0715730117264769
2011-03-18,26.08,27.921999828451344,-0.06596948068792785
2011-03-21,26.31,27.921999828451344,-0.0577322483473689
2011-03-22,26.31,27.681999828451346,-0.049562886964590436
2011-03-23,26.07,28.011999828451344,-0.06932742540141268
2011-03-24,26.4,28.061999828451345,-0.05922599382123461
2011-03-25,26.45,27.85279891800217,-0.05036473792569174
2011-03-28,26.6,28.252798918002167,-0.058500360364262205
2011-03-29,27.0,28.412798918002167,-0.049724031837885097
2011-03-30,27.16,28.772798918002167,-0.05605290338970437
2011-03-31,27.52,29.04279891800217,-0.052432925707386446
2011-04-01,27.79,29.032798918002168,-0.042806720823308386
2011-04-04,27.78,28.76279891800217,-0.03416909880029273
2011-04-05,27.51,28.822798918002167,-0.04554723924407689
2011-04-06,27.57,28.752798918002167,-0.04113682710943367
2011-04-07,27.5,28.36279891800217,-0.030420090784994525
2011-04-08,27.11,28.38279891800217,-0.04484402407526056
2011-04-11,27.13,28.122798918002168,-0.03530227986541734
2011-04-12,26.87,28.712798918002168,-0.06418039994167135
2011-04-13,27.46,28.60279891800217,-0.03995409404786976
2011-04-14,27.35,28.752798918002167,-0.048788256127784146
2011-04-15,27.5,28.19279891800217,-0.02457361257451418
2011-04-18,26.94,28.49279891800217,-0.054497942531756216
2011-04-19,27.24,28.892798918002168,-0.05720452776807172
2011-04-20,27.64,28.92279891800217,-0.04435251656103467
2011-04-21,27.67,28.892798918002168,-0.04232192670126811
2011-04-25,27.64,29.35279891800217,-0.05835214974854419
2011-04-26,28.1,29.83279891800217,-0.058083685770312865
2011-04-27,28.58,29.94279891800217,-0.045513411145503446
2011-04-28,28.69,29.90279891800217,-0.04055804011282815
2011-04-29,28.65,30.302798918002168,-0.054542780766706045
2011-05-02,29.05,30.092798918002167,-0.03465277260661659
2011-05-03,28.84,29.712798918002168,-0.02937451030482907
2011-05-04,28.46,29.58279891800217,-0.03795445187976809
2011-05-05,28.33,29.79279891800217,-0.049099076660376495
2011-05-06,28.54,29.86279891800217,-0.04429587868285012
2011-05-09,28.61,30.072798918002167,-0.04864192794261357
2011-05-10,28.82,29.76279891800217,-0.03167709194957169
2011-05-11,28.51,30.232798918002167,-0.05698443345172133
2011-05-12,28.98,29.63279891800217,-0.022029607119075978
2011-05-13,28.38,29.572798918002167,-0.04033432619311739
2011-05-16,28.32,29.36279891800217,-0.03551428870640927
2011-05-17,28.11,29.892798918002168,-0.05963974544145223
2011-05-18,28.64,29.772798918002167,-0.03804811637367478
2011-05-19,28.52,29.572798918002167,-0.035600246054535156
2011-05-20,28.32,29.04279891800217,-0.024887371222136023
2011-05-23,27.79,28.72279891800217,-0.03247590600989558
2011-05-24,27.47,28.912798918002167,-0.049901738053586664
2011-05-25,27.66,29.002798918002167,-0.04629894245029864
2011-05-26,27.75,29.032798918002168,-0.04418447293439398
2011-05-27,27.78,29.412798918002167,-0.05551321118925567
2011-05-31,28.16,28.97279891800217,-0.028053862531629226
2011-06-01,27.72,28.932798918002167,-0.04191778754068476
2011-06-02,27.68,28.51279891800217,-0.029207897842549735
2011-06-03,27.26,28.072798918002167,-0.028953255440480663
2011-06-06,26.82,28.232798918002167,-0.05004105055632013
2011-06-07,26.98,28.252798918002167,-0.04505036551232322
2011-06-08,27.0,28.592798918002167,-0.05570629593031318
2011-06-09,27.34,28.35279891800217,-0.035721302892572915
2011-06-10,27.1,28.502798918002167,-0.04921618126127847
2011-06-13,27.25,28.61279891800217,-0.047628997145915175
2011-06-14,27.36,28.372798918002168,-0.03569612292848423
2011-06-15,27.12,28.532798918002168,-0.04951490816103543
2011-06-16,27.28,28.81279891800217,-0.05319854285466441
2011-06-17,27.56,29.122798918002168,-0.05366238741002771
2011-06-20,27.87,29.31279891800217,-0.04922078311382572
2011-06-21,28.06,29.052798918002168,-0.03417222969822009
2011-06-22,27.8,28.92279891800217,-0.038820548494817864
2011-06-23,27.67,28.51279891800217,-0.029558617532635445
2011-06-24,27.26,29.15351548269581,-0.06494981656053489
2011-06-27,27.42,29.423515482695812,-0.06809232173069502
2011-06-28,27.69,29.57351548269581,-0.06368926561327826
2011-06-29,27.84,29.80351548269581,-0.06588200924940701
2011-06-30,28.07,30.33351548269581,-0.07462094144633724
2011-07-01,28.6,30.40351548269581,-0.05931930745713532
2011-07-05,28.67,30.83351548269581,-0.07016765519033996
2011-07-06,29.1,31.11351548269581,-0.06471513911102877
2011-07-07,29.38,30.88351548269581,-0.04868343060032265
2011-07-08,29.15,30.47351548269581,-0.043431663913123586
2011-07-11,28.74,30.53351548269581,-0.05873923963037431
2011-07-12,28.8,30.70351548269581,-0.06199666236163126
2011-07-13,28.97,30.353515482695812,-0.045580074027489204
2011-07-14,28.62,30.41351548269581,-0.05897100201113725
2011-07-15,28.68,29.89351548269581,-0.04059460599066267
2011-07-18,28.16,30.263515482695812,-0.06950664683680152
2011-07-19,28.53,30.14351548269581,-0.05352778058093677
2011-07-20,28.41,30.41351548269581,-0.06587582694396965
2011-07-21,28.68,30.31351548269581,-0.053887365311630964
2011-07-22,28.58,29.84351548269581,-0.04233802426622413
2011-07-25,28.11,28.87351548269581,-0.02644345414583804
2011-07-26,27.14,28.20351548269581,-0.03770861413884119
2011-07-27,26.47,28.11351548269581,-0.05845997750467791
2011-07-28,26.38,27.79351548269581,-0.05085774354726236
2011-07-29,26.06,27.93351548269581,-0.06707052264353952
2011-08-01,26.2,27.30351548269581,-0.04041660801500779
2011-08-02,25.57,27.33351548269581,-0.06451842917213657
2011-08-03,25.6,26.443515482695812,-0.03189876486913368
2011-08-04,24.71,26.693515482695812,-0.07430701602348455
2011-08-05,24.96,25.29351548269581,-0.013185809735462795
2011-08-08,23.56,25.98351548269581,-0.09327126979064071
2011-08-09,24.25,25.173515482695812,-0.0366859957772141
2011-08-10,23.44,26.34351548269581,-0.11021746450670311
2011-08-11,24.61,26.48351548269581,-0.07074270347227718
2011-08-12,24.75,26.89351548269581,-0.07970380384353326
2011-08-15,25.16,26.443515482695812,-0.04853800484794557
2011-08-16,24.71,26.38351548269581,-0.06343034474664377
2011-08-17,24.65,25.45351548269581,-0.03156795701725634
2011-08-18,23.72,25.353515482695812,-0.06442954563088954
2011-08-19,23.62,25.603515482695812,-0.07747043502820439
2011-08-22,23.87,26.63351548269581,-0.10376082288090382
2011-08-23,24.9,27.25351548269581,-0.08635639993637301
2011-08-24,25.52,26.13351548269581,-0.02347619412711799
2011-08-25,24.4,26.78351548269581,-0.08899188324384621
2011-08-26,25.05,27.40351548269581,-0.08588370656976319
2011-08-29,25.67,27.47351548269581,-0.0656456027198904
2011-08-30,25.74,27.58351548269581,-0.06683395681932991
2011-08-31,25.85,27.33351548269581,-0.054274594998034
2011-09-01,25.6,26.62351548269581,-0.038444039569494604
2011-09-02,24.89,26.37351548269581,-0.05625019856261393
2011-09-06,24.64,27.29351548269581,-0.09722146215932304
2011-09-07,25.56,26.78351548269581,-0.04568166129970119
2011-09-08,25.05,25.57351548269581,-0.02047100184759676
2011-09-09,23.84,25.77351548269581,-0.07501947043250512
2011-09-12,24.04,26.21351548269581,-0.08291583340397835
2011-09-13,24.48,26.77351548269581,-0.08566359110286237
2011-09-14,25.04,26.80351548269581,-0.06579418598408582
2011-09-15,25.07,27.30351548269581,-0.08180321995939865
2011-09-16,25.57,27.13351548269581,-0.05762303390774881
2011-09-19,25.4,27.23351548269581,-0.06732569960939594
2011-09-20,25.5,26.75351548269581,-0.046854234297043496
2011-09-21,25.02,25.90351548269581,-0.03410793732943396
2011-09-22,24.17,26.28351548269581,-0.08041220681028294
2011-09-23,24.55,25.906756800257526,-0.052370769939216744
2011-09-26,24.76,26.786756800257525,-0.07566264237849196
2011-09-27,25.64,25.946756800257525,-0.011822548868784977
2011-09-28,24.8,26.076756800257524,-0.0489614874287172
2011-09-29,24.93,25.466756800257524,-0.021076763109941665
2011-09-30,24.32,24.486756800257524,-0.0068100811233511305
2011-10-03,23.34,25.056756800257524,-0.06851472494795818
2011-10-04,23.91,25.366756800257523,-0.05742779069978443
2011-10-05,24.22,25.296756800257526,-0.04256501371933041
2011-10-06,24.15,25.106756800257525,-0.03810754243844483
2011-10-07,23.96,25.706756800257523,-0.06794932607912729
2011-10-10,24.56,26.216756800257524,-0.06319457486218327
2011-10-11,25.07,26.326756800257524,-0.047736863670394425
2011-10-12,25.18,26.406756800257526,-0.046456170651201
2011-10-13,25.26,26.346756800257523,-0.04124821922092892
2011-10-14,25.2,25.806756800257524,-0.023511547962178247
2011-10-17,24.66,25.966756800257524,-0.05032422070686027
2011-10-18,24.82,26.056756800257524,-0.047463957611382446
2011-10-19,24.91,26.496756800257526,-0.05988494411671186
2011-10-20,25.35,26.946756800257525,-0.05925599180982932
2011-10-21,25.8,27.526756800257523,-0.06273012156090141
2011-10-24,26.38,27.086756800257525,-0.026092337501653518
2011-10-25,25.94,27.426756800257525,-0.05420826133710288
2011-10-26,26.28,28.456756800257523,-0.07649349557071883
2011-10-27,27.31,28.986756800257524,-0.05784561590700721
2011-10-28,27.84,28.326756800257524,-0.01718364031893338
2011-10-31,27.18,26.386756800257526,0.030062171177275276
2011-11-01,25.24,26.596756800257523,-0.05101211438848774
2011-11-02,25.45,26.866756800257523,-0.05273270647404471
2011-11-03,25.72,26.706756800257523,-0.03694783337556018
2011-11-04,25.56,27.096756800257523,-0.05671368022327006
2011-11-07,25.95,27.366756800257523,-0.05176926190407016
2011-11-08,26.22,26.396756800257524,-0.006696155955636218
2011-11-09,25.25,26.616756800257523,-0.051349486735525196
2011-11-10,25.47,26.986756800257524,-0.056203745099264846
2011-11-11,25.84,26.636756800257526,-0.0299119298281022
2011-11-14,25.49,26.586756800257525,-0.041251996567212124
2011-11-15,25.44,25.836756800257525,-0.015356292716025788
2011-11-16,24.69,25.356756800257525,-0.026295034712434218
2011-11-17,24.21,25.056756800257524,-0.03379355145630103
2011-11-18,23.91,25.366756800257523,-0.05742779069978443
2011-11-21,24.22,25.016756800257525,-0.03184892456760524
2011-11-22,23.87,24.856756800257525,-0.03969772920042813
2011-11-23,23.71,24.676756800257525,-0.03917681760544134
2011-11-25,23.53,25.376756800257525,-0.07277355474513525
2011-11-28,24.23,25.616756800257523,-0.05413475293030001
2011-11-29,24.47,26.376756800257525,-0.07228928160868164
2011-11-30,25.23,26.476756800257526,-0.047088728036562166
2011-12-01,25.33,26.266756800257525,-0.035663207581392076
2011-12-02,25.12,26.636756800257526,-0.05694224757282995
2011-12-05,25.49,26.426756800257525,-0.035447285769413805
2011-12-06,25.28,26.256756800257524,-0.03720020746232999
2011-12-07,25.11,25.566756800257526,-0.017865261668735588
2011-12-08,24.42,26.036756800257525,-0.06209516848279395
2011-12-09,24.89,25.686756800257523,-0.031018193789631554
2011-12-12,24.54,25.396756800257524,-0.03373489012773623
2011-12-13,24.25,25.216756800257524,-0.038337872229772696
2011-12-14,24.07,25.556756800257524,-0.058174705494812295
2011-12-15,24.41,25.636756800257526,-0.04785148175393239
2011-12-16,24.49,25.426756800257525,-0.036841379638634764
2011-12-19,24.28,26.346756800257523,-0.07844444824561181
2011-12-20,25.2,26.416756800257524,-0.04606003717480045
2011-12-21,25.27,26.496756800257526,-0.04629837566556838
2011-12-22,25.35,26.686756800257523,-0.05009064272076036
2011-12-23,25.54,26.746756800257526,-0.04511787388914035
2011-12-27,25.6,26.296756800257526,-0.026495921362086006
2011-12-28,25.15,26.556756800257524,-0.05297170926548844
2011-12-29,25.41,26.416756800257524,-0.03811053748459048
2011-12-30,25.27,27.380196501835457,-0.07707017375474268
2012-01-03,25.79,27.300196501835458,-0.05531815500792914
2012-01-04,25.71,27.560196501835456,-0.0671329212660815
2012-01-05,25.97,27.520196501835457,-0.0563294125364282
2012-01-06,25.93,27.430196501835457,-0.0546914238013233
2012-01-09,25.84,27.750196501835457,-0.06883542254229125
2012-01-10,26.16,28.240196501835456,-0.07366083666238843
2012-01-11,26.65,28.260196501835456,-0.05697754089328
2012-01-12,26.67,28.230196501835458,-0.055266937363826596
2012-01-13,26.64,28.300196501835458,-0.05866378001042438
2012-01-17,26.71,28.540196501835457,-0.06412697620066332
2012-01-18,26.95,28.590196501835457,-0.057369193028461996
2012-01-19,27.0,28.830196501835456,-0.06348192950120679
2012-01-20,27.24,28.730196501835458,-0.05186864982772588
2012-01-23,27.14,28.850196501835455,-0.059278504454091
2012-01-24,27.26,29.290196501835457,-0.06931317451927077
2012-01-25,27.7,29.240196501835456,-0.05267394498319378
2012-01-26,27.65,29.430196501835457,-0.060488773893318526
2012-01-27,27.84,29.400196501835456,-0.05306755353618309
2012-01-30,27.81,29.390196501835458,-0.05376610876816612
2012-01-31,27.8,30.100196501835455,-0.07641798955349655
2012-02-01,28.51,30.250196501835457,-0.05752678339560102
2012-02-02,28.66,30.280196501835455,-0.05350680276256614
2012-02-03,28.69,30.21019650183546,-0.050320642626177414
2012-02-06,28.62,30.050196501835458,-0.047593582349722774
2012-02-07,28.46,29.800196501835458,-0.044972740423134816
2012-02-08,28.21,29.540196501835457,-0.045030049199327626
2012-02-09,27.95,29.530196501835455,-0.053511208492542095
2012-02-10,27.94,29.870196501835455,-0.06461947787042
2012-02-13,28.28,30.280196501835455,-0.06605625897157608
2012-02-14,28.69,30.270196501835457,-0.052203047368378996
2012-02-15,28.68,31.260196501835456,-0.08253935645234856
2012-02-16,29.67,30.920196501835456,-0.04043300636078562
2012-02-17,29.33,30.720196501835456,-0.04525350291142827
2012-02-21,29.13,30.610196501835457,-0.04835632145473823
2012-02-22,29.02,30.660196501835458,-0.05349595530926454
2012-02-23,29.07,30.900196501835456,-0.059229283597816096
2012-02-24,29.31,30.730196501835458,-0.04621501531077532
2012-02-27,29.14,31.030196501835455,-0.06091474482682213
2012-02-28,29.44,30.620196501835455,-0.03854307407089008
2012-02-29,29.03,30.550196501835458,-0.04976061288980982
2012-03-01,28.96,30.260196501835456,-0.04296721938856507
2012-03-02,28.67,30.270196501835457,-0.05286376326425324
2012-03-05,28.68,29.840196501835457,-0.03888032378620876
2012-03-06,28.25,29.920196501835456,-0.05582170898286032
2012-03-07,28.33,30.320196501835458,-0.065639300910038
