date,JBHT,dcf,Deviation
1984-06-19,1.42,,
1984-06-20,1.42,,
1984-06-21,1.42,,
1984-06-22,1.4,,
1984-06-25,1.4,,
1984-06-26,1.42,,
1984-06-27,1.42,,
1984-06-28,1.4,,
1984-06-29,1.42,,
1984-07-02,1.42,,
1984-07-03,1.42,,
1984-07-05,1.42,,
1984-07-06,1.42,,
1984-07-09,1.42,,
1984-07-10,1.42,,
1984-07-11,1.42,,
1984-07-12,1.42,,
1984-07-13,1.42,,
1984-07-16,1.5,,
1984-07-17,1.5,,
1984-07-18,1.5,,
1984-07-19,1.5,,
1984-07-20,1.42,,
1984-07-23,1.42,,
1984-07-24,1.42,,
1984-07-25,1.42,,
1984-07-26,1.39,,
1984-07-27,1.43,,
1984-07-30,1.46,,
1984-07-31,1.46,,
1984-08-01,1.42,,
1984-08-02,1.4,,
1984-08-03,1.46,,
1984-08-06,1.42,,
1984-08-07,1.48,,
1984-08-08,1.5,,
1984-08-09,1.48,,
1984-08-10,1.54,,
1984-08-13,1.53,,
1984-08-14,1.52,,
1984-08-15,1.58,,
1984-08-16,1.54,,
1984-08-17,1.52,,
1984-08-20,1.58,,
1984-08-21,1.52,,
1984-08-22,1.58,,
1984-08-23,1.58,,
1984-08-24,1.54,,
1984-08-27,1.6,,
1984-08-28,1.6,,
1984-08-29,1.6,,
1984-08-30,1.54,,
1984-08-31,1.57,,
1984-09-04,1.54,,
1984-09-05,1.56,,
1984-09-06,1.56,,
1984-09-07,1.54,,
1984-09-10,1.57,,
1984-09-11,1.57,,
1984-09-12,1.6,,
1984-09-13,1.54,,
1984-09-14,1.58,,
1984-09-17,1.61,,
1984-09-18,1.73,,
1984-09-19,1.75,,
1984-09-20,1.67,,
1984-09-21,1.68,,
1984-09-24,1.73,,
1984-09-25,1.69,,
1984-09-26,1.69,,
1984-09-27,1.69,,
1984-09-28,1.67,,
1984-10-01,1.56,,
1984-10-02,1.65,,
1984-10-03,1.56,,
1984-10-04,1.56,,
1984-10-05,1.56,,
1984-10-08,1.56,,
1984-10-09,1.58,,
1984-10-10,1.58,,
1984-10-11,1.56,,
1984-10-12,1.52,,
1984-10-15,1.6,,
1984-10-16,1.6,,
1984-10-17,1.63,,
1984-10-18,1.63,,
1984-10-19,1.64,,
1984-10-22,1.64,,
1984-10-23,1.69,,
1984-10-24,1.63,,
1984-10-25,1.63,,
1984-10-26,1.63,,
1984-10-29,1.69,,
1984-10-30,1.71,,
1984-10-31,1.67,,
1984-11-01,1.71,,
1984-11-02,1.65,,
1984-11-05,1.71,,
1984-11-06,1.65,,
1984-11-07,1.71,,
1984-11-08,1.65,,
1984-11-09,1.73,,
1984-11-12,1.68,,
1984-11-13,1.68,,
1984-11-14,1.68,,
1984-11-15,1.73,,
1984-11-16,1.73,,
1984-11-19,1.71,,
1984-11-20,1.69,,
1984-11-21,1.67,,
1984-11-23,1.71,,
1984-11-26,1.69,,
1984-11-27,1.71,,
1984-11-28,1.67,,
1984-11-29,1.67,,
1984-11-30,1.67,,
1984-12-03,1.67,,
1984-12-04,1.69,,
1984-12-05,1.67,,
1984-12-06,1.67,,
1984-12-07,1.67,,
1984-12-10,1.69,,
1984-12-11,1.69,,
1984-12-12,1.69,,
1984-12-13,1.69,,
1984-12-14,1.69,,
1984-12-17,1.67,,
1984-12-18,1.69,,
1984-12-19,1.71,,
1984-12-20,1.71,,
1984-12-21,1.69,,
1984-12-24,1.67,,
1984-12-26,1.67,,
1984-12-27,1.71,,
1984-12-28,1.67,,
1984-12-31,1.69,,
1985-01-02,1.71,,
1985-01-03,1.71,,
1985-01-04,1.71,,
1985-01-07,1.67,,
1985-01-08,1.69,,
1985-01-09,1.73,,
1985-01-10,1.69,,
1985-01-11,1.75,,
1985-01-14,1.71,,
1985-01-15,1.72,,
1985-01-16,1.75,,
1985-01-17,1.75,,
1985-01-18,1.77,,
1985-01-21,1.81,,
1985-01-22,1.85,,
1985-01-23,1.98,,
1985-01-24,2.13,,
1985-01-25,2.17,,
1985-01-28,2.1,,
1985-01-29,2.08,,
1985-01-30,2.13,,
1985-01-31,2.13,,
1985-02-01,2.04,,
1985-02-04,2.04,,
1985-02-05,2.06,,
1985-02-06,2.08,,
1985-02-07,2.04,,
1985-02-08,2.1,,
1985-02-11,2.13,,
1985-02-12,2.1,,
1985-02-13,2.1,,
1985-02-14,2.23,,
1985-02-15,2.23,,
1985-02-19,2.21,,
1985-02-20,2.25,,
1985-02-21,2.23,,
1985-02-22,2.29,,
1985-02-25,2.29,,
1985-02-26,2.29,,
1985-02-27,2.27,,
1985-02-28,2.27,,
1985-03-01,2.31,,
1985-03-04,2.35,,
1985-03-05,2.35,,
1985-03-06,2.29,,
1985-03-07,2.29,,
1985-03-08,2.33,,
1985-03-11,2.29,,
1985-03-12,2.27,,
1985-03-13,2.26,,
1985-03-14,2.27,,
1985-03-15,2.31,,
1985-03-18,2.27,,
1985-03-19,2.23,,
1985-03-20,2.26,,
1985-03-21,2.29,,
1985-03-22,2.29,,
1985-03-25,2.29,,
1985-03-26,2.29,,
1985-03-27,2.25,,
1985-03-28,2.25,,
1985-03-29,2.26,,
1985-04-01,2.29,,
1985-04-02,2.25,,
1985-04-03,2.29,,
1985-04-04,2.23,,
1985-04-08,2.29,,
1985-04-09,2.29,,
1985-04-10,2.29,,
1985-04-11,2.31,,
1985-04-12,2.29,,
1985-04-15,2.33,,
1985-04-16,2.23,,
1985-04-17,2.29,,
1985-04-18,2.27,,
1985-04-19,2.25,,
1985-04-22,2.24,,
1985-04-23,2.25,,
1985-04-24,2.21,,
1985-04-25,2.25,,
1985-04-26,2.19,,
1985-04-29,2.19,,
1985-04-30,2.19,,
1985-05-01,2.19,,
1985-05-02,2.19,,
1985-05-03,2.23,,
1985-05-06,2.25,,
1985-05-07,2.19,,
1985-05-08,2.19,,
1985-05-09,2.19,,
1985-05-10,2.19,,
1985-05-13,2.25,,
1985-05-14,2.21,,
1985-05-15,2.19,,
1985-05-16,2.25,,
1985-05-17,2.24,,
1985-05-20,2.21,,
1985-05-21,2.19,,
1985-05-22,2.17,,
1985-05-23,2.17,,
1985-05-24,2.21,,
1985-05-28,2.17,,
1985-05-29,2.15,,
1985-05-30,2.1,,
1985-05-31,2.07,,
1985-06-03,2.04,,
1985-06-04,2.1,,
1985-06-05,2.06,,
1985-06-06,2.04,,
1985-06-07,2.02,,
1985-06-10,2.06,,
1985-06-11,1.98,,
1985-06-12,2.0,,
1985-06-13,2.0,,
1985-06-14,2.06,,
1985-06-17,1.98,,
1985-06-18,1.99,,
1985-06-19,2.0,,
1985-06-20,1.92,,
1985-06-21,2.0,,
1985-06-24,1.94,,
1985-06-25,2.0,,
1985-06-26,2.04,,
1985-06-27,2.02,,
1985-06-28,1.98,,
1985-07-01,2.08,,
1985-07-02,2.11,,
1985-07-03,2.09,,
1985-07-05,2.08,,
1985-07-08,2.15,,
1985-07-09,2.15,,
1985-07-10,2.1,,
1985-07-11,2.08,,
1985-07-12,2.08,,
1985-07-15,2.17,,
1985-07-16,2.08,,
1985-07-17,2.08,,
1985-07-18,2.08,,
1985-07-19,2.08,,
1985-07-22,2.04,,
1985-07-23,2.02,,
1985-07-24,2.06,,
1985-07-25,2.06,,
1985-07-26,2.08,,
1985-07-29,2.06,,
1985-07-30,2.06,,
1985-07-31,2.04,,
1985-08-01,2.04,,
1985-08-02,2.1,,
1985-08-05,2.08,,
1985-08-06,2.02,,
1985-08-07,2.04,,
1985-08-08,2.02,,
1985-08-09,2.06,,
1985-08-12,2.02,,
1985-08-13,2.06,,
1985-08-14,1.98,,
1985-08-15,1.98,,
1985-08-16,2.0,,
1985-08-19,1.96,,
1985-08-20,1.96,,
1985-08-21,1.9,,
1985-08-22,1.9,,
1985-08-23,1.92,,
1985-08-26,1.9,,
1985-08-27,1.96,,
1985-08-28,1.96,,
1985-08-29,1.94,,
1985-08-30,1.96,,
1985-09-03,1.92,,
1985-09-04,1.96,,
1985-09-05,1.92,,
1985-09-06,1.92,,
1985-09-09,1.92,,
1985-09-10,1.98,,
1985-09-11,1.94,,
1985-09-12,1.92,,
1985-09-13,1.96,,
1985-09-16,1.92,,
1985-09-17,1.92,,
1985-09-18,1.85,,
1985-09-19,1.85,,
1985-09-20,1.81,,
1985-09-23,1.88,,
1985-09-24,1.85,,
1985-09-25,1.81,,
1985-09-26,1.81,,
1985-09-30,1.88,,
1985-10-01,1.88,,
1985-10-02,1.92,,
1985-10-03,1.92,,
1985-10-04,1.85,,
1985-10-07,1.9,,
1985-10-08,1.83,,
1985-10-09,1.83,,
1985-10-10,1.88,,
1985-10-11,1.81,,
1985-10-14,1.81,,
1985-10-15,1.88,,
1985-10-16,1.94,,
1985-10-17,1.94,,
1985-10-18,1.88,,
1985-10-21,1.9,,
1985-10-22,1.96,,
1985-10-23,1.96,,
1985-10-24,1.96,,
1985-10-25,2.0,,
1985-10-28,2.02,,
1985-10-29,2.02,,
1985-10-30,2.02,,
1985-10-31,2.02,,
1985-11-01,2.04,,
1985-11-04,1.96,,
1985-11-05,2.04,,
1985-11-06,2.04,,
1985-11-07,2.0,,
1985-11-08,2.0,,
1985-11-11,2.1,,
1985-11-12,2.13,,
1985-11-13,2.13,,
1985-11-14,2.13,,
1985-11-15,2.19,,
1985-11-18,2.13,,
1985-11-19,2.13,,
1985-11-20,2.13,,
1985-11-21,2.13,,
1985-11-22,2.19,,
1985-11-25,2.13,,
1985-11-26,2.19,,
1985-11-27,2.25,,
1985-11-29,2.21,,
1985-12-02,2.21,,
1985-12-03,2.21,,
1985-12-04,2.29,,
1985-12-05,2.27,,
1985-12-06,2.33,,
1985-12-09,2.31,,
1985-12-10,2.27,,
1985-12-11,2.29,,
1985-12-12,2.44,,
1985-12-13,2.42,,
1985-12-16,2.42,,
1985-12-17,2.44,,
1985-12-18,2.4,,
1985-12-19,2.35,,
1985-12-20,2.33,,
1985-12-23,2.35,,
1985-12-24,2.33,,
1985-12-26,2.3,,
1985-12-27,2.33,,
1985-12-30,2.29,,
1985-12-31,2.29,,
1986-01-02,2.35,,
1986-01-03,2.38,,
1986-01-06,2.3,,
1986-01-07,2.29,,
1986-01-08,2.32,,
1986-01-09,2.31,,
1986-01-10,2.29,,
1986-01-13,2.29,,
1986-01-14,2.33,,
1986-01-15,2.33,,
1986-01-16,2.33,,
1986-01-17,2.4,,
1986-01-20,2.35,,
1986-01-21,2.33,,
1986-01-22,2.4,,
1986-01-23,2.5,,
1986-01-24,2.63,,
1986-01-27,2.63,,
1986-01-28,2.63,,
1986-01-29,2.6,,
1986-01-30,2.67,,
1986-01-31,2.67,,
1986-02-03,2.6,,
1986-02-04,2.58,,
1986-02-05,2.58,,
1986-02-06,2.58,,
1986-02-07,2.56,,
1986-02-10,2.6,,
1986-02-11,2.67,,
1986-02-12,2.69,,
1986-02-13,2.67,,
1986-02-14,2.67,,
1986-02-18,2.67,,
1986-02-19,2.67,,
1986-02-20,2.67,,
1986-02-21,2.67,,
1986-02-24,2.67,,
1986-02-25,2.6,,
1986-02-26,2.6,,
1986-02-27,2.6,,
1986-02-28,2.67,,
1986-03-03,2.69,,
1986-03-04,2.67,,
1986-03-05,2.71,,
1986-03-06,2.79,,
1986-03-07,2.79,,
1986-03-10,2.79,,
1986-03-11,2.85,,
1986-03-12,2.98,,
1986-03-13,2.98,,
1986-03-14,3.02,,
1986-03-17,2.96,,
1986-03-18,3.02,,
1986-03-19,2.96,,
1986-03-20,2.96,,
1986-03-21,3.0,,
1986-03-24,2.98,,
1986-03-25,2.92,,
1986-03-26,2.92,,
1986-03-27,2.96,,
1986-03-31,3.0,,
1986-04-01,3.0,,
1986-04-02,2.96,,
1986-04-03,3.02,,
1986-04-04,3.02,,
1986-04-07,2.96,,
1986-04-08,3.02,,
1986-04-09,3.02,,
1986-04-10,3.08,,
1986-04-11,3.08,,
1986-04-14,3.1,,
1986-04-15,3.13,,
1986-04-16,3.31,,
1986-04-17,3.31,,
1986-04-18,3.35,,
1986-04-21,3.31,,
1986-04-22,3.31,,
1986-04-23,3.35,,
1986-04-24,3.63,,
1986-04-25,3.9,,
1986-04-28,3.9,,
1986-04-29,3.83,,
1986-04-30,3.38,,
1986-05-01,3.6,,
1986-05-02,3.6,,
1986-05-05,3.63,,
1986-05-06,3.67,,
1986-05-07,3.58,,
1986-05-08,3.58,,
1986-05-09,3.58,,
1986-05-12,3.56,,
1986-05-13,3.58,,
1986-05-14,3.52,,
1986-05-15,3.52,,
1986-05-16,3.52,,
1986-05-19,3.54,,
1986-05-20,3.5,,
1986-05-21,3.44,,
1986-05-22,3.48,,
1986-05-23,3.5,,
1986-05-27,3.64,,
1986-05-28,3.73,,
1986-05-29,3.94,,
1986-05-30,3.96,,
1986-06-02,4.08,,
1986-06-03,4.04,,
1986-06-04,3.94,,
1986-06-05,3.94,,
1986-06-06,4.0,,
1986-06-09,4.0,,
1986-06-10,4.19,,
1986-06-11,4.13,,
1986-06-12,4.17,,
1986-06-13,4.19,,
1986-06-16,4.15,,
1986-06-17,4.17,,
1986-06-18,4.1,,
1986-06-19,4.08,,
1986-06-20,4.06,,
1986-06-23,4.06,,
1986-06-24,4.1,,
1986-06-25,4.13,,
1986-06-26,4.06,,
1986-06-27,4.06,,
1986-06-30,4.1,,
1986-07-01,4.1,,
1986-07-02,4.17,,
1986-07-03,4.21,,
1986-07-07,4.15,,
1986-07-08,3.96,,
1986-07-09,4.21,,
1986-07-10,4.21,,
1986-07-11,4.21,,
1986-07-14,4.17,,
1986-07-15,4.17,,
1986-07-16,4.17,,
1986-07-17,4.21,,
1986-07-18,4.4,,
1986-07-21,4.46,,
1986-07-22,4.71,,
1986-07-23,4.75,,
1986-07-24,4.73,,
1986-07-25,4.67,,
1986-07-28,4.71,,
1986-07-29,4.58,,
1986-07-30,4.29,,
1986-07-31,4.46,,
1986-08-01,4.63,,
1986-08-04,4.54,,
1986-08-05,4.46,,
1986-08-06,4.25,,
1986-08-07,4.46,,
1986-08-08,4.54,,
1986-08-11,4.33,,
1986-08-12,4.33,,
1986-08-13,4.38,,
1986-08-14,4.5,,
1986-08-15,4.5,,
1986-08-18,4.38,,
1986-08-19,4.5,,
1986-08-20,4.58,,
1986-08-21,4.58,,
1986-08-22,4.58,,
1986-08-25,4.46,,
1986-08-26,4.54,,
1986-08-27,4.44,,
1986-08-28,4.21,,
1986-08-29,4.25,,
1986-09-02,4.23,,
1986-09-03,4.25,,
1986-09-04,4.17,,
1986-09-05,4.13,,
1986-09-08,4.08,,
1986-09-09,4.21,,
1986-09-10,3.92,,
1986-09-11,3.71,,
1986-09-12,3.71,,
1986-09-15,3.71,,
1986-09-16,3.67,,
1986-09-17,3.58,,
1986-09-18,3.88,,
1986-09-19,3.96,,
1986-09-22,3.79,,
1986-09-23,3.96,,
1986-09-24,4.0,,
1986-09-25,3.83,,
1986-09-26,4.0,,
1986-09-29,4.21,,
1986-09-30,4.48,,
1986-10-01,4.58,,
1986-10-02,4.5,,
1986-10-03,4.33,,
1986-10-06,4.46,,
1986-10-07,4.29,,
1986-10-08,4.38,,
1986-10-09,4.42,,
1986-10-10,4.29,,
1986-10-13,4.33,,
1986-10-14,4.46,,
1986-10-15,4.46,,
1986-10-16,4.5,,
1986-10-17,4.4,,
1986-10-20,4.46,,
1986-10-21,4.5,,
1986-10-22,4.5,,
1986-10-23,4.5,,
1986-10-24,4.5,,
1986-10-27,4.46,,
1986-10-28,4.5,,
1986-10-29,4.5,,
1986-10-30,4.52,,
1986-10-31,4.33,,
1986-11-03,4.5,,
1986-11-04,4.33,,
1986-11-05,4.33,,
1986-11-06,4.42,,
1986-11-07,4.42,,
1986-11-10,4.38,,
1986-11-11,4.29,,
1986-11-12,4.38,,
1986-11-13,4.25,,
1986-11-14,4.21,,
1986-11-17,4.21,,
1986-11-18,4.08,,
1986-11-19,4.08,,
1986-11-20,4.21,,
1986-11-21,4.08,,
1986-11-24,4.08,,
1986-11-25,4.08,,
1986-11-26,4.15,,
1986-11-28,4.21,,
1986-12-01,4.17,,
1986-12-02,4.17,,
1986-12-03,4.17,,
1986-12-04,4.25,,
1986-12-05,4.17,,
1986-12-08,4.19,,
1986-12-09,4.13,,
1986-12-10,4.17,,
1986-12-11,4.13,,
1986-12-12,4.15,,
1986-12-15,4.13,,
1986-12-16,4.15,,
1986-12-17,4.21,,
1986-12-18,4.17,,
1986-12-19,4.21,,
1986-12-22,4.25,,
1986-12-23,4.25,,
1986-12-24,4.21,,
1986-12-26,4.17,,
1986-12-29,4.25,,
1986-12-30,4.27,,
1986-12-31,4.29,,
1987-01-02,4.67,,
1987-01-05,4.71,,
1987-01-06,4.67,,
1987-01-07,4.83,,
1987-01-08,4.83,,
1987-01-09,4.75,,
1987-01-12,4.75,,
1987-01-13,4.71,,
1987-01-14,4.71,,
1987-01-15,4.92,,
1987-01-16,4.71,,
1987-01-19,4.75,,
1987-01-20,4.67,,
1987-01-21,4.67,,
1987-01-22,4.54,,
1987-01-23,4.42,,
1987-01-26,4.5,,
1987-01-27,4.5,,
1987-01-28,4.38,,
1987-01-29,4.42,,
1987-01-30,4.42,,
1987-02-02,4.25,,
1987-02-03,4.92,,
1987-02-04,4.75,,
1987-02-05,4.96,,
1987-02-06,4.92,,
1987-02-09,4.92,,
1987-02-10,4.75,,
1987-02-11,4.71,,
1987-02-12,4.75,,
1987-02-13,4.71,,
1987-02-17,4.63,,
1987-02-18,4.88,,
1987-02-19,4.92,,
1987-02-20,4.96,,
1987-02-23,4.79,,
1987-02-24,4.88,,
1987-02-25,4.88,,
1987-02-26,4.75,,
1987-02-27,4.67,,
1987-03-02,4.58,,
1987-03-03,4.63,,
1987-03-04,4.58,,
1987-03-05,4.75,,
1987-03-06,4.67,,
1987-03-09,4.63,,
1987-03-10,4.63,,
1987-03-11,4.63,,
1987-03-12,4.63,,
1987-03-13,4.63,,
1987-03-16,5.04,,
1987-03-17,4.88,,
1987-03-18,5.13,,
1987-03-19,5.13,,
1987-03-20,5.29,,
1987-03-23,5.29,,
1987-03-24,5.21,,
1987-03-25,4.88,,
1987-03-26,4.88,,
1987-03-27,4.83,,
1987-03-30,4.67,,
1987-03-31,4.67,,
1987-04-01,4.67,,
1987-04-02,4.46,,
1987-04-03,4.46,,
1987-04-06,4.58,,
1987-04-07,4.54,,
1987-04-08,4.54,,
1987-04-09,4.58,,
1987-04-10,4.48,,
1987-04-13,4.38,,
1987-04-14,4.42,,
1987-04-15,4.46,,
1987-04-16,4.42,,
1987-04-20,4.29,,
1987-04-21,4.1,,
1987-04-22,4.0,,
1987-04-23,3.98,,
1987-04-24,3.88,,
1987-04-27,3.92,,
1987-04-28,4.04,,
1987-04-29,4.21,,
1987-04-30,4.25,,
1987-05-01,4.17,,
1987-05-04,4.17,,
1987-05-05,4.25,,
1987-05-06,4.29,,
1987-05-07,4.33,,
1987-05-08,4.38,,
1987-05-11,4.42,,
1987-05-12,4.42,,
1987-05-13,4.33,,
1987-05-14,4.17,,
1987-05-15,4.13,,
1987-05-18,3.96,,
1987-05-19,3.83,,
1987-05-20,3.96,,
1987-05-21,3.83,,
1987-05-22,3.54,,
1987-05-26,3.58,,
1987-05-27,3.67,,
1987-05-28,3.71,,
1987-05-29,3.71,,
1987-06-01,3.67,,
1987-06-02,3.75,,
1987-06-03,3.88,,
1987-06-04,3.83,,
1987-06-05,3.83,,
1987-06-08,3.79,,
1987-06-09,3.9,,
1987-06-10,3.96,,
1987-06-11,4.0,,
1987-06-12,4.13,,
1987-06-15,4.13,,
1987-06-16,4.04,,
1987-06-17,4.13,,
1987-06-18,4.04,,
1987-06-19,3.96,,
1987-06-22,4.04,,
1987-06-23,3.96,,
1987-06-24,4.0,,
1987-06-25,4.0,,
1987-06-26,3.96,,
1987-06-29,4.0,,
1987-06-30,3.96,,
1987-07-01,3.92,,
1987-07-02,3.92,,
1987-07-06,3.83,,
1987-07-07,3.75,,
1987-07-08,3.63,,
1987-07-09,3.71,,
1987-07-10,3.71,,
1987-07-13,3.71,,
1987-07-14,3.83,,
1987-07-15,4.0,,
1987-07-16,4.04,,
1987-07-17,4.0,,
1987-07-20,4.04,,
1987-07-21,4.04,,
1987-07-22,4.08,,
1987-07-23,4.13,,
1987-07-24,4.02,,
1987-07-27,4.0,,
1987-07-28,3.96,,
1987-07-29,3.83,,
1987-07-30,4.0,,
1987-07-31,4.04,,
1987-08-03,4.0,,
1987-08-04,4.0,,
1987-08-05,4.0,,
1987-08-06,4.04,,
1987-08-07,4.0,,
1987-08-10,4.04,,
1987-08-11,4.0,,
1987-08-12,4.0,,
1987-08-13,4.0,,
1987-08-14,4.02,,
1987-08-17,4.0,,
1987-08-18,3.96,,
1987-08-19,3.83,,
1987-08-20,3.83,,
1987-08-21,3.88,,
1987-08-24,3.83,,
1987-08-25,3.79,,
1987-08-26,3.79,,
1987-08-27,3.75,,
1987-08-28,3.77,,
1987-08-31,3.77,,
1987-09-01,3.75,,
1987-09-02,3.71,,
1987-09-03,3.75,,
1987-09-04,3.67,,
1987-09-08,3.75,,
1987-09-09,3.71,,
1987-09-10,3.75,,
1987-09-11,3.71,,
1987-09-14,3.71,,
1987-09-15,3.63,,
1987-09-16,3.58,,
1987-09-17,3.58,,
1987-09-18,3.58,,
1987-09-21,3.63,,
1987-09-22,3.63,,
1987-09-23,3.67,,
1987-09-24,3.67,,
1987-09-25,3.67,,
1987-09-28,3.63,,
1987-09-29,3.63,,
1987-09-30,3.65,,
1987-10-01,3.65,,
1987-10-02,3.83,,
1987-10-05,3.83,,
1987-10-06,3.79,,
1987-10-07,3.83,,
1987-10-08,3.83,,
1987-10-09,3.88,,
1987-10-12,3.96,,
1987-10-13,3.96,,
1987-10-14,3.96,,
1987-10-15,3.96,,
1987-10-16,3.71,,
1987-10-19,3.25,,
1987-10-20,2.92,,
1987-10-21,3.08,,
1987-10-22,2.96,,
1987-10-23,2.88,,
1987-10-26,2.04,,
1987-10-27,2.33,,
1987-10-28,2.25,,
1987-10-29,2.5,,
1987-10-30,3.0,,
1987-11-02,2.92,,
1987-11-03,2.88,,
1987-11-04,2.79,,
1987-11-05,2.81,,
1987-11-06,2.79,,
1987-11-09,2.73,,
1987-11-10,2.75,,
1987-11-11,2.75,,
1987-11-12,2.75,,
1987-11-13,2.67,,
1987-11-16,2.67,,
1987-11-17,2.63,,
1987-11-18,2.63,,
1987-11-19,2.65,,
1987-11-20,2.54,,
1987-11-23,2.42,,
1987-11-24,2.42,,
1987-11-25,2.42,,
1987-11-27,2.38,,
1987-11-30,2.17,,
1987-12-01,2.21,,
1987-12-02,2.17,,
1987-12-03,2.25,,
1987-12-04,2.25,,
1987-12-07,2.25,,
1987-12-08,2.33,,
1987-12-09,2.38,,
1987-12-10,2.33,,
1987-12-11,2.38,,
1987-12-14,2.46,,
1987-12-15,2.63,,
1987-12-16,2.54,,
1987-12-17,2.71,,
1987-12-18,3.08,,
1987-12-21,2.96,,
1987-12-22,2.96,,
1987-12-23,3.0,,
1987-12-24,2.96,,
1987-12-28,2.79,,
1987-12-29,2.79,,
1987-12-30,2.75,,
1987-12-31,2.71,,
1988-01-04,2.79,,
1988-01-05,2.96,,
1988-01-06,3.0,,
1988-01-07,3.0,,
1988-01-08,3.0,,
1988-01-11,3.0,,
1988-01-12,2.92,,
1988-01-13,2.92,,
1988-01-14,2.88,,
1988-01-15,3.0,,
1988-01-18,2.92,,
1988-01-19,2.92,,
1988-01-20,2.92,,
1988-01-21,2.96,,
1988-01-22,2.92,,
1988-01-25,3.0,,
1988-01-26,2.96,,
1988-01-27,3.04,,
1988-01-28,3.17,,
1988-01-29,3.13,,
1988-02-01,3.13,,
1988-02-02,3.13,,
1988-02-03,3.13,,
1988-02-04,3.13,,
1988-02-05,3.13,,
1988-02-08,3.19,,
1988-02-09,2.92,,
1988-02-10,2.83,,
1988-02-11,2.83,,
1988-02-12,2.83,,
1988-02-16,2.81,,
1988-02-17,2.79,,
1988-02-18,2.73,,
1988-02-19,2.73,,
1988-02-22,2.71,,
1988-02-23,2.71,,
