date,FFIV,dcf,Deviation
2000-08-02,21.84,,
2000-08-03,22.44,,
2000-08-04,22.81,,
2000-08-07,22.88,,
2000-08-08,22.42,,
2000-08-09,22.75,,
2000-08-10,22.75,,
2000-08-11,22.94,,
2000-08-14,23.34,,
2000-08-15,23.13,,
2000-08-16,24.19,,
2000-08-17,25.19,,
2000-08-18,25.38,,
2000-08-21,26.88,,
2000-08-22,25.75,,
2000-08-23,25.0,,
2000-08-24,24.5,,
2000-08-25,24.56,,
2000-08-28,26.22,,
2000-08-29,25.59,,
2000-08-30,26.38,,
2000-08-31,29.0,,
2000-09-01,29.16,,
2000-09-05,30.5,,
2000-09-06,27.25,,
2000-09-07,26.31,,
2000-09-08,24.38,,
2000-09-11,23.28,,
2000-09-12,23.38,,
2000-09-13,22.0,,
2000-09-14,20.56,,
2000-09-15,20.88,,
2000-09-18,19.75,,
2000-09-19,19.91,,
2000-09-20,21.47,,
2000-09-21,21.0,,
2000-09-22,19.63,,
2000-09-25,19.46,,
2000-09-26,17.88,,
2000-09-27,17.16,,
2000-09-28,17.91,,
2000-09-29,17.0,,
2000-10-02,15.13,,
2000-10-03,13.97,,
2000-10-04,16.59,,
2000-10-05,15.94,,
2000-10-06,15.28,,
2000-10-09,16.0,,
2000-10-10,15.63,,
2000-10-11,15.41,,
2000-10-12,13.41,,
2000-10-13,14.78,,
2000-10-16,15.09,,
2000-10-17,13.75,,
2000-10-18,12.38,,
2000-10-19,14.84,,
2000-10-20,15.13,,
2000-10-23,16.5,,
2000-10-24,15.41,,
2000-10-25,13.5,,
2000-10-26,14.31,,
2000-10-27,14.38,,
2000-10-30,13.63,,
2000-10-31,15.5,,
2000-11-01,16.47,,
2000-11-02,19.63,,
2000-11-03,19.31,,
2000-11-06,18.0,,
2000-11-07,17.85,,
2000-11-08,18.25,,
2000-11-09,17.41,,
2000-11-10,17.0,,
2000-11-13,17.0,,
2000-11-14,18.63,,
2000-11-15,18.28,,
2000-11-16,17.47,,
2000-11-17,16.06,,
2000-11-20,14.13,,
2000-11-21,13.75,,
2000-11-22,12.63,,
2000-11-24,14.56,,
2000-11-27,13.53,,
2000-11-28,12.78,,
2000-11-29,13.63,,
2000-11-30,12.44,,
2000-12-01,12.59,,
2000-12-04,12.19,,
2000-12-05,14.47,,
2000-12-06,13.38,,
2000-12-07,12.44,,
2000-12-08,14.0,,
2000-12-11,13.41,,
2000-12-12,13.28,,
2000-12-13,12.66,,
2000-12-14,11.72,,
2000-12-15,10.94,,
2000-12-18,9.19,,
2000-12-19,7.5,,
2000-12-20,6.03,,
2000-12-21,6.75,,
2000-12-22,7.25,,
2000-12-26,7.31,,
2000-12-27,6.88,,
2000-12-28,5.56,,
2000-12-29,4.75,,
2001-01-02,5.13,8.09084084084084,-0.36594970771086577
2001-01-03,6.5,8.970840840840841,-0.2754302394477939
2001-01-04,7.38,7.43084084084084,-0.006841869167942938
2001-01-05,5.84,7.000840840840841,-0.16581448817816824
2001-01-08,5.41,7.22084084084084,-0.2507797749257654
2001-01-09,5.63,7.120840840840841,-0.20936303368701603
2001-01-10,5.53,7.560840840840841,-0.2685998665480427
2001-01-11,5.97,7.5908408408408405,-0.2135258629215706
2001-01-12,6.0,7.620840840840841,-0.21268530267088037
2001-01-16,6.03,8.03084084084084,-0.24914462638402246
2001-01-17,6.44,8.09084084084084,-0.20403822956295803
2001-01-18,6.5,7.650840840840841,-0.15042017796234297
2001-01-19,6.06,7.72084084084084,-0.21511139461074114
2001-01-22,6.13,7.870840840840841,-0.2211759678594729
2001-01-23,6.28,8.370840840840842,-0.2497766808132048
2001-01-24,6.78,9.93084084084084,-0.31727835450578623
2001-01-25,8.34,9.34084084084084,-0.10714676097090503
2001-01-26,7.75,9.370840840840842,-0.172966425144769
2001-01-29,7.78,9.400840840840841,-0.17241445401344202
2001-01-30,7.81,10.09084084084084,-0.22603080127966668
2001-01-31,8.5,9.400840840840841,-0.09582556029746236
2001-02-01,7.81,8.620840840840842,-0.09405588802887077
2001-02-02,7.03,8.400840840840841,-0.1631790039607075
2001-02-05,6.81,8.53084084084084,-0.20171995620905592
2001-02-06,6.94,8.120840840840842,-0.14540869153625424
2001-02-07,6.53,8.00084084084084,-0.18383578302580805
2001-02-08,6.41,7.810840840840841,-0.17934571570274627
2001-02-09,6.22,7.5908408408408405,-0.18059143507071507
2001-02-12,6.0,7.150840840840841,-0.16093783464848
2001-02-13,5.56,7.030840840840841,-0.20919842649502196
2001-02-14,5.44,7.250840840840841,-0.2497421858498341
2001-02-15,5.66,6.810840840840841,-0.16897191811323586
2001-02-16,5.22,6.400840840840841,-0.18448214386248063
2001-02-20,4.81,6.030840840840841,-0.20243293979395205
2001-02-21,4.44,5.68084084084084,-0.21842555980800527
2001-02-22,4.09,5.72084084084084,-0.28507012976105484
2001-02-23,4.13,5.780840840840842,-0.28557105900198454
2001-02-26,4.19,5.480840840840841,-0.2355187604102743
2001-02-27,3.89,5.070840840840841,-0.2328688432360727
2001-02-28,3.48,5.47084084084084,-0.363900339775715
2001-03-01,3.88,5.400840840840841,-0.28159334549174864
2001-03-02,3.81,5.000840840840841,-0.23812812259800153
2001-03-05,3.41,5.450840840840841,-0.37440844457421785
2001-03-06,3.86,5.370840840840841,-0.2813043405330754
2001-03-07,3.78,5.110840840840841,-0.2603956730966973
2001-03-08,3.52,4.8408408408408405,-0.2728535980148883
2001-03-09,3.25,4.43084084084084,-0.26650491029976886
2001-03-12,2.84,4.5908408408408405,-0.38137694194603433
2001-03-13,3.0,4.530840840840841,-0.33787124611438457
2001-03-14,2.94,4.370840840840841,-0.32736054524593095
2001-03-15,2.78,4.110840840840841,-0.32373932544871475
2001-03-16,2.52,4.8408408408408405,-0.47942928039702226
2001-03-19,3.25,4.97084084084084,-0.34618707296002504
2001-03-20,3.38,4.830840840840841,-0.30032884308155183
2001-03-21,3.24,4.950840840840841,-0.3455657121367438
2001-03-22,3.36,5.310840840840841,-0.3673318217030156
2001-03-23,3.72,4.870840840840841,-0.23627149365902378
2001-03-26,3.28,4.790840840840841,-0.31536026577240106
2001-03-27,3.2,4.500840840840841,-0.28902173767997963
2001-03-28,2.91,4.3408408408408405,-0.32962296783120015
2001-03-29,2.75,4.2608408408408405,-0.3545874857279787
2001-03-30,2.67,4.2608408408408405,-0.37336312250680115
2001-04-02,2.67,3.840840840840841,-0.3048397185301017
2001-04-03,2.25,3.470840840840841,-0.35174209847809723
2001-04-04,1.88,3.760840840840841,-0.5001117889424767
2001-04-05,2.17,3.870840840840841,-0.4393982885825336
2001-04-06,2.28,3.880840840840841,-0.4124984523956915
2001-04-09,2.29,3.860840840840841,-0.40686495652038646
2001-04-10,2.27,4.080840840840841,-0.4437420893062137
2001-04-11,2.49,4.240840840840841,-0.41285228721144307
2001-04-12,2.65,4.47084084084084,-0.40727033362663634
2001-04-16,2.88,4.3408408408408405,-0.33653407125562085
2001-04-17,2.75,4.650840840840841,-0.40870907130358425
2001-04-18,3.06,5.870840840840841,-0.47877994260840206
2001-04-19,4.28,5.640840840840841,-0.24124787052810903
2001-04-20,4.05,5.170840840840841,-0.21676181405316253
2001-04-23,3.58,5.190840840840841,-0.3103236816985334
2001-04-24,3.6,5.0908408408408405,-0.2928476625866391
2001-04-25,3.5,5.190840840840841,-0.3257354430013596
2001-04-26,3.6,5.0908408408408405,-0.2928476625866391
2001-04-27,3.5,5.3408408408408405,-0.3446724768062974
2001-04-30,3.75,5.370840840840841,-0.30178530492202915
2001-05-01,3.78,6.170840840840841,-0.387441663544034
2001-05-02,4.58,7.060840840840841,-0.3513520410333183
2001-05-03,5.47,7.540840840840841,-0.2746167018438135
2001-05-04,5.95,7.560840840840841,-0.2130504893238434
2001-05-07,5.97,7.140840840840841,-0.1639640018503723
2001-05-08,5.55,7.5908408408408405,-0.2688557017110078
2001-05-09,6.0,7.620840840840841,-0.21268530267088037
2001-05-10,6.03,7.320840840840841,-0.17632412299412592
2001-05-11,5.73,6.72084084084084,-0.14742810673625129
2001-05-14,5.13,6.900840840840841,-0.2566123290890261
2001-05-15,5.31,7.3008408408408405,-0.2726865143675088
2001-05-16,5.71,7.210840840840841,-0.20813673106475483
2001-05-17,5.62,7.170840840840841,-0.21627043121751832
2001-05-18,5.58,7.670840840840841,-0.27256996778095743
2001-05-21,6.08,8.550840840840841,-0.2889588154932694
2001-05-22,6.96,8.240840840840841,-0.15542598935937613
2001-05-23,6.65,8.300840840840841,-0.19887633945690952
2001-05-24,6.71,8.25084084084084,-0.18674955323508746
2001-05-25,6.66,7.950840840840841,-0.16235274566310243
2001-05-29,6.36,6.790840840840841,-0.0634444026798151
2001-05-30,5.2,7.210840840840841,-0.2788635729486384
2001-05-31,5.62,7.250840840840841,-0.22491747876398305
2001-06-01,5.66,6.870840840840841,-0.17622891708442778
2001-06-04,5.28,7.360840840840841,-0.28269064442957614
2001-06-05,5.77,7.440840840840841,-0.22455000403583836
2001-06-06,5.85,7.3408408408408405,-0.20308856616895077
2001-06-07,5.75,6.990840840840841,-0.177495221117292
2001-06-08,5.4,7.490840840840841,-0.2791196456132614
2001-06-11,5.9,8.620840840840842,-0.3156120024801967
2001-06-12,7.03,8.630840840840841,-0.18547912890082707
2001-06-13,7.04,8.69084084084084,-0.18995179765380688
2001-06-14,7.1,9.10084084084084,-0.21985230549927737
2001-06-15,7.51,9.150840840840841,-0.17931039009198524
2001-06-18,7.56,8.370840840840842,-0.09686492148850767
2001-06-19,6.78,9.140840840840841,-0.25827392489897827
2001-06-20,7.55,9.130840840840841,-0.17313201143206713
2001-06-21,7.54,8.620840840840842,-0.1253753387628278
2001-06-22,7.03,9.34084084084084,-0.24739109467931197
2001-06-25,7.75,10.11084084084084,-0.23349599484393702
2001-06-26,8.52,10.44084084084084,-0.1839737689829728
2001-06-27,8.85,10.740840840840841,-0.1760421617692287
2001-06-28,9.15,10.38084084084084,-0.1185685109435839
2001-06-29,8.79,10.470840840840841,-0.16052587049980083
2001-07-02,8.88,10.560840840840841,-0.1591578612131621
2001-07-03,8.97,10.36084084084084,-0.13424015118139432
2001-07-05,8.77,10.04084084084084,-0.12656717310683097
2001-07-06,8.45,10.240840840840841,-0.17487244149903236
2001-07-09,8.65,10.060840840840841,-0.14023090745195899
2001-07-10,8.47,9.10084084084084,-0.06931676444772938
2001-07-11,7.51,9.640840840840843,-0.22102230251682053
2001-07-12,8.05,9.720840840840841,-0.17188233694980593
2001-07-13,8.13,9.25084084084084,-0.12116096905402629
2001-07-16,7.66,9.230840840840841,-0.1701731042627047
2001-07-17,7.64,8.870840840840842,-0.13875131601664203
2001-07-18,7.28,8.990840840840841,-0.19028707894253405
2001-07-19,7.4,8.740840840840841,-0.1533995258872436
2001-07-20,7.15,8.95084084084084,-0.20119236537242113
2001-07-23,7.36,8.50084084084084,-0.13420329379181706
2001-07-24,6.91,8.140840840840841,-0.15119333062820473
2001-07-25,6.55,9.25084084084084,-0.2919562542809192
2001-07-26,7.66,9.34084084084084,-0.17994534640732995
2001-07-27,7.75,8.970840840840841,-0.1360899008800619
2001-07-30,7.38,8.900840840840841,-0.17086485064001788
2001-07-31,7.31,8.740840840840841,-0.16369601813996637
2001-08-01,7.15,8.50084084084084,-0.1589067324200396
2001-08-02,6.91,8.730840840840841,-0.20855274698438797
2001-08-03,7.14,8.52084084084084,-0.1620545280252622
2001-08-06,6.93,8.540840840840842,-0.1886044794486833
2001-08-07,6.95,8.120840840840842,-0.14417729195633533
2001-08-08,6.53,7.850840840840841,-0.16824195874277537
2001-08-09,6.26,7.540840840840841,-0.16985384891083588
2001-08-10,5.95,7.960840840840841,-0.2525915140175634
2001-08-13,6.37,7.690840840840841,-0.1717420589211457
2001-08-14,6.1,8.34084084084084,-0.2686588658865887
2001-08-15,6.75,8.16084084084084,-0.17287934765009783
2001-08-16,6.57,8.890840840840841,-0.2610372722206272
2001-08-17,7.3,8.820840840840841,-0.17241449747050053
2001-08-20,7.23,8.92084084084084,-0.18953828131311767
2001-08-21,7.33,9.34084084084084,-0.2152740716926539
2001-08-22,7.75,9.480840840840841,-0.18256195519967566
2001-08-23,7.89,9.970840840840841,-0.20869261419936214
2001-08-24,8.38,10.20084084084084,-0.1784990932856031
2001-08-27,8.61,9.290840840840842,-0.07328086364885189
2001-08-28,7.7,9.00084084084084,-0.14452436876100994
2001-08-29,7.41,9.09084084084084,-0.18489388058468903
2001-08-30,7.5,9.50084084084084,-0.21059618557548243
2001-08-31,7.91,8.650840840840841,-0.08563801536416116
2001-09-04,7.06,8.27084084084084,-0.14639875970793592
2001-09-05,6.68,8.09084084084084,-0.17437505799387587
2001-09-06,6.5,8.84084084084084,-0.26477581521739124
2001-09-07,7.25,8.560840840840841,-0.15312057135641022
2001-09-10,6.97,8.34084084084084,-0.1643528352835284
2001-09-17,6.75,8.040840840840842,-0.16053555422766663
2001-09-18,6.45,7.780840840840841,-0.17104074843111983
2001-09-19,6.19,7.310840840840841,-0.15331216548710003
2001-09-20,5.72,7.270840840840841,-0.213295941252029
2001-09-21,5.68,8.09084084084084,-0.2979716061983855
2001-09-24,6.5,7.640840840840841,-0.149308284860871
2001-09-25,6.05,6.790840840840841,-0.10909412519070472
2001-09-26,5.2,6.0508408408408405,-0.1406153067352215
2001-09-27,4.46,6.230840840840841,-0.2842057574691427
2001-09-28,4.64,6.434444801671824,-0.2788810623110146
2001-10-01,3.63,7.074444801671824,-0.48688552928674167
2001-10-02,4.27,7.4544448016718245,-0.4271873877123139
2001-10-03,4.65,8.304444801671824,-0.4400588948385957
2001-10-04,5.5,8.104444801671825,-0.3213600518489024
2001-10-05,5.3,8.244444801671824,-0.357142884997513
2001-10-08,5.44,8.884444801671824,-0.38769387154317936
2001-10-09,6.08,9.214444801671824,-0.34016643098270294
2001-10-10,6.41,10.184444801671825,-0.37060879362341204
2001-10-11,7.38,10.704444801671825,-0.31056676579364595
2001-10-12,7.9,10.734444801671824,-0.264051364932295
2001-10-15,7.93,10.814444801671824,-0.2667214872857747
2001-10-16,8.01,10.164444801671824,-0.21195892581535447
2001-10-17,7.36,10.174444801671823,-0.2766190054133828
2001-10-18,7.37,10.524444801671825,-0.29972553052591777
2001-10-19,7.72,10.504444801671823,-0.2650730099727563
2001-10-22,7.7,10.324444801671824,-0.25419718465121255
2001-10-23,7.52,10.364444801671825,-0.2744425636009953
2001-10-24,7.56,10.754444801671823,-0.29703484099664856
2001-10-25,7.95,11.084444801671824,-0.2827786919196049
2001-10-26,8.28,10.404444801671824,-0.20418627251792054
2001-10-29,7.6,10.184444801671825,-0.2537639362773685
2001-10-30,7.38,10.354444801671825,-0.2872626064114584
2001-10-31,7.55,11.184444801671825,-0.32495531661335186
2001-11-01,8.38,11.264444801671823,-0.256066308855606
2001-11-02,8.46,11.794444801671824,-0.28271316350551545
2001-11-05,8.99,12.764444801671823,-0.2956998804348674
2001-11-06,9.96,13.434444801671825,-0.25862213533673184
2001-11-07,10.63,12.144444801671824,-0.12470267899470733
2001-11-08,9.34,12.404444801671824,-0.24704409190960408
2001-11-09,9.6,13.014444801671823,-0.262358083937104
2001-11-12,10.21,13.814444801671824,-0.26091854239669576
2001-11-13,11.01,14.374444801671824,-0.23405737390848802
2001-11-14,11.57,13.444444801671825,-0.13942151046941975
2001-11-15,10.64,13.564444801671824,-0.2155963509329467
2001-11-16,10.76,14.494444801671824,-0.2576466261916486
2001-11-19,11.69,14.094444801671823,-0.17059521219215523
2001-11-20,11.29,13.814444801671824,-0.18273950476578804
2001-11-21,11.01,14.164444801671824,-0.22270161985448989
2001-11-23,11.36,14.584444801671824,-0.2210879361895356
2001-11-26,11.78,14.614444801671825,-0.19394816841400486
2001-11-27,11.81,13.764444801671823,-0.14199227283285965
2001-11-28,10.96,14.394444801671824,-0.2385951559085443
2001-11-29,11.59,13.974444801671824,-0.17062894701809994
2001-11-30,11.17,13.874444801671824,-0.1949227403568572
2001-12-03,11.07,14.854444801671825,-0.25476851219952
2001-12-04,12.05,15.354444801671825,-0.21521095971584914
2001-12-05,12.55,15.354444801671825,-0.1826470991231458
2001-12-06,12.55,15.534444801671825,-0.1921178928358377
2001-12-07,12.73,15.384444801671824,-0.17254082522258885
2001-12-10,12.58,16.534444801671825,-0.23916405111298233
2001-12-11,13.73,15.554444801671824,-0.1172941127076248
2001-12-12,12.75,16.104444801671825,-0.20829310435610893
2001-12-13,13.3,15.374444801671824,-0.1349281114493479
2001-12-14,12.57,15.574444801671824,-0.19290862948445608
2001-12-17,12.77,14.804444801671824,-0.1374212156501864
2001-12-18,12.0,13.784444801671825,-0.12945351280708828
2001-12-19,10.98,12.964444801671824,-0.15306824411145792
2001-12-20,10.16,13.464444801671824,-0.24542005632950603
2001-12-21,10.66,13.314444801671824,-0.1993657896526425
2001-12-24,10.51,13.654444801671824,-0.23028726889626627
2001-12-26,10.85,13.444444801671825,-0.19297522805472822
2001-12-27,10.64,13.694444801671825,-0.22304261661626001
2001-12-28,10.89,13.574444801671824,-0.19775724465292366
2001-12-31,10.77,13.454444801671825,-0.19952103867847903
2002-01-02,10.65,14.844444801671823,-0.28255989750451516
2002-01-03,12.04,15.094444801671823,-0.2023555580748171
2002-01-04,12.29,14.204444801671825,-0.13477786906859612
2002-01-07,11.4,13.294444801671824,-0.1424989783276689
2002-01-08,10.49,12.364444801671825,-0.15159959316720606
2002-01-09,9.56,12.134444801671824,-0.21216008179600676
2002-01-10,9.33,11.934444801671825,-0.2182292385572041
2002-01-11,9.13,12.224444801671824,-0.2531358153172425
2002-01-14,9.42,12.644444801671824,-0.2550088083935085
2002-01-15,9.84,12.724444801671824,-0.22668531685506987
2002-01-16,9.92,13.534444801671825,-0.2670552693247791
2002-01-17,10.73,12.564444801671824,-0.14600285413548342
2002-01-18,9.76,12.374444801671824,-0.21127774567458613
2002-01-22,9.57,12.314444801671824,-0.2228638680729832
2002-01-23,9.51,11.934444801671825,-0.20314684444576758
2002-01-24,9.13,12.614444801671825,-0.276226568545452
2002-01-25,9.81,13.094444801671823,-0.25082734330610823
2002-01-28,10.29,13.624444801671824,-0.2447398664834154
2002-01-29,10.82,13.894444801671824,-0.22127151142461599
2002-01-30,11.09,14.494444801671824,-0.2348792829428794
2002-01-31,11.69,13.704444801671825,-0.14699207671850234
2002-02-01,10.9,13.174444801671823,-0.1726406566585028
2002-02-04,10.37,12.554444801671824,-0.1739977224146887
2002-02-05,9.75,12.374444801671824,-0.2120858627384442
2002-02-06,9.57,13.274444801671825,-0.2790658936790543
2002-02-07,10.47,12.924444801671823,-0.18990717507295407
2002-02-08,10.12,13.104444801671825,-0.22774294118061977
2002-02-11,10.3,14.384444801671824,-0.2839487278088836
2002-02-12,11.58,14.544444801671824,-0.20381972925711633
2002-02-13,11.74,14.194444801671825,-0.172915872086997
2002-02-14,11.39,14.384444801671824,-0.20817242813040626
2002-02-15,11.58,13.074444801671824,-0.11430273517088307
2002-02-19,10.27,13.724444801671824,-0.25170014901083837
2002-02-20,10.92,14.234444801671824,-0.23284679155751442
2002-02-21,11.43,14.134444801671824,-0.1913371794661466
2002-02-22,11.33,14.324444801671824,-0.20904438832577565
2002-02-25,11.52,15.164444801671824,-0.24032827111943045
2002-02-26,12.36,15.094444801671823,-0.18115570579773588
2002-02-27,12.29,13.734444801671824,-0.10516950794370661
2002-02-28,10.93,13.534444801671825,-0.1924308562217576
2002-03-01,10.73,14.844444801671823,-0.27717067607731904
2002-03-04,12.04,14.804444801671824,-0.18673073112202387
2002-03-05,12.0,13.924444801671823,-0.13820621425715784
2002-03-06,11.12,13.584444801671824,-0.18141667456063626
2002-03-07,10.78,14.184444801671825,-0.24001255243141884
2002-03-08,11.38,15.534444801671825,-0.26743439206946873
2002-03-11,12.73,15.434444801671825,-0.17522138544166388
2002-03-12,12.63,15.564444801671824,-0.18853514141131622
2002-03-13,12.76,15.374444801671824,-0.17005133098448721
2002-03-14,12.57,15.454444801671825,-0.18664176155715362
2002-03-15,12.65,15.914444801671824,-0.20512464257181573
2002-03-18,13.11,15.704444801671825,-0.16520449047620145
2002-03-19,12.9,14.784444801671825,-0.1274613167387071
2002-03-20,11.98,15.854444801671825,-0.24437593685168157
