DE,dcf,Deviation
57.76,61.808330443795946,-0.06549813616915612
55.33,54.23833044379593,0.02012727064553177
47.76,55.97833044379594,-0.1468127108943953
49.5,52.77833044379594,-0.06211508428230894
46.3,46.19833044379593,0.0022007192733459746
39.72,45.71833044379594,-0.13120186991889438
39.24,43.76833044379594,-0.10346134746014324
37.29,42.47833044379594,-0.12214063946464992
36.0,44.46833044379594,-0.190435088506396
37.99,45.47833044379594,-0.1646571096766698
39.0,44.59833044379593,-0.12552780312821588
38.12,48.928330443795936,-0.2209012722437257
42.45,48.46833044379594,-0.12417036833515072
41.99,43.578330443795934,-0.036447712145476596
37.1,45.37833044379594,-0.1824291542424461
38.9,45.89833044379593,-0.15247461892683922
39.42,45.078330443795934,-0.12552218301098772
38.6,43.86833044379594,-0.12009416338617485
37.39,40.308330443795946,-0.07240018159187045
33.83,38.85833044379594,-0.1294016080044622
32.38,36.83833044379593,-0.12102422639913024
30.36,36.36833044379594,-0.16520776099637813
29.89,39.74833044379593,-0.24801873018882115
33.27,42.21833044379594,-0.2119536786446019
35.74,44.918330443795945,-0.20433373976978797
38.44,45.038330443795935,-0.14650477446161336
38.56,39.50010695943281,-0.02380011174142682
39.03,43.01010695943281,-0.09253887611083722
42.54,40.00010695943281,0.06349715622368435
39.53,36.28010695943281,0.0895778241282783
35.81,37.68010695943281,-0.04963114784801981
37.21,37.34010695943281,-0.003484375649329574
36.87,35.59010695943281,0.03596204535226799
35.12,33.20010695943281,0.05782791732909498
32.73,36.25010695943281,-0.09710611235912048
35.78,34.26010695943281,0.04436334779593332
33.79,33.21010695943281,0.0174613421533254
32.74,34.19010695943281,-0.04241305712068666
33.72,31.55010695943281,0.06877609142045826
31.08,29.24010695943281,0.0629236084231779
28.77,31.44010695943281,-0.0849267772173311
30.97,33.65010695943281,-0.07964631323947469
33.18,33.57010695943281,-0.01162066477489132
33.1,36.23010695943281,-0.08639518958466275
35.76,35.28010695943281,0.013602369208205678
34.81,30.87010695943281,0.12762809813858778
30.4,32.31010695943281,-0.059117939839414935
31.84,34.22010695943281,-0.06955287902093288
33.75,31.45010695943281,0.07312830584435859
30.98,32.46010695943281,-0.045597722807339425
31.99,37.48010695943281,-0.14648055741610122
37.01,38.44010695943281,-0.03720351145073697
37.97,39.22010695943281,-0.03187413437515241
38.75,36.62010695943281,0.05816184652127454
36.15,37.33010695943281,-0.03161273983798796
36.86,36.83010695943281,0.000811646857287629
36.36,38.70010695943281,-0.060467712967455456
38.23,40.85010695943281,-0.06413953730977429
40.38,39.140106959432806,0.03167832530075354
38.67,39.85010695943281,-0.029613645971744762
39.38,37.310106959432815,0.05547807844179542
36.84,37.75010695943281,-0.024108725318601976
37.28,38.52010695943281,-0.03219375690568094
38.05,38.94010695943281,-0.022858359386637384
38.47,38.34010695943281,0.0033879154459488525
37.87,38.12010695943281,-0.0065610245978316994
37.65,38.79010695943281,-0.029391694140600166
38.32,41.98010695943281,-0.08718669923756339
41.51,43.36010695943281,-0.04266841318366099
42.89,45.04010695943281,-0.047737607758555956
44.57,43.12010695943281,0.03362452328634635
42.65,45.65010695943281,-0.06571960416432043
45.18,46.46010695943281,-0.02755281989665992
45.99,42.03010695943281,0.09421563081886175
41.56,41.25010695943281,0.007512539079521652
40.78,39.97010695943281,0.020262468684138835
39.5,40.11010695943281,-0.015210803602440426
39.64,40.35010695943281,-0.017598638837481473
39.88,37.76010695943281,0.05614107615862096
37.29,39.76010695943281,-0.062125259420279244
39.29,37.94010695943281,0.035579579203889766
37.47,37.09010695943281,0.010242435832894747
36.62,35.79010695943281,0.02318777760311952
35.32,36.37010695943281,-0.02887280371773715
35.9,38.32010695943281,-0.06315501577265525
37.85,36.47010695943281,0.037836276216631326
36.0,35.21010695943281,0.022433701819686735
34.74,46.932118245252596,-0.2597819723699747
35.1,47.84211824525261,-0.2663368327450052
36.01,49.3321182452526,-0.2700495887693741
37.5,51.472118245252595,-0.271450228231889
39.64,53.6421182452526,-0.2610284362976625
41.81,52.4521182452526,-0.2028920585340861
40.62,50.2321182452526,-0.19135402967325665
38.4,50.11211824525259,-0.23371828322906996
38.28,49.132118245252606,-0.22087625432883085
37.3,47.94211824525261,-0.22197847393416814
36.11,45.32211824525259,-0.20325877522764602
33.49,44.0621182452526,-0.23993667727020074
32.23,42.212118245252604,-0.2364751796452491
30.38,40.722118245252595,-0.2539680814972901
28.89,38.82211824525259,-0.255836587341989
26.99,40.28211824525259,-0.3299756523310221
28.45,38.84211824525261,-0.26754767027987103
27.01,39.012118245252594,-0.30765102704242775
27.18,39.32211824525259,-0.3087859654335515
27.49,36.6621182452526,-0.25017971367326286
24.83,37.1221182452526,-0.3311265311974645
25.29,38.7521182452526,-0.34739051321154046
26.92,37.15211824525261,-0.2754114362391731
25.32,37.34211824525261,-0.32194526744023166
25.51,37.61211824525259,-0.32176114533990974
25.78,39.672118245252605,-0.3501733423804517
27.84,40.512118245252594,-0.31279821431548016
28.68,41.7321182452526,-0.31275954334614675
29.9,41.4821182452526,-0.27920749313659055
29.65,41.932118245252596,-0.29290478895954974
30.1,42.57211824525259,-0.2929644743867874
30.74,42.8921182452526,-0.28331821188611095
31.06,43.6621182452526,-0.28862819193667577
31.83,42.55211824525261,-0.2519761339131181
30.72,46.2321182452526,-0.3355268768556907
34.4,46.80211824525261,-0.2649905326990327
34.97,46.5021182452526,-0.24799124599942102
34.67,47.7521182452526,-0.2739589095935696
35.92,46.90211824525261,-0.2341497283305367
35.07,44.2321182452526,-0.20713722536306434
32.4,44.7021182452526,-0.2752021319830654
32.87,46.09211824525261,-0.2868628899825939
34.26,47.90211824525261,-0.2847915446120095
36.07,49.132118245252606,-0.2658570139404631
37.3,48.7921182452526,-0.23553226747581857
36.96,46.8121182452526,-0.21046085104793866
34.98,46.262118245252594,-0.24387379292582145
34.43,49.30211824525261,-0.3016527235457003
37.47,49.30211824525261,-0.23999208687938967
37.47,48.8521182452526,-0.2329912940133093
37.02,50.972118245252595,-0.27372058932536225
39.14,52.0421182452526,-0.2479168542765755
40.21,51.2721182452526,-0.21575309590952707
39.44,48.55211824525261,-0.18767704838796784
36.72,49.7321182452526,-0.2616441588328028
37.9,51.0221182452526,-0.25718489738464667
39.19,50.6621182452526,-0.22644371460578672
38.83,52.3521182452526,-0.2582917119400191
40.52,51.1421182452526,-0.2076980502511474
39.31,50.28211824525259,-0.21821113803789538
38.45,52.0421182452526,-0.26117534611482696
40.21,53.09211824525261,-0.24263711208027572
41.26,54.16108051444972,-0.23819835926293653
42.88,56.361080514449725,-0.23919130704020963
45.08,56.681080514449725,-0.20467288924550864
45.4,58.331080514449724,-0.22168422735194238
47.05,55.081080514449724,-0.14580470171319326
43.8,56.19108051444972,-0.22051685785368225
44.91,55.10108051444973,-0.1849524622621006
43.82,54.99108051444973,-0.20314349909008167
43.71,52.34108051444972,-0.1649006942465957
41.06,53.06108051444973,-0.22617482339398576
41.78,53.19108051444972,-0.2145299626193874
41.91,55.751080514449725,-0.2482656907584483
44.47,55.10108051444973,-0.19293778661312877
43.82,55.611080514449725,-0.21202753849362777
44.33,52.85108051444973,-0.16122812308671775
41.57,53.181080514449725,-0.21833103807085874
41.9,54.071080514449726,-0.2250940872394288
42.79,54.071080514449726,-0.20863427190871497
42.79,53.13108051444973,-0.19463335611323263
41.85,54.751080514449725,-0.23563152349194116
43.47,58.24108051444973,-0.2536196166687703
46.96,57.67108051444973,-0.1857270649154219
46.39,56.01108051444972,-0.1717710214850735
44.73,57.70108051444973,-0.22479787897908543
46.42,57.751080514449725,-0.19620551535160646
46.47,57.081080514449724,-0.18589487828219364
45.8,57.221080514449724,-0.19959568067865519
45.94,56.99108051444973,-0.19390894881608356
45.71,56.361080514449725,-0.18897935272406685
45.08,56.05108051444972,-0.1957336132284092
44.77,54.38108051444973,-0.17673574014212423
43.1,52.901080514449724,-0.18527183980245154
41.62,52.23108051444972,-0.2031564426761987
40.95,51.76108051444972,-0.20886504700054853
40.48,51.34108051444972,-0.21154756397058927
40.06,50.211080514449726,-0.2021681352092881
38.93,50.53108051444973,-0.22958306840741938
39.25,51.27108051444972,-0.23446122831489424
39.99,53.391080514449726,-0.25099848861127405
42.11,53.06108051444973,-0.20638630816173265
41.78,53.431080514449725,-0.21805811153863608
42.15,51.23108051444972,-0.1772572513259486
39.95,51.651080514449724,-0.22654086609429724
40.37,49.81108051444973,-0.18953775780292426
38.53,49.30108051444972,-0.21847554662200175
38.02,47.26108051444972,-0.19553256958702692
35.98,47.12108051444972,-0.23643516644388707
35.84,46.95108051444973,-0.2366522855854225
35.67,46.59108051444972,-0.23440281688815234
35.31,47.87108051444972,-0.26239392091135694
36.59,48.16108051444972,-0.24025790930870117
36.88,49.95108051444973,-0.26167763299271485
38.67,50.28108051444973,-0.23092344865407066
39.0,49.66108051444972,-0.21467677311909683
38.38,51.071080514449726,-0.24849837494350624
39.79,51.821080514449726,-0.23216575947494944
40.54,51.45108051444973,-0.21206708207780822
40.17,53.38108051444973,-0.24748619524240645
42.1,53.641080514449726,-0.21515376654914342
42.36,54.001080514449725,-0.21557125160365598
42.72,53.42108051444973,-0.20031568832748003
42.14,52.461080514449726,-0.19673785620193085
41.18,54.151080514449724,-0.23953502665544246
42.87,55.02108051444972,-0.22084409104358804
43.74,55.60493873704053,-0.21337922505679963
45.44,55.80493873704053,-0.18573515125393025
45.64,55.614938737040525,-0.17935718286419755
45.45,55.52493873704053,-0.18144889424829858
45.36,56.474938737040524,-0.19681187772144515
46.31,55.684938737040525,-0.16835681154847892
45.52,55.02493873704053,-0.17273874274470002
44.86,55.96493873704053,-0.1984267112167979
45.8,55.794938737040525,-0.1791370142755475
45.63,54.69493873704053,-0.16573633587236414
44.53,52.63493873704053,-0.15398400628016462
42.47,55.254938737040526,-0.23138092321275272
45.09,53.94493873704053,-0.16414772070100447
43.78,54.15493873704053,-0.19157881033561852
43.99,54.96493873704053,-0.19967162684463402
44.8,55.51493873704053,-0.19301000741069607
45.35,56.474938737040524,-0.19698894741330542
46.31,55.294938737040525,-0.16249115999149777
45.13,55.23493873704053,-0.18294468986645507
45.07,54.59493873704053,-0.17446559987763532
44.43,53.76493873704053,-0.17362502322743967
43.6,52.65493873704053,-0.1719675106310733
42.49,51.38493873704053,-0.17310400587533759
41.22,51.38493873704053,-0.19781941920878843
41.22,52.34493873704053,-0.21253131640725864
42.18,52.94493873704053,-0.20332328252387477
42.78,53.17493873704053,-0.1954856739646723
43.01,53.19493873704053,-0.19146443212178355
43.03,53.16493873704053,-0.19063200255282942
43.0,53.42493873704053,-0.19513244158037224
43.26,55.33493873704053,-0.2182154532495708
45.17,55.364938737040525,-0.18414070293587903
45.2,56.08493873704053,-0.19407953333203376
45.92,55.23493873704053,-0.1686421484304813
45.07,55.044938737040525,-0.18121445796665492
44.88,56.34493873704053,-0.20347770348188532
46.18,55.55493873704053,-0.16875077086152757
45.39,54.59493873704053,-0.16860425068661788
44.43,54.10493873704053,-0.17881803330491552
43.94,52.73493873704053,-0.16677631467244025
42.57,53.364938737040525,-0.20228522682717476
43.2,53.08493873704053,-0.18620985485179087
42.92,51.56493873704053,-0.16765148856524537
41.4,51.294938737040525,-0.1929028278553202
41.13,52.28493873704053,-0.21334898742336983
42.12,53.27493873704053,-0.20938435597458183
43.11,52.794938737040525,-0.18344445450119717
42.63,53.28493873704053,-0.1999615461626466
43.12,53.13493873704053,-0.1884812324072388
42.97,52.77493873704053,-0.18578778055802558
42.61,52.81493873704053,-0.19322068681835902
42.65,53.91493873704053,-0.208939099272338
43.75,54.21493873704053,-0.19302684796525849
44.05,54.20493873704053,-0.1873434224564713
44.04,56.20493873704053,-0.21643896444679367
46.04,56.17493873704053,-0.18041744174360397
46.01,58.26493873704053,-0.2103312730207979
48.1,58.544938737040525,-0.1784089105286255
48.38,58.24493873704053,-0.16936988776961281
48.08,58.20493873704053,-0.17395325820688834
48.04,57.08493873704053,-0.15844702538274902
46.92,55.58493873704053,-0.15588644934974827
45.42,57.67493873704053,-0.2124829086150385
47.51,55.71493873704053,-0.14726640507971522
45.55,57.25900094250707,-0.2044918833680649
46.3,58.16900094250707,-0.20404340370635077
47.21,57.719000942507066,-0.18207177482117032
46.76,59.06900094250707,-0.2083834286360733
48.11,58.11900094250707,-0.1722156399833551
47.16,59.43900094250707,-0.20658154995545863
48.48,59.30900094250707,-0.1825861297681356
48.35,58.969000942507066,-0.18007768103211141
48.01,58.36900094250707,-0.1774743575397255
47.41,58.539000942507066,-0.19011258756255855
47.58,59.86900094250707,-0.2052648407196297
48.91,60.109000942507066,-0.18631154680508943
49.15,62.41900094250707,-0.2125795149257338
51.46,61.84900094250707,-0.16797362583373598
50.89,61.789000942507066,-0.1763906322526283
50.83,62.80900094250707,-0.19072108714915215
51.85,63.24900094250707,-0.1802242054837938
52.29,64.65900094250706,-0.19129588707232315
53.7,63.31900094250707,-0.15191334037694326
52.36,64.46900094250707,-0.18782671928336192
53.51,65.00900094250707,-0.17688321272121388
54.05,64.95900094250707,-0.16793671060554416
54.0,65.35900094250707,-0.1737939806102451
54.4,65.19900094250707,-0.165631386775845
54.24,64.56900094250707,-0.15996841815322693
53.61,63.22900094250707,-0.1521295734413619
52.27,63.59900094250707,-0.17813174381069885
52.64,63.359000942507066,-0.16917881884270325
52.4,63.399000942507065,-0.17348855311586742
52.44,64.21900094250707,-0.18341924928188125
53.26,64.46900094250707,-0.17386652156286964
53.51,65.48900094250708,-0.1829162266961969
54.53,65.09900094250708,-0.16235273643970682
54.14,65.78900094250707,-0.1770660866652637
54.83,66.53900094250707,-0.17597199802600316
55.58,67.54900094250706,-0.17718990326288075
56.59,67.01900094250706,-0.15561259935005123
56.06,67.28900094250707,-0.16687721299505298
56.33,66.88900094250707,-0.15785855362950962
55.93,65.88900094250707,-0.15114815523150849
54.93,65.72900094250707,-0.16429583270180725
54.77,65.04900094250706,-0.1580193514669358
54.09,67.01900094250706,-0.19291545323987047
56.06,66.80900094250707,-0.16089150849235412
55.85,66.65900094250706,-0.1621536595159857
55.7,67.05900094250707,-0.1693881624070971
56.1,68.58900094250707,-0.18208460206288246
57.63,70.90900094250706,-0.1872681996080252
59.95,68.34900094250708,-0.12288403380719548
57.39,69.24900094250707,-0.17125158169939259
58.29,69.30900094250707,-0.15898369320959493
58.35,67.28900094250707,-0.1328449050706625
56.33,68.61900094250707,-0.17909035068586177
57.66,67.06900094250707,-0.14028837183026877
56.11,66.40900094250706,-0.15508441320210975
55.45,63.97900094250707,-0.13330937990375025
53.02,64.64900094250707,-0.17987905107534208
53.69,64.36900094250707,-0.16590285364294088
53.41,63.34900094250707,-0.15689278117467542
52.39,62.06900094250707,-0.15593937062838303
51.11,60.90900094250707,-0.16087935758060612
49.95,63.127206912657634,-0.20874053450344354
51.35,64.22720691265764,-0.20049458059369307
52.45,63.617206912657636,-0.1755375228590198
51.84,61.64720691265764,-0.15908598951697162
49.87,61.59720691265764,-0.19038536811070594
49.82,60.73720691265763,-0.17974496140984852
48.96,62.09720691265764,-0.21155874097744332
50.32,61.82720691265764,-0.18611882191142315
50.05,64.09720691265764,-0.219154743073269
52.32,64.88720691265763,-0.19367772956499585
53.11,65.55720691265763,-0.18986786501202135
53.78,68.25720691265764,-0.21209785116438717
56.48,69.03720691265764,-0.18189042509417253
57.26,69.05720691265763,-0.1708323785463629
57.28,68.47720691265764,-0.16351728432702606
56.7,67.86720691265764,-0.1645449609710531
56.09,67.95720691265764,-0.1746276436568387
56.18,68.73720691265764,-0.18268427648818664
56.96,69.07720691265763,-0.17541541492809387
57.3,70.06720691265764,-0.18221372700887906
58.29,69.98720691265764,-0.16713350094475798
58.21,70.43720691265764,-0.173590172702609
58.66,70.27720691265763,-0.16530547275585106
58.5,71.31720691265764,-0.17972110052423818
59.54,70.97720691265764,-0.1611391517100963
59.2,71.05720691265763,-0.16686846314170944
59.28,70.26720691265764,-0.15636322255294388
58.49,69.50720691265764,-0.15850452639395785
57.73,70.41720691265763,-0.18017197030257504
58.64,69.90720691265764,-0.16117375318305793
58.13,70.69720691265763,-0.17776101010869783
58.92,71.36720691265764,-0.17441073360053283
59.59,71.02720691265763,-0.1610257169020034
59.25,70.76720691265764,-0.16274779541422935
58.99,71.79720691265764,-0.17838029449025494
60.02,73.73720691265764,-0.18602829544256794
61.96,72.26720691265764,-0.14262633569213434
60.49,71.97720691265764,-0.15959506356779085
60.2,72.33720691265763,-0.16778650200459777
60.56,73.12720691265764,-0.17185405327551728
61.35,72.88720691265763,-0.15828850358448943
61.11,71.23720691265764,-0.14216176281412019
59.46,71.51720691265764,-0.16859169189007672
59.74,72.41720691265763,-0.17505793792831037
60.64,72.45720691265764,-0.16309222251559463
60.68,72.17720691265764,-0.1592913802631698
60.4,72.39720691265764,-0.16571367079301091
60.62,73.45720691265764,-0.17475762354974078
61.68,73.81720691265764,-0.16442246219121626
62.04,73.31720691265764,-0.15381391882661477
61.54,73.54720691265764,-0.16325850316677593
61.77,73.53720691265764,-0.16001704996266586
61.76,72.28720691265764,-0.14563029009237183
60.51,72.24720691265763,-0.16245897127687148
60.47,71.97720691265764,-0.1598729293097093
60.2,72.27720691265763,-0.16709565060050202
60.5,72.73720691265764,-0.16823861448724586
60.96,73.56720691265764,-0.17136992746816515
61.79,73.98720691265764,-0.1648556206082562
62.21,71.09720691265764,-0.12500078833723383
59.32,71.35720691265763,-0.16868943493530186
59.58,72.38720691265763,-0.1769263860133573
60.61,71.59720691265764,-0.15345859687042085
59.82,69.75998131714152,-0.142488302454563
61.32,66.85998131714152,-0.082859450571237
58.42,65.94998131714152,-0.11417715618342938
57.51,64.82998131714152,-0.11291043385209276
56.39,64.81998131714153,-0.13005220220438773
56.38,67.86998131714152,-0.16929401031438862
59.43,67.89998131714152,-0.12474202721176975
59.46,69.57998131714152,-0.1454438636741684
61.14,68.31998131714153,-0.10509343209290467
59.88,66.79998131714153,-0.10359256366087921
58.36,66.38998131714152,-0.12095170322134474
57.95,65.59998131714153,-0.1166156020709499
57.16,67.30998131714152,-0.15079459418237384
58.87,65.10998131714152,-0.0958375534888799
56.67,67.16998131714152,-0.1563195509548544
58.73,64.76998131714153,-0.09325278770063561
56.33,64.32998131714152,-0.12435852076036313
55.89,64.57998131714152,-0.13456153346447197
56.14,67.87998131714153,-0.1729520410780795
59.44,66.11998131714152,-0.10102817913848605
57.68,65.56998131714153,-0.12032916829700091
57.13,68.50998131714152,-0.16610691023928503
60.07,68.10998131714152,-0.11804409811397298
59.67,65.31998131714153,-0.0864969830549972
56.88,63.219981317141524,-0.10028445414017373
54.78,63.499981317141525,-0.1373225808302342
55.06,63.70998131714152,-0.13577121101453204
55.27,66.30998131714152,-0.166490490539282
57.87,67.29998131714153,-0.14011863202017982
58.86,66.07998131714152,-0.1092612493712769
57.64,67.93998131714152,-0.15160412348454366
59.5,67.77998131714152,-0.12215968721501425
59.34,67.85998131714152,-0.12555236756290344
59.42,67.69998131714152,-0.12230404139040796
59.26,68.88998131714152,-0.13978783464621647
60.45,67.53998131714152,-0.1049745821493453
59.1,67.64998131714152,-0.12638556804708356
59.21,66.62998131714153,-0.11136099951498302
58.19,68.17998131714153,-0.14652367343242267
59.74,66.94998131714152,-0.10769205868763276
58.51,63.86998131714152,-0.0839201954753509
55.43,64.11998131714152,-0.13552688473442187
55.68,63.649981317141524,-0.1252157683665358
55.21,62.93998131714152,-0.12281511934666378
54.5,63.069981317141526,-0.13588051142822088
54.63,65.03998131714152,-0.16005510927780564
56.6,65.69998131714152,-0.13850812640592458
57.26,66.44998131714152,-0.13829923101529695
58.01,65.91998131714152,-0.11999368262995314
57.48,67.80998131714152,-0.15233717981471018
59.37,68.15998131714153,-0.12896102885126437
59.72,69.51998131714153,-0.1409663974510469
61.08,68.16998131714152,-0.10400444858796998
59.73,68.54998131714153,-0.12866497040074343
60.11,69.12998131714153,-0.1304785730486655
60.69,70.19998131714152,-0.13546985538612055
61.76,71.24998131714152,-0.13319275516579532
62.81,72.93998131714152,-0.13888105171149645
64.5,73.41998131714152,-0.12149255770865952
64.98,72.71998131714152,-0.10643541399421463
64.28,72.61998131714152,-0.11484416776038087
64.18,72.94998131714152,-0.1202191029907882
64.51,75.11998131714152,-0.1412404679967677
66.68,75.93050420168068,-0.12182856282779586
67.17,75.58050420168067,-0.11127875224592165
66.82,76.32050420168068,-0.12448167502372809
67.56,76.74050420168068,-0.11963049105793622
67.98,76.80050420168067,-0.11484956112420475
68.04,78.05050420168067,-0.12825675252287616
69.29,76.68050420168068,-0.09638048521750187
67.92,74.10050420168068,-0.08340704652776842
65.34,74.29050420168068,-0.12047978806796389
65.53,73.61050420168067,-0.10977379233188533
64.85,74.35050420168068,-0.12777995662154407
65.59,75.99050420168068,-0.13686584015915304
67.23,74.74050420168068,-0.10048773796620691
65.98,74.47050420168067,-0.11401163846946327
65.71,73.89050420168067,-0.11071117040089984
65.13,71.78050420168067,-0.09265056404444927
63.02,71.10050420168068,-0.11364904218906602
62.34,71.62050420168067,-0.1295788727701095
62.86,71.51050420168067,-0.12096830106642387
62.75,73.39050420168067,-0.14498475405537548
64.63,71.74050420168068,-0.09911422118934743
62.98,72.03050420168067,-0.12564821393363923
63.27,75.29050420168068,-0.15965498344228568
66.53,76.51050420168067,-0.1304461956670968
67.75,77.39050420168067,-0.12456960063934186
68.63,76.43050420168068,-0.10206009083882439
67.67,76.85050420168068,-0.11945925790659817
68.09,76.10050420168068,-0.10526216988590942
67.34,76.57050420168068,-0.12054908476726567
67.81,78.54050420168068,-0.13662382627601022
69.78,78.79050420168068,-0.11436028101326035
70.03,78.82050420168068,-0.11152560226192054
70.06,78.40050420168068,-0.10638329799799784
69.64,81.21050420168068,-0.14247546318572446
72.45,82.37050420168067,-0.12043758014872341
73.61,81.80050420168067,-0.1001277960522936
73.04,80.84050420168067,-0.09649252288456778
72.08,79.95050420168067,-0.09844220846721341
71.19,81.40050420168068,-0.12543539259146086
72.64,80.86050420168067,-0.10166278683072827
72.1,80.35050420168068,-0.10268142413856951
71.59,80.49050420168068,-0.11057831342911162
71.73,78.54050420168068,-0.0867132732455127
69.78,77.33050420168067,-0.09763940219487888
68.57,77.38050420168067,-0.11385948298705084
68.62,80.06050420168067,-0.14289822823074982
71.3,80.72050420168067,-0.11670522000387273
71.96,80.66050420168067,-0.10786573041901948
71.9,84.11050420168067,-0.14517216746676775
75.35,84.07050420168068,-0.10372846320465323
75.31,83.42050420168067,-0.09722434884920372
74.66,84.04050420168068,-0.1116188472545252
75.28,83.85050420168068,-0.10221171933643414
75.09,84.92050420168067,-0.11576125570726548
76.16,84.81050420168067,-0.10199802822902271
76.05,83.68050420168068,-0.09118616426222992
74.92,85.20050420168067,-0.12066248079172603
76.44,85.81050420168067,-0.10919996670404308
77.05,86.01050420168067,-0.10417918468039378
77.25,86.00050420168067,-0.101749452319021
77.24,85.18050420168068,-0.09321973702902797
76.42,84.60050420168068,-0.09669569086939511
75.84,84.26050420168067,-0.09993417772015556
75.5,85.56050420168067,-0.11758350766571402
76.8,85.18274381707886,-0.09840894342497275
76.34,86.18274381707886,-0.11420782608140068
77.34,86.36274381707887,-0.10447495549920849
77.52,88.02274381707886,-0.11931852339100846
79.18,87.94274381707886,-0.09964146485246572
79.1,87.51274381707886,-0.09613164266296315
78.67,86.71274381707886,-0.09275157794620226
77.87,87.76274381707886,-0.11272145088920638
78.92,87.63274381707886,-0.0994233826030313
78.79,85.70274381707887,-0.08065953911386081
76.86,85.32274381707886,-0.09918508756846722
76.48,84.54274381707886,-0.0953688448357417
75.7,84.84274381707885,-0.10776105776105771
76.0,86.12274381707886,-0.11753856610257496
77.28,86.82274381707886,-0.10991064550072083
77.98,86.09274381707885,-0.0942326084334818
77.25,85.18274381707886,-0.09312618332785338
76.34,85.07274381707886,-0.10265031342889053
76.23,84.84274381707885,-0.1015142065142064
76.0,84.02274381707886,-0.0954830020136539
75.18,83.54274381707886,-0.10010137846788358
74.7,84.98274381707886,-0.12099802095366496
76.14,87.14274381707887,-0.12626115881977162
78.3,87.15274381707886,-0.10157733915594791
78.31,87.88274381707886,-0.10892631933526997
79.04,90.26274381707886,-0.12433417534727509
81.42,89.45274381707887,-0.08979874148416234
80.61,89.39274381707887,-0.09824895670559886
80.55,90.98274381707886,-0.1146672806225093
82.14,90.75274381707887,-0.09490339856212726
81.91,91.38274381707886,-0.10366009403307574
82.54,90.40274381707886,-0.08697461476377688
81.56,91.12274381707886,-0.10494354555735552
82.28,90.39274381707887,-0.08974994534402037
81.55,91.41274381707886,-0.10789243824487615
82.57,93.30274381707886,-0.11503138469454388
84.46,92.79274381707886,-0.08979951959934596
83.95,92.42274381707887,-0.09167379659110686
83.58,92.41274381707886,-0.0955792832486646
83.57,92.38274381707886,-0.09539383063279017
83.54,92.15274381707886,-0.09346161015210741
83.31,92.14274381707887,-0.09585935312077931
83.3,91.89274381707887,-0.09350840403877303
83.05,92.43274381707886,-0.10150887477328363
83.59,91.86274381707887,-0.09005548357614823
83.02,93.08274381707886,-0.1081053630826958
84.24,93.09274381707885,-0.09509595972886908
84.25,93.18274381707886,-0.09586263991768862
84.34,93.42274381707887,-0.09722197664053644
84.58,94.50274381707887,-0.10499953140287122
85.66,96.29274381707886,-0.1104210285800683
87.45,98.31274381707887,-0.11049171648886269
89.47,98.36274381707887,-0.09040764289390235
89.52,99.44274381707886,-0.0997834878262347
90.6,98.24274381707886,-0.07779448659647703
89.4,98.10274381707886,-0.08871050368688849
89.26,98.08274381707886,-0.08995204939956603
89.24,98.96274381707886,-0.09824650613012742
90.12,98.23274381707886,-0.08258696135156063
89.39,99.83274381707886,-0.1046023921391247
90.99,99.82274381707886,-0.08848428203160308
90.98,97.75274381707887,-0.06928443696427022
88.91,99.74274381707886,-0.10860683597140008
90.9,101.0021052631579,-0.10001875937968985
92.96,102.1321052631579,-0.08980628803768087
94.09,101.5221052631579,-0.0732067685544242
93.48,101.2521052631579,-0.07675993741520648
93.21,102.1821052631579,-0.08780505392848681
94.14,101.53210526315789,-0.07280559428959466
93.49,101.9921052631579,-0.08336042521350984
93.95,102.56210526315789,-0.08396966151446095
94.52,103.4621052631579,-0.08642879671173787
95.42,102.8021052631579,-0.07180889189244544
94.76,101.6621052631579,-0.06789260605307568
93.62,103.90210526315789,-0.09895954694195952
95.86,103.3021052631579,-0.0720421451644131
95.26,103.0421052631579,-0.07552354683828777
95.0,99.0421052631579,-0.04081198852162826
91.0,96.3021052631579,-0.05505700263425406
88.26,96.95210526315789,-0.0896535999869712
88.91,98.53210526315789,-0.09765451816399673
90.49,98.1921052631579,-0.07843914989413892
90.15,97.1021052631579,-0.07159582425444722
89.06,97.59210526315789,-0.08742618309289463
89.55,100.67210526315789,-0.11047852067943342
92.63,100.3921052631579,-0.07731788513460391
92.35,98.4121052631579,-0.061599182813410924
90.37,99.5521052631579,-0.09223416460039435
91.51,97.8621052631579,-0.06490873301853306
89.82,95.59210526315789,-0.06038265657260844
87.55,95.8321052631579,-0.08642307544444516
87.79,95.67210526315789,-0.08238666057862098
87.63,95.7221052631579,-0.08453747690683566
87.68,94.95210526315789,-0.07658708822730564
86.91,97.42210526315789,-0.10790266987930974
89.38,98.1421052631579,-0.08927977690781375
90.1,99.65210526315789,-0.09585452548075146
91.61,99.09210526315789,-0.07550657283229312
91.05,99.4721052631579,-0.08466801060334295
91.43,101.2721052631579,-0.09718476018231237
93.23,102.28210526315789,-0.08850135847192486
94.24,101.34210526315789,-0.07008049857179954
93.3,101.9921052631579,-0.08522331449802623
93.95,102.4921052631579,-0.08334403163273163
94.45,104.9321052631579,-0.09989416715570465
96.89,106.6421052631579,-0.09144704372717405
98.6,107.28210526315789,-0.08092780470574379
99.24,106.2521052631579,-0.06599497718930658
98.21,105.0521052631579,-0.06513058682658734
