date,YUM,dcf,Deviation
2011-11-21,38.45,41.749006211180124,-0.07901999378123326
2011-11-22,39.19,40.78900621118012,-0.0392018918750181
2011-11-23,38.23,40.459006211180125,-0.05509295506532197
2011-11-25,37.9,41.76900621118013,-0.09262863932215193
2011-11-28,39.21,42.01900621118013,-0.06685084832950483
2011-11-29,39.46,42.849006211180125,-0.07909182757885913
2011-11-30,40.29,43.029006211180125,-0.06365487963485561
2011-12-01,40.47,42.999006211180124,-0.058815457240092184
2011-12-02,40.44,43.599006211180125,-0.07245592240976495
2011-12-05,41.04,43.76900621118013,-0.06235019817477705
2011-12-06,41.21,44.25900621118012,-0.06889007395764624
2011-12-07,41.7,43.889006211180124,-0.049875957560927886
2011-12-08,41.33,44.22900621118013,-0.06554536173248504
2011-12-09,41.67,44.94900621118013,-0.07294947069073443
2011-12-12,42.39,44.459006211180125,-0.04653739225191744
2011-12-13,41.9,43.79900621118012,-0.0433572899353909
2011-12-14,41.24,43.89900621118012,-0.060570988746048826
2011-12-15,41.34,44.03900621118012,-0.06128671928330043
2011-12-16,41.48,43.96900621118012,-0.05660819803899131
2011-12-19,41.41,44.489006211180126,-0.06920824881016052
2011-12-20,41.93,44.569006211180124,-0.05921169071340271
2011-12-21,42.01,44.53900621118012,-0.05678182847612112
2011-12-22,41.98,44.999006211180124,-0.06709050855505438
2011-12-23,42.44,45.18900621118012,-0.06083351774396839
2011-12-27,42.63,44.959006211180125,-0.051802884615384515
2011-12-28,42.4,45.389006211180124,-0.06585308780001176
2011-12-29,42.83,44.97900621118013,-0.04777798337940964
2011-12-30,42.42,44.60064449064449,-0.04889266770801726
2012-01-03,42.11,44.88064449064449,-0.061733616397198654
2012-01-04,42.39,45.21064449064449,-0.06238894672753825
2012-01-05,42.72,45.52064449064449,-0.061524710864321985
2012-01-06,43.03,45.35064449064449,-0.051171146886858976
2012-01-09,42.86,45.62064449064449,-0.060513053278118845
2012-01-10,43.13,46.29064449064449,-0.0682782563393185
2012-01-11,43.8,46.24064449064449,-0.05278136837254266
2012-01-12,43.75,46.51064449064449,-0.05935511152075701
2012-01-13,44.02,46.980644490644494,-0.0630183881626839
2012-01-17,44.49,47.54064449064449,-0.06416918666815341
2012-01-18,45.05,47.40064449064449,-0.04959098163967879
2012-01-19,44.91,47.41064449064449,-0.05274436822173867
2012-01-20,44.92,47.26064449064449,-0.04952629224317562
2012-01-23,44.77,47.26064449064449,-0.052700180403538965
2012-01-24,44.77,47.53064449064449,-0.058081360356640355
2012-01-25,45.04,47.41064449064449,-0.05000236795161672
2012-01-26,44.92,47.67064449064449,-0.05770101327630073
2012-01-27,45.18,48.27064449064449,-0.06402741300136361
2012-01-30,45.78,48.02064449064449,-0.046660025378897574
2012-01-31,45.53,48.63064449064449,-0.06375906638952711
2012-02-01,46.14,48.34064449064449,-0.04552368951287755
2012-02-02,45.85,48.39064449064449,-0.05250280332876489
2012-02-03,45.9,47.92064449064449,-0.042166471509768266
2012-02-06,45.43,49.11064449064449,-0.07494596189519864
2012-02-07,46.62,48.82064449064449,-0.0450761048651499
2012-02-08,46.33,49.15064449064449,-0.05738774170461558
2012-02-09,46.66,49.03064449064449,-0.04835026166333256
2012-02-10,46.54,48.92064449064449,-0.04866339181405843
2012-02-13,46.43,48.49064449064449,-0.04249571257074258
2012-02-14,46.0,48.300644490644494,-0.04763175553672194
2012-02-15,45.81,49.02064449064449,-0.06549576253036082
2012-02-16,46.53,49.40064449064449,-0.0581094542438233
2012-02-17,46.91,49.58064449064449,-0.053864658640095375
2012-02-21,47.09,49.87064449064449,-0.05575713967695206
2012-02-22,47.38,49.82064449064449,-0.04898861738135085
2012-02-23,47.33,49.61064449064449,-0.04597087004331446
2012-02-24,47.12,49.62064449064449,-0.05039524408265117
2012-02-27,47.13,49.91064449064449,-0.055712454107173626
2012-02-28,47.42,50.11064449064449,-0.05369407075071286
2012-02-29,47.62,50.10064449064449,-0.04951322514638934
2012-03-01,47.61,50.11064449064449,-0.04990246116493979
2012-03-02,47.62,50.20064449064449,-0.051406600788271306
2012-03-05,47.71,49.56064449064449,-0.03734100937678153
2012-03-06,47.07,50.300644490644494,-0.06422670173232803
2012-03-07,47.81,50.65064449064449,-0.056083086784200153
2012-03-08,48.16,50.95064449064449,-0.05477152484610692
2012-03-09,48.46,50.61064449064449,-0.04249391629545518
2012-03-12,48.12,51.83064449064449,-0.07159171040819812
2012-03-13,49.34,51.84064449064449,-0.048237141247265414
2012-03-14,49.35,51.82064449064449,-0.04767683835137426
2012-03-15,49.33,51.66064449064449,-0.04511450667377104
2012-03-16,49.17,52.14064449064449,-0.056973681849627034
2012-03-19,49.65,52.96064449064449,-0.06251140865986471
2012-03-20,50.47,52.76064449064449,-0.0434157791808375
2012-03-21,50.27,53.33064449064449,-0.05738997756123865
2012-03-22,50.84,53.27064449064449,-0.04562821632599856
2012-03-23,50.78,53.65916317991632,-0.053656505418517964
2012-03-26,51.36,53.069163179916316,-0.032206333725705694
2012-03-27,50.77,52.90916317991632,-0.040430863981767096
2012-03-28,50.61,52.82916317991632,-0.04200640415898094
2012-03-29,50.53,53.469163179916315,-0.054969313247458906
2012-03-30,51.17,52.61916317991632,-0.027540597233774222
2012-04-02,50.32,53.12916317991632,-0.05287422221207183
2012-04-03,50.83,52.66916317991632,-0.03491916462833844
2012-04-04,50.37,53.109163179916315,-0.05157609376440253
2012-04-05,50.81,52.61916317991632,-0.03438221116763862
2012-04-09,50.32,51.52916317991632,-0.023465608701900953
2012-04-10,49.23,52.69916317991632,-0.06582956864177347
2012-04-11,50.4,53.249163179916316,-0.05350625267649123
2012-04-12,50.95,54.679163179916316,-0.06820080928535566
2012-04-13,52.38,54.23916317991632,-0.034277136130387964
2012-04-16,51.94,54.91916317991632,-0.05424633238049381
2012-04-17,52.62,54.73916317991632,-0.03871383954027707
2012-04-18,52.44,53.639163179916316,-0.022356112750940738
2012-04-19,51.34,55.44916317991632,-0.07410685651978699
2012-04-20,53.15,55.33916317991632,-0.03955902211240536
2012-04-23,53.04,54.22916317991632,-0.021928481101045727
2012-04-24,51.93,54.59916317991632,-0.0488865217791129
2012-04-25,52.3,54.69916317991632,-0.043861058203486625
2012-04-26,52.4,55.00916317991632,-0.047431428312818213
2012-04-27,52.71,54.58916317991632,-0.034423740362586774
2012-04-30,52.29,55.179163179916316,-0.052359677338635224
2012-05-01,52.88,55.27916317991632,-0.043400859237101574
2012-05-02,52.98,54.05916317991632,-0.019962631983864054
2012-05-03,51.76,53.44916317991632,-0.031603173546990715
2012-05-04,51.15,54.32916317991632,-0.05851669699730533
2012-05-07,52.03,53.91916317991632,-0.035036952884684
2012-05-08,51.62,52.93916317991632,-0.024918474352023323
2012-05-09,50.64,53.59916317991632,-0.055209130224352476
2012-05-10,51.3,53.84916317991632,-0.04733895625080131
2012-05-11,51.55,52.48916317991632,-0.01789251576934392
2012-05-14,50.19,52.44916317991632,-0.04307338845744246
2012-05-15,50.15,52.719163179916315,-0.048733003806385455
2012-05-16,50.42,51.19916317991632,-0.015218279587467132
2012-05-17,48.9,50.77916317991632,-0.0370065803025984
2012-05-18,48.48,51.97916317991632,-0.06731857471049718
2012-05-21,49.68,52.969163179916315,-0.06209581164694378
2012-05-22,50.67,53.11916317991632,-0.04610696090262045
2012-05-23,50.82,52.97916317991632,-0.04075495063188972
2012-05-24,50.68,52.90916317991632,-0.0421318925860934
2012-05-25,50.61,53.68916317991632,-0.057351670198282245
2012-05-29,51.39,52.86916317991632,-0.02797780579357112
2012-05-30,50.57,52.87916317991632,-0.043668678569280917
2012-05-31,50.58,48.80916317991632,0.03628082730195903
2012-06-01,46.51,48.47916317991632,-0.04061875351701816
2012-06-04,46.18,48.59916317991632,-0.049777877264274406
2012-06-05,46.3,50.27916317991632,-0.07914139632112593
2012-06-06,47.98,50.29916317991632,-0.046107390924593594
2012-06-07,48.0,48.72916317991632,-0.014963589200662542
2012-06-08,46.43,47.90916317991632,-0.030874327200446472
2012-06-11,45.61,47.94916317991632,-0.04878423365052775
2012-06-12,45.65,47.48916317991632,-0.03872806039871679
2012-06-13,45.19,48.609163179916315,-0.07033988977059791
2012-06-14,46.31,49.01916317991632,-0.05526743020832081
2012-06-15,46.72,49.35857740585774,-0.05345732281061644
2012-06-18,47.3,50.40857740585774,-0.06166762812664717
2012-06-19,48.35,49.66857740585774,-0.026547517056573322
2012-06-20,47.61,48.79857740585774,-0.024356804420185174
2012-06-21,46.74,49.58857740585774,-0.05744422515982972
2012-06-22,47.53,48.99857740585774,-0.029971837624864772
2012-06-25,46.94,49.11857740585774,-0.04435343043135309
2012-06-26,47.06,48.51857740585774,-0.030062245924004416
2012-06-27,46.46,47.98857740585774,-0.031852942689464925
2012-06-28,45.93,48.36857740585774,-0.05041656250081106
2012-06-29,46.31,48.02857740585774,-0.035782392456373935
2012-07-02,45.97,47.48857740585774,-0.03197774051808977
2012-07-03,45.43,48.60857740585774,-0.06539128638384495
2012-07-05,46.55,48.72857740585774,-0.044708413867954544
2012-07-06,46.67,47.68857740585774,-0.021358938791338877
2012-07-09,45.63,47.38857740585774,-0.03710973196761036
2012-07-10,45.33,46.59857740585774,-0.027223522186286098
2012-07-11,44.54,47.44857740585774,-0.061299570290144545
2012-07-12,45.39,48.58857740585774,-0.06582982208226018
2012-07-13,46.53,48.09857740585774,-0.03261172139504287
2012-07-16,46.04,48.35857740585774,-0.04794552549382658
2012-07-17,46.3,49.17857740585774,-0.05853315727499808
2012-07-18,47.12,49.40857740585774,-0.0463194353291867
2012-07-19,47.35,48.74857740585774,-0.028689604502995847
2012-07-20,46.69,47.43857740585774,-0.015779929474978527
2012-07-23,45.38,47.17857740585774,-0.038122756232883415
2012-07-24,45.12,47.718577405857744,-0.0544563050100223
2012-07-25,45.66,48.86857740585774,-0.06565727050350234
2012-07-26,46.81,50.02857740585774,-0.06433477769609497
2012-07-27,47.97,49.79857740585774,-0.036719470738187154
2012-07-30,47.74,48.66857740585774,-0.019079608555518934
2012-07-31,46.61,48.468577405857744,-0.03834602757771721
2012-08-01,46.41,49.25857740585774,-0.05782906360424045
2012-08-02,47.2,50.60857740585774,-0.06735177277405957
2012-08-03,48.55,50.45857740585774,-0.037824637633088964
2012-08-06,48.4,50.30857740585774,-0.03793741553176011
2012-08-07,48.25,49.91857740585774,-0.033425980718391646
2012-08-08,47.86,49.94857740585774,-0.041814552372272384
2012-08-09,47.89,50.09857740585774,-0.04408463314168887
2012-08-10,48.04,50.20857740585774,-0.0431913732254986
2012-08-13,48.15,49.68857740585774,-0.030964408445236846
2012-08-14,47.63,49.43857740585774,-0.036582310834119
2012-08-15,47.38,49.59857740585774,-0.04473066611776888
2012-08-16,47.54,49.57857740585774,-0.0411181101298983
2012-08-17,47.52,48.91857740585774,-0.02858990346866186
2012-08-20,46.86,49.218577405857744,-0.047920470890673084
2012-08-21,47.16,48.99857740585774,-0.0375230772646461
2012-08-22,46.94,48.54857740585774,-0.03313335821172092
2012-08-23,46.49,48.08857740585774,-0.03324235176195944
2012-08-24,46.03,48.00857740585774,-0.04121299802598033
2012-08-27,45.95,47.90857740585774,-0.040881560503574166
2012-08-28,45.85,47.99857740585774,-0.04476335595720227
2012-08-29,45.94,47.60857740585774,-0.03504783164666536
2012-08-30,45.55,47.86857740585774,-0.048436313162170896
2012-08-31,45.81,47.33857740585774,-0.03229031140400496
2012-09-04,45.28,47.59857740585774,-0.04871106516667456
2012-09-05,45.54,48.12857740585774,-0.05378462330246825
2012-09-06,46.07,49.32857740585774,-0.06605861302358962
2012-09-07,47.27,49.51899159663866,-0.045416748688220765
2012-09-10,47.54,50.03899159663865,-0.04994088643478023
2012-09-11,48.06,49.99899159663865,-0.03878061406280453
2012-09-12,48.02,50.29899159663866,-0.0453088923713324
2012-09-13,48.32,49.82899159663866,-0.030283406271871094
2012-09-14,47.85,49.818991596638654,-0.039522911514963344
2012-09-17,47.84,50.00899159663866,-0.043372032256384085
2012-09-18,48.03,50.738991596638655,-0.05339072597607786
2012-09-19,48.76,50.99899159663865,-0.043902664082993925
2012-09-20,49.02,51.238991596638655,-0.04330669920491215
2012-09-21,49.26,51.03899159663865,-0.034855539676372005
2012-09-24,49.06,49.948991596638656,-0.017797988872681803
2012-09-25,47.97,49.818991596638654,-0.0371141915438411
2012-09-26,47.84,50.598991596638655,-0.05452661228177391
2012-09-27,48.62,49.668991596638655,-0.021119647549068588
2012-09-28,47.69,50.448991596638656,-0.05468873627243098
2012-10-01,48.47,49.74899159663865,-0.025708894906024016
2012-10-02,47.77,49.72899159663866,-0.039393350513286296
2012-10-03,47.75,49.76899159663866,-0.04056725948964213
2012-10-04,47.79,49.42899159663865,-0.033158507663144654
2012-10-05,47.45,50.098991596638655,-0.05287514802626059
2012-10-08,48.12,49.458991596638654,-0.02707276378699275
2012-10-09,47.48,53.01899159663866,-0.1044718398037171
2012-10-10,51.04,52.24899159663865,-0.023139041724901555
2012-10-11,50.27,51.90899159663866,-0.03157432934499127
2012-10-12,49.93,52.888991596638654,-0.05594721145764314
2012-10-15,50.91,52.988991596638655,-0.03923440575099635
2012-10-16,51.01,53.26899159663866,-0.04240725286756142
2012-10-17,51.29,53.808991596638656,-0.046813581185862874
2012-10-18,51.83,52.36899159663866,-0.010292189713907995
2012-10-19,50.39,52.43899159663866,-0.039073817673679234
2012-10-22,50.46,52.308991596638656,-0.035347490750662236
2012-10-23,50.33,52.24899159663865,-0.036727820729120286
2012-10-24,50.27,52.43899159663866,-0.0413621911977744
2012-10-25,50.46,52.22899159663866,-0.03386991673705808
2012-10-26,50.25,52.378991596638656,-0.040645906531260545
2012-10-31,50.4,54.32899159663866,-0.07231850769123693
2012-11-01,52.35,53.82899159663866,-0.027475744069688557
2012-11-02,51.85,53.948991596638656,-0.03890696627533319
2012-11-05,51.97,54.568991596638654,-0.0476276273501588
2012-11-06,52.59,53.65899159663866,-0.019921947185932876
2012-11-07,51.68,53.11899159663866,-0.027089964500186747
2012-11-08,51.14,53.71899159663865,-0.04800893538738782
2012-11-09,51.74,54.28899159663865,-0.04695227377913713
2012-11-12,52.31,54.238991596638655,-0.03556466556354998
2012-11-13,52.26,53.24899159663865,-0.01857296386249474
2012-11-14,51.27,53.098991596638655,-0.034444940320758066
2012-11-15,51.12,53.65899159663866,-0.047317169426600025
2012-11-16,51.68,54.68899159663866,-0.05502005995706816
2012-11-19,52.71,54.01899159663866,-0.024232062797708842
2012-11-20,52.04,54.83899159663866,-0.05104017260613192
2012-11-21,52.86,55.17899159663865,-0.04202671215143994
2012-11-23,53.2,54.90899159663866,-0.03112407543727813
2012-11-26,52.93,55.03899159663865,-0.038318136569338135
2012-11-27,53.06,55.098991596638655,-0.037005969393513194
2012-11-28,53.12,55.51899159663866,-0.04321028764477597
2012-11-29,53.54,50.198991596638656,0.06655528920196585
2012-11-30,48.22,49.99899159663865,-0.03558054952368783
2012-12-03,48.02,49.348991596638655,-0.026930471193846506
2012-12-04,47.37,49.35899159663865,-0.040296439053955635
2012-12-05,47.38,50.08899159663866,-0.054083572263819546
2012-12-06,48.11,49.638991596638654,-0.030802229204474618
2012-12-07,47.66,49.60899159663865,-0.03928706337120369
2012-12-10,47.63,50.51899159663866,-0.05718624828669139
2012-12-11,48.54,50.60899159663865,-0.04088189729463154
2012-12-12,48.63,50.71899159663865,-0.04118756171755389
2012-12-13,48.74,50.78899159663865,-0.04034322265957846
2012-12-14,48.81,51.628991596638656,-0.05460094240582036
2012-12-17,49.65,51.61899159663866,-0.03814471255124008
2012-12-18,49.64,50.25899159663866,-0.012316036931390717
2012-12-19,48.28,49.778991596638654,-0.03011293617164945
2012-12-20,47.8,47.89899159663865,-0.0020666739181540716
2012-12-21,45.92,48.71899159663865,-0.05745175556613458
2012-12-24,46.74,48.738991596638655,-0.041014217388455676
2012-12-26,46.76,49.03899159663865,-0.046473051798945786
2012-12-27,47.06,48.50899159663866,-0.029870577576365465
2012-12-28,46.53,49.38059196617336,-0.0577269703069998
2012-12-31,47.74,49.92059196617336,-0.04368121210683851
2013-01-02,48.28,50.22059196617336,-0.038641359852557344
2013-01-03,48.58,50.76059196617336,-0.04295836359880312
2013-01-04,49.12,50.45059196617336,-0.026374159634549255
2013-01-07,48.81,48.40059196617336,0.008458740217738958
2013-01-08,46.76,48.24059196617336,-0.030691828309477698
2013-01-09,46.6,49.27059196617336,-0.054202554903477806
2013-01-10,47.63,49.71059196617336,-0.041854097565145465
2013-01-11,48.07,49.20059196617336,-0.022979235025275213
2013-01-14,47.56,49.35059196617336,-0.03628308992525753
2013-01-15,47.71,49.050591966173364,-0.02733080096358209
2013-01-16,47.41,48.660591966173364,-0.025700303174337136
2013-01-17,47.02,48.480591966173364,-0.030127354203770218
2013-01-18,46.84,48.58059196617336,-0.035828957526604976
2013-01-22,46.94,49.160591966173364,-0.04517016328243806
2013-01-23,47.52,49.370591966173365,-0.037483690036394735
2013-01-24,47.73,48.10059196617336,-0.007704519861917336
2013-01-25,46.46,48.07059196617336,-0.03350472503660262
2013-01-28,46.43,47.82059196617336,-0.029079354918003064
2013-01-29,46.18,47.82059196617336,-0.034307228303109616
2013-01-30,46.18,48.33059196617336,-0.044497530004982355
2013-01-31,46.69,49.04059196617336,-0.04793155775514957
2013-02-01,47.4,47.61059196617336,-0.0044232167145281664
2013-02-04,45.97,46.27059196617336,-0.006496393354835761
2013-02-05,44.63,46.88059196617336,-0.04800690161500676
2013-02-06,45.24,47.34059196617336,-0.04437189901795724
2013-02-07,45.7,48.58059196617336,-0.059295118679885794
2013-02-08,46.94,48.050591966173364,-0.023112971572862184
2013-02-11,46.41,48.190591966173365,-0.03694895400793641
2013-02-12,46.55,47.940591966173365,-0.02900656644278743
2013-02-13,46.3,47.57059196617336,-0.026709610153198393
2013-02-14,45.93,47.64059196617336,-0.03590618620750863
2013-02-15,46.0,48.480591966173364,-0.051166701262727154
2013-02-19,46.84,48.050591966173364,-0.02519411138629868
2013-02-20,46.41,48.40059196617336,-0.041127430167890555
2013-02-21,46.76,48.690591966173365,-0.0396502052699339
2013-02-22,47.05,48.17059196617336,-0.02326298931431592
2013-02-25,46.53,48.28059196617336,-0.03625870965707856
2013-02-26,46.64,48.64059196617336,-0.041130090841917655
2013-02-27,47.0,48.71059196617336,-0.0351174538663227
2013-02-28,47.07,48.52059196617336,-0.02989641938384957
2013-03-01,46.88,48.71059196617336,-0.03758098377134478
2013-03-04,47.07,49.300591966173364,-0.04524472987472117
2013-03-05,47.66,49.74059196617336,-0.04182885413965909
2013-03-06,48.1,49.99059196617336,-0.03781895536369417
2013-03-07,48.35,50.32059196617336,-0.03916074690651561
2013-03-08,48.68,50.410591966173364,-0.03432992747505581
2013-03-11,48.77,51.050591966173364,-0.04467317377405744
2013-03-12,49.41,51.50059196617336,-0.04059355215851712
2013-03-13,49.86,51.86059196617336,-0.03857634265876231
2013-03-14,50.22,52.11059196617336,-0.03628037784334903
2013-03-15,50.47,51.32059196617336,-0.01657408719552589
2013-03-18,49.68,51.13059196617336,-0.02837033389194943
2013-03-19,49.49,51.57059196617336,-0.04034454302052759
2013-03-20,49.93,51.58059196617336,-0.0320002524836438
2013-03-21,49.94,51.74059196617336,-0.0348003742854458
2013-03-22,50.1,52.468709677419355,-0.04514518637836373
2013-03-25,50.83,52.758709677419354,-0.03655718059088242
2013-03-26,51.12,52.90870967741935,-0.0338074711767683
2013-03-27,51.27,53.358709677419355,-0.039144681159770656
2013-03-28,51.72,52.79870967741935,-0.020430606808573004
2013-04-01,51.16,52.068709677419356,-0.01745212591303069
2013-04-02,50.43,50.188709677419354,0.004807661406947883
2013-04-03,48.55,50.328709677419354,-0.0353418493901384
2013-04-04,48.69,49.788709677419355,-0.022067446305354954
2013-04-05,48.15,50.038709677419355,-0.037744971634863345
2013-04-08,48.4,49.65870967741935,-0.025347208688986766
2013-04-09,48.02,49.62870967741935,-0.03241490032434391
2013-04-10,47.99,49.968709677419355,-0.03959897484232067
2013-04-11,48.33,50.37870967741935,-0.04066618002996658
2013-04-12,48.74,49.12870967741935,-0.007912067708914616
2013-04-15,47.49,49.55870967741936,-0.04174260570714439
2013-04-16,47.92,49.248709677419356,-0.02697958354893859
2013-04-17,47.61,48.36870967741935,-0.01568596066505268
2013-04-18,46.73,48.398709677419355,-0.03447839185262214
2013-04-19,46.76,48.55870967741936,-0.037041957856137064
2013-04-22,46.92,47.758709677419354,-0.017561397346878116
2013-04-23,46.12,50.98870967741936,-0.09548603422642599
2013-04-24,49.35,49.94870967741935,-0.011986489366511366
2013-04-25,48.31,49.70870967741936,-0.028138120794045318
2013-04-26,48.07,50.23870967741936,-0.0431681006806216
2013-04-29,48.6,50.608709677419355,-0.03969098778101432
2013-04-30,48.97,50.23870967741936,-0.02525362784127405
2013-05-01,48.6,50.578709677419354,-0.039121394951337374
2013-05-02,48.94,51.178709677419356,-0.043742987885587614
2013-05-03,49.54,50.79870967741935,-0.02477837892758261
2013-05-06,49.16,50.968709677419355,-0.035486667974658825
2013-05-07,49.33,51.65870967741935,-0.04507874261592837
2013-05-08,50.02,51.288709677419355,-0.024736626937953976
2013-05-09,49.65,52.218709677419355,-0.04919136633761234
2013-05-10,50.58,51.188709677419354,-0.011891483126949653
2013-05-13,49.55,52.068709677419356,-0.048372807642507176
2013-05-14,50.43,51.90870967741935,-0.028486735397751595
2013-05-15,50.27,51.69870967741935,-0.027635306303270712
2013-05-16,50.06,52.078709677419354,-0.0387626669309481
2013-05-17,50.44,52.288709677419355,-0.03535580986458564
2013-05-20,50.65,52.08870967741935,-0.027620374671001646
2013-05-21,50.45,51.83870967741935,-0.02678904791537018
2013-05-22,50.2,51.45870967741936,-0.024460575970712495
2013-05-23,49.82,51.398709677419355,-0.030714967113521063
2013-05-24,49.76,51.98870967741936,-0.042869109297924535
2013-05-28,50.35,51.62870967741935,-0.024767414979162572
2013-05-29,49.99,50.95870967741936,-0.019009697921150592
2013-05-30,49.32,50.34870967741936,-0.020431698925557962
2013-05-31,48.71,51.248709677419356,-0.04953704577928009
2013-06-03,49.61,51.13870967741936,-0.02989339557181614
2013-06-04,49.5,50.54870967741935,-0.020746517252602015
2013-06-05,48.91,52.76870967741935,-0.07312495797240548
2013-06-06,51.13,54.48870967741936,-0.06164047005890538
2013-06-07,52.85,53.73870967741936,-0.016537607299357715
2013-06-10,52.1,53.22870967741935,-0.021204903974934686
2013-06-11,51.59,53.188709677419354,-0.030057312672468584
2013-06-12,51.55,53.11870967741935,-0.029532149537250696
2013-06-13,51.48,52.758709677419354,-0.024236939933476864
2013-06-14,51.12,52.547586206896554,-0.02716749350342551
2013-06-17,51.47,52.99758620689655,-0.028823693987364396
2013-06-18,51.92,52.48758620689655,-0.010813722785026347
2013-06-19,51.41,50.95758620689655,0.008878242216312282
2013-06-20,49.88,50.66758620689655,-0.015544182501224912
2013-06-21,49.59,50.03758620689655,-0.008944999965542988
2013-06-24,48.96,50.20758620689655,-0.024848559772530532
2013-06-25,49.13,50.83758620689655,-0.03358904964423548
2013-06-26,49.76,51.117586206896554,-0.026558104707874453
2013-06-27,50.04,50.92758620689655,-0.017428397318708044
2013-06-28,49.85,51.55758620689655,-0.03311997966786384
2013-07-01,50.48,51.477586206896554,-0.01937904009110103
2013-07-02,50.4,52.20758620689655,-0.03462305649859321
2013-07-03,51.13,52.59758620689655,-0.02790215887709535
2013-07-05,51.52,53.187586206896555,-0.0313529213454008
2013-07-08,52.11,53.55758620689655,-0.02702859313532968
2013-07-09,52.48,53.09758620689655,-0.0116311540884384
2013-07-10,52.02,52.49758620689655,-0.00909729839795581
2013-07-11,51.42,51.85758620689655,-0.00843822936822991
2013-07-12,50.78,52.66758620689655,-0.035839618688455865
2013-07-15,51.59,52.52758620689655,-0.017849405895096093
2013-07-16,51.45,52.40758620689655,-0.01827190061981021
2013-07-17,51.33,52.98758620689655,-0.031282538525614356
2013-07-18,51.91,52.89758620689655,-0.018669778296382722
2013-07-19,51.82,52.45758620689655,-0.012154318431310651
2013-07-22,51.38,51.70758620689655,-0.006335360648740851
2013-07-23,50.63,52.44758620689655,-0.03465528803797546
2013-07-24,51.37,52.90758620689655,-0.029061734188435384
2013-07-25,51.83,54.27758620689655,-0.04509386614148214
2013-07-26,53.2,53.92758620689655,-0.013491911247522137
2013-07-29,52.85,53.59758620689655,-0.013948131992562729
2013-07-30,52.52,53.49758620689655,-0.018273463836589343
2013-07-31,52.42,54.20758620689655,-0.032976679686009036
2013-08-01,53.13,54.55758620689655,-0.026166593981683306
2013-08-02,53.48,54.867586206896554,-0.025289725734684243
2013-08-05,53.79,54.27758620689655,-0.008983196213589117
2013-08-06,53.2,54.187586206896555,-0.01822532199765825
2013-08-07,53.11,54.34758620689655,-0.02277168671641039
2013-08-08,53.27,54.56758620689655,-0.023779432023558145
2013-08-09,53.49,54.617586206896554,-0.020645112411690092
2013-08-12,53.54,53.53758620689655,4.50859531493375e-05
2013-08-13,52.46,53.59758620689655,-0.0212245790790887
2013-08-14,52.52,53.17758620689655,-0.012365852867749494
2013-08-15,52.1,52.95758620689655,-0.016193831107522594
2013-08-16,51.88,52.89758620689655,-0.01923691192479926
2013-08-19,51.82,53.297586206896554,-0.02772332317566306
2013-08-20,52.22,52.98758620689655,-0.014486151603498532
2013-08-21,51.91,53.37758620689655,-0.02749442811460323
2013-08-22,52.3,53.24758620689655,-0.017795852815086333
2013-08-23,52.17,52.85758620689655,-0.013008278588529931
2013-08-26,51.78,52.38758620689655,-0.01159790421526552
2013-08-27,51.31,51.95758620689655,-0.012463746955407862
2013-08-28,50.88,51.797586206896554,-0.017714844920213246
2013-08-29,50.72,51.41758620689655,-0.01356707419305081
2013-08-30,50.34,51.39758620689655,-0.020576573433610745
2013-09-03,50.32,51.13758620689655,-0.01598797024929366
2013-09-04,50.06,51.28758620689655,-0.023935347667648155
2013-09-05,50.21,51.117586206896554,-0.017754872133890154
2013-09-06,50.04,53.01634989200864,-0.05614022651637285
2013-09-09,51.39,53.04634989200864,-0.03122457804129075
2013-09-10,51.42,53.53634989200864,-0.03953108301700903
2013-09-11,51.91,53.66634989200864,-0.032727209798000034
2013-09-12,52.04,53.76634989200864,-0.03210837067191785
2013-09-13,52.14,53.85634989200864,-0.03186903485754633
2013-09-16,52.23,53.91634989200864,-0.03127715239229478
2013-09-17,52.29,54.55634989200864,-0.041541450197726926
2013-09-18,52.93,53.91634989200864,-0.018294077658896457
2013-09-19,52.29,53.45634989200864,-0.02181873424513414
2013-09-20,51.83,53.24634989200864,-0.026599943374169377
2013-09-23,51.62,53.42634989200864,-0.03381009362720522
2013-09-24,51.8,53.09634989200864,-0.02441504726116306
2013-09-25,51.47,53.65634989200864,-0.040747272157144465
2013-09-26,52.03,53.47634989200864,-0.02704653355977793
2013-09-27,51.85,52.94634989200864,-0.02070680782045964
2013-09-30,51.32,53.08634989200864,-0.03327314640395984
2013-10-01,51.46,52.45634989200864,-0.018993885279090406
2013-10-02,50.83,52.26634989200864,-0.027481350715640063
2013-10-03,50.64,53.04634989200864,-0.045363156878983624
2013-10-04,51.42,52.97634989200864,-0.029378201691532824
2013-10-07,51.35,53.14634989200864,-0.03380006144652925
2013-10-08,51.52,49.41634989200864,0.04256992093889056
2013-10-09,47.79,49.02634989200864,-0.02521806935927262
2013-10-10,47.4,49.79634989200864,-0.048123002935064774
2013-10-11,48.17,49.74634989200864,-0.03168774986367118
2013-10-14,48.12,48.92634989200864,-0.016480892071213837
2013-10-15,47.3,49.40634989200864,-0.04263318169856023
2013-10-16,47.78,50.076349892008636,-0.045856974339399614
2013-10-17,48.45,49.56634989200864,-0.022522334092400453
2013-10-18,47.94,49.68634989200864,-0.03514747804586715
2013-10-21,48.06,49.84634989200864,-0.03583712540394102
2013-10-22,48.22,48.47634989200864,-0.005288143446850246
