date,RL,dcf,Deviation
2015-12-09,118.19,120.2278801843318,-0.016950146515162245
2015-12-10,115.85,117.35788018433179,-0.012848563572922411
2015-12-11,112.98,117.41788018433179,-0.037795608108108
2015-12-14,113.04,118.91788018433179,-0.04942806056768434
2015-12-15,114.54,120.2378801843318,-0.04738839520121785
2015-12-16,115.86,117.1278801843318,-0.010824751394257759
2015-12-17,112.75,116.0378801843318,-0.028334541953962233
2015-12-18,111.66,114.9878801843318,-0.028941138657370025
2015-12-21,110.61,116.1878801843318,-0.04800741846294565
2015-12-22,111.81,118.88788018433179,-0.059534076756669996
2015-12-23,114.51,117.7578801843318,-0.027581000772498032
2015-12-24,113.38,118.49660486674392,-0.04317933726875833
2015-12-28,112.39,120.08660486674391,-0.06409211814493865
2015-12-29,113.98,118.76660486674392,-0.040302615976220646
2015-12-30,112.66,117.58660486674391,-0.041897670847177104
2015-12-31,111.48,117.66660486674391,-0.05257740608518591
2016-01-04,111.56,116.98660486674392,-0.046386548895279156
2016-01-05,110.88,114.20660486674392,-0.02912795517059108
2016-01-06,108.1,110.66660486674391,-0.023192225602605365
2016-01-07,104.56,109.69660486674391,-0.04682555921383069
2016-01-08,103.59,108.14660486674391,-0.04213359145539952
2016-01-11,102.04,110.06660486674392,-0.0729249791656752
2016-01-12,103.96,106.88660486674392,-0.02738046428168006
2016-01-13,100.78,107.14660486674391,-0.05941956700039097
2016-01-14,101.04,106.78660486674391,-0.053813911154071636
2016-01-15,100.68,107.48660486674392,-0.06332514526049426
2016-01-19,101.38,109.50660486674391,-0.07421109326357989
2016-01-20,103.4,112.04660486674392,-0.0771697176994095
2016-01-21,105.94,113.07660486674392,-0.06311300976142775
2016-01-22,106.97,112.63660486674392,-0.05030873287993609
2016-01-25,106.53,115.22660486674391,-0.07547393136160929
2016-01-26,109.12,114.56660486674392,-0.04754094679753351
2016-01-27,108.46,115.73660486674392,-0.06287211271768356
2016-01-28,109.63,118.60660486674392,-0.07568385316171267
2016-01-29,112.5,118.43660486674392,-0.050124747103510336
2016-02-01,112.33,117.86660486674391,-0.04697348220900588
2016-02-02,111.76,121.66660486674391,-0.08142419094865161
2016-02-03,115.56,96.05660486674391,0.20304064629717544
2016-02-04,89.95,93.35660486674392,-0.03649023945982677
2016-02-05,87.25,91.33660486674391,-0.044742246251720075
2016-02-08,85.23,89.80660486674391,-0.050960671250569245
2016-02-09,83.7,90.60660486674392,-0.07622628479349314
2016-02-10,84.5,89.28660486674393,-0.05360943977977117
2016-02-11,83.18,93.04660486674392,-0.10603938618581843
2016-02-12,86.94,94.43660486674392,-0.07938240555473286
2016-02-16,88.33,95.34660486674392,-0.07359050567715864
2016-02-17,89.24,94.93660486674392,-0.06000430365863474
2016-02-18,88.83,94.38660486674392,-0.058870693300058896
2016-02-19,88.28,97.10660486674392,-0.09089602997506063
2016-02-22,91.0,95.90660486674392,-0.05116023941793513
2016-02-23,89.8,96.0666048667439,-0.06523187610758652
2016-02-24,89.96,98.02660486674392,-0.08228995462721134
2016-02-25,91.92,96.9566048667439,-0.051947001173010876
2016-02-26,90.85,96.86660486674391,-0.06211227156170862
2016-02-29,90.76,99.79660486674392,-0.09055022341501784
2016-03-01,93.69,100.67660486674392,-0.06939650851348655
2016-03-02,94.57,101.87660486674392,-0.07172014493711354
2016-03-03,95.77,103.26660486674392,-0.07259466771874223
2016-03-04,97.16,104.80660486674391,-0.07295918875023355
2016-03-07,98.7,103.22660486674391,-0.04385114547346913
2016-03-08,97.12,103.25660486674391,-0.05943062794543175
2016-03-09,97.15,102.35660486674392,-0.05086730722968291
2016-03-10,96.25,104.59660486674392,-0.07979804772227062
2016-03-11,98.49,104.67660486674392,-0.059102078010837555
2016-03-14,98.57,103.40660486674392,-0.04677268800166745
2016-03-15,97.3,101.83660486674391,-0.04454788013288724
2016-03-16,95.73,103.21660486674392,-0.07253295025940232
2016-03-17,97.11,104.22660486674391,-0.06828011788201926
2016-03-18,98.12,105.35660486674392,-0.06868676981283561
2016-03-21,99.25,103.86660486674391,-0.04444744172264803
2016-03-22,97.76,101.99660486674392,-0.04153672440645395
2016-03-23,95.89,101.65660486674392,-0.05672631772724501
2016-03-24,95.55,102.53660486674391,-0.06813766533252852
2016-03-28,96.43,102.60660486674392,-0.06019695198730657
2016-03-29,96.5,103.02660486674392,-0.06334873283639242
2016-03-30,96.92,102.36660486674391,-0.053206852701953467
2016-03-31,96.26,103.36660486674391,-0.06875145871246768
2016-04-01,97.26,99.10849825378347,-0.018651258836049345
2016-04-04,93.8,99.15849825378346,-0.054039727790845316
2016-04-05,93.85,101.78849825378347,-0.07799013041719971
2016-04-06,96.48,99.86849825378347,-0.0339296005550489
2016-04-07,94.56,96.54849825378346,-0.02059584861233754
2016-04-08,91.24,95.67849825378347,-0.046389714876277965
2016-04-11,90.37,96.38849825378347,-0.06244000438659414
2016-04-12,91.08,98.87849825378346,-0.0788695054183336
2016-04-13,93.57,97.85849825378347,-0.043823462758050935
2016-04-14,92.55,99.77849825378347,-0.07244545047569284
2016-04-15,94.47,100.49849825378347,-0.059985953606590425
2016-04-18,95.19,100.11849825378347,-0.04922664981740499
2016-04-19,94.81,100.13849825378347,-0.05321128583613588
2016-04-20,94.83,99.38849825378347,-0.045865450568974064
2016-04-21,94.08,99.28849825378347,-0.05245822371560549
2016-04-22,93.98,99.68849825378346,-0.05726335890075274
2016-04-25,94.38,100.27849825378347,-0.05882116661595427
2016-04-26,94.97,100.19849825378347,-0.05218140336335875
2016-04-27,94.89,99.31849825378347,-0.04458885637263221
2016-04-28,94.01,98.51849825378346,-0.045762961613255326
2016-04-29,93.21,100.53849825378347,-0.07289245792477006
2016-05-02,95.23,99.83849825378347,-0.046159530986423114
2016-05-03,94.53,98.35849825378347,-0.03892391935372186
2016-05-04,93.05,96.30849825378347,-0.033833963906248155
2016-05-05,91.0,95.41849825378347,-0.04630651639508765
2016-05-06,90.11,95.60849825378347,-0.05751055977459496
2016-05-09,90.3,94.65849825378346,-0.046044447505369734
2016-05-10,89.35,89.80849825378347,-0.005105288059575774
2016-05-11,84.5,92.18849825378346,-0.08339975592853233
2016-05-12,86.88,90.80849825378347,-0.043261350306713076
2016-05-13,85.5,91.80849825378347,-0.06871366348183883
2016-05-16,86.5,93.41849825378347,-0.07405918938012113
2016-05-17,88.11,94.30849825378347,-0.06572576563676535
2016-05-18,89.0,94.46849825378347,-0.05788700312661588
2016-05-19,89.16,96.93849825378346,-0.08024157990790703
2016-05-20,91.63,98.01849825378346,-0.0651764551344457
2016-05-23,92.71,98.69849825378347,-0.06067466435391189
2016-05-24,93.39,99.23849825378348,-0.058933764181185566
2016-05-25,93.93,99.15849825378346,-0.052728695430640626
2016-05-26,93.85,99.37849825378346,-0.055630728486813164
2016-05-27,94.07,99.63849825378347,-0.05588701507323279
2016-05-31,94.33,100.76849825378346,-0.06389395858185998
2016-06-01,95.46,101.91849825378347,-0.06336924468511507
2016-06-02,96.61,101.11849825378347,-0.04458628571073331
2016-06-03,95.81,101.63849825378347,-0.05734537949616447
2016-06-06,96.33,99.36849825378347,-0.030578083670171452
2016-06-07,94.06,99.04849825378346,-0.050364198768585666
2016-06-08,93.74,101.48849825378348,-0.07634853591396618
2016-06-09,96.18,101.10849825378347,-0.04874464895535169
2016-06-10,95.8,99.13849825378347,-0.03367509406121205
2016-06-13,93.83,96.66849825378347,-0.0293632186809355
2016-06-14,91.36,99.86849825378347,-0.08519701810436642
2016-06-15,94.56,99.30849825378347,-0.04781562844348575
2016-06-16,94.0,100.95849825378347,-0.06892434390507296
2016-06-17,95.65,101.50849825378347,-0.05771436238901417
2016-06-20,96.2,102.47849825378347,-0.061266493564679725
2016-06-21,97.17,101.71849825378347,-0.04471652975484508
2016-06-22,96.41,102.55849825378347,-0.05995113382577877
2016-06-23,97.25,94.90849825378346,0.024671149468147746
2016-06-24,89.6,92.68849825378346,-0.033321267600291526
2016-06-27,87.38,93.19849825378347,-0.06243124473893835
2016-06-28,87.89,94.03849825378347,-0.06538277798939751
2016-06-29,88.73,94.92849825378347,-0.06529649544452176
2016-06-30,89.62,95.38849825378347,-0.06047372963600106
2016-07-01,90.08,94.00619447779111,-0.04176527408221675
2016-07-05,88.52,95.64619447779111,-0.07450578161210386
2016-07-06,90.16,97.24619447779112,-0.07286860443067988
2016-07-07,91.76,98.73619447779112,-0.07065488511773943
2016-07-08,93.25,101.49619447779112,-0.08124634150293697
2016-07-11,96.01,104.05619447779111,-0.07732547320388905
2016-07-12,98.57,104.01619447779112,-0.052359101437362776
2016-07-13,98.53,104.40619447779112,-0.056282048274837515
2016-07-14,98.92,104.35619447779112,-0.05209268606424733
2016-07-15,98.87,104.64619447779111,-0.0551973677267068
2016-07-18,99.16,104.28619447779111,-0.04915506317456808
2016-07-19,98.8,105.52619447779112,-0.06373957206622005
2016-07-20,100.04,104.66619447779112,-0.044199509697209205
2016-07-21,99.18,104.37619447779112,-0.049783329463086945
2016-07-22,98.89,105.24619447779112,-0.06039358011307849
2016-07-25,99.76,106.43619447779112,-0.06272485135856831
2016-07-26,100.95,104.73619447779112,-0.036149819044589804
2016-07-27,99.25,102.38619447779112,-0.030631028858792098
2016-07-28,96.9,103.57619447779112,-0.06445684272772378
2016-07-29,98.09,103.16619447779112,-0.0492040488988269
2016-08-01,97.68,98.88619447779112,-0.012197804599124451
2016-08-02,93.4,98.34619447779112,-0.05029370484597728
2016-08-03,92.86,99.75619447779111,-0.06913048872695748
2016-08-04,94.27,101.53619447779111,-0.07156260400699221
2016-08-05,96.05,101.44619447779111,-0.05319267524591531
2016-08-08,95.96,100.55619447779111,-0.04570772095801845
2016-08-09,95.07,108.62619447779112,-0.124796735658108
2016-08-10,103.14,114.18619447779112,-0.09673844135281673
2016-08-11,108.7,113.67619447779111,-0.043775167709043106
2016-08-12,108.19,114.65619447779112,-0.05639638143618675
2016-08-15,109.17,114.29619447779112,-0.04485008885214625
2016-08-16,108.81,112.98619447779112,-0.036961989003107765
2016-08-17,107.5,114.09619447779112,-0.057812572171941023
2016-08-18,108.61,114.41619447779112,-0.05074626458510767
2016-08-19,108.93,113.52619447779112,-0.04048576188899078
2016-08-22,108.04,114.57619447779112,-0.05704670597222583
2016-08-23,109.09,113.35619447779112,-0.03763530080949351
2016-08-24,107.87,112.57619447779112,-0.04180452625550024
2016-08-25,107.09,111.90619447779112,-0.04303778267383518
2016-08-26,106.42,111.93619447779112,-0.049279810730796014
2016-08-29,106.45,109.98619447779112,-0.03215125766084359
2016-08-30,104.5,109.10619447779112,-0.042217534025794756
2016-08-31,103.62,109.01619447779112,-0.049499017128968203
2016-09-01,103.53,108.71619447779112,-0.047703973660065624
2016-09-02,103.23,108.04619447779112,-0.0445753272576489
2016-09-06,102.56,110.32619447779112,-0.0703930242002
2016-09-07,104.84,108.36619447779111,-0.0325396171267579
2016-09-08,102.88,106.22619447779111,-0.03150065286854187
2016-09-09,100.74,107.28619447779111,-0.06101618674848441
2016-09-12,101.8,105.95619447779112,-0.03922559222021016
2016-09-13,100.47,105.25619447779111,-0.04547185561417
2016-09-14,99.77,105.54619447779112,-0.05472669579770151
2016-09-15,100.06,105.55619447779111,-0.05206889567193995
2016-09-16,100.07,105.43619447779112,-0.05089518361667966
2016-09-19,99.95,104.25619447779111,-0.04130396759022725
2016-09-20,98.77,104.59619447779112,-0.05570178252544544
2016-09-21,99.11,104.45619447779112,-0.05118121050186064
2016-09-22,98.97,105.39619447779111,-0.060971788494177837
2016-09-23,99.91,102.25619447779111,-0.02294427726137105
2016-09-26,96.77,103.34619447779112,-0.06363267182715981
2016-09-27,97.86,103.42619447779111,-0.05381803426003795
2016-09-28,97.94,105.13619447779112,-0.0684464043380536
2016-09-29,99.65,106.62619447779112,-0.06542664785100405
2016-09-30,101.14,106.11518518518518,-0.046884761841604616
2016-10-03,100.93,105.47518518518518,-0.043092459872955846
2016-10-04,100.29,104.93518518518519,-0.044267184328950826
2016-10-05,99.75,106.59518518518519,-0.06421664518236181
2016-10-06,101.41,108.19518518518518,-0.06271245040684359
2016-10-07,103.01,108.81518518518519,-0.05334903557169646
2016-10-10,103.63,107.51518518518519,-0.03613615303264661
2016-10-11,102.33,106.89518518518518,-0.042707117044387566
2016-10-12,101.71,104.87518518518519,-0.030180496745690677
2016-10-13,99.69,102.70518518518519,-0.029357672446124194
2016-10-14,97.52,102.37518518518519,-0.04742541052700133
2016-10-17,97.19,102.82518518518519,-0.054803550074200125
2016-10-18,97.64,104.16518518518518,-0.06264266869573254
2016-10-19,98.98,102.77518518518518,-0.03692705761947135
2016-10-20,97.59,101.81518518518519,-0.04149857585094263
2016-10-21,96.63,103.78518518518518,-0.06894225965312972
2016-10-24,98.6,103.00518518518518,-0.04276663526467572
2016-10-25,97.82,103.23518518518519,-0.05245484061922623
2016-10-26,98.05,103.01518518518519,-0.048198575542620525
2016-10-27,97.83,103.32518518518519,-0.05318340514305797
2016-10-28,98.14,103.28518518518518,-0.04981532613762685
2016-10-31,98.1,103.84518518518519,-0.05532452154560574
2016-11-01,98.66,102.94518518518518,-0.04162589224038682
2016-11-02,97.76,102.82518518518519,-0.04926016107885367
2016-11-03,97.64,103.77518518518518,-0.059119963739279635
2016-11-04,98.59,105.01518518518519,-0.0611833914671952
2016-11-07,99.83,104.09518518518519,-0.04097389497504067
2016-11-08,98.91,107.33518518518518,-0.07849415986611685
2016-11-09,102.15,111.44518518518518,-0.08340589294853462
2016-11-10,106.26,112.28518518518518,-0.053659662895405136
2016-11-11,107.1,116.77518518518518,-0.08285309220312531
2016-11-14,111.59,118.35518518518519,-0.0571600236576032
2016-11-15,113.17,117.10518518518519,-0.033603850922247824
2016-11-16,111.92,118.75518518518518,-0.05755694098347364
2016-11-17,113.57,115.46518518518519,-0.01641347720653341
2016-11-18,110.28,115.75518518518518,-0.047299696997814666
2016-11-21,110.57,118.86518518518518,-0.06978649948899474
2016-11-22,113.68,117.70518518518519,-0.034197178134951045
2016-11-23,112.52,117.35518518518519,-0.04120129142615492
2016-11-25,112.17,116.09518518518519,-0.03381006007203535
2016-11-28,110.91,113.79518518518519,-0.025354193857059726
2016-11-29,108.61,109.79518518518519,-0.010794509642533145
2016-11-30,104.61,109.55518518518518,-0.045138759765922076
2016-12-01,104.37,110.90518518518519,-0.05892587595677323
2016-12-02,105.72,113.37518518518519,-0.06752081747589944
2016-12-05,108.19,112.60518518518519,-0.03920943052421777
2016-12-06,107.42,114.14518518518518,-0.058917817464437694
2016-12-07,108.96,114.06518518518519,-0.04475673429098381
2016-12-08,108.88,114.18518518518519,-0.046461239052870695
2016-12-09,109.0,108.95518518518519,0.00041131419985784845
2016-12-12,103.77,108.94518518518518,-0.04750265169028256
2016-12-13,103.76,106.93518518518519,-0.029692614079141033
2016-12-14,101.75,102.11518518518518,-0.003576208421136595
2016-12-15,96.93,99.93518518518519,-0.030071342536829415
2016-12-16,94.75,98.42518518518519,-0.03733988590694948
2016-12-19,93.24,98.10518518518519,-0.04959151930656447
2016-12-20,92.92,97.99518518518518,-0.0517901484199903
2016-12-21,92.81,95.91518518518518,-0.03237428129018305
2016-12-22,90.73,94.63518518518518,-0.04126567911864265
2016-12-23,89.45,95.28518518518518,-0.061239165079488456
2016-12-27,90.1,95.16518518518518,-0.05322519128532843
2016-12-28,89.98,95.92518518518519,-0.06197731256612016
2016-12-29,90.74,95.50518518518517,-0.049894518040517366
2016-12-30,90.32,101.73047846889952,-0.11216381403718523
2017-01-03,90.63,101.72047846889951,-0.10902896482432856
2017-01-04,90.62,100.15047846889952,-0.09516158698991228
2017-01-05,89.05,99.68047846889952,-0.10664554015173844
2017-01-06,88.58,98.35047846889952,-0.09934347672735677
2017-01-09,87.25,99.04047846889952,-0.11904706692831601
2017-01-10,87.94,97.74047846889952,-0.10027041633541811
2017-01-11,86.64,97.49047846889952,-0.11129782763719787
2017-01-12,86.39,97.4204784688995,-0.11322545980330889
2017-01-13,86.32,100.68047846889952,-0.14263418973853526
2017-01-17,89.58,100.39047846889953,-0.1076843006804531
2017-01-18,89.29,99.30047846889953,-0.10080997214967857
2017-01-19,88.2,100.00047846889952,-0.11800422007550193
2017-01-20,88.9,100.39047846889953,-0.11445785142322251
2017-01-23,89.29,101.21047846889952,-0.11777909411388177
2017-01-24,90.11,102.25047846889952,-0.11873273016118124
2017-01-25,91.15,101.11047846889952,-0.098510842988081
2017-01-26,90.01,99.07047846889952,-0.09145487746628589
2017-01-27,87.97,99.54047846889952,-0.11623892758878596
2017-01-30,88.44,99.53047846889953,-0.11142796296679103
2017-01-31,88.43,98.47047846889951,-0.10196435139766935
2017-02-01,87.37,87.71047846889952,-0.003881844847309135
2017-02-02,76.61,87.27047846889953,-0.12215446340996727
2017-02-03,76.17,87.63047846889953,-0.13078187714069034
2017-02-06,76.53,87.08047846889953,-0.12115779167046714
2017-02-07,75.98,88.60047846889952,-0.1424425543404887
2017-02-08,77.5,89.08047846889953,-0.13000018262073654
2017-02-09,77.98,90.71047846889952,-0.14034187321880587
2017-02-10,79.61,90.44047846889953,-0.1197525560706082
2017-02-13,79.34,90.59047846889952,-0.12419051824261973
2017-02-14,79.49,90.27047846889953,-0.11942418664163479
2017-02-15,79.17,89.57047846889952,-0.11611502636452653
2017-02-16,78.47,89.49047846889952,-0.1231469387296823
2017-02-17,78.39,89.29047846889952,-0.12207884486469889
2017-02-21,78.19,89.21047846889952,-0.12353345322255471
2017-02-22,78.11,89.75047846889952,-0.1296982330064479
2017-02-23,78.65,90.3104784688995,-0.12911545444768135
2017-02-24,79.21,90.89047846889953,-0.12851157421177295
2017-02-27,79.79,90.43047846889952,-0.11766473703397407
2017-02-28,79.33,91.6704784688995,-0.13461780362678244
2017-03-01,80.57,91.8104784688995,-0.12243132435811432
2017-03-02,80.71,90.89047846889953,-0.11200819536210327
2017-03-03,79.79,90.83047846889953,-0.12155037224294485
2017-03-06,79.73,90.24047846889952,-0.11647188320839685
2017-03-07,79.14,91.53047846889953,-0.13536997376354365
2017-03-08,80.43,90.78047846889953,-0.11401656659526738
2017-03-09,79.68,91.40047846889952,-0.12823213472441064
2017-03-10,80.3,90.69047846889953,-0.11457077572330521
2017-03-13,79.59,91.13047846889953,-0.12663686905625093
2017-03-14,80.03,92.35047846889952,-0.13341001230490257
2017-03-15,81.25,92.14047846889953,-0.11819429039079088
2017-03-16,81.04,91.80047846889953,-0.11721593011680209
2017-03-17,80.7,90.5604784688995,-0.1088828000426898
2017-03-20,79.46,89.33047846889953,-0.11049396172590686
2017-03-21,78.23,89.3104784688995,-0.12406694778550587
2017-03-22,78.21,90.32047846889952,-0.13408341800436308
2017-03-23,79.22,90.84047846889952,-0.12792181046115858
2017-03-24,79.74,91.52047846889953,-0.12871959004129085
2017-03-27,80.42,92.75047846889952,-0.1329424782755605
2017-03-28,81.65,94.07047846889952,-0.1320337545960908
2017-03-29,82.97,93.00047846889952,-0.10785405230204093
2017-03-30,81.9,92.72047846889951,-0.11669998524143654
2017-03-31,81.62,89.45101571946796,-0.08754529679156708
2017-04-03,81.37,85.82101571946795,-0.05186393661451694
2017-04-04,77.74,87.60101571946795,-0.11256736738129514
2017-04-05,79.52,88.79101571946795,-0.10441389418000802
2017-04-06,80.71,87.36101571946796,-0.0761325365174963
2017-04-07,79.28,88.61101571946796,-0.1053031120759168
2017-04-10,80.53,88.41101571946795,-0.08914065351850231
2017-04-11,80.33,88.26101571946796,-0.08985864999193072
2017-04-12,80.18,87.23101571946796,-0.08083152146415196
2017-04-13,79.15,88.08101571946796,-0.10139546696319479
2017-04-17,80.0,87.61101571946796,-0.08687281681379622
2017-04-18,79.53,88.08101571946796,-0.09708125694987846
2017-04-19,80.0,87.80101571946796,-0.08884880949888885
2017-04-20,79.72,87.00101571946796,-0.08368885879384869
2017-04-21,78.92,87.69101571946796,-0.10002182831964546
2017-04-24,79.61,88.65101571946795,-0.10198434441042192
2017-04-25,80.57,89.26101571946796,-0.09736630991050266
2017-04-26,81.18,90.50101571946796,-0.10299349289471982
2017-04-27,82.42,88.80101571946796,-0.07185746320319442
2017-04-28,80.72,87.39101571946796,-0.07633525785857032
2017-05-01,79.31,88.89101571946796,-0.10778384791669815
2017-05-02,80.81,87.95101571946796,-0.08119310119447876
2017-05-03,79.87,88.42101571946796,-0.09670795624648365
2017-05-04,80.34,90.19101571946796,-0.1092239137222798
2017-05-05,82.11,90.18101571946795,-0.08949794649214193
2017-05-08,82.1,92.13101571946795,-0.10887772853836375
2017-05-09,84.05,91.15101571946795,-0.07790385727924831
2017-05-10,83.07,87.31101571946796,-0.048573661462082085
2017-05-11,79.23,84.48101571946796,-0.06215616224247056
2017-05-12,76.4,84.63101571946795,-0.09725767379127104
2017-05-15,76.55,82.02101571946795,-0.0667026087335979
2017-05-16,73.94,80.83101571946796,-0.08525212331098142
2017-05-17,72.75,79.46101571946795,-0.08445670696132002
2017-05-18,71.38,77.37101571946796,-0.0774323002452263
2017-05-19,69.29,76.32101571946795,-0.09212424196910252
2017-05-22,68.24,75.78101571946796,-0.09951061816568785
2017-05-23,67.7,74.76101571946796,-0.09444783021626679
2017-05-24,66.68,74.60101571946795,-0.10617838970523386
2017-05-25,66.52,74.19101571946796,-0.10339548050499414
2017-05-26,66.11,75.42101571946796,-0.12345386270188574
2017-05-30,67.34,75.88101571946795,-0.11255800464037113
2017-05-31,67.8,77.58101571946796,-0.12607486030907356
2017-06-01,69.5,77.25101571946796,-0.1003354538096336
2017-06-02,69.17,77.24101571946795,-0.1044913203728588
2017-06-05,69.16,77.10101571946795,-0.10299495597258201
2017-06-06,69.02,77.21101571946795,-0.10608610239280503
2017-06-07,69.13,77.28101571946796,-0.10547241963092668
2017-06-08,69.2,78.23101571946796,-0.1154403485166634
2017-06-09,70.15,77.78101571946796,-0.09810897490707327
2017-06-12,69.7,78.11101571946796,-0.10768027584836082
2017-06-13,70.03,78.67101571946796,-0.10983734785223642
2017-06-14,70.59,79.65101571946795,-0.11375894754915594
2017-06-15,71.57,80.16101571946795,-0.1071719918012658
2017-06-16,72.08,79.51101571946796,-0.09345894593632398
2017-06-19,71.43,78.74101571946795,-0.09284888761804944
2017-06-20,70.66,78.99101571946795,-0.10546788952626052
2017-06-21,70.91,79.51101571946796,-0.10817388812908901
2017-06-22,71.43,80.81101571946796,-0.11608585334496668
2017-06-23,72.73,80.97101571946796,-0.10177735386227293
2017-06-26,72.89,80.96101571946795,-0.09969014899015394
2017-06-27,72.88,80.93101571946795,-0.09947997869414216
2017-06-28,72.85,81.39101571946796,-0.1049380652639409
2017-06-29,73.31,81.88101571946795,-0.10467647041449823
2017-06-30,73.8,84.91545454545455,-0.13090025372830738
2017-07-03,74.85,83.16545454545455,-0.09998688266544253
2017-07-05,73.1,80.59545454545454,-0.09300095877277093
2017-07-06,70.53,82.36545454545454,-0.14369439968212616
2017-07-07,72.3,82.48545454545454,-0.12348182599686996
2017-07-10,72.42,81.81545454545454,-0.11483716123870791
2017-07-11,71.75,81.31545454545454,-0.11763390611199931
2017-07-12,71.25,81.94545454545455,-0.13051919236742848
2017-07-13,71.88,81.43545454545455,-0.11733776889672809
2017-07-14,71.37,82.88545454545454,-0.13893215170991713
2017-07-17,72.82,82.20545454545454,-0.11417070311636035
2017-07-18,72.14,83.03545454545454,-0.1312144866924314
2017-07-19,72.97,83.82545454545455,-0.12950069408294296
2017-07-20,73.76,84.94545454545455,-0.1316780821917808
2017-07-21,74.88,83.10545454545456,-0.09897610921501732
2017-07-24,73.04,85.04545454545455,-0.14116515232495985
2017-07-25,74.98,84.72545454545454,-0.11502392755209323
2017-07-26,74.66,85.67545454545454,-0.12857188332289937
2017-07-27,75.61,85.30545454545455,-0.11365573980135568
2017-07-28,75.24,85.71545454545455,-0.12221196983677507
2017-07-31,75.65,85.79545454545455,-0.11825165562913897
2017-08-01,75.73,85.57545454545455,-0.11504998247160925
2017-08-02,75.51,86.11545454545454,-0.12315390543350879
2017-08-03,76.05,87.35545454545456,-0.12941898825072085
2017-08-04,77.29,88.21545454545455,-0.12384966559147537
2017-08-07,78.15,98.59545454545454,-0.20736711078327408
2017-08-08,88.53,97.11545454545454,-0.08840461681035683
2017-08-09,87.05,93.90545454545455,-0.07300379491945486
2017-08-10,83.84,93.84545454545454,-0.1066162937130678
2017-08-11,83.78,94.93545454545455,-0.11750567371132536
2017-08-14,84.87,95.02545454545455,-0.10687088626970764
2017-08-15,84.96,96.21545454545455,-0.11698177385980335
2017-08-16,86.15,95.56545454545454,-0.0985236201746541
2017-08-17,85.5,94.38545454545454,-0.09414008321775302
2017-08-18,84.32,94.96545454545455,-0.11209817924221255
2017-08-21,84.9,95.38545454545455,-0.10992718539133084
2017-08-22,85.32,94.65545454545455,-0.09862563747947106
2017-08-23,84.59,96.01545454545455,-0.11899599496293212
2017-08-24,85.95,97.26545454545455,-0.11633580080753703
2017-08-25,87.2,97.29545454545455,-0.10376080355057227
2017-08-28,87.23,96.89545454545454,-0.09975137214429786
2017-08-29,86.83,97.01545454545455,-0.10498795880693801
2017-08-30,86.95,97.95545454545454,-0.11235162550695577
2017-08-31,87.89,99.38545454545455,-0.11566536167721642
2017-09-01,89.32,99.56545454545454,-0.1029017001150454
2017-09-05,89.5,100.61545454545454,-0.11047462435736422
2017-09-06,90.55,98.80545454545455,-0.08355261947260928
2017-09-07,88.74,100.85545454545455,-0.12012691430580225
2017-09-08,90.79,102.21545454545455,-0.1117781513202949
2017-09-11,92.15,101.46545454545455,-0.09180912446690315
2017-09-12,91.4,100.69545454545455,-0.09231255360447799
2017-09-13,90.63,100.88545454545455,-0.10165444158091097
2017-09-14,90.82,100.93545454545455,-0.10021706040764133
2017-09-15,90.87,100.22545454545454,-0.09334409694506918
2017-09-18,90.16,101.09545454545454,-0.10816959669079629
2017-09-19,91.03,99.17545454545454,-0.08213175914128312
2017-09-20,89.11,98.54545454545455,-0.09574723247232475
2017-09-21,88.48,98.48545454545454,-0.10159322096479406
2017-09-22,88.42,98.56545454545454,-0.10293113943664567
2017-09-25,88.5,98.79545454545455,-0.10420979986197376
2017-09-26,88.73,99.26545454545455,-0.10613414902190632
2017-09-27,89.2,98.92545454545454,-0.09831094120458006
2017-09-28,88.86,98.35545454545455,-0.09654222624802433
2017-09-29,88.29,102.47029126213592,-0.13838441452128192
2017-10-02,88.98,102.03029126213593,-0.1279060473189002
2017-10-03,88.54,102.97029126213592,-0.14014033645296875
2017-10-04,89.48,102.92029126213593,-0.1305893240032111
2017-10-05,89.43,101.74029126213593,-0.12099720876971154
2017-10-06,88.25,100.44029126213593,-0.12136853755552013
2017-10-09,86.95,100.71029126213593,-0.13663242444925172
2017-10-10,87.22,98.69029126213593,-0.11622512321570877
2017-10-11,85.2,98.75029126213592,-0.13721773464106768
2017-10-12,85.26,98.53029126213593,-0.13468235090091074
2017-10-13,85.04,99.54029126213592,-0.14567258221045287
2017-10-16,86.05,99.50029126213592,-0.13517841095259508
2017-10-17,86.01,98.82029126213592,-0.1296321949522964
2017-10-18,85.33,99.87029126213592,-0.14559175785290435
2017-10-19,86.38,103.86029126213592,-0.1683058178415553
2017-10-20,90.37,103.05029126213593,-0.1230495431583033
2017-10-23,89.56,104.16029126213593,-0.1401713751490189
2017-10-24,90.67,105.34029126213592,-0.1392657176695038
2017-10-25,91.85,104.75029126213592,-0.1231527961087302
2017-10-26,91.26,104.58029126213592,-0.1273690396285846
2017-10-27,91.09,105.30029126213593,-0.13495016102814605
2017-10-30,91.81,102.92029126213593,-0.10795044520266894
2017-10-31,89.43,102.94029126213593,-0.1312439579924266
2017-11-01,89.45,105.22029126213592,-0.14987880258615993
2017-11-02,91.73,104.16029126213593,-0.11933810007167822
2017-11-03,90.67,101.52029126213593,-0.10687805489169988
2017-11-06,88.03,98.49029126213593,-0.1062063186948593
